
[00:00:00.000 --> 00:00:06.860]  大英節目早晨,我們平安女兒很感恩,我們一齊回來慶祝復活節
[00:02:23.900 --> 00:02:28.900]  因為亞利馬太是一個地方,近耶路撒冷的地方
[00:02:28.900 --> 00:02:31.400]  即是等於什麼呢?尖沙咀浩南哥
[00:02:31.400 --> 00:02:36.600]  大概你知道,原來不是周圍的浩南哥,是尖沙咀的浩南哥
[00:02:36.600 --> 00:02:41.800]  所以有一個具體講到這個人,這個人又是什麼人來的?
[00:02:41.800 --> 00:02:46.000]  馬太、路加、馬可都有描述他
[00:02:46.000 --> 00:02:52.000]  他是一個尊貴的議士,即是說是council member
[00:02:52.000 --> 00:02:57.400]  是很建制的,還有幾個特別的描述
[00:02:57.400 --> 00:03:01.600]  說他是一個才主,還有說什麼呢?
[00:03:01.600 --> 00:03:04.600]  這個人是有善良有公義的
[00:03:04.600 --> 00:03:11.000]  還有一個描述,說他素來都是盼望神的各降臨的
[00:03:11.000 --> 00:03:17.800]  所以有幾個描述,這個是藥室的身份,他的特性
[00:03:17.800 --> 00:03:20.400]  但是他是一個是耶穌的門徒
[00:03:20.400 --> 00:03:24.400]  只因怕猶太人就暗暗的作門徒
[00:03:24.400 --> 00:03:27.200]  在這裡我特別要提幾件事情
[00:03:27.200 --> 00:03:34.000]  這個人是尊貴身份,素來盼望神的各降臨是才主
[00:03:34.000 --> 00:03:36.400]  你感覺上是不是都挺好的?
[00:03:36.400 --> 00:03:38.900]  這些全部都是很正面的描述
[00:03:38.900 --> 00:03:43.600]  先講到這件事,照理說這些人應該很好
[00:03:43.600 --> 00:03:49.000]  我們窮窮地又說怕這樣怕那樣,無權無勢
[00:03:49.000 --> 00:03:53.200]  又怕被人欺凌,又怕被人炒魷魚
[00:03:53.200 --> 00:03:57.800]  他是才主,又是尊貴議員的身份
[00:03:57.800 --> 00:04:01.400]  又或者這麼說,這裡就說到後面有提到
[00:04:01.400 --> 00:04:06.200]  他去求比拉多,可以直接聯絡到比拉多
[00:04:06.200 --> 00:04:10.000]  就是說有李家超的電話,或者有夏寶龍的聯絡
[00:04:10.000 --> 00:04:11.900]  即刻可以聯絡到這些人
[00:04:11.900 --> 00:04:15.700]  那不就挺威風,為什麼這麼威風的人,這麼聰明的人
[00:04:15.700 --> 00:04:19.300]  為什麼這麼多害怕呢?
[00:04:19.300 --> 00:04:20.800]  不知道你有沒有這個感受
[00:04:20.800 --> 00:04:23.200]  其實每個人都有很多害怕的
[00:04:23.200 --> 00:04:26.700]  每個人都有不同的害怕的位置
[00:04:26.700 --> 00:04:31.700]  其實你有你的害怕,其實那些很有權勢的人都有
[00:04:31.700 --> 00:04:33.900]  有錢人都有有錢人害怕
[00:04:33.900 --> 00:04:36.900]  其實有錢人經常都怕被人騙他的錢
[00:04:36.900 --> 00:04:39.700]  經常都覺得那些人黏過來是不是騙錢
[00:04:39.700 --> 00:04:42.500]  其實每個人都有他不同的害怕
[00:04:42.500 --> 00:04:45.900]  那他的害怕是什麼呢?我想想跟你詳細解釋
[00:04:45.900 --> 00:04:49.200]  第一件事聖經很明確,這個是明確講到給你聽
[00:04:49.200 --> 00:04:52.500]  他害怕什麼?害怕猶太人
[00:04:52.500 --> 00:04:54.700]  那他是不是猶太人來的?
[00:04:54.700 --> 00:04:56.800]  是猶太人來的,他是猶太人
[00:04:56.800 --> 00:04:59.200]  不過他害怕自己的人
[00:04:59.200 --> 00:05:02.200]  為什麼會害怕自己的人?因為他是一個middle man
[00:05:02.200 --> 00:05:06.200]  middle man是什麼?他是一個council議會的議士
[00:05:06.200 --> 00:05:09.100]  又是跟羅馬人有親密的關係
[00:05:09.100 --> 00:05:12.200]  那如果用回現在的角度來講
[00:05:12.200 --> 00:05:17.100]  那些高級華人,如果我們早前那些殖民地的那種的概念
[00:05:17.100 --> 00:05:19.800]  像何東那樣上下那艘艇
[00:05:19.800 --> 00:05:22.400]  即是他是中國人之餘又不是很中國人
[00:05:22.400 --> 00:05:23.500]  但又是中國人
[00:05:23.500 --> 00:05:26.200]  但就是這些人可以幫助
[00:05:26.200 --> 00:05:29.500]  或者叫做統戰也好,或者叫做統治那個社會
[00:05:29.500 --> 00:05:31.500]  這些是中間人來的
[00:05:31.500 --> 00:05:35.100]  又或者這樣講,如果他得罪了自己的人
[00:05:35.100 --> 00:05:38.100]  他就沒有了那個叫統戰價值
[00:05:38.100 --> 00:05:39.200]  感不感受到?
[00:05:39.200 --> 00:05:41.900]  或者他有地位的地位
[00:05:41.900 --> 00:05:44.700]  其中一個就是政府會跟他聯絡
[00:05:44.700 --> 00:05:46.500]  他又跟他的人聯絡
[00:05:46.500 --> 00:05:50.100]  於是如果他失去了他的群眾的基礎
[00:05:50.100 --> 00:05:53.700]  就沒有了那個價值在那裡
[00:05:53.700 --> 00:05:56.900]  他可能什麼都不是,明白嗎?
[00:05:56.900 --> 00:05:59.400]  所以感受到其實他也有他害怕的地方
[00:05:59.400 --> 00:06:04.600]  我只因害怕猶太人只能夠暗地做耶穌的門徒
[00:06:04.600 --> 00:06:07.900]  害怕失去了我們所擁有的權勢
[00:06:07.900 --> 00:06:10.800]  或者擁有了的一些地位
[00:06:10.800 --> 00:06:14.200]  又想額外講講,這個叫做暗暗的門徒
[00:06:14.200 --> 00:06:17.300]  如果這樣比例的話,即是有些明明門徒
[00:06:17.300 --> 00:06:20.100]  哪些是明明門徒?
[00:06:20.100 --> 00:06:25.200]  約翰、彼得、安德烈那些明明門徒,對不對?
[00:06:25.200 --> 00:06:28.000]  所以明明門徒有很多記錄,對不對?
[00:06:28.000 --> 00:06:31.800]  即是他登山變象有份,五餅魚有份
[00:06:31.800 --> 00:06:33.500]  即是耶穌平靜風浪也有份
[00:06:33.500 --> 00:06:37.100]  這些暗暗門徒全部不見他,見不到
[00:06:37.100 --> 00:06:38.700]  又或者他真的有份參與也好
[00:06:38.700 --> 00:06:42.100]  都不會寫進去暗暗的,所以不知道
[00:06:42.100 --> 00:06:44.400]  我又問這個問題,你感受一下
[00:06:44.400 --> 00:06:45.600]  你有時會不會覺得
[00:06:45.600 --> 00:06:51.100]  那些明明門徒和那些暗暗門徒是有交易的呢?
[00:06:51.100 --> 00:06:55.600]  我都很肯定那些明明門徒都知道他存在的
[00:06:55.600 --> 00:06:57.600]  如果不是,寫不進去,不告訴別人
[00:06:57.600 --> 00:07:01.300]  但你又知道他是暗暗的,能否感受到?
[00:07:01.300 --> 00:07:03.600]  有沒有矛盾,你覺得?
[00:07:03.600 --> 00:07:05.200]  會不會看不起對方呢?
[00:07:05.200 --> 00:07:07.300]  即是覺得,嗯,即是什麼?
[00:07:07.300 --> 00:07:13.100]  即是最近我們太古城前幾天
[00:07:13.100 --> 00:07:17.000]  你見不見到很多人在的士站排好椅子
[00:07:17.000 --> 00:07:17.900]  你有沒有見到?
[00:07:17.900 --> 00:07:19.900]  你知不知道他們在做什麼?
[00:07:19.900 --> 00:07:22.800]  什麼?為什麼有這麼多椅子在這裡?
[00:07:22.800 --> 00:07:24.800]  是囉,追MIRROR的
[00:07:24.800 --> 00:07:28.800]  我一開始就不知道,他們連名字都寫進去了
[00:07:28.800 --> 00:07:32.100]  連了整個星期,很多天都在這裡
[00:07:32.100 --> 00:07:34.500]  認帳的,原來那些人還可以的
[00:07:34.500 --> 00:07:36.200]  那天你有沒有看到?
[00:07:36.200 --> 00:07:40.800]  星期三,星震動於天
[00:07:40.800 --> 00:07:42.900]  即是那些人排好隊
[00:07:42.900 --> 00:07:46.500]  這一代的粉絲是很高頻的
[00:07:46.500 --> 00:07:47.600]  即是說什麼意思?
[00:07:47.600 --> 00:07:52.500]  即是他們記者拍照,他們擺好姿勢不怕你,明白嗎?
[00:07:52.500 --> 00:07:53.300]  以前那些什麼?
[00:07:53.300 --> 00:07:55.300]  遮臉的,你拍他的照片
[00:07:55.300 --> 00:07:57.300]  好像不太好意思做粉絲
[00:07:57.300 --> 00:08:01.300]  你明明粉絲不太喜歡那些暗暗的粉絲的,明白嗎?
[00:08:01.300 --> 00:08:02.800]  那些什麼事?喜歡我什麼?
[00:08:02.800 --> 00:08:04.300]  我有時候都有個感覺
[00:08:04.300 --> 00:08:08.300]  有conflict的,你覺得很失禮你
[00:08:08.300 --> 00:08:11.300]  劉德華也有歌唱的,你記不記得?
[00:08:11.300 --> 00:08:15.300]  喜歡我就別遮臉,任由途人發現
[00:08:15.300 --> 00:08:16.300]  有沒有聽過那首歌?
[00:08:16.300 --> 00:08:19.300]  我唱一些歌詞給你聽
[00:08:19.300 --> 00:08:21.300]  即是他們都不喜歡你,為什麼遮臉?
[00:08:21.300 --> 00:08:23.800]  這麼醜,喜歡我,明白嗎?
[00:08:23.800 --> 00:08:27.800]  有這個感受,這些暗暗門徒,明明門徒
[00:08:27.800 --> 00:08:32.300]  但是conflict位,或者contra位在哪裡?
[00:08:32.300 --> 00:08:37.800]  contra位就是今時今日,即是在這一節經文所說的
[00:08:37.800 --> 00:08:42.300]  那些明明門徒去了哪裡?
[00:08:42.300 --> 00:08:46.300]  全走了,躲起來了
[00:08:46.300 --> 00:08:49.800]  那些彼得約翰現在就是害怕了,所以躲起來了
[00:08:49.800 --> 00:08:50.800]  一直躲到什麼時候?
[00:08:50.800 --> 00:08:53.300]  耶穌復活了,還在躲著
[00:08:53.300 --> 00:08:57.300]  在內室裡面關上門才祈禱,有沒有感受到?
[00:08:57.300 --> 00:08:59.300]  那些暗暗門徒呢?
[00:08:59.300 --> 00:09:01.800]  那些暗暗門徒只是撲了頭而已
[00:09:01.800 --> 00:09:04.300]  所以我們特別要看這段經文裡面
[00:09:04.300 --> 00:09:07.800]  我們感受一下這些暗暗門徒現在突然間
[00:09:07.800 --> 00:09:10.800]  為什麼這麼大的勇氣要走出來
[00:09:10.800 --> 00:09:16.800]  將他們本來要隱藏的秘密,要顯露在人的面前
[00:09:16.800 --> 00:09:21.300]  這裡提到,他去到彼拉多那裡
[00:09:21.300 --> 00:09:26.800]  就表達了他是和耶穌有connection,有聯繫的
[00:09:26.800 --> 00:09:31.300]  求彼拉多要把耶穌的身體領去,彼拉多穩準
[00:09:31.300 --> 00:09:34.300]  他就把耶穌的身體領去了
[00:09:34.300 --> 00:09:36.800]  或者可以這樣描述
[00:09:36.800 --> 00:09:41.800]  他這個是向著他的更加superior,即是高級一點的那些
[00:09:41.800 --> 00:09:47.800]  這個真的是羅馬總督,是當時管治這個地區最高級的人
[00:09:47.800 --> 00:09:51.300]  向他表達他和耶穌之間的關係
[00:09:51.300 --> 00:09:53.300]  為什麼要這樣做呢?
[00:09:53.300 --> 00:09:56.800]  聖經是沒有說的,我們只能夠估計
[00:09:56.800 --> 00:09:59.300]  領耶穌的屍體是為了什麼?
[00:09:59.300 --> 00:10:01.800]  為了安葬
[00:10:01.800 --> 00:10:03.800]  已經離世死去
[00:10:03.800 --> 00:10:06.800]  如果沒有人領他的屍體又怎樣呢?
[00:10:06.800 --> 00:10:09.300]  就拆了下來放在那裡而已
[00:10:09.300 --> 00:10:11.300]  就是沒有人領了他就放在那裡
[00:10:11.300 --> 00:10:14.800]  如果是這樣的話,其實都挺可憐的,感不感受得到?
[00:10:14.800 --> 00:10:19.800]  就可能有野獸來吃,或者是那些禿鷹來吃
[00:10:19.800 --> 00:10:23.300]  死無全屍,對於當時的人來說
[00:10:23.300 --> 00:10:26.800]  不要說當時,現在都覺得很慘,你感不感受得到?
[00:10:26.800 --> 00:10:29.800]  當時覺得這是一個很大的奏作
[00:10:29.800 --> 00:10:32.800]  死無全屍不能夠得到安葬
[00:10:32.800 --> 00:10:34.300]  我不知道是不是這個原因
[00:10:34.300 --> 00:10:39.300]  但是弱生不惜冒著這個風險
[00:10:39.300 --> 00:10:44.300]  因為這個風險在於,就是被拉多判他有罪
[00:10:44.300 --> 00:10:48.800]  你跟一個朝廷的陰犯有聯繫
[00:10:48.800 --> 00:10:51.300]  你是有身份地位這個角色
[00:10:51.300 --> 00:10:53.300]  那不感受到這個矛盾
[00:10:53.300 --> 00:10:56.300]  他要付出的勇氣和代價
[00:10:56.300 --> 00:10:58.300]  就因為我很深信他
[00:10:58.300 --> 00:11:00.300]  那一刻他實在覺得
[00:11:00.300 --> 00:11:03.800]  神給我的遺憾豈不是為了現今的機會
[00:11:03.800 --> 00:11:08.300]  去為耶穌的安葬能夠存留,能夠付出
[00:11:08.300 --> 00:11:13.300]  甚至本來的害怕,本來的憂慮都要除去
[00:11:13.300 --> 00:11:17.300]  就是為了能夠在這個關鍵的時候
[00:11:17.300 --> 00:11:20.300]  去安葬到耶穌的身體
[00:11:20.300 --> 00:11:22.300]  不只是這樣,第四十一節
[00:11:22.300 --> 00:11:25.300]  在耶穌釘十字架的地方有一個原子
[00:11:25.300 --> 00:11:29.300]  原子裡有一座新墳墓,是從來沒有葬過人的
[00:11:29.300 --> 00:11:34.300]  只因為是猶太人的預備日,又因那墳墓近
[00:11:34.300 --> 00:11:37.300]  他們就把耶穌安放在那裡
[00:11:37.300 --> 00:11:41.300]  這段經文的描述就沒有說墳墓是屬於誰的
[00:11:41.300 --> 00:11:45.300]  馬太福音有說,是誰的?
[00:11:45.300 --> 00:11:48.300]  就是約瑟的,就是他自己的
[00:11:48.300 --> 00:11:50.300]  就是指他近,這是一個特別的描述
[00:11:50.300 --> 00:11:52.300]  這是一個新的墳墓
[00:11:52.300 --> 00:11:55.300]  就是沒有葬過人,沒有屍體
[00:11:55.300 --> 00:11:59.300]  而且馬太福音還有原說是用石頭鑿出來的
[00:11:59.300 --> 00:12:01.300]  這個也要解釋一下
[00:12:01.300 --> 00:12:04.300]  跟我們中國人的墳墓不同之處
[00:12:04.300 --> 00:12:08.300]  我們是挖進去的,就是我們在地上挖進去的
[00:12:08.300 --> 00:12:10.300]  猶太人的墳墓是什麼呢?
[00:12:10.300 --> 00:12:12.300]  是石頭鑿出來的
[00:12:12.300 --> 00:12:16.300]  就是在山坡裡鑿個洞,在岩石裡鑿個洞
[00:12:16.300 --> 00:12:19.300]  然後就把屍體放進去的
[00:12:19.300 --> 00:12:23.300]  所以是鑿出來的,聖經是描述新墳墓的
[00:12:23.300 --> 00:12:26.300]  如果是這樣看的話,其實這個新的墳墓
[00:12:26.300 --> 00:12:30.300]  其實很可能是,而且不是給一個人的
[00:12:30.300 --> 00:12:34.300]  是怎樣呢?就是整家人可以放進去的
[00:12:34.300 --> 00:12:36.300]  整族人也可以,不是整族,多過頭
[00:12:36.300 --> 00:12:38.300]  總之整家人
[00:12:38.300 --> 00:12:40.300]  你有沒有印象中,舊約描述
[00:12:40.300 --> 00:12:42.300]  那些人死去怎麼描述的?
[00:12:42.300 --> 00:12:47.300]  於是他就要與列祖同睡的,對不對?
[00:12:47.300 --> 00:12:49.300]  那為什麼會同睡的呢?
[00:12:49.300 --> 00:12:51.300]  因為放在一起
[00:12:51.300 --> 00:12:54.300]  一路平排就是同睡,明白嗎?
[00:12:54.300 --> 00:12:58.300]  放在同一個山洞裡,墳墓是一個山洞
[00:12:58.300 --> 00:13:02.300]  一起放在一起,要與列祖同睡
[00:13:02.300 --> 00:13:04.300]  所以這個墳墓不是只給自己的
[00:13:04.300 --> 00:13:07.300]  整家人也是,列祖也可以放在一起
[00:13:07.300 --> 00:13:10.300]  整個家庭,爺爺,太公,太爺
[00:13:10.300 --> 00:13:12.300]  全部都可以放在一起
[00:13:12.300 --> 00:13:15.300]  這個墳墓是誰的?
[00:13:15.300 --> 00:13:18.300]  是約瑟為自己預備的
[00:13:18.300 --> 00:13:20.300]  是新墳墓
[00:13:20.300 --> 00:13:22.300]  所以他是為自己預備
[00:13:22.300 --> 00:13:24.300]  但是他還沒死
[00:13:24.300 --> 00:13:26.300]  於是現在先給了耶穌
[00:13:26.300 --> 00:13:28.300]  那代表什麼?
[00:13:28.300 --> 00:13:30.300]  將來他自己也會放在那裡
[00:13:30.300 --> 00:13:32.300]  將來他自己也會放在那裡
[00:13:32.300 --> 00:13:35.300]  如果羅馬書第六章說到
[00:13:35.300 --> 00:13:38.300]  其實那時候的人也有那種遙遙的盼望
[00:13:38.300 --> 00:13:40.300]  就盼望著什麼?
[00:13:40.300 --> 00:13:44.300]  一種信心的認信與主同死同埋葬
[00:13:44.300 --> 00:13:47.300]  等候著與基督的同復活
[00:13:47.300 --> 00:13:49.300]  一舉一動有生生的養性
[00:13:49.300 --> 00:13:52.300]  當然這是描述到浸禮,洗禮的時候
[00:13:52.300 --> 00:13:56.300]  但是同樣這個動作也在表達
[00:13:56.300 --> 00:14:02.300]  其實約瑟預料要與主同死同埋
[00:14:02.300 --> 00:14:04.300]  感不感受到?
[00:14:04.300 --> 00:14:06.300]  也是等候著一個信心盼望
[00:14:06.300 --> 00:14:09.300]  等候著與基督一同復活
[00:14:09.300 --> 00:14:10.300]  再說一次
[00:14:10.300 --> 00:14:14.300]  當時的人還沒有完全明白
[00:14:14.300 --> 00:14:17.300]  耶穌是第三天從死人中復活的
[00:14:17.300 --> 00:14:20.300]  他們只是遙遙盼望著復活
[00:14:20.300 --> 00:14:22.300]  如果你有印象的話
[00:14:22.300 --> 00:14:24.300]  你還記不記得馬大瑪利亞
[00:14:24.300 --> 00:14:26.300]  他的弟弟拉撒路死了之後
[00:14:26.300 --> 00:14:29.300]  與耶穌對話,有沒有印象?
[00:14:29.300 --> 00:14:32.300]  耶穌來到是遲了四天
[00:14:32.300 --> 00:14:34.300]  死了,死了四天
[00:14:34.300 --> 00:14:39.300]  於是馬大說如果你早來
[00:14:39.300 --> 00:14:42.300]  我的兄弟就不死,記不記得?
[00:14:42.300 --> 00:14:43.300]  然後耶穌跟他們說
[00:14:43.300 --> 00:14:46.300]  你的兄弟不死會復活
[00:14:46.300 --> 00:14:48.300]  馬大接著的回應是什麼?
[00:14:48.300 --> 00:14:50.300]  我知道,在末後日子也會復活
[00:14:50.300 --> 00:14:52.300]  他們的想像
[00:14:52.300 --> 00:14:55.300]  同死同埋,同復活是將來的
[00:14:55.300 --> 00:14:58.300]  但他們不知道主耶穌指的是現在
[00:14:58.300 --> 00:15:02.300]  他們也有同死同埋,同復活的盼望
[00:15:02.300 --> 00:15:04.300]  雖然他們未能夠完全掌握
[00:15:04.300 --> 00:15:09.300]  但這個心智的存在在約瑟的心中
[00:15:09.300 --> 00:15:11.300]  與主同死同埋
[00:15:11.300 --> 00:15:14.300]  一舉一動有新生的養性
[00:15:14.300 --> 00:15:20.300]  也不僅如此,約瑟現在的行動
[00:15:20.300 --> 00:15:24.300]  這個表達,這個行動本身
[00:15:24.300 --> 00:15:31.300]  也都是由他身份更尊貴的人去表達
[00:15:31.300 --> 00:15:35.300]  他整個行動最後能夠達到的結果是什麼呢?
[00:15:35.300 --> 00:15:41.300]  是令主耶穌復活的憑據裡
[00:15:41.300 --> 00:15:45.300]  是加添了一個引證
[00:15:45.300 --> 00:15:47.300]  成為憑據
[00:15:47.300 --> 00:15:49.300]  什麼意思呢?
[00:15:49.300 --> 00:15:53.300]  如果約瑟沒有這樣做之後
[00:15:53.300 --> 00:15:56.300]  少了什麼?
[00:15:56.300 --> 00:16:00.300]  我們復活節就是少了空墳墓
[00:16:00.300 --> 00:16:04.300]  沒有人埋葬,就沒有空墳墓
[00:16:04.300 --> 00:16:06.300]  沒有空墳墓又如何?
[00:16:06.300 --> 00:16:09.300]  少了主耶穌復活的一個重要憑據
[00:16:09.300 --> 00:16:13.300]  當日其中一個重要的證據是在於此
[00:16:13.300 --> 00:16:18.300]  空墳墓,我們今天在詩歌裡唱著
[00:16:18.300 --> 00:16:23.300]  那空墳墓就是我們救主復活的憑據
[00:16:23.300 --> 00:16:25.300]  我們感謝神恩典
[00:16:25.300 --> 00:16:27.300]  讓約瑟鼓起勇氣
[00:16:27.300 --> 00:16:31.300]  揭露了他與主耶穌的聯繫、關係和身份
[00:16:31.300 --> 00:16:33.300]  也因為他的付出
[00:16:33.300 --> 00:16:39.300]  使基督復活加添憑據
[00:16:39.300 --> 00:16:41.300]  還沒說完,第二個人
[00:16:41.300 --> 00:16:44.300]  這個叫做尼哥底母39節
[00:16:44.300 --> 00:16:49.300]  尼哥底母就是先前夜裡去見耶穌的
[00:16:49.300 --> 00:16:53.300]  帶著末藥沉香約有一百斤錢來
[00:16:53.300 --> 00:16:56.300]  他們就照著猶太人殯葬的規矩
[00:16:56.300 --> 00:17:01.300]  把耶穌的身體用細麻布加上香料火好了
[00:17:01.300 --> 00:17:05.300]  這個尼哥底母,如果你有印象的話
[00:17:05.300 --> 00:17:08.300]  就是在約翰福音第三章《夜間裡來見耶穌》
[00:17:08.300 --> 00:17:11.300]  討論著重生的問題
[00:17:11.300 --> 00:17:14.300]  人若老去,又如何能再從無福裡再生
[00:17:14.300 --> 00:17:17.300]  記不記得?有印象,跟他討論了一段
[00:17:17.300 --> 00:17:20.300]  聖經又沒有解釋為什麼是夜間裡來
[00:17:20.300 --> 00:17:23.300]  但是我們一般查經估計都是什麼?
[00:17:23.300 --> 00:17:25.300]  因為聖經有描述
[00:17:25.300 --> 00:17:29.300]  他是一個法利賽人士,猶太人的冠
[00:17:29.300 --> 00:17:32.300]  很可能是因為他身份的問題
[00:17:32.300 --> 00:17:35.300]  因為你也知道法利賽人和耶穌是否友好
[00:17:35.300 --> 00:17:38.300]  不是很友好,經常有爭拗
[00:17:38.300 --> 00:17:41.300]  他是一個法利賽人,又是猶太人的冠
[00:17:41.300 --> 00:17:45.300]  所以他也不想其他人知道他和耶穌有聯繫
[00:17:45.300 --> 00:17:50.300]  所以夜間裡來見耶穌,跟他約身似不似?
[00:17:50.300 --> 00:17:52.300]  暗暗作門徒
[00:17:52.300 --> 00:17:54.300]  他和耶穌討論完之後
[00:17:54.300 --> 00:17:58.300]  聖經沒有描述他立即認罪悔改
[00:17:58.300 --> 00:18:01.300]  不過從他的行動表示
[00:18:01.300 --> 00:18:04.300]  你感不感受到他和耶穌的聯繫?
[00:18:04.300 --> 00:18:06.300]  感不感受到?
[00:18:06.300 --> 00:18:09.300]  他很愛護耶穌,跟約身似的
[00:18:09.300 --> 00:18:12.300]  他這次帶了什麼來?
[00:18:12.300 --> 00:18:16.300]  帶了一百斤的沉香和末藥
[00:18:16.300 --> 00:18:19.300]  我再強調,一百斤來的
[00:18:19.300 --> 00:18:21.300]  什麼概念?
[00:18:21.300 --> 00:18:23.300]  一百斤是什麼概念?
[00:18:23.300 --> 00:18:26.300]  草重很多,一個人拿不起
[00:18:26.300 --> 00:18:30.300]  聖經描述他們就照著猶太人殯葬的規矩
[00:18:30.300 --> 00:18:31.300]  即是什麼?
[00:18:31.300 --> 00:18:34.300]  帶了很多馬仔來的
[00:18:34.300 --> 00:18:35.300]  帶了多少個?
[00:18:35.300 --> 00:18:37.300]  四個起碼
[00:18:37.300 --> 00:18:39.300]  有數得計,一百斤
[00:18:39.300 --> 00:18:41.300]  一個人拿不到,起碼兩個
[00:18:41.300 --> 00:18:44.300]  其實兩個人都蠻穩的
[00:18:44.300 --> 00:18:46.300]  還有耶穌的屍體
[00:18:46.300 --> 00:18:47.300]  加起來要多少馬仔?
[00:18:47.300 --> 00:18:49.300]  四個不能走,明白嗎?
[00:18:49.300 --> 00:18:53.300]  起碼是屬於他們來的,不是自己
[00:18:53.300 --> 00:18:57.300]  離歌抵舞
[00:18:57.300 --> 00:19:00.300]  向著他的
[00:19:00.300 --> 00:19:03.300]  可能說馬仔,或者僕人
[00:19:03.300 --> 00:19:06.300]  展現他和耶穌的聯繫
[00:19:06.300 --> 00:19:09.300]  剛才約瑟
[00:19:09.300 --> 00:19:13.300]  向一些高級一點的人去表達
[00:19:13.300 --> 00:19:14.300]  這個呢
[00:19:14.300 --> 00:19:17.300]  向他的同事,他的夥計
[00:19:17.300 --> 00:19:20.300]  表達他和耶穌很親密的聯繫
[00:19:20.300 --> 00:19:23.300]  我想和你分享一件事情
[00:19:23.300 --> 00:19:27.300]  不知道你有沒有和你的同事
[00:19:27.300 --> 00:19:29.300]  或者夥計
[00:19:29.300 --> 00:19:32.300]  表達你和耶穌的聯繫
[00:19:32.300 --> 00:19:35.300]  這個真的不是說假說真
[00:19:35.300 --> 00:19:39.300]  好幾年前我在國內服侍的時候
[00:19:39.300 --> 00:19:43.300]  我聽弟兄分享
[00:19:43.300 --> 00:19:48.300]  類似我們香港就請印尼姐姐
[00:19:48.300 --> 00:19:50.300]  菲傭姐姐,對不對?
[00:19:50.300 --> 00:19:52.300]  國內就請阿姨
[00:19:52.300 --> 00:19:53.300]  在鄉下來的
[00:19:53.300 --> 00:19:54.300]  我聽過有弟兄
[00:19:54.300 --> 00:19:56.300]  在教會分享的時候說
[00:19:56.300 --> 00:19:59.300]  他們是故意不請基督徒的
[00:19:59.300 --> 00:20:01.300]  或者這麼說
[00:20:01.300 --> 00:20:03.300]  故意不請,因為費事
[00:20:03.300 --> 00:20:06.300]  甚至我在香港教會都聽過
[00:20:06.300 --> 00:20:08.300]  有些人說做印傭侍工
[00:20:08.300 --> 00:20:11.300]  叫自己家裡的姐姐來學習
