
[00:00:00.000 --> 00:00:02.800]  今天我們講的經文是
[00:01:45.120 --> 00:01:50.800]  我想邀請你跟我一起去享用這個福音的筵席
[00:01:50.800 --> 00:01:55.200]  使你和我都可以青蛙變王子
[00:01:55.200 --> 00:01:58.720]  小狗變公主
[00:01:58.720 --> 00:02:04.800]  我們的故事一開始的時候有一個很普通的前奏
[00:02:04.800 --> 00:02:09.400]  我們看到有一個愛邦的婦人來向耶穌基督求救
[00:02:09.400 --> 00:02:13.760]  因為她的女兒被污淩附著
[00:02:13.760 --> 00:02:15.800]  這個故事很例牌菜
[00:02:15.800 --> 00:02:18.520]  這個故事經常都發生
[00:02:18.520 --> 00:02:22.080]  但是接下來的就是不一樣的開始
[00:02:22.080 --> 00:02:24.240]  很出乎意料之外
[00:02:24.240 --> 00:02:28.640]  耶穌不單止沒有立刻幫這位女士
[00:02:28.640 --> 00:02:31.000]  耶穌居然是無理取鬧
[00:02:31.000 --> 00:02:32.680]  叫她做狗
[00:02:32.680 --> 00:02:36.760]  幸好這個婦人她忍得住耶穌
[00:02:36.760 --> 00:02:38.720]  而且她機智過人
[00:02:38.720 --> 00:02:40.720]  她跟耶穌說
[00:02:40.720 --> 00:02:45.560]  就算是在桌子底下的小狗
[00:02:45.560 --> 00:02:49.560]  都是可以吃到小孩子的碎屑
[00:02:49.560 --> 00:02:50.640]  就是這樣
[00:02:50.640 --> 00:02:54.080]  耶穌終於最後出手救人
[00:02:54.080 --> 00:02:57.600]  故事總算是大團圓結局
[00:02:57.600 --> 00:03:00.440]  如果這個故事在街上發生
[00:03:00.440 --> 00:03:03.560]  被一個新聞記者所目睹
[00:03:03.560 --> 00:03:06.280]  明天早上成了一個頭條
[00:03:06.280 --> 00:03:09.840]  你猜這個故事會怎麼寫呢?
[00:03:09.840 --> 00:03:12.600]  我猜這個故事可能會這樣寫
[00:03:12.600 --> 00:03:13.800]  它會說
[00:03:13.800 --> 00:03:20.320]  機智婦人忍氣吞聲
[00:03:20.320 --> 00:03:23.760]  無理耶穌終究愛女
[00:03:23.760 --> 00:03:26.400]  很容易你看這個故事的時候
[00:03:26.400 --> 00:03:29.440]  這個成為了故事的主題
[00:03:29.440 --> 00:03:32.880]  但這個故事究竟是不是這樣演繹的呢?
[00:03:32.880 --> 00:03:34.160]  當然不是
[00:03:34.160 --> 00:03:38.880]  整個故事需要由頭到尾再重看一次
[00:03:38.880 --> 00:03:41.880]  我想帶你用一個不多一樣的角度
[00:03:41.880 --> 00:03:43.880]  去明白這個故事
[00:03:43.880 --> 00:03:46.800]  我想用三點去綜合
[00:03:46.800 --> 00:03:49.280]  去概括整個故事
[00:03:49.280 --> 00:03:51.000]  這三點是
[00:03:51.000 --> 00:03:56.600]  第一 猶太的救主突訪推羅
[00:03:56.600 --> 00:04:01.640]  第二 信心的婦人朝見君王
[00:04:01.640 --> 00:04:08.280]  第三點 是天國的麵包碎屑可以解咒
[00:04:08.280 --> 00:04:09.680]  我們開始看第一點
[00:04:09.680 --> 00:04:16.200]  猶太的救主突訪推羅
[00:04:16.200 --> 00:04:17.800]  第七章第24節這樣說
[00:04:17.800 --> 00:04:22.040]  耶穌從那裡起身往推羅西頓境內去
[00:04:22.040 --> 00:04:23.640]  第31節這樣說
[00:04:23.640 --> 00:04:25.960]  耶穌又離開了推羅
[00:04:25.960 --> 00:04:29.640]  經過西頓來到加利利
[00:04:29.640 --> 00:04:32.240]  當你這樣看前後節的時候
[00:04:32.240 --> 00:04:34.840]  你會發現這個故事有一個很清晰的輪廓
[00:04:34.840 --> 00:04:39.440]  這個故事有一個前後呼應的架構
[00:04:39.440 --> 00:04:42.200]  一開始的時候是去推羅西頓
[00:04:42.200 --> 00:04:45.120]  走的時候是離開推羅西頓
[00:04:45.120 --> 00:04:48.920]  而整個故事就是發展在中間
[00:04:48.920 --> 00:04:51.320]  如果你熟悉耶穌的事供
[00:04:51.320 --> 00:04:52.840]  你知道一直以來
[00:04:52.840 --> 00:04:56.200]  耶穌的事供都是圍繞著加利利
[00:04:56.200 --> 00:05:00.160]  甚至是圍繞著加利利湖去進行的
[00:05:00.160 --> 00:05:02.640]  而今次耶穌竟然北上
[00:05:02.640 --> 00:05:04.720]  去了一個愛邦人的地方
[00:05:04.720 --> 00:05:07.240]  那個地方叫做推羅西頓
[00:05:07.240 --> 00:05:10.480]  這個是一個愛邦人的領域
[00:05:10.480 --> 00:05:13.800]  我們不知道為甚麼耶穌突然之間
[00:05:13.800 --> 00:05:16.880]  做得很好地要去推羅西頓
[00:05:16.880 --> 00:05:18.560]  或者我們可以猜想
[00:05:18.560 --> 00:05:21.560]  或者祂是想著祂需要去放假
[00:05:21.560 --> 00:05:22.880]  祂需要去休息
[00:05:22.880 --> 00:05:25.280]  祂需要有一些單獨的時間
[00:05:25.280 --> 00:05:27.920]  和祂的門徒相處
[00:05:27.920 --> 00:05:29.960]  如果你記得在加利利那裏
[00:05:29.960 --> 00:05:32.920]  耶穌已經成為了一個星級的老師
[00:05:32.920 --> 00:05:35.560]  祂是眾人所愛戴的拉比
[00:05:35.560 --> 00:05:36.800]  於是祂去到那裏
[00:05:36.800 --> 00:05:38.560]  就有一大群人又跟到那裏
[00:05:38.560 --> 00:05:40.160]  所以如果耶穌要休息的話
[00:05:40.160 --> 00:05:41.920]  根本沒有可能
[00:05:41.920 --> 00:05:45.120]  於是很有可能是因為這樣的緣故
[00:05:45.120 --> 00:05:50.840]  於是祂決定去一去推羅西頓
[00:05:50.840 --> 00:05:53.480]  然而當你繼續讀下去這個故事的時候
[00:05:53.480 --> 00:05:54.960]  你發現到最後
[00:05:54.960 --> 00:05:58.760]  耶穌原來去推羅西頓是去出差
[00:05:58.760 --> 00:06:01.800]  耶穌是做另外一個宣教的旅程
[00:06:01.800 --> 00:06:03.840]  原來祂是帶著使命
[00:06:03.840 --> 00:06:08.840]  去到這個北面的遠方
[00:06:08.840 --> 00:06:10.200]  第七章第十四節這樣說
[00:06:10.200 --> 00:06:14.160]  耶穌從那裏起身往推羅西頓境內去
[00:06:14.160 --> 00:06:17.080]  進了一家祂不願意人知道
[00:06:17.080 --> 00:06:19.080]  卻隱藏不住
[00:06:19.080 --> 00:06:21.320]  這裏說耶穌去到那個地方
[00:06:21.320 --> 00:06:23.200]  祂想做一個隱形人
[00:06:23.200 --> 00:06:24.040]  所以你說
[00:06:24.040 --> 00:06:25.760]  你想耶穌是想去放假
[00:06:25.760 --> 00:06:26.720]  其實大有理由
[00:06:26.720 --> 00:06:28.680]  因為祂去到那個地方
[00:06:28.680 --> 00:06:29.680]  進了一個家
[00:06:29.680 --> 00:06:31.720]  祂不願人知道
[00:06:31.720 --> 00:06:35.840]  然而祂卻隱藏不住
[00:06:35.840 --> 00:06:37.840]  我想你留意兩件事
[00:06:37.840 --> 00:06:40.600]  兩件非常不尋常的事
[00:06:40.600 --> 00:06:41.280]  第一件
[00:06:41.280 --> 00:06:44.920]  他們說耶穌不想人知道祂在那裏
[00:06:44.920 --> 00:06:48.720]  但是祂隱藏不住
[00:06:48.720 --> 00:06:50.520]  在《馬可福音》裏面
[00:06:50.520 --> 00:06:51.080]  我想問你
[00:06:51.080 --> 00:06:53.600]  《馬可福音》裏面耶穌是誰
[00:06:53.600 --> 00:06:55.320]  如果你一直跟著我們讀《馬可福音》
[00:06:55.320 --> 00:06:56.520]  你知道在《馬可福音》裏面
[00:06:56.520 --> 00:06:58.800]  耶穌是一個大能的先知
[00:06:58.800 --> 00:07:00.200]  耶穌是應許的君王
[00:07:00.200 --> 00:07:01.640]  耶穌是上帝的兒子
[00:07:01.640 --> 00:07:04.240]  耶穌自己就是神
[00:07:04.240 --> 00:07:06.440]  如果神不想你和我見到祂
[00:07:06.440 --> 00:07:09.240]  你猜你和我見不見到祂呢
[00:07:09.240 --> 00:07:11.840]  我們根本是見不到祂的
[00:07:11.840 --> 00:07:15.120]  所以這是第一個非常不尋常的事
[00:07:15.120 --> 00:07:19.120]  為何耶穌不願人知道
[00:07:19.120 --> 00:07:21.280]  祂隱藏不住
[00:07:21.280 --> 00:07:21.880]  第二
[00:07:21.880 --> 00:07:24.840]  當你看到祂隱藏不住的時候
[00:07:24.840 --> 00:07:25.720]  你接下來
[00:07:25.720 --> 00:07:27.720]  你會猜那個故事就是
[00:07:27.720 --> 00:07:31.880]  有一大堆人包圍著祂所住的地方
[00:07:31.880 --> 00:07:33.880]  搞到水洩不通
[00:07:33.880 --> 00:07:36.080]  這樣的場景
[00:07:36.080 --> 00:07:38.320]  在第一章、第二章、第三章、第四章
[00:07:38.320 --> 00:07:39.560]  第五章、第六章
[00:07:39.560 --> 00:07:41.240]  全部發生過
[00:07:41.240 --> 00:07:42.960]  耶穌每到一個地方
[00:07:42.960 --> 00:07:45.120]  當人們發現祂來到的時候
[00:07:45.120 --> 00:07:47.040]  馬上所有人包圍著祂
[00:07:47.040 --> 00:07:49.560]  然後水洩不通
[00:07:49.560 --> 00:07:52.440]  所以去到這裏祂說祂隱藏不住
[00:07:52.440 --> 00:07:54.600]  你接下來下一節一定會說
[00:07:54.600 --> 00:07:57.600]  嘩!一定是有人包圍著祂
[00:07:57.600 --> 00:07:59.680]  然而你看下去你會發覺
[00:07:59.680 --> 00:08:01.960]  祂不是被人包圍
[00:08:01.960 --> 00:08:03.760]  只有一個婦人來找祂
[00:08:03.760 --> 00:08:05.360]  只有一個婦人來找祂
[00:08:05.360 --> 00:08:08.200]  是不是很奇怪?
[00:08:08.200 --> 00:08:11.160]  整個故事很奇怪
[00:08:11.160 --> 00:08:13.960]  耶穌來推羅西頓不是渡假
[00:08:13.960 --> 00:08:16.960]  耶穌來推羅西頓
[00:08:16.960 --> 00:08:18.760]  是有使命的
[00:08:18.760 --> 00:08:22.920]  猶太的救主特訪推羅
[00:08:22.920 --> 00:08:24.560]  但是有趣的地方
[00:08:24.560 --> 00:08:32.480]  他特訪推羅不是為了要救推羅的眾百姓
[00:08:32.480 --> 00:08:35.840]  而是為了要追趕
[00:08:35.840 --> 00:08:36.600]  拯救
[00:08:36.600 --> 00:08:39.200]  尋找推羅裏面的一個婦人
[00:08:39.200 --> 00:08:41.560]  一個婦人
[00:08:41.560 --> 00:08:42.360]  但是你看下去
[00:08:42.360 --> 00:08:44.280]  你知道這個婦人有一個很特別的地方
[00:08:44.280 --> 00:08:45.640]  她有信心
[00:08:45.640 --> 00:08:48.040]  她是有信心的婦人
[00:08:48.040 --> 00:08:51.720]  是有一個真信心的婦人
[00:08:51.720 --> 00:08:56.040]  因為令我想起X-Men
[00:08:56.040 --> 00:08:58.240]  這個變種特工的電影系列
[00:08:58.240 --> 00:08:59.480]  X-Men
[00:08:59.480 --> 00:09:01.280]  我想大家都聽過我講X-Men
[00:09:01.280 --> 00:09:04.280]  X-Men是一群有超能力的變種人
[00:09:04.280 --> 00:09:05.640]  他們之所以叫做X-Men
[00:09:05.640 --> 00:09:08.240]  因為他們有一個X的基因
[00:09:08.240 --> 00:09:10.320]  使他們有一些變種
[00:09:10.320 --> 00:09:13.760]  使他們有一些特別的能力
[00:09:13.760 --> 00:09:17.640]  整個故事是講他們怎樣被凝聚在一起去保衛地球
[00:09:17.640 --> 00:09:19.840]  是當中有一個關鍵的人物
[00:09:19.840 --> 00:09:23.400]  那個關鍵的人物叫做Professor X
[00:09:23.400 --> 00:09:24.960]  X教授
[00:09:24.960 --> 00:09:28.320]  這個X教授他自己是一個變種人
[00:09:28.320 --> 00:09:29.880]  他也有超能力
[00:09:29.880 --> 00:09:32.320]  他其中一個超能力就是
[00:09:32.320 --> 00:09:36.360]  他可以感應到其他的X-Men在哪裡
[00:09:36.360 --> 00:09:38.080]  你有沒有看過
[00:09:38.080 --> 00:09:39.040]  他進去了那裡
[00:09:39.040 --> 00:09:40.200]  他集中精神
[00:09:40.200 --> 00:09:47.040]  他可以找到其他的X-Men在哪裡
[00:09:47.040 --> 00:09:48.960]  耶穌好像X教授
[00:09:48.960 --> 00:09:50.200]  好像Professor X那樣
[00:09:50.200 --> 00:09:57.560]  耶穌彷彿他可以感應到他其他羊的存在
[00:09:57.560 --> 00:10:01.280]  這個世界每一個角落只要有羊的地方
[00:10:01.280 --> 00:10:03.080]  耶穌就在那裡
[00:10:03.080 --> 00:10:04.480]  耶穌與他們同在
[00:10:04.480 --> 00:10:09.240]  耶穌彷彿可以感應到他羊的存在
[00:10:09.240 --> 00:10:12.320]  他的羊有真的信心
[00:10:12.320 --> 00:10:14.560]  信心發出某一些信號
[00:10:14.560 --> 00:10:21.200]  於是主會來到信心發出信號的地方
[00:10:21.200 --> 00:10:25.960]  在那裡尋找拯救上帝的小羊
[00:10:25.960 --> 00:10:27.000]  有趣的是
[00:10:27.000 --> 00:10:30.000]  當主來到他的羊中間
[00:10:30.000 --> 00:10:32.360]  羊也一定聽他的聲音
[00:10:32.360 --> 00:10:35.280]  羊會一心一意地跟隨他
[00:10:35.280 --> 00:10:38.360]  《約翰福音》第十章第27節這樣說
[00:10:38.360 --> 00:10:40.840]  我的羊聽我的聲音
[00:10:40.840 --> 00:10:42.040]  我認識他們
[00:10:42.040 --> 00:10:44.000]  他們也跟從我
[00:10:44.000 --> 00:10:46.840]  你看不看到是一個雙向的東西
[00:10:46.840 --> 00:10:49.320]  這是一個完整的福音故事
[00:10:49.320 --> 00:10:52.200]  耶穌的尋羊記
[00:10:52.200 --> 00:10:55.880]  耶穌在尋找他的迷羊
[00:10:55.880 --> 00:10:59.720]  但是他的迷羊也在尋找他
[00:10:59.720 --> 00:11:01.280]  是雙向的尋找
[00:11:01.280 --> 00:11:03.840]  是雙向的認識
[00:11:03.840 --> 00:11:07.320]  耶穌固然認識這個婦人
[00:11:07.320 --> 00:11:10.880]  但是這個充滿著信心的婦人
[00:11:10.880 --> 00:11:12.640]  她也是認識耶穌
[00:11:12.640 --> 00:11:14.840]  她不是白撞
[00:11:14.840 --> 00:11:17.920]  她不是碰碰運氣
[00:11:17.920 --> 00:11:22.920]  而是她知道耶穌是她真正的救主
[00:11:22.920 --> 00:11:27.680]  猶太救主突訪推羅信心婦人
[00:11:27.680 --> 00:11:29.760]  朝見君王
[00:11:29.760 --> 00:11:33.080]  於是這個女人在25節這樣說
[00:11:33.080 --> 00:11:35.360]  她立刻有一個婦人
[00:11:35.360 --> 00:11:38.080]  當耶穌來到推羅西頓的時候
[00:11:38.080 --> 00:11:39.800]  立刻有一個婦人
[00:11:39.800 --> 00:11:44.160]  她的小女兒被污淩附著
[00:11:44.160 --> 00:11:45.520]  一聽見耶穌的事
[00:11:45.520 --> 00:11:49.680]  就來俯伏在她的腳前
[00:11:49.680 --> 00:11:53.160]  她立刻一聽
[00:11:53.160 --> 00:11:57.440]  她彷彿這個信心有千里眼
[00:11:57.440 --> 00:11:59.280]  有順風耳
[00:11:59.280 --> 00:12:02.880]  當推羅西頓其他人都是蒙在鼓裏
[00:12:02.880 --> 00:12:04.400]  在睡覺的時候
[00:12:04.400 --> 00:12:06.440]  這個婦人
[00:12:06.440 --> 00:12:08.400]  有信心的婦人
[00:12:08.400 --> 00:12:09.520]  看見耶穌
[00:12:09.520 --> 00:12:10.840]  聽見耶穌
[00:12:10.840 --> 00:12:12.040]  對於她來說
[00:12:12.040 --> 00:12:14.400]  耶穌隱藏不住
[00:12:14.400 --> 00:12:16.480]  你明不明白馬可寫的是甚麼
[00:12:16.480 --> 00:12:18.320]  對於這個婦人來說
[00:12:18.320 --> 00:12:21.240]  耶穌隱藏不住
[00:12:21.240 --> 00:12:23.960]  如果我今天要去拍一套電影
[00:12:23.960 --> 00:12:26.000]  去講這個故事的時候
[00:12:26.000 --> 00:12:29.000]  大概我會拍耶穌和祂的門徒
[00:12:29.000 --> 00:12:30.920]  經過幾天的路程
[00:12:30.920 --> 00:12:34.960]  去到午夜的時分進入推羅西頓
[00:12:34.960 --> 00:12:35.880]  大家睡著了
[00:12:35.880 --> 00:12:37.760]  沒有人知道
[00:12:37.760 --> 00:12:39.520]  於是她來到推羅西頓
[00:12:39.520 --> 00:12:41.200]  而在那一刻
[00:12:41.200 --> 00:12:46.000]  突然間這個女人抱著她受苦的小女兒
[00:12:46.000 --> 00:12:47.640]  她午夜驚醒
[00:12:47.640 --> 00:12:49.800]  也驚醒了這個女兒
[00:12:49.800 --> 00:12:51.400]  突然間醒了
[00:12:51.400 --> 00:12:53.440]  然後這個女兒問媽媽
[00:12:53.440 --> 00:12:55.560]  問媽媽甚麼事
[00:12:55.560 --> 00:12:56.480]  媽媽說
[00:12:56.480 --> 00:12:58.040]  He is here
[00:12:58.040 --> 00:12:59.080]  He is here
[00:12:59.080 --> 00:13:00.200]  I can feel him
[00:13:00.200 --> 00:13:01.120]  I can feel him
[00:13:01.120 --> 00:13:02.680]  你明不明
[00:13:02.680 --> 00:13:04.200]  她的信心
[00:13:04.200 --> 00:13:05.880]  讓她知道
[00:13:05.880 --> 00:13:08.560]  耶穌已經在那裏
[00:13:08.560 --> 00:13:11.240]  於是她和她的女兒說
[00:13:11.240 --> 00:13:12.120]  女兒
[00:13:12.120 --> 00:13:14.320]  你現在可以去睡覺
[00:13:14.320 --> 00:13:17.120]  Our Saviour has come
[00:13:17.120 --> 00:13:20.240]  安心睡覺吧女兒
[00:13:20.240 --> 00:13:23.040]  我們的救主
[00:13:23.040 --> 00:13:26.560]  已經來到我們當中
[00:13:26.560 --> 00:13:28.400]  這是一個超然的故事
[00:13:28.400 --> 00:13:31.280]  一個非凡的故事
[00:13:31.280 --> 00:13:32.920]  如果你熟悉《馬克福音》的時候
[00:13:32.920 --> 00:13:34.280]  你會覺得這個故事
[00:13:34.280 --> 00:13:37.840]  其實和之前有幾個故事都很相似
[00:13:37.840 --> 00:13:39.360]  在第五章裏面
[00:13:39.360 --> 00:13:42.800]  有一個叫做葉魯的人去找耶穌
[00:13:42.800 --> 00:13:44.640]  要救他的小女兒
[00:13:44.640 --> 00:13:45.960]  在同一個故事裏面
[00:13:45.960 --> 00:13:47.640]  有一個血流的婦人
[00:13:47.640 --> 00:13:49.240]  她憑著信心
[00:13:49.240 --> 00:13:51.800]  知道耶穌必然可以拯救她
[00:13:51.800 --> 00:13:53.520]  這個女人
[00:13:53.520 --> 00:13:56.360]  彷彿是那個故事的重複
[00:13:56.360 --> 00:13:56.880]  整合
[00:13:56.880 --> 00:14:00.160]  只不過那個故事是發生在猶太人的世界裏面
[00:14:00.160 --> 00:14:01.840]  而這個女人
[00:14:01.840 --> 00:14:03.680]  是一個愛邦人
[00:14:03.680 --> 00:14:06.560]  這個故事基本上是歷史重演
[00:14:06.560 --> 00:14:08.680]  在另外一個世界
[00:14:08.680 --> 00:14:10.360]  但這個故事
[00:14:10.360 --> 00:14:12.560]  亦都令我們想起之前
[00:14:12.560 --> 00:14:15.120]  其他兩個故事
[00:14:15.120 --> 00:14:16.040]  哪兩個故事
[00:14:16.040 --> 00:14:18.480]  有沒有發現這個故事
[00:14:18.480 --> 00:14:20.920]  亦都是和污鬼有關係
[00:14:20.920 --> 00:14:22.000]  原來
[00:14:22.000 --> 00:14:23.840]  你去看《馬克福音》的時候
[00:14:23.840 --> 00:14:25.320]  去到第七章的時候
[00:14:25.320 --> 00:14:28.920]  這個是污鬼第三次的出現
[00:14:28.920 --> 00:14:30.440]  之前你記不記得
[00:14:30.440 --> 00:14:33.920]  我們曾經說過兩個污鬼的故事
[00:14:33.920 --> 00:14:36.040]  第一次的污鬼出現
[00:14:36.040 --> 00:14:37.280]  是在第一章
[00:14:37.280 --> 00:14:39.160]  第23、24節
[00:14:39.160 --> 00:14:42.240]  當時會堂裏有一隻污鬼附身的人
[00:14:42.240 --> 00:14:45.320]  他喊叫說:那撒勒人耶穌
[00:14:45.320 --> 00:14:46.960]  你為甚麼干擾我們
[00:14:46.960 --> 00:14:49.600]  你來消滅我們嗎
[00:14:49.600 --> 00:14:51.200]  你是神的聖者
[00:14:51.200 --> 00:14:53.800]  這個是在猶太人的地方
[00:14:53.800 --> 00:14:55.840]  受害者是一個猶太人
[00:14:55.840 --> 00:14:57.560]  而結果怎樣
[00:14:57.560 --> 00:15:00.280]  結果耶穌一句話
[00:15:00.280 --> 00:15:02.840]  叫他出來
[00:15:02.840 --> 00:15:05.000]  這隻污鬼就被趕走了
[00:15:05.000 --> 00:15:07.720]  這是第一個故事
[00:15:07.720 --> 00:15:08.680]  第二個故事
[00:15:08.680 --> 00:15:11.760]  第二個污鬼的故事
[00:15:11.760 --> 00:15:13.840]  是《馬克福音》第五章
[00:15:13.840 --> 00:15:16.000]  一個是污鬼初現
[00:15:16.000 --> 00:15:17.600]  現在是污鬼再現
[00:15:17.600 --> 00:15:19.280]  這個故事厲害了
[00:15:19.280 --> 00:15:21.520]  因為這個故事再不在猶太人的地方
[00:15:21.520 --> 00:15:23.320]  而去到一個外邦人的地方
[00:15:23.320 --> 00:15:25.960]  這個故事在一個地方叫格拉森
[00:15:25.960 --> 00:15:27.800]  但不單是格拉森普通的地方
[00:15:27.800 --> 00:15:31.000]  是格拉森裏面的墳墓
[00:15:31.000 --> 00:15:32.120]  最黑暗的地方
[00:15:32.120 --> 00:15:35.000]  最邪的地方
[00:15:35.000 --> 00:15:38.240]  他們到海的對岸
[00:15:38.240 --> 00:15:41.440]  到格拉森人的地區
[00:15:41.440 --> 00:15:43.160]  耶穌下船
[00:15:43.160 --> 00:15:45.400]  就有一個污靈附身的人
[00:15:45.400 --> 00:15:49.560]  從墳墓迎著他走來
[00:15:49.560 --> 00:15:51.760]  這個污靈不得了
[00:15:51.760 --> 00:15:53.440]  如果你記得這個故事
[00:15:53.440 --> 00:15:55.000]  耶穌問他你的名字叫甚麼
[00:15:55.000 --> 00:15:58.000]  他說我的名字叫阿群
[00:15:58.000 --> 00:15:59.760]  但你記不記得我曾經告訴你
[00:15:59.760 --> 00:16:01.840]  那個群不代表一個人的名字
[00:16:01.840 --> 00:16:03.800]  或者一個邪靈的名字
[00:16:03.800 --> 00:16:08.400]  這個群是代表了羅馬軍事的單位
[00:16:08.400 --> 00:16:09.520]  羅馬軍事的單位
[00:16:09.520 --> 00:16:12.600]  一個群就叫做六千個步兵
[00:16:12.600 --> 00:16:15.960]  再加一百二十個騎兵
[00:16:15.960 --> 00:16:18.720]  這個污靈正在帶領耶穌
[00:16:18.720 --> 00:16:22.080]  你知道我們不是一隻
[00:16:22.080 --> 00:16:27.120]  是六千隻再加一千二百個將軍
[00:16:27.120 --> 00:16:30.000]  但耶穌結果一句話
[00:16:30.000 --> 00:16:33.920]  也將這隻污靈趕出來
[00:16:33.920 --> 00:16:35.240]  而且在最後
[00:16:35.240 --> 00:16:36.400]  你看到這個故事
[00:16:36.400 --> 00:16:41.400]  還有二千隻污豬墮海
[00:16:41.400 --> 00:16:42.760]  我叫它做污豬
[00:16:42.760 --> 00:16:45.440]  不是因為它發豬瘟
[00:16:45.440 --> 00:16:47.720]  是因為對於猶太人來說
[00:16:47.720 --> 00:16:51.160]  沒有發豬瘟的豬都是污豬
[00:16:51.160 --> 00:16:52.960]  所以這個故事對於猶太人來說
[00:16:52.960 --> 00:16:54.000]  是皆大歡喜
[00:16:54.000 --> 00:16:55.720]  耶穌一句話
[00:16:55.720 --> 00:16:58.160]  在內邦最黑暗的地方
[00:16:58.160 --> 00:16:59.840]  所有的污靈被它趕
[00:16:59.840 --> 00:17:02.240]  還有那些污豬
[00:17:02.240 --> 00:17:05.080]  都淹死在水裏面
[00:17:05.080 --> 00:17:06.920]  如果你記得這兩個故事
[00:17:06.920 --> 00:17:09.760]  你現在來到第三次這個污靈的出現
[00:17:09.760 --> 00:17:12.160]  你應該覺得耶穌真是駕輕就熟
[00:17:12.160 --> 00:17:15.240]  這件事沒有問題
[00:17:15.240 --> 00:17:16.280]  耳如反掌
[00:17:16.280 --> 00:17:23.240]  耶穌要幫他實在是耳如反掌
[00:17:23.240 --> 00:17:24.560]  這個人
[00:17:24.560 --> 00:17:26.000]  這個女士
[00:17:26.000 --> 00:17:27.320]  來到找耶穌
[00:17:27.320 --> 00:17:28.360]  在這個故事裏面
[00:17:28.360 --> 00:17:31.720]  我們沒有聽到這個爸爸在哪裏
[00:17:31.720 --> 00:17:33.640]  為甚麼這件事重要呢
[00:17:33.640 --> 00:17:34.560]  因為聖經學者說
[00:17:34.560 --> 00:17:36.920]  如果你記得前面的故事
[00:17:36.920 --> 00:17:39.120]  葉努是個爸爸
[00:17:39.120 --> 00:17:39.960]  來找耶穌
[00:17:39.960 --> 00:17:41.640]  因為他小女兒被害
[00:17:41.640 --> 00:17:44.760]  後面有個啞巴鬼第九章
[00:17:44.760 --> 00:17:47.520]  也是個爸爸來找耶穌的
[00:17:47.520 --> 00:17:49.240]  為甚麼在這個故事裏面
[00:17:49.240 --> 00:17:51.560]  這個爸爸不見了呢
[00:17:51.560 --> 00:17:53.600]  要麼就是這個爸爸不理他們
[00:17:53.600 --> 00:17:55.680]  另外一個可能性就是
[00:17:55.680 --> 00:17:59.880]  這個女士很有可能是一個寡婦
[00:17:59.880 --> 00:18:02.280]  如果這個女士真的是一個寡婦
[00:18:02.280 --> 00:18:05.880]  整個故事就有另外一層的意義了
[00:18:05.880 --> 00:18:07.480]  為甚麼呢
[00:18:07.480 --> 00:18:09.920]  原來在八百多九百年前
[00:18:09.920 --> 00:18:11.880]  在以利亞的時代
[00:18:11.880 --> 00:18:14.400]  在聶王記上第十七章
[00:18:14.400 --> 00:18:19.280]  上帝的恩典曾經渡過推羅里頓
[00:18:19.280 --> 00:18:21.400]  你記不記得這個故事
[00:18:21.400 --> 00:18:23.920]  聶王記上第十七章第八節
