
[00:00:00.000 --> 00:00:03.000]  講一個很特別的題目
[00:02:36.000 --> 00:02:38.000]  基本上讀完這段經文之後
[00:02:38.000 --> 00:02:41.000]  在《針研三十一章》第十一節開始
[00:02:41.000 --> 00:02:46.000]  她就開始形容這位非常之寶貴价值的女性
[00:02:46.000 --> 00:02:47.000]  到底她是怎樣的呢
[00:02:47.000 --> 00:02:51.000]  首先我想解釋一下
[00:02:51.000 --> 00:02:54.000]  我首先會解釋大概三點
[00:02:54.000 --> 00:02:56.000]  三點解釋完你會明白
[00:02:56.000 --> 00:02:58.000]  到底這段經文大概說什麼
[00:02:58.000 --> 00:03:00.000]  和它會怎樣用
[00:03:00.000 --> 00:03:01.000]  第一點解釋就是
[00:03:01.000 --> 00:03:06.000]  你要明白《針研三十一章》第十到三十一節
[00:03:06.000 --> 00:03:08.000]  它是一篇詩來的
[00:03:08.000 --> 00:03:10.000]  而且它是一篇字母詩
[00:03:10.000 --> 00:03:13.000]  字母詩的意思就是這二十一節的聖經
[00:03:13.000 --> 00:03:17.000]  每一節都有一個希伯來文的字母開始
[00:03:17.000 --> 00:03:20.000]  好像ABCD一直到最後
[00:03:20.000 --> 00:03:21.000]  所以是一篇詩
[00:03:21.000 --> 00:03:24.000]  換句話說既然它是一篇詩
[00:03:24.000 --> 00:03:27.000]  你就不可以把它當成一個
[00:03:27.000 --> 00:03:31.000]  所謂一張給女性的工作清單
[00:03:31.000 --> 00:03:33.000]  所以你不可以當它是一個to do list
[00:03:33.000 --> 00:03:34.000]  一個check list
[00:03:34.000 --> 00:03:36.000]  一個job description
[00:03:36.000 --> 00:03:37.000]  就是女性必須要做這些東西
[00:03:37.000 --> 00:03:38.000]  所以你要check off
[00:03:38.000 --> 00:03:41.000]  我做到這些 我做到這些
[00:03:41.000 --> 00:03:45.000]  原來我就是聖經所說的virtuous woman
[00:03:45.000 --> 00:03:50.000]  我就是一個很嚴肅 很嚴衛的女性
[00:03:50.000 --> 00:03:53.000]  according to聖經的原則
[00:03:53.000 --> 00:03:55.000]  所以這個不是一張清單
[00:03:55.000 --> 00:03:59.000]  它是特別來一篇重贊女性
[00:03:59.000 --> 00:04:02.000]  一個智慧女性的詩篇
[00:04:02.000 --> 00:04:04.000]  所以是用來重讚的
[00:04:04.000 --> 00:04:05.000]  這是第一點
[00:04:05.000 --> 00:04:07.000]  第二點呢
[00:04:07.000 --> 00:04:09.000]  我想你猜不到第二點
[00:04:09.000 --> 00:04:11.000]  就是原來真言三十一章
[00:04:11.000 --> 00:04:13.000]  第十到三十一節
[00:04:13.000 --> 00:04:15.000]  知不知道是給誰讀的
[00:04:15.000 --> 00:04:18.000]  原來它的target audience
[00:04:18.000 --> 00:04:20.000]  它的主要聽衆
[00:04:20.000 --> 00:04:22.000]  原來是給男人讀的
[00:04:22.000 --> 00:04:23.000]  是給弟兄讀的
[00:04:23.000 --> 00:04:25.000]  所以這篇詩篇其實不是
[00:04:25.000 --> 00:04:28.000]  不應該是用來mother's day講到
[00:04:28.000 --> 00:04:29.000]  應該是father's day講到
[00:04:29.000 --> 00:04:31.000]  講給father聽的
[00:04:31.000 --> 00:04:34.000]  所以大家知道真言三十一章
[00:04:34.000 --> 00:04:37.000]  基本上是一個皇的母親
[00:04:37.000 --> 00:04:39.000]  她的兒子準備要做皇了
[00:04:39.000 --> 00:04:41.000]  她教她的兒子將來怎麼做皇
[00:04:41.000 --> 00:04:43.000]  記得找個好老婆
[00:04:43.000 --> 00:04:45.000]  基本上是這樣的
[00:04:45.000 --> 00:04:48.000]  所以根據猶太人的傳統
[00:04:48.000 --> 00:04:51.000]  真言三十一章第十到二十一節
[00:04:51.000 --> 00:04:54.000]  是猶太人的男人去讀
[00:04:54.000 --> 00:04:55.000]  然後背起身
[00:04:55.000 --> 00:04:56.000]  然後怎麼用呢
[00:04:56.000 --> 00:04:58.000]  然後回家唱給老婆聽
[00:04:58.000 --> 00:05:00.000]  基本上是這樣用的
[00:05:00.000 --> 00:05:02.000]  所以這首詩歌基本上是
[00:05:02.000 --> 00:05:06.000]  一個男人背了回去讚美你老婆
[00:05:06.000 --> 00:05:08.000]  讚美你媽媽
[00:05:08.000 --> 00:05:11.000]  讚美你的姐姐妹妹
[00:05:11.000 --> 00:05:15.000]  讚美那位在你生命中很重要的女性
[00:05:15.000 --> 00:05:17.000]  這樣一篇的詩篇來用
[00:05:17.000 --> 00:05:19.000]  這個就和我們今天的文化
[00:05:19.000 --> 00:05:21.000]  當時的文化都不一樣
[00:05:21.000 --> 00:05:24.000]  因爲你知道今天的文化是
[00:05:24.000 --> 00:05:29.000]  基本上所有的流行曲
[00:05:29.000 --> 00:05:35.000]  都是公開讚美女性的美貌和性感身材
[00:05:35.000 --> 00:05:37.000]  包括你現在最流行的那些歌
[00:05:37.000 --> 00:05:40.000]  I fell in love with the shape of you
[00:05:40.000 --> 00:05:42.000]  全部都是說
[00:05:42.000 --> 00:05:44.000]  How sexy you are
[00:05:44.000 --> 00:05:46.000]  你有多漂亮
[00:05:46.000 --> 00:05:47.000]  但真言是相反的
[00:05:47.000 --> 00:05:51.000]  你看真言三十一章三十到三十一節
[00:05:51.000 --> 00:05:52.000]  妖豔是靠不住的
[00:05:52.000 --> 00:05:56.000]  美容是虛幻的
[00:05:56.000 --> 00:05:58.000]  Shape都會走樣的
[00:05:58.000 --> 00:06:02.000]  只有敬畏上主的女子應受讚揚
[00:06:02.000 --> 00:06:04.000]  她所做的事情都有價值
[00:06:04.000 --> 00:06:09.000]  她應該公開受到讚揚
[00:06:09.000 --> 00:06:10.000]  所以這個很重要
[00:06:10.000 --> 00:06:13.000]  三千年前所寫的真言
[00:06:13.000 --> 00:06:15.000]  已經有這樣的看法
[00:06:15.000 --> 00:06:17.000]  應該和這個文化不一樣的地方就是
[00:06:17.000 --> 00:06:19.000]  一個女性
[00:06:19.000 --> 00:06:21.000]  一個敬畏神的女性
[00:06:21.000 --> 00:06:22.000]  有智慧的女性
[00:06:22.000 --> 00:06:24.000]  應該被公開受到讚揚
[00:06:24.000 --> 00:06:25.000]  由誰讚揚呢
[00:06:25.000 --> 00:06:26.000]  帝卿
[00:06:26.000 --> 00:06:28.000]  應該是帝卿寫首歌
[00:06:28.000 --> 00:06:31.000]  特別在猶太人的傳統
[00:06:31.000 --> 00:06:35.000]  是安息日用這首歌去讚揚女性
[00:06:35.000 --> 00:06:36.000]  換句話說
[00:06:36.000 --> 00:06:38.000]  你今天怎麼用這節聖經呢
[00:06:38.000 --> 00:06:39.000]  就是說
[00:06:39.000 --> 00:06:41.000]  你休息的時候
[00:06:41.000 --> 00:06:42.000]  Make your wife happy
[00:06:42.000 --> 00:06:43.000]  這個就是這樣用的
[00:06:43.000 --> 00:06:45.000]  休息日的時候記得
[00:06:45.000 --> 00:06:48.000]  Say something nice to your wife
[00:06:48.000 --> 00:06:52.000]  所以第一個application
[00:06:52.000 --> 00:06:53.000]  今天的sermon
[00:06:53.000 --> 00:06:54.000]  就是Pastor Priscilla
[00:06:54.000 --> 00:06:55.000]  多謝Pastor Priscilla
[00:06:55.000 --> 00:06:59.000]  幫我們設計了這個fun family activity
[00:06:59.000 --> 00:07:01.000]  今個星期你們的功課
[00:07:01.000 --> 00:07:05.000]  就是特別給爸爸和孩子一起做的
[00:07:05.000 --> 00:07:08.000]  回去想一想
[00:07:08.000 --> 00:07:11.000]  有什麼可以讚揚你老婆呢
[00:07:11.000 --> 00:07:14.000]  有什麼可以讚揚你媽咪呢
[00:07:14.000 --> 00:07:17.000]  你可以按照這個字母詩寫出來
[00:07:17.000 --> 00:07:18.000]  例如說Agnes
[00:07:18.000 --> 00:07:19.000]  你媽咪的名字
[00:07:19.000 --> 00:07:21.000]  A代表Always dependable
[00:07:21.000 --> 00:07:23.000]  總是信得過的
[00:07:23.000 --> 00:07:24.000]  G代表Gracious
[00:07:24.000 --> 00:07:25.000]  你可以自己想
[00:07:25.000 --> 00:07:28.000]  你可以自己設計自己想要的字母詩
[00:07:28.000 --> 00:07:30.000]  讚揚你老婆
[00:07:30.000 --> 00:07:32.000]  Make her happy
[00:07:32.000 --> 00:07:34.000]  這個就是basically真言
[00:07:34.000 --> 00:07:36.000]  真言三十一章
[00:07:36.000 --> 00:07:37.000]  十到二十一節
[00:07:37.000 --> 00:07:39.000]  應該是這樣用的
[00:07:39.000 --> 00:07:43.000]  所以這個就是第二點的提醒
[00:07:43.000 --> 00:07:45.000]  第三點提醒就是
[00:07:45.000 --> 00:07:47.000]  真言三十一章
[00:07:47.000 --> 00:07:49.000]  第十到二十一節
[00:07:49.000 --> 00:07:50.000]  既然是一首詩
[00:07:50.000 --> 00:07:51.000]  既然是給男人用的
[00:07:51.000 --> 00:07:53.000]  用來讚美女性的
[00:07:53.000 --> 00:07:55.000]  鼓勵女性成爲一個
[00:07:55.000 --> 00:08:00.000]  當女性覺得如果我成爲一個敬畏上主的女性
[00:08:00.000 --> 00:08:02.000]  原來我是受到公開讚揚的
[00:08:02.000 --> 00:08:04.000]  她更加受激勵
[00:08:04.000 --> 00:08:05.000]  想更加敬畏神
[00:08:05.000 --> 00:08:06.000]  更加有智慧
[00:08:06.000 --> 00:08:09.000]  這個就是一個所謂的量性循環
[00:08:09.000 --> 00:08:11.000]  但如果我們惡性循環
[00:08:11.000 --> 00:08:12.000]  就不斷讚美女性
[00:08:12.000 --> 00:08:13.000]  只讚美她漂亮
[00:08:13.000 --> 00:08:15.000]  讚美她身材好
[00:08:15.000 --> 00:08:16.000]  我們現在讚美女性
[00:08:16.000 --> 00:08:20.000]  每一次贊到都是贊那些很纖瘦
[00:08:20.000 --> 00:08:25.000]  我們整個世代都是讚美林黛玉
[00:08:25.000 --> 00:08:27.000]  所以大家知道
[00:08:27.000 --> 00:08:29.000]  所以假如這個世代
[00:08:29.000 --> 00:08:30.000]  懂得讚美女性
[00:08:30.000 --> 00:08:32.000]  是因爲她們懂得敬畏神
[00:08:32.000 --> 00:08:35.000]  整個文化是非常不一樣
[00:08:35.000 --> 00:08:36.000]  第三點就是
[00:08:36.000 --> 00:08:39.000]  如果真言三十一章的重點不在於角色
[00:08:39.000 --> 00:08:43.000]  而是在於敬畏神
[00:08:43.000 --> 00:08:45.000]  敬畏神而得智慧
[00:08:45.000 --> 00:08:48.000]  是真言裏面的主題
[00:08:48.000 --> 00:08:51.000]  所以到了真言的結尾
[00:08:51.000 --> 00:08:55.000]  作者其實特別用了一個女性的角色
[00:08:55.000 --> 00:08:57.000]  來告訴你
[00:08:57.000 --> 00:08:58.000]  如果你敬畏神
[00:08:58.000 --> 00:08:59.000]  你得智慧
[00:08:59.000 --> 00:09:01.000]  因爲智慧是一個很抽象的觀念
[00:09:01.000 --> 00:09:03.000]  但是作者想讓你明白
[00:09:03.000 --> 00:09:05.000]  智慧在現實生活中
[00:09:05.000 --> 00:09:07.000]  特別是在家庭中
[00:09:07.000 --> 00:09:09.000]  它是怎樣被彰顯出來的呢
[00:09:09.000 --> 00:09:11.000]  所以他就特別用一位女性
[00:09:11.000 --> 00:09:12.000]  作爲一個例子
[00:09:12.000 --> 00:09:14.000]  一個榜樣來展示給你看
[00:09:14.000 --> 00:09:18.000]  到底智慧,一個敬畏神的女性
[00:09:18.000 --> 00:09:20.000]  一個有智慧的女性
[00:09:20.000 --> 00:09:23.000]  在家裏面,在她不同的角色
[00:09:23.000 --> 00:09:27.000]  到底她是怎樣處理事情的呢
[00:09:27.000 --> 00:09:29.000]  當然你會問一個問題
[00:09:29.000 --> 00:09:31.000]  爲什麼在真言的最後
[00:09:31.000 --> 00:09:35.000]  作者不選擇一位男性來作爲例子
[00:09:35.000 --> 00:09:36.000]  展示給你看
[00:09:36.000 --> 00:09:38.000]  到底智慧是怎樣的呢
[00:09:38.000 --> 00:09:42.000]  我相信真言的作者有嘗試過找男性
[00:09:42.000 --> 00:09:45.000]  但是他觀察了男性一段時間
[00:09:45.000 --> 00:09:47.000]  最後他決定
[00:09:47.000 --> 00:09:49.000]  還是停在321章
[00:09:49.000 --> 00:09:51.000]  男性沒什麼好寫的
[00:09:51.000 --> 00:09:54.000]  你知道我一回到家
[00:09:54.000 --> 00:10:01.000]  智商突然急烈下降到50左右
[00:10:01.000 --> 00:10:03.000]  我回到家連鞋都找不到
[00:10:03.000 --> 00:10:05.000]  老婆,鞋在哪裏
[00:10:05.000 --> 00:10:08.000]  有時候我請學生來家裏喫飯
[00:10:08.000 --> 00:10:12.000]  學生總是喜歡問我一些非常高難度的問題
[00:10:12.000 --> 00:10:14.000]  例如你家裏的豉油放在哪裏
[00:10:14.000 --> 00:10:15.000]  你不要問我這麼難的問題
[00:10:15.000 --> 00:10:16.000]  我怎麼知道
[00:10:16.000 --> 00:10:18.000]  我回到家就會變清道弱智
[00:10:18.000 --> 00:10:19.000]  大家要明白
[00:10:19.000 --> 00:10:21.000]  不要欺負清道弱智的人
[00:10:21.000 --> 00:10:25.000]  所以真言是選擇了一個女性的角色
[00:10:25.000 --> 00:10:27.000]  來告訴你原來智慧
[00:10:27.000 --> 00:10:29.000]  在女性的角色在家裏
[00:10:29.000 --> 00:10:31.000]  當她彰顯出來的時候
[00:10:31.000 --> 00:10:33.000]  原來是怎樣的
[00:10:33.000 --> 00:10:35.000]  但是重點就不在角色
[00:10:35.000 --> 00:10:39.000]  重點在於真言在不同的角色
[00:10:39.000 --> 00:10:41.000]  智慧在不同角色的表現
[00:10:41.000 --> 00:10:42.000]  我舉個例子
[00:10:42.000 --> 00:10:45.000]  我們剛剛說到這位賢淑
[00:10:45.000 --> 00:10:46.000]  Virtuous woman
[00:10:46.000 --> 00:10:49.000]  因爲整篇都是說賢淑
[00:10:49.000 --> 00:10:51.000]  Virtuous woman
[00:10:51.000 --> 00:10:52.000]  這個字
[00:10:52.000 --> 00:10:54.000]  希伯來文這個字
[00:10:54.000 --> 00:10:56.000]  形容一個賢衛
[00:10:56.000 --> 00:10:57.000]  或者賢淑
[00:10:57.000 --> 00:10:59.000]  或者Noble character
[00:10:59.000 --> 00:11:00.000]  這樣的woman
[00:11:00.000 --> 00:11:01.000]  這個字
[00:11:01.000 --> 00:11:04.000]  在舊聖經都用來形容另外一個女子
[00:11:04.000 --> 00:11:06.000]  只形容一個
[00:11:06.000 --> 00:11:08.000]  這個人就是魯德
[00:11:08.000 --> 00:11:12.000]  這個字出現在魯德記的三章十一節
[00:11:12.000 --> 00:11:13.000]  魯德
[00:11:13.000 --> 00:11:14.000]  不要擔心
[00:11:14.000 --> 00:11:15.000]  這是波亞斯對魯德說的
[00:11:15.000 --> 00:11:17.000]  無論你要求什麼
[00:11:17.000 --> 00:11:19.000]  我都會替你辦到
[00:11:19.000 --> 00:11:22.000]  城裏的人都知道你是一個賢衛
[00:11:22.000 --> 00:11:23.000]  就是這個字
[00:11:23.000 --> 00:11:24.000]  的女子
[00:11:24.000 --> 00:11:25.000]  你要明白
[00:11:25.000 --> 00:11:29.000]  當魯德被稱爲賢衛的女子的時候
[00:11:29.000 --> 00:11:31.000]  真言三十一章
[00:11:31.000 --> 00:11:33.000]  那個婦人所扮演的角色
[00:11:33.000 --> 00:11:34.000]  所有的角色
[00:11:34.000 --> 00:11:36.000]  魯德都沒有扮演
[00:11:36.000 --> 00:11:37.000]  因爲她是一個寡婦
[00:11:37.000 --> 00:11:38.000]  她沒有老公
[00:11:38.000 --> 00:11:40.000]  她沒有小孩
[00:11:40.000 --> 00:11:44.000]  真言三十一章的完美婦女是一個成功的商人
[00:11:44.000 --> 00:11:46.000]  魯德不是一個成功的商人
[00:11:46.000 --> 00:11:49.000]  真言三十一章的婦人是一個
[00:11:49.000 --> 00:11:50.000]  時裝設計師
[00:11:50.000 --> 00:11:53.000]  魯德不是一個時裝設計師
[00:11:53.000 --> 00:11:56.000]  真言三十一章的婦人是一個慈善家
[00:11:56.000 --> 00:11:58.000]  很會幫助窮人
[00:11:58.000 --> 00:11:59.000]  魯德他自己都很窮
[00:11:59.000 --> 00:12:01.000]  根本幫不了任何人
[00:12:01.000 --> 00:12:04.000]  真言三十一章的偉大的女性
[00:12:04.000 --> 00:12:06.000]  是一個非常有智慧的教師
[00:12:06.000 --> 00:12:08.000]  魯德不是一個教師
[00:12:08.000 --> 00:12:10.000]  所以當聖經說
[00:12:10.000 --> 00:12:13.000]  魯德原來都是一個賢衛的婦女的時候
[00:12:13.000 --> 00:12:16.000]  魯德基本上沒有任何的角色
[00:12:16.000 --> 00:12:19.000]  和真言三十一章的女性是一樣的
[00:12:19.000 --> 00:12:21.000]  所以我就想和你說
[00:12:21.000 --> 00:12:23.000]  在聖經所提
[00:12:23.000 --> 00:12:24.000]  一個賢淑的女子
[00:12:24.000 --> 00:12:26.000]  和她的角色沒有什麼關係
[00:12:26.000 --> 00:12:29.000]  魯德唯一一個角色
[00:12:29.000 --> 00:12:32.000]  和這個女子真言三十一章所說的婦人
[00:12:32.000 --> 00:12:34.000]  唯一一樣的東西是一樣的
[00:12:34.000 --> 00:12:39.000]  就是魯德都是一個敬畏上帝的婦人
[00:12:39.000 --> 00:12:41.000]  這個就是唯一一樣的東西
[00:12:41.000 --> 00:12:43.000]  當魯德和他的婆婆說
[00:12:43.000 --> 00:12:45.000]  你的神就是我的神
[00:12:45.000 --> 00:12:47.000]  你去哪我就去哪
[00:12:47.000 --> 00:12:50.000]  他已經在宣告他的信仰
[00:12:50.000 --> 00:12:53.000]  宣告他對上主的敬畏
[00:12:53.000 --> 00:12:55.000]  這個是唯一一樣的
[00:12:55.000 --> 00:12:58.000]  所以真言三十一章的重點不在於角色
[00:12:58.000 --> 00:13:01.000]  所以千萬不要看着真言三十一章
[00:13:01.000 --> 00:13:04.000]  我一定要做好所有裏面的角色
[00:13:04.000 --> 00:13:07.000]  我纔算是一個稱職的女性
[00:13:07.000 --> 00:13:09.000]  這樣你的壓力就會很大
[00:13:09.000 --> 00:13:11.000]  你就會很恨真言三十一章這個婦人
[00:13:11.000 --> 00:13:12.000]  她太完美了
[00:13:12.000 --> 00:13:13.000]  搞得我很自卑
[00:13:13.000 --> 00:13:14.000]  那就沒人了
[00:13:14.000 --> 00:13:16.000]  所以真言是給男性讀的
[00:13:16.000 --> 00:13:18.000]  讀來贊你的
[00:13:18.000 --> 00:13:21.000]  第三就是真言重點不是角色
[00:13:21.000 --> 00:13:23.000]  重點是告訴你
[00:13:23.000 --> 00:13:26.000]  鼓勵所有的女性成爲一個敬畏上主的婦人
[00:13:26.000 --> 00:13:28.000]  然後因爲你敬畏上主
[00:13:28.000 --> 00:13:29.000]  你就有智慧
[00:13:29.000 --> 00:13:31.000]  有智慧的時候
[00:13:31.000 --> 00:13:32.000]  你就能夠
[00:13:32.000 --> 00:13:33.000]  無論什麼角色
[00:13:33.000 --> 00:13:35.000]  無論你是一個妻子的角色
[00:13:35.000 --> 00:13:36.000]  你是單身的角色
[00:13:36.000 --> 00:13:37.000]  你有小孩
[00:13:37.000 --> 00:13:38.000]  你沒有小孩
[00:13:38.000 --> 00:13:39.000]  你是一個成功的商人
[00:13:39.000 --> 00:13:40.000]  你不是商人
[00:13:40.000 --> 00:13:41.000]  你是時裝設計師
[00:13:41.000 --> 00:13:42.000]  你不是時裝設計師
[00:13:42.000 --> 00:13:44.000]  你隨便穿衣服
[00:13:44.000 --> 00:13:46.000]  或者你很有品味
[00:13:46.000 --> 00:13:47.000]  你是一個慈善家
[00:13:47.000 --> 00:13:48.000]  你不是慈善家
[00:13:48.000 --> 00:13:49.000]  無論什麼角色
[00:13:49.000 --> 00:13:53.000]  你都能夠將這個角色扮演得很有智慧
[00:13:53.000 --> 00:13:54.000]  很榮耀實
[00:13:54.000 --> 00:13:57.000]  而這個就是《針研三十一章》
[00:13:57.000 --> 00:14:00.000]  十到三十一節的意思
[00:14:00.000 --> 00:14:01.000]  它背後的主題
[00:14:01.000 --> 00:14:03.000]  也都是如何使用
[00:14:03.000 --> 00:14:05.000]  所以記得將來不要再用
[00:14:05.000 --> 00:14:06.000]  《針研三十一章》
[00:14:06.000 --> 00:14:08.000]  十到三十一節
[00:14:08.000 --> 00:14:09.000]  自己給自己壓力
[00:14:09.000 --> 00:14:11.000]  搞到我一定要怎樣
[00:14:11.000 --> 00:14:13.000]  這一節聖經如果用得好
[00:14:13.000 --> 00:14:15.000]  你會非常欣賞
[00:14:15.000 --> 00:14:17.000]  針研在這一節聖經裏
[00:14:17.000 --> 00:14:20.000]  所給我們一個非常重要的提醒
[00:14:20.000 --> 00:14:22.000]  和裏面的智慧
[00:14:22.000 --> 00:14:24.000]  第二點就是想和大家
[00:14:24.000 --> 00:14:26.000]  花點時間去看看
[00:14:26.000 --> 00:14:27.000]  這個嚴肅的女性
[00:14:27.000 --> 00:14:29.000]  在不同層面
[00:14:29.000 --> 00:14:30.000]  她智慧的表現
[00:14:30.000 --> 00:14:32.000]  就是落到現實
[00:14:32.000 --> 00:14:33.000]  《針研三十一章》裏面
[00:14:33.000 --> 00:14:35.000]  講了大概六個不同的角色
[00:14:35.000 --> 00:14:37.000]  今天只是很快講五個
[00:14:37.000 --> 00:14:39.000]  我大概只停留一到兩個
[00:14:39.000 --> 00:14:41.000]  其他都是因爲時間的緣故
[00:14:41.000 --> 00:14:42.000]  第一個角色就是
[00:14:42.000 --> 00:14:44.000]  如果你是一個敬畏神的女性
[00:14:44.000 --> 00:14:46.000]  你會是一個有智慧的女性
[00:14:46.000 --> 00:14:47.000]  這個女性
[00:14:47.000 --> 00:14:49.000]  其中一個角色就是妻子的角色
[00:14:49.000 --> 00:14:51.000]  如果你是一個妻子的角色
[00:14:51.000 --> 00:14:53.000]  你的智慧有什麼果效呢
[00:14:53.000 --> 00:14:55.000]  有什麼後果呢
[00:14:55.000 --> 00:14:56.000]  這個果效就是這樣
[00:14:56.000 --> 00:14:58.000]  《針研三十一章》第十一節
[00:14:58.000 --> 00:15:01.000]  她的丈夫信賴她
[00:15:01.000 --> 00:15:04.000]  絕不至窮困
[00:15:04.000 --> 00:15:05.000]  第十二節
[00:15:05.000 --> 00:15:07.000]  她一生使丈夫受益
[00:15:07.000 --> 00:15:11.000]  從來不使她有損
[00:15:11.000 --> 00:15:13.000]  這個很重要
[00:15:13.000 --> 00:15:14.000]  一個妻子的角色
[00:15:14.000 --> 00:15:16.000]  原來智慧的果效就是
[00:15:16.000 --> 00:15:18.000]  首先她會讓她的丈夫
[00:15:18.000 --> 00:15:20.000]  非常之信賴她
[00:15:20.000 --> 00:15:21.000]  丈夫信賴她
[00:15:21.000 --> 00:15:25.000]  能夠將家中一切都交給她
[00:15:25.000 --> 00:15:29.000]  如果你是做老婆的
[00:15:29.000 --> 00:15:30.000]  你可以問
[00:15:30.000 --> 00:15:32.000]  到底我老公信不信得過我呢
[00:15:32.000 --> 00:15:34.000]  這個和生得靚不靚沒什麼關係
[00:15:34.000 --> 00:15:35.000]  有時生得太靚
[00:15:35.000 --> 00:15:36.000]  老公信不信得過你
[00:15:36.000 --> 00:15:38.000]  一不小心大陸母
[00:15:38.000 --> 00:15:40.000]  這個和靚沒關係
[00:15:40.000 --> 00:15:41.000]  這個就是你問
[00:15:41.000 --> 00:15:43.000]  我老公信不信得過我呢
[00:15:43.000 --> 00:15:47.000]  你老公信不信得過你
[00:15:47.000 --> 00:15:50.000]  願不願意將賬戶交給你
[00:15:50.000 --> 00:15:51.000]  信不信得過你
[00:15:51.000 --> 00:15:53.000]  照顧他的信用卡
[00:15:53.000 --> 00:15:54.000]  信不信得過你
[00:15:54.000 --> 00:15:56.000]  去處理他的賬戶
[00:15:56.000 --> 00:15:57.000]  信不信得過你
[00:15:57.000 --> 00:15:59.000]  去處理家裏的一切呢
[00:15:59.000 --> 00:16:01.000]  肯不肯將家交給你呢
[00:16:01.000 --> 00:16:04.000]  很多年輕的女性覺得
