
[00:00:00.000 --> 00:00:05.100]  好,今天的主題是「上帝的指紋」
[00:04:37.900 --> 00:04:40.100]  人做什麼,神要做什麼
[00:04:40.100 --> 00:04:44.100]  保護,幫助,不知道大家想起什麼事
[00:04:44.100 --> 00:04:46.700]  或者什麼人物
[00:04:46.700 --> 00:04:50.700]  可能你想起,如果當很冷,下雪
[00:04:50.700 --> 00:04:52.700]  有些人去過下雪的地方
[00:04:52.700 --> 00:04:54.900]  保護你的,可能你會想起
[00:04:54.900 --> 00:04:59.500]  是一對溫暖牌手套
[00:04:59.500 --> 00:05:01.300]  如果下雨的時候
[00:05:01.300 --> 00:05:04.100]  你想起保護你的,幫助你的
[00:05:04.100 --> 00:05:05.700]  會是什麼?
[00:05:05.700 --> 00:05:07.500]  是,雨傘,我聽說過
[00:05:07.500 --> 00:05:11.100]  會不會是全方位保護你的
[00:05:11.100 --> 00:05:13.700]  你什麼都可以,真的很厲害
[00:05:13.700 --> 00:05:16.100]  或者以下這把,買也買不到
[00:05:16.100 --> 00:05:18.300]  很特別,但是很仔細
[00:05:18.300 --> 00:05:22.500]  要找的傘,這個厲害
[00:05:22.500 --> 00:05:24.300]  或者打仗的時候,特別是古時
[00:05:24.300 --> 00:05:26.900]  你想想,什麼幫你,什麼保護你
[00:05:26.900 --> 00:05:30.300]  會不會是士兵,或者規格
[00:05:30.300 --> 00:05:31.900]  我們可以想想
[00:05:31.900 --> 00:05:33.100]  你說不是,Pastor John
[00:05:33.100 --> 00:05:34.700]  我家除了有人
[00:05:34.700 --> 00:05:37.700]  我們還有很愛的貓和狗
[00:05:37.700 --> 00:05:39.700]  也不要緊,也為你準備了一套
[00:05:39.700 --> 00:05:41.500]  給貓穿的
[00:05:41.500 --> 00:05:42.900]  你賤到可以頂住
[00:05:42.900 --> 00:05:44.500]  或者不是,你養狗
[00:05:44.500 --> 00:05:47.500]  不要緊,也有,很漂亮
[00:05:47.500 --> 00:05:49.300]  我自小很喜歡踩電單車
[00:05:49.300 --> 00:05:51.300]  但是我結婚很多年了
[00:05:51.300 --> 00:05:53.700]  我老婆仍然不讓我踩電單車
[00:05:53.700 --> 00:05:55.900]  但是我想,電單車最保護我的
[00:05:55.900 --> 00:05:58.500]  是一個,是什麼呢?
[00:05:58.500 --> 00:06:00.900]  就是會是,按不到的
[00:06:00.900 --> 00:06:04.500]  記得了,是頭盔
[00:06:04.500 --> 00:06:06.500]  頭盔有很多款,我找了很久
[00:06:06.500 --> 00:06:08.500]  我最喜歡的,我猜
[00:06:08.500 --> 00:06:09.500]  不知道是不是你很喜歡
[00:06:09.500 --> 00:06:12.700]  都是,這一款,我們看看
[00:06:12.700 --> 00:06:15.300]  按不到,按到了
[00:06:15.300 --> 00:06:16.500]  很有趣
[00:06:16.500 --> 00:06:17.700]  如果你很喜歡打網球
[00:06:17.700 --> 00:06:18.500]  好像Aaron那樣
[00:06:18.500 --> 00:06:21.300]  可能你會帶著這個頭盔
[00:06:21.300 --> 00:06:24.500]  一邊去打,一邊去等打網球
[00:06:24.500 --> 00:06:27.100]  你就會很開心
[00:06:27.100 --> 00:06:30.500]  你說不是,我又肚餓,又想保護
[00:06:30.500 --> 00:06:35.100]  這個東西,可能比較適合你
[00:06:35.100 --> 00:06:37.500]  可以吃,先吃完再戴
[00:06:37.500 --> 00:06:39.500]  你想想,有什麼人保護你呢?
[00:06:39.500 --> 00:06:43.300]  可能是警察,可能是消防員
[00:06:43.300 --> 00:06:46.500]  會不會是這樣的警察呢?
[00:06:46.500 --> 00:06:50.100]  看看,很大的頭盔
[00:06:50.100 --> 00:06:51.300]  沒有那麼大的頭,是嗎?
[00:06:51.300 --> 00:06:52.500]  沒有那麼大的頭,是嗎?
[00:06:52.500 --> 00:06:53.500]  很有趣
[00:06:53.500 --> 00:06:56.100]  保護,這些很重要
[00:06:56.100 --> 00:06:57.900]  我們想起,不同的東西
[00:06:57.900 --> 00:06:59.900]  保護我們都很需要
[00:06:59.900 --> 00:07:01.500]  當然,作為信徒
[00:07:01.500 --> 00:07:04.100]  我們知道,最終保護我們的
[00:07:04.100 --> 00:07:05.100]  聖經說得很清楚
[00:07:05.100 --> 00:07:09.700]  在詩篇121篇,第二節
[00:07:09.700 --> 00:07:10.900]  我們讀這段經文,好嗎?
[00:07:10.900 --> 00:07:12.100]  1,2,3
[00:07:12.100 --> 00:07:17.100]  我的幫助,從造天地的耶和華而來
[00:07:17.100 --> 00:07:18.700]  剛才我們唱了一首詩歌
[00:07:18.700 --> 00:07:20.700]  在詩篇121篇
[00:07:20.700 --> 00:07:25.300]  裡面說到,神的保護,神的幫助
[00:07:25.300 --> 00:07:26.900]  也有今天的主題
[00:07:26.900 --> 00:07:30.300]  裡面的訊息,是在說神的子民
[00:07:30.300 --> 00:07:33.100]  在出界入境的困難,艱難的時候
[00:07:33.100 --> 00:07:36.100]  究竟人怎樣做事,神怎樣做事
[00:07:36.100 --> 00:07:38.500]  又或者是否人到了末路
[00:07:38.500 --> 00:07:39.900]  才自神做事呢?
[00:07:39.900 --> 00:07:40.900]  我們記得
[00:07:40.900 --> 00:07:42.900]  整天,我自己都有一句說話
[00:07:42.900 --> 00:07:43.900]  很喜歡說
[00:07:43.900 --> 00:07:45.700]  人的盡頭是什麼?
[00:07:45.700 --> 00:07:47.300]  神的開始
[00:07:47.300 --> 00:07:48.500]  有沒有人說過這句話?
[00:07:48.500 --> 00:07:50.100]  有吧?
[00:07:50.100 --> 00:07:51.100]  我也是經常說的
[00:07:51.100 --> 00:07:58.300]  這個說話是絕對不符合聖經的
[00:07:58.300 --> 00:08:00.300]  因為神早就開始了
[00:08:00.300 --> 00:08:02.900]  神不是等我們盡頭才開始
[00:08:02.900 --> 00:08:05.100]  這個形容一個狀態
[00:08:05.100 --> 00:08:08.300]  是人不肯開放給上帝
[00:08:08.300 --> 00:08:10.500]  直到他窮途末路
[00:08:10.500 --> 00:08:12.900]  他才唯有開放給上帝
[00:08:12.900 --> 00:08:15.900]  上帝才可以在他生命工作
[00:08:15.900 --> 00:08:18.500]  這個不是太好的狀況
[00:08:18.500 --> 00:08:23.700]  我這幾個星期前跟一些組長開組長會
[00:08:23.700 --> 00:08:26.100]  在過程中有一個組長祈禱
[00:08:26.100 --> 00:08:27.900]  他說主啊
[00:08:27.900 --> 00:08:29.900]  我們禱告不要讓我們的生命
[00:08:29.900 --> 00:08:32.900]  去到很難,沒辦法,沒方法
[00:08:32.900 --> 00:08:35.300]  我才開放給祢改變
[00:08:35.300 --> 00:08:35.900]  他說主啊
[00:08:35.900 --> 00:08:40.100]  不要叫我們的父母去到最後
[00:08:40.100 --> 00:08:41.900]  他才肯開放認識祢
[00:08:41.900 --> 00:08:44.500]  可不可以叫他在健康的時候認識祢
[00:08:44.500 --> 00:08:48.100]  讓他的生命開開心心
[00:08:48.100 --> 00:08:48.700]  他說主啊
[00:08:48.700 --> 00:08:50.100]  可不可以在我們的工作裡面
[00:08:50.100 --> 00:08:52.500]  我們一早就讓祢介入
[00:08:52.500 --> 00:08:55.100]  讓我們有方向,有辦法
[00:08:55.100 --> 00:09:00.100]  不要去到困難的時候才經歷祢
[00:09:00.100 --> 00:09:02.700]  Amen?
[00:09:02.700 --> 00:09:03.700]  今天都是說這件事
[00:09:03.700 --> 00:09:04.700]  我們不需要
[00:09:04.700 --> 00:09:06.300]  我們的環境可能很難
[00:09:06.300 --> 00:09:08.900]  但我們不用等到沒有事情不行
[00:09:08.900 --> 00:09:10.300]  我們才問上帝
[00:09:10.300 --> 00:09:13.500]  這個故事說第三個皇令
[00:09:13.500 --> 00:09:24.500]  將所有的小朋友,男孩,扔到尼羅河
[00:09:24.500 --> 00:09:25.500]  究竟有什麼事發生
[00:09:25.500 --> 00:09:27.500]  我們馬上看看
[00:09:27.500 --> 00:09:28.900]  第一點,我想說的
[00:09:28.900 --> 00:09:29.700]  裡面有三點
[00:09:29.700 --> 00:09:32.100]  第一點,人做人能夠做的事
[00:09:32.100 --> 00:09:33.900]  不要停,不要怕環境
[00:09:33.900 --> 00:09:34.900]  不要認命
[00:09:34.900 --> 00:09:36.100]  有得做的事你要做
[00:09:36.100 --> 00:09:38.900]  這是裡面告訴我們的第一個訊息
[00:09:38.900 --> 00:09:41.500]  我們看看二章一到四節
[00:09:41.500 --> 00:09:43.500]  它說些什麼,好嗎?
[00:09:43.500 --> 00:09:44.900]  我們讀這四節經文
[00:09:44.900 --> 00:09:46.900]  一、二、三
[00:10:12.500 --> 00:10:16.500]  其實那個是什麼狀態呢?
[00:10:16.500 --> 00:10:17.500]  我不知道大家最近有沒有探過
[00:10:17.500 --> 00:10:19.500]  那些嬰兒剛出生
[00:10:19.500 --> 00:10:21.500]  你的朋友,弟兄姊妹
[00:10:21.500 --> 00:10:23.500]  或者同事,親人
[00:10:23.500 --> 00:10:25.500]  你去到,通常會怎樣呢?
[00:10:25.500 --> 00:10:26.500]  嘩!好開心啊!
[00:10:26.500 --> 00:10:29.500]  嬰兒幾多磅啊?
[00:10:29.500 --> 00:10:31.500]  哭得大不大聲啊?
[00:10:31.500 --> 00:10:33.500]  接著呢,如果可以給你抱就抱一下
[00:10:33.500 --> 00:10:35.500]  哎呀!看起來像爸爸還是媽媽
[00:10:35.500 --> 00:10:37.500]  其實當時很難看得出來的
[00:10:37.500 --> 00:10:40.500]  但你太開心了
[00:10:40.500 --> 00:10:42.500]  但你想想,如果當日
[00:10:42.500 --> 00:10:44.500]  你在那個情境
[00:10:44.500 --> 00:10:46.500]  你的朋友有嬰兒
[00:10:46.500 --> 00:10:48.500]  男孩出生
[00:10:48.500 --> 00:10:50.500]  你望著他可以說些什麼呢?
[00:10:50.500 --> 00:10:52.500]  你恭喜他
[00:10:52.500 --> 00:10:55.500]  還是不恭喜他呢?
[00:10:55.500 --> 00:10:58.500]  那個狀態很有趣的
[00:10:58.500 --> 00:11:01.500]  整個聖經在那個過程裡說
[00:11:01.500 --> 00:11:03.500]  個個沒有了
[00:11:03.500 --> 00:11:05.500]  很多秘密警察
[00:11:05.500 --> 00:11:07.500]  希伯來人,以色人都要扔
[00:11:07.500 --> 00:11:11.500]  扔下河
[00:11:11.500 --> 00:11:13.500]  但就有一個人不認命
[00:11:13.500 --> 00:11:16.500]  他說利美加
[00:11:16.500 --> 00:11:18.500]  有一個人說
[00:11:18.500 --> 00:11:20.500]  我不知道有沒有,但他沒有說
[00:11:20.500 --> 00:11:21.500]  他只說一個
[00:11:21.500 --> 00:11:23.500]  利美人,不知道大家記不記得
[00:11:23.500 --> 00:11:26.500]  利美是什麼人呢?
[00:11:26.500 --> 00:11:28.500]  那時還不是,你對
[00:11:28.500 --> 00:11:30.500]  80年最後才是
[00:11:30.500 --> 00:11:32.500]  那時是什麼人,我一會兒第三點說
[00:11:32.500 --> 00:11:34.500]  你記住利美人
[00:11:34.500 --> 00:11:36.500]  未信主,不信聖經不要緊
[00:11:36.500 --> 00:11:38.500]  利美啊利美啊
[00:11:38.500 --> 00:11:40.500]  利美人,我一會兒會說
[00:11:40.500 --> 00:11:42.500]  這是其中一個重點,現在先不說
[00:11:42.500 --> 00:11:46.500]  他說有一個人不認命
[00:11:46.500 --> 00:11:50.500]  他生了個小孩覺得很漂亮
[00:11:50.500 --> 00:11:52.500]  我不信就是這樣
[00:11:52.500 --> 00:11:54.500]  行不行?
[00:11:54.500 --> 00:11:56.500]  我沒什麼可以做
[00:11:56.500 --> 00:11:58.500]  我收起來也要收
[00:11:58.500 --> 00:12:00.500]  收衣服也要收
[00:12:00.500 --> 00:12:02.500]  因為他會哭
[00:12:02.500 --> 00:12:04.500]  結果他做些事
[00:12:04.500 --> 00:12:07.500]  他做了一個蒲草箱
[00:12:07.500 --> 00:12:10.500]  利羅河是什麼呢?我們看看
[00:12:10.500 --> 00:12:12.500]  很大條河,是全世界最大條河
[00:12:12.500 --> 00:12:14.500]  6800公里
[00:12:14.500 --> 00:12:16.500]  比黃河更長
[00:12:16.500 --> 00:12:19.500]  一個這樣的蒲草箱
[00:12:19.500 --> 00:12:23.500]  究竟可以做些什麼?
[00:12:23.500 --> 00:12:25.500]  可以做些什麼呢?
[00:12:25.500 --> 00:12:27.500]  你有沒有試過,你有小朋友
[00:12:27.500 --> 00:12:29.500]  那時三個月大,你去游水
[00:12:29.500 --> 00:12:31.500]  你覺得我又很想游
[00:12:31.500 --> 00:12:32.500]  又不知道他怎樣好
[00:12:32.500 --> 00:12:36.500]  不如弄個箱子放在水裡
[00:12:36.500 --> 00:12:39.500]  不安全的
[00:12:39.500 --> 00:12:41.500]  他弄了東西包著
[00:12:41.500 --> 00:12:43.500]  可以頂一下防水
[00:12:43.500 --> 00:12:44.500]  但是他做的事不多
[00:12:44.500 --> 00:12:46.500]  不過聖經想說一件事
[00:12:46.500 --> 00:12:48.500]  蒲草箱這個箱子
[00:12:48.500 --> 00:12:50.500]  在舊約這個原文
[00:12:50.500 --> 00:12:52.500]  出現過兩個地方
[00:12:52.500 --> 00:12:55.500]  第一個地方是羅亞方舟的方舟
[00:12:55.500 --> 00:12:57.500]  也是一個箱子
[00:12:57.500 --> 00:12:59.500]  第二次出現就是這個位置
[00:12:59.500 --> 00:13:03.500]  為什麼用這個字呢?
[00:13:03.500 --> 00:13:05.500]  不知道大家有沒有想過
[00:13:05.500 --> 00:13:07.500]  羅亞用了一百年
[00:13:07.500 --> 00:13:08.500]  做了一個方舟
[00:13:08.500 --> 00:13:11.500]  抵禦洪水一百五十天
[00:13:11.500 --> 00:13:14.500]  他做他可以做的事,羅亞
[00:13:14.500 --> 00:13:16.500]  這個媽媽他做的事不多
[00:13:16.500 --> 00:13:19.500]  可能用了兩天
[00:13:19.500 --> 00:13:21.500]  但是這個箱子在上帝的手
[00:13:21.500 --> 00:13:24.500]  同樣被保護
[00:13:24.500 --> 00:13:26.500]  問題不是我們做多少
[00:13:26.500 --> 00:13:28.500]  問題是我們肯不肯去做
[00:13:28.500 --> 00:13:30.500]  還有我們信不信
[00:13:30.500 --> 00:13:33.500]  多少東西上帝都可以保護
[00:13:33.500 --> 00:13:36.500]  於是他就把這個箱子
[00:13:36.500 --> 00:13:38.500]  扔在河裡
[00:13:38.500 --> 00:13:39.500]  做不到事
[00:13:39.500 --> 00:13:41.500]  極其量多做一件事
[00:13:41.500 --> 00:13:43.500]  把他的女兒
[00:13:43.500 --> 00:13:45.500]  即是這個嬰兒的姐姐
[00:13:45.500 --> 00:13:46.500]  遠遠地看著
[00:13:46.500 --> 00:13:49.500]  近也不敢
[00:13:49.500 --> 00:13:51.500]  這個故事很有趣
[00:13:51.500 --> 00:13:53.500]  看下去更有趣
[00:13:53.500 --> 00:13:55.500]  先試一下
[00:13:55.500 --> 00:13:56.500]  早幾個星期
[00:13:56.500 --> 00:13:59.500]  我兒子有一次突然跟我講
[00:13:59.500 --> 00:14:01.500]  他說爸爸
[00:14:01.500 --> 00:14:02.500]  我說些話給你聽
[00:14:02.500 --> 00:14:03.500]  我說什麼呢?
[00:14:03.500 --> 00:14:05.500]  如果你再不做運動
[00:14:05.500 --> 00:14:09.500]  你很快死了
[00:14:09.500 --> 00:14:11.500]  你真是太坦白了
[00:14:11.500 --> 00:14:12.500]  好,馬上那天
[00:14:12.500 --> 00:14:14.500]  我和他在樓下跑一圈
[00:14:14.500 --> 00:14:16.500]  結果我跑了一個圈
[00:14:16.500 --> 00:14:17.500]  都一公里
[00:14:17.500 --> 00:14:20.500]  馬上
[00:14:20.500 --> 00:14:22.500]  兒子你先走
[00:14:22.500 --> 00:14:24.500]  我追你
[00:14:24.500 --> 00:14:25.500]  就在那個時候
[00:14:25.500 --> 00:14:26.500]  有一個很高級的教授
[00:14:26.500 --> 00:14:28.500]  他發了一個這樣的訊息給我
[00:14:28.500 --> 00:14:30.500]  是關於做運動
[00:14:30.500 --> 00:14:32.500]  誰說我不做運動
[00:14:32.500 --> 00:14:34.500]  我覺得他很開心
[00:14:34.500 --> 00:14:36.500]  其實我是做運動的
[00:14:36.500 --> 00:14:38.500]  第一,我跳
[00:14:38.500 --> 00:14:41.500]  我跳到結論
[00:14:41.500 --> 00:14:43.500]  第二,我扭轉
[00:14:43.500 --> 00:14:45.500]  不過是事實
[00:14:45.500 --> 00:14:47.500]  第三,我違反規定
[00:14:47.500 --> 00:14:50.500]  最後,我逃脫困難的情況
[00:14:50.500 --> 00:14:51.500]  我想說什麼呢?
[00:14:51.500 --> 00:14:53.500]  他說如果我們每次看到東西
[00:14:53.500 --> 00:14:54.500]  就去到結論
[00:14:54.500 --> 00:14:55.500]  一定死了
[00:14:55.500 --> 00:14:56.500]  沒得救了
[00:14:56.500 --> 00:14:57.500]  那個人就是這樣
[00:14:57.500 --> 00:14:58.500]  很多人看到都是這樣
[00:14:58.500 --> 00:15:00.500]  沒有的,他就是這樣
[00:15:00.500 --> 00:15:02.500]  每次都是這樣
[00:15:02.500 --> 00:15:04.500]  如果當日以色列人
[00:15:04.500 --> 00:15:06.500]  一看到就說
[00:15:06.500 --> 00:15:09.500]  死定了
[00:15:09.500 --> 00:15:12.500]  沒有這個故事
[00:15:12.500 --> 00:15:14.500]  我們不是死定的
[00:15:14.500 --> 00:15:20.500]  有信神的人不是死定的
[00:15:20.500 --> 00:15:21.500]  我都明白
[00:15:21.500 --> 00:15:22.500]  有這個情況
[00:15:22.500 --> 00:15:23.500]  我們經歷了很難
[00:15:23.500 --> 00:15:26.500]  很多年,很累,很失望
[00:15:26.500 --> 00:15:27.500]  我都知道
[00:15:27.500 --> 00:15:30.500]  我見過很多夫婦都是這樣
[00:15:30.500 --> 00:15:32.500]  不要放棄
[00:15:32.500 --> 00:15:36.500]  未完的
[00:15:36.500 --> 00:15:38.500]  I twist the truth
[00:15:38.500 --> 00:15:40.500]  真理,事實
[00:15:40.500 --> 00:15:41.500]  我老婆經常跟我說
[00:15:41.500 --> 00:15:43.500]  跟我吵架都是這樣說
[00:15:43.500 --> 00:15:46.500]  John,永遠道理都在你那邊
[00:15:46.500 --> 00:15:49.500]  不跟你說
[00:15:49.500 --> 00:15:50.500]  特別是臨睡前
[00:15:50.500 --> 00:15:51.500]  多說幾句
[00:15:51.500 --> 00:15:53.500]  我老婆不說了
[00:15:53.500 --> 00:15:54.500]  睡覺
[00:15:54.500 --> 00:15:55.500]  三分鐘內
[00:15:55.500 --> 00:15:57.500]  她真的睡了
[00:15:57.500 --> 00:15:59.500]  我記得幾年前有一次
[00:15:59.500 --> 00:16:00.500]  我找我的mentor
[00:16:00.500 --> 00:16:01.500]  我跟他說
[00:16:01.500 --> 00:16:03.500]  我真的很不濟
[00:16:03.500 --> 00:16:04.500]  有一個人很不濟
[00:16:04.500 --> 00:16:05.500]  他這樣這樣這樣
[00:16:05.500 --> 00:16:07.500]  很生氣
[00:16:07.500 --> 00:16:08.500]  那個mentor跟我說
[00:16:08.500 --> 00:16:09.500]  是嗎是嗎
[00:16:09.500 --> 00:16:10.500]  你繼續說吧
[00:16:10.500 --> 00:16:11.500]  我說了半個小時
[00:16:11.500 --> 00:16:14.500]  不閉嘴
[00:16:14.500 --> 00:16:15.500]  結果他看著我
[00:16:15.500 --> 00:16:17.500]  哄我透氣的時候
[00:16:17.500 --> 00:16:19.500]  他說你等等
[00:16:19.500 --> 00:16:21.500]  我問過當事人
[00:16:21.500 --> 00:16:23.500]  情況是不是這樣
[00:16:23.500 --> 00:16:24.500]  我還問
[00:16:24.500 --> 00:16:25.500]  是這樣的
[00:16:25.500 --> 00:16:26.500]  我繼續說
[00:16:26.500 --> 00:16:27.500]  多說十五分鐘
[00:16:27.500 --> 00:16:29.500]  又哄我透氣的時候
[00:16:29.500 --> 00:16:30.500]  他很有智慧
[00:16:30.500 --> 00:16:33.500]  讓我出一口氣
[00:16:33.500 --> 00:16:34.500]  他又問我
[00:16:34.500 --> 00:16:35.500]  你不如跟他談談
[00:16:35.500 --> 00:16:37.500]  事情是不是這樣
[00:16:37.500 --> 00:16:39.500]  然後我很生氣
[00:16:39.500 --> 00:16:40.500]  慢慢我想
[00:16:40.500 --> 00:16:43.500]  我知道為什麼我不生氣
[00:16:43.500 --> 00:16:45.500]  因為我覺得我對
[00:16:45.500 --> 00:16:46.500]  道理在我那裡
[00:16:46.500 --> 00:16:48.500]  九成都是我對
[00:16:48.500 --> 00:16:49.500]  好像我只有五成
[00:16:49.500 --> 00:16:50.500]  我跟他談
[00:16:50.500 --> 00:16:54.500]  用什麼我只有兩成對
[00:16:54.500 --> 00:16:55.500]  很多人跟我說
[00:16:55.500 --> 00:16:56.500]  來到
[00:16:56.500 --> 00:16:58.500]  我的工作這樣
[00:16:58.500 --> 00:17:00.500]  針對我
[00:17:00.500 --> 00:17:01.500]  同事又針對我
[00:17:01.500 --> 00:17:02.500]  是這樣的
[00:17:02.500 --> 00:17:05.500]  看節目不好
[00:17:05.500 --> 00:17:06.500]  最後
[00:17:06.500 --> 00:17:07.500]  我只說最後
[00:17:07.500 --> 00:17:09.500]  We run from tough situation
[00:17:09.500 --> 00:17:10.500]  走呀走呀走呀
