
[00:00:00.000 --> 00:00:02.240]  這個題目就是「重拾」
[00:08:25.040 --> 00:08:28.800]  如果你是神學家 你就會真正的祈禱
[00:08:28.800 --> 00:08:32.720]  如果你真正的祈禱 你就是神學家
[00:08:32.720 --> 00:08:36.080]  其實在這麼多的世紀裡面
[00:08:36.080 --> 00:08:39.600]  原來一直在往日裡面
[00:08:39.600 --> 00:08:42.800]  所有懂得祈禱的人就是神學家
[00:08:42.800 --> 00:08:48.000]  我想問你們有誰不懂得祈禱的舉手
[00:08:48.000 --> 00:08:53.520]  這個時候不舉了 原來你自己是什麼?
[00:08:53.520 --> 00:08:55.440]  你是什麼?
[00:08:55.440 --> 00:08:58.480]  如果你懂得真正祈禱的話 你是什麼?
[00:08:58.480 --> 00:09:00.480]  你其實就是一個神學家
[00:09:00.480 --> 00:09:07.200]  他說其實神學這件事不是一種理性的頭腦去接觸的
[00:09:07.200 --> 00:09:11.360]  是一種靈性的經驗 是同神的一種經驗
[00:09:11.360 --> 00:09:12.640]  你就是神學家了
[00:09:12.640 --> 00:09:14.800]  當你有同神的交流的時候
[00:09:14.800 --> 00:09:17.440]  這個你就是一個神學家了
[00:09:17.440 --> 00:09:21.520]  但是為什麼後期好像我們要特意有個人去讀神學呢?
[00:09:21.520 --> 00:09:26.480]  其實看回歷史 到後期因為文藝復興的緣故
[00:09:26.480 --> 00:09:28.960]  就是長話短說 要不然大家就合著了
[00:09:28.960 --> 00:09:33.280]  因為受到他思想很多的影響
[00:09:33.280 --> 00:09:36.640]  覺得有些東西很專門 也都變得很理性化
[00:09:36.640 --> 00:09:41.120]  所以就將這個靈性的經驗和神學這件事
[00:09:41.120 --> 00:09:44.720]  是將它完全抽離了 祈禱歸祈禱
[00:09:44.720 --> 00:09:46.080]  我們經歷神歸經歷神
[00:09:46.080 --> 00:09:49.200]  神學就變成一種理性的學說
[00:09:49.200 --> 00:09:51.360]  所以其實我們問這些問題
[00:09:51.360 --> 00:09:53.120]  或者我們今天的信仰
[00:09:53.120 --> 00:09:55.840]  其實我們要看回我們自己是什麼背景
[00:09:55.840 --> 00:10:00.160]  你看原來我們這些中國的基督徒
[00:10:00.160 --> 00:10:02.560]  很多都是受著西方宣教士的影響
[00:10:02.560 --> 00:10:05.040]  就是西方宣教士受著西方的教育
[00:10:05.040 --> 00:10:06.800]  特別我們香港人來的話
[00:10:06.800 --> 00:10:11.120]  我們更加 其實就好像一隻香蕉 大家說過嗎?
[00:10:11.120 --> 00:10:14.800]  香蕉外面是黃色 裡面是什麼顏色呢?
[00:10:14.800 --> 00:10:16.880]  應該是啤色的 是不是?
[00:10:16.880 --> 00:10:20.800]  所以其實我們的思想都被訓練到
[00:10:20.800 --> 00:10:23.200]  很多都是用理性去解決
[00:10:23.200 --> 00:10:25.520]  所以就算我們今天信仰的時候
[00:10:25.520 --> 00:10:27.520]  我們都會問很多理性的問題
[00:10:27.520 --> 00:10:31.520]  究竟 很喜歡問一些神學的問題
[00:10:31.520 --> 00:10:34.640]  我不問那些了 免得大家
[00:10:34.640 --> 00:10:38.480]  你譬如在坊間買書的時候 你們都會留意到
[00:10:38.480 --> 00:10:44.000]  譬如你就會有什麼福音難題 答與問
[00:10:44.000 --> 00:10:48.560]  最常見福音難題100題 大家就回答那些
[00:10:48.560 --> 00:10:50.800]  大家就會走去那種方向
[00:10:50.800 --> 00:10:52.560]  就算你信主的時候
[00:10:52.560 --> 00:10:55.760]  你記不記得有一個火車的卡車
[00:10:55.760 --> 00:10:58.000]  是不是那個年代信主呢?
[00:10:58.000 --> 00:11:00.720]  第一個火車 四輪後面
[00:11:00.720 --> 00:11:02.720]  見到很模糊的 阿Fiona的樣子
[00:11:02.720 --> 00:11:06.320]  你記不記得那個火車 大家有沒有看過?
[00:11:06.320 --> 00:11:08.320]  有沒有看過? 沒有啊?
[00:11:08.320 --> 00:11:10.800]  第一個就是講事實 原來是沒有的
[00:11:10.800 --> 00:11:14.240]  對不起 大家都不是那個年代
[00:11:14.240 --> 00:11:17.920]  火車第一卡的就是要講事實
[00:11:17.920 --> 00:11:20.160]  然後感覺這些是後面來的
[00:11:20.160 --> 00:11:23.040]  我們是要講理性的 一定要看那些
[00:11:23.040 --> 00:11:26.160]  為什麼大家笑得這麼開心?
[00:11:26.160 --> 00:11:29.520]  很煩人的
[00:11:29.520 --> 00:11:32.400]  所以其實我們看回我們的背景
[00:11:32.400 --> 00:11:37.600]  我們會不會需要重拾一種很重要的元素
[00:11:37.600 --> 00:11:43.440]  就是我們那種心靈的層面 跟神的那種接觸
[00:11:43.440 --> 00:11:48.080]  有一個鎮裡面 有兩兄弟
[00:11:48.080 --> 00:11:49.920]  一個八歲 一個十歲
[00:11:49.920 --> 00:11:54.880]  這兩兄弟在那個鎮裡面出了名 很頑皮的
[00:11:54.880 --> 00:11:56.720]  這個媽媽都覺得教不了他們
[00:11:56.720 --> 00:11:58.720]  最近這個鎮來了一個牧師
[00:11:58.720 --> 00:12:01.600]  這個媽媽在沒有辦法的情況下
[00:12:01.600 --> 00:12:04.720]  就說不如找這個牧師跟你聊聊天
[00:12:04.720 --> 00:12:08.480]  希望可以幫助他們
[00:12:08.480 --> 00:12:12.320]  於是就叫了牧師問問可不可以
[00:12:12.320 --> 00:12:16.720]  牧師說可以 不過要分開他們兩個逐個來
[00:12:16.720 --> 00:12:20.000]  不如叫個弟弟來 於是就約了某一天下午
[00:12:20.000 --> 00:12:23.200]  就叫了個弟弟來 這個牧師就跟他聊了
[00:12:23.200 --> 00:12:26.720]  就跟他說了 他就問這個弟弟
[00:12:26.720 --> 00:12:30.320]  弟弟 神到底在哪裡?
[00:12:30.320 --> 00:12:32.160]  這個弟弟很害怕
[00:12:32.160 --> 00:12:34.400]  這個牧師見他不出聲就再問
[00:12:34.400 --> 00:12:36.320]  究竟神在哪裡?
[00:12:36.320 --> 00:12:39.120]  這個牧師就越問越激
[00:12:39.120 --> 00:12:40.880]  這個弟弟就越來越害怕
[00:12:40.880 --> 00:12:43.920]  最終他就跑回家了
[00:12:43.920 --> 00:12:46.800]  然後他就立刻割 割 割
[00:12:46.800 --> 00:12:50.640]  大佬 大佬 糟糕了 糟糕了 這次
[00:12:50.640 --> 00:12:52.880]  他們不見了神 以為是我們做的
[00:12:52.880 --> 00:12:57.040]  這次死定了
[00:12:57.040 --> 00:12:59.280]  你想一下 這個八歲的小孩
[00:12:59.280 --> 00:13:01.680]  其實他內心裏面
[00:13:01.680 --> 00:13:03.280]  為什麼我說這件事呢?
[00:13:03.280 --> 00:13:05.840]  其實我們是一個有限的人
[00:13:05.840 --> 00:13:08.160]  一個八歲的小孩未必明白神
[00:13:08.160 --> 00:13:10.560]  原來其實是無處不在的
[00:13:10.560 --> 00:13:15.920]  而我們這個人其實都是很有限的
[00:13:15.920 --> 00:13:20.960]  所以有一個神學家 Gregory
[00:13:20.960 --> 00:13:26.640]  他就說 其實我們要用什麼方式去明白神呢?
[00:13:26.640 --> 00:13:29.280]  因為按照我們人的經驗
[00:13:29.280 --> 00:13:31.040]  或者我們的意象
[00:13:31.040 --> 00:13:34.000]  或者我們的觀念去想神的話
[00:13:34.000 --> 00:13:38.640]  其實很多時候想到神只是一部份
[00:13:38.640 --> 00:13:40.560]  譬如說神是光
[00:13:40.560 --> 00:13:42.160]  我們想像裏面只可以想到
[00:13:42.160 --> 00:13:43.440]  哇 神很光啊 很光啊
[00:13:43.440 --> 00:13:45.600]  白天裏面很光的那種光
[00:13:45.600 --> 00:13:48.240]  但是其實很可能這一種
[00:13:48.240 --> 00:13:50.560]  只是代表了神其中的一部份
[00:13:50.560 --> 00:13:54.160]  甚至可能是極少的部份
[00:13:54.160 --> 00:13:58.880]  所以我們需要在我們信仰裏面
[00:13:58.880 --> 00:14:00.320]  其實是內心裏面
[00:14:00.320 --> 00:14:02.960]  就是一種心靈的經歷
[00:14:02.960 --> 00:14:04.640]  你想一下我們一個有限的人
[00:14:04.640 --> 00:14:09.040]  怎麼能夠完全明白這個奧秘的主呢?
[00:14:09.040 --> 00:14:14.000]  其實是很需要神自己主動在我們當中去說話
[00:14:14.000 --> 00:14:16.000]  所以我們其實需要做些什麼呢?
[00:14:16.000 --> 00:14:19.840]  其實我們可能需要放下多一些自己的經驗
[00:14:19.840 --> 00:14:22.720]  好讓神成為那位真正的神
[00:14:22.720 --> 00:14:26.080]  祂主動的去對我們說話
[00:14:26.080 --> 00:14:28.880]  而聖經或者我們查經的時候
[00:14:28.880 --> 00:14:37.920]  再不是要在裏面找出一些唯獨真理的心態
[00:14:37.920 --> 00:14:41.120]  反而我們心靈裏面要時常有一種空間
[00:14:41.120 --> 00:14:43.280]  其實神是會對我們說話的
[00:14:43.280 --> 00:14:45.440]  是會藉著聖經對我們說話
[00:14:45.440 --> 00:14:48.560]  還有神是會主動告訴我們祂是一個怎樣的神
[00:14:48.560 --> 00:14:51.920]  雖然我們這個階段未必能夠完全明白
[00:14:51.920 --> 00:14:54.800]  但是神是會的
[00:14:54.800 --> 00:15:01.600]  所以我們將我們的信仰
[00:15:01.600 --> 00:15:03.520]  不要再停留在理性
[00:15:03.520 --> 00:15:05.280]  問一些做不做得
[00:15:05.280 --> 00:15:07.840]  或者去解決一些
[00:15:07.840 --> 00:15:08.960]  理性是需要的
[00:15:08.960 --> 00:15:10.960]  我覺得理性的認知是需要的
[00:15:10.960 --> 00:15:13.440]  但是不單止停留在那個階段
[00:15:13.440 --> 00:15:17.200]  就讓我們心靈裏面躺開
[00:15:17.200 --> 00:15:20.400]  這位奧秘的主其實是會接觸我們
[00:15:20.400 --> 00:15:24.400]  是會透過心靈對我們去說話的
[00:15:24.400 --> 00:15:26.400]  我想請詩琴小姐
[00:15:26.400 --> 00:15:28.080]  對不起 我沒有預備叫你的
[00:15:28.080 --> 00:15:31.520]  可不可以彈第三首詩歌?
[00:15:31.520 --> 00:15:33.840]  我想講一個故事給大家聽
[00:15:33.840 --> 00:15:35.360]  如果大家想聽故事
[00:15:35.360 --> 00:15:37.120]  喜歡閉上眼睛的也可以
[00:15:37.120 --> 00:15:40.240]  喜歡牛感眼的看著我都可以
[00:15:40.240 --> 00:15:41.920]  那你覺得哪樣方便呢?
[00:15:41.920 --> 00:15:45.520]  你喜歡集中精神的就哪樣呢?
[00:15:45.520 --> 00:15:50.560]  先不用powerpoint的
[00:15:54.400 --> 00:15:58.400]  (音樂)
[00:15:58.400 --> 00:16:00.640]  有一天有一個年輕人
[00:16:00.640 --> 00:16:03.280]  他完成所有的工作
[00:16:03.280 --> 00:16:05.680]  他預備回家了
[00:16:05.680 --> 00:16:07.840]  但是當他走到電梯的時候
[00:16:07.840 --> 00:16:10.400]  他聽見很多的尖叫聲
[00:16:10.400 --> 00:16:14.640]  也看到一些龍煙在迫過來
[00:16:14.640 --> 00:16:16.480]  他知道唯一的逃生
[00:16:16.480 --> 00:16:21.280]  就是要從樓梯裏面走下去
[00:16:21.280 --> 00:16:23.440]  但是當他走到樓梯的時候
[00:16:23.440 --> 00:16:26.000]  他發覺已經全部都是龍煙
[00:16:26.000 --> 00:16:28.560]  全部都是一些火焰吞噬著
[00:16:28.560 --> 00:16:30.480]  他根本走都走不過
[00:16:30.480 --> 00:16:34.320]  這個時候他就聽到火燭車的鈴聲
[00:16:34.320 --> 00:16:38.000]  就聽到救護車、火燭車
[00:16:38.000 --> 00:16:40.720]  都已經來到大廈的旁邊
[00:16:40.720 --> 00:16:42.960]  他心裏面突然之間想起
[00:16:42.960 --> 00:16:46.000]  辦公室旁邊是一個很大的窗
[00:16:46.000 --> 00:16:48.480]  他一邊咳嗽
[00:16:48.480 --> 00:16:52.400]  一邊走去這個窗想著逃生
[00:16:52.400 --> 00:16:54.560]  但是當他打開窗的時候
[00:16:54.560 --> 00:16:57.920]  他發現下面只是一片的霉霧
[00:16:57.920 --> 00:17:01.440]  很多的煙、很多的火
[00:17:01.440 --> 00:17:04.080]  他聽到下面的消防員或者群眾
[00:17:04.080 --> 00:17:07.440]  他們聽到就說「跳下來吧!跳下來吧!」
[00:17:07.440 --> 00:17:12.480]  「這個是唯一你可以沒事的方法來的」
[00:17:12.480 --> 00:17:15.920]  但是這個年輕人心裏面覺得很恐懼
[00:17:15.920 --> 00:17:18.320]  因為他什麼都看不到
[00:17:18.320 --> 00:17:20.880]  他只看到那些龍煙
[00:17:20.880 --> 00:17:24.720]  看到那些火焰
[00:17:24.720 --> 00:17:26.960]  而這些消防員就繼續在那裏叫
[00:17:26.960 --> 00:17:30.080]  「快點跳下來吧!我們會用救生網接著你的」
[00:17:30.080 --> 00:17:33.200]  「你會很安全的,你不用擔心的」
[00:17:33.200 --> 00:17:37.280]  這個年輕人內心仍然都很掙扎
[00:17:37.280 --> 00:17:39.600]  但是突然之間他聽到一把聲音
[00:17:39.600 --> 00:17:41.840]  從擴音器傳過來
[00:17:41.840 --> 00:17:45.840]  「兒子,沒問題,你跳下來吧!」
[00:17:45.840 --> 00:17:49.360]  這個時候他聽到這一把很熟悉的聲音
[00:17:49.360 --> 00:17:51.360]  原來就是他爸爸的聲音
[00:17:51.360 --> 00:17:55.440]  於是他就很放鬆地跳下去
[00:17:55.440 --> 00:18:02.320]  被這個救生員接著
[00:18:02.320 --> 00:18:09.600]  你和天父有沒有這種親切的認識呢?
[00:18:09.600 --> 00:18:12.240]  你可不可以聽到他的聲音
[00:18:12.240 --> 00:18:17.920]  你就可以很安全地跳下去呢?
[00:18:17.920 --> 00:18:22.720]  對神的認識不單止是理性的認知
[00:18:22.720 --> 00:18:28.640]  其實是心靈的那種體會
[00:18:28.640 --> 00:18:32.160]  認識神的方法
[00:18:32.160 --> 00:18:34.240]  沒有一種特定的方程式
[00:18:34.240 --> 00:18:37.280]  沒有一種特定的公式
[00:18:37.280 --> 00:18:39.360]  但是你可以放心
[00:18:39.360 --> 00:18:42.160]  只要你打開心靈的時候
[00:18:42.160 --> 00:18:45.120]  其實這位奧秘的主
[00:18:45.120 --> 00:18:49.360]  會主動地和你接觸
[00:18:49.360 --> 00:18:53.760]  讓你去認識祂
[00:18:53.760 --> 00:18:59.040]  你願不願意放下多點自己的觀點
[00:18:59.040 --> 00:19:03.040]  放下多點自己的執著
[00:19:03.040 --> 00:19:07.520]  或者放下多點自己的框框
[00:19:07.520 --> 00:19:09.680]  打開自己的心靈
[00:19:09.680 --> 00:19:13.360]  讓神去接觸你呢?
[00:19:13.360 --> 00:19:15.440]  如果你願意的話
[00:19:15.440 --> 00:19:19.600]  你內心就簡單地和神回應
[00:19:19.600 --> 00:19:22.640]  我最後為大家祈禱
[00:19:43.360 --> 00:19:50.800]  讓我們一起祈禱
[00:19:50.800 --> 00:19:56.720]  神啊,我多謝祢
[00:19:56.720 --> 00:20:00.320]  因為祢是那位無邊無際
[00:20:00.320 --> 00:20:05.680]  對我們的愛有數不盡、數不盡那麼多
[00:20:05.680 --> 00:20:10.640]  願意我們的心躺開在祢的面前
[00:20:10.640 --> 00:20:12.720]  讓祢去接觸我們
[00:20:12.720 --> 00:20:16.880]  接觸我們每一個人在不同的階段
[00:20:16.880 --> 00:20:18.560]  接觸我們的心
