
[00:00:00.000 --> 00:00:04.140]  各位電影節目 今天和大家分享的題目是
[00:03:17.240 --> 00:03:18.920]  如果我們看出埃及記
[00:03:18.920 --> 00:03:21.400]  我們就知道當時
[00:03:21.400 --> 00:03:23.440]  埃及的法老王很心硬
[00:03:23.440 --> 00:03:25.960]  他不肯讓摩西帶領以色列人
[00:03:25.960 --> 00:03:28.600]  離開埃及地
[00:03:28.600 --> 00:03:31.240]  於是神就用不同的災害
[00:03:31.240 --> 00:03:35.120]  去警告法老王要讓他們走
[00:03:35.120 --> 00:03:39.880]  最後一個災就是要滅埃及頭身
[00:03:39.880 --> 00:03:42.720]  所以當時以色列人就聽神說
[00:03:42.720 --> 00:03:46.840]  就將一些羔羊的血塗在門框上面
[00:03:46.840 --> 00:03:49.680]  當神經過的時候見到羔羊的血
[00:03:49.680 --> 00:03:53.280]  他就不會進入這間屋殺頭身
[00:03:53.280 --> 00:03:56.160]  就會經過去
[00:03:56.160 --> 00:03:58.560]  所以以色列人在當中
[00:03:58.560 --> 00:04:04.040]  他們的長子頭身就免去被滅亡
[00:04:04.040 --> 00:04:06.160]  猶太人傳統裡面
[00:04:06.160 --> 00:04:07.680]  逾越節的晚餐
[00:04:07.680 --> 00:04:09.240]  他們很豐富
[00:04:09.240 --> 00:04:11.280]  有很多很特別的食物
[00:04:11.280 --> 00:04:12.440]  有無烤餅
[00:04:12.440 --> 00:04:13.440]  有苦菜
[00:04:13.440 --> 00:04:14.680]  有羔羊的肉
[00:04:14.680 --> 00:04:18.480]  有四杯的酒等等等等
[00:04:18.480 --> 00:04:19.520]  他們很嚴格的
[00:04:19.520 --> 00:04:20.840]  他們猶太人傳統裡面
[00:04:20.840 --> 00:04:24.000]  他們有固定的一些程序儀式
[00:04:24.000 --> 00:04:25.680]  有祈禱有讀經
[00:04:25.680 --> 00:04:28.960]  就吃每一道的菜有不同的意思
[00:04:28.960 --> 00:04:31.760]  總括來說是紀念他們的祖先
[00:04:31.760 --> 00:04:34.680]  在埃及地受過的苦
[00:04:34.680 --> 00:04:37.800]  亦都蒙耶和華神拯救他們
[00:04:37.800 --> 00:04:41.080]  以致他們能夠得著拯救和祝福
[00:04:41.080 --> 00:04:46.000]  這是當時以色列人吃逾越節晚餐
[00:04:46.000 --> 00:04:48.960]  一個很重大的意義
[00:04:48.960 --> 00:04:51.440]  所以我們回到當時的環境
[00:04:51.440 --> 00:04:54.000]  耶穌和一群門徒吃這個晚餐
[00:04:54.000 --> 00:04:55.520]  這個晚餐逾越節晚餐
[00:04:55.520 --> 00:04:58.680]  亦都是他們司徒最後的一餐
[00:04:58.680 --> 00:05:01.080]  所以我們叫最後的晚餐
[00:05:01.080 --> 00:05:03.960]  耶穌在當中就地取材
[00:05:03.960 --> 00:05:06.000]  就用兩樣東西
[00:05:06.000 --> 00:05:07.520]  杯和餅
[00:05:07.520 --> 00:05:10.560]  祂抹餅和舉杯
[00:05:10.560 --> 00:05:15.400]  來將原本的參逾越節的意義
[00:05:15.400 --> 00:05:17.760]  昇華了
[00:05:17.760 --> 00:05:19.400]  為何這樣說呢
[00:05:19.400 --> 00:05:22.840]  因為耶穌基督祂自己就應驗了舊約
[00:05:22.840 --> 00:05:27.160]  舊約裏所講的寓表的羔羊
[00:05:27.160 --> 00:05:28.720]  這個餅
[00:05:28.720 --> 00:05:31.840]  就是代表耶穌基督的身體
[00:05:31.840 --> 00:05:35.520]  是為世人而捨去的
[00:05:35.520 --> 00:05:37.640]  釘在十字架上受死
[00:05:37.640 --> 00:05:42.640]  而是要來完成救恩
[00:05:42.640 --> 00:05:47.240]  這杯酒是代表耶穌基督的寶血
[00:05:47.240 --> 00:05:50.760]  是為我們世界的人的罪而流出
[00:05:50.760 --> 00:05:53.920]  是要洗清我們的罪
[00:05:53.920 --> 00:05:56.800]  Amen
[00:05:56.800 --> 00:06:02.280]  今天我們很多人會慶祝生日
[00:06:02.280 --> 00:06:05.600]  生日的確是很開心
[00:06:05.600 --> 00:06:07.440]  是一個很重要的日子
[00:06:07.440 --> 00:06:08.400]  是的
[00:06:08.400 --> 00:06:11.880]  所以我們都很喜歡慶祝生日
[00:06:11.880 --> 00:06:13.680]  但是在十幾二十年前
[00:06:13.680 --> 00:06:16.280]  有人曾經和我分享過
[00:06:16.280 --> 00:06:17.720]  對於我們的生日
[00:06:17.720 --> 00:06:20.480]  有一個新一重的意義
[00:06:20.480 --> 00:06:21.960]  是什麼意義呢
[00:06:21.960 --> 00:06:24.120]  就是原來我們每一次生日
[00:06:24.120 --> 00:06:27.600]  我們是紀念生我們的爸爸媽媽
[00:06:27.600 --> 00:06:30.040]  媽媽十月懷胎
[00:06:30.040 --> 00:06:31.960]  忍受十級的痛楚
[00:06:31.960 --> 00:06:33.960]  生你出來
[00:06:33.960 --> 00:06:37.600]  爸爸和媽媽這麼多年一起
[00:06:37.600 --> 00:06:39.400]  含辛茹苦地養大我們
[00:06:39.400 --> 00:06:41.280]  教養我們
[00:06:41.280 --> 00:06:43.440]  所以我們是不是生日更加要
[00:06:43.440 --> 00:06:45.280]  去多謝我們的爸爸媽媽
[00:06:45.280 --> 00:06:47.360]  他們的養育之恩
[00:06:47.360 --> 00:06:51.520]  不單只是慶祝自己生日這麼大件事
[00:06:51.520 --> 00:06:52.920]  更加重要的是我們信了耶穌
[00:06:52.920 --> 00:06:55.240]  我們更加知道我們的生命
[00:06:55.240 --> 00:06:56.880]  都是神所賜予
[00:06:56.880 --> 00:06:59.760]  我們來這個世界不是偶然的
[00:06:59.760 --> 00:07:01.680]  是神所安排
[00:07:01.680 --> 00:07:04.480]  所以我們更加要多謝主
[00:07:04.480 --> 00:07:07.120]  所以今天我們領受聖餐
[00:07:07.120 --> 00:07:10.160]  不是一個例行的儀式
[00:07:10.160 --> 00:07:13.760]  也不單是說我們紀念主的死
[00:07:13.760 --> 00:07:16.040]  今天我們要領受聖餐
[00:07:16.040 --> 00:07:19.280]  更加重要深層的意義就是
[00:07:19.280 --> 00:07:23.320]  紀念主為我
[00:07:23.320 --> 00:07:26.080]  為我們每一個人
[00:07:26.080 --> 00:07:29.480]  去捨身請救
[00:07:29.480 --> 00:07:31.640]  我們每一次領受聖餐
[00:07:31.640 --> 00:07:35.080]  就是多謝主要請救我們
[00:07:35.080 --> 00:07:36.960]  這樣愛我們
[00:07:36.960 --> 00:07:39.040]  紀念我
[00:07:39.040 --> 00:07:41.080]  所以第二件事
[00:07:41.080 --> 00:07:43.240]  我們說主耶穌
[00:07:43.240 --> 00:07:45.320]  要我們日後都是這樣行
[00:07:45.320 --> 00:07:48.000]  是要紀念我們
[00:07:48.000 --> 00:07:49.840]  怎樣紀念?
[00:07:49.840 --> 00:07:52.920]  為什麼耶穌要這樣說?
[00:07:52.920 --> 00:07:55.240]  耶穌和門徒說
[00:07:55.240 --> 00:07:58.880]  以後你們每逢吃這個餅
[00:07:58.880 --> 00:08:00.520]  喝這個杯
[00:08:00.520 --> 00:08:02.520]  就要好像耶穌這個時間
[00:08:02.520 --> 00:08:04.760]  最後晚餐這樣去行
[00:08:04.760 --> 00:08:08.760]  為的是要紀念我
[00:08:08.760 --> 00:08:12.920]  剛才說我們這個紀念不是例行公事
[00:08:12.920 --> 00:08:15.560]  我們教會訂了一個月
[00:08:15.560 --> 00:08:19.200]  會去領一次的聖餐
[00:08:19.200 --> 00:08:22.440]  為什麼要一個月一次呢?
[00:08:22.440 --> 00:08:23.680]  其實聖經裡面沒有說
[00:08:23.680 --> 00:08:26.400]  月月之晚餐一年吃一次
[00:08:26.400 --> 00:08:29.040]  但是我們教會又訂了一個月一次
[00:08:29.040 --> 00:08:32.560]  甚至有些教會很著重聖餐
[00:08:32.560 --> 00:08:37.640]  他們每個星期都會有一個抹餅的時間
[00:08:37.640 --> 00:08:41.240]  為什麼我們要這樣做?
[00:08:41.240 --> 00:08:44.840]  因為神想我們日後如此行的時候
[00:08:44.840 --> 00:08:46.320]  要這樣紀念祂
[00:08:46.320 --> 00:08:50.120]  要不斷重複提醒
[00:08:50.120 --> 00:08:51.520]  我上個星期
[00:08:51.520 --> 00:08:52.760]  星期日完了直播
[00:08:52.760 --> 00:08:53.880]  我就回家
[00:08:53.880 --> 00:08:55.680]  開車回家
[00:08:55.680 --> 00:08:57.480]  出去開車五分鐘之後
[00:08:57.480 --> 00:09:00.200]  我就突然間想
[00:09:00.200 --> 00:09:01.680]  剛才我離開教會的時候
[00:09:01.680 --> 00:09:04.080]  我最後一個離開
[00:09:04.080 --> 00:09:08.120]  我有沒有刪掉教會的大閘呢?
[00:09:08.120 --> 00:09:10.880]  有沒有刪掉呢?
[00:09:10.880 --> 00:09:12.880]  好像有,好像沒有
[00:09:12.880 --> 00:09:15.280]  不太記得
[00:09:15.280 --> 00:09:17.480]  都是有些心怯怯
[00:09:17.480 --> 00:09:20.240]  都是回頭安心看看
[00:09:20.240 --> 00:09:25.120]  結果是有刪掉的
[00:09:25.120 --> 00:09:26.920]  但其實我不是第一次
[00:09:26.920 --> 00:09:28.480]  我有時真的忘記了刪掉
[00:09:28.480 --> 00:09:30.280]  回頭再刪掉
[00:09:30.280 --> 00:09:31.320]  我都是一個大頭蝦
[00:09:31.320 --> 00:09:35.240]  一個容易忘記的人
[00:09:35.240 --> 00:09:37.840]  忘記、善忘
[00:09:37.840 --> 00:09:39.120]  弟兄姊妹
[00:09:39.120 --> 00:09:42.680]  有時我們對神都好像很善忘
[00:09:42.680 --> 00:09:45.560]  紀念的相反就是忘記
[00:09:45.560 --> 00:09:47.760]  舊約提到忘記
[00:09:47.760 --> 00:09:50.920]  這個字有120次
[00:09:50.920 --> 00:09:51.840]  就好像以色列人
[00:09:51.840 --> 00:09:53.760]  我們經常看以色列人的歷史
[00:09:53.760 --> 00:09:55.240]  他們經常忘恩負義
[00:09:55.240 --> 00:09:58.040]  忘記了神對他們很好的時候
[00:09:58.040 --> 00:09:58.880]  他們很開心
[00:09:58.880 --> 00:10:00.160]  但是那段時間
[00:10:00.160 --> 00:10:01.360]  他們過安樂的日子
[00:10:01.360 --> 00:10:02.240]  就離開了神
[00:10:02.240 --> 00:10:05.040]  拜其他的偶像
[00:10:05.040 --> 00:10:07.240]  所以在舊約聖經
[00:10:07.240 --> 00:10:09.720]  神就不斷提醒他們
[00:10:09.720 --> 00:10:14.600]  紀念這個字出現了235次
[00:10:14.600 --> 00:10:19.560]  差不多是忘記的一個雙倍
[00:10:19.560 --> 00:10:22.160]  忘記
[00:10:22.160 --> 00:10:24.480]  為什麼我們忘記?
[00:10:24.480 --> 00:10:26.480]  沒有心肝
[00:10:26.480 --> 00:10:29.000]  因為我們不夠愛神
[00:10:29.000 --> 00:10:31.720]  我們人有時很軟弱
[00:10:31.720 --> 00:10:34.320]  自己不夠力去愛神
[00:10:34.320 --> 00:10:35.680]  相反
[00:10:35.680 --> 00:10:36.840]  不是我們多麼愛神
[00:10:36.840 --> 00:10:40.040]  而是神很愛我們
[00:10:40.040 --> 00:10:41.000]  唯有恩典
[00:10:41.000 --> 00:10:42.840]  我們才能夠發現
[00:10:42.840 --> 00:10:44.000]  是神先愛我們
[00:10:44.000 --> 00:10:45.640]  以至聖靈在我們心裡面
[00:10:45.640 --> 00:10:48.760]  幫助我們重燃這個愛火
[00:10:48.760 --> 00:10:50.560]  對神有這份力量
[00:10:50.560 --> 00:10:53.760]  再去回應神的愛
[00:10:53.760 --> 00:10:55.560]  有一次
[00:10:55.560 --> 00:10:56.800]  有弟兄姊妹來我家
[00:10:56.800 --> 00:10:59.560]  看到在我家大廳的桌子上
[00:10:59.560 --> 00:11:00.920]  我放了一些禮物
[00:11:00.920 --> 00:11:02.280]  其中一樣就是
[00:11:02.280 --> 00:11:04.880]  學清給我的一個禮物
[00:11:04.880 --> 00:11:08.240]  是一個可以敷腰的熱包
[00:11:08.240 --> 00:11:09.920]  她就問我
[00:11:09.920 --> 00:11:13.640]  牧師為什麼你放在這裡你不用?
[00:11:13.640 --> 00:11:14.880]  為什麼我不用?
[00:11:14.880 --> 00:11:19.360]  其實我是非常非常喜歡這份禮物
[00:11:19.360 --> 00:11:22.080]  只不過我更加喜歡她
[00:11:22.080 --> 00:11:23.920]  放在桌子上
[00:11:23.920 --> 00:11:25.400]  每一次
[00:11:25.400 --> 00:11:26.200]  我一經過
[00:11:26.200 --> 00:11:27.600]  我一見到那份禮物
[00:11:27.600 --> 00:11:29.800]  我就記得背後那份的愛
[00:11:29.800 --> 00:11:34.520]  讓我更加有力量去生活去服侍
[00:11:34.520 --> 00:11:37.320]  神也吃了聖餐
[00:11:37.320 --> 00:11:37.960]  很好
[00:11:37.960 --> 00:11:40.680]  現在我們平時可以有很多機會
[00:11:40.680 --> 00:11:43.160]  一起領聖餐
[00:11:43.160 --> 00:11:47.200]  聖餐就是提醒我們這群忘恩負義的人
[00:11:47.200 --> 00:11:49.600]  神從來沒有離開過我們
[00:11:49.600 --> 00:11:50.600]  祂的恩典
[00:11:50.600 --> 00:11:52.560]  祂的慈愛永遠都不離開
[00:11:52.560 --> 00:11:55.240]  無論這個世界怎樣的改變
[00:11:55.240 --> 00:11:55.800]  神的愛
[00:11:55.800 --> 00:11:56.360]  神的能力
[00:11:56.360 --> 00:11:57.080]  神的恩典
[00:11:57.080 --> 00:12:01.120]  都是在這裡提供給我們
[00:12:01.120 --> 00:12:03.440]  所以第三點
[00:12:03.440 --> 00:12:09.560]  我們怎樣去紀念神呢?
[00:12:09.560 --> 00:12:15.840]  我們怎樣去紀念神呢?
[00:12:15.840 --> 00:12:18.920]  在以賽亞書49章16節
[00:12:18.920 --> 00:12:22.760]  我最近看了這一節的經文靈修
[00:12:22.760 --> 00:12:23.920]  對我來說
[00:12:23.920 --> 00:12:26.880]  非常之大的震撼
[00:12:26.880 --> 00:12:27.600]  很厲害
[00:12:27.600 --> 00:12:29.600]  我們一起讀這一節的經文
[00:12:29.600 --> 00:12:32.400]  以賽亞書49章16節
[00:12:32.400 --> 00:12:37.240]  「看!我將你銘刻在我掌上
[00:12:37.240 --> 00:12:41.840]  你的長緩常在我眼前」
[00:12:41.840 --> 00:12:43.840]  這句經文是甚麼意思呢?
[00:12:43.840 --> 00:12:46.920]  原來在舊約聖經的年代
[00:12:46.920 --> 00:12:48.280]  那些奴隸
[00:12:48.280 --> 00:12:52.160]  他們的手上就會被
[00:12:52.160 --> 00:12:55.600]  勒住主人的名字在手上
[00:12:55.600 --> 00:12:59.040]  以致這個奴隸世世代代被人看到
[00:12:59.040 --> 00:13:02.520]  就知道他是屬於這個主人
[00:13:02.520 --> 00:13:06.080]  但是今天以賽亞書這段經文告訴我們
[00:13:06.080 --> 00:13:08.360]  今天反過來
[00:13:08.360 --> 00:13:13.800]  神是將我們的名刻在祂的手上
[00:13:13.800 --> 00:13:16.040]  嘩!真的不敢當
[00:13:16.040 --> 00:13:19.440]  好像反過來我們做主人神做我們奴隸
[00:13:19.440 --> 00:13:21.880]  但其實神很想告訴我們
[00:13:21.880 --> 00:13:25.440]  祂的心裡面時刻都有我們
[00:13:25.440 --> 00:13:27.640]  祂是屬於我們
[00:13:27.640 --> 00:13:30.800]  祂隨時樂意來幫助我們
[00:13:30.800 --> 00:13:32.000]  帶著我們
[00:13:32.000 --> 00:13:36.160]  將我們放在祂的心上
[00:13:36.160 --> 00:13:38.440]  我們可以怎樣紀念祂呢?
[00:13:38.440 --> 00:13:40.040]  反過來
[00:13:40.040 --> 00:13:45.040]  我們將神放在我們心上
[00:13:45.040 --> 00:13:48.400]  成為我們心上的人
[00:13:48.400 --> 00:13:50.800]  放神在我們心上
[00:13:50.800 --> 00:13:52.160]  時時刻刻
[00:13:52.160 --> 00:13:52.960]  你會知道的
[00:13:52.960 --> 00:13:54.440]  如果你喜歡哪一個人
[00:13:54.440 --> 00:13:55.760]  你很想和他一起的時候
[00:13:55.760 --> 00:13:58.200]  你會經常將他放在你的心裡面
[00:13:58.200 --> 00:14:01.840]  你做甚麼想甚麼都是以他為先
[00:14:01.840 --> 00:14:07.800]  放在我們的心裡面去紀念他
[00:14:07.800 --> 00:14:10.160]  不單止這樣
[00:14:10.160 --> 00:14:11.520]  紀念
[00:14:11.520 --> 00:14:14.760]  我想起有一對年輕的夫婦
[00:14:14.760 --> 00:14:16.240]  其實這對年輕的夫婦
[00:14:16.240 --> 00:14:17.800]  在他們讀中學的時候
[00:14:17.800 --> 00:14:19.160]  我已經認識他們了
[00:14:19.160 --> 00:14:22.520]  那時候他們是很小的時候在讀書
[00:14:22.520 --> 00:14:24.240]  然後拍拖
[00:14:24.240 --> 00:14:26.600]  到他們大學結婚
[00:14:26.600 --> 00:14:27.280]  我很感恩
[00:14:27.280 --> 00:14:28.760]  雖然現在他們在香港
[00:14:28.760 --> 00:14:33.040]  我在帕斯不是經常有機會見到面或者聯絡
[00:14:33.040 --> 00:14:36.600]  但我們的關係從來都沒有斷絕過
[00:14:36.600 --> 00:14:37.560]  我會關心他們
[00:14:37.560 --> 00:14:38.760]  他們也會關心我
[00:14:38.760 --> 00:14:41.280]  他們結婚也會特意邀請我回香港
[00:14:41.280 --> 00:14:43.120]  參與他們的婚禮
[00:14:43.120 --> 00:14:44.800]  在我過往一年裡
[00:14:44.800 --> 00:14:47.240]  我的家庭遇到很多的困難
[00:14:47.240 --> 00:14:48.120]  挑戰
[00:14:48.120 --> 00:14:49.320]  不開心
[00:14:49.320 --> 00:14:51.040]  他們會來支持我
[00:14:51.040 --> 00:14:52.200]  關心我
[00:14:52.200 --> 00:14:54.920]  陪伴我
[00:14:54.920 --> 00:14:56.920]  甚至他們之前
[00:14:56.920 --> 00:14:58.640]  幾個月前他們有了嬰兒
[00:14:58.640 --> 00:14:59.800]  剛剛有了嬰兒
[00:14:59.800 --> 00:15:01.760]  就很快地通知我
[00:15:01.760 --> 00:15:04.680]  讓我能夠和他們一起開心快樂
[00:15:04.680 --> 00:15:10.320]  更加甚至他們邀請我和他們一起為嬰兒想一個名字
[00:15:10.320 --> 00:15:13.160]  這些都是他們將我放在心裡面
[00:15:13.160 --> 00:15:16.440]  將我放在他們屬於他們家人的名單當中
[00:15:16.440 --> 00:15:19.080]  很多東西都是與我一份
[00:15:19.080 --> 00:15:20.560]  一起分享
[00:15:20.560 --> 00:15:21.480]  一起分擔
[00:15:21.480 --> 00:15:23.520]  一起同行
[00:15:23.520 --> 00:15:25.760]  與他一份
[00:15:25.760 --> 00:15:26.360]  弟兄姊妹
[00:15:26.360 --> 00:15:30.000]  今天我們不單將神放在心裡面
[00:15:30.000 --> 00:15:32.120]  時刻想念祂
[00:15:32.120 --> 00:15:35.480]  更加就是我們願不願意在我們生命當中
[00:15:35.480 --> 00:15:37.720]  與祂一份呢
[00:15:37.720 --> 00:15:40.120]  我們說紀念神 紀念神
[00:15:40.120 --> 00:15:41.720]  不單只是記在這裡
[00:15:41.720 --> 00:15:44.200]  而是有實際的行動
[00:15:44.200 --> 00:15:46.200]  我們開心會和神
[00:15:46.200 --> 00:15:48.760]  開心的分享
[00:15:48.760 --> 00:15:49.680]  我們會有重擔
[00:15:49.680 --> 00:15:53.160]  我會請神和我們一起分擔我們的重擔
[00:15:53.160 --> 00:15:55.440]  同時我們也見到神在這個世界上
[00:15:55.440 --> 00:15:57.240]  祂在做很多的事
[00:15:57.240 --> 00:15:58.680]  祂要拯救不同的人
[00:15:58.680 --> 00:16:00.400]  將神的愛帶到不同的人
[00:16:00.400 --> 00:16:02.320]  不同的家庭當中
[00:16:02.320 --> 00:16:04.080]  你願不願意
[00:16:04.080 --> 00:16:06.360]  都將神這個使命
[00:16:06.360 --> 00:16:10.840]  成為你人生的使命呢
[00:16:10.840 --> 00:16:14.480]  紀念神
[00:16:14.480 --> 00:16:17.120]  與神一份
[00:16:17.120 --> 00:16:19.400]  不單只是在聖餐上
[00:16:19.400 --> 00:16:21.800]  我們記得每一次吃聖餐
[00:16:21.800 --> 00:16:25.320]  我們記得神在十字架上拯救的大恩
[00:16:25.320 --> 00:16:28.600]  也不是紀念神只是星期天回來教會
[00:16:28.600 --> 00:16:30.520]  唱詩歌服侍
[00:16:30.520 --> 00:16:32.360]  才是紀念神
[00:16:32.360 --> 00:16:33.040]  弟兄姊妹
[00:16:33.040 --> 00:16:35.520]  現在你們在家裡
[00:16:35.520 --> 00:16:37.200]  我可以告訴你們
[00:16:37.200 --> 00:16:38.960]  你們掃地
[00:16:38.960 --> 00:16:42.360]  都可以紀念神
[00:16:42.360 --> 00:16:43.440]  當你們掃地的時候
[00:16:43.440 --> 00:16:44.400]  我就會這樣做
[00:16:44.400 --> 00:16:45.360]  看看你們
[00:16:45.360 --> 00:16:47.360]  我掃地的時候我會祈禱
[00:16:47.360 --> 00:16:49.600]  不單只是掃乾淨地上
[00:16:49.600 --> 00:16:51.200]  求神你也來幫助我
[00:16:51.200 --> 00:16:54.520]  掃清我內心裡面的污穢
[00:16:54.520 --> 00:16:56.400]  煮飯
[00:16:56.400 --> 00:16:59.000]  你會很努力去預備一餐飯
[00:16:59.000 --> 00:17:00.080]  但同樣在這裡煮飯
[00:17:00.080 --> 00:17:01.840]  你有沒有為著你的食材
[00:17:01.840 --> 00:17:05.920]  有好的供應而感謝神呢?
[00:17:05.920 --> 00:17:07.680]  讀書的弟兄姊妹
[00:17:07.680 --> 00:17:10.440]  我知道你們現在都很辛苦
[00:17:10.440 --> 00:17:12.200]  很多時候你們上網
[00:17:12.200 --> 00:17:13.600]  都要對著網
[00:17:13.600 --> 00:17:16.440]  上網上課
[00:17:16.440 --> 00:17:17.520]  交功課
[00:17:17.520 --> 00:17:18.760]  考試
[00:17:18.760 --> 00:17:23.240]  原來比之前還要大壓力
[00:17:23.240 --> 00:17:25.760]  你們有沒有每一次上課
[00:17:25.760 --> 00:17:27.200]  做功課
[00:17:27.200 --> 00:17:28.640]  考試
[00:17:28.640 --> 00:17:31.080]  你都把整個過程交託給神
[00:17:31.080 --> 00:17:33.280]  也好好做好這件事
[00:17:33.280 --> 00:17:35.480]  成為一個獻祭
[00:17:35.480 --> 00:17:36.760]  獻給神
[00:17:36.760 --> 00:17:38.600]  工作的弟兄姊妹
[00:17:38.600 --> 00:17:40.880]  你有沒有視乎你的工作
[00:17:40.880 --> 00:17:42.720]  做好你的工作
[00:17:42.720 --> 00:17:43.920]  做好你的本分
[00:17:43.920 --> 00:17:46.480]  就是榮耀神呢?
[00:17:46.480 --> 00:17:48.600]  甚至我們日常生活裡面
[00:17:48.600 --> 00:17:49.400]  我們紀念神
[00:17:49.400 --> 00:17:50.280]  我們會問
[00:17:50.280 --> 00:17:51.520]  耶穌啊
[00:17:51.520 --> 00:17:52.160]  如果是你
[00:17:52.160 --> 00:17:55.360]  你現在像我這樣面對這個環境
[00:17:55.360 --> 00:17:58.240]  你會怎樣做啊?
[00:17:58.240 --> 00:18:00.400]  七天二十四小時
[00:18:00.400 --> 00:18:03.800]  我們將神放在自己心裡面
[00:18:03.800 --> 00:18:05.240]  什麼事情
[00:18:05.240 --> 00:18:07.120]  我們都預備一份
[00:18:07.120 --> 00:18:10.640]  盡力做好討神喜悅的事
[00:18:10.640 --> 00:18:14.240]  這個就是真正的紀念神
[00:18:14.240 --> 00:18:15.480]  所以弟兄姊妹
[00:18:15.480 --> 00:18:16.600]  我鼓勵你們
[00:18:16.600 --> 00:18:18.440]  每一次當你們要領受聖餐
[00:18:18.440 --> 00:18:20.520]  要紀念神的時候
[00:18:20.520 --> 00:18:22.040]  不單止只是用腦
[00:18:22.040 --> 00:18:23.240]  用心
