
[00:00:00.000 --> 00:00:04.000]  首先祝各位弟兄姊妹新年蒙福
[00:03:31.000 --> 00:03:33.000]  在這些節期裏面
[00:03:33.000 --> 00:03:35.000]  有一些的月全食
[00:03:35.000 --> 00:03:37.000]  是發生了一些大事
[00:03:37.000 --> 00:03:40.000]  而他又引用到舊約新約聖經
[00:03:40.000 --> 00:03:44.000]  講到月亮變血紅一樣
[00:03:44.000 --> 00:03:47.000]  都是末世的徵兆之一
[00:03:47.000 --> 00:03:51.000]  究竟主要什麼時候回來我們不知道
[00:03:51.000 --> 00:03:53.000]  不過很多的徵兆
[00:03:53.000 --> 00:03:56.000]  每年有新的提醒我們
[00:03:56.000 --> 00:04:00.000]  就是我們要隨時準備好
[00:04:00.000 --> 00:04:04.000]  今年三月我從一些雜誌預告
[00:04:04.000 --> 00:04:08.000]  將會有一部最新的挪亞方舟電影
[00:04:08.000 --> 00:04:11.000]  主演的主角就是做
[00:04:11.000 --> 00:04:16.000]  什麼帝國驕虹的澳洲男明星
[00:04:16.000 --> 00:04:20.000]  究竟這個挪亞方舟是怎麼做的我不知道
[00:04:20.000 --> 00:04:21.000]  不過就是說
[00:04:21.000 --> 00:04:24.000]  好像在一個挪亞的時代一樣
[00:04:24.000 --> 00:04:28.000]  很多人去想到危機和出路
[00:04:28.000 --> 00:04:30.000]  這麼古老一個聖經的話題
[00:04:30.000 --> 00:04:33.000]  在今天科技昌明的社會裏面
[00:04:33.000 --> 00:04:37.000]  仍然不斷重複被重述
[00:04:37.000 --> 00:04:40.000]  有一部分的基督教的報刊
[00:04:40.000 --> 00:04:46.000]  也都講到今年是亞洲進入震動之年
[00:04:46.000 --> 00:04:50.000]  列出很多亞洲地域性的危機
[00:04:50.000 --> 00:04:55.000]  但他也都指出很多屬靈上復興的現象
[00:04:55.000 --> 00:04:58.000]  他說中日韓之間的關係很糟糕
[00:04:58.000 --> 00:05:02.000]  但是中日韓的基督徒卻聯手
[00:05:02.000 --> 00:05:05.000]  來為他們的國家禱告
[00:05:05.000 --> 00:05:08.000]  中東以色列很大的問題
[00:05:08.000 --> 00:05:10.000]  很多的危機
[00:05:10.000 --> 00:05:12.000]  特別伊朗和西方建交
[00:05:12.000 --> 00:05:14.000]  以色列再次孤立
[00:05:14.000 --> 00:05:18.000]  但是以色列的Messianic Jews
[00:05:18.000 --> 00:05:22.000]  就是相信耶穌是猶太人的運動
[00:05:22.000 --> 00:05:24.000]  越來越蓬勃
[00:05:24.000 --> 00:05:29.000]  甚至社會都要討論肯定他們的地位
[00:05:29.000 --> 00:05:31.000]  在馬來亞這個回教國家裏面
[00:05:31.000 --> 00:05:34.000]  我看雜誌報刊
[00:05:34.000 --> 00:05:36.000]  無論中英文的報道
[00:05:36.000 --> 00:05:38.000]  都討論一個話題
[00:05:38.000 --> 00:05:40.000]  就是在他們的最高法院
[00:05:40.000 --> 00:05:43.000]  就有一些基督徒打官司輸了
[00:05:43.000 --> 00:05:45.000]  輸了一個什麼官司呢
[00:05:45.000 --> 00:05:47.000]  就是聖經
[00:05:47.000 --> 00:05:49.000]  英文聖經
[00:05:49.000 --> 00:05:52.000]  God這個字眼
[00:05:52.000 --> 00:05:56.000]  可不可以翻譯做ALLAR
[00:05:56.000 --> 00:05:59.000]  就是可蘭經裏面所講的阿拉
[00:05:59.000 --> 00:06:03.000]  官司輸了輿論卻贏了
[00:06:03.000 --> 00:06:05.000]  打官司之後
[00:06:05.000 --> 00:06:08.000]  馬來西亞那些回教的宗教局
[00:06:08.000 --> 00:06:14.000]  吩咐警察去抓了聖經公會的主席
[00:06:14.000 --> 00:06:16.000]  充公了他一批聖經
[00:06:16.000 --> 00:06:18.000]  引起媒體
[00:06:18.000 --> 00:06:20.000]  那些華人議員
[00:06:20.000 --> 00:06:24.000]  和這些馬來人的議員
[00:06:24.000 --> 00:06:27.000]  包括以前的首相馬哈蒂爾
[00:06:27.000 --> 00:06:29.000]  都出來發言
[00:06:29.000 --> 00:06:34.000]  要維護雖然是回教國家裏面
[00:06:34.000 --> 00:06:37.000]  一種宗教言論上的自由
[00:06:37.000 --> 00:06:40.000]  甚至有些NGO
[00:06:40.000 --> 00:06:44.000]  即是說慈善團體
[00:06:44.000 --> 00:06:46.000]  他們在禮拜日
[00:06:46.000 --> 00:06:48.000]  守冤守衛
[00:06:48.000 --> 00:06:50.000]  包圍著那間教堂
[00:06:50.000 --> 00:06:51.000]  保護這些教堂
[00:06:51.000 --> 00:06:53.000]  不受一些回教徒衝擊
[00:06:53.000 --> 00:06:57.000]  我覺得這是宣教上的一個里程碑
[00:06:57.000 --> 00:06:59.000]  今天宣教
[00:06:59.000 --> 00:07:01.000]  如果你說福音要傳遍天下
[00:07:01.000 --> 00:07:04.000]  耶穌才來到
[00:07:04.000 --> 00:07:07.000]  最後這個關卡不是共產主義
[00:07:07.000 --> 00:07:12.000]  最後這個關卡是穆斯林和猶太人
[00:07:12.000 --> 00:07:14.000]  這兩個關卡不容易
[00:07:14.000 --> 00:07:17.000]  但卻是和基督教很近
[00:07:17.000 --> 00:07:19.000]  一個還在等尼塞亞
[00:07:19.000 --> 00:07:23.000]  一個就認為耶穌是先知之一
[00:07:23.000 --> 00:07:26.000]  假如穆斯林和猶太人
[00:07:26.000 --> 00:07:28.000]  都能夠認識主
[00:07:28.000 --> 00:07:32.000]  福音就真正傳遍天下
[00:07:32.000 --> 00:07:34.000]  所以我們看見
[00:07:34.000 --> 00:07:37.000]  每一年都有很多新的東西
[00:07:37.000 --> 00:07:42.000]  昨晚我在翻閱最新一期的時代雜誌
[00:07:42.000 --> 00:07:45.000]  封面是講2014年
[00:07:45.000 --> 00:07:48.000]  講到2014年有很多新的東西
[00:07:48.000 --> 00:07:51.000]  他說我們不需要有電腦
[00:07:51.000 --> 00:07:54.000]  因為袋裏面已經有一部電腦
[00:07:54.000 --> 00:07:59.000]  你還需要那些desktop、laptop
[00:07:59.000 --> 00:08:03.000]  那些portable已經有電腦
[00:08:03.000 --> 00:08:07.000]  家裏甚至有些人都不要用固網電話
[00:08:07.000 --> 00:08:09.000]  難道你揹著電話到處走
[00:08:09.000 --> 00:08:11.000]  你真的揹著一個這樣的電話
[00:08:11.000 --> 00:08:13.000]  手提電腦到處走
[00:08:13.000 --> 00:08:16.000]  Google將來有一種眼鏡
[00:08:16.000 --> 00:08:20.000]  就好像Tom Cruise的Mission Impossible
[00:08:20.000 --> 00:08:22.000]  戴著眼鏡其實一看到你的樣子
[00:08:22.000 --> 00:08:24.000]  就知道你的數據
[00:08:24.000 --> 00:08:26.000]  你是中學籍男子多少歲
[00:08:26.000 --> 00:08:28.000]  什麼什麼都出來了
[00:08:28.000 --> 00:08:29.000]  看一看這邊
[00:08:29.000 --> 00:08:31.000]  誰沒有回主任崇拜多少次
[00:08:31.000 --> 00:08:34.000]  看一看那個就沒有回任務區
[00:08:34.000 --> 00:08:37.000]  這個Google眼鏡很厲害
[00:08:37.000 --> 00:08:41.000]  將來是一個科技上有很多突破
[00:08:41.000 --> 00:08:43.000]  改變了我們人類生活
[00:08:43.000 --> 00:08:46.000]  教會今年很特別
[00:08:46.000 --> 00:08:48.000]  是因為30週年
[00:08:48.000 --> 00:08:52.000]  30週年除了說是三十二立之外
[00:08:52.000 --> 00:08:55.000]  其實有很多方面我們都要建立
[00:08:55.000 --> 00:08:57.000]  不過回顧過往
[00:08:57.000 --> 00:09:00.000]  我們有很多數算因典的時刻
[00:09:00.000 --> 00:09:04.000]  廣福堂最初沒有自己的堂址
[00:09:04.000 --> 00:09:07.000]  朝皇晚餐在酒店聚會
[00:09:07.000 --> 00:09:09.000]  今天我們在這個地方
[00:09:09.000 --> 00:09:13.000]  擁有市值一個相當高昂
[00:09:13.000 --> 00:09:16.000]  是很多億的一個物業
[00:09:16.000 --> 00:09:18.000]  早一輪有人
[00:09:18.000 --> 00:09:21.000]  地產經紀Fax來說三樓要出售
[00:09:21.000 --> 00:09:23.000]  三樓比我們二樓還小
[00:09:23.000 --> 00:09:25.000]  二樓是這裡一半
[00:09:25.000 --> 00:09:28.000]  2.7億開價
[00:09:28.000 --> 00:09:31.000]  你想想我們那時候三千多元一呎
[00:09:31.000 --> 00:09:32.000]  買到這個地方
[00:09:32.000 --> 00:09:34.000]  是增值多少倍呢
[00:09:34.000 --> 00:09:36.000]  千載難逢
[00:09:36.000 --> 00:09:40.000]  不可一喻的一個上帝因典時刻
[00:09:40.000 --> 00:09:42.000]  我們過往200人
[00:09:42.000 --> 00:09:45.000]  今天增長到千百人
[00:09:45.000 --> 00:09:47.000]  我們過往只有三個同工
[00:09:47.000 --> 00:09:50.000]  現在二十幾個同工
[00:09:50.000 --> 00:09:54.000]  神多給誰就要向誰多取
[00:09:54.000 --> 00:09:57.000]  所以今天我們領受的因典祝福
[00:09:57.000 --> 00:09:59.000]  是要叫我們去祝福別人
[00:09:59.000 --> 00:10:02.000]  祝福香港回歸神的國
[00:10:02.000 --> 00:10:06.000]  無論你是已經加入廣福堂沒有
[00:10:06.000 --> 00:10:08.000]  你坐在這裡崇拜
[00:10:08.000 --> 00:10:10.000]  我們就當你是廣福堂
[00:10:10.000 --> 00:10:13.000]  這個屬靈的家的一份子
[00:10:13.000 --> 00:10:15.000]  一粒粒人是我們今年
[00:10:15.000 --> 00:10:18.000]  去規劃我們人生的方向
[00:10:18.000 --> 00:10:21.000]  以及去追求的方向
[00:10:21.000 --> 00:10:24.000]  祝福香港是我們今年
[00:10:24.000 --> 00:10:27.000]  去嘗試將我們自己
[00:10:27.000 --> 00:10:31.000]  用現在的術語叫豁開去
[00:10:31.000 --> 00:10:33.000]  有人告訴我聽廣東話
[00:10:33.000 --> 00:10:34.000]  我說不是廣東話
[00:10:34.000 --> 00:10:36.000]  是國語翻過來
[00:10:36.000 --> 00:10:37.000]  豁出去
[00:10:37.000 --> 00:10:41.000]  就是說你毫無保留地奮身下去
[00:10:41.000 --> 00:10:43.000]  有些人用廣東話說
[00:10:43.000 --> 00:10:45.000]  怪怪的豁出去
[00:10:45.000 --> 00:10:48.000]  我說很明顯是國內的語言
[00:10:48.000 --> 00:10:50.000]  現在拿回來做廣東話
[00:10:50.000 --> 00:10:52.000]  我們怎樣可以
[00:10:52.000 --> 00:10:54.000]  將我們領受的東西
[00:10:54.000 --> 00:10:57.000]  通過在教會的服侍
[00:10:57.000 --> 00:10:58.000]  與人分享
[00:10:58.000 --> 00:10:59.000]  祝福香港
[00:10:59.000 --> 00:11:01.000]  也是我們人生
[00:11:01.000 --> 00:11:03.000]  以及我們作為一個教徒
[00:11:03.000 --> 00:11:05.000]  一個很特別的規劃
[00:11:05.000 --> 00:11:07.000]  今年一月一日
[00:11:07.000 --> 00:11:10.000]  我們在廣福堂三十年來
[00:11:10.000 --> 00:11:12.000]  有一個元旦
[00:11:12.000 --> 00:11:15.000]  歲守的守望祈禱會
[00:11:15.000 --> 00:11:16.000]  相當難得
[00:11:16.000 --> 00:11:18.000]  有接近二百人
[00:11:18.000 --> 00:11:20.000]  然後元祖下去四季城
[00:11:20.000 --> 00:11:22.000]  都有七十幾人
[00:11:22.000 --> 00:11:24.000]  我相信這個是
[00:11:24.000 --> 00:11:26.000]  我們開始一個新傳統
[00:11:26.000 --> 00:11:28.000]  每年都可以有
[00:11:28.000 --> 00:11:30.000]  有時候是要時機
[00:11:30.000 --> 00:11:31.000]  我記得七八年前
[00:11:31.000 --> 00:11:33.000]  我都發起過一個
[00:11:33.000 --> 00:11:35.000]  參加人有三個
[00:11:35.000 --> 00:11:37.000]  我和師母
[00:11:37.000 --> 00:11:38.000]  再加成年區
[00:11:38.000 --> 00:11:40.000]  另外一位姊妹
[00:11:40.000 --> 00:11:41.000]  她剛剛來
[00:11:41.000 --> 00:11:42.000]  聽不清楚
[00:11:42.000 --> 00:11:44.000]  以為必須要參加
[00:11:44.000 --> 00:11:47.000]  廣福堂來得久那些
[00:11:47.000 --> 00:11:50.000]  就很會拐彎抹角
[00:11:50.000 --> 00:11:51.000]  剛剛來那些
[00:11:51.000 --> 00:11:53.000]  就什麼聚會都參加
[00:11:53.000 --> 00:11:55.000]  其實這樣是對的
[00:11:55.000 --> 00:11:57.000]  不要慢慢冷淡
[00:11:57.000 --> 00:11:59.000]  變成老油條
[00:11:59.000 --> 00:12:03.000]  我們今年的祈禱會裏面
[00:12:03.000 --> 00:12:04.000]  很特別
[00:12:04.000 --> 00:12:05.000]  很豐富
[00:12:05.000 --> 00:12:08.000]  有時間囊的蛋
[00:12:08.000 --> 00:12:10.000]  每個人都寫下一些東西
[00:12:10.000 --> 00:12:12.000]  希望將來打開
[00:12:12.000 --> 00:12:13.000]  我們看看
[00:12:13.000 --> 00:12:16.000]  我們的蛋能不能孵出來
[00:12:16.000 --> 00:12:19.000]  能不能夠開發結果
[00:12:19.000 --> 00:12:21.000]  那天我在講
[00:12:21.000 --> 00:12:24.000]  要將擺時間蛋的門
[00:12:24.000 --> 00:12:26.000]  關鎖時
[00:12:26.000 --> 00:12:28.000]  我的小孫女一歲左右
[00:12:28.000 --> 00:12:30.000]  就在椅子搖搖走出來
[00:12:30.000 --> 00:12:31.000]  一起
[00:12:31.000 --> 00:12:33.000]  我的大孫三歲
[00:12:33.000 --> 00:12:35.000]  回去就有一樣東西說
[00:12:35.000 --> 00:12:36.000]  公共廣道
[00:12:36.000 --> 00:12:38.000]  妹妹生蛋
[00:12:38.000 --> 00:12:40.000]  妹妹做什麼生蛋呢
[00:12:40.000 --> 00:12:42.000]  她原來很簡化
[00:12:42.000 --> 00:12:44.000]  生蛋那隻門
[00:12:44.000 --> 00:12:46.000]  就叫做生蛋
[00:12:46.000 --> 00:12:47.000]  所以呢
[00:12:47.000 --> 00:12:51.000]  妹妹就變做生蛋了
[00:12:51.000 --> 00:12:53.000]  我們那些經歷
[00:12:53.000 --> 00:12:57.000]  可以今年12月31號
[00:12:57.000 --> 00:13:00.000]  今年的瑞曼感恩聚會
[00:13:00.000 --> 00:13:02.000]  我們來數算
[00:13:02.000 --> 00:13:04.000]  通過我們去參與
[00:13:04.000 --> 00:13:07.000]  我們人生有什麼豐富的經歷得著呢
[00:13:07.000 --> 00:13:10.000]  在教會有沒有什麼豐富的得著呢
[00:13:10.000 --> 00:13:13.000]  那「幾粒粒人」這個題目
[00:13:13.000 --> 00:13:14.000]  提醒我們
[00:13:14.000 --> 00:13:16.000]  要以讀經祈禱
[00:13:16.000 --> 00:13:18.000]  來建立自己
[00:13:18.000 --> 00:13:19.000]  你不建立自己
[00:13:19.000 --> 00:13:21.000]  你沒辦法去幫別人
[00:13:21.000 --> 00:13:23.000]  沒辦法去祝福香港
[00:13:23.000 --> 00:13:25.000]  坐飛機的時候
[00:13:25.000 --> 00:13:28.000]  大部分人現在都不注意
[00:13:28.000 --> 00:13:29.000]  那些空中小姐
[00:13:29.000 --> 00:13:33.000]  是怎樣去示範穿救生衣
[00:13:33.000 --> 00:13:35.000]  逃生指引那些東西
[00:13:35.000 --> 00:13:36.000]  個個在那裡
[00:13:36.000 --> 00:13:40.000]  馬上看看那個電影頻道穿不穿
[00:13:40.000 --> 00:13:42.000]  有沒有什麼雜誌或者怎麼樣
[00:13:42.000 --> 00:13:43.000]  但是呢
[00:13:43.000 --> 00:13:45.000]  有一樣東西呢
[00:13:45.000 --> 00:13:47.000]  是和我們平時坐車不同
[00:13:47.000 --> 00:13:49.000]  當氧氣不夠
[00:13:49.000 --> 00:13:52.000]  那些氧氣炸了掉下來的時候
[00:13:52.000 --> 00:13:54.000]  你是不是扶老攜幼
[00:13:54.000 --> 00:13:55.000]  吸一個在長者那裡
[00:13:55.000 --> 00:13:57.000]  吸一個在小朋友那裡
[00:13:57.000 --> 00:13:59.000]  不是喔
[00:13:59.000 --> 00:14:01.000]  先是自己先吸
[00:14:01.000 --> 00:14:03.000]  為什麼不像巴士那樣
[00:14:03.000 --> 00:14:04.000]  有傷殘座位
[00:14:04.000 --> 00:14:06.000]  有老人家座位呢
[00:14:06.000 --> 00:14:07.000]  目的就是說
[00:14:07.000 --> 00:14:08.000]  在這麼緊急的時候
[00:14:08.000 --> 00:14:10.000]  你要救了你自己
[00:14:10.000 --> 00:14:12.000]  你才能夠保證
[00:14:12.000 --> 00:14:14.000]  你在安全的情況下
[00:14:14.000 --> 00:14:16.000]  有餘力去幫助別人
[00:14:16.000 --> 00:14:18.000]  我覺得這個道理
[00:14:18.000 --> 00:14:21.000]  很能夠說明「幾粒」
[00:14:21.000 --> 00:14:23.000]  然後才能夠「粒人」
[00:14:23.000 --> 00:14:25.000]  你自己都一塌糊塗
[00:14:25.000 --> 00:14:27.000]  你自己在生命信仰上
[00:14:27.000 --> 00:14:31.000]  都好像繞成一條線那樣
[00:14:31.000 --> 00:14:33.000]  你怎麼去幫助別人的婚姻
[00:14:33.000 --> 00:14:36.000]  你怎麼去幫助別人處理情緒
[00:14:36.000 --> 00:14:38.000]  怎麼去幫助別人處理親子
[00:14:38.000 --> 00:14:41.000]  怎麼去幫助別人建立與神的關係呢
[00:14:41.000 --> 00:14:43.000]  必須要「幾粒」
[00:14:43.000 --> 00:14:44.000]  然後「粒人」
[00:14:44.000 --> 00:14:47.000]  你才能夠通過教會
[00:14:47.000 --> 00:14:49.000]  無論社會、傳道部、牧區
[00:14:49.000 --> 00:14:51.000]  去祝福別人
[00:14:51.000 --> 00:14:57.000]  今天我選擇尤大叔作為一年開始的勸勉
[00:14:57.000 --> 00:15:01.000]  是因為我看到有一間神學院的院訓
[00:15:01.000 --> 00:15:04.000]  它的文言文的版本
[00:15:04.000 --> 00:15:05.000]  是這麼說的
[00:15:05.000 --> 00:15:12.000]  「與當以所信至聖之真道自見」
[00:15:12.000 --> 00:15:14.000]  這間是見道神學院
[00:15:14.000 --> 00:15:19.000]  所以它「見道」就是在至聖的真道上「自見」
[00:15:19.000 --> 00:15:22.000]  「自見」就是說你都要出力
[00:15:22.000 --> 00:15:27.000]  你不要靠別人在栽種腰冠、林花、林水
[00:15:27.000 --> 00:15:29.000]  靠上帝的日光照你
[00:15:29.000 --> 00:15:31.000]  你都要走第一里路
[00:15:31.000 --> 00:15:33.000]  你都要出力
[00:15:33.000 --> 00:15:36.000]  天助自助者
[00:15:36.000 --> 00:15:37.000]  是不是這樣
[00:15:37.000 --> 00:15:41.000]  上帝都要幫一些肯去幫自己
[00:15:41.000 --> 00:15:43.000]  願意接受上帝幫
[00:15:43.000 --> 00:15:45.000]  和願意接受別人幫的
[00:15:45.000 --> 00:15:49.000]  數靈上的生命追求也都是一樣
[00:15:49.000 --> 00:15:53.000]  所以我看見尤大叔這本書雖然很短
[00:15:53.000 --> 00:15:55.000]  只有二十五節
[00:15:55.000 --> 00:15:57.000]  是聖經五卷
[00:15:57.000 --> 00:16:03.000]  只有一章的書卷裏面節數最長
[00:16:03.000 --> 00:16:06.000]  節數最短就是約翰爾三書
[00:16:06.000 --> 00:16:08.000]  只有十三節
[00:16:08.000 --> 00:16:12.000]  其實都很難說哪個長哪個短
[00:16:12.000 --> 00:16:14.000]  可能那節就只有一個字
[00:16:14.000 --> 00:16:16.000]  另外一節就十幾二十個字
[00:16:16.000 --> 00:16:21.000]  你比較起來要看原文的字母數目
[00:16:21.000 --> 00:16:25.000]  才能夠斷定到真正哪個長哪個短
[00:16:25.000 --> 00:16:26.000]  它雖然短
[00:16:26.000 --> 00:16:31.000]  但是它的信息是非常之簡潔鮮明
[00:16:31.000 --> 00:16:34.000]  它的信息是針對什麼呢
[00:16:34.000 --> 00:16:39.000]  信息就是針對在當時有很多假的教師
[00:16:39.000 --> 00:16:41.000]  有很多異端的教訓
[00:16:41.000 --> 00:16:46.000]  要叫信徒持手曾經領受過
[00:16:46.000 --> 00:16:49.000]  傳承下來的真道
[00:16:49.000 --> 00:16:52.000]  這本書的作者是耶穌的兄弟
[00:16:52.000 --> 00:16:55.000]  但是你看這本書開頭他又很謙卑
[00:16:55.000 --> 00:16:58.000]  他沒有說我大哥就是耶穌
[00:16:58.000 --> 00:16:59.000]  他叫蘇哥
[00:16:59.000 --> 00:17:00.000]  他沒有這樣說
[00:17:00.000 --> 00:17:03.000]  他說我的大哥見到雅各
[00:17:03.000 --> 00:17:05.000]  就是寫雅各書那個
[00:17:05.000 --> 00:17:08.000]  我是耶穌基督的僕人
[00:17:08.000 --> 00:17:11.000]  其實無論寫雅各書那個
[00:17:11.000 --> 00:17:13.000]  和寫猶太書那個
[00:17:13.000 --> 00:17:15.000]  都是耶穌的兄弟
[00:17:15.000 --> 00:17:18.000]  他們兩兄弟根據馬可福音
[00:17:18.000 --> 00:17:20.000]  和約翰福音的記載
[00:17:20.000 --> 00:17:22.000]  他當時不信耶穌
[00:17:22.000 --> 00:17:24.000]  不知道耶穌做什麼
[00:17:24.000 --> 00:17:26.000]  那個使命是怎樣
[00:17:26.000 --> 00:17:29.000]  直到耶穌上十字架復活之後
[00:17:29.000 --> 00:17:32.000]  他們才好像其他人明悟過來
[00:17:32.000 --> 00:17:35.000]  原來我們的兄弟
[00:17:35.000 --> 00:17:37.000]  他不是一個普通的人
[00:17:37.000 --> 00:17:41.000]  他是上帝給他一個特別的身份使命
[00:17:41.000 --> 00:17:43.000]  來到這個世界裏面
[00:17:43.000 --> 00:17:46.000]  要完成人類的救贖工作
[00:17:46.000 --> 00:17:48.000]  在那一刻裏面
[00:17:48.000 --> 00:17:50.000]  這個猶太雅各
[00:17:50.000 --> 00:17:52.000]  他們和他們兄弟的關係
[00:17:52.000 --> 00:17:53.000]  猶是什麼呢
[00:17:53.000 --> 00:17:55.000]  不單止沙坡兄弟
[00:17:55.000 --> 00:17:58.000]  或者是骨肉之親
[00:17:58.000 --> 00:18:02.000]  轉變成為一個信仰的主
[00:18:02.000 --> 00:18:05.000]  和一個信仰的僕人
[00:18:05.000 --> 00:18:07.000]  那種的關係
[00:18:07.000 --> 00:18:10.000]  他們尊耶穌為主為神
[00:18:10.000 --> 00:18:14.000]  所以他能夠這樣謙卑來說
[00:18:14.000 --> 00:18:18.000]  這本書揭示了什麼問題呢
[00:18:18.000 --> 00:18:20.000]  它雖然很簡單
[00:18:20.000 --> 00:18:24.000]  但是很厄要和重複一致的
[00:18:24.000 --> 00:18:28.000]  它揭示了不單止是一個時代的問題
[00:18:28.000 --> 00:18:30.000]  歪理充斥
[00:18:30.000 --> 00:18:34.000]  不單止是一個道理教義信仰純正的問題
[00:18:34.000 --> 00:18:40.000]  更加是侍奉者的動機是否真實
[00:18:40.000 --> 00:18:42.000]  和有沒有果效的問題
[00:18:42.000 --> 00:18:44.000]  在十一節
[00:18:44.000 --> 00:18:47.000]  他用了舊約三個人物
[00:18:47.000 --> 00:18:52.000]  提醒我們原來人心敗壞
[00:18:52.000 --> 00:18:54.000]  侍奉動機不純正
[00:18:54.000 --> 00:18:57.000]  都是一個要處理的問題
[00:18:57.000 --> 00:19:01.000]  我們說怎樣去建立和去建立問題
[00:19:01.000 --> 00:19:07.000]  我們要傳一個單純無偽的心
[00:19:07.000 --> 00:19:10.000]  來向神闖開
[00:19:10.000 --> 00:19:13.000]  第一個問題人物叫該人
[00:19:13.000 --> 00:19:18.000]  他是阿當兩個兒子的其中之一
[00:19:18.000 --> 00:19:20.000]  他因為獻祭的緣故
[00:19:20.000 --> 00:19:22.000]  覺得弟弟的祭被怨辣
[00:19:22.000 --> 00:19:24.000]  而自己獻的祭不被怨辣
[00:19:24.000 --> 00:19:27.000]  由於比較而生嫉妒
[00:19:27.000 --> 00:19:29.000]  由嫉妒而生恨惡
[00:19:29.000 --> 00:19:31.000]  由恨惡而動殺機
[00:19:31.000 --> 00:19:33.000]  由動殺機到殺人
[00:19:33.000 --> 00:19:36.000]  而惹來殺身之禍
[00:19:36.000 --> 00:19:39.000]  原來獻祭侍奉敬拜
[00:19:39.000 --> 00:19:42.000]  這麼神聖的一件事
