
[00:00:00.000 --> 00:00:07.000]  我相信在這個世界上,其中一件很難管理的事就是人事管理。
[00:02:56.000 --> 00:02:57.000]  你不知道我怎麽想。
[00:02:57.000 --> 00:02:58.000]  他又不知道我怎麽想。
[00:02:58.000 --> 00:02:59.000]  他又不知道我怎麽想。
[00:02:59.000 --> 00:03:01.000]  我都不知道你們怎麽想的時候。
[00:03:01.000 --> 00:03:03.000]  我也不知道你們怎麽想。
[00:03:03.000 --> 00:03:04.000]  當很多問號出現,
[00:03:04.000 --> 00:03:05.000]  當很多問號出現,
[00:03:05.000 --> 00:03:06.000]  當很多問號出現,
[00:03:06.000 --> 00:03:08.000]  就會產生很多無奈,
[00:03:08.000 --> 00:03:09.000]  就會產生很多無奈,
[00:03:09.000 --> 00:03:10.000]  矛盾,
[00:03:10.000 --> 00:03:11.000]  矛盾,
[00:03:11.000 --> 00:03:12.000]  猜測,
[00:03:12.000 --> 00:03:13.000]  猜測,
[00:03:13.000 --> 00:03:14.000]  結果怎麽樣就有衝突了。
[00:03:14.000 --> 00:03:15.000]  結果怎麽樣就有衝突了。
[00:03:15.000 --> 00:03:16.000]  結果就會產生爭吐。
[00:03:16.000 --> 00:03:17.000]  結果就會產生爭吐。
[00:03:17.000 --> 00:03:18.000]  因爲在這個影響之下,
[00:03:18.000 --> 00:03:19.000]  因爲在這個影響之下,
[00:03:19.000 --> 00:03:20.000]  因爲在這個影響之下,
[00:03:20.000 --> 00:03:21.000]  人在這個影響之下,
[00:03:21.000 --> 00:03:22.000]  人在這個影響之下,
[00:03:22.000 --> 00:03:23.000]  就會在很多不知道的境況,
[00:03:23.000 --> 00:03:24.000]  就會在很多不知道的境況,
[00:03:24.000 --> 00:03:25.000]  就會在很多不知道的境況,
[00:03:25.000 --> 00:03:26.000]  就是在生活的一個不知道的情況。
[00:03:26.000 --> 00:03:27.000]  就是在生活的一個不知道的情況。
[00:03:27.000 --> 00:03:28.000]  就是在生活的一個不知道的情況。
[00:03:28.000 --> 00:03:29.000]  我們首先在這裏要了解一件事,
[00:03:29.000 --> 00:03:30.000]  我們首先在這裏要了解一件事,
[00:03:30.000 --> 00:03:43.000]  上帝也將這個不知道的元素擺在我們生命裏面,
[00:03:43.000 --> 00:03:48.000]  要讓我們學會怎麽面對一些不知道的未來。
[00:03:48.000 --> 00:03:49.000]  要讓我們學會怎麽面對一些不知道的未來。
[00:03:49.000 --> 00:03:50.000]  要讓我們學會怎麽面對一些不知道的未來。
[00:03:50.000 --> 00:03:51.000]  要讓我們學會怎麽面對一些不知道的未來。
[00:03:51.000 --> 00:03:52.000]  而這個元素在聖經裏面,
[00:03:52.000 --> 00:03:53.000]  而這個元素在聖經裏面,
[00:03:53.000 --> 00:03:54.000]  而這個元素在聖經裏面,
[00:03:54.000 --> 00:03:55.000]  在聖經裏面,
[00:03:55.000 --> 00:04:00.000]  就要用一件事將它連起來,
[00:04:00.000 --> 00:04:01.000]  要將一件事將它連起來,
[00:04:01.000 --> 00:04:02.000]  要將一件事將它連起來,
[00:04:02.000 --> 00:04:03.000]  我怎麽由我已知的現況,
[00:04:03.000 --> 00:04:04.000]  我怎麽由我已知的現況,
[00:04:04.000 --> 00:04:05.000]  我怎麽由我已知的現況,
[00:04:05.000 --> 00:04:06.000]  與活出將來一些不知道的景象呢?
[00:04:06.000 --> 00:04:07.000]  與活出將來一些不知道的景象呢?
[00:04:07.000 --> 00:04:08.000]  與活出將來一些不知道的景象呢?
[00:04:08.000 --> 00:04:09.000]  然後回去將來未知景象,
[00:04:09.000 --> 00:04:10.000]  然後回去將來未知景象,
[00:04:10.000 --> 00:04:11.000]  然後回去將來未知景象,
[00:04:11.000 --> 00:04:12.000]  就要靠一件事,
[00:04:12.000 --> 00:04:13.000]  就要靠一件事,
[00:04:13.000 --> 00:04:14.000]  就要靠一件事,
[00:04:14.000 --> 00:04:15.000]  就要靠一件事,
[00:04:15.000 --> 00:04:16.000]  就要靠一件事,
[00:04:16.000 --> 00:04:17.000]  就要靠一件事,
[00:04:17.000 --> 00:04:27.000]  就要靠一件事,
[00:04:27.000 --> 00:04:28.000]  就要靠一件事,
[00:04:28.000 --> 00:04:29.000]  就要靠一件事,
[00:04:29.000 --> 00:04:30.000]  就要靠一件事,
[00:04:30.000 --> 00:04:31.000]  就要靠一件事,
[00:04:31.000 --> 00:04:32.000]  就要靠一件事,
[00:04:32.000 --> 00:04:33.000]  就要靠一件事,
[00:04:33.000 --> 00:04:34.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:34.000 --> 00:04:35.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:35.000 --> 00:04:36.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:36.000 --> 00:04:37.000]  就是怎樣去達成一個我們不知道的未來呢?
[00:04:37.000 --> 00:04:38.000]  就是怎樣去達成一個我們不知道的未來呢?
[00:04:38.000 --> 00:04:39.000]  就是怎樣去達成一個我們不知道的未來呢?
[00:04:39.000 --> 00:04:40.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:40.000 --> 00:04:41.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:41.000 --> 00:04:42.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:42.000 --> 00:04:43.000]  是怎樣去達成一個我們不知道的未來呢?
[00:04:47.000 --> 00:04:48.000]  就要靠一件事,
[00:04:48.000 --> 00:04:49.000]  就要靠一件事,
[00:04:49.000 --> 00:04:50.000]  就要靠一件事,
[00:04:50.000 --> 00:04:51.000]  就要靠一件事,
[00:04:51.000 --> 00:04:52.000]  就要靠一件事,
[00:04:52.000 --> 00:04:53.000]  就要靠一件事,
[00:04:53.000 --> 00:04:54.000]  就要靠一件事,
[00:04:54.000 --> 00:04:55.000]  就要靠一件事,
[00:04:55.000 --> 00:04:56.000]  就要靠一件事,
[00:04:56.000 --> 00:04:57.000]  就要靠一件事,
[00:04:57.000 --> 00:04:58.000]  就要靠一件事,
[00:04:58.000 --> 00:04:59.000]  就要靠一件事,
[00:04:59.000 --> 00:05:00.000]  就要靠一件事,
[00:05:00.000 --> 00:05:01.000]  就要靠一件事,
[00:05:01.000 --> 00:05:02.000]  就要靠一件事,
[00:05:02.000 --> 00:05:03.000]  就要靠一件事,
[00:05:03.000 --> 00:05:04.000]  就要靠一件事,
[00:05:04.000 --> 00:05:05.000]  就要靠一件事,
[00:05:05.000 --> 00:05:06.000]  就要靠一件事,
[00:05:06.000 --> 00:05:07.000]  就要靠一件事,
[00:05:07.000 --> 00:05:08.000]  就要靠一件事,
[00:05:08.000 --> 00:05:09.000]  就要靠一件事,
[00:05:17.000 --> 00:05:18.000]  就要靠一件事,
[00:05:18.000 --> 00:05:19.000]  就要靠一件事,
[00:05:19.000 --> 00:05:20.000]  就要靠一件事,
[00:05:20.000 --> 00:05:21.000]  就要靠一件事,
[00:05:21.000 --> 00:05:22.000]  就要靠一件事,
[00:05:22.000 --> 00:05:23.000]  就要靠一件事,
[00:05:23.000 --> 00:05:24.000]  就要靠一件事,
[00:05:24.000 --> 00:05:25.000]  就要靠一件事,
[00:05:25.000 --> 00:05:26.000]  就要靠一件事,
[00:05:26.000 --> 00:05:27.000]  就要靠一件事,
[00:05:27.000 --> 00:05:28.000]  就要靠一件事,
[00:05:28.000 --> 00:05:29.000]  就要靠一件事,
[00:05:29.000 --> 00:05:30.000]  就要靠一件事,
[00:05:30.000 --> 00:05:31.000]  就要靠一件事,
[00:05:31.000 --> 00:05:32.000]  就要靠一件事,
[00:05:32.000 --> 00:05:33.000]  就要靠一件事,
[00:05:33.000 --> 00:05:34.000]  就要靠一件事,
[00:05:34.000 --> 00:05:35.000]  就要靠一件事,
[00:05:35.000 --> 00:05:36.000]  就要靠一件事,
[00:05:36.000 --> 00:05:37.000]  就要靠一件事,
[00:05:37.000 --> 00:05:38.000]  就要靠一件事,
[00:05:38.000 --> 00:05:39.000]  就要靠一件事,
[00:05:47.000 --> 00:05:48.000]  就要靠一件事,
[00:05:48.000 --> 00:05:49.000]  就要靠一件事,
[00:05:49.000 --> 00:05:50.000]  就要靠一件事,
[00:05:50.000 --> 00:05:51.000]  就要靠一件事,
[00:05:51.000 --> 00:05:52.000]  就要靠一件事,
[00:05:52.000 --> 00:05:53.000]  就要靠一件事,
[00:05:53.000 --> 00:05:54.000]  就要靠一件事,
[00:05:54.000 --> 00:05:55.000]  就要靠一件事,
[00:05:55.000 --> 00:05:56.000]  就要靠一件事,
[00:05:56.000 --> 00:05:57.000]  就要靠一件事,
[00:05:57.000 --> 00:05:58.000]  就要靠一件事,
[00:05:58.000 --> 00:05:59.000]  就要靠一件事,
[00:05:59.000 --> 00:06:00.000]  就要靠一件事,
[00:06:00.000 --> 00:06:01.000]  就要靠一件事,
[00:06:01.000 --> 00:06:02.000]  就要靠一件事,
[00:06:02.000 --> 00:06:03.000]  就要靠一件事,
[00:06:03.000 --> 00:06:04.000]  就要靠一件事,
[00:06:04.000 --> 00:06:05.000]  就要靠一件事,
[00:06:05.000 --> 00:06:06.000]  就要靠一件事,
[00:06:06.000 --> 00:06:07.000]  就要靠一件事,
[00:06:07.000 --> 00:06:08.000]  就要靠一件事,
[00:06:08.000 --> 00:06:09.000]  就要靠一件事,
[00:06:17.000 --> 00:06:18.000]  就要靠一件事,
[00:06:18.000 --> 00:06:19.000]  就要靠一件事,
[00:06:19.000 --> 00:06:20.000]  就要靠一件事,
[00:06:20.000 --> 00:06:21.000]  就要靠一件事,
[00:06:21.000 --> 00:06:22.000]  就要靠一件事,
[00:06:22.000 --> 00:06:23.000]  就要靠一件事,
[00:06:23.000 --> 00:06:24.000]  就要靠一件事,
[00:06:24.000 --> 00:06:25.000]  就要靠一件事,
[00:06:25.000 --> 00:06:26.000]  就要靠一件事,
[00:06:26.000 --> 00:06:27.000]  就要靠一件事,
[00:06:27.000 --> 00:06:28.000]  就要靠一件事,
[00:06:28.000 --> 00:06:29.000]  就要靠一件事,
[00:06:29.000 --> 00:06:30.000]  就要靠一件事,
[00:06:30.000 --> 00:06:31.000]  就要靠一件事,
[00:06:31.000 --> 00:06:32.000]  就要靠一件事,
[00:06:32.000 --> 00:06:33.000]  就要靠一件事,
[00:06:33.000 --> 00:06:34.000]  就要靠一件事,
[00:06:34.000 --> 00:06:35.000]  就要靠一件事,
[00:06:35.000 --> 00:06:36.000]  就要靠一件事,
[00:06:36.000 --> 00:06:37.000]  就要靠一件事,
[00:06:37.000 --> 00:06:38.000]  就要靠一件事,
[00:06:38.000 --> 00:06:39.000]  就要靠一件事,
[00:06:48.000 --> 00:06:51.000]  日本實際上確實不是很危險,
[00:06:51.000 --> 00:06:52.000]  輻射海洪,
[00:06:52.000 --> 00:06:55.000]  很多朋友去日本,
[00:06:55.000 --> 00:06:57.000]  為什麼呢?
[00:06:57.000 --> 00:07:04.000]  別人把輻射水倒海裡去,
[00:07:04.000 --> 00:07:09.000]  日本的魚生很好吃,
[00:07:09.000 --> 00:07:14.000]  不知道,
[00:07:17.000 --> 00:07:18.000]  不知道就可以了,
[00:07:18.000 --> 00:07:21.000]  到知道的時候,
[00:07:21.000 --> 00:07:22.000]  都幾十年後了,
[00:07:22.000 --> 00:07:27.000]  不信主的人,
[00:07:27.000 --> 00:07:29.000]  做任何事,
[00:07:29.000 --> 00:07:30.000]  在不知道的時候,
[00:07:30.000 --> 00:07:32.000]  碰下運氣,
[00:07:32.000 --> 00:07:35.000]  但基督徒是不是這樣做人呢?
[00:07:35.000 --> 00:07:37.000]  基督徒不是這樣做的,
[00:07:37.000 --> 00:07:40.000]  按照在聖經裡面,
[00:07:40.000 --> 00:07:41.000]  告訴他們知道,
[00:07:41.000 --> 00:07:42.000]  有些秘訣,
[00:07:42.000 --> 00:07:44.000]  基督徒是要面對,
[00:07:44.000 --> 00:07:46.000]  不知道的未來的,
[00:07:48.000 --> 00:07:50.000]  這個就是今天看菲律賓書的,
[00:07:50.000 --> 00:07:51.000]  其中一個重點,
[00:07:51.000 --> 00:07:56.000]  我希望能夠大家透過這段經文,
[00:07:56.000 --> 00:07:57.000]  也都看到,
[00:07:57.000 --> 00:07:59.000]  怎樣去迎接接下來的2016年,
[00:07:59.000 --> 00:08:07.000]  第一個要訣,
[00:08:07.000 --> 00:08:10.000]  在第18至21節裡面說的,
[00:08:10.000 --> 00:08:13.000]  就是教我們,
[00:08:13.000 --> 00:08:14.000]  原來我們在一個,
[00:08:14.000 --> 00:08:16.000]  已經得救的基礎上面,
[00:08:18.000 --> 00:08:20.000]  叫我們滿有恩惠喜樂地,
[00:08:20.000 --> 00:08:22.000]  去面對未來,
[00:08:22.000 --> 00:08:30.000]  不是誠惶誠恐地面對未來,
[00:08:30.000 --> 00:08:33.000]  讓我們一起讀一次好嗎?
[00:08:33.000 --> 00:08:35.000]  讓我們一同來讀一次,
[00:08:35.000 --> 00:08:38.000]  18到21節,
[00:08:38.000 --> 00:08:40.000]  一起讀了,
[00:08:40.000 --> 00:08:41.000]  因此啊,
[00:08:41.000 --> 00:08:42.000]  因此我就歡喜,
[00:08:42.000 --> 00:08:45.000]  並且還要歡喜,
[00:08:47.000 --> 00:08:48.000]  因為我知道,
[00:08:48.000 --> 00:08:50.000]  這是借著你們的祈禱,
[00:08:50.000 --> 00:08:53.000]  和基督耶穌之靈的幫助,
[00:08:53.000 --> 00:08:56.000]  終必叫我得救,
[00:08:56.000 --> 00:08:58.000]  照著我所切務,
[00:08:58.000 --> 00:09:00.000]  所看望的,
[00:09:00.000 --> 00:09:03.000]  沒有一事叫我羞愧,
[00:09:03.000 --> 00:09:05.000]  只要凡事放膽,
[00:09:05.000 --> 00:09:08.000]  無論是生是死,
[00:09:08.000 --> 00:09:11.000]  總叫基督在我身上照常顯大。
[00:09:11.000 --> 00:09:16.000]  看完聖經裡面,
[00:09:18.000 --> 00:09:19.000]  保羅提到一點,
[00:09:19.000 --> 00:09:23.000]  就是當他在基督這個,
[00:09:23.000 --> 00:09:26.000]  涉亡得救之下,
[00:09:26.000 --> 00:09:31.000]  他做事再沒有羞愧,
[00:09:31.000 --> 00:09:35.000]  而且願意放膽去做,
[00:09:35.000 --> 00:09:40.000]  為什麼會有這樣的情況呢?
[00:09:40.000 --> 00:09:43.000]  保羅當時是被監禁的,
[00:09:43.000 --> 00:09:46.000]  保羅當時是被監禁的,
[00:09:47.000 --> 00:09:48.000]  他不知道什麼時候才能出獄,
[00:09:48.000 --> 00:09:50.000]  在監獄裡面,
[00:09:50.000 --> 00:09:52.000]  在監獄裡面,
[00:09:52.000 --> 00:09:54.000]  不是很容易過的生活,
[00:09:54.000 --> 00:09:58.000]  他為什麼可以在這裡,
[00:09:58.000 --> 00:10:00.000]  還有這樣的膽量呢?
[00:10:00.000 --> 00:10:02.000]  還有啊,
[00:10:02.000 --> 00:10:04.000]  在這裡一開始第十八節說,
[00:10:04.000 --> 00:10:06.000]  他說為此我就歡喜,
[00:10:06.000 --> 00:10:08.000]  並且還要歡喜,
[00:10:08.000 --> 00:10:10.000]  第十八節他們講,
[00:10:10.000 --> 00:10:12.000]  為此我就歡喜,
[00:10:12.000 --> 00:10:14.000]  並且還要歡喜,
[00:10:14.000 --> 00:10:16.000]  當聖經連續用兩個字,
[00:10:17.000 --> 00:10:18.000]  同樣的字,
[00:10:18.000 --> 00:10:20.000]  在同一句話出現的話呢?
[00:10:20.000 --> 00:10:22.000]  當聖經用同一個字,
[00:10:22.000 --> 00:10:24.000]  在聖經裡出現的話,
[00:10:24.000 --> 00:10:26.000]  表示非常重要,
[00:10:26.000 --> 00:10:28.000]  肯定自己不單止現在歡喜,
[00:10:28.000 --> 00:10:30.000]  他繼續都很歡喜的,
[00:10:30.000 --> 00:10:32.000]  不但現在歡喜,
[00:10:32.000 --> 00:10:34.000]  而且以後還要歡喜,
[00:10:34.000 --> 00:10:36.000]  我曾經翻譯過,
[00:10:36.000 --> 00:10:38.000]  這個字歡喜這個字,
[00:10:38.000 --> 00:10:40.000]  其實可以翻譯為心感安慰,
[00:10:40.000 --> 00:10:42.000]  翻譯這個我曾經翻譯過,
[00:10:42.000 --> 00:10:44.000]  它可以翻譯成心感安慰,
[00:10:44.000 --> 00:10:46.000]  他覺得很安慰,
[00:10:47.000 --> 00:10:48.000]  沒有什麼值得擔憂的,
[00:10:48.000 --> 00:10:50.000]  為什麼保羅可以做到這樣?
[00:10:50.000 --> 00:10:52.000]  為什麼保羅可以做到這樣呢?
[00:10:52.000 --> 00:10:54.000]  我們未看過為什麼之前,
[00:10:54.000 --> 00:10:56.000]  我們看看今天的世界如何,
[00:10:56.000 --> 00:10:58.000]  我們沒有看到之前,
[00:10:58.000 --> 00:11:00.000]  我們看看今天的世界如何,
[00:11:00.000 --> 00:11:02.000]  近幾年大家都會留意到,
[00:11:02.000 --> 00:11:04.000]  很多情況我們聽見,
[00:11:04.000 --> 00:11:06.000]  有很多心理病,
[00:11:06.000 --> 00:11:08.000]  這幾年都會看到,
[00:11:08.000 --> 00:11:10.000]  經常有心理病,
[00:11:10.000 --> 00:11:12.000]  經律症,
[00:11:12.000 --> 00:11:14.000]  驚恐症,
[00:11:14.000 --> 00:11:16.000]  憂鬱症,
[00:11:17.000 --> 00:11:18.000]  為什麼會有這麼多病呢?
[00:11:18.000 --> 00:11:20.000]  不講不知道,
[00:11:20.000 --> 00:11:22.000]  不講不知道,
[00:11:22.000 --> 00:11:24.000]  原來曾經有些科學家,
[00:11:24.000 --> 00:11:26.000]  這樣去研究過,
[00:11:26.000 --> 00:11:28.000]  有科學家這麼研究過,
[00:11:28.000 --> 00:11:30.000]  發表了一些論文,
[00:11:30.000 --> 00:11:32.000]  發表了一些論文,
[00:11:32.000 --> 00:11:34.000]  歸納了其中一個因素,
[00:11:34.000 --> 00:11:36.000]  歸納了其中一個因素,
[00:11:36.000 --> 00:11:39.000]  因為現在這個社會的步伐,
[00:11:39.000 --> 00:11:41.000]  是很急速,
[00:11:41.000 --> 00:11:43.000]  因為現在這個世界的步伐非常急速,
[00:11:43.000 --> 00:11:45.000]  當很多事情急速的時候,
[00:11:46.000 --> 00:11:47.000]  就要迫使人在很短的時間之內,
[00:11:47.000 --> 00:11:49.000]  就要迫使人在很短的時間之內,
[00:11:49.000 --> 00:11:51.000]  就要迫使人在很短的時間之內,
[00:11:51.000 --> 00:11:53.000]  要馬上做一個決定,
[00:11:53.000 --> 00:11:55.000]  要馬上做一個決定,
[00:11:55.000 --> 00:11:57.000]  其中一個很現實的例子,
[00:11:57.000 --> 00:11:59.000]  其中一個很現實的例子,
[00:11:59.000 --> 00:12:01.000]  就是打遊戲機和用電子產品,
[00:12:01.000 --> 00:12:03.000]  就是打遊戲機和用電子產品,
[00:12:03.000 --> 00:12:05.000]  就是打遊戲機和用電子產品,
[00:12:05.000 --> 00:12:07.000]  就是打遊戲機和用電子產品,
[00:12:07.000 --> 00:12:09.000]  我不想在這裡開一個大討論,
[00:12:09.000 --> 00:12:11.000]  我不想在這裡開一個大討論,
[00:12:11.000 --> 00:12:13.000]  因為我知道一些年青人,
[00:12:13.000 --> 00:12:15.000]  甚至年長的人,
[00:12:16.000 --> 00:12:17.000]  都可能喜歡玩遊戲機,
[00:12:17.000 --> 00:12:19.000]  我不想在這裡開一個大討論,
[00:12:19.000 --> 00:12:21.000]  因為我知道一些年青人,
[00:12:21.000 --> 00:12:23.000]  甚至年長的人,
[00:12:23.000 --> 00:12:25.000]  都可能喜歡玩遊戲機,
[00:12:25.000 --> 00:12:27.000]  我自己也有電子產品一部,
[00:12:27.000 --> 00:12:29.000]  我自己也有電子產品一部,
[00:12:29.000 --> 00:12:31.000]  我自己也有電子產品一部,
[00:12:31.000 --> 00:12:33.000]  我自己也有電子產品一部,
[00:12:33.000 --> 00:12:35.000]  原來當我們用得電子產品越多的時候,
[00:12:35.000 --> 00:12:37.000]  原來當我們用得電子產品越多的時候,
[00:12:37.000 --> 00:12:39.000]  打遊戲越多的時候,
[00:12:39.000 --> 00:12:41.000]  打遊戲越多的時候,
[00:12:41.000 --> 00:12:43.000]  要求一樣東西,
[00:12:43.000 --> 00:12:45.000]  要求一樣東西,
[00:12:46.000 --> 00:12:47.000]  如果我現在馬上給一個text message給大家,
[00:12:47.000 --> 00:12:49.000]  如果我現在馬上給一個text message給大家,
[00:12:49.000 --> 00:12:51.000]  如果我現在馬上給一個text message給大家,
[00:12:51.000 --> 00:12:53.000]  電話一震,
[00:12:53.000 --> 00:12:55.000]  電話一震,
[00:12:55.000 --> 00:12:57.000]  因為Joe已經跟我們說請將你們的電子器材關上,
[00:12:57.000 --> 00:12:59.000]  因為Joe已經跟我們說請將你們的電子器材關上,
[00:12:59.000 --> 00:13:01.000]  所以全部都震的了,
[00:13:01.000 --> 00:13:03.000]  一震你就心都震的了,
[00:13:03.000 --> 00:13:05.000]  一震你就心都震的了,
[00:13:05.000 --> 00:13:07.000]  好像衛東去過的那個地方,
[00:13:07.000 --> 00:13:09.000]  彭寧所居住的祖家深圳,
[00:13:09.000 --> 00:13:11.000]  好像衛東去過的那個地方,
[00:13:11.000 --> 00:13:13.000]  彭寧所居住的祖家深圳,
[00:13:13.000 --> 00:13:15.000]  心就震震的了,
[00:13:16.000 --> 00:13:17.000]  心就震震的了,
[00:13:17.000 --> 00:13:19.000]  馬上過來看一下,
[00:13:19.000 --> 00:13:21.000]  馬上過來看一下,
[00:13:21.000 --> 00:13:23.000]  我在香港有個朋友,
[00:13:23.000 --> 00:13:25.000]  我在香港有個朋友,
[00:13:25.000 --> 00:13:27.000]  我都替他心震,
[00:13:27.000 --> 00:13:29.000]  我都為他心震,
[00:13:29.000 --> 00:13:31.000]  我都為他心震,
[00:13:31.000 --> 00:13:33.000]  因為他工作是很靠手提電話,
[00:13:33.000 --> 00:13:35.000]  因為他工作是很靠手提電話,
[00:13:35.000 --> 00:13:37.000]  因為他工作是很靠手提電話,
[00:13:37.000 --> 00:13:39.000]  你看到他的電話沒離手的,
[00:13:39.000 --> 00:13:41.000]  你看到他的電話沒離手的,
[00:13:41.000 --> 00:13:43.000]  一震他就來的了,
[00:13:43.000 --> 00:13:45.000]  一震他就來的了,
[00:13:46.000 --> 00:13:47.000]  根本我在跟你吃飯聊天,
[00:13:47.000 --> 00:13:49.000]  根本我在跟你吃飯聊天,
[00:13:49.000 --> 00:13:51.000]  我說你停一停行不行,
[00:13:51.000 --> 00:13:53.000]  我說你停一停行不行,
[00:13:53.000 --> 00:13:55.000]  他說不行,
[00:13:55.000 --> 00:13:57.000]  摸過電話心不安樂,
[00:13:57.000 --> 00:13:59.000]  摸過電話心不安樂,
[00:13:59.000 --> 00:14:01.000]  摸過電話心不安樂,
[00:14:01.000 --> 00:14:03.000]  有統計學在英國,
[00:14:03.000 --> 00:14:05.000]  有統計學在英國,
[00:14:05.000 --> 00:14:07.000]  有統計學在英國,
[00:14:07.000 --> 00:14:09.000]  女性患不能脫離手機症和男性的比率,
[00:14:09.000 --> 00:14:11.000]  女性患不能脫離手機症和男性的比率,
[00:14:11.000 --> 00:14:13.000]  女性患不能脫離手機症和男性的比率,
