
[00:00:00.000 --> 00:00:13.000]  今天是第五天,聖經人聖經時生命樹宣教網絡為你預備的宣傳耶穌
[00:03:31.000 --> 00:03:35.000]  就是我們所說的希伯來文的
[00:03:35.000 --> 00:03:39.000]  救主或者受高者
[00:03:39.000 --> 00:03:42.000]  去到拉丁文就是Christ
[00:03:42.000 --> 00:03:44.000]  去到希臘文也叫Christ
[00:03:44.000 --> 00:03:46.000]  去到中文叫基督
[00:03:46.000 --> 00:03:48.000]  基字又識,督字又識
[00:03:48.000 --> 00:03:50.000]  基督就不識
[00:03:50.000 --> 00:03:52.000]  Messiah三個字都識讀
[00:03:52.000 --> 00:03:54.000]  但是什麼意思不知道
[00:03:54.000 --> 00:03:57.000]  其實就是受高納者
[00:03:57.000 --> 00:03:59.000]  就是救主
[00:03:59.000 --> 00:04:02.000]  上帝揀選的救主
[00:04:02.000 --> 00:04:05.000]  而且最重要除了揀選救主
[00:04:05.000 --> 00:04:07.000]  他又是神的兒子
[00:04:07.000 --> 00:04:09.000]  因為以前試過很多救主
[00:04:09.000 --> 00:04:13.000]  約書亞、基澱亞、時斯基澱亞
[00:04:13.000 --> 00:04:15.000]  馬加比那些
[00:04:15.000 --> 00:04:19.000]  兩人之間很大能的義士
[00:04:19.000 --> 00:04:21.000]  馬加比那些很厲害
[00:04:21.000 --> 00:04:23.000]  那些都救過以色列人
[00:04:23.000 --> 00:04:26.000]  但那些不是神的兒子
[00:04:26.000 --> 00:04:29.000]  那些一開始以為是彌賽亞
[00:04:29.000 --> 00:04:30.000]  原來不是
[00:04:30.000 --> 00:04:33.000]  在會堂宣揚
[00:04:33.000 --> 00:04:36.000]  宣傳耶穌是基督
[00:04:36.000 --> 00:04:38.000]  說祂是神的兒子
[00:04:38.000 --> 00:04:40.000]  這點很重要
[00:04:40.000 --> 00:04:42.000]  他是救主神揀選的
[00:04:42.000 --> 00:04:44.000]  而且最重要的是
[00:04:44.000 --> 00:04:47.000]  祂是神的兒子
[00:04:47.000 --> 00:04:51.000]  這件事對猶太人來說很難信
[00:04:51.000 --> 00:04:54.000]  祂是神的兒子?不會吧
[00:04:54.000 --> 00:04:56.000]  你看看
[00:04:56.000 --> 00:04:58.000]  其實是大衛的子孫後裔
[00:04:58.000 --> 00:05:01.000]  父母都是大衛的子孫
[00:05:01.000 --> 00:05:04.000]  虛不是親生父親
[00:05:04.000 --> 00:05:06.000]  地上養父
[00:05:06.000 --> 00:05:08.000]  同女所生瑪利亞
[00:05:08.000 --> 00:05:10.000]  證明祂是神的兒子
[00:05:10.000 --> 00:05:13.000]  大衛說復活
[00:05:13.000 --> 00:05:16.000]  以復活大衛顯明祂是神的兒子
[00:05:16.000 --> 00:05:18.000]  所以祂真是神的兒子
[00:05:18.000 --> 00:05:23.000]  一直在會堂宣揚耶穌
[00:05:23.000 --> 00:05:25.000]  這就是他做的事
[00:05:25.000 --> 00:05:27.000]  請大家留意
[00:05:27.000 --> 00:05:31.000]  凡聽見的人都很驚訝
[00:05:31.000 --> 00:05:32.000]  驚奇
[00:05:32.000 --> 00:05:34.000]  Existima
[00:05:34.000 --> 00:05:37.000]  Existima應該譯作Amazing
[00:05:37.000 --> 00:05:39.000]  很驚訝他所說的
[00:05:39.000 --> 00:05:42.000]  你這個人這麼奇怪
[00:05:42.000 --> 00:05:46.000]  以前耶路撒冷是捉殘害
[00:05:46.000 --> 00:05:48.000]  殘害意思是destroy
[00:05:48.000 --> 00:05:50.000]  是要毀滅那些
[00:05:50.000 --> 00:05:53.000]  求告耶穌的名的人
[00:05:53.000 --> 00:05:55.000]  現在來這裡要捉他
[00:05:55.000 --> 00:05:58.000]  為什麼要宣傳他呢
[00:05:58.000 --> 00:06:00.000]  他們覺得很奇怪
[00:06:00.000 --> 00:06:01.000]  很驚訝
[00:06:01.000 --> 00:06:03.000]  他們驚奇
[00:06:03.000 --> 00:06:05.000]  為什麼會這樣
[00:06:05.000 --> 00:06:07.000]  不是來捉他們的嗎
[00:06:07.000 --> 00:06:09.000]  這驚奇可以說
[00:06:09.000 --> 00:06:10.000]  為什麼會這樣
[00:06:10.000 --> 00:06:12.000]  但其實驚奇是Amazing
[00:06:12.000 --> 00:06:13.000]  驚訝
[00:06:13.000 --> 00:06:17.000]  Existemi
[00:06:17.000 --> 00:06:20.000]  Existemi
[00:06:20.000 --> 00:06:23.000]  Existemi是Amazing
[00:06:23.000 --> 00:06:26.000]  他們可能會覺得很奇怪
[00:06:26.000 --> 00:06:29.000]  原來是這樣
[00:06:29.000 --> 00:06:31.000]  可能這句比較正面
[00:06:31.000 --> 00:06:33.000]  聽了之後會相信
[00:06:33.000 --> 00:06:35.000]  原來是這樣
[00:06:35.000 --> 00:06:37.000]  我真的要認真想想
[00:06:37.000 --> 00:06:39.000]  說得也有道理
[00:06:39.000 --> 00:06:41.000]  你以前不是要捉這些人嗎
[00:06:41.000 --> 00:06:43.000]  為什麼改了呢
[00:06:43.000 --> 00:06:44.000]  你這樣改了
[00:06:44.000 --> 00:06:47.000]  我相信你真的想清楚了
[00:06:47.000 --> 00:06:50.000]  而且你又見到有一個異象
[00:06:50.000 --> 00:06:52.000]  光的經歷
[00:06:52.000 --> 00:06:54.000]  應該是這樣
[00:06:54.000 --> 00:06:56.000]  然而
[00:06:56.000 --> 00:06:58.000]  但然而
[00:06:58.000 --> 00:07:00.000]  蘇羅越發有能力
[00:07:00.000 --> 00:07:03.000]  駁斥大馬世界的猶太人
[00:07:03.000 --> 00:07:06.000]  去證明耶穌是基督
[00:07:06.000 --> 00:07:08.000]  很多人覺得奇怪
[00:07:08.000 --> 00:07:10.000]  疑惑
[00:07:10.000 --> 00:07:12.000]  這麼奇怪
[00:07:12.000 --> 00:07:13.000]  這麼難聽
[00:07:13.000 --> 00:07:14.000]  這麼壞
[00:07:14.000 --> 00:07:18.000]  以前去捉這些人就對了
[00:07:18.000 --> 00:07:20.000]  我等著幫你一起捉
[00:07:20.000 --> 00:07:22.000]  你還帶著公民
[00:07:22.000 --> 00:07:24.000]  誰知你竟然改了
[00:07:24.000 --> 00:07:26.000]  說耶穌是基督
[00:07:26.000 --> 00:07:28.000]  是神的兒子
[00:07:28.000 --> 00:07:30.000]  這樣也行
[00:07:30.000 --> 00:07:32.000]  很多人不相信
[00:07:32.000 --> 00:07:34.000]  誰知
[00:07:34.000 --> 00:07:36.000]  然而
[00:07:36.000 --> 00:07:39.000]  蘇羅越發有能力
[00:07:39.000 --> 00:07:41.000]  說出來
[00:07:41.000 --> 00:07:43.000]  有能力覺得扎心
[00:07:43.000 --> 00:07:45.000]  是喔
[00:07:45.000 --> 00:07:47.000]  其實是不是蘇羅有能力
[00:07:47.000 --> 00:07:49.000]  不是
[00:07:49.000 --> 00:07:51.000]  一定是透過蘇羅
[00:07:51.000 --> 00:07:53.000]  令他說的話有能力
[00:07:53.000 --> 00:07:55.000]  有很多時候
[00:07:55.000 --> 00:07:57.000]  能力不在自己身上
[00:07:57.000 --> 00:07:59.000]  我試過沒說過福音
[00:07:59.000 --> 00:08:01.000]  很少幾句
[00:08:01.000 --> 00:08:03.000]  病人就裝睡了
[00:08:03.000 --> 00:08:05.000]  而且是拜天后
[00:08:05.000 --> 00:08:07.000]  拜了很多年
[00:08:07.000 --> 00:08:09.000]  後來
[00:08:09.000 --> 00:08:11.000]  臨死前信主
[00:08:11.000 --> 00:08:13.000]  人們說牧師真厲害
[00:08:13.000 --> 00:08:15.000]  帶他去信耶穌
[00:08:15.000 --> 00:08:16.000]  不是我帶的
[00:08:16.000 --> 00:08:18.000]  我只是說天氣很熱
[00:08:18.000 --> 00:08:20.000]  幾句就說很睏
[00:08:20.000 --> 00:08:22.000]  要睡覺休息
[00:08:22.000 --> 00:08:24.000]  肝癌很嚴重
[00:08:24.000 --> 00:08:26.000]  肚子脹了
[00:08:26.000 --> 00:08:28.000]  休息就叫你走
[00:08:28.000 --> 00:08:30.000]  我一走
[00:08:30.000 --> 00:08:32.000]  他馬上罵女兒叫牧師來
[00:08:32.000 --> 00:08:34.000]  哇這麼難
[00:08:34.000 --> 00:08:36.000]  很難信耶穌
[00:08:36.000 --> 00:08:38.000]  很高不怕
[00:08:38.000 --> 00:08:40.000]  結果他臨終時
[00:08:40.000 --> 00:08:42.000]  忽然叫牧師來
[00:08:42.000 --> 00:08:44.000]  我想洗禮
[00:08:44.000 --> 00:08:46.000]  是不是我特別有能力
[00:08:46.000 --> 00:08:48.000]  我只是說
[00:08:48.000 --> 00:08:50.000]  我先回去
[00:08:50.000 --> 00:08:52.000]  你休息一下
[00:08:52.000 --> 00:08:54.000]  記得要信耶穌
[00:08:54.000 --> 00:08:56.000]  永生好平安
[00:08:56.000 --> 00:08:58.000]  大概這些
[00:08:58.000 --> 00:09:00.000]  表面膚淺的說話
[00:09:00.000 --> 00:09:02.000]  不過當聖靈用的時候
[00:09:02.000 --> 00:09:04.000]  這些說話變成有能力
[00:09:04.000 --> 00:09:06.000]  很有可能
[00:09:06.000 --> 00:09:08.000]  這個病人在夢中
[00:09:08.000 --> 00:09:10.000]  聽到
[00:09:10.000 --> 00:09:12.000]  叫他的名字
[00:09:12.000 --> 00:09:14.000]  以示真實
[00:09:14.000 --> 00:09:16.000]  他的姓氏
[00:09:16.000 --> 00:09:18.000]  我先不說
[00:09:18.000 --> 00:09:20.000]  名字叫金火
[00:09:20.000 --> 00:09:22.000]  又有金又有火
[00:09:22.000 --> 00:09:24.000]  金火
[00:09:24.000 --> 00:09:26.000]  是誰啊
[00:09:26.000 --> 00:09:28.000]  他快不行的時候
[00:09:28.000 --> 00:09:30.000]  金火
[00:09:30.000 --> 00:09:32.000]  你相信我
[00:09:32.000 --> 00:09:34.000]  我要拯救你
[00:09:34.000 --> 00:09:36.000]  可能一睜大眼就要洗禮
[00:09:36.000 --> 00:09:38.000]  你不知道的
[00:09:38.000 --> 00:09:40.000]  越發有能力
[00:09:40.000 --> 00:09:42.000]  要相信聖靈
[00:09:42.000 --> 00:09:44.000]  靈行轉
[00:09:44.000 --> 00:09:46.000]  他很有邏輯
[00:09:46.000 --> 00:09:48.000]  給他印證很多東西
[00:09:48.000 --> 00:09:50.000]  接觸到當地猶太人
[00:09:50.000 --> 00:09:52.000]  在會堂
[00:09:52.000 --> 00:09:54.000]  然後告訴猶太人
[00:09:54.000 --> 00:09:56.000]  證明耶穌是基督
[00:09:56.000 --> 00:09:58.000]  證明這個字
[00:09:58.000 --> 00:10:00.000]  是SUMBIASO
[00:10:00.000 --> 00:10:02.000]  SUMBIASO
[00:10:02.000 --> 00:10:04.000]  SUMBIASO來自兩個字
[00:10:04.000 --> 00:10:06.000]  SUM
[00:10:06.000 --> 00:10:08.000]  好像我們今天的SYN
[00:10:08.000 --> 00:10:10.000]  SYN
[00:10:10.000 --> 00:10:12.000]  SUM
[00:10:12.000 --> 00:10:14.000]  SUMBIASO
[00:10:14.000 --> 00:10:16.000]  SUMBIASO
[00:10:16.000 --> 00:10:18.000]  SUMBIASO
[00:10:18.000 --> 00:10:20.000]  與及相同
[00:10:20.000 --> 00:10:22.000]  SUMBIASO
[00:10:22.000 --> 00:10:24.000]  SUMBIASO
[00:10:24.000 --> 00:10:26.000]  SUMBIASO
[00:10:26.000 --> 00:10:28.000]  SUMBIASO
[00:10:28.000 --> 00:10:30.000]  SUMBIASO
[00:10:30.000 --> 00:10:32.000]  SUMBIASO
[00:10:32.000 --> 00:10:34.000]  SUMBIASO
[00:10:34.000 --> 00:10:36.000]  SUMBIASO
[00:10:36.000 --> 00:10:38.000]  SUMBIASO
[00:10:38.000 --> 00:10:40.000]  SUMBIASO
[00:10:40.000 --> 00:10:42.000]  SUMBIASO
[00:10:42.000 --> 00:10:44.000]  SUMBIASO
[00:10:44.000 --> 00:10:46.000]  SUMBIASO
[00:10:46.000 --> 00:10:48.000]  SUMBIASO
[00:10:48.000 --> 00:10:50.000]  SUMBIASO
[00:10:50.000 --> 00:10:52.000]  SUMBIASO
[00:10:52.000 --> 00:10:54.000]  SUMBIASO
[00:10:54.000 --> 00:10:56.000]  SUMBIASO
[00:10:56.000 --> 00:10:58.000]  SUMBIASO
[00:10:58.000 --> 00:11:00.000]  SUMBIASO
[00:11:00.000 --> 00:11:02.000]  SUMBIASO
[00:11:02.000 --> 00:11:04.000]  SUMBIASO
[00:11:04.000 --> 00:11:06.000]  SUMBIASO
[00:11:06.000 --> 00:11:08.000]  SUMBIASO
[00:11:08.000 --> 00:11:10.000]  SUMBIASO
[00:11:10.000 --> 00:11:12.000]  SUMBIASO
[00:11:12.000 --> 00:11:14.000]  SUMBIASO
[00:11:14.000 --> 00:11:16.000]  SUMBIASO
[00:11:16.000 --> 00:11:18.000]  SUMBIASO
[00:11:18.000 --> 00:11:20.000]  SUMBIASO
[00:11:20.000 --> 00:11:22.000]  SUMBIASO
[00:11:22.000 --> 00:11:24.000]  SUMBIASO
[00:11:24.000 --> 00:11:26.000]  SUMBIASO
[00:11:26.000 --> 00:11:28.000]  SUMBIASO
[00:11:28.000 --> 00:11:30.000]  SUMBIASO
[00:11:30.000 --> 00:11:32.000]  SUMBIASO
[00:11:32.000 --> 00:11:34.000]  SUMBIASO
[00:11:34.000 --> 00:11:36.000]  SUMBIASO
[00:11:36.000 --> 00:11:38.000]  SUMBIASO
[00:11:38.000 --> 00:11:40.000]  SUMBIASO
[00:11:40.000 --> 00:11:42.000]  SUMBIASO
[00:11:42.000 --> 00:11:44.000]  SUMBIASO
[00:11:44.000 --> 00:11:46.000]  SUMBIASO
[00:11:46.000 --> 00:11:48.000]  SUMBIASO
[00:11:48.000 --> 00:11:50.000]  SUMBIASO
[00:11:50.000 --> 00:11:52.000]  SUMBIASO
[00:11:52.000 --> 00:11:54.000]  SUMBIASO
[00:11:54.000 --> 00:11:56.000]  SUMBIASO
[00:11:56.000 --> 00:11:58.000]  SUMBIASO
[00:11:58.000 --> 00:12:00.000]  SUMBIASO
[00:12:00.000 --> 00:12:02.000]  SUMBIASO
[00:12:02.000 --> 00:12:04.000]  SUMBIASO
[00:12:04.000 --> 00:12:06.000]  SUMBIASO
[00:12:06.000 --> 00:12:08.000]  SUMBIASO
[00:12:08.000 --> 00:12:10.000]  SUMBIASO
[00:12:10.000 --> 00:12:12.000]  SUMBIASO
[00:12:12.000 --> 00:12:14.000]  SUMBIASO
[00:12:14.000 --> 00:12:16.000]  SUMBIASO
[00:12:16.000 --> 00:12:18.000]  SUMBIASO
[00:12:18.000 --> 00:12:20.000]  SUMBIASO
[00:12:20.000 --> 00:12:22.000]  SUMBIASO
[00:12:22.000 --> 00:12:24.000]  SUMBIASO
[00:12:24.000 --> 00:12:26.000]  SUMBIASO
[00:12:26.000 --> 00:12:28.000]  SUMBIASO
[00:12:28.000 --> 00:12:30.000]  SUMBIASO
[00:12:30.000 --> 00:12:32.000]  SUMBIASO
[00:12:32.000 --> 00:12:34.000]  SUMBIASO
[00:12:34.000 --> 00:12:36.000]  SUMBIASO
[00:12:36.000 --> 00:12:38.000]  SUMBIASO
[00:12:38.000 --> 00:12:40.000]  SUMBIASO
[00:12:40.000 --> 00:12:42.000]  SUMBIASO
[00:12:42.000 --> 00:12:44.000]  SUMBIASO
[00:12:44.000 --> 00:12:46.000]  SUMBIASO
[00:12:46.000 --> 00:12:48.000]  SUMBIASO
[00:12:48.000 --> 00:12:50.000]  SUMBIASO
[00:12:50.000 --> 00:12:52.000]  SUMBIASO
[00:12:52.000 --> 00:12:54.000]  SUMBIASO
[00:12:54.000 --> 00:12:56.000]  SUMBIASO
[00:12:56.000 --> 00:12:58.000]  SUMBIASO
[00:12:58.000 --> 00:13:00.000]  SUMBIASO
[00:13:00.000 --> 00:13:02.000]  SUMBIASO
[00:13:02.000 --> 00:13:04.000]  SUMBIASO
[00:13:04.000 --> 00:13:06.000]  SUMBIASO
[00:13:06.000 --> 00:13:08.000]  SUMBIASO
[00:13:08.000 --> 00:13:10.000]  SUMBIASO
[00:13:10.000 --> 00:13:12.000]  SUMBIASO
[00:13:12.000 --> 00:13:14.000]  SUMBIASO
[00:13:14.000 --> 00:13:16.000]  SUMBIASO
[00:13:16.000 --> 00:13:18.000]  SUMBIASO
[00:13:18.000 --> 00:13:20.000]  SUMBIASO
[00:13:20.000 --> 00:13:22.000]  SUMBIASO
[00:13:22.000 --> 00:13:24.000]  SUMBIASO
[00:13:24.000 --> 00:13:26.000]  SUMBIASO
[00:13:26.000 --> 00:13:28.000]  SUMBIASO
[00:13:28.000 --> 00:13:30.000]  SUMBIASO
[00:13:30.000 --> 00:13:32.000]  SUMBIASO
[00:13:32.000 --> 00:13:34.000]  SUMBIASO
[00:13:34.000 --> 00:13:36.000]  SUMBIASO
[00:13:36.000 --> 00:13:38.000]  SUMBIASO
[00:13:38.000 --> 00:13:40.000]  SUMBIASO
[00:13:40.000 --> 00:13:42.000]  SUMBIASO
[00:13:42.000 --> 00:13:44.000]  SUMBIASO
[00:13:44.000 --> 00:13:46.000]  SUMBIASO
[00:13:46.000 --> 00:13:48.000]  SUMBIASO
[00:13:48.000 --> 00:13:50.000]  SUMBIASO
[00:13:50.000 --> 00:13:52.000]  SUMBIASO
[00:13:52.000 --> 00:13:54.000]  SUMBIASO
[00:13:54.000 --> 00:13:56.000]  SUMBIASO
[00:13:56.000 --> 00:13:58.000]  SUMBIASO
[00:13:58.000 --> 00:14:00.000]  SUMBIASO
[00:14:00.000 --> 00:14:02.000]  SUMBIASO
[00:14:02.000 --> 00:14:04.000]  SUMBIASO
[00:14:04.000 --> 00:14:06.000]  SUMBIASO
[00:14:06.000 --> 00:14:08.000]  SUMBIASO
[00:14:08.000 --> 00:14:10.000]  SUMBIASO
[00:14:10.000 --> 00:14:12.000]  SUMBIASO
[00:14:12.000 --> 00:14:14.000]  SUMBIASO
[00:14:14.000 --> 00:14:16.000]  SUMBIASO
[00:14:16.000 --> 00:14:18.000]  SUMBIASO
[00:14:18.000 --> 00:14:20.000]  SUMBIASO
[00:14:20.000 --> 00:14:22.000]  SUMBIASO
[00:14:22.000 --> 00:14:24.000]  SUMBIASO
[00:14:24.000 --> 00:14:26.000]  SUMBIASO
[00:14:26.000 --> 00:14:28.000]  SUMBIASO
[00:14:28.000 --> 00:14:30.000]  SUMBIASO
[00:14:30.000 --> 00:14:32.000]  SUMBIASO
[00:14:32.000 --> 00:14:34.000]  SUMBIASO
[00:14:34.000 --> 00:14:36.000]  SUMBIASO
[00:14:36.000 --> 00:14:38.000]  SUMBIASO
[00:14:38.000 --> 00:14:40.000]  SUMBIASO
[00:14:40.000 --> 00:14:42.000]  SUMBIASO
[00:14:42.000 --> 00:14:44.000]  SUMBIASO
[00:14:44.000 --> 00:14:46.000]  SUMBIASO
[00:14:46.000 --> 00:14:48.000]  SUMBIASO
[00:14:48.000 --> 00:14:50.000]  SUMBIASO
[00:14:50.000 --> 00:14:52.000]  SUMBIASO
[00:14:52.000 --> 00:14:54.000]  SUMBIASO
[00:14:54.000 --> 00:14:56.000]  SUMBIASO
[00:14:56.000 --> 00:14:58.000]  SUMBIASO
[00:14:58.000 --> 00:15:00.000]  SUMBIASO
[00:15:00.000 --> 00:15:02.000]  SUMBIASO
[00:15:02.000 --> 00:15:04.000]  SUMBIASO
[00:15:04.000 --> 00:15:06.000]  SUMBIASO
[00:15:06.000 --> 00:15:08.000]  SUMBIASO
[00:15:08.000 --> 00:15:10.000]  SUMBIASO
[00:15:10.000 --> 00:15:12.000]  SUMBIASO
[00:15:12.000 --> 00:15:14.000]  SUMBIASO
[00:15:14.000 --> 00:15:16.000]  SUMBIASO
[00:15:16.000 --> 00:15:18.000]  SUMBIASO
[00:15:18.000 --> 00:15:20.000]  SUMBIASO
[00:15:20.000 --> 00:15:22.000]  SUMBIASO
[00:15:22.000 --> 00:15:24.000]  SUMBIASO
[00:15:24.000 --> 00:15:26.000]  SUMBIASO
[00:15:26.000 --> 00:15:28.000]  SUMBIASO
[00:15:28.000 --> 00:15:30.000]  SUMBIASO
[00:15:30.000 --> 00:15:32.000]  SUMBIASO
[00:15:32.000 --> 00:15:34.000]  SUMBIASO
[00:15:34.000 --> 00:15:36.000]  SUMBIASO
[00:15:36.000 --> 00:15:38.000]  SUMBIASO
[00:15:38.000 --> 00:15:40.000]  SUMBIASO
[00:15:40.000 --> 00:15:42.000]  SUMBIASO
[00:15:42.000 --> 00:15:44.000]  SUMBIASO
[00:15:44.000 --> 00:15:46.000]  SUMBIASO
[00:15:46.000 --> 00:15:48.000]  SUMBIASO
[00:15:48.000 --> 00:15:50.000]  SUMBIASO
[00:15:50.000 --> 00:15:52.000]  SUMBIASO
[00:15:52.000 --> 00:15:54.000]  SUMBIASO
[00:15:54.000 --> 00:15:56.000]  SUMBIASO
[00:15:56.000 --> 00:15:58.000]  SUMBIASO
[00:15:58.000 --> 00:16:00.000]  SUMBIASO
[00:16:00.000 --> 00:16:02.000]  SUMBIASO
[00:16:02.000 --> 00:16:04.000]  SUMBIASO
[00:16:04.000 --> 00:16:06.000]  SUMBIASO
