
[00:00:00.000 --> 00:00:02.540]  親愛的兄姊妹,在我們人生當中
[00:02:12.040 --> 00:02:14.360]  葛師母講什麼信息
[00:02:14.360 --> 00:02:21.240]  奇怪了,為什麼葛師母講到的題目你們都記得呢
[00:02:21.240 --> 00:02:26.560]  一連講一次的關係,好
[00:02:27.440 --> 00:02:29.760]  好,那以後母師一連講一次就好
[00:02:29.760 --> 00:02:33.320]  復活節講什麼還記得嗎
[00:02:33.320 --> 00:02:39.680]  復活節講的就是格羅西書第二章十二、十三節
[00:02:39.680 --> 00:02:43.080]  講到與基督同活,是不是
[00:02:43.080 --> 00:02:45.680]  與基督一同復活
[00:02:45.680 --> 00:02:48.680]  保祿在講到與基督一同復活的時候
[00:02:48.680 --> 00:02:51.440]  他先講到與基督一同怎麼樣
[00:02:51.440 --> 00:02:52.680]  死
[00:02:52.680 --> 00:02:55.480]  沒有死就不會活
[00:02:57.240 --> 00:02:59.640]  與基督同死代表的就是說
[00:02:59.640 --> 00:03:01.720]  當主耶穌定死之駕的時候
[00:03:01.720 --> 00:03:04.600]  我們這一個肉體,我們這個救人
[00:03:04.600 --> 00:03:07.080]  我們這個敗壞的我已經死了
[00:03:07.080 --> 00:03:07.520]  Amen
[00:03:07.520 --> 00:03:09.080]  Amen
[00:03:09.080 --> 00:03:12.040]  所以請弟兄姊妹告訴我
[00:03:12.040 --> 00:03:14.160]  你信了耶穌你的我死了沒有
[00:03:14.160 --> 00:03:14.720]  你死了沒有
[00:03:14.720 --> 00:03:16.840]  死了沒有,問你旁邊人死了沒有
[00:03:16.840 --> 00:03:19.680]  有時候那個信賴了,對不起
[00:03:19.680 --> 00:03:20.920]  請你們不要誤會
[00:03:20.920 --> 00:03:24.240]  怎麼教會一開始就講死了
[00:03:24.240 --> 00:03:26.120]  對基督徒不怕死的
[00:03:26.320 --> 00:03:27.680]  跟你旁邊說你不怕死
[00:03:27.680 --> 00:03:29.080]  你不要怕死
[00:03:29.080 --> 00:03:29.920]  Amen
[00:03:29.920 --> 00:03:32.680]  前奏之輩
[00:03:32.680 --> 00:03:36.480]  在屬靈上面的意義
[00:03:36.480 --> 00:03:37.880]  耶穌基督定死之駕
[00:03:37.880 --> 00:03:40.040]  我們與祂一同定死之駕
[00:03:40.040 --> 00:03:43.040]  所以我們的救人與祂一同定死之駕
[00:03:43.040 --> 00:03:45.840]  所以從客觀的事實上面來講
[00:03:45.840 --> 00:03:49.440]  客觀的事實意思就是說
[00:03:49.440 --> 00:03:52.680]  耶穌基督定死之駕這件事情已經成就了
[00:03:52.680 --> 00:03:54.320]  不需要你我做什麼
[00:03:55.160 --> 00:03:56.560]  我們的救人
[00:03:56.560 --> 00:03:57.720]  我們這個會發脾氣
[00:03:57.720 --> 00:03:59.160]  我們這個會說謊
[00:03:59.160 --> 00:04:02.240]  我們這個會紛爭會嫉妒會說小話
[00:04:02.240 --> 00:04:05.720]  會說閒言閒語的這一個救人已經死了
[00:04:05.720 --> 00:04:06.560]  Amen
[00:04:06.560 --> 00:04:11.560]  就少數幾個人死了
[00:04:11.560 --> 00:04:14.720]  其他人都好像有點懷疑
[00:04:14.720 --> 00:04:18.760]  請問高善良你死了嗎
[00:04:18.760 --> 00:04:21.160]  死了
[00:04:24.880 --> 00:04:25.960]  前奏之輩
[00:04:25.960 --> 00:04:29.480]  我先不要講你主觀的經歷跟主觀的感覺
[00:04:29.480 --> 00:04:33.720]  我講的是一個聖經上面告訴我們的一個真理
[00:04:33.720 --> 00:04:37.000]  耶穌基督定死之駕之後
[00:04:37.000 --> 00:04:39.040]  我們與祂一同定死之駕
[00:04:39.040 --> 00:04:42.680]  所以我們這個肉體也叫做救人
[00:04:42.680 --> 00:04:44.080]  也叫做老我
[00:04:44.080 --> 00:04:47.320]  已經與祂一同定死之駕死了
[00:04:47.320 --> 00:04:49.000]  Amen
[00:04:49.000 --> 00:04:53.560]  一方面是死了
[00:04:54.360 --> 00:04:55.520]  另一方面
[00:04:55.520 --> 00:04:58.480]  一個新的生命
[00:04:58.480 --> 00:04:59.920]  基督的生命進來了
[00:04:59.920 --> 00:05:03.800]  而這個叫做與基督一同活過來
[00:05:03.800 --> 00:05:09.520]  所以在十三節講到說
[00:05:09.520 --> 00:05:13.440]  便叫你們與基督一同活過來
[00:05:13.440 --> 00:05:14.480]  解經要看上下文
[00:05:14.480 --> 00:05:18.080]  所以接著我們再來看十四節
[00:05:18.080 --> 00:05:21.520]  說又怎麼樣
[00:05:21.520 --> 00:05:24.680]  又塗抹了在律律上所寫
[00:05:24.680 --> 00:05:26.720]  供給我們有礙於我們的秩序
[00:05:26.720 --> 00:05:29.280]  把它撤去定在十字架上面
[00:05:29.280 --> 00:05:34.240]  所以前面講到說我們與基督就已經同死了
[00:05:34.240 --> 00:05:38.040]  接著又說他又叫我們與基督一同活過來
[00:05:38.040 --> 00:05:40.400]  接著就講出了
[00:05:40.400 --> 00:05:46.400]  接下來這一個塗抹還有這一個定
[00:05:46.400 --> 00:05:50.160]  在原文裡面都是分詞表明什麼呢
[00:05:50.160 --> 00:05:53.960]  表明這是我們與基督同一同活過來
[00:05:53.960 --> 00:05:55.640]  必須經過的兩個過程
[00:05:55.640 --> 00:05:58.760]  首先我們來看
[00:05:58.760 --> 00:06:04.960]  我稱它叫做過犯一筆勾銷
[00:06:04.960 --> 00:06:09.360]  跟你旁邊說你的過犯一筆勾銷
[00:06:09.360 --> 00:06:14.600]  你心裡想說我為什麼過犯
[00:06:14.600 --> 00:06:17.320]  有沒有我們在這有沒有過犯
[00:06:17.320 --> 00:06:20.080]  過犯就是犯罪了
[00:06:20.080 --> 00:06:23.000]  有沒有罪 有沒有犯過罪 有沒有
[00:06:23.000 --> 00:06:24.920]  有沒有虧欠人 有沒有
[00:06:24.920 --> 00:06:27.400]  都有吧
[00:06:27.400 --> 00:06:32.520]  想不想過犯一筆勾銷
[00:06:32.520 --> 00:06:39.240]  保祿在這裡說又塗抹了
[00:06:39.240 --> 00:06:44.400]  在律律上所寫供給我們
[00:06:44.400 --> 00:06:45.600]  什麼叫塗抹
[00:06:45.600 --> 00:06:47.320]  律律
[00:06:48.440 --> 00:06:50.280]  首先我們要看見這個律律
[00:06:50.280 --> 00:06:53.520]  就是指的律法
[00:06:53.520 --> 00:06:56.600]  指的律法對我們的要求
[00:06:56.600 --> 00:07:00.960]  羅馬書第二章十五節保祿說
[00:07:00.960 --> 00:07:05.960]  他說這是顯出律法的功用刻在他們的心裡
[00:07:05.960 --> 00:07:08.800]  所以這個律律就是律法的功用
[00:07:08.800 --> 00:07:11.080]  律法的功用是什麼呢
[00:07:11.080 --> 00:07:12.160]  我稍微解釋一下
[00:07:12.160 --> 00:07:16.640]  對猶太人來講律法是什麼呢
[00:07:17.640 --> 00:07:19.520]  舊約的律法
[00:07:19.520 --> 00:07:20.160]  是不是
[00:07:20.160 --> 00:07:23.080]  一般你如果讀聖經裡面講律法的時候
[00:07:23.080 --> 00:07:25.600]  比較狹義的指的是摩西五經
[00:07:25.600 --> 00:07:29.360]  那麼在對猶太人來講呢
[00:07:29.360 --> 00:07:31.400]  除了摩西五經之外呢
[00:07:31.400 --> 00:07:35.080]  更廣泛一點就是整個舊約聖經就是律法
[00:07:35.080 --> 00:07:37.560]  可是呢
[00:07:37.560 --> 00:07:39.400]  有時候你看到了新約
[00:07:39.400 --> 00:07:42.160]  講到律法的時候呢
[00:07:42.160 --> 00:07:45.840]  他就不是只是指的舊約了
[00:07:45.840 --> 00:07:47.360]  他指的是什麼
[00:07:47.360 --> 00:07:49.160]  整本聖經
[00:07:49.160 --> 00:07:51.000]  了解我意思了吧
[00:07:51.000 --> 00:07:53.480]  可是保羅在這個地方講的律法是指什麼呢
[00:07:53.480 --> 00:07:58.840]  就是當初神藉著摩西頒布給以色列人的律法
[00:07:58.840 --> 00:08:02.640]  告訴以色列人什麼該做
[00:08:02.640 --> 00:08:03.880]  什麼不該做
[00:08:03.880 --> 00:08:04.960]  很詳細啊
[00:08:04.960 --> 00:08:06.280]  你們去讀《利未記》
[00:08:06.280 --> 00:08:09.720]  你們去讀這個聖經裡面講的是不是
[00:08:09.720 --> 00:08:11.880]  聖經上說告訴我們說什麼吃可以吃
[00:08:11.880 --> 00:08:13.280]  什麼不可以吃都有講
[00:08:13.280 --> 00:08:14.360]  有沒有
[00:08:14.360 --> 00:08:15.680]  有沒有
[00:08:15.680 --> 00:08:17.000]  聖經上說不可以吃的
[00:08:17.000 --> 00:08:18.480]  我們中國人最喜歡吃
[00:08:18.480 --> 00:08:21.000]  有沒有
[00:08:21.000 --> 00:08:23.480]  中國人你到中國人店裡面去
[00:08:23.480 --> 00:08:25.200]  華人超市裡面去看
[00:08:25.200 --> 00:08:26.840]  你看有一些時候他還賣什麼
[00:08:26.840 --> 00:08:28.720]  賣烏龜
[00:08:28.720 --> 00:08:33.360]  賣甲魚
[00:08:33.360 --> 00:08:35.840]  還有青蛙
[00:08:35.840 --> 00:08:36.560]  可不可以吃啊
[00:08:36.560 --> 00:08:38.440]  聖經上告訴我們可不可以吃
[00:08:38.440 --> 00:08:41.160]  舊約聖經告訴我們可不可以吃
[00:08:41.160 --> 00:08:44.200]  神吩咐以色列人不可以吃的
[00:08:44.200 --> 00:08:46.920]  我們中國人管他那麼多
[00:08:46.920 --> 00:08:47.960]  什麼都吃啊
[00:08:47.960 --> 00:08:49.680]  天上飛的地上爬的
[00:08:49.680 --> 00:08:52.720]  海上海裡游的全都吃
[00:08:52.720 --> 00:08:55.200]  是不是
[00:08:55.200 --> 00:08:58.520]  前六子妹就是我們中國人亂吃
[00:08:58.520 --> 00:09:00.200]  什麼都吃
[00:09:00.200 --> 00:09:02.480]  所以有時候就吃出一些病來
[00:09:02.480 --> 00:09:08.080]  好這話就不提了
[00:09:08.080 --> 00:09:10.680]  前六子妹
[00:09:10.680 --> 00:09:13.080]  聖經舊約裡面告訴我們這些
[00:09:13.080 --> 00:09:14.120]  該吃不該吃
[00:09:14.120 --> 00:09:15.080]  該做不該做
[00:09:15.080 --> 00:09:18.360]  好不好
[00:09:18.360 --> 00:09:19.600]  不好
[00:09:19.600 --> 00:09:21.720]  好
[00:09:21.720 --> 00:09:26.240]  有一些比較強調舊約的
[00:09:26.240 --> 00:09:28.080]  就是說強調聖經的
[00:09:28.080 --> 00:09:29.120]  特別舊約的一些
[00:09:29.120 --> 00:09:32.960]  譬如說像安息日會
[00:09:32.960 --> 00:09:35.400]  他們非常按照舊約聖經裡面
[00:09:35.400 --> 00:09:37.920]  吃的這方面
[00:09:37.920 --> 00:09:39.400]  其實嚴格講起來
[00:09:39.400 --> 00:09:41.960]  你按照聖經裡面這樣子的教導
[00:09:41.960 --> 00:09:48.160]  吃東西是非常健康的你懂嗎
[00:09:48.160 --> 00:09:50.520]  但是今天保羅到了新約的時候
[00:09:50.520 --> 00:09:53.120]  保羅要問一件事情
[00:09:53.120 --> 00:09:55.680]  那我們信了耶穌的這些基督徒
[00:09:55.680 --> 00:09:57.760]  我們是不是信了耶穌基督
[00:09:57.760 --> 00:10:01.320]  我們仍然要按照舊約聖經裡面說
[00:10:01.320 --> 00:10:02.880]  該吃什麼不該吃什麼
[00:10:02.880 --> 00:10:05.240]  我們應該一字一句要照著做了
[00:10:05.240 --> 00:10:10.520]  是不是
[00:10:10.520 --> 00:10:12.160]  請記得
[00:10:12.160 --> 00:10:16.240]  律法的功用做什麼
[00:10:16.240 --> 00:10:19.120]  律法的功用是叫我們知道
[00:10:19.120 --> 00:10:20.960]  該做不該做
[00:10:20.960 --> 00:10:22.840]  對過錯
[00:10:22.840 --> 00:10:25.080]  所以保羅在告訴我們說
[00:10:25.080 --> 00:10:27.840]  律法是教人知罪
[00:10:27.840 --> 00:10:28.720]  看到沒有
[00:10:28.720 --> 00:10:31.680]  為了要引人到哪裡
[00:10:31.680 --> 00:10:35.800]  到基督的面前
[00:10:35.800 --> 00:10:37.120]  所以保羅說他不是要
[00:10:37.120 --> 00:10:40.800]  聖經上告訴我們說他不是要廢掉律法
[00:10:40.800 --> 00:10:42.640]  律法有它的功用
[00:10:42.640 --> 00:10:43.920]  請問你在開車的時候
[00:10:43.920 --> 00:10:45.680]  美國有沒有法律告訴你說
[00:10:45.680 --> 00:10:48.080]  你開車該怎麼開有沒有
[00:10:48.080 --> 00:10:52.640]  開一般開本地出現多少
[00:10:52.640 --> 00:10:54.520]  多少
[00:10:54.520 --> 00:10:56.320]  45
[00:10:56.320 --> 00:10:57.880]  35
[00:10:57.880 --> 00:10:59.280]  有些地方35
[00:10:59.280 --> 00:11:02.160]  有些地方40 45都有對不對
[00:11:02.160 --> 00:11:05.160]  高速公路多少
[00:11:05.160 --> 00:11:06.640]  65
[00:11:06.640 --> 00:11:11.360]  沒有一部車65
[00:11:11.360 --> 00:11:12.840]  所以好像聽說
[00:11:12.840 --> 00:11:14.560]  這個我都沒有去證實過
[00:11:14.560 --> 00:11:16.720]  不知道你們在美國久一點
[00:11:16.720 --> 00:11:19.440]  是不是在法律還有一條
[00:11:19.440 --> 00:11:21.560]  就是說follow the flow
[00:11:21.560 --> 00:11:23.000]  有沒有
[00:11:23.000 --> 00:11:24.080]  有嗎
[00:11:24.080 --> 00:11:26.280]  有
[00:11:26.280 --> 00:11:27.600]  不過這也很tricky
[00:11:27.600 --> 00:11:31.200]  如果大家都是開著巴士麥
[00:11:31.200 --> 00:11:32.440]  我follow他們
[00:11:32.440 --> 00:11:34.600]  警察抓不抓
[00:11:34.600 --> 00:11:36.280]  抓不抓
[00:11:36.280 --> 00:11:37.760]  抓
[00:11:37.760 --> 00:11:39.160]  不抓
[00:11:39.160 --> 00:11:43.040]  到底抓不抓
[00:11:43.040 --> 00:11:47.560]  我就因為在開到聖地牙哥開了巴士麥
[00:11:47.560 --> 00:11:50.040]  就被警察抓了
[00:11:50.040 --> 00:11:51.640]  不過那時候沒有follow the flow
[00:11:51.640 --> 00:11:57.760]  因為前面沒有車
[00:11:57.760 --> 00:11:59.240]  好了
[00:11:59.240 --> 00:12:01.280]  重點我們不去探討細節
[00:12:01.280 --> 00:12:02.640]  我要說的意思就是說
[00:12:02.640 --> 00:12:05.080]  請問律法法律告訴我們
[00:12:05.080 --> 00:12:06.760]  該做不該做
[00:12:06.760 --> 00:12:08.040]  車該怎麼開對不對
[00:12:08.040 --> 00:12:09.960]  是不是
[00:12:09.960 --> 00:12:11.680]  所以當你犯規的時候
[00:12:11.680 --> 00:12:15.000]  警察在後面跟你微笑
[00:12:15.000 --> 00:12:15.720]  閃燈之後
[00:12:15.720 --> 00:12:19.960]  你怎麼辦
[00:12:19.960 --> 00:12:23.360]  怎麼辦
[00:12:23.360 --> 00:12:24.920]  趕快靠邊停下來
[00:12:24.920 --> 00:12:26.520]  是不是
[00:12:26.520 --> 00:12:31.240]  祝美國久留人都知道
[00:12:31.240 --> 00:12:33.720]  然後警察會給你一張什麼
[00:12:33.720 --> 00:12:38.600]  ticket
[00:12:38.600 --> 00:12:40.720]  聽說早期
[00:12:40.720 --> 00:12:43.160]  美國的警察如果碰到牧師的話
[00:12:43.160 --> 00:12:45.760]  會給他一點恩典
[00:12:45.760 --> 00:12:46.840]  可是從我來美國之後
[00:12:46.840 --> 00:12:53.120]  從來沒有碰過這個恩典
[00:12:53.120 --> 00:12:54.520]  甚至我跟他穿副衣之後
[00:12:54.520 --> 00:12:58.360]  他還是給我ticket
[00:12:58.360 --> 00:12:59.480]  法律就是如此
[00:12:59.480 --> 00:13:00.840]  你懂我意思
[00:13:00.840 --> 00:13:01.880]  是不是
[00:13:01.880 --> 00:13:04.200]  法律就是這樣子硬邦邦的
[00:13:04.200 --> 00:13:06.560]  你犯罪了
[00:13:06.560 --> 00:13:08.800]  是嗎
[00:13:08.800 --> 00:13:10.680]  所以在美國你要很小心
[00:13:10.680 --> 00:13:12.240]  你報罪的時候不誠實
[00:13:12.240 --> 00:13:15.800]  被他抓到怎麼辦
[00:13:15.800 --> 00:13:17.880]  你沒完沒了了
[00:13:17.880 --> 00:13:20.480]  真的你沒完沒了了
[00:13:20.480 --> 00:13:22.720]  剛來的新移民不懂這件事情
[00:13:22.720 --> 00:13:25.640]  很多時候走這些後門
[00:13:25.640 --> 00:13:29.840]  走這些走小路
[00:13:29.840 --> 00:13:31.400]  你出一次事
[00:13:31.400 --> 00:13:35.440]  你在美國就很難玩了
[00:13:35.440 --> 00:13:37.920]  那其他就是
[00:13:37.920 --> 00:13:39.320]  保羅在這裏讓我們看見說
[00:13:39.320 --> 00:13:45.480]  律法要叫我們吃醉
[00:13:45.480 --> 00:13:48.480]  可是耶穌基督在實價上面
[00:13:48.480 --> 00:13:50.640]  他已經撤銷了
[00:13:50.640 --> 00:13:55.960]  他已經塗抹了這個律法的這個律律
[00:13:55.960 --> 00:13:56.480]  好
[00:13:56.480 --> 00:13:57.680]  然後你再注意看
[00:13:57.680 --> 00:13:58.960]  他接著講什麼
[00:13:58.960 --> 00:14:04.240]  我看看
[00:14:04.240 --> 00:14:06.000]  講到這個我要用
[00:14:06.000 --> 00:14:08.680]  天主教跟基督教的舊恩論
[00:14:08.680 --> 00:14:09.520]  來做一個比較
[00:14:09.520 --> 00:14:11.960]  為什麼呢
[00:14:11.960 --> 00:14:13.680]  你會發現所有的宗教
[00:14:13.680 --> 00:14:16.120]  所有的各大宗教裏面
[00:14:16.120 --> 00:14:20.360]  除了基督教之外
[00:14:20.360 --> 00:14:21.200]  猶太教
[00:14:21.200 --> 00:14:22.160]  天主教
[00:14:22.160 --> 00:14:26.480]  伊斯蘭教
[00:14:26.480 --> 00:14:27.560]  那其他的就不要講
[00:14:27.560 --> 00:14:28.200]  什麼喇嘛教
[00:14:28.200 --> 00:14:29.160]  都不用講佛教
[00:14:29.160 --> 00:14:30.520]  佛教也不要講
[00:14:30.520 --> 00:14:31.960]  基本上面
[00:14:31.960 --> 00:14:33.920]  他們的舊恩論裏面
[00:14:33.920 --> 00:14:39.000]  有很強烈的所謂的功德論
[00:14:39.000 --> 00:14:42.960]  行為
[00:14:42.960 --> 00:14:44.400]  但是請問
[00:14:44.400 --> 00:14:46.280]  今天聖經裏面告訴我們看誰
[00:14:46.280 --> 00:14:53.160]  我們信耶穌是憑著什麼
[00:14:53.160 --> 00:14:53.880]  信對不對
[00:14:53.880 --> 00:14:58.240]  這叫陰性誠意
[00:14:58.240 --> 00:15:00.560]  有什麼好的事情
[00:15:00.560 --> 00:15:03.640]  我記得這個
[00:15:03.640 --> 00:15:04.880]  那個很多年前
[00:15:04.880 --> 00:15:06.360]  臺灣有一個陳靜心
[00:15:06.360 --> 00:15:08.760]  大家記得吧
[00:15:08.760 --> 00:15:15.080]  他殺了白冰冰的女兒
[00:15:15.080 --> 00:15:19.200]  那麼後來他到了監獄裏面去了
[00:15:19.200 --> 00:15:21.880]  被一個這個監獄的牧師
[00:15:21.880 --> 00:15:26.360]  勸化她幫助她帶領她信的主
[00:15:26.360 --> 00:15:29.200]  那麼後來
[00:15:29.200 --> 00:15:32.160]  這個他也公開的道歉
[00:15:32.160 --> 00:15:35.800]  向這個白冰冰道歉等等這些
[00:15:35.800 --> 00:15:37.240]  最後他還是死了
[00:15:37.240 --> 00:15:38.400]  被判死刑嘛
[00:15:38.400 --> 00:15:39.360]  對不對
[00:15:39.360 --> 00:15:41.320]  法律是沒有講這些東西的
[00:15:41.320 --> 00:15:42.640]  法律沒有說你信了耶穌
[00:15:42.640 --> 00:15:43.640]  我就不判你死刑了
[00:15:43.640 --> 00:15:46.520]  沒有
[00:15:46.520 --> 00:15:49.760]  但是請問陳靜心
[00:15:49.760 --> 00:15:51.400]  他死了
[00:15:51.400 --> 00:15:54.760]  他到哪裏去了
[00:15:54.760 --> 00:15:59.320]  他到哪裏去了
[00:15:59.320 --> 00:16:03.400]  請問他到哪裏去了
[00:16:03.400 --> 00:16:05.360]  他到天國
[00:16:05.360 --> 00:16:08.000]  還是到地區
[00:16:08.000 --> 00:16:09.000]  天國
[00:16:09.000 --> 00:16:13.080]  你根據什麼
[00:16:13.080 --> 00:16:15.920]  如果按照佛家的說法
[00:16:15.920 --> 00:16:18.200]  他罪惡深重
[00:16:18.200 --> 00:16:20.640]  是不是
[00:16:20.640 --> 00:16:22.960]  他怎麼能夠去天堂呢
[00:16:22.960 --> 00:16:25.600]  這麼簡單啊
[00:16:25.600 --> 00:16:27.240]  所以我做一個調查
[00:16:27.240 --> 00:16:27.840]  來
[00:16:27.840 --> 00:16:29.600]  大家是公正的法官
[00:16:29.600 --> 00:16:34.120]  陳靜心上天堂舉手
[00:16:34.120 --> 00:16:35.000]  請放下
[00:16:35.000 --> 00:16:38.600]  認為他不上天堂的舉手
[00:16:38.600 --> 00:16:39.560]  有幾位
[00:16:39.560 --> 00:16:40.760]  還是有幾位
[00:16:40.760 --> 00:16:41.680]  好
[00:16:41.680 --> 00:16:43.840]  那我再請問大家
[00:16:43.840 --> 00:16:46.320]  跟耶穌一起同地私下的有兩個強盜
[00:16:46.320 --> 00:16:48.360]  大家記得嗎
[00:16:48.360 --> 00:16:49.520]  記不記得
[00:16:49.520 --> 00:16:50.720]  其中有一個強盜說
[00:16:50.720 --> 00:16:51.720]  主啊
[00:16:51.720 --> 00:16:55.520]  求你德國的時候紀念我
[00:16:55.520 --> 00:16:56.640]  請問
[00:16:56.640 --> 00:16:59.600]  主耶穌說什麼
[00:16:59.600 --> 00:17:02.960]  主耶穌說今天你就同我在
[00:17:02.960 --> 00:17:07.400]  請問這個強盜去哪裏
[00:17:07.400 --> 00:17:09.280]  天國
[00:17:09.280 --> 00:17:13.400]  如果他在臨死之前
[00:17:13.400 --> 00:17:14.840]  就這樣子承認了一下
[00:17:14.840 --> 00:17:16.280]  還沒有像陳靜心
[00:17:16.280 --> 00:17:18.160]  他還公開跟人家認罪等等
[00:17:18.160 --> 00:17:19.240]  就做這些事情
[00:17:19.240 --> 00:17:20.600]  請問他可以上天堂
[00:17:20.600 --> 00:17:24.280]  陳靜心為什麼不可以上天堂
[00:17:24.280 --> 00:17:26.120]  懂我意思嗎
[00:17:26.120 --> 00:17:27.960]  懂不懂我意思
[00:17:27.960 --> 00:17:32.720]  這叫做恩典
[00:17:32.720 --> 00:17:35.120]  恩典是白白的
[00:17:35.120 --> 00:17:38.600]  不是你做了多少
[00:17:38.600 --> 00:17:41.400]  所以改教運動裏面
[00:17:41.400 --> 00:17:42.440]  不管是加爾文
[00:17:42.440 --> 00:17:44.000]  不管是馬丁路德
[00:17:44.000 --> 00:17:45.240]  一直都要把這一個
[00:17:45.240 --> 00:17:46.880]  恢復到心經裏面的
[00:17:46.880 --> 00:17:48.360]  陰性成異
[00:17:48.360 --> 00:17:52.480]  跟你旁邊說陰性成異
[00:17:52.480 --> 00:17:53.960]  以復仇者第二章那邊告訴我們說
[00:17:53.960 --> 00:17:55.720]  我們得救是本乎恩
[00:17:55.720 --> 00:17:58.080]  因這信
[00:17:58.080 --> 00:18:02.400]  下面說不是出於我們
[00:18:02.400 --> 00:18:06.600]  自己也不是出於我們的行為
[00:18:06.600 --> 00:18:09.000]  可是天主教在信心之外
[00:18:09.000 --> 00:18:10.480]  再加上什麼
[00:18:10.480 --> 00:18:15.560]  行為
[00:18:15.560 --> 00:18:17.880]  所以他們需要洗禮
[00:18:17.880 --> 00:18:21.480]  請問我們基督教洗禮
[00:18:21.480 --> 00:18:24.760]  可不可以幫助你上天堂
[00:18:24.760 --> 00:18:26.880]  可不可以幫助你得救
[00:18:26.880 --> 00:18:32.680]  可不可以
[00:18:32.680 --> 00:18:34.440]  我們教會大多數都善關門虛
[00:18:34.440 --> 00:18:36.440]  這是很基本的問題
[00:18:36.440 --> 00:18:43.800]  我一再講你一定要很清楚
[00:18:43.800 --> 00:18:47.840]  得救是本乎恩
[00:18:47.840 --> 00:18:49.000]  然後呢
[00:18:49.000 --> 00:18:52.560]  因這信
[00:18:52.560 --> 00:18:56.000]  它有沒有說除了信之外
[00:18:56.000 --> 00:18:59.480]  你還要受洗
[00:18:59.480 --> 00:19:02.440]  天主教加上洗禮
[00:19:02.440 --> 00:19:03.320]  所以你知道為什麼
[00:19:03.320 --> 00:19:05.240]  天主教給兒童洗禮
[00:19:05.240 --> 00:19:07.400]  你知道因而洗嗎
[00:19:07.400 --> 00:19:09.640]  為什麼
[00:19:09.640 --> 00:19:14.680]  因為如果他
[00:19:14.680 --> 00:19:19.520]  萬一他很快就走了怎麼辦
[00:19:19.520 --> 00:19:23.280]  所以因而就要給他洗
[00:19:23.280 --> 00:19:25.800]  所以洗禮是帶著怎麼樣
[00:19:25.800 --> 00:19:28.840]  跟救恩是有關係的
[00:19:28.840 --> 00:19:33.800]  可以洗去他靈魂裡面的原罪
[00:19:33.800 --> 00:19:35.640]  這是他們的洗禮
[00:19:35.640 --> 00:19:38.360]  這是他們的洗禮觀
[00:19:38.360 --> 00:19:41.120]  還要補俗
