
[00:00:00.000 --> 00:00:02.960]  今日呢我所設定嘅題目呢
[00:02:58.760 --> 00:03:00.000]  係校工呀
[00:03:00.000 --> 00:03:01.600]  佢呢以為呢已經冇晒人啦
[00:03:01.600 --> 00:03:02.720]  所以入嚟做清潔喇
[00:03:02.720 --> 00:03:05.800]  當佢一開門開支燈嘅時候見到我哋兩個呢
[00:03:05.800 --> 00:03:07.840]  嘩 極其尷尬
[00:03:07.840 --> 00:03:09.240]  即係宣教師瞓咗喺度
[00:03:09.240 --> 00:03:11.440]  佢覺得最尊敬嘅宣教師呢
[00:03:11.440 --> 00:03:13.160]  竟然瞓咗喺佢梳化嗰度
[00:03:13.160 --> 00:03:15.520]  咁係好尷尬嘅場面
[00:03:15.520 --> 00:03:18.040]  後尾呢我就同我嘅福音幹事講
[00:03:18.040 --> 00:03:21.600]  我哋下次呢不如呢整返個牌囉
[00:03:21.600 --> 00:03:24.560]  整返個牌掛喺門口喎
[00:03:24.560 --> 00:03:27.120]  等陣子會如果你要整個牌掛喺門口
[00:03:27.120 --> 00:03:30.600]  你會整咗咩牌呢
[00:03:30.600 --> 00:03:33.600]  結果我哋呢就整咗個牌針㗎
[00:03:33.600 --> 00:03:35.800]  叫做祈禱鐘
[00:03:35.800 --> 00:03:38.920]  我哋呢就話呢瞓覺之前我哋呢先一齊祈禱
[00:03:38.920 --> 00:03:41.320]  不過呢奇奇下禱瞓咗呢就
[00:03:41.320 --> 00:03:44.920]  即係安睡喺上帝嘅說話嘅裏面啦咁樣
[00:03:44.920 --> 00:03:45.920]  我哋真係做咗呢個牌
[00:03:45.920 --> 00:03:48.160]  不過我哋冇咁樣用過
[00:03:48.160 --> 00:03:50.640]  所以呢都係笑話一則
[00:03:50.640 --> 00:03:53.080]  所以呢瞓覺嚟講
[00:03:53.080 --> 00:03:55.400]  對我呢係非常之容易一樣嘢
[00:03:55.400 --> 00:03:57.480]  所以我人生好少失眠嘅
[00:03:57.480 --> 00:03:59.200]  好少有呢樣嘢
[00:03:59.200 --> 00:04:01.440]  但我知道呢好多弟兄姐妹呢
[00:04:01.440 --> 00:04:03.760]  喺瞓覺裏面呢好有困難
[00:04:03.760 --> 00:04:05.400]  尤其是呢幾年呀
[00:04:05.400 --> 00:04:07.560]  屯門堂都有唔少嘅弟兄姐妹呢
[00:04:07.560 --> 00:04:11.840]  喺瞓覺裏面呢有好大困擾
[00:04:11.840 --> 00:04:14.120]  好想起呢呢個節目呢
[00:04:14.120 --> 00:04:17.040]  其中有一集呢係講到呢有啲人呢
[00:04:17.040 --> 00:04:18.640]  就試睡丸呀
[00:04:18.640 --> 00:04:19.880]  有冇睇到嗰集呀
[00:04:19.880 --> 00:04:22.600]  即係試下嗰啲床褥好唔好瞓呀
[00:04:22.600 --> 00:04:24.480]  其實呢原來呢喺呢個世界上面呢
[00:04:24.480 --> 00:04:28.360]  有好多人呢用瞓覺嚟到搵錢嘅
[00:04:28.360 --> 00:04:30.200]  我識得呢有一個姊妹呀
[00:04:30.200 --> 00:04:32.000]  咁呢佢啱啱出世嘅BB呢
[00:04:32.000 --> 00:04:34.280]  佢話畀我聽瞓得唔好
[00:04:34.280 --> 00:04:37.240]  咁呢結果呢佢呢就搵咗
[00:04:37.240 --> 00:04:39.680]  坊間呢有一啲瞓覺嘅專家
[00:04:39.680 --> 00:04:41.960]  其實都幾貴㗎啲瞓覺專家
[00:04:41.960 --> 00:04:43.600]  幾千蚊一次㗎
[00:04:43.600 --> 00:04:44.640]  即係用zoom睇
[00:04:44.640 --> 00:04:46.840]  即係同你傾半個鐘頭底咁樣
[00:04:46.840 --> 00:04:51.800]  即係教嗰啲幼兒呢去到入面
[00:04:51.800 --> 00:04:54.520]  今日呢我想分享呢個主題呢
[00:04:54.520 --> 00:04:56.840]  其實我好想呢去重新呢
[00:04:56.840 --> 00:04:58.960]  讓大家呢去諗返
[00:04:58.960 --> 00:05:02.160]  其實瞓覺係上帝畀我哋嘅禮物嚟㗎
[00:05:02.160 --> 00:05:05.200]  其實瞓覺應該係我哋嘅強項嚟㗎
[00:05:05.200 --> 00:05:06.520]  但係唔知點解
[00:05:06.520 --> 00:05:09.080]  而家呢我哋呢好似好難瞓覺
[00:05:09.080 --> 00:05:12.240]  甚至乎呢啲我哋與生俱來嘅技能
[00:05:12.240 --> 00:05:14.120]  我哋嘅本事
[00:05:14.120 --> 00:05:18.680]  竟然呢要由專家呢去幫助我哋
[00:05:18.680 --> 00:05:22.040]  點解我哋咁難瞓覺呢
[00:05:22.040 --> 00:05:26.920]  所以呢今日我揀咗詩篇第127篇
[00:05:26.920 --> 00:05:29.520]  我哋重新再出發
[00:05:29.520 --> 00:05:31.880]  我哋重新由瞓覺開始
[00:05:31.880 --> 00:05:34.400]  即係上帝畀我哋呢份禮物開始
[00:05:34.400 --> 00:05:37.800]  我哋重新再出發
[00:05:37.800 --> 00:05:41.320]  呢篇詩呢其實呢係自慰之詩
[00:05:41.320 --> 00:05:43.520]  裏面呢充滿住自慰
[00:05:43.520 --> 00:05:46.520]  好短嘅借章節得五節
[00:05:46.520 --> 00:05:50.600]  我相信呢各位大英姐妹呢都好熟識呢一篇嘅經文
[00:05:50.600 --> 00:05:53.720]  其實簡單嚟講呢篇經文呢分開兩部分
[00:05:53.720 --> 00:05:57.720]  第一第二節同埋第三至到第五節
[00:05:57.720 --> 00:05:59.320]  呢篇詩篇呢如果你睇聖經呢
[00:05:59.320 --> 00:06:03.640]  佢寫住係所羅門上行之師
[00:06:03.640 --> 00:06:05.320]  其實呢就係一班以色列人
[00:06:05.320 --> 00:06:09.480]  佢哋呢一年一度佢哋上聖殿去敬拜嘅時候
[00:06:09.480 --> 00:06:13.720]  佢哋呢會討論下人生嘅成敗得失
[00:06:13.720 --> 00:06:16.840]  日光之下佢哋嘅經歷
[00:06:16.840 --> 00:06:19.720]  講講下佢哋突然間就會唱歌
[00:06:19.720 --> 00:06:24.480]  呢一首呢係其中佢哋呢會唱嘅一首歌
[00:06:24.480 --> 00:06:28.320]  我哋呢今日一齊進入去呢一段嘅經文
[00:06:28.320 --> 00:06:32.520]  第127篇第一第二節
[00:06:32.520 --> 00:06:34.720]  也不是耶和華建造房屋
[00:06:34.720 --> 00:06:36.720]  建造嘅人就枉然勞力
[00:06:36.720 --> 00:06:39.520]  也不是耶和華看守城池
[00:06:39.520 --> 00:06:42.880]  看守嘅人就枉然敬聖
[00:06:42.880 --> 00:06:45.800]  你哋清晨早起 夜晚安歇
[00:06:45.800 --> 00:06:48.840]  吃勞碌得來嘅飯本是枉然
[00:06:48.840 --> 00:06:51.600]  但唯有耶和華所親愛嘅
[00:06:51.600 --> 00:06:55.800]  必叫他安然睡覺
[00:06:55.800 --> 00:06:58.000]  其實呢兩節短短嘅經文
[00:06:58.000 --> 00:07:02.920]  已經道出咗呢一個人一生嘅藍圖
[00:07:02.920 --> 00:07:06.360]  你嘅住屋啦 你嘅保障啦
[00:07:06.360 --> 00:07:08.680]  每日呢都要搵食啦係咪
[00:07:08.680 --> 00:07:10.600]  清早起嚟 夜晚安歇
[00:07:10.600 --> 00:07:13.040]  要吃勞碌得來嘅飯
[00:07:13.040 --> 00:07:16.000]  你同我都要勞碌得食
[00:07:16.000 --> 00:07:18.280]  勞碌搵食
[00:07:18.280 --> 00:07:20.280]  唔單止呢以前係咁樣
[00:07:20.280 --> 00:07:22.440]  而家呢更甚添下
[00:07:22.440 --> 00:07:25.760]  我呢形容呢當即係有呢個智能電話
[00:07:25.760 --> 00:07:27.600]  當發明咗WhatsApp之後呢
[00:07:27.600 --> 00:07:32.000]  教務就真真正正進入24小時on call嘅狀態
[00:07:32.000 --> 00:07:32.840]  我哋覆辭一陣呢
[00:07:32.840 --> 00:07:34.320]  大興姐妹呢都會囉囉攣啦
[00:07:34.320 --> 00:07:37.400]  哎 點解咁耐都未覆呢咁樣係咪
[00:07:37.400 --> 00:07:38.720]  係呀
[00:07:38.720 --> 00:07:40.200]  朝頭早
[00:07:40.200 --> 00:07:41.440]  我哋要早出
[00:07:41.440 --> 00:07:43.520]  晚季尤其是我係住屯門啦
[00:07:43.520 --> 00:07:46.080]  即係如果大興姐妹呢返到去鰂魚涌返工
[00:07:46.080 --> 00:07:47.640]  或者去到九龍返工呢
[00:07:47.640 --> 00:07:51.520]  其實呢一早呢就要起身要出去
[00:07:51.520 --> 00:07:55.040]  夜晚呢帶住疲勞嘅新區返到零屋企
[00:07:55.040 --> 00:07:56.840]  八點鐘飯都未食
[00:07:56.840 --> 00:07:58.200]  係咪 衝衝食完飯
[00:07:58.200 --> 00:08:01.480]  想有啲me time其實都冇乜啦
[00:08:01.480 --> 00:08:04.040]  而家其實呢一種嘅勞累呢
[00:08:04.040 --> 00:08:07.880]  我相信比以前係更深
[00:08:07.880 --> 00:08:10.280]  貫穿住呢兩節嘅經文呢
[00:08:10.280 --> 00:08:13.960]  有一個詞語係好好突出嘅
[00:08:13.960 --> 00:08:15.600]  呢個詞語呢叫做
[00:08:15.600 --> 00:08:17.440]  枉然
[00:08:17.440 --> 00:08:20.000]  枉然
[00:08:20.000 --> 00:08:21.440]  詩人好有智慧呀
[00:08:21.440 --> 00:08:24.000]  你同我做緊嘢嘅時候好勞碌
[00:08:24.000 --> 00:08:28.360]  不過如果冇上帝嘅參與嘅話呢
[00:08:28.360 --> 00:08:31.320]  其實都係枉然
[00:08:31.320 --> 00:08:33.320]  乜嘢叫做枉然呢
[00:08:33.320 --> 00:08:35.280]  枉然呢真係唔係話冇用喎
[00:08:35.280 --> 00:08:36.480]  即係冇上帝嘅
[00:08:36.480 --> 00:08:37.640]  冇上帝做嘅話
[00:08:37.640 --> 00:08:39.000]  都做唔到㗎啦
[00:08:39.000 --> 00:08:41.600]  唔係咁嘅意思
[00:08:41.600 --> 00:08:45.720]  枉然嘅意思呢真係冇效率
[00:08:45.720 --> 00:08:47.600]  我哋勞碌工作
[00:08:47.600 --> 00:08:48.840]  但係我哋點樣
[00:08:48.840 --> 00:08:49.920]  能夠建成呢個房屋
[00:08:49.920 --> 00:08:51.840]  又或者點樣搵到食呢
[00:08:51.840 --> 00:08:53.920]  原來上帝係背後裏面呢
[00:08:53.920 --> 00:08:57.360]  佢去密密參與
[00:08:57.360 --> 00:09:00.080]  密密參與
[00:09:00.080 --> 00:09:00.920]  有啲年青人呢
[00:09:00.920 --> 00:09:03.120]  好鍾意呢聽到呢兩節經文呢
[00:09:03.120 --> 00:09:05.040]  就自己借題發揮㗎啦
[00:09:05.040 --> 00:09:07.440]  得啦上帝做咪得囉
[00:09:07.440 --> 00:09:09.400]  真係我努力都冇用㗎啦
[00:09:09.400 --> 00:09:11.320]  如果上帝呢真係唔幫我嘅話呢
[00:09:11.320 --> 00:09:15.600]  我溫極書都冇用㗎啦
[00:09:15.600 --> 00:09:18.440]  唔係講緊要上帝做埋我哋嗰份喎
[00:09:18.440 --> 00:09:22.360]  而係人有人嘅責任工作
[00:09:22.360 --> 00:09:23.440]  同一時間呢
[00:09:23.440 --> 00:09:26.840]  上帝亦都有佢自己嗰份
[00:09:26.840 --> 00:09:29.840]  除非耶和華幫你建屋
[00:09:29.840 --> 00:09:30.560]  如果唔係呢
[00:09:30.560 --> 00:09:32.720]  你起嚟起佢都起唔到
[00:09:32.720 --> 00:09:35.720]  除非耶和華幫你看守城池
[00:09:35.720 --> 00:09:37.440]  同你一齊去做
[00:09:37.440 --> 00:09:43.560]  否則呢你係絕對辦不到
[00:09:43.560 --> 00:09:45.040]  嶺姐妹
[00:09:45.040 --> 00:09:46.840]  我唔知道呢禮拜日
[00:09:46.840 --> 00:09:48.760]  朝頭早返到嚟崇拜嘅時候
[00:09:48.760 --> 00:09:52.480]  你帶住乜嘢嘅狀態
[00:09:52.480 --> 00:09:54.640]  嚟到呢崇拜
[00:09:54.640 --> 00:09:56.040]  會唔會身體都話畀你知呢
[00:09:56.040 --> 00:09:57.760]  都好疲累好攰
[00:09:57.760 --> 00:09:59.200]  係咪呀
[00:09:59.200 --> 00:10:00.320]  無錯
[00:10:00.320 --> 00:10:02.680]  我哋呢喺星期一至星期六呀
[00:10:02.680 --> 00:10:03.880]  唔止星期五呀
[00:10:03.880 --> 00:10:05.680]  我哋好努力咁樣去拼搏
[00:10:05.680 --> 00:10:07.320]  去賺錢
[00:10:07.320 --> 00:10:09.680]  去到呢為自己嘅生活呢去張羅
[00:10:09.680 --> 00:10:11.520]  希望我哋嘅生活質素呢
[00:10:11.520 --> 00:10:12.880]  能夠可以提升
[00:10:12.880 --> 00:10:13.640]  係咪呀
[00:10:13.640 --> 00:10:16.600]  可以呢有保障
[00:10:16.600 --> 00:10:19.080]  不過喺你拼搏
[00:10:19.080 --> 00:10:21.880]  喺你一至五搏鬥嘅時候
[00:10:21.880 --> 00:10:23.560]  有冇想過
[00:10:23.560 --> 00:10:26.240]  其實上帝喺背後嘅祝福呢
[00:10:26.240 --> 00:10:28.480]  祝成咗我哋能夠有工作
[00:10:28.480 --> 00:10:32.160]  我哋能夠好好咁樣去搵到食
[00:10:32.160 --> 00:10:33.800]  其實背後
[00:10:33.800 --> 00:10:36.720]  係有上帝佢嘅祝福喺其中
[00:10:36.720 --> 00:10:37.760]  我哋睇唔睇得到
[00:10:37.760 --> 00:10:40.320]  意唔意會得到呢
[00:10:40.320 --> 00:10:42.920]  再更深一層
[00:10:42.920 --> 00:10:45.360]  生命究竟係為咗乜嘢呢
[00:10:45.360 --> 00:10:47.040]  其實星期日你坐喺度
[00:10:47.040 --> 00:10:48.720]  就係要話畀大家聽
[00:10:48.720 --> 00:10:51.120]  原來有另一個可能性嘅世界上面
[00:10:51.120 --> 00:10:53.600]  除咗你要好勞碌去到搵食之外
[00:10:53.600 --> 00:11:00.120]  其實生命仲有第二層意義嘅
[00:11:00.120 --> 00:11:02.760]  睡唔到覺話佢有事
[00:11:02.760 --> 00:11:05.000]  我哋就係將我哋嗰種嘅拼搏
[00:11:05.000 --> 00:11:07.120]  將嗰種嘅憂愁煩惱
[00:11:07.120 --> 00:11:11.600]  一齊帶入喺睡眠當中
[00:11:11.600 --> 00:11:14.400]  以致我哋唔能夠好好享受
[00:11:14.400 --> 00:11:18.280]  上帝畀我哋呢一份嘅禮物
[00:11:18.280 --> 00:11:19.400]  咁聽呢兩節
[00:11:19.400 --> 00:11:20.360]  係囉
[00:11:20.360 --> 00:11:21.800]  人嘅人生就係咁
[00:11:21.800 --> 00:11:24.760]  不過佢有一個轉捩點嘅
[00:11:24.760 --> 00:11:26.520]  佢有一個字做一個轉捩點
[00:11:26.520 --> 00:11:29.960]  令到成個版本有啲嘢轉向嘅
[00:11:29.960 --> 00:11:33.360]  唯有耶和華所親愛嘅
[00:11:33.360 --> 00:11:40.240]  必叫佢安然睡覺
[00:11:40.240 --> 00:11:43.240]  我都幾鍾意食自助餐嘅
[00:11:43.240 --> 00:11:44.400]  大家知唔知道
[00:11:44.400 --> 00:11:50.120]  人類第一場嘅自助餐係幾時開始
[00:11:50.120 --> 00:11:51.960]  就喺伊甸園啦係咪
[00:11:51.960 --> 00:11:53.280]  人類第一場嘅自助餐
[00:11:53.280 --> 00:11:54.960]  就係阿當夏娃喺伊甸園裏面
[00:11:54.960 --> 00:11:58.440]  享受上帝所賜嘅飲食
[00:11:58.440 --> 00:12:00.080]  話你食榴槤就食榴槤啦
[00:12:00.080 --> 00:12:01.400]  芒果芒果香蕉香蕉
[00:12:01.400 --> 00:12:04.480]  士多啤梨士多啤梨任揀
[00:12:04.480 --> 00:12:06.200]  人類都需要工作
[00:12:06.200 --> 00:12:07.840]  但係唔需要勞碌嘅
[00:12:07.840 --> 00:12:10.000]  唔需要勞碌得食嘅
[00:12:10.000 --> 00:12:13.160]  幾時要勞碌得食呢
[00:12:13.160 --> 00:12:16.560]  就係當最進入世界嘅時候
[00:12:16.560 --> 00:12:19.560]  當人選擇用個背脊得住上帝
[00:12:19.560 --> 00:12:23.000]  我唔再面向上帝嘅時候
[00:12:23.000 --> 00:12:25.800]  最入到去世界當中
[00:12:25.800 --> 00:12:31.760]  人就要面對勞苦先至能夠入得食
[00:12:31.760 --> 00:12:32.880]  詩人指出
[00:12:32.880 --> 00:12:35.000]  我哋仍仍易易為工作
[00:12:35.000 --> 00:12:38.440]  去生活啦去奔波啦
[00:12:38.440 --> 00:12:40.640]  但神仍然愛我哋嘅
[00:12:40.640 --> 00:12:43.120]  我哋要為我哋所做嘅嘢付代價
[00:12:43.120 --> 00:12:44.000]  岩唔岩呀
[00:12:44.000 --> 00:12:46.200]  但神仍愛我哋嘅
[00:12:46.200 --> 00:12:48.800]  耶和華所親愛嘅
[00:12:48.800 --> 00:12:52.560]  必叫他安然睡覺
[00:12:52.560 --> 00:12:53.920]  因為調查佢講
[00:12:53.920 --> 00:12:57.320]  人係有三分一時間用嚟睡覺嘅
[00:12:57.320 --> 00:12:59.400]  喺我哋新發明電燈之前
[00:12:59.400 --> 00:13:02.320]  人係瞓覺嘅時數要十個鐘嘅
[00:13:02.320 --> 00:13:04.320]  所以有燈之後
[00:13:04.320 --> 00:13:06.040]  我哋係縮短咗嘅
[00:13:06.040 --> 00:13:08.640]  八個鐘頭
[00:13:08.640 --> 00:13:10.920]  不過呢好多時
[00:13:10.920 --> 00:13:12.920]  我哋會覺得
[00:13:12.920 --> 00:13:16.240]  睡眠係可以犧牲嘅
[00:13:16.240 --> 00:13:18.360]  睡眠係可以犧牲嘅
[00:13:18.360 --> 00:13:20.600]  其實上帝冇否定我哋要工作
[00:13:20.600 --> 00:13:22.000]  我哋要做嘢
[00:13:22.000 --> 00:13:23.720]  但係我哋覺得呢
[00:13:23.720 --> 00:13:26.920]  我哋工作做嘢可以罷埋睡覺嘅時間
[00:13:26.920 --> 00:13:29.560]  而家又未必因為工作而罷咗睡覺時間
[00:13:29.560 --> 00:13:31.320]  通常係滾手機
[00:13:31.320 --> 00:13:33.520]  睇ig都可以睇成粒鐘
[00:13:33.520 --> 00:13:37.160]  睇完之後又冇咁快瞓得著
[00:13:37.160 --> 00:13:40.040]  其實我哋覺得睡眠
[00:13:40.040 --> 00:13:42.120]  好似唔係好珍貴
[00:13:42.120 --> 00:13:44.600]  係可以隨便嘅犧牲
[00:13:44.600 --> 00:13:46.480]  以至我哋享受唔到呢個
[00:13:46.480 --> 00:13:50.880]  咁鬼正上帝所送嘅禮物
[00:13:50.880 --> 00:13:52.000]  我剛才一開始講
[00:13:52.000 --> 00:13:54.440]  其實我冇乜睡覺困難嘅
[00:13:54.440 --> 00:13:56.800]  人生都係得幾次
[00:13:56.800 --> 00:14:02.480]  我係2008年、2009年咁上下
[00:14:02.480 --> 00:14:04.360]  咁我就讀神學
[00:14:04.360 --> 00:14:07.400]  咁全時間去到服侍
[00:14:07.400 --> 00:14:10.240]  準備自己去神學院讀書
[00:14:10.240 --> 00:14:12.440]  咁喺我讀書嘅時間
[00:14:12.440 --> 00:14:15.240]  其實有一位年青人就搵我
[00:14:15.240 --> 00:14:16.200]  嗰時係第一個學期
[00:14:16.200 --> 00:14:17.240]  啱啱入學
[00:14:17.240 --> 00:14:18.960]  咁有個年青人就搵我
[00:14:18.960 --> 00:14:22.280]  佢就話強有個煩惱想
[00:14:22.280 --> 00:14:23.800]  即係我替佢一齊分擔
[00:14:23.800 --> 00:14:25.360]  咁係咩煩惱呢?
[00:14:25.360 --> 00:14:26.880]  咁呢個年青人嚟嘅
[00:14:26.880 --> 00:14:30.160]  咁佢就話佢冇辦法瞓得到覺
[00:14:30.160 --> 00:14:32.240]  佢覺得個人好大壓力
[00:14:32.240 --> 00:14:33.320]  瞓唔著覺
[00:14:33.320 --> 00:14:35.640]  佢話被失眠呢一個嘅困難
[00:14:35.640 --> 00:14:37.960]  影響咗佢一段好長嘅時間
[00:14:37.960 --> 00:14:39.520]  佢話佢唔知點算
[00:14:39.520 --> 00:14:41.760]  所以呢佢覺得佢走投無路
[00:14:41.760 --> 00:14:43.960]  就要搵教會嘅即係
[00:14:43.960 --> 00:14:50.120]  熟練前輩去到一齊去分擔一齊去禱告
[00:14:50.120 --> 00:14:53.360]  坦白講對於一個好鍾意瞓覺嘅人嚟講
[00:14:53.360 --> 00:14:56.480]  我唔係好明白點解會失眠嘅
[00:14:56.480 --> 00:14:57.840]  咁佢同我講嘅時候
[00:14:57.840 --> 00:14:59.280]  我仲用人嘅智慧啦
[00:14:59.280 --> 00:15:02.640]  失眠呀通常都係講數眠樣㗎啦係咪
[00:15:02.640 --> 00:15:04.360]  數下眠樣囉
[00:15:04.360 --> 00:15:06.520]  再唔係唱下詩歌囉
[00:15:06.520 --> 00:15:08.760]  讀下聖經囉
[00:15:08.760 --> 00:15:10.960]  或者崇拜嘅時候可能都會瞓覺㗎喎
[00:15:10.960 --> 00:15:12.720]  我見到崇拜聽到嘅時候
[00:15:12.720 --> 00:15:18.040]  都有弟兄姊妹可以安順喺神嘅說話嘅裏面㗎喎
[00:15:18.040 --> 00:15:20.800]  一個有一個嘅提議
[00:15:20.800 --> 00:15:23.600]  其實對於佢嚟講係冇乜作用㗎
[00:15:23.600 --> 00:15:25.920]  聽完之後餓咗我就算數
[00:15:25.920 --> 00:15:28.040]  笑下就算數
[00:15:28.040 --> 00:15:29.080]  跟住我同上帝講
[00:15:29.080 --> 00:15:31.680]  死啦上帝我啲課仔係咁多㗎咋
[00:15:31.680 --> 00:15:33.280]  即係我已經再冇其他嘅提議
