
[00:00:00.000 --> 00:00:03.080]  我收到這個題目
[00:02:31.220 --> 00:02:38.540]  我們就看看 其實面對這些各式各樣不同的傷痛的時候
[00:02:38.540 --> 00:02:42.060]  其實我們心理上會有些怎樣的反應呢
[00:02:42.060 --> 00:02:44.840]  這是其中一個心理學家提出的
[00:02:44.840 --> 00:02:49.440]  他說有五個階段
[00:02:49.440 --> 00:02:54.000]  第一個階段就是否認
[00:02:54.000 --> 00:02:56.180]  例如我舉個例子 大家可以明白
[00:02:56.180 --> 00:02:59.060]  如果有一天 醫生告訴你
[00:02:59.060 --> 00:02:59.960]  touch wood
[00:02:59.960 --> 00:03:04.900]  告訴你 你驗出有些不正常的細胞
[00:03:04.900 --> 00:03:07.040]  可能是惡性的
[00:03:07.040 --> 00:03:09.920]  可能你就會說 呸 說這些話
[00:03:09.920 --> 00:03:13.100]  或者你會說 不是的 醫生驗錯的
[00:03:13.100 --> 00:03:15.400]  那個病人名不是我的 這份報告不是我的
[00:03:15.400 --> 00:03:17.240]  我要多看一位醫生
[00:03:17.240 --> 00:03:19.920]  我要多找一間化驗所 再檢查多一次
[00:03:19.920 --> 00:03:21.760]  這個我們叫denial
[00:03:21.760 --> 00:03:25.040]  這是我們的防衛機制 第一 接受不到這個傷痛
[00:03:25.040 --> 00:03:26.880]  所以會denial
[00:03:26.880 --> 00:03:29.280]  第二個階段就是會anger
[00:03:29.280 --> 00:03:31.480]  就是會很憤怒 很生氣
[00:03:31.480 --> 00:03:33.840]  有沒有搞錯 那個醫生怎樣做事的
[00:03:33.840 --> 00:03:35.640]  當然是驗錯了
[00:03:35.640 --> 00:03:37.000]  就會生氣
[00:03:37.000 --> 00:03:39.080]  第三個階段會bargaining
[00:03:39.080 --> 00:03:40.680]  可能會在那裏爭論
[00:03:40.680 --> 00:03:42.800]  是不是真的
[00:03:42.800 --> 00:03:45.640]  會不會他驗了 還是怎樣
[00:03:45.640 --> 00:03:47.720]  第四個階段就是depress
[00:03:47.720 --> 00:03:50.800]  就是會很抑鬱 很不開心
[00:03:50.800 --> 00:03:52.640]  去到第五個階段
[00:03:52.640 --> 00:03:57.040]  才去到一個接受 接受現實 面對現實
[00:03:57.040 --> 00:03:58.720]  去醫治
[00:03:58.720 --> 00:04:03.440]  但是每個人經歷不同階段的時間都不同
[00:04:03.440 --> 00:04:05.280]  有些人快些 有些人慢些
[00:04:05.280 --> 00:04:13.120]  有時候去到一些很困難的時候
[00:04:13.120 --> 00:04:15.600]  可能大家都會問一些問題
[00:04:15.600 --> 00:04:18.800]  不知道這些問題你們會不會也有問過呢
[00:04:18.800 --> 00:04:22.080]  搞什麼呀 打亂了我的人生計劃
[00:04:22.080 --> 00:04:24.560]  我打算買樓的 你現在解僱了我
[00:04:24.560 --> 00:04:25.920]  那是怎樣呢
[00:04:25.920 --> 00:04:28.440]  或者我打算結婚的
[00:04:28.440 --> 00:04:31.320]  派了貼紙 你突然告訴我
[00:04:31.320 --> 00:04:34.560]  原來有第三者 那我現在結還是不結呢
[00:04:34.560 --> 00:04:37.480]  有時候可能有些很難過的時候
[00:04:37.480 --> 00:04:40.720]  你會想 搞亂了我的人生計劃
[00:04:40.720 --> 00:04:43.320]  或者可能很多人都會問一個問題
[00:04:43.320 --> 00:04:47.840]  這件事為什麼會發生在我身上呢
[00:04:47.840 --> 00:04:49.680]  不知道大家會不會這樣想
[00:04:49.680 --> 00:04:50.760]  又或者可能會說
[00:04:50.760 --> 00:04:53.760]  為什麼現在這個時候發生的
[00:04:53.760 --> 00:04:56.600]  很不合時間 我原本打算這樣
[00:04:56.600 --> 00:05:00.320]  你現在發生這件事 那我怎麼辦呢
[00:05:00.320 --> 00:05:02.440]  又或者有些人會怨天尤人
[00:05:02.440 --> 00:05:05.040]  他說為什麼我這麼倒楣
[00:05:05.040 --> 00:05:08.080]  我這麼年輕 我還有很多事情沒做
[00:05:08.080 --> 00:05:10.560]  你現在發生這樣的事情
[00:05:10.560 --> 00:05:12.480]  甚至乎就算有信仰的人
[00:05:12.480 --> 00:05:14.880]  可能有時候信心也受到考驗
[00:05:14.880 --> 00:05:16.280]  遇到傷痛的時候
[00:05:16.280 --> 00:05:19.800]  可能會說 神你這麼不公平
[00:05:19.800 --> 00:05:23.000]  那些壞人就升官發財
[00:05:23.000 --> 00:05:25.800]  我呢就叫女孩子
[00:05:25.800 --> 00:05:27.400]  又或者可能會問
[00:05:27.400 --> 00:05:28.960]  如果神真的這麼好
[00:05:28.960 --> 00:05:32.480]  怎麼會讓人去受苦呢
[00:05:32.480 --> 00:05:35.200]  或者可能說 神這麼有能力
[00:05:35.200 --> 00:05:37.120]  那為什麼他不救我
[00:05:37.120 --> 00:05:40.080]  把這件事立刻擺平了
[00:05:40.080 --> 00:05:43.000]  明明解僱我 然後老闆跪下進醫院
[00:05:43.000 --> 00:05:46.600]  於是那封信就沒送到 沒給我了
[00:05:46.600 --> 00:05:49.760]  可能我們在傷痛或者病患裡面
[00:05:49.760 --> 00:05:51.800]  我們很想問個原因
[00:05:51.800 --> 00:05:52.840]  我不知道你會不會
[00:05:52.840 --> 00:05:55.360]  又或者你身邊的人會不會
[00:05:55.360 --> 00:05:56.840]  你靜一靜想一想
[00:05:56.840 --> 00:05:59.600]  其實如果真的遇到很大的打擊
[00:05:59.600 --> 00:06:01.880]  或者挫折的時候
[00:06:01.880 --> 00:06:04.640]  我們會不會好像一般的人
[00:06:04.640 --> 00:06:08.360]  都去問這些問題呢
[00:06:08.360 --> 00:06:12.440]  但其實這些問題是有沒有答案的
[00:06:12.440 --> 00:06:16.560]  有沒有覺得越想就越不服氣
[00:06:16.560 --> 00:06:20.160]  越想就越bitter
[00:06:20.160 --> 00:06:22.360]  就是覺得很苦
[00:06:22.360 --> 00:06:24.880]  那今天的題目就是說
[00:06:24.880 --> 00:06:26.120]  怎樣遇到傷痛
[00:06:26.120 --> 00:06:28.760]  但也不要苦
[00:06:28.760 --> 00:06:30.480]  那怎樣不要bitter呢
[00:06:30.480 --> 00:06:33.480]  我們就嘗試揭了這板
[00:06:33.480 --> 00:06:36.160]  我們嘗試從一個嶄新的角度去看
[00:06:36.160 --> 00:06:37.960]  就是遇到傷痛的時候
[00:06:37.960 --> 00:06:39.440]  我們怎樣可以不苦
[00:06:39.440 --> 00:06:41.640]  這個是舊版本 我們撕掉它
[00:06:41.640 --> 00:06:43.960]  因為舊版本找不到出路
[00:06:43.960 --> 00:06:45.040]  會令到你很苦
[00:06:45.040 --> 00:06:46.160]  所以我們撕掉它
[00:06:46.160 --> 00:06:48.440]  我們嘗試新一板
[00:06:48.440 --> 00:06:50.880]  可能你用一個新的角度去看
[00:06:50.880 --> 00:06:52.480]  那有什麼角度去看呢
[00:06:52.480 --> 00:06:53.400]  你可能看一下
[00:06:53.400 --> 00:06:55.640]  其實我究竟是誰
[00:06:55.640 --> 00:06:57.760]  Who am I 我是誰
[00:06:57.760 --> 00:06:59.320]  我怎樣去應付這些
[00:06:59.320 --> 00:07:03.640]  這麼負面或者這麼艱難的日子呢
[00:07:03.640 --> 00:07:05.080]  有沒有什麼出路呢
[00:07:05.080 --> 00:07:07.280]  這個開始正面一點去尋求
[00:07:07.280 --> 00:07:08.800]  他不是問為什麼
[00:07:08.800 --> 00:07:15.360]  他是問 Who am I 和 How to cope with the negative consequences
[00:07:15.360 --> 00:07:18.560]  第一問題 Who am I
[00:07:18.560 --> 00:07:21.000]  我們聽一下一般人的意見
[00:07:21.000 --> 00:07:24.000]  你覺得你是誰呢
[00:07:24.000 --> 00:07:27.680]  我不知道大家怎樣看自己
[00:07:27.680 --> 00:07:29.840]  你怎樣看自己
[00:07:29.840 --> 00:07:31.320]  我是什麼名字
[00:07:31.320 --> 00:07:33.880]  我是某某公司的什麼
[00:07:33.880 --> 00:07:36.400]  我是誰的女兒
[00:07:36.400 --> 00:07:38.160]  我是誰的媽媽
[00:07:38.160 --> 00:07:39.720]  你會想這些
[00:07:39.720 --> 00:07:41.520]  如果有人挑戰你的時候
[00:07:41.520 --> 00:07:43.680]  你會不會很生氣呢
[00:07:43.680 --> 00:07:47.360]  或者你遇到一些人稱讚你的時候
[00:07:47.360 --> 00:07:50.120]  你會不會飄上天空呢
[00:07:50.120 --> 00:07:54.000]  或者你會不會很容易被別人的說話影響到你呢
[00:07:54.000 --> 00:07:55.640]  你想想 不用回答我的
[00:07:55.640 --> 00:07:56.840]  因為這些題目很尷尬
[00:07:56.840 --> 00:07:59.880]  可能你不想在二百多人面前去說
[00:07:59.880 --> 00:08:00.720]  我們不要緊
[00:08:00.720 --> 00:08:03.480]  但你先留下這個想法
[00:08:03.480 --> 00:08:05.440]  今天我們再看下面
[00:08:05.440 --> 00:08:07.760]  我看一下一般人說什麼
[00:08:07.760 --> 00:08:11.040]  有些人說 I am what I do
[00:08:11.040 --> 00:08:13.200]  我做什麼 我就是什麼
[00:08:13.200 --> 00:08:16.640]  所以這個想法有好有壞
[00:08:16.640 --> 00:08:18.000]  如果我做到好事
[00:08:18.000 --> 00:08:19.480]  或者我有一點成功
[00:08:19.480 --> 00:08:22.480]  我就覺得很棒
[00:08:22.480 --> 00:08:24.000]  覺得很好
[00:08:24.000 --> 00:08:26.520]  但萬一有事失敗了
[00:08:26.520 --> 00:08:27.960]  或者挫敗了
[00:08:27.960 --> 00:08:29.880]  譬如說考試不合格
[00:08:29.880 --> 00:08:31.160]  或者
[00:08:31.160 --> 00:08:32.560]  見球了
[00:08:32.560 --> 00:08:33.400]  升職
[00:08:33.400 --> 00:08:35.320]  升了旁邊那個
[00:08:35.320 --> 00:08:38.160]  我也有見過球 但沒有選到我升職
[00:08:38.160 --> 00:08:41.000]  會不會很不開心呢
[00:08:41.000 --> 00:08:44.880]  甚至我們年紀大一點的時候
[00:08:44.880 --> 00:08:47.880]  可能能力沒有年輕人那麼好
[00:08:47.880 --> 00:08:50.080]  有多少人覺得自己記性是差的
[00:08:50.080 --> 00:08:52.160]  我以前十八廿二的 麻煩舉手
[00:08:52.160 --> 00:08:54.960]  我也是
[00:08:54.960 --> 00:08:57.240]  有些東西是差了
[00:08:57.240 --> 00:08:59.800]  有沒有誰覺得皮膚沒有以前那麼彈
[00:08:59.800 --> 00:09:01.160]  彈彈的
[00:09:01.160 --> 00:09:03.360]  有啊 我也是
[00:09:03.360 --> 00:09:06.840]  為什麼呢 因為有些東西隨著年紀
[00:09:06.840 --> 00:09:09.000]  會失去的
[00:09:09.000 --> 00:09:10.840]  如果我們看的
[00:09:10.840 --> 00:09:12.640]  我自己的身份證是
[00:09:12.640 --> 00:09:14.320]  I am what I do
[00:09:14.320 --> 00:09:16.840]  那就很危險
[00:09:16.840 --> 00:09:17.840]  很危險
[00:09:17.840 --> 00:09:18.840]  如果你的看法是
[00:09:18.840 --> 00:09:20.480]  I am what I do 就很危險
[00:09:20.480 --> 00:09:21.920]  因為如果有一天
[00:09:21.920 --> 00:09:24.200]  你什麼都做不到
[00:09:24.200 --> 00:09:25.400]  不要想得那麼長遠
[00:09:25.400 --> 00:09:26.840]  當你傷風
[00:09:26.840 --> 00:09:29.440]  快要流感高峰期了 打針了沒有
[00:09:29.440 --> 00:09:30.480]  當你
[00:09:30.480 --> 00:09:32.680]  touch wood 病了
[00:09:32.680 --> 00:09:33.880]  躺在床上
[00:09:33.880 --> 00:09:35.280]  sick leave
[00:09:35.280 --> 00:09:37.600]  躺在床上 其實什麼都做不到
[00:09:37.600 --> 00:09:39.240]  那一刻會不會覺得自己很沒用
[00:09:39.240 --> 00:09:41.160]  可能未必 因為兩三天
[00:09:41.160 --> 00:09:42.280]  但如果有個病
[00:09:42.280 --> 00:09:44.440]  令你躺在床上一個月
[00:09:44.440 --> 00:09:45.640]  兩個月
[00:09:45.640 --> 00:09:47.360]  六個月
[00:09:47.360 --> 00:09:49.560]  可能你說 可能死了
[00:09:49.560 --> 00:09:52.440]  不是身體死了 可能是心死了
[00:09:52.440 --> 00:09:54.720]  你會覺得很難受
[00:09:54.720 --> 00:09:56.080]  為什麼我以前那麼厲害
[00:09:56.080 --> 00:09:57.480]  現在什麼都做不到
[00:09:57.480 --> 00:10:00.880]  這就是I am what I do的危機
[00:10:00.880 --> 00:10:03.320]  如果你一向以來
[00:10:03.320 --> 00:10:06.600]  覺得自己就是I am what I do
[00:10:06.600 --> 00:10:09.040]  那就會有危機出現
[00:10:09.040 --> 00:10:12.600]  所以這個有沒有一個穩定性
[00:10:12.600 --> 00:10:13.720]  大家可以回答我嗎
[00:10:13.720 --> 00:10:14.800]  有還是沒有
[00:10:14.800 --> 00:10:16.360]  沒有 沒有穩定性
[00:10:16.360 --> 00:10:18.760]  因為隨時會變化和失去
[00:10:18.760 --> 00:10:19.480]  好了
[00:10:19.480 --> 00:10:21.360]  你說我不是這一套的
[00:10:21.360 --> 00:10:22.440]  我知道的
[00:10:22.440 --> 00:10:24.280]  我就是別人怎麼說我
[00:10:24.280 --> 00:10:26.480]  I am what other people say about me
[00:10:26.480 --> 00:10:27.680]  別人怎麼說我
[00:10:27.680 --> 00:10:28.920]  別人說我長得漂亮
[00:10:28.920 --> 00:10:30.360]  我就很開心
[00:10:30.360 --> 00:10:32.640]  如果別人說我醜
[00:10:32.640 --> 00:10:34.040]  我就不開心
[00:10:34.040 --> 00:10:37.200]  或者別人說我很聰明
[00:10:37.200 --> 00:10:38.680]  我又開心了
[00:10:38.680 --> 00:10:40.240]  如果別人背後說的是非
[00:10:40.240 --> 00:10:42.280]  說我很聰明
[00:10:42.280 --> 00:10:45.040]  那你就會覺得很不開心
[00:10:45.040 --> 00:10:49.440]  你會不會很受著別人對你的看法
[00:10:49.440 --> 00:10:52.160]  而影響你的心情呢
[00:10:52.160 --> 00:10:55.160]  其實這個都很危險
[00:10:55.160 --> 00:10:57.120]  大家不知道會不會覺得
[00:10:57.120 --> 00:10:58.360]  你以前小時候讀書
[00:10:58.360 --> 00:11:00.880]  就會覺得老師稱讚我
[00:11:00.880 --> 00:11:02.760]  就代表我做得好
[00:11:02.760 --> 00:11:04.360]  我就開心了
[00:11:04.360 --> 00:11:07.560]  但不知道大家出來社會這麼多年之後
[00:11:07.560 --> 00:11:09.040]  或者一兩年也好
[00:11:09.040 --> 00:11:09.960]  又或者十年八年
[00:11:09.960 --> 00:11:11.400]  或者二十年三十年也好
[00:11:11.400 --> 00:11:12.280]  你會不會發現
[00:11:12.280 --> 00:11:16.840]  其實別人對你的讚美是很飄忽的
[00:11:16.840 --> 00:11:18.200]  是對的
[00:11:18.200 --> 00:11:19.360]  他拆你的鞋子的時候
[00:11:19.360 --> 00:11:21.880]  他就稱讚你
[00:11:21.880 --> 00:11:23.040]  你會發現你的小朋友
[00:11:23.040 --> 00:11:25.000]  可能大家做到中高層了
[00:11:25.000 --> 00:11:25.680]  你會發現小朋友
[00:11:25.680 --> 00:11:28.720]  有些好小朋友不停地拆你的鞋子
[00:11:28.720 --> 00:11:30.600]  從頭到尾都稱讚你的腳
[00:11:30.600 --> 00:11:32.760]  但你知道那些讚美是怎樣的
[00:11:32.760 --> 00:11:34.880]  是虛浮的
[00:11:34.880 --> 00:11:36.720]  因為他想得到一些好處
[00:11:36.720 --> 00:11:38.640]  他就稱讚你
[00:11:38.640 --> 00:11:41.600]  譬如我看症
[00:11:41.600 --> 00:11:43.360]  藥廠敲門
[00:11:43.360 --> 00:11:44.240]  咯咯的
[00:11:44.240 --> 00:11:45.400]  銷售員敲門
[00:11:45.400 --> 00:11:46.000]  咯咯的
[00:11:46.000 --> 00:11:48.960]  由第一句稱讚到最後一句
[00:11:48.960 --> 00:11:51.120]  但你知道背後的原因是甚麼
[00:11:51.120 --> 00:11:54.240]  因為他想贏得你的好的印象
[00:11:54.240 --> 00:11:56.080]  他想銷售他的藥
[00:11:56.080 --> 00:11:59.520]  所以你又知道讚美是很飄忽的
[00:11:59.520 --> 00:12:01.560]  攻擊你的說話
[00:12:01.560 --> 00:12:03.880]  在職場打滾聽過不少
[00:12:03.880 --> 00:12:07.520]  有沒有發現有時攻擊你的說話不是真相
[00:12:07.520 --> 00:12:08.920]  同意嗎
[00:12:08.920 --> 00:12:11.560]  可能某某說你甚麼不好
[00:12:11.560 --> 00:12:12.320]  又懶
[00:12:12.320 --> 00:12:13.400]  對人態度又差
[00:12:13.400 --> 00:12:14.640]  其實你都不知道多勤奮
[00:12:14.640 --> 00:12:16.400]  公司最勤奮的就是你
[00:12:16.400 --> 00:12:18.800]  但可能那個人是你的競爭者
[00:12:18.800 --> 00:12:21.400]  可能他跟你搶著升職的位置
[00:12:21.400 --> 00:12:22.880]  他會唱衰你的
[00:12:22.880 --> 00:12:23.840]  有沒有遇過
[00:12:23.840 --> 00:12:25.400]  沒有我就恭喜你
[00:12:25.400 --> 00:12:26.280]  如果有的話
[00:12:26.280 --> 00:12:27.200]  都不用不開心
[00:12:27.200 --> 00:12:29.680]  我稍後會講解決方案給你
[00:12:29.680 --> 00:12:30.880]  但會不開心
[00:12:30.880 --> 00:12:32.400]  因為被別人唱
[00:12:32.400 --> 00:12:34.280]  被別人抹黑
[00:12:34.280 --> 00:12:36.000]  所以
[00:12:36.000 --> 00:12:36.800]  回到正題
[00:12:36.800 --> 00:12:38.560]  如果我
[00:12:38.560 --> 00:12:39.760]  Who am I
[00:12:39.760 --> 00:12:41.120]  我的principle是
[00:12:41.120 --> 00:12:43.400]  I am what other people say about me
[00:12:43.400 --> 00:12:44.400]  又是很壞的
[00:12:44.400 --> 00:12:45.280]  即是很危險
[00:12:45.280 --> 00:12:46.680]  壞的意思是危險
[00:12:46.680 --> 00:12:47.720]  又是不穩定
[00:12:47.720 --> 00:12:50.240]  沒有穩定性
[00:12:50.240 --> 00:12:52.000]  第三樣
[00:12:52.000 --> 00:12:53.840]  第三樣有些人就說
[00:12:53.840 --> 00:12:54.840]  我沒有說這是對的
[00:12:54.840 --> 00:12:57.120]  我現在跟大家公開分析一下
[00:12:57.120 --> 00:12:57.640]  有些人就說
[00:12:57.640 --> 00:12:59.520]  I am what I have
[00:12:59.520 --> 00:13:00.320]  我有甚麼
[00:13:00.320 --> 00:13:02.040]  就是我的地位
[00:13:02.040 --> 00:13:03.480]  或者我的身份
[00:13:03.480 --> 00:13:05.080]  可能你說我是中國人
[00:13:05.080 --> 00:13:06.560]  我是香港人
[00:13:06.560 --> 00:13:10.440]  我有些很疼我的父母
[00:13:10.440 --> 00:13:11.680]  我讀很多書
[00:13:11.680 --> 00:13:12.560]  我在哪裡畢業
[00:13:12.560 --> 00:13:14.320]  我劍橋畢業
[00:13:14.320 --> 00:13:15.640]  我拿了多少A
[00:13:15.640 --> 00:13:18.160]  或者覺得我有份好的工作
[00:13:18.160 --> 00:13:20.160]  我賺了多少錢一個月
[00:13:20.160 --> 00:13:22.400]  有輛大車或者大屋
[00:13:22.400 --> 00:13:24.320]  有遊艇飛機等等
[00:13:24.320 --> 00:13:27.800]  或者兒女在讀甚麼名校
[00:13:27.800 --> 00:13:29.160]  說出來就覺得
[00:13:29.160 --> 00:13:30.360]  唉 真是不一樣
[00:13:30.360 --> 00:13:31.640]  人家的女兒讀哪間
[00:13:31.640 --> 00:13:33.520]  甚麼拔
[00:13:33.520 --> 00:13:35.680]  或者甚麼coed
[00:13:35.680 --> 00:13:38.040]  聽起來就覺得很舒服
[00:13:38.040 --> 00:13:40.000]  但是這些又怎樣呢
[00:13:40.000 --> 00:13:41.640]  即是就算你擁有了
[00:13:41.640 --> 00:13:44.200]  有一天可能會沒有
[00:13:44.200 --> 00:13:44.800]  覺得嗎
[00:13:44.800 --> 00:13:46.560]  都是很浮動的
[00:13:46.560 --> 00:13:48.440]  即是譬如就算你說
[00:13:48.440 --> 00:13:50.480]  我有一個很疼我的家人
[00:13:50.480 --> 00:13:52.040]  但是可能有機會
[00:13:52.040 --> 00:13:53.360]  有一天他會患病
[00:13:53.360 --> 00:13:55.120]  會離開我們
[00:13:55.120 --> 00:13:57.040]  即是有時大過我們年紀的長輩
[00:13:57.040 --> 00:13:59.160]  可能隨時會離開我們
[00:13:59.160 --> 00:14:02.800]  又或者我以為今天我很健康
[00:14:02.800 --> 00:14:03.920]  站在大家面前
[00:14:03.920 --> 00:14:05.800]  可能明天醫生突然跟我說
[00:14:05.800 --> 00:14:06.560]  我有絕症
[00:14:06.560 --> 00:14:07.440]  這樣也可以
[00:14:07.440 --> 00:14:11.040]  有時有些事是很飄忽的
[00:14:11.040 --> 00:14:12.160]  又或者一夜之間
[00:14:12.160 --> 00:14:13.920]  你沒有財產
[00:14:13.920 --> 00:14:16.520]  又或者香港就少一些地震
[00:14:16.520 --> 00:14:18.520]  但其實周圍都很多地震
[00:14:18.520 --> 00:14:20.840]  其實一震你的東西都沒有了
[00:14:20.840 --> 00:14:24.040]  又或者不要說是實際地震
[00:14:24.040 --> 00:14:25.800]  實際上公司地震
[00:14:25.800 --> 00:14:28.000]  都可能震走了你的
[00:14:28.000 --> 00:14:29.920]  即是有時那些蟲組
[00:14:29.920 --> 00:14:31.720]  所以其實I am what I have
[00:14:31.720 --> 00:14:33.160]  這個看法
[00:14:33.160 --> 00:14:37.880]  亦都有它的風險在裏面
[00:14:37.880 --> 00:14:40.360]  好 我聽了三個方面
[00:14:40.360 --> 00:14:43.840]  另外就是第四方面
[00:14:43.840 --> 00:14:45.240]  第四方面有些人
[00:14:45.240 --> 00:14:47.480]  經常都覺得自己不夠好
[00:14:47.480 --> 00:14:49.320]  我不知道你有沒有這樣想
[00:14:49.320 --> 00:14:51.920]  我見很多不同的人
[00:14:51.920 --> 00:14:55.240]  有時他們真的會經常懷疑自己的能力
[00:14:55.240 --> 00:14:56.840]  我今天收拾得正不正
[00:14:56.840 --> 00:14:57.800]  待會要講書
[00:14:57.800 --> 00:14:59.400]  可能待會會想
[00:14:59.400 --> 00:15:01.480]  他今天沒有跟我打招呼
[00:15:01.480 --> 00:15:03.240]  是否我得罪了他
[00:15:03.240 --> 00:15:04.600]  或者可能會想
[00:15:04.600 --> 00:15:06.080]  我是否很沒有價值
[00:15:06.080 --> 00:15:09.360]  為何每次升職都沒有我的份
[00:15:09.360 --> 00:15:10.760]  或者可能會想
[00:15:10.760 --> 00:15:14.480]  為何新來的好像老闆很喜歡他
[00:15:14.480 --> 00:15:18.040]  我做了十年好像又沒有聲氣說要升職
[00:15:18.040 --> 00:15:21.480]  有時你都會懷疑自己
[00:15:21.480 --> 00:15:23.840]  這個有甚麼問題呢
[00:15:23.840 --> 00:15:27.440]  很多時對自己的評價比較低的時候
[00:15:27.440 --> 00:15:29.320]  就會很容易找一些外面的東西
[00:15:29.320 --> 00:15:31.600]  去證明自己是厲害
[00:15:31.600 --> 00:15:33.600]  你有沒有遇過有些人
[00:15:33.600 --> 00:15:34.880]  其實不是很熟
[00:15:34.880 --> 00:15:37.760]  但一開口就跟你說自己有多厲害
[00:15:37.760 --> 00:15:39.440]  還有認識誰
[00:15:39.440 --> 00:15:42.040]  你說有
[00:15:42.040 --> 00:15:44.080]  肯定你識笑你應該有遇到
[00:15:44.080 --> 00:15:45.720]  其實那些人是做甚麼的
[00:15:45.720 --> 00:15:46.440]  做甚麼鬼
[00:15:46.440 --> 00:15:48.320]  第一次見面
[00:15:48.320 --> 00:15:49.320]  我都有遇過
[00:15:49.320 --> 00:15:50.840]  有時去一些場合
[00:15:50.840 --> 00:15:52.880]  第一次見面都派卡片
[00:15:52.880 --> 00:15:54.520]  不是跟你很熟
[00:15:54.520 --> 00:15:55.360]  然後不斷說
[00:15:55.360 --> 00:15:56.720]  我是哪裡舊生會的
[00:15:56.720 --> 00:15:59.280]  我又識誰
[00:15:59.280 --> 00:16:01.600]  我就是VIP的
[00:16:01.600 --> 00:16:03.880]  你會覺得別人不斷去吹噓自己
[00:16:03.880 --> 00:16:05.720]  或者他真的那麼厲害
[00:16:05.720 --> 00:16:07.280]  不過就算那麼厲害
[00:16:07.280 --> 00:16:10.240]  那麼多權力地位
[00:16:10.240 --> 00:16:11.560]  是否需要第一次見面
[00:16:11.560 --> 00:16:13.760]  就全部告訴別人
[00:16:13.760 --> 00:16:15.280]  其實有時我見到這些人
[00:16:15.280 --> 00:16:16.880]  我覺得很完美
