
[00:00:00.000 --> 00:00:02.040]  我想和大家介紹一個人物
[00:01:44.160 --> 00:01:46.120]  個個都要扮他的動作
[00:01:46.120 --> 00:01:48.120]  看誰最像他
[00:01:48.120 --> 00:01:49.320]  他用了一個假名
[00:01:49.320 --> 00:01:52.800]  沒有他的招牌鬍鬚去參加這個比賽
[00:01:52.800 --> 00:01:55.600]  你猜他排第幾呢
[00:01:55.600 --> 00:01:57.480]  40個人裡面
[00:01:57.480 --> 00:02:01.640]  他拿了27
[00:02:01.640 --> 00:02:03.160]  都挺諷刺的
[00:02:03.160 --> 00:02:05.760]  也很一貫Charlie的作風
[00:02:05.760 --> 00:02:06.760]  他做什麼都搞笑
[00:02:06.760 --> 00:02:09.480]  這樣都可以拿不到
[00:02:09.480 --> 00:02:12.760]  一方面我們覺得這是一個挺好笑
[00:02:12.760 --> 00:02:14.920]  挺有趣的笑話
[00:02:14.920 --> 00:02:17.160]  但另一方面想清楚一點
[00:02:17.160 --> 00:02:19.480]  其實都挺諷刺的
[00:02:19.480 --> 00:02:23.560]  甚至某程度上有些侮辱的成分
[00:02:23.560 --> 00:02:26.200]  你想一下評判怎麼評分的
[00:02:26.200 --> 00:02:28.760]  你憑什麼說Charlie不像Charlie
[00:02:28.760 --> 00:02:30.280]  現在鬥像Charlie
[00:02:30.280 --> 00:02:32.640]  他本人都不像他本人
[00:02:32.640 --> 00:02:36.040]  這是一個很諷刺的事情
[00:02:36.040 --> 00:02:38.120]  但都值得我們思想
[00:02:38.120 --> 00:02:42.400]  有些時候我們有點像評判
[00:02:42.400 --> 00:02:45.560]  你憑什麼去評斷呢
[00:02:45.560 --> 00:02:51.480]  你憑什麼覺得你比別人多呢
[00:02:51.480 --> 00:02:53.640]  評判是基於什麼準則
[00:02:53.640 --> 00:02:55.720]  他可以說Charlie不像Charlie
[00:02:55.720 --> 00:02:57.800]  又排第27
[00:02:57.800 --> 00:03:01.080]  我們又基於什麼準則
[00:03:01.080 --> 00:03:05.520]  去評論我們身邊的人呢
[00:03:05.520 --> 00:03:08.160]  我相信我們處於一個
[00:03:08.160 --> 00:03:10.320]  電視機後評論的文化
[00:03:10.320 --> 00:03:13.200]  或者現在是電腦或者手機後評論
[00:03:13.200 --> 00:03:14.240]  看新聞看什麼
[00:03:14.240 --> 00:03:16.240]  我們就這樣
[00:03:16.240 --> 00:03:18.520]  哪有人做這麼蠢的事
[00:03:18.520 --> 00:03:21.480]  那個政策簡直是傻的
[00:03:21.480 --> 00:03:25.000]  我們很容易判斷
[00:03:25.000 --> 00:03:28.440]  甚至不單止在香港的社會
[00:03:28.440 --> 00:03:32.440]  在香港的教育都會有這種情況
[00:03:32.440 --> 00:03:33.960]  我們很輕易的
[00:03:33.960 --> 00:03:35.800]  就會按照我們的準則
[00:03:35.800 --> 00:03:38.160]  我們的看法我們的意見
[00:03:38.160 --> 00:03:41.400]  我們下很多評斷的說話
[00:03:41.400 --> 00:03:45.040]  那個牧者真的不行他真的不像牧者
[00:03:45.040 --> 00:03:47.760]  基於什麼原因你覺得他不像
[00:03:47.760 --> 00:03:49.720]  那個人想回來教會做什麼
[00:03:49.720 --> 00:03:51.720]  去另一個團體好過
[00:03:51.720 --> 00:03:55.520]  你憑什麼這樣說呢
[00:03:55.520 --> 00:04:00.160]  很多時候我們都很輕易
[00:04:00.160 --> 00:04:04.640]  按照我們認為對的東西
[00:04:04.640 --> 00:04:08.800]  有我們的理念以致我們可以有我們的判決
[00:04:08.800 --> 00:04:15.120]  但是往往那些都會對教會造成一個分裂
[00:04:15.120 --> 00:04:17.600]  香港現在很重的怨氣很重的撕裂
[00:04:17.600 --> 00:04:19.280]  就是大家都很容易有不同的意見
[00:04:19.280 --> 00:04:20.880]  很喜歡表達不同的意見
[00:04:20.880 --> 00:04:23.920]  很喜歡批評別人的意見跟你不同
[00:04:23.920 --> 00:04:26.760]  在教會我們的情況可能沒那麼嚴重
[00:04:26.760 --> 00:04:30.240]  但是往往都會因著我們所說的話
[00:04:30.240 --> 00:04:33.600]  我們的準則我們對別人的評斷
[00:04:33.600 --> 00:04:36.560]  影響教會的合一
[00:04:36.560 --> 00:04:38.320]  而不單止是我們
[00:04:38.320 --> 00:04:41.640]  昔日的哥倫多教會同樣面對這個問題
[00:04:41.640 --> 00:04:43.800]  以至於保羅都要處理
[00:04:43.800 --> 00:04:45.600]  他們昔日面對的事情
[00:04:45.600 --> 00:04:49.080]  和我們今天面對的事情是同樣的情況
[00:04:49.080 --> 00:04:51.640]  今天我希望藉著哥倫多前書的一段經文
[00:04:51.640 --> 00:04:53.920]  讓大家一起思想一下
[00:04:53.920 --> 00:04:57.400]  究竟怎樣才是一個正確的心態
[00:04:57.400 --> 00:05:00.520]  我們怎樣去回應不同的評論
[00:05:00.520 --> 00:05:05.240]  怎樣才能保持教會的合一呢
[00:05:05.240 --> 00:05:10.440]  如果你有聖經請你打開哥倫多前書第四章
[00:05:10.440 --> 00:05:12.960]  但在進入這段經文之前
[00:05:12.960 --> 00:05:15.040]  我想和大家很快的去看一看
[00:05:15.040 --> 00:05:17.800]  重溫一下哥倫多前書的概覽
[00:05:17.800 --> 00:05:22.800]  可不可以回到PowerPoint 謝謝
[00:05:22.800 --> 00:05:23.720]  我們可以問一下
[00:05:23.720 --> 00:05:26.600]  究竟保羅去過多少次旅行報道呢
[00:05:26.600 --> 00:05:30.320]  大家有印象的都會說三次了
[00:05:30.320 --> 00:05:37.160]  那他第一次旅行報道的時候寫了多少卷書呢
[00:05:37.160 --> 00:05:40.000]  一卷 沒錯了 是《加拉泰書》
[00:05:40.000 --> 00:05:46.200]  那他第二次旅行報道的時候又寫了多少卷書呢
[00:05:46.200 --> 00:05:49.400]  嗯 這個沉默就表示你很清楚了
[00:05:49.400 --> 00:05:51.160]  沒錯了 是兩卷書
[00:05:51.160 --> 00:05:53.840]  就是《貼薩羅尼加前行書》
[00:05:53.840 --> 00:05:58.320]  那他第三次旅行報道的時候又寫了多少卷書呢
[00:05:58.320 --> 00:06:02.560]  沒錯了 就是《哥倫多前行書》和《羅馬書》
[00:06:02.560 --> 00:06:05.840]  保羅這樣寫是讓我們即使記憶力不是很好
[00:06:05.840 --> 00:06:07.360]  只要我們有一個合理的邏輯
[00:06:07.360 --> 00:06:10.520]  都可以猜到他寫了多少卷書
[00:06:10.520 --> 00:06:11.960]  那第三次旅行報道結束後
[00:06:11.960 --> 00:06:13.760]  他回到耶路撒冷被人拘捕
[00:06:13.760 --> 00:06:16.040]  然後從中要上庭
[00:06:16.040 --> 00:06:18.360]  去到羅馬被軟禁
[00:06:18.360 --> 00:06:22.160]  在獄中他寫了多少卷書呢
[00:06:22.160 --> 00:06:24.000]  都很容易記得 就是四卷
[00:06:24.000 --> 00:06:25.640]  那四卷是哪四卷呢
[00:06:25.640 --> 00:06:28.320]  你都很容易記得 你記得保羅坐牢沒事做的
[00:06:28.320 --> 00:06:30.880]  所以就pot is popcorn
[00:06:30.880 --> 00:06:36.920]  所以就是《肥亞比》、《爾弗索》、《費利門》和《哥俄勢書》
[00:06:36.920 --> 00:06:39.840]  那他臨死之前
[00:06:39.840 --> 00:06:41.360]  他最後又寫了多少卷書呢
[00:06:41.360 --> 00:06:44.640]  都很容易記得 四之前為三
[00:06:44.640 --> 00:06:48.400]  所以他臨死之前又再寫了三卷書
[00:06:48.400 --> 00:06:49.480]  哪三卷呢
[00:06:49.480 --> 00:06:52.400]  就是《提摩泰前行書》和《提多書》
[00:06:52.400 --> 00:06:55.480]  他臨死的就提提提 提醒你
[00:06:55.480 --> 00:06:58.080]  我們俗稱的監獄書信
[00:06:58.080 --> 00:07:01.000]  sorry 教目書信
[00:07:01.000 --> 00:07:01.960]  所以換句話說
[00:07:01.960 --> 00:07:05.680]  《哥羅姆多前書》是他第三次向報道寫的
[00:07:05.680 --> 00:07:07.240]  但是《哥羅姆多教會》
[00:07:07.240 --> 00:07:10.400]  是他第二次向報道時所建立的
[00:07:10.400 --> 00:07:12.200]  他們《哥羅姆多》和《傳福音》
[00:07:12.200 --> 00:07:14.680]  有人信主 因此而建立教會
[00:07:14.680 --> 00:07:17.000]  隔了一段日子 他沒有見他們了
[00:07:17.000 --> 00:07:18.200]  在第三次向報道時
[00:07:18.200 --> 00:07:21.440]  就寫了一封信去提醒他們
[00:07:21.440 --> 00:07:24.080]  《哥羅姆多前書》和保羅其他書信有點不同
[00:07:24.080 --> 00:07:27.920]  其他書信可能有一個很連貫 很清楚的主線
[00:07:27.920 --> 00:07:29.200]  但是《哥羅姆多前書》
[00:07:29.200 --> 00:07:32.360]  主要是處理很多處境性的問題
[00:07:32.360 --> 00:07:35.720]  所以有些散漏的感覺
[00:07:35.720 --> 00:07:38.400]  但是在第一章至第四章
[00:07:38.400 --> 00:07:43.960]  其實是在說一件相關的事 很大件的事
[00:07:43.960 --> 00:07:45.800]  今天第四章在最後的時候
[00:07:45.800 --> 00:07:48.920]  就是回應第一至第四章所說的
[00:07:48.920 --> 00:07:51.360]  究竟說了些甚麼呢
[00:07:51.360 --> 00:07:53.600]  在《哥羅姆多前書》第一章十節開始
[00:07:53.600 --> 00:07:57.440]  說了一個話題 到第四章尾才完結
[00:07:57.440 --> 00:08:01.000]  就是在處理因著他看智慧的緣故
[00:08:01.000 --> 00:08:03.720]  令到教會分裂
[00:08:03.720 --> 00:08:07.320]  一開始我們見到第一章第十節開始
[00:08:07.320 --> 00:08:11.320]  就說到他因智慧的名令到領袖分裂
[00:08:11.320 --> 00:08:13.080]  有些人覺得我跟那個領袖
[00:08:13.080 --> 00:08:14.440]  我跟那個領袖 為甚麼呢
[00:08:14.440 --> 00:08:16.000]  因為這個領袖有智慧多些
[00:08:16.000 --> 00:08:17.960]  那個領袖厲害些
[00:08:17.960 --> 00:08:20.680]  好像大家在吹捧他所跟的領袖
[00:08:20.680 --> 00:08:23.600]  在吹捧甚麼呢 因為智慧的緣故
[00:08:23.600 --> 00:08:28.120]  我們明白到 哥羅姆多當時是一個很大的城市
[00:08:28.120 --> 00:08:30.160]  深受希臘文化影響
[00:08:30.160 --> 00:08:33.360]  當時希臘文化很崇尚很多不同的哲學
[00:08:33.360 --> 00:08:34.760]  不同的智慧
[00:08:34.760 --> 00:08:38.400]  所以有智慧就頂呱呱
[00:08:38.400 --> 00:08:41.000]  有些情況有點像香港
[00:08:41.000 --> 00:08:43.680]  現在我們覺得有學識 有地位 那些就厲害了
[00:08:43.680 --> 00:08:48.000]  所以你拿到三個博士學位 那些就很厲害了
[00:08:48.000 --> 00:08:49.400]  所以他們很崇尚智慧
[00:08:49.400 --> 00:08:53.480]  以至他們這樣吹捧他的領袖 因此而分裂
[00:08:53.480 --> 00:08:57.320]  接著保羅就說出 福音和智慧相比
[00:08:57.320 --> 00:08:59.960]  這個福音在人類看來是愚蠢的
[00:08:59.960 --> 00:09:02.680]  但神的愚蠢都是智慧
[00:09:02.680 --> 00:09:06.920]  可以看到準則的眼光可能有點不同
[00:09:06.920 --> 00:09:10.080]  接著就說到神的智慧是藉著聖靈演出的
[00:09:10.080 --> 00:09:11.120]  是因為聖靈的緣故
[00:09:11.120 --> 00:09:14.280]  我們真的知道神的智慧是甚麼回事
[00:09:14.280 --> 00:09:19.360]  接著就更正教會的錯誤的教會官和侍奉官
[00:09:19.360 --> 00:09:21.360]  誰叫你生長呢
[00:09:21.360 --> 00:09:27.440]  保羅栽種 亞伯羅肖冠 但唯有神才叫你生長
[00:09:27.440 --> 00:09:30.040]  所以你不要過份高舉領袖
[00:09:30.040 --> 00:09:32.480]  重點還是看上帝
[00:09:32.480 --> 00:09:35.400]  從而他就說到萬有都是屬於基督
[00:09:35.400 --> 00:09:39.680]  然後上一次我們就回應評論
[00:09:39.680 --> 00:09:42.680]  他們之前就說有不同的領袖
[00:09:42.680 --> 00:09:45.480]  但保羅似乎不是很厲害
[00:09:45.480 --> 00:09:50.480]  於是他們就覺得保羅不厲害 保羅就回應說你怎樣看我呢
[00:09:50.480 --> 00:09:54.040]  我看為極小的事 因為我自己都不評論自己
[00:09:54.040 --> 00:09:57.480]  接著他又說了一大輪應該怎樣的看法
[00:09:57.480 --> 00:10:00.480]  以致到今天我們這段經文
[00:10:00.480 --> 00:10:03.920]  在第十四節到二十一節
[00:10:03.920 --> 00:10:07.480]  是完結了由第一章開始到第四章
[00:10:07.480 --> 00:10:09.680]  說了這麼大的事情
[00:10:09.680 --> 00:10:14.880]  主要是因著他在智慧過份地高舉
[00:10:14.880 --> 00:10:20.680]  以致他們互相評論 令到教會有分裂的情況
[00:10:20.680 --> 00:10:25.080]  而今天這段經文我可以用兩個字就說完了
[00:10:25.080 --> 00:10:27.280]  保羅就說「做」
[00:10:27.280 --> 00:10:29.880]  說了這麼多 我教了這麼多 你現在就做
[00:10:29.880 --> 00:10:31.880]  簡單來說是一個勸勉 一個警戒
[00:10:31.880 --> 00:10:35.080]  就是你應該要做我用來說的話
[00:10:35.080 --> 00:10:37.280]  以致我們今天去看
[00:10:37.280 --> 00:10:42.480]  我們可以先看保羅給一個很溫柔的勸戒
[00:10:42.480 --> 00:10:45.680]  然後給一個很嚴厲的警告
[00:10:45.680 --> 00:10:47.680]  但警告當中亦都有溫柔
[00:10:47.680 --> 00:10:50.080]  即是他由中帶剛 剛中帶柔
[00:10:50.080 --> 00:10:54.280]  去給他們一個勸勉 就是說「你做」
[00:10:54.280 --> 00:10:57.480]  看看今天的經文 第十四節
[00:10:57.480 --> 00:11:00.680]  保羅說「我寫這話不是要使你們羞愧
[00:11:00.680 --> 00:11:05.280]  而是要警戒你們 好在我所愛的兒女一樣」
[00:11:05.280 --> 00:11:08.880]  「我寫這話」很明顯是說到前文所說的事
[00:11:08.880 --> 00:11:10.280]  所以前文所說的是甚麼事呢
[00:11:10.280 --> 00:11:12.880]  保羅就在說他們這個少少諷刺的成份
[00:11:12.880 --> 00:11:16.480]  就說「你們已經爆足 已經富足 已經作王了」
[00:11:16.480 --> 00:11:18.480]  「你不用我了」
[00:11:18.480 --> 00:11:20.080]  「我呢 你們就很厲害了」
[00:11:20.080 --> 00:11:22.680]  「我就被世人看為萬物 中國渣仔真是」
[00:11:22.680 --> 00:11:24.880]  「低處未算低」
[00:11:24.880 --> 00:11:26.480]  有些諷刺的成份是說
[00:11:26.480 --> 00:11:29.880]  「你現在覺得很厲害了 不需要我了」
[00:11:29.880 --> 00:11:33.280]  他說這話不是要你羞愧
[00:11:33.280 --> 00:11:36.280]  我們說「不是吧 這樣說都不是要他羞愧」
[00:11:36.280 --> 00:11:39.480]  「那還可以怎樣 甚麼才叫他羞愧」
[00:11:39.480 --> 00:11:42.280]  保羅是不是奚落他們呢
[00:11:42.280 --> 00:11:45.080]  保羅是不是諷刺他們呢
[00:11:45.080 --> 00:11:49.280]  我會說保羅某程度上是有些諷刺的
[00:11:49.280 --> 00:11:52.880]  俗一點說 廣東話來說就是在囂張他們
[00:11:52.880 --> 00:11:57.480]  但這個諷刺不是要他羞辱
[00:11:57.480 --> 00:11:59.080]  保羅這樣說
[00:11:59.080 --> 00:12:01.280]  「你已經作王了 你已經很厲害了」
[00:12:01.280 --> 00:12:02.480]  「你看得我這麼低」
[00:12:02.480 --> 00:12:04.280]  「是呀 世人看我為萬物 中國渣仔」
[00:12:04.280 --> 00:12:06.680]  「你看不起我嗎」
[00:12:06.680 --> 00:12:10.480]  這個不是要令他們很侮辱
[00:12:10.480 --> 00:12:13.680]  而是要讓他們看見現實
[00:12:13.680 --> 00:12:16.480]  就是他們把自己推得很高
[00:12:16.480 --> 00:12:18.880]  但保羅卻把自己放得很低
[00:12:18.880 --> 00:12:22.280]  但保羅這樣說是提醒他們
[00:12:22.280 --> 00:12:23.880]  這是一個錯誤的觀念
[00:12:23.880 --> 00:12:27.880]  以致要勸戒他們
[00:12:27.880 --> 00:12:33.480]  讓他們不要繼續留在本來的地步
[00:12:33.480 --> 00:12:37.080]  這個勸戒你們好像我所愛的兒女一樣
[00:12:37.080 --> 00:12:40.680]  好像一個慈父去勸他的兒女
[00:12:40.680 --> 00:12:42.880]  但我們不能忘記
[00:12:42.880 --> 00:12:45.680]  當時在第一世紀
[00:12:45.680 --> 00:12:52.080]  那麼多教會他們所處一個榮辱文化當中
[00:12:52.080 --> 00:12:53.880]  榮耀是很重要
[00:12:53.880 --> 00:12:55.680]  羞辱是很不得了
[00:12:55.680 --> 00:13:00.080]  有幾分像傳統的中國社會裡
[00:13:00.080 --> 00:13:02.480]  很講面子的那種
[00:13:02.480 --> 00:13:05.880]  陀衰家令家人蒙羞
[00:13:05.880 --> 00:13:08.680]  這是很難接受的事情
[00:13:08.680 --> 00:13:11.280]  當時甚至現在很多中東國家
[00:13:11.280 --> 00:13:13.680]  都是一個榮辱文化當中
[00:13:13.680 --> 00:13:15.280]  所以他們很著重榮耀
[00:13:15.280 --> 00:13:18.680]  我很需要外界給予我的認同
[00:13:18.680 --> 00:13:20.080]  你現在說我
[00:13:20.080 --> 00:13:23.480]  這樣說我豈不是要我羞辱
[00:13:23.480 --> 00:13:25.680]  保羅在糾正他們的觀念
[00:13:25.680 --> 00:13:31.080]  你需要的不是外界給予你的榮耀
[00:13:31.080 --> 00:13:34.480]  你需要的是高舉釘十字架
[00:13:34.480 --> 00:13:38.880]  從死裡復活的基督那個榮耀
[00:13:38.880 --> 00:13:42.480]  他在一個榮辱文化裡說的是
[00:13:42.480 --> 00:13:44.880]  你仍然是需要榮耀
[00:13:44.880 --> 00:13:46.480]  不過你的榮耀來源
[00:13:46.480 --> 00:13:51.480]  和這個文化給予你的有所不同
[00:13:51.480 --> 00:13:52.680]  所以他說
[00:13:52.680 --> 00:13:55.680]  雖然你們在基督裡有無數的導師
[00:13:55.680 --> 00:13:57.280]  卻沒有很多父親
[00:13:57.280 --> 00:14:03.280]  因我是在基督耶穌裡用福音生了你們
[00:14:03.280 --> 00:14:05.480]  他很聰明很有技巧
[00:14:05.480 --> 00:14:08.680]  用一個父親和兒女的比喻
[00:14:08.680 --> 00:14:10.280]  這樣去表達這個身份
[00:14:10.280 --> 00:14:11.480]  為什麼呢
[00:14:11.480 --> 00:14:14.080]  因為之前處理了很多問題
[00:14:14.080 --> 00:14:15.480]  說到看智慧
[00:14:15.480 --> 00:14:17.480]  看很多不同的領袖
[00:14:17.480 --> 00:14:19.880]  現在要處理一個問題就是
[00:14:19.880 --> 00:14:22.080]  他們看不起保羅
[00:14:22.080 --> 00:14:24.080]  那麼保羅又怎麼能夠
[00:14:24.080 --> 00:14:26.080]  擺回自己一個合適的崗位
[00:14:26.080 --> 00:14:27.880]  一個尊重的身份上呢
[00:14:27.880 --> 00:14:28.880]  他不能夠跟他們說
[00:14:28.880 --> 00:14:30.880]  你們給我面子
[00:14:30.880 --> 00:14:32.080]  也不是這樣說的
[00:14:32.080 --> 00:14:34.480]  但他又不能夠容許他們繼續不看重
[00:14:34.480 --> 00:14:36.680]  保羅作為一個使徒的身份
[00:14:36.680 --> 00:14:38.280]  所以他很有技巧
[00:14:38.280 --> 00:14:40.080]  很有智慧地
[00:14:40.080 --> 00:14:42.880]  說出好像一個父親一樣
[00:14:42.880 --> 00:14:43.680]  第一
[00:14:43.680 --> 00:14:45.880]  當他用這個父親的比喻的時候
[00:14:45.880 --> 00:14:47.080]  他提醒他們
[00:14:47.080 --> 00:14:49.280]  我是創立這個教會
[00:14:49.280 --> 00:14:51.480]  我傳福音給你們
[00:14:51.480 --> 00:14:52.880]  以致你們和我
[00:14:52.880 --> 00:14:55.080]  提醒我們之間的關係
[00:14:55.080 --> 00:14:56.080]  第二
[00:14:56.080 --> 00:14:58.280]  當他用這個父親的比喻的時候
[00:14:58.280 --> 00:14:59.480]  他提醒他們
[00:14:59.480 --> 00:15:00.480]  作為父親
[00:15:00.480 --> 00:15:01.480]  我要教導
[00:15:01.480 --> 00:15:03.480]  甚至乎在需要的時候
[00:15:03.480 --> 00:15:06.280]  我要去施行一個責備
[00:15:06.280 --> 00:15:09.880]  都是為了去教養你們
[00:15:09.880 --> 00:15:10.880]  他說
[00:15:10.880 --> 00:15:12.880]  你們雖然有無數的導師
[00:15:12.880 --> 00:15:14.880]  卻沒有很多的父親
[00:15:14.880 --> 00:15:17.280]  這個導師是指什麼呢
[00:15:17.280 --> 00:15:19.680]  這個導師跟今天的情況有點不同
[00:15:19.680 --> 00:15:20.880]  不是現在那些
[00:15:20.880 --> 00:15:22.480]  Zoom大很大的頭
[00:15:22.480 --> 00:15:23.280]  補習天王
[00:15:23.280 --> 00:15:24.680]  什麼化學最強
[00:15:24.680 --> 00:15:25.880]  什麼中文權威
[00:15:25.880 --> 00:15:28.280]  那些導師
[00:15:28.280 --> 00:15:29.680]  當時的社會
[00:15:29.680 --> 00:15:31.280]  有很多不同的導師
[00:15:31.280 --> 00:15:34.480]  或者可以譯作一些教師
[00:15:34.480 --> 00:15:35.680]  那些是什麼人呢
[00:15:35.680 --> 00:15:39.280]  通常都是一些奴隸
[00:15:39.280 --> 00:15:40.080]  換句話說
[00:15:40.080 --> 00:15:41.480]  如果我是一家之主
[00:15:41.480 --> 00:15:42.080]  我是一個主人
[00:15:42.080 --> 00:15:44.480]  我家裡面有不同的奴隸去服侍我
[00:15:44.480 --> 00:15:45.680]  我家裡也有兒女
[00:15:45.680 --> 00:15:47.480]  通常都是兒子先讀書
[00:15:47.480 --> 00:15:49.280]  女兒不用讀書
[00:15:49.280 --> 00:15:50.080]  換句話說
[00:15:50.080 --> 00:15:51.480]  我就可能選擇一個
[00:15:51.480 --> 00:15:53.080]  其中一個比較高教育水平
[00:15:53.080 --> 00:15:55.080]  或者我信得過的僕人
[00:15:55.080 --> 00:15:57.080]  就說你做他的導師
[00:15:57.080 --> 00:15:58.280]  你看著他
[00:15:58.280 --> 00:15:59.880]  你幫我教他
[00:15:59.880 --> 00:16:01.880]  而且要保護他
[00:16:01.880 --> 00:16:03.280]  不要讓他有意外
[00:16:03.280 --> 00:16:04.880]  即是出街不要被車輛刺傷
[00:16:04.880 --> 00:16:06.480]  當時的車輛
[00:16:06.480 --> 00:16:08.280]  就是那種看法
[00:16:08.280 --> 00:16:10.280]  所以這個導師的身份
[00:16:10.280 --> 00:16:14.080]  是有教導和保護的責任在的
[00:16:14.080 --> 00:16:15.480]  到他慢慢再大一點
[00:16:15.480 --> 00:16:16.480]  再進去學校
[00:16:16.480 --> 00:16:18.080]  這樣的情況
[00:16:18.080 --> 00:16:19.680]  但是他現在說的就是
[00:16:19.680 --> 00:16:21.680]  你雖然可能有不同的導師
[00:16:21.680 --> 00:16:23.680]  有很多人去教你
[00:16:23.680 --> 00:16:25.280]  但是那些教你
[00:16:25.280 --> 00:16:27.480]  都不像爸爸那樣
[00:16:27.480 --> 00:16:31.080]  都取代不了父母的身份
[00:16:31.080 --> 00:16:33.680]  情況有一點像香港現在
[00:16:33.680 --> 00:16:36.880]  可能很多人都有傭人姐姐去照顧小朋友
[00:16:36.880 --> 00:16:38.880]  有些傭人姐姐只是打份工
[00:16:38.880 --> 00:16:40.080]  我不是真的喜歡那個小朋友
[00:16:40.080 --> 00:16:41.680]  不過我要照顧而已
[00:16:41.680 --> 00:16:45.680]  有些可能是很真心愛惜那個小朋友
[00:16:45.680 --> 00:16:46.680]  但是那個傭人姐姐
[00:16:46.680 --> 00:16:49.880]  都不能夠取代爸爸媽媽的位置
[00:16:49.880 --> 00:16:51.480]  現在本來就是這樣說
[00:16:51.480 --> 00:16:53.080]  沒有做導師去教你
[00:16:53.080 --> 00:16:54.280]  有很多不同的領袖
[00:16:54.280 --> 00:16:55.280]  很多人去跟
[00:16:55.280 --> 00:16:56.880]  沒錯 那些都是好的
[00:16:56.880 --> 00:16:59.680]  但是我是用福音來生你們的
[00:16:59.680 --> 00:17:04.880]  我這個身份是無法取代的
[00:17:04.880 --> 00:17:06.880]  我用福音來生你們的
[00:17:06.880 --> 00:17:10.480]  所以我求你們要效法我
[00:17:10.480 --> 00:17:13.080]  這句話其實很有份量
[00:17:13.080 --> 00:17:15.480]  有多少人可以說出這句話呢?
[00:17:15.480 --> 00:17:17.280]  拜託你跟我
[00:17:17.280 --> 00:17:19.080]  拜託你像我
[00:17:19.080 --> 00:17:20.480]  我們明白到
[00:17:20.480 --> 00:17:21.880]  沒有說服力
[00:17:21.880 --> 00:17:24.080]  就是當爸爸跟兒子說
[00:17:24.080 --> 00:17:25.880]  你做我所叫你做的事
[00:17:25.880 --> 00:17:26.880]  你不要跟我
[00:17:26.880 --> 00:17:28.680]  這些就是沒有說服力
[00:17:28.680 --> 00:17:29.480]  是不是?
[00:17:29.480 --> 00:17:30.480]  就是你拿著口煙
[00:17:30.480 --> 00:17:31.280]  我看你不要吸煙
[00:17:31.280 --> 00:17:31.880]  不過你不要跟我
[00:17:31.880 --> 00:17:32.680]  你不要吸煙
[00:17:32.680 --> 00:17:34.280]  這樣是沒有說服力的
[00:17:34.280 --> 00:17:37.280]  但是當我能夠跟你說
[00:17:37.280 --> 00:17:39.480]  我叫你去效法我
[00:17:39.480 --> 00:17:41.480]  去跟我的時候
[00:17:41.480 --> 00:17:43.080]  這個真的不簡單
[00:17:43.080 --> 00:17:45.680]  不單只是這樣
