
[00:00:00.000 --> 00:00:04.800]  無論人與人之間、機構與機構之間
[00:01:44.000 --> 00:01:45.800]  不如切開一個蘋果
[00:01:45.800 --> 00:01:48.400]  一人一半,你一半,我一半
[00:01:48.400 --> 00:01:50.000]  這是什麼呢?
[00:01:50.000 --> 00:01:51.000]  妥協
[00:01:51.000 --> 00:01:52.600]  對,這是妥協
[00:01:52.600 --> 00:01:55.200]  如果我們坐下來慢慢商量
[00:01:55.200 --> 00:01:56.800]  原來發現
[00:01:56.800 --> 00:02:00.400]  你喜歡吃蘋果肉
[00:02:00.400 --> 00:02:01.600]  我要蘋果核
[00:02:01.600 --> 00:02:04.400]  原來我用蘋果核種蘋果樹
[00:02:04.400 --> 00:02:06.400]  我們就各取所需
[00:02:06.400 --> 00:02:08.000]  這是什麼呢?
[00:02:08.000 --> 00:02:10.800]  對,這是合作,大家真的很聰明
[00:02:10.800 --> 00:02:15.200]  通常我們會按著事情的嚴重性
[00:02:15.200 --> 00:02:18.400]  和急切性來決定用哪一種模式
[00:02:18.400 --> 00:02:21.600]  我們不是常常用死一種模式
[00:02:21.600 --> 00:02:23.800]  打個比喻
[00:02:23.800 --> 00:02:25.800]  假設有一天
[00:02:25.800 --> 00:02:27.800]  我和今天的主席Betsy
[00:02:27.800 --> 00:02:29.800]  在露台上聊天
[00:02:29.800 --> 00:02:31.800]  聊著聊著
[00:02:31.800 --> 00:02:33.800]  Betsy想跨欄跳樓
[00:02:33.800 --> 00:02:35.800]  只是比喻
[00:02:35.800 --> 00:02:37.800]  我知道Betsy不會
[00:02:37.800 --> 00:02:39.800]  她很倚靠神
[00:02:39.800 --> 00:02:41.800]  事實上我們沒有一個人
[00:02:41.800 --> 00:02:43.800]  有權利自己結束自己的生命
[00:02:43.800 --> 00:02:45.800]  你想都不用想
[00:02:45.800 --> 00:02:47.800]  是得罪神的
[00:02:47.800 --> 00:02:49.800]  打個比喻
[00:02:49.800 --> 00:02:51.800]  Betsy要跳樓,那怎麼辦呢?
[00:02:51.800 --> 00:02:53.800]  你會不會
[00:02:53.800 --> 00:02:55.800]  由你跳樓吧
[00:02:55.800 --> 00:02:57.800]  難道不讓你死嗎?
[00:02:57.800 --> 00:02:59.800]  你會不會?
[00:02:59.800 --> 00:03:01.800]  你不會用這種讓步
[00:03:01.800 --> 00:03:03.800]  或者退避的方式
[00:03:03.800 --> 00:03:05.800]  你也不會說
[00:03:05.800 --> 00:03:07.800]  不如大家談談
[00:03:07.800 --> 00:03:09.800]  合作吧
[00:03:09.800 --> 00:03:11.800]  你跳這邊,我跳那邊
[00:03:11.800 --> 00:03:13.800]  來個花式跳樓
[00:03:13.800 --> 00:03:15.800]  你也不會這樣做
[00:03:15.800 --> 00:03:17.800]  那你會怎麼做呢?
[00:03:17.800 --> 00:03:19.800]  當然是用競爭
[00:03:19.800 --> 00:03:21.800]  讓他回來
[00:03:21.800 --> 00:03:23.800]  你不會讓他掙扎
[00:03:23.800 --> 00:03:25.800]  一手拉著他
[00:03:25.800 --> 00:03:27.800]  所以我們會
[00:03:27.800 --> 00:03:29.800]  因著不同的情況
[00:03:29.800 --> 00:03:31.800]  來採用不同的模式
[00:03:31.800 --> 00:03:33.800]  來處理衝突
[00:03:33.800 --> 00:03:35.800]  當我們看到《仕途行傳》
[00:03:35.800 --> 00:03:37.800]  第十五十六章的時候
[00:03:37.800 --> 00:03:39.800]  我們會發現
[00:03:39.800 --> 00:03:41.800]  原來初期教會
[00:03:41.800 --> 00:03:43.800]  都一樣會有衝突
[00:03:43.800 --> 00:03:45.800]  而當時的人
[00:03:45.800 --> 00:03:47.800]  去處理這些衝突的時候
[00:03:47.800 --> 00:03:49.800]  他們也會有類似的模式
[00:03:49.800 --> 00:03:51.800]  首先我們看看第一個模式
[00:03:51.800 --> 00:03:53.800]  這個模式
[00:03:53.800 --> 00:03:55.800]  第一次的衝突
[00:03:55.800 --> 00:03:57.800]  篇幅比較長
[00:03:57.800 --> 00:03:59.800]  第十五章一至三十五節
[00:03:59.800 --> 00:04:01.800]  這次的衝突
[00:04:01.800 --> 00:04:03.800]  牽涉到一些
[00:04:03.800 --> 00:04:05.800]  從猶太來到
[00:04:05.800 --> 00:04:07.800]  安提阿的人
[00:04:07.800 --> 00:04:09.800]  猶太這個字
[00:04:09.800 --> 00:04:11.800]  一般代表猶太地
[00:04:11.800 --> 00:04:13.800]  但很多時候
[00:04:13.800 --> 00:04:15.800]  也代表耶路撒冷
[00:04:15.800 --> 00:04:17.800]  耶路撒冷是當時
[00:04:17.800 --> 00:04:19.800]  教會的大本營
[00:04:19.800 --> 00:04:21.800]  所以
[00:04:21.800 --> 00:04:23.800]  這些從耶路撒冷來的人
[00:04:23.800 --> 00:04:25.800]  他們說的話
[00:04:25.800 --> 00:04:27.800]  也有份量
[00:04:27.800 --> 00:04:29.800]  舉足輕重
[00:04:29.800 --> 00:04:31.800]  當時他們在教導信徒
[00:04:31.800 --> 00:04:33.800]  所有信耶穌的人
[00:04:33.800 --> 00:04:35.800]  都必須要
[00:04:35.800 --> 00:04:37.800]  守國禮
[00:04:37.800 --> 00:04:39.800]  所有信耶穌的人
[00:04:39.800 --> 00:04:41.800]  都必須要守國禮
[00:04:41.800 --> 00:04:43.800]  當時保羅和巴拿巴
[00:04:43.800 --> 00:04:45.800]  聽到的時候
[00:04:45.800 --> 00:04:47.800]  起了激烈的反應
[00:04:47.800 --> 00:04:49.800]  他們和這些人
[00:04:49.800 --> 00:04:51.800]  大大的爭辯
[00:04:51.800 --> 00:04:55.800]  為什麼
[00:04:55.800 --> 00:04:57.800]  保羅和巴拿巴會那麼激烈呢
[00:04:57.800 --> 00:04:59.800]  原來
[00:04:59.800 --> 00:05:01.800]  堅持守國禮
[00:05:01.800 --> 00:05:03.800]  的教導
[00:05:03.800 --> 00:05:05.800]  違背主耶穌的教導
[00:05:05.800 --> 00:05:07.800]  在約翰福音
[00:05:07.800 --> 00:05:09.800]  三章十六節說
[00:05:09.800 --> 00:05:11.800]  一切信他的
[00:05:11.800 --> 00:05:13.800]  都不戰而亡
[00:05:13.800 --> 00:05:15.800]  反得永生
[00:05:15.800 --> 00:05:17.800]  一切信他的人
[00:05:17.800 --> 00:05:19.800]  都得到永生
[00:05:19.800 --> 00:05:23.800]  不是一定要守國禮
[00:05:23.800 --> 00:05:25.800]  才得到永生
[00:05:25.800 --> 00:05:27.800]  還有
[00:05:27.800 --> 00:05:29.800]  堅持守國禮的教導
[00:05:29.800 --> 00:05:31.800]  違背了信徒的教導
[00:05:31.800 --> 00:05:33.800]  原來
[00:05:33.800 --> 00:05:35.800]  國禮是
[00:05:35.800 --> 00:05:37.800]  猶太人的傳統
[00:05:37.800 --> 00:05:39.800]  這是神
[00:05:39.800 --> 00:05:41.800]  和猶太人的祖先
[00:05:41.800 --> 00:05:43.800]  阿巴拉罕納約的
[00:05:43.800 --> 00:05:45.800]  一個證據
[00:05:45.800 --> 00:05:47.800]  所有的猶太人
[00:05:47.800 --> 00:05:49.800]  男人生出來的第八天
[00:05:49.800 --> 00:05:51.800]  他們都會割包皮
[00:05:51.800 --> 00:05:53.800]  這就是國禮
[00:05:53.800 --> 00:05:55.800]  象徵著他們是神的子民
[00:05:55.800 --> 00:05:59.800]  但是對於沒有
[00:05:59.800 --> 00:06:01.800]  猶太背景
[00:06:01.800 --> 00:06:03.800]  沒有傳統背景的外邦人來說
[00:06:03.800 --> 00:06:05.800]  要我先成為
[00:06:05.800 --> 00:06:07.800]  猶太人
[00:06:07.800 --> 00:06:09.800]  要我先守國禮
[00:06:09.800 --> 00:06:11.800]  就是要我先成為猶太人
[00:06:11.800 --> 00:06:13.800]  然後才做基督徒
[00:06:13.800 --> 00:06:15.800]  其實這是違背了
[00:06:15.800 --> 00:06:17.800]  信徒的教導
[00:06:17.800 --> 00:06:19.800]  因為信徒說
[00:06:19.800 --> 00:06:21.800]  彼得經歷了
[00:06:21.800 --> 00:06:23.800]  第一位
[00:06:23.800 --> 00:06:25.800]  信徒向外邦人傳福音
[00:06:25.800 --> 00:06:27.800]  他向戈尼留
[00:06:27.800 --> 00:06:29.800]  外邦人傳福音後
[00:06:29.800 --> 00:06:31.800]  他說:我真看出
[00:06:31.800 --> 00:06:33.800]  神是不偏待人的
[00:06:33.800 --> 00:06:35.800]  原來各國中那敬畏主
[00:06:35.800 --> 00:06:37.800]  仁義的人都為主所願
[00:06:37.800 --> 00:06:39.800]  這裡說得很清楚
[00:06:39.800 --> 00:06:41.800]  各國中所有的人
[00:06:41.800 --> 00:06:43.800]  他們敬畏主的
[00:06:43.800 --> 00:06:45.800]  都是被神所願
[00:06:45.800 --> 00:06:47.800]  所以必須要守國禮
[00:06:47.800 --> 00:06:49.800]  然後才成為神的子民
[00:06:49.800 --> 00:06:53.800]  所以我們看到
[00:06:53.800 --> 00:06:55.800]  由這方面
[00:06:55.800 --> 00:06:57.800]  兩方面違背了
[00:06:57.800 --> 00:06:59.800]  還有第三
[00:06:59.800 --> 00:07:01.800]  這種教導也是阻礙
[00:07:01.800 --> 00:07:03.800]  外邦人信主
[00:07:03.800 --> 00:07:05.800]  剛剛萌芽的宣教工作
[00:07:05.800 --> 00:07:07.800]  基於這些原因
[00:07:07.800 --> 00:07:09.800]  保羅和巴拿巴
[00:07:09.800 --> 00:07:11.800]  激烈反對
[00:07:11.800 --> 00:07:13.800]  怎麼辦呢?
[00:07:13.800 --> 00:07:15.800]  於是他們派保羅、巴拿巴
[00:07:15.800 --> 00:07:17.800]  和另外一些人
[00:07:17.800 --> 00:07:19.800]  去耶路撒冷
[00:07:19.800 --> 00:07:21.800]  見當時教會的領袖
[00:07:21.800 --> 00:07:23.800]  我們一起讀讀這段經文
[00:07:33.800 --> 00:07:35.800]  「各位弟兄!你們知道
[00:07:35.800 --> 00:07:37.800]  神早已在你們中間
[00:07:37.800 --> 00:07:39.800]  揀選了我
[00:07:39.800 --> 00:07:41.800]  叫外邦人從我口中
[00:07:41.800 --> 00:07:43.800]  得聽福音之道
[00:07:43.800 --> 00:07:45.800]  而且相信」
[00:07:45.800 --> 00:07:47.800]  這裡彼得
[00:07:47.800 --> 00:07:49.800]  說自己的見證經歷
[00:07:49.800 --> 00:07:51.800]  我剛才說過
[00:07:51.800 --> 00:07:55.800]  神揀選了彼得
[00:07:55.800 --> 00:07:57.800]  成為第一個仕途
[00:07:57.800 --> 00:07:59.800]  向外邦人傳福音
[00:07:59.800 --> 00:08:01.800]  所以從他的經歷裡
[00:08:01.800 --> 00:08:03.800]  可以看到神的心意
[00:08:03.800 --> 00:08:05.800]  就是所有外邦人都能得救
[00:08:05.800 --> 00:08:07.800]  彼得說完之後
[00:08:07.800 --> 00:08:09.800]  就輪到雅各
[00:08:09.800 --> 00:08:11.800]  這個雅各
[00:08:11.800 --> 00:08:13.800]  不是十二仕途中的雅各
[00:08:13.800 --> 00:08:15.800]  而是耶穌的兄弟雅各
[00:08:15.800 --> 00:08:17.800]  他當時也是教會的領袖
[00:08:17.800 --> 00:08:19.800]  當時彼得說完
[00:08:19.800 --> 00:08:21.800]  就輪到他說
[00:08:21.800 --> 00:08:23.800]  「正如經上所寫的
[00:08:23.800 --> 00:08:25.800]  此後我要回來
[00:08:25.800 --> 00:08:27.800]  重新修造
[00:08:27.800 --> 00:08:29.800]  大衛倒塌的帳幕
[00:08:29.800 --> 00:08:33.800]  把那破壞的重新修造建立起來
[00:08:33.800 --> 00:08:35.800]  叫剩餘的人
[00:08:35.800 --> 00:08:37.800]  就是凡稱為我名下的外邦人
[00:08:37.800 --> 00:08:39.800]  都尋求主
[00:08:39.800 --> 00:08:41.800]  這話是從創世以來
[00:08:41.800 --> 00:08:43.800]  顯明這是主說的」
[00:08:43.800 --> 00:08:45.800]  這裡其實也很清楚
[00:08:45.800 --> 00:08:47.800]  他是引述舊約聖經的說話
[00:08:47.800 --> 00:08:49.800]  聖經說明
[00:08:49.800 --> 00:08:51.800]  凡稱為我名下的外邦人
[00:08:51.800 --> 00:08:53.800]  都尋求主
[00:08:53.800 --> 00:08:55.800]  神是接納了所有願意相信他
[00:08:55.800 --> 00:08:57.800]  尋求他名的外邦人
[00:08:57.800 --> 00:08:59.800]  在這裡我們看到
[00:08:59.800 --> 00:09:01.800]  無論是彼得
[00:09:01.800 --> 00:09:03.800]  還是雅各
[00:09:03.800 --> 00:09:05.800]  他們都不是按自己個人的喜好
[00:09:05.800 --> 00:09:07.800]  來爭辯的
[00:09:07.800 --> 00:09:09.800]  他們是有根據
[00:09:09.800 --> 00:09:11.800]  根據他們自己信仰的經歷
[00:09:11.800 --> 00:09:13.800]  根據聖經的說話
[00:09:13.800 --> 00:09:15.800]  這一場這麼激烈的辯論
[00:09:15.800 --> 00:09:19.800]  我們稱它為耶路撒冷大會
[00:09:19.800 --> 00:09:21.800]  結果是怎樣呢?
[00:09:21.800 --> 00:09:23.800]  他們有一個議決
[00:09:23.800 --> 00:09:25.800]  我們一起來讀
[00:09:25.800 --> 00:09:27.800]  所以據我的意見
[00:09:27.800 --> 00:09:29.800]  不可難為那
[00:09:29.800 --> 00:09:31.800]  歸服神的外邦人
[00:09:31.800 --> 00:09:33.800]  只要寫信
[00:09:33.800 --> 00:09:35.800]  吩咐他們禁戒
[00:09:35.800 --> 00:09:37.800]  偶像的污穢和奸淫
[00:09:37.800 --> 00:09:39.800]  並勒死的
[00:09:39.800 --> 00:09:41.800]  生畜和血
[00:09:41.800 --> 00:09:43.800]  這些禁戒
[00:09:43.800 --> 00:09:47.800]  是針對當時的外邦社會的情況
[00:09:47.800 --> 00:09:49.800]  目的就是要避免
[00:09:49.800 --> 00:09:53.800]  因為議決是說
[00:09:53.800 --> 00:09:55.800]  外邦人不一定要守國禮
[00:09:55.800 --> 00:09:57.800]  才能成為基督徒
[00:09:57.800 --> 00:09:59.800]  目的就是避免
[00:09:59.800 --> 00:10:01.800]  外邦人不用守國禮
[00:10:01.800 --> 00:10:03.800]  但會否去到另一個極端
[00:10:03.800 --> 00:10:05.800]  變成放任
[00:10:05.800 --> 00:10:07.800]  跟未信的人
[00:10:07.800 --> 00:10:09.800]  都是一模一樣
[00:10:09.800 --> 00:10:11.800]  避免去到這個極端
[00:10:11.800 --> 00:10:13.800]  於是就針對當時的情況
[00:10:13.800 --> 00:10:15.800]  來定下這些規條
[00:10:15.800 --> 00:10:19.800]  這些戒律
[00:10:19.800 --> 00:10:21.800]  為什麼會選這幾樣呢?
[00:10:21.800 --> 00:10:23.800]  禁拜偶像
[00:10:23.800 --> 00:10:25.800]  禁奸淫
[00:10:25.800 --> 00:10:27.800]  勒死生畜和血
[00:10:27.800 --> 00:10:29.800]  為什麼會選這幾樣呢?
[00:10:29.800 --> 00:10:31.800]  原因是對當時的外邦社會來說
[00:10:31.800 --> 00:10:33.800]  拜偶像
[00:10:33.800 --> 00:10:35.800]  奸淫是常有的
[00:10:35.800 --> 00:10:37.800]  他們不會覺得出奇
[00:10:37.800 --> 00:10:39.800]  因為外邦社會
[00:10:39.800 --> 00:10:41.800]  他們拜的偶像
[00:10:41.800 --> 00:10:43.800]  他們去到偶像的神廟
[00:10:43.800 --> 00:10:45.800]  那些神廟很多時候都會有妙技
[00:10:45.800 --> 00:10:47.800]  所以拜偶像
[00:10:47.800 --> 00:10:49.800]  很多時候會跟淫亂扯上關係
[00:10:49.800 --> 00:10:51.800]  至於
[00:10:51.800 --> 00:10:53.800]  勒死生畜和血是什麼呢?
[00:10:53.800 --> 00:10:55.800]  這個其實是猶太傳統
[00:10:55.800 --> 00:10:57.800]  血是代表著
[00:10:57.800 --> 00:10:59.800]  生命
[00:10:59.800 --> 00:11:01.800]  而勒死生畜
[00:11:01.800 --> 00:11:03.800]  那些生畜是未經放血
[00:11:03.800 --> 00:11:05.800]  就死的
[00:11:05.800 --> 00:11:07.800]  所以他們的身體裡仍然有血
[00:11:07.800 --> 00:11:09.800]  所以猶太人就不會吃勒死生畜
[00:11:09.800 --> 00:11:13.800]  所以
[00:11:13.800 --> 00:11:15.800]  最後這個定奪
[00:11:15.800 --> 00:11:17.800]  可以說一方面是表達了
[00:11:19.800 --> 00:11:21.800]  信仰的核心
[00:11:21.800 --> 00:11:23.800]  信仰的核心是什麼呢?
[00:11:23.800 --> 00:11:25.800]  我們敬拜的是那位獨一的真神
[00:11:25.800 --> 00:11:27.800]  創造萬物的主
[00:11:27.800 --> 00:11:29.800]  我們不會拜偶像
[00:11:29.800 --> 00:11:31.800]  這個議決是能夠堅守
[00:11:31.800 --> 00:11:33.800]  這個信仰的核心
[00:11:33.800 --> 00:11:35.800]  另外也能夠照顧到
[00:11:35.800 --> 00:11:37.800]  基督徒的生活操守
[00:11:37.800 --> 00:11:39.800]  就是不可姦淫
[00:11:39.800 --> 00:11:41.800]  還有
[00:11:41.800 --> 00:11:43.800]  也能夠照顧到
[00:11:43.800 --> 00:11:45.800]  猶太的傳統
[00:11:45.800 --> 00:11:47.800]  就是不吃血
[00:11:47.800 --> 00:11:49.800]  在這裡我們看到
[00:11:49.800 --> 00:11:51.800]  他們這次處理衝突的模式
[00:11:51.800 --> 00:11:53.800]  能夠達到一個雙贏的局面
[00:11:53.800 --> 00:11:57.800]  所以他們應該是用了一種
[00:11:57.800 --> 00:11:59.800]  合作的模式
[00:11:59.800 --> 00:12:01.800]  事實上
[00:12:01.800 --> 00:12:03.800]  耶路撒冷大會
[00:12:03.800 --> 00:12:05.800]  在教會歷史上
[00:12:05.800 --> 00:12:07.800]  是非常重要的一個轉捩點
[00:12:07.800 --> 00:12:11.800]  你看回這個士道行傳就會知道
[00:12:11.800 --> 00:12:13.800]  耶路撒冷大會
[00:12:13.800 --> 00:12:15.800]  發生在士道行傳第幾章
[00:12:15.800 --> 00:12:17.800]  剛才讀的第十五章
[00:12:17.800 --> 00:12:21.800]  正正就是整個士道行傳
[00:12:21.800 --> 00:12:23.800]  整本書裡的
[00:12:23.800 --> 00:12:25.800]  差不多是最中心的部分
[00:12:25.800 --> 00:12:27.800]  在這裡開始
[00:12:27.800 --> 00:12:29.800]  我們會發覺
[00:12:29.800 --> 00:12:31.800]  從這章之後
[00:12:31.800 --> 00:12:33.800]  耶路撒冷的教會
[00:12:33.800 --> 00:12:35.800]  角色慢慢淡出
[00:12:35.800 --> 00:12:39.800]  我們也再也見不到彼得
[00:12:39.800 --> 00:12:43.800]  在後面
[00:12:43.800 --> 00:12:45.800]  彼得再也沒有出場
[00:12:45.800 --> 00:12:47.800]  取而代之的
[00:12:47.800 --> 00:12:49.800]  就是從安提阿這個地方開始
[00:12:49.800 --> 00:12:51.800]  一直向西
[00:12:51.800 --> 00:12:53.800]  宣教
[00:12:53.800 --> 00:12:55.800]  安提阿成為整個宣教的大本營
[00:12:55.800 --> 00:12:59.800]  當時整個宣教隊伍
[00:12:59.800 --> 00:13:01.800]  也是以保羅馬首是瞻
[00:13:01.800 --> 00:13:07.800]  所以耶路撒冷大會所討論的議題
[00:13:07.800 --> 00:13:09.800]  是重要的
[00:13:11.800 --> 00:13:13.800]  耶路撒冷大會
[00:13:13.800 --> 00:13:15.800]  是對外邦人傳福音的合法依據
[00:13:15.800 --> 00:13:17.800]  合法的基礎
[00:13:17.800 --> 00:13:21.800]  也將當時面臨分裂的局面
[00:13:21.800 --> 00:13:23.800]  扭轉
[00:13:23.800 --> 00:13:25.800]  成為宣教的契機
[00:13:25.800 --> 00:13:29.800]  這次衝突能夠得到
[00:13:29.800 --> 00:13:31.800]  妥善的處理
[00:13:31.800 --> 00:13:33.800]  不僅在教會歷史上重要
[00:13:33.800 --> 00:13:35.800]  其實對我們做人處事
[00:13:35.800 --> 00:13:37.800]  也有一個示範的作用
[00:13:39.800 --> 00:13:41.800]  當時的教會領袖
[00:13:41.800 --> 00:13:45.800]  無論贊成還是反對
[00:13:45.800 --> 00:13:47.800]  雙方都能夠對話
[00:13:47.800 --> 00:13:49.800]  雖然在剛才我們讀的經文中
[00:13:49.800 --> 00:13:51.800]  我們看不到那些堅守國禮的人
[00:13:51.800 --> 00:13:53.800]  他們的說話是怎樣
[00:13:53.800 --> 00:13:55.800]  經文沒有記載
[00:13:55.800 --> 00:13:57.800]  但經文多次提到
[00:13:57.800 --> 00:13:59.800]  他們發生激烈的辯論
[00:13:59.800 --> 00:14:01.800]  辯論當然是
[00:14:01.800 --> 00:14:03.800]  正反也說話
[00:14:03.800 --> 00:14:05.800]  不會只是一言堂
[00:14:05.800 --> 00:14:07.800]  所以雙方都能夠對話
[00:14:07.800 --> 00:14:09.800]  還有
[00:14:09.800 --> 00:14:11.800]  彼得 瓦國這些教會領袖
[00:14:11.800 --> 00:14:13.800]  他們不是空口說白話
[00:14:13.800 --> 00:14:15.800]  不是按個人喜好
[00:14:15.800 --> 00:14:17.800]  隨意去說
[00:14:17.800 --> 00:14:19.800]  而是
[00:14:19.800 --> 00:14:21.800]  按他們的信仰經歷
[00:14:21.800 --> 00:14:23.800]  也按聖經的教導
[00:14:23.800 --> 00:14:25.800]  來判斷這件事
[00:14:25.800 --> 00:14:27.800]  還有這個決定
[00:14:27.800 --> 00:14:29.800]  也能夠照顧到各方面的需要
[00:14:29.800 --> 00:14:31.800]  達到一個雙贏的效果
[00:14:31.800 --> 00:14:35.800]  這個其實對於我們
[00:14:35.800 --> 00:14:37.800]  處理人際間的衝突
[00:14:37.800 --> 00:14:39.800]  也是一個很值得參考的
[00:14:39.800 --> 00:14:41.800]  在決定一些
[00:14:41.800 --> 00:14:43.800]  重要的事情上
[00:14:43.800 --> 00:14:45.800]  例如婚姻
[00:14:45.800 --> 00:14:47.800]  工作前途 子女升學
[00:14:47.800 --> 00:14:49.800]  這些問題其實都是重要
[00:14:49.800 --> 00:14:51.800]  我們需要
[00:14:51.800 --> 00:14:53.800]  各方牽涉的
[00:14:53.800 --> 00:14:55.800]  派對者坐下來
[00:14:55.800 --> 00:14:57.800]  好好地
[00:14:57.800 --> 00:14:59.800]  溝通 開放地
[00:14:59.800 --> 00:15:01.800]  坦誠地分享
[00:15:01.800 --> 00:15:03.800]  一同尋求
[00:15:03.800 --> 00:15:05.800]  上帝的旨意
[00:15:05.800 --> 00:15:07.800]  提到尋求上帝旨意
[00:15:07.800 --> 00:15:09.800]  很多時候我都會聽到
[00:15:09.800 --> 00:15:11.800]  弟兄姊妹說
[00:15:11.800 --> 00:15:13.800]  我怎樣尋求上帝旨意
[00:15:13.800 --> 00:15:15.800]  我都看不見神
[00:15:15.800 --> 00:15:17.800]  神在哪裡 上帝在哪裡
[00:15:17.800 --> 00:15:19.800]  我都看不見祂
[00:15:19.800 --> 00:15:21.800]  祂不會直接打電話來跟我說話
[00:15:21.800 --> 00:15:23.800]  我怎樣去尋求祂的心意
[00:15:23.800 --> 00:15:25.800]  還有我們常說交托
[00:15:25.800 --> 00:15:27.800]  什麼是交托呢
[00:15:27.800 --> 00:15:29.800]  我在這裡也分享一下
[00:15:29.800 --> 00:15:31.800]  我是怎樣去做抉擇
[00:15:31.800 --> 00:15:33.800]  假如在我面前
[00:15:33.800 --> 00:15:35.800]  有一件事
[00:15:35.800 --> 00:15:37.800]  我要去做一個選擇
[00:15:37.800 --> 00:15:39.800]  有A和B兩個選擇
[00:15:39.800 --> 00:15:41.800]  或者更多的選擇
[00:15:41.800 --> 00:15:43.800]  我怎樣做呢
[00:15:43.800 --> 00:15:45.800]  我會先坐下來安靜祈禱
[00:15:45.800 --> 00:15:47.800]  在祈禱裡面告訴神
[00:15:47.800 --> 00:15:49.800]  我的心在想什麼
[00:15:49.800 --> 00:15:51.800]  我想要什麼
[00:15:51.800 --> 00:15:53.800]  我的憂慮是什麼
[00:15:53.800 --> 00:15:55.800]  我想怎樣
[00:15:55.800 --> 00:15:57.800]  告訴神
[00:15:57.800 --> 00:15:59.800]  然後我會
[00:15:59.800 --> 00:16:01.800]  聽一聽
[00:16:01.800 --> 00:16:03.800]  到底神有沒有
[00:16:03.800 --> 00:16:05.800]  聲音跟我說
[00:16:05.800 --> 00:16:07.800]  給我心中一些意念產生
[00:16:07.800 --> 00:16:09.800]  又或者透過聖經
[00:16:09.800 --> 00:16:11.800]  或者身邊的人
[00:16:11.800 --> 00:16:13.800]  跟我說一些說話
[00:16:13.800 --> 00:16:15.800]  有沒有這些說話呢
[00:16:15.800 --> 00:16:17.800]  神有沒有給我一些說話
[00:16:17.800 --> 00:16:19.800]  如果有的
[00:16:19.800 --> 00:16:21.800]  我就會將這些說話
[00:16:21.800 --> 00:16:23.800]  或者我這些特別的感動
[00:16:23.800 --> 00:16:25.800]  我就會看看聖經
[00:16:25.800 --> 00:16:27.800]  看看合不合乎聖經
[00:16:27.800 --> 00:16:29.800]  如果合乎聖經
[00:16:29.800 --> 00:16:31.800]  而這些意念
[00:16:31.800 --> 00:16:33.800]  或者這些說話
[00:16:33.800 --> 00:16:35.800]  在我的心裡面又繼續停留
[00:16:35.800 --> 00:16:37.800]  沒有消失
[00:16:37.800 --> 00:16:39.800]  並且越來越強的時候
[00:16:39.800 --> 00:16:41.800]  我就會
[00:16:41.800 --> 00:16:43.800]  如果心中有平安的時候
[00:16:43.800 --> 00:16:45.800]  我就會按著這些意念去做決定
[00:16:45.800 --> 00:16:47.800]  然後就將結果
[00:16:47.800 --> 00:16:49.800]  交託給神
[00:16:49.800 --> 00:16:51.800]  相反
