
[00:00:00.000 --> 00:00:04.000]  多謝主的恩典讓我們在這個復活的主日
[00:12:03.000 --> 00:12:05.000]  耶穌進前來
[00:12:05.000 --> 00:12:08.000]  摸他們說不要害怕
[00:12:08.000 --> 00:12:10.000]  這個是山上變相的時候他所做的
[00:12:10.000 --> 00:12:12.000]  現在他見到約翰的時候
[00:12:12.000 --> 00:12:15.000]  他跟他說不要懼怕
[00:12:15.000 --> 00:12:18.000]  約翰當時撲在地上
[00:12:18.000 --> 00:12:20.000]  好像已死
[00:12:20.000 --> 00:12:23.000]  但是在他耳邊聽見那個熟悉
[00:12:23.000 --> 00:12:25.000]  雖然是中水的聲音
[00:12:25.000 --> 00:12:28.000]  但是在現在是有一個柔和的厄運
[00:12:28.000 --> 00:12:30.000]  聽見熟悉的字句
[00:12:30.000 --> 00:12:32.000]  不要害怕
[00:12:32.000 --> 00:12:34.000]  不要害怕
[00:12:34.000 --> 00:12:36.000]  在這裡不如我們來溫習一下
[00:12:36.000 --> 00:12:39.000]  耶穌基督說的不要害怕
[00:12:39.000 --> 00:12:41.000]  不要害怕他們
[00:12:41.000 --> 00:12:44.000]  別人迫害你們不要害怕
[00:12:44.000 --> 00:12:46.000]  別人抓你們去審判不要害怕
[00:12:46.000 --> 00:12:50.000]  那殺身體不能殺靈魂的不要害怕
[00:12:50.000 --> 00:12:52.000]  不要害怕
[00:12:52.000 --> 00:12:54.000]  當門徒在夜間看見
[00:12:54.000 --> 00:12:59.000]  這個在水面上行走的耶穌以為是見到鬼
[00:12:59.000 --> 00:13:02.000]  人見鬼是會害怕的正常
[00:13:02.000 --> 00:13:04.000]  耶穌說是我
[00:13:04.000 --> 00:13:06.000]  不要害怕
[00:13:06.000 --> 00:13:08.000]  放心
[00:13:08.000 --> 00:13:10.000]  剛才我們經文
[00:13:10.000 --> 00:13:11.000]  讀到這個
[00:13:11.000 --> 00:13:14.000]  穆達拉的瑪利亞和另外一位瑪利亞
[00:13:14.000 --> 00:13:17.000]  接著的經文也說不要害怕
[00:13:17.000 --> 00:13:19.000]  到馬太福音28章
[00:13:19.000 --> 00:13:22.000]  耶穌對他們說不要害怕
[00:13:22.000 --> 00:13:26.000]  你們去告訴我的弟兄
[00:13:26.000 --> 00:13:28.000]  叫他們去加利利
[00:13:28.000 --> 00:13:30.000]  去那裡一定見到我
[00:13:30.000 --> 00:13:32.000]  安慰
[00:13:32.000 --> 00:13:36.000]  主耶穌安慰約翰說不要害怕
[00:13:36.000 --> 00:13:42.000]  除了叫他不需要因為見到主的榮光
[00:13:42.000 --> 00:13:44.000]  而恐懼失縮
[00:13:44.000 --> 00:13:49.000]  我相信在這個啟示錄的整卷的氛圍裡
[00:13:49.000 --> 00:13:56.000]  這個不要怕是對約翰和他當時要訓練和鼓勵的宗教會
[00:13:56.000 --> 00:13:58.000]  是一個很重要的提醒
[00:13:58.000 --> 00:14:01.000]  我相信你們都沒有忘記啟示錄開始的時候
[00:14:01.000 --> 00:14:02.000]  我們說到他們的處境
[00:14:02.000 --> 00:14:05.000]  我今天不再多提了
[00:14:05.000 --> 00:14:07.000]  不要害怕
[00:14:07.000 --> 00:14:10.000]  今天主要跟我們說什麼呢
[00:14:10.000 --> 00:14:15.000]  要跟21世紀裡面香港的宗教會
[00:14:15.000 --> 00:14:19.000]  耶穌要說什麼話呢
[00:14:19.000 --> 00:14:23.000]  我相信都是有這一句
[00:14:23.000 --> 00:14:25.000]  不要害怕
[00:14:25.000 --> 00:14:28.000]  人生在世怎麼會沒有什麼害怕
[00:14:28.000 --> 00:14:30.000]  門徒在害怕什麼
[00:14:30.000 --> 00:14:32.000]  教會當時在害怕什麼
[00:14:32.000 --> 00:14:36.000]  我想到很多的字是D字頭
[00:14:36.000 --> 00:14:39.000]  我們害怕Demon 害怕鬼
[00:14:39.000 --> 00:14:42.000]  我們害怕Darkness 害怕黑暗
[00:14:42.000 --> 00:14:45.000]  我們害怕Death 害怕死亡
[00:14:45.000 --> 00:14:49.000]  我們害怕Damnation 害怕被定罪
[00:14:49.000 --> 00:14:52.000]  我們害怕Diseases 害怕疾病
[00:14:52.000 --> 00:14:57.000]  我們害怕Deprivation 害怕貧窮
[00:14:57.000 --> 00:15:00.000]  被拿走我們所愛的東西 被失去
[00:15:00.000 --> 00:15:02.000]  我們有很多害怕
[00:15:02.000 --> 00:15:04.000]  當然我們在刺激你們
[00:15:04.000 --> 00:15:07.000]  你們繼續玩Scrabble 填字遊戲
[00:15:07.000 --> 00:15:09.000]  還有很多害怕的D字
[00:15:09.000 --> 00:15:12.000]  下次你告訴我
[00:15:12.000 --> 00:15:13.000]  不過這裡最精彩的
[00:15:13.000 --> 00:15:14.000]  耶穌說的話
[00:15:14.000 --> 00:15:17.000]  不要害怕之後說的那一句話
[00:15:17.000 --> 00:15:20.000]  翻譯是翻譯不出來的
[00:15:20.000 --> 00:15:22.000]  所以你不要怪我
[00:15:22.000 --> 00:15:24.000]  用這些表達方式
[00:15:24.000 --> 00:15:26.000]  為了的目的
[00:15:26.000 --> 00:15:30.000]  就是將聖經裡面精彩的力量
[00:15:30.000 --> 00:15:32.000]  傳遞給我們
[00:15:32.000 --> 00:15:35.000]  然後我再鼓勵我們當中讀書的人
[00:15:35.000 --> 00:15:38.000]  你真的要讀上帝的書
[00:15:38.000 --> 00:15:40.000]  你要讀懂上帝的話語
[00:15:40.000 --> 00:15:43.000]  你真的要能夠用最好的智慧
[00:15:43.000 --> 00:15:47.000]  去求問上帝 學習祂的道
[00:15:47.000 --> 00:15:50.000]  這裡說什麼
[00:15:50.000 --> 00:15:52.000]  停止懼怕
[00:15:52.000 --> 00:15:56.000]  你要停止你的懼怕
[00:15:56.000 --> 00:16:00.000]  我是首先的 是末後的
[00:16:00.000 --> 00:16:03.000]  希臘文是這樣說的
[00:16:03.000 --> 00:16:07.000]  我考考我們Karen教師
[00:16:07.000 --> 00:16:14.000]  不要怕是怎麼說的
[00:16:14.000 --> 00:16:18.000]  That's not Greek
[00:16:18.000 --> 00:16:19.000]  他是這麼說的
[00:16:19.000 --> 00:16:22.000]  May phobu
[00:16:22.000 --> 00:16:24.000]  你英文有phobia
[00:16:24.000 --> 00:16:25.000]  怕 怕
[00:16:25.000 --> 00:16:28.000]  這個就說不要phobia
[00:16:28.000 --> 00:16:31.000]  May phobu
[00:16:31.000 --> 00:16:33.000]  Stop being afraid
[00:16:33.000 --> 00:16:34.000]  Don't be afraid
[00:16:34.000 --> 00:16:37.000]  不要怕
[00:16:37.000 --> 00:16:40.000]  然後接著那句就精彩了
[00:16:40.000 --> 00:16:42.000]  Ego amy
[00:16:42.000 --> 00:16:44.000]  有沒有意思
[00:16:44.000 --> 00:16:48.000]  什麼意思
[00:16:48.000 --> 00:16:51.000]  我們真的要求主寬恕我們的神學院
[00:16:51.000 --> 00:16:56.000]  和神學畢業的人
[00:16:56.000 --> 00:16:59.000]  I am who I am
[00:16:59.000 --> 00:17:01.000]  Ego amy
[00:17:01.000 --> 00:17:04.000]  May phobu ego amy
[00:17:04.000 --> 00:17:07.000]  不要怕我是
[00:17:07.000 --> 00:17:09.000]  不要怕我是自有永有
[00:17:09.000 --> 00:17:10.000]  不要怕我在
[00:17:10.000 --> 00:17:12.000]  不要怕我是
[00:17:12.000 --> 00:17:14.000]  因為我就是那一位
[00:17:14.000 --> 00:17:17.000]  創天造地的上帝
[00:17:17.000 --> 00:17:20.000]  在啟示錄裡面有五次
[00:17:20.000 --> 00:17:22.000]  用了這個我是
[00:17:22.000 --> 00:17:25.000]  在整本新約有四十八次
[00:17:25.000 --> 00:17:26.000]  用這個我是
[00:17:26.000 --> 00:17:32.000]  都是在應用基督或者天父的某一些特性
[00:17:32.000 --> 00:17:34.000]  而在這裡所說的就是
[00:17:34.000 --> 00:17:36.000]  耶穌說我是開始
[00:17:36.000 --> 00:17:38.000]  我也是終末的
[00:17:38.000 --> 00:17:44.000]  就是所有的東西全部不會走漏
[00:17:44.000 --> 00:17:49.000]  歷史裡面一切的東西不會走漏
[00:17:49.000 --> 00:17:53.000]  撥亂反正一定是他會做的
[00:17:53.000 --> 00:17:55.000]  按正義審判一定是他會做的
[00:17:55.000 --> 00:17:57.000]  施行審判
[00:17:57.000 --> 00:18:01.000]  請求施行醫治一定是他會做的
[00:18:01.000 --> 00:18:03.000]  還有
[00:18:03.000 --> 00:18:04.000]  他說
[00:18:04.000 --> 00:18:06.000]  他首先說
[00:18:06.000 --> 00:18:08.000]  約翰你好像死人
[00:18:08.000 --> 00:18:10.000]  撲在地上好像死
[00:18:10.000 --> 00:18:12.000]  其實你沒有死
[00:18:12.000 --> 00:18:14.000]  我是死了
[00:18:14.000 --> 00:18:16.000]  我死了
[00:18:16.000 --> 00:18:19.000]  我曾死過
[00:18:19.000 --> 00:18:22.000]  請問有哪一個
[00:18:22.000 --> 00:18:24.000]  在歷史裡面
[00:18:24.000 --> 00:18:26.000]  有個人站起來說
[00:18:26.000 --> 00:18:29.000]  我曾死過
[00:18:29.000 --> 00:18:31.000]  沒有
[00:18:31.000 --> 00:18:33.000]  死了就是死了
[00:18:33.000 --> 00:18:36.000]  不能站起來說
[00:18:36.000 --> 00:18:39.000]  唯有耶穌基督
[00:18:39.000 --> 00:18:42.000]  所以我喜歡說耶穌
[00:18:42.000 --> 00:18:45.000]  我喜歡稱呼耶穌的名字
[00:18:45.000 --> 00:18:47.000]  我喜歡信耶穌
[00:18:47.000 --> 00:18:49.000]  我喜歡靠耶穌
[00:18:49.000 --> 00:18:51.000]  他說我曾死過
[00:18:51.000 --> 00:18:54.000]  即是他對那些將會殉道的人說
[00:18:54.000 --> 00:18:57.000]  將會面對壓迫的人說
[00:18:57.000 --> 00:18:59.000]  你不用怕
[00:18:59.000 --> 00:19:01.000]  因為你怕的那件事
[00:19:01.000 --> 00:19:04.000]  我已經去了那裡
[00:19:04.000 --> 00:19:06.000]  我曾死過
[00:19:06.000 --> 00:19:07.000]  但是更好的
[00:19:07.000 --> 00:19:09.000]  除了他跟我們認同之外
[00:19:09.000 --> 00:19:11.000]  他是愛我們不同
[00:19:11.000 --> 00:19:15.000]  然後他的不同使我們也能夠不同
[00:19:15.000 --> 00:19:17.000]  親愛的這個就是我們的盼望
[00:19:17.000 --> 00:19:20.000]  我們也能夠不同
[00:19:20.000 --> 00:19:23.000]  我曾死過現在又活了
[00:19:23.000 --> 00:19:25.000]  這樣也不錯
[00:19:25.000 --> 00:19:27.000]  死了之後活了
[00:19:27.000 --> 00:19:29.000]  但是他活著的時候
[00:19:29.000 --> 00:19:32.000]  他說活到永永遠遠
[00:19:32.000 --> 00:19:33.000]  不再死
[00:19:33.000 --> 00:19:36.000]  死也不再作他的王了
