
[00:00:00.000 --> 00:00:03.760]  最近發生了一件很開心的事
[00:04:30.640 --> 00:04:34.120]  今天的經文是關於以色列王大衛
[00:04:34.120 --> 00:04:38.160]  也經歷了人生中一個很急劇的變化
[00:04:38.160 --> 00:04:41.560]  也經歷了人生中一個很急劇的變化
[00:04:41.560 --> 00:04:43.240]  帶給他很大的衝擊
[00:04:43.240 --> 00:04:44.960]  帶給他很大的衝擊
[00:04:44.960 --> 00:04:51.280]  事情的發生起因是因為他犯了一個很大的錯
[00:04:51.280 --> 00:04:55.840]  事情的發生是因為他犯了一個非常大的錯誤
[00:04:55.840 --> 00:04:59.840]  這個故事的情節很豐富
[00:04:59.840 --> 00:05:02.720]  這個故事的情節很豐富
[00:05:02.720 --> 00:05:04.720]  故事的開始說到
[00:05:04.720 --> 00:05:07.320]  故事的開始說到
[00:05:07.320 --> 00:05:10.560]  耶和華差遣拿丹去見大衛
[00:05:10.560 --> 00:05:13.840]  拿丹到了大衛那裡對他說
[00:05:13.840 --> 00:05:16.400]  在一座城裡有兩個人
[00:05:16.400 --> 00:05:19.960]  一個是富戶 一個是窮人
[00:05:19.960 --> 00:05:24.040]  富戶有許多牛群 羊群
[00:05:24.040 --> 00:05:29.080]  窮人除了所買的養活的一隻小母羊羔之外
[00:05:29.080 --> 00:05:29.080]  窮人除了所買的養活的一隻小母羊羔之外
[00:05:29.080 --> 00:05:30.600]  別無所有
[00:05:30.600 --> 00:05:34.840]  羊羔在他家裡和他的兒女一同長大
[00:05:34.840 --> 00:05:38.880]  吃他所吃的 喝他所喝的
[00:05:38.880 --> 00:05:40.600]  睡在他懷中
[00:05:40.600 --> 00:05:44.240]  在他看來如同女兒一樣
[00:05:44.240 --> 00:05:47.200]  這裡是有一個富人 有一個窮人
[00:05:47.200 --> 00:05:50.280]  這邊有一個富人 也有一個窮人
[00:05:50.280 --> 00:05:53.400]  那個富人有很多牛 有很多羊
[00:05:53.400 --> 00:05:56.360]  那個富人有很多牛 有很多羊
[00:05:56.360 --> 00:05:57.440]  窮人有什麼呢?
[00:05:57.440 --> 00:05:59.880]  那窮人有什麼呢?
[00:05:59.880 --> 00:06:01.040]  是不是一隻龜?
[00:06:01.040 --> 00:06:04.480]  是一隻龜嗎?
[00:06:04.480 --> 00:06:08.600]  不是 是什麼?
[00:06:08.600 --> 00:06:10.800]  小母羊羔是怎樣說的?
[00:06:10.800 --> 00:06:13.160]  就是一隻小母羊羔
[00:06:13.160 --> 00:06:17.600]  我想說小的羊那 不是很好聽的
[00:06:17.600 --> 00:06:20.120]  小的羊馬聽起來不是很好聽
[00:06:20.120 --> 00:06:22.400]  不如就叫做小母羊
[00:06:22.400 --> 00:06:25.200]  就叫小母羊吧 小母羊
[00:06:25.200 --> 00:06:30.000]  那他就吃他所吃 怎樣?
[00:06:30.000 --> 00:06:32.960]  然後就喝他所喝
[00:06:32.960 --> 00:06:35.440]  然後就睡在懷中
[00:06:35.440 --> 00:06:38.480]  那隻小母羊羔吃他所吃的
[00:06:38.480 --> 00:06:41.680]  喝他所喝的 也睡在他懷中
[00:06:41.680 --> 00:06:43.920]  是不是好像你們的寵物一樣?
[00:06:43.920 --> 00:06:45.840]  像不像你們的寵物一樣呢?
[00:06:45.840 --> 00:06:47.640]  很多人都抱著牠睡覺
[00:06:47.640 --> 00:06:49.440]  很多人都抱著寵物睡覺
[00:06:49.440 --> 00:06:50.760]  當牠是子女
[00:06:50.760 --> 00:06:52.160]  把牠當成孩子一樣
[00:06:52.160 --> 00:06:53.960]  這個窮人就是什麼都沒有
[00:06:53.960 --> 00:06:55.160]  只是這隻羊
[00:06:55.160 --> 00:06:58.400]  窮人什麼都沒有 只有這隻小羊羔
[00:06:58.400 --> 00:07:01.360]  把牠當成女兒一樣
[00:07:01.360 --> 00:07:07.280]  但是當有錢人為了招待客人
[00:07:07.280 --> 00:07:12.800]  竟然就搶了這隻窮人的小母羊羔
[00:07:12.800 --> 00:07:15.880]  但是當富人他要宴客的時候
[00:07:15.880 --> 00:07:20.760]  竟然把窮人的一隻小羊羔給搶走了
[00:07:20.760 --> 00:07:25.360]  好像那些強盜是搶別人的東西
[00:07:25.360 --> 00:07:27.120]  然後殺害他
[00:07:27.120 --> 00:07:33.480]  好像強盜把人殺了還把東西搶過來
[00:07:33.480 --> 00:07:36.440]  有一個客人來到這富戶家中
[00:07:36.440 --> 00:07:40.400]  富戶捨不得從自己的羊群
[00:07:40.400 --> 00:07:44.840]  牛群羊群中取一隻預備給客人吃
[00:07:44.840 --> 00:07:47.000]  卻取得那窮人的羊羔
[00:07:47.000 --> 00:07:49.120]  預備給客人喝
[00:07:49.120 --> 00:07:50.520]  給客人吃
[00:07:50.520 --> 00:07:52.600]  大衛就甚惱怒那人
[00:07:52.600 --> 00:07:53.840]  對那丹說
[00:07:53.840 --> 00:07:56.760]  我指著永生的耶和華啟示
[00:07:56.760 --> 00:07:58.760]  行這事的人該死
[00:07:58.760 --> 00:08:01.400]  他必償還羊羔四倍
[00:08:01.400 --> 00:08:04.840]  因為他行這事沒有延續的心
[00:08:04.840 --> 00:08:12.120]  先知拿丹就提出這件事件
[00:08:12.120 --> 00:08:16.000]  然後要求大衛去審判這件案
[00:08:16.000 --> 00:08:20.200]  然後要求大衛去審判這個案件
[00:08:20.200 --> 00:08:21.760]  當大衛本著良心
[00:08:21.760 --> 00:08:26.040]  為這個窮人的冤屈去抱不平的時候
[00:08:26.040 --> 00:08:29.200]  當大衛本著良心
[00:08:29.200 --> 00:08:33.920]  為那個窮人去抱不平的時候
[00:08:33.920 --> 00:08:39.680]  他要指責這個沒有憐憫的婦人該死
[00:08:39.680 --> 00:08:44.800]  他是指責那個沒有憐憫的心的婦人要該死
[00:08:44.800 --> 00:08:45.600]  該死
[00:08:45.600 --> 00:08:47.160]  他是該死的
[00:08:47.160 --> 00:08:49.480]  還有應該要作出賠償的
[00:08:49.480 --> 00:08:52.760]  並且他應該作出賠償
[00:08:52.760 --> 00:08:55.000]  拿丹那時候就對大衛說了
[00:08:55.000 --> 00:08:57.200]  拿丹那時候對大衛說
[00:08:57.200 --> 00:08:58.800]  你就是那人
[00:08:58.800 --> 00:09:00.360]  你就是那人
[00:09:00.360 --> 00:09:11.360]  原來拿丹就是藉這個故事去指出大衛犯了罪
[00:09:11.360 --> 00:09:16.880]  原來拿丹就藉這個故事去指出大衛就是這個罪人
[00:09:16.880 --> 00:09:20.360]  原來耶和華要向大衛輕師問罪
[00:09:20.360 --> 00:09:24.560]  原來耶和華要對大衛心事問罪
[00:09:24.560 --> 00:09:25.440]  第七節
[00:09:25.440 --> 00:09:28.560]  耶和華以色列的神如此說
[00:09:28.560 --> 00:09:30.880]  我告你做以色列的王
[00:09:30.880 --> 00:09:33.920]  就你脫離掃羅的手
[00:09:33.920 --> 00:09:36.760]  我將你主人的家業賜給你
[00:09:36.760 --> 00:09:39.600]  將你主人的妻交在你懷裡
[00:09:39.600 --> 00:09:42.560]  又將以色列和猶大家賜給你
[00:09:42.560 --> 00:09:44.640]  你若還以為不足
[00:09:44.640 --> 00:09:46.800]  我早就加倍的賜給你
[00:09:46.800 --> 00:09:51.480]  耶和華藉著先知拿丹的口向大衛指出
[00:09:51.480 --> 00:09:56.080]  耶和華藉著先知拿丹的口向大衛指出
[00:09:56.080 --> 00:10:01.040]  雖然他一直都是蒙神保護和賜福
[00:10:01.040 --> 00:10:04.640]  雖然他一直都是蒙神保守和賜福
[00:10:04.640 --> 00:10:06.360]  但是大衛卻是不知足
[00:10:06.360 --> 00:10:08.160]  可是大衛卻是不知足
[00:10:08.160 --> 00:10:09.640]  他行了大惡
[00:10:09.640 --> 00:10:10.960]  他行了大惡
[00:10:10.960 --> 00:10:13.440]  於是拿丹就責問大衛了
[00:10:13.440 --> 00:10:15.680]  於是拿丹就責問大衛了
[00:10:15.680 --> 00:10:19.040]  你為甚麼藐視耶和華的命令
[00:10:19.040 --> 00:10:21.920]  你為甚麼藐視耶和華的命令
[00:10:21.920 --> 00:10:25.160]  行他眼中看為惡的事
[00:10:25.160 --> 00:10:27.720]  行他眼中看為惡的事
[00:10:27.720 --> 00:10:30.960]  當我們繼續看第九節下
[00:10:30.960 --> 00:10:34.440]  和第十二節上的時候
[00:10:34.440 --> 00:10:39.600]  當我們繼續看十二章九節下
[00:10:39.600 --> 00:10:44.040]  一直到十二章十一節上的時候
[00:10:44.040 --> 00:10:46.800]  請轉這個銀幕
[00:10:49.040 --> 00:10:52.400]  大衛究竟是做了甚麼惡事呢
[00:10:52.400 --> 00:10:54.840]  大衛到底行了甚麼惡事呢
[00:10:54.840 --> 00:10:57.040]  就是他強佔了別人的妻子
[00:10:57.040 --> 00:11:00.320]  就是他強佔了別人的妻子
[00:11:00.320 --> 00:11:03.320]  又設法謀害那個女子
[00:11:03.320 --> 00:11:05.360]  拔斯巴的丈夫烏利亞
[00:11:05.360 --> 00:11:07.320]  又設計謀害那個女子
[00:11:07.320 --> 00:11:09.320]  拔斯巴的丈夫烏利亞
[00:11:09.320 --> 00:11:14.440]  派他去到敵人那裡打仗
[00:11:14.440 --> 00:11:16.840]  把他派到敵人那裡去打仗
[00:11:16.840 --> 00:11:18.120]  然後突然撤退
[00:11:18.120 --> 00:11:19.560]  然後突然撤退
[00:11:19.560 --> 00:11:22.600]  就借這個亞門人的刀將他殺死
[00:11:22.600 --> 00:11:27.840]  就借這個亞門人的刀將他殺死
[00:11:27.840 --> 00:11:30.160]  所以耶和華要懲罰他
[00:11:30.160 --> 00:11:32.800]  所以耶和華就要懲罰他
[00:11:32.800 --> 00:11:37.480]  使禍患將會在他家裡不斷發生
[00:11:37.480 --> 00:11:40.280]  使禍患在他家裡不斷發生
[00:11:40.280 --> 00:11:42.960]  好像聖經裡所說
[00:11:42.960 --> 00:11:44.560]  好像聖經裡所說的
[00:11:44.560 --> 00:11:48.080]  「刀劍必永不離開你的家」
[00:11:48.080 --> 00:11:50.920]  「刀劍永不離開你的家」
[00:11:50.920 --> 00:11:52.560]  那大衛怎樣回應呢?
[00:11:52.560 --> 00:11:56.360]  那大衛如何回應呢?
[00:11:56.360 --> 00:11:58.120]  大衛對拿丹說
[00:11:58.120 --> 00:12:00.400]  「我得罪耶和華了」
[00:12:00.400 --> 00:12:01.640]  拿丹說
[00:12:01.640 --> 00:12:04.040]  「耶和華已經除掉你的罪」
[00:12:04.040 --> 00:12:06.200]  「你必不至於死」
[00:12:06.200 --> 00:12:07.920]  「只是你行這事」
[00:12:07.920 --> 00:12:09.680]  「教耶和華的仇敵」
[00:12:09.680 --> 00:12:12.080]  「大得切獨的機會」
[00:12:12.080 --> 00:12:14.280]  「故此你所得的孩子」
[00:12:14.280 --> 00:12:15.440]  「必定要死」
[00:12:15.440 --> 00:12:17.840]  那第十三節大衛良心發現
[00:12:17.840 --> 00:12:19.080]  在第十三節
[00:12:19.080 --> 00:12:20.240]  大衛良心發現
[00:12:20.240 --> 00:12:24.080]  他放下他自己作為皇帝的尊嚴
[00:12:24.080 --> 00:12:28.040]  他把自己作為皇帝的尊嚴放下來
[00:12:28.040 --> 00:12:30.440]  在拿丹的面前向耶和華
[00:12:30.440 --> 00:12:33.760]  承認他自己犯了姦淫和殺人的罪
[00:12:33.760 --> 00:12:36.560]  在拿丹的面前向耶和華承認
[00:12:36.560 --> 00:12:39.480]  他犯了姦淫和殺人的罪
[00:12:39.480 --> 00:12:41.520]  他馬上認罪悔改
[00:12:41.520 --> 00:12:43.280]  馬上認罪悔改
[00:12:43.280 --> 00:12:47.480]  這是一個真正相信耶和華的人應有的品格
[00:12:47.480 --> 00:12:52.200]  這是一個真正相信耶和華神的人應有的品格
[00:12:52.200 --> 00:12:53.960]  耶和華因為愛大衛
[00:12:53.960 --> 00:12:55.840]  耶和華因為愛大衛
[00:12:55.840 --> 00:12:57.720]  就除去他的罪
[00:12:57.720 --> 00:12:59.880]  所以除去他的罪
[00:12:59.880 --> 00:13:01.520]  使他罪得赦免
[00:13:01.520 --> 00:13:03.080]  讓他罪得赦免
[00:13:03.080 --> 00:13:06.640]  但是拿丹宣告由於大衛犯罪
[00:13:06.640 --> 00:13:09.560]  但是拿丹宣告由於大衛犯罪
[00:13:09.560 --> 00:13:11.080]  雖然他可以不死
[00:13:11.080 --> 00:13:12.600]  雖然他可以不死
[00:13:12.600 --> 00:13:16.600]  但是他和拔氏巴所生的孩子必定要死
[00:13:16.600 --> 00:13:20.720]  但是他和拔氏巴所生的孩子必定要死
[00:13:20.720 --> 00:13:22.480]  原來人向神認罪
[00:13:22.480 --> 00:13:26.000]  是本著良知的一種道德勇氣
[00:13:26.000 --> 00:13:27.800]  原來人跟神認罪
[00:13:27.800 --> 00:13:30.840]  是本著一個良知的道德勇氣
[00:13:30.840 --> 00:13:33.560]  大衛沒有遮掩自己所犯的罪
[00:13:33.560 --> 00:13:36.000]  大衛沒有遮掩他所犯的罪
[00:13:36.000 --> 00:13:38.680]  他是願意勇於面對神的懲罰
[00:13:38.680 --> 00:13:41.800]  他是願意勇於面對神的懲罰
[00:13:41.800 --> 00:13:44.840]  我們看看大衛如何繼續面對懲罰
[00:13:44.840 --> 00:13:48.440]  我們看看大衛如何繼續面對懲罰
[00:13:48.440 --> 00:13:52.440]  當先知拿丹宣告耶和華的審判之後
[00:13:52.440 --> 00:13:56.240]  當先知拿丹宣告耶和華的審判之後
[00:13:56.240 --> 00:13:58.640]  大衛的兒子就病倒了
[00:13:58.640 --> 00:14:00.720]  大衛的兒子就病倒了
[00:14:00.720 --> 00:14:02.080]  同時病得很厲害
[00:14:02.080 --> 00:14:03.720]  而且病得很嚴重
[00:14:03.720 --> 00:14:07.120]  但是大衛就做了一件令人費解的事
[00:14:07.120 --> 00:14:11.440]  但是大衛卻做了一件令人非常費解的事
[00:14:11.440 --> 00:14:13.360]  大家看看這節就是這樣說
[00:14:13.360 --> 00:14:16.680]  大衛為這孩子懇求神
[00:14:16.680 --> 00:14:17.840]  經文這樣說
[00:14:17.840 --> 00:14:20.240]  大衛為這孩子懇求神
[00:14:20.240 --> 00:14:21.440]  而且禁食
[00:14:21.440 --> 00:14:22.400]  而且禁食
[00:14:22.400 --> 00:14:23.440]  進入內室
[00:14:23.440 --> 00:14:24.680]  進入內室
[00:14:24.680 --> 00:14:26.760]  中夜躺在地上
[00:14:26.760 --> 00:14:28.560]  中夜躺在地上
[00:14:28.560 --> 00:14:31.560]  他好像伊利亞先知一樣躺平的
[00:14:31.560 --> 00:14:35.280]  好像伊利亞先知一樣躺平的
[00:14:35.280 --> 00:14:38.000]  他在耶和華面前禁食祈禱
[00:14:38.000 --> 00:14:40.480]  他在耶和華面前禁食禱告
[00:14:40.480 --> 00:14:43.600]  有些聖經的版本更加是說
[00:14:43.600 --> 00:14:45.920]  祂是披上了麻布
[00:14:45.920 --> 00:14:47.880]  有一些聖經的譯本跟人說
[00:14:47.880 --> 00:14:49.760]  祂是披上了麻布
[00:14:49.760 --> 00:14:52.440]  是表示祂深切痛悔
[00:14:52.440 --> 00:14:54.520]  是表示祂深切痛悔
[00:14:54.520 --> 00:14:57.400]  求神開恩免祂的兒子一命
[00:14:57.400 --> 00:15:00.520]  求神開恩免祂的兒子一命
[00:15:00.520 --> 00:15:04.520]  那究竟耶和華有沒有應允祂的祈禱呢?
[00:15:04.520 --> 00:15:09.880]  那到底耶和華有沒有應允大衛的禱告呢?
[00:15:09.880 --> 00:15:12.720]  到第七日
[00:15:12.720 --> 00:15:15.840]  到了第七日
[00:15:15.840 --> 00:15:19.000]  大衛的兒子死了
[00:15:19.000 --> 00:15:22.240]  大衛的神僕不敢告訴祂
[00:15:22.240 --> 00:15:23.440]  祂的兒子死了
[00:15:23.440 --> 00:15:25.840]  大衛的神僕不敢告訴大衛
[00:15:25.840 --> 00:15:27.600]  祂的兒子已經去世了
[00:15:27.600 --> 00:15:32.080]  因為他們害怕大衛知道之後更加傷心
[00:15:32.080 --> 00:15:36.320]  因為他們害怕大衛知道之後會更加傷心
[00:15:36.320 --> 00:15:38.040]  因為他們害怕大衛知道之後會更加傷心
[00:15:38.040 --> 00:15:40.000]  於是怎麼呢?
[00:15:40.000 --> 00:15:41.240]  第二十節
[00:15:41.240 --> 00:15:43.280]  大衛就從地上起來
[00:15:43.280 --> 00:15:46.360]  沐浴、磨膏、換了衣裳
[00:15:46.360 --> 00:15:48.400]  進耶和華的殿敬拜
[00:15:48.400 --> 00:15:49.600]  然後回宮
[00:15:49.600 --> 00:15:50.960]  吩咐人擺飯
[00:15:50.960 --> 00:15:52.320]  他便吃了
[00:15:52.320 --> 00:15:53.960]  陳樸問他說
[00:15:53.960 --> 00:15:56.480]  你說行的事是什麼意思?
[00:15:56.480 --> 00:15:58.000]  孩子活著的時候
[00:15:58.000 --> 00:16:00.440]  你盡時哭泣
[00:16:00.440 --> 00:16:01.640]  孩子死了
[00:16:01.640 --> 00:16:03.560]  你倒起來吃飯
[00:16:03.560 --> 00:16:04.680]  大衛說
[00:16:04.680 --> 00:16:06.360]  孩子還活著
[00:16:06.360 --> 00:16:08.320]  我盡時哭泣
[00:16:08.320 --> 00:16:09.720]  因為我想
[00:16:09.720 --> 00:16:12.200]  或者耶和華連續我
[00:16:12.200 --> 00:16:14.040]  使孩子不死
[00:16:14.040 --> 00:16:16.680]  也未可知
[00:16:16.680 --> 00:16:17.680]  孩子死了
[00:16:17.680 --> 00:16:19.200]  我何必盡時
[00:16:19.200 --> 00:16:22.000]  我豈能使他返回呢?
[00:16:22.000 --> 00:16:25.680]  大家或者對大衛的做事方式感到很奇怪
[00:16:25.680 --> 00:16:29.160]  大家可能覺得對大衛做事的方式
[00:16:29.160 --> 00:16:30.400]  覺得很奇怪
[00:16:30.400 --> 00:16:32.440]  當孩子還沒死之前
[00:16:32.440 --> 00:16:34.520]  當孩子還沒死之前呢
[00:16:34.520 --> 00:16:37.120]  他是禁食哭泣祈禱
[00:16:37.120 --> 00:16:39.120]  他盡時哭泣禱告
[00:16:39.120 --> 00:16:41.520]  在內室躺平在地上
[00:16:41.520 --> 00:16:43.560]  在內室躺平在地上
[00:16:43.560 --> 00:16:45.000]  但是當他肯定了
[00:16:45.000 --> 00:16:47.440]  孩子已經死了
[00:16:47.440 --> 00:16:48.720]  但是當他肯定了
[00:16:48.720 --> 00:16:50.960]  兒子已經死了之後呢
[00:16:50.960 --> 00:16:53.720]  大衛便從地上起來
[00:16:53.720 --> 00:16:55.720]  大衛卻從地上起來
[00:16:55.720 --> 00:16:57.640]  沐浴、磨膏
[00:16:57.640 --> 00:16:59.360]  沐浴、磨膏
[00:16:59.360 --> 00:17:00.640]  換了衣裳
[00:17:00.640 --> 00:17:02.080]  換了衣裳
[00:17:02.080 --> 00:17:04.160]  進耶和華的殿敬拜
[00:17:04.160 --> 00:17:05.640]  進耶和華的殿敬拜
[00:17:05.640 --> 00:17:07.560]  然後回宮
[00:17:07.560 --> 00:17:10.240]  吩咐人擺飯
[00:17:10.240 --> 00:17:12.760]  他便吃了
[00:17:12.760 --> 00:17:15.240]  事後他解釋
[00:17:15.240 --> 00:17:17.520]  為什麼他會這樣做呢?
[00:17:17.520 --> 00:17:21.760]  因為之前他不肯定神會不會憐憫他
[00:17:21.760 --> 00:17:23.360]  免這個孩子一死
[00:17:23.360 --> 00:17:25.240]  因為他之前不太肯定
[00:17:25.240 --> 00:17:26.760]  耶和華會否憐憫他
[00:17:26.760 --> 00:17:28.400]  免他兒子一死
[00:17:28.400 --> 00:17:31.200]  但是當孩子死了之後
[00:17:31.200 --> 00:17:33.280]  但是當孩子死了之後呢
[00:17:33.280 --> 00:17:35.960]  他知道已經沒有可能改變這個事實了
[00:17:35.960 --> 00:17:38.520]  他知道已經不可能改變那個事實了
[00:17:38.520 --> 00:17:41.040]  於是馬上沐浴更衣
[00:17:41.040 --> 00:17:42.960]  於是馬上沐浴更衣
[00:17:42.960 --> 00:17:46.680]  如常去到耶和華的殿中去敬拜
[00:17:46.680 --> 00:17:49.880]  如常去到耶和華的殿中去敬拜
[00:17:49.880 --> 00:17:53.040]  因為他的皇位是耶和華賜給他的
[00:17:53.040 --> 00:17:55.960]  因為他的皇位是耶和華賜給他的
[00:17:55.960 --> 00:17:58.440]  他回到皇宮之後
[00:17:58.440 --> 00:18:00.400]  照常吃飯
[00:18:00.400 --> 00:18:01.840]  回到皇宮之後
[00:18:01.840 --> 00:18:03.120]  就照常吃飯
[00:18:03.120 --> 00:18:04.760]  換句話說
[00:18:04.760 --> 00:18:06.960]  他繼續如常生活
[00:18:06.960 --> 00:18:09.120]  他繼續如常生活
[00:18:09.120 --> 00:18:11.040]  做素常要做的事
[00:18:11.040 --> 00:18:12.960]  做素常會做的事
[00:18:12.960 --> 00:18:18.920]  耶和華因為喜惡認罪誠心悔改的大衛
[00:18:18.920 --> 00:18:23.240]  因為耶和華喜愛認罪曾經悔改的大衛
[00:18:23.240 --> 00:18:24.360]  就賜福給他
[00:18:24.360 --> 00:18:26.200]  就賜福給他
[00:18:26.200 --> 00:18:27.800]  第二十四節
[00:18:27.800 --> 00:18:30.200]  大衛安慰他的妻把事罷
[00:18:30.200 --> 00:18:31.480]  與他同寢
[00:18:31.480 --> 00:18:35.160]  他就生了兒子給他起名叫索羅門
[00:18:35.160 --> 00:18:37.120]  耶和華也喜愛他
[00:18:37.120 --> 00:18:41.440]  就接先知拿丹賜他一個名字叫耶地利亞
[00:18:41.440 --> 00:18:43.880]  因為耶和華愛他
[00:18:43.880 --> 00:18:48.520]  當一個人可能失去一些很寶貴的東西的時候
[00:18:48.520 --> 00:18:54.160]  當一個人會面對失去一些很寶貴的東西的時候
[00:18:54.160 --> 00:18:56.040]  他就會焦慮不安
[00:18:56.040 --> 00:18:57.800]  他就會焦慮不安
[00:18:57.800 --> 00:19:04.520]  好像天倒塌下來一樣
[00:19:04.520 --> 00:19:05.960]  比如說可能是
[00:19:05.960 --> 00:19:10.920]  摯愛的親人或者自己的生命受到死亡的威脅
