
[00:00:00.000 --> 00:00:04.240]  上次和大家分享神教話語是在去年七月
[00:01:54.240 --> 00:01:55.440]  不要太吵
[00:01:55.440 --> 00:01:57.440]  可能在崇拜之前
[00:01:57.440 --> 00:01:58.640]  不要太吵
[00:01:58.640 --> 00:02:00.640]  不要騷擾其他人
[00:02:00.640 --> 00:02:02.240]  要互相尊重
[00:02:02.240 --> 00:02:04.240]  要聆聽別人的話
[00:02:04.240 --> 00:02:06.240]  特別是講道大家要聽
[00:02:06.240 --> 00:02:08.240]  還有一個很好
[00:02:08.240 --> 00:02:10.240]  手機要把書包
[00:02:10.240 --> 00:02:14.240]  大概很值得我們學習
[00:02:14.240 --> 00:02:16.240]  我們的手機崇拜
[00:02:16.240 --> 00:02:18.240]  我平時崇拜在後面
[00:02:18.240 --> 00:02:20.240]  所以前面我看到很多東西
[00:02:20.240 --> 00:02:22.240]  手機可以看我們的程序
[00:02:22.240 --> 00:02:26.240]  我們可以看回聖經的經文
[00:02:26.240 --> 00:02:28.240]  相信大家都同意
[00:02:28.240 --> 00:02:32.240]  崇拜我們不是拿手機來看WhatsApp
[00:02:32.240 --> 00:02:34.240]  或者看你的IG
[00:02:34.240 --> 00:02:36.240]  或者看你的Facebook
[00:02:36.240 --> 00:02:38.240]  或者去看你的相片
[00:02:38.240 --> 00:02:40.240]  雖然很悶
[00:02:40.240 --> 00:02:42.240]  但是我們尊重上帝
[00:02:42.240 --> 00:02:44.240]  還有在家裡的崇拜弟兄姊妹
[00:02:44.240 --> 00:02:46.240]  不知道我們有沒有守則
[00:02:46.240 --> 00:02:50.240]  去幫助我們去專心敬拜上帝
[00:02:50.240 --> 00:02:52.240]  所以我們這個時間
[00:02:52.240 --> 00:02:54.240]  我們一起專心敬拜上帝
[00:02:54.240 --> 00:02:56.240]  在講道的時候我們一起祈禱
[00:02:56.240 --> 00:02:58.240]  天父我們多謝你
[00:02:58.240 --> 00:03:00.240]  讓我們一起去敬拜你
[00:03:00.240 --> 00:03:02.240]  讓我們有教會
[00:03:02.240 --> 00:03:04.240]  讓我們能夠一起跟師哥一起讚美
[00:03:04.240 --> 00:03:06.240]  讓我們有人跟我們一起分享你的恩典
[00:03:06.240 --> 00:03:08.240]  主我們多謝你
[00:03:08.240 --> 00:03:10.240]  讓我們有聖經
[00:03:10.240 --> 00:03:12.240]  讓我們能夠學習
[00:03:12.240 --> 00:03:14.240]  認識你自己更加多
[00:03:14.240 --> 00:03:16.240]  主你知道講道是不配
[00:03:16.240 --> 00:03:18.240]  主因為你的話語
[00:03:18.240 --> 00:03:20.240]  你去使用去幫助
[00:03:20.240 --> 00:03:22.240]  讓我們能夠明白你的話語
[00:03:22.240 --> 00:03:24.240]  求真理的聖靈在我們當中
[00:03:24.240 --> 00:03:26.240]  親自去教導我們
[00:03:26.240 --> 00:03:28.240]  讓我們專心
[00:03:28.240 --> 00:03:30.240]  讓我們不要那麼累
[00:03:30.240 --> 00:03:32.240]  讓我們聽得盡
[00:03:32.240 --> 00:03:34.240]  能夠有悟性
[00:03:34.240 --> 00:03:36.240]  多謝你求你同在
[00:03:36.240 --> 00:03:38.240]  奉耶穌聖名祈禱
[00:03:38.240 --> 00:03:42.240]  今天的講題是
[00:03:42.240 --> 00:03:44.240]  誰來定義你的人生
[00:03:44.240 --> 00:03:46.240]  我望一望
[00:03:46.240 --> 00:03:48.240]  我們當中都有不同年紀
[00:03:48.240 --> 00:03:50.240]  有些年輕一點
[00:03:50.240 --> 00:03:52.240]  有些是長者
[00:03:52.240 --> 00:03:54.240]  都不少進入人生下半場
[00:03:54.240 --> 00:04:00.240]  如果我們回望
[00:04:00.240 --> 00:04:02.240]  我們的過去的時候
[00:04:02.240 --> 00:04:04.240]  究竟我們的人生是怎樣的呢
[00:04:04.240 --> 00:04:06.240]  是什麼
[00:04:06.240 --> 00:04:08.240]  促成我們的人生呢
[00:04:08.240 --> 00:04:12.240]  這個是不是真正的我呢
[00:04:12.240 --> 00:04:14.240]  真正的自己呢
[00:04:14.240 --> 00:04:16.240]  對於
[00:04:16.240 --> 00:04:20.240]  對於當中有很多
[00:04:20.240 --> 00:04:22.240]  是還有很多將來的
[00:04:22.240 --> 00:04:24.240]  年輕的弟兄姊妹
[00:04:24.240 --> 00:04:26.240]  究竟又怎樣
[00:04:26.240 --> 00:04:28.240]  什麼東西會定義你接下來的人生呢
[00:04:28.240 --> 00:04:32.240]  話說是一套
[00:04:32.240 --> 00:04:34.240]  蝙蝠俠
[00:04:34.240 --> 00:04:36.240]  其實我不是粉絲
[00:04:36.240 --> 00:04:38.240]  不過這個蝙蝠俠系列的戲
[00:04:38.240 --> 00:04:40.240]  是一個合影
[00:04:40.240 --> 00:04:42.240]  合影之謎
[00:04:42.240 --> 00:04:44.240]  有一個情節
[00:04:44.240 --> 00:04:46.240]  話說主角
[00:04:46.240 --> 00:04:48.240]  就是蝙蝠俠
[00:04:48.240 --> 00:04:50.240]  最初他有很胡鬧的生活
[00:04:50.240 --> 00:04:52.240]  他偶然遇到他的朋友Rachel
[00:04:52.240 --> 00:04:54.240]  Rachel跟他說
[00:04:54.240 --> 00:04:56.240]  如果要割鹹城
[00:04:56.240 --> 00:04:58.240]  大家看到割鹹城就是Batman的地方
[00:04:58.240 --> 00:05:00.240]  如果要割鹹城有一個改變
[00:05:00.240 --> 00:05:02.240]  你就是Bruce
[00:05:02.240 --> 00:05:04.240]  你就要有一個改變
[00:05:04.240 --> 00:05:06.240]  要脫離你那個花花公子
[00:05:06.240 --> 00:05:08.240]  那種很愚蠢的生活
[00:05:10.240 --> 00:05:12.240]  蝙蝠俠
[00:05:12.240 --> 00:05:14.240]  Bruce就說
[00:05:14.240 --> 00:05:16.240]  其實不是
[00:05:16.240 --> 00:05:18.240]  你見到的那個不是我
[00:05:18.240 --> 00:05:20.240]  其實我內心那個才是我
[00:05:20.240 --> 00:05:22.240]  那個是好的
[00:05:22.240 --> 00:05:24.240]  於是
[00:05:24.240 --> 00:05:26.240]  Rachel就說
[00:05:26.240 --> 00:05:28.240]  可能在你內心裡面
[00:05:28.240 --> 00:05:30.240]  你是那個
[00:05:30.240 --> 00:05:32.240]  曾經很優秀的孩子
[00:05:32.240 --> 00:05:34.240]  不過他說
[00:05:34.240 --> 00:05:36.240]  在你內心那個不算數
[00:05:36.240 --> 00:05:38.240]  唯有你做些什麼
[00:05:38.240 --> 00:05:40.240]  那你是誰
[00:05:40.240 --> 00:05:42.240]  的確
[00:05:42.240 --> 00:05:44.240]  很多時候在我們的內心
[00:05:44.240 --> 00:05:46.240]  和我們的表現
[00:05:46.240 --> 00:05:48.240]  可能都有很多落差
[00:05:48.240 --> 00:05:50.240]  就好像保羅
[00:05:50.240 --> 00:05:52.240]  他在第七章這麼說
[00:05:52.240 --> 00:05:54.240]  立志為善由得我
[00:05:54.240 --> 00:05:56.240]  恨出來由不得我
[00:05:56.240 --> 00:05:58.240]  所以我願意的善
[00:05:58.240 --> 00:06:00.240]  我做不到 我不去做
[00:06:00.240 --> 00:06:02.240]  但我不想做的惡
[00:06:02.240 --> 00:06:04.240]  我就去做了
[00:06:04.240 --> 00:06:06.240]  相信大家都很有共鳴
[00:06:06.240 --> 00:06:08.240]  他的經文
[00:06:08.240 --> 00:06:10.240]  羅馬書的十二章
[00:06:10.240 --> 00:06:12.240]  就是保羅一個我們覺得
[00:06:12.240 --> 00:06:14.240]  很共鳴的人
[00:06:14.240 --> 00:06:16.240]  他和我們說的一段話
[00:06:16.240 --> 00:06:20.240]  剛才我們讀過這段經文
[00:06:20.240 --> 00:06:22.240]  也是大家
[00:06:22.240 --> 00:06:24.240]  很熟悉的一段經文
[00:06:24.240 --> 00:06:26.240]  獻上活祭
[00:06:26.240 --> 00:06:28.240]  很多時候可能定題目
[00:06:28.240 --> 00:06:30.240]  這個就是獻上活祭
[00:06:30.240 --> 00:06:32.240]  可能大家都聽過很多次
[00:06:32.240 --> 00:06:34.240]  不知道大家會不會有種感覺
[00:06:34.240 --> 00:06:36.240]  老生常談
[00:06:36.240 --> 00:06:38.240]  老生常談
[00:06:38.240 --> 00:06:40.240]  不過年輕的時候
[00:06:40.240 --> 00:06:42.240]  不太明白他說什麼
[00:06:42.240 --> 00:06:44.240]  用現在的說話
[00:06:44.240 --> 00:06:46.240]  又說這些
[00:06:46.240 --> 00:06:48.240]  沒什麼新意
[00:06:48.240 --> 00:06:50.240]  常常都聽
[00:06:50.240 --> 00:06:52.240]  的確 如果只說
[00:06:52.240 --> 00:06:54.240]  只聽
[00:06:54.240 --> 00:06:56.240]  可能我們真的覺得
[00:06:56.240 --> 00:06:58.240]  沒什麼感覺 沒什麼意思
[00:06:58.240 --> 00:07:00.240]  唯有當我們實踐的時候
[00:07:00.240 --> 00:07:02.240]  那段經文才變得寶貴
[00:07:02.240 --> 00:07:04.240]  一般人
[00:07:04.240 --> 00:07:06.240]  一般學者看羅馬書的時候
[00:07:06.240 --> 00:07:08.240]  可能分兩個大段落
[00:07:08.240 --> 00:07:10.240]  一個是第一到第十一章
[00:07:10.240 --> 00:07:12.240]  就是講教義
[00:07:12.240 --> 00:07:14.240]  第十二章開始就是講應用
[00:07:14.240 --> 00:07:16.240]  可能大家都聽過
[00:07:16.240 --> 00:07:18.240]  我又聽過一個學者
[00:07:18.240 --> 00:07:20.240]  他這樣說 他說保羅
[00:07:20.240 --> 00:07:22.240]  其實想寫的就是第十二章
[00:07:22.240 --> 00:07:24.240]  以後的事情
[00:07:24.240 --> 00:07:26.240]  他心裡有些說話
[00:07:26.240 --> 00:07:28.240]  想和當時羅馬教會的弟兄姊妹說
[00:07:28.240 --> 00:07:30.240]  這個就是他寫的目的
[00:07:30.240 --> 00:07:32.240]  不過他怕
[00:07:32.240 --> 00:07:34.240]  當他一開始就說
[00:07:34.240 --> 00:07:36.240]  你要獻上活祭的時候
[00:07:36.240 --> 00:07:38.240]  就好像在座有些 又說這些
[00:07:38.240 --> 00:07:40.240]  聽不進
[00:07:40.240 --> 00:07:42.240]  於是乎保羅就用了
[00:07:42.240 --> 00:07:44.240]  一至十一章
[00:07:44.240 --> 00:07:46.240]  這麼多篇幅去告訴我們
[00:07:46.240 --> 00:07:48.240]  為什麼我們要獻上活祭
[00:07:48.240 --> 00:07:50.240]  他嘗試去
[00:07:50.240 --> 00:07:52.240]  預備我們
[00:07:52.240 --> 00:07:54.240]  預備我們
[00:07:54.240 --> 00:07:56.240]  讓我們真的可以
[00:07:56.240 --> 00:07:58.240]  把保羅的說話
[00:07:58.240 --> 00:08:00.240]  聽進我們的心裡
[00:08:00.240 --> 00:08:02.240]  這個就是
[00:08:02.240 --> 00:08:04.240]  看不看得到十二章一節
[00:08:04.240 --> 00:08:06.240]  開始說所以
[00:08:06.240 --> 00:08:08.240]  就是這個意思
[00:08:08.240 --> 00:08:10.240]  所以
[00:08:10.240 --> 00:08:14.240]  沒有了之前
[00:08:14.240 --> 00:08:16.240]  那十一章
[00:08:16.240 --> 00:08:18.240]  可能我們對保羅所說的
[00:08:18.240 --> 00:08:20.240]  都是不聽不入耳
[00:08:20.240 --> 00:08:22.240]  所以呢
[00:08:22.240 --> 00:08:24.240]  這裡我們就去看一看
[00:08:24.240 --> 00:08:26.240]  保羅他就說
[00:08:26.240 --> 00:08:28.240]  他是基於上帝的
[00:08:28.240 --> 00:08:30.240]  慈悲去勸我們
[00:08:30.240 --> 00:08:32.240]  究竟上帝的慈悲是什麼意思呢
[00:08:32.240 --> 00:08:34.240]  慈悲這個字
[00:08:34.240 --> 00:08:36.240]  或者譯為憐憫
[00:08:36.240 --> 00:08:38.240]  可能更加會讓我們明白
[00:08:38.240 --> 00:08:42.240]  其實除了和修版
[00:08:42.240 --> 00:08:44.240]  大部分的中文聖經譯本
[00:08:44.240 --> 00:08:46.240]  都是譯為憐憫的
[00:08:46.240 --> 00:08:48.240]  就好像聖經英文譯本
[00:08:48.240 --> 00:08:50.240]  通常都譯為mercys或者是compassion
[00:08:50.240 --> 00:08:52.240]  究竟這個憐憫
[00:08:52.240 --> 00:08:54.240]  有多大 有多重要
[00:08:54.240 --> 00:08:56.240]  值得我們去獻上
[00:08:56.240 --> 00:08:58.240]  我們自己呢
[00:08:58.240 --> 00:09:04.240]  當我們回到羅馬書第一章
[00:09:04.240 --> 00:09:06.240]  以為我們今天說兩節
[00:09:06.240 --> 00:09:08.240]  糟了 到了第一章開始說
[00:09:08.240 --> 00:09:10.240]  一章一節十八節
[00:09:10.240 --> 00:09:12.240]  保羅要告訴我們
[00:09:12.240 --> 00:09:14.240]  其實人的光景是怎樣的
[00:09:14.240 --> 00:09:16.240]  特別是外邦人
[00:09:16.240 --> 00:09:18.240]  即那些不是猶太人的民族
[00:09:18.240 --> 00:09:20.240]  在一章十八節
[00:09:20.240 --> 00:09:22.240]  他告訴我們
[00:09:22.240 --> 00:09:24.240]  就是不乾不義
[00:09:24.240 --> 00:09:26.240]  不乾是對人
[00:09:26.240 --> 00:09:28.240]  不乾是對上帝
[00:09:28.240 --> 00:09:30.240]  不義是對其他人
[00:09:30.240 --> 00:09:34.240]  在等不乾不義的人
[00:09:34.240 --> 00:09:36.240]  就是神的憤怒
[00:09:36.240 --> 00:09:38.240]  接著在一章二十四節
[00:09:38.240 --> 00:09:40.240]  又說人行污穢的事
[00:09:40.240 --> 00:09:42.240]  彼此羞辱自己的身體
[00:09:42.240 --> 00:09:46.240]  這就是第二十四節
[00:09:46.240 --> 00:09:48.240]  第二十五節又說
[00:09:48.240 --> 00:09:50.240]  人去敬拜受造之物
[00:09:52.240 --> 00:09:54.240]  接著第二十八節就說
[00:09:54.240 --> 00:09:56.240]  其實我們都是
[00:09:56.240 --> 00:09:58.240]  存在扭曲的心
[00:09:58.240 --> 00:10:00.240]  我們的心都是被扭曲的
[00:10:00.240 --> 00:10:02.240]  好了 到了猶太人
[00:10:02.240 --> 00:10:04.240]  第二章十八節
[00:10:04.240 --> 00:10:06.240]  裡面說到猶太人
[00:10:06.240 --> 00:10:08.240]  以為自己明白上帝的旨意
[00:10:08.240 --> 00:10:10.240]  但卻胡作非為
[00:10:10.240 --> 00:10:14.240]  這就是當時
[00:10:14.240 --> 00:10:16.240]  那些人的情況
[00:10:16.240 --> 00:10:18.240]  可能對我們來說
[00:10:18.240 --> 00:10:20.240]  可能我旁邊的
[00:10:20.240 --> 00:10:22.240]  不是旁邊
[00:10:22.240 --> 00:10:24.240]  可能我認識有些人都是這樣
[00:10:24.240 --> 00:10:26.240]  可能自己也是這樣
[00:10:26.240 --> 00:10:28.240]  但我們有沒有留意過
[00:10:28.240 --> 00:10:30.240]  剛才我們讀了十二章一節二節
[00:10:30.240 --> 00:10:32.240]  裡面有沒有留意
[00:10:32.240 --> 00:10:34.240]  就是說
[00:10:34.240 --> 00:10:36.240]  本來
[00:10:36.240 --> 00:10:38.240]  彼此羞辱的身體
[00:10:38.240 --> 00:10:40.240]  現在可以獻上給上帝
[00:10:40.240 --> 00:10:44.240]  本來是
[00:10:44.240 --> 00:10:46.240]  敬拜偶像 侍奉偶像
[00:10:46.240 --> 00:10:48.240]  現在可以向上帝
[00:10:48.240 --> 00:10:50.240]  有一個思想
[00:10:50.240 --> 00:10:52.240]  有靈性的敬拜侍奉
[00:10:52.240 --> 00:10:54.240]  本來我們的心
[00:10:54.240 --> 00:10:56.240]  是被扭曲的
[00:10:56.240 --> 00:10:58.240]  但今天聖經保羅說
[00:10:58.240 --> 00:11:00.240]  我們的心意可以被更新
[00:11:00.240 --> 00:11:02.240]  本來是
[00:11:02.240 --> 00:11:04.240]  以為自己知道神的心意
[00:11:04.240 --> 00:11:06.240]  但這裡說十二章二節說到
[00:11:06.240 --> 00:11:08.240]  我們可以去
[00:11:08.240 --> 00:11:10.240]  明辨上帝的旨意是什麼
[00:11:10.240 --> 00:11:12.240]  大家有沒有看到
[00:11:12.240 --> 00:11:14.240]  那個分別
[00:11:14.240 --> 00:11:16.240]  那個對比是多麼大
[00:11:16.240 --> 00:11:18.240]  好像一個一百八十度的轉變
[00:11:18.240 --> 00:11:20.240]  於是我們就問
[00:11:20.240 --> 00:11:22.240]  第一章第二章明明是這樣說的
[00:11:22.240 --> 00:11:24.240]  十二章一節二節
[00:11:24.240 --> 00:11:26.240]  究竟為什麼有這樣的改變
[00:11:26.240 --> 00:11:28.240]  究竟發生什麼事
[00:11:28.240 --> 00:11:32.240]  就是中間
[00:11:32.240 --> 00:11:34.240]  保羅所說的
[00:11:34.240 --> 00:11:38.240]  首先第三章的時候
[00:11:38.240 --> 00:11:40.240]  就說到
[00:11:40.240 --> 00:11:42.240]  藉著耶穌基督的救贖
[00:11:42.240 --> 00:11:44.240]  我們可以因信稱義
[00:11:44.240 --> 00:11:46.240]  第五章說到
[00:11:46.240 --> 00:11:48.240]  當我們還作罪人的時候
[00:11:48.240 --> 00:11:50.240]  耶穌為我們死
[00:11:50.240 --> 00:11:52.240]  顯明神的愛
[00:11:52.240 --> 00:11:54.240]  我們還可以脫離
[00:11:54.240 --> 00:11:56.240]  上帝的憤怒
[00:11:56.240 --> 00:11:58.240]  與神和好
[00:11:58.240 --> 00:12:02.240]  第六章說到
[00:12:02.240 --> 00:12:04.240]  本來我們是犯罪
[00:12:04.240 --> 00:12:06.240]  我們是罪的奴隸
[00:12:06.240 --> 00:12:08.240]  是因為耶穌基督的緣故
[00:12:08.240 --> 00:12:10.240]  我們和耶穌基督一起死
[00:12:10.240 --> 00:12:12.240]  一起復活
[00:12:12.240 --> 00:12:14.240]  保羅提到
[00:12:14.240 --> 00:12:16.240]  我們的舊時的我
[00:12:16.240 --> 00:12:18.240]  我們的肢體
[00:12:18.240 --> 00:12:20.240]  就是你的眼耳口鼻
[00:12:20.240 --> 00:12:22.240]  也未必是口
[00:12:22.240 --> 00:12:24.240]  我們的眼睛
[00:12:24.240 --> 00:12:26.240]  我們的嘴巴
[00:12:26.240 --> 00:12:28.240]  我們的手腳
[00:12:28.240 --> 00:12:30.240]  包括我們的心思
[00:12:30.240 --> 00:12:32.240]  其實都是獻給
[00:12:32.240 --> 00:12:34.240]  作不義的工具
[00:12:34.240 --> 00:12:36.240]  但是因為耶穌基督的緣故
[00:12:36.240 --> 00:12:38.240]  我們的肢體是可以獻給神
[00:12:38.240 --> 00:12:40.240]  作義的工具
[00:12:40.240 --> 00:12:42.240]  不只是這樣
[00:12:42.240 --> 00:12:44.240]  第八章給我們看到
[00:12:44.240 --> 00:12:46.240]  上帝賜下聖靈給我們
[00:12:46.240 --> 00:12:48.240]  我們可以去依靠祂
[00:12:48.240 --> 00:12:50.240]  還給我們有兒子的身份
[00:12:50.240 --> 00:12:52.240]  可以稱上帝為父
[00:12:52.240 --> 00:12:56.240]  這幅是什麼圖畫呢
[00:12:56.240 --> 00:13:00.240]  就好像
[00:13:00.240 --> 00:13:02.240]  你被人踢進黑社會
[00:13:02.240 --> 00:13:04.240]  接著呢
[00:13:04.240 --> 00:13:06.240]  你就被迫
[00:13:06.240 --> 00:13:08.240]  去做壞事
[00:13:08.240 --> 00:13:10.240]  你的手腳
[00:13:10.240 --> 00:13:12.240]  你的眼睛
[00:13:12.240 --> 00:13:14.240]  耳朵,嘴巴
[00:13:14.240 --> 00:13:16.240]  這些是你的肢體
[00:13:16.240 --> 00:13:18.240]  加上你的心思
[00:13:18.240 --> 00:13:20.240]  你就去做壞事
[00:13:20.240 --> 00:13:22.240]  但是後來呢
[00:13:22.240 --> 00:13:24.240]  有一個慈善家
[00:13:24.240 --> 00:13:26.240]  很有錢的
[00:13:26.240 --> 00:13:28.240]  他是一個真正的好人
[00:13:28.240 --> 00:13:30.240]  他竟然幫你
[00:13:30.240 --> 00:13:32.240]  贖身
[00:13:32.240 --> 00:13:34.240]  幫你贖身去脫離
[00:13:34.240 --> 00:13:36.240]  那個黑社會
[00:13:36.240 --> 00:13:38.240]  接著呢
[00:13:38.240 --> 00:13:40.240]  你就幫他打工
[00:13:40.240 --> 00:13:42.240]  他做慈善的工作
[00:13:42.240 --> 00:13:44.240]  服侍有需要的人
[00:13:44.240 --> 00:13:46.240]  於是呢
[00:13:46.240 --> 00:13:48.240]  你就用你自己的
[00:13:48.240 --> 00:13:50.240]  肢體
[00:13:50.240 --> 00:13:52.240]  剛才所提到的
[00:13:52.240 --> 00:13:54.240]  你的眼耳口鼻
[00:13:54.240 --> 00:13:56.240]  你的心思
[00:13:56.240 --> 00:13:58.240]  你去服侍這些人
[00:13:58.240 --> 00:14:00.240]  接著
[00:14:00.240 --> 00:14:02.240]  這個
[00:14:02.240 --> 00:14:04.240]  幫你贖身離開黑社會的
[00:14:04.240 --> 00:14:06.240]  他竟然跟你說
[00:14:06.240 --> 00:14:08.240]  他說他認你為
[00:14:08.240 --> 00:14:10.240]  認你做兒子
[00:14:10.240 --> 00:14:12.240]  他要收養你
[00:14:12.240 --> 00:14:14.240]  你本來是一個
[00:14:14.240 --> 00:14:16.240]  黑社會的工人
[00:14:16.240 --> 00:14:18.240]  後來你變了一個
[00:14:18.240 --> 00:14:20.240]  慈善的工作
[00:14:20.240 --> 00:14:22.240]  做好事的
[00:14:22.240 --> 00:14:24.240]  接著發覺後來
[00:14:24.240 --> 00:14:26.240]  你由工人變了做
[00:14:26.240 --> 00:14:28.240]  老闆仔
[00:14:28.240 --> 00:14:30.240]  你是可以去承受
[00:14:30.240 --> 00:14:32.240]  你這個父親
[00:14:32.240 --> 00:14:34.240]  他所為你
[00:14:34.240 --> 00:14:36.240]  預備的一切
[00:14:36.240 --> 00:14:40.240]  可能你會說
[00:14:40.240 --> 00:14:42.240]  有沒有這麼
[00:14:42.240 --> 00:14:44.240]  戲劇性
[00:14:44.240 --> 00:14:46.240]  哪有這麼蠢的事發生
[00:14:46.240 --> 00:14:48.240]  這個世界
[00:14:48.240 --> 00:14:50.240]  但原來這個就是你跟我所經歷的
[00:14:50.240 --> 00:14:52.240]  就是
[00:14:52.240 --> 00:14:54.240]  天父怎樣去幫我們
[00:14:54.240 --> 00:14:56.240]  在罪惡裡面救拔出來
[00:14:56.240 --> 00:14:58.240]  今天還給了我們一個
[00:14:58.240 --> 00:15:00.240]  兒子的身份
[00:15:02.240 --> 00:15:04.240]  這個就是
[00:15:04.240 --> 00:15:06.240]  上帝的憐憫
[00:15:06.240 --> 00:15:10.240]  你有什麼感覺呢
[00:15:10.240 --> 00:15:12.240]  你感覺到上帝的憐憫
[00:15:12.240 --> 00:15:14.240]  你感覺到上帝的
[00:15:14.240 --> 00:15:16.240]  愛呢
[00:15:16.240 --> 00:15:20.240]  很多時候我們實在是
[00:15:20.240 --> 00:15:22.240]  很遲鈍
[00:15:22.240 --> 00:15:24.240]  我們未必能夠體會到這份愛
[00:15:24.240 --> 00:15:26.240]  又或者我們忘記了
[00:15:26.240 --> 00:15:28.240]  耶穌基督在十字架上
[00:15:28.240 --> 00:15:30.240]  祂為我們付出
[00:15:30.240 --> 00:15:32.240]  又或者我們忘記了
[00:15:32.240 --> 00:15:34.240]  原來我們本來是有多不堪
[00:15:34.240 --> 00:15:36.240]  我們是怎樣的罪人
[00:15:36.240 --> 00:15:40.240]  求聖靈幫助我們
[00:15:40.240 --> 00:15:42.240]  照亮我們的內心
[00:15:42.240 --> 00:15:44.240]  讓我們知道
[00:15:44.240 --> 00:15:46.240]  我們其實是怎樣的罪人
[00:15:46.240 --> 00:15:48.240]  讓我們知道
[00:15:48.240 --> 00:15:50.240]  耶穌基督的恩典
[00:15:50.240 --> 00:15:52.240]  和祂的愛有多浩大
[00:15:52.240 --> 00:15:54.240]  以致我們體會到
[00:15:54.240 --> 00:15:56.240]  上帝那份憐憫
[00:15:56.240 --> 00:15:58.240]  是什麼一回事
[00:16:00.240 --> 00:16:02.240]  就是基於上帝的憐憫
[00:16:02.240 --> 00:16:06.240]  保羅帶著他仕途的身份
[00:16:06.240 --> 00:16:08.240]  他勸我們獻上自己
[00:16:08.240 --> 00:16:10.240]  獻上彼神為祭
[00:16:10.240 --> 00:16:14.240]  這裡我們不要輕看
[00:16:14.240 --> 00:16:16.240]  勸這個字
[00:16:16.240 --> 00:16:18.240]  我們要了解
[00:16:18.240 --> 00:16:20.240]  保羅的身份和權柄
[00:16:20.240 --> 00:16:22.240]  就好像你公司的老闆
[00:16:22.240 --> 00:16:24.240]  他有一天他勸你
[00:16:24.240 --> 00:16:26.240]  他說你要做好一點
[00:16:26.240 --> 00:16:28.240]  你不要再遲到了
[00:16:28.240 --> 00:16:30.240]  你會很明白
[00:16:30.240 --> 00:16:32.240]  這個不是一個很普通的勸
[00:16:32.240 --> 00:16:34.240]  這個不是一個很普通的勸
[00:16:34.240 --> 00:16:36.240]  你想有好日子過嗎
[00:16:36.240 --> 00:16:38.240]  你要聽他說
[00:16:38.240 --> 00:16:48.240]  什麼是獻上自己呢
[00:16:48.240 --> 00:16:50.240]  簡單來說
