
[00:00:00.000 --> 00:00:01.720]  各位聽眾節目平安好
[00:03:24.800 --> 00:03:27.200]  很多時候都要處理的
[00:03:27.200 --> 00:03:29.800]  都是家庭一些的問題
[00:03:29.800 --> 00:03:34.360]  因為家庭裡面有時都會有些糾紛的
[00:03:34.360 --> 00:03:38.960]  那些長者覺得年輕的不尊敬他
[00:03:38.960 --> 00:03:42.440]  年輕的又覺得那些長者不明白他們
[00:03:42.440 --> 00:03:46.200]  所以很多問題需要去處理
[00:03:46.200 --> 00:03:47.720]  特別婚姻
[00:03:47.720 --> 00:03:50.520]  一男一女結了婚之後
[00:03:50.520 --> 00:03:53.320]  很多時候都會有不同的衝突
[00:03:53.320 --> 00:03:56.240]  大家有很多不同的看法
[00:03:56.240 --> 00:03:57.880]  結婚的時候
[00:03:57.880 --> 00:04:01.000]  可能想著我怎樣改對方
[00:04:01.000 --> 00:04:03.000]  但是沒有什麼可能的
[00:04:03.000 --> 00:04:05.080]  我們只能夠遷就
[00:04:05.080 --> 00:04:07.520]  只能夠彼此的和諧
[00:04:07.520 --> 00:04:10.520]  彼此一切同心同合
[00:04:10.520 --> 00:04:12.280]  我結了婚之後
[00:04:12.280 --> 00:04:16.520]  都和師母在很多方面是需要磨合的
[00:04:16.520 --> 00:04:18.800]  特別我性急
[00:04:18.800 --> 00:04:21.440]  有時有些臭脾氣
[00:04:21.440 --> 00:04:24.400]  所以師母都要很多的忍讓
[00:04:24.400 --> 00:04:27.040]  很多幫助我去成長
[00:04:27.040 --> 00:04:29.560]  看到我自己的真面貌
[00:04:29.560 --> 00:04:33.200]  然後怎樣我去改正自己一些
[00:04:33.200 --> 00:04:34.560]  很性急
[00:04:34.560 --> 00:04:37.120]  很容易發脾氣
[00:04:37.120 --> 00:04:38.800]  很喜歡說話
[00:04:38.800 --> 00:04:41.640]  很硬
[00:04:41.640 --> 00:04:45.560]  這些都是我們很需要在婚姻裏面
[00:04:45.560 --> 00:04:48.320]  大家彼此學習的
[00:04:48.320 --> 00:04:52.680]  然後在第二章開頭是講到家庭方面
[00:04:52.680 --> 00:04:55.840]  後面開始講到社會方面
[00:04:55.840 --> 00:04:58.480]  特別在第三章
[00:04:58.480 --> 00:05:00.120]  保羅就提到
[00:05:00.120 --> 00:05:03.920]  你要信服掌權者
[00:05:03.920 --> 00:05:07.400]  因為在一個社會的制度裏面
[00:05:07.400 --> 00:05:10.120]  有執掌權並的人
[00:05:10.120 --> 00:05:12.280]  我們應該信服他們
[00:05:12.280 --> 00:05:14.080]  又為他們祈禱
[00:05:14.080 --> 00:05:17.080]  讓他們成為合神心意的人
[00:05:17.080 --> 00:05:20.960]  不要做一些不合神心意的事
[00:05:20.960 --> 00:05:23.880]  還有保羅又提醒
[00:05:23.880 --> 00:05:28.720]  他說信徒是應該做正經的事
[00:05:28.720 --> 00:05:31.000]  什麼叫做正經的事呢?
[00:05:31.000 --> 00:05:34.000]  就是你應該有正當的行業
[00:05:34.000 --> 00:05:36.280]  你有你自己的工作
[00:05:36.280 --> 00:05:38.480]  你要做正當的事
[00:05:38.480 --> 00:05:39.920]  來謀生
[00:05:39.920 --> 00:05:43.960]  你的生活就會得到神的帶領
[00:05:43.960 --> 00:05:45.320]  神的祝福
[00:05:45.320 --> 00:05:47.400]  神的恩代
[00:05:47.400 --> 00:05:53.480]  所以保羅就是這樣勸勉帶領提多
[00:05:53.480 --> 00:05:55.720]  這個年輕的童工
[00:05:55.720 --> 00:06:00.560]  讓他可以不斷地來學習
[00:06:00.560 --> 00:06:05.160]  特別在第二、第三次行程裏面
[00:06:05.160 --> 00:06:09.160]  保羅就帶了他去哥倫多
[00:06:09.160 --> 00:06:13.200]  後來又去了以弗所
[00:06:13.200 --> 00:06:19.240]  然後又叫他快點去尼哥波納去見保羅
[00:06:19.240 --> 00:06:23.440]  因為保羅定義是要在那裏過冬天
[00:06:23.440 --> 00:06:27.840]  所以他說提多你快點來尼哥波納那裏見我
[00:06:27.840 --> 00:06:30.160]  因為我很想跟你在一起
[00:06:30.160 --> 00:06:34.680]  所以這個是保羅在晚年的時候
[00:06:34.680 --> 00:06:37.600]  寫信給提多的
[00:06:37.600 --> 00:06:39.280]  他提醒提多
[00:06:39.280 --> 00:06:41.840]  你要小心假教師
[00:06:41.840 --> 00:06:44.400]  你要避免一些猶太人
[00:06:44.400 --> 00:06:47.080]  那些無稽之談
[00:06:47.080 --> 00:06:49.520]  他們偏離真道
[00:06:49.520 --> 00:06:52.000]  你要
[00:06:52.000 --> 00:06:57.200]  他們偏離真道就喜歡那些愚昧的爭論
[00:06:57.200 --> 00:07:00.640]  哇 討論來討論去
[00:07:00.640 --> 00:07:05.400]  都是一些沒有什麼益處的爭論
[00:07:05.400 --> 00:07:06.920]  你要小心
[00:07:06.920 --> 00:07:11.720]  然後你特別挑選教會領袖的時候
[00:07:11.720 --> 00:07:13.640]  一定要很謹慎
[00:07:13.640 --> 00:07:17.400]  提一些可以造就的人
[00:07:17.400 --> 00:07:19.960]  可以擔當責任的人
[00:07:19.960 --> 00:07:22.440]  成為教會的領袖
[00:07:22.440 --> 00:07:25.640]  因為如果你立錯了教會的領袖
[00:07:25.640 --> 00:07:29.360]  就對教會有很大的影響
[00:07:29.360 --> 00:07:32.240]  所以我們透過提多書
[00:07:32.240 --> 00:07:36.200]  看見保羅那個牧者的心象
[00:07:36.200 --> 00:07:39.800]  他不單止關心這個年青的童工提多
[00:07:39.800 --> 00:07:42.080]  他更加關心的是
[00:07:42.080 --> 00:07:45.880]  教會的前景是怎樣
[00:07:45.880 --> 00:07:50.080]  他很希望教會是神的家
[00:07:50.080 --> 00:07:52.960]  是永生神的家
[00:07:52.960 --> 00:07:56.040]  教會要在地上強壯
[00:07:56.040 --> 00:07:58.840]  教會的根基要建立得好
[00:07:58.840 --> 00:08:02.320]  教會裏面的信徒要不斷地成長
[00:08:02.320 --> 00:08:05.080]  然後他們一起追求長進
[00:08:05.080 --> 00:08:07.320]  那麼神就會喜歡
[00:08:07.320 --> 00:08:12.720]  於是教會可以在地上永耀神的名
[00:08:12.720 --> 00:08:15.960]  今天我們是地上的教會
[00:08:15.960 --> 00:08:17.920]  無論在哪一個城市
[00:08:17.920 --> 00:08:20.320]  無論在世界哪一個地方
[00:08:20.320 --> 00:08:22.200]  我們只有一個目的
[00:08:22.200 --> 00:08:26.680]  教會是屬於永生神的家
[00:08:26.680 --> 00:08:30.200]  是真理的主石和根基
[00:08:30.200 --> 00:08:33.400]  教會的根基必須要牢固
[00:08:33.400 --> 00:08:37.960]  教會必須要穩固起真理上
[00:08:37.960 --> 00:08:40.080]  然後教會站立得穩
[00:08:40.080 --> 00:08:42.080]  就可以造就信徒
[00:08:42.080 --> 00:08:44.280]  叫信徒同樣強大
[00:08:44.280 --> 00:08:47.680]  然後信徒得著造就
[00:08:47.680 --> 00:08:50.520]  就可以繼續將福音傳開
[00:08:50.520 --> 00:08:53.360]  我記得以前在我帶領教會的時候
[00:08:53.360 --> 00:08:56.880]  就用Win, Build, Send
[00:08:56.880 --> 00:08:58.800]  這三個英文字
[00:08:58.800 --> 00:09:02.400]  得人得更多的人
[00:09:02.400 --> 00:09:04.120]  領人歸主
[00:09:04.120 --> 00:09:06.720]  然後去建立他們
[00:09:06.720 --> 00:09:08.080]  建立信徒
[00:09:08.080 --> 00:09:09.760]  叫他們生命穩固
[00:09:09.760 --> 00:09:11.120]  遭咒滿途
[00:09:11.120 --> 00:09:12.920]  叫他們得到訓練
[00:09:12.920 --> 00:09:14.800]  然後就Send
[00:09:14.800 --> 00:09:18.360]  差他們出去做宣教的工作
[00:09:18.360 --> 00:09:20.720]  去到各地建立教會
[00:09:20.720 --> 00:09:22.040]  廣傳福音
[00:09:22.040 --> 00:09:24.480]  將福音傳遍天下
[00:09:24.480 --> 00:09:28.240]  所以我們必須要得人建立
[00:09:28.240 --> 00:09:29.720]  又差人
[00:09:29.720 --> 00:09:32.480]  這就是教會一個循環
[00:09:32.480 --> 00:09:38.800]  讓我們不斷在教會一個很重要的課題上
[00:09:38.800 --> 00:09:40.280]  我們去學習
[00:09:40.280 --> 00:09:41.920]  求神幫助我們
[00:09:41.920 --> 00:09:44.880]  讓我們在教會裡得到好的造就
[00:09:44.880 --> 00:09:46.080]  我們成長
[00:09:46.080 --> 00:09:49.680]  我們一起努力為神工作
[00:09:49.680 --> 00:09:52.840]  願天父祝福給各位
