
[00:00:00.000 --> 00:00:01.760]  在過去的幾個月
[00:03:42.200 --> 00:03:43.100]  他就是說
[00:03:43.100 --> 00:03:47.400]  你為什麼將我們從埃及領出來?
[00:03:47.400 --> 00:03:49.500]  摩西啊!你做什麼呢?
[00:03:49.500 --> 00:03:52.400]  你將我們從埃及帶出來呀!
[00:03:52.400 --> 00:03:55.700]  說到好像摩西逼他出來那樣
[00:03:55.700 --> 00:03:56.400]  剛才說過
[00:03:56.400 --> 00:03:58.500]  其實摩西真的沒有逼過他
[00:03:58.500 --> 00:04:01.100]  但是當問題一發生的時候
[00:04:01.100 --> 00:04:02.300]  我們會見到的就是
[00:04:02.300 --> 00:04:03.600]  這一幫以色列人
[00:04:03.600 --> 00:04:05.200]  將所有的責任
[00:04:05.200 --> 00:04:07.000]  都推卸在摩西身上
[00:04:07.000 --> 00:04:08.500]  是呀!是摩西來的
[00:04:08.500 --> 00:04:10.900]  是你叫我出來的
[00:04:10.900 --> 00:04:12.400]  其實摩西很聰明
[00:04:12.400 --> 00:04:13.700]  他知道這一幫以色列人
[00:04:13.700 --> 00:04:14.900]  他們在埋怨的
[00:04:14.900 --> 00:04:16.600]  不是摩西他自己
[00:04:16.600 --> 00:04:17.900]  因為《聖經》記載
[00:04:17.900 --> 00:04:20.000]  摩西說他們埋怨的
[00:04:20.000 --> 00:04:21.400]  其實是神
[00:04:21.400 --> 00:04:22.900]  因為這一幫以色列人
[00:04:22.900 --> 00:04:24.600]  其實一直埋怨的就是
[00:04:24.600 --> 00:04:27.100]  神啊!你的安排不夠完美
[00:04:27.100 --> 00:04:27.800]  是嗎?
[00:04:27.800 --> 00:04:29.000]  我出埃及之後
[00:04:29.000 --> 00:04:31.300]  去應他們這個旅程
[00:04:31.300 --> 00:04:34.000]  你的安排、飲食、住宿
[00:04:34.000 --> 00:04:35.900]  怎麼搞得這麼差?
[00:04:35.900 --> 00:04:37.200]  我想我們今天
[00:04:37.200 --> 00:04:39.300]  如果我們說我們去旅行
[00:04:39.300 --> 00:04:40.400]  我們身邊
[00:04:40.400 --> 00:04:41.600]  我們的團友
[00:04:41.600 --> 00:04:43.900]  是好像這一幫以色列人那樣
[00:04:43.900 --> 00:04:45.400]  一有問題發生的時候
[00:04:45.400 --> 00:04:46.400]  就是埋怨
[00:04:46.400 --> 00:04:47.800]  一有問題發生的時候
[00:04:47.800 --> 00:04:48.300]  就是說
[00:04:48.300 --> 00:04:51.100]  是呀!你安排的行程安排得差
[00:04:51.100 --> 00:04:53.700]  你會不會和我去第二次旅行?
[00:04:53.700 --> 00:04:55.200]  不會啦!是嗎?
[00:04:55.200 --> 00:04:56.700]  還有你會
[00:04:56.700 --> 00:04:58.900]  一個很遠的距離
[00:04:58.900 --> 00:05:00.600]  不要影響自己的心情
[00:05:00.600 --> 00:05:01.300]  是嗎?
[00:05:01.300 --> 00:05:02.900]  我們人就會在愛上
[00:05:02.900 --> 00:05:04.200]  我們有這麼多的考量
[00:05:04.200 --> 00:05:05.600]  有這麼多的軟弱
[00:05:05.600 --> 00:05:07.400]  但是我們看到的就是
[00:05:07.400 --> 00:05:08.900]  神對以色列人
[00:05:08.900 --> 00:05:11.700]  祂定義的是愛這一幫以色列人
[00:05:11.700 --> 00:05:13.000]  神沒有好像我們說
[00:05:13.000 --> 00:05:15.800]  我不會再和這些麻煩的人去旅行
[00:05:15.800 --> 00:05:16.900]  這麼野蠻的人
[00:05:16.900 --> 00:05:17.900]  神沒有
[00:05:17.900 --> 00:05:20.300]  神去定義的去揀選以色列人
[00:05:20.300 --> 00:05:21.600]  並且帶以色列人
[00:05:21.600 --> 00:05:25.100]  進到祂的封聖當中
[00:05:25.100 --> 00:05:26.200]  所以當我們問
[00:05:26.200 --> 00:05:29.800]  那究竟什麼是封聖的時候
[00:05:29.800 --> 00:05:31.300]  那我就上網去找
[00:05:31.300 --> 00:05:33.200]  找到不同的資料的時候
[00:05:33.200 --> 00:05:34.300]  那裡提到
[00:05:34.300 --> 00:05:35.400]  其實封聖
[00:05:35.400 --> 00:05:38.300]  不是說我們擁有什麼
[00:05:38.300 --> 00:05:40.500]  封聖是在我們內心
[00:05:40.500 --> 00:05:42.200]  一個心理的狀態
[00:05:42.200 --> 00:05:43.100]  我們內心
[00:05:43.100 --> 00:05:43.800]  我們裡面
[00:05:43.800 --> 00:05:45.400]  我們感到很滿足
[00:05:45.400 --> 00:05:47.500]  這種滿足甚至乎
[00:05:47.500 --> 00:05:49.500]  是滿足到好像寫了出來
[00:05:49.500 --> 00:05:50.600]  倒寫了
[00:05:50.600 --> 00:05:52.200]  是可以流出來
[00:05:52.200 --> 00:05:53.600]  一種的狀態
[00:05:53.600 --> 00:05:54.900]  而這種的滿足
[00:05:54.900 --> 00:05:57.700]  也都不會受環境影響
[00:05:57.700 --> 00:05:58.700]  環境不好
[00:05:58.700 --> 00:06:00.100]  我就覺得我不夠
[00:06:00.100 --> 00:06:00.800]  環境好
[00:06:00.800 --> 00:06:02.100]  我就覺得我夠
[00:06:02.100 --> 00:06:03.800]  一個封聖的生命
[00:06:03.800 --> 00:06:05.800]  是無論環境如何
[00:06:05.800 --> 00:06:07.500]  我都覺得很足夠
[00:06:07.500 --> 00:06:09.100]  並且足夠有餘
[00:06:09.100 --> 00:06:10.000]  我又安穩
[00:06:10.000 --> 00:06:11.300]  我又平安
[00:06:11.300 --> 00:06:13.700]  因為我有強大的資源
[00:06:13.700 --> 00:06:15.000]  在我裡面
[00:06:15.000 --> 00:06:16.700]  我不足夠的東西
[00:06:16.700 --> 00:06:17.900]  它會添加
[00:06:17.900 --> 00:06:19.600]  它會幫助我
[00:06:19.600 --> 00:06:21.500]  它越過我生命的每一步
[00:06:21.500 --> 00:06:23.300]  這種的內心強大
[00:06:23.300 --> 00:06:24.400]  是可以
[00:06:24.400 --> 00:06:25.500]  它達到興奮到
[00:06:25.500 --> 00:06:26.600]  就是與人分享
[00:06:26.600 --> 00:06:28.600]  內心有這個喜悅
[00:06:28.600 --> 00:06:30.600]  那如果我們看聖經的時候
[00:06:30.600 --> 00:06:32.400]  其實聖經都常常用
[00:06:32.400 --> 00:06:33.800]  封聖這個字
[00:06:33.800 --> 00:06:35.000]  而封聖
[00:06:35.000 --> 00:06:36.400]  它那個的原文是
[00:06:36.400 --> 00:06:37.700]  叫做Person
[00:06:37.700 --> 00:06:39.000]  所以我們當中
[00:06:39.000 --> 00:06:39.900]  我們有些頂尖門
[00:06:39.900 --> 00:06:41.600]  我想改一個英文名的話
[00:06:41.600 --> 00:06:43.200]  都可以去考慮一下
[00:06:43.200 --> 00:06:45.400]  封聖Person
[00:06:45.400 --> 00:06:46.600]  而當我們說
[00:06:46.600 --> 00:06:48.000]  咦?Person
[00:06:48.000 --> 00:06:49.300]  就是希臘文
[00:06:49.300 --> 00:06:50.900]  它要形容這個字
[00:06:50.900 --> 00:06:51.600]  是什麼意思呢?
[00:06:51.600 --> 00:06:54.200]  就是說原來它是用數量去解釋
[00:06:54.200 --> 00:06:55.400]  什麼叫做封聖
[00:06:55.400 --> 00:06:57.400]  就是說很多數量
[00:06:57.400 --> 00:06:59.300]  多到一個地步是什麼呢?
[00:06:59.300 --> 00:07:01.800]  你不能夠數到有多少
[00:07:01.800 --> 00:07:04.100]  你亦都不能夠預期
[00:07:04.100 --> 00:07:05.800]  什麼時候才數得完
[00:07:05.800 --> 00:07:06.600]  因為呢
[00:07:06.600 --> 00:07:08.300]  一路一路加給你的
[00:07:08.300 --> 00:07:11.300]  那些是你未能夠預計的
[00:07:11.300 --> 00:07:12.300]  有那麼多
[00:07:12.300 --> 00:07:14.100]  隨即我馬上想起的
[00:07:14.100 --> 00:07:15.600]  就是哥林多前書
[00:07:15.600 --> 00:07:18.300]  二章九節的一段經文
[00:07:18.300 --> 00:07:19.400]  那裡這樣說
[00:07:19.400 --> 00:07:19.900]  它說
[00:07:19.900 --> 00:07:22.800]  神為愛他的人所預備的
[00:07:22.800 --> 00:07:25.200]  是眼睛未曾看見
[00:07:25.200 --> 00:07:27.000]  耳朵未曾聽見
[00:07:27.000 --> 00:07:29.700]  人心也未曾想到
[00:07:29.700 --> 00:07:32.600]  原來神說他賜給人封聖
[00:07:32.600 --> 00:07:35.400]  那些是為他愛他的人所預備的
[00:07:35.400 --> 00:07:37.800]  是我們眼睛看都未看過
[00:07:37.800 --> 00:07:39.200]  耳朵未聽過
[00:07:39.200 --> 00:07:41.400]  我們想都未想過那些事情
[00:07:41.400 --> 00:07:43.500]  神都要傾覆給我們
[00:07:43.500 --> 00:07:45.600]  原來這個在聖經裡面
[00:07:45.600 --> 00:07:46.900]  神已經應許
[00:07:46.900 --> 00:07:49.900]  只要我們愛神的時候
[00:07:49.900 --> 00:07:53.000]  神就要帶我們進到他的封聖裡面
[00:07:53.000 --> 00:07:54.800]  而他給我們的那些東西
[00:07:54.800 --> 00:07:56.200]  是我們未看過
[00:07:56.200 --> 00:07:56.800]  未聽過
[00:07:56.800 --> 00:07:58.600]  甚至乎我們想都未想過
[00:07:58.600 --> 00:08:01.100]  這一份的封聖
[00:08:01.100 --> 00:08:04.100]  當我們說是看出埃及記的時候
[00:08:04.100 --> 00:08:05.800]  我相信我們每個弟兄姊妹
[00:08:05.800 --> 00:08:06.700]  我們都會認為
[00:08:06.700 --> 00:08:08.200]  我們已經出了埃及
[00:08:08.200 --> 00:08:09.600]  因為我們已經信了耶穌
[00:08:09.600 --> 00:08:11.300]  我們已經得著這個救恩
[00:08:11.300 --> 00:08:12.800]  但是我想問的就是
[00:08:12.800 --> 00:08:14.100]  弟兄姊妹
[00:08:14.100 --> 00:08:15.900]  你覺得你今天
[00:08:15.900 --> 00:08:17.900]  有多少人是已經覺得自己
[00:08:17.900 --> 00:08:21.400]  進到去應許之地的封聖的
[00:08:21.400 --> 00:08:24.400]  有沒有人舉手啊
[00:08:24.400 --> 00:08:25.200]  感謝神
[00:08:25.200 --> 00:08:26.800]  我見到有少少的手舉起
[00:08:26.800 --> 00:08:28.300]  我都要感謝神
[00:08:28.300 --> 00:08:29.800]  那有沒有人覺得
[00:08:29.800 --> 00:08:31.000]  你在曠野的
[00:08:31.000 --> 00:08:31.700]  不要舉手了
[00:08:31.700 --> 00:08:34.000]  點頭吧
[00:08:34.000 --> 00:08:36.800]  你的笑聲已經告訴我答案了
[00:08:36.800 --> 00:08:37.700]  是不是
[00:08:37.700 --> 00:08:38.300]  是的
[00:08:38.300 --> 00:08:39.700]  這個就是很真實的狀況
[00:08:39.700 --> 00:08:41.700]  就是我們信了耶穌
[00:08:41.700 --> 00:08:43.000]  但是很多時候
[00:08:43.000 --> 00:08:45.400]  我們覺得我們自己在曠野裡面
[00:08:45.400 --> 00:08:48.400]  好像那些以色列人覺得我不足夠
[00:08:48.400 --> 00:08:51.300]  好像那些以色列人覺得我很困苦
[00:08:51.300 --> 00:08:53.600]  甚至乎一個狀態就是
[00:08:53.600 --> 00:08:54.800]  我們埋怨
[00:08:54.800 --> 00:08:56.600]  為什麼事情會這樣發生
[00:08:56.600 --> 00:08:58.600]  為什麼神會弄成這樣
[00:08:58.600 --> 00:09:00.900]  接著我們就是不停地
[00:09:00.900 --> 00:09:03.800]  好像以色列人在曠野裡鬥勸鬥勸
[00:09:03.800 --> 00:09:06.500]  很想利用今天我們一段的經文
[00:09:06.500 --> 00:09:07.700]  我們一起看看
[00:09:07.700 --> 00:09:10.200]  神怎麼帶我們進到豐盛的裡面
[00:09:10.200 --> 00:09:11.700]  我請大家一起中讀
[00:09:11.700 --> 00:09:12.700]  一二三
[00:09:12.700 --> 00:09:18.300]  滿了三個月的那一天
[00:09:18.300 --> 00:09:21.100]  就來到西乃的曠野
[00:09:21.100 --> 00:09:24.100]  他們來了利非丁
[00:09:24.100 --> 00:09:26.600]  來到西乃的曠野
[00:09:26.600 --> 00:09:29.600]  就在那裡的山下安逸
[00:09:29.600 --> 00:09:31.700]  摩西道神那裡
[00:09:31.700 --> 00:09:34.700]  耶和華從山上呼喚他說
[00:09:34.700 --> 00:09:37.900]  你要這樣告訴我國家
[00:09:37.900 --> 00:09:40.300]  曉予以色列人說
[00:09:40.300 --> 00:09:43.300]  我向埃及人所行的事
[00:09:43.300 --> 00:09:45.700]  你們都聽見了
[00:09:45.700 --> 00:09:47.900]  且看見我如鷹
[00:09:47.900 --> 00:09:50.500]  將你們背在翅膀上
[00:09:50.500 --> 00:09:52.300]  帝來歸我
[00:09:52.300 --> 00:09:56.200]  如今你們若實在聽從我的話
[00:09:56.200 --> 00:09:57.900]  遵守我的約
[00:09:57.900 --> 00:10:01.700]  就要在萬民中作屬我的子民
[00:10:01.700 --> 00:10:04.400]  因為全地都是我的
[00:10:04.400 --> 00:10:07.900]  你們要歸我作祭司的國度
[00:10:07.900 --> 00:10:10.900]  為聖潔的善
[00:10:10.900 --> 00:10:12.900]  這裡經文背景就是說
[00:10:12.900 --> 00:10:14.900]  以色列人出了埃及
[00:10:14.900 --> 00:10:16.900]  在曠野走了一段路
[00:10:16.900 --> 00:10:17.900]  走了多久呢
[00:10:17.900 --> 00:10:18.900]  經文就是說
[00:10:18.900 --> 00:10:20.900]  他出了埃及之後
[00:10:20.900 --> 00:10:22.900]  滿了三個月的那一天
[00:10:22.900 --> 00:10:25.400]  就來到西乃的曠野
[00:10:25.400 --> 00:10:26.900]  我們會以為
[00:10:26.900 --> 00:10:28.400]  滿了三個月
[00:10:28.400 --> 00:10:30.900]  是不是走了整整三個月呢
[00:10:30.900 --> 00:10:34.900]  當我們去看其他聖經的譯本
[00:10:34.900 --> 00:10:36.900]  亦都返回原文
[00:10:36.900 --> 00:10:39.900]  又看猶太人的傳統的時候
[00:10:39.900 --> 00:10:41.900]  原來這裡說的
[00:10:41.900 --> 00:10:43.900]  其實看其他聖經的譯本
[00:10:43.900 --> 00:10:45.900]  有個更精準的翻譯是什麼呢
[00:10:45.900 --> 00:10:47.900]  我就是舉了ESV為例
[00:10:47.900 --> 00:10:48.900]  那裡寫是
[00:10:48.900 --> 00:10:50.900]  on the third new moon
[00:10:50.900 --> 00:10:51.900]  on the third new moon
[00:10:51.900 --> 00:10:52.900]  就是說
[00:10:52.900 --> 00:10:54.900]  第三個月的第一日
[00:10:54.900 --> 00:10:57.900]  如果我們用猶太人的曆法計
[00:10:57.900 --> 00:11:00.900]  就是說以色列人出了埃及
[00:11:00.900 --> 00:11:02.900]  走了四十七天
[00:11:02.900 --> 00:11:04.900]  就來到西乃山
[00:11:04.900 --> 00:11:05.900]  那我們就重溫一下
[00:11:05.900 --> 00:11:06.900]  這四十七天
[00:11:06.900 --> 00:11:08.900]  發生了什麼事呢
[00:11:08.900 --> 00:11:11.900]  有個地圖大家看到了
[00:11:11.900 --> 00:11:13.900]  為了簡單起見
[00:11:13.900 --> 00:11:16.900]  我只是列出了三點
[00:11:16.900 --> 00:11:18.900]  他們走過的路
[00:11:18.900 --> 00:11:20.900]  第一點就是一字那個地方
[00:11:20.900 --> 00:11:22.900]  在正月十五日
[00:11:22.900 --> 00:11:24.900]  以色列人就在蘭西起行
[00:11:24.900 --> 00:11:25.900]  開始走了
[00:11:25.900 --> 00:11:26.900]  出了埃及了
[00:11:26.900 --> 00:11:27.900]  一個月之後
[00:11:27.900 --> 00:11:29.900]  就在二月的十五日
[00:11:29.900 --> 00:11:32.900]  就去到以林和西乃中間
[00:11:32.900 --> 00:11:34.900]  信的曠野
[00:11:34.900 --> 00:11:36.900]  接著再走一段日子
[00:11:36.900 --> 00:11:37.900]  就去到三
[00:11:37.900 --> 00:11:38.900]  就是今天的經文
[00:11:38.900 --> 00:11:40.900]  滿了三個月的那一天
[00:11:40.900 --> 00:11:43.900]  就來到西乃曠野
[00:11:43.900 --> 00:11:44.900]  在這一段路途
[00:11:44.900 --> 00:11:46.900]  四十七天的裏面
[00:11:46.900 --> 00:11:47.900]  我們可以總結
[00:11:47.900 --> 00:11:50.900]  以色列人做得最多的那件事
[00:11:50.900 --> 00:11:51.900]  是埋怨
[00:11:51.900 --> 00:11:53.900]  所以上次謝牧師在我們當中
[00:11:53.900 --> 00:11:54.900]  都說了
[00:11:54.900 --> 00:11:55.900]  以色列人不停埋怨
[00:11:55.900 --> 00:11:57.900]  他們埋怨什麼呢
[00:11:57.900 --> 00:11:59.900]  第一就是走到第一支礦泉水
[00:11:59.900 --> 00:12:01.900]  綠色大家很熟悉的礦泉水那裏
[00:12:01.900 --> 00:12:03.900]  在那裏做什麼呢
[00:12:03.900 --> 00:12:05.900]  礦泉水當然是喝水
[00:12:05.900 --> 00:12:06.900]  他們埋怨
[00:12:06.900 --> 00:12:08.900]  起碼這個地方埋怨沒有水喝
[00:12:08.900 --> 00:12:10.900]  於是符臣就說
[00:12:10.900 --> 00:12:12.900]  你們就砍一塊木頭
[00:12:12.900 --> 00:12:13.900]  放進水裏
[00:12:13.900 --> 00:12:15.900]  那些水就由苦水變咸水
[00:12:15.900 --> 00:12:18.900]  就解決了他們喝水的問題
[00:12:18.900 --> 00:12:19.900]  接著再走著走著
[00:12:19.900 --> 00:12:21.900]  就去到披薩了
[00:12:21.900 --> 00:12:22.900]  披薩是什麼呢
[00:12:22.900 --> 00:12:23.900]  吃飯了
[00:12:23.900 --> 00:12:25.900]  肚子餓了
[00:12:25.900 --> 00:12:26.900]  他說又埋怨了
[00:12:26.900 --> 00:12:27.900]  沒有東西吃了
[00:12:27.900 --> 00:12:29.900]  那麼臣又按著時間
[00:12:29.900 --> 00:12:31.900]  就供應瑪拿給他們
[00:12:31.900 --> 00:12:33.900]  給以色列人有食物
[00:12:33.900 --> 00:12:34.900]  然後走著走著
[00:12:34.900 --> 00:12:36.900]  又來到另一個的
[00:12:36.900 --> 00:12:37.900]  不是景點
[00:12:37.900 --> 00:12:39.900]  是一個埋怨點
[00:12:39.900 --> 00:12:40.900]  那支綠色的礦泉水
[00:12:40.900 --> 00:12:42.900]  這次又是埋怨水
[00:12:42.900 --> 00:12:45.900]  就說為什麼沒有水喝的時候
[00:12:45.900 --> 00:12:47.900]  接著臣就吩咐摩西
[00:12:47.900 --> 00:12:49.900]  他說你站在以色列人前面
[00:12:49.900 --> 00:12:51.900]  吩咐盤石出水
[00:12:51.900 --> 00:12:54.900]  就解決了水源的問題
[00:12:54.900 --> 00:12:56.900]  其實臣不喜歡人埋怨
[00:12:56.900 --> 00:12:58.900]  但是在這四十七天裏面
[00:12:58.900 --> 00:13:01.900]  臣沒有責備過以色列人
[00:13:01.900 --> 00:13:02.900]  他就是
[00:13:02.900 --> 00:13:04.900]  你需要這些東西
[00:13:04.900 --> 00:13:05.900]  接著一路一路的
[00:13:05.900 --> 00:13:07.900]  去供應給以色列人
[00:13:07.900 --> 00:13:09.900]  但是臣對人的愛
[00:13:09.900 --> 00:13:10.900]  不是溺愛
[00:13:10.900 --> 00:13:12.900]  而是當一路供應的時候
[00:13:12.900 --> 00:13:15.900]  他一路在幫這幫以色列人
[00:13:15.900 --> 00:13:16.900]  一路的成長
[00:13:16.900 --> 00:13:17.900]  其實這個情況
[00:13:17.900 --> 00:13:19.900]  我們很容易理解
[00:13:19.900 --> 00:13:23.900]  正如當中我們有小朋友
[00:13:23.900 --> 00:13:25.900]  當你生了小朋友
[00:13:25.900 --> 00:13:26.900]  寶寶出生
[00:13:26.900 --> 00:13:27.900]  頭一兩個月
[00:13:27.900 --> 00:13:29.900]  寶寶肚子餓會怎樣
[00:13:29.900 --> 00:13:30.900]  哭
[00:13:30.900 --> 00:13:31.900]  你會不會說
[00:13:31.900 --> 00:13:32.900]  你哭什麼
[00:13:32.900 --> 00:13:33.900]  你這麼壞
[00:13:33.900 --> 00:13:34.900]  你會不會
[00:13:34.900 --> 00:13:35.900]  不會
[00:13:35.900 --> 00:13:36.900]  小時候嘛
[00:13:36.900 --> 00:13:37.900]  是不是
[00:13:37.900 --> 00:13:39.900]  你知道他需要的是受保護
[00:13:39.900 --> 00:13:40.900]  你需要的
[00:13:40.900 --> 00:13:42.900]  寶寶需要的
[00:13:42.900 --> 00:13:44.900]  就是一個成長的空間
[00:13:44.900 --> 00:13:47.900]  所以臣都是這樣去看顧著
[00:13:47.900 --> 00:13:49.900]  以色列人
[00:13:49.900 --> 00:13:52.900]  當時就好像一個屬靈嬰孩那樣
[00:13:52.900 --> 00:13:53.900]  給他們需要的東西
[00:13:53.900 --> 00:13:56.900]  但是一路的幫助他們成長
[00:13:56.900 --> 00:13:57.900]  但是當我們說
[00:13:57.900 --> 00:13:59.900]  我們要去獲得豐盛
[00:13:59.900 --> 00:14:01.900]  我們要去邁進豐盛的時候
[00:14:01.900 --> 00:14:03.900]  我們一定要離開
[00:14:03.900 --> 00:14:05.900]  這個屬靈嬰孩的階段
[00:14:05.900 --> 00:14:08.900]  而我們說離開屬靈嬰孩的階段
[00:14:08.900 --> 00:14:10.900]  進到豐盛的時候
[00:14:10.900 --> 00:14:13.900]  其實是有幾個的進路
[00:14:13.900 --> 00:14:14.900]  第一的
[00:14:14.900 --> 00:14:17.900]  就是要由明白神的旨意開始
[00:14:17.900 --> 00:14:19.900]  因為以色列人
