
[00:00:00.000 --> 00:00:05.920]  OK,雖然在年初,年初應該講到很開心法律的訊息
[00:03:28.080 --> 00:03:30.440]  這些網上遊戲來說
[00:03:30.440 --> 00:03:35.760]  你玩得多,其實就會令你感到很焦慮和迷惘
[00:03:35.760 --> 00:03:36.720]  為什麼呢?
[00:03:36.720 --> 00:03:42.520]  因為這些人慢慢地生活在一個虛擬的世界裡面
[00:03:42.520 --> 00:03:45.840]  其實,當你生活在虛擬世界裡面的時候
[00:03:45.840 --> 00:03:49.160]  你會覺得,咦,原來我有價值
[00:03:49.160 --> 00:03:50.720]  你打贏遊戲嘛,對不對?
[00:03:50.720 --> 00:03:55.840]  我有價值的,我有影響力的,在遊戲裡面
[00:03:55.840 --> 00:03:56.960]  變成什麼呢?
[00:03:56.960 --> 00:04:03.200]  變成很多時候,這個就可以遮蓋了我們
[00:04:03.200 --> 00:04:06.640]  對人生的那種無奈和失敗
[00:04:06.640 --> 00:04:09.560]  因為你在遊戲裡面,你經常打贏的嘛
[00:04:09.560 --> 00:04:11.760]  你有自己有價值的嘛
[00:04:11.760 --> 00:04:13.520]  可以買很多東西嘛
[00:04:13.520 --> 00:04:18.320]  現實生活裡面來說,嘩,你會發覺太荒謬了
[00:04:18.320 --> 00:04:19.680]  想做很多東西做不到
[00:04:19.680 --> 00:04:22.360]  所以很多人就躺平了,對不對?
[00:04:22.360 --> 00:04:26.960]  所以,社交媒體和網上這些遊戲
[00:04:26.960 --> 00:04:29.840]  其實對我們每個生活有很大的影響
[00:04:29.840 --> 00:04:33.360]  很多人以為很過癮,很開心,對不對?
[00:04:33.360 --> 00:04:40.360]  但是,在當中其實,是表現出人生的那種無奈和迷惘
[00:04:40.360 --> 00:04:42.880]  而事實上,當我們看回現實的社會
[00:04:42.880 --> 00:04:46.080]  大家都在做工的,大部分都在做工的
[00:04:46.080 --> 00:04:49.080]  現在做工的壓力是很大的,對不對?
[00:04:49.080 --> 00:04:52.240]  不單單是工作多的,很多時候
[00:04:52.240 --> 00:04:55.960]  很多時候,我現在做的工作不是我很想做的
[00:04:55.960 --> 00:04:57.920]  對不對?不過你不做不行嘛
[00:04:57.920 --> 00:05:00.480]  找不到自己想做的工作嘛
[00:05:00.480 --> 00:05:05.640]  而有很多人呢,對做工,沒了興趣
[00:05:05.640 --> 00:05:07.880]  失去了動力,OK?
[00:05:07.880 --> 00:05:11.000]  但是,好像我剛才說的,不做又不行,對不對?
[00:05:11.000 --> 00:05:15.680]  所以呢,在這樣的情況下
[00:05:15.680 --> 00:05:19.720]  會讓很多人感覺到很迷惘,很無奈
[00:05:19.720 --> 00:05:21.440]  不知道我所說的這些
[00:05:21.440 --> 00:05:23.120]  能不能反映出我們在座裡面
[00:05:23.120 --> 00:05:25.960]  大清新會朋友們一些的情況
[00:05:25.960 --> 00:05:27.400]  再加上什麼呢?
[00:05:27.400 --> 00:05:29.680]  社會的體制和價值觀
[00:05:29.680 --> 00:05:32.040]  嘩,變得很快,OK?
[00:05:32.040 --> 00:05:33.880]  特別我們這些新移民
[00:05:33.880 --> 00:05:35.320]  來了久一點就好一點
[00:05:35.320 --> 00:05:37.200]  如果來了沒多久的話
[00:05:37.200 --> 00:05:40.320]  嘩,我們舊有的價值觀和生活習慣
[00:05:40.320 --> 00:05:44.360]  在這個新的環境當中,你會發覺很難協調
[00:05:44.360 --> 00:05:46.000]  你不知道怎樣適應
[00:05:46.000 --> 00:05:48.480]  所以很多新移民來到我們當中的時候
[00:05:48.480 --> 00:05:51.080]  你會發覺,好像說美國夢
[00:05:51.080 --> 00:05:54.760]  但是來到之後,我不知道發什麼夢
[00:05:54.760 --> 00:05:56.360]  我不知道怎樣定位
[00:05:56.360 --> 00:05:58.520]  因為我們習慣了的價值觀
[00:05:58.520 --> 00:06:00.360]  和生活的方式
[00:06:00.360 --> 00:06:03.280]  和在美國很多地方都不同
[00:06:03.280 --> 00:06:05.320]  所以很多時候,你會覺得什麼?
[00:06:05.320 --> 00:06:06.720]  就會覺得很迷惘
[00:06:06.720 --> 00:06:08.680]  有沒有來錯呢?
[00:06:08.680 --> 00:06:11.000]  要不要回到香港
[00:06:11.000 --> 00:06:15.280]  回到中國大陸,或者其他地方呢?
[00:06:15.280 --> 00:06:17.840]  而我們基督徒呢?
[00:06:17.840 --> 00:06:19.200]  我們基督徒怎樣?
[00:06:19.200 --> 00:06:21.200]  我們信耶穌了,對不對?
[00:06:21.200 --> 00:06:23.480]  哇,信耶穌有時候更糟糕
[00:06:23.480 --> 00:06:25.560]  啊,牧師,你不是叫我們信耶穌的嗎?
[00:06:25.560 --> 00:06:26.920]  為什麼信耶穌更糟糕?
[00:06:26.920 --> 00:06:28.840]  因為很多時候你會發覺
[00:06:28.840 --> 00:06:31.400]  信耶穌之後,我們的信仰
[00:06:31.400 --> 00:06:34.120]  和我們的價值觀
[00:06:34.120 --> 00:06:38.240]  跟外面現實的環境好像無法相配合
[00:06:38.240 --> 00:06:40.080]  不太一致
[00:06:40.080 --> 00:06:43.880]  很多時候是有矛盾衝突
[00:06:43.880 --> 00:06:46.200]  我們又說信耶穌,要跟隨耶穌
[00:06:46.200 --> 00:06:49.600]  哇,世界也是這樣,環境也是這樣
[00:06:49.600 --> 00:06:50.720]  有時候我們會發覺
[00:06:50.720 --> 00:06:52.680]  就算我們信得住
[00:06:52.680 --> 00:06:54.720]  應該怎樣走好呢?
[00:06:54.720 --> 00:06:58.600]  好像有一些無所適從的感覺
[00:06:58.600 --> 00:07:01.520]  那你就陷入迷惘當中,對不對?
[00:07:01.520 --> 00:07:04.680]  喏,說了這麼多
[00:07:04.680 --> 00:07:07.760]  迷不迷惘?
[00:07:07.760 --> 00:07:09.920]  你同不同意牧師所說的話嗎?
[00:07:09.920 --> 00:07:10.880]  那怎麼辦呢?
[00:07:10.880 --> 00:07:13.760]  如果真的,對,牧師真的有些迷惘
[00:07:13.760 --> 00:07:16.840]  那所以怎樣從迷惘當中蘇醒呢?
[00:07:16.840 --> 00:07:19.080]  我告訴大家
[00:07:19.080 --> 00:07:21.360]  我剛才說了一大堆東西
[00:07:21.360 --> 00:07:25.600]  是我們今天感受到、觀察到的東西
[00:07:25.600 --> 00:07:27.680]  但是否這樣的情況
[00:07:27.680 --> 00:07:30.040]  只是今天才有呢?
[00:07:30.040 --> 00:07:33.360]  不,從人開始
[00:07:33.360 --> 00:07:35.360]  從人類社會開始
[00:07:35.360 --> 00:07:38.400]  這種迷惘的情況和感覺
[00:07:38.400 --> 00:07:40.280]  就一早已經出現了
[00:07:40.280 --> 00:07:42.880]  不是我們今天所獨有的
[00:07:42.880 --> 00:07:44.400]  所以呢,我們在看什麼?
[00:07:44.400 --> 00:07:46.320]  希伯來書,對不對?
[00:07:46.320 --> 00:07:48.160]  希伯來書的作者
[00:07:48.160 --> 00:07:53.480]  他就勸誡他當日生活在迷惘當中的基督徒
[00:07:53.480 --> 00:07:56.400]  我們應該怎樣能夠走出迷惘
[00:07:56.400 --> 00:08:00.120]  怎樣能夠從迷惘當中蘇醒過來呢?
[00:08:00.120 --> 00:08:01.600]  所以我們很快看看
[00:08:01.600 --> 00:08:03.560]  就是希伯來書第二章
[00:08:03.560 --> 00:08:05.640]  我們看第一到第四節
[00:08:05.640 --> 00:08:06.160]  這裡說
[00:08:06.160 --> 00:08:09.320]  「所以我們當越發鄭重所腔見的道理
[00:08:09.320 --> 00:08:11.680]  恐怕我們隨來失去
[00:08:11.680 --> 00:08:13.480]  那藉著天使所傳的話
[00:08:13.480 --> 00:08:14.800]  既是確定的
[00:08:14.800 --> 00:08:18.760]  凡干犯背翼的都受了該受的報應
[00:08:18.760 --> 00:08:21.480]  我們若忽略這麼大的舊恩
[00:08:21.480 --> 00:08:23.360]  怎能逃罪呢?
[00:08:23.360 --> 00:08:26.640]  這舊恩起先是主親自講的
[00:08:26.640 --> 00:08:29.600]  後來是聽見的人給我們證實了
[00:08:29.600 --> 00:08:32.720]  又神又按自己的旨意
[00:08:32.720 --> 00:08:36.600]  用神蹟、歧視和百般的異能
[00:08:36.600 --> 00:08:38.520]  並聖靈的恩賜
[00:08:38.520 --> 00:08:42.400]  跟他們同作見證」
[00:08:42.400 --> 00:08:46.320]  剛才我說其實人生當中
[00:08:46.320 --> 00:08:48.760]  我們有迷惘的時刻
[00:08:48.760 --> 00:08:50.840]  其實是很正常的
[00:08:50.840 --> 00:08:53.600]  即是每個人都會有的
[00:08:53.600 --> 00:08:55.680]  不過我們就
[00:08:55.680 --> 00:08:57.280]  尤其是信耶穌的人
[00:08:57.280 --> 00:08:59.480]  就不應該讓自己
[00:08:59.480 --> 00:09:02.080]  經常迷迷糊糊地生活
[00:09:02.080 --> 00:09:04.880]  迷迷糊糊地過日子
[00:09:04.880 --> 00:09:09.680]  我們應該從迷惘當中蘇醒過來
[00:09:09.680 --> 00:09:11.520]  求神幫助我們
[00:09:11.520 --> 00:09:12.680]  大家要留心
[00:09:12.680 --> 00:09:14.760]  因為原來為何會迷惘呢?
[00:09:14.760 --> 00:09:16.400]  剛才我帶出的原因
[00:09:16.400 --> 00:09:19.520]  原來很多時候世俗的潮流
[00:09:19.520 --> 00:09:21.560]  會帶給我們的信仰
[00:09:21.560 --> 00:09:24.240]  有很多的衝擊
[00:09:24.240 --> 00:09:26.680]  所以如果我們不懂怎樣去面對
[00:09:26.680 --> 00:09:30.080]  這些世俗潮流的衝擊的時候
[00:09:30.080 --> 00:09:33.320]  我們就好像變成一艘
[00:09:33.320 --> 00:09:35.320]  沒有動力的船在海裡
[00:09:35.320 --> 00:09:37.560]  沒有動力的船在海裡會怎樣?
[00:09:37.560 --> 00:09:38.760]  就隨波逐流
[00:09:38.760 --> 00:09:40.040]  會飄來飄去
[00:09:40.040 --> 00:09:41.520]  沒有目標、沒有方向
[00:09:41.520 --> 00:09:43.240]  不知道要去哪裡
[00:09:43.240 --> 00:09:45.480]  不知道自己人生的價值是什麼
[00:09:45.480 --> 00:09:46.960]  沒有人生的意義
[00:09:46.960 --> 00:09:49.480]  你就越來越迷惘
[00:09:49.480 --> 00:09:51.040]  所以第一件事來講
[00:09:51.040 --> 00:09:53.440]  我們首先要小心
[00:09:53.440 --> 00:09:56.400]  原來聖經告訴我們
[00:09:56.400 --> 00:09:57.800]  在不同的世代當中
[00:09:57.800 --> 00:10:00.600]  我們都會面對不同的社會潮流
[00:10:00.600 --> 00:10:02.520]  是衝擊著我們的人生
[00:10:02.520 --> 00:10:03.960]  衝擊著我們的信仰
[00:10:03.960 --> 00:10:05.400]  衝擊著我們的價值觀
[00:10:05.400 --> 00:10:08.840]  我們怎樣能夠去面對這些東西呢?
[00:10:08.840 --> 00:10:11.440]  如果我沒有看錯的話
[00:10:11.440 --> 00:10:14.600]  我發覺其實很多基督徒
[00:10:14.600 --> 00:10:16.800]  是生活在迷惘之中
[00:10:16.800 --> 00:10:18.840]  不知道是何去何從
[00:10:18.840 --> 00:10:20.800]  剛才我已經講過一點點
[00:10:20.800 --> 00:10:23.120]  那怎麼辦呢?
[00:10:23.120 --> 00:10:25.440]  教會不是經常講這些話題的
[00:10:25.440 --> 00:10:28.040]  我發覺很多基督徒採取什麼呢?
[00:10:28.040 --> 00:10:30.160]  就是要理不理的態度
[00:10:30.160 --> 00:10:32.120]  不知道我們是不是這樣呢?
[00:10:32.120 --> 00:10:34.920]  就是讓自己繼續迷惘
[00:10:34.920 --> 00:10:36.280]  你不知道怎樣去處理
[00:10:36.280 --> 00:10:37.520]  不知道怎樣去面對
[00:10:37.520 --> 00:10:39.240]  要理不理繼續迷惘
[00:10:39.240 --> 00:10:40.680]  生活在迷惘當中
[00:10:40.680 --> 00:10:45.200]  那我們被生活帶著我們走
[00:10:45.200 --> 00:10:47.840]  我們就很難去追求
[00:10:47.840 --> 00:10:49.000]  到底還有什麼意義
[00:10:49.000 --> 00:10:50.120]  還有什麼價值
[00:10:50.120 --> 00:10:51.360]  現在都不問這些問題了
[00:10:51.360 --> 00:10:52.600]  有沒有問?
[00:10:52.600 --> 00:10:53.920]  有沒有問這些問題?
[00:10:53.920 --> 00:10:55.240]  沒有問這些問題了
[00:10:55.240 --> 00:10:57.480]  算了
[00:10:57.480 --> 00:10:58.200]  你有沒有口說的?
[00:10:58.200 --> 00:10:59.120]  心裡面說的
[00:10:59.120 --> 00:10:59.600]  算了
[00:10:59.600 --> 00:11:01.680]  人生就是這樣
[00:11:01.680 --> 00:11:02.960]  繼續過吧
[00:11:02.960 --> 00:11:05.600]  過你迷惘的日子
[00:11:05.600 --> 00:11:08.120]  要理不理
[00:11:08.120 --> 00:11:09.520]  問題是什麼呢?
[00:11:09.520 --> 00:11:11.880]  當你這樣的時候
[00:11:11.880 --> 00:11:14.520]  你的生命就沒有了知彩
[00:11:14.520 --> 00:11:15.520]  因為你人生沒有意義
[00:11:15.520 --> 00:11:15.960]  沒有價值
[00:11:15.960 --> 00:11:17.280]  沒有方向
[00:11:17.280 --> 00:11:17.960]  是不是?
[00:11:17.960 --> 00:11:19.960]  那你經歷不到聖經所說的
[00:11:19.960 --> 00:11:21.480]  豐盛的人生
[00:11:21.480 --> 00:11:23.600]  你是不是這樣信耶穌的?
[00:11:23.600 --> 00:11:24.360]  聖經說的
[00:11:24.360 --> 00:11:26.080]  你信耶穌是豐盛的生命
[00:11:26.080 --> 00:11:27.760]  咦?我信耶穌了
[00:11:27.760 --> 00:11:28.880]  不是短時間
[00:11:28.880 --> 00:11:31.160]  也不是覺得很豐盛
[00:11:31.160 --> 00:11:32.200]  為什麼呢?
[00:11:32.200 --> 00:11:34.080]  因為我們不能夠處理
[00:11:34.080 --> 00:11:36.160]  這個人生迷惘的問題
[00:11:36.160 --> 00:11:37.640]  我們找不到我們的價值
[00:11:37.640 --> 00:11:41.000]  找不到我們人生的意義
[00:11:41.000 --> 00:11:42.880]  所以很多時候我發覺
[00:11:42.880 --> 00:11:44.000]  很多基督徒
[00:11:44.000 --> 00:11:46.400]  因為這些事情太煩了
[00:11:46.400 --> 00:11:47.600]  生活的壓力又很大
[00:11:47.600 --> 00:11:48.360]  算了
[00:11:48.360 --> 00:11:50.600]  放在一旁
[00:11:50.600 --> 00:11:51.760]  結果呢
[00:11:51.760 --> 00:11:55.880]  我們的屬靈生命
[00:11:55.880 --> 00:11:58.360]  在睡覺
[00:11:58.360 --> 00:12:00.040]  我們的屬靈生命
[00:12:00.040 --> 00:12:02.640]  在沉睡當中
[00:12:02.640 --> 00:12:04.600]  我們心靈的深處
[00:12:04.600 --> 00:12:05.680]  可能有一個盼望
[00:12:05.680 --> 00:12:06.840]  哎呀!希望我一睜開眼
[00:12:06.840 --> 00:12:07.720]  哎呀!感謝上帝
[00:12:07.720 --> 00:12:08.840]  我現在在天堂了
[00:12:08.840 --> 00:12:10.400]  那就不用煩了
[00:12:10.400 --> 00:12:11.480]  不過很可惜
[00:12:11.480 --> 00:12:13.480]  每天你睜開眼的時候
[00:12:13.480 --> 00:12:15.040]  還在
[00:12:15.040 --> 00:12:17.400]  還要面對現實
[00:12:17.400 --> 00:12:19.240]  還要面對我今天的工作
[00:12:19.240 --> 00:12:22.120]  還要面對我們的家庭
[00:12:22.120 --> 00:12:26.120]  原來我們還在生活在迷惘當中
[00:12:26.120 --> 00:12:27.800]  那怎麼辦?
[00:12:27.800 --> 00:12:30.400]  怎樣能夠從這個迷惘當中
[00:12:30.400 --> 00:12:32.160]  蘇醒過來
[00:12:32.160 --> 00:12:33.040]  《聖經》裡面
[00:12:33.040 --> 00:12:35.320]  第一樣要告訴我們的是什麼?
[00:12:35.320 --> 00:12:36.720]  第一樣要聽的就是說
[00:12:36.720 --> 00:12:41.720]  我們要認真去實踐真道
[00:12:41.720 --> 00:12:43.920]  認真去聽
[00:12:43.920 --> 00:12:44.800]  去留心
[00:12:44.800 --> 00:12:46.160]  去了解
[00:12:46.160 --> 00:12:48.120]  《聖經》教我們做些什麼
[00:12:48.120 --> 00:12:49.480]  《聖經》說的是什麼
[00:12:49.480 --> 00:12:50.680]  什麼是真理
[00:12:50.680 --> 00:12:52.240]  我們能夠找得到
[00:12:52.240 --> 00:12:53.880]  再看第一第二節
[00:12:53.880 --> 00:12:58.240]  所以你們當越發鄭重所聽見的道理
[00:12:58.240 --> 00:12:59.440]  越發要留心
[00:12:59.440 --> 00:13:00.640]  要注意
[00:13:00.640 --> 00:13:02.440]  要去實踐、要去遵行
[00:13:02.440 --> 00:13:03.160]  為什麼?
[00:13:03.160 --> 00:13:05.200]  恐怕我們隨流失去
[00:13:05.200 --> 00:13:07.520]  你隨流失去就會迷惘
[00:13:07.520 --> 00:13:09.640]  《聖經》說是確定的
[00:13:09.640 --> 00:13:15.320]  凡干犯本亦都受了該得的報應
[00:13:15.320 --> 00:13:17.680]  剛才我一開始說
[00:13:17.680 --> 00:13:18.680]  我相信你同意
[00:13:18.680 --> 00:13:20.560]  我們生活在一個很動亂的世代裡面
[00:13:20.560 --> 00:13:22.240]  大家沒有反對
[00:13:22.240 --> 00:13:24.280]  那麼動亂的世代是怎樣的?
[00:13:24.280 --> 00:13:27.080]  是非黑白對錯
[00:13:27.080 --> 00:13:30.160]  已經失去了一半的標準
[00:13:30.160 --> 00:13:32.120]  這個世界已經不講真理
[00:13:32.120 --> 00:13:33.680]  是講你的感覺
[00:13:33.680 --> 00:13:35.480]  這個就是恐怖的地方
[00:13:35.480 --> 00:13:37.160]  不講真理
[00:13:37.160 --> 00:13:38.360]  不講對錯
[00:13:38.360 --> 00:13:39.640]  不講是非黑白
[00:13:39.640 --> 00:13:42.760]  只講你的感覺正不正
[00:13:42.760 --> 00:13:45.680]  這個問題就很嚴重
[00:13:45.680 --> 00:13:49.160]  我相信大家亦都會同意
[00:13:49.160 --> 00:13:53.280]  人的道德價值標準
[00:13:53.280 --> 00:13:55.120]  正在不斷下滑
[00:13:55.120 --> 00:13:56.000]  是不是?
[00:13:56.000 --> 00:13:57.080]  為什麼我這樣說?
[00:13:57.080 --> 00:13:59.240]  有個媽媽帶著小朋友去Walmart
[00:13:59.240 --> 00:14:01.120]  拿了一大堆家庭日常用品
[00:14:01.120 --> 00:14:03.560]  放在購物車裡面
[00:14:03.560 --> 00:14:05.000]  推車走了
[00:14:05.000 --> 00:14:06.240]  不給錢
[00:14:06.240 --> 00:14:06.680]  為什麼呢?
[00:14:06.680 --> 00:14:09.760]  她知道不夠950元
[00:14:09.760 --> 00:14:10.560]  OK
[00:14:10.560 --> 00:14:12.360]  那就不用給錢了
[00:14:12.360 --> 00:14:13.080]  為什麼呢?
[00:14:13.080 --> 00:14:15.200]  那些地方檢察官、DA
[00:14:15.200 --> 00:14:19.960]  無謂浪費時間、浪費錢去檢控你
[00:14:19.960 --> 00:14:22.160]  就帶著小朋友大搖大擺
[00:14:22.160 --> 00:14:23.320]  就離開Walmart
[00:14:23.320 --> 00:14:24.640]  是不是?
[00:14:24.640 --> 00:14:27.560]  很明顯
[00:14:27.560 --> 00:14:29.760]  這個媽媽
[00:14:29.760 --> 00:14:32.160]  會不會覺得自己偷東西?
[00:14:32.160 --> 00:14:33.760]  我不是偷東西的
[00:14:33.760 --> 00:14:35.480]  我是明朗的
[00:14:35.480 --> 00:14:36.960]  我偷什麼?
[00:14:36.960 --> 00:14:39.040]  我不是鬼鬼祟祟偷偷摸摸的
[00:14:39.040 --> 00:14:40.800]  我是明朗的放在那裡的
[00:14:40.800 --> 00:14:43.160]  我大搖大擺走出去的
[00:14:43.160 --> 00:14:46.520]  這個媽媽會不會覺得她是犯法?
[00:14:46.520 --> 00:14:48.360]  是罪犯?
[00:14:48.360 --> 00:14:49.880]  No
[00:14:49.880 --> 00:14:53.200]  DA都不告我
[00:14:53.200 --> 00:14:54.920]  警察懶得拘捕我
[00:14:54.920 --> 00:14:56.160]  我犯什麼法?
[00:14:56.160 --> 00:14:57.480]  我犯什麼罪犯?
[00:14:57.480 --> 00:14:58.880]  她不會這樣說
[00:14:58.880 --> 00:14:59.960]  不過
[00:14:59.960 --> 00:15:03.880]  她是不是有這樣的印象?
[00:15:03.880 --> 00:15:05.640]  但是最可憐的是什麼?
[00:15:05.640 --> 00:15:08.080]  接著她的小朋友呢?
[00:15:08.080 --> 00:15:10.680]  她從她媽媽那裡學到什麼?
[00:15:10.680 --> 00:15:12.320]  看到什麼?
[00:15:12.320 --> 00:15:15.240]  這個媽媽有沒有想到她的孩子長大之後
[00:15:15.240 --> 00:15:20.480]  會不會學她這樣做類似的事?
[00:15:20.480 --> 00:15:21.560]  爸
[00:15:21.560 --> 00:15:22.880]  就是
[00:15:22.880 --> 00:15:24.000]  你問我
[00:15:24.000 --> 00:15:25.680]  我不知道就問問大家
[00:15:25.680 --> 00:15:26.880]  是不是很能明?
[00:15:26.880 --> 00:15:29.480]  為什麼會通過這樣的法例?
[00:15:29.480 --> 00:15:31.000]  有沒有問過這些問題?
[00:15:31.000 --> 00:15:33.520]  可能你不關心政治
[00:15:33.520 --> 00:15:36.120]  為什麼會通過這樣的法例?
[00:15:36.120 --> 00:15:38.640]  那些地方的警察官和推行這些法例的人
[00:15:38.640 --> 00:15:42.200]  到底是有什麼理由呢?
[00:15:42.200 --> 00:15:43.280]  我去猜測
[00:15:43.280 --> 00:15:44.000]  也不是猜測
[00:15:44.000 --> 00:15:45.680]  我去找
[00:15:45.680 --> 00:15:48.240]  你知道為什麼嗎?
[00:15:48.240 --> 00:15:51.000]  你要控告一個這樣的人
[00:15:51.000 --> 00:15:52.840]  這叫輕微罪行
[00:15:52.840 --> 00:15:54.280]  Misdemeanor
[00:15:54.280 --> 00:15:55.640]  輕微罪行
[00:15:55.640 --> 00:15:57.960]  你所花費的錢
[00:15:57.960 --> 00:16:00.200]  遠遠超過九百五十元
[00:16:00.200 --> 00:16:01.640]  這個還沒算呢
[00:16:01.640 --> 00:16:03.600]  如果是被定罪坐牢
[00:16:03.600 --> 00:16:05.160]  還要養他
[00:16:05.160 --> 00:16:06.640]  那筆錢都還沒算
[00:16:06.640 --> 00:16:10.240]  那監房就人滿為患
[00:16:10.240 --> 00:16:12.400]  所以算了
[00:16:12.400 --> 00:16:15.880]  那就算了
[00:16:15.880 --> 00:16:18.000]  我在想
[00:16:18.000 --> 00:16:19.760]  那些立法的人
[00:16:19.760 --> 00:16:20.800]  有沒有考慮過
[00:16:20.800 --> 00:16:21.800]  有沒有想過
[00:16:21.800 --> 00:16:24.040]  你實施這樣的條例的時候
[00:16:24.040 --> 00:16:30.240]  對社會的風氣會造成什麼影響呢?
[00:16:30.240 --> 00:16:31.720]  不知道他們有沒有想過
[00:16:31.720 --> 00:16:35.040]  這些情況出現的時候
[00:16:35.040 --> 00:16:37.960]  他們正在破壞
[00:16:37.960 --> 00:16:44.720]  正在摧毀人的道德價值和良知
[00:16:44.720 --> 00:16:47.120]  所以我說道德價值下滑
[00:16:47.120 --> 00:16:49.040]  就是這個意思
[00:16:49.040 --> 00:16:50.440]  但是呢
[00:16:50.440 --> 00:16:55.640]  這個只是其中一個例子
[00:16:55.640 --> 00:16:57.440]  不知道我們在這裡的姐妹
[00:16:57.440 --> 00:16:58.560]  有沒有想過
[00:16:58.560 --> 00:17:00.440]  為什麼朝穆會這樣想呢?
