
[00:00:00.000 --> 00:00:06.280]  好啦 我相信在座裡面絕大部分都相信耶穌的 是不是
[00:03:52.880 --> 00:03:53.880]  很多時候
[00:03:53.880 --> 00:03:55.480]  處境多重
[00:03:55.480 --> 00:03:57.480]  是相當困難的
[00:03:57.480 --> 00:03:59.880]  但是不知道大家有沒有聽過一個人
[00:03:59.880 --> 00:04:01.360]  他是一個澳洲人
[00:04:01.360 --> 00:04:02.480]  不過他現在在洛杉磯
[00:04:02.480 --> 00:04:04.800]  叫做Nick Vujicic
[00:04:04.800 --> 00:04:06.640]  有沒有聽過
[00:04:06.640 --> 00:04:07.880]  個個點頭
[00:04:07.880 --> 00:04:08.600]  不是個個
[00:04:08.600 --> 00:04:10.520]  大部分人點頭
[00:04:10.520 --> 00:04:13.240]  這個人他在洛杉磯洛杉磯
[00:04:13.240 --> 00:04:14.520]  有一個組織
[00:04:14.520 --> 00:04:15.520]  叫做
[00:04:15.520 --> 00:04:19.520]  以前的名字叫做
[00:04:19.520 --> 00:04:21.040]  Man Without Limbs
[00:04:21.040 --> 00:04:23.120]  就是一個沒有手沒有腳的人
[00:04:23.120 --> 00:04:24.640]  因為他出生
[00:04:24.640 --> 00:04:26.600]  就是一個沒有手沒有腳的人
[00:04:26.600 --> 00:04:29.440]  後來他將這個組織的名字改了
[00:04:29.440 --> 00:04:30.800]  叫做Nick
[00:04:30.800 --> 00:04:31.560]  用回自己的名字
[00:04:31.560 --> 00:04:32.800]  Nick V
[00:04:32.800 --> 00:04:34.920]  組織
[00:04:34.920 --> 00:04:35.720]  那麼如果
[00:04:35.720 --> 00:04:36.480]  你想一想
[00:04:36.480 --> 00:04:37.520]  生出來就是這樣
[00:04:37.520 --> 00:04:38.560]  沒有手沒有腳的
[00:04:38.560 --> 00:04:40.280]  如果你好像他這樣
[00:04:40.280 --> 00:04:41.320]  一出生
[00:04:41.320 --> 00:04:43.120]  沒有手沒有腳
[00:04:43.120 --> 00:04:46.880]  你想不想繼續活下去
[00:04:46.880 --> 00:04:48.120]  如果這個是你
[00:04:48.120 --> 00:04:48.920]  一出生
[00:04:48.920 --> 00:04:50.360]  沒有手沒有腳
[00:04:50.360 --> 00:04:51.920]  與眾不同
[00:04:51.920 --> 00:04:53.280]  你的朋友
[00:04:53.280 --> 00:04:55.960]  個個都可以跳蚌蚌到處走
[00:04:55.960 --> 00:04:57.320]  但是你沒有手沒有腳的
[00:04:57.320 --> 00:05:00.440]  你想不想繼續活下去
[00:05:00.440 --> 00:05:02.320]  但是我們看到這個Nick
[00:05:02.320 --> 00:05:04.200]  不單止繼續活下去
[00:05:04.200 --> 00:05:07.440]  他還結婚生子
[00:05:07.440 --> 00:05:09.200]  你看他老婆漂亮嗎
[00:05:09.200 --> 00:05:10.120]  是日本女生
[00:05:10.120 --> 00:05:10.920]  不是 對不起
[00:05:10.920 --> 00:05:12.880]  是日本人
[00:05:12.880 --> 00:05:13.680]  OK
[00:05:13.680 --> 00:05:15.520]  還生了四個小孩
[00:05:15.520 --> 00:05:17.880]  一個是Twins
[00:05:17.880 --> 00:05:18.520]  嘩
[00:05:18.520 --> 00:05:20.480]  我們看到好像一個很幸福家庭的照片
[00:05:20.480 --> 00:05:21.680]  是不是
[00:05:21.680 --> 00:05:22.520]  是不是
[00:05:22.520 --> 00:05:25.200]  大家不知道看到這些情況的時候
[00:05:25.200 --> 00:05:28.480]  你有些什麼感覺呢
[00:05:28.480 --> 00:05:30.640]  剛才前一張照片裡面
[00:05:30.640 --> 00:05:32.160]  他還寫了一本書
[00:05:32.160 --> 00:05:33.320]  他本來是Lie
[00:05:33.320 --> 00:05:35.000]  A Man Without Limbs
[00:05:35.000 --> 00:05:36.400]  然後他寫了一本書叫做
[00:05:36.400 --> 00:05:39.480]  Life Without Limits
[00:05:39.480 --> 00:05:42.840]  人生是無極限的
[00:05:42.840 --> 00:05:44.320]  無極限的
[00:05:44.320 --> 00:05:46.520]  你什麼都可以做
[00:05:46.520 --> 00:05:48.560]  為什麼這個Nick Mazzucchi
[00:05:48.560 --> 00:05:51.480]  能夠可以去面對
[00:05:51.480 --> 00:05:54.760]  這個這麼大的人生的苦難
[00:05:54.760 --> 00:05:56.840]  為什麼
[00:05:56.840 --> 00:05:59.160]  因為他相信上帝
[00:05:59.160 --> 00:06:01.080]  不單止因為他相信上帝
[00:06:01.080 --> 00:06:03.240]  他的父母都相信上帝
[00:06:03.240 --> 00:06:04.600]  其實三個月之前就知道
[00:06:04.600 --> 00:06:06.080]  這個小孩有缺陷
[00:06:06.080 --> 00:06:07.760]  現在什麼都照出來了
[00:06:07.760 --> 00:06:08.320]  是不是
[00:06:08.320 --> 00:06:09.280]  歐洲生
[00:06:09.280 --> 00:06:10.880]  都看過了
[00:06:10.880 --> 00:06:13.200]  但是因為他父母都相信上帝
[00:06:13.200 --> 00:06:15.240]  所以沒有在他還沒出生的時候
[00:06:15.240 --> 00:06:16.320]  很多就打了他
[00:06:16.320 --> 00:06:16.840]  不要的了
[00:06:16.840 --> 00:06:18.040]  是不是
[00:06:18.040 --> 00:06:19.640]  但是因為他相信上帝
[00:06:19.640 --> 00:06:21.280]  他生了小孩出來
[00:06:21.280 --> 00:06:22.720]  當然沒有想到是
[00:06:22.720 --> 00:06:24.160]  真的是Man Without Limbs
[00:06:24.160 --> 00:06:24.800]  是不是
[00:06:24.800 --> 00:06:26.160]  生了這樣的
[00:06:26.160 --> 00:06:27.520]  那時候叫做怪胎
[00:06:27.520 --> 00:06:27.800]  是不是
[00:06:27.800 --> 00:06:29.320]  那些人是這樣稱呼
[00:06:29.320 --> 00:06:30.560]  是沒有想過的
[00:06:30.560 --> 00:06:32.080]  但是因為他相信上帝
[00:06:32.080 --> 00:06:33.600]  父母相信上帝
[00:06:33.600 --> 00:06:34.800]  他長大之後
[00:06:34.800 --> 00:06:36.720]  他相信上帝
[00:06:36.720 --> 00:06:38.240]  所以呢
[00:06:38.240 --> 00:06:39.840]  他就能夠繼續
[00:06:39.840 --> 00:06:41.600]  去過一個
[00:06:41.600 --> 00:06:43.400]  令人羨慕的人生
[00:06:43.400 --> 00:06:44.040]  是不是
[00:06:44.040 --> 00:06:44.560]  看看他
[00:06:44.560 --> 00:06:45.880]  是不是
[00:06:45.880 --> 00:06:47.920]  除了先天的缺陷
[00:06:47.920 --> 00:06:49.520]  好像Nick這些是先天的缺陷
[00:06:49.520 --> 00:06:51.000]  身體的殘障
[00:06:51.000 --> 00:06:52.720]  或者
[00:06:52.720 --> 00:06:55.080]  有些慢性的疾病
[00:06:55.080 --> 00:06:56.560]  會帶給我們
[00:06:56.560 --> 00:06:58.520]  身體上面很多是
[00:06:58.520 --> 00:07:00.560]  長期永久的痛苦
[00:07:00.560 --> 00:07:03.200]  以及不方便
[00:07:03.200 --> 00:07:04.360]  而在我們人生當中
[00:07:04.360 --> 00:07:06.040]  除了這些身體的殘缺
[00:07:06.040 --> 00:07:07.720]  慢性的疾病之外
[00:07:07.720 --> 00:07:10.000]  其實我們還遇到很多是
[00:07:10.000 --> 00:07:12.720]  就是令我們憂傷難過的事
[00:07:12.720 --> 00:07:13.440]  人沒有辦法
[00:07:13.440 --> 00:07:15.040]  都是要遇到這樣的事
[00:07:15.040 --> 00:07:16.200]  譬如
[00:07:16.200 --> 00:07:17.720]  我剛剛知道教了一個弟兄
[00:07:17.720 --> 00:07:19.360]  他太太去世了
[00:07:19.360 --> 00:07:21.840]  他太太是我的小提摩太來的
[00:07:21.840 --> 00:07:24.080]  我跟他做門路訓練的
[00:07:24.080 --> 00:07:26.680]  癌症走了
[00:07:26.680 --> 00:07:28.320]  做生意
[00:07:28.320 --> 00:07:29.920]  成功就開心了
[00:07:29.920 --> 00:07:32.360]  生意失敗呢
[00:07:32.360 --> 00:07:33.320]  生意失敗
[00:07:33.320 --> 00:07:35.200]  對人性感到很絕望
[00:07:35.200 --> 00:07:36.120]  很多時候我們
[00:07:36.120 --> 00:07:38.800]  都會對我們造成很多嚴重的
[00:07:38.800 --> 00:07:41.600]  心靈創傷
[00:07:41.600 --> 00:07:45.600]  而在我們的
[00:07:45.600 --> 00:07:46.240]  工場
[00:07:46.240 --> 00:07:47.320]  就是工作的地方
[00:07:47.320 --> 00:07:49.680]  或者在一些社交的環境當中
[00:07:49.680 --> 00:07:52.120]  不知道大家有沒有試過被人誤會
[00:07:52.120 --> 00:07:53.760]  被人抹黑
[00:07:53.760 --> 00:07:55.000]  被人排擠
[00:07:55.000 --> 00:07:56.520]  還沒到這個
[00:07:56.520 --> 00:07:57.800]  遭遇到不公平的對待
[00:07:57.800 --> 00:08:00.200]  下一張是
[00:08:00.200 --> 00:08:03.640]  於是令到我們失去了自信心
[00:08:03.640 --> 00:08:05.400]  覺得自己好像很沒用
[00:08:05.400 --> 00:08:07.320]  有沒有覺得自己沒用
[00:08:07.320 --> 00:08:09.760]  好像做了什麼都不太行
[00:08:09.760 --> 00:08:10.960]  當你這樣看自己的時候
[00:08:10.960 --> 00:08:12.480]  你就覺得很慘了
[00:08:12.480 --> 00:08:14.960]  你生活得很艱難
[00:08:14.960 --> 00:08:16.560]  而在我們的社會裡面
[00:08:16.560 --> 00:08:18.400]  大家知不知道
[00:08:18.400 --> 00:08:20.520]  一個最嚴重
[00:08:20.520 --> 00:08:23.600]  腐爛的來源
[00:08:23.600 --> 00:08:25.960]  是在哪裡
[00:08:25.960 --> 00:08:27.800]  猜不猜得到
[00:08:27.800 --> 00:08:29.920]  在我們家
[00:08:29.920 --> 00:08:31.360]  一個最嚴重
[00:08:31.360 --> 00:08:32.680]  腐爛的來源
[00:08:32.680 --> 00:08:34.320]  是來自我們家
[00:08:34.320 --> 00:08:37.040]  比如婚姻破裂
[00:08:37.040 --> 00:08:40.400]  家庭的成員感到很失落
[00:08:40.400 --> 00:08:42.240]  很疏離
[00:08:42.240 --> 00:08:43.160]  被忽略
[00:08:43.160 --> 00:08:44.160]  被刻薄
[00:08:44.160 --> 00:08:46.760]  甚至被虐待
[00:08:46.760 --> 00:08:48.720]  當我們在這樣的家庭裡面生活的時候
[00:08:48.720 --> 00:08:51.840]  我們叫做 dysfunctional family
[00:08:51.840 --> 00:08:53.760]  當我們在這樣的家庭生活裡面的時候
[00:08:53.760 --> 00:08:55.040]  你會發覺有很多人
[00:08:55.040 --> 00:08:56.760]  家裡每一個都不會覺得
[00:08:56.760 --> 00:08:59.320]  家庭是一個幸福的地方
[00:08:59.320 --> 00:09:01.680]  回到家裡好像回到地獄一樣
[00:09:01.680 --> 00:09:03.320]  有的人真的這樣形容
[00:09:03.320 --> 00:09:05.360]  我回到家裡就像回到地獄一樣
[00:09:05.360 --> 00:09:07.160]  不覺得家庭的溫暖
[00:09:07.160 --> 00:09:09.640]  不覺得家庭裡面是一個幸福的地方
[00:09:09.640 --> 00:09:10.400]  不但如此
[00:09:10.400 --> 00:09:14.040]  令到家裡每一個人都有一種挫敗感
[00:09:14.040 --> 00:09:15.080]  令年輕一代
[00:09:15.080 --> 00:09:17.480]  小孩子在學校裡面長大
[00:09:17.480 --> 00:09:19.560]  他對婚姻有什麼期待
[00:09:19.560 --> 00:09:20.320]  沒什麼期待
[00:09:20.320 --> 00:09:23.040]  父母常常會在那裡吵架
[00:09:23.040 --> 00:09:23.520]  對不對
[00:09:23.520 --> 00:09:25.520]  所以以後他的家庭來說
[00:09:25.520 --> 00:09:27.160]  這樣吵架也是很正常的
[00:09:27.160 --> 00:09:30.120]  也是離婚的家庭
[00:09:30.120 --> 00:09:31.320]  所以你會發覺原來
[00:09:31.320 --> 00:09:33.720]  人生的痛苦真的太多了
[00:09:33.720 --> 00:09:35.600]  在不同的情況和環境裡面
[00:09:35.600 --> 00:09:37.640]  都來到了
[00:09:37.640 --> 00:09:40.400]  但是今天我想告訴大家的是什麼呢
[00:09:40.400 --> 00:09:42.320]  無論你信不信耶穌也好
[00:09:42.320 --> 00:09:43.440]  原來在聖經裡面
[00:09:43.440 --> 00:09:46.600]  耶穌是告訴祂的門徒
[00:09:46.600 --> 00:09:49.120]  人生的苦難是無所避免的
[00:09:49.120 --> 00:09:51.520]  不過
[00:09:51.520 --> 00:09:52.520]  我們看看
[00:09:52.520 --> 00:09:55.320]  耶穌怎樣跟祂的門徒說呢
[00:09:55.320 --> 00:09:57.360]  約翰福音16章33說
[00:09:57.360 --> 00:09:59.520]  在世上你們有苦難
[00:09:59.520 --> 00:10:01.560]  耶穌沒有否定這件事
[00:10:01.560 --> 00:10:03.320]  在世上你們有苦難
[00:10:03.320 --> 00:10:05.200]  但你們放心
[00:10:05.200 --> 00:10:07.160]  有些英文的翻譯是什麼呢
[00:10:07.160 --> 00:10:09.560]  你們要有勇氣
[00:10:09.560 --> 00:10:10.480]  你們要有信心
[00:10:10.480 --> 00:10:11.440]  要有勇氣
[00:10:11.440 --> 00:10:14.160]  我已經勝過了世界
[00:10:14.160 --> 00:10:16.600]  這是耶穌跟門徒說的
[00:10:16.600 --> 00:10:18.120]  你們在世上
[00:10:18.120 --> 00:10:19.840]  包括信耶穌的人
[00:10:19.840 --> 00:10:20.720]  都有苦難的
[00:10:20.720 --> 00:10:21.840]  不是信耶穌之後
[00:10:21.840 --> 00:10:23.160]  天父上帝就保佑你
[00:10:23.160 --> 00:10:24.000]  無災無難
[00:10:24.000 --> 00:10:24.960]  不
[00:10:24.960 --> 00:10:27.840]  聖經裡面從來都沒有這麼英許的
[00:10:27.840 --> 00:10:30.280]  反而說得很清楚
[00:10:30.280 --> 00:10:32.920]  基督徒在世上都會有苦難
[00:10:32.920 --> 00:10:34.960]  基督徒和非基督徒
[00:10:34.960 --> 00:10:38.360]  信耶穌和不信耶穌的人
[00:10:38.360 --> 00:10:41.760]  不同的地方在哪裡
[00:10:41.760 --> 00:10:42.720]  不同的地方很簡單
[00:10:42.720 --> 00:10:43.760]  第一我剛才說過
[00:10:43.760 --> 00:10:45.200]  你不信耶穌的人
[00:10:45.200 --> 00:10:46.320]  你落在苦難當中
[00:10:46.320 --> 00:10:49.040]  你覺得很無奈很無助
[00:10:49.040 --> 00:10:49.800]  是不是
[00:10:49.800 --> 00:10:51.000]  沒辦法
[00:10:51.000 --> 00:10:52.320]  覺得很慘
[00:10:52.320 --> 00:10:53.280]  很多迫不如終
[00:10:53.280 --> 00:10:54.960]  就是這個意思
[00:10:54.960 --> 00:10:57.800]  但是相信耶穌的人
[00:10:57.800 --> 00:10:59.120]  不同的地方就是
[00:10:59.120 --> 00:11:00.800]  原來聖經告訴我們
[00:11:00.800 --> 00:11:02.040]  耶穌告訴我們
[00:11:02.040 --> 00:11:05.200]  我們受苦難有原因的
[00:11:05.200 --> 00:11:08.000]  有目的的
[00:11:08.000 --> 00:11:10.000]  今天我想告訴大家
[00:11:10.000 --> 00:11:10.760]  在聖經裡面
[00:11:10.760 --> 00:11:12.880]  最少在希伯來書
[00:11:12.880 --> 00:11:14.320]  有兩個目的
[00:11:14.320 --> 00:11:16.320]  為什麼上帝讓我們基督徒
[00:11:16.320 --> 00:11:18.760]  在世上都會有苦難
[00:11:18.760 --> 00:11:20.880]  第一個是因為苦難
[00:11:20.880 --> 00:11:24.320]  會讓我們變得更加堅強
[00:11:24.320 --> 00:11:26.760]  苦難會讓我們變得更加堅強
[00:11:26.760 --> 00:11:28.000]  第二
[00:11:28.000 --> 00:11:29.440]  我們因為這樣的緣故
[00:11:29.440 --> 00:11:31.640]  我們就有能力去持守信仰
[00:11:31.640 --> 00:11:32.960]  持守真道
[00:11:32.960 --> 00:11:34.760]  而從中
[00:11:34.760 --> 00:11:37.600]  我們就找到人生的價值和意義
[00:11:37.600 --> 00:11:39.480]  這個是希伯來書
[00:11:39.480 --> 00:11:41.000]  今天跟大家看的
[00:11:41.000 --> 00:11:43.000]  這兩個的重點
[00:11:43.000 --> 00:11:44.720]  希伯來書十一章裡面
[00:11:44.720 --> 00:11:46.320]  從三五節到四十節
[00:11:46.320 --> 00:11:49.240]  提到有很多相信耶穌基督的人
[00:11:49.240 --> 00:11:52.360]  他們是遭受種種的困難
[00:11:52.360 --> 00:11:54.480]  痛苦和迫害的
[00:11:54.480 --> 00:11:57.880]  他們是如何捱過去的呢
[00:11:57.880 --> 00:11:59.200]  捱過去之後
[00:11:59.200 --> 00:12:01.240]  又得到什麼呢
[00:12:01.240 --> 00:12:03.800]  我們很快看看有一個概念
[00:12:03.800 --> 00:12:06.040]  我們看希伯來書十一章
[00:12:06.040 --> 00:12:08.320]  三十五節到四十節
[00:12:08.320 --> 00:12:11.960]  他說有些婦女得回從死裡復活的親人
[00:12:11.960 --> 00:12:14.520]  但有些人是忍受了酷刑
[00:12:14.520 --> 00:12:16.320]  不肯接受釋放
[00:12:16.320 --> 00:12:19.840]  為的是要得著更美的復活
[00:12:19.840 --> 00:12:22.200]  又有些人遭受戲弄
[00:12:22.200 --> 00:12:24.440]  鞭打甚至困鎖
[00:12:24.440 --> 00:12:25.640]  監禁
[00:12:25.640 --> 00:12:26.880]  被石頭打死
[00:12:26.880 --> 00:12:28.040]  被鋸鋸死
[00:12:28.040 --> 00:12:29.640]  被刀殺死
[00:12:29.640 --> 00:12:31.920]  他們披著綿羊山羊
[00:12:31.920 --> 00:12:32.960]  連衫都摸不著
[00:12:32.960 --> 00:12:34.480]  到處奔跑
[00:12:34.480 --> 00:12:35.720]  受窮罰
[00:12:35.720 --> 00:12:36.920]  遭患難
[00:12:36.920 --> 00:12:38.200]  被虐待
[00:12:38.200 --> 00:12:41.520]  原是這個世界不配有的人
[00:12:41.520 --> 00:12:42.800]  他們漂流無定
[00:12:42.800 --> 00:12:46.600]  在曠野、山嶺、石洞和地月淒身
[00:12:46.600 --> 00:12:48.200]  所有這些人
[00:12:48.200 --> 00:12:51.240]  都藉著信得了稱許
[00:12:51.240 --> 00:12:54.480]  卻還沒有得著所應許的四十節
[00:12:54.480 --> 00:12:59.240]  因為神已經為我們預備了更美的事
[00:12:59.240 --> 00:13:02.400]  使他們若不跟我們在一起
[00:13:02.400 --> 00:13:05.800]  就不能完全
[00:13:05.800 --> 00:13:07.000]  當我們看聖經的時候
[00:13:07.000 --> 00:13:08.080]  我們發覺
[00:13:08.080 --> 00:13:11.760]  聖經裡記載了早期的基督徒
[00:13:11.760 --> 00:13:16.480]  所面對的苦難和逼迫
[00:13:16.480 --> 00:13:18.400]  聽到心寒了嗎?
[00:13:18.400 --> 00:13:19.920]  有沒有讀過聖經裡
[00:13:19.920 --> 00:13:22.480]  做基督徒要受這種苦難
[00:13:22.480 --> 00:13:24.240]  你聽到怕不怕
[00:13:24.240 --> 00:13:26.640]  還要不要信耶穌?
[00:13:26.640 --> 00:13:28.040]  很多人就不相信
[00:13:28.040 --> 00:13:30.600]  要面對這麼多的苦難
[00:13:30.600 --> 00:13:32.040]  太恐怖了
[00:13:32.040 --> 00:13:34.360]  怎麼相信?
[00:13:34.360 --> 00:13:35.400]  會不會?
[00:13:35.400 --> 00:13:37.720]  我希望你不會
[00:13:37.720 --> 00:13:38.840]  上帝知道我們軟弱
[00:13:38.840 --> 00:13:42.800]  所以沒有讓我們受這種苦難
[00:13:42.800 --> 00:13:48.600]  希伯來書的作者告訴我們
[00:13:48.600 --> 00:13:53.680]  不單單是我們熟悉的聖經偉人
[00:13:53.680 --> 00:13:56.520]  像是阿伯拉罕、彼薩等
[00:13:56.520 --> 00:13:57.520]  聖經偉人
[00:13:57.520 --> 00:13:59.800]  大衛那些很有信心的
[00:13:59.800 --> 00:14:03.280]  不單單是這些人會遇到苦難
[00:14:03.280 --> 00:14:04.360]  原來聖經裡
[00:14:04.360 --> 00:14:07.160]  我們看到很多無名士
[00:14:07.160 --> 00:14:09.720]  他們的名字都沒有記載在聖經裡
[00:14:09.720 --> 00:14:12.120]  這些是所謂普通的基督徒
[00:14:12.120 --> 00:14:15.360]  或者叫「平信徒」
[00:14:15.360 --> 00:14:18.560]  他們同樣會遭受逼迫
[00:14:18.560 --> 00:14:21.560]  他們同樣會遇到這種苦難
[00:14:21.560 --> 00:14:23.240]  但是聖經說
[00:14:23.240 --> 00:14:25.240]  他們因為信的緣故
[00:14:25.240 --> 00:14:27.520]  變得更加的堅強
[00:14:27.520 --> 00:14:30.280]  可以為主做見證
[00:14:30.280 --> 00:14:33.960]  我們看看三十五節怎麼說
[00:14:33.960 --> 00:14:37.200]  有些婦女得悔從死裡復活的親人
[00:14:37.200 --> 00:14:39.880]  但有些人忍受了酷刑
[00:14:39.880 --> 00:14:42.040]  不肯接受釋放
[00:14:42.040 --> 00:14:44.960]  為的是要得著更美的復活
[00:14:44.960 --> 00:14:46.480]  什麼是更美的復活?
[00:14:46.480 --> 00:14:50.280]  因為他們相信有永恆的國度
[00:14:50.280 --> 00:14:52.920]  如果我們看《馬太福音》的時候
[00:14:52.920 --> 00:14:54.120]  你會記得
[00:14:54.120 --> 00:14:55.760]  只有《馬太福音》記載
[00:14:55.760 --> 00:14:57.720]  當耶穌死的時候
