
[00:00:00.000 --> 00:00:03.120]  憲章是一份法律的文件
[00:11:54.520 --> 00:11:56.920]  因為在十五節就提到
[00:11:56.920 --> 00:12:00.520]  要提防假先知
[00:12:00.520 --> 00:12:04.360]  我們要怎樣判斷真假先知呢?
[00:12:04.360 --> 00:12:06.440]  其實耶穌教了我們
[00:12:06.440 --> 00:12:10.120]  要看他們的行為
[00:12:10.120 --> 00:12:14.120]  講完怎樣辨認先知或者老師之後
[00:12:14.120 --> 00:12:18.320]  二十一節到耶三節
[00:12:18.320 --> 00:12:22.520]  也真是意想不到
[00:12:22.520 --> 00:12:29.120]  那裡說不是每一個稱呼耶穌為主的人
[00:12:29.120 --> 00:12:31.920]  都一定會進入到天國
[00:12:31.920 --> 00:12:35.120]  又好像和五十一節有些矛盾
[00:12:35.120 --> 00:12:37.320]  五十一節承認就可以了
[00:12:37.320 --> 00:12:39.120]  現在又說不是了
[00:12:39.120 --> 00:12:42.120]  有些人口裡會稱主啊主啊
[00:12:42.120 --> 00:12:45.120]  我不是奉祢的名傳上帝訊息
[00:12:45.120 --> 00:12:47.120]  也奉祢的名趕鬼
[00:12:47.120 --> 00:12:52.520]  甚至行許多奇蹟嗎?
[00:12:52.520 --> 00:12:54.120]  可惜二十三節
[00:12:54.120 --> 00:12:55.920]  耶穌會對他們說
[00:12:55.920 --> 00:12:59.120]  我從不認識你們
[00:12:59.120 --> 00:13:04.920]  你們這些作惡的走開吧
[00:13:04.920 --> 00:13:06.320]  為什麼呢?
[00:13:06.320 --> 00:13:08.520]  是不是有些意想不到呢?
[00:13:08.520 --> 00:13:10.520]  這麼努力為主工作的人
[00:13:10.520 --> 00:13:16.520]  到頭來也進不了天國
[00:13:16.520 --> 00:13:18.720]  我想關鍵就在形式那裡
[00:13:18.720 --> 00:13:22.920]  一般來說在聖經中講到的形式
[00:13:22.920 --> 00:13:24.920]  都是指關係上的形式
[00:13:24.920 --> 00:13:27.120]  你要和上帝有關係
[00:13:27.120 --> 00:13:29.520]  不只是知識上的形式
[00:13:29.520 --> 00:13:33.720]  比如說我知道現在澳洲總理叫Scott Morrison
[00:13:33.720 --> 00:13:35.320]  我知道啊
[00:13:35.320 --> 00:13:37.120]  我也認識這個現實
[00:13:37.120 --> 00:13:41.320]  但是我和他沒有什麼個人化的關係
[00:13:41.320 --> 00:13:45.320]  今天在我們的社會裡有很多的異端
[00:13:45.320 --> 00:13:49.120]  所有異端都一定說自己是信耶穌的
[00:13:49.120 --> 00:13:52.520]  他們都會奉主的名去傳訊息
[00:13:52.520 --> 00:13:55.320]  甚至乎行神蹟
[00:13:55.320 --> 00:13:57.920]  但是那些異端的教師
[00:13:57.920 --> 00:14:02.120]  沒有和上帝有個人化的關係
[00:14:02.120 --> 00:14:04.520]  所以到最後的時間
[00:14:04.520 --> 00:14:07.520]  主耶穌會判決他們
[00:14:07.520 --> 00:14:09.920]  進不了天堂
[00:14:09.920 --> 00:14:12.920]  我們現在有沒有人開始有點害怕?
[00:14:12.920 --> 00:14:14.120]  慘了
[00:14:14.120 --> 00:14:17.320]  我究竟能不能進入天堂?
[00:14:17.320 --> 00:14:20.120]  余牧師你告訴我信耶穌可以進入天堂
[00:14:20.120 --> 00:14:23.120]  現在你又說很害怕
[00:14:23.120 --> 00:14:24.720]  不用害怕
[00:14:24.720 --> 00:14:26.920]  可以進入的
[00:14:26.920 --> 00:14:29.720]  我們怎樣可以有把握進入呢?
[00:14:29.720 --> 00:14:32.320]  24至27節就告訴我們了
[00:14:32.320 --> 00:14:37.920]  那裡有一個很關鍵的教導
[00:14:37.920 --> 00:14:39.920]  主耶穌說的教導是
[00:14:39.920 --> 00:14:42.920]  我們聽到耶穌的話的人
[00:14:42.920 --> 00:14:44.720]  有實行的
[00:14:44.720 --> 00:14:47.520]  我們就可以穩如磐石
[00:14:47.520 --> 00:14:50.920]  不必憂慮進不了天堂
[00:14:50.920 --> 00:14:54.120]  很簡單的
[00:14:54.120 --> 00:14:56.320]  我們要聽了之後
[00:14:56.320 --> 00:14:58.520]  實行耶穌的話
[00:14:58.520 --> 00:15:01.920]  我們就可以穩如磐石
[00:15:01.920 --> 00:15:03.720]  馬太給我們兩個選擇
[00:15:03.720 --> 00:15:06.920]  來結束登山補訓的教導
[00:15:06.920 --> 00:15:08.720]  其實都是效法摩西的
[00:15:08.720 --> 00:15:11.120]  摩西臨尾的時候
[00:15:11.120 --> 00:15:14.120]  他講完道都有這樣的提醒
[00:15:14.120 --> 00:15:17.520]  他說:我再此時此地鄭重地警告你們
[00:15:17.520 --> 00:15:19.120]  你們一定滅亡的
[00:15:19.120 --> 00:15:21.720]  現在我呼喚天地來作證
[00:15:21.720 --> 00:15:28.520]  把生命和死亡、祝福和救助
[00:15:28.520 --> 00:15:30.920]  擺在你們面前
[00:15:30.920 --> 00:15:36.120]  選擇生命吧!
[00:15:36.120 --> 00:15:41.720]  主耶穌將登山補訓在這裡結束
[00:15:41.720 --> 00:15:43.720]  都是有這個意思
[00:15:43.720 --> 00:15:45.920]  你要選擇生命吧!
[00:15:45.920 --> 00:15:47.120]  你要選擇生命
[00:15:47.120 --> 00:15:48.520]  你要聽了耶穌的話
[00:15:48.520 --> 00:15:52.320]  你要去實行
[00:15:52.320 --> 00:15:55.720]  這樣我們就會穩如磐石
[00:15:55.720 --> 00:15:58.720]  一定可以進入到天堂
[00:15:58.720 --> 00:15:59.120]  第一姐妹
[00:15:59.120 --> 00:16:01.120]  耶穌的教導就是權威
[00:16:01.120 --> 00:16:04.520]  所以第七章最後提到權威
[00:16:04.520 --> 00:16:07.520]  我們不要相信在生命中
[00:16:07.520 --> 00:16:11.920]  做過一次決志祈禱
[00:16:11.920 --> 00:16:14.920]  就好像拿了免死金牌一樣
[00:16:14.920 --> 00:16:18.320]  永遠保證得救
[00:16:18.320 --> 00:16:19.720]  登山補訓的結束
[00:16:19.720 --> 00:16:23.920]  是說我們一次承認自己靈性破產
[00:16:23.920 --> 00:16:27.720]  只不過是入門而已
[00:16:27.720 --> 00:16:29.520]  耶穌那一句話是不會錯的
[00:16:29.520 --> 00:16:32.120]  你承認你靈性破產
[00:16:32.120 --> 00:16:33.520]  你就是天國的子民
[00:16:33.520 --> 00:16:35.920]  但是你只是入門而已
[00:16:35.920 --> 00:16:39.720]  我們要認真實行天父的旨意
[00:16:39.720 --> 00:16:43.520]  和按著耶穌的話去實行
[00:16:43.520 --> 00:16:46.720]  我們才可以穩如磐石
[00:16:46.720 --> 00:16:49.520]  才不會去到天堂的時候
[00:16:49.520 --> 00:16:55.920]  出乎意料地被耶穌趕走
[00:16:55.920 --> 00:16:58.920]  我們一起祈禱
[00:16:58.920 --> 00:16:59.520]  神話天父
[00:16:59.520 --> 00:17:01.920]  感謝祢賜天上的福氣給我們
[00:17:01.920 --> 00:17:03.720]  藉著主耶穌的登山補訓
[00:17:03.720 --> 00:17:05.320]  再次提醒我們
[00:17:05.320 --> 00:17:09.520]  我們在生活上要好好進行主耶穌的教導
[00:17:09.520 --> 00:17:13.720]  為主耶穌作世上的炎和光
[00:17:13.720 --> 00:17:15.120]  感謝祢在過去二十年
[00:17:15.120 --> 00:17:18.120]  讓我們一同在這裡學習聖經的真理
[00:17:18.120 --> 00:17:20.920]  求祢的聖靈繼續幫助我們在未來的日子
[00:17:20.920 --> 00:17:23.720]  可以努力不懈地持守真理
[00:17:23.720 --> 00:17:26.720]  尤其是愛祢和愛其他人
[00:17:26.720 --> 00:17:28.720]  奉耶穌基督的名祈禱
[00:17:28.720 --> 00:17:29.720]  阿門
