
[00:00:00.000 --> 00:00:08.000]  今天我們要跟弟兄姊妹一同分享的題目是:以利亞寂居在撒拉法瓦夫的家
[00:05:26.000 --> 00:05:29.000]  怎麼能夠來供養他
[00:05:29.000 --> 00:05:34.000]  那這個也是比較困難的
[00:05:34.000 --> 00:05:40.000]  但是神就要把以利亞帶到撒拉法去
[00:05:40.000 --> 00:05:44.000]  撒拉法這個名字的意思就是一個熔爐
[00:05:44.000 --> 00:05:47.000]  熔化金屬的爐
[00:05:47.000 --> 00:05:50.000]  由火來熔化
[00:05:50.000 --> 00:05:56.000]  那麼就看見這個地方也是一個試驗人的地方
[00:05:56.000 --> 00:05:58.000]  神把他放在撒拉法
[00:05:58.000 --> 00:06:00.000]  不放在別的地方
[00:06:00.000 --> 00:06:02.000]  意思就是在那個地方
[00:06:02.000 --> 00:06:07.000]  神要藉着環境來試驗他
[00:06:07.000 --> 00:06:13.000]  也叫神的僕人能夠來學習順服他
[00:06:13.000 --> 00:06:15.000]  可能一開始的時候
[00:06:15.000 --> 00:06:18.000]  以利亞並不是很明白
[00:06:18.000 --> 00:06:20.000]  爲什麼在基利西這個地方
[00:06:20.000 --> 00:06:22.000]  雖然是比較偏僻
[00:06:22.000 --> 00:06:24.000]  但是也很安全
[00:06:24.000 --> 00:06:27.000]  現在把我放在一個外邦人的中間
[00:06:27.000 --> 00:06:29.000]  那是不是安全
[00:06:29.000 --> 00:06:31.000]  我要走這麼多的路
[00:06:31.000 --> 00:06:34.000]  要是給亞哈王知道了
[00:06:34.000 --> 00:06:37.000]  我會不會有危險
[00:06:37.000 --> 00:06:40.000]  那麼怎麼叫一個寡婦來供養我
[00:06:40.000 --> 00:06:43.000]  到底他是什麼樣一個人
[00:06:43.000 --> 00:06:47.000]  以利亞可能也事先不會知道
[00:06:47.000 --> 00:06:51.000]  好多事他都不會明瞭
[00:06:51.000 --> 00:06:53.000]  就像我們一樣的
[00:06:53.000 --> 00:06:55.000]  我們遇到好多事情來的時候
[00:06:55.000 --> 00:06:58.000]  我們也不明白這是爲什麼
[00:06:58.000 --> 00:07:01.000]  爲什麼神把我放在這個環境當中
[00:07:01.000 --> 00:07:04.000]  爲什麼神把我放在這些人的當中
[00:07:04.000 --> 00:07:08.000]  到底是什麼意思呢
[00:07:08.000 --> 00:07:11.000]  但是既然是神說話了
[00:07:11.000 --> 00:07:13.000]  以利亞就順服
[00:07:13.000 --> 00:07:17.000]  是以利亞的一個很美的特點
[00:07:17.000 --> 00:07:20.000]  面對這種很不確定的事情
[00:07:20.000 --> 00:07:23.000]  他就是順服了
[00:07:23.000 --> 00:07:26.000]  因爲神已經在前一段時間
[00:07:26.000 --> 00:07:30.000]  把他放在基利西旁
[00:07:30.000 --> 00:07:33.000]  當他跟亞哈王說完這個話以後
[00:07:33.000 --> 00:07:36.000]  說是我不禱告天就不下雨
[00:07:36.000 --> 00:07:41.000]  然後神就安排他在基利西的旁邊
[00:07:41.000 --> 00:07:44.000]  基利西是一個很偏僻的地方
[00:07:44.000 --> 00:07:46.000]  是人不太容易找到
[00:07:46.000 --> 00:07:49.000]  但是也是一個很缺乏的地方
[00:07:49.000 --> 00:07:53.000]  那麼在基利西到底他住了多長時間
[00:07:53.000 --> 00:07:54.000]  聖經沒有說
[00:07:54.000 --> 00:07:57.000]  但是不是一個短的時間
[00:07:57.000 --> 00:07:59.000]  因爲本來是一個有水的地方
[00:07:59.000 --> 00:08:01.000]  慢慢能枯乾了
[00:08:01.000 --> 00:08:03.000]  就不是一天兩天
[00:08:03.000 --> 00:08:05.000]  也不是一個月兩個月的
[00:08:05.000 --> 00:08:07.000]  那麼他經歷在那個地方
[00:08:07.000 --> 00:08:13.000]  神用烏鴉雕餅和肉給他喫
[00:08:13.000 --> 00:08:19.000]  那麼你想想看
[00:08:19.000 --> 00:08:26.000]  聖經說烏鴉早晚給他雕餅和肉來
[00:08:26.000 --> 00:08:27.000]  早晚
[00:08:27.000 --> 00:08:29.000]  那麼中文翻譯的時候
[00:08:29.000 --> 00:08:32.000]  就把這個英文裏頭的兩句話
[00:08:32.000 --> 00:08:34.000]  拼在一塊了
[00:08:34.000 --> 00:08:39.000]  在原文是烏鴉早晨給他雕餅和肉來
[00:08:39.000 --> 00:08:42.000]  晚上給他雕餅和肉來
[00:08:42.000 --> 00:08:44.000]  原文是兩句
[00:08:44.000 --> 00:08:45.000]  中文翻譯的時候
[00:08:45.000 --> 00:08:49.000]  早晚都給他雕餅和肉來
[00:08:49.000 --> 00:08:54.000]  那就是早餐開飯了
[00:08:54.000 --> 00:08:56.000]  幾點鐘開飯也不知道
[00:08:56.000 --> 00:08:58.000]  烏鴉就來了
[00:08:58.000 --> 00:09:00.000]  又有餅又有肉來了
[00:09:00.000 --> 00:09:01.000]  好了他走了
[00:09:01.000 --> 00:09:03.000]  喫飽了走了
[00:09:03.000 --> 00:09:06.000]  那麼到晚上烏鴉又來了
[00:09:06.000 --> 00:09:08.000]  一天兩頓
[00:09:08.000 --> 00:09:12.000]  烏鴉就按時把餅跟肉送過來
[00:09:12.000 --> 00:09:15.000]  誰能夠管理烏鴉
[00:09:15.000 --> 00:09:18.000]  誰能夠來指揮着烏鴉做的事情呢
[00:09:18.000 --> 00:09:22.000]  而且這烏鴉是自己很喜歡喫肉的
[00:09:22.000 --> 00:09:24.000]  嘴裏掉了餅自己不喫
[00:09:24.000 --> 00:09:26.000]  還給先知喫
[00:09:26.000 --> 00:09:28.000]  那麼這個時候都看見
[00:09:28.000 --> 00:09:31.000]  就神在背後在管理
[00:09:31.000 --> 00:09:36.000]  所以以利亞在基裏希這段時間
[00:09:36.000 --> 00:09:38.000]  他沒有愛餓
[00:09:38.000 --> 00:09:42.000]  他有水和有餅還有肉
[00:09:42.000 --> 00:09:46.000]  那生活應該是很豐富的
[00:09:46.000 --> 00:09:48.000]  這麼一段時間的經歷呢
[00:09:48.000 --> 00:09:50.000]  給他學習的功課
[00:09:50.000 --> 00:09:52.000]  神能夠看顧他
[00:09:52.000 --> 00:09:56.000]  神能夠供應他所需的一切
[00:09:56.000 --> 00:09:59.000]  那麼既然他經過的事情
[00:09:59.000 --> 00:10:02.000]  他知道神他不物是
[00:10:02.000 --> 00:10:04.000]  就像我們剛纔唱的詩歌
[00:10:04.000 --> 00:10:07.000]  他不物是因他是神
[00:10:07.000 --> 00:10:09.000]  如果我們靠人
[00:10:09.000 --> 00:10:11.000]  你就不一定可靠了
[00:10:11.000 --> 00:10:14.000]  可能他有心有餘而力不足
[00:10:14.000 --> 00:10:18.000]  他想幫助你可是他沒有力量
[00:10:18.000 --> 00:10:21.000]  但是我們的神他從來不物是
[00:10:21.000 --> 00:10:23.000]  因爲他是神
[00:10:23.000 --> 00:10:25.000]  他不但有愛
[00:10:25.000 --> 00:10:27.000]  他不但有智慧
[00:10:27.000 --> 00:10:29.000]  而且他還有能力
[00:10:29.000 --> 00:10:32.000]  他能做人所做不到的事情
[00:10:32.000 --> 00:10:35.000]  他不受環境的限制
[00:10:35.000 --> 00:10:38.000]  所以以利亞在基裏希這段的經歷
[00:10:38.000 --> 00:10:42.000]  是爲了他下一段到撒拉法去的話
[00:10:42.000 --> 00:10:45.000]  是打下一個很好的基礎
[00:10:45.000 --> 00:10:47.000]  在那邊經歷了神的信使
[00:10:47.000 --> 00:10:49.000]  所以他就順乎了
[00:10:49.000 --> 00:10:55.000]  順乎了神的命令
[00:10:55.000 --> 00:10:59.000]  接下來他就是順乎神的引導
[00:10:59.000 --> 00:11:02.000]  他不但聽從神的話語
[00:11:02.000 --> 00:11:06.000]  而且他還是順乎神的引導
[00:11:06.000 --> 00:11:10.000]  神的引導也是個命令
[00:11:10.000 --> 00:11:12.000]  聽神的命令
[00:11:12.000 --> 00:11:17.000]  那麼以利亞就起身往撒拉法去
[00:11:17.000 --> 00:11:22.000]  而且說住在那裏
[00:11:22.000 --> 00:11:26.000]  因爲神吩咐他說你要住在那裏
[00:11:26.000 --> 00:11:29.000]  那麼這個是神的命令
[00:11:29.000 --> 00:11:31.000]  他就去了
[00:11:31.000 --> 00:11:35.000]  所以起身的意思就是起來的
[00:11:35.000 --> 00:11:37.000]  他靈裏頭有回應的
[00:11:37.000 --> 00:11:39.000]  神向他說話了
[00:11:39.000 --> 00:11:41.000]  他就起來了
[00:11:41.000 --> 00:11:43.000]  他不是說神說完話以後
[00:11:43.000 --> 00:11:46.000]  他還在那地方停留不動
[00:11:46.000 --> 00:11:48.000]  他有反應
[00:11:48.000 --> 00:11:52.000]  那我們有時候聽從神的引導
[00:11:52.000 --> 00:11:56.000]  神如果叫我們去做什麼事情
[00:11:56.000 --> 00:11:58.000]  那我們就要反應
[00:11:58.000 --> 00:11:59.000]  我們就要起身
[00:11:59.000 --> 00:12:02.000]  我們靈裏頭就要回應
[00:12:02.000 --> 00:12:05.000]  那去呢就是要走路了
[00:12:05.000 --> 00:12:10.000]  從那個地方走到撒拉法要一百公里
[00:12:10.000 --> 00:12:13.000]  要走的話不是一天就能夠到的
[00:12:13.000 --> 00:12:16.000]  路上有很多的困難
[00:12:16.000 --> 00:12:18.000]  也很危險
[00:12:18.000 --> 00:12:23.000]  你要經過亞哈王所管轄的地方
[00:12:23.000 --> 00:12:25.000]  也是危險
[00:12:25.000 --> 00:12:28.000]  因爲當他跟王說完這個話
[00:12:28.000 --> 00:12:30.000]  天就不下雨了
[00:12:30.000 --> 00:12:33.000]  那亞哈王一定要找他
[00:12:33.000 --> 00:12:35.000]  那麼他也是有危險
[00:12:35.000 --> 00:12:37.000]  但是他就去
[00:12:37.000 --> 00:12:40.000]  他就有反應
[00:12:40.000 --> 00:12:44.000]  而且他還有行動
[00:12:44.000 --> 00:12:49.000]  以前說就住在那裏
[00:12:49.000 --> 00:12:52.000]  就不往別的地方去了
[00:12:52.000 --> 00:12:54.000]  不管當時的情況怎麼樣
[00:12:54.000 --> 00:12:56.000]  他就等候神
[00:12:56.000 --> 00:12:57.000]  他就住在那裏
[00:12:57.000 --> 00:13:00.000]  看神下一步怎麼做
[00:13:00.000 --> 00:13:02.000]  所以這個聽神的命令
[00:13:02.000 --> 00:13:05.000]  就是在靈裏頭得有回應
[00:13:05.000 --> 00:13:09.000]  就是我們人的行動上就有行動
[00:13:09.000 --> 00:13:15.000]  而且我們還能夠等候來聽神的意思
[00:13:15.000 --> 00:13:18.000]  神的話不但是命令
[00:13:18.000 --> 00:13:21.000]  神的話也是個應許
[00:13:21.000 --> 00:13:23.000]  因爲神說了
[00:13:23.000 --> 00:13:28.000]  有一個寡婦供養你
[00:13:28.000 --> 00:13:32.000]  那這個這裏沒有具體的細節
[00:13:32.000 --> 00:13:34.000]  到底他住在哪個地方
[00:13:34.000 --> 00:13:38.000]  他住在哪個地方可以去找他
[00:13:38.000 --> 00:13:41.000]  到底他家裏的情況怎麼樣
[00:13:41.000 --> 00:13:44.000]  能夠供給我嗎
[00:13:44.000 --> 00:13:46.000]  沒有具體的細節
[00:13:46.000 --> 00:13:49.000]  而且寡婦本人也不知道
[00:13:49.000 --> 00:13:51.000]  神也沒有對寡婦說
[00:13:51.000 --> 00:13:54.000]  你去有一個爾利亞要來
[00:13:54.000 --> 00:13:57.000]  你要準備好給他住的地方
[00:13:57.000 --> 00:14:00.000]  要準備給他喫的
[00:14:00.000 --> 00:14:03.000]  寡婦本身也不知道
[00:14:03.000 --> 00:14:06.000]  但是神是應許
[00:14:06.000 --> 00:14:08.000]  神的引導是個應許
[00:14:08.000 --> 00:14:11.000]  神既然叫他去了
[00:14:11.000 --> 00:14:15.000]  那麼神也會給他預備
[00:14:15.000 --> 00:14:18.000]  就像亞伯拉罕
[00:14:18.000 --> 00:14:20.000]  他聽到神的命令
[00:14:20.000 --> 00:14:22.000]  要叫亞伯拉罕
[00:14:22.000 --> 00:14:27.000]  把他獨生子以撒獻上獻祭給神
[00:14:27.000 --> 00:14:30.000]  那麼亞伯拉罕就順服了
[00:14:30.000 --> 00:14:34.000]  亞伯拉罕也不知道神是什麼意思
[00:14:34.000 --> 00:14:38.000]  也不知道去的那個地方
[00:14:38.000 --> 00:14:41.000]  神怎麼樣的預備的
[00:14:41.000 --> 00:14:42.000]  他都不知道
[00:14:42.000 --> 00:14:44.000]  但聽見神這麼豐富
[00:14:44.000 --> 00:14:46.000]  他就去了
[00:14:46.000 --> 00:14:48.000]  因爲神當時也沒有說
[00:14:48.000 --> 00:14:50.000]  你去的話不要緊了
[00:14:50.000 --> 00:14:53.000]  我給你預備個羊羔來代替以撒
[00:14:53.000 --> 00:14:56.000]  神事先都沒有說這些話
[00:14:56.000 --> 00:14:58.000]  從亞伯拉罕說的話
[00:14:58.000 --> 00:15:01.000]  以撒是他的獨生子
[00:15:01.000 --> 00:15:05.000]  一百歲的時候才生到這個寶貝的兒子
[00:15:05.000 --> 00:15:07.000]  他怎麼可以把自己的
[00:15:07.000 --> 00:15:12.000]  這樣的心愛的兒子獻上當祭物呢
[00:15:12.000 --> 00:15:15.000]  從感情上他捨不得的
[00:15:15.000 --> 00:15:20.000]  從理性上好像也想不通的
[00:15:20.000 --> 00:15:23.000]  自己兒子怎麼可以殺自己的兒子呢
[00:15:23.000 --> 00:15:26.000]  沒有一個父親不愛自己的兒子
[00:15:26.000 --> 00:15:30.000]  沒有一個父親可以殺他自己的兒子的
[00:15:30.000 --> 00:15:34.000]  於是神就跟他說了
[00:15:34.000 --> 00:15:39.000]  只有從撒拉生的
[00:15:39.000 --> 00:15:42.000]  從撒拉生的才成爲你的後裔
[00:15:42.000 --> 00:15:44.000]  那麼以撒是撒拉生的
[00:15:44.000 --> 00:15:47.000]  神就應許給我這個兒子了嗎
[00:15:47.000 --> 00:15:50.000]  怎麼現在又要把他殺掉
[00:15:50.000 --> 00:15:53.000]  獻爲祭物呢
[00:15:53.000 --> 00:15:55.000]  他相信神
[00:15:55.000 --> 00:15:57.000]  神爲應許他
[00:15:57.000 --> 00:16:00.000]  成爲這個撒拉生的
[00:16:00.000 --> 00:16:02.000]  只必成爲你的後裔
[00:16:02.000 --> 00:16:06.000]  那麼既然這個於撒是撒拉生的
[00:16:06.000 --> 00:16:08.000]  即使我把他殺了
[00:16:08.000 --> 00:16:11.000]  神也會叫他從死裏復活
[00:16:11.000 --> 00:16:15.000]  所以他相信神是始無變爲有的神
[00:16:15.000 --> 00:16:19.000]  他也相信神是叫死人復活的神
[00:16:19.000 --> 00:16:21.000]  所以他就按照神的命令
[00:16:21.000 --> 00:16:25.000]  他就帶着兒子上摩利亞山去
[00:16:25.000 --> 00:16:28.000]  到那個地方準備要獻祭
[00:16:28.000 --> 00:16:31.000]  把以撒殺了獻祭給神
[00:16:31.000 --> 00:16:33.000]  當然我們知道
[00:16:33.000 --> 00:16:37.000]  讀到《創世紀》二十二章就看到
[00:16:37.000 --> 00:16:41.000]  當他把以撒捆好以後
[00:16:41.000 --> 00:16:43.000]  放在柴上
[00:16:43.000 --> 00:16:47.000]  正要用手摸着刀的時候
[00:16:47.000 --> 00:16:49.000]  天上的使者就聲音說
[00:16:49.000 --> 00:16:52.000]  不可動手殺這個童子
[00:16:52.000 --> 00:16:54.000]  那麼他一看
[00:16:54.000 --> 00:16:58.000]  在樹叢裏頭有一隻羊
[00:16:58.000 --> 00:16:59.000]  在那個地方
[00:16:59.000 --> 00:17:02.000]  他就把羊獻成爲祭了
[00:17:02.000 --> 00:17:05.000]  那麼看見神應許他
[00:17:05.000 --> 00:17:07.000]  他相信神的應許
[00:17:07.000 --> 00:17:10.000]  這個以撒是神賜給他做後裔的
[00:17:10.000 --> 00:17:12.000]  他相信神
[00:17:12.000 --> 00:17:15.000]  那麼以利亞他也是相信神
[00:17:15.000 --> 00:17:18.000]  相信神說有個寡婦會供養你
[00:17:18.000 --> 00:17:22.000]  他就相信了
[00:17:22.000 --> 00:17:26.000]  那以利亞就動身就去了
[00:17:26.000 --> 00:17:31.000]  他就經過這麼長一段路
[00:17:31.000 --> 00:17:33.000]  在撒拉法的城門口
[00:17:33.000 --> 00:17:37.000]  就遇見一個婦人是在撿柴火
[00:17:37.000 --> 00:17:41.000]  他就向她要水喝
[00:17:41.000 --> 00:17:43.000]  爲什麼向她要水喝呢
[00:17:43.000 --> 00:17:46.000]  很可能這是他要想
[00:17:46.000 --> 00:17:48.000]  藉着這個來印證
[00:17:48.000 --> 00:17:58.000]  這個寡婦是不是神所預備安排的寡婦
[00:17:58.000 --> 00:18:02.000]  我想從基裏西到撒拉法
[00:18:02.000 --> 00:18:04.000]  這麼長一段路
[00:18:04.000 --> 00:18:06.000]  這一路走的時候
[00:18:06.000 --> 00:18:08.000]  我們可以想象
[00:18:08.000 --> 00:18:10.000]  以利亞也一定會
[00:18:10.000 --> 00:18:13.000]  一定心裏頭有禱告的
[00:18:13.000 --> 00:18:18.000]  到底哪一個人是你所安排的
[00:18:18.000 --> 00:18:19.000]  他可能就想
[00:18:19.000 --> 00:18:24.000]  如果我跟他要水喝
[00:18:24.000 --> 00:18:25.000]  因爲水很需要
[00:18:25.000 --> 00:18:27.000]  走這麼多路
[00:18:27.000 --> 00:18:28.000]  是需要有水
[00:18:28.000 --> 00:18:30.000]  很乾渴的
[00:18:30.000 --> 00:18:32.000]  那麼如果我跟他要水喝
[00:18:32.000 --> 00:18:34.000]  那麼那個人就
[00:18:34.000 --> 00:18:39.000]  或許就是神你所安排的寡婦
[00:18:39.000 --> 00:18:45.000]  也會不會以利亞讀過創世紀二十四章
[00:18:45.000 --> 00:18:47.000]  二十四章就講到
[00:18:47.000 --> 00:18:49.000]  亞伯拉罕一個老僕人
[00:18:49.000 --> 00:18:53.000]  爲亞伯拉罕到遠方去
[00:18:53.000 --> 00:18:58.000]  去爲他的兒子找一個妻子
[00:18:58.000 --> 00:19:01.000]  那麼到底在哪個地方
[00:19:01.000 --> 00:19:04.000]  是神所安排給他主人的兒子
[00:19:04.000 --> 00:19:07.000]  所安排的妻子呢
[00:19:07.000 --> 00:19:09.000]  聖經就記載了
[00:19:09.000 --> 00:19:11.000]  亞伯拉罕的老僕人
[00:19:11.000 --> 00:19:13.000]  就在心裏想的
[00:19:13.000 --> 00:19:15.000]  如果我到了那個城以後
[00:19:15.000 --> 00:19:19.000]  我跟打水的這些女子說
[00:19:19.000 --> 00:19:22.000]  給我水喝的
[00:19:22.000 --> 00:19:26.000]  那麼那個就是神所安排的
[00:19:26.000 --> 00:19:27.000]  他有禱告
[00:19:27.000 --> 00:19:29.000]  等他禱告完了以後
[00:19:29.000 --> 00:19:31.000]  就看見有一羣的女子
[00:19:31.000 --> 00:19:35.000]  拿着水瓶來打水
[00:19:35.000 --> 00:19:37.000]  他在井旁看見這些人
[00:19:37.000 --> 00:19:40.000]  就跟着其中有一個說了以後
[00:19:40.000 --> 00:19:43.000]  請你把水給我喝
[00:19:43.000 --> 00:19:44.000]  這個女子就很好
[00:19:44.000 --> 00:19:46.000]  把水給他喝
[00:19:46.000 --> 00:19:49.000]  不但給老僕人喝
[00:19:49.000 --> 00:19:52.000]  而且也給他的駱駝也喝了
[00:19:52.000 --> 00:19:54.000]  駱駝喝的水
[00:19:54.000 --> 00:19:57.000]  比我們人喝的多得多了
[00:19:57.000 --> 00:19:59.000]  我們可能一杯或者兩杯就夠了
[00:19:59.000 --> 00:20:03.000]  這個駱駝有人說
[00:20:03.000 --> 00:20:05.000]  他能夠純粹是一個家倫
[00:20:05.000 --> 00:20:07.000]  不是一杯兩杯
[00:20:07.000 --> 00:20:08.000]  不是一瓶兩瓶
[00:20:08.000 --> 00:20:11.000]  能給駱駝要打多少水
[00:20:11.000 --> 00:20:12.000]  不是自來水
[00:20:12.000 --> 00:20:15.000]  要從井裏一桶一桶地打
[00:20:15.000 --> 00:20:16.000]  那麼他一想
[00:20:16.000 --> 00:20:19.000]  這就是神所安排的
[00:20:19.000 --> 00:20:22.000]  一問你是哪一家的
[00:20:22.000 --> 00:20:23.000]  這個女子說
[00:20:23.000 --> 00:20:25.000]  這個一說的話
[00:20:25.000 --> 00:20:29.000]  是這個以撒的舅舅
[00:20:29.000 --> 00:20:31.000]  舅舅的家
[00:20:31.000 --> 00:20:32.000]  就這樣的話
[00:20:32.000 --> 00:20:35.000]  這老僕人就爲這個以撒
[00:20:35.000 --> 00:20:38.000]  找到這個妻子的
[00:20:38.000 --> 00:20:41.000]  那如果以利亞讀過這段聖經的話
[00:20:41.000 --> 00:20:42.000]  他就會知道
[00:20:42.000 --> 00:20:45.000]  我也可以用這樣的方法
[00:20:45.000 --> 00:20:47.000]  我也在心裏頭禱告
[00:20:47.000 --> 00:20:48.000]  誰給我水喝的
[00:20:48.000 --> 00:20:52.000]  這個寡婦就是神所安排的
[00:20:52.000 --> 00:20:53.000]  能不能看見
[00:20:53.000 --> 00:20:56.000]  真的他來到那個地方
[00:20:56.000 --> 00:20:57.000]  說了以後
[00:20:57.000 --> 00:21:02.000]  這個這個他去取水
[00:21:02.000 --> 00:21:04.000]  那麼以利亞說等等
[00:21:04.000 --> 00:21:07.000]  你也給我拿個餅來
[00:21:07.000 --> 00:21:08.000]  這個女子
[00:21:08.000 --> 00:21:10.000]  這個婦人就說了
[00:21:10.000 --> 00:21:14.000]  她說我指着永生煙花的神啓示
[00:21:14.000 --> 00:21:16.000]  我沒有餅了
[00:21:16.000 --> 00:21:18.000]  壇內呢只有一把面
[00:21:18.000 --> 00:21:20.000]  瓶裏呢只有一滴油
[00:21:20.000 --> 00:21:22.000]  一點油了
[00:21:22.000 --> 00:21:24.000]  我現在找兩根柴
[00:21:24.000 --> 00:21:27.000]  回家要爲我和兒子做餅
[00:21:27.000 --> 00:21:31.000]  我們喫了就死了
[00:21:31.000 --> 00:21:33.000]  他就說
