
[00:00:00.000 --> 00:00:03.000]  弟兄姐妹們,祝你平安
[00:02:28.000 --> 00:02:31.000]  三年前有機會來到大家的當中
[00:02:31.000 --> 00:02:35.000]  特別這一次能夠在我們教會的拆傳年會
[00:02:35.000 --> 00:02:38.000]  跟弟兄姐妹們一起分享信息
[00:02:38.000 --> 00:02:42.000]  特別今年是在差泉尼本跟大家分享信息
[00:02:42.000 --> 00:02:45.000]  覺得格外的榮耀榮幸
[00:02:45.000 --> 00:02:46.000]  覺得分內的榮耀
[00:02:46.000 --> 00:02:48.000]  我想也特別謝謝李牧師
[00:02:48.000 --> 00:02:51.000]  也謝謝教會的同工給我這樣的一個機會
[00:02:51.000 --> 00:02:54.000]  感謝李牧師和教會同工給我有這個機會
[00:02:54.000 --> 00:02:58.000]  我們今年的主題是兩個詞
[00:02:58.000 --> 00:03:00.000]  今年的主題有兩個詞語
[00:03:00.000 --> 00:03:01.000]  靈巧
[00:03:01.000 --> 00:03:02.000]  靈巧
[00:03:02.000 --> 00:03:03.000]  樂意
[00:03:03.000 --> 00:03:04.000]  樂意
[00:03:04.000 --> 00:03:06.000]  或許乍看之下
[00:03:06.000 --> 00:03:13.000]  這兩個詞好像跟拆傳沒有太直接的關係
[00:03:13.000 --> 00:03:17.000]  乍看之下這兩個詞好像跟拆傳沒有直接的關係
[00:03:17.000 --> 00:03:22.000]  但是若是你禮拜五晚上有來參加聚會
[00:03:22.000 --> 00:03:24.000]  或者在線上參加聚會
[00:03:24.000 --> 00:03:27.000]  如果你是星期五能夠來到當中
[00:03:27.000 --> 00:03:29.000]  或者是在線上參加聚會的話
[00:03:29.000 --> 00:03:32.000]  你會知道其實這兩個詞
[00:03:32.000 --> 00:03:35.000]  在中國內地會的歷史當中
[00:03:35.000 --> 00:03:38.000]  扮演了一個非常重要的角色
[00:03:38.000 --> 00:03:40.000]  這兩個詞語在中國內地會
[00:03:40.000 --> 00:03:42.000]  扮演了一個很重要的角色
[00:03:42.000 --> 00:03:44.000]  因為就是這兩個詞
[00:03:44.000 --> 00:03:46.000]  我的高祖父戴德生
[00:03:46.000 --> 00:03:50.000]  在1865年的6月25日
[00:03:50.000 --> 00:03:54.000]  在他禱告當中所用的兩個詞
[00:03:54.000 --> 00:03:55.000]  這個就是戴德生
[00:03:55.000 --> 00:03:58.000]  我的高祖父在成立內地會的時候
[00:03:58.000 --> 00:04:03.000]  在1865年的時候
[00:04:03.000 --> 00:04:05.000]  他用這兩個詞
[00:04:05.000 --> 00:04:08.000]  他其實是在1854年的時候
[00:04:08.000 --> 00:04:11.000]  就先去了中國宣教
[00:04:11.000 --> 00:04:13.000]  其實他在1854年的時候
[00:04:13.000 --> 00:04:14.000]  就先去到中國宣教
[00:04:14.000 --> 00:04:17.000]  有差不多六年多的時間
[00:04:17.000 --> 00:04:18.000]  有六年多的時間
[00:04:18.000 --> 00:04:22.000]  1860年的時候
[00:04:22.000 --> 00:04:24.000]  他就帶著他的妻子瑪麗亞
[00:04:24.000 --> 00:04:28.000]  他們一家就回到了英國
[00:04:28.000 --> 00:04:30.000]  他就帶著他的妻子瑪麗亞
[00:04:30.000 --> 00:04:31.000]  一起回到英國
[00:04:31.000 --> 00:04:34.000]  雖然回到了英國
[00:04:34.000 --> 00:04:37.000]  但是他的心仍然是在中國
[00:04:37.000 --> 00:04:39.000]  但是他的心仍然是在中國
[00:04:39.000 --> 00:04:41.000]  他特別想到了在中國當時
[00:04:41.000 --> 00:04:44.000]  還有四億的人口
[00:04:44.000 --> 00:04:45.000]  還沒有機會
[00:04:45.000 --> 00:04:47.000]  聽到主耶穌基督的福音
[00:04:47.000 --> 00:04:49.000]  特別想到在中國大陸的時候
[00:04:49.000 --> 00:04:50.000]  仍然有四億的人
[00:04:50.000 --> 00:04:52.000]  還未能夠聽到福音
[00:04:52.000 --> 00:04:54.000]  差不多每一個月
[00:04:54.000 --> 00:04:58.000]  有差不多一百萬個中國靈魂
[00:04:58.000 --> 00:05:01.000]  就在沒有聽到福音之下
[00:05:01.000 --> 00:05:04.000]  就進入到永恆的裡面
[00:05:04.000 --> 00:05:05.000]  差不多一個月
[00:05:05.000 --> 00:05:07.000]  就有一百萬的中國人
[00:05:07.000 --> 00:05:08.000]  他們沒有聽過福音
[00:05:08.000 --> 00:05:10.000]  就去到永恆那裡
[00:05:10.000 --> 00:05:12.000]  當他思想到這個
[00:05:12.000 --> 00:05:14.000]  a million a month
[00:05:14.000 --> 00:05:18.000]  一百萬個靈魂進入到永恆
[00:05:18.000 --> 00:05:19.000]  他想到一個月
[00:05:19.000 --> 00:05:22.000]  有一百萬的靈魂進入永恆
[00:05:22.000 --> 00:05:24.000]  他的心裡面非常非常的著急
[00:05:24.000 --> 00:05:26.000]  他的心裡面非常的焦急
[00:05:26.000 --> 00:05:28.000]  後來在一八六五年
[00:05:28.000 --> 00:05:31.000]  剛剛提到六月二十五號
[00:05:31.000 --> 00:05:34.000]  所以在一百六五年六月二十五號
[00:05:34.000 --> 00:05:36.000]  他就在英國南邊的一個城市
[00:05:36.000 --> 00:05:39.000]  叫柏萊頓(Brighton)
[00:05:39.000 --> 00:05:42.000]  早上參加了聚會之後
[00:05:42.000 --> 00:05:43.000]  早上參加聚會之後
[00:05:43.000 --> 00:05:47.000]  他就去到了Brighton的海灘上面
[00:05:47.000 --> 00:05:50.000]  他去到柏萊頓市的海灘那裡
[00:05:50.000 --> 00:05:51.000]  在那邊就做了一個
[00:05:51.000 --> 00:05:53.000]  很簡單的一個禱告
[00:05:53.000 --> 00:05:56.000]  在那裡發出一個很簡單的祈禱
[00:05:56.000 --> 00:05:59.000]  求主興起二十四位
[00:05:59.000 --> 00:06:03.000]  靈巧樂意的工人
[00:06:03.000 --> 00:06:06.000]  一起去到中國宣教
[00:06:06.000 --> 00:06:10.000]  求主興起二十四位
[00:06:10.000 --> 00:06:12.000]  靈巧樂意的工人
[00:06:12.000 --> 00:06:13.000]  一起去到中國宣教
[00:06:13.000 --> 00:06:15.000]  為什麼二十四個呢?
[00:06:15.000 --> 00:06:16.000]  為什麼二十四個呢?
[00:06:16.000 --> 00:06:19.000]  那個時候正好有十二個省份
[00:06:19.000 --> 00:06:23.000]  是完全沒有任何的宣教師
[00:06:23.000 --> 00:06:25.000]  在那個省份裡面
[00:06:25.000 --> 00:06:27.000]  傳揚主耶穌基督的福音
[00:06:27.000 --> 00:06:30.000]  因為當時有十二個中國的省份
[00:06:30.000 --> 00:06:32.000]  還沒有宣教士去到
[00:06:32.000 --> 00:06:33.000]  來傳揚耶穌的福音
[00:06:33.000 --> 00:06:36.000]  所以祂的禱告是上帝能夠興起
[00:06:36.000 --> 00:06:38.000]  二十四位工人
[00:06:38.000 --> 00:06:40.000]  與祂一起去到中國
[00:06:40.000 --> 00:06:42.000]  祂的祈禱就是求主興起
[00:06:42.000 --> 00:06:44.000]  二十四位工人一起去到中國
[00:06:44.000 --> 00:06:49.000]  二十四位靈巧樂意的工人
[00:06:49.000 --> 00:06:51.000]  二十四位靈巧樂意的工人
[00:06:51.000 --> 00:06:54.000]  所以雖然乍看之下
[00:06:54.000 --> 00:06:56.000]  這兩個詞跟宣教好像沒有什麼關係
[00:06:56.000 --> 00:06:58.000]  乍看之下好像這兩個詞
[00:06:58.000 --> 00:06:59.000]  跟宣教沒有什麼關係
[00:06:59.000 --> 00:07:01.000]  但是我想至少從內地會
[00:07:01.000 --> 00:07:03.000]  是息息相關
[00:07:03.000 --> 00:07:06.000]  但是卻從內地會來講是息息相關
[00:07:06.000 --> 00:07:11.000]  而這兩個詞其實也出現在聖經裡面
[00:07:11.000 --> 00:07:13.000]  這兩個詞其實是出現在聖經裡面
[00:07:13.000 --> 00:07:18.000]  出現在歷代至上的第二十八章
[00:07:18.000 --> 00:07:20.000]  出現在歷代至上第二十八章
[00:07:20.000 --> 00:07:24.000]  我很快把兩節的經文念給大家聽
[00:07:24.000 --> 00:07:26.000]  很快的把這兩節經文念給大家聽
[00:07:26.000 --> 00:07:30.000]  而這兩個詞其實就在這兩節當中出現
[00:07:30.000 --> 00:07:34.000]  而這兩個詞就在這兩節當中出現
[00:07:34.000 --> 00:07:36.000]  歷代至上的第二十八章的
[00:07:36.000 --> 00:07:38.000]  第二十節跟第二十一節
[00:07:38.000 --> 00:07:40.000]  大家可以看螢幕
[00:07:40.000 --> 00:07:42.000]  在這邊我們看到
[00:07:42.000 --> 00:07:45.000]  作者他這樣記載著
[00:07:45.000 --> 00:07:49.000]  大衛又對他兒子索羅門說
[00:07:49.000 --> 00:07:53.000]  你當鋼牆壯膽去行
[00:07:53.000 --> 00:07:54.000]  不要懼怕
[00:07:54.000 --> 00:07:57.000]  也不要驚慌
[00:07:57.000 --> 00:08:01.000]  因為耶和華神就是我的神
[00:08:01.000 --> 00:08:03.000]  與你同在
[00:08:03.000 --> 00:08:05.000]  祂必不撇下你
[00:08:05.000 --> 00:08:07.000]  也不丟棄你
[00:08:07.000 --> 00:08:13.000]  直到耶和華殿的工作都完畢了
[00:08:13.000 --> 00:08:14.000]  二十一節
[00:08:14.000 --> 00:08:18.000]  有祭司和立位人的各班
[00:08:18.000 --> 00:08:22.000]  為要辦理神殿各樣的事
[00:08:22.000 --> 00:08:24.000]  然後注意下面這一句話
[00:08:24.000 --> 00:08:30.000]  又有靈巧的人在各樣的工作上
[00:08:30.000 --> 00:08:33.000]  樂意幫助你
[00:08:33.000 --> 00:08:37.000]  並有眾領袖和眾民
[00:08:37.000 --> 00:08:42.000]  一同聽從你的命令
[00:08:42.000 --> 00:08:46.000]  又有靈巧的人
[00:08:46.000 --> 00:08:50.000]  在各樣的工作上
[00:08:50.000 --> 00:08:53.000]  樂意幫助你
[00:08:53.000 --> 00:08:56.000]  因此今天早晨就想從這兩個詞
[00:08:56.000 --> 00:08:58.000]  跟弟兄姐妹們一起分享
[00:08:58.000 --> 00:09:00.000]  所以今早我們就用這兩個詞
[00:09:00.000 --> 00:09:01.000]  跟弟兄姐妹們分享
[00:09:01.000 --> 00:09:02.000]  樂意
[00:09:02.000 --> 00:09:03.000]  樂意
[00:09:03.000 --> 00:09:04.000]  靈巧
[00:09:04.000 --> 00:09:05.000]  靈巧
[00:09:05.000 --> 00:09:08.000]  在或許還沒有看這兩節之前
[00:09:08.000 --> 00:09:11.000]  或許還沒有看這兩節經文之前
[00:09:11.000 --> 00:09:13.000]  我禮拜五晚上也特別提到
[00:09:13.000 --> 00:09:15.000]  其實歷代至上
[00:09:15.000 --> 00:09:17.000]  有的時候是不太容易讀的一卷書
[00:09:17.000 --> 00:09:19.000]  在星期五的時候我都提到
[00:09:19.000 --> 00:09:21.000]  歷代至上是不容易讀的一卷書
[00:09:21.000 --> 00:09:23.000]  因為若是你熟悉的話
[00:09:23.000 --> 00:09:25.000]  會知道前面九章
[00:09:25.000 --> 00:09:28.000]  有將近九百個不同人的名字
[00:09:28.000 --> 00:09:30.000]  因為在頭的九章
[00:09:30.000 --> 00:09:32.000]  記著差不多有九百個不同人的名字
[00:09:32.000 --> 00:09:36.000]  我們讀的時候相當的辛苦
[00:09:36.000 --> 00:09:38.000]  我們讀的時候很辛苦
[00:09:38.000 --> 00:09:40.000]  很多的名字我們都不熟
[00:09:40.000 --> 00:09:41.000]  很多的名字我們都不熟
[00:09:41.000 --> 00:09:43.000]  念起來也很奇怪
[00:09:43.000 --> 00:09:44.000]  讀起來很怪的
[00:09:44.000 --> 00:09:45.000]  所以有的時候
[00:09:45.000 --> 00:09:47.000]  我想我們就會跳過去了
[00:09:47.000 --> 00:09:48.000]  有的時候我們就跳過去
[00:09:48.000 --> 00:09:51.000]  就直接跳到第十章開始念
[00:09:51.000 --> 00:09:55.000]  我禮拜五晚上還是勸大家乖乖地念
[00:09:55.000 --> 00:09:58.000]  禮拜五的時候都勸大家乖乖讀好九章
[00:09:58.000 --> 00:10:00.000]  因為很可能我們就在天上會遇見這些人
[00:10:00.000 --> 00:10:02.000]  因為到天上遇見這些人的時候
[00:10:02.000 --> 00:10:05.000]  我們就可以跟他們說九陽大明
[00:10:05.000 --> 00:10:07.000]  可以跟他們說九陽大明
[00:10:07.000 --> 00:10:10.000]  但我讀那九百多個人的名字的時候
[00:10:10.000 --> 00:10:12.000]  讀這九百多個人的名字的時候
[00:10:12.000 --> 00:10:13.000]  我就想
[00:10:13.000 --> 00:10:15.000]  假如我的名字在裡面的話
[00:10:15.000 --> 00:10:17.000]  我就應該不介意讀那九百個人的名字
[00:10:17.000 --> 00:10:19.000]  如果我的名字在裡面有份的話
[00:10:19.000 --> 00:10:21.000]  就不介意去讀一讀
[00:10:21.000 --> 00:10:23.000]  我也想到這九百個人的名字
[00:10:23.000 --> 00:10:27.000]  不就證明我們的上帝是那麼樣地細心
[00:10:27.000 --> 00:10:30.000]  那麼樣地知道不同的人
[00:10:30.000 --> 00:10:31.000]  這九百多個人的名字
[00:10:31.000 --> 00:10:32.000]  知道你 知道我
[00:10:32.000 --> 00:10:35.000]  反映到上帝非常知道每一個人
[00:10:35.000 --> 00:10:36.000]  知道你 知道我
[00:10:36.000 --> 00:10:39.000]  歷史歷代 神的作為
[00:10:39.000 --> 00:10:41.000]  神在帶領著
[00:10:41.000 --> 00:10:43.000]  神的作為 神在帶領著
[00:10:43.000 --> 00:10:46.000]  所以前面九章有著九百多個人的名字
[00:10:46.000 --> 00:10:48.000]  所以前面九章有九百多個人的名字
[00:10:48.000 --> 00:10:50.000]  然後我們若是從第十章
[00:10:50.000 --> 00:10:55.000]  一直看到歷代至上的二十九章的話
[00:10:55.000 --> 00:10:57.000]  如果你從第十章開始
[00:10:57.000 --> 00:10:59.000]  讀到第二十九章的話
[00:10:59.000 --> 00:11:01.000]  我們會發現在這一段裡面
[00:11:01.000 --> 00:11:04.000]  其實有兩個重要的主題
[00:11:04.000 --> 00:11:07.000]  其實在這段經文裡有兩個重要的主題
[00:11:07.000 --> 00:11:09.000]  前面是描述著
[00:11:09.000 --> 00:11:14.000]  怎樣來建造或者建立大位的王位
[00:11:14.000 --> 00:11:18.000]  前面是講到怎樣來建立大位的王位
[00:11:18.000 --> 00:11:22.000]  How to establish David's throne
[00:11:22.000 --> 00:11:25.000]  怎樣來建立大位的王位
[00:11:25.000 --> 00:11:27.000]  怎樣來建立大位的王位
[00:11:27.000 --> 00:11:29.000]  然後後面一段呢
[00:11:29.000 --> 00:11:33.000]  在描述怎樣來建造上帝的聖殿
[00:11:33.000 --> 00:11:34.000]  後面的主題就是
[00:11:34.000 --> 00:11:36.000]  怎樣來建造上帝的聖殿
[00:11:36.000 --> 00:11:39.000]  How to erect God's temple
[00:11:39.000 --> 00:11:41.000]  怎樣來樹立神的聖殿
[00:11:41.000 --> 00:11:44.000]  所以我們看到前面是描述著
[00:11:44.000 --> 00:11:47.000]  大位的王位 David's throne
[00:11:47.000 --> 00:11:49.000]  前面是講到大位的王位
[00:11:49.000 --> 00:11:53.000]  後面是描述著上帝的聖殿
[00:11:53.000 --> 00:11:54.000]  God's temple
[00:11:54.000 --> 00:11:56.000]  後面是講到上帝的聖殿
[00:11:56.000 --> 00:11:59.000]  而當我們思想到王位
[00:11:59.000 --> 00:12:02.000]  當我們思想到聖殿的時候
[00:12:02.000 --> 00:12:03.000]  當我們思想到王位
[00:12:03.000 --> 00:12:04.000]  思想到聖殿的時候
[00:12:04.000 --> 00:12:07.000]  我想這是在舊約裡面
[00:12:07.000 --> 00:12:10.000]  兩個非常非常重要的主題
[00:12:10.000 --> 00:12:12.000]  我們想到在這個舊約裡面
[00:12:12.000 --> 00:12:13.000]  非常重要的兩個主題
[00:12:13.000 --> 00:12:15.000]  大位的王位
[00:12:15.000 --> 00:12:17.000]  大位的王位意味著什麼呢
[00:12:17.000 --> 00:12:18.000]  意味著什麼呢
[00:12:18.000 --> 00:12:19.000]  當然就意味著
[00:12:19.000 --> 00:12:22.000]  大位坐在他的王位上面
[00:12:22.000 --> 00:12:24.000]  這個掌王權
[00:12:24.000 --> 00:12:25.000]  當然是意味著
[00:12:25.000 --> 00:12:27.000]  他坐在王位上面掌王權
[00:12:27.000 --> 00:12:30.000]  建立神的聖殿
[00:12:30.000 --> 00:12:31.000]  建立神的聖殿
[00:12:31.000 --> 00:12:32.000]  意味著什麼呢
[00:12:32.000 --> 00:12:33.000]  意味著什麼呢
[00:12:33.000 --> 00:12:35.000]  意味著上帝的同在
[00:12:35.000 --> 00:12:37.000]  在人的當中
[00:12:37.000 --> 00:12:38.000]  意味著神的同在
[00:12:38.000 --> 00:12:39.000]  在人的當中
[00:12:39.000 --> 00:12:40.000]  所以這兩個主題
[00:12:40.000 --> 00:12:43.000]  其實我們今天早晨的時間不多
[00:12:43.000 --> 00:12:45.000]  這兩個主題
[00:12:45.000 --> 00:12:46.000]  今天我們早上時間不多
[00:12:46.000 --> 00:12:47.000]  但是這兩個主題
[00:12:47.000 --> 00:12:49.000]  我覺得非常非常的重要
[00:12:49.000 --> 00:12:50.000]  但是這兩個主題
[00:12:50.000 --> 00:12:51.000]  我覺得非常非常的重要
[00:12:51.000 --> 00:12:52.000]  而當我們看舊約
[00:12:52.000 --> 00:12:53.000]  讀舊約的時候
[00:12:53.000 --> 00:12:54.000]  而當我們看舊約
[00:12:54.000 --> 00:12:55.000]  讀舊約的時候
[00:12:55.000 --> 00:12:56.000]  有一個很重要
[00:12:56.000 --> 00:12:58.000]  我覺得我們要學習
[00:12:58.000 --> 00:13:00.000]  要注意的地方
[00:13:00.000 --> 00:13:01.000]  我們要學習的地方
[00:13:01.000 --> 00:13:03.000]  就是在舊約裡面
[00:13:03.000 --> 00:13:05.000]  有很多的主題
[00:13:05.000 --> 00:13:08.000]  其實是延伸到新約的裡面
[00:13:08.000 --> 00:13:10.000]  其實在舊約的主題裡面
[00:13:10.000 --> 00:13:12.000]  很多都是延伸到新約的裡面
[00:13:12.000 --> 00:13:13.000]  或者我們可以說
[00:13:13.000 --> 00:13:15.000]  舊約裡面的一些主題
[00:13:15.000 --> 00:13:17.000]  是一種預表
[00:13:17.000 --> 00:13:19.000]  預表著新約
[00:13:19.000 --> 00:13:22.000]  那更完整的一個呈現
[00:13:22.000 --> 00:13:24.000]  所以很多舊約的主題
[00:13:24.000 --> 00:13:25.000]  其實是預表到
[00:13:25.000 --> 00:13:27.000]  一些新約更加完整的主題
[00:13:27.000 --> 00:13:28.000]  所以當我們在舊約
[00:13:28.000 --> 00:13:31.000]  讀到了大衛的王位的時候
[00:13:31.000 --> 00:13:32.000]  所以當我們在舊約
[00:13:32.000 --> 00:13:34.000]  讀到了大衛的王位的時候
[00:13:34.000 --> 00:13:35.000]  若是我們只是停留在
[00:13:35.000 --> 00:13:37.000]  這個是一個歷史
[00:13:37.000 --> 00:13:38.000]  只是在講
[00:13:38.000 --> 00:13:40.000]  舊約大衛的事情
[00:13:40.000 --> 00:13:41.000]  這是一個歷史
[00:13:41.000 --> 00:13:42.000]  只是講大衛的事情嗎
[00:13:42.000 --> 00:13:44.000]  那我想我們就很難
[00:13:44.000 --> 00:13:46.000]  能夠欣賞
[00:13:46.000 --> 00:13:52.000]  能夠享受到舊約的寶貝
[00:13:52.000 --> 00:13:54.000]  我們就不能夠去欣賞到
[00:13:54.000 --> 00:13:55.000]  舊約的寶貝
[00:13:55.000 --> 00:13:56.000]  舊約的豐富
[00:13:56.000 --> 00:13:57.000]  舊約的豐富
[00:13:57.000 --> 00:13:59.000]  因為其實大衛的王位
[00:13:59.000 --> 00:14:01.000]  是在預表著
[00:14:01.000 --> 00:14:04.000]  將來要來的耶穌基督
[00:14:04.000 --> 00:14:06.000]  因為大衛的王位
[00:14:06.000 --> 00:14:07.000]  其實是預表著
[00:14:07.000 --> 00:14:08.000]  將來要來的耶穌基督
[00:14:08.000 --> 00:14:09.000]  大衛的王位
[00:14:09.000 --> 00:14:11.000]  其實只不過是預表著
[00:14:11.000 --> 00:14:15.000]  耶穌基督將要有的王位
[00:14:15.000 --> 00:14:16.000]  大衛的王位
[00:14:16.000 --> 00:14:17.000]  其實只是預表著
[00:14:17.000 --> 00:14:19.000]  耶穌基督將來要來的王位
[00:14:19.000 --> 00:14:23.000]  所以如同我們剛剛一起來朗讀
[00:14:23.000 --> 00:14:25.000]  這個主導文的時候
[00:14:25.000 --> 00:14:27.000]  當我們剛才一起祈禱
[00:14:27.000 --> 00:14:28.000]  用主導文讀到的時候
[00:14:28.000 --> 00:14:30.000]  我們在天上的父
[00:14:30.000 --> 00:14:33.000]  然後注意下面的三句話
[00:14:33.000 --> 00:14:37.000]  願人都尊你的名為聖
[00:14:37.000 --> 00:14:41.000]  願你的國降臨
[00:14:41.000 --> 00:14:43.000]  願你的旨意行在地上
[00:14:43.000 --> 00:14:47.000]  如同行在天上
[00:14:47.000 --> 00:14:49.000]  其實後來你會記得保羅
[00:14:49.000 --> 00:14:51.000]  在《菲律賓書》的第二章
[00:14:51.000 --> 00:14:54.000]  他也有同樣的一個看到
[00:14:54.000 --> 00:14:56.000]  其實保羅在《菲律賓書》
[00:14:56.000 --> 00:14:57.000]  他也同樣有一個這樣的看法
[00:14:57.000 --> 00:14:59.000]  在《菲律賓書》的第二章
[00:14:59.000 --> 00:15:00.000]  那邊描述著
[00:15:00.000 --> 00:15:03.000]  耶穌沒有與上帝
[00:15:03.000 --> 00:15:06.000]  同等為強奪的一段經文裡頭
[00:15:06.000 --> 00:15:09.000]  當來描寫耶穌基督
[00:15:09.000 --> 00:15:11.000]  與上帝同等為強奪的
[00:15:11.000 --> 00:15:12.000]  一段經文裡邊
[00:15:12.000 --> 00:15:13.000]  特別在《菲律賓書》的
[00:15:13.000 --> 00:15:15.000]  第二章的第十節
[00:15:15.000 --> 00:15:16.000]  他這樣說
[00:15:16.000 --> 00:15:17.000]  第二章第十節這樣說
[00:15:17.000 --> 00:15:19.000]  他說要叫天上的
[00:15:19.000 --> 00:15:20.000]  地上的
[00:15:20.000 --> 00:15:22.000]  以及地底下的
[00:15:22.000 --> 00:15:24.000]  他說在天上的
[00:15:24.000 --> 00:15:25.000]  在地上的和地底下的
[00:15:25.000 --> 00:15:28.000]  因耶穌的名無不屈膝
[00:15:28.000 --> 00:15:30.000]  因耶穌的名無不屈膝
[00:15:30.000 --> 00:15:34.000]  無口不稱耶穌基督為主
[00:15:34.000 --> 00:15:36.000]  使榮耀歸給父神
[00:15:36.000 --> 00:15:38.000]  無不口稱耶穌基督為主
[00:15:38.000 --> 00:15:40.000]  使榮耀歸於父神
[00:15:40.000 --> 00:15:41.000]  所以大衛的王位
[00:15:41.000 --> 00:15:43.000]  其實只不過是
[00:15:43.000 --> 00:15:45.000]  只預表著耶穌基督
[00:15:45.000 --> 00:15:47.000]  將要來的一個王位
[00:15:47.000 --> 00:15:48.000]  所以大衛的王位
[00:15:48.000 --> 00:15:49.000]  只是預表著
[00:15:49.000 --> 00:15:51.000]  耶穌基督將要來的王位
[00:15:51.000 --> 00:15:53.000]  當然我想聖殿
[00:15:53.000 --> 00:15:56.000]  也其實是同樣的一個預表
[00:15:56.000 --> 00:15:58.000]  同樣聖殿也有這樣的預表
[00:15:58.000 --> 00:16:00.000]  因為其實在舊約裡面
[00:16:00.000 --> 00:16:01.000]  我們看到
[00:16:01.000 --> 00:16:04.000]  上帝是為祂的百姓
[00:16:04.000 --> 00:16:07.000]  來建立一個聖殿
[00:16:07.000 --> 00:16:09.000]  上帝是為祂的百姓
[00:16:09.000 --> 00:16:10.000]  來建立這個聖殿
[00:16:10.000 --> 00:16:11.000]  而到了新約
[00:16:11.000 --> 00:16:12.000]  我們看到什麼呢
[00:16:12.000 --> 00:16:13.000]  來到新約
[00:16:13.000 --> 00:16:14.000]  我們看到什麼呢
[00:16:14.000 --> 00:16:15.000]  我們看到了
[00:16:15.000 --> 00:16:17.000]  上帝是使得祂的百姓
[00:16:17.000 --> 00:16:19.000]  成為祂的聖殿
[00:16:19.000 --> 00:16:21.000]  所以神是使祂的百姓
[00:16:21.000 --> 00:16:22.000]  來成立
[00:16:22.000 --> 00:16:23.000]  成為祂的聖殿
[00:16:23.000 --> 00:16:27.000]  舊約是神為祂的百姓
[00:16:27.000 --> 00:16:32.000]  預備一個聖所
[00:16:32.000 --> 00:16:35.000]  新約是使祂的百姓
[00:16:35.000 --> 00:16:36.000]  成為祂的聖殿
[00:16:36.000 --> 00:16:37.000]  所以新約的時候
[00:16:37.000 --> 00:16:38.000]  就讓祂的百姓
[00:16:38.000 --> 00:16:40.000]  成為祂的聖所
[00:16:40.000 --> 00:16:42.000]  上帝藉著耶穌基督
[00:16:42.000 --> 00:16:44.000]  要居住在你我
[00:16:44.000 --> 00:16:46.000]  我們每一個人的心中
[00:16:46.000 --> 00:16:48.000]  我們的生命當中
[00:16:48.000 --> 00:16:49.000]  上帝藉著耶穌基督
[00:16:49.000 --> 00:16:51.000]  來駐在我們每一個百姓
[00:16:51.000 --> 00:16:53.000]  每一個祂的子民的心中
[00:16:53.000 --> 00:16:54.000]  所以當我們讀
[00:16:54.000 --> 00:16:56.000]  歷代至上的時候
[00:16:56.000 --> 00:16:58.000]  當我們讀歷代至上的時候
[00:16:58.000 --> 00:16:59.000]  當我們能夠看到
