
[00:00:00.000 --> 00:00:04.800]  我們這段時間都在思考如何創造一個福音的人生的生活
[00:02:53.100 --> 00:02:56.600]  能夠去到他們中間來幫助他們
[00:02:56.600 --> 00:02:59.500]  我們也祈求主保護著這個城市
[00:02:59.500 --> 00:03:02.800]  在裡面有一些可能不能受控制
[00:03:02.800 --> 00:03:06.800]  或者很多幻聽幻想的朋友
[00:03:06.800 --> 00:03:11.800]  可能有些時候會有一些行動傷害別人
[00:03:11.800 --> 00:03:13.900]  但是求主保護這個城市
[00:03:13.900 --> 00:03:16.100]  免受這方面的傷害
[00:03:16.100 --> 00:03:18.800]  在前面尚有祢所賜的平安
[00:03:18.800 --> 00:03:20.800]  在這個城市當中
[00:03:20.800 --> 00:03:22.800]  主我們仰望祢
[00:03:22.800 --> 00:03:25.100]  知道祢是聽祈禱的上帝
[00:03:25.100 --> 00:03:27.600]  我們就這樣在祢面前仰望
[00:03:27.600 --> 00:03:29.800]  尋求祢的恩典
[00:03:29.800 --> 00:03:32.000]  我們在這個時候再次求主
[00:03:32.000 --> 00:03:33.900]  賜下祢自己真理的聖靈
[00:03:33.900 --> 00:03:35.800]  引導我們的心思
[00:03:35.800 --> 00:03:38.500]  主我們很容易會聽過就忘記
[00:03:38.500 --> 00:03:42.500]  我們很容易會當作平凡、平常
[00:03:42.500 --> 00:03:44.500]  主求祢給我們恩典
[00:03:44.500 --> 00:03:47.200]  真的知道將祢的話藏在心中
[00:03:47.200 --> 00:03:49.400]  又知道是聽從
[00:03:49.400 --> 00:03:52.200]  讓我們在聽從的過程中
[00:03:52.200 --> 00:03:54.500]  可以更大的蒙恩
[00:03:54.500 --> 00:03:55.500]  求主施恩
[00:03:55.500 --> 00:03:57.400]  賜福這段時間
[00:03:57.400 --> 00:03:58.600]  我們仰望祈禱
[00:03:58.600 --> 00:04:00.600]  奉耶穌成名祈求
[00:04:00.600 --> 00:04:02.100]  Amen
[00:04:02.100 --> 00:04:08.000]  大家會留意我們這段時間思想著福音人生
[00:04:08.000 --> 00:04:09.600]  我們每一個屬神的人
[00:04:09.600 --> 00:04:13.700]  我們都是領受神給我們福音的人生
[00:04:13.700 --> 00:04:15.700]  在今天我們讀的聖經
[00:04:15.700 --> 00:04:17.600]  特別會提到兩個字
[00:04:17.600 --> 00:04:19.500]  是「托付」
[00:04:19.500 --> 00:04:21.900]  上帝將福音的使命
[00:04:21.900 --> 00:04:24.800]  托付給每一個祂的子民
[00:04:24.800 --> 00:04:25.700]  所以我們可以說
[00:04:25.700 --> 00:04:29.400]  我們是福音的受托人
[00:04:29.400 --> 00:04:31.400]  福音的受托人活出福音
[00:04:31.400 --> 00:04:33.500]  也都見證福音
[00:04:33.500 --> 00:04:35.600]  一方面看好像是一些工作
[00:04:35.600 --> 00:04:37.300]  一些責任
[00:04:37.300 --> 00:04:39.300]  但是當你再小心明白
[00:04:39.300 --> 00:04:41.100]  聖經所提的時候
[00:04:41.100 --> 00:04:42.500]  你會發覺聖經所說的
[00:04:42.500 --> 00:04:44.300]  福音的受托人
[00:04:44.300 --> 00:04:47.100]  在他活出福音的時候
[00:04:47.100 --> 00:04:52.000]  正是他生命成長的一個必經之途
[00:04:52.000 --> 00:04:54.900]  在他生命在神面前一直成長的時候
[00:04:54.900 --> 00:04:59.300]  就是當他願意活出福音的時候
[00:04:59.300 --> 00:05:01.700]  我們常常提及到福音的鞋
[00:05:01.700 --> 00:05:02.400]  大家會記得
[00:05:02.400 --> 00:05:04.900]  聖經裡面提到全副的軍裝
[00:05:04.900 --> 00:05:06.900]  特別提到福音的鞋的時候
[00:05:06.900 --> 00:05:09.500]  要常常穿在腳上
[00:05:09.500 --> 00:05:12.700]  隨時可以準備去見證福音
[00:05:12.700 --> 00:05:14.900]  去傳揚福音
[00:05:14.900 --> 00:05:17.200]  但是當你小心看的時候就知道
[00:05:17.200 --> 00:05:19.200]  聖經所說的福音的鞋
[00:05:19.200 --> 00:05:21.900]  是說和平的福音
[00:05:21.900 --> 00:05:24.100]  當我們什麼時候在生活上面
[00:05:24.100 --> 00:05:26.900]  用和平來活出這種福音
[00:05:26.900 --> 00:05:29.200]  去傳述這種福音的時候
[00:05:29.200 --> 00:05:31.200]  你發覺自己的生命
[00:05:31.200 --> 00:05:35.500]  就是進入那種堅固的生命的狀況
[00:05:35.500 --> 00:05:37.500]  因為這是軍裝
[00:05:37.500 --> 00:05:40.800]  當我們戴起全副的軍裝的時候
[00:05:40.800 --> 00:05:43.900]  可以抵擋邪惡勢力的侵襲
[00:05:43.900 --> 00:05:45.400]  可以站得穩
[00:05:45.400 --> 00:05:49.000]  可以勝過很多的勢力
[00:05:49.000 --> 00:05:52.500]  很多的邪惡的力量
[00:05:52.500 --> 00:05:54.600]  聖經提到福音的鞋的時候
[00:05:54.600 --> 00:05:55.500]  同時在說
[00:05:55.500 --> 00:05:57.400]  當我們去見證福音的時候
[00:05:57.400 --> 00:06:01.000]  也是一個叫我們能夠站立得穩的
[00:06:01.000 --> 00:06:02.400]  一種的勉勵
[00:06:02.400 --> 00:06:04.700]  叫我們更加能夠在過程當中
[00:06:04.700 --> 00:06:07.200]  生命可以繼續的成長
[00:06:07.200 --> 00:06:08.800]  當然有些時候當我們想到
[00:06:08.800 --> 00:06:11.600]  要面對這個神給我們的託付的時候
[00:06:11.600 --> 00:06:14.200]  會面對一些的威脅
[00:06:14.200 --> 00:06:15.100]  有一些的衝擊
[00:06:15.100 --> 00:06:17.200]  有一些的難處出現的時候
[00:06:17.200 --> 00:06:19.600]  有時候我們會覺得很怕
[00:06:19.600 --> 00:06:21.500]  甚至覺得不要搞了
[00:06:21.500 --> 00:06:23.700]  對福音鞋先放在一邊
[00:06:23.700 --> 00:06:26.800]  我們先做其他的
[00:06:26.800 --> 00:06:28.400]  而今天當我們讀聖經的時候
[00:06:28.400 --> 00:06:30.600]  本來正正是勉勵提摩踏
[00:06:30.600 --> 00:06:33.500]  要靠著神的能力
[00:06:33.500 --> 00:06:34.800]  不要害怕
[00:06:34.800 --> 00:06:36.600]  不要覺得有羞愧
[00:06:36.600 --> 00:06:38.200]  而是放膽的
[00:06:38.200 --> 00:06:40.700]  繼續的來去見證主
[00:06:40.700 --> 00:06:44.800]  去回應神所給的福音的託付
[00:06:44.800 --> 00:06:46.400]  因此我們今天再思想
[00:06:46.400 --> 00:06:47.800]  上帝怎樣勉勵我們
[00:06:47.800 --> 00:06:50.000]  來去靠著神的力量
[00:06:50.000 --> 00:06:52.700]  放膽來去見證福音
[00:06:52.700 --> 00:06:53.400]  在開始的時候
[00:06:53.400 --> 00:06:55.200]  大家會剛才讀到第三節
[00:06:55.200 --> 00:06:56.800]  第一章第三節
[00:06:56.800 --> 00:06:58.600]  之前的第一節我們沒有讀
[00:06:58.600 --> 00:07:00.800]  不過我再提一提
[00:07:00.800 --> 00:07:01.400]  聖經說
[00:07:01.400 --> 00:07:03.100]  奉神旨意
[00:07:03.100 --> 00:07:06.100]  憑著基督耶穌女的生命的應許
[00:07:06.100 --> 00:07:09.200]  作基督耶穌使徒的保羅
[00:07:09.200 --> 00:07:11.100]  聖經提到
[00:07:11.100 --> 00:07:14.400]  保羅他成為了耶穌基督的使徒
[00:07:14.400 --> 00:07:16.400]  有一個很重要的方向就是
[00:07:16.400 --> 00:07:20.000]  憑著基督所賜生命的應許
[00:07:20.000 --> 00:07:22.000]  作使徒
[00:07:22.000 --> 00:07:23.800]  這個生命的應許是說
[00:07:23.800 --> 00:07:27.800]  人得到神給人的新生命
[00:07:27.800 --> 00:07:32.300]  是從死亡和罪惡當中
[00:07:32.300 --> 00:07:33.500]  釋放出來
[00:07:33.500 --> 00:07:36.100]  領受神給人的生命
[00:07:36.100 --> 00:07:39.100]  是神給人的應許
[00:07:39.100 --> 00:07:40.800]  因此當保羅一路講述的時候
[00:07:40.800 --> 00:07:41.800]  這個生命的應許
[00:07:41.800 --> 00:07:44.000]  一路在他心思裡面
[00:07:44.000 --> 00:07:48.800]  一路來引發其他的一些思想
[00:07:48.800 --> 00:07:50.200]  所以當你看到的時候
[00:07:50.200 --> 00:07:52.000]  在中間就一路再講
[00:07:52.000 --> 00:07:54.800]  福音那種生命的恩惠
[00:07:54.800 --> 00:07:58.600]  大家先看看第九節
[00:07:58.600 --> 00:07:59.500]  第九節
[00:07:59.500 --> 00:08:02.800]  「神救了我們以聖召我們
[00:08:02.800 --> 00:08:04.800]  不是按照我們的行為
[00:08:04.800 --> 00:08:08.500]  卻是按照祂自己的計劃和恩典
[00:08:08.500 --> 00:08:10.200]  這恩典是在永世之先
[00:08:10.200 --> 00:08:11.300]  在基督耶穌裡
[00:08:11.300 --> 00:08:13.500]  賜給了我們的」
[00:08:13.500 --> 00:08:14.500]  第十節
[00:08:14.500 --> 00:08:16.500]  「但現在藉著我們救主
[00:08:16.500 --> 00:08:18.800]  基督耶穌的顯現
[00:08:18.800 --> 00:08:21.000]  才表明出來
[00:08:21.000 --> 00:08:23.100]  祂廢掉了死亡
[00:08:23.100 --> 00:08:24.300]  藉著福音
[00:08:24.300 --> 00:08:30.100]  把生命和不留將顯出來」
[00:08:30.100 --> 00:08:30.600]  聖經提到
[00:08:30.600 --> 00:08:36.600]  上帝的福音救了我們脫離捆綁
[00:08:36.600 --> 00:08:38.300]  在罪和死亡
[00:08:38.300 --> 00:08:39.300]  在自我中心
[00:08:39.300 --> 00:08:43.000]  在生命裡面很多邪惡的捆綁
[00:08:43.000 --> 00:08:46.700]  因此救恩是叫我們得到釋放
[00:08:46.700 --> 00:08:49.300]  但同時福音是呼召我們
[00:08:49.300 --> 00:08:51.900]  進入了聖潔的生命裡面
[00:08:51.900 --> 00:08:55.200]  所以聖經特別提到是聖召
[00:08:55.200 --> 00:08:57.700]  是離開了捆綁
[00:08:57.700 --> 00:09:00.200]  但不是停在一個空白的地方
[00:09:00.200 --> 00:09:03.800]  而是進入了生命裡面
[00:09:03.800 --> 00:09:04.500]  所以聖經裡面
[00:09:04.500 --> 00:09:06.400]  你剛才讀到第十節的時候
[00:09:06.400 --> 00:09:07.500]  你記得聖經所說
[00:09:07.500 --> 00:09:10.600]  「祂廢掉了死亡」
[00:09:10.600 --> 00:09:12.500]  神以祂的福音大能
[00:09:12.500 --> 00:09:15.800]  廢掉了人在犯罪之後
[00:09:15.800 --> 00:09:19.200]  所必要承受的刑罰
[00:09:19.200 --> 00:09:21.100]  永遠的死亡
[00:09:21.100 --> 00:09:24.100]  和死亡有的捆綁
[00:09:24.100 --> 00:09:26.200]  而帶給我們有生命
[00:09:26.200 --> 00:09:29.500]  也就是不留的生命
[00:09:29.500 --> 00:09:30.600]  因此我們常常說
[00:09:30.600 --> 00:09:34.100]  福音是一個很重要的人生的恩惠
[00:09:34.100 --> 00:09:37.700]  就是叫我們出死入生
[00:09:37.700 --> 00:09:40.500]  各位靈智不要當是一些理念
[00:09:40.500 --> 00:09:46.200]  這是極其奇妙偉大的恩典
[00:09:46.200 --> 00:09:48.400]  是叫人離開捆綁
[00:09:48.400 --> 00:09:49.600]  脫離死亡
[00:09:49.600 --> 00:09:53.000]  進入生命的福音
[00:09:53.000 --> 00:09:56.400]  人能夠在死亡當中
[00:09:56.400 --> 00:09:58.400]  不再面對著黑暗
[00:09:58.400 --> 00:09:59.600]  沒有盼望
[00:09:59.600 --> 00:10:03.000]  而是得到神給人的那種恩惠
[00:10:03.000 --> 00:10:07.200]  而是一個從神而來的聖召
[00:10:07.200 --> 00:10:08.500]  在這份聖召裡面
[00:10:08.500 --> 00:10:10.400]  你會看到聖經在強調
[00:10:10.400 --> 00:10:12.000]  不是你自己的功勞
[00:10:12.000 --> 00:10:14.100]  你的熱心可以得到的
[00:10:14.100 --> 00:10:16.200]  而是神在萬古以先
[00:10:16.200 --> 00:10:19.900]  祂已經計劃了要這樣做
[00:10:19.900 --> 00:10:21.600]  但是在過程裡面
[00:10:21.600 --> 00:10:23.800]  祂是藉著耶穌基督的顯現
[00:10:23.800 --> 00:10:25.300]  聖經第十節提及
[00:10:25.300 --> 00:10:28.600]  是藉著耶穌基督的降生而賜給我們
[00:10:28.600 --> 00:10:32.400]  這種賜予不是因為你做了些什麼
[00:10:32.400 --> 00:10:34.600]  而是神自己的恩典
[00:10:34.600 --> 00:10:38.300]  也意味著我們在這個過程當中
[00:10:38.300 --> 00:10:40.500]  體會一種和社會文化
[00:10:40.500 --> 00:10:45.000]  好像剛剛相反的一種思想
[00:10:45.000 --> 00:10:47.400]  這個社會裡面告訴你
[00:10:47.400 --> 00:10:48.700]  你要成功的話
[00:10:48.700 --> 00:10:49.800]  給點心機吧
[00:10:49.800 --> 00:10:51.000]  你拼搏
[00:10:51.000 --> 00:10:51.900]  你去努力
[00:10:51.900 --> 00:10:54.200]  你就會成功了
[00:10:54.200 --> 00:10:55.600]  但是在福音的真理裡面
[00:10:55.600 --> 00:10:57.100]  知道我們憑自己拼搏
[00:10:57.100 --> 00:10:59.300]  不能夠得到拯救
[00:10:59.300 --> 00:11:00.500]  因為清楚地說明
[00:11:00.500 --> 00:11:05.100]  是上帝自己無條件的恩惠
[00:11:05.100 --> 00:11:07.200]  所以你看到聖經剛才所說的
[00:11:07.200 --> 00:11:11.300]  是神自己在永世之先
[00:11:11.300 --> 00:11:15.300]  在基督耶穌裡賜給了我們
[00:11:15.300 --> 00:11:16.800]  所以你和我都常常記起
[00:11:16.800 --> 00:11:19.400]  以佛書第二章第八節所提
[00:11:19.400 --> 00:11:23.500]  我們得到救恩
[00:11:23.500 --> 00:11:28.500]  我們是本乎恩也恩著信
[00:11:28.500 --> 00:11:30.700]  這並不是出於自己
[00:11:30.700 --> 00:11:32.100]  乃是什麼?
[00:11:32.100 --> 00:11:34.300]  是神所賜的
[00:11:34.300 --> 00:11:35.600]  上上記得
[00:11:35.600 --> 00:11:37.700]  兩番思想起福音的時候
[00:11:37.700 --> 00:11:40.900]  你會想起是神自己賜的
[00:11:40.900 --> 00:11:43.700]  是一份恩典
[00:11:43.700 --> 00:11:44.800]  在恩典裡面
[00:11:44.800 --> 00:11:46.600]  我們可以快樂
[00:11:46.600 --> 00:11:48.400]  可以感謝上帝
[00:11:48.400 --> 00:11:50.000]  有一位宣教士說到
[00:11:50.000 --> 00:11:53.000]  他有一次帶了一個朋友信耶穌
[00:11:53.000 --> 00:11:54.600]  然後回到家之後
[00:11:54.600 --> 00:11:57.600]  半夜突然間收到一個電話
[00:11:57.600 --> 00:11:59.600]  這個朋友突然間打給他
[00:11:59.600 --> 00:12:00.700]  他說:不好意思,吵醒你
[00:12:00.700 --> 00:12:02.700]  不過我不可以不打給你
[00:12:02.700 --> 00:12:04.700]  宣教士可能以為他
[00:12:04.700 --> 00:12:07.200]  會不會因為有些猶豫
[00:12:07.200 --> 00:12:09.800]  還是有些反悔
[00:12:09.800 --> 00:12:12.700]  他說:不是,我很開心
[00:12:12.700 --> 00:12:15.200]  我回到家之後覺得很興奮
[00:12:15.200 --> 00:12:18.300]  心裡面越想越覺得
[00:12:18.300 --> 00:12:20.600]  很感謝上帝
[00:12:20.600 --> 00:12:24.600]  也讓我經歷了一種很特別的釋放
[00:12:24.600 --> 00:12:26.600]  然後我很想告訴你
[00:12:26.600 --> 00:12:28.000]  我現在很感謝你
[00:12:28.000 --> 00:12:29.600]  我很感謝神給我福音
[00:12:29.600 --> 00:12:31.700]  讓我能夠認識
[00:12:31.700 --> 00:12:33.800]  很多人都會在這過程當中
[00:12:33.800 --> 00:12:35.800]  經歷這一份恩運
[00:12:35.800 --> 00:12:39.500]  但當我們想到保羅所提及的福音內容的時候
[00:12:39.500 --> 00:12:41.800]  他同時說一件事情
[00:12:41.800 --> 00:12:43.600]  當你領受福音之餘
[00:12:43.600 --> 00:12:46.500]  上帝將福音託付給你
[00:12:46.500 --> 00:12:47.800]  但是在過程裡面
[00:12:47.800 --> 00:12:52.500]  上帝同樣將傳揚福音的能力
[00:12:52.500 --> 00:12:55.200]  和恩賜賜給你
[00:12:55.200 --> 00:12:56.700]  上帝是合理的上帝
[00:12:56.700 --> 00:12:58.700]  祂不會將一件事情託付給你
[00:12:58.700 --> 00:13:02.000]  因此由你自己無能為力
[00:13:02.000 --> 00:13:03.800]  完成不了託付
[00:13:03.800 --> 00:13:07.400]  上帝是會將傳福音所需要的力量
[00:13:07.400 --> 00:13:10.800]  和恩賜同時賜給你
[00:13:10.800 --> 00:13:12.400]  因此當你再讀的時候
[00:13:12.400 --> 00:13:14.000]  讀回前面的經文
[00:13:14.000 --> 00:13:16.600]  在當時保羅就勸告提摩太
[00:13:16.600 --> 00:13:20.000]  大家再看聖經第六節
[00:13:20.000 --> 00:13:22.500]  「卻為了這緣故我提醒你
[00:13:22.500 --> 00:13:24.200]  要把神直著我
[00:13:24.200 --> 00:13:26.100]  按手給你的恩賜
[00:13:26.100 --> 00:13:29.200]  像火一樣再挑旺起來」
[00:13:29.200 --> 00:13:30.300]  聖經提到
[00:13:30.300 --> 00:13:33.000]  在當時有一些教會領袖
[00:13:33.000 --> 00:13:37.000]  他們看見神給提摩太的託付
[00:13:37.000 --> 00:13:39.900]  因此他們按手差遣他
[00:13:39.900 --> 00:13:41.200]  在過程當中
[00:13:41.200 --> 00:13:44.900]  上帝將恩賜賜給提摩太
[00:13:44.900 --> 00:13:49.100]  讓他能夠完成神給他的託付
[00:13:49.100 --> 00:13:51.600]  當然當我們今天讀到這段經文的時候
[00:13:51.600 --> 00:13:52.500]  你就會想
[00:13:52.500 --> 00:13:53.900]  答對提摩太
[00:13:53.900 --> 00:13:54.800]  他沒有問題
[00:13:54.800 --> 00:13:55.800]  他可以領受力量
[00:13:55.800 --> 00:13:57.700]  因此來服侍
[00:13:57.700 --> 00:13:58.400]  但是各位靜音智慧
[00:13:58.400 --> 00:13:59.100]  當你看的時候
[00:13:59.100 --> 00:14:00.300]  你會明白
[00:14:00.300 --> 00:14:02.100]  聖經裡面所說的託付
[00:14:02.100 --> 00:14:04.000]  不單只是給提摩太
[00:14:04.000 --> 00:14:04.400]  很清楚
[00:14:04.400 --> 00:14:06.700]  你和我都常常讀回聖經
[00:14:06.700 --> 00:14:08.700]  哥林多後書所說
[00:14:08.700 --> 00:14:10.100]  聖經說
[00:14:10.100 --> 00:14:12.800]  「神直著耶穌基督
[00:14:12.800 --> 00:14:15.700]  叫你與神和好
[00:14:15.700 --> 00:14:17.300]  也都同時
[00:14:17.300 --> 00:14:22.800]  將使人與他和好的積分賜給你」
[00:14:22.800 --> 00:14:23.700]  聖經清楚地說
[00:14:23.700 --> 00:14:27.600]  就是你已經領受了神給你的一份恩典
[00:14:27.600 --> 00:14:31.400]  就是叫你能夠使人與神和好
[00:14:31.400 --> 00:14:33.700]  是將這一份恩賜
[00:14:33.700 --> 00:14:35.700]  這一份託付
[00:14:35.700 --> 00:14:37.700]  來賜給你
[00:14:37.700 --> 00:14:38.300]  因此
[00:14:38.300 --> 00:14:41.100]  或許你未必會經歷這個按手的過程
[00:14:41.100 --> 00:14:43.300]  但是你知道在過程當中
[00:14:43.300 --> 00:14:44.900]  這一份託付
[00:14:44.900 --> 00:14:49.600]  是帶著神的能力和恩典來賜給你
[00:14:49.600 --> 00:14:50.400]  但是在過程中
[00:14:50.400 --> 00:14:52.200]  有些時候會忘記了
[00:14:52.200 --> 00:14:54.200]  或者會輕忽了
[00:14:54.200 --> 00:14:56.600]  所以保羅在這個時候提醒提摩太
[00:14:56.600 --> 00:14:58.700]  所以大家再看回的時候
[00:14:58.700 --> 00:15:00.300]  在道理節就說
[00:15:00.300 --> 00:15:03.100]  他說「你要接受我的提醒
[00:15:03.100 --> 00:15:05.700]  將神藉我按手給你的恩賜
[00:15:05.700 --> 00:15:09.400]  像火一樣再挑旺起來
[00:15:09.400 --> 00:15:13.000]  要重新將祂挑旺起來」
[00:15:13.000 --> 00:15:14.600]  各位弟兄姊妹
[00:15:14.600 --> 00:15:20.500]  能力和恩賜是隨著託付臨到我們的
[00:15:20.500 --> 00:15:21.400]  但是
[00:15:21.400 --> 00:15:24.600]  你或許會好像經歷不到那種能力
[00:15:24.600 --> 00:15:26.200]  原因是因為
[00:15:26.200 --> 00:15:29.200]  你沒有去運用
[00:15:29.200 --> 00:15:31.600]  恩典是在你運用的時候
[00:15:31.600 --> 00:15:34.000]  才會顯明出來的
[00:15:34.000 --> 00:15:35.500]  所以大家或者你都會記得
[00:15:35.500 --> 00:15:37.300]  聖經裡面大使命說到
[00:15:37.300 --> 00:15:40.000]  「所以你們要去使萬民作我的門徒」
[00:15:40.000 --> 00:15:40.900]  一直說
[00:15:40.900 --> 00:15:42.400]  最後怎麼說呢?
[00:15:42.400 --> 00:15:45.800]  「我就常與你們同在」
[00:15:45.800 --> 00:15:47.600]  是當你去的時候
[00:15:47.600 --> 00:15:51.100]  神的同在就出現
[00:15:51.100 --> 00:15:51.900]  但是
[00:15:51.900 --> 00:15:54.300]  當你不去來運用
[00:15:54.300 --> 00:15:56.400]  神給你的恩賜能力的時候
[00:15:56.400 --> 00:15:59.000]  你不會經歷到
[00:15:59.000 --> 00:16:00.400]  很多時候就會想起
[00:16:00.400 --> 00:16:01.700]  我們中間一位弟兄
[00:16:01.700 --> 00:16:04.300]  今天他已經是一位牧師
[00:16:04.300 --> 00:16:05.500]  在很多年之前
[00:16:05.500 --> 00:16:07.800]  我很記得跟他聊天的時候
[00:16:07.800 --> 00:16:10.900]  他一直都跟我們說
[00:16:10.900 --> 00:16:12.800]  他說「我很害羞」
[00:16:12.800 --> 00:16:14.200]  他很坦白地說
[00:16:14.200 --> 00:16:16.500]  真的跟他聊天的時候
[00:16:16.500 --> 00:16:19.600]  他很快就臉紅了
[00:16:19.600 --> 00:16:25.800]  很快就不是很敢望人的一種性格
[00:16:25.800 --> 00:16:27.500]  他說「我很想傳福音」
[00:16:27.500 --> 00:16:32.000]  「不過我這樣怎麼說呢?」
[00:16:32.000 --> 00:16:32.900]  大家鼓勵他
[00:16:32.900 --> 00:16:34.700]  後來他自己就想
[00:16:34.700 --> 00:16:36.700]  我可以和別人一起
[00:16:36.700 --> 00:16:39.700]  別人會鼓勵到我去傳福音
[00:16:39.700 --> 00:16:41.100]  所以他就參加了
[00:16:41.100 --> 00:16:43.500]  教會在戶外的派單章
[00:16:43.500 --> 00:16:46.100]  報道的一些服事
[00:16:46.100 --> 00:16:47.000]  經過一兩次之後
[00:16:47.000 --> 00:16:49.700]  他回來跟我們分享
[00:16:49.700 --> 00:16:51.900]  他說「我很驚訝」
[00:16:51.900 --> 00:16:55.800]  「我平時在公司說話都很生氣」
[00:16:55.800 --> 00:16:56.900]  「不知為何」
[00:16:56.900 --> 00:17:01.100]  「去到我試一下給人家單章問的時候」
[00:17:01.100 --> 00:17:04.300]  「我可以很清楚地告訴他們」
[00:17:04.300 --> 00:17:07.600]  「信仰是怎樣的事」
[00:17:07.600 --> 00:17:08.600]  他就說「我很驚訝」
[00:17:08.600 --> 00:17:11.100]  「自己怎麼可以說得清楚」
[00:17:11.100 --> 00:17:12.500]  但過程當中
[00:17:12.500 --> 00:17:15.500]  仍然感受到好像神一直這樣來鼓勵他
[00:17:15.500 --> 00:17:17.300]  後來他就繼續來
[00:17:17.300 --> 00:17:19.800]  在不同的機會裡面試著說
[00:17:19.800 --> 00:17:24.900]  他的表達也開始相應地提升了
[00:17:24.900 --> 00:17:26.400]  後來這位弟兄
[00:17:26.400 --> 00:17:28.500]  很清楚地感受神給他的感動
[00:17:28.500 --> 00:17:30.700]  他就奉獻自己
[00:17:30.700 --> 00:17:33.200]  後來做了宣教士
[00:17:33.200 --> 00:17:37.700]  一段時間他一直來做宣教的服事
[00:17:37.700 --> 00:17:41.500]  有一次他帶領他們所屬國家的弟兄姊妹來
[00:17:41.500 --> 00:17:43.600]  北宣再探訪
[00:17:43.600 --> 00:17:46.300]  這位在泰國服事的弟兄
[00:17:46.300 --> 00:17:48.900]  帶著一班泰國朋友來到
[00:17:48.900 --> 00:17:52.200]  就叫我「施牧師你跟他們分享幾句」
[00:17:52.200 --> 00:17:53.500]  我說「我?」
[00:17:53.500 --> 00:17:55.800]  「我怎麼說泰國文?」
[00:17:55.800 --> 00:17:56.900]  他說「不要緊」
