
[00:00:00.000 --> 00:00:03.760]  各位聽眾會平安 舊約仍然說話
[00:01:33.000 --> 00:01:36.000]  在英文裏面叫做 Passover
[00:01:36.000 --> 00:01:39.000]  就有一個滅命的天使
[00:01:39.000 --> 00:01:42.960]  他會越過猶太人的門口
[00:01:42.960 --> 00:01:45.960]  爲什麽這個天使不進來越過呢
[00:01:45.960 --> 00:01:49.000]  就因爲他看到門口上面有血
[00:01:49.000 --> 00:01:51.960]  他們在那晚黃昏的時候
[00:01:51.960 --> 00:01:53.960]  要殺了一隻羔羊
[00:01:53.960 --> 00:01:55.960]  然後用水煮了它
[00:01:55.960 --> 00:01:57.960]  那晚就來吃
[00:01:57.960 --> 00:01:59.960]  他們要穿好衣服
[00:01:59.960 --> 00:02:02.960]  預備就隨時出行
[00:02:02.960 --> 00:02:03.960]  殺了那隻羔羊
[00:02:03.960 --> 00:02:09.960]  把血淘在門窗和門眉上面
[00:02:09.960 --> 00:02:12.960]  就是兩邊和頂頂那裏
[00:02:12.960 --> 00:02:14.960]  全部要淘了
[00:02:14.960 --> 00:02:15.960]  這個淘了血
[00:02:15.960 --> 00:02:17.960]  門眉門窗上面
[00:02:17.960 --> 00:02:21.960]  也好像有個十字架的形象
[00:02:21.960 --> 00:02:23.960]  因爲那些血會一直流下來
[00:02:23.960 --> 00:02:25.960]  頂那裏又流下來
[00:02:25.960 --> 00:02:27.960]  兩邊的血又流下來
[00:02:27.960 --> 00:02:32.960]  好像造成一個十字架的形象一樣
[00:02:32.960 --> 00:02:35.960]  所以他們一路守這個月節的時候
[00:02:35.960 --> 00:02:40.960]  就代表救贖在他們當中
[00:02:40.960 --> 00:02:45.960]  黃昏就是一天的開始
[00:02:45.960 --> 00:02:48.960]  原來猶太人有兩個
[00:02:48.960 --> 00:02:50.960]  他們都叫做黃昏
[00:02:50.960 --> 00:02:53.960]  一個就是當太陽下的時候
[00:02:53.960 --> 00:02:55.960]  他們就叫做黃昏
[00:02:55.960 --> 00:02:57.960]  另外一個黃昏就是
[00:02:57.960 --> 00:03:02.960]  當太陽完全在地平線那裏消滅了
[00:03:02.960 --> 00:03:03.960]  轉黑的時候
[00:03:03.960 --> 00:03:05.960]  他們又叫做黃昏
[00:03:05.960 --> 00:03:08.960]  所以兩個黃昏中間這段時間
[00:03:08.960 --> 00:03:12.960]  就是他們要開始守節的時候
[00:03:12.960 --> 00:03:15.960]  所以猶太人計算一天的開始
[00:03:15.960 --> 00:03:17.960]  是用黃昏開始的
[00:03:17.960 --> 00:03:20.960]  不像我們睡完覺
[00:03:20.960 --> 00:03:21.960]  第二天早上
[00:03:21.960 --> 00:03:25.960]  我們就叫做一天的新的開始
[00:03:25.960 --> 00:03:26.960]  這個節期
[00:03:26.960 --> 00:03:30.960]  是猶太人裏面很重要的一個節期
[00:03:30.960 --> 00:03:32.960]  他們守這個節期就是
[00:03:32.960 --> 00:03:36.960]  正月的14號
[00:03:36.960 --> 00:03:38.960]  那一天的黃昏就守
[00:03:38.960 --> 00:03:42.960]  然後就進入15號了
[00:03:42.960 --> 00:03:46.960]  他們一共要守節7天那麽久
[00:03:46.960 --> 00:03:47.960]  很奇妙
[00:03:47.960 --> 00:03:50.960]  神規定所有的節期
[00:03:50.960 --> 00:03:53.960]  都和7有關的
[00:03:53.960 --> 00:03:55.960]  守節是7天的
[00:03:55.960 --> 00:03:57.960]  而且下半年的節期
[00:03:57.960 --> 00:04:00.960]  都是在7月開始的
[00:04:00.960 --> 00:04:02.960]  7月初一守吹角節
[00:04:02.960 --> 00:04:04.960]  7月10號守贖日
[00:04:04.960 --> 00:04:09.960]  7月15號守五柱棚節
[00:04:09.960 --> 00:04:14.960]  所以神安排一切的東西都很奇妙
[00:04:14.960 --> 00:04:17.960]  很有特別的預備
[00:04:17.960 --> 00:04:21.960]  而且這個除教節
[00:04:21.960 --> 00:04:23.960]  因為他們不准吃膠
[00:04:23.960 --> 00:04:25.960]  因此有很多人研究
[00:04:25.960 --> 00:04:28.960]  到底除教是什麽意思
[00:04:28.960 --> 00:04:30.960]  我聽過一個神學院的老師
[00:04:30.960 --> 00:04:31.960]  他這樣說
[00:04:31.960 --> 00:04:35.960]  除教可以說是為了紀念
[00:04:35.960 --> 00:04:38.960]  他們離開埃及
[00:04:38.960 --> 00:04:42.960]  因為在出埃及記13章第三節那裏說
[00:04:42.960 --> 00:04:45.960]  神是令他們出來
[00:04:45.960 --> 00:04:50.960]  是想起他們離開埃及
[00:04:50.960 --> 00:04:54.960]  所以他們在出埃及的頭一天
[00:04:54.960 --> 00:04:56.960]  是起點
[00:04:56.960 --> 00:04:59.960]  他們就不吃膠
[00:04:59.960 --> 00:05:03.960]  然後一直到約書亞記第五章
[00:05:03.960 --> 00:05:05.960]  第十到十一節
[00:05:05.960 --> 00:05:10.960]  當他們離開埃及進入迦南
[00:05:10.960 --> 00:05:14.960]  他們那一天開始吃當地的出產
[00:05:14.960 --> 00:05:17.960]  於是瑪拿就停止了
[00:05:17.960 --> 00:05:21.960]  他們那一天又是要吃無膠的
[00:05:21.960 --> 00:05:26.960]  就表示他們進入迦南的第一天
[00:05:26.960 --> 00:05:29.960]  出埃及的第一天
[00:05:29.960 --> 00:05:31.960]  進入迦南的第一天
[00:05:31.960 --> 00:05:33.960]  即是說這四十年裏面
[00:05:33.960 --> 00:05:35.960]  他們是在苦難
[00:05:35.960 --> 00:05:37.960]  在奴役當中
[00:05:37.960 --> 00:05:40.960]  因此他們要紀念神
[00:05:40.960 --> 00:05:43.960]  施恩拯救他們
[00:05:43.960 --> 00:05:45.960]  所以他們要吃無膠餅
[00:05:45.960 --> 00:05:48.960]  就代表神有很豐盛的恩典
[00:05:48.960 --> 00:05:51.960]  在他們的身上
[00:05:51.960 --> 00:05:55.960]  因此這個如月節
[00:05:55.960 --> 00:06:01.960]  今天就代表了耶穌基督的救贖
[00:06:01.960 --> 00:06:05.960]  耶穌基督救我們出黑暗
[00:06:05.960 --> 00:06:08.960]  進入奇妙光明
[00:06:08.960 --> 00:06:10.960]  大家都記得
[00:06:10.960 --> 00:06:15.960]  彼得前書二章五節說
[00:06:15.960 --> 00:06:18.960]  我們是被揀選的族類
[00:06:18.960 --> 00:06:21.960]  是君尊的祭司
[00:06:21.960 --> 00:06:25.960]  是聖潔的國度是屬神的子民
[00:06:25.960 --> 00:06:27.960]  我們要宣揚
[00:06:27.960 --> 00:06:30.960]  那個召我們出黑暗
[00:06:30.960 --> 00:06:33.960]  進入奇妙光明者
[00:06:33.960 --> 00:06:37.960]  他的彼得就是這位神的彼得
[00:06:37.960 --> 00:06:41.960]  所以我們都是被揀選的族類
[00:06:41.960 --> 00:06:44.960]  我們已經被拯救出來
[00:06:44.960 --> 00:06:47.960]  所以是過世
[00:06:47.960 --> 00:06:50.960]  離開了舊的罪惡圍爐之地
[00:06:50.960 --> 00:06:55.960]  我們進入一個新的應許的地方
[00:06:55.960 --> 00:06:57.960]  所以這個節期
[00:06:57.960 --> 00:07:01.960]  對猶太人來說是非常重要
[00:07:01.960 --> 00:07:03.960]  他們一起守節的時候
[00:07:03.960 --> 00:07:06.960]  就想起他們當年
[00:07:06.960 --> 00:07:11.960]  在埃及為路受了很多痛苦的時候
[00:07:11.960 --> 00:07:14.960]  神遂聽他們的禱告
[00:07:14.960 --> 00:07:17.960]  就猜疑摩西成為領袖
[00:07:17.960 --> 00:07:22.960]  帶他們要出埃及離開圍爐之地
[00:07:22.960 --> 00:07:25.960]  進入應許的地方
[00:07:25.960 --> 00:07:27.960]  各位親愛的弟兄姊妹
[00:07:27.960 --> 00:07:29.960]  耶穌都是這樣
[00:07:29.960 --> 00:07:32.960]  今天救贖了你和我
[00:07:32.960 --> 00:07:35.960]  我們的生命是屬於神的
[00:07:35.960 --> 00:07:37.960]  我們是祭司
[00:07:37.960 --> 00:07:39.960]  我們是聖潔的國度
[00:07:39.960 --> 00:07:41.960]  我們是屬神的子民
[00:07:41.960 --> 00:07:43.960]  所以我們的生命裡面
[00:07:43.960 --> 00:07:45.960]  我們要宣揚這位
[00:07:45.960 --> 00:07:47.960]  救了我們出黑暗
[00:07:47.960 --> 00:07:49.960]  入奇妙光明者
[00:07:49.960 --> 00:07:53.960]  祂那個美好的美德
[00:07:53.960 --> 00:07:56.960]  所以我們時時要為耶穌作見證
[00:07:56.960 --> 00:07:58.960]  宣揚神在我們身上
[00:07:58.960 --> 00:08:00.960]  很多很多的恩典
[00:08:00.960 --> 00:08:02.960]  很多奇妙的作為
[00:08:02.960 --> 00:08:07.960]  讓你今天就開始向你身邊的人
[00:08:07.960 --> 00:08:10.960]  講述耶穌奇妙的恩典
[00:08:10.960 --> 00:08:12.960]  天父祝福你
