
[00:00:00.000 --> 00:00:04.400]  今天我們要一同來分享的新節目
[00:06:41.200 --> 00:06:43.200]  爲什麼他要釘十下呢
[00:06:43.200 --> 00:06:46.200]  爲什麼他來到世界來做人呢
[00:06:46.200 --> 00:06:50.200]  爲什麼他要來到世上呢
[00:06:50.200 --> 00:06:52.200]  基督來到世上
[00:06:52.200 --> 00:06:54.200]  他說我們也讀過了
[00:06:54.200 --> 00:06:58.200]  基督耶穌降世爲了拯救罪人
[00:06:58.200 --> 00:07:00.200]  他是爲了罪而來的
[00:07:00.200 --> 00:07:04.200]  他爲了罪他要救贖人
[00:07:04.200 --> 00:07:06.200]  從罪流出來的話呢
[00:07:06.200 --> 00:07:08.200]  他就需要來到世上
[00:07:08.200 --> 00:07:13.200]  他就需要釘在十下上爲我們代試
[00:07:13.200 --> 00:07:18.200]  這個是因爲我們的罪都歸在他的身上
[00:07:18.200 --> 00:07:22.200]  所以這個是基督呢
[00:07:22.200 --> 00:07:25.200]  他使得十下不是爲了別的
[00:07:25.200 --> 00:07:28.200]  乃是替人贖罪
[00:07:28.200 --> 00:07:31.200]  他是一個人替衆人贖
[00:07:31.200 --> 00:07:34.200]  在格林多後書也提到
[00:07:34.200 --> 00:07:38.200]  我們想一人集體衆人死了
[00:07:38.200 --> 00:07:40.200]  衆人就都死了
[00:07:40.200 --> 00:07:42.200]  因爲我們的罪都歸給他
[00:07:42.200 --> 00:07:43.200]  他擔當我們的罪
[00:07:43.200 --> 00:07:45.200]  他救贖我們的罪
[00:07:45.200 --> 00:07:46.200]  所以我們的罪
[00:07:46.200 --> 00:07:49.200]  神就能夠赦免我們
[00:07:49.200 --> 00:07:52.200]  使我們跟神和好
[00:07:52.200 --> 00:07:57.200]  這個是關於到基督救贖的這個意義
[00:07:57.200 --> 00:08:00.200]  第三個歸算
[00:08:00.200 --> 00:08:05.200]  就是神的意歸算到相信基督的人
[00:08:05.200 --> 00:08:07.200]  這個救贖什麼呢
[00:08:07.200 --> 00:08:11.200]  就是神的意歸算到相信
[00:08:11.200 --> 00:08:14.200]  凡是相信基督的人
[00:08:14.200 --> 00:08:17.200]  那麼神的意就領到他了
[00:08:17.200 --> 00:08:19.200]  就是我們所說的
[00:08:19.200 --> 00:08:22.200]  神就稱我們爲義了
[00:08:22.200 --> 00:08:23.200]  這第三個歸算呢
[00:08:23.200 --> 00:08:25.200]  就關於救贖的教義
[00:08:25.200 --> 00:08:30.200]  這是一個很大的事情
[00:08:30.200 --> 00:08:32.200]  人有罪
[00:08:32.200 --> 00:08:34.200]  那麼基督的代誓呢
[00:08:34.200 --> 00:08:38.200]  就是滿足了神的要求
[00:08:38.200 --> 00:08:40.200]  所以就有了救恩了
[00:08:40.200 --> 00:08:46.200]  只有他能夠有資格替衆人死
[00:08:46.200 --> 00:08:48.200]  所以要相信他的人呢
[00:08:48.200 --> 00:08:51.200]  你才能夠得到救恩
[00:08:51.200 --> 00:08:57.200]  神的意就歸算到相信耶穌基督的人
[00:08:57.200 --> 00:08:59.200]  所以有三個歸算
[00:08:59.200 --> 00:09:02.200]  那麼今天呢就先開始來看第一個
[00:09:02.200 --> 00:09:04.200]  以後呢我們再看第二個
[00:09:04.200 --> 00:09:08.200]  再來看第三個
[00:09:08.200 --> 00:09:13.200]  那麼現在要先看看人跟罪的關係
[00:09:13.200 --> 00:09:17.200]  首先呢我們要看到罪的起源
[00:09:17.200 --> 00:09:21.200]  罪在人類中間的起源是什麼呢
[00:09:21.200 --> 00:09:23.200]  剛纔我們讀的聖經說
[00:09:23.200 --> 00:09:25.200]  就很明確的
[00:09:25.200 --> 00:09:29.200]  保羅根據神的啓示他就說
[00:09:29.200 --> 00:09:32.200]  罪是從義人入了世界
[00:09:32.200 --> 00:09:37.200]  罪是從義人入了世界
[00:09:37.200 --> 00:09:39.200]  這義人是指的誰呢
[00:09:39.200 --> 00:09:40.200]  亞當
[00:09:40.200 --> 00:09:43.200]  因爲你讀到下面的話就看到亞當了
[00:09:43.200 --> 00:09:45.200]  亞當的名字就出來了
[00:09:45.200 --> 00:09:48.200]  這個人就是亞當
[00:09:48.200 --> 00:09:51.200]  亞當呢他犯了什麼罪呢
[00:09:51.200 --> 00:09:54.200]  他不順從神的命令
[00:09:54.200 --> 00:09:59.200]  他喫了分別桑烏素的果子
[00:09:59.200 --> 00:10:05.200]  那這個就是罪在人類的一個起始
[00:10:05.200 --> 00:10:09.200]  在人類裏頭的一個開始
[00:10:09.200 --> 00:10:14.200]  並不是說亞當以前就沒有罪的存在
[00:10:14.200 --> 00:10:18.200]  但是這個罪的起源呢
[00:10:18.200 --> 00:10:25.200]  根源是在天上靈界裏頭魔鬼
[00:10:25.200 --> 00:10:29.200]  在亞當以前魔鬼已經犯了罪了
[00:10:29.200 --> 00:10:31.200]  所以這個要說的根源呢
[00:10:31.200 --> 00:10:36.200]  應該追究到這個靈界裏頭的魔鬼
[00:10:36.200 --> 00:10:38.200]  但是在人類裏頭
[00:10:38.200 --> 00:10:42.200]  人類裏頭的罪呢就從亞當開始
[00:10:42.200 --> 00:10:46.200]  所以這個一個是在人裏頭的開始
[00:10:46.200 --> 00:10:52.200]  一個呢是他的總的一個根本的
[00:10:52.200 --> 00:10:56.200]  所以在第五章呢
[00:10:56.200 --> 00:10:59.200]  第十一節到十一節這一段
[00:10:59.200 --> 00:11:01.200]  我們讀到第五章的時候
[00:11:01.200 --> 00:11:07.200]  我們讀到羅馬書第五章第一節到十一節的時候呢
[00:11:07.200 --> 00:11:09.200]  我們就看到
[00:11:09.200 --> 00:11:16.200]  神接待耶穌基督使我們得到很多的福氣
[00:11:16.200 --> 00:11:19.200]  叫我們能夠跟神和好
[00:11:19.200 --> 00:11:21.200]  那麼我們接待他呢
[00:11:21.200 --> 00:11:25.200]  就能夠歡歡喜喜的盼望神的榮耀
[00:11:25.200 --> 00:11:29.200]  那麼我們在患難中呢也是歡歡喜喜
[00:11:29.200 --> 00:11:31.200]  因爲知道患難生忍耐
[00:11:31.200 --> 00:11:33.200]  忍耐生老憐
[00:11:33.200 --> 00:11:35.200]  老憐生盼望
[00:11:35.200 --> 00:11:38.200]  盼望就不至於羞恥
[00:11:38.200 --> 00:11:41.200]  底下講到基督爲我們使
[00:11:41.200 --> 00:11:45.200]  在我們還做罪人的時候就爲我們使
[00:11:45.200 --> 00:11:47.200]  那麼這個是這樣呢
[00:11:47.200 --> 00:11:51.200]  我們不但接待耶穌基督跟神和好了
[00:11:51.200 --> 00:11:55.200]  而且我們也接待他能夠以神爲樂
[00:11:55.200 --> 00:11:57.200]  所以第五章的上半章呢
[00:11:57.200 --> 00:12:02.200]  講到我們跟神和好以後
[00:12:02.200 --> 00:12:04.200]  種種的福氣
[00:12:04.200 --> 00:12:09.200]  包括了所有的福氣差不多都可以在裏頭
[00:12:09.200 --> 00:12:11.200]  所以你等到你幸福以後
[00:12:11.200 --> 00:12:15.200]  你就這些福氣呢都是領導你的
[00:12:15.200 --> 00:12:18.200]  你就是能夠有盼望
[00:12:18.200 --> 00:12:21.200]  就在患難中你也是有盼望
[00:12:21.200 --> 00:12:22.200]  你有榮耀
[00:12:22.200 --> 00:12:25.200]  你知道神愛我們
[00:12:25.200 --> 00:12:28.200]  你也知道我們跟神和好了
[00:12:28.200 --> 00:12:33.200]  這很多的福氣都在上半章裏頭講到了
[00:12:33.200 --> 00:12:38.200]  接下來他就說基督怎麼樣把救恩帶給我們
[00:12:38.200 --> 00:12:41.200]  這些福氣怎麼來的呢
[00:12:41.200 --> 00:12:44.200]  是基督把這個福氣帶給我們
[00:12:44.200 --> 00:12:46.200]  接待他的救恩
[00:12:46.200 --> 00:12:50.200]  他把種種的福氣賜給我們
[00:12:50.200 --> 00:12:56.200]  就是在第五章的下半章講的這段話
[00:12:56.200 --> 00:12:59.200]  這段話是很重要的話
[00:12:59.200 --> 00:13:02.200]  一般我們讀羅馬書的話
[00:13:02.200 --> 00:13:06.200]  覺得第六章到第八章
[00:13:06.200 --> 00:13:08.200]  這一章很高
[00:13:08.200 --> 00:13:11.200]  非常深奧
[00:13:11.200 --> 00:13:13.200]  其實第五章下半章
[00:13:13.200 --> 00:13:16.200]  這一半段這半章的話
[00:13:16.200 --> 00:13:20.200]  也是聖經裏頭不太容易明白的
[00:13:20.200 --> 00:13:24.200]  因爲他用很少的幾句話
[00:13:24.200 --> 00:13:27.200]  就把這個基督跟亞當的關係
[00:13:27.200 --> 00:13:30.200]  這救恩的重要的一個根據
[00:13:30.200 --> 00:13:33.200]  能夠講的這麼樣的準確
[00:13:33.200 --> 00:13:35.200]  那麼的清楚
[00:13:35.200 --> 00:13:37.200]  這第五章的下半章
[00:13:37.200 --> 00:13:39.200]  實在是非常重要的
[00:13:39.200 --> 00:13:40.200]  這就因爲什麼呢
[00:13:40.200 --> 00:13:45.200]  這因爲要從罪的起源
[00:13:45.200 --> 00:13:48.200]  講到怎麼能夠基督耶穌
[00:13:48.200 --> 00:13:51.200]  怎麼把我們從罪中救出來
[00:13:51.200 --> 00:13:53.200]  他怎麼樣勝過罪的
[00:13:53.200 --> 00:13:59.200]  這是一個很重要的這些話
[00:13:59.200 --> 00:14:03.200]  那麼看看罪的本質是什麼
[00:14:03.200 --> 00:14:08.200]  罪的本質不是隻是一些不道德
[00:14:08.200 --> 00:14:09.200]  你說謊啊
[00:14:09.200 --> 00:14:11.200]  你殺人啊放火啊
[00:14:11.200 --> 00:14:12.200]  不是這個
[00:14:12.200 --> 00:14:17.200]  罪的本質就是不信
[00:14:17.200 --> 00:14:19.200]  他不順服神
[00:14:19.200 --> 00:14:22.200]  這是罪大的一個罪的本質
[00:14:22.200 --> 00:14:23.200]  那其他的呢
[00:14:23.200 --> 00:14:26.200]  都是從不信神的話
[00:14:26.200 --> 00:14:29.200]  不順從神的命令裏頭
[00:14:29.200 --> 00:14:32.200]  所產生出來的
[00:14:32.200 --> 00:14:35.200]  神呢就吩咐呢
[00:14:35.200 --> 00:14:37.200]  當找了亞當以後
[00:14:37.200 --> 00:14:40.200]  就交給他的權柄
[00:14:40.200 --> 00:14:41.200]  給他說
[00:14:41.200 --> 00:14:44.200]  園中各樣樹上的果子
[00:14:44.200 --> 00:14:47.200]  你都可以喫
[00:14:47.200 --> 00:14:49.200]  不知道有多少種
[00:14:49.200 --> 00:14:51.200]  一千種或者是一百種
[00:14:51.200 --> 00:14:54.200]  很多你都可以喫
[00:14:54.200 --> 00:14:58.200]  但是呢只是分別上落樹上的果子
[00:14:58.200 --> 00:15:00.200]  你不能喫
[00:15:00.200 --> 00:15:02.200]  你不可以喫
[00:15:02.200 --> 00:15:05.200]  你喫的日子就必定死
[00:15:05.200 --> 00:15:08.200]  如果園中有一百種樹
[00:15:08.200 --> 00:15:11.200]  九十九種可以喫
[00:15:11.200 --> 00:15:13.200]  只有一種不能喫
[00:15:13.200 --> 00:15:15.200]  你給這個孩子玩具
[00:15:15.200 --> 00:15:16.200]  一百種玩具
[00:15:16.200 --> 00:15:19.200]  這九十九種玩具你都可以用
[00:15:19.200 --> 00:15:20.200]  都可以玩
[00:15:20.200 --> 00:15:24.200]  那個你不要去動它
[00:15:24.200 --> 00:15:28.200]  這個說神給亞當的是最大的自由
[00:15:28.200 --> 00:15:29.200]  九十九
[00:15:29.200 --> 00:15:31.200]  或者是九百九十九
[00:15:31.200 --> 00:15:33.200]  絕大多數
[00:15:33.200 --> 00:15:35.200]  最少的限制
[00:15:35.200 --> 00:15:37.200]  就一樣
[00:15:37.200 --> 00:15:41.200]  你看這個應該說是很容易的吧
[00:15:41.200 --> 00:15:44.200]  神的話也很清楚的
[00:15:44.200 --> 00:15:46.200]  神也沒有告訴亞當說
[00:15:46.200 --> 00:15:49.200]  你自己去想一想可不可以喫
[00:15:49.200 --> 00:15:51.200]  那如果神這麼說的話
[00:15:51.200 --> 00:15:52.200]  亞當喫了以後
[00:15:52.200 --> 00:15:54.200]  他就可以跟神說
[00:15:54.200 --> 00:15:56.200]  你沒有跟我講清楚吧
[00:15:56.200 --> 00:16:00.200]  可是神給他的很明確
[00:16:00.200 --> 00:16:02.200]  也很簡單
[00:16:02.200 --> 00:16:03.200]  可是呢
[00:16:03.200 --> 00:16:06.200]  就是在這些事情上呢
[00:16:06.200 --> 00:16:09.200]  亞當不信神的話
[00:16:09.200 --> 00:16:11.200]  不信神所說的
[00:16:11.200 --> 00:16:12.200]  這不可以喫呢
[00:16:12.200 --> 00:16:15.200]  他就喫了
[00:16:15.200 --> 00:16:17.200]  那麼這也是說
[00:16:17.200 --> 00:16:19.200]  他不聽從神的命令
[00:16:19.200 --> 00:16:23.200]  可能他明白神的命令的意思
[00:16:23.200 --> 00:16:27.200]  也可能他不明白神爲什麼不許他喫
[00:16:27.200 --> 00:16:28.200]  但是呢
[00:16:28.200 --> 00:16:29.200]  他只要聽就行了
[00:16:29.200 --> 00:16:31.200]  只要順從就行了
[00:16:31.200 --> 00:16:34.200]  可是他不順從神
[00:16:34.200 --> 00:16:36.200]  所以這樣的話呢
[00:16:36.200 --> 00:16:40.200]  就是使得他
[00:16:40.200 --> 00:16:43.200]  看到他的罪的本質
[00:16:43.200 --> 00:16:45.200]  亞當那個時候
[00:16:45.200 --> 00:16:47.200]  世界上沒有殺人放火
[00:16:47.200 --> 00:16:49.200]  只有他跟夏娃兩個
[00:16:49.200 --> 00:16:52.200]  他們兩個相處得很好
[00:16:52.200 --> 00:16:55.200]  也沒有這些其他的罪
[00:16:55.200 --> 00:16:57.200]  也沒有什麼貪心
[00:16:57.200 --> 00:16:59.200]  也沒有什麼東西我要的話
[00:16:59.200 --> 00:17:00.200]  我得不到
[00:17:00.200 --> 00:17:01.200]  他去貪去
[00:17:01.200 --> 00:17:03.200]  他用非法手段就拿到
[00:17:03.200 --> 00:17:04.200]  沒有
[00:17:04.200 --> 00:17:06.200]  一切地上所有的
[00:17:06.200 --> 00:17:09.200]  他都可以享受
[00:17:09.200 --> 00:17:11.200]  但是他最根本的
[00:17:11.200 --> 00:17:13.200]  就是他不信神的話
[00:17:13.200 --> 00:17:16.200]  他不肯聽神的話
[00:17:16.200 --> 00:17:17.200]  那這樣的話
[00:17:17.200 --> 00:17:21.200]  就是這個罪的本質
[00:17:21.200 --> 00:17:24.200]  那麼在教會里頭
[00:17:24.200 --> 00:17:26.200]  就有很多對這個
[00:17:26.200 --> 00:17:28.200]  這樣的這些
[00:17:28.200 --> 00:17:30.200]  這個分別上額數的
[00:17:30.200 --> 00:17:32.200]  就有很多的猜測
[00:17:32.200 --> 00:17:34.200]  甚至有人說呢
[00:17:34.200 --> 00:17:37.200]  那個上額數的果子是什麼
[00:17:37.200 --> 00:17:38.200]  品蘋果
[00:17:38.200 --> 00:17:41.200]  所以這個男人的
[00:17:41.200 --> 00:17:43.200]  喉嚨的地方
[00:17:43.200 --> 00:17:45.200]  Apple
[00:17:45.200 --> 00:17:46.200]  他喫了以後
[00:17:46.200 --> 00:17:49.200]  他這個東西就留在這個地方
[00:17:49.200 --> 00:17:51.200]  有很多的傳說
[00:17:51.200 --> 00:17:52.200]  還有說呢
[00:17:52.200 --> 00:17:53.200]  葡萄
[00:17:53.200 --> 00:17:55.200]  這個分別上額數是葡萄
[00:17:55.200 --> 00:17:57.200]  葡萄樹
[00:17:57.200 --> 00:17:58.200]  葡萄樹的話
[00:17:58.200 --> 00:18:00.200]  就可以做成酒
[00:18:00.200 --> 00:18:01.200]  經過聖經說呢
[00:18:01.200 --> 00:18:04.200]  不可以喝酒
[00:18:04.200 --> 00:18:06.200]  聖經沒有說不可以喝酒
[00:18:06.200 --> 00:18:09.200]  聖經說是不可醉酒
[00:18:09.200 --> 00:18:12.200]  那麼他就會說有各樣的
[00:18:12.200 --> 00:18:14.200]  那甚至說呢
[00:18:14.200 --> 00:18:15.200]  這個禁果
[00:18:15.200 --> 00:18:17.200]  這個分別上額數的果子是禁果
[00:18:17.200 --> 00:18:20.200]  禁果就是性行爲
[00:18:20.200 --> 00:18:21.200]  屬於這個
[00:18:21.200 --> 00:18:22.200]  就是說
[00:18:22.200 --> 00:18:23.200]  屬於這個
[00:18:23.200 --> 00:18:25.200]  中古世紀的話
[00:18:25.200 --> 00:18:26.200]  天主教說
[00:18:26.200 --> 00:18:28.200]  這些神職人員
[00:18:28.200 --> 00:18:31.200]  這個修女跟神父
[00:18:31.200 --> 00:18:33.200]  不可以不可以結婚
[00:18:33.200 --> 00:18:34.200]  要守單身
[00:18:34.200 --> 00:18:36.200]  其實不是神的意思
[00:18:36.200 --> 00:18:39.200]  因爲神對亞當說的話
[00:18:39.200 --> 00:18:41.200]  你要生養衆多
[00:18:41.200 --> 00:18:43.200]  要遍滿地面
[00:18:43.200 --> 00:18:46.200]  叫你的子孫多遍滿地面
[00:18:46.200 --> 00:18:49.200]  你要管理天上的鳥
[00:18:49.200 --> 00:18:51.200]  空中的鳥
[00:18:51.200 --> 00:18:52.200]  海里的魚
[00:18:52.200 --> 00:18:55.200]  和地上一切爬行的生訓
[00:18:55.200 --> 00:18:57.200]  神就有的豐富
[00:18:57.200 --> 00:18:59.200]  就要送養衆多
[00:18:59.200 --> 00:19:02.200]  獨生不是神祈求的命令
[00:19:02.200 --> 00:19:05.200]  獨生是因爲人個別的
[00:19:05.200 --> 00:19:08.200]  有一些特殊的情況
[00:19:08.200 --> 00:19:09.200]  獨生
[00:19:09.200 --> 00:19:10.200]  這是可以的
[00:19:10.200 --> 00:19:13.200]  但是神並沒有命令說
[00:19:13.200 --> 00:19:15.200]  以後的人都要獨生
[00:19:15.200 --> 00:19:18.200]  神的意思不是這樣的
[00:19:18.200 --> 00:19:20.200]  那我們就覺得
[00:19:20.200 --> 00:19:22.200]  這些就是
[00:19:22.200 --> 00:19:24.200]  罪的本質就是不幸
[00:19:24.200 --> 00:19:28.200]  所以不幸是非常嚴重的
[00:19:28.200 --> 00:19:31.200]  因爲所有以後的
[00:19:31.200 --> 00:19:33.200]  這些犯罪的情況
[00:19:33.200 --> 00:19:38.200]  都是從不幸神的話裏頭來的
[00:19:38.200 --> 00:19:40.200]  所以聖經裏頭對罪的話
[00:19:40.200 --> 00:19:45.200]  有各種的一些表現
[00:19:45.200 --> 00:19:46.200]  不法
[00:19:46.200 --> 00:19:48.200]  所以這個罪也是不法
[00:19:48.200 --> 00:19:49.200]  不法什麼呢
[00:19:49.200 --> 00:19:53.200]  就是違反神所定的法則
[00:19:53.200 --> 00:19:55.200]  神定下法則
[00:19:55.200 --> 00:19:57.200]  他就不肯遵守
[00:19:57.200 --> 00:19:59.200]  那麼就是不法
[00:19:59.200 --> 00:20:02.200]  所以這個罪的根本意思就是不幸
[00:20:02.200 --> 00:20:07.200]  還沒有達到神的要求
[00:20:07.200 --> 00:20:10.200]  那麼現在看看罪的後果是什麼
[00:20:10.200 --> 00:20:12.200]  聖經告訴我們
[00:20:12.200 --> 00:20:14.200]  神告訴亞當說
[00:20:14.200 --> 00:20:16.200]  你要喫的日子
[00:20:16.200 --> 00:20:18.200]  你必定死
[00:20:18.200 --> 00:20:23.200]  在西伯來書第九章二十七節提到
[00:20:23.200 --> 00:20:24.200]  按照定命
[00:20:24.200 --> 00:20:26.200]  人人都有一死
[00:20:26.200 --> 00:20:28.200]  死後且有審判
[00:20:28.200 --> 00:20:37.200]  所以這個死是人的死
[00:20:37.200 --> 00:20:39.200]  是一個結局
[00:20:39.200 --> 00:20:43.200]  聖經裏頭提到人的死
[00:20:43.200 --> 00:20:45.200]  有三種
[00:20:45.200 --> 00:20:47.200]  人的死有三種
[00:20:47.200 --> 00:20:51.200]  第一種就是靈的死
[00:20:51.200 --> 00:20:53.200]  靈的是什麼呢
[00:20:53.200 --> 00:20:58.200]  靈的死我們死在過犯罪惡當中
[00:20:58.200 --> 00:21:00.200]  我們跟神隔絕了
[00:21:00.200 --> 00:21:02.200]  我們跟神不能來往了
[00:21:02.200 --> 00:21:04.200]  這我們的靈就死了
