
[00:00:00.000 --> 00:00:03.000]  在這個關係撕裂的時代
[00:02:52.320 --> 00:02:53.720]  雅各說我的弟兄們
[00:02:53.720 --> 00:02:55.320]  不要多人作師傅
[00:02:55.320 --> 00:02:59.320]  因爲曉得我們要受更重的判斷
[00:02:59.320 --> 00:03:01.320]  這裏是提醒作教導的人
[00:03:01.320 --> 00:03:03.720]  就是今天我站在這裏
[00:03:03.720 --> 00:03:06.520]  當我們作教導的人
[00:03:06.520 --> 00:03:11.720]  要自己先有這個榜樣
[00:03:11.720 --> 00:03:14.120]  或者是要我們自己先留意
[00:03:14.120 --> 00:03:16.720]  免得我們教人
[00:03:16.720 --> 00:03:18.920]  但是我們自己做不到
[00:03:18.920 --> 00:03:23.120]  否則其實我們會受更大的判斷
[00:03:23.120 --> 00:03:26.720]  所以這句是特別給自己的提醒
[00:03:26.720 --> 00:03:28.320]  然後雅各說
[00:03:28.320 --> 00:03:31.520]  原來我們在很多的事上都有過失
[00:03:31.520 --> 00:03:33.520]  如果有人在話語上沒有過失
[00:03:33.520 --> 00:03:35.120]  他就是完全人
[00:03:35.120 --> 00:03:38.920]  也能夠勒住自己的全身
[00:03:38.920 --> 00:03:40.520]  這裏說的是
[00:03:40.520 --> 00:03:45.120]  基督徒可以犯上很多種的罪
[00:03:45.120 --> 00:03:46.920]  或者是過失
[00:03:46.920 --> 00:03:48.920]  不過沒有任何一種的罪
[00:03:48.920 --> 00:03:52.520]  比言語的罪更容易觸犯
[00:03:52.520 --> 00:03:55.520]  如果一個人在言語上沒有過失
[00:03:55.520 --> 00:04:00.520]  他很大機會在其他的事上都沒有過失
[00:04:00.520 --> 00:04:01.920]  爲什麼呢
[00:04:01.920 --> 00:04:06.520]  因爲一個人能夠控制自己的舌頭
[00:04:06.520 --> 00:04:09.520]  就能夠控制全人
[00:04:09.520 --> 00:04:12.720]  又或者是舌頭的罪
[00:04:12.720 --> 00:04:14.120]  我們言語的錯
[00:04:14.120 --> 00:04:16.920]  實在是太容易觸犯
[00:04:16.920 --> 00:04:20.320]  沒有人能夠有這種把握
[00:04:20.320 --> 00:04:22.120]  爲了說明控制舌頭
[00:04:22.120 --> 00:04:25.920]  就能夠控制全身不犯罪
[00:04:25.920 --> 00:04:28.320]  那種舌頭的威力
[00:04:28.320 --> 00:04:30.320]  雅各在第三第四節
[00:04:30.320 --> 00:04:35.320]  就用爪環控制馬匹和船駝
[00:04:35.320 --> 00:04:38.920]  控制整條船來做一個比喻
[00:04:38.920 --> 00:04:41.320]  他說如果我們將爪環放在馬嘴裏
[00:04:41.320 --> 00:04:43.120]  叫它信服
[00:04:43.120 --> 00:04:46.320]  就能吊動它的全身
[00:04:46.320 --> 00:04:48.520]  看那船隻雖然甚大
[00:04:48.520 --> 00:04:50.520]  又被大風吹逼
[00:04:50.520 --> 00:04:52.120]  只用小小的駝
[00:04:52.120 --> 00:04:55.720]  就隨着掌駝的意思轉動
[00:04:55.720 --> 00:04:59.120]  這樣舌頭在八體裏也是最小的
[00:04:59.120 --> 00:05:01.520]  卻能說大話
[00:05:01.520 --> 00:05:03.320]  看那最小的火
[00:05:03.320 --> 00:05:06.920]  能點着最大的樹林
[00:05:06.920 --> 00:05:08.320]  這是到第五節
[00:05:08.320 --> 00:05:13.920]  他一直在說小的怎樣影響大
[00:05:13.920 --> 00:05:15.920]  小的怎樣影響大
[00:05:15.920 --> 00:05:19.320]  第三第四節提到的馬的爪環
[00:05:19.320 --> 00:05:20.720]  知不知道是怎樣的
[00:05:20.720 --> 00:05:23.120]  有一幅圖
[00:05:23.120 --> 00:05:25.120]  就是前面那個箍着它
[00:05:25.120 --> 00:05:27.520]  不知道有沒有人騎過馬呢
[00:05:27.520 --> 00:05:28.720]  你雖然不是馬主
[00:05:28.720 --> 00:05:30.320]  但可能有機會去旅行
[00:05:30.320 --> 00:05:31.320]  騎過馬
[00:05:31.320 --> 00:05:32.720]  我以前去旅行的時候
[00:05:32.720 --> 00:05:33.720]  就有機會騎過
[00:05:33.720 --> 00:05:35.320]  是勒着那個姜繩
[00:05:35.320 --> 00:05:38.120]  就是那個姜繩勒着那個爪環
[00:05:38.120 --> 00:05:41.320]  就控制它向左向右
[00:05:41.320 --> 00:05:42.720]  何時停
[00:05:42.720 --> 00:05:44.520]  這個是馬的爪環
[00:05:44.520 --> 00:05:46.320]  船舵又是怎樣的呢
[00:05:46.320 --> 00:05:47.920]  我小時候住船
[00:05:47.920 --> 00:05:50.720]  所以都明白這個道理
[00:05:50.720 --> 00:05:54.120]  船舵在船底裏面是調教方向
[00:05:54.120 --> 00:05:54.920]  怎樣調教呢
[00:05:54.920 --> 00:05:57.320]  你不是潛落水底的
[00:05:57.320 --> 00:05:59.320]  是那個太盤
[00:05:59.320 --> 00:06:00.720]  你移動的時候
[00:06:00.720 --> 00:06:02.520]  其實背後是影響着
[00:06:02.520 --> 00:06:05.120]  下面那個舵向左還是向右
[00:06:05.120 --> 00:06:06.920]  當然不同的船隻
[00:06:06.920 --> 00:06:08.720]  會有些位置是不同的
[00:06:08.720 --> 00:06:12.720]  如果我們都有些些水上人在其中
[00:06:12.720 --> 00:06:14.720]  有搖簍的船
[00:06:14.720 --> 00:06:17.120]  有一會兒會講爬度木舟
[00:06:17.120 --> 00:06:19.320]  那些掌都是小小的掌
[00:06:19.320 --> 00:06:22.920]  能夠控制一隻船的方向
[00:06:22.920 --> 00:06:24.120]  雅各就是這樣
[00:06:24.120 --> 00:06:26.520]  用最小的來對比喻
[00:06:26.520 --> 00:06:29.520]  怎樣是可以影響大的
[00:06:29.520 --> 00:06:31.320]  馬的爪環
[00:06:31.320 --> 00:06:32.920]  和船的舵
[00:06:32.920 --> 00:06:35.920]  怎樣控制全身
[00:06:35.920 --> 00:06:38.320]  同樣舌頭在八體裏面
[00:06:38.320 --> 00:06:39.320]  都是最小
[00:06:39.320 --> 00:06:41.120]  他說八體要比較哪樣小
[00:06:41.120 --> 00:06:41.720]  不是
[00:06:41.720 --> 00:06:43.320]  是一個對比
[00:06:43.320 --> 00:06:44.720]  是一個比喻小的
[00:06:44.720 --> 00:06:46.320]  怎樣影響大
[00:06:46.320 --> 00:06:50.120]  這個大話不是方言
[00:06:50.120 --> 00:06:51.520]  不是方話
[00:06:51.520 --> 00:06:53.120]  是大的說話
[00:06:53.120 --> 00:06:54.520]  又用最小的火
[00:06:54.520 --> 00:06:57.120]  來對點着最大的樹林
[00:06:57.120 --> 00:06:59.120]  接着在第六至第八節
[00:06:59.120 --> 00:07:01.120]  雅各進一步用比喻來對講
[00:07:01.120 --> 00:07:03.720]  舌頭其中一種的威力
[00:07:03.720 --> 00:07:05.120]  就是破壞
[00:07:05.120 --> 00:07:06.720]  這種破壞的力量
[00:07:06.720 --> 00:07:08.120]  是難控制的
[00:07:08.120 --> 00:07:11.320]  比大自然裏面的飛禽走獸
[00:07:11.320 --> 00:07:12.520]  還要難
[00:07:12.520 --> 00:07:14.720]  第六節他說舌頭就是火
[00:07:14.720 --> 00:07:16.120]  在我們八體中
[00:07:16.120 --> 00:07:18.520]  舌頭是一個罪惡的世界
[00:07:18.520 --> 00:07:20.320]  能污衊全身
[00:07:20.320 --> 00:07:23.120]  能夠將生命的輪子點起來
[00:07:23.120 --> 00:07:26.720]  並且從地獄裏點着的
[00:07:26.720 --> 00:07:27.720]  第七節
[00:07:27.720 --> 00:07:30.720]  各類的走獸、飛禽、昆蟲、水族
[00:07:30.720 --> 00:07:32.920]  本來都可以制服
[00:07:32.920 --> 00:07:34.920]  也都已經被人制服了
[00:07:34.920 --> 00:07:38.520]  唯獨舌頭沒有人能夠制服
[00:07:38.520 --> 00:07:40.120]  是不止息的惡物
[00:07:40.120 --> 00:07:44.520]  滿了害死人的毒氣
[00:07:44.520 --> 00:07:45.920]  舌頭有很多的用處
[00:07:45.920 --> 00:07:49.120]  不過雅各將舌頭的影響
[00:07:49.120 --> 00:07:50.720]  或者那種威力
[00:07:50.720 --> 00:07:52.120]  擺在消極
[00:07:52.120 --> 00:07:53.720]  擺在破壞的面
[00:07:53.720 --> 00:07:56.520]  用火和毒氣來形容
[00:07:56.520 --> 00:07:59.920]  那種破壞力
[00:07:59.920 --> 00:08:03.120]  相信這個道理我們不難明白
[00:08:03.120 --> 00:08:04.520]  古語有云
[00:08:04.520 --> 00:08:06.720]  一言可以興邦
[00:08:06.720 --> 00:08:08.320]  也都可以什麼
[00:08:08.320 --> 00:08:09.720]  喪邦
[00:08:09.720 --> 00:08:11.320]  水能載舟
[00:08:11.320 --> 00:08:12.720]  亦能碾
[00:08:12.720 --> 00:08:13.920]  伏舟
[00:08:13.920 --> 00:08:15.320]  一樣的事物
[00:08:15.320 --> 00:08:17.720]  可以帶來的影響很大
[00:08:17.720 --> 00:08:19.520]  可以很大的建設性
[00:08:19.520 --> 00:08:22.920]  也都可以很大的破壞性
[00:08:22.920 --> 00:08:24.520]  剛纔說
[00:08:24.520 --> 00:08:25.920]  爬動牧舟
[00:08:25.920 --> 00:08:27.320]  突然間姐妹發現
[00:08:27.320 --> 00:08:28.720]  牧師多了
[00:08:28.720 --> 00:08:30.520]  又上山又下海
[00:08:30.520 --> 00:08:33.120]  你知道在疫情底下還有什麼活動
[00:08:33.120 --> 00:08:35.320]  有弟兄和我們前任的同工
[00:08:35.320 --> 00:08:36.720]  蔡先生和洛先生
[00:08:36.720 --> 00:08:37.720]  去爬動牧舟
[00:08:37.720 --> 00:08:39.320]  好啊
[00:08:39.320 --> 00:08:40.320]  我們就去
[00:08:40.320 --> 00:08:41.320]  有人問
[00:08:41.320 --> 00:08:45.120]  究竟你爬動牧舟的時候
[00:08:45.120 --> 00:08:47.120]  會不會翻艇
[00:08:47.120 --> 00:08:49.520]  會不會很容易沉船
[00:08:49.520 --> 00:08:51.920]  雖然不計小時候
[00:08:51.920 --> 00:08:54.120]  由去年和今年爬過幾次
[00:08:54.120 --> 00:08:55.720]  很大風很大浪
[00:08:55.720 --> 00:08:57.720]  剛剛7月1號那次
[00:08:57.720 --> 00:09:01.320]  是幾次裏面最大風最大浪
[00:09:01.320 --> 00:09:03.120]  有水警經過
[00:09:03.120 --> 00:09:04.120]  很大浪的
[00:09:04.120 --> 00:09:07.520]  有那些去塔門的渡輪經過
[00:09:07.520 --> 00:09:09.720]  都是很大浪的
[00:09:09.720 --> 00:09:10.920]  不過我們沒事
[00:09:10.920 --> 00:09:12.920]  當然不是叫大家冒險
[00:09:12.920 --> 00:09:14.920]  是有些技巧的
[00:09:14.920 --> 00:09:16.120]  水可以載舟
[00:09:16.120 --> 00:09:18.120]  也都可以覆舟
[00:09:18.120 --> 00:09:19.520]  只要可能我們動一動
[00:09:19.520 --> 00:09:21.320]  有機會是沉
[00:09:21.320 --> 00:09:22.720]  說話也是
[00:09:22.720 --> 00:09:25.520]  一句說話可以帶來很大的造就
[00:09:25.520 --> 00:09:29.920]  也都可以帶來很大的破壞
[00:09:29.920 --> 00:09:31.520]  鼎姐妹
[00:09:31.520 --> 00:09:36.520]  你自己說話的威力是怎樣的呢
[00:09:36.520 --> 00:09:38.720]  你說話的威力是怎樣的
[00:09:38.720 --> 00:09:40.520]  你說話的影響力
[00:09:40.520 --> 00:09:43.720]  最影響的是誰
[00:09:43.720 --> 00:09:45.520]  如果做父母的
[00:09:45.520 --> 00:09:47.520]  最影響的可能是你的配偶
[00:09:47.520 --> 00:09:49.120]  子女
[00:09:49.120 --> 00:09:50.520]  你單身的
[00:09:50.520 --> 00:09:53.120]  你的說話最影響的是誰
[00:09:53.120 --> 00:09:54.520]  你在公司工作
[00:09:54.520 --> 00:09:57.920]  你的說話最影響的是誰
[00:09:57.920 --> 00:09:59.920]  看一看我們自己說話的威力
[00:09:59.920 --> 00:10:01.720]  一句冷言冷語
[00:10:01.720 --> 00:10:04.920]  可能造成的傷害和破壞
[00:10:04.920 --> 00:10:07.320]  是大到我們難以想象
[00:10:07.320 --> 00:10:09.520]  同一句鼓勵的說話
[00:10:09.520 --> 00:10:12.520]  可以爲其他人注入正能量
[00:10:12.520 --> 00:10:14.120]  它的影響力
[00:10:14.120 --> 00:10:17.120]  也都是我們沒有想過的
[00:10:17.120 --> 00:10:18.720]  2018年5月4號
[00:10:18.720 --> 00:10:23.120]  是中東國家的反霸凌日
[00:10:23.120 --> 00:10:25.720]  他們做了一個實驗
[00:10:25.720 --> 00:10:28.720]  在當地IKEA爲了提升大衆
[00:10:28.720 --> 00:10:31.520]  對反霸凌的意識
[00:10:31.520 --> 00:10:32.920]  就是欺凌
[00:10:32.920 --> 00:10:36.120]  策劃了一個很有趣的實驗
[00:10:36.120 --> 00:10:37.920]  就是兩種植物
[00:10:37.920 --> 00:10:40.520]  或者兩棵植物的實驗
[00:10:40.520 --> 00:10:42.720]  他們買了兩棵植物
[00:10:42.720 --> 00:10:44.720]  是一模一樣的盆栽
[00:10:44.720 --> 00:10:46.120]  將它放在學校裏面
[00:10:46.120 --> 00:10:47.320]  一個公衆的地方
[00:10:47.320 --> 00:10:49.320]  你當是放在一個大禮堂
[00:10:49.320 --> 00:10:54.120]  再邀請幾千名學生來
[00:10:54.120 --> 00:10:58.120]  爲其30天的實驗
[00:10:58.120 --> 00:10:59.920]  一棵擺在左邊
[00:10:59.920 --> 00:11:02.120]  一棵擺在右邊
[00:11:02.120 --> 00:11:03.520]  分不同的學生
[00:11:03.520 --> 00:11:05.320]  分成兩批
[00:11:05.320 --> 00:11:09.320]  就要對這兩棵植物來講說話
[00:11:09.320 --> 00:11:10.720]  一批的學生
[00:11:10.720 --> 00:11:12.520]  是負責講
[00:11:12.520 --> 00:11:13.520]  欺凌的說話
[00:11:13.520 --> 00:11:14.520]  什麼是欺凌的說話
[00:11:14.520 --> 00:11:17.520]  那些學生自己知道了
[00:11:17.520 --> 00:11:20.120]  一批的學生是講讚美的說話
[00:11:20.120 --> 00:11:20.920]  要講到多少呢
[00:11:20.920 --> 00:11:23.520]  他們就讚了
[00:11:23.520 --> 00:11:24.520]  不斷跟他們講
[00:11:24.520 --> 00:11:26.120]  用腦裏面攻擊人的說話
[00:11:26.120 --> 00:11:27.120]  和讚美人的說話
[00:11:27.120 --> 00:11:29.520]  就講在這兩棵植物身上
[00:11:29.520 --> 00:11:30.520]  但因爲要做實驗
[00:11:30.520 --> 00:11:31.720]  所以兩棵植物
[00:11:31.720 --> 00:11:33.920]  身處的環境是一樣的
[00:11:33.920 --> 00:11:36.320]  盆栽的土樣本身是一樣的
[00:11:36.320 --> 00:11:37.520]  淋的水是一樣的
[00:11:37.520 --> 00:11:40.320]  撕的肥是一樣的
[00:11:40.320 --> 00:11:42.320]  30天之後
[00:11:42.320 --> 00:11:44.920]  有什麼事發生呢
[00:11:44.920 --> 00:11:46.520]  30天之後
[00:11:46.520 --> 00:11:48.520]  兩棵植物
[00:11:48.520 --> 00:11:52.720]  那種分別是出乎意料地不同的
[00:11:52.720 --> 00:11:54.920]  左邊那棵植物
[00:11:54.920 --> 00:11:58.120]  是學生不斷跟他講欺凌的說話
[00:11:58.120 --> 00:11:59.320]  大概吧
[00:11:59.320 --> 00:12:00.120]  你這麼矮的
[00:12:00.120 --> 00:12:01.320]  你這麼瘦的
[00:12:01.320 --> 00:12:02.320]  你這麼沒用的
[00:12:02.320 --> 00:12:03.320]  你這麼黃的
[00:12:03.320 --> 00:12:04.720]  你的根莖怎麼會這樣
[00:12:04.720 --> 00:12:06.120]  講講講
[00:12:06.120 --> 00:12:07.520]  全部都是欺凌的說話
[00:12:07.520 --> 00:12:09.120]  右邊那個是贊他的
[00:12:09.120 --> 00:12:09.920]  你很漂亮
[00:12:09.920 --> 00:12:10.720]  你很溫柔
[00:12:10.720 --> 00:12:11.320]  你很良善
[00:12:11.320 --> 00:12:13.320]  贊贊贊贊贊
[00:12:13.320 --> 00:12:14.920]  沒想過
[00:12:14.920 --> 00:12:17.520]  原來那棵被欺凌的植物
[00:12:17.520 --> 00:12:19.720]  是了無生氣的
[00:12:19.720 --> 00:12:21.720]  那棵被欺凌的植物
[00:12:21.720 --> 00:12:24.520]  是有很多枯黃的葉子的
[00:12:24.520 --> 00:12:26.520]  樣子都很可憐
[00:12:26.520 --> 00:12:28.520]  但右邊被讚美的植物
[00:12:28.520 --> 00:12:29.720]  剛剛相反
[00:12:29.720 --> 00:12:30.920]  不斷成長
[00:12:30.920 --> 00:12:32.720]  是茁壯是聯絡
[00:12:32.720 --> 00:12:35.520]  很健康的
[00:12:35.520 --> 00:12:37.120]  研究的人就說
[00:12:37.120 --> 00:12:38.720]  有這樣的差別
[00:12:38.720 --> 00:12:40.520]  其實因爲植物
[00:12:40.520 --> 00:12:45.320]  是有接收外在訊息的感官神經的
[00:12:45.320 --> 00:12:47.320]  植物都有的
[00:12:47.320 --> 00:12:50.520]  當週圍的環境發生變化的時候
[00:12:50.520 --> 00:12:55.720]  是能夠產生和人類一樣的情緒反應
[00:12:55.720 --> 00:12:56.520]  弟兄姊妹
[00:12:56.520 --> 00:12:58.920]  面對惡毒的說話
[00:12:58.920 --> 00:13:01.720]  連植物都受不起
[00:13:01.720 --> 00:13:05.120]  何況人呢
[00:13:05.120 --> 00:13:07.320]  何況人呢
[00:13:07.320 --> 00:13:10.120]  如果我們對着身邊的人
[00:13:10.120 --> 00:13:13.520]  長期只是負面
[00:13:13.520 --> 00:13:14.720]  消極
[00:13:14.720 --> 00:13:15.920]  惡毒
[00:13:15.920 --> 00:13:18.320]  咒罵
[00:13:18.320 --> 00:13:19.520]  你可以想象
[00:13:19.520 --> 00:13:22.520]  你身邊的人會變成怎樣
[00:13:22.520 --> 00:13:25.120]  但如果我們長期的
[00:13:25.120 --> 00:13:26.720]  帶着的是肯定
[00:13:26.720 --> 00:13:28.520]  是鼓勵
[00:13:28.520 --> 00:13:30.920]  是讚美的說話
[00:13:30.920 --> 00:13:33.120]  你又可以期待着
[00:13:33.120 --> 00:13:37.120]  一個不一樣的人在你身邊
[00:13:37.120 --> 00:13:40.120]  怎樣可以防備言語上
[00:13:40.120 --> 00:13:43.920]  帶來的破壞呢
[00:13:43.920 --> 00:13:46.720]  我們可以想
[00:13:46.720 --> 00:13:47.920]  不應該說的時候
[00:13:47.920 --> 00:13:49.120]  我們不要說了
[00:13:49.120 --> 00:13:50.120]  不肯定的時候
[00:13:50.120 --> 00:13:51.520]  我們又不要說了
[00:13:51.520 --> 00:13:52.520]  很生氣的時候
[00:13:52.520 --> 00:13:54.320]  我們又不要說了
[00:13:54.320 --> 00:13:58.120]  調節我們自己
[00:13:58.120 --> 00:14:00.520]  說完話的威力
[00:14:00.520 --> 00:14:04.120]  瓦割轉爲說話的
[00:14:04.120 --> 00:14:06.320]  舌頭的用途
[00:14:06.320 --> 00:14:09.120]  就是說什麼話
[00:14:09.120 --> 00:14:12.520]  和說話背後的生命質素
[00:14:12.520 --> 00:14:15.120]  其實說話可以任你說的
[00:14:15.120 --> 00:14:16.720]  不過爲什麼我們會說到
[00:14:16.720 --> 00:14:19.520]  咒咒的說話,爲什麼會說到讚美的說話呢
[00:14:19.520 --> 00:14:22.720]  原來是有些原因的
[00:14:22.720 --> 00:14:24.920]  或者我們應該說些什麼話
[00:14:24.920 --> 00:14:27.320]  是看我們內在其實有些什麼
[00:14:27.320 --> 00:14:29.920]  第九至十二節
[00:14:29.920 --> 00:14:33.920]  瓦割說:我們用舌頭種贊那爲主爲父的
[00:14:33.920 --> 00:14:35.920]  有用舌頭咒咒那
[00:14:35.920 --> 00:14:40.320]  照着神形象被造的人
[00:14:40.320 --> 00:14:41.520]  兩樣都會做的
[00:14:41.520 --> 00:14:43.320]  今天我們就讚美主
[00:14:43.320 --> 00:14:46.120]  但轉過頭來可能我們就咒咒人了
[00:14:46.120 --> 00:14:48.320]  不過他沒有停在這裏
[00:14:48.320 --> 00:14:52.120]  他說:種贊和咒咒從一個口裏出來
[00:14:52.120 --> 00:14:53.920]  平時他用問句的
[00:14:53.920 --> 00:14:55.920]  這次他自己說的
[00:14:55.920 --> 00:15:00.720]  我的弟兄們這是不應當的
[00:15:00.720 --> 00:15:01.920]  不應該
[00:15:01.920 --> 00:15:04.320]  不應該我們同一個口裏
[00:15:04.320 --> 00:15:06.120]  又說種讚的說話
[00:15:06.120 --> 00:15:08.320]  又說咒咒的說話
[00:15:08.320 --> 00:15:11.120]  他解釋:全源從一個眼裏
[00:15:11.120 --> 00:15:13.920]  能發出甜苦兩樣的水嗎
[00:15:13.920 --> 00:15:17.520]  我的弟兄們 無花果樹能生橄欖嗎
[00:15:17.520 --> 00:15:20.920]  葡萄樹能結無花果嗎
[00:15:20.920 --> 00:15:26.520]  鹹水裏也不能發出甜水來
[00:15:26.520 --> 00:15:28.720]  他用兩個比喻
[00:15:28.720 --> 00:15:30.120]  說什麼呢
[00:15:30.120 --> 00:15:32.920]  說話好像任你說
[00:15:32.920 --> 00:15:34.920]  但是再想深一層
[00:15:34.920 --> 00:15:35.920]  說話
[00:15:35.920 --> 00:15:39.120]  說什麼說話其實裏面應該有一個來源
[00:15:39.120 --> 00:15:41.920]  他首先用全源來講
[00:15:41.920 --> 00:15:45.320]  全源是從一個全眼裏出的
[00:15:45.320 --> 00:15:46.720]  就是那些水
[00:15:46.720 --> 00:15:48.720]  是從全眼裏出的
[00:15:48.720 --> 00:15:52.520]  一個全眼應該出一樣的水
[00:15:52.520 --> 00:15:54.520]  巴勒斯坦地
[00:15:54.520 --> 00:15:57.120]  是一個半沙漠地帶的地
[00:15:57.120 --> 00:15:58.920]  不是所有泉水
[00:15:58.920 --> 00:16:00.920]  或者井水都可以喝
[00:16:00.920 --> 00:16:02.920]  有些全眼
[00:16:02.920 --> 00:16:05.720]  它只是出甜的水
[00:16:05.720 --> 00:16:07.920]  或者叫淡的水是可以喝的
[00:16:07.920 --> 00:16:11.520]  但是有些全眼因爲礦物質實在太多
[00:16:11.520 --> 00:16:13.520]  所以是鹹所以是苦
[00:16:13.520 --> 00:16:15.120]  是不能喝的
[00:16:15.120 --> 00:16:16.920]  不會這個時候
[00:16:16.920 --> 00:16:19.320]  這個全眼今天出甜的水
[00:16:19.320 --> 00:16:20.720]  明天你試一試
[00:16:20.720 --> 00:16:22.320]  就變成鹹 不會
[00:16:22.320 --> 00:16:25.120]  這個全眼出的水是可以喝的就是可以喝的
[00:16:25.120 --> 00:16:27.520]  這個全眼出的水不能喝的就是不能喝的
[00:16:27.520 --> 00:16:31.920]  不會同時間出兩樣的水
[00:16:31.920 --> 00:16:33.520]  他告訴我們我們也是
[00:16:33.520 --> 00:16:36.320]  我們的生命是一種
[00:16:36.320 --> 00:16:37.720]  是屬於誰
[00:16:37.720 --> 00:16:38.920]  一會兒再說
[00:16:38.920 --> 00:16:42.320]  他說只可以出一樣的
[00:16:42.320 --> 00:16:45.120]  接着他再用另一個比喻是種植
[00:16:45.120 --> 00:16:47.920]  無花果樹能夠生橄欖
[00:16:47.920 --> 00:16:50.120]  葡萄樹能結無花果
[00:16:50.120 --> 00:16:55.920]  鹹水裏都不能夠發出甜水來
[00:16:55.920 --> 00:16:57.920]  種什麼就出什麼
[00:16:57.920 --> 00:17:01.720]  有沒有種過無花果
[00:17:01.720 --> 00:17:02.720]  少一點點可能
[00:17:02.720 --> 00:17:04.720]  有沒有種過橄欖
[00:17:04.720 --> 00:17:05.920]  應該我們種不了
