
[00:00:00.000 --> 00:00:03.000]  這篇詩篇是大衛的詩篇
[00:02:48.000 --> 00:02:51.000]  看到祂應該怎麼樣來回應
[00:02:51.000 --> 00:02:54.000]  所以他最後這一段的話
[00:02:54.000 --> 00:02:56.000]  就是說到神的聖潔
[00:02:56.000 --> 00:02:58.000]  也說到大衛
[00:02:58.000 --> 00:03:02.000]  也是代表我們應該屬於神的
[00:03:02.000 --> 00:03:04.000]  向神有什麼樣的回應
[00:03:04.000 --> 00:03:07.000]  那麼就一點來看
[00:03:07.000 --> 00:03:09.000]  我們就一段一段來看
[00:03:09.000 --> 00:03:11.000]  我們就能夠
[00:03:11.000 --> 00:03:13.000]  從這個神的話上面
[00:03:13.000 --> 00:03:15.000]  我們來思想
[00:03:15.000 --> 00:03:17.000]  我們第一段要看到的
[00:03:17.000 --> 00:03:21.000]  就是神的
[00:03:21.000 --> 00:03:24.000]  這剛纔我們已經說的
[00:03:24.000 --> 00:03:35.000]  就是豐登這個詩段
[00:03:35.000 --> 00:03:37.000]  那我們看第一段
[00:03:37.000 --> 00:03:38.000]  第一節到六節
[00:03:38.000 --> 00:03:42.000]  講到神的無所不知
[00:03:42.000 --> 00:03:44.000]  這個裏面就說到
[00:03:44.000 --> 00:03:47.000]  神知道我們的行動
[00:03:47.000 --> 00:03:49.000]  祂說我坐下
[00:03:49.000 --> 00:03:50.000]  我起來
[00:03:50.000 --> 00:03:52.000]  你都曉得
[00:03:52.000 --> 00:03:54.000]  不管是你坐也好
[00:03:54.000 --> 00:03:55.000]  你走也好
[00:03:55.000 --> 00:04:00.000]  神都知道
[00:04:00.000 --> 00:04:03.000]  祂也知道我們的生活
[00:04:03.000 --> 00:04:05.000]  祂說我行路
[00:04:05.000 --> 00:04:06.000]  我躺臥
[00:04:06.000 --> 00:04:08.000]  你都細察
[00:04:08.000 --> 00:04:11.000]  不管你是走路也好
[00:04:11.000 --> 00:04:12.000]  你的生活中間
[00:04:12.000 --> 00:04:14.000]  你是睡覺也好
[00:04:14.000 --> 00:04:16.000]  神都知道
[00:04:16.000 --> 00:04:17.000]  第三
[00:04:17.000 --> 00:04:19.000]  祂知道我的話
[00:04:19.000 --> 00:04:21.000]  我所講的話
[00:04:21.000 --> 00:04:24.000]  祂說也好啊
[00:04:24.000 --> 00:04:26.000]  我舌頭上的話
[00:04:26.000 --> 00:04:28.000]  你沒有一句不知道的
[00:04:28.000 --> 00:04:30.000]  就是我們所講的話
[00:04:30.000 --> 00:04:31.000]  神都知道
[00:04:31.000 --> 00:04:34.000]  祂特別提到是舌頭上
[00:04:34.000 --> 00:04:35.000]  就是有一些話
[00:04:35.000 --> 00:04:37.000]  你只是在舌頭上
[00:04:37.000 --> 00:04:39.000]  你還沒出口呢
[00:04:39.000 --> 00:04:40.000]  你還沒出來
[00:04:40.000 --> 00:04:42.000]  你還沒有說以前呢
[00:04:42.000 --> 00:04:44.000]  神都知道你要說什麼話
[00:04:44.000 --> 00:04:47.000]  神無所不知
[00:04:47.000 --> 00:04:50.000]  那麼再接下來呢
[00:04:50.000 --> 00:04:51.000]  祂就說到
[00:04:51.000 --> 00:04:54.000]  神知道我們的思想
[00:04:54.000 --> 00:05:00.000]  祂說你從遠處知道我的意念
[00:05:00.000 --> 00:05:01.000]  第二節所說的
[00:05:01.000 --> 00:05:04.000]  你從遠處知道我的意念
[00:05:04.000 --> 00:05:05.000]  我們的意念
[00:05:05.000 --> 00:05:06.000]  就是我們所想的什麼
[00:05:06.000 --> 00:05:08.000]  我們要打算做什麼事情
[00:05:08.000 --> 00:05:11.000]  祂說神很遠就知道了
[00:05:11.000 --> 00:05:14.000]  更不要說祂就在我們的旁邊的話
[00:05:14.000 --> 00:05:18.000]  就更知道我們所思想的是什麼
[00:05:18.000 --> 00:05:22.000]  祂說你在前後環繞我
[00:05:22.000 --> 00:05:24.000]  暗守在我身上
[00:05:24.000 --> 00:05:25.000]  這就說到
[00:05:25.000 --> 00:05:28.000]  神是上下所有的
[00:05:28.000 --> 00:05:31.000]  在環繞着我們
[00:05:31.000 --> 00:05:33.000]  你沒法隱藏
[00:05:33.000 --> 00:05:35.000]  不管你是裏面的
[00:05:35.000 --> 00:05:37.000]  你是外面的
[00:05:37.000 --> 00:05:39.000]  你是左面右面的
[00:05:39.000 --> 00:05:41.000]  神祂都環繞
[00:05:41.000 --> 00:05:43.000]  好像一隻鳥的話
[00:05:43.000 --> 00:05:44.000]  在鳥籠裏頭
[00:05:44.000 --> 00:05:47.000]  那麼你不管是從哪一方面的話
[00:05:47.000 --> 00:05:49.000]  這個鳥哪一方面
[00:05:49.000 --> 00:05:51.000]  這個人都能夠知道它
[00:05:51.000 --> 00:05:55.000]  都能看見它
[00:05:55.000 --> 00:05:56.000]  這就說到
[00:05:56.000 --> 00:05:59.000]  祂說這樣這個知識奇妙
[00:05:59.000 --> 00:06:01.000]  是我不能測的
[00:06:01.000 --> 00:06:03.000]  是高是我不能及的
[00:06:03.000 --> 00:06:05.000]  就講到
[00:06:05.000 --> 00:06:08.000]  大夥覺得很驚奇
[00:06:08.000 --> 00:06:12.000]  神怎麼對我們是這麼的瞭解
[00:06:12.000 --> 00:06:14.000]  那麼這麼的完全的知道
[00:06:14.000 --> 00:06:20.000]  祂覺得這個是太過奇妙了
[00:06:20.000 --> 00:06:24.000]  其實我們呢
[00:06:24.000 --> 00:06:26.000]  並不能夠完全瞭解一個人
[00:06:26.000 --> 00:06:29.000]  作爲我們人跟人中間的瞭解的話
[00:06:29.000 --> 00:06:32.000]  我們還是有些限制的
[00:06:32.000 --> 00:06:34.000]  有些人常常來往的
[00:06:34.000 --> 00:06:37.000]  我們能夠多瞭解一些
[00:06:37.000 --> 00:06:40.000]  不太來往的我們就不瞭解
[00:06:40.000 --> 00:06:44.000]  但是即使是你關係很密切的
[00:06:44.000 --> 00:06:46.000]  就是像夫妻這樣關係很密切
[00:06:46.000 --> 00:06:49.000]  你也不能夠完全瞭解對方
[00:06:49.000 --> 00:06:51.000]  一切所想的
[00:06:51.000 --> 00:06:53.000]  你可以瞭解的百分之八十或九十
[00:06:53.000 --> 00:06:55.000]  那就很不錯了
[00:06:55.000 --> 00:06:57.000]  但是可能還有百分之十
[00:06:57.000 --> 00:06:58.000]  百分之五的話
[00:06:58.000 --> 00:07:00.000]  你還不瞭解對方
[00:07:00.000 --> 00:07:03.000]  所以夫妻之中間的誤會
[00:07:03.000 --> 00:07:04.000]  也就是你不知道
[00:07:04.000 --> 00:07:07.000]  對方所想的真正的意思是什麼
[00:07:07.000 --> 00:07:09.000]  你是聽到他說說的話
[00:07:09.000 --> 00:07:11.000]  但是你不知道他話裏面
[00:07:11.000 --> 00:07:13.000]  真的意思是怎麼樣
[00:07:13.000 --> 00:07:15.000]  所以就會發生誤會
[00:07:15.000 --> 00:07:19.000]  那不要說是人跟人中間的瞭解了
[00:07:19.000 --> 00:07:25.000]  我們自己也不能夠完全瞭解自己
[00:07:25.000 --> 00:07:28.000]  說起來好像這個是不能想象的
[00:07:28.000 --> 00:07:30.000]  我們最知道我們自己
[00:07:30.000 --> 00:07:32.000]  是不是這樣呢
[00:07:32.000 --> 00:07:36.000]  其實我們還對自己還不夠認識
[00:07:36.000 --> 00:07:38.000]  不夠認識自己
[00:07:38.000 --> 00:07:42.000]  在聖經裏頭就提到約伯的例子
[00:07:42.000 --> 00:07:46.000]  約伯他是一個很敬虔很愛神的人
[00:07:46.000 --> 00:07:47.000]  在人看來的話
[00:07:47.000 --> 00:07:50.000]  幾乎他沒有什麼缺點
[00:07:50.000 --> 00:07:53.000]  不管他的財富很豐富
[00:07:53.000 --> 00:07:55.000]  兒女很多
[00:07:55.000 --> 00:07:57.000]  他也行爲很好
[00:07:57.000 --> 00:08:00.000]  他能夠幫助人能體貼人
[00:08:00.000 --> 00:08:02.000]  忽然之間一夜之間
[00:08:02.000 --> 00:08:04.000]  他的財產沒有了
[00:08:04.000 --> 00:08:07.000]  一夜之間他的兒女沒有了
[00:08:07.000 --> 00:08:09.000]  而且他還得了病
[00:08:09.000 --> 00:08:11.000]  非常痛苦
[00:08:11.000 --> 00:08:14.000]  所以有三個朋友就來安慰他
[00:08:14.000 --> 00:08:16.000]  就說你要向神認罪
[00:08:16.000 --> 00:08:19.000]  你爲什麼會有這麼大的禍害呢
[00:08:19.000 --> 00:08:21.000]  因爲你犯罪了
[00:08:21.000 --> 00:08:23.000]  這些罪人看不見
[00:08:23.000 --> 00:08:24.000]  等神看見了
[00:08:24.000 --> 00:08:26.000]  所以你要認罪
[00:08:26.000 --> 00:08:28.000]  那大位就更痛苦了
[00:08:28.000 --> 00:08:32.000]  本來身體上受傷害已經很痛苦了
[00:08:32.000 --> 00:08:35.000]  現在心靈上又受到傷害
[00:08:35.000 --> 00:08:37.000]  連最好的朋友也不瞭解他
[00:08:37.000 --> 00:08:39.000]  他就更加痛苦
[00:08:39.000 --> 00:08:41.000]  所以這個約伯記
[00:08:41.000 --> 00:08:42.000]  聖經裏的約伯記
[00:08:42.000 --> 00:08:45.000]  這四十章用了好幾十章
[00:08:45.000 --> 00:08:49.000]  來講到他跟朋友中間的對話
[00:08:49.000 --> 00:08:51.000]  他一直在辯駁
[00:08:51.000 --> 00:08:53.000]  我是沒有罪的
[00:08:53.000 --> 00:08:54.000]  他跟神說
[00:08:54.000 --> 00:08:56.000]  如果我有罪的話
[00:08:56.000 --> 00:08:58.000]  你給我看見我什麼罪
[00:08:58.000 --> 00:08:59.000]  我哪有罪啊
[00:08:59.000 --> 00:09:01.000]  他不認識自己
[00:09:01.000 --> 00:09:03.000]  他覺得自己很好
[00:09:03.000 --> 00:09:04.000]  自己很愛神
[00:09:04.000 --> 00:09:06.000]  很敬畏神
[00:09:06.000 --> 00:09:08.000]  雖然他不明白
[00:09:08.000 --> 00:09:11.000]  但他相信將來到神面前
[00:09:11.000 --> 00:09:13.000]  他會明白的
[00:09:13.000 --> 00:09:17.000]  最後朋友都說服不了他
[00:09:17.000 --> 00:09:20.000]  神向他獻劍
[00:09:20.000 --> 00:09:22.000]  神就讓他看見
[00:09:22.000 --> 00:09:24.000]  自己多麼的有限
[00:09:24.000 --> 00:09:27.000]  自己多麼的不完全
[00:09:27.000 --> 00:09:28.000]  神問他
[00:09:28.000 --> 00:09:31.000]  這些動物你都瞭解嗎
[00:09:31.000 --> 00:09:33.000]  千地萬物
[00:09:33.000 --> 00:09:35.000]  這些你都瞭解嗎
[00:09:35.000 --> 00:09:37.000]  他不瞭解
[00:09:37.000 --> 00:09:41.000]  最後約伯才認識到
[00:09:41.000 --> 00:09:43.000]  他不認識自己
[00:09:43.000 --> 00:09:47.000]  所以最後到約伯記四十章的話
[00:09:47.000 --> 00:09:51.000]  就講到約伯在蘆薈中懊悔自己
[00:09:51.000 --> 00:09:52.000]  爲什麼呢
[00:09:52.000 --> 00:09:55.000]  因爲他不明白神的旨意
[00:09:55.000 --> 00:09:58.000]  也不明白也不認識自己
[00:09:58.000 --> 00:09:59.000]  覺得自己很好
[00:09:59.000 --> 00:10:01.000]  自意
[00:10:01.000 --> 00:10:02.000]  他不認識到
[00:10:02.000 --> 00:10:05.000]  經過這些話語以後
[00:10:05.000 --> 00:10:07.000]  經過神的啓示以後
[00:10:07.000 --> 00:10:10.000]  才認識到真正的自己什麼
[00:10:10.000 --> 00:10:12.000]  雖然他很好
[00:10:12.000 --> 00:10:13.000]  但他自意
[00:10:13.000 --> 00:10:14.000]  這點的話
[00:10:14.000 --> 00:10:17.000]  神要用很多的篇幅
[00:10:17.000 --> 00:10:20.000]  很多的話語來向他顯明
[00:10:20.000 --> 00:10:23.000]  所以我們要能夠認識自己
[00:10:23.000 --> 00:10:27.000]  那是一個最大的一個福氣
[00:10:27.000 --> 00:10:29.000]  在生命上是一個很大的長進
[00:10:29.000 --> 00:10:31.000]  但是我們感謝神
[00:10:31.000 --> 00:10:34.000]  我們怎麼能夠認識自己呢
[00:10:34.000 --> 00:10:38.000]  我們只能夠來到神的面前
[00:10:38.000 --> 00:10:40.000]  我們接到神的話
[00:10:40.000 --> 00:10:43.000]  接到聖靈在我們裏面的感動
[00:10:43.000 --> 00:10:45.000]  我們就一天一天
[00:10:45.000 --> 00:10:48.000]  逐漸逐漸認識我們的自己
[00:10:48.000 --> 00:10:49.000]  在我們今生
[00:10:49.000 --> 00:10:52.000]  我們還不能達到完全進步
[00:10:52.000 --> 00:10:53.000]  在我們裏面
[00:10:53.000 --> 00:10:55.000]  還有一些很多的事情
[00:10:55.000 --> 00:10:59.000]  需要神來啓示我們
[00:10:59.000 --> 00:11:01.000]  所以我們感謝神
[00:11:01.000 --> 00:11:06.000]  祂無所不知
[00:11:06.000 --> 00:11:09.000]  如果神是無所不知的話
[00:11:09.000 --> 00:11:12.000]  我們就要來到祂的面前
[00:11:12.000 --> 00:11:14.000]  把我們心裏的話
[00:11:14.000 --> 00:11:16.000]  可以來告訴祂
[00:11:16.000 --> 00:11:18.000]  我們有什麼痛苦
[00:11:18.000 --> 00:11:20.000]  我們有什麼難處
[00:11:20.000 --> 00:11:22.000]  有什麼人誤會我們的地方
[00:11:22.000 --> 00:11:25.000]  我們都可以來到神的面前
[00:11:25.000 --> 00:11:27.000]  因爲祂無所不知的
[00:11:27.000 --> 00:11:30.000]  祂知道我們裏面深處的意念
[00:11:30.000 --> 00:11:31.000]  所以剛纔說
[00:11:31.000 --> 00:11:34.000]  禰從遠處知道我的意念
[00:11:34.000 --> 00:11:36.000]  祂不用到我們跟前
[00:11:36.000 --> 00:11:38.000]  祂從很遠的地方
[00:11:38.000 --> 00:11:41.000]  祂就知道我們心裏的真正的思想什麼
[00:11:41.000 --> 00:11:43.000]  人可能不瞭解我們
[00:11:43.000 --> 00:11:44.000]  但是不要緊
[00:11:44.000 --> 00:11:46.000]  只要神知道我們
[00:11:46.000 --> 00:11:49.000]  我們的心就滿足了
[00:11:49.000 --> 00:11:53.000]  這是講到神的一個無所不知
[00:11:53.000 --> 00:11:55.000]  我們就感謝神
[00:11:55.000 --> 00:11:57.000]  而且這個神的無所不知
[00:11:57.000 --> 00:12:00.000]  不但知道過去的事情
[00:12:00.000 --> 00:12:04.000]  祂不但知道現在的事情
[00:12:04.000 --> 00:12:07.000]  神還知道將來的事情
[00:12:07.000 --> 00:12:08.000]  將來的事情
[00:12:08.000 --> 00:12:11.000]  我們對將來一無所知
[00:12:11.000 --> 00:12:12.000]  我們怎麼辦呢
[00:12:12.000 --> 00:12:14.000]  我們就要依靠神
[00:12:14.000 --> 00:12:16.000]  所以神的話裏頭
[00:12:16.000 --> 00:12:20.000]  有一部分還是我們將來的事情
[00:12:20.000 --> 00:12:21.000]  你想起思路
[00:12:21.000 --> 00:12:24.000]  講到將來必成的事情
[00:12:24.000 --> 00:12:28.000]  我們只有從神的話裏頭
[00:12:28.000 --> 00:12:31.000]  才知道將來有這樣的事情要發生
[00:12:31.000 --> 00:12:35.000]  將來神的旨意要怎麼樣完成
[00:12:35.000 --> 00:12:39.000]  那我們就是要從神的無所不知
[00:12:39.000 --> 00:12:42.000]  我們把自己完全交託給祂
[00:12:42.000 --> 00:12:45.000]  無論在什麼情況當中
[00:12:45.000 --> 00:12:47.000]  你只要來到神面前
[00:12:47.000 --> 00:12:48.000]  對神說
[00:12:48.000 --> 00:12:50.000]  神啊 人不知道我
[00:12:50.000 --> 00:12:52.000]  但是你完全知道我
[00:12:52.000 --> 00:12:54.000]  我要把自己交託給你
[00:12:54.000 --> 00:12:56.000]  你給我力量
[00:12:56.000 --> 00:12:59.000]  你帶領我走前面的道路
[00:12:59.000 --> 00:13:01.000]  第二方面呢
[00:13:01.000 --> 00:13:05.000]  神的無所不在
[00:13:05.000 --> 00:13:10.000]  因爲當會想到神無所不知以後
[00:13:10.000 --> 00:13:12.000]  他有的時候就很害怕
[00:13:12.000 --> 00:13:13.000]  神無所不知
[00:13:13.000 --> 00:13:15.000]  我這事情神知道怎麼辦呢
[00:13:15.000 --> 00:13:17.000]  他想躲開
[00:13:17.000 --> 00:13:20.000]  他說我往哪裏去躲避你的靈呢
[00:13:20.000 --> 00:13:21.000]  我想躲開
[00:13:21.000 --> 00:13:24.000]  但後來說不行
[00:13:24.000 --> 00:13:27.000]  他說我沒有法躲開
[00:13:27.000 --> 00:13:31.000]  他說要想躲到什麼地方呢
[00:13:31.000 --> 00:13:33.000]  躲到天上
[00:13:33.000 --> 00:13:36.000]  他說我若升到天上
[00:13:36.000 --> 00:13:37.000]  你在哪裏
[00:13:37.000 --> 00:13:38.000]  我躲到天上
[00:13:38.000 --> 00:13:40.000]  你在哪個地方
[00:13:40.000 --> 00:13:42.000]  那麼我就躲到地下吧
[00:13:42.000 --> 00:13:44.000]  我若在陰間下塌
[00:13:44.000 --> 00:13:46.000]  你也在哪裏
[00:13:46.000 --> 00:13:49.000]  我就躲到陰間最低的地方
[00:13:49.000 --> 00:13:51.000]  你還在哪裏
[00:13:51.000 --> 00:14:01.000]  因爲神是無所不在的
[00:14:01.000 --> 00:14:05.000]  底下說我若展開清晨的翅膀
[00:14:05.000 --> 00:14:08.000]  太陽是從東方出來的
[00:14:08.000 --> 00:14:12.000]  他說我要是往東去
[00:14:12.000 --> 00:14:17.000]  他說神也在哪裏
[00:14:17.000 --> 00:14:21.000]  下面說要飛到海極居住
[00:14:21.000 --> 00:14:24.000]  海極對以色列人來說
[00:14:24.000 --> 00:14:26.000]  海是他的西方
[00:14:26.000 --> 00:14:29.000]  他說我是往西方去呢
[00:14:29.000 --> 00:14:32.000]  你還是在那裏
[00:14:32.000 --> 00:14:35.000]  所以就是你不管是往東去也好
[00:14:35.000 --> 00:14:37.000]  往西去也好
[00:14:37.000 --> 00:14:39.000]  神都在那裏
[00:14:39.000 --> 00:14:41.000]  你往上去到天上
[00:14:41.000 --> 00:14:42.000]  你底下到地下
[00:14:42.000 --> 00:14:44.000]  神都在那裏
[00:14:44.000 --> 00:14:50.000]  你沒有辦法來躲避神的面
[00:14:50.000 --> 00:14:54.000]  那麼他說那我躲到黑暗裏吧
[00:14:54.000 --> 00:14:57.000]  沒有光的話人看不見了
[00:14:57.000 --> 00:15:00.000]  他說黑暗畢竟遮蔽我
[00:15:00.000 --> 00:15:02.000]  但是呢
[00:15:02.000 --> 00:15:07.000]  黑暗也不能遮蔽我使你不見
[00:15:07.000 --> 00:15:10.000]  他說你的黑暗裏神也要找到你
[00:15:10.000 --> 00:15:14.000]  對神說黑暗跟光明都一樣
[00:15:14.000 --> 00:15:16.000]  你在黑暗中
[00:15:16.000 --> 00:15:18.000]  在沒有人的地方
[00:15:18.000 --> 00:15:24.000]  在晚上神還在那個地方
[00:15:24.000 --> 00:15:29.000]  對神說他都是一樣的
[00:15:29.000 --> 00:15:32.000]  神都是無所不在的
[00:15:32.000 --> 00:15:35.000]  所以不只是他在每個地方
[00:15:35.000 --> 00:15:38.000]  神都在
[00:15:38.000 --> 00:15:43.000]  所以你不能說我在這個辦公室裏頭
[00:15:43.000 --> 00:15:46.000]  因爲這個地方大家都看見了
[00:15:46.000 --> 00:15:48.000]  那我就規規矩矩
[00:15:48.000 --> 00:15:52.000]  我離開以後我就給神看不見
[00:15:52.000 --> 00:15:56.000]  不是神是無所不在的
[00:15:56.000 --> 00:15:58.000]  他說不管我們到什麼地方
[00:15:58.000 --> 00:16:00.000]  不管我們到什麼地方
[00:16:00.000 --> 00:16:04.000]  就是在那裏你的手必引導我
[00:16:04.000 --> 00:16:08.000]  你的右手也必扶持我
[00:16:08.000 --> 00:16:11.000]  就講到神的無所不在
[00:16:11.000 --> 00:16:14.000]  不是單單他跟我們在一起
[00:16:14.000 --> 00:16:17.000]  知道你在什麼地方
[00:16:17.000 --> 00:16:19.000]  他也在什麼地方
[00:16:19.000 --> 00:16:23.000]  更寶貴的就是他的手要引導我
[00:16:23.000 --> 00:16:25.000]  他的手要扶持我
[00:16:25.000 --> 00:16:28.000]  他的手要握住我
[00:16:28.000 --> 00:16:30.000]  那這樣的話呢
[00:16:30.000 --> 00:16:36.000]  就是看到神是無所不在的
[00:16:36.000 --> 00:16:38.000]  我們很感謝神
[00:16:38.000 --> 00:16:40.000]  他是無所不在的
[00:16:40.000 --> 00:16:46.000]  所以沒有辦法來躲避
[00:16:46.000 --> 00:16:49.000]  沒有辦法來躲避神的面
[00:16:49.000 --> 00:16:52.000]  我們讀到舊約聖經裏頭
[00:16:52.000 --> 00:16:55.000]  是約納書
[00:16:55.000 --> 00:16:59.000]  神叫約納到寧寧威去
[00:16:59.000 --> 00:17:02.000]  去告訴他們
[00:17:02.000 --> 00:17:05.000]  神要審判這個城市
[00:17:05.000 --> 00:17:09.000]  那麼如果叫他們快點違改
[00:17:09.000 --> 00:17:11.000]  約納就不肯去
[00:17:11.000 --> 00:17:13.000]  他就跑了
[00:17:13.000 --> 00:17:17.000]  他就坐了船往遠的地方去
[00:17:17.000 --> 00:17:18.000]  就到海籍了
[00:17:18.000 --> 00:17:23.000]  他是離開以色列很遠很遠的地方
[00:17:23.000 --> 00:17:25.000]  坐船的
[00:17:25.000 --> 00:17:28.000]  那麼看起來好像他就躲開了
[00:17:28.000 --> 00:17:30.000]  但是他沒有辦法躲開
[00:17:30.000 --> 00:17:33.000]  這船走到這半路上
[00:17:33.000 --> 00:17:34.000]  風浪大作
[00:17:34.000 --> 00:17:37.000]  這船幾乎要沉了
[00:17:37.000 --> 00:17:39.000]  那麼那些人就說
[00:17:39.000 --> 00:17:41.000]  爲什麼會發生這種事情呢
[00:17:41.000 --> 00:17:45.000]  一定我們中間有人得罪了神
[00:17:45.000 --> 00:17:48.000]  問了結果就問到約納了
[00:17:48.000 --> 00:17:50.000]  約納就承認了
[00:17:50.000 --> 00:17:53.000]  我是神所派遣要到寧寧威的
[00:17:53.000 --> 00:17:55.000]  結果我不肯去
[00:17:55.000 --> 00:17:58.000]  結果就災禍就淋到整個船了
[00:17:58.000 --> 00:17:59.000]  他說爲了這緣故
[00:17:59.000 --> 00:18:02.000]  你把我拋在大海里
[00:18:02.000 --> 00:18:05.000]  當這個水手們這些船艙的人
[00:18:05.000 --> 00:18:08.000]  把他給扔到大海里頭
[00:18:08.000 --> 00:18:11.000]  風浪就平靜了
[00:18:11.000 --> 00:18:14.000]  約納想逃過神的面
[00:18:14.000 --> 00:18:15.000]  他想逃脫
[00:18:15.000 --> 00:18:19.000]  但是神讓他到海里
[00:18:19.000 --> 00:18:21.000]  而且安排了大魚
[00:18:21.000 --> 00:18:23.000]  把他吞下去
[00:18:23.000 --> 00:18:25.000]  約納在三天三夜
[00:18:25.000 --> 00:18:28.000]  在魚的肚子裏頭
[00:18:28.000 --> 00:18:31.000]  最後這條魚
[00:18:31.000 --> 00:18:34.000]  把他到岸邊把他吐出來
[00:18:34.000 --> 00:18:36.000]  他就活下來了
[00:18:36.000 --> 00:18:38.000]  所以他逃到哪裏去
[00:18:38.000 --> 00:18:40.000]  他想逃到他師
[00:18:40.000 --> 00:18:42.000]  離開那麼遠的話
[00:18:42.000 --> 00:18:45.000]  就不會再叫他到寧寧威去
[00:18:45.000 --> 00:18:49.000]  宣告這個城要毀滅的消息
[00:18:49.000 --> 00:18:51.000]  但是不行
[00:18:51.000 --> 00:18:52.000]  他逃不過
[00:18:52.000 --> 00:18:54.000]  神還是在那裏
[00:18:54.000 --> 00:18:56.000]  你在魚的肚子裏頭
[00:18:56.000 --> 00:18:59.000]  神還聽見你的禱告
[00:18:59.000 --> 00:19:03.000]  所以你就沒有辦法來逃脫
[00:19:03.000 --> 00:19:07.000]  所以這個神是無所不在的
[00:19:07.000 --> 00:19:10.000]  所以我們
[00:19:10.000 --> 00:19:12.000]  有的時候也會想
[00:19:12.000 --> 00:19:13.000]  那最好
[00:19:13.000 --> 00:19:15.000]  神不要再知道我的事情
[00:19:15.000 --> 00:19:17.000]  神離我遠一點
[00:19:17.000 --> 00:19:19.000]  我一些事情的話
