
[00:00:00.000 --> 00:00:03.000]  願僕人口中的言語
[00:01:59.000 --> 00:02:02.000]  加起來已經超過六成的人
[00:02:02.000 --> 00:02:06.000]  都相信上帝會來醫治人
[00:02:06.000 --> 00:02:12.000]  剩下15%覺得不太相信
[00:02:12.000 --> 00:02:15.000]  然後有大約19%
[00:02:15.000 --> 00:02:19.000]  是非常不相信
[00:02:19.000 --> 00:02:22.000]  在這個結果裡
[00:02:22.000 --> 00:02:24.000]  已經令我們覺得
[00:02:24.000 --> 00:02:29.000]  在一個醫療科技相當發達的地方
[00:02:29.000 --> 00:02:30.000]  美國
[00:02:30.000 --> 00:02:32.000]  原來仍然有這麼多人
[00:02:32.000 --> 00:02:34.000]  超過一半
[00:02:34.000 --> 00:02:37.000]  相信上帝的醫治會發生
[00:02:37.000 --> 00:02:39.000]  在這個調查裡
[00:02:39.000 --> 00:02:42.000]  發現不同年齡的組群的人
[00:02:42.000 --> 00:02:45.000]  他們對於是否相信上帝的醫治
[00:02:45.000 --> 00:02:48.000]  有不同的想法
[00:02:48.000 --> 00:02:51.000]  最年長的那一群
[00:02:51.000 --> 00:02:53.000]  這個是13%
[00:02:53.000 --> 00:02:56.000]  是不相信有上帝的醫治
[00:02:56.000 --> 00:02:59.000]  另外剩下的那些
[00:02:59.000 --> 00:03:03.000]  87%都是相信的
[00:03:03.000 --> 00:03:05.000]  即是年紀越大
[00:03:05.000 --> 00:03:09.000]  似乎越相信上帝的醫治
[00:03:09.000 --> 00:03:13.000]  這些是在第二次世界大戰之後
[00:03:13.000 --> 00:03:15.000]  才出生的一代
[00:03:15.000 --> 00:03:18.000]  即是剛剛步入退休的人
[00:03:18.000 --> 00:03:22.000]  有14%是不相信
[00:03:22.000 --> 00:03:26.000]  即是有86%是相信的
[00:03:26.000 --> 00:03:28.000]  再年輕一點
[00:03:28.000 --> 00:03:31.000]  這一群大約是80後的那些
[00:03:31.000 --> 00:03:34.000]  有21%是不相信的
[00:03:34.000 --> 00:03:37.000]  這個比例是多一點
[00:03:37.000 --> 00:03:41.000]  然後到了2000年以後出生的
[00:03:41.000 --> 00:03:45.000]  有26%是不相信有上帝的醫治
[00:03:45.000 --> 00:03:46.000]  即是越年輕的
[00:03:46.000 --> 00:03:49.000]  越是覺得上帝的醫治是不會的
[00:03:49.000 --> 00:03:51.000]  但反而越年長的
[00:03:51.000 --> 00:03:52.000]  就覺得會
[00:03:52.000 --> 00:03:53.000]  為什麼呢?
[00:03:53.000 --> 00:03:56.000]  可能越年長的人生的經歷
[00:03:56.000 --> 00:03:58.000]  他看到的,他接觸到的
[00:03:58.000 --> 00:04:02.000]  真是所謂上帝的醫治的可能性
[00:04:02.000 --> 00:04:04.000]  是多過這些年輕人
[00:04:04.000 --> 00:04:06.000]  因為年輕人跌倒
[00:04:06.000 --> 00:04:08.000]  很快就已經康復了
[00:04:08.000 --> 00:04:12.000]  他覺得自己的身體已經修復
[00:04:12.000 --> 00:04:13.000]  但越年長的就知道
[00:04:13.000 --> 00:04:16.000]  醫生說可能還是康復不了
[00:04:16.000 --> 00:04:19.000]  可能跌倒還是走不了
[00:04:19.000 --> 00:04:20.000]  誰知道可以走得回來
[00:04:20.000 --> 00:04:21.000]  見步如飛
[00:04:21.000 --> 00:04:23.000]  比年輕人快
[00:04:23.000 --> 00:04:26.000]  可能就相信上帝的醫治
[00:04:26.000 --> 00:04:28.000]  接著看看教育的情況
[00:04:28.000 --> 00:04:31.000]  有沒有影響一些人的看法呢?
[00:04:31.000 --> 00:04:34.000]  原來27%
[00:04:34.000 --> 00:04:38.000]  即是如果他們有大專以上的學歷
[00:04:38.000 --> 00:04:41.000]  他們是相信有上帝的醫治
[00:04:41.000 --> 00:04:46.000]  如果他們是在高中或以下畢業的
[00:04:46.000 --> 00:04:49.000]  37%都是相信
[00:04:49.000 --> 00:04:51.000]  似乎多了一些學識
[00:04:51.000 --> 00:04:55.000]  好像對上帝的相信程度
[00:04:55.000 --> 00:04:56.000]  又會減低了
[00:04:56.000 --> 00:04:59.000]  接著我們再看下一幅
[00:04:59.000 --> 00:05:02.000]  下一幅圖給我們看見
[00:05:02.000 --> 00:05:05.000]  基督徒和天主教徒
[00:05:05.000 --> 00:05:07.000]  有少許的分別
[00:05:07.000 --> 00:05:11.000]  基督徒大部分都相信
[00:05:11.000 --> 00:05:13.000]  上帝的醫治會發生
[00:05:13.000 --> 00:05:16.000]  天主教徒反而少了一些
[00:05:16.000 --> 00:05:19.000]  然後按照著不同的
[00:05:19.000 --> 00:05:21.000]  所謂中派的傳統
[00:05:21.000 --> 00:05:24.000]  我們看見
[00:05:24.000 --> 00:05:28.000]  所謂福音派的教會的信徒
[00:05:28.000 --> 00:05:30.000]  87%都相信
[00:05:30.000 --> 00:05:32.000]  可能因為他們每天的祈禱
[00:05:32.000 --> 00:05:35.000]  都會為很多病人去禱告
[00:05:35.000 --> 00:05:37.000]  也見過很多人
[00:05:37.000 --> 00:05:41.000]  一著禱告之後去得到醫治
[00:05:41.000 --> 00:05:45.000]  有些他們只是
[00:05:45.000 --> 00:05:47.000]  宣稱是基督徒
[00:05:47.000 --> 00:05:50.000]  但可能平時都不回教會
[00:05:50.000 --> 00:05:54.000]  但這些人原來都有超過半成
[00:05:54.000 --> 00:05:57.000]  都相信上帝會醫治人
[00:05:57.000 --> 00:06:02.000]  其他很難界定的類別
[00:06:02.000 --> 00:06:04.000]  數目都比較少
[00:06:04.000 --> 00:06:08.000]  然後我們再看這一幅比較特別
[00:06:08.000 --> 00:06:11.000]  黑人超過55%
[00:06:11.000 --> 00:06:14.000]  都相信上帝的醫治
[00:06:14.000 --> 00:06:17.000]  他們的禱告可能更加行切
[00:06:17.000 --> 00:06:21.000]  白人和西班牙人
[00:06:21.000 --> 00:06:25.000]  他們說拉丁語系
[00:06:25.000 --> 00:06:28.000]  他們大概不到三成
[00:06:28.000 --> 00:06:31.000]  相信上帝的醫治
[00:06:31.000 --> 00:06:37.000]  可能黑人的健康情況
[00:06:37.000 --> 00:06:39.000]  是比較多的困難
[00:06:39.000 --> 00:06:42.000]  但經歷的醫治是特別多的
[00:06:42.000 --> 00:06:45.000]  這個只是地區的分佈
[00:06:45.000 --> 00:06:47.000]  我們就不提了
[00:06:47.000 --> 00:06:50.000]  從這個調查裏
[00:06:50.000 --> 00:06:52.000]  讓我們看見什麼呢
[00:06:52.000 --> 00:06:55.000]  就是到今時今日醫療
[00:06:55.000 --> 00:06:58.000]  教育的水平都提高的時候
[00:06:58.000 --> 00:07:02.000]  人意識到自己的身體的限制
[00:07:02.000 --> 00:07:04.000]  健康的限制
[00:07:04.000 --> 00:07:07.000]  仍然不是掌管在我們的人手裏
[00:07:07.000 --> 00:07:11.000]  有些是醫生覺得沒辦法去處理的病
[00:07:11.000 --> 00:07:13.000]  如果不是上帝的介入
[00:07:13.000 --> 00:07:16.000]  似乎我們仍然束手無策
[00:07:16.000 --> 00:07:19.000]  在實際的經驗裏
[00:07:19.000 --> 00:07:22.000]  我們真的見過一些人
[00:07:22.000 --> 00:07:28.000]  他們患了連醫生都覺得沒辦法去處理的病
[00:07:28.000 --> 00:07:32.000]  竟然最後能夠活過來
[00:07:32.000 --> 00:07:35.000]  但當然我們也見過
[00:07:35.000 --> 00:07:39.000]  有一些真的經過了可能禱告
[00:07:39.000 --> 00:07:41.000]  很狠切的祈求
[00:07:41.000 --> 00:07:45.000]  最終仍然不能勝過這個病魔
[00:07:45.000 --> 00:07:47.000]  離開這個世界
[00:07:47.000 --> 00:07:49.000]  我認識一位姊妹
[00:07:49.000 --> 00:07:53.000]  她在十多年前患上癌症
[00:07:53.000 --> 00:07:55.000]  醫生就說
[00:07:55.000 --> 00:07:59.000]  其實她大概不出一年之內
[00:07:59.000 --> 00:08:01.000]  可能都會離開世界
[00:08:01.000 --> 00:08:05.000]  所以這位姊妹一早已經和我說
[00:08:05.000 --> 00:08:08.000]  牧師將來我安息禮拜
[00:08:08.000 --> 00:08:14.000]  一定是要由你來訓這個講慰勉的訊息
[00:08:14.000 --> 00:08:18.000]  當時我心想萬一我比你早怎麼辦呢?
[00:08:18.000 --> 00:08:20.000]  這個說不完的
[00:08:20.000 --> 00:08:22.000]  但當然對於一個病人
[00:08:22.000 --> 00:08:24.000]  作為牧師應該鼓勵她
[00:08:24.000 --> 00:08:27.000]  如果真的會有這樣的情況
[00:08:27.000 --> 00:08:30.000]  我一定會來幫忙的
[00:08:30.000 --> 00:08:32.000]  但結果過了十多年
[00:08:32.000 --> 00:08:34.000]  這件事仍然未發生
[00:08:34.000 --> 00:08:37.000]  但其實她的病也未完全好
[00:08:37.000 --> 00:08:39.000]  而醫生也沒有辦法解釋
[00:08:39.000 --> 00:08:42.000]  為什麼她仍然可以活到今天
[00:08:42.000 --> 00:08:45.000]  所以偶爾她會再提醒我
[00:08:45.000 --> 00:08:48.000]  牧師你記不記得答應過我這件事?
[00:08:48.000 --> 00:08:50.000]  我當然記得
[00:08:50.000 --> 00:08:53.000]  這對於病人來說
[00:08:53.000 --> 00:08:55.000]  可能也是很重要的
[00:08:55.000 --> 00:08:58.000]  能夠為自己最後的安排
[00:08:58.000 --> 00:09:00.000]  有一個計劃
[00:09:00.000 --> 00:09:02.000]  在我們的生命裡
[00:09:02.000 --> 00:09:07.000]  實在有很多難以理解的奧秘
[00:09:07.000 --> 00:09:10.000]  我相信可能有不少弟兄姊妹
[00:09:10.000 --> 00:09:13.000]  自己經歷過患病
[00:09:13.000 --> 00:09:16.000]  無論是很輕微的病
[00:09:16.000 --> 00:09:17.000]  還是很大的病
[00:09:17.000 --> 00:09:19.000]  你需要休息
[00:09:19.000 --> 00:09:21.000]  躺在病床上
[00:09:21.000 --> 00:09:25.000]  有時候一兩天你已經可以恢復起來
[00:09:25.000 --> 00:09:28.000]  有時候可能時間比較長
[00:09:28.000 --> 00:09:29.000]  所以我們要明白
[00:09:29.000 --> 00:09:31.000]  生命真的很脆弱
[00:09:31.000 --> 00:09:34.000]  而健康是很重要的
[00:09:34.000 --> 00:09:37.000]  所以在今天這個健康主日當中
[00:09:37.000 --> 00:09:41.000]  我們一起來從《路加福音》這段經文來看一看
[00:09:41.000 --> 00:09:45.000]  我們要看的並不是在說醫療的問題
[00:09:45.000 --> 00:09:48.000]  不是在說病人的問題
[00:09:48.000 --> 00:09:49.000]  是在說什麼呢?
[00:09:49.000 --> 00:09:51.000]  是在說一個患病的人
[00:09:51.000 --> 00:09:53.000]  身邊的人
[00:09:53.000 --> 00:09:55.000]  他有一個什麼樣的角色
[00:09:55.000 --> 00:09:59.000]  因為這個可能是我們大部分的人都扮演的
[00:09:59.000 --> 00:10:03.000]  在我們身邊可能會有一些很熟悉的朋友
[00:10:03.000 --> 00:10:07.000]  有關係很密切的家人患病
[00:10:07.000 --> 00:10:09.000]  我們作為這些身邊的人
[00:10:09.000 --> 00:10:12.000]  我們怎樣來自處呢?
[00:10:12.000 --> 00:10:15.000]  我們有什麼角色可以去扮演呢?
[00:10:15.000 --> 00:10:18.000]  我相信很多人都很想知道
[00:10:18.000 --> 00:10:21.000]  尤其是我們可以想像
[00:10:21.000 --> 00:10:25.000]  病人本身很明白自己身體的狀況
[00:10:25.000 --> 00:10:29.000]  但是他身邊的人會有很多想像
[00:10:29.000 --> 00:10:31.000]  他說沒事沒事
[00:10:31.000 --> 00:10:34.000]  他其實是想我們不那麼擔心
[00:10:34.000 --> 00:10:35.000]  其實他是有事的
[00:10:35.000 --> 00:10:38.000]  所以我們不斷要問他有沒有事
[00:10:38.000 --> 00:10:41.000]  但其實可能病人真的覺得沒什麼事
[00:10:41.000 --> 00:10:44.000]  但是身邊的人就為他很擔憂
[00:10:44.000 --> 00:10:47.000]  那種想像憂慮
[00:10:47.000 --> 00:10:51.000]  是大於實際的情況
[00:10:51.000 --> 00:10:53.000]  也因為這個緣故
[00:10:53.000 --> 00:10:56.000]  可能作為病人身邊的人
[00:10:56.000 --> 00:11:03.000]  那種擔憂影響到身邊人的情緒健康
[00:11:03.000 --> 00:11:08.000]  也反過來這種情緒影響了病人
[00:11:08.000 --> 00:11:12.000]  所以今天這段經文可以給我們一些提醒
[00:11:12.000 --> 00:11:16.000]  在《路加福音》第七章這段經文
[00:11:16.000 --> 00:11:22.000]  是接續著《路加福音》第六章一段很出名的記載
[00:11:22.000 --> 00:11:25.000]  我們稱為平原的部分
[00:11:25.000 --> 00:11:28.000]  因為在《馬太福音》第五到第七章
[00:11:28.000 --> 00:11:30.000]  有登山的部分
[00:11:30.000 --> 00:11:33.000]  耶穌在山上講了很多很多的教導
[00:11:33.000 --> 00:11:37.000]  《路加福音》就沒有《馬太福音》那麼詳盡
[00:11:37.000 --> 00:11:40.000]  它只在第六章記載到
[00:11:40.000 --> 00:11:43.000]  耶穌在平原上做了一些教導
[00:11:43.000 --> 00:11:47.000]  其中最出名的就是論福這個問題
[00:11:47.000 --> 00:11:52.000]  就好像《馬太福音》裡的八福經文一樣
[00:11:52.000 --> 00:11:56.000]  耶穌在平原講完一切的教導之後
[00:11:56.000 --> 00:11:58.000]  他就去到加伯隆
[00:11:58.000 --> 00:12:03.000]  一個是耶穌經常去所謂落腳的地方
[00:12:03.000 --> 00:12:05.000]  有他的門徒
[00:12:05.000 --> 00:12:07.000]  有認識耶穌的人在那裡
[00:12:07.000 --> 00:12:09.000]  他們來接待耶穌
[00:12:09.000 --> 00:12:11.000]  就在那個時候
[00:12:11.000 --> 00:12:13.000]  有一個八夫長
[00:12:13.000 --> 00:12:16.000]  他的僕人病重
[00:12:16.000 --> 00:12:20.000]  而且去到一個快要死的地步
[00:12:20.000 --> 00:12:22.000]  就是說
[00:12:22.000 --> 00:12:27.000]  病到一個大家都知道是無藥可救的情況
[00:12:27.000 --> 00:12:29.000]  八夫長是一個什麼樣的人呢?
[00:12:29.000 --> 00:12:31.000]  顧名思義
[00:12:31.000 --> 00:12:35.000]  這個人是去統領著一百個士兵
[00:12:35.000 --> 00:12:39.000]  因為八夫長是在羅馬的軍團裡面
[00:12:39.000 --> 00:12:41.000]  一個軍階
[00:12:41.000 --> 00:12:45.000]  最初的成立就有一百個士兵
[00:12:45.000 --> 00:12:48.000]  但後來曾經改過編制
[00:12:48.000 --> 00:12:50.000]  有試過改成六十個
[00:12:50.000 --> 00:12:52.000]  和後來改成八十個
[00:12:52.000 --> 00:12:56.000]  大概在一百人的兵團裡面
[00:12:56.000 --> 00:12:58.000]  有一個軍官
[00:12:58.000 --> 00:13:00.000]  這個八夫長
[00:13:00.000 --> 00:13:02.000]  而八夫長
[00:13:02.000 --> 00:13:04.000]  通常有兩個的五十夫長
[00:13:04.000 --> 00:13:06.000]  就是他的助手
[00:13:06.000 --> 00:13:08.000]  而在五十夫長的再下面
[00:13:08.000 --> 00:13:10.000]  是有十夫長
[00:13:10.000 --> 00:13:12.000]  一個十夫長大概帶十個人
[00:13:12.000 --> 00:13:13.000]  或者少於十個人
[00:13:13.000 --> 00:13:15.000]  就是一個小隊
[00:13:15.000 --> 00:13:18.000]  羅馬軍隊的編制
[00:13:18.000 --> 00:13:20.000]  或者羅馬其中一個
[00:13:20.000 --> 00:13:24.000]  很出名的就是他們的組織結構
[00:13:24.000 --> 00:13:26.000]  所以就有一個這樣的軍團
[00:13:26.000 --> 00:13:28.000]  而八夫長之上
[00:13:28.000 --> 00:13:30.000]  就有千夫長
[00:13:30.000 --> 00:13:36.000]  就好像一個大的軍團裡面的指揮官
[00:13:36.000 --> 00:13:40.000]  根據希臘的史學家
[00:13:40.000 --> 00:13:43.000]  叫做比利比烏
[00:13:43.000 --> 00:13:45.000]  在典籍的記載
[00:13:45.000 --> 00:13:47.000]  就是一個八夫長
[00:13:47.000 --> 00:13:52.000]  如果他不是用錢來買這個官階
[00:13:52.000 --> 00:13:54.000]  作為一個八夫長
[00:13:54.000 --> 00:13:57.000]  他有什麼條件才可以擔任這個職位呢?
[00:13:57.000 --> 00:14:00.000]  就是要能夠運籌為握
[00:14:00.000 --> 00:14:02.000]  不避危險
[00:14:02.000 --> 00:14:04.000]  舉止穩重
[00:14:04.000 --> 00:14:06.000]  自堪信賴
[00:14:06.000 --> 00:14:07.000]  臨敵而不躁
[00:14:07.000 --> 00:14:10.000]  遇險能夠堅守陣地
[00:14:10.000 --> 00:14:12.000]  以身報國
[00:14:12.000 --> 00:14:14.000]  大家聽聽
[00:14:14.000 --> 00:14:18.000]  這個要求都相當高的
[00:14:18.000 --> 00:14:20.000]  因為這個八夫長
[00:14:20.000 --> 00:14:25.000]  他就是一個軍隊裡面的中層人物
[00:14:25.000 --> 00:14:27.000]  如果這個中層的人物
[00:14:27.000 --> 00:14:32.000]  不能夠有一個很好的服從和執行能力的話
[00:14:32.000 --> 00:14:36.000]  就會令到整個軍隊潰敗
[00:14:36.000 --> 00:14:38.000]  而大家也都知道
[00:14:38.000 --> 00:14:40.000]  羅馬帝國的強盛
[00:14:40.000 --> 00:14:42.000]  其中一個原因
[00:14:42.000 --> 00:14:45.000]  就是他的道路網絡
[00:14:45.000 --> 00:14:49.000]  加上他完善的軍事體制
[00:14:49.000 --> 00:14:53.000]  所以就令到整個帝國的版圖非常大
[00:14:53.000 --> 00:14:55.000]  也都非常穩陣
[00:14:55.000 --> 00:14:57.000]  其中一些關鍵的人物
[00:14:57.000 --> 00:15:00.000]  就是一個這樣的八夫長
[00:15:00.000 --> 00:15:03.000]  大家聽完這個要求就可以想像
[00:15:03.000 --> 00:15:06.000]  這個八夫長都不是一般的人物
[00:15:06.000 --> 00:15:10.000]  一定是在百姓當中
[00:15:10.000 --> 00:15:12.000]  有一定的權威
[00:15:12.000 --> 00:15:14.000]  有一定的影響力
[00:15:14.000 --> 00:15:17.000]  因為他真的手握一些兵權
[00:15:17.000 --> 00:15:21.000]  他有一個僕人病重
[00:15:21.000 --> 00:15:22.000]  快要死了
[00:15:22.000 --> 00:15:26.000]  為什麼要引起福音書的記載呢
[00:15:26.000 --> 00:15:28.000]  因為一般的人
[00:15:28.000 --> 00:15:30.000]  這麼有權力的人
[00:15:30.000 --> 00:15:32.000]  當然他也有一定的財富
[00:15:32.000 --> 00:15:36.000]  他手下一定不止一個僕人
[00:15:36.000 --> 00:15:40.000]  如果真的有一個僕人
[00:15:40.000 --> 00:15:42.000]  離開了這個世界
[00:15:42.000 --> 00:15:45.000]  作為一個主人
[00:15:45.000 --> 00:15:46.000]  很簡單
[00:15:46.000 --> 00:15:48.000]  沒有了一個僕人
[00:15:48.000 --> 00:15:51.000]  那就請回另外一個僕人
[00:15:51.000 --> 00:15:55.000]  當我有錢有權的時候
[00:15:55.000 --> 00:15:58.000]  我怎麼會請不到一個僕人
[00:15:58.000 --> 00:16:00.000]  或者買不到一個僕人回來
[00:16:00.000 --> 00:16:03.000]  來幫助我呢
[00:16:03.000 --> 00:16:06.000]  所以其實對於這個君官來說
[00:16:06.000 --> 00:16:09.000]  有一個病重了的僕人
[00:16:09.000 --> 00:16:13.000]  最多就幫他去醫病
[00:16:13.000 --> 00:16:15.000]  最後也醫不了
[00:16:15.000 --> 00:16:18.000]  那就沒有辦法了
[00:16:18.000 --> 00:16:20.000]  我們從這個八夫長
[00:16:20.000 --> 00:16:22.000]  這個君官
[00:16:22.000 --> 00:16:24.000]  其實就讓我們想一下
[00:16:24.000 --> 00:16:29.000]  今天一些僱主和僱員的關係
[00:16:29.000 --> 00:16:31.000]  這個僱主
[00:16:31.000 --> 00:16:34.000]  看你是一個什麼樣的人呢
[00:16:34.000 --> 00:16:38.000]  是不是只是他這麼多的僱員裡面
[00:16:38.000 --> 00:16:40.000]  其中一個呢
[00:16:40.000 --> 00:16:43.000]  如果你做得不好的話
[00:16:43.000 --> 00:16:46.000]  今時今日這樣的環境
[00:16:46.000 --> 00:16:48.000]  他會覺得
[00:16:48.000 --> 00:16:50.000]  我出了錢
[00:16:50.000 --> 00:16:52.000]  自然就會有人來
[00:16:52.000 --> 00:16:53.000]  中國人也有一句話
[00:16:53.000 --> 00:16:55.000]  重賞之下必有勇夫
[00:16:55.000 --> 00:16:57.000]  更何況今天不用重賞
[00:16:57.000 --> 00:17:00.000]  也有很多人會來
[00:17:00.000 --> 00:17:02.000]  以學校為例
[00:17:02.000 --> 00:17:05.000]  以往可能學校很難去聘請員工
[00:17:05.000 --> 00:17:08.000]  但現在當學校要去聘請員工的時候
[00:17:08.000 --> 00:17:11.000]  真是百官無偽的人也有
[00:17:11.000 --> 00:17:14.000]  有很好的學歷的人也有
[00:17:14.000 --> 00:17:17.000]  真是不休請不到人
[00:17:17.000 --> 00:17:19.000]  所以對於一個八夫長來說
[00:17:19.000 --> 00:17:21.000]  他找回另外一個僕人
[00:17:21.000 --> 00:17:23.000]  來代替這個病重的僕人
[00:17:23.000 --> 00:17:26.000]  實在是輕而易舉的事
[00:17:26.000 --> 00:17:30.000]  但他卻是很關注這個僕人
[00:17:30.000 --> 00:17:33.000]  所以當八夫長風聞耶穌的事
[00:17:33.000 --> 00:17:35.000]  風聞耶穌什麼事呢
[00:17:35.000 --> 00:17:38.000]  就是風聞耶穌能夠去醫病
[00:17:38.000 --> 00:17:44.000]  甚至乎可以讓一些患了很久病的人
[00:17:44.000 --> 00:17:46.000]  都醫得好
[00:17:46.000 --> 00:17:50.000]  就是說耶穌是一個很不簡單的人物
[00:17:50.000 --> 00:17:53.000]  所以當這個八夫長知道
[00:17:53.000 --> 00:17:55.000]  耶穌就在附近的時候
[00:17:55.000 --> 00:17:59.000]  他就托猶太人幾個長老來找耶穌
[00:17:59.000 --> 00:18:03.000]  去求他救他的僕人
[00:18:03.000 --> 00:18:05.000]  這又是一個特別的情況
[00:18:05.000 --> 00:18:10.000]  八夫長是一個羅馬兵團裡面的軍官
[00:18:10.000 --> 00:18:14.000]  他不是來吩咐他的手下去找耶穌
[00:18:14.000 --> 00:18:20.000]  而是去找了猶太人幾個長老
[00:18:20.000 --> 00:18:22.000]  猶太人幾個長老
[00:18:22.000 --> 00:18:26.000]  當然都是德高望重的人物
[00:18:26.000 --> 00:18:30.000]  這些猶太人德高望重的人物
[00:18:30.000 --> 00:18:34.000]  竟然會和這個八夫長有一定的交情
[00:18:34.000 --> 00:18:38.000]  因為一般的猶太人會認為
[00:18:38.000 --> 00:18:43.000]  羅馬人是統治我們的外邦人
[00:18:43.000 --> 00:18:47.000]  他們其實是不想和這些羅馬人接觸的
[00:18:47.000 --> 00:18:50.000]  但是一會兒後面大家就會知道
[00:18:50.000 --> 00:18:53.000]  原來這個八夫長有些特別的貢獻
[00:18:53.000 --> 00:18:54.000]  對猶太人的群體
[00:18:54.000 --> 00:18:57.000]  所以連猶太人的長老
[00:18:57.000 --> 00:18:58.000]  可以這麼說
[00:18:58.000 --> 00:19:00.000]  都給他幾分薄片
[00:19:00.000 --> 00:19:04.000]  也和這個八夫長有交往
[00:19:04.000 --> 00:19:06.000]  所以當這個八夫長
[00:19:06.000 --> 00:19:10.000]  向這些猶太人的長老請求幫助的時候
[00:19:10.000 --> 00:19:12.000]  這些猶太人的長老
[00:19:12.000 --> 00:19:16.000]  也都樂意來幫助他
[00:19:16.000 --> 00:19:19.000]  他們就去到耶穌那裡
[00:19:19.000 --> 00:19:21.000]  切切的來求耶穌
[00:19:21.000 --> 00:19:23.000]  接著他們解釋
[00:19:23.000 --> 00:19:27.000]  為什麼耶穌要幫助這個八夫長
[00:19:27.000 --> 00:19:29.000]  這群長老對耶穌說
[00:19:29.000 --> 00:19:33.000]  「你為他們做這件事」
[00:19:33.000 --> 00:19:35.000]  「就是他們配得的」
[00:19:35.000 --> 00:19:37.000]  「因為這個八夫長」
[00:19:37.000 --> 00:19:39.000]  「是愛我們的民族」
[00:19:39.000 --> 00:19:44.000]  「為我們建造這個會堂」
[00:19:44.000 --> 00:19:48.000]  這是這個八夫長特別的地方
[00:19:48.000 --> 00:19:50.000]  這個八夫長很顯然
[00:19:50.000 --> 00:19:53.000]  他是一個很關心人
[00:19:53.000 --> 00:19:57.000]  也都很關心猶太人的一個人
[00:19:57.000 --> 00:19:58.000]  即是說
[00:19:58.000 --> 00:20:03.000]  他的關心不是一時之間興起的
[00:20:03.000 --> 00:20:05.000]  似乎這個人本身
[00:20:05.000 --> 00:20:08.000]  都是一個頗有人情味的人
[00:20:08.000 --> 00:20:10.000]  知道哪個人有需要
[00:20:10.000 --> 00:20:13.000]  他就來幫手
[00:20:13.000 --> 00:20:15.000]  所以這是第一件事
[00:20:15.000 --> 00:20:17.000]  我們能夠去看見
[00:20:17.000 --> 00:20:19.000]  在病人的身邊
[00:20:19.000 --> 00:20:23.000]  有一個真正願意關心人的人
[00:20:23.000 --> 00:20:25.000]  是一個很大的祝福
[00:20:25.000 --> 00:20:29.000]  因為他會為你去設想
[00:20:29.000 --> 00:20:31.000]  當這個僕人病到垂死
[00:20:31.000 --> 00:20:33.000]  可能他已經沒有辦法去開口
[00:20:33.000 --> 00:20:35.000]  求他的主人幫他
[00:20:35.000 --> 00:20:37.000]  但是這個主人
[00:20:37.000 --> 00:20:39.000]  就主動為這個僕人
[00:20:39.000 --> 00:20:42.000]  做了很多很多的事情
[00:20:42.000 --> 00:20:45.000]  記得有一位年長的弟兄
[00:20:45.000 --> 00:20:47.000]  曾經跟我分享過
[00:20:47.000 --> 00:20:48.000]  他說他一生人
[00:20:48.000 --> 00:20:51.000]  只是在一間公司裏面工作
[00:20:51.000 --> 00:20:54.000]  只是服侍一個老闆
[00:20:54.000 --> 00:20:57.000]  超過了三十多年
[00:20:57.000 --> 00:20:58.000]  我就很好奇
[00:20:58.000 --> 00:20:59.000]  就問他
[00:20:59.000 --> 00:21:01.000]  為什麼你會這麼忠心
