
[00:00:00.000 --> 00:00:02.480]  神秘我們的救恩是很豐富
[00:03:48.040 --> 00:03:50.400]  應該有的那種行為
[00:03:50.400 --> 00:03:52.040]  這裡就補來提他們
[00:03:52.040 --> 00:03:55.000]  第十三章十三 十四節這兩節
[00:03:55.000 --> 00:04:00.640]  就說不要荒厭醉酒 不可好色淫蕩
[00:04:00.640 --> 00:04:05.680]  不可紛爭嫉妒 總要披戴主耶穌基督
[00:04:05.680 --> 00:04:09.320]  不要只顧滿足肉體 去放縱私慾
[00:04:09.320 --> 00:04:12.960]  這句話一聽的時候 奧古斯丁就覺得
[00:04:12.960 --> 00:04:15.680]  哇 這位神這麼真實
[00:04:15.680 --> 00:04:21.760]  突然間他最迷惘在這些問題當中
[00:04:21.760 --> 00:04:24.960]  他要神什麼時候去解決他這些不潔
[00:04:24.960 --> 00:04:29.320]  但是他自己又很癡纏這些罪惡的行為
[00:04:29.320 --> 00:04:33.440]  他就覺得這一節就是給他神的亮光
[00:04:33.440 --> 00:04:35.440]  滲入他的內心
[00:04:35.440 --> 00:04:39.880]  立刻他就覺得那些疑慮完全消失
[00:04:39.880 --> 00:04:41.800]  他能夠在神面前
[00:04:41.800 --> 00:04:46.000]  是很清楚地去作一個毀身的決定
[00:04:46.000 --> 00:04:50.200]  意志地願意在神的領域裏面
[00:04:50.200 --> 00:04:54.560]  這個經文就說到他要披戴耶穌基督
[00:04:54.560 --> 00:04:56.200]  其實這位的主子很重要
[00:04:56.200 --> 00:04:57.960]  不是你只是做什麼不做什麼
[00:04:57.960 --> 00:05:00.280]  那是有神的生命在他裏面
[00:05:00.280 --> 00:05:03.440]  他體會到的時候 他覺得他通了
[00:05:03.440 --> 00:05:06.160]  於是很開心 願意毀身給神
[00:05:06.160 --> 00:05:07.400]  將來我們知道
[00:05:07.400 --> 00:05:10.120]  他成為一個很重要的教會的領袖
[00:05:10.120 --> 00:05:12.200]  他就把這個消息跟媽媽說
[00:05:12.200 --> 00:05:13.880]  媽媽就很開心了
[00:05:13.880 --> 00:05:16.960]  因為多年盼望這個兒子能夠回轉
[00:05:16.960 --> 00:05:19.760]  他竟然今天神是成就了
[00:05:19.760 --> 00:05:22.440]  他說神在人的生命的工作
[00:05:22.440 --> 00:05:24.440]  是超出我們所想所求
[00:05:24.440 --> 00:05:27.800]  就是正如《爾忽所書》的經文提到
[00:05:27.800 --> 00:05:31.840]  其實在我們的信仰裏面
[00:05:31.840 --> 00:05:33.280]  我們有好行為
[00:05:33.280 --> 00:05:36.800]  但是原來我們跟神的關係
[00:05:36.800 --> 00:05:39.800]  這是基要我們在信仰裏面
[00:05:39.800 --> 00:05:42.320]  去建立我們的生命
[00:05:42.320 --> 00:05:44.840]  這個是彼此息息相關
[00:05:44.840 --> 00:05:47.400]  若然我們調轉了
[00:05:47.400 --> 00:05:48.720]  我們就有很多的問題
[00:05:48.720 --> 00:05:50.400]  不能夠在這裏
[00:05:50.400 --> 00:05:56.360]  在信心裏面過一個很豐滿的救恩的生活
[00:05:56.360 --> 00:06:00.680]  在這段經文我們願意我們今天看羅馬書
[00:06:00.680 --> 00:06:04.320]  第十章五節至十三節這一節經文
[00:06:04.320 --> 00:06:07.760]  保羅作了律法的義
[00:06:07.760 --> 00:06:10.680]  和信心的義作一個比較
[00:06:10.680 --> 00:06:15.480]  當然是憑著信心得到神的救恩
[00:06:15.480 --> 00:06:19.160]  得清為義是唯一的途徑
[00:06:19.160 --> 00:06:24.280]  或者我們再看回羅馬書一直講歷的論述
[00:06:24.280 --> 00:06:27.640]  在一至四章
[00:06:27.640 --> 00:06:31.000]  主要保羅在講「恩信清義」的道理
[00:06:31.000 --> 00:06:32.240]  無論是律法的角度
[00:06:32.240 --> 00:06:36.200]  無論是我們生活的細節來講
[00:06:36.200 --> 00:06:37.840]  我們都是要「恩信」
[00:06:37.840 --> 00:06:39.880]  能夠得到神的救恩
[00:06:39.880 --> 00:06:42.600]  在五章至八章講到
[00:06:42.600 --> 00:06:45.960]  成聖的功夫一樣是要靠聖靈的能力
[00:06:45.960 --> 00:06:50.920]  並且神的愛是僅僅給人
[00:06:50.920 --> 00:06:53.880]  有一個很確實的確據
[00:06:53.880 --> 00:06:55.960]  不會走得掉神的愛
[00:06:55.960 --> 00:06:58.400]  神的愛不會離開所有的信徒
[00:06:58.400 --> 00:07:02.160]  從九章到十一章這段特別的經文
[00:07:02.160 --> 00:07:07.320]  就是我們今天同工一直在這段經文裡的論述
[00:07:07.320 --> 00:07:09.160]  這段經文非常重要
[00:07:09.160 --> 00:07:12.280]  就是說神既然是很愛猶太人
[00:07:12.280 --> 00:07:14.840]  愛祂、相信祂的信徒
[00:07:14.840 --> 00:07:17.600]  為什麼猶太人會有很多人不信主呢?
[00:07:17.600 --> 00:07:19.880]  於是保羅講了兩個原因
[00:07:19.880 --> 00:07:21.520]  很重要是神的主權
[00:07:21.520 --> 00:07:22.760]  是有簡選的
[00:07:22.760 --> 00:07:25.760]  不是所有猶太人都是信主的
[00:07:25.760 --> 00:07:30.320]  但是猶太人也有他自己人的責任
[00:07:30.320 --> 00:07:32.640]  所以神的簡選人的責任
[00:07:32.640 --> 00:07:33.840]  來到這個段落
[00:07:33.840 --> 00:07:38.440]  人的責任就講到意識人他們犯了什麼問題
[00:07:38.440 --> 00:07:43.440]  正如在這段經文進到第十章之前
[00:07:43.440 --> 00:07:45.440]  就是第五節之前
[00:07:45.440 --> 00:07:47.600]  他說那些猶太人就說
[00:07:47.600 --> 00:07:49.960]  他們不是按真知識
[00:07:49.960 --> 00:07:51.680]  因為他們不明白神的義
[00:07:51.680 --> 00:07:53.480]  想立自己的義
[00:07:53.480 --> 00:07:56.280]  他們就不服神的義
[00:07:56.280 --> 00:07:58.000]  覺得自己可以
[00:07:58.000 --> 00:08:00.680]  然後其實律法的義是怎樣呢?
[00:08:00.680 --> 00:08:02.560]  是唯有律法的總結
[00:08:02.560 --> 00:08:04.760]  就是說目的帶到人去哪裡呢?
[00:08:04.760 --> 00:08:06.800]  就是去到基督那裡
[00:08:06.800 --> 00:08:10.280]  使所有信他的人得著義
[00:08:10.280 --> 00:08:11.080]  恩信
[00:08:11.080 --> 00:08:17.040]  這個就是上次同工講到的這一方面
[00:08:17.040 --> 00:08:19.400]  所以如果我們這樣看的時候
[00:08:19.400 --> 00:08:23.440]  整個九節到十一章
[00:08:23.440 --> 00:08:27.440]  就講到原來在神的主權底下
[00:08:27.440 --> 00:08:29.120]  意識人是有他的責任
[00:08:29.120 --> 00:08:31.840]  但是神也都將猶太人、外邦人
[00:08:31.840 --> 00:08:33.680]  在他的主權裡面
[00:08:33.680 --> 00:08:35.920]  在奇妙的智慧使得
[00:08:35.920 --> 00:08:37.400]  無論是猶太人、外邦人
[00:08:37.400 --> 00:08:38.800]  都在神的救人裡面
[00:08:38.800 --> 00:08:40.400]  這裡就是這一段
[00:08:40.400 --> 00:08:42.880]  來到這一段我們就很重要的
[00:08:42.880 --> 00:08:44.520]  就是說講明很清楚
[00:08:44.520 --> 00:08:46.360]  猶太人他犯了這個毛病
[00:08:46.360 --> 00:08:47.680]  我們就不會再犯
[00:08:47.680 --> 00:08:51.120]  我們再不是以一個一味以造
[00:08:51.120 --> 00:08:52.440]  就是說我們做多少
[00:08:52.440 --> 00:08:54.560]  我們就能夠活出這個公義
[00:08:54.560 --> 00:08:56.160]  得到這個救恩
[00:08:56.160 --> 00:08:58.280]  首先我們或者看一下
[00:08:58.280 --> 00:09:01.680]  保羅將兩個的義來比較
[00:09:01.680 --> 00:09:03.440]  這裡說是律法的義
[00:09:03.440 --> 00:09:07.120]  以及是出於信的義
[00:09:07.120 --> 00:09:12.720]  兩邊的論證其實是彼此的一個對比
[00:09:12.720 --> 00:09:17.320]  但是同樣用了摩西的律法來引申
[00:09:17.320 --> 00:09:18.360]  你會覺得奇怪
[00:09:18.360 --> 00:09:20.400]  兩樣不同的方向的進路
[00:09:20.400 --> 00:09:21.760]  得到這個公義
[00:09:21.760 --> 00:09:25.480]  為什麼律法書都是用摩西的律法來講
[00:09:25.480 --> 00:09:28.400]  難道摩西的律法是彼此矛盾嗎
[00:09:28.400 --> 00:09:31.120]  當然不會
[00:09:31.120 --> 00:09:35.160]  保羅在這裡是要讓一些理解錯誤的
[00:09:35.160 --> 00:09:36.440]  他在這裡澄清
[00:09:36.440 --> 00:09:38.600]  以色列人看到這一段的經文
[00:09:38.600 --> 00:09:39.960]  他就覺得做了
[00:09:39.960 --> 00:09:40.880]  我要做就行
[00:09:40.880 --> 00:09:41.880]  其實不是
[00:09:41.880 --> 00:09:43.200]  如果整本經文
[00:09:43.200 --> 00:09:45.320]  如果你彼此配合來看
[00:09:45.320 --> 00:09:46.440]  就不是矛盾
[00:09:46.440 --> 00:09:48.000]  是講到救恩
[00:09:48.000 --> 00:09:50.840]  是一定是來自信才有的
[00:09:50.840 --> 00:09:52.680]  或者我們先看一下
[00:09:52.680 --> 00:09:54.240]  保羅講在第五節
[00:09:54.240 --> 00:09:55.440]  律法的義
[00:09:55.440 --> 00:09:57.240]  他說 論到出於律法的義
[00:09:57.240 --> 00:09:58.360]  摩西寫著
[00:09:58.360 --> 00:10:01.920]  行這樣事的人
[00:10:01.920 --> 00:10:03.760]  就必因此得生
[00:10:03.760 --> 00:10:05.120]  這個來自
[00:10:05.120 --> 00:10:08.440]  是李美記十八章
[00:10:08.440 --> 00:10:11.360]  這個第五節的經文
[00:10:11.360 --> 00:10:12.320]  那裡就是說
[00:10:12.320 --> 00:10:16.920]  如果你根據遵守神的
[00:10:16.920 --> 00:10:18.480]  就是《禮儉章》
[00:10:18.480 --> 00:10:20.000]  就是神的律法
[00:10:20.000 --> 00:10:22.160]  你就能夠有生的
[00:10:22.160 --> 00:10:23.920]  這個問題最重點
[00:10:23.920 --> 00:10:24.640]  我們要了解
[00:10:24.640 --> 00:10:25.680]  什麼叫做生
[00:10:25.680 --> 00:10:27.040]  生是代表什麼
[00:10:27.040 --> 00:10:28.080]  如果生就說
[00:10:28.080 --> 00:10:29.400]  如果我做律法
[00:10:29.400 --> 00:10:30.760]  我們能夠做到
[00:10:30.760 --> 00:10:31.920]  我就能夠有永生
[00:10:31.920 --> 00:10:32.640]  這個生
[00:10:32.640 --> 00:10:33.720]  這是一個禮法
[00:10:33.720 --> 00:10:35.040]  另一個看法就是
[00:10:35.040 --> 00:10:37.480]  如果我們就不是講永生
[00:10:37.480 --> 00:10:39.880]  是講我們生活裡面
[00:10:39.880 --> 00:10:41.160]  是一個很大的祝福
[00:10:41.160 --> 00:10:43.560]  能夠可以很長壽
[00:10:43.560 --> 00:10:45.240]  或者我們這樣理解一下
[00:10:45.240 --> 00:10:47.680]  摩西律法的原意是什麼呢
[00:10:47.680 --> 00:10:50.160]  我們從這個角度去看
[00:10:50.160 --> 00:10:51.280]  摩西的律法
[00:10:51.280 --> 00:10:54.640]  就在阿伯拉罕的約裡面
[00:10:54.640 --> 00:10:56.720]  這個是一個另簽的一個約
[00:10:56.720 --> 00:10:58.720]  特別是神說
[00:10:58.720 --> 00:10:59.880]  應許阿伯拉罕
[00:10:59.880 --> 00:11:02.080]  他的子子孫孫
[00:11:02.080 --> 00:11:02.960]  他的後裔
[00:11:02.960 --> 00:11:05.080]  是在加南地居住
[00:11:05.080 --> 00:11:06.760]  摩西律法規限他們
[00:11:06.760 --> 00:11:08.120]  如果你遵守我的律法
[00:11:08.120 --> 00:11:10.000]  你就好好在裡面生活
[00:11:10.000 --> 00:11:15.360]  你就能夠不會被人攻擊你
[00:11:15.360 --> 00:11:17.000]  敵人不會侵佔你
[00:11:17.000 --> 00:11:18.440]  擄了你的外邦
[00:11:18.440 --> 00:11:21.720]  但是如果你是違反我這個約的時候
[00:11:21.720 --> 00:11:23.600]  你就會有很多的問題
[00:11:23.600 --> 00:11:26.240]  神首先會處死一些人
[00:11:26.240 --> 00:11:30.120]  並且天氣又不好
[00:11:30.120 --> 00:11:31.520]  種植又不好
[00:11:31.520 --> 00:11:35.320]  然後甚至乎整個國家都被擄去
[00:11:35.320 --> 00:11:36.360]  人民被擄去
[00:11:36.360 --> 00:11:38.480]  這個德生
[00:11:38.480 --> 00:11:40.640]  如果在第一個基本來講
[00:11:40.640 --> 00:11:42.080]  是講這個生
[00:11:42.080 --> 00:11:45.760]  就是你在神的祝福裡面生活
[00:11:45.760 --> 00:11:47.200]  但是我們又說
[00:11:47.200 --> 00:11:49.920]  這個跟永生又不是絕對不同的
[00:11:49.920 --> 00:11:51.240]  我們理解
[00:11:51.240 --> 00:11:52.120]  這個生
[00:11:52.120 --> 00:11:56.080]  也都是理解是一個屬靈的
[00:11:56.080 --> 00:11:57.160]  在神裡面的生
[00:11:57.160 --> 00:11:58.120]  為什麼這麼說呢
[00:11:58.120 --> 00:11:59.520]  因為當一個人
[00:11:59.520 --> 00:12:01.840]  他遵行神的話語的時候
[00:12:01.840 --> 00:12:03.960]  他是一個毀身的態度
[00:12:03.960 --> 00:12:05.800]  他跟神有一個關係
[00:12:05.800 --> 00:12:08.400]  跟這位永生的神有一個結連的時候
[00:12:08.400 --> 00:12:10.160]  神就應許
[00:12:10.160 --> 00:12:10.840]  我的生命
[00:12:10.840 --> 00:12:12.440]  我的阿伯拉罕的約
[00:12:12.440 --> 00:12:14.800]  如果這樣看著看著串著
[00:12:14.800 --> 00:12:17.320]  這個人是如果願意跟隨神
[00:12:17.320 --> 00:12:21.760]  他跟神有一個很扎實的關係
[00:12:21.760 --> 00:12:25.160]  他當然會得到神呼籲給他的永生
[00:12:25.160 --> 00:12:28.600]  所以我們如果看保羅這段論述
[00:12:28.600 --> 00:12:31.080]  他應該是在講一個永生的意思
[00:12:31.080 --> 00:12:34.160]  但是當然跟《尼米記》裡面提到
[00:12:34.160 --> 00:12:35.120]  生活都好的
[00:12:35.120 --> 00:12:36.640]  是彼此相連
[00:12:36.640 --> 00:12:38.640]  這個就是這樣的意思
[00:12:38.640 --> 00:12:40.720]  但是我們又理解
[00:12:40.720 --> 00:12:42.400]  就是其實這個信
[00:12:42.400 --> 00:12:43.400]  如果我們剛才講過
[00:12:43.400 --> 00:12:46.120]  是跟神有愛有關係的
[00:12:46.120 --> 00:12:48.320]  這裡是聖經的意思
[00:12:48.320 --> 00:12:49.960]  你試想一下
[00:12:49.960 --> 00:12:52.880]  《律法》裡面其實都有神的恩典
[00:12:52.880 --> 00:12:54.080]  《律法》裡面包括了
[00:12:54.080 --> 00:12:55.520]  如果你做不到
[00:12:55.520 --> 00:12:56.960]  你會獻祭
[00:12:56.960 --> 00:13:01.800]  《尼米記》十六章更加講過
[00:13:01.800 --> 00:13:03.000]  贖罪日
[00:13:03.000 --> 00:13:04.600]  整個人民犯罪
[00:13:04.600 --> 00:13:06.120]  有隻羊去獻
[00:13:06.120 --> 00:13:08.360]  其實當以色列人願意這樣去
[00:13:08.360 --> 00:13:10.360]  進行這些禮儀
[00:13:10.360 --> 00:13:13.040]  當犯了罪獻祭的時候
[00:13:13.040 --> 00:13:15.520]  當然不是專意犯
[00:13:15.520 --> 00:13:17.360]  是得到神的赦免
[00:13:17.360 --> 00:13:20.040]  其實這個已經是一個信心的表現
[00:13:20.040 --> 00:13:22.320]  所以如果是這樣的情況
[00:13:22.320 --> 00:13:24.280]  一個人遵行神的話語
[00:13:24.280 --> 00:13:25.600]  他是得生的
[00:13:25.600 --> 00:13:26.560]  但是問題是什麼呢
[00:13:26.560 --> 00:13:28.760]  問題就是說猶太人
[00:13:28.760 --> 00:13:31.360]  他將這個意義去扭曲
[00:13:31.360 --> 00:13:35.280]  將這個規矩神的律法
[00:13:35.280 --> 00:13:36.800]  成為一個什麼呢
[00:13:36.800 --> 00:13:38.160]  因為經文說
[00:13:38.160 --> 00:13:39.400]  你要做
[00:13:39.400 --> 00:13:41.000]  這個人就生
[00:13:41.000 --> 00:13:42.760]  那就強調了做
[00:13:42.760 --> 00:13:44.280]  就是說我純粹
[00:13:44.280 --> 00:13:45.520]  我走出來
[00:13:45.520 --> 00:13:47.360]  以自己的力量去做
[00:13:47.360 --> 00:13:49.000]  結果就扭曲了
[00:13:49.000 --> 00:13:51.600]  以致我成為一個很自意
[00:13:51.600 --> 00:13:53.360]  覺得自己很行
[00:13:53.360 --> 00:13:56.080]  以致能夠可以用自己的律
[00:13:56.080 --> 00:13:57.000]  走出律法
[00:13:57.000 --> 00:13:58.560]  能夠得清為義
[00:13:58.560 --> 00:13:59.720]  但事實上
[00:13:59.720 --> 00:14:01.800]  這個就是他們的問題
[00:14:01.800 --> 00:14:05.000]  譬如在第九章這裡這麼說
[00:14:05.000 --> 00:14:07.560]  他說
[00:14:07.560 --> 00:14:10.640]  以色列人第九章三十節說
[00:14:10.640 --> 00:14:12.720]  但以色列人追求律法的義
[00:14:12.720 --> 00:14:15.160]  反而達不到律法的意
[00:14:15.160 --> 00:14:16.880]  這是什麼緣故呢
[00:14:16.880 --> 00:14:17.840]  什麼原因呢
[00:14:17.840 --> 00:14:20.640]  因為他們不是憑著信心
[00:14:20.640 --> 00:14:22.640]  而是憑著行為
[00:14:22.640 --> 00:14:24.160]  他們就叛倒了
[00:14:24.160 --> 00:14:25.160]  所以他們沒有辦法
[00:14:25.160 --> 00:14:27.640]  只能夠接受到神的恩典
[00:14:27.640 --> 00:14:29.280]  耶穌基督來到這裡
[00:14:29.280 --> 00:14:31.320]  給了他那個恩信
[00:14:31.320 --> 00:14:34.600]  以致他能夠得到這個真正的公義
[00:14:34.600 --> 00:14:37.120]  他們就麻木了
[00:14:37.120 --> 00:14:41.040]  譬如律法其實的意義
[00:14:41.040 --> 00:14:43.720]  不是叫人做了就得永生
[00:14:43.720 --> 00:14:45.120]  只不過是說
[00:14:45.120 --> 00:14:47.920]  你得永生嗎
[00:14:47.920 --> 00:14:49.600]  如果你做得到
[00:14:49.600 --> 00:14:52.000]  那你才是一個義
[00:14:52.000 --> 00:14:53.240]  但不是鼓勵人
[00:14:53.240 --> 00:14:56.360]  律法是叫你是一個渠道
[00:14:56.360 --> 00:14:57.600]  要你順了主
[00:14:57.600 --> 00:15:00.000]  要你行出好行為
[00:15:00.000 --> 00:15:01.920]  你就成為公義的人了
[00:15:01.920 --> 00:15:03.320]  絕非也非也
[00:15:03.320 --> 00:15:04.240]  剛剛相反
[00:15:04.240 --> 00:15:08.000]  如果你看羅馬書第三章一節的經文
[00:15:08.000 --> 00:15:10.000]  他說什麼呢
[00:15:10.000 --> 00:15:14.360]  他這裡說到
[00:15:14.360 --> 00:15:15.760]  第三章第二十節
[00:15:15.760 --> 00:15:17.600]  他說所以凡血肉之軀
[00:15:17.600 --> 00:15:21.400]  沒有一個能因律法的行為
[00:15:21.400 --> 00:15:24.480]  而在神面前清義的
[00:15:24.480 --> 00:15:28.160]  因為律法本是要人認識罪
[00:15:28.160 --> 00:15:29.560]  要人知罪的
[00:15:29.560 --> 00:15:32.120]  律法從沒有說過你做得到的
[00:15:32.120 --> 00:15:33.360]  因為沒有人能夠做得到
[00:15:33.360 --> 00:15:34.080]  因為血肉之軀
[00:15:34.080 --> 00:15:35.520]  沒有一個人能夠做得到的
[00:15:35.520 --> 00:15:37.520]  這個律例只不過是說
[00:15:37.520 --> 00:15:41.720]  叫人知道神的公義的品格
[00:15:41.720 --> 00:15:43.480]  這個屬性
[00:15:43.480 --> 00:15:45.000]  以致人可以效法
[00:15:45.000 --> 00:15:48.520]  但你絕對達不到神這個公義的要求
[00:15:48.520 --> 00:15:51.720]  其實所以剛才加拉太書
[00:15:51.720 --> 00:15:52.640]  我也提過
[00:15:52.640 --> 00:15:55.560]  這個是一個特別的外籤的藥
[00:15:55.560 --> 00:15:57.520]  如果保留在加拉太書裡面說
[00:15:57.520 --> 00:15:58.760]  這是外籤的
[00:15:58.760 --> 00:15:59.920]  是叫人什麼呢
[00:15:59.920 --> 00:16:02.480]  叫人學習如何認識自己有罪
[00:16:02.480 --> 00:16:04.480]  以致引導到基督那裡
[00:16:04.480 --> 00:16:06.400]  知道不行謙卑下來
[00:16:06.400 --> 00:16:08.200]  原來神才是耶穌基督
[00:16:08.200 --> 00:16:10.120]  成就了真正的義
[00:16:10.120 --> 00:16:12.880]  以致人才可以得到真正的公義
[00:16:12.880 --> 00:16:16.560]  正如第十章第四節這裡說
[00:16:16.560 --> 00:16:19.880]  律法的總結就是基督
[00:16:19.880 --> 00:16:21.320]  總結的意思就是說
[00:16:21.320 --> 00:16:22.640]  那個目的
[00:16:22.640 --> 00:16:24.960]  最後的所謂高峰
[00:16:24.960 --> 00:16:26.240]  律法最後帶到
[00:16:26.240 --> 00:16:28.680]  它不是本身就是那個目的
[00:16:28.680 --> 00:16:31.960]  去到叫人就是基督
[00:16:31.960 --> 00:16:36.040]  使所有信的人得著這個義
[00:16:36.040 --> 00:16:38.840]  所以呢首先
[00:16:38.840 --> 00:16:40.280]  保羅說過律法的義
[00:16:40.280 --> 00:16:44.560]  這個是被當時的宗教領袖扭曲了
[00:16:44.560 --> 00:16:47.040]  是錯的
[00:16:47.040 --> 00:16:48.480]  如果我們想想一個人
[00:16:48.480 --> 00:16:51.120]  想著自己行義的時候
[00:16:51.120 --> 00:16:52.920]  你越來越體重自己
[00:16:52.920 --> 00:16:53.920]  人都是這樣的
[00:16:53.920 --> 00:16:55.720]  神造天地的時候
[00:16:55.720 --> 00:16:57.240]  神造亞當夏娃
[00:16:57.240 --> 00:16:59.160]  人就會擺開神的了
[00:16:59.160 --> 00:17:00.600]  這個世界是我的
[00:17:00.600 --> 00:17:02.360]  我任我享受
[00:17:02.360 --> 00:17:03.680]  到神說給我救恩
[00:17:03.680 --> 00:17:05.400]  或者一個藥的時候
[00:17:05.400 --> 00:17:07.800]  我用我的方式繼續
[00:17:07.800 --> 00:17:09.800]  我自己走出來
[00:17:09.800 --> 00:17:10.400]  我可以了
[00:17:10.400 --> 00:17:11.440]  我自己搞定
[00:17:11.440 --> 00:17:14.600]  又把神擺到很遠
[00:17:14.600 --> 00:17:15.800]  慢慢慢慢
[00:17:15.800 --> 00:17:16.520]  我就覺得
[00:17:16.520 --> 00:17:17.920]  啊我做啊
[00:17:17.920 --> 00:17:19.920]  我就體重自己了
[00:17:19.920 --> 00:17:20.840]  做得好的時候
[00:17:20.840 --> 00:17:22.240]  就漸漸自喜了
[00:17:22.240 --> 00:17:24.400]  然後就很自命清高
[00:17:24.400 --> 00:17:26.560]  越來越自然
[00:17:26.560 --> 00:17:28.320]  但是很可惜
[00:17:28.320 --> 00:17:30.960]  當一個人越這樣越驕傲的時候
[00:17:30.960 --> 00:17:32.600]  他就體重自己了
[00:17:32.600 --> 00:17:36.120]  反而是自己定了一些標準
[00:17:36.120 --> 00:17:37.440]  神的標準是這樣
[00:17:37.440 --> 00:17:40.120]  但是他以為自己做得到
[00:17:40.120 --> 00:17:41.720]  但是事實上是做不到的
[00:17:41.720 --> 00:17:44.080]  反而忘記了自己有很多黑暗面
[00:17:44.080 --> 00:17:46.400]  他承認自己不行的時候
