
[00:00:00.000 --> 00:00:01.600]  我們一起來讀一段經文
[00:05:28.020 --> 00:05:30.460]  我們得著的祝福是有
[00:05:30.460 --> 00:05:32.060]  看似也很富足
[00:05:32.060 --> 00:05:35.800]  可是卻充滿了憂慮
[00:05:35.800 --> 00:05:38.640]  這就是為什麼耶穌基督在登山保訓的時候
[00:05:38.640 --> 00:05:45.500]  他就兩次的提到神這條道路的關鍵
[00:05:45.500 --> 00:05:49.440]  還是要先求神的國和神的義
[00:05:49.440 --> 00:05:52.140]  我們先來看馬太福音六章33節
[00:05:52.140 --> 00:05:53.680]  我們寫來念來
[00:05:53.680 --> 00:05:56.880]  你們要先求祂的國和祂的義
[00:05:56.880 --> 00:06:00.380]  這些東西都要加給你們了
[00:06:00.380 --> 00:06:02.960]  哇 這邊祝福很好啊
[00:06:02.960 --> 00:06:04.660]  這些東西都要加給你們
[00:06:04.660 --> 00:06:06.020]  哇 我們就常用這個來宣告
[00:06:06.020 --> 00:06:08.260]  神啊 這些東西你都要加給我
[00:06:08.260 --> 00:06:13.360]  但前面有一個先決的條件吧
[00:06:13.360 --> 00:06:16.540]  你們要先求神的國和神的義
[00:06:16.540 --> 00:06:18.200]  因為神要賜給你的福氣
[00:06:18.200 --> 00:06:20.280]  是的 是豐富的
[00:06:20.280 --> 00:06:21.940]  但是若你要得到這個富足
[00:06:21.940 --> 00:06:25.620]  又不加上憂慮的福氣
[00:06:25.620 --> 00:06:31.380]  關鍵是你的目的是要先求神的國和神的義
[00:06:31.380 --> 00:06:33.420]  這也是為什麼耶穌基督在主導文
[00:06:33.420 --> 00:06:34.680]  怎麼樣教導我們禱告呢
[00:06:34.680 --> 00:06:36.320]  馬太福音六章9到10節
[00:06:36.320 --> 00:06:37.820]  這邊的新譯本這樣說
[00:06:37.820 --> 00:06:39.120]  所以你們要這樣祈禱
[00:06:39.120 --> 00:06:40.420]  我們在天上的父
[00:06:40.420 --> 00:06:44.100]  願你的名被尊為聖
[00:06:44.100 --> 00:06:46.260]  願你的國降臨
[00:06:46.260 --> 00:06:49.900]  願你的旨意行在地上
[00:06:49.900 --> 00:06:52.240]  如同在天上一樣
[00:06:52.240 --> 00:06:53.640]  弟兄姊妹 你平常生活當中
[00:06:53.640 --> 00:06:55.340]  你的禱告是什麼樣的禱告啊
[00:06:55.340 --> 00:06:56.840]  內容是充滿了什麼
[00:06:56.840 --> 00:07:00.380]  我 我 我 我
[00:07:00.380 --> 00:07:02.620]  可是這邊耶穌基督的教導怎麼樣
[00:07:02.620 --> 00:07:07.420]  哇 願你的國 你的名 你的旨意
[00:07:07.420 --> 00:07:10.180]  所以弟兄姊妹讓我們能夠看到說
[00:07:10.180 --> 00:07:13.220]  我們走神國的道路
[00:07:13.220 --> 00:07:15.400]  甚至我們要向神呼求祝福
[00:07:15.400 --> 00:07:17.900]  這個目的很重要
[00:07:17.900 --> 00:07:19.640]  當我們目的對了
[00:07:19.640 --> 00:07:21.860]  先求神的國和神的義
[00:07:21.860 --> 00:07:25.140]  這才能夠得到這個特別的祝福
[00:07:25.140 --> 00:07:27.780]  我們看到耶穌基督祂的榜樣
[00:07:27.780 --> 00:07:28.940]  耶穌基督的榜樣
[00:07:28.940 --> 00:07:31.440]  我們看到在佛所說的四章
[00:07:31.440 --> 00:07:34.180]  八節和十一到十三節
[00:07:34.180 --> 00:07:36.020]  這邊如果你講到提升與擴張
[00:07:36.020 --> 00:07:37.480]  這邊已經到頂了
[00:07:37.480 --> 00:07:39.080]  最偉大的提升
[00:07:39.080 --> 00:07:40.160]  我們看到八節說
[00:07:40.160 --> 00:07:43.180]  當耶穌基督升上高天的時候
[00:07:43.180 --> 00:07:45.220]  哇 這個提升已經是夠高了
[00:07:45.220 --> 00:07:46.320]  不能再更高了
[00:07:46.320 --> 00:07:49.100]  當耶穌基督被升上高天的時候
[00:07:49.100 --> 00:07:50.460]  祂做了什麼呢
[00:07:50.460 --> 00:07:53.600]  祂擄掠了仇敵 最大的得勝
[00:07:53.600 --> 00:07:55.040]  然後之後呢
[00:07:55.040 --> 00:07:57.100]  將各樣的恩賜賞給人
[00:07:57.100 --> 00:07:57.680]  我們一直
[00:07:57.680 --> 00:08:00.780]  我們直接跳到第十三節
[00:08:00.780 --> 00:08:02.780]  祂升上高天之後祂做的事情
[00:08:02.780 --> 00:08:05.020]  就是只等到我們眾人
[00:08:05.020 --> 00:08:06.640]  在這道上同歸於一
[00:08:06.640 --> 00:08:08.720]  認識神而得以長大的神人
[00:08:08.720 --> 00:08:12.020]  滿有基督長成的神量
[00:08:12.020 --> 00:08:12.520]  意思是說
[00:08:12.520 --> 00:08:15.580]  耶穌基督祂的提升 祂的擴張
[00:08:15.580 --> 00:08:21.100]  為的是神的國能夠得彰顯
[00:08:21.100 --> 00:08:23.500]  能夠眾人都能夠來認識神
[00:08:23.500 --> 00:08:25.800]  進入神的國度
[00:08:25.800 --> 00:08:27.360]  所以呢
[00:08:27.360 --> 00:08:28.960]  我們今天每一個人在這邊
[00:08:28.960 --> 00:08:30.840]  渴望提升與擴張
[00:08:30.840 --> 00:08:35.380]  你是否願意將你的這樣的一個desire
[00:08:35.380 --> 00:08:38.740]  獻給神 來讓神使用呢
[00:08:38.740 --> 00:08:40.820]  神啊 我將我現有的
[00:08:40.820 --> 00:08:42.720]  和我將來你所賜福的
[00:08:42.720 --> 00:08:46.320]  我都是要來為你所用
[00:08:46.320 --> 00:08:48.720]  並且在這樣一個基礎之上
[00:08:48.720 --> 00:08:50.520]  你繼續來禱告
[00:08:50.520 --> 00:08:52.260]  讓我們期待神
[00:08:52.260 --> 00:08:56.060]  要將這一切都要加給你
[00:08:56.060 --> 00:08:58.160]  這是很重要的關鍵
[00:08:58.160 --> 00:08:59.760]  不然更多的祝福
[00:08:59.760 --> 00:09:01.600]  更多的恩諜 更多的富足
[00:09:01.600 --> 00:09:05.900]  難道真的會帶給你更多的平安嗎
[00:09:05.900 --> 00:09:07.300]  其實有時候我們知道說
[00:09:07.300 --> 00:09:12.140]  你有了更多 你憂愁反而更多
[00:09:12.140 --> 00:09:14.680]  所以今天這其實不只是為了神好
[00:09:14.680 --> 00:09:16.580]  那我其實是讓我們
[00:09:16.580 --> 00:09:19.920]  同樣的這內心的一個空缺
[00:09:19.920 --> 00:09:23.720]  唯有當我們定親在神的國
[00:09:23.720 --> 00:09:26.460]  讓神來掌權的時候
[00:09:26.460 --> 00:09:29.400]  這條路就通了
[00:09:29.400 --> 00:09:31.840]  所以同樣的 舉個例子
[00:09:31.840 --> 00:09:32.800]  有些人問說
[00:09:32.800 --> 00:09:36.940]  請問教會要多大才算夠大
[00:09:36.940 --> 00:09:38.640]  提升與擴張
[00:09:38.640 --> 00:09:43.340]  那到底教會要多大才夠擴張 夠提升
[00:09:43.340 --> 00:09:45.240]  有些人問這個問題
[00:09:45.240 --> 00:09:47.240]  不知道他的動機是什麼
[00:09:47.240 --> 00:09:49.780]  教會要多大才夠大
[00:09:49.780 --> 00:09:53.220]  也常常在想 到底多大才夠大
[00:09:53.220 --> 00:09:56.160]  如果一個教會在乎的是
[00:09:56.160 --> 00:09:59.060]  我比隔壁的教會更大
[00:09:59.060 --> 00:10:01.620]  那這個就沒什麼意思了
[00:10:01.620 --> 00:10:03.260]  如果這個教會在乎的是
[00:10:03.260 --> 00:10:09.060]  我比這個教會更酷炫
[00:10:09.060 --> 00:10:11.900]  真的 那我今天也不會站在這裡了
[00:10:11.900 --> 00:10:13.500]  因為我並不是那麼的酷炫
[00:10:13.500 --> 00:10:17.300]  其實就不太行
[00:10:17.300 --> 00:10:19.300]  可是重點是什麼呢
[00:10:19.300 --> 00:10:22.980]  如果今天你看中的
[00:10:22.980 --> 00:10:26.280]  如果這個城市裡面
[00:10:26.280 --> 00:10:29.020]  還有人不認識神
[00:10:29.020 --> 00:10:31.280]  如果這個世界上還有一個國度
[00:10:31.280 --> 00:10:32.620]  還有一個地方
[00:10:32.620 --> 00:10:35.320]  是還沒有被福音所得著的
[00:10:35.320 --> 00:10:37.800]  那請問這個教會夠不夠大
[00:10:37.800 --> 00:10:39.360]  那就不夠大了
[00:10:39.360 --> 00:10:42.260]  其實這個觀念我是從
[00:10:42.260 --> 00:10:45.000]  蒙古的Pastor Babel牧師的口中
[00:10:45.000 --> 00:10:46.160]  我聽到的
[00:10:46.160 --> 00:10:50.500]  他說當年他被上帝所呼召
[00:10:50.500 --> 00:10:54.280]  說要來成為Ulam Batal的牧師
[00:10:54.280 --> 00:10:57.640]  那時候他就看到這整個城市
[00:10:57.640 --> 00:11:00.340]  他說神啊 我要建立一個教會
[00:11:00.340 --> 00:11:02.340]  然後他說如果Ulam Batal
[00:11:02.340 --> 00:11:04.560]  還有一個人不認識神
[00:11:04.560 --> 00:11:07.660]  這個教會就不夠大
[00:11:07.660 --> 00:11:09.360]  哇 我聽到他這樣的一個回答
[00:11:09.360 --> 00:11:10.900]  我非常感動
[00:11:10.900 --> 00:11:14.700]  我才知道原來教會
[00:11:14.700 --> 00:11:17.040]  如果你看中你自己
[00:11:17.040 --> 00:11:19.800]  一直看著你自己夠不夠
[00:11:19.800 --> 00:11:23.800]  那你反而是有很多的虛榮
[00:11:23.800 --> 00:11:26.640]  很多的血氣在裡面
[00:11:26.640 --> 00:11:27.740]  可是當你在先求
[00:11:27.740 --> 00:11:30.580]  真實的求神的國神的義的時候
[00:11:30.580 --> 00:11:33.280]  哇 那麼神要繼續來
[00:11:33.280 --> 00:11:35.480]  更多來使用這個教會
[00:11:35.480 --> 00:11:37.260]  其實小組也是一樣
[00:11:37.260 --> 00:11:38.780]  牧區也是一樣
[00:11:38.780 --> 00:11:41.860]  甚至家庭和婚姻也是一樣
[00:11:41.860 --> 00:11:43.360]  我知道我們當中有些家庭
[00:11:43.360 --> 00:11:45.660]  你的孩子現在正在申請大學
[00:11:45.660 --> 00:11:48.400]  正在等待這個放榜
[00:11:48.400 --> 00:11:50.660]  其實會不會緊張
[00:11:50.660 --> 00:11:52.260]  這肯定是會的
[00:11:52.260 --> 00:11:54.700]  有沒有期待 肯定會有
[00:11:54.700 --> 00:11:56.380]  但今天我想要在這邊鼓勵
[00:11:56.380 --> 00:11:59.180]  弟兄姊妹其實
[00:11:59.180 --> 00:12:01.580]  我們是希望孩子能夠上好的學校
[00:12:01.580 --> 00:12:02.920]  不是嗎
[00:12:02.920 --> 00:12:05.520]  可是你是否更渴望
[00:12:05.520 --> 00:12:06.880]  你的孩子能夠有一顆
[00:12:06.880 --> 00:12:11.760]  先求神的國和神的義的這樣一顆心呢
[00:12:11.760 --> 00:12:12.860]  如果他是有一顆
[00:12:12.860 --> 00:12:15.560]  先求神的國和神的義的心的話
[00:12:15.560 --> 00:12:18.500]  那真的是這一切神都要嫁給他
[00:12:18.500 --> 00:12:20.100]  而且不論他以後去哪裡
[00:12:20.100 --> 00:12:23.260]  神必定要大大的使用他
[00:12:23.260 --> 00:12:25.300]  畢竟有一顆追求神的國
[00:12:25.300 --> 00:12:27.200]  神的這樣一個生命
[00:12:27.200 --> 00:12:29.700]  他是一個熱情的人
[00:12:29.700 --> 00:12:32.200]  是能夠帶下祝福的人
[00:12:32.200 --> 00:12:34.740]  所以弟兄姊妹讓我們能夠成為一個
[00:12:34.740 --> 00:12:38.940]  願意先求神的國和神的心的人
[00:12:38.940 --> 00:12:41.180]  當我們在這樣子一個基礎上面的時候
[00:12:41.180 --> 00:12:42.820]  我們有這樣的目的的時候
[00:12:42.820 --> 00:12:47.760]  神要願意來讓我們經歷提升與擴張
[00:12:47.760 --> 00:12:51.260]  而第二 提升與擴張的基礎
[00:12:51.260 --> 00:12:53.760]  是捨己與順福
[00:12:53.760 --> 00:12:58.400]  我們一起說捨己與順福
[00:12:58.400 --> 00:13:01.300]  捨己代表放下自己的權利
[00:13:01.300 --> 00:13:05.640]  而順福就是跟隨神的帶領
[00:13:05.640 --> 00:13:08.680]  請問捨己和順福容不容易
[00:13:08.680 --> 00:13:10.040]  其實不容易的
[00:13:10.040 --> 00:13:13.680]  因為我們常常都希望有能夠主導權
[00:13:13.680 --> 00:13:16.960]  特別我還記得單身的時候
[00:13:16.960 --> 00:13:18.160]  常聽到有人說
[00:13:18.160 --> 00:13:24.300]  我很害怕將找對象的主權交給上帝
[00:13:24.300 --> 00:13:26.700]  因為總覺得上帝會
[00:13:26.700 --> 00:13:27.860]  把一個人放在我身邊
[00:13:27.860 --> 00:13:30.400]  是很難以接受的對象
[00:13:30.400 --> 00:13:39.780]  或很皺足 或是很醜 很恐怖這種的
[00:13:39.780 --> 00:13:42.980]  不知道為什麼大家會有這種恐懼感
[00:13:42.980 --> 00:13:44.680]  可是我在預備講的時候
[00:13:44.680 --> 00:13:45.520]  又想到一件事情
[00:13:45.520 --> 00:13:49.060]  就是有一次我跟我太太去跟其他朋友見面的時候
[00:13:49.060 --> 00:13:50.680]  她的朋友一看到我
[00:13:50.680 --> 00:13:53.660]  一見到我突然間驚聲失色
[00:13:53.660 --> 00:13:56.520]  她說 哇 文軒
[00:13:56.520 --> 00:14:06.000]  你嫁給James真的是真愛
[00:14:06.000 --> 00:14:08.440]  結果我太太說
[00:14:08.440 --> 00:14:12.040]  人是看外貌 上帝是看內心
[00:14:12.040 --> 00:14:15.640]  我想說 有那麼嚴重啊 拜託
[00:14:15.640 --> 00:14:19.140]  我覺得你應該也算賺到了吧
[00:14:19.140 --> 00:14:21.420]  其實開玩笑的
[00:14:21.420 --> 00:14:25.460]  我們會很怕好像捨己與順福
[00:14:25.460 --> 00:14:30.320]  但事實上神是樂意賜福給我們的
[00:14:30.320 --> 00:14:31.500]  我們必須要有這樣的信心
[00:14:31.500 --> 00:14:34.960]  神他的確是樂意賜福給我們的
[00:14:34.960 --> 00:14:38.360]  並且這個福是富足
[00:14:38.360 --> 00:14:40.640]  又不加上憂慮的
[00:14:40.640 --> 00:14:41.740]  我們需要有這樣的基礎
[00:14:41.740 --> 00:14:44.580]  我們才能夠真的是來捨己與順福
[00:14:44.580 --> 00:14:47.880]  為什麼這個基礎這麼重要呢
[00:14:47.880 --> 00:14:49.940]  其實我們說 哇 祝福很好啊
[00:14:49.940 --> 00:14:52.340]  可是如果爬得越高
[00:14:52.340 --> 00:14:54.340]  有時候容易怎麼樣
[00:14:54.340 --> 00:14:56.380]  摔得越慘嘛
[00:14:56.380 --> 00:14:58.720]  所以今天這個基礎是非常重要的
[00:14:58.720 --> 00:15:02.420]  第一 當我們願意來捨己與順福的時候
[00:15:02.420 --> 00:15:06.020]  我們才能夠真正的進入神的命定
[00:15:06.020 --> 00:15:09.000]  如果今天神的手中有一個對你的祝福
[00:15:09.000 --> 00:15:13.900]  可是你的手就是緊緊抓著你自己的計畫
[00:15:13.900 --> 00:15:15.140]  你所堅持的
[00:15:15.140 --> 00:15:17.840]  請問你可以得到神的祝福嗎
[00:15:17.840 --> 00:15:20.540]  沒辦法 就在旁邊啊
[00:15:20.540 --> 00:15:24.440]  可是你若不放手順福 你拿不到
[00:15:24.440 --> 00:15:29.620]  第二 捨己與順福才能夠有穩固的根基
[00:15:29.620 --> 00:15:33.320]  這個真言十八章十二節這邊說
[00:15:33.320 --> 00:15:36.220]  敗壞之先 人心驕傲
[00:15:36.220 --> 00:15:40.060]  尊榮以前 必有謙卑啊
[00:15:40.060 --> 00:15:41.460]  我們看到真的是說實在話
[00:15:41.460 --> 00:15:43.800]  有許多人多有才幹
[00:15:43.800 --> 00:15:47.200]  多麼有恩高 多麼有恩賜
[00:15:47.200 --> 00:15:49.640]  甚至品格各方面好像也都很好
[00:15:49.640 --> 00:15:52.000]  可是當他們爬得高的時候
[00:15:52.000 --> 00:15:54.980]  仇敵的攻擊是不會少的
[00:15:54.980 --> 00:15:58.380]  在那個時候 若你沒有一個
[00:15:58.380 --> 00:16:02.980]  謙卑 捨己
[00:16:02.980 --> 00:16:06.820]  聆聽尋求 順福的態度
[00:16:06.820 --> 00:16:12.160]  哇 隨時都很有可能會跌得鼻青臉腫
[00:16:12.160 --> 00:16:15.100]  所以弟兄姊妹這是一個很重要的態度
[00:16:15.100 --> 00:16:19.040]  我們才能夠經過水火仍然站立的住
[00:16:19.040 --> 00:16:22.240]  坦白說 身為牧師我多麼的期待
[00:16:22.240 --> 00:16:26.340]  我多麼的希望你們各個背神大大的使用
[00:16:26.340 --> 00:16:30.140]  各個背神放在極有影響力的位置
[00:16:30.140 --> 00:16:33.240]  但弟兄姊妹 我也很清楚
[00:16:33.240 --> 00:16:36.960]  如果你們沒有這樣一個穩固的基礎
[00:16:36.960 --> 00:16:41.760]  其實這真的是一個祝福嗎
[00:16:41.760 --> 00:16:44.960]  還是這會成為一個很大的危險
[00:16:44.960 --> 00:16:47.260]  所以弟兄姊妹我真是呼籲我們需要
[00:16:47.260 --> 00:16:50.160]  有這樣的基本 基礎
[00:16:50.160 --> 00:16:55.240]  要能夠學習捨己 學習順福
[00:16:55.240 --> 00:16:57.900]  這樣我們可以進入神的祝福
[00:16:57.900 --> 00:17:01.740]  並且這個福不加上憂慮
[00:17:01.740 --> 00:17:04.140]  真不容易 真不容易
[00:17:04.140 --> 00:17:05.580]  但是我們看見耶穌基督
[00:17:05.580 --> 00:17:10.880]  祂就是這樣的一個模範 一個榜樣
[00:17:10.880 --> 00:17:13.580]  祂就是如此的謙卑
[00:17:13.580 --> 00:17:19.460]  祂因此被神來升高到至高的寶座上面
[00:17:19.460 --> 00:17:22.060]  事實上在我生命當中有一個人
[00:17:22.060 --> 00:17:28.340]  他就是有這樣的一個捨己和順福的一個生命
[00:17:28.340 --> 00:17:32.080]  讓我得著了非常大的一個祝福
[00:17:32.080 --> 00:17:34.440]  這個人是我的父親
[00:17:34.440 --> 00:17:37.440]  在2000年初的時候
[00:17:37.440 --> 00:17:39.180]  那時候我們家四個孩子
[00:17:39.180 --> 00:17:41.340]  就是我和我的兄弟姊妹們
[00:17:41.340 --> 00:17:43.120]  我們都已經到了美國
[00:17:43.120 --> 00:17:46.620]  我那時候還在念書 有的也在工作
[00:17:46.620 --> 00:17:50.960]  那時候我的母親也從台灣的教職退休了
[00:17:50.960 --> 00:17:57.940]  在決定要怎麼樣來往前走
[00:17:57.940 --> 00:17:59.340]  我父親那個時候
[00:17:59.340 --> 00:18:01.900]  他有機會能夠到中國去發展
[00:18:01.900 --> 00:18:03.800]  他是土木工程師
[00:18:03.800 --> 00:18:06.640]  那2000年的時候
[00:18:06.640 --> 00:18:10.080]  在中國大陸有非常多的建設的機會
[00:18:10.080 --> 00:18:12.040]  他有很多的朋友 同行都邀請他
[00:18:12.040 --> 00:18:15.380]  來啊來啊 這邊機會很好 可以好好發展
[00:18:15.380 --> 00:18:18.720]  可是那時候我媽媽說了一句話
[00:18:18.720 --> 00:18:24.760]  說孩子都在美國 我想要去美國陪孩子
[00:18:24.760 --> 00:18:30.860]  其實我那時候沒有想太多我父母親的決定
[00:18:30.860 --> 00:18:33.340]  但我現在回想真不容易
[00:18:33.340 --> 00:18:35.740]  那時候我父親是這樣說的
[00:18:35.740 --> 00:18:37.640]  說我很想去陪孩子
[00:18:37.640 --> 00:18:43.440]  而聖經上說夫妻要在一起
[00:18:43.440 --> 00:18:48.580]  那我們就搬去美國吧
[00:18:48.580 --> 00:18:50.480]  那時候我覺得沒什麼
[00:18:50.480 --> 00:18:51.880]  現在回想
[00:18:51.880 --> 00:18:57.060]  哇 他真是一個捨己的決定
[00:18:57.060 --> 00:19:02.760]  一個順服聖經的一個抉擇
[00:19:02.760 --> 00:19:06.200]  那我必須要說
[00:19:06.200 --> 00:19:08.940]  因著他的決定
[00:19:08.940 --> 00:19:11.140]  我可以想像他其實失去了很多
[00:19:11.140 --> 00:19:14.980]  好像可以大大發揮的機會
[00:19:14.980 --> 00:19:16.840]  可是也是因為這樣
