
[00:00:00.000 --> 00:00:02.000]  我們今天所講的題目就是
[00:08:26.520 --> 00:08:29.720]  很奇怪
[00:08:29.720 --> 00:08:34.480]  其實這兩個神蹟
[00:08:34.480 --> 00:08:36.360]  有不同之處
[00:08:36.360 --> 00:08:38.960]  最有力的證據就是主耶穌
[00:08:38.960 --> 00:08:41.160]  在《馬達宗》第十六章
[00:08:41.160 --> 00:08:43.640]  我們說的十四章 十五章和十六章
[00:08:43.640 --> 00:08:45.440]  在十六章他親口說
[00:08:45.440 --> 00:08:51.240]  主耶穌說這兩個是不同的神蹟
[00:08:51.240 --> 00:08:59.760]  爲什麼主耶穌要做這兩個很相近很相似的神蹟呢
[00:08:59.760 --> 00:09:03.400]  即是說用很少的資源
[00:09:03.400 --> 00:09:05.360]  當祂是祝祭的時候
[00:09:05.360 --> 00:09:06.320]  撒開的時候
[00:09:06.320 --> 00:09:09.120]  祂就能夠餵飽幾千人
[00:09:09.120 --> 00:09:11.240]  很相似的
[00:09:11.240 --> 00:09:14.240]  其實在這裏
[00:09:14.240 --> 00:09:17.640]  馬太是想證明一件事
[00:09:17.640 --> 00:09:20.080]  就是說我們所信的這位主耶穌
[00:09:20.080 --> 00:09:24.040]  祂不僅是猶太人生命的糧
[00:09:24.040 --> 00:09:27.040]  祂還是這羣外邦人
[00:09:27.040 --> 00:09:32.720]  本來在救恩之外即是等於我們
[00:09:32.720 --> 00:09:36.800]  是我們的生命之糧
[00:09:36.800 --> 00:09:40.000]  也有一個主題就是
[00:09:40.000 --> 00:09:47.560]  主耶穌能夠滿足我們每一個人的需要
[00:09:47.560 --> 00:09:51.960]  這兩個故事同樣的去處理一個問題
[00:09:51.960 --> 00:09:53.840]  那個問題就是說
[00:09:53.840 --> 00:09:55.200]  手上的資源
[00:09:55.200 --> 00:10:02.640]  那羣門徒手上的資源是不足夠的
[00:10:02.640 --> 00:10:08.200]  他們周圍的需要比資源更加的大
[00:10:08.200 --> 00:10:10.600]  那怎麼辦呢
[00:10:10.600 --> 00:10:13.480]  我們來看看
[00:10:13.480 --> 00:10:14.920]  我們今天
[00:10:14.920 --> 00:10:18.200]  我們的題目就是我們擁有足夠
[00:10:18.200 --> 00:10:20.280]  我們擁有夠不夠呢
[00:10:20.280 --> 00:10:25.680]  這個也是現代人很常見的一個問題
[00:10:25.680 --> 00:10:29.000]  就是說我們總是覺得不足夠
[00:10:29.000 --> 00:10:31.800]  總是要多一點
[00:10:31.800 --> 00:10:38.280]  足夠這個觀念這個感覺是很主觀的
[00:10:38.280 --> 00:10:40.960]  或者對一些無家可歸的人
[00:10:40.960 --> 00:10:46.440]  足夠對於他們來說可能是有一個地方可以容身
[00:10:46.440 --> 00:10:47.280]  可以住的
[00:10:47.280 --> 00:10:48.320]  他已經很滿足
[00:10:48.320 --> 00:10:49.880]  他已經足夠
[00:10:49.880 --> 00:10:51.880]  但是我們生活在灣區裏面
[00:10:51.880 --> 00:10:54.080]  很多都是專業的人士
[00:10:54.080 --> 00:10:55.960]  對一些專業的人士來說
[00:10:55.960 --> 00:10:58.240]  可能是更高的薪水
[00:10:58.240 --> 00:11:02.400]  或者是更佳的更好的工作環境
[00:11:02.400 --> 00:11:05.000]  或者是更高的學歷
[00:11:05.000 --> 00:11:06.840]  或者更大的房子
[00:11:06.840 --> 00:11:09.960]  或者是更多的物業等等
[00:11:09.960 --> 00:11:14.480]  所以滿足是很主觀的
[00:11:14.480 --> 00:11:16.680]  大概一個禮拜之前
[00:11:16.680 --> 00:11:22.240]  我有機會和師母去到屋倫的一個shelter
[00:11:22.240 --> 00:11:28.880]  去serve那些無家可歸者
[00:11:28.880 --> 00:11:31.640]  下面就是廚房
[00:11:31.640 --> 00:11:33.160]  上面就是宿舍
[00:11:33.160 --> 00:11:35.240]  那些無家可歸的人
[00:11:35.240 --> 00:11:40.000]  可以在宿舍裏面住大概六個月的時間
[00:11:40.000 --> 00:11:42.200]  他們在下面的食堂喫
[00:11:42.200 --> 00:11:43.680]  全部都是免費的
[00:11:43.680 --> 00:11:45.400]  一天三餐
[00:11:45.400 --> 00:11:48.800]  最上層就是給那些婦女
[00:11:48.800 --> 00:11:52.360]  可能是家暴的原因
[00:11:52.360 --> 00:11:56.640]  他們單親
[00:11:56.640 --> 00:12:00.320]  和子女住在上面
[00:12:00.320 --> 00:12:04.040]  我們在房間裏
[00:12:04.040 --> 00:12:06.880]  首先我們分配好
[00:12:06.880 --> 00:12:10.760]  兩三個人serve一個table
[00:12:10.760 --> 00:12:13.680]  我們穿好T恤進去
[00:12:13.680 --> 00:12:15.200]  準備好了
[00:12:15.200 --> 00:12:18.760]  那天是專門做了些中國菜
[00:12:18.760 --> 00:12:21.120]  原來他們很喜歡喫中國菜
[00:12:21.120 --> 00:12:23.800]  春捲那些
[00:12:23.800 --> 00:12:25.600]  進去後我們已經分配好了
[00:12:25.600 --> 00:12:26.600]  我們很感謝神
[00:12:26.600 --> 00:12:32.760]  我們下面的英文小組
[00:12:32.760 --> 00:12:38.840]  有大半人上去做community service
[00:12:38.840 --> 00:12:43.200]  我們被派到不同的桌子裏
[00:12:43.200 --> 00:12:44.200]  去serve他們
[00:12:44.200 --> 00:12:46.720]  我們服侍他們之前
[00:12:46.720 --> 00:12:48.800]  我們首先說一句
[00:12:48.800 --> 00:12:50.600]  I am your waiter
[00:12:50.600 --> 00:12:53.200]  I am your waitress today
[00:12:53.200 --> 00:12:55.280]  and I am serving you today
[00:12:55.280 --> 00:12:57.880]  我今天是你的侍應
[00:12:57.880 --> 00:13:02.360]  今天我們是來服侍你的
[00:13:02.360 --> 00:13:06.880]  他們一聽到這就覺得很出奇
[00:13:06.880 --> 00:13:09.080]  他們也感覺很好
[00:13:09.080 --> 00:13:12.040]  有人serve我們
[00:13:12.040 --> 00:13:14.040]  有人服侍我們
[00:13:14.040 --> 00:13:19.520]  我有機會和幾個人聊天
[00:13:19.520 --> 00:13:21.400]  跟着和他們做個祈禱
[00:13:21.400 --> 00:13:25.040]  我印象深刻的是有一個單親的媽媽
[00:13:25.040 --> 00:13:29.080]  很年輕的非洲裔的媽媽
[00:13:29.080 --> 00:13:32.280]  她已經有三個小朋友
[00:13:32.280 --> 00:13:37.640]  在BB車裏推的那個大概一歲多
[00:13:37.640 --> 00:13:40.520]  我說你介不介意我和你做個祝福土
[00:13:40.520 --> 00:13:42.080]  她說不介意
[00:13:42.080 --> 00:13:45.240]  我就問她你有沒有什麼需要
[00:13:45.240 --> 00:13:47.920]  我可以在土告那裏紀念你呢
[00:13:47.920 --> 00:13:49.320]  她說有
[00:13:49.320 --> 00:13:53.640]  她說我希望能夠有一個自己的apartment
[00:13:53.640 --> 00:13:55.560]  我就很滿足了
[00:13:55.560 --> 00:13:59.840]  我就爲她這件事來祈禱
[00:13:59.840 --> 00:14:05.400]  對一個單親的homeless的媽媽
[00:14:05.400 --> 00:14:07.600]  可能她很滿足的一件事就是
[00:14:07.600 --> 00:14:11.280]  我有我自己的apartment
[00:14:11.280 --> 00:14:14.400]  無論我們手上擁有什麼都好
[00:14:14.400 --> 00:14:16.160]  我們總是有一個心願
[00:14:16.160 --> 00:14:19.080]  那個心願就是能夠將我們手上所擁有的
[00:14:19.080 --> 00:14:21.880]  無論是足夠不足夠也好
[00:14:21.880 --> 00:14:24.200]  或者很少或者很微量也好
[00:14:24.200 --> 00:14:27.400]  我們都希望我們把手上所有的
[00:14:27.400 --> 00:14:29.040]  能夠增值
[00:14:29.040 --> 00:14:31.640]  能夠增加一些
[00:14:31.640 --> 00:14:34.880]  這是很自然的一件事
[00:14:34.880 --> 00:14:37.360]  所以今天我們就看看
[00:14:37.360 --> 00:14:39.760]  這個故事裏面
[00:14:39.760 --> 00:14:42.480]  主耶穌教導我們些什麼呢
[00:14:42.480 --> 00:14:44.760]  其實主耶穌問了兩個問題
[00:14:44.760 --> 00:14:48.120]  我就圍繞着這兩個問題
[00:14:48.120 --> 00:14:50.440]  來和你們分享一下
[00:14:50.440 --> 00:14:52.560]  第一個問題很直接
[00:14:52.560 --> 00:14:56.080]  主耶穌在這裏問過什麼問題呢
[00:14:56.080 --> 00:14:57.760]  我們看看
[00:14:57.760 --> 00:15:02.120]  你們有多少餅
[00:15:02.120 --> 00:15:04.280]  這是耶穌給我們第一個問題
[00:15:04.280 --> 00:15:08.840]  我們看看馬達福音第15章32-34怎麼說
[00:15:08.840 --> 00:15:11.040]  耶穌叫門徒來說
[00:15:11.040 --> 00:15:12.800]  我憐憫這衆人
[00:15:12.800 --> 00:15:16.000]  因爲他們和我在這裏已經有三天了
[00:15:16.000 --> 00:15:17.880]  也沒有喫的了
[00:15:17.880 --> 00:15:20.160]  我不願意叫他們餓着回去
[00:15:20.160 --> 00:15:22.720]  恐怕在路上會睏乏
[00:15:22.720 --> 00:15:23.560]  門徒說
[00:15:23.560 --> 00:15:25.720]  我們在這野地
[00:15:25.720 --> 00:15:28.360]  哪裏有那麼多的餅
[00:15:28.360 --> 00:15:30.960]  叫這許多人喫飽呢
[00:15:30.960 --> 00:15:31.880]  耶穌說
[00:15:31.880 --> 00:15:34.360]  你們有多少餅
[00:15:34.360 --> 00:15:35.200]  他們就說了
[00:15:35.200 --> 00:15:36.520]  有七個
[00:15:36.520 --> 00:15:40.680]  還有幾條小魚
[00:15:40.680 --> 00:15:43.600]  在這個故事發生之前
[00:15:43.600 --> 00:15:50.880]  其實耶穌和一個加拿大的女子有一個相遇
[00:15:50.880 --> 00:15:54.240]  這個加拿大女子就是外邦的女子
[00:15:54.240 --> 00:15:55.680]  是一個媽媽
[00:15:55.680 --> 00:15:57.720]  她來到耶穌基督那裏
[00:15:57.720 --> 00:15:59.000]  尋求幫助
[00:15:59.000 --> 00:16:00.920]  耶穌說你要幫我忙
[00:16:00.920 --> 00:16:02.000]  你要幫我女兒忙
[00:16:02.000 --> 00:16:04.240]  我女兒被鬼附
[00:16:04.240 --> 00:16:07.040]  她需要你的幫助
[00:16:07.040 --> 00:16:11.320]  耶穌因爲要試驗她的信心
[00:16:11.320 --> 00:16:13.480]  首先耶穌不太理睬她
[00:16:13.480 --> 00:16:17.240]  接着就說你們是外邦人
[00:16:17.240 --> 00:16:22.520]  我是被召到神的選民那裏
[00:16:22.520 --> 00:16:25.000]  傳遞救恩的信息
[00:16:25.000 --> 00:16:28.360]  但這個婦人永不言棄
[00:16:28.360 --> 00:16:29.800]  她不放棄
[00:16:29.800 --> 00:16:31.760]  她跟着和主耶穌說
[00:16:31.760 --> 00:16:39.880]  就算是狗也可以喫主人從桌子上掉下來的麪包碎
[00:16:39.880 --> 00:16:42.000]  就因爲她這種信心
[00:16:42.000 --> 00:16:45.720]  主耶穌就跟她說你回去吧
[00:16:45.720 --> 00:16:48.000]  你的女兒已經好了
[00:16:48.000 --> 00:16:50.400]  爲什麼馬太會說這件事呢
[00:16:50.400 --> 00:16:53.560]  其實是有意思的
[00:16:53.560 --> 00:16:58.480]  首先在個人領域證明
[00:16:58.480 --> 00:17:06.920]  這個耶穌是外邦人的救主
[00:17:06.920 --> 00:17:12.680]  能夠滿足一個媽媽的需要
[00:17:12.680 --> 00:17:14.800]  接着馬太又寫了
[00:17:14.800 --> 00:17:19.120]  寫了七餅 幾條魚這件事
[00:17:19.120 --> 00:17:24.600]  對象仍然是這羣外邦人
[00:17:24.600 --> 00:17:29.040]  想表達一個信息就是這位耶穌
[00:17:29.040 --> 00:17:33.000]  是全世界人類的救主
[00:17:33.000 --> 00:17:37.000]  他能夠供應無論是個人也好
[00:17:37.000 --> 00:17:39.120]  無論是一大羣人也好
[00:17:39.120 --> 00:17:44.120]  能夠供應所有人的需要
[00:17:44.120 --> 00:17:47.120]  看來門徒很善忘
[00:17:47.120 --> 00:17:52.440]  在《馬頭香》第十四章我們講到五餅二魚
[00:17:52.440 --> 00:17:54.640]  這些門徒也學了一個功課
[00:17:54.640 --> 00:17:56.920]  記不記得五餅二魚的時候
[00:17:56.920 --> 00:17:59.680]  相隔的時間大概是幾個月
[00:17:59.680 --> 00:18:02.200]  不是很久的
[00:18:02.200 --> 00:18:08.640]  幾個月之前耶穌行了神蹟 五餅二魚
[00:18:08.640 --> 00:18:13.920]  耶穌說這麼多人在這裏
[00:18:13.920 --> 00:18:17.840]  叫那些門徒負責給他們喫東西
[00:18:17.840 --> 00:18:22.520]  那些門徒見到一個小朋友
[00:18:22.520 --> 00:18:23.920]  有五個餅 兩條魚
[00:18:23.920 --> 00:18:25.360]  本來是小朋友的午餐
[00:18:25.360 --> 00:18:27.280]  他喫了
[00:18:27.280 --> 00:18:29.240]  真的 正經地說
[00:18:29.240 --> 00:18:32.280]  喫了小朋友的午餐
[00:18:32.280 --> 00:18:34.080]  耶穌有五個餅 兩個魚
[00:18:34.080 --> 00:18:36.480]  你看看怎麼辦
[00:18:36.480 --> 00:18:40.080]  耶穌就表達了祈求
[00:18:40.080 --> 00:18:42.320]  用了五個餅 兩條魚
[00:18:42.320 --> 00:18:43.640]  花了五千人喫飽
[00:18:43.640 --> 00:18:46.440]  好了 過了幾個月之後
[00:18:46.440 --> 00:18:49.640]  同樣的情況 又是一大羣人在這裏
[00:18:49.640 --> 00:18:51.000]  這次他們醒目了
[00:18:51.000 --> 00:18:54.720]  他們不會拿小朋友的餅和魚
[00:18:54.720 --> 00:18:55.640]  耶穌問他們
[00:18:55.640 --> 00:18:56.840]  你有多少個餅
[00:18:56.840 --> 00:18:57.760]  門徒醒目了
[00:18:57.760 --> 00:18:59.440]  我們有七個
[00:18:59.440 --> 00:19:00.960]  還有幾條魚
[00:19:00.960 --> 00:19:02.920]  OK 這次都醒目了
[00:19:02.920 --> 00:19:06.480]  但是他們仍然學不到功課
[00:19:06.480 --> 00:19:08.240]  仍然看到的是
[00:19:08.240 --> 00:19:11.480]  那個環境是不足夠
[00:19:11.480 --> 00:19:13.800]  是不可能的
[00:19:13.800 --> 00:19:16.320]  五餅二魚也好 七個餅
[00:19:16.320 --> 00:19:17.520]  幾條魚也好
[00:19:17.520 --> 00:19:19.520]  答案是很相近的
[00:19:19.520 --> 00:19:21.600]  主耶穌是問這羣門徒
[00:19:21.600 --> 00:19:22.960]  答案都很相近
[00:19:22.960 --> 00:19:24.400]  那些門徒就說
[00:19:24.400 --> 00:19:25.240]  主耶穌說
[00:19:25.240 --> 00:19:27.320]  我們在野地裏
[00:19:27.320 --> 00:19:28.760]  他們所着眼點
[00:19:28.760 --> 00:19:33.680]  就是看到很困難的環境
[00:19:33.680 --> 00:19:37.480]  他們着眼點是看到不足夠的資源
[00:19:37.480 --> 00:19:38.920]  那些門徒說
[00:19:38.920 --> 00:19:40.840]  哪裏有這麼多個餅
[00:19:40.840 --> 00:19:41.800]  是不是
[00:19:41.800 --> 00:19:42.840]  還有
[00:19:42.840 --> 00:19:44.760]  他們看到的就是那個問題
[00:19:44.760 --> 00:19:48.360]  要處理的問題真的大到不得了
[00:19:48.360 --> 00:19:51.840]  怎麼可以讓這麼多人喫飽呢
[00:19:51.840 --> 00:19:54.320]  那個需要是非常之巨大
[00:19:54.320 --> 00:19:55.960]  而我們手上的資源
[00:19:55.960 --> 00:19:57.040]  七個餅
[00:19:57.040 --> 00:19:58.240]  幾條魚而已
[00:19:58.240 --> 00:20:00.360]  怎麼辦呢
[00:20:00.360 --> 00:20:04.600]  門徒所看到的就是不足之處
[00:20:04.600 --> 00:20:06.000]  門徒所看到的
[00:20:06.000 --> 00:20:09.480]  就是這個不可能
[00:20:09.480 --> 00:20:13.120]  門徒所看到的就是他們的雙手
[00:20:13.120 --> 00:20:18.880]  大家看看自己的雙手好嗎
[00:20:18.880 --> 00:20:20.800]  頂曬籠
[00:20:20.800 --> 00:20:22.960]  你拿到多少塊餅
[00:20:22.960 --> 00:20:25.000]  兩個手
[00:20:25.000 --> 00:20:26.920]  十個餅來
[00:20:26.920 --> 00:20:28.080]  你扔高它
[00:20:28.080 --> 00:20:29.680]  二十個餅來
[00:20:29.680 --> 00:20:31.920]  給你也拿到三十個餅好了
[00:20:31.920 --> 00:20:32.880]  OK
[00:20:32.880 --> 00:20:37.480]  你能夠餵飽多少人呢
[00:20:37.480 --> 00:20:39.120]  頂曬籠
[00:20:39.120 --> 00:20:40.120]  三十個人
[00:20:40.120 --> 00:20:42.840]  每人一塊
[00:20:42.840 --> 00:20:44.880]  資源不夠
[00:20:44.880 --> 00:20:47.840]  能力不夠
[00:20:47.840 --> 00:20:49.800]  影響力也非常有限
[00:20:49.800 --> 00:20:53.240]  你能夠餵飽多少人
[00:20:53.240 --> 00:20:54.520]  十個二十個
[00:20:54.520 --> 00:20:58.240]  頂曬籠五十個
[00:20:58.240 --> 00:21:01.240]  門徒所看到的就是他們的雙手
[00:21:01.240 --> 00:21:04.640]  但主耶穌所看到的
[00:21:04.640 --> 00:21:06.160]  就是那羣人的需要
[00:21:06.160 --> 00:21:08.400]  主耶穌怎麼說呢
[00:21:08.400 --> 00:21:13.720]  祂說我憐憫這些衆人
[00:21:13.720 --> 00:21:16.480]  其實不要經常以爲
[00:21:16.480 --> 00:21:17.280]  基督徒也好
[00:21:17.280 --> 00:21:19.680]  基督教也好
[00:21:19.680 --> 00:21:24.680]  只是去集中在屬靈上面
[00:21:24.680 --> 00:21:27.520]  屬靈上面的需要是很重要的
[00:21:27.520 --> 00:21:29.560]  但是當一個人
[00:21:29.560 --> 00:21:34.080]  他有很基本的需要就是去討餓
[00:21:34.080 --> 00:21:35.480]  是不是
[00:21:35.480 --> 00:21:36.240]  怎麼辦呢
[00:21:36.240 --> 00:21:39.120]  你不能叫他們平平安安地回去
[00:21:39.120 --> 00:21:42.120]  願神祝福你
[00:21:42.120 --> 00:21:44.120]  是不行的
[00:21:44.120 --> 00:21:45.360]  所以主耶穌在這裏
[00:21:45.360 --> 00:21:47.800]  祂有個憐憫的心
[00:21:47.800 --> 00:21:49.720]  徹底限度
[00:21:49.720 --> 00:21:54.320]  我們一定要供應這羣人的需要
[00:21:54.320 --> 00:21:55.880]  因爲這羣羣衆
[00:21:55.880 --> 00:21:57.520]  在剛纔的經文裏
