
[00:00:00.000 --> 00:00:04.000]  星期五早晨,很高興能再次在崇拜的時間
[00:01:58.500 --> 00:02:01.500]  這種管理心態
[00:02:01.500 --> 00:02:06.500]  其實在近這幾年間是非常之普遍
[00:02:06.500 --> 00:02:10.500]  而也引發了很多新一代的年輕人
[00:02:10.500 --> 00:02:13.500]  他們在他們的人生裡
[00:02:13.500 --> 00:02:15.500]  久而久之很習慣用這種
[00:02:15.500 --> 00:02:19.500]  一不行就把它推倒,從頭再做
[00:02:19.500 --> 00:02:21.500]  這種做法
[00:02:21.500 --> 00:02:26.500]  最明顯的例子其實都不只是這幾年有的
[00:02:26.500 --> 00:02:29.500]  就是我其實很久以前都留意到的
[00:02:29.500 --> 00:02:31.500]  當譬如我們用電腦
[00:02:31.500 --> 00:02:34.500]  今天電腦很常使用
[00:02:34.500 --> 00:02:41.500]  特別我們在經常從家裡去工作的環境裡
[00:02:41.500 --> 00:02:46.500]  某某情況當我們見到電腦有什麼問題的時候
[00:02:46.500 --> 00:02:50.500]  最簡單、最快速的處理方法
[00:02:50.500 --> 00:02:53.500]  莫過於就是按這三個按鈕
[00:02:53.500 --> 00:02:56.500]  Ctrl、Alternate、Delete
[00:02:56.500 --> 00:02:58.500]  三個按鈕一起按
[00:02:58.500 --> 00:03:00.500]  將電腦重新啟動一次
[00:03:00.500 --> 00:03:03.500]  希望這些問題可以得到解決
[00:03:03.500 --> 00:03:07.500]  如果連這個問題都解決不了的話
[00:03:07.500 --> 00:03:10.500]  這個方法都解決不了你的問題的時候
[00:03:10.500 --> 00:03:13.500]  更加辣手的做法
[00:03:13.500 --> 00:03:15.500]  通常就是剷機
[00:03:15.500 --> 00:03:17.500]  Reformat hard drive
[00:03:17.500 --> 00:03:20.500]  將硬盤全部洗乾淨
[00:03:20.500 --> 00:03:22.500]  從頭裝過
[00:03:22.500 --> 00:03:24.500]  當沒事發生過一樣
[00:03:24.500 --> 00:03:27.500]  將它全部清乾淨
[00:03:27.500 --> 00:03:31.500]  在今時今日的世界裡
[00:03:31.500 --> 00:03:34.500]  當遇見一些這樣的問題的時候
[00:03:34.500 --> 00:03:40.500]  我們少見人真的會很仔細去拆解
[00:03:40.500 --> 00:03:44.500]  那個問題本身的精結在哪裡
[00:03:44.500 --> 00:03:46.500]  然後找到那個問題的精結之後
[00:03:46.500 --> 00:03:51.500]  然後將那個問題嘗試用一些方法去處理
[00:03:51.500 --> 00:03:52.500]  就完成了
[00:03:52.500 --> 00:03:55.500]  為什麼今天的人不喜歡這樣的做法呢?
[00:03:55.500 --> 00:03:59.500]  因為這樣的做法是很花時間
[00:03:59.500 --> 00:04:01.500]  很花力量
[00:04:01.500 --> 00:04:04.500]  很花精神去處理
[00:04:04.500 --> 00:04:06.500]  可能在過程當中
[00:04:06.500 --> 00:04:08.500]  你找不到又會很煩躁
[00:04:08.500 --> 00:04:10.500]  當你找到的時候又頭痛
[00:04:10.500 --> 00:04:12.500]  怎樣去處理這個問題
[00:04:12.500 --> 00:04:15.500]  今天的世界再不是說
[00:04:15.500 --> 00:04:18.500]  真的去嘗試找出問題的精結
[00:04:18.500 --> 00:04:21.500]  然後去嘗試將問題去解決
[00:04:21.500 --> 00:04:24.500]  另一個更加常見的情況
[00:04:24.500 --> 00:04:26.500]  我們今天見到的就是
[00:04:26.500 --> 00:04:29.500]  譬如有個人有層樓
[00:04:29.500 --> 00:04:32.500]  他想拿去市場賣了它
[00:04:32.500 --> 00:04:34.500]  然後譬如downsizing
[00:04:34.500 --> 00:04:36.500]  或者怎樣都好
[00:04:36.500 --> 00:04:39.500]  在那個時候他見到層樓舊舊的
[00:04:39.500 --> 00:04:42.500]  見到舊了可能沒有人買了
[00:04:42.500 --> 00:04:44.500]  或者這些東西可能沒有人喜歡了
[00:04:44.500 --> 00:04:45.500]  接著怎樣?
[00:04:45.500 --> 00:04:46.500]  一不做二不休
[00:04:46.500 --> 00:04:48.500]  就將它全部拆光了
[00:04:48.500 --> 00:04:50.500]  然後又頭整個了
[00:04:50.500 --> 00:04:54.500]  希望藉此可以賣個好一點的價錢
[00:04:54.500 --> 00:04:57.500]  這種思維
[00:04:57.500 --> 00:05:01.500]  其實在無形間已經開始滲透
[00:05:01.500 --> 00:05:04.500]  在我們今天的人的心裡面
[00:05:04.500 --> 00:05:06.500]  譬如我們剛才用那個例子
[00:05:06.500 --> 00:05:08.500]  建樓拆了它
[00:05:08.500 --> 00:05:11.500]  現在的人只是看表面
[00:05:11.500 --> 00:05:13.500]  你看看今天今時今日
[00:05:13.500 --> 00:05:14.500]  很多樓宇建出來
[00:05:14.500 --> 00:05:17.500]  表面上真的很美輪美奐
[00:05:17.500 --> 00:05:18.500]  但是其實你看回
[00:05:18.500 --> 00:05:22.500]  它每一次拆完再去整的時候
[00:05:22.500 --> 00:05:26.500]  它的用料材料一次比一次更加差
[00:05:26.500 --> 00:05:28.500]  一次比一次更化學
[00:05:28.500 --> 00:05:31.500]  為什麼這個世界是這樣走下去呢?
[00:05:31.500 --> 00:05:34.500]  因為這個世界現在流行的就是
[00:05:34.500 --> 00:05:37.500]  最重要表面風光
[00:05:37.500 --> 00:05:38.500]  另外一樣東西就是
[00:05:38.500 --> 00:05:42.500]  不要浪費那麼多時間去處理問題
[00:05:42.500 --> 00:05:45.500]  最好就是將問題完全拋諸腦後
[00:05:45.500 --> 00:05:48.500]  然後重新開始一些東西
[00:05:48.500 --> 00:05:52.500]  希望盡快去賺取一些新的資金
[00:05:52.500 --> 00:05:54.500]  或者新的財源
[00:05:54.500 --> 00:05:57.500]  這種思維久而久之
[00:05:57.500 --> 00:06:00.500]  我就發現到在近這一兩年間
[00:06:00.500 --> 00:06:02.500]  就很普遍
[00:06:02.500 --> 00:06:07.500]  我發覺原來現在因為經濟不好的情況
[00:06:07.500 --> 00:06:09.500]  但是人已經過去這麼多年
[00:06:09.500 --> 00:06:11.500]  習慣了不斷花錢
[00:06:11.500 --> 00:06:14.500]  就是花大了、花慣了
[00:06:14.500 --> 00:06:16.500]  於是怎麼樣呢?
[00:06:16.500 --> 00:06:18.500]  當在疫情的時候
[00:06:18.500 --> 00:06:20.500]  它的性格是沒有改變過
[00:06:20.500 --> 00:06:24.500]  仍然是大量的花錢、花費
[00:06:24.500 --> 00:06:25.500]  結果怎麼樣呢?
[00:06:25.500 --> 00:06:28.500]  花大了、花多了
[00:06:28.500 --> 00:06:31.500]  信用卡的信用額都爆了
[00:06:31.500 --> 00:06:33.500]  銀行又沒有錢了
[00:06:33.500 --> 00:06:34.500]  工作又沒有了
[00:06:34.500 --> 00:06:36.500]  在這樣的情況之下
[00:06:36.500 --> 00:06:37.500]  它唯有怎麼樣呢?
[00:06:37.500 --> 00:06:41.500]  它沒有想過去做債務重組
[00:06:41.500 --> 00:06:44.500]  它不去面對它的問題
[00:06:44.500 --> 00:06:45.500]  一不做二不休
[00:06:45.500 --> 00:06:47.500]  那些人通常第一件事就是
[00:06:47.500 --> 00:06:50.500]  它就登記破產
[00:06:50.500 --> 00:06:51.500]  報銷那個bankruptcy
[00:06:51.500 --> 00:06:52.500]  那接著怎麼樣呢?
[00:06:52.500 --> 00:06:54.500]  希望所有的人
[00:06:54.500 --> 00:06:57.500]  我以前欠你錢完全不用還
[00:06:57.500 --> 00:06:58.500]  亭姐妹
[00:06:58.500 --> 00:07:03.500]  你和我會不會在這樣的大圍氣氛之下
[00:07:03.500 --> 00:07:07.500]  不經不覺地就被影響了呢?
[00:07:07.500 --> 00:07:09.500]  當我們今天去看回
[00:07:09.500 --> 00:07:13.500]  這個世界做事的情況的時候
[00:07:13.500 --> 00:07:16.500]  我們要看回我們上帝怎麼做事呢?
[00:07:16.500 --> 00:07:18.500]  特別我們作為一個神的子民
[00:07:18.500 --> 00:07:20.500]  上帝做事是怎麼樣呢?
[00:07:20.500 --> 00:07:24.500]  其實從聖經裏面我們發現到
[00:07:24.500 --> 00:07:26.500]  我們的上帝做事情
[00:07:26.500 --> 00:07:30.500]  不會是每件事將它推倒重來
[00:07:30.500 --> 00:07:32.500]  一不對就毀滅了它
[00:07:32.500 --> 00:07:34.500]  然後從頭做過
[00:07:34.500 --> 00:07:37.500]  即是說上帝做人之後
[00:07:37.500 --> 00:07:39.500]  人犯了罪也好
[00:07:39.500 --> 00:07:41.500]  上帝在整個過程當中
[00:07:41.500 --> 00:07:45.500]  其實仍然沒有將所有的東西完全推倒
[00:07:45.500 --> 00:07:46.500]  你們有沒有留意
[00:07:46.500 --> 00:07:52.500]  如果上帝說用大洪水去滅這個世界的時候
[00:07:52.500 --> 00:07:55.500]  在這個羅亞方舟上面
[00:07:55.500 --> 00:07:58.500]  和羅亞一起在這個方舟上面的人
[00:07:58.500 --> 00:08:02.500]  其實他們裏面仍然是爛到不堪的
[00:08:02.500 --> 00:08:06.500]  上帝其實一直用很多的過程
[00:08:06.500 --> 00:08:08.500]  無論是大動作也好
[00:08:08.500 --> 00:08:09.500]  小動作也好
[00:08:09.500 --> 00:08:13.500]  都希望從不同的角度去幫助人
[00:08:13.500 --> 00:08:15.500]  從一個已經成為一個
[00:08:15.500 --> 00:08:18.500]  真是有問題爛的攤子
[00:08:18.500 --> 00:08:20.500]  然後從當中去嘗試
[00:08:20.500 --> 00:08:24.500]  將它重新去收回原本上帝
[00:08:24.500 --> 00:08:26.500]  創造這個世界的時候
[00:08:26.500 --> 00:08:28.500]  人應有的樣式
[00:08:28.500 --> 00:08:33.500]  希望重新恢復這個整個創造原本神
[00:08:33.500 --> 00:08:35.500]  那個原意是怎麼樣
[00:08:35.500 --> 00:08:38.500]  今天我們就嘗試去看一下
[00:08:38.500 --> 00:08:45.500]  藉著《約爾書》的第二章從第十二節到第十四節裏面
[00:08:45.500 --> 00:08:47.500]  讓我們去認識一下
[00:08:47.500 --> 00:08:51.500]  我們的上帝是怎麼運作的
[00:08:51.500 --> 00:08:58.500]  怎麼在特別關顧到我們屬靈的拯救這件工作上面
[00:08:58.500 --> 00:09:01.500]  上帝沒有用到好像今天我們的世人
[00:09:01.500 --> 00:09:03.500]  推倒了所有一切
[00:09:03.500 --> 00:09:06.500]  不理會原本自己做出來的錯誤
[00:09:06.500 --> 00:09:09.500]  以為那些問題就不再出現
[00:09:09.500 --> 00:09:11.500]  相反我們的上帝是怎麼做的
[00:09:11.500 --> 00:09:14.500]  祂在這個這麼爛的攤子裏面
[00:09:14.500 --> 00:09:16.500]  原來祂的拯救
[00:09:16.500 --> 00:09:19.500]  仍然沒有放棄原本在這個爛攤子裏面
[00:09:19.500 --> 00:09:21.500]  有的屬祂的子民
[00:09:21.500 --> 00:09:23.500]  怎麼將他們挽回回來
[00:09:23.500 --> 00:09:26.500]  這個就是今天我們一起去看《約爾書》
[00:09:26.500 --> 00:09:29.500]  這一段經文的主要的目的
[00:09:29.500 --> 00:09:31.500]  好了,不如這樣吧
[00:09:31.500 --> 00:09:32.500]  在開始之先
[00:09:32.500 --> 00:09:37.500]  我們也再次先讀一下這段經文去了解一下
[00:09:37.500 --> 00:09:39.500]  今天所看的經文總共有三節
[00:09:39.500 --> 00:09:44.500]  我也會透過三個部分和大家一起去思想
[00:09:44.500 --> 00:09:46.500]  看看上帝做的是什麼
[00:09:46.500 --> 00:09:48.500]  大家請一起打開聖經
[00:09:48.500 --> 00:09:52.500]  我們會一起先讀和合本的版本
[00:09:52.500 --> 00:09:55.500]  然後我會為大家讀一次英語的版本
[00:09:55.500 --> 00:09:57.500]  因為英語的版本裏面
[00:09:57.500 --> 00:10:01.500]  有很多地方其實和合本是譯不準確的
[00:10:01.500 --> 00:10:05.500]  我們可以作為一些參考
[00:10:05.500 --> 00:10:08.500]  好了,第一節我們找到之後我們一起讀
[00:10:08.500 --> 00:10:13.500]  《約爾書》第二章第十二節至十四節
[00:10:13.500 --> 00:10:17.500]  耶和華說:雖然如此
[00:10:17.500 --> 00:10:19.500]  你們應當禁食
[00:10:19.500 --> 00:10:22.500]  哭泣悲哀
[00:10:22.500 --> 00:10:24.500]  一心歸向我
[00:10:24.500 --> 00:10:27.500]  你們要撕裂心腸
[00:10:27.500 --> 00:10:29.500]  不撕裂衣服
[00:10:29.500 --> 00:10:33.500]  歸向耶和華你們的上帝
[00:10:33.500 --> 00:10:36.500]  因為祂有恩典有憐憫
[00:10:36.500 --> 00:10:40.500]  不輕易發怒有豐盛的慈愛
[00:10:40.500 --> 00:10:44.500]  並且後悔不過所說的災
[00:10:44.500 --> 00:10:49.500]  或者祂轉以後悔留下餘福
[00:10:49.500 --> 00:10:55.500]  就是留下獻給耶和華你們上帝的掃祭和奠祭
[00:10:55.500 --> 00:10:58.500]  也未可知
[00:10:58.500 --> 00:11:00.500]  新的英文翻譯
[00:11:00.500 --> 00:11:02.500]  即使如今
[00:11:02.500 --> 00:11:04.500]  上帝說
[00:11:04.500 --> 00:11:06.500]  歸向我一心歸向我
[00:11:06.500 --> 00:11:08.500]  撕裂心腸
[00:11:08.500 --> 00:11:11.500]  哭泣悲哀
[00:11:11.500 --> 00:11:13.500]  撕裂心腸
[00:11:13.500 --> 00:11:15.500]  不撕裂衣服
[00:11:15.500 --> 00:11:18.500]  歸向上帝你們的上帝
[00:11:18.500 --> 00:11:21.500]  因為祂有恩典有憐憫
[00:11:21.500 --> 00:11:26.500]  不輕易發怒有豐盛的慈愛
[00:11:26.500 --> 00:11:31.500]  不輕易發怒有豐盛的慈愛
[00:11:31.500 --> 00:11:32.500]  不輕易發怒有豐盛的慈愛
[00:11:32.500 --> 00:11:33.500]  不可知
[00:11:33.500 --> 00:11:34.500]  也許
[00:11:34.500 --> 00:11:37.500]  祂會憐憫
[00:11:37.500 --> 00:11:39.500]  並且後悔
[00:11:39.500 --> 00:11:42.500]  並且留下祝福在祂的監獄
[00:11:42.500 --> 00:11:44.500]  一餐奉獻
[00:11:44.500 --> 00:11:46.500]  一杯奉獻
[00:11:46.500 --> 00:11:51.500]  給你們奉獻給上帝你們的上帝
[00:11:51.500 --> 00:11:54.500]  首先這段經文有些經節上
[00:11:54.500 --> 00:11:57.500]  想和大家做些少澄清
[00:11:57.500 --> 00:11:59.500]  是在第十三節上
[00:11:59.500 --> 00:12:03.500]  十三節在我們和合本版本裡
[00:12:03.500 --> 00:12:06.500]  是去到
[00:12:06.500 --> 00:12:09.500]  你們要撕裂心腸
[00:12:09.500 --> 00:12:12.500]  不撕裂衣服這裡為開始
[00:12:12.500 --> 00:12:14.500]  但是原來
[00:12:14.500 --> 00:12:18.500]  這是按照在希伯來原文版本
[00:12:18.500 --> 00:12:21.500]  聖經原本的開始
[00:12:21.500 --> 00:12:25.500]  有一些的譯本是將十三節
[00:12:25.500 --> 00:12:27.500]  由「因為祂有恩典」
[00:12:27.500 --> 00:12:28.500]  Sorry
[00:12:28.500 --> 00:12:32.500]  由「歸向耶和華你們的神」這句為開始
[00:12:32.500 --> 00:12:35.500]  這裡我們會做些少留意
[00:12:35.500 --> 00:12:37.500]  所以在分段上面
[00:12:37.500 --> 00:12:39.500]  我們看第十二節
[00:12:39.500 --> 00:12:41.500]  十三節和第十四節的時候
[00:12:41.500 --> 00:12:42.500]  我們會
[00:12:42.500 --> 00:12:46.500]  第十三節是由「你們要撕裂心腸不撕裂衣服」
[00:12:46.500 --> 00:12:49.500]  這裡作為第十三節去看
[00:12:49.500 --> 00:12:53.500]  這個技術性上的問題
[00:12:53.500 --> 00:12:55.500]  我們解決了一點點之後
[00:12:55.500 --> 00:12:57.500]  我們之後再研究
[00:12:57.500 --> 00:13:01.500]  因為每一節裡面都有一些更加不同的地方
[00:13:01.500 --> 00:13:05.500]  第一部分我們去看一下的就是第十二節
[00:13:05.500 --> 00:13:09.500]  我們先說一下前文我們究竟說了些什麼
[00:13:09.500 --> 00:13:11.500]  在前文我們已經說到
[00:13:11.500 --> 00:13:16.500]  上帝在耶和華的日子的時候
[00:13:16.500 --> 00:13:18.500]  祂御駕親征
[00:13:18.500 --> 00:13:24.500]  而南國的人面對著上帝一連串的行動
[00:13:24.500 --> 00:13:29.500]  可以說他們進入了一個全面崩潰的狀態
[00:13:29.500 --> 00:13:33.500]  六神無主都不知道究竟怎樣處理好
[00:13:33.500 --> 00:13:36.500]  面前當有的狀況
[00:13:36.500 --> 00:13:38.500]  在這樣的情況
[00:13:38.500 --> 00:13:42.500]  用今天的用語就是說他們玩完
[00:13:42.500 --> 00:13:43.500]  等死
[00:13:43.500 --> 00:13:46.500]  用英文說就叫Game Over
[00:13:46.500 --> 00:13:48.500]  Over的了
[00:13:48.500 --> 00:13:49.500]  時間都玩完了
[00:13:49.500 --> 00:13:51.500]  都沒有什麼好處理
[00:13:51.500 --> 00:13:53.500]  都沒有辦法去繼續怎樣處理
[00:13:53.500 --> 00:13:58.500]  怎樣去面對當時那一刻他們所面對的問題
[00:13:58.500 --> 00:14:02.500]  在這樣的背景情節之下
[00:14:02.500 --> 00:14:07.500]  上帝來到並且宣告如雷一樣
[00:14:07.500 --> 00:14:09.500]  如軍隊的浩大一樣
[00:14:09.500 --> 00:14:11.500]  在這樣的情況之下
[00:14:11.500 --> 00:14:15.500]  可以說對於一般不信主的人來說
[00:14:15.500 --> 00:14:19.500]  耶和華的日子是一個死期
[00:14:19.500 --> 00:14:23.500]  是一個窮途末路的時間
[00:14:23.500 --> 00:14:28.500]  但是原來對於有相信上帝的人來說
[00:14:28.500 --> 00:14:30.500]  耶和華的日子
[00:14:30.500 --> 00:14:35.500]  是一個叫他們重新的另一個起始點
[00:14:35.500 --> 00:14:39.500]  這是一個截然不同的理解
[00:14:39.500 --> 00:14:41.500]  來到第十二節
[00:14:41.500 --> 00:14:42.500]  第一件事
[00:14:42.500 --> 00:14:45.500]  第十二節我們所看到的是什麼呢
[00:14:45.500 --> 00:14:50.500]  原來我們看到歸回神的一個召喚
[00:14:50.500 --> 00:14:53.500]  Calling for Return
[00:14:53.500 --> 00:14:57.500]  第十二節基本上是一個呼召
[00:14:57.500 --> 00:14:59.500]  所以在這段聖經裏面
[00:14:59.500 --> 00:15:04.500]  一開始其實原本在原文聖經裏面
[00:15:04.500 --> 00:15:07.500]  有一句話
[00:15:07.500 --> 00:15:09.500]  很短的一個片語
[00:15:09.500 --> 00:15:12.500]  如果真正要翻譯出來
[00:15:12.500 --> 00:15:13.500]  用中文翻譯
[00:15:13.500 --> 00:15:16.500]  就叫做「事到如今」
[00:15:16.500 --> 00:15:19.500]  但我們的和合本就沒有這樣翻譯
[00:15:19.500 --> 00:15:21.500]  我們的和合本
[00:15:21.500 --> 00:15:23.500]  就將原本一擺在開頭的說話
[00:15:23.500 --> 00:15:26.500]  將它擺在耶華說裏面
[00:15:26.500 --> 00:15:29.500]  就將它改變成「雖然如此」
[00:15:29.500 --> 00:15:33.500]  和合本這個翻譯其實就很不理想
[00:15:33.500 --> 00:15:35.500]  因為不能夠將原本
[00:15:35.500 --> 00:15:39.500]  若以先知它原本的那個
[00:15:39.500 --> 00:15:42.500]  原本那個經文所說的那個
[00:15:42.500 --> 00:15:44.500]  全神的地方
[00:15:44.500 --> 00:15:46.500]  要說出來
[00:15:46.500 --> 00:15:48.500]  就是說既然事到如今了
[00:15:48.500 --> 00:15:50.500]  你們都大家臉都青了
[00:15:50.500 --> 00:15:52.500]  坐在這裏了
[00:15:52.500 --> 00:15:53.500]  做什麼好呢
[00:15:53.500 --> 00:15:55.500]  看來什麼都做不了了
[00:15:55.500 --> 00:15:56.500]  是吧
[00:15:56.500 --> 00:15:58.500]  蝗蟲又吃光你所有的東西
[00:15:58.500 --> 00:16:00.500]  火又燒到來
[00:16:00.500 --> 00:16:02.500]  火燒其幹
[00:16:02.500 --> 00:16:03.500]  什麼都變成柴了
[00:16:03.500 --> 00:16:04.500]  變成炭了
[00:16:04.500 --> 00:16:06.500]  在這樣的情況之下
[00:16:06.500 --> 00:16:09.500]  其實若以先知
[00:16:09.500 --> 00:16:11.500]  其實就強調這一點
[00:16:11.500 --> 00:16:13.500]  事到如今
[00:16:13.500 --> 00:16:15.500]  你們真的要想一下
[00:16:15.500 --> 00:16:17.500]  這樣的情況
[00:16:17.500 --> 00:16:20.500]  還有什麼後著呢
[00:16:20.500 --> 00:16:22.500]  下一步還有什麼做法呢
[00:16:22.500 --> 00:16:24.500]  看來你們已經絕望了
[00:16:24.500 --> 00:16:26.500]  所以英文聖經譯得很好
[00:16:26.500 --> 00:16:28.500]  為什麼我特意要用英文聖經
[00:16:28.500 --> 00:16:29.500]  它加了這句話
[00:16:29.500 --> 00:16:31.500]  Yet even now
[00:16:31.500 --> 00:16:34.500]  縱使到現在為止
[00:16:34.500 --> 00:16:37.500]  或者用我剛才所翻譯的
[00:16:37.500 --> 00:16:39.500]  事到如今
[00:16:39.500 --> 00:16:42.500]  其實若以先知
[00:16:42.500 --> 00:16:46.500]  是要給當時的以色列人知道
[00:16:46.500 --> 00:16:48.500]  在一個這樣的狀態之下
[00:16:48.500 --> 00:16:52.500]  催逼他們要當機立斷
[00:16:52.500 --> 00:16:56.500]  做一個明智的決定
[00:16:56.500 --> 00:16:58.500]  或者明智的選擇
[00:16:58.500 --> 00:17:01.500]  經歷了這麼多事情
[00:17:01.500 --> 00:17:03.500]  你要做一個明智的選擇
[00:17:03.500 --> 00:17:05.500]  好像我們現在經歷了
[00:17:05.500 --> 00:17:08.500]  已經一年多的疫情的時候
[00:17:08.500 --> 00:17:12.500]  其實我們應該做一個明智的選擇
[00:17:12.500 --> 00:17:14.500]  明智的選擇是不是嘗試
[00:17:14.500 --> 00:17:16.500]  明智的選擇就是決定打不打針
[00:17:16.500 --> 00:17:18.500]  是不是經濟重啓
[00:17:18.500 --> 00:17:20.500]  這樣的問題
[00:17:20.500 --> 00:17:21.500]  如果你是這樣看的
[00:17:21.500 --> 00:17:23.500]  你只不過是跌進去
[00:17:23.500 --> 00:17:26.500]  只是在看這個世界裏面的活動
[00:17:26.500 --> 00:17:28.500]  你的思維
[00:17:28.500 --> 00:17:30.500]  和這個世界的政府
[00:17:30.500 --> 00:17:32.500]  其他不信主的人
[00:17:32.500 --> 00:17:34.500]  其實沒什麼分別
[00:17:34.500 --> 00:17:36.500]  今天我們作為信徒的
[00:17:36.500 --> 00:17:38.500]  事到如今
[00:17:38.500 --> 00:17:41.500]  上帝要我們當機立斷的是
[00:17:41.500 --> 00:17:42.500]  看看
[00:17:42.500 --> 00:17:44.500]  特別是我們作為神的子民
[00:17:44.500 --> 00:17:47.500]  我們在這樣的局勢之下
[00:17:47.500 --> 00:17:52.500]  我們應該做一個什麼準確的決定
[00:17:52.500 --> 00:17:54.500]  去讓我們的屬靈生命
[00:17:54.500 --> 00:17:57.500]  真是練正在上帝的裏面
[00:17:57.500 --> 00:18:01.500]  而不是仍然沉迷在
[00:18:01.500 --> 00:18:04.500]  和這個世界那些不信人的思維一樣
[00:18:04.500 --> 00:18:06.500]  請不要誤會我
[00:18:06.500 --> 00:18:09.500]  我現在不是去反打針
[00:18:09.500 --> 00:18:11.500]  我打了疫苗
[00:18:11.500 --> 00:18:13.500]  不是反經濟重啓
[00:18:13.500 --> 00:18:16.500]  信徒應該想的是高一層次的
[00:18:16.500 --> 00:18:19.500]  而不是好像普通一個世界裏面
[00:18:19.500 --> 00:18:21.500]  賺錢賺多少
[00:18:21.500 --> 00:18:22.500]  我名利有多少
[00:18:22.500 --> 00:18:23.500]  如果是這樣的時候
[00:18:23.500 --> 00:18:26.500]  我們是不是配得清為神的子民呢
[00:18:26.500 --> 00:18:28.500]  如果我們用那些來衡量
[00:18:28.500 --> 00:18:31.500]  我們是不是等於一個蒙神祝福的人
[00:18:31.500 --> 00:18:32.500]  我要這樣說
[00:18:32.500 --> 00:18:35.500]  你就跌入了成功福音的錯誤裏面
[00:18:35.500 --> 00:18:37.500]  Prosperity Gospel
[00:18:37.500 --> 00:18:39.500]  就是給你這些陷阱
[00:18:39.500 --> 00:18:41.500]  我信了主
[00:18:41.500 --> 00:18:42.500]  我豐生水
[00:18:42.500 --> 00:18:43.500]  我信了主
[00:18:43.500 --> 00:18:44.500]  我家庭和合
[00:18:44.500 --> 00:18:45.500]  我信了主之後
[00:18:45.500 --> 00:18:46.500]  萬事已經順利
[00:18:46.500 --> 00:18:48.500]  上帝就祝福我
[00:18:48.500 --> 00:18:49.500]  對不起
[00:18:49.500 --> 00:18:51.500]  如果你是用這樣的水平去量度的
[00:18:51.500 --> 00:18:53.500]  對不起上帝不是這樣去看
[00:18:53.500 --> 00:18:56.500]  而肅神的子民也都不應該這樣去看
[00:18:56.500 --> 00:18:58.500]  所以來到這裏
[00:18:58.500 --> 00:18:59.500]  若以先知
[00:18:59.500 --> 00:19:03.500]  其實要讓當時南國的人
[00:19:03.500 --> 00:19:07.500]  甚至後來看若以書的所有的讀者
[00:19:07.500 --> 00:19:10.500]  要他們讀到這裏的時候
[00:19:10.500 --> 00:19:14.500]  要做一個當機立斷
[00:19:14.500 --> 00:19:16.500]  看不看到你自己的靈性
[00:19:16.500 --> 00:19:18.500]  是有什麼問題呢
[00:19:18.500 --> 00:19:21.500]  還有在這個時候你應該決定
[00:19:21.500 --> 00:19:23.500]  下一步你應該怎樣做呢
[00:19:23.500 --> 00:19:28.500]  是不是真的上帝要逼到你去祥覺的時候
[00:19:28.500 --> 00:19:30.500]  你才能夠知死呢
