
[00:00:00.000 --> 00:00:02.400]  姑娘姐妹 讓我們在聆聽主的說話
[00:01:33.400 --> 00:01:35.280]  在伊索寓言裡面
[00:01:35.280 --> 00:01:38.120]  歐華達臨離盡致
[00:01:38.120 --> 00:01:40.040]  在伊索寓言裡面
[00:01:40.040 --> 00:01:45.120]  曾經有一個叫做鳥獸大戰的一幅圖畫
[00:01:45.120 --> 00:01:49.400]  就指到原來在不知哪個時間
[00:01:49.880 --> 00:01:54.440]  鳥類和獸類都進行了一場戰爭
[00:01:54.440 --> 00:01:56.200]  不知是什麼原因
[00:01:56.200 --> 00:01:57.600]  可能是為了地盤
[00:01:57.600 --> 00:01:59.880]  或者為了謀生之類的
[00:01:59.880 --> 00:02:03.320]  但是在最初的這場戰爭裡面
[00:02:03.320 --> 00:02:06.240]  鳥類就佔盡上風
[00:02:06.240 --> 00:02:07.120]  為什麼呢
[00:02:07.120 --> 00:02:09.600]  因為有制空權
[00:02:09.600 --> 00:02:14.240]  從空中可以打地上的走獸
[00:02:14.240 --> 00:02:17.280]  於是乎在這種情況之下
[00:02:17.760 --> 00:02:21.480]  在獸類當中有一隻動物叫做蝙蝠
[00:02:21.480 --> 00:02:24.000]  這隻蝙蝠看到
[00:02:24.000 --> 00:02:27.960]  鳥類現在在上風之際
[00:02:27.960 --> 00:02:31.680]  如果我能夠成為牠們的一夥的話
[00:02:31.680 --> 00:02:36.200]  我就可以避免被這些鳥類去攻擊
[00:02:36.200 --> 00:02:38.440]  因為我本身是屬於獸類的
[00:02:38.440 --> 00:02:44.080]  於是乎牠就走到跟鳥類的領袖說
[00:02:44.520 --> 00:02:48.960]  「鳥大哥,我和你都是一齊的」
[00:02:48.960 --> 00:02:51.920]  「一樣的,我們大家都是一對翼」
[00:02:51.920 --> 00:02:54.760]  「我又會飛,你又會飛」
[00:02:54.760 --> 00:02:56.920]  「其實我和你們是同類」
[00:02:56.920 --> 00:02:58.160]  「我是鳥類」
[00:02:58.160 --> 00:03:01.240]  「所以,不要打我」
[00:03:01.240 --> 00:03:04.760]  「我最多和你一起並肩作戰」
[00:03:04.760 --> 00:03:06.520]  「什麼都答應你」
[00:03:06.520 --> 00:03:08.320]  這個世界也是這樣
[00:03:08.320 --> 00:03:10.040]  很多人依附你的時候
[00:03:10.040 --> 00:03:11.400]  什麼都答應你
[00:03:11.400 --> 00:03:13.400]  能不能做到另一回事
[00:03:14.200 --> 00:03:16.400]  鳥類聽見蝙蝠這樣說
[00:03:16.400 --> 00:03:18.960]  其實都半信半疑
[00:03:18.960 --> 00:03:23.560]  不過見到牠又真的有這雙翅膀
[00:03:23.560 --> 00:03:24.760]  那就算了
[00:03:24.760 --> 00:03:26.800]  既然你都曉飛的
[00:03:26.800 --> 00:03:30.200]  那不如我們就不攻擊你了
[00:03:30.200 --> 00:03:34.080]  那你和我一起去打這場仗了
[00:03:34.080 --> 00:03:36.360]  但誰不知呢
[00:03:36.360 --> 00:03:43.520]  當蝙蝠和鳥類達成了這個協議之後
[00:03:44.320 --> 00:03:49.160]  蝙蝠就自此以後消失得無影無蹤
[00:03:49.160 --> 00:03:52.600]  鳥類也因為要打這場仗
[00:03:52.600 --> 00:03:53.760]  忙到不堪
[00:03:53.760 --> 00:03:55.920]  所以也很費事去追究
[00:03:55.920 --> 00:03:58.840]  究竟這隻蝙蝠到底去了哪裡
[00:03:58.840 --> 00:04:00.480]  究竟牠會不會真的
[00:04:00.480 --> 00:04:05.440]  應驗回牠所答應過的承諾去實踐
[00:04:05.440 --> 00:04:08.600]  但是戰爭是很奇怪的
[00:04:08.600 --> 00:04:11.800]  當打到某個程度的時候
[00:04:12.120 --> 00:04:16.200]  竟然可能會進入了一個逆轉的階段
[00:04:16.200 --> 00:04:18.400]  鳥類在這場的戰爭裡面
[00:04:18.400 --> 00:04:21.840]  開始被獸類漸漸勝過
[00:04:21.840 --> 00:04:23.440]  你說怎麼打的牧師
[00:04:23.440 --> 00:04:24.080]  我不知道
[00:04:24.080 --> 00:04:25.960]  因為故事是講故事而已
[00:04:25.960 --> 00:04:28.400]  你不要管詳細情況
[00:04:28.400 --> 00:04:32.320]  鳥類在這樣的情況之下
[00:04:32.320 --> 00:04:34.240]  一直輸
[00:04:34.240 --> 00:04:39.200]  蝙蝠也留意到當時的頭條
[00:04:40.720 --> 00:04:42.520]  既然鳥類輸了
[00:04:42.520 --> 00:04:44.560]  如果我跟牠一起的話
[00:04:44.560 --> 00:04:47.960]  我的獸類的同伴
[00:04:47.960 --> 00:04:49.680]  牠豈不是會走過來攻擊我
[00:04:49.680 --> 00:04:56.160]  於是蝙蝠馬上走到獸類當中
[00:04:56.160 --> 00:04:58.600]  就跟獸類的首領說
[00:04:58.600 --> 00:05:00.400]  獸類的首長
[00:05:00.400 --> 00:05:05.480]  其實我和你都是屬於獸類的一份子
[00:05:05.480 --> 00:05:08.200]  獸類的首領就說
[00:05:08.200 --> 00:05:08.880]  是嗎
[00:05:09.560 --> 00:05:11.320]  你是什麼獸類
[00:05:11.320 --> 00:05:14.880]  其實我們蝙蝠是屬於鼠類的動物
[00:05:14.880 --> 00:05:19.160]  我們是跟老鼠同一類的動物
[00:05:19.160 --> 00:05:24.280]  所以是屬於獸類的一份子
[00:05:24.280 --> 00:05:26.640]  既然現在在這樣的情況之下
[00:05:26.640 --> 00:05:29.760]  我跟你都是同一類的
[00:05:29.760 --> 00:05:31.400]  你不要打我
[00:05:31.400 --> 00:05:34.240]  獸類在這樣的情況之下
[00:05:34.240 --> 00:05:38.040]  看到你既然真的是獸類的一份子
[00:05:38.040 --> 00:05:38.800]  算了
[00:05:39.440 --> 00:05:40.360]  別管了
[00:05:40.360 --> 00:05:41.240]  我就不打你了
[00:05:41.240 --> 00:05:43.720]  我們繼續去打這群鳥類
[00:05:43.720 --> 00:05:45.640]  誰不知
[00:05:45.640 --> 00:05:47.280]  打仗就是這樣
[00:05:47.280 --> 00:05:48.880]  打得久了
[00:05:48.880 --> 00:05:51.560]  大家就捲入戰爭當中
[00:05:51.560 --> 00:05:54.160]  進入了一個膠著的狀態
[00:05:54.160 --> 00:05:57.160]  好像現在我們這個世界一樣
[00:05:57.160 --> 00:05:59.280]  經常打仗
[00:05:59.280 --> 00:06:00.960]  不過打的極是不完的
[00:06:00.960 --> 00:06:02.680]  在這樣的情況之下
[00:06:02.680 --> 00:06:04.040]  雙方唯有怎麼樣
[00:06:04.040 --> 00:06:05.880]  打到筋疲力盡
[00:06:05.880 --> 00:06:09.840]  鳥類飛到翼都軟了
[00:06:09.840 --> 00:06:11.760]  獸類打到腳都軟了
[00:06:11.760 --> 00:06:15.720]  於是乎大家不如就開和談
[00:06:15.720 --> 00:06:18.320]  在和談的時候
[00:06:18.320 --> 00:06:19.440]  他們就說
[00:06:19.440 --> 00:06:21.880]  我們自此以後不要再打了
[00:06:21.880 --> 00:06:25.000]  免得大家消耗大家的資源
[00:06:25.000 --> 00:06:26.680]  我們要休養生息了
[00:06:26.680 --> 00:06:27.600]  不要再打了
[00:06:27.600 --> 00:06:30.840]  但是在這個討論的期間
[00:06:30.840 --> 00:06:34.080]  有人就提出了一件事
[00:06:35.080 --> 00:06:38.800]  我們記得獸類有一個叫做蝙蝠
[00:06:38.800 --> 00:06:41.880]  蝙蝠說是屬於鳥類
[00:06:41.880 --> 00:06:42.760]  其實他不是鳥類
[00:06:42.760 --> 00:06:44.760]  後來他背叛我們
[00:06:44.760 --> 00:06:49.360]  獸類說不是我們找他來做奸細
[00:06:49.360 --> 00:06:51.160]  不是叫他來背叛
[00:06:51.160 --> 00:06:53.760]  其實他實質上是想走兩邊
[00:06:53.760 --> 00:06:54.880]  討好大家
[00:06:54.880 --> 00:06:56.720]  從中取利
[00:06:56.720 --> 00:06:59.640]  因為這樣的結果
[00:07:00.680 --> 00:07:05.440]  蝙蝠成為了鳥類和獸類
[00:07:05.440 --> 00:07:07.040]  大家針對的對象
[00:07:07.040 --> 00:07:09.680]  而亦都藉此
[00:07:09.680 --> 00:07:14.200]  將蝙蝠拼除開在鳥類和獸類之間
[00:07:14.200 --> 00:07:17.040]  蝙蝠兩面不視
[00:07:17.040 --> 00:07:21.440]  這個故事正好描述到
[00:07:21.440 --> 00:07:24.960]  今天很多的人的心態
[00:07:24.960 --> 00:07:27.200]  一般的人有這種心態
[00:07:27.200 --> 00:07:28.440]  我覺得不奇怪
[00:07:28.440 --> 00:07:29.440]  我不是認同
[00:07:30.040 --> 00:07:34.440]  不過如果是教會裡面的信徒
[00:07:34.440 --> 00:07:35.880]  這就是一個很大的問題
[00:07:35.880 --> 00:07:42.280]  今天其實不少在教會當中活躍的信徒
[00:07:42.280 --> 00:07:43.240]  或者教徒
[00:07:43.240 --> 00:07:45.720]  我喜歡形容這一批的人
[00:07:45.720 --> 00:07:46.920]  他們的表現
[00:07:46.920 --> 00:07:47.880]  心態
[00:07:47.880 --> 00:07:49.480]  屬靈狀況
[00:07:49.480 --> 00:07:54.560]  其實和蝙蝠的心理狀態是毫無分別的
[00:07:54.560 --> 00:07:58.120]  他一方面說自己是神的子民
[00:07:58.120 --> 00:08:01.360]  於是乎他就在教會當中屬於教會的一份子
[00:08:01.360 --> 00:08:02.840]  屬於上帝的一份子
[00:08:02.840 --> 00:08:05.560]  於是乎上帝他的拯救
[00:08:05.560 --> 00:08:06.760]  他也有份的
[00:08:06.760 --> 00:08:12.680]  但是當你看到他的嘴又這樣說
[00:08:12.680 --> 00:08:14.880]  他表現甚至在教會裡面
[00:08:14.880 --> 00:08:16.960]  做很多好像基督徒
[00:08:16.960 --> 00:08:20.240]  好像教徒一樣的活動的時候
[00:08:20.240 --> 00:08:22.400]  但他的心裡面
[00:08:22.400 --> 00:08:26.080]  對於上帝是否真的相信呢
[00:08:27.920 --> 00:08:29.400]  往往我們看到的就是
[00:08:29.400 --> 00:08:31.640]  他們進入到教會群體當中
[00:08:31.640 --> 00:08:34.080]  其實是嘗試在教會群體當中
[00:08:34.080 --> 00:08:38.360]  去得到從這個群體所提供的好處
[00:08:38.360 --> 00:08:40.520]  無論是實質的物質好處
[00:08:40.520 --> 00:08:44.000]  或者心靈上面那種的好處
[00:08:44.000 --> 00:08:45.320]  我在教會這麼多年裡面
[00:08:45.320 --> 00:08:47.480]  我見過有一些人士
[00:08:47.480 --> 00:08:50.760]  甚至在教會當中說是信徒的一份子
[00:08:50.760 --> 00:08:52.440]  但是接著怎麼樣
[00:08:52.440 --> 00:08:56.240]  他在教會裡面裝作可憐
[00:08:56.240 --> 00:08:58.560]  於是乎大興姐妹又有愛心
[00:08:58.560 --> 00:09:01.080]  有時候我又不能夠不說
[00:09:01.080 --> 00:09:02.640]  不過說了一些大興姐妹
[00:09:02.640 --> 00:09:05.440]  又以為牧師你沒有愛心
[00:09:05.440 --> 00:09:09.760]  就是明知那個人是來欺詐大家大興姐妹的愛心
[00:09:09.760 --> 00:09:14.800]  來接待她 款待她
[00:09:14.800 --> 00:09:16.400]  在這樣的情況之下
[00:09:16.400 --> 00:09:21.480]  這些人什麼時候表現出他的真相呢
[00:09:21.480 --> 00:09:25.440]  就是當教會需要他
[00:09:25.440 --> 00:09:31.800]  真是有投入 有認真的付出的時候
[00:09:31.800 --> 00:09:34.480]  他就表現出我不會跟你一起了
[00:09:34.480 --> 00:09:37.440]  所以這些類人通常往往在教會有事的時候
[00:09:37.440 --> 00:09:39.560]  就會消聲匿跡的
[00:09:39.560 --> 00:09:42.080]  隱藏了不知道去了哪裡
[00:09:42.080 --> 00:09:45.760]  而這種思想其實正正就好像蝙蝠一樣
[00:09:45.760 --> 00:09:47.920]  他有利益的時候會黏住你
[00:09:47.920 --> 00:09:51.560]  沒有利益的時候他就消失得無影無蹤
[00:09:51.560 --> 00:09:55.000]  今天我們去看這段聖經
[00:09:55.000 --> 00:10:01.680]  其實就在反映一種這樣的反反覆覆的靈性狀態
[00:10:01.680 --> 00:10:04.160]  很多信徒表面好像很真
[00:10:04.160 --> 00:10:07.320]  或者教徒表面很真誠
[00:10:07.320 --> 00:10:10.560]  但實質上其實他的靈性上
[00:10:10.560 --> 00:10:14.160]  是不是真的完全投靠在上主的裡面呢
[00:10:14.160 --> 00:10:16.200]  在今天我們所看的這段經文
[00:10:16.200 --> 00:10:17.600]  就談及到一個人
[00:10:17.600 --> 00:10:21.240]  什麼叫做尼布甲尼撒王
[00:10:21.240 --> 00:10:25.160]  這個王他好像認識了耶和華神
[00:10:25.160 --> 00:10:28.160]  甚至讚美耶和華神
[00:10:28.160 --> 00:10:30.200]  或者用回聖經所說
[00:10:30.200 --> 00:10:36.960]  他是讚美萬王之王萬神之神
[00:10:36.960 --> 00:10:41.200]  但是他的靈性是不是真的相信他呢
[00:10:41.200 --> 00:10:43.200]  所以今天我給了一個講題
[00:10:43.200 --> 00:10:46.320]  這段聖經叫做表面好像風光
[00:10:46.320 --> 00:10:52.200]  但卻是靈性反覆的一個崇拜者
[00:10:52.200 --> 00:10:56.040]  其實今天很多信徒會不會都是這樣的現象呢
[00:10:56.040 --> 00:10:59.840]  而我也是不是其中一個這樣的人物
[00:10:59.840 --> 00:11:02.280]  在教會裡面好像很敬虔
[00:11:02.280 --> 00:11:06.320]  但實質上其實你的靈性是反反覆覆
[00:11:06.320 --> 00:11:08.840]  而這種反反覆覆要反映出
[00:11:08.840 --> 00:11:10.480]  你是不是真的相信上帝
[00:11:10.480 --> 00:11:13.680]  我們一起去看看這段聖經說些什麼
[00:11:13.680 --> 00:11:15.920]  我們一起再次打開這段聖經
[00:11:15.920 --> 00:11:17.040]  我們一起讀一次
[00:11:17.040 --> 00:11:19.240]  剛才Karen跟我說
[00:11:19.240 --> 00:11:21.040]  牧師這些字很深奧
[00:11:21.040 --> 00:11:22.520]  是的 這些字真的挺深奧
[00:11:22.520 --> 00:11:24.400]  有些字很少用
[00:11:24.400 --> 00:11:26.720]  我們一起去讀一下
[00:11:26.720 --> 00:11:31.880]  熟悉一下聖經的用字用詞都是好的
[00:11:31.880 --> 00:11:35.040]  最重要是明白聖經的內文說些什麼
[00:11:35.040 --> 00:11:37.480]  我們一起打開達爾里書第三章
[00:11:37.480 --> 00:11:42.040]  我們從第一節讀到去第七節
[00:11:42.040 --> 00:11:45.160]  我們先找一張大字聖經
[00:11:46.920 --> 00:11:48.240]  好 找到了
[00:11:48.240 --> 00:11:49.800]  我們一起讀
[00:12:16.040 --> 00:12:19.360]  各省的官員都召了來
[00:12:19.360 --> 00:12:25.760]  為尼布甲尼撒王所立的像行開光之禮
[00:12:25.760 --> 00:12:35.160]  於是總督 金差 秦府 葉師 凡司 謀士 法官
[00:12:35.160 --> 00:12:39.640]  和各省的官員都聚集了來
[00:12:39.640 --> 00:12:46.120]  為尼布甲尼撒王所立的像行開光之禮
[00:12:46.120 --> 00:12:51.320]  就站在尼布甲尼撒所立的像前
[00:12:51.320 --> 00:12:55.440]  那時傳令的大聲呼叫說
[00:12:55.440 --> 00:13:02.320]  各國各族的人那有令傳語你們
[00:13:02.320 --> 00:13:09.840]  你們一聽見國 笛 琵琶 琴 笙 笙
[00:13:09.840 --> 00:13:12.560]  和各樣的樂器的聲音
[00:13:12.560 --> 00:13:19.160]  就當俯伏敬拜尼布甲尼撒王所立的金像
[00:13:19.160 --> 00:13:25.760]  凡不俯伏敬拜的立時令在烈火的搖鐘
[00:13:25.760 --> 00:13:30.920]  因此各方各國各族的人民
[00:13:30.920 --> 00:13:36.400]  一聽見國 笛 琵琶 琴 笙
[00:13:36.400 --> 00:13:39.560]  和各樣的樂器的聲音
[00:13:39.560 --> 00:13:46.360]  就都俯伏敬拜尼布甲尼撒王所立的金像
[00:13:46.360 --> 00:13:48.560]  讀到這裡為止
[00:13:48.560 --> 00:13:50.560]  其實還有一段聖經
[00:13:50.560 --> 00:13:53.840]  在第28節至第30節
[00:13:53.840 --> 00:13:58.000]  請留意我讀給大家聽
[00:13:58.000 --> 00:14:00.320]  尼布甲尼撒說
[00:14:00.320 --> 00:14:07.000]  沙德拉 米薩 阿伯尼哥的臣是應當稱重的
[00:14:07.000 --> 00:14:11.960]  他差遣使者救護依靠他的僕人
[00:14:11.960 --> 00:14:16.280]  他們不遵皇命 捨去己身
[00:14:16.280 --> 00:14:21.680]  在他們臣以外不肯侍奉敬拜別臣
[00:14:21.680 --> 00:14:24.120]  現在我降旨
[00:14:24.120 --> 00:14:29.400]  無論何方 何國 何族的人
[00:14:29.400 --> 00:14:37.280]  傍讀沙德拉 米薩 阿伯尼哥之臣的必被凌遲
[00:14:37.280 --> 00:14:40.280]  他的房屋必成糞堆
[00:14:40.280 --> 00:14:45.360]  因為沒有別臣能這樣施行拯救
[00:14:45.360 --> 00:14:48.080]  那時皇在巴比倫省
[00:14:48.080 --> 00:14:54.640]  高聲了沙德拉 米薩 阿伯尼哥
[00:14:54.640 --> 00:14:59.480]  看前文說了什麼 大約是說到有關於
[00:14:59.480 --> 00:15:05.080]  當時丹爾利為了解夢這件事
[00:15:05.080 --> 00:15:11.120]  得到了尼布甲尼撒王的厚待
[00:15:11.120 --> 00:15:13.600]  獎賞他很多東西
[00:15:13.600 --> 00:15:17.720]  但丹爾利沒有因為自己可以解說到
[00:15:17.720 --> 00:15:21.640]  尼布甲尼撒王這個夢
[00:15:21.640 --> 00:15:24.880]  於是他獨攬所有大權
[00:15:24.880 --> 00:15:31.600]  相反他邀請了 或者懇求尼布甲尼撒王
[00:15:31.600 --> 00:15:33.920]  能夠應允他的要求
[00:15:33.920 --> 00:15:40.000]  就是將同時間在解釋這個夢的過程裡
[00:15:40.000 --> 00:15:43.200]  同工的三位人士
[00:15:43.200 --> 00:15:46.640]  就是沙德拉 米薩 阿伯尼哥
[00:15:46.640 --> 00:15:54.640]  同樣將他們的功勞一併歸入去得到獎賞
[00:15:54.640 --> 00:15:57.080]  於是乎懇求尼布甲尼撒王
[00:15:57.080 --> 00:16:04.760]  將巴比倫省的管理權交給這三個人物
[00:16:04.760 --> 00:16:07.280]  讓他成為當時的這些
[00:16:07.280 --> 00:16:13.280]  我們稱之為總督或者陰差的其中一個位份
[00:16:13.280 --> 00:16:15.760]  從那段經文裡我們看到
[00:16:15.760 --> 00:16:18.480]  但以你整個侍奉
[00:16:18.480 --> 00:16:21.640]  一方面充分表現出他對上帝的尚純
[00:16:21.640 --> 00:16:26.160]  但同時間他也避免了自己跌入一個
[00:16:26.160 --> 00:16:28.400]  有一個成功的侍奉的結果
[00:16:28.400 --> 00:16:32.440]  或者成功的工作的結果
[00:16:32.440 --> 00:16:37.760]  然後利用了成為自己在一個群體當中
[00:16:37.760 --> 00:16:42.640]  的一個獨得利益的利益收受者
[00:16:42.640 --> 00:16:45.200]  他願意在一個團隊當中
[00:16:45.200 --> 00:16:46.920]  一起有參與的
[00:16:46.920 --> 00:16:50.560]  都可以在這個團隊繼續用一個不同的身份
[00:16:50.560 --> 00:16:55.760]  來去侍奉這位他們所相信的至高神
[00:16:55.760 --> 00:17:00.840]  這一點也是為什麼這個月我們代討的重點
[00:17:00.840 --> 00:17:03.480]  如果大家看回程序表的代討重點
[00:17:03.480 --> 00:17:05.640]  這個月的代討重點
[00:17:05.640 --> 00:17:10.360]  是談及到有關於我們要有智慧和勇氣
[00:17:10.360 --> 00:17:17.240]  去承擔主委託給我們多個在這個世界上的角色
[00:17:17.240 --> 00:17:20.400]  我們每一個人不只是做一件事
[00:17:20.400 --> 00:17:21.520]  當然我們有基督徒
[00:17:21.520 --> 00:17:24.320]  但我們可能是別人的爸爸
[00:17:24.320 --> 00:17:27.160]  我們可能是別人的媽媽
[00:17:27.160 --> 00:17:31.320]  我們可能是別人的妻子丈夫
[00:17:31.320 --> 00:17:35.040]  我們可以在公司裡面做一個職員
[00:17:35.040 --> 00:17:39.360]  或者可以做一個上司決策者
[00:17:39.360 --> 00:17:41.800]  這些角色對於基督徒來看
[00:17:41.800 --> 00:17:45.680]  是上帝容許了我們存在在那個空間
[00:17:45.680 --> 00:17:47.200]  不是我們自己搶回來
[00:17:47.200 --> 00:17:51.480]  不是自己去謀回來的
[00:17:51.480 --> 00:17:52.560]  好像譚爾里一樣
[00:17:52.560 --> 00:17:53.600]  他不是謀回來的
[00:17:53.600 --> 00:17:56.320]  他只不過按照上帝給他的能力
[00:17:56.320 --> 00:17:59.760]  去將尼布教尼撒王不記得的夢
[00:17:59.760 --> 00:18:01.160]  說回那個夢的內容
[00:18:01.160 --> 00:18:06.480]  也將那個夢的意義解說了給尼布教尼撒王
[00:18:06.480 --> 00:18:13.880]  他這份了解去避免自己陷入這種成功了的侍奉
[00:18:13.880 --> 00:18:15.480]  是我們值得去學習的
[00:18:15.480 --> 00:18:17.600]  這是上文所說的
[00:18:17.600 --> 00:18:20.440]  但來到這一段聖經裡面
[00:18:20.440 --> 00:18:23.120]  就更進一步去推進到
[00:18:23.120 --> 00:18:25.040]  讓我們看到
[00:18:25.040 --> 00:18:28.240]  當我們在面對這個世界的時候
[00:18:28.240 --> 00:18:33.160]  我們說要在這個多重角色裡面的侍奉
[00:18:33.160 --> 00:18:39.280]  我們發現到原來人的靈性是很顛覆的
[00:18:39.280 --> 00:18:41.440]  或者很反覆的
[00:18:41.440 --> 00:18:43.600]  特別我們作為牧者或者弟兄姊妹
[00:18:43.600 --> 00:18:44.800]  你都會留意到
[00:18:44.800 --> 00:18:46.080]  為什麼有時候在教會裡面
[00:18:46.080 --> 00:18:51.920]  有些信徒突然不回教會呢
[00:18:51.920 --> 00:18:54.640]  如果他真的相信主的
[00:18:54.640 --> 00:19:00.080]  是什麼原因使得他會有這個表現呢
[00:19:00.080 --> 00:19:02.320]  今天我們透過這段聖經去看看
[00:19:02.320 --> 00:19:05.600]  透視一下透過聖經的教導
[00:19:05.600 --> 00:19:09.560]  還有一個好像在追求上帝
[00:19:09.560 --> 00:19:11.040]  或者可以這麼說
[00:19:11.040 --> 00:19:16.080]  他認識了這位創造上主
[00:19:16.080 --> 00:19:18.560]  但是他的心路歷程是怎麼樣呢
[00:19:18.560 --> 00:19:19.560]  是不是真的相信
[00:19:19.560 --> 00:19:21.600]  或者他是未信呢
[00:19:21.600 --> 00:19:23.040]  而在這個過程當中
[00:19:23.040 --> 00:19:26.200]  我們要如何去面對這些人呢
[00:19:26.200 --> 00:19:28.200]  我們一起去看看吧
[00:19:28.200 --> 00:19:29.800]  第一部分我們去看看這段聖經
[00:19:29.800 --> 00:19:34.720]  第三章的第一至到第三節
[00:19:34.720 --> 00:19:36.080]  在這裏我給了他一個副題
[00:19:36.080 --> 00:19:42.480]  原來認識神和相信神之間是一個距離
[00:19:42.480 --> 00:19:45.280]  There is a distance between
[00:19:45.280 --> 00:19:49.120]  someone they just know God
[00:19:49.120 --> 00:19:51.080]  and they believe God
[00:19:51.080 --> 00:19:51.920]  in between them
[00:19:51.920 --> 00:19:53.920]  There is a gap
[00:19:53.920 --> 00:19:56.400]  我們一起看看這三節說了些什麼
[00:19:56.400 --> 00:19:57.400]  因為至於他這麼說
[00:19:57.400 --> 00:20:02.240]  他説尼布甲尼撒王造了一個金像高六十爪
[00:20:02.240 --> 00:20:04.760]  立在巴比倫道拉平原
[00:20:04.760 --> 00:20:07.360]  尼布甲尼撒王差人將總督
[00:20:07.360 --> 00:20:11.960]  陰差巡撫 涅斯 凡斯
[00:20:11.960 --> 00:20:15.800]  謀士 法官和各省的官員都召了來
[00:20:15.800 --> 00:20:19.840]  為尼布甲尼撒王所立的像行開光之禮
[00:20:19.840 --> 00:20:23.560]  於是總督 陰差巡撫 涅斯 凡斯
[00:20:23.560 --> 00:20:25.960]  謀士 法官和各省的官員
[00:20:25.960 --> 00:20:27.720]  都聚集了來
[00:20:27.720 --> 00:20:36.520]  以為尼布甲尼撒王所立的像行開光之禮
[00:20:36.520 --> 00:20:42.840]  就站在尼布甲尼撒王所立的像前
[00:20:42.840 --> 00:20:46.520]  這段聖經好像很重複 湧腫
[00:20:46.520 --> 00:20:50.160]  有些字眼其實可以甩掉
[00:20:50.160 --> 00:20:52.400]  特別是去到第三節
[00:20:52.400 --> 00:20:55.760]  那批人的官職名稱
[00:20:55.760 --> 00:20:58.120]  這些應該可以甩掉
[00:20:58.120 --> 00:21:00.480]  為何作者要那麼詳細去記載
[00:21:00.480 --> 00:21:03.080]  我們逐一去看看
[00:21:03.080 --> 00:21:05.880]  我們在第二章裡面
[00:21:05.880 --> 00:21:08.920]  尤其是第四十六和第四十七節
[00:21:08.920 --> 00:21:10.880]  我們再回去看一看
[00:21:10.880 --> 00:21:14.200]  第二章四十六至四十七節
[00:21:14.200 --> 00:21:15.320]  那裡這樣說
[00:21:15.320 --> 00:21:19.680]  當時尼布甲尼撒王苦惡在地
[00:21:19.680 --> 00:21:22.080]  向丹尼尼下拜
[00:21:22.080 --> 00:21:27.480]  並且吩咐人給他奉上供物和香品
[00:21:27.480 --> 00:21:29.320]  王對丹尼說
[00:21:29.320 --> 00:21:32.240]  你既能顯明者奧秘之事
[00:21:32.240 --> 00:21:35.520]  你門之神誠然是萬神之神
[00:21:35.520 --> 00:21:37.000]  萬王之王
[00:21:37.000 --> 00:21:40.600]  又是顯明奧秘的
[00:21:40.600 --> 00:21:43.040]  單從這句說話裡面
[00:21:43.040 --> 00:21:45.840]  基督徒就會很興奮
[00:21:45.840 --> 00:21:50.200]  說認識了上帝
[00:21:50.200 --> 00:21:53.800]  一個原本不信上帝的尼布甲尼撒王
[00:21:53.800 --> 00:21:55.280]  經過了這件事
[00:21:55.280 --> 00:21:59.000]  他好像告他耶和華神
[00:21:59.000 --> 00:22:00.600]  一般是這樣想
[00:22:00.600 --> 00:22:03.240]  很開心
[00:22:03.240 --> 00:22:08.200]  但其實這位尼布甲尼撒王
