
[00:00:00.000 --> 00:00:06.900]  今天訊息的經文是來自《撒姆爾記》上28章和《撒姆爾記》上31章
[00:03:10.100 --> 00:03:12.700]  大家不時都會聽他說道
[00:03:12.700 --> 00:03:15.800]  作為一位從小我就回教會
[00:03:15.800 --> 00:03:21.300]  聽很多道 心明作為會眾掙扎的人
[00:03:21.300 --> 00:03:26.800]  很遺憾不跟大家說一句 辛苦大家了
[00:03:26.800 --> 00:03:31.800]  在這裏給一個問題 反思一下
[00:03:31.800 --> 00:03:38.000]  如果面對一個表達很差 組織很弱的講者
[00:03:38.000 --> 00:03:43.100]  大家會不會都可以從中有所學習呢
[00:03:43.100 --> 00:03:47.600]  假如面對著一篇說什麼的信息
[00:03:47.600 --> 00:03:52.900]  我們會不會都可以在其中有所教導呢
[00:03:52.900 --> 00:03:57.400]  從四月份開始的薩姆爾記上的正道系列
[00:03:57.400 --> 00:04:01.300]  我們透過薩姆爾 透過掃羅 透過大衛的生平
[00:04:01.300 --> 00:04:04.200]  他們生命裏面有關鍵的時刻
[00:04:04.200 --> 00:04:07.700]  他們的所作所言所思
[00:04:07.700 --> 00:04:10.500]  我們不斷地學習反思
[00:04:10.500 --> 00:04:14.500]  到底由我而言 神所喜悅的是一個怎樣的人
[00:04:14.500 --> 00:04:18.300]  這個系列裏面講到有這三個人物
[00:04:18.300 --> 00:04:20.000]  不知道大家有沒有發現
[00:04:20.000 --> 00:04:23.500]  其實他們有些共通之處
[00:04:23.500 --> 00:04:31.000]  大家有沒有發現到他們有些共通之處
[00:04:31.000 --> 00:04:33.000]  死都沒有
[00:04:33.000 --> 00:04:34.700]  什麼
[00:04:34.700 --> 00:04:38.600]  男人 對了
[00:04:38.600 --> 00:04:44.800]  很好 還有沒有呢 除了男人之外
[00:04:44.800 --> 00:04:46.900]  什麼
[00:04:46.900 --> 00:04:49.600]  腎簡損的 這個很好
[00:04:49.600 --> 00:04:51.300]  我們很有營養
[00:04:51.300 --> 00:04:55.200]  還有沒有
[00:04:55.200 --> 00:04:57.900]  都是以色列人
[00:04:57.900 --> 00:04:59.800]  我們準備開始講那些
[00:04:59.800 --> 00:05:01.900]  他們都不懂中文
[00:05:01.900 --> 00:05:04.300]  他們都有兩隻眼
[00:05:04.300 --> 00:05:06.400]  還有一個共通之處
[00:05:06.400 --> 00:05:10.100]  其實他們都面對過逆境
[00:05:10.100 --> 00:05:12.300]  薩姆爾面對的逆境是什麼呢
[00:05:12.300 --> 00:05:15.900]  就是一班不信福神的百姓
[00:05:15.900 --> 00:05:17.800]  掃羅面對的逆境就是
[00:05:17.800 --> 00:05:24.500]  可能有外邦的仇敵多了一次兩次的攻擊以色列
[00:05:24.500 --> 00:05:29.200]  大衛面對的仇敵就是三番四次
[00:05:29.200 --> 00:05:34.700]  想殺害自己的王或者他自己的岳父
[00:05:34.700 --> 00:05:37.000]  而這幾位人物不同的地方就在於
[00:05:37.000 --> 00:05:38.600]  他們面對逆境的時候
[00:05:38.600 --> 00:05:41.600]  他們有不同的表現
[00:05:41.600 --> 00:05:43.000]  我們在這個系列裡面
[00:05:43.000 --> 00:05:44.600]  不止一次講到
[00:05:44.600 --> 00:05:47.500]  面對逆境的掃羅所展現的
[00:05:47.500 --> 00:05:49.600]  是對神的撥逆
[00:05:49.600 --> 00:05:52.600]  對神的不信服
[00:05:52.600 --> 00:05:54.800]  並且來到最後一講
[00:05:54.800 --> 00:05:57.100]  薩姆爾上的終結
[00:05:57.100 --> 00:06:02.200]  我們見到掃羅依然死不悔改
[00:06:02.200 --> 00:06:04.200]  以色列第一任的君王
[00:06:04.200 --> 00:06:08.800]  就在這裡從歷史之中落幕
[00:06:08.800 --> 00:06:12.300]  今天我們就透過幾個片段去探究
[00:06:12.300 --> 00:06:15.700]  到底掃羅最終是怎樣墮落
[00:06:15.700 --> 00:06:18.700]  並且從這位墮落的皇身上
[00:06:18.700 --> 00:06:25.000]  我們又可不可以尋見一點亮光和提醒呢
[00:06:25.000 --> 00:06:29.100]  第一個片段是掃羅生命的終結
[00:06:29.100 --> 00:06:31.200]  薩姆爾的上三十一章記載
[00:06:31.200 --> 00:06:33.700]  以色列和菲律師人的戰爭裡面
[00:06:33.700 --> 00:06:38.400]  掃羅被菲律師軍的箭射到重傷
[00:06:38.400 --> 00:06:40.800]  就好像我們有時候看電影
[00:06:40.800 --> 00:06:43.200]  戰爭電影裡面的角色
[00:06:43.200 --> 00:06:45.500]  掃羅就表達他在敵人面前
[00:06:45.500 --> 00:06:47.100]  他寧死不屈
[00:06:47.100 --> 00:06:51.700]  就算死都要死在自己人的手下
[00:06:51.700 --> 00:06:53.800]  掃羅吩咐幫他拿兵器
[00:06:53.800 --> 00:06:55.900]  和他至親的近衛隊
[00:06:55.900 --> 00:06:59.400]  用自己的刀將他殺死
[00:06:59.400 --> 00:07:02.600]  誰知他的近衛隊卻懼怕
[00:07:02.600 --> 00:07:07.200]  不肯動刀殺死掃羅
[00:07:07.200 --> 00:07:14.000]  掃羅最後就自己伏在自己的刀上死了
[00:07:14.000 --> 00:07:15.800]  從過去一個月的講壇
[00:07:15.800 --> 00:07:18.700]  其實我們見到掃羅是一個怎樣的人
[00:07:18.700 --> 00:07:22.300]  他是一個控制慾很強的人
[00:07:22.300 --> 00:07:24.800]  他很有自己的主見和想法
[00:07:24.800 --> 00:07:28.400]  事無大小都要按照他的心意
[00:07:28.400 --> 00:07:31.500]  對他有利的人就可以高聲
[00:07:31.500 --> 00:07:35.500]  威脅到他的人就要除掉
[00:07:35.500 --> 00:07:37.200]  作為一國之君
[00:07:37.200 --> 00:07:39.400]  掃羅渴望掌握著
[00:07:39.400 --> 00:07:43.900]  整個國家上下大小所有的事情
[00:07:43.900 --> 00:07:45.800]  無論是戰事的發展
[00:07:45.800 --> 00:07:47.700]  民心的走向
[00:07:47.700 --> 00:07:50.700]  家人和神僕的忠心
[00:07:50.700 --> 00:07:55.200]  所以即使在掃羅生命最後的時間
[00:07:55.200 --> 00:07:57.900]  掃羅都很想可以由自己
[00:07:57.900 --> 00:08:00.100]  去掌握自己的生命
[00:08:00.100 --> 00:08:02.500]  他不要死在外邦人的手下
[00:08:02.500 --> 00:08:06.300]  要死在自己的人的手下
[00:08:06.300 --> 00:08:07.800]  他很想控制
[00:08:07.800 --> 00:08:10.200]  但是很諷刺的是
[00:08:10.200 --> 00:08:13.700]  當掃羅走到生命的盡頭的時候
[00:08:13.700 --> 00:08:17.200]  原來連掃羅自己至親的兵丁
[00:08:17.200 --> 00:08:21.000]  都拒絕聽他的命令
[00:08:21.000 --> 00:08:25.000]  他的近衛隊拒絕了結他的生命
[00:08:25.000 --> 00:08:26.500]  幫他拿兵器的人
[00:08:26.500 --> 00:08:28.900]  都不再願意幫他拿兵器
[00:08:28.900 --> 00:08:32.600]  所以掃羅最後要自己把刀放在地上
[00:08:32.600 --> 00:08:38.300]  自己將身體伏下去了結自己
[00:08:38.300 --> 00:08:39.800]  甚至當我們以為
[00:08:39.800 --> 00:08:44.400]  掃羅自盡的死狀已經很淒涼的時候
[00:08:44.400 --> 00:08:45.700]  《薩姆爾記》上
[00:08:45.700 --> 00:08:48.800]  31章8至10節更加描述
[00:08:48.800 --> 00:08:51.300]  當菲律師人見到掃羅的屍體
[00:08:51.300 --> 00:08:54.200]  他就將掃羅的頭割下來
[00:08:54.200 --> 00:08:56.200]  將他的兵器軍裝
[00:08:56.200 --> 00:09:00.000]  放在外邦偶像的神廟裡面
[00:09:00.000 --> 00:09:02.800]  並且將掃羅的屍身
[00:09:02.800 --> 00:09:07.500]  釘在城牆上面示眾
[00:09:07.500 --> 00:09:09.000]  掃羅的終局
[00:09:09.000 --> 00:09:14.000]  不單止是連自己的死法都不能夠選擇
[00:09:14.000 --> 00:09:15.800]  當他在生前表達
[00:09:15.800 --> 00:09:18.800]  自己不想受到外邦人的凌辱
[00:09:18.800 --> 00:09:21.000]  但正正在他的死後
[00:09:21.000 --> 00:09:26.800]  他的屍身都受盡外邦人的凌辱
[00:09:26.800 --> 00:09:30.300]  我想掃羅的生命是在告訴我們
[00:09:30.300 --> 00:09:35.300]  原來生命真的不是掌握在自己的手裡
[00:09:35.300 --> 00:09:37.400]  今天很多人抗拒信仰
[00:09:37.400 --> 00:09:40.100]  覺得生命只要相信自己
[00:09:40.100 --> 00:09:42.300]  依靠自己就足夠了
[00:09:42.300 --> 00:09:44.800]  是我只要承擔自己所做的
[00:09:44.800 --> 00:09:46.100]  所作的選擇
[00:09:46.100 --> 00:09:50.000]  是我自己問心無愧就可以了
[00:09:50.000 --> 00:09:52.800]  那只人一生遇到的事情
[00:09:52.800 --> 00:09:58.200]  卻只有極少數是掌握在自己的手裡
[00:09:58.200 --> 00:10:00.800]  無論是一般的平民百姓
[00:10:00.800 --> 00:10:03.500]  上流社會的決策者
[00:10:03.500 --> 00:10:07.000]  甚至是興旺到擔任一國之君
[00:10:07.000 --> 00:10:09.300]  但原來可以連自己的部下
[00:10:09.300 --> 00:10:12.500]  都拒絕執行自己的命令
[00:10:12.500 --> 00:10:16.500]  遑論是其他的人和事
[00:10:16.500 --> 00:10:20.600]  掃羅最終面對的死亡也跟我們揭示
[00:10:20.600 --> 00:10:22.800]  真正掌管生命的
[00:10:22.800 --> 00:10:28.200]  其實只有創造生命的主宰
[00:10:28.200 --> 00:10:32.000]  然而當我再三細讀今天的經文的時候
[00:10:32.000 --> 00:10:37.500]  我卻覺得掃羅其實不是在三十一章死的
[00:10:37.500 --> 00:10:40.000]  掃羅是在撒姆爾紀上
[00:10:40.000 --> 00:10:43.400]  二十八章就已經死了
[00:10:43.400 --> 00:10:47.000]  我所說的不是掃羅肉身的死
[00:10:47.000 --> 00:10:51.500]  而是他靈性上的死亡
[00:10:51.500 --> 00:10:53.600]  進入第二個篇段
[00:10:53.600 --> 00:10:57.000]  撒姆爾紀上二十八章三節提及到
[00:10:57.000 --> 00:11:00.500]  這個時候是撒姆爾已經死了的時候
[00:11:00.500 --> 00:11:02.900]  然後聖經就記載菲利士人
[00:11:02.900 --> 00:11:07.400]  再次的聚集安刑要攻打以色列
[00:11:07.400 --> 00:11:08.800]  不知道大家記不記得
[00:11:08.800 --> 00:11:11.100]  我們在撒姆爾紀上十六章
[00:11:11.100 --> 00:11:14.800]  同樣都是面對著菲利士人的軍隊
[00:11:14.800 --> 00:11:20.800]  同樣都是因著對敵人和環境的畏懼
[00:11:20.800 --> 00:11:26.200]  掃羅就第一次在憲制的事上撥極身
[00:11:26.200 --> 00:11:28.200]  回到二十八章
[00:11:28.200 --> 00:11:29.400]  再一次
[00:11:29.400 --> 00:11:32.400]  掃羅見到菲利士人的軍女
[00:11:32.400 --> 00:11:36.400]  就懼怕心裏面發戰
[00:11:36.400 --> 00:11:39.000]  掃羅求問耶和華神
[00:11:39.000 --> 00:11:44.000]  卻不藉著任何的渠道回答掃羅
[00:11:44.000 --> 00:11:49.000]  掃羅在這裏經歷了靈性的死亡
[00:11:49.000 --> 00:11:55.000]  這個靈性的死亡是指人和神的關係徹底割裂
[00:11:55.000 --> 00:11:58.000]  彼此再無交集
[00:11:58.000 --> 00:11:59.000]  再無溝通
[00:11:59.000 --> 00:12:03.000]  再無聯絡
[00:12:03.000 --> 00:12:07.000]  我想其實我們每個人都總有覺得神
[00:12:07.000 --> 00:12:10.000]  是不回應我們的時候
[00:12:10.000 --> 00:12:15.000]  可能是我們正在經歷逆境患難苦痛
[00:12:15.000 --> 00:12:17.000]  然後我們透過禱告
[00:12:17.000 --> 00:12:18.000]  透過思歌
[00:12:18.000 --> 00:12:19.000]  透過文字
[00:12:19.000 --> 00:12:23.000]  透過我們說不出的話去呼求神
[00:12:23.000 --> 00:12:27.000]  但是彷彿神沒有回應我們
[00:12:27.000 --> 00:12:29.000]  不過神的沉默
[00:12:29.000 --> 00:12:34.000]  並不代表我們就是面臨著靈性的死亡
[00:12:34.000 --> 00:12:37.000]  因為沉默是很諷刺的的而且確
[00:12:37.000 --> 00:12:42.000]  沉默就是神向人說話的其中一個方式
[00:12:42.000 --> 00:12:45.000]  而羅馬書八章都很清楚很肯定的跟我們說
[00:12:45.000 --> 00:12:50.000]  沒有什麼可以叫我們跟神的愛去到左隔
[00:12:50.000 --> 00:12:53.000]  患難困境的不可以
[00:12:53.000 --> 00:12:55.000]  肉身所受的痛苦不可以
[00:12:55.000 --> 00:12:58.000]  死亡都不可以
[00:12:58.000 --> 00:13:06.000]  那是什麼導致人的靈性步向死亡呢
[00:13:06.000 --> 00:13:10.000]  我想就是當人一再遺抗神的命令
[00:13:10.000 --> 00:13:15.000]  背向神的心意持續的遠離神
[00:13:15.000 --> 00:13:20.000]  並且他不再願意步向尋求神
[00:13:20.000 --> 00:13:22.000]  《聖經》第一次記載
[00:13:22.000 --> 00:13:28.000]  耶和華神的靈離開數羅是在十六章
[00:13:28.000 --> 00:13:30.000]  這是當大衛受高的時候
[00:13:30.000 --> 00:13:33.000]  神給予數羅一個極為嚴厲的警告
[00:13:33.000 --> 00:13:38.000]  然而從十六章開始去到二十八章
[00:13:38.000 --> 00:13:42.000]  《聖經》再沒有記載過數羅有任何尋求神
[00:13:42.000 --> 00:13:45.000]  或者求問神心意的表達
[00:13:45.000 --> 00:13:48.000]  反而我們從十六章去到二十八章
[00:13:48.000 --> 00:13:50.000]  見到的是什麼呢
[00:13:50.000 --> 00:13:54.000]  見到數羅將自我無限的放大
[00:13:54.000 --> 00:13:56.000]  無論是自己的家人
[00:13:56.000 --> 00:13:58.000]  無論是旗下的神僕的去向
[00:13:58.000 --> 00:14:00.000]  無論是百姓的生活
[00:14:00.000 --> 00:14:01.000]  無論是國家的發展
[00:14:01.000 --> 00:14:04.000]  所有的事情在數羅的手裏面
[00:14:04.000 --> 00:14:08.000]  都成為一個推動他慾望的棋子
[00:14:08.000 --> 00:14:12.000]  成為他達到自己目的的手段
[00:14:12.000 --> 00:14:17.000]  數羅要把眼前所有的事情都統統控制
[00:14:17.000 --> 00:14:19.000]  並且更加致命的是
[00:14:19.000 --> 00:14:23.000]  他做這些所有的決定決策的時候
[00:14:23.000 --> 00:14:28.000]  他是將神的心意排除在外
[00:14:28.000 --> 00:14:32.000]  所以數羅靈性的死亡
[00:14:32.000 --> 00:14:36.000]  傳言是因為他日漸放大的自我
[00:14:36.000 --> 00:14:39.000]  以及一步步他遠離神
[00:14:39.000 --> 00:14:42.000]  拒絕神這個結果
[00:14:42.000 --> 00:14:47.000]  而靈性的死亡和神的分離
[00:14:47.000 --> 00:14:49.000]  為遭遇危難的數羅
[00:14:49.000 --> 00:14:52.000]  帶來一個傳言的寂靜
[00:14:52.000 --> 00:14:57.000]  絕望和恐懼
[00:14:57.000 --> 00:14:59.000]  面對著神的沉默
[00:14:59.000 --> 00:15:01.000]  心急如焚的數羅
[00:15:01.000 --> 00:15:06.000]  很慌張的做了一個更加更加錯的決定
[00:15:06.000 --> 00:15:09.000]  帶領我們進入全篇的經文
[00:15:09.000 --> 00:15:11.000]  最引起我們關注
[00:15:11.000 --> 00:15:13.000]  最Juicy的一個片段
[00:15:13.000 --> 00:15:18.000]  就是數羅交鬼招魂的片段
[00:15:18.000 --> 00:15:21.000]  在交代數羅交鬼的背景的時候
[00:15:21.000 --> 00:15:23.000]  聖經特別記載了一句
[00:15:23.000 --> 00:15:26.000]  數羅曾經在國內不容許有交鬼的
[00:15:26.000 --> 00:15:28.000]  痛恨巫術的人
[00:15:28.000 --> 00:15:30.000]  甚至數羅會嚴厲的執法
[00:15:30.000 --> 00:15:34.000]  去剪除處死這些人
[00:15:34.000 --> 00:15:37.000]  所以數羅是自己改了裝扮
[00:15:37.000 --> 00:15:38.000]  穿上別的衣服
[00:15:38.000 --> 00:15:44.000]  在夜裡求見那位懂得巫術的婦人
[00:15:44.000 --> 00:15:45.000]  在那位婦人面前
[00:15:45.000 --> 00:15:48.000]  他扮自己不是數羅
[00:15:48.000 --> 00:15:50.000]  這個懂得巫術的婦人
[00:15:50.000 --> 00:15:53.000]  其實她最初可能都很聰明的
[00:15:53.000 --> 00:15:55.000]  她本身都不表達自己
[00:15:55.000 --> 00:15:58.000]  我不想再做這些交鬼的儀式
[00:15:58.000 --> 00:16:01.000]  免得招來殺身之禍
[00:16:01.000 --> 00:16:04.000]  不過相信這幾個記載
[00:16:04.000 --> 00:16:06.000]  就讓我們看到
[00:16:06.000 --> 00:16:10.000]  數羅她不只是一個知罪行罪的人
[00:16:10.000 --> 00:16:12.000]  她更加在遇到阻撓的時候
[00:16:12.000 --> 00:16:14.000]  她再三堅持自己
[00:16:14.000 --> 00:16:16.000]  我一定要交鬼
[00:16:16.000 --> 00:16:19.000]  我一定要得罪神
[00:16:19.000 --> 00:16:23.000]  最終在數羅的堅持之下
[00:16:23.000 --> 00:16:25.000]  經文就記載
[00:16:25.000 --> 00:16:31.000]  這個婦人將死去的薩姆爾招了上來
[00:16:31.000 --> 00:16:33.000]  問題來了
[00:16:33.000 --> 00:16:34.000]  看到這裡
[00:16:34.000 --> 00:16:36.000]  可能大家都有很多的問題
[00:16:36.000 --> 00:16:40.000]  第一個問題就是信仰倫理的問題
[00:16:40.000 --> 00:16:42.000]  究竟一個相信神的人
[00:16:42.000 --> 00:16:44.000]  一個跟隨神的人
[00:16:44.000 --> 00:16:45.000]  可不可以
[00:16:45.000 --> 00:16:47.000]  又或者應不應該
[00:16:47.000 --> 00:16:52.000]  交鬼和行巫術的
[00:16:52.000 --> 00:16:57.000]  應不應該的
[00:16:57.000 --> 00:17:00.000]  我們都不太知道應不應該
[00:17:00.000 --> 00:17:02.000]  應不應該的
[00:17:02.000 --> 00:17:04.000]  我看大家都是零頭的
[00:17:04.000 --> 00:17:07.000]  幸好而已
[00:17:07.000 --> 00:17:09.000]  第二個問題又來了
[00:17:09.000 --> 00:17:12.000]  第二個是一個神學的問題
[00:17:12.000 --> 00:17:17.000]  為什麼數羅可以透過交鬼的婦人
[00:17:17.000 --> 00:17:19.000]  招到薩姆爾上來呢
[00:17:19.000 --> 00:17:23.000]  為什麼可以成功呢
[00:17:23.000 --> 00:17:27.000]  面對著一個這麼難答的問題
[00:17:27.000 --> 00:17:29.000]  或許我們可以先從一個
[00:17:29.000 --> 00:17:32.000]  比較簡單的問題去入手
[00:17:32.000 --> 00:17:35.000]  到底數羅交鬼行巫術招魂的目的
[00:17:35.000 --> 00:17:38.000]  是什麼呢
[00:17:38.000 --> 00:17:41.000]  數羅做盡交鬼行巫術
[00:17:41.000 --> 00:17:43.000]  要見薩姆爾的目的
[00:17:43.000 --> 00:17:46.000]  其實是要尋求耶和華神
[00:17:46.000 --> 00:17:50.000]  是要為著同菲律師人的戰士
[00:17:50.000 --> 00:17:52.000]  去求問耶和華
[00:17:52.000 --> 00:17:53.000]  他很想問神
[00:17:53.000 --> 00:17:55.000]  究竟我怎樣才可以帶領
[00:17:55.000 --> 00:17:57.000]  以色列打這場仗呢
[00:17:57.000 --> 00:18:00.000]  怎樣打才可以勝利呢
[00:18:00.000 --> 00:18:04.000]  怎樣才可以走出這個困局呢
[00:18:04.000 --> 00:18:07.000]  這個是數羅的目的
[00:18:07.000 --> 00:18:11.000]  這個是數羅招魂交鬼的目的
[00:18:11.000 --> 00:18:15.000]  當數羅見到被召上來的薩姆爾的時候
[00:18:15.000 --> 00:18:20.000]  他自己得到的是一個什麼的答案呢
[00:18:20.000 --> 00:18:24.000]  當數羅要求問耶和華神
[00:18:24.000 --> 00:18:26.000]  但是薩姆爾就說
[00:18:26.000 --> 00:18:28.000]  耶和華神已經離開了你
[00:18:28.000 --> 00:18:31.000]  甚至與你為敵
[00:18:31.000 --> 00:18:33.000]  薩姆爾更加反問了數羅一句
[00:18:33.000 --> 00:18:36.000]  你何必要問我呢
[00:18:36.000 --> 00:18:37.000]  意思就是
[00:18:37.000 --> 00:18:42.000]  其實數羅你再問我都沒有用了
[00:18:42.000 --> 00:18:44.000]  當數羅很想問
[00:18:44.000 --> 00:18:48.000]  他究竟應該怎樣去帶領以色列
[00:18:48.000 --> 00:18:49.000]  薩姆爾的回應是
[00:18:49.000 --> 00:18:51.000]  耶和華神已經在你的手裡面
[00:18:51.000 --> 00:18:53.000]  奪去這個國權
[00:18:53.000 --> 00:18:55.000]  賜給了大衛
[00:18:55.000 --> 00:18:57.000]  你還想帶領嗎
[00:18:57.000 --> 00:19:00.000]  其實你已經不能帶領了
[00:19:00.000 --> 00:19:06.000]  這是你自己不聽從神命令的後果
[00:19:06.000 --> 00:19:07.000]  當數羅很想問
[00:19:07.000 --> 00:19:10.000]  以色列怎樣才可以得勝
[00:19:10.000 --> 00:19:12.000]  怎樣才可以走出這個困局
[00:19:12.000 --> 00:19:14.000]  但是薩姆爾的回應就是
[00:19:14.000 --> 00:19:17.000]  耶和華神必將你和以色列人
[00:19:17.000 --> 00:19:18.000]  以色列的軍兵
[00:19:18.000 --> 00:19:21.000]  都交在菲律師人的手裡面
[00:19:21.000 --> 00:19:28.000]  明日你和你的眾子都要落到陰間
[00:19:28.000 --> 00:19:32.000]  表面從字面的意思去看
[00:19:32.000 --> 00:19:37.000]  數羅交鬼和行武術是成功的
[00:19:37.000 --> 00:19:41.000]  因為它真的好像召到薩姆爾上來
[00:19:41.000 --> 00:19:45.000]  但是從數羅交鬼的目的
[00:19:45.000 --> 00:19:50.000]  從數羅和薩姆爾對話的內容去看
[00:19:50.000 --> 00:19:53.000]  數羅交鬼和招魂
[00:19:53.000 --> 00:19:58.000]  到底是成功還是失敗呢
[00:19:58.000 --> 00:20:04.000]  今天有很多人做不合神心意的事情
[00:20:04.000 --> 00:20:07.000]  但是彷彿他們的日子是過得很順利
[00:20:07.000 --> 00:20:09.000]  甚至是平步青雲
[00:20:09.000 --> 00:20:11.000]  我們彷彿見不到神的公義
[00:20:11.000 --> 00:20:13.000]  在現世去彰顯
[00:20:13.000 --> 00:20:15.000]  世界有很多的爭執
[00:20:15.000 --> 00:20:16.000]  很多的衝突
[00:20:16.000 --> 00:20:18.000]  很多的戰事
[00:20:18.000 --> 00:20:20.000]  很多的不義
[00:20:20.000 --> 00:20:23.000]  但是我們見到惡人得財得勢
[00:20:23.000 --> 00:20:25.000]  被人擁戴
[00:20:25.000 --> 00:20:28.000]  善良的人卻被踩在腳下
[00:20:28.000 --> 00:20:31.000]  苟且偷生
[00:20:31.000 --> 00:20:33.000]  正如那位被恐懼
[00:20:33.000 --> 00:20:34.000]  被嫉妒
[00:20:34.000 --> 00:20:35.000]  被慾望
[00:20:35.000 --> 00:20:37.000]  充滿內心的數羅
[00:20:37.000 --> 00:20:40.000]  他此刻依舊坐在皇位上
[00:20:40.000 --> 00:20:42.000]  正如那個交鬼的數羅
[00:20:42.000 --> 00:20:44.000]  又真的見到薩姆爾
[00:20:44.000 --> 00:20:49.000]  但是又正如那個敬畏神憐憫人的大衛
[00:20:49.000 --> 00:20:54.000]  此刻是過著一個被追趕被逼迫的人
[00:20:54.000 --> 00:20:57.000]  但是這段經文所教我們的
[00:20:57.000 --> 00:21:02.000]  其實我們讀經不是讀表面的文字
[00:21:02.000 --> 00:21:07.000]  而是我們讀經是讀字裡面的意思和內容
[00:21:07.000 --> 00:21:10.000]  同樣今天我們看人
[00:21:10.000 --> 00:21:12.000]  看事情
[00:21:12.000 --> 00:21:15.000]  不是單純看表面是不是風光
[00:21:15.000 --> 00:21:17.000]  而是從永恆的角度
[00:21:17.000 --> 00:21:19.000]  從生命的角度
[00:21:19.000 --> 00:21:24.000]  從神價值觀的角度去看
[00:21:24.000 --> 00:21:27.000]  數羅用一個錯誤的方法
[00:21:27.000 --> 00:21:29.000]  他想去尋求神
[00:21:29.000 --> 00:21:31.000]  想去求問神的心意
[00:21:31.000 --> 00:21:32.000]  得夢神的保守
[00:21:32.000 --> 00:21:35.000]  而他用錯方法的結局
[00:21:35.000 --> 00:21:38.000]  就在二十八章二十節
[00:21:38.000 --> 00:21:40.000]  聽到答覆的數羅
[00:21:40.000 --> 00:21:44.000]  猛然碰到挺身在地
[00:21:44.000 --> 00:21:47.000]  恩薩姆爾的話心思懼怕
[00:21:47.000 --> 00:21:48.000]  那一走一夜
[00:21:48.000 --> 00:21:54.000]  沒有吃什麼就毫無力氣
