
[00:00:00.000 --> 00:00:03.880]  好 節目讓我們一齊去聽主的道理
[00:02:31.300 --> 00:02:32.660]  在加拿大是很難得的
[00:02:32.660 --> 00:02:33.940]  在加拿大是很難得的
[00:02:33.940 --> 00:02:35.260]  聊到最後
[00:02:35.260 --> 00:02:37.540]  我們祝福他願他在聖誕節的時候
[00:02:37.540 --> 00:02:38.860]  蒙神的福氣
[00:02:38.860 --> 00:02:42.180]  最後祝福他在聖誕節期間蒙到福氣
[00:02:42.180 --> 00:02:44.180]  所以聖誕這個期間
[00:02:44.180 --> 00:02:45.500]  所以在聖誕期間
[00:02:45.500 --> 00:02:48.380]  其實是給我們基督徒一個很好的機會
[00:02:48.380 --> 00:02:50.180]  是給我們基督徒一個很好的機會
[00:02:50.180 --> 00:02:55.500]  去傳遞甚麼是主耶穌基督來拯救的意義
[00:02:55.500 --> 00:02:59.180]  是傳遞甚麼是主耶穌來到的一個主要的意義
[00:02:59.180 --> 00:03:02.300]  今天我們看到《約翰福音》第一章的時候
[00:03:02.300 --> 00:03:04.580]  今天我們來到《約翰福音》一章的時候
[00:03:04.580 --> 00:03:08.140]  我們一開始其實就提到耶穌基督的存在
[00:03:08.140 --> 00:03:10.540]  一開始就提到耶穌基督的存在
[00:03:10.540 --> 00:03:13.700]  聖經用了一個字「道」來形容耶穌
[00:03:13.700 --> 00:03:16.140]  聖經用了一個字「道」來形容耶穌
[00:03:16.140 --> 00:03:19.980]  這裡說「太初有道 道與神同在 道就是神」
[00:03:19.980 --> 00:03:22.940]  「道太初與神同在」
[00:03:22.940 --> 00:03:26.220]  「太初有道 道與神同在 道就是神」
[00:03:26.220 --> 00:03:28.700]  「道太初與神同在」
[00:03:28.700 --> 00:03:34.300]  一看我們就知道這是一首像詩歌那樣的平排對句
[00:03:34.300 --> 00:03:37.540]  我們一看就好像一個詩歌、一個平排的對比
[00:03:37.540 --> 00:03:39.820]  「道一早存在」
[00:03:39.820 --> 00:03:41.180]  「道一早存在」
[00:03:41.180 --> 00:03:43.300]  「道有同神一起」
[00:03:43.300 --> 00:03:44.980]  「道有同神一起」
[00:03:44.980 --> 00:03:47.660]  「道原來同神是永遠存在」
[00:03:47.660 --> 00:03:49.340]  「道和神永遠存在」
[00:03:49.340 --> 00:03:51.100]  所以在聖誕的期間
[00:03:51.100 --> 00:03:55.140]  如果當我們談論到耶穌基督的時候
[00:03:55.140 --> 00:03:57.260]  如果我們談論到耶穌基督的時候
[00:03:57.260 --> 00:03:59.420]  我們不可以不談道
[00:03:59.420 --> 00:04:02.740]  道就是耶穌和上帝之間的關係
[00:04:02.740 --> 00:04:06.420]  我們不可以不談到道和耶穌和上帝的關係
[00:04:06.420 --> 00:04:09.500]  這個正正是聖誕節的主題
[00:04:09.500 --> 00:04:11.140]  這也是聖誕節的主題
[00:04:11.140 --> 00:04:12.500]  很多時候我們都說
[00:04:12.500 --> 00:04:14.660]  聖誕好像去買禮物送給人一樣
[00:04:14.660 --> 00:04:17.940]  開個派對、喝喝喝、玩玩、開心一下
[00:04:17.940 --> 00:04:20.900]  很多時候我們都以為聖誕只是買禮物送給人
[00:04:20.900 --> 00:04:23.100]  然後去參加派對很開心
[00:04:23.100 --> 00:04:26.820]  其實聖誕整個主題是去讓我們去思想
[00:04:26.820 --> 00:04:30.340]  神祂自己三位一體之間的關係
[00:04:30.340 --> 00:04:32.020]  其實聖誕是讓我們去思考
[00:04:32.020 --> 00:04:34.380]  神祂的三位一體之間的關係
[00:04:34.380 --> 00:04:36.380]  如果我們弄不清楚這個關係的時候
[00:04:36.380 --> 00:04:39.700]  我們過的聖誕其實和其他不信主的人沒甚麼分別
[00:04:39.700 --> 00:04:41.420]  如果我們弄不清這個關係
[00:04:41.420 --> 00:04:44.300]  跟其他人、不信主的人沒有甚麼區別
[00:04:44.300 --> 00:04:47.340]  上帝和耶穌基督創造了這個世界
[00:04:47.340 --> 00:04:49.980]  上帝耶穌投創了這個世界
[00:04:49.980 --> 00:04:52.940]  卻因為聖誕
[00:04:52.940 --> 00:04:56.180]  卻要將這個關係暫時將它分開
[00:04:56.180 --> 00:04:58.140]  因為祂將這個關係暫時分開
[00:04:58.140 --> 00:04:59.940]  祂一向和祂同在的
[00:04:59.940 --> 00:05:01.180]  一直是同在的
[00:05:01.180 --> 00:05:02.820]  為了一個原因
[00:05:02.820 --> 00:05:03.580]  為了一個原因
[00:05:03.580 --> 00:05:04.820]  祂才來到這個世界
[00:05:04.820 --> 00:05:07.380]  暫時要和上帝父神分開
[00:05:07.380 --> 00:05:09.740]  祂來到這個世界暫時與父神分開
[00:05:09.740 --> 00:05:11.140]  有時候我都想起
[00:05:11.140 --> 00:05:11.780]  有時候我在想
[00:05:11.780 --> 00:05:13.500]  好像我和我女兒的關係那樣
[00:05:13.500 --> 00:05:14.860]  好像我和我女兒的關係那樣
[00:05:14.860 --> 00:05:16.860]  我和我女兒的關係是很親密的
[00:05:16.860 --> 00:05:18.780]  我和我女兒的關係很親密
[00:05:18.780 --> 00:05:20.420]  她從小到大跟著我的
[00:05:20.420 --> 00:05:21.740]  從小到大跟著我
[00:05:21.740 --> 00:05:22.620]  她跟著我的時候
[00:05:22.620 --> 00:05:24.100]  她從來都很少說分開的
[00:05:24.100 --> 00:05:25.620]  除了上學
[00:05:25.620 --> 00:05:27.660]  除了上學她一直是跟著我
[00:05:27.660 --> 00:05:29.500]  所以老實說
[00:05:29.500 --> 00:05:31.380]  她去了滿地可讀書
[00:05:31.380 --> 00:05:33.540]  其實對於我們是一個很大的挑戰來的
[00:05:33.540 --> 00:05:37.180]  她去滿地可讀書對我來講是一個很大的挑戰
[00:05:37.180 --> 00:05:39.500]  從來都很少分開這麼長的時間
[00:05:39.500 --> 00:05:41.980]  從小很少分開這麼長的時間
[00:05:41.980 --> 00:05:44.100]  這是第2個來的了 我的兒子
[00:05:44.100 --> 00:05:45.140]  第2個就馬上來了
[00:05:45.140 --> 00:05:46.620]  這個更親
[00:05:46.620 --> 00:05:47.580]  這個更親
[00:05:47.580 --> 00:05:49.620]  她從出生那天開始
[00:05:49.620 --> 00:05:50.340]  從她出生
[00:05:50.340 --> 00:05:52.220]  就陪著我上班
[00:05:52.220 --> 00:05:53.980]  陪著我上班
[00:05:53.980 --> 00:05:55.620]  她就快讀大學了
[00:05:55.620 --> 00:05:57.420]  她馬上要上大學了
[00:05:57.420 --> 00:05:59.260]  有種分離的感覺
[00:05:59.260 --> 00:06:01.220]  為甚麼要有這種分離呢
[00:06:01.220 --> 00:06:03.420]  為甚麼要有這種分離的感覺呢
[00:06:03.420 --> 00:06:05.500]  上帝作為父神
[00:06:05.500 --> 00:06:07.540]  是不是捨得這樣的分開呢
[00:06:07.540 --> 00:06:09.860]  上帝父神是不是也捨得這樣的分開呢
[00:06:09.860 --> 00:06:12.540]  而耶穌也為甚麼要這樣分開呢
[00:06:12.540 --> 00:06:14.380]  而耶穌為甚麼要這樣分開呢
[00:06:14.380 --> 00:06:17.140]  聖誕就是要我們想清楚這個原因
[00:06:17.140 --> 00:06:19.100]  聖誕要我們想這個原因
[00:06:19.100 --> 00:06:20.660]  好好地走在一起的
[00:06:20.660 --> 00:06:21.620]  很好地在一起
[00:06:21.620 --> 00:06:22.980]  為甚麼要走開呢
[00:06:22.980 --> 00:06:23.900]  為甚麼要分開呢
[00:06:23.900 --> 00:06:26.100]  為甚麼耶穌要作為一個創造者
[00:06:26.100 --> 00:06:28.660]  要進入到祂的創造裏面呢
[00:06:28.660 --> 00:06:30.660]  為甚麼耶穌作為一個創造者
[00:06:30.660 --> 00:06:32.700]  而進入到創造之中呢
[00:06:32.700 --> 00:06:34.100]  這個就是聖誕
[00:06:34.100 --> 00:06:36.420]  我們這次希望透過這段聖經
[00:06:36.420 --> 00:06:37.860]  一起思想的題目
[00:06:37.860 --> 00:06:40.220]  這是這個聖誕通過這段聖經呢
[00:06:40.220 --> 00:06:41.500]  一起思考的一個題目
[00:06:41.500 --> 00:06:42.940]  在這段聖經裏面
[00:06:42.940 --> 00:06:43.940]  在這段聖經裏面
[00:06:43.940 --> 00:06:47.100]  談論到耶穌會進入到這個世界當中
[00:06:47.100 --> 00:06:49.100]  談論到耶穌會進入到這個世界當中
[00:06:49.100 --> 00:06:51.060]  在這十二節那裏說
[00:06:51.060 --> 00:06:52.420]  在十二節講
[00:06:52.420 --> 00:06:54.740]  不是 十四節那裏說
[00:06:54.740 --> 00:06:55.540]  十四節說
[00:06:55.540 --> 00:06:58.900]  祂說祂「倒成了肉身 住在我們中間」
[00:06:58.900 --> 00:07:00.660]  倒成了肉身 住在我們中間
[00:07:00.660 --> 00:07:02.740]  為甚麼祂要來到我們中間呢
[00:07:02.740 --> 00:07:04.540]  為甚麼來到我們中間呢
[00:07:04.540 --> 00:07:07.140]  這個世界其實對於耶穌基督理解
[00:07:07.140 --> 00:07:08.580]  其實沒有甚麼好感的
[00:07:08.580 --> 00:07:10.660]  這個世界對於耶穌來講沒有甚麼好感
[00:07:10.660 --> 00:07:15.140]  我們一開始從第一章的第一節至第五節裏面看到
[00:07:15.140 --> 00:07:17.900]  從一開始的一到五節來看到
[00:07:17.900 --> 00:07:19.780]  耶穌在未來這個世界的時候
[00:07:19.780 --> 00:07:21.900]  祂已經知道這個世界對祂不是好的了
[00:07:21.900 --> 00:07:24.340]  耶穌未來到世界之前就知道這個世界對祂不好
[00:07:24.340 --> 00:07:26.220]  不如我們一起再讀多一次好嗎
[00:07:26.220 --> 00:07:27.380]  第一節至第五節
[00:07:27.380 --> 00:07:29.500]  讓我們一起來讀一到五節
[00:07:29.500 --> 00:07:31.260]  好 我們一起讀
[00:07:31.260 --> 00:07:32.940]  太初有道
[00:07:32.940 --> 00:07:34.900]  道與神同在
[00:07:34.900 --> 00:07:36.500]  道就是神
[00:07:36.500 --> 00:07:39.300]  這道太初與神同在
[00:07:39.300 --> 00:07:41.780]  萬物自射在他祖的
[00:07:41.780 --> 00:07:43.220]  凡被造的
[00:07:43.220 --> 00:07:46.340]  沒有一樣不是自射在他祖的
[00:07:46.340 --> 00:07:48.260]  生命在他裏頭
[00:07:48.260 --> 00:07:50.500]  這生命就是人的光
[00:07:50.500 --> 00:07:52.540]  光住在黑暗裏
[00:07:52.540 --> 00:07:55.700]  黑暗卻不接受光
[00:07:55.700 --> 00:07:56.980]  耶穌基督
[00:07:56.980 --> 00:07:58.500]  祂是個創造者
[00:07:58.500 --> 00:08:00.060]  耶穌基督是個創造者
[00:08:00.060 --> 00:08:01.540]  與上帝同在
[00:08:01.540 --> 00:08:02.540]  與上帝同在
[00:08:02.540 --> 00:08:05.020]  但是祂卻來到這個世界裏面
[00:08:05.020 --> 00:08:06.340]  但是祂卻來到這個世界裏面
[00:08:06.340 --> 00:08:07.700]  為甚麼祂要來呢?
[00:08:07.700 --> 00:08:08.620]  為甚麼來呢?
[00:08:08.620 --> 00:08:10.420]  祂明知道一開始
[00:08:10.420 --> 00:08:11.820]  祂是一個生命的光
[00:08:11.820 --> 00:08:12.740]  但是祂來到這個光
[00:08:12.740 --> 00:08:14.140]  根本不會接受祂
[00:08:14.140 --> 00:08:15.700]  祂知道祂是一個生命的光
[00:08:15.700 --> 00:08:19.220]  但是這個世界根本不會接受祂
[00:08:19.220 --> 00:08:20.300]  為甚麼祂要來呢?
[00:08:20.300 --> 00:08:21.860]  為甚麼來呢?
[00:08:21.860 --> 00:08:22.820]  因為一個原因
[00:08:22.820 --> 00:08:25.540]  因為一個原因
[00:08:25.540 --> 00:08:27.980]  因為祂要滿足神
[00:08:27.980 --> 00:08:29.900]  與這個創造原本之間的關係
[00:08:29.900 --> 00:08:31.100]  因為祂要滿足神
[00:08:31.100 --> 00:08:32.780]  與創造之間的關係
[00:08:32.780 --> 00:08:35.900]  現在這個受創造的世界
[00:08:35.900 --> 00:08:37.460]  現在這個受創造的世界
[00:08:37.460 --> 00:08:38.900]  按照聖經所說
[00:08:38.900 --> 00:08:39.420]  按照聖經所說
[00:08:39.420 --> 00:08:41.980]  在祂裏面是黑暗
[00:08:41.980 --> 00:08:43.540]  在祂裏面是黑暗
[00:08:43.540 --> 00:08:45.260]  沒有光
[00:08:45.260 --> 00:08:46.780]  耶穌來到這個世界
[00:08:46.780 --> 00:08:47.900]  耶穌來到這個世界
[00:08:47.900 --> 00:08:49.660]  其實祂有一個功效
[00:08:49.660 --> 00:08:50.940]  或者一個目的
[00:08:50.940 --> 00:08:52.500]  祂有一個目的
[00:08:52.500 --> 00:08:55.580]  是為這個世界提供一個方向
[00:08:55.580 --> 00:08:57.300]  為這個世界提供一個方向
[00:08:57.300 --> 00:08:58.940]  光是有甚麼作用呢?
[00:08:58.940 --> 00:09:00.020]  光有甚麼作用呢?
[00:09:00.020 --> 00:09:00.940]  照明
[00:09:00.940 --> 00:09:01.580]  照明
[00:09:01.580 --> 00:09:02.380]  啟迪
[00:09:02.380 --> 00:09:03.060]  啟迪
[00:09:03.060 --> 00:09:04.460]  讓你知道方向
[00:09:04.460 --> 00:09:05.540]  讓你知道方向
[00:09:05.540 --> 00:09:06.500]  你知不知道
[00:09:06.500 --> 00:09:08.740]  每一次我去露營的時候
[00:09:08.740 --> 00:09:10.180]  每一次去露營
[00:09:10.180 --> 00:09:12.100]  在加拿大露營是真的好
[00:09:12.100 --> 00:09:13.660]  在加拿大露營是真的很好
[00:09:13.660 --> 00:09:15.180]  你真的知道甚麼是露營
[00:09:15.180 --> 00:09:17.260]  那才是甚麼是叫露營
[00:09:17.260 --> 00:09:18.260]  當你去到露營
[00:09:18.260 --> 00:09:19.700]  郊區露營的時候
[00:09:19.700 --> 00:09:22.540]  去郊野露營的時候
[00:09:22.540 --> 00:09:23.500]  很多時候
[00:09:23.500 --> 00:09:25.900]  營地一到晚上就關了燈
[00:09:25.900 --> 00:09:28.620]  營地晚上都是黑漆漆的
[00:09:28.620 --> 00:09:30.900]  如果你要去
[00:09:30.900 --> 00:09:32.620]  洗手間洗澡的話
[00:09:32.620 --> 00:09:34.860]  如果去洗澡的話
[00:09:34.860 --> 00:09:35.860]  洗完澡
[00:09:35.860 --> 00:09:36.580]  回來呢?
[00:09:36.580 --> 00:09:38.580]  你走著走著就開始沒有燈了
[00:09:38.580 --> 00:09:40.980]  走著走著就會沒有燈了
[00:09:40.980 --> 00:09:42.860]  憑甚麼回到你的營地呢?
[00:09:42.860 --> 00:09:44.660]  那你憑甚麼回到你的營地呢?
[00:09:44.660 --> 00:09:45.820]  唯有一樣東西
[00:09:45.820 --> 00:09:46.420]  只有一樣
[00:09:46.420 --> 00:09:47.540]  你還有一個電筒
[00:09:47.540 --> 00:09:48.660]  還有一個手電筒
[00:09:48.660 --> 00:09:50.540]  如果連電筒都沒有的話呢?
[00:09:50.540 --> 00:09:51.940]  如果連手電筒都沒有的話
[00:09:51.940 --> 00:09:53.420]  完全黑暗的話
[00:09:53.420 --> 00:09:54.780]  完全是黑暗的話
[00:09:54.780 --> 00:09:56.260]  沒有辦法走到路
[00:09:56.260 --> 00:09:57.740]  沒有辦法找到路
[00:09:57.740 --> 00:09:59.740]  這個其實就正正是人
[00:09:59.740 --> 00:10:02.140]  在這個創造裏面的現況
[00:10:02.140 --> 00:10:03.460]  這完全是這個人
[00:10:03.460 --> 00:10:04.740]  在這個創造裏的現況
[00:10:04.740 --> 00:10:06.980]  當人在黑暗裏面的時候
[00:10:06.980 --> 00:10:08.020]  當人在黑暗當中
[00:10:08.020 --> 00:10:09.820]  不是代表你沒有才能
[00:10:09.820 --> 00:10:10.700]  不代表你沒有才能
[00:10:10.700 --> 00:10:11.980]  你可以很有才能
[00:10:11.980 --> 00:10:12.700]  你可以很有才能
[00:10:12.700 --> 00:10:14.460]  你甚至是一個好作曲家
[00:10:14.460 --> 00:10:15.740]  你可能是一個好的作曲家
[00:10:15.740 --> 00:10:18.500]  你甚至可以是諾貝爾獎的得主
[00:10:18.500 --> 00:10:19.580]  你可能是諾貝爾獎的得主
[00:10:19.580 --> 00:10:21.140]  但是當你在黑暗的時候
[00:10:21.140 --> 00:10:22.300]  當你在黑暗當中
[00:10:22.300 --> 00:10:23.060]  你根本
[00:10:23.060 --> 00:10:25.220]  你有多好的才能都不能發揮
[00:10:25.220 --> 00:10:27.780]  你有多好的才能都不能發揮
[00:10:27.780 --> 00:10:29.580]  耶穌來到這個世界上
[00:10:29.580 --> 00:10:30.580]  耶穌來到這個世上
[00:10:30.580 --> 00:10:33.420]  就是發揮他原本光這個功能
[00:10:33.420 --> 00:10:35.540]  就是發揮他的光的功能
[00:10:35.540 --> 00:10:37.020]  給我們一個方向
[00:10:37.020 --> 00:10:38.020]  給我們一個方向
[00:10:38.020 --> 00:10:39.580]  知道前面怎樣走
[00:10:39.580 --> 00:10:40.820]  知道前面怎樣走
[00:10:40.820 --> 00:10:42.940]  讓有智慧的人
[00:10:42.940 --> 00:10:43.980]  讓有智慧的人
[00:10:43.980 --> 00:10:46.780]  曉得怎樣跟光而行事
[00:10:46.780 --> 00:10:50.460]  曉得怎樣跟光而行
[00:10:50.460 --> 00:10:52.820]  今天人自從背棄了神之後
[00:10:52.820 --> 00:10:55.900]  在《創世紀》第四章
[00:10:55.900 --> 00:10:58.660]  今天人知道背棄神之後
[00:10:58.660 --> 00:11:00.220]  在《創世紀》第四章
[00:11:00.220 --> 00:11:03.820]  人的智慧就算有多高也好
[00:11:03.820 --> 00:11:05.420]  都是走在黑暗當中
[00:11:05.420 --> 00:11:06.900]  人的智慧有多高呢
[00:11:06.900 --> 00:11:08.100]  都是走在黑暗當中
[00:11:08.100 --> 00:11:09.940]  當人走在黑暗的時候
[00:11:09.940 --> 00:11:11.380]  當人在黑暗當中
[00:11:11.380 --> 00:11:15.060]  不會只是說我妥協了
[00:11:15.060 --> 00:11:17.140]  不會只是說我妥協了
[00:11:17.140 --> 00:11:20.820]  我們會用自己的方法去找一條路出來
[00:11:20.820 --> 00:11:23.180]  我們會用自己的方法去找一條路出來
[00:11:23.180 --> 00:11:25.140]  但是無論你怎樣摸索也好
[00:11:25.140 --> 00:11:26.380]  不管你怎樣摸索
[00:11:26.380 --> 00:11:29.740]  你都只不過是在摸索你自己認為的方向
[00:11:29.740 --> 00:11:32.940]  你都只不過是在摸索你自己認為的方向
[00:11:32.940 --> 00:11:35.700]  結果摸出來的都是很有限
[00:11:35.700 --> 00:11:38.540]  結果摸出來的都是有限的
[00:11:38.540 --> 00:11:41.140]  所以在《創世紀》第四章十二節裏面
[00:11:41.140 --> 00:11:42.540]  所以在《創世紀》第四章十二節裏面
[00:11:42.540 --> 00:11:45.660]  形容到當人犯了罪之後
[00:11:45.660 --> 00:11:47.820]  形容當人犯了罪之後
[00:11:47.820 --> 00:11:50.340]  上帝去審判的時候
[00:11:50.340 --> 00:11:52.820]  給該人的說話是這樣說
[00:11:52.820 --> 00:11:55.380]  上帝審判給該人的話說
[00:11:55.380 --> 00:11:58.740]  祂說你要在這個地上流離飄蕩
[00:11:58.740 --> 00:12:01.180]  祂說你要在這個地上流離飄蕩
[00:12:01.180 --> 00:12:02.580]  甚麼是流離飄蕩
[00:12:02.580 --> 00:12:03.500]  甚麼是流離飄蕩
[00:12:03.500 --> 00:12:04.980]  不是你沒有能力
[00:12:04.980 --> 00:12:06.220]  不是說你沒有能力
[00:12:06.220 --> 00:12:08.660]  不過你到處自己去找
[00:12:08.660 --> 00:12:10.060]  究竟怎樣走這條路
[00:12:10.060 --> 00:12:13.420]  問題是到處自己去找怎樣走這條路
[00:12:13.420 --> 00:12:14.260]  你沒有方向
[00:12:14.260 --> 00:12:17.540]  因為你沒有光指向最終的目的地在哪裏
[00:12:17.540 --> 00:12:18.620]  因為你沒有方向
[00:12:18.620 --> 00:12:20.780]  沒有光指向最終的目標
[00:12:20.780 --> 00:12:24.540]  鄧小慧 上帝其實自那一刻開始很心痛
[00:12:24.540 --> 00:12:26.900]  上帝在最開始是很心痛的
[00:12:26.900 --> 00:12:29.860]  你猜上帝是不是很希望看到人這樣的現象
[00:12:29.860 --> 00:12:33.420]  你猜上帝會不會看到人這樣的現象呢?
[00:12:33.420 --> 00:12:35.220]  我問一下在座的父母
[00:12:35.220 --> 00:12:36.820]  我問一下在座的父母
[00:12:36.820 --> 00:12:41.060]  當你看到你自己的子女行差踏錯的時候
[00:12:41.060 --> 00:12:44.460]  當你看到你的兒女做錯事的時候
[00:12:44.460 --> 00:12:46.300]  你是不是很開心呢?
[00:12:46.300 --> 00:12:48.700]  你是不是很開心呢?
[00:12:48.700 --> 00:12:51.900]  當他小時候做錯事
[00:12:51.900 --> 00:12:52.980]  當他小時候做錯事
[00:12:52.980 --> 00:12:54.180]  你是不是很責心呢?
[00:12:54.180 --> 00:12:56.220]  你是不是很痛心呢?
[00:12:56.220 --> 00:12:58.020]  我們這些叫做小兒科
[00:12:58.020 --> 00:12:59.140]  我們這些都是小兒科
[00:12:59.140 --> 00:13:01.500]  因為都是一個兩個的小孩的痛苦
[00:13:01.500 --> 00:13:04.740]  只是一個兩個的孩子痛苦
[00:13:04.740 --> 00:13:07.780]  上帝所痛苦的是整個人類
[00:13:07.780 --> 00:13:11.140]  上帝所痛苦的是整個人類
[00:13:11.140 --> 00:13:13.420]  上帝和主耶穌基督
[00:13:13.420 --> 00:13:16.300]  由創世的時候一起走在一起
[00:13:16.300 --> 00:13:19.220]  上帝和主耶穌在創世的時候一起走在一起
[00:13:19.220 --> 00:13:21.780]  我相信這個世界沒有一個人比耶穌基督
[00:13:21.780 --> 00:13:24.860]  更明白父神他的心怎樣的痛楚
[00:13:24.860 --> 00:13:26.460]  我相信這個世界沒有一個人
[00:13:26.460 --> 00:13:29.260]  能夠像耶穌一樣懂得父神的痛苦
[00:13:29.260 --> 00:13:32.100]  於是耶穌就這樣想到了
[00:13:32.100 --> 00:13:34.100]  於是耶穌就這樣想到了
[00:13:34.100 --> 00:13:39.620]  用甚麼方法才能使父神有所釋懷呢?
[00:13:39.620 --> 00:13:42.580]  用甚麼方法才能使父神釋懷呢?
[00:13:42.580 --> 00:13:44.580]  於是耶穌怎樣做呢?
[00:13:44.580 --> 00:13:47.660]  於是耶穌是怎樣做的呢?
[00:13:47.660 --> 00:13:49.980]  大家以為耶穌怎樣做呢?
[00:13:49.980 --> 00:13:52.300]  你以為耶穌會怎樣做呢?
[00:13:52.300 --> 00:13:54.500]  三位的神走在一起
[00:13:54.500 --> 00:13:56.940]  三位的神走在一起
[00:13:56.940 --> 00:13:58.380]  去開會聊聊天
[00:13:58.380 --> 00:13:59.660]  去開會聊聊天
[00:13:59.660 --> 00:14:00.860]  耶穌就提出
[00:14:00.860 --> 00:14:03.020]  耶穌就提出
[00:14:03.020 --> 00:14:05.220]  父神你的心我很明白
[00:14:05.220 --> 00:14:07.140]  父神你的心我很明白
[00:14:07.140 --> 00:14:09.780]  能夠真正解決整件事的問題
[00:14:09.780 --> 00:14:11.740]  能夠真正解決整個事件
[00:14:11.740 --> 00:14:12.740]  唯有
[00:14:12.740 --> 00:14:13.820]  唯有
[00:14:13.820 --> 00:14:15.540]  我進入到這個世界裏面
[00:14:15.540 --> 00:14:17.220]  我進到這個世界裏面
[00:14:17.220 --> 00:14:19.460]  去為人贖他的罪
[00:14:19.460 --> 00:14:21.700]  去為人贖他的罪
[00:14:21.700 --> 00:14:23.580]  所以聖經你有沒有留意到
[00:14:23.580 --> 00:14:25.780]  所以聖經你有沒有留意到
[00:14:25.780 --> 00:14:29.860]  有兩個形容耶穌基督來到這個世界的動力
[00:14:29.860 --> 00:14:32.580]  有兩個形容耶穌來到這個世界的動力
[00:14:32.580 --> 00:14:33.420]  第一個動力
[00:14:33.420 --> 00:14:34.660]  第一個動力
[00:14:34.660 --> 00:14:37.900]  就是耶穌基督自己主動來到這個世界裏面
