
[00:00:00.000 --> 00:00:04.000]  大家知不知道我們平時在生活裏面
[00:01:52.000 --> 00:02:00.000]  他就思想怎樣對自己最有利益
[00:02:00.000 --> 00:02:02.000]  兩個賊
[00:02:02.000 --> 00:02:05.000]  他們去打劫的時候才說
[00:02:05.000 --> 00:02:08.000]  如果我們被人捉了你不要攻我出來
[00:02:08.000 --> 00:02:10.000]  兩個賊就算了
[00:02:10.000 --> 00:02:12.000]  我們有義氣的
[00:02:12.000 --> 00:02:13.000]  大家都不攻
[00:02:13.000 --> 00:02:15.000]  我們就有機會
[00:02:15.000 --> 00:02:20.000]  不會被人捉到把柄
[00:02:20.000 --> 00:02:22.000]  我有機會被放
[00:02:22.000 --> 00:02:27.000]  又或者兩個都去指證對方
[00:02:27.000 --> 00:02:32.000]  他是其中一個共謀的賊
[00:02:32.000 --> 00:02:34.000]  兩個都指證對方
[00:02:34.000 --> 00:02:39.000]  兩個人如果要坐牢都要坐重點
[00:02:39.000 --> 00:02:43.000]  但是有些時候人很麻煩
[00:02:43.000 --> 00:02:47.000]  雖然說答應了不攻他出來
[00:02:47.000 --> 00:02:50.000]  但是一個攻一個不攻怎麼辦?
[00:02:50.000 --> 00:02:52.000]  我不是很不利嗎?
[00:02:52.000 --> 00:02:56.000]  意思是說我有義氣不攻他出來
[00:02:56.000 --> 00:02:58.000]  但是對方攻我出來
[00:02:58.000 --> 00:03:01.000]  我變成了大罪
[00:03:01.000 --> 00:03:05.000]  不同的可能性就在籌算籌謀
[00:03:05.000 --> 00:03:09.000]  你會怎樣想?
[00:03:09.000 --> 00:03:14.000]  博弈論其中一個思考方法就是
[00:03:14.000 --> 00:03:20.000]  要想甚麼是對你最大的著數
[00:03:20.000 --> 00:03:22.000]  弟兄姊妹
[00:03:22.000 --> 00:03:24.000]  我們作為人
[00:03:24.000 --> 00:03:26.000]  我們是不是都在想
[00:03:26.000 --> 00:03:31.000]  在我們的生活中怎樣對我們為之最好?
[00:03:31.000 --> 00:03:37.000]  《大聖經》在這一段中說
[00:03:37.000 --> 00:03:40.000]  其實作為人我們去謀事
[00:03:40.000 --> 00:03:42.000]  我們去處理事情
[00:03:42.000 --> 00:03:44.000]  我們有很多不同的籌算
[00:03:44.000 --> 00:03:49.000]  我們都要想一個方式一個方向
[00:03:49.000 --> 00:03:51.000]  但是作為神的子民
[00:03:51.000 --> 00:03:55.000]  作為神的子民一份子
[00:03:55.000 --> 00:03:57.000]  我們怎樣去思想
[00:03:57.000 --> 00:04:02.000]  究竟神是以一個甚麼準則一個標準
[00:04:02.000 --> 00:04:07.000]  成為我們行事為人的一個子人
[00:04:07.000 --> 00:04:09.000]  弟兄姊妹
[00:04:09.000 --> 00:04:12.000]  如果我們看這一段聖經
[00:04:12.000 --> 00:04:15.000]  就很清楚了
[00:04:15.000 --> 00:04:18.000]  今天有沒有人吃漢堡包?
[00:04:18.000 --> 00:04:21.000]  有沒有人吃三文治?
[00:04:21.000 --> 00:04:28.000]  這段聖經是很典型的三文治的表達方式
[00:04:28.000 --> 00:04:34.000]  又或者我們看聖經要學一種文學的詮釋技巧
[00:04:34.000 --> 00:04:37.000]  它很公正的
[00:04:37.000 --> 00:04:41.000]  第一節、第二節、第三節
[00:04:41.000 --> 00:04:43.000]  就是麵包的部分
[00:04:43.000 --> 00:04:47.000]  四、五、六
[00:04:47.000 --> 00:04:49.000]  就是餡的部分
[00:04:49.000 --> 00:04:51.000]  七、八、九
[00:04:51.000 --> 00:04:53.000]  又再重複
[00:04:53.000 --> 00:04:55.000]  又是麵包的部分
[00:04:55.000 --> 00:04:57.000]  看第一節、三節
[00:04:57.000 --> 00:04:59.000]  在我們的生命裏面
[00:04:59.000 --> 00:05:01.000]  聖經這一段就說
[00:05:01.000 --> 00:05:02.000]  人就會謀算
[00:05:02.000 --> 00:05:03.000]  我們會想事情
[00:05:03.000 --> 00:05:06.000]  但是最終當我們去應對的時候
[00:05:06.000 --> 00:05:08.000]  我們真的去思想問題的時候
[00:05:08.000 --> 00:05:12.000]  最終都是出於妖或神
[00:05:12.000 --> 00:05:14.000]  然後人在我們的生活裏面
[00:05:14.000 --> 00:05:17.000]  人當然認為自己所行的
[00:05:17.000 --> 00:05:22.000]  在神的眼中都是正的
[00:05:22.000 --> 00:05:24.000]  都是純潔的
[00:05:24.000 --> 00:05:30.000]  但是神卻是看我們的內心
[00:05:30.000 --> 00:05:32.000]  神看我們的內心
[00:05:32.000 --> 00:05:34.000]  原來當我們看我們自己的行為
[00:05:34.000 --> 00:05:37.000]  當我們看我們自己的想法是最正的時候
[00:05:37.000 --> 00:05:39.000]  神都會問我們一個問題
[00:05:39.000 --> 00:05:42.000]  究竟你的心是怎樣想的?
[00:05:42.000 --> 00:05:44.000]  這個法則很清楚
[00:05:44.000 --> 00:05:47.000]  神看人的內心
[00:05:47.000 --> 00:05:49.000]  在撒慕爾記上
[00:05:49.000 --> 00:05:53.000]  當撒慕爾去找神的僕人
[00:05:53.000 --> 00:05:59.000]  要去找神所揀選的僕人的時候
[00:05:59.000 --> 00:06:04.000]  在撒慕爾記上的第十章第七節
[00:06:04.000 --> 00:06:06.000]  告訴撒慕爾
[00:06:06.000 --> 00:06:08.000]  你不要看人的外貌
[00:06:08.000 --> 00:06:11.000]  你不要看表面
[00:06:11.000 --> 00:06:16.000]  神是看人的內心
[00:06:16.000 --> 00:06:20.000]  在這裏當我們看這段經文的時候
[00:06:20.000 --> 00:06:23.000]  就很清楚
[00:06:23.000 --> 00:06:28.000]  舌頭應對其實是在回答祈求的時候
[00:06:28.000 --> 00:06:30.000]  又或者我們籌算很多東西
[00:06:30.000 --> 00:06:33.000]  但最終是神感動我們去說的
[00:06:33.000 --> 00:06:36.000]  感動我們的說話都是從神而來
[00:06:36.000 --> 00:06:38.000]  人我們有很多不同的方式
[00:06:38.000 --> 00:06:40.000]  我們要去計算
[00:06:40.000 --> 00:06:41.000]  我們要去策劃
[00:06:41.000 --> 00:06:43.000]  我們要去看將來
[00:06:43.000 --> 00:06:45.000]  但肅神的人一定要知道
[00:06:45.000 --> 00:06:48.000]  一定要明白
[00:06:48.000 --> 00:06:50.000]  前面我們所計劃的
[00:06:50.000 --> 00:06:54.000]  都需要交託給我們的主
[00:06:54.000 --> 00:06:56.000]  我們的神
[00:06:56.000 --> 00:06:58.000]  所以人在生活裏
[00:06:58.000 --> 00:06:59.000]  我們就要學一件事
[00:06:59.000 --> 00:07:00.000]  我們不要理他
[00:07:00.000 --> 00:07:04.000]  我們所計劃的是成功還是失敗
[00:07:04.000 --> 00:07:05.000]  我們要負上我們的責任
[00:07:05.000 --> 00:07:06.000]  我們要去計劃
[00:07:06.000 --> 00:07:07.000]  我們要去思想
[00:07:07.000 --> 00:07:10.000]  但最終承擔的責任
[00:07:10.000 --> 00:07:13.000]  如果我們是肅神的子民
[00:07:13.000 --> 00:07:16.000]  就只有我們這位主這位神
[00:07:16.000 --> 00:07:20.000]  他會負責終極的責任
[00:07:20.000 --> 00:07:24.000]  但人就要盡我們的能力
[00:07:24.000 --> 00:07:30.000]  成敗我們可以交託給我們的主
[00:07:30.000 --> 00:07:31.000]  我們的神
[00:07:31.000 --> 00:07:33.000]  所以第三節他說你要交託耶和華
[00:07:33.000 --> 00:07:35.000]  交託這個字的意思是甚麼
[00:07:35.000 --> 00:07:37.000]  意思就是轉回
[00:07:37.000 --> 00:07:39.000]  你一轉手就交給神
[00:07:39.000 --> 00:07:40.000]  你去想
[00:07:40.000 --> 00:07:41.000]  你想這件事
[00:07:41.000 --> 00:07:42.000]  想這個計劃
[00:07:42.000 --> 00:07:43.000]  想我將來
[00:07:43.000 --> 00:07:44.000]  想我明天要做甚麼
[00:07:44.000 --> 00:07:45.000]  想完之後
[00:07:45.000 --> 00:07:46.000]  計劃完之後
[00:07:46.000 --> 00:07:48.000]  你就交給神
[00:07:48.000 --> 00:07:53.000]  願神的旨意是去成就
[00:07:53.000 --> 00:07:54.000]  一轉手
[00:07:54.000 --> 00:07:57.000]  原文就是將一個思想員
[00:07:57.000 --> 00:07:59.000]  轉手交託
[00:07:59.000 --> 00:08:02.000]  一轉手就給神
[00:08:02.000 --> 00:08:05.000]  這個也是一個很大的學習
[00:08:05.000 --> 00:08:08.000]  因為這個社會這個世代
[00:08:08.000 --> 00:08:10.000]  在我們的生活裡
[00:08:10.000 --> 00:08:13.000]  我們都說人都要靠自己
[00:08:13.000 --> 00:08:18.000]  要在我們的思想意念裡去學習
[00:08:18.000 --> 00:08:21.000]  盡我們自己的能力
[00:08:21.000 --> 00:08:23.000]  盡我們自己的計劃
[00:08:23.000 --> 00:08:24.000]  一切的事情
[00:08:24.000 --> 00:08:27.000]  成功失敗都很在乎自己
[00:08:27.000 --> 00:08:28.000]  這個世代
[00:08:28.000 --> 00:08:30.000]  如果是信自己的時候
[00:08:30.000 --> 00:08:33.000]  我們就將所有的責任
[00:08:33.000 --> 00:08:35.000]  放在自己身上
[00:08:35.000 --> 00:08:38.000]  但是肅神的人
[00:08:38.000 --> 00:08:40.000]  我們作為神的子民
[00:08:40.000 --> 00:08:42.000]  就不應該這樣看
[00:08:42.000 --> 00:08:43.000]  你所做的
[00:08:43.000 --> 00:08:44.000]  要交託
[00:08:44.000 --> 00:08:46.000]  你所謀的
[00:08:46.000 --> 00:08:48.000]  就必建立
[00:08:48.000 --> 00:08:51.000]  所以很在乎我們的謀算
[00:08:51.000 --> 00:08:52.000]  我們的策劃
[00:08:52.000 --> 00:08:55.000]  是在乎我們的神
[00:08:55.000 --> 00:08:58.000]  你是否對準神
[00:08:58.000 --> 00:09:01.000]  還是你對準自己
[00:09:01.000 --> 00:09:07.000]  還是你以自己的利益為依歸
[00:09:07.000 --> 00:09:09.000]  頂姐妹
[00:09:09.000 --> 00:09:11.000]  當我們所做的
[00:09:11.000 --> 00:09:12.000]  是去交託的時候
[00:09:12.000 --> 00:09:14.000]  這裡說就必建立
[00:09:14.000 --> 00:09:16.000]  我們就去學了
[00:09:16.000 --> 00:09:18.000]  原來當我們籌算
[00:09:18.000 --> 00:09:19.000]  我們去想
[00:09:19.000 --> 00:09:20.000]  我們思想的時候
[00:09:20.000 --> 00:09:22.000]  要學習
[00:09:22.000 --> 00:09:24.000]  我們的策劃
[00:09:24.000 --> 00:09:25.000]  是在乎我們
[00:09:25.000 --> 00:09:29.000]  最終卻是在乎神
[00:09:29.000 --> 00:09:32.000]  所以有其他兩個中文翻譯
[00:09:32.000 --> 00:09:33.000]  詩高譯本就說
[00:09:33.000 --> 00:09:36.000]  內心策劃在人
[00:09:36.000 --> 00:09:39.000]  英文卻在於上主
[00:09:39.000 --> 00:09:41.000]  然後中文譯本就說
[00:09:41.000 --> 00:09:43.000]  策劃在人
[00:09:43.000 --> 00:09:47.000]  決斷在乎上主
[00:09:47.000 --> 00:09:49.000]  頂姐妹
[00:09:49.000 --> 00:09:53.000]  這個是我們的信仰
[00:09:53.000 --> 00:09:56.000]  這個是我們的神學
[00:09:56.000 --> 00:09:59.000]  有沒有聽過人定勝天
[00:09:59.000 --> 00:10:02.000]  哪些人會這樣說
[00:10:02.000 --> 00:10:05.000]  人定勝天
[00:10:05.000 --> 00:10:07.000]  很高傲的那些
[00:10:07.000 --> 00:10:10.000]  很傲慢的那些
[00:10:10.000 --> 00:10:13.000]  以為他擁有所有的能力
[00:10:13.000 --> 00:10:14.000]  權力的人
[00:10:14.000 --> 00:10:17.000]  所以他說人定勝天
[00:10:17.000 --> 00:10:23.000]  勝天
[00:10:23.000 --> 00:10:27.000]  這是一個很傲慢的狀語
[00:10:27.000 --> 00:10:29.000]  頂姐妹
[00:10:29.000 --> 00:10:31.000]  今天我們只會知道
[00:10:31.000 --> 00:10:33.000]  上帝的意念
[00:10:33.000 --> 00:10:36.000]  高過我們的意念
[00:10:36.000 --> 00:10:39.000]  我們要負責任地去計劃
[00:10:39.000 --> 00:10:41.000]  去籌算
[00:10:41.000 --> 00:10:42.000]  但是記得
[00:10:42.000 --> 00:10:43.000]  神
[00:10:43.000 --> 00:10:45.000]  這個是祂的心意的時候
[00:10:45.000 --> 00:10:48.000]  祂就會建立和成就
[00:10:48.000 --> 00:10:49.000]  頂姐妹
[00:10:49.000 --> 00:10:51.000]  這個是不是你的學習呢
[00:10:51.000 --> 00:10:54.000]  一節三節
[00:10:54.000 --> 00:10:56.000]  第一層麵包
[00:10:56.000 --> 00:10:58.000]  第二層餡料
[00:10:58.000 --> 00:11:00.000]  喜歡吃什麼餡料
[00:11:00.000 --> 00:11:02.000]  芝士火腿
[00:11:02.000 --> 00:11:04.000]  竹三兩
[00:11:04.000 --> 00:11:06.000]  魚柳
[00:11:06.000 --> 00:11:10.000]  這個餡料在第四節到第六節
[00:11:10.000 --> 00:11:12.000]  耶和華做萬物
[00:11:12.000 --> 00:11:14.000]  各適其用
[00:11:14.000 --> 00:11:16.000]  很特別
[00:11:16.000 --> 00:11:19.000]  這個世界有好人有壞人
[00:11:19.000 --> 00:11:20.000]  然後說
[00:11:20.000 --> 00:11:23.000]  惡人也有他的作用
[00:11:23.000 --> 00:11:25.000]  有時候在這個處境
[00:11:25.000 --> 00:11:28.000]  惡人也是為我們禍患的日子所做
[00:11:28.000 --> 00:11:29.000]  有時候我們知道
[00:11:29.000 --> 00:11:33.000]  這個世界當然有很多不好的人
[00:11:33.000 --> 00:11:38.000]  你知不知道在你工作的環境
[00:11:38.000 --> 00:11:40.000]  在你的生活的環境
[00:11:40.000 --> 00:11:42.000]  都有很多不同的惡人
[00:11:42.000 --> 00:11:45.000]  但是在一個特別的處境裏面
[00:11:45.000 --> 00:11:47.000]  原來在這裏說
[00:11:47.000 --> 00:11:49.000]  惡人也是神所做的
[00:11:49.000 --> 00:11:50.000]  我們就想
[00:11:50.000 --> 00:11:52.000]  究竟為什麼會這樣
[00:11:52.000 --> 00:11:54.000]  在聖經去到第五節
[00:11:54.000 --> 00:11:58.000]  如果中間的節真是餡中之餡
[00:11:58.000 --> 00:12:00.000]  第五節我們就要留意了
[00:12:00.000 --> 00:12:03.000]  凡心裡驕傲
[00:12:03.000 --> 00:12:05.000]  是耶和華所憎惡
[00:12:05.000 --> 00:12:07.000]  擊掌保證
[00:12:07.000 --> 00:12:09.000]  他難免受罰
[00:12:09.000 --> 00:12:12.000]  擊掌保證和合本用連手
[00:12:12.000 --> 00:12:13.000]  連手
[00:12:13.000 --> 00:12:15.000]  意思就是說
[00:12:15.000 --> 00:12:16.000]  包佈你
[00:12:16.000 --> 00:12:19.000]  連手的意思就是
[00:12:19.000 --> 00:12:20.000]  他的手指指著你
[00:12:20.000 --> 00:12:22.000]  保證你
[00:12:22.000 --> 00:12:24.000]  保證什麼呢
[00:12:24.000 --> 00:12:26.000]  心裡驕傲的人
[00:12:26.000 --> 00:12:29.000]  難免受罰
[00:12:29.000 --> 00:12:31.000]  弟兄姊妹
[00:12:31.000 --> 00:12:35.000]  這個就是神在這段經文裏面
[00:12:35.000 --> 00:12:37.000]  告訴我們知道
[00:12:37.000 --> 00:12:40.000]  原來這位神喜歡什麼呢
[00:12:40.000 --> 00:12:42.000]  喜歡人
[00:12:42.000 --> 00:12:44.000]  在他裏面
[00:12:44.000 --> 00:12:47.000]  有一份謙卑
[00:12:47.000 --> 00:12:50.000]  他會斥責
[00:12:50.000 --> 00:12:53.000]  又或者是刑罰
[00:12:53.000 --> 00:12:56.000]  一些心裏驕傲的人
[00:12:56.000 --> 00:12:58.000]  如果當我們在生活裏面
[00:12:58.000 --> 00:13:00.000]  我們知道
[00:13:00.000 --> 00:13:01.000]  什麼是驕傲
[00:13:01.000 --> 00:13:03.000]  什麼是謙卑的時候
[00:13:03.000 --> 00:13:05.000]  我們就要曉得的
[00:13:05.000 --> 00:13:07.000]  謹慎自守
[00:13:07.000 --> 00:13:12.000]  在弟兄姊講到是搖滑憎惡的
[00:13:12.000 --> 00:13:13.000]  是驕傲的人
[00:13:13.000 --> 00:13:14.000]  然後跟著說
[00:13:14.000 --> 00:13:16.000]  因慈愛和信實
[00:13:16.000 --> 00:13:18.000]  罪孽不淑
[00:13:18.000 --> 00:13:20.000]  敬畏搖滑的
[00:13:20.000 --> 00:13:22.000]  遠離惡事
[00:13:22.000 --> 00:13:26.000]  贖罪有什麼方法呢
[00:13:26.000 --> 00:13:31.000]  認罪悔改對不對
[00:13:31.000 --> 00:13:34.000]  贖罪有什麼方法呢
[00:13:34.000 --> 00:13:36.000]  你犯了過失
[00:13:36.000 --> 00:13:37.000]  犯了罪之後
[00:13:37.000 --> 00:13:43.000]  你可不可以跟著奉獻去贖罪呢
[00:13:43.000 --> 00:13:46.000]  都可以
[00:13:46.000 --> 00:13:50.000]  不過最重要是你有一種悔改的心
[00:13:50.000 --> 00:13:54.000]  重點是你有一個悔改的心
[00:13:54.000 --> 00:13:55.000]  什麼是贖罪呢
[00:13:55.000 --> 00:13:57.000]  贖這個字
[00:13:57.000 --> 00:14:01.000]  原來的意思是一種遮蓋
[00:14:01.000 --> 00:14:03.000]  抹去的意思
[00:14:03.000 --> 00:14:07.000]  但是贖罪最重要的是什麼呢
[00:14:07.000 --> 00:14:14.000]  主耶穌面對行淫的婦人
[00:14:14.000 --> 00:14:16.000]  當人要去扔她的時候
[00:14:16.000 --> 00:14:18.000]  找石頭扔她的時候
[00:14:18.000 --> 00:14:20.000]  跟著就說
[00:14:20.000 --> 00:14:23.000]  我不定你的罪
[00:14:23.000 --> 00:14:26.000]  你不要再犯罪
[00:14:26.000 --> 00:14:30.000]  原來贖罪很重要的就是
[00:14:30.000 --> 00:14:37.000]  在我們的生活裡是避免連續的犯罪
[00:14:37.000 --> 00:14:45.000]  避免連續的犯罪
[00:14:45.000 --> 00:14:48.000]  丁子妹
[00:14:48.000 --> 00:14:49.000]  第二節她說
[00:14:49.000 --> 00:14:53.000]  心裡驕傲的人是搖滑所增
[00:14:53.000 --> 00:14:58.000]  然後叫我們不要犯罪
[00:14:58.000 --> 00:15:02.000]  贖罪的其中一個方式
[00:15:02.000 --> 00:15:05.000]  很重要的就是你犯了一件事
[00:15:05.000 --> 00:15:06.000]  神赦免了你
[00:15:06.000 --> 00:15:10.000]  然後你不要再犯同樣的罪
[00:15:10.000 --> 00:15:13.000]  真正的除罪不是你奉獻多少
[00:15:13.000 --> 00:15:14.000]  不是制生
[00:15:14.000 --> 00:15:16.000]  而是你自己
[00:15:16.000 --> 00:15:18.000]  在你自己信了耶穌之後
[00:15:18.000 --> 00:15:20.000]  你那個正直的行為
[00:15:20.000 --> 00:15:23.000]  你的持畏的工作
[00:15:23.000 --> 00:15:28.000]  丁子妹在這一段裡
[00:15:28.000 --> 00:15:35.000]  告訴她持愛和信實
[00:15:35.000 --> 00:15:38.000]  持愛有一份恩慈
[00:15:38.000 --> 00:15:41.000]  信實有一些翻譯是直譯
[00:15:41.000 --> 00:15:44.000]  是真理又或者誠實
[00:15:44.000 --> 00:15:46.000]  原來今天我們信了耶穌的人
[00:15:46.000 --> 00:15:48.000]  我們屬神的人
[00:15:48.000 --> 00:15:49.000]  我們的品格
[00:15:49.000 --> 00:15:50.000]  我們的品行
[00:15:50.000 --> 00:15:53.000]  就彰顯了神的救恩
[00:15:53.000 --> 00:15:55.000]  祂的大能在我們身上
[00:15:55.000 --> 00:16:01.000]  彰顯在我們生命裡的改變
[00:16:01.000 --> 00:16:04.000]  這是我們很重要
[00:16:04.000 --> 00:16:06.000]  需要銘記的
[00:16:06.000 --> 00:16:08.000]  然後第六節
[00:16:08.000 --> 00:16:10.000]  持愛信實
[00:16:10.000 --> 00:16:12.000]  罪孽得贖
[00:16:12.000 --> 00:16:16.000]  這一句很多時候都見到
[00:16:16.000 --> 00:16:18.000]  經威又說遠離惡事
[00:16:18.000 --> 00:16:19.000]  我喜歡英文的翻譯
[00:16:19.000 --> 00:16:20.000]  遠離惡事
[00:16:20.000 --> 00:16:22.000]  Avoid evil
[00:16:22.000 --> 00:16:26.000]  遠離惡事好像與你無關
[00:16:26.000 --> 00:16:28.000]  那些惡事我不參與
[00:16:28.000 --> 00:16:30.000]  但更加重要的是
[00:16:30.000 --> 00:16:34.000]  避免在惡事裡有份
[00:16:34.000 --> 00:16:37.000]  丁子妹曾言有多少次說
[00:16:37.000 --> 00:16:39.000]  敬畏耶和華
[00:16:39.000 --> 00:16:41.000]  曾言
[00:16:41.000 --> 00:16:43.000]  有沒有研究過
[00:16:43.000 --> 00:16:46.000]  有沒有去數過
[00:16:46.000 --> 00:16:49.000]  十六次
[00:16:49.000 --> 00:16:52.000]  丁子妹曾言有十六次
[00:16:52.000 --> 00:16:54.000]  丁子妹
[00:16:54.000 --> 00:16:56.000]  重複說的是不是都想你做
[00:16:56.000 --> 00:16:57.000]  爸爸媽媽
[00:16:57.000 --> 00:16:58.000]  你是不是有時候很嘮叨
[00:16:58.000 --> 00:17:00.000]  經常叫子女
[00:17:00.000 --> 00:17:01.000]  說完又說
[00:17:01.000 --> 00:17:02.000]  說完又說
[00:17:02.000 --> 00:17:04.000]  吃飯 睡覺 做功課
[00:17:04.000 --> 00:17:06.000]  常常都是重複的
[00:17:06.000 --> 00:17:08.000]  重複的東西是不是多數都重要
[00:17:08.000 --> 00:17:10.000]  有時候很沉的
[00:17:10.000 --> 00:17:12.000]  但是這裡真的很沉
[00:17:12.000 --> 00:17:13.000]  神又告訴我們
[00:17:13.000 --> 00:17:17.000]  敬畏耶和華遠離惡事
[00:17:17.000 --> 00:17:19.000]  丁子妹
[00:17:19.000 --> 00:17:23.000]  如果曾言提到敬畏耶和華
[00:17:23.000 --> 00:17:25.000]  有十六次的時候
[00:17:25.000 --> 00:17:26.000]  這裡其中一樣
[00:17:26.000 --> 00:17:29.000]  如果你是敬畏耶和華就要遠離惡事
[00:17:29.000 --> 00:17:31.000]  丁子妹
[00:17:31.000 --> 00:17:34.000]  我們怎樣去學習呢
[00:17:34.000 --> 00:17:36.000]  當然其中一樣就是說
[00:17:36.000 --> 00:17:39.000]  我們心中的驕傲
[00:17:39.000 --> 00:17:42.000]  驕傲的人會怎樣
[00:17:42.000 --> 00:17:47.000]  驕傲的人會怎樣
[00:17:47.000 --> 00:17:50.000]  自以為是
[00:17:50.000 --> 00:17:52.000]  你做得對
[00:17:52.000 --> 00:17:54.000]  你不會犯錯
[00:17:54.000 --> 00:17:55.000]  對不對
[00:17:55.000 --> 00:17:57.000]  你不會犯錯的
[00:17:57.000 --> 00:17:59.000]  很強橫的
[00:17:59.000 --> 00:18:01.000]  我說了你就要聽
[00:18:01.000 --> 00:18:03.000]  我說了這句你就follow
[00:18:03.000 --> 00:18:08.000]  謙卑的人呢
[00:18:08.000 --> 00:18:11.000]  謙卑的人和驕傲的人有什麼分別呢
[00:18:11.000 --> 00:18:14.000]  心中驕傲的人目空一切
[00:18:14.000 --> 00:18:19.000]  當然他不會將神放在心裡面
[00:18:19.000 --> 00:18:21.000]  在他們生命裡面
[00:18:21.000 --> 00:18:25.000]  當然沒有一件事叫敬畏上帝
[00:18:25.000 --> 00:18:28.000]  人如果是這樣的時間
[00:18:28.000 --> 00:18:34.000]  就是我們和幻的開始
[00:18:34.000 --> 00:18:42.000]  聖經這裡去斥責心裡驕傲的人
[00:18:42.000 --> 00:18:44.000]  我保證你一定會受罰
[00:18:44.000 --> 00:18:48.000]  但其實卻是讚賞謙卑的人
[00:18:48.000 --> 00:18:50.000]  所以今天如果你和我說
[00:18:50.000 --> 00:18:52.000]  我們是有智慧的時候
[00:18:52.000 --> 00:18:53.000]  我們就要學
[00:18:53.000 --> 00:18:59.000]  怎樣學習基督有一份謙卑的心
[00:18:59.000 --> 00:19:08.000]  丁子梅,在神面前我們能夠謙卑
[00:19:08.000 --> 00:19:15.000]  我們就不會在眾人裡面驕傲去行事
[00:19:15.000 --> 00:19:18.000]  唯有傲慢的人
[00:19:18.000 --> 00:19:22.000]  只認為自己有權去做
[00:19:22.000 --> 00:19:25.000]  或者去行他所想
[00:19:25.000 --> 00:19:30.000]  甚至那件惡事
[00:19:30.000 --> 00:19:35.000]  謙卑的人會怎樣?
[00:19:35.000 --> 00:19:41.000]  謙卑的人會怎樣?
[00:19:41.000 --> 00:19:45.000]  一般是說話少一點
[00:19:45.000 --> 00:19:47.000]  會聆聽多一點
[00:19:47.000 --> 00:19:50.000]  丁子梅,你喜歡和你的朋友聊天
[00:19:50.000 --> 00:19:51.000]  他一邊說一邊說
[00:19:51.000 --> 00:19:54.000]  還是多一點是他聽你說
[00:19:54.000 --> 00:19:59.000]  我講一般的情況
[00:19:59.000 --> 00:20:03.000]  謙卑的人都會善於聆聽
[00:20:03.000 --> 00:20:07.000]  謙卑的人
[00:20:07.000 --> 00:20:13.000]  聖經在另外一個地方說
[00:20:13.000 --> 00:20:16.000]  控制你的脾氣強於取誠
[00:20:16.000 --> 00:20:21.000]  有時候人最難克服自己的就是脾氣
[00:20:21.000 --> 00:20:25.000]  有時候我都會想人為何會發脾氣
[00:20:25.000 --> 00:20:28.000]  除了睡眠不足之外
[00:20:28.000 --> 00:20:30.000]  睡眠不足是否比較暴躁
[00:20:30.000 --> 00:20:33.000]  是否你的容忍度會低一點
[00:20:33.000 --> 00:20:39.000]  但有時候人的性情和情緒不受自己控制
[00:20:39.000 --> 00:20:40.000]  這是另一回事
[00:20:40.000 --> 00:20:43.000]  但如果他可以控制都不控制的時候
[00:20:43.000 --> 00:20:51.000]  這是一般不是謙卑的人有的表現
[00:20:51.000 --> 00:20:55.000]  丁子梅,我們只會相信
[00:20:55.000 --> 00:20:59.000]  神掌控這個世界一切
[00:20:59.000 --> 00:21:05.000]  我們作為人就需要保持一份謙遜、謙卑
[00:21:05.000 --> 00:21:08.000]  如果我們看第十六章有個概括
