
[00:00:00.000 --> 00:00:03.560]  各位親愛的弟兄姊妹們 平安
[00:05:18.120 --> 00:05:23.520]  我們跟隨主的人要跟主有同一的心
[00:05:23.520 --> 00:05:29.600]  就是有同一的思想心智跟態度
[00:05:29.600 --> 00:05:32.000]  正言我們一起讀好不好
[00:05:32.000 --> 00:05:36.920]  你要謹守你的心勝過謹守一切
[00:05:36.920 --> 00:05:41.680]  因為生命的泉源由此而出
[00:05:41.680 --> 00:05:45.680]  生命的泉源心是我們生命的泉源
[00:05:45.680 --> 00:05:49.640]  所以如果說我們要效法耶穌的生命的時候
[00:05:49.640 --> 00:05:53.120]  那我們一定要效法耶穌的心對不對
[00:05:53.120 --> 00:05:57.520]  因為心是生命的泉源
[00:05:57.520 --> 00:06:01.520]  那效法心就是說一切從心而發
[00:06:01.520 --> 00:06:03.480]  那我們跟隨耶穌的人
[00:06:03.480 --> 00:06:08.160]  我們就不是只是停留在一些外在的行為
[00:06:08.160 --> 00:06:10.680]  那什麼叫做外在的行為
[00:06:10.680 --> 00:06:15.520]  比如說那我們可能是非常的喜歡讀聖經的
[00:06:15.520 --> 00:06:18.440]  我們經常可能參加不同的課程
[00:06:18.440 --> 00:06:19.760]  讀了很多聖經
[00:06:19.760 --> 00:06:20.840]  我們每一天每一天
[00:06:20.840 --> 00:06:24.880]  我們腦袋裡面聖經的知識越來越多
[00:06:24.880 --> 00:06:27.280]  但是更重要的我想
[00:06:27.280 --> 00:06:30.640]  就是要把我們讀的聖經的知識
[00:06:30.640 --> 00:06:36.280]  從我們的腦袋裡面傳到我們的心裡面
[00:06:36.280 --> 00:06:40.160]  然後從我們的心裡面求聖靈幫助我們
[00:06:40.160 --> 00:06:44.000]  有能力把這個真理去活出來
[00:06:44.000 --> 00:06:46.120]  這效法耶穌
[00:06:46.120 --> 00:06:48.520]  那我們可能就經常我們上教會
[00:06:48.520 --> 00:06:50.640]  每個星期我們都上教會
[00:06:50.640 --> 00:06:51.920]  我們參加活動
[00:06:51.920 --> 00:06:56.080]  甚至我們很積極的無視、侍奉神
[00:06:56.080 --> 00:06:58.520]  但是我想
[00:06:58.520 --> 00:07:02.640]  耶穌基督祂最喜歡看到的
[00:07:02.640 --> 00:07:05.600]  可能不一定只是我們在教會裡面
[00:07:05.600 --> 00:07:08.360]  我的表現很好、很積極
[00:07:08.360 --> 00:07:11.640]  我想耶穌更想看到的就是
[00:07:11.640 --> 00:07:13.800]  當我們離開了教會
[00:07:13.800 --> 00:07:15.480]  回到我們的家裡
[00:07:15.480 --> 00:07:17.440]  在我們工作的地方
[00:07:17.440 --> 00:07:20.480]  我們是怎麼樣的?怎麼樣的一個人?
[00:07:20.480 --> 00:07:25.280]  或者是在祕師裡面沒有人看到的時候
[00:07:25.280 --> 00:07:27.560]  我們是一個怎麼樣的人?
[00:07:27.560 --> 00:07:29.920]  所以我想我們的耶穌
[00:07:29.920 --> 00:07:36.760]  祂最喜歡、最重視的是我們的生命
[00:07:36.760 --> 00:07:38.480]  我們叫Being
[00:07:38.480 --> 00:07:42.360]  不是只是我們的一些行為
[00:07:42.360 --> 00:07:44.920]  外在的行為,Doing
[00:07:44.920 --> 00:07:50.120]  所以弟兄姊妹我想要效法耶穌
[00:07:50.120 --> 00:07:54.240]  讓我們以基督的心為心開始
[00:07:54.240 --> 00:07:58.440]  求神把一切我們讀到的聖經的真理
[00:07:58.440 --> 00:08:01.760]  轉化成我們心裡面
[00:08:01.760 --> 00:08:06.680]  再由聖靈的幫助要把它活出來
[00:08:06.680 --> 00:08:10.240]  好不好?所以第一點就是
[00:08:10.240 --> 00:08:12.000]  我們要先明白
[00:08:12.000 --> 00:08:17.120]  我們要有基督的心智、思想
[00:08:17.120 --> 00:08:19.960]  跟祂一樣的態度,好不好?
[00:08:19.960 --> 00:08:23.080]  那我們要明白耶穌的心
[00:08:23.080 --> 00:08:24.440]  我們說要效法祂的心
[00:08:24.440 --> 00:08:27.560]  當然我們要看祂的心是怎麼樣
[00:08:27.560 --> 00:08:29.840]  但我們我想一個人
[00:08:29.840 --> 00:08:32.280]  所有一切我們說心就是泉源
[00:08:32.280 --> 00:08:33.520]  那我們看一個人的生命
[00:08:33.520 --> 00:08:36.760]  我們大概就是知道祂的心是怎麼樣
[00:08:36.760 --> 00:08:41.560]  那我們當然是要看我們基督的一生
[00:08:41.560 --> 00:08:42.880]  祂的生命是怎麼樣
[00:08:42.880 --> 00:08:44.600]  今天我們讀了這個聖經
[00:08:44.600 --> 00:08:46.720]  其實我想我們不在不可能
[00:08:46.720 --> 00:08:49.280]  我們大部分人都非常的熟悉
[00:08:49.280 --> 00:08:51.480]  對於這段經文
[00:08:51.480 --> 00:08:57.280]  就在這裡其實保羅在訓練信徒
[00:08:57.280 --> 00:08:59.880]  他我們要以基督的心為心之後
[00:08:59.880 --> 00:09:02.680]  他就把這個我們剛才讀的
[00:09:02.680 --> 00:09:04.080]  六到十一節的經文
[00:09:04.080 --> 00:09:07.000]  其實有聖經學者說
[00:09:07.000 --> 00:09:12.040]  這是教會早期教會用的一首詩歌
[00:09:12.040 --> 00:09:14.720]  叫做《基督誦》
[00:09:14.720 --> 00:09:16.800]  他就用這個《基督誦》來
[00:09:16.800 --> 00:09:20.680]  在這裡去屬於耶穌的生平
[00:09:20.680 --> 00:09:25.160]  那我們先看第六到第八節
[00:09:25.160 --> 00:09:26.760]  這裡我們剛才已經讀了
[00:09:26.760 --> 00:09:28.240]  那我不再重複
[00:09:28.240 --> 00:09:29.600]  這裡的意思就是說
[00:09:29.600 --> 00:09:32.480]  神耶穌雖然祂是神
[00:09:32.480 --> 00:09:35.760]  但是祂沒有抓住自己
[00:09:35.760 --> 00:09:37.440]  跟神同等的地位不放
[00:09:37.440 --> 00:09:39.160]  就是祂不看自己很高了
[00:09:39.160 --> 00:09:41.400]  不願意放棄祂的地位
[00:09:41.400 --> 00:09:42.880]  但是就謙卑了
[00:09:42.880 --> 00:09:44.880]  他說祂倒空了自己
[00:09:44.880 --> 00:09:50.280]  就是祂放棄了自己的特權
[00:09:50.280 --> 00:09:53.480]  道成肉身成為人
[00:09:53.480 --> 00:09:56.040]  更加不沾自成為人
[00:09:56.040 --> 00:09:59.840]  更取了一個盧布的形象
[00:09:59.840 --> 00:10:01.880]  一個身份
[00:10:01.880 --> 00:10:06.040]  除了成為人變成一個盧布的身份
[00:10:06.040 --> 00:10:09.200]  更加自甘卑微
[00:10:09.200 --> 00:10:12.160]  馴服到好像
[00:10:12.160 --> 00:10:15.600]  大家記得他跟罪犯一起釘在十字架上
[00:10:15.600 --> 00:10:16.560]  對不對
[00:10:16.560 --> 00:10:20.360]  他就卑微到把自己
[00:10:20.360 --> 00:10:24.120]  跟罪犯是同等一樣
[00:10:24.120 --> 00:10:27.080]  釘死在十字架上
[00:10:27.080 --> 00:10:28.080]  你有沒有看到
[00:10:28.080 --> 00:10:30.320]  耶穌的心是一個什麼的心
[00:10:30.320 --> 00:10:33.800]  是一個極度謙卑的心對不對
[00:10:33.800 --> 00:10:36.400]  祂本來是神嘛
[00:10:36.400 --> 00:10:40.520]  降卑到最卑微的身份
[00:10:40.520 --> 00:10:42.240]  另外祂只有十二節
[00:10:42.240 --> 00:10:44.160]  沒有什麼放不下的
[00:10:44.160 --> 00:10:45.360]  就釘在十字架上
[00:10:45.360 --> 00:10:46.920]  為人的罪
[00:10:46.920 --> 00:10:48.640]  釘在十字架上
[00:10:48.640 --> 00:10:50.960]  另外祂就處了一個
[00:10:50.960 --> 00:10:53.440]  盧布的形象
[00:10:53.440 --> 00:10:55.280]  服侍人
[00:10:55.280 --> 00:10:59.880]  所以第二點我想跟大家分享的
[00:10:59.880 --> 00:11:03.680]  就是耶穌謙卑捨己
[00:11:03.680 --> 00:11:06.040]  跟不仁的心
[00:11:06.040 --> 00:11:08.240]  我曾經聽過一個比喻
[00:11:08.240 --> 00:11:11.520]  就是說耶穌的謙卑捨己
[00:11:11.520 --> 00:11:15.600]  就好像我們家裡的爺爺媽媽
[00:11:15.600 --> 00:11:16.440]  公公婆婆
[00:11:16.440 --> 00:11:17.840]  我不知道這裡有沒有
[00:11:17.840 --> 00:11:19.440]  或者線上地下祖母有沒有
[00:11:19.440 --> 00:11:22.760]  已經成為了公公婆婆爺爺媽媽
[00:11:22.760 --> 00:11:26.720]  就是說雖然在家裡的地位
[00:11:26.720 --> 00:11:28.440]  輩分很高
[00:11:28.440 --> 00:11:32.920]  但是因為很愛自己的孫
[00:11:32.920 --> 00:11:36.200]  就不放下自己的身段
[00:11:36.200 --> 00:11:39.760]  這個輩分就蹲在地上
[00:11:39.760 --> 00:11:42.160]  有時候甚至就
[00:11:42.160 --> 00:11:49.040]  給孫子搭琉琉旗
[00:11:49.040 --> 00:11:49.920]  真的很謙卑
[00:11:49.920 --> 00:11:51.920]  其實這個是一個很謙卑的動作
[00:11:51.920 --> 00:11:55.880]  應該孫子是很恭敬的
[00:11:55.880 --> 00:12:00.280]  來對待公公婆婆爺爺媽媽
[00:12:00.280 --> 00:12:03.960]  但是反而公公婆婆爺爺媽媽
[00:12:03.960 --> 00:12:08.000]  就好像祂的不仁一樣
[00:12:08.000 --> 00:12:11.400]  蹲在地上給祂寫琉琉
[00:12:11.400 --> 00:12:17.920]  但是這是出於對孫子的愛
[00:12:17.920 --> 00:12:21.640]  耶穌基督會對我們就是這樣
[00:12:21.640 --> 00:12:23.320]  也是為我們愛我們
[00:12:23.320 --> 00:12:26.240]  愛我們就為了我們的罪
[00:12:26.240 --> 00:12:31.520]  就甘願的放棄了一切天上的榮華
[00:12:31.520 --> 00:12:33.960]  就來到地上
[00:12:33.960 --> 00:12:37.720]  來到地上不但還要降杯
[00:12:37.720 --> 00:12:41.200]  還要好像罪犯一樣
[00:12:41.200 --> 00:12:42.800]  為我們的罪
[00:12:42.800 --> 00:12:45.280]  釘在十指之牙上
[00:12:45.280 --> 00:12:47.320]  這個謙卑跟舍己
[00:12:47.320 --> 00:12:49.560]  我想是超乎我們想像
[00:12:49.560 --> 00:12:50.960]  有時候我們說謙卑
[00:12:50.960 --> 00:12:53.080]  謙卑是什麼樣的謙卑
[00:12:53.080 --> 00:12:54.200]  那程度是怎麼樣
[00:12:54.200 --> 00:12:57.400]  那當然再一次思想
[00:12:57.400 --> 00:13:01.760]  耶穌為我放下了這麼多的東西
[00:13:01.760 --> 00:13:02.640]  我是在想
[00:13:02.640 --> 00:13:04.040]  我就是有一點慚愧
[00:13:04.040 --> 00:13:07.720]  因為我是2009年
[00:13:07.720 --> 00:13:10.960]  就是放下我的工作
[00:13:10.960 --> 00:13:15.360]  就全職間在教會裡面去服事
[00:13:15.360 --> 00:13:18.800]  那個時候其實我是2003年
[00:13:18.800 --> 00:13:20.920]  接受這個護照的
[00:13:20.920 --> 00:13:23.520]  但是為掙扎了這六年的時間
[00:13:23.520 --> 00:13:24.880]  其實很大部分的時間
[00:13:24.880 --> 00:13:27.280]  我是自在很大的掙扎
[00:13:27.280 --> 00:13:30.800]  因為我覺得要放棄太多的東西
[00:13:30.800 --> 00:13:35.640]  那個護照很多人都說不要盜我吧
[00:13:35.640 --> 00:13:37.960]  我就做一個信徒照
[00:13:37.960 --> 00:13:40.080]  平時放工的時候
[00:13:40.080 --> 00:13:41.840]  假期的時候就順得好了
[00:13:41.840 --> 00:13:44.000]  但是神真的給我這個護照
[00:13:44.000 --> 00:13:46.200]  那當時我掙扎了很久
[00:13:46.200 --> 00:13:48.120]  這六年的時間除了是
[00:13:48.120 --> 00:13:50.120]  裝備我自己去讀聖經之後
[00:13:50.120 --> 00:13:52.440]  其實大部分的時間都在掙扎
[00:13:52.440 --> 00:13:53.920]  因為我覺得
[00:13:53.920 --> 00:13:56.760]  實在要為神放下太多了
[00:13:56.760 --> 00:14:00.880]  聖經 退休經
[00:14:00.880 --> 00:14:08.000]  還有那些令人自我膨脹的職位
[00:14:08.000 --> 00:14:11.000]  還有那個令人非常吸引的
[00:14:11.000 --> 00:14:12.840]  維多利亞海港
[00:14:12.840 --> 00:14:15.040]  那個海景的辦公室
[00:14:15.040 --> 00:14:17.360]  真的很多覺得自己有
[00:14:17.360 --> 00:14:23.120]  但是當我這幾年再重新的去思想
[00:14:23.120 --> 00:14:25.080]  耶穌為我的設計
[00:14:25.080 --> 00:14:26.640]  祂所放下的
[00:14:26.640 --> 00:14:27.800]  其實我是覺得
[00:14:27.800 --> 00:14:30.480]  我不要再跟神太多計較了
[00:14:30.480 --> 00:14:32.480]  對不對
[00:14:32.480 --> 00:14:35.360]  就真心的體會到
[00:14:35.360 --> 00:14:38.320]  我自己現在付出的
[00:14:38.320 --> 00:14:42.480]  根本跟基督為我所做的
[00:14:42.480 --> 00:14:47.160]  相比的時候是微不足道
[00:14:47.160 --> 00:14:50.920]  有一本書我想介紹給大家
[00:14:50.920 --> 00:14:51.640]  初看的時候
[00:14:51.640 --> 00:14:53.840]  我覺得對我自己很有幫助
[00:14:53.840 --> 00:14:56.120]  這本書就是
[00:14:56.120 --> 00:15:01.120]  林修卓家如云神父的一本書
[00:15:01.120 --> 00:15:05.840]  名字叫《向下的移動 基督的捨己之路》
[00:15:05.840 --> 00:15:08.520]  大家有沒有看過這本書
[00:15:08.520 --> 00:15:11.040]  有沒有 沒有
[00:15:11.040 --> 00:15:14.800]  就其實這本書對我的幫助是
[00:15:14.800 --> 00:15:16.480]  在這本書裡面
[00:15:16.480 --> 00:15:19.000]  如云神父他有對
[00:15:19.000 --> 00:15:23.600]  基督的一個生命的一個描述
[00:15:23.600 --> 00:15:24.680]  一個形容
[00:15:24.680 --> 00:15:28.440]  他形容基督一生的路和生命
[00:15:28.440 --> 00:15:31.680]  為一個向下的移動
[00:15:31.680 --> 00:15:34.800]  向下的移動
[00:15:34.800 --> 00:15:36.040]  我們一起讀好不好
[00:15:36.040 --> 00:15:39.240]  他怎麼樣去形容基督的一生
[00:15:39.240 --> 00:15:41.000]  我們一起讀 1 2 3
[00:15:41.000 --> 00:15:41.880]  看啊
[00:15:41.880 --> 00:15:45.760]  那位從起初就與上帝同在
[00:15:45.760 --> 00:15:50.000]  事實上他自己就是上帝那位
[00:15:50.000 --> 00:15:54.160]  如今卻透過一個無助的小嬰孩
[00:15:54.160 --> 00:15:56.600]  來起是他自己
[00:15:56.600 --> 00:15:59.960]  他得逃到埃及
[00:15:59.960 --> 00:16:03.280]  而當個聽話的少年
[00:16:03.280 --> 00:16:06.240]  默默無聞的成年人
[00:16:06.240 --> 00:16:09.160]  在失喜約翰面前
[00:16:09.160 --> 00:16:12.200]  以一個懺悔者的身份
[00:16:12.200 --> 00:16:14.040]  接受失喜
[00:16:14.040 --> 00:16:17.520]  在伽利利開始傳道時
[00:16:17.520 --> 00:16:21.200]  帶著一個損作的漁夫
[00:16:21.200 --> 00:16:23.720]  與罪人一起吃飯
[00:16:23.720 --> 00:16:26.360]  與陌生人交談
[00:16:26.360 --> 00:16:28.440]  被人唯棄
[00:16:28.440 --> 00:16:29.920]  被定罪
[00:16:29.920 --> 00:16:34.280]  被他的子民當成是個危險
[00:16:34.280 --> 00:16:38.960]  他從走向毫無權利
[00:16:38.960 --> 00:16:41.920]  從偉大走向渺小
[00:16:41.920 --> 00:16:45.040]  從成功走向失敗
[00:16:45.040 --> 00:16:48.080]  從強壯走向軟弱
[00:16:48.080 --> 00:16:51.400]  從榮耀就修
[00:16:51.400 --> 00:16:54.760]  在拿撒利人耶穌身上
[00:16:54.760 --> 00:16:58.600]  你看不到往上的移動
[00:16:58.600 --> 00:17:01.360]  這裡說在耶穌的身上
[00:17:01.360 --> 00:17:06.440]  看不到往上的移動
[00:17:06.440 --> 00:17:07.920]  那什麼是往上的移動
[00:17:07.920 --> 00:17:11.520]  如果我們說耶穌的生命
[00:17:11.520 --> 00:17:13.520]  是一個往下
[00:17:13.520 --> 00:17:14.720]  向下的移動
[00:17:14.720 --> 00:17:17.160]  那往上的就是相反了
[00:17:17.160 --> 00:17:23.120]  就是說我們今天在充滿競爭的社會裡面
[00:17:23.120 --> 00:17:26.280]  我們都是被鼓勵要努力往上爬
[00:17:26.280 --> 00:17:28.360]  要贏在起跑線
[00:17:28.360 --> 00:17:29.880]  現在我們這樣說
[00:17:29.880 --> 00:17:32.080]  這不是只是讀書努力
[00:17:32.080 --> 00:17:33.480]  你還沒有出生的時候
[00:17:33.480 --> 00:17:39.440]  你的父親可能就要希望你贏在起跑線
[00:17:39.440 --> 00:17:40.880]  我們的社會就是這樣
[00:17:40.880 --> 00:17:45.960]  就是我們每個人都要成為贏家的價值觀
[00:17:45.960 --> 00:17:48.880]  當然這個世界大部分的人
[00:17:48.880 --> 00:17:52.200]  我們都是希望我們自己能夠有錢
[00:17:52.200 --> 00:17:53.560]  有名有利的時候
[00:17:53.560 --> 00:18:00.040]  但是我們的耶穌基督卻叫我們要向下移動
[00:18:00.040 --> 00:18:04.960]  他也是以自己作為一個最好的典範
[00:18:04.960 --> 00:18:09.640]  從最高的降到最低
[00:18:09.640 --> 00:18:15.960]  那弟兄姊妹你知道耶穌基督來地上的使命嗎?
[00:18:15.960 --> 00:18:18.320]  不記得嗎?
[00:18:18.320 --> 00:18:23.360]  這裡我將路加福音4章18、19節
[00:18:23.360 --> 00:18:26.120]  跟以撒亞書61章1節
[00:18:26.120 --> 00:18:28.080]  時間的關係我們不全部都讀
[00:18:28.080 --> 00:18:30.360]  但是我們記得就是
[00:18:30.360 --> 00:18:32.320]  耶穌基督來到地上
[00:18:32.320 --> 00:18:35.920]  祂的使命是祂說主的靈在我身上
[00:18:35.920 --> 00:18:41.280]  祂要我去傳福音給貧窮的人
[00:18:41.280 --> 00:18:42.920]  其實耶穌基督來到地上
[00:18:42.920 --> 00:18:49.160]  祂主要的目的就是去把福音傳給貧窮的人
[00:18:49.160 --> 00:18:56.520]  或者是覺得是對夫事有需要的人
[00:18:56.520 --> 00:19:00.640]  耶穌祂的心都是在一些
[00:19:00.640 --> 00:19:05.360]  可能人不覺得祂們是重要的人
[00:19:05.360 --> 00:19:10.600]  我在思想耶穌的心的時候
[00:19:10.600 --> 00:19:15.240]  我是想我自己的生命的對人的態度
[00:19:15.240 --> 00:19:18.560]  可能我要有一些的反省
[00:19:18.560 --> 00:19:20.600]  為什麼這麼說?
[00:19:20.600 --> 00:19:22.160]  其實在這個世界
[00:19:22.160 --> 00:19:26.200]  我們經常發生的一個事情就是
[00:19:26.200 --> 00:19:33.080]  特別是我以前在商業公司裡面看的情況
[00:19:33.080 --> 00:19:38.120]  就是見高擺見低才
[00:19:38.120 --> 00:19:39.840]  有沒有?大家有沒有看過?
[00:19:39.840 --> 00:19:41.680]  有沒有經歷過?我想是
[00:19:41.680 --> 00:19:44.040]  那我是想我成為了基督徒
[00:19:44.040 --> 00:19:47.360]  我不會有這個心態
[00:19:47.360 --> 00:19:48.840]  我沒有
[00:19:48.840 --> 00:19:51.680]  但是當我去反省
[00:19:51.680 --> 00:19:55.360]  反思自己的一些表現行為的時候
[00:19:55.360 --> 00:20:00.520]  我發現在前一世裡面
[00:20:00.520 --> 00:20:04.800]  其實我的心是有這樣的心態
[00:20:04.800 --> 00:20:08.800]  比如說在一些場合
[00:20:08.800 --> 00:20:10.640]  在一個聚會裡面
[00:20:10.640 --> 00:20:16.200]  我看到一些比較我們覺得地位高一點的
[00:20:16.200 --> 00:20:19.520]  我們自然就會去比較尊重了
[00:20:19.520 --> 00:20:21.520]  對不對?
[00:20:21.520 --> 00:20:24.120]  他說 yes 你不可以說 no
[00:20:24.120 --> 00:20:25.080]  對不對?
[00:20:25.080 --> 00:20:28.840]  他說每一句話我們都聽好
[00:20:28.840 --> 00:20:32.840]  我們就學習就在裡面卑躬去世
[00:20:32.840 --> 00:20:33.840]  這是我的表現
[00:20:33.840 --> 00:20:36.720]  我覺得我要尊重他對不對?
[00:20:36.720 --> 00:20:38.720]  但是另一方面
[00:20:38.720 --> 00:20:41.080]  在同一個場合裡面
[00:20:41.080 --> 00:20:44.720]  有一些人我覺得他不重要的
[00:20:44.720 --> 00:20:47.920]  那我可能走過我認識他的
[00:20:47.920 --> 00:20:50.800]  也不跟他打一個招呼
[00:20:50.800 --> 00:20:53.280]  你發現自己有沒有這樣的情況?
[00:20:53.280 --> 00:20:56.240]  我覺得我有這樣的情況
[00:20:56.240 --> 00:20:56.720]  為什麼?
[00:20:56.720 --> 00:21:00.640]  我就是反思為什麼我會這樣的表現?
[00:21:00.640 --> 00:21:02.400]  不是都是人嗎?
[00:21:02.400 --> 00:21:06.160]  為什麼有一個我會跟他打多一點招呼?
[00:21:06.160 --> 00:21:08.160]  另外一個我也是認識的
[00:21:08.160 --> 00:21:10.320]  我會不理他
[00:21:10.320 --> 00:21:11.960]  那我自己有一個反省
[00:21:11.960 --> 00:21:16.960]  就是說我可能覺得地位高一點的那個
[00:21:16.960 --> 00:21:19.080]  是比較重要的
[00:21:19.080 --> 00:21:21.560]  也是值得我放多一點時間
[00:21:21.560 --> 00:21:23.920]  我的心思我的眼光的
[00:21:23.920 --> 00:21:28.000]  但是我們的耶穌基督
[00:21:28.000 --> 00:21:30.000]  祂不是這樣看人的
[00:21:30.000 --> 00:21:37.320]  祂都是用人的地位去定人的價值
[00:21:37.320 --> 00:21:39.000]  在祂的裡面
[00:21:39.000 --> 00:21:41.000]  你覺得重要不重要的人
[00:21:41.000 --> 00:21:44.120]  在祂眼裡都是重要的
[00:21:44.120 --> 00:21:46.160]  都是祂愛的
[00:21:46.160 --> 00:21:49.120]  都是祂用宗教贖回的
[00:21:49.120 --> 00:21:51.200]  所以這個在我心裡面
[00:21:51.200 --> 00:21:53.640]  我有一個很大的反省
[00:21:53.640 --> 00:21:57.280]  就是我的耶穌是尊重每一個人的生命
[00:21:57.280 --> 00:22:02.000]  也是特別他關注一些人看起來卑微的
