
[00:00:00.000 --> 00:00:04.200]  我們今天是要開始一個新的系列
[00:04:17.440 --> 00:04:20.040]  就揀出了馬提亞
[00:04:20.040 --> 00:04:26.640]  也有人問保羅自己有沒有被耶穌基督揀選?
[00:04:26.640 --> 00:04:29.640]  在《耳乎所書》的三章七節
[00:04:29.640 --> 00:04:31.000]  我們看到保羅說
[00:04:31.000 --> 00:04:33.480]  「我作了這福音的執事
[00:04:33.480 --> 00:04:40.240]  是召神的恩賜,這恩賜是召他運行的大能賜給我們」
[00:04:40.240 --> 00:04:43.720]  保羅能夠成為福音的執事
[00:04:43.720 --> 00:04:48.080]  全部都是神的恩典是神賜給他
[00:04:48.080 --> 00:04:51.240]  在使徒引傳的九章十五節
[00:04:51.240 --> 00:04:54.040]  耶穌基督對亞拿尼亞說
[00:04:54.040 --> 00:04:57.880]  「你只管去,他是我所揀選的器皿
[00:04:57.880 --> 00:05:04.840]  要在外邦人和君王並以色列人面前宣揚我的名」
[00:05:04.840 --> 00:05:07.240]  我們看到的而且確
[00:05:07.240 --> 00:05:12.800]  保羅真是被耶穌基督所揀選的器皿
[00:05:12.800 --> 00:05:14.600]  我們看看第二點
[00:05:14.600 --> 00:05:19.360]  除了一個使徒是要被耶穌基督親自來揀選
[00:05:19.360 --> 00:05:23.600]  使徒都要見過復活後的耶穌基督
[00:05:23.600 --> 00:05:26.880]  在使徒引傳的第一章二十一至二十二節
[00:05:26.880 --> 00:05:31.880]  經文說:「所以耶穌在我們中間始終出入的時候
[00:05:31.880 --> 00:05:34.360]  就是從約翰斯洗起
[00:05:34.360 --> 00:05:39.920]  直到主離開我們被折上升的日子為止
[00:05:39.920 --> 00:05:43.560]  必須從那常與我們作伴的人中
[00:05:43.560 --> 00:05:49.080]  立一位與我們同作耶穌復活的見證」
[00:05:49.080 --> 00:05:50.880]  有沒有看到經文說
[00:05:50.880 --> 00:05:55.160]  門徒是要作耶穌基督復活的見證
[00:05:55.160 --> 00:05:59.480]  當門徒在 upper room 在這個樓房上
[00:05:59.480 --> 00:06:02.720]  耶穌基督復活了之後就與他們見面
[00:06:02.720 --> 00:06:07.960]  所以我們知道門徒都是見證過耶穌基督的復活
[00:06:07.960 --> 00:06:09.800]  那你說保羅呢?
[00:06:09.800 --> 00:06:12.640]  保羅有沒有見證過?
[00:06:12.640 --> 00:06:16.360]  在哥林多前書九章一節
[00:06:16.360 --> 00:06:18.760]  保羅說:「我不是使徒麼?
[00:06:18.760 --> 00:06:22.160]  我不是見過我們的主耶穌麼?」
[00:06:22.160 --> 00:06:26.600]  這裡其實讓我們看到就是保羅告訴我們
[00:06:26.600 --> 00:06:29.680]  做使徒其中的一個資格
[00:06:29.680 --> 00:06:32.160]  保羅說:「我不是使徒麼?
[00:06:32.160 --> 00:06:34.160]  我是見過耶穌基督」
[00:06:34.160 --> 00:06:37.400]  所以使徒都是要見過耶穌基督
[00:06:37.400 --> 00:06:39.960]  在加拉太書的一章十二節
[00:06:39.960 --> 00:06:42.760]  也有很相似的經文
[00:06:42.760 --> 00:06:47.240]  所以使徒不是說現代人就能夠做得到
[00:06:47.240 --> 00:06:51.240]  使徒在歷史上有一定的地位
[00:06:51.240 --> 00:06:53.840]  在伊弗所書的二章二十節
[00:06:53.840 --> 00:06:59.640]  都說教會是建立在使徒和先知的根基上
[00:06:59.640 --> 00:07:03.560]  這些使徒都是有歷史上的地位
[00:07:03.560 --> 00:07:06.040]  他們是建立教會的
[00:07:06.040 --> 00:07:09.480]  如果我跟你說美國的獨立
[00:07:09.480 --> 00:07:13.920]  就是建立在早期愛國者的根基上
[00:07:13.920 --> 00:07:16.520]  我所說的就是Thomas Jefferson
[00:07:16.520 --> 00:07:17.840]  John Adams
[00:07:17.840 --> 00:07:19.440]  Benjamin Franklin
[00:07:19.440 --> 00:07:21.240]  George Washington
[00:07:21.240 --> 00:07:23.720]  或者Alessandro Hamilton
[00:07:23.720 --> 00:07:29.640]  我所說的是有一定在歷史上有他的地位的人物
[00:07:29.640 --> 00:07:35.600]  而不是說任何現代人所能夠做得到
[00:07:35.600 --> 00:07:39.680]  保羅不單止知道自己的身份
[00:07:39.680 --> 00:07:41.680]  知道自己的權柄
[00:07:41.680 --> 00:07:44.560]  他還是一個非常謙卑的人
[00:07:44.560 --> 00:07:46.080]  他介紹自己的時候
[00:07:46.080 --> 00:07:51.480]  沒有像現在很多現代人的傳道人或者牧師
[00:07:51.480 --> 00:07:53.160]  大把銜頭
[00:07:53.160 --> 00:07:56.200]  有MD、有LLD、有PhD
[00:07:56.200 --> 00:07:58.040]  什麼都出齊了
[00:07:58.040 --> 00:08:01.280]  然後才說到他們牧師的身份
[00:08:01.280 --> 00:08:02.520]  但是保羅沒有這樣做
[00:08:02.520 --> 00:08:07.960]  保羅只是將注意力放在自己使徒的名份上
[00:08:07.960 --> 00:08:10.200]  他是被耶穌基督所揀選
[00:08:10.200 --> 00:08:12.360]  他是被耶穌基督所拆牌
[00:08:12.360 --> 00:08:15.880]  他的權柄是來自耶穌基督
[00:08:15.880 --> 00:08:18.160]  在路易弗所書的三章八節
[00:08:18.160 --> 00:08:20.040]  保羅非常的謙卑
[00:08:20.040 --> 00:08:24.400]  他說我本來比眾聖徒中最少的還少
[00:08:24.400 --> 00:08:27.280]  然而他還賜我這恩典
[00:08:27.280 --> 00:08:32.680]  叫我把基督那插不透的豐富傳給外邦人
[00:08:32.680 --> 00:08:36.320]  保羅知道自己之所以能夠成為使徒
[00:08:36.320 --> 00:08:38.760]  一切的恩典是出於神
[00:08:38.760 --> 00:08:41.400]  他的權柄是來自神
[00:08:41.400 --> 00:08:43.960]  他知道自己的不配
[00:08:43.960 --> 00:08:46.760]  為什麼神要用不配的人
[00:08:46.760 --> 00:08:49.920]  就是因為神用不配的人
[00:08:49.920 --> 00:08:54.160]  就能夠將一切的榮耀歸給自己
[00:08:54.160 --> 00:08:57.720]  保羅在使徒行傳的一章十五節
[00:08:57.720 --> 00:08:59.880]  說自己是罪魁
[00:08:59.880 --> 00:09:02.560]  他說他以前是褻瀆神的
[00:09:02.560 --> 00:09:05.280]  他是逼迫基督徒的
[00:09:05.280 --> 00:09:07.800]  他就是在逼迫基督徒的路上
[00:09:07.800 --> 00:09:11.480]  在大馬式的路上遇見耶穌基督
[00:09:11.480 --> 00:09:15.400]  耶穌基督向他顯現 將他改變了
[00:09:15.400 --> 00:09:18.680]  這個也是原因為什麼保羅說
[00:09:18.680 --> 00:09:20.440]  我不是見過耶穌基督嗎?
[00:09:20.440 --> 00:09:21.880]  我不是使徒嗎?
[00:09:21.880 --> 00:09:26.320]  耶穌基督真真正正親自向他顯現
[00:09:26.320 --> 00:09:31.720]  他的確是見過復活後的耶穌基督
[00:09:31.720 --> 00:09:35.360]  我們講完了這位已忽所書的作者
[00:09:35.360 --> 00:09:40.000]  我們不妨看看已忽所書的修信人是誰
[00:09:40.000 --> 00:09:43.040]  一般的神學家、聖經學者都說
[00:09:43.040 --> 00:09:46.200]  修信人就是已忽所教會
[00:09:46.200 --> 00:09:51.840]  的確已忽所這個名字是出現在已忽所的一章一節
[00:09:51.840 --> 00:09:56.560]  但是不是所有的版本都有已忽所這個名字
[00:09:56.560 --> 00:09:59.000]  有些很古老的版本
[00:09:59.000 --> 00:10:02.560]  在已忽所書一章一節是沒有了已忽所的名字
[00:10:02.560 --> 00:10:05.160]  但是有一個空白的地位在那裡
[00:10:05.160 --> 00:10:08.280]  有一個空白的位置
[00:10:08.280 --> 00:10:11.600]  在已忽所書裡面除了已忽所書一章一節
[00:10:11.600 --> 00:10:15.200]  有些版本是有已忽所的名字
[00:10:15.200 --> 00:10:18.040]  已忽所書是沒有其他的地方名
[00:10:18.040 --> 00:10:21.200]  是沒有其他的人物的名字
[00:10:21.200 --> 00:10:25.280]  似乎保羅好像是有意這樣做
[00:10:25.280 --> 00:10:29.080]  似乎已忽所書不是給某些的信徒
[00:10:29.080 --> 00:10:32.040]  甚至是某些的教會
[00:10:32.040 --> 00:10:35.320]  而是給全部的教會
[00:10:35.320 --> 00:10:38.000]  全部耶穌基督的肢體
[00:10:38.000 --> 00:10:40.600]  給所有的教會
[00:10:40.600 --> 00:10:43.680]  有很多的聖經學者說
[00:10:43.680 --> 00:10:47.720]  已忽所書很可能是在小亞細亞的一部
[00:10:47.720 --> 00:10:51.240]  循環流傳的一部書信
[00:10:51.240 --> 00:10:55.040]  每一個教會當他們接到已忽所書的時候
[00:10:55.040 --> 00:10:57.720]  就會將自己的教會的名字
[00:10:57.720 --> 00:11:01.760]  寫在已忽所書的一章一節
[00:11:01.760 --> 00:11:04.400]  記得 如果大家記得的話
[00:11:04.400 --> 00:11:08.840]  我在說哥羅西書四章十六節的時候
[00:11:08.840 --> 00:11:10.840]  我曾經說過
[00:11:10.840 --> 00:11:17.080]  有一部書是由哥羅西教會傳到老弟家教會
[00:11:17.080 --> 00:11:23.480]  有很多的人說這一封信可能就是已忽所書
[00:11:23.480 --> 00:11:27.120]  這一封信是由已忽所教會收到了之後
[00:11:27.120 --> 00:11:29.120]  傳給哥羅西教會
[00:11:29.120 --> 00:11:31.240]  然後再傳給
[00:11:31.240 --> 00:11:33.960]  好像啟示錄裡面所說的那些教會
[00:11:33.960 --> 00:11:38.360]  士美娜、別加摩、推亞、推拉、撒迪、
[00:11:38.360 --> 00:11:44.520]  菲拉、鐵菲 然後傳到老弟家教會
[00:11:44.520 --> 00:11:49.600]  我們見到已忽所書的作者是保羅
[00:11:49.600 --> 00:11:54.720]  我們說修信人就是所有的教會
[00:11:54.720 --> 00:11:59.920]  我們不妨又看看已忽所書的主題是說些什麼
[00:11:59.920 --> 00:12:04.400]  其中一個主題就是教會的奧秘
[00:12:04.400 --> 00:12:07.440]  我們知道現在這個時期
[00:12:07.440 --> 00:12:09.800]  是叫做教會時期
[00:12:09.800 --> 00:12:14.080]  這個教會時期在舊約是沒有被提及的
[00:12:14.080 --> 00:12:17.400]  有些解經家、有些聖經學者說
[00:12:17.400 --> 00:12:20.480]  教會就是由以色列開始
[00:12:20.480 --> 00:12:22.040]  由十二支派開始
[00:12:22.040 --> 00:12:26.120]  這個是非常不符合聖經的教導
[00:12:26.120 --> 00:12:29.840]  因為保羅自己說教會是一個奧秘
[00:12:29.840 --> 00:12:34.960]  在舊約是沒有人知道教會是怎樣
[00:12:34.960 --> 00:12:39.240]  這個奧秘就是說猶太人能夠和外邦人
[00:12:39.240 --> 00:12:41.120]  能夠成為一體
[00:12:41.120 --> 00:12:42.880]  能夠同為後製
[00:12:42.880 --> 00:12:45.080]  能夠是同盟應許
[00:12:45.080 --> 00:12:48.800]  這件事在舊約是從來沒有發生過
[00:12:48.800 --> 00:12:53.280]  我們知道舊約猶太人和外邦人是分得很開的
[00:12:53.280 --> 00:12:55.840]  在舊約我們最多見到的
[00:12:55.840 --> 00:12:59.800]  就是外邦人是能夠加入猶太教
[00:12:59.800 --> 00:13:04.640]  但我們從來沒有見過外邦人能夠成為神的子民
[00:13:04.640 --> 00:13:06.920]  能夠成為神的兒女
[00:13:06.920 --> 00:13:08.640]  你見到在舊約
[00:13:08.640 --> 00:13:10.840]  在聖殿裏面敬拜
[00:13:10.840 --> 00:13:14.000]  以色列人和外邦人是分開
[00:13:14.000 --> 00:13:17.360]  有一道很厚的牆將他們分開
[00:13:17.360 --> 00:13:21.720]  所以教會這個概念從來在舊約是沒有提及
[00:13:21.720 --> 00:13:23.880]  也沒有實踐
[00:13:23.880 --> 00:13:28.320]  教會的教導要去到《馬太福音》十三章
[00:13:28.320 --> 00:13:31.120]  耶穌基督親自和門徒講
[00:13:31.120 --> 00:13:34.920]  在教會時期的天國是怎樣的
[00:13:34.920 --> 00:13:36.040]  就是說
[00:13:36.040 --> 00:13:41.040]  這個時候不是耶穌基督實體地在世上掌權
[00:13:41.040 --> 00:13:45.080]  他是在每個基督徒的心裏面掌權
[00:13:45.080 --> 00:13:47.360]  記得我曾幾何時
[00:13:47.360 --> 00:13:49.800]  不知道是一年還是兩年前
[00:13:49.800 --> 00:13:54.680]  和大家講過《馬太福音》第十三章天國的比喻
[00:13:54.680 --> 00:13:56.200]  很可惜
[00:13:56.200 --> 00:14:02.400]  很多的基督徒都是染上了美國人的生活習慣
[00:14:02.400 --> 00:14:05.040]  什麼叫做美國人的生活習慣
[00:14:05.040 --> 00:14:07.240]  就是個人主義
[00:14:07.240 --> 00:14:09.280]  就是獨立主義
[00:14:09.280 --> 00:14:11.160]  你不用看別的東西
[00:14:11.160 --> 00:14:13.960]  你走上Freeway(公路)看一看你就知道了
[00:14:13.960 --> 00:14:16.680]  加州經常都說太擠迫了
[00:14:16.680 --> 00:14:18.280]  要多些Diamond Lane(鐵路)
[00:14:18.280 --> 00:14:20.080]  要多些Carpool Lane(卡普路)
[00:14:20.080 --> 00:14:21.760]  做了出來
[00:14:21.760 --> 00:14:23.760]  你上條Freeway(公路)看一看
[00:14:23.760 --> 00:14:27.840]  十輛車有八輛、九輛都是一個人在開
[00:14:27.840 --> 00:14:30.440]  美國人就是很獨立
[00:14:30.440 --> 00:14:33.080]  有很多的基督徒都是一樣
[00:14:33.080 --> 00:14:35.680]  認為成為一個基督徒
[00:14:35.680 --> 00:14:38.520]  就是我個人和神的關係
[00:14:38.520 --> 00:14:40.560]  認為成為一個基督徒
[00:14:40.560 --> 00:14:44.240]  就是我個人服從耶穌基督就夠了
[00:14:44.240 --> 00:14:48.000]  他們都忽略了一樣很重要很重要的事
[00:14:48.000 --> 00:14:52.800]  就是以弗所書告訴我們教會的重要性
[00:14:52.800 --> 00:14:56.600]  教會不是一個獨立的信仰的系統
[00:14:56.600 --> 00:14:59.880]  教會是耶穌基督的身體
[00:14:59.880 --> 00:15:02.440]  是所有的基督徒
[00:15:02.440 --> 00:15:06.440]  一起建立的耶穌基督的身體
[00:15:06.440 --> 00:15:10.120]  一個基督徒成為了基督徒之後
[00:15:10.120 --> 00:15:12.080]  要參加教會
[00:15:12.080 --> 00:15:16.040]  要成為耶穌基督肢體的一部份
[00:15:16.040 --> 00:15:20.000]  要將耶穌基督的愛來活出來
[00:15:20.000 --> 00:15:23.640]  透過教會的生活來活出來
[00:15:23.640 --> 00:15:27.640]  正如在這裡以弗所書的三章十節告訴我們
[00:15:27.640 --> 00:15:31.040]  要使人明白神的智慧
[00:15:31.040 --> 00:15:35.240]  透過教會使人能夠明白神的智慧
[00:15:35.240 --> 00:15:38.320]  能夠將榮耀歸給神
[00:15:38.320 --> 00:15:41.040]  這個也是原因為什麼在疫情當中
[00:15:41.040 --> 00:15:43.240]  你看到我這麼肉緊
[00:15:43.240 --> 00:15:48.520]  經常都說要早點回來教會敬拜的原因
[00:15:48.520 --> 00:15:50.760]  因為以弗所書告訴我們
[00:15:50.760 --> 00:15:52.280]  透過教會
[00:15:52.280 --> 00:15:56.040]  透過你看看弟兄姊妹多麼互相相愛
[00:15:56.040 --> 00:15:59.800]  你看到弟兄姊妹怎樣幫我們
[00:15:59.800 --> 00:16:02.680]  建立這個戶外的敬拜你就知道
[00:16:02.680 --> 00:16:04.760]  你能夠看到愛心在裡面
[00:16:04.760 --> 00:16:09.440]  你能夠看到弟兄姊妹真的活出耶穌基督的愛
[00:16:09.440 --> 00:16:12.480]  能夠將榮耀歸給神
[00:16:12.480 --> 00:16:16.200]  當然撒旦是不希望
[00:16:16.200 --> 00:16:20.960]  基督徒能夠將神的智慧彰顯出來
[00:16:20.960 --> 00:16:24.800]  不希望基督徒將神的榮耀彰顯出來
[00:16:24.800 --> 00:16:29.920]  所以撒旦是很希望我們仍然繼續在網上敬拜
[00:16:29.920 --> 00:16:31.600]  在網上敬拜大家
[00:16:31.600 --> 00:16:34.960]  弟兄姊妹可以你見到我 我見到你
[00:16:34.960 --> 00:16:36.960]  但是我們的敬拜
[00:16:36.960 --> 00:16:39.760]  我們在主內的友情
[00:16:39.760 --> 00:16:41.760]  我們在主內的愛
[00:16:41.760 --> 00:16:46.320]  是不能夠讓外面的人看得到
[00:16:46.320 --> 00:16:52.080]  所以這就是二忽所書其中的一個主題
[00:16:52.080 --> 00:16:54.080]  是教會的奧秘
[00:16:54.080 --> 00:16:56.280]  將耶穌基督的愛活出來
[00:16:56.280 --> 00:16:58.640]  將榮耀歸給神
[00:16:58.640 --> 00:17:01.360]  還有其他的主題
[00:17:01.360 --> 00:17:02.640]  二忽所書
[00:17:02.640 --> 00:17:06.240]  就是神將福氣
[00:17:06.240 --> 00:17:10.360]  風風聖聖地賜給所有的基督徒
[00:17:10.360 --> 00:17:13.400]  在二忽所書的一章一至二節
[00:17:13.400 --> 00:17:14.400]  經文說
[00:17:14.400 --> 00:17:19.040]  奉神旨意作基督耶穌使徒的保羅
[00:17:19.040 --> 00:17:22.080]  寫信給在二忽所的聖徒
[00:17:22.080 --> 00:17:25.440]  就是在基督耶穌裡有忠心的人
[00:17:25.440 --> 00:17:27.440]  願因為平安
[00:17:27.440 --> 00:17:32.920]  從神我們的父和主耶穌基督歸於你們
[00:17:32.920 --> 00:17:35.920]  我們見到這部書就是充滿了
[00:17:35.920 --> 00:17:40.040]  神給基督徒豐豐富富的福氣
[00:17:40.040 --> 00:17:42.040]  豐豐富富的祝福
[00:17:42.040 --> 00:17:44.040]  你不要說別的了
[00:17:44.040 --> 00:17:45.560]  在這兩節的經文
[00:17:45.560 --> 00:17:50.160]  我們已經能夠見到有很多很多雙重的觀念
[00:17:50.160 --> 00:17:52.160]  什麼叫做雙重的觀念
[00:17:52.160 --> 00:17:56.360]  如果我用中文來講你們就明白了
[00:17:56.360 --> 00:17:58.160]  中國人很喜歡說
[00:17:58.160 --> 00:18:00.160]  雙喜臨門
[00:18:00.160 --> 00:18:02.160]  樣樣都打媽上的
[00:18:02.160 --> 00:18:04.160]  這樣就叫做有福氣
[00:18:04.160 --> 00:18:08.680]  我們見到二忽所書的頭兩節經文都是一樣
[00:18:08.680 --> 00:18:11.080]  有很多很多雙重的觀念
[00:18:11.080 --> 00:18:13.080]  你可以說雙喜臨門
[00:18:13.080 --> 00:18:15.080]  我們首先看看
[00:18:15.080 --> 00:18:18.920]  就是保羅的權柄是雙重的
[00:18:18.920 --> 00:18:20.920]  他有雙重的權柄
[00:18:20.920 --> 00:18:26.480]  他說他自己是奉神的旨意作基督耶穌的使徒
[00:18:26.480 --> 00:18:30.880]  其實如果他只是說自己是耶穌基督的使徒
[00:18:30.880 --> 00:18:32.200]  就已經夠了
[00:18:32.200 --> 00:18:35.200]  我們剛才見到使徒是多重要
[00:18:35.200 --> 00:18:38.760]  他只是說自己是耶穌基督的使徒就夠了
[00:18:38.760 --> 00:18:40.280]  但他不單止
[00:18:40.280 --> 00:18:43.280]  他還說自己是奉神的旨意
[00:18:43.280 --> 00:18:46.280]  他不單止是屬於耶穌基督
[00:18:46.280 --> 00:18:47.840]  他也是屬神的
[00:18:47.840 --> 00:18:50.560]  所以我們見到這裡有雙重的概念
[00:18:50.560 --> 00:18:54.960]  讓我們見到二忽所書有多豐盛的祝福
[00:18:54.960 --> 00:18:59.200]  有多豐盛的福氣賜給我們基督徒
[00:18:59.200 --> 00:19:01.760]  第二樣雙重的
[00:19:01.760 --> 00:19:04.760]  就是基督徒有雙重的身份
[00:19:04.760 --> 00:19:09.240]  普羅說是寫信給二忽所的聖徒
[00:19:09.240 --> 00:19:12.760]  就是在基督耶穌裡有忠心的人
[00:19:12.760 --> 00:19:16.240]  我們也見到有屬神和屬耶穌基督
[00:19:16.240 --> 00:19:18.240]  也是雙重的
[00:19:18.240 --> 00:19:20.760]  第一方面我們是聖徒
[00:19:20.760 --> 00:19:22.760]  什麼叫聖徒?
[00:19:22.760 --> 00:19:26.240]  每一個基督徒真正接受耶穌基督的
[00:19:26.240 --> 00:19:28.240]  我們都是聖徒
[00:19:28.240 --> 00:19:30.760]  當我們在神的面前
[00:19:30.760 --> 00:19:33.240]  神就見到耶穌基督的義
[00:19:33.240 --> 00:19:35.760]  見到耶穌基督的聖潔在我們的身上
[00:19:35.760 --> 00:19:38.240]  以致我們能夠與神和好
[00:19:38.240 --> 00:19:40.760]  這個不是我們自己的聖潔
[00:19:40.760 --> 00:19:43.760]  這個是耶穌基督的聖潔
[00:19:43.760 --> 00:19:47.760]  就好像在《創世紀》和《迦拉泰書》裡面
[00:19:47.760 --> 00:19:52.760]  說伯拉罕因著信神就算他是一個義人
[00:19:52.760 --> 00:19:54.760]  說算他是一個義人
[00:19:54.760 --> 00:19:56.760]  他不是一個真正的義人
[00:19:56.760 --> 00:19:59.760]  但是由於是他信
[00:19:59.760 --> 00:20:01.760]  神就算他是一個義人
[00:20:01.760 --> 00:20:03.760]  好像我們一樣
[00:20:03.760 --> 00:20:05.760]  我們基督徒接受耶穌基督
[00:20:05.760 --> 00:20:07.760]  去到神的面前
[00:20:07.760 --> 00:20:09.760]  神見到在他面前的
[00:20:09.760 --> 00:20:11.760]  是耶穌基督的義
[00:20:11.760 --> 00:20:14.760]  耶穌基督的聖潔在我們的身上
[00:20:14.760 --> 00:20:16.760]  以致我們能夠與神和好
[00:20:16.760 --> 00:20:19.760]  這個其實只不過是一個地位上
[00:20:19.760 --> 00:20:22.760]  我們有聖潔的地位
[00:20:22.760 --> 00:20:24.760]  我們有聖徒的地位
[00:20:24.760 --> 00:20:26.760]  我們有神兒女的地位
[00:20:26.760 --> 00:20:28.760]  是地位而已
[00:20:28.760 --> 00:20:31.760]  和我們真真正正屬靈的程度
[00:20:31.760 --> 00:20:34.760]  屬靈的境況相差得很遠
[00:20:34.760 --> 00:20:37.760]  我們還是時時都會犯罪
[00:20:37.760 --> 00:20:41.760]  所以我們見到有雙重的身份
[00:20:41.760 --> 00:20:46.760]  第二個身份就是在基督裡忠心的人
[00:20:46.760 --> 00:20:48.760]  為什麼要成為基督裡忠心的人
[00:20:48.760 --> 00:20:50.760]  當有基督徒是忠心的
[00:20:50.760 --> 00:20:53.760]  他就會盡量遵守神的話語
[00:20:53.760 --> 00:20:56.760]  慢慢慢慢將我們屬靈的程度
[00:20:56.760 --> 00:20:59.760]  和我們的地位拉近
[00:20:59.760 --> 00:21:00.760]  這個也是在這兒
[00:21:00.760 --> 00:21:02.760]  以弗所書四章一節
[00:21:02.760 --> 00:21:06.760]  說我們要與蒙召的恩相稱
[00:21:06.760 --> 00:21:09.760]  什麼叫做與蒙召的恩相稱
[00:21:09.760 --> 00:21:11.760]  就是我們蒙召的時候
[00:21:11.760 --> 00:21:13.760]  說我們是聖徒
[00:21:13.760 --> 00:21:16.760]  但我們要將我們屬靈的程度
