
[00:00:00.000 --> 00:00:13.000]  過去一兩年,有不少電影姊妹和我傾訴她生活上面對的困難,和自己的心境
[00:03:34.000 --> 00:03:38.000]  他會拯救以色列人,救贖主的意思
[00:03:38.000 --> 00:03:43.000]  拯救以色列人,並且私行審判,使公義得到彰顯
[00:03:43.000 --> 00:03:50.000]  他們當然是熟悉舊約聖經,而舊約聖經是預言得非常清楚
[00:03:50.000 --> 00:03:54.000]  譬如尼塞亞書九章六節,可能你也看過
[00:03:54.000 --> 00:03:59.000]  因為有一個嬰孩為我們而生,有一個兒子賜給我們
[00:03:59.000 --> 00:04:05.000]  政權必擔在他的肩頭上,他的名必稱為奇妙的策士
[00:04:05.000 --> 00:04:11.000]  全能的神,永恆的父,和平的君
[00:04:11.000 --> 00:04:17.000]  永恆的父,和平的君,上帝來,一個嬰孩的形式來
[00:04:17.000 --> 00:04:20.000]  他們知道有這個應許,不知道為什麼
[00:04:20.000 --> 00:04:24.000]  而在《馬拉基書》也有這樣的記載
[00:04:24.000 --> 00:04:28.000]  《馬拉基書》三章一至二節,這樣說
[00:04:28.000 --> 00:04:35.000]  萬鈞之夜話說,看那我派我的使者,在我面前預備道路
[00:04:35.000 --> 00:04:39.000]  你們所尋求的主,必忽然進入他的殿
[00:04:39.000 --> 00:04:43.000]  你們所愛慕納約的使者,就要來到
[00:04:43.000 --> 00:04:48.000]  何時他來的時候,他來的日子,誰能當得起呢?
[00:04:48.000 --> 00:04:52.000]  他顯現的時候,誰能站立得住呢?
[00:04:52.000 --> 00:04:58.000]  因為他像煉金之人的火,又像漂泊之人的鹼
[00:04:58.000 --> 00:05:02.000]  《馬拉基書》是舊約最後一卷書
[00:05:02.000 --> 00:05:10.000]  接下來的四百年,上帝沒有再派先知來,又再沒有聖經的書卷
[00:05:10.000 --> 00:05:17.000]  這四百年,上帝完全的靜默,沒有向以色列人說話
[00:05:17.000 --> 00:05:21.000]  雖然是這樣,但是以色列人仍然堅守他們的信仰
[00:05:21.000 --> 00:05:24.000]  仍然盼望彌賽亞
[00:05:24.000 --> 00:05:32.000]  這其實是難能可貴的,很難得
[00:05:32.000 --> 00:05:37.000]  在漫長的等待期間,突然間出現了獅子一行
[00:05:37.000 --> 00:05:42.000]  突然間出現了先知,四百年都沒有,突然間出現
[00:05:42.000 --> 00:05:45.000]  對猶太人來說是很震撼
[00:05:45.000 --> 00:05:50.000]  所以獅子一行一出來,他們一知道他是先知的時候
[00:05:50.000 --> 00:05:53.000]  整個社會都空洞
[00:05:53.000 --> 00:05:59.000]  因為他們覺察到上帝不再沉默了,上帝出聲了
[00:05:59.000 --> 00:06:03.000]  猶太人就彼此相問,這個約翰是誰呢?
[00:06:03.000 --> 00:06:07.000]  這個是不是先知呢?或者這個就是彌賽亞呢?
[00:06:07.000 --> 00:06:11.000]  他們就去問約翰,約翰怎麼回答他們呢?
[00:06:11.000 --> 00:06:16.000]  在約翰福音第一章,獅子一行就跟他們對話
[00:06:16.000 --> 00:06:19.000]  他們問獅子一行,你既然不是基督
[00:06:19.000 --> 00:06:24.000]  你說你不是基督,又不是以利亞,又不是那位先知
[00:06:24.000 --> 00:06:27.000]  那你為什麼要獅子一行呢?
[00:06:27.000 --> 00:06:30.000]  約翰回答,我是用水獅子一行
[00:06:30.000 --> 00:06:35.000]  但是有一位就快在你們中間的,是你們不認識的
[00:06:35.000 --> 00:06:41.000]  他是在我以後來的,我就是跟他解鞋帶都不配
[00:06:41.000 --> 00:06:46.000]  這些事情發生在約旦河東的伯大利,約翰獅子一行的地方
[00:06:46.000 --> 00:06:49.000]  第二天約翰見到耶穌基督來,就說
[00:06:49.000 --> 00:06:55.000]  康那臣的陽高,是除去世人罪孽的
[00:06:55.000 --> 00:06:59.000]  接著說,這位就是我所說的
[00:06:59.000 --> 00:07:03.000]  有一個人是在我以後來,位分比我高
[00:07:03.000 --> 00:07:06.000]  因為他原本就在我以前的
[00:07:06.000 --> 00:07:12.000]  我本來不認識他,但是要將他譴明給以色列人
[00:07:12.000 --> 00:07:15.000]  所以我來是用水獅子一行
[00:07:15.000 --> 00:07:20.000]  約翰又做見證說,我曾看見聖靈好像甲子從天上降下來
[00:07:20.000 --> 00:07:23.000]  停留在他身上,我本來不認識他
[00:07:23.000 --> 00:07:27.000]  但是猜我來的用水獅子一行的對我說
[00:07:27.000 --> 00:07:31.000]  你看見聖靈降下來,停留在誰的身上
[00:07:31.000 --> 00:07:33.000]  誰就是用聖靈獅子一行
[00:07:33.000 --> 00:07:38.000]  我看見了,就作見證說,這就是神的兒子
[00:07:38.000 --> 00:07:43.000]  約翰很清楚知道,耶穌基督就是神的兒子
[00:07:43.000 --> 00:07:47.000]  就是上帝,永恆的父,和平的君
[00:07:47.000 --> 00:07:50.000]  所以有些人會問,耶穌基督的神的兒子是不是上帝
[00:07:50.000 --> 00:07:56.000]  神在舊約裡面,在聖經裡面,兒子和上帝父的關係
[00:07:56.000 --> 00:08:03.000]  不只是兒子和父親,而是生命的聯繫,合一,同等
[00:08:03.000 --> 00:08:06.000]  神的兒子就是上帝
[00:08:06.000 --> 00:08:12.000]  上帝的靈感動約翰,讓他看到耶穌就是舊約
[00:08:12.000 --> 00:08:17.000]  先知預言的彌賽亞,救贖主
[00:08:17.000 --> 00:08:24.000]  耶穌出來傳道之後,獅子一行就被昏風王希律關在監獄裡面
[00:08:24.000 --> 00:08:26.000]  我上次也提過
[00:08:26.000 --> 00:08:30.000]  在監獄裡面受到一段,當然是有折磨,有痛苦
[00:08:30.000 --> 00:08:38.000]  他就開始懷疑,究竟耶穌,這個我看到的聖靈感動我的
[00:08:38.000 --> 00:08:41.000]  這個耶穌是不是真的上帝呢
[00:08:41.000 --> 00:08:45.000]  他開始懷疑,你有沒有開始懷疑
[00:08:45.000 --> 00:08:52.000]  當你面對一些困難的時候,你有沒有懷疑到究竟耶穌是不是真的
[00:08:52.000 --> 00:08:58.000]  約翰懷疑是有些理由的
[00:08:58.000 --> 00:09:03.000]  因為他知道彌賽亞是要復興以色列國
[00:09:03.000 --> 00:09:09.000]  但是猶太人仍然是被羅馬帝國統治,沒有得到復興
[00:09:09.000 --> 00:09:14.000]  他又知道彌賽亞要私行審判,把持公義
[00:09:14.000 --> 00:09:23.000]  但是耶穌來到也沒有私人審判,公義也沒有彰顯
[00:09:23.000 --> 00:09:30.000]  而自己做好事而被關在監獄裡面,這就是一個不公義的例證
[00:09:30.000 --> 00:09:36.000]  所以獅子一行在這個困難的時候,他就插起兩個門去找耶穌
[00:09:36.000 --> 00:09:41.000]  他自己也不能出來,坐牢了,但是他插起兩個門去找耶穌
[00:09:41.000 --> 00:09:49.000]  就問耶穌,那你是否那位彌賽亞,還是我們搞錯了要等另一個呢
[00:09:49.000 --> 00:09:57.000]  這是一個相當沉重的問題,你有沒有感覺獅子一行是這樣的
[00:09:57.000 --> 00:10:06.000]  他是這麼清楚的,但是突然間好像轉變了,有時候我們的生命也會面對這樣的困難
[00:10:06.000 --> 00:10:15.000]  當我們遇見困難,苦難,明白,我們就開始懷疑
[00:10:15.000 --> 00:10:23.000]  那耶穌怎樣回答獅子一行呢?耶穌就回答他們
[00:10:23.000 --> 00:10:33.000]  你回去,把你看到的和聽到的告訴獅子一行,就是瞎眼的可以看見,跛的可以走路
[00:10:33.000 --> 00:10:40.000]  患麻風的得到潔淨,聾的可以聽見,死人復活,同人有福音傳給他們
[00:10:40.000 --> 00:10:48.000]  這句話其實是引用彌賽亞書裡面記錄的話語
[00:10:48.000 --> 00:10:57.000]  彌賽亞書35章4到6節,以及彌賽亞書61章1到2節都說
[00:10:57.000 --> 00:11:04.000]  35章4到6節,又對那些憂心的人說,你們要光強,不要懼怕看
[00:11:04.000 --> 00:11:09.000]  你們的神,祂要來報仇,來施行報應,祂必來拯救你們
[00:11:09.000 --> 00:11:13.000]  那時核子的眼必被打開,聾子的耳必暢通
[00:11:13.000 --> 00:11:18.000]  那時渠子必像鹿一樣跳躍,啞巴的舌頭必大聲歡呼
[00:11:18.000 --> 00:11:23.000]  漢夜必湧出大水,沙漠必流出江河
[00:11:23.000 --> 00:11:27.000]  而61章1到2節,彌賽亞書就這樣說
[00:11:27.000 --> 00:11:33.000]  主耶和華的靈在我身上,因為耶和華告了我,叫我傳福音給困苦的人
[00:11:33.000 --> 00:11:40.000]  差遣我去醫治傷心的人,向被老的人宣告自由,向被囚的宣告釋放
[00:11:40.000 --> 00:11:49.000]  宣告耶和華越納人的欺憐,和我們的神報仇的日子,安慰被削愛的人
[00:11:49.000 --> 00:11:55.000]  耶穌又說了幾句很特別的說話,很奇怪的
[00:11:55.000 --> 00:12:00.000]  剛才大家讀過路加福音7章24到28節
[00:12:00.000 --> 00:12:06.000]  約翰差來的人走了,以後耶穌對群眾說的約翰來說
[00:12:06.000 --> 00:12:10.000]  你們去抗日看什麼?先知媽,我告訴你們,是的
[00:12:10.000 --> 00:12:16.000]  這個約翰比先知重要多了,聖經所記,看吧,我差氣我的使者在你面前
[00:12:16.000 --> 00:12:21.000]  他必在你前面預備你的道路,這句話是指著他說的
[00:12:21.000 --> 00:12:25.000]  我告訴你們,婦人所生的沒有一個大過約翰
[00:12:25.000 --> 00:12:29.000]  但是在神的國裡面,最少都比他大
[00:12:29.000 --> 00:12:33.000]  這是什麼意思?為什麼婦人所生的沒有一個大過約翰
[00:12:33.000 --> 00:12:39.000]  而在神的國裡面,最少的比他大?這個最少的是誰?
[00:12:39.000 --> 00:12:45.000]  約翰是一位先知,是舊約的最後一位先知
[00:12:45.000 --> 00:12:50.000]  他也是舊約的先知,他來是為耶穌預備道路
[00:12:50.000 --> 00:12:54.000]  預備完之後,他就不在了,希律將他殺了
[00:12:54.000 --> 00:12:59.000]  這個所說的大,就不是權力的大
[00:12:59.000 --> 00:13:03.000]  有時候我們小朋友打架,我比你大,一拳打死你
[00:13:03.000 --> 00:13:06.000]  這個就是權力的大,能力的大
[00:13:06.000 --> 00:13:09.000]  但是這個所說的大,是福氣的大
[00:13:09.000 --> 00:13:14.000]  約翰是有福氣的,他是舊約的人,不是新約的人
[00:13:14.000 --> 00:13:22.000]  他被揀選為耶穌開路,所以在舊約裡面,他是最有福氣的,最大的
[00:13:22.000 --> 00:13:28.000]  但是新約來了,耶穌基督彌賽亞來了
[00:13:28.000 --> 00:13:32.000]  約翰沒有機會看到彌賽亞成就他的救贖
[00:13:32.000 --> 00:13:36.000]  他看不到耶穌上十字架,看不到耶穌埋葬,復活升天
[00:13:36.000 --> 00:13:41.000]  看不到教會的被創立,看不到新約聖經的完成
[00:13:41.000 --> 00:13:45.000]  看不到整個救贖計劃的完成
[00:13:45.000 --> 00:13:53.000]  但是約翰所傳的天國近了,這個天國就是耶穌基督來創立
[00:13:53.000 --> 00:13:57.000]  這個教會,這個新約時代,這個恩典時代,這個就是天國
[00:13:57.000 --> 00:14:00.000]  你和我就在神的國裡面
[00:14:00.000 --> 00:14:05.000]  你和我最少的都比約翰有福氣,為什麼呢?
[00:14:05.000 --> 00:14:09.000]  因為我們看到整個救贖計劃的完成,是不是?
[00:14:09.000 --> 00:14:14.000]  在聖經裡面,我們看到耶穌釘十字架,埋葬復活升天
[00:14:14.000 --> 00:14:20.000]  看到教會的創立,在聖經啟示錄裡面,我們看到耶穌基督會回來
[00:14:20.000 --> 00:14:25.000]  審判世界,帶領我們回到神的家裡面
[00:14:25.000 --> 00:14:30.000]  所有這些你和我都完全知道了,但是約翰不知道
[00:14:30.000 --> 00:14:35.000]  所以在舊約裡面,婦人所生的,沒有誰比約翰更有福氣
[00:14:35.000 --> 00:14:40.000]  但是新約裡面,你和我最少的都比他有福氣
[00:14:40.000 --> 00:14:45.000]  因為我們看得更多,我們有更多的確據
[00:14:45.000 --> 00:14:51.000]  你和我都知道可以上天堂,你和我都知道怎樣得著神的祝福
[00:14:51.000 --> 00:14:57.000]  這句話的意思就是這樣
[00:14:57.000 --> 00:15:02.000]  但是約翰,他懷疑也不是沒有道理
[00:15:02.000 --> 00:15:07.000]  他說,尼塞亞尼是要拯救以色列國,審判世界
[00:15:07.000 --> 00:15:10.000]  但是這兩樣都沒有發生,他就開始想
[00:15:10.000 --> 00:15:15.000]  而且在監獄裡面受了這麼多苦,他就開始想,這是不是真的呢?
[00:15:15.000 --> 00:15:19.000]  但是他不知道,耶穌基督不單要拯救以色列國
[00:15:19.000 --> 00:15:22.000]  耶穌基督要拯救萬國所有的國家
[00:15:22.000 --> 00:15:27.000]  有一天,以色列國都會復興的,如果你看基數就知道
[00:15:27.000 --> 00:15:34.000]  但是耶穌基督,神的計劃所定的範疇是比約翰闊很多的
[00:15:34.000 --> 00:15:39.000]  不單止以色列國得到復興,全世界都得著復興
[00:15:39.000 --> 00:15:46.000]  耶穌基督也會來審判,但是不單止不是現在審判,是將來審判
[00:15:46.000 --> 00:15:51.000]  甚至連魔鬼也會審判,其實魔鬼已經被上帝審判了
[00:15:51.000 --> 00:15:55.000]  他違反上帝的時候已經被審判了
[00:15:55.000 --> 00:15:59.000]  但是將來在最後白色大寶座的時候
[00:15:59.000 --> 00:16:03.000]  魔鬼會被冰到火湖裡面永遠遠
[00:16:03.000 --> 00:16:06.000]  所以這個審判也會發生
[00:16:06.000 --> 00:16:10.000]  但是約翰不知道,因為他不是新約的人
[00:16:10.000 --> 00:16:15.000]  他沒有這個啟示,你和我有這個完整的啟示,所以很寶貴
[00:16:15.000 --> 00:16:20.000]  因為聖經很寶貴,聖經裡面所講的東西連施洗約翰都不知道
[00:16:20.000 --> 00:16:27.000]  一個婦人所生最大的,最有福氣的,他都不知道,但是你知道
[00:16:27.000 --> 00:16:32.000]  為什麼上帝要等這麼久才審判呢?
[00:16:32.000 --> 00:16:35.000]  給他後書就講得很清楚
[00:16:35.000 --> 00:16:39.000]  在主巷內,一日而千年,千年而一日
[00:16:39.000 --> 00:16:44.000]  主決不擔言他的應許,像有些人以為他是擔言的一樣
[00:16:44.000 --> 00:16:48.000]  其實他是寬容你們,不願有一人沉淪
[00:16:48.000 --> 00:16:50.000]  但願人人都悔改
[00:16:50.000 --> 00:16:54.000]  上帝等,等到希望有多些人相信他
[00:16:54.000 --> 00:17:00.000]  看次錄二十章一十一到十二節就給我們看到這個審判
[00:17:00.000 --> 00:17:04.000]  約翰這個約翰就是使徒約翰,又不是施洗約翰
[00:17:04.000 --> 00:17:09.000]  我又看見一個白色的大寶座和在在上面的那位
[00:17:09.000 --> 00:17:10.000]  這個就是耶穌基督
[00:17:10.000 --> 00:17:14.000]  天地都從他面前逃避,再也看不見了
[00:17:14.000 --> 00:17:18.000]  我又看見死了的人,無論大小都站在寶座前
[00:17:18.000 --> 00:17:23.000]  案件都展開了,還有另一卷就是生命冊也展開了
[00:17:23.000 --> 00:17:30.000]  死了的人都憑著這些案件所記載的,照他所行的受審判
[00:17:30.000 --> 00:17:32.000]  對不對?
[00:17:32.000 --> 00:17:40.000]  那你說看到耶穌回應約翰的門徒,讓他回去告訴約翰知道
[00:17:40.000 --> 00:17:43.000]  你今天看到的就是以塞亞所預言的
[00:17:43.000 --> 00:17:46.000]  聾的要聽到,黑眼的要看到
[00:17:46.000 --> 00:17:50.000]  死人復活,窮人有福音傳給他們
[00:17:50.000 --> 00:17:55.000]  這個我再講一個彌賽亞
[00:17:55.000 --> 00:18:00.000]  這是耶穌透過約翰的門徒給約翰知道
[00:18:00.000 --> 00:18:03.000]  耶穌沒有責怪約翰
[00:18:03.000 --> 00:18:07.000]  所以如果你懷疑上帝的時候,你都不用覺得上帝一定發怒
[00:18:07.000 --> 00:18:09.000]  上帝其實很有憐憫
[00:18:09.000 --> 00:18:12.000]  你懷疑上帝的時候,你應該怎樣做呢?
[00:18:12.000 --> 00:18:14.000]  我們今天要學習應用
[00:18:14.000 --> 00:18:18.000]  當你懷疑的時候,或者當你的親友懷疑的時候
[00:18:18.000 --> 00:18:19.000]  你怎樣做呢?
[00:18:19.000 --> 00:18:24.000]  第一點,我們要了解懷疑上帝的原因
[00:18:24.000 --> 00:18:26.000]  什麼東西令到我們懷疑上帝呢?
[00:18:26.000 --> 00:18:28.000]  通常有三樣東西
[00:18:28.000 --> 00:18:31.000]  第一,我們身處苦難當中
[00:18:31.000 --> 00:18:34.000]  又沒有工作,又沒有錢,身體又病
[00:18:34.000 --> 00:18:37.000]  很自然就已經不是很精神了
[00:18:37.000 --> 00:18:40.000]  為什麼上帝不幫我?
[00:18:40.000 --> 00:18:44.000]  當我們看到世界上很多邪惡不公平的事
[00:18:44.000 --> 00:18:46.000]  這是一個很嚴重的實力問題
[00:18:46.000 --> 00:18:49.000]  如果上帝在這裏,怎會讓他發生這樣的事?
[00:18:49.000 --> 00:18:53.000]  怎會上帝容許希特拉殺了六百萬猶太人?
[00:18:53.000 --> 00:18:58.000]  為何上帝容許日本打中國殺了四千萬中國人?
[00:18:58.000 --> 00:19:00.000]  為何現在這麼多戰爭
[00:19:00.000 --> 00:19:03.000]  巴勒斯坦還在打仗
[00:19:03.000 --> 00:19:11.000]  誰對誰錯,都人云亦云
[00:19:11.000 --> 00:19:15.000]  俄國烏克蘭天天都死人
[00:19:15.000 --> 00:19:20.000]  天災人禍,香港很多青年兒童自殺
[00:19:20.000 --> 00:19:23.000]  為什麼上帝不看?
[00:19:23.000 --> 00:19:25.000]  這些就令你開始懷疑
[00:19:25.000 --> 00:19:28.000]  還有一個更加普遍的
[00:19:28.000 --> 00:19:33.000]  當上帝作為與我們自己的期望不配合的地方
[00:19:33.000 --> 00:19:37.000]  我們有一個期望,一個範式
[00:19:37.000 --> 00:19:39.000]  我們覺得一個框框
[00:19:39.000 --> 00:19:42.000]  我覺得上帝應該這樣做,本來是這樣做
[00:19:42.000 --> 00:19:44.000]  但上帝不是這樣做
[00:19:44.000 --> 00:19:50.000]  上帝的期待是上帝來拯救以色列
[00:19:50.000 --> 00:19:56.000]  上帝人就審判當地一些不好的人
[00:19:56.000 --> 00:19:59.000]  耶穌來沒有做到這些
[00:19:59.000 --> 00:20:03.000]  上帝所做的與他的期望不同
[00:20:03.000 --> 00:20:05.000]  我們開始懷疑
[00:20:05.000 --> 00:20:07.000]  你有沒有這樣的期望?
[00:20:07.000 --> 00:20:10.000]  我大學畢業時有份好工作
[00:20:10.000 --> 00:20:14.000]  我既漂亮,又年輕,貌美,性格嚴肅
[00:20:14.000 --> 00:20:17.000]  我是個好老公,為什麼每樣都沒有?
[00:20:17.000 --> 00:20:20.000]  是不是可以有點懷疑?
[00:20:20.000 --> 00:20:22.000]  所以我們要明白
[00:20:22.000 --> 00:20:26.000]  在一個情況之下就令我們懷疑神
[00:20:26.000 --> 00:20:31.000]  第二,處理自己或別人對耶穌基督的懷疑
[00:20:31.000 --> 00:20:37.000]  我們怎樣做呢?
[00:20:37.000 --> 00:20:39.000]  當你最重要的時候
[00:20:39.000 --> 00:20:42.000]  最重要的就是回到聖經裡
[00:20:42.000 --> 00:20:44.000]  約翰的門徒來找耶穌問耶穌
[00:20:44.000 --> 00:20:48.000]  耶穌就用以塞亞書的聖經來回答他們
[00:20:48.000 --> 00:20:55.000]  記不記得上次康牧師說到魔鬼試探耶穌
[00:20:55.000 --> 00:20:58.000]  耶穌三次都用神的壞語回應魔鬼
[00:20:58.000 --> 00:21:02.000]  所以我們面對自己困難的時候
[00:21:02.000 --> 00:21:05.000]  我們回到聖經裡
[00:21:05.000 --> 00:21:09.000]  找回上帝的應許
[00:21:09.000 --> 00:21:13.000]  信仰不是憑感覺
[00:21:13.000 --> 00:21:15.000]  有些人信耶穌
[00:21:15.000 --> 00:21:21.000]  我感覺我遇見順境就信,逆境就不信
[00:21:21.000 --> 00:21:22.000]  那又不對
[00:21:22.000 --> 00:21:25.000]  信仰是建基於上帝的壞語
[00:21:25.000 --> 00:21:29.000]  以及祂的歷史事實上
[00:21:29.000 --> 00:21:33.000]  我信主初期其實我也有些懷疑
[00:21:33.000 --> 00:21:35.000]  你叫我信耶穌,偽生基督
[00:21:35.000 --> 00:21:36.000]  那耶穌是不是真的?
[00:21:36.000 --> 00:21:38.000]  聖經所說是不是真的?
[00:21:38.000 --> 00:21:40.000]  我怎麼知道耶穌是真的還是假的?
[00:21:40.000 --> 00:21:43.000]  世上這麼多宗教
[00:21:43.000 --> 00:21:45.000]  但最令我鞏固信心的
[00:21:45.000 --> 00:21:46.000]  回到聖經裡
[00:21:46.000 --> 00:21:49.000]  其實有一樣東西最令我鞏固信心的
[00:21:49.000 --> 00:21:52.000]  就是耶穌基督的復活
[00:21:52.000 --> 00:21:53.000]  祂的復活
[00:21:53.000 --> 00:21:55.000]  因為全世界沒有人復活過
[00:21:55.000 --> 00:21:56.000]  耶穌基督復活
[00:21:56.000 --> 00:21:57.000]  復活是不是真的?
[00:21:57.000 --> 00:22:00.000]  復活其實歷史上是真的
[00:22:00.000 --> 00:22:03.000]  連歷史學家都不能否定耶穌基督的復活
[00:22:03.000 --> 00:22:05.000]  如果你看聖經
[00:22:05.000 --> 00:22:07.000]  如果你用邏輯
[00:22:07.000 --> 00:22:12.000]  你可以判斷到耶穌復活的事實是真的
[00:22:12.000 --> 00:22:17.000]  這個沒有人能夠反駁的
[00:22:17.000 --> 00:22:18.000]  我記得很多年前
[00:22:18.000 --> 00:22:20.000]  我寫過一篇文章
[00:22:20.000 --> 00:22:21.000]  是英文的
[00:22:21.000 --> 00:22:24.000]  英文就不是這樣
[00:22:24.000 --> 00:22:25.000]  寫這篇文章
[00:22:25.000 --> 00:22:29.000]  關於耶穌基督復活的重要性和證據
[00:22:29.000 --> 00:22:31.000]  十幾年前我還在加拿大
[00:22:31.000 --> 00:22:34.000]  我2008年回香港認識了康牧師
[00:22:34.000 --> 00:22:37.000]  那時候他還未讀神
[00:22:37.000 --> 00:22:42.000]  康牧師在大學讀翻譯
[00:22:42.000 --> 00:22:45.000]  他把我的文章翻譯成中文
[00:22:45.000 --> 00:22:48.000]  現在還登在全因堂的網站
[00:22:48.000 --> 00:22:52.000]  心靈加油站的信仰Q&A那裡
[00:22:52.000 --> 00:22:54.000]  我鼓勵大家去看中文版本
[00:22:54.000 --> 00:22:56.000]  中英文也在那裡
[00:22:56.000 --> 00:22:58.000]  但你會發現中文的譯本
[00:22:58.000 --> 00:23:01.000]  是比英文言文更加美麗
[00:23:01.000 --> 00:23:02.000]  我鼓勵大家去看
[00:23:02.000 --> 00:23:06.000]  這篇文章真的能夠鞏固你的信心
[00:23:06.000 --> 00:23:07.000]  不是很長
[00:23:07.000 --> 00:23:08.000]  是幾頁字
[00:23:08.000 --> 00:23:10.000]  但是我鼓勵大家去看
[00:23:10.000 --> 00:23:15.000]  無論你有沒有遇見困難、懷疑
[00:23:15.000 --> 00:23:16.000]  你看這篇文章
[00:23:16.000 --> 00:23:18.000]  如果你想跟別人傳福音
[00:23:18.000 --> 00:23:20.000]  這篇文章也很有幫助
[00:23:20.000 --> 00:23:21.000]  你自己看了之後
[00:23:21.000 --> 00:23:24.000]  就可以幫別人傳福音
[00:23:24.000 --> 00:23:26.000]  你也可以欣賞到康牧師
[00:23:26.000 --> 00:23:29.000]  當年翻譯的
[00:23:29.000 --> 00:23:32.000]  上帝給他的恩賜才華
[00:23:32.000 --> 00:23:36.000]  第三點我們學習到
[00:23:36.000 --> 00:23:38.000]  要好好研讀信復神的話
[00:23:38.000 --> 00:23:40.000]  因為如果你沒有讀神的話
[00:23:40.000 --> 00:23:42.000]  你就不能用神的話
[00:23:42.000 --> 00:23:43.000]  去鞏固自己的信心
[00:23:43.000 --> 00:23:44.000]  是不是?
[00:23:44.000 --> 00:23:47.000]  所以你讀神的話的時候
[00:23:47.000 --> 00:23:49.000]  你就得到幫助
[00:23:49.000 --> 00:23:50.000]  第三點
[00:23:50.000 --> 00:23:52.000]  了解懷疑神的原因
[00:23:52.000 --> 00:23:55.000]  用聖經處理這些懷疑
[00:23:55.000 --> 00:23:58.000]  以及日常生活裡面
[00:23:58.000 --> 00:24:00.000]  每天研讀上帝的話
[00:24:00.000 --> 00:24:02.000]  過去這三個月
[00:24:02.000 --> 00:24:04.000]  我在全因堂講的這三篇
[00:24:04.000 --> 00:24:06.000]  都是圍繞屍死約翰
[00:24:06.000 --> 00:24:07.000]  今天講完了
[00:24:07.000 --> 00:24:09.000]  因為屍死約翰快要死了
[00:24:09.000 --> 00:24:11.000]  死了就不能講了
[00:24:11.000 --> 00:24:15.000]  歷史學提到
[00:24:15.000 --> 00:24:17.000]  如果看歷史書
[00:24:17.000 --> 00:24:19.000]  提到世界上很多著名人物
[00:24:19.000 --> 00:24:21.000]  但是沒有提到屍死約翰
[00:24:21.000 --> 00:24:22.000]  這個很可惜
[00:24:22.000 --> 00:24:23.000]  因為屍死約翰
[00:24:23.000 --> 00:24:26.000]  其實是最重要的人物之一
[00:24:26.000 --> 00:24:29.000]  上帝為他度身訂造了一個
[00:24:29.000 --> 00:24:31.000]  獨特的生命
