
[00:00:00.000 --> 00:00:03.000]  各位頂智妹平安
[00:02:06.000 --> 00:02:07.000]  求主也在今天
[00:02:07.000 --> 00:02:10.000]  當我們思想祢聖經的說話的時候
[00:02:10.000 --> 00:02:13.000]  求祢這樣來引導指教我們
[00:02:13.000 --> 00:02:15.000]  我們仰望祈禱
[00:02:15.000 --> 00:02:17.000]  奉耶穌基督聖名祈求
[00:02:17.000 --> 00:02:21.000]  我們今天會看
[00:02:21.000 --> 00:02:23.000]  聖經接受羅尼加的前書
[00:02:23.000 --> 00:02:25.000]  在讀之前
[00:02:25.000 --> 00:02:27.000]  我也很想再提一些
[00:02:27.000 --> 00:02:30.000]  關於我們教會直堂的事情
[00:02:30.000 --> 00:02:31.000]  大家知道我們
[00:02:31.000 --> 00:02:34.000]  其實不是每年都有直堂主日
[00:02:34.000 --> 00:02:35.000]  但我們希望
[00:02:35.000 --> 00:02:36.000]  久不久我們有機會
[00:02:36.000 --> 00:02:38.000]  重新提這件事情
[00:02:38.000 --> 00:02:40.000]  也提醒我們
[00:02:40.000 --> 00:02:44.000]  不要只關心自己堂會的事
[00:02:44.000 --> 00:02:47.000]  真的懂得學習聖經所教導我們的
[00:02:47.000 --> 00:02:49.000]  是真的施予給領袖
[00:02:49.000 --> 00:02:51.000]  是更大的祝福
[00:02:51.000 --> 00:02:54.000]  教會今年已經進入了
[00:02:54.000 --> 00:02:55.000]  第幾週年了
[00:02:55.000 --> 00:02:57.000]  不知道大家有沒有留意到
[00:02:57.000 --> 00:02:59.000]  65週年
[00:02:59.000 --> 00:03:01.000]  所以我們今年年底的時候
[00:03:01.000 --> 00:03:03.000]  會有特別的慶祝
[00:03:03.000 --> 00:03:04.000]  65年來
[00:03:04.000 --> 00:03:07.000]  神一直將這種感動給教會
[00:03:07.000 --> 00:03:09.000]  是要留心在不同的社區
[00:03:09.000 --> 00:03:12.000]  建立福音的基址
[00:03:12.000 --> 00:03:14.000]  所以過去65年來
[00:03:14.000 --> 00:03:15.000]  教會曾經在不同地方
[00:03:15.000 --> 00:03:18.000]  建立了25間的分堂
[00:03:18.000 --> 00:03:20.000]  一切都是恩典
[00:03:20.000 --> 00:03:21.000]  我們很感謝神
[00:03:21.000 --> 00:03:23.000]  當然在其中都有困難
[00:03:23.000 --> 00:03:24.000]  其中有5間
[00:03:24.000 --> 00:03:27.000]  因為不同的緣故結束了
[00:03:27.000 --> 00:03:28.000]  因此有些時候
[00:03:28.000 --> 00:03:31.000]  會有些灰心的感覺
[00:03:31.000 --> 00:03:32.000]  但是這麼多年
[00:03:32.000 --> 00:03:33.000]  上帝都一直感動我們
[00:03:33.000 --> 00:03:34.000]  不要放棄
[00:03:34.000 --> 00:03:36.000]  繼續在這方面努力
[00:03:36.000 --> 00:03:39.000]  這20間仍然堅定地
[00:03:39.000 --> 00:03:41.000]  來到成長的教會
[00:03:41.000 --> 00:03:43.000]  他們同樣都領受了
[00:03:43.000 --> 00:03:44.000]  在不同地區
[00:03:44.000 --> 00:03:46.000]  直堂的異象
[00:03:46.000 --> 00:03:47.000]  所以看到他們
[00:03:47.000 --> 00:03:49.000]  都繼續在不同地方
[00:03:49.000 --> 00:03:51.000]  同樣是直堂
[00:03:51.000 --> 00:03:52.000]  所以可能你們未必知道
[00:03:52.000 --> 00:03:54.000]  北宣家的分堂
[00:03:54.000 --> 00:03:56.000]  有他們的分堂
[00:03:56.000 --> 00:03:57.000]  到今天已經有
[00:03:57.000 --> 00:03:59.000]  第四代的分堂
[00:03:59.000 --> 00:04:01.000]  大家可能都知道
[00:04:01.000 --> 00:04:04.000]  香港有個海怡半島
[00:04:04.000 --> 00:04:05.000]  在海怡半島裏面
[00:04:05.000 --> 00:04:08.000]  有一間宣導會海怡堂
[00:04:08.000 --> 00:04:10.000]  其實是我們第四代的分堂
[00:04:10.000 --> 00:04:12.000]  北宣早年前
[00:04:12.000 --> 00:04:15.000]  建立了宣導會華基堂
[00:04:15.000 --> 00:04:18.000]  他們再建立了利福堂
[00:04:18.000 --> 00:04:21.000]  利福堂又開設了海怡堂
[00:04:21.000 --> 00:04:23.000]  所以你不會想到
[00:04:23.000 --> 00:04:25.000]  在最初開始華基堂的時候
[00:04:25.000 --> 00:04:27.000]  是有多少的艱難
[00:04:27.000 --> 00:04:29.000]  但是今天他們一步一步
[00:04:29.000 --> 00:04:32.000]  建立了他們第三代的分堂
[00:04:32.000 --> 00:04:34.000]  而在這個海怡的地方
[00:04:34.000 --> 00:04:35.000]  有很多很重要的
[00:04:35.000 --> 00:04:38.000]  科目工作來開展
[00:04:38.000 --> 00:04:40.000]  而且你會見到這個情況
[00:04:40.000 --> 00:04:43.000]  不斷不斷正在進行
[00:04:43.000 --> 00:04:46.000]  最新的一間分堂的開始
[00:04:46.000 --> 00:04:48.000]  是在調景嶺
[00:04:48.000 --> 00:04:49.000]  大家會知道
[00:04:49.000 --> 00:04:51.000]  我們曾經有的分堂
[00:04:51.000 --> 00:04:52.000]  現在已經自立了
[00:04:52.000 --> 00:04:54.000]  就是宣愛堂
[00:04:54.000 --> 00:04:58.000]  宣愛堂最近開設了宣領堂
[00:04:58.000 --> 00:05:00.000]  就在調景嶺這個地方
[00:05:00.000 --> 00:05:02.000]  亦都是大家熟悉的
[00:05:02.000 --> 00:05:04.000]  一位我們曾經的目者
[00:05:04.000 --> 00:05:06.000]  梁貴祥牧師
[00:05:06.000 --> 00:05:09.000]  他帶領一班弟兄姊妹離開宣愛堂
[00:05:09.000 --> 00:05:11.000]  去到調景嶺
[00:05:11.000 --> 00:05:15.000]  是重新開展在當地的宣道會的
[00:05:15.000 --> 00:05:17.000]  一個福音的服事
[00:05:17.000 --> 00:05:19.000]  當說回這些事情的時候
[00:05:19.000 --> 00:05:24.000]  我們是很想來向神獻上感謝
[00:05:24.000 --> 00:05:26.000]  因為上帝使用我們
[00:05:26.000 --> 00:05:28.000]  給我們機會在不同地區裏面
[00:05:28.000 --> 00:05:29.000]  來服侍上帝
[00:05:29.000 --> 00:05:31.000]  亦都提醒我們
[00:05:31.000 --> 00:05:34.000]  如果你是北宣界的一份子
[00:05:34.000 --> 00:05:37.000]  你同樣需要領受一份神給的使命
[00:05:37.000 --> 00:05:41.000]  就是不要停留在自己的地方
[00:05:41.000 --> 00:05:44.000]  繼續來向不同的社區
[00:05:44.000 --> 00:05:46.000]  作福音的服事
[00:05:46.000 --> 00:05:50.000]  延展延續福音的使命
[00:05:50.000 --> 00:05:53.000]  當你看回這些歷史的時候
[00:05:53.000 --> 00:05:55.000]  再思想聖經的時候
[00:05:55.000 --> 00:05:56.000]  你就會發覺
[00:05:56.000 --> 00:05:57.000]  在聖經裏面
[00:05:57.000 --> 00:06:00.000]  是不斷地來鼓勵我們
[00:06:00.000 --> 00:06:01.000]  弟兄姊妹
[00:06:01.000 --> 00:06:05.000]  要讓你成為了福音的出口
[00:06:05.000 --> 00:06:10.000]  讓神的道從你生命可以傳開出去
[00:06:10.000 --> 00:06:12.000]  這個正正是今天我們讀的聖經
[00:06:12.000 --> 00:06:14.000]  接受內加教會
[00:06:14.000 --> 00:06:18.000]  他們的一個很重要的見證和榜樣
[00:06:18.000 --> 00:06:19.000]  大家一起回到聖經
[00:06:19.000 --> 00:06:22.000]  接受內加前書第一章
[00:06:22.000 --> 00:06:28.000]  我們先看其中的第八節
[00:06:29.000 --> 00:06:31.000]  保羅讚賞這間教會
[00:06:31.000 --> 00:06:33.000]  他就這樣說
[00:06:33.000 --> 00:06:34.000]  第八節
[00:06:34.000 --> 00:06:36.000]  因為不丹主的道
[00:06:36.000 --> 00:06:40.000]  從你們那裏傳遍了馬其頓和阿該亞
[00:06:40.000 --> 00:06:44.000]  就是你們對神的信心也傳遍了各處
[00:06:44.000 --> 00:06:48.000]  所以我們不用再說什麼了
[00:06:48.000 --> 00:06:51.000]  保羅為了接受內加教會
[00:06:51.000 --> 00:06:52.000]  很感謝神
[00:06:52.000 --> 00:06:54.000]  而其中他特別感恩的地方
[00:06:54.000 --> 00:07:00.000]  就是講到神的道從他們中間傳了出去
[00:07:00.000 --> 00:07:02.000]  是他們所身處的地區
[00:07:02.000 --> 00:07:06.000]  傳揚到各處的地方
[00:07:06.000 --> 00:07:08.000]  不單止神的道
[00:07:08.000 --> 00:07:10.000]  也是他們的信心
[00:07:10.000 --> 00:07:14.000]  也都同時傳遍各處
[00:07:14.000 --> 00:07:18.000]  他們將神的道傳揚出去
[00:07:18.000 --> 00:07:20.000]  也都透過他們的信心
[00:07:20.000 --> 00:07:23.000]  或者說他們信心的行為
[00:07:23.000 --> 00:07:26.000]  也都去承托著所傳的道
[00:07:26.000 --> 00:07:29.000]  而產生很重要的見證
[00:07:29.000 --> 00:07:31.000]  當你去讀這段經文的時候
[00:07:31.000 --> 00:07:32.000]  就會發覺到
[00:07:32.000 --> 00:07:33.000]  聖經裏面提及到
[00:07:33.000 --> 00:07:36.000]  主的道從他們當中傳開
[00:07:36.000 --> 00:07:38.000]  有幾個很重要的原因
[00:07:38.000 --> 00:07:39.000]  第一個
[00:07:39.000 --> 00:07:40.000]  就這裏所提及的
[00:07:40.000 --> 00:07:42.000]  是因為這班弟兄姊妹
[00:07:42.000 --> 00:07:45.000]  他們是真實行道
[00:07:45.000 --> 00:07:48.000]  他們領受了神的真理
[00:07:48.000 --> 00:07:50.000]  有行道出來
[00:07:50.000 --> 00:07:54.000]  大家看回前面的第二節第三節
[00:07:54.000 --> 00:07:56.000]  聖經提及到保羅說
[00:07:56.000 --> 00:07:59.000]  我為你們常常感謝神
[00:07:59.000 --> 00:08:02.000]  禱告的時候提到你們
[00:08:02.000 --> 00:08:05.000]  在我們的父神面前
[00:08:05.000 --> 00:08:07.000]  神自己鑑察一切
[00:08:07.000 --> 00:08:09.000]  祂知道他們的實況
[00:08:09.000 --> 00:08:11.000]  祂不絕地紀念你們
[00:08:11.000 --> 00:08:13.000]  因信心的工作
[00:08:13.000 --> 00:08:15.000]  愛心的勞苦
[00:08:15.000 --> 00:08:20.000]  和因盼望我們主耶穌基督而有的堅忍
[00:08:20.000 --> 00:08:21.000]  沒錯
[00:08:21.000 --> 00:08:23.000]  他們領受了神的救恩
[00:08:23.000 --> 00:08:24.000]  領受了神給他們
[00:08:24.000 --> 00:08:27.000]  信望愛的那種生命的質素
[00:08:27.000 --> 00:08:29.000]  但是他們更加讓信望愛
[00:08:29.000 --> 00:08:32.000]  不會停留在他們的思想裏面
[00:08:32.000 --> 00:08:34.000]  而是在生命裏面
[00:08:34.000 --> 00:08:36.000]  真實地活出來
[00:08:36.000 --> 00:08:39.000]  活出那種信心的行為
[00:08:39.000 --> 00:08:43.000]  或者這裏所說的信心的工作
[00:08:43.000 --> 00:08:46.000]  聖經裏面順從提到
[00:08:46.000 --> 00:08:50.000]  神將祂的生命賜給我們
[00:08:50.000 --> 00:08:53.000]  正如哥羅西書第三章有提及到
[00:08:53.000 --> 00:08:58.000]  神將祂的生命賜給祂的子民
[00:08:58.000 --> 00:09:00.000]  而聖經就勉勵他們
[00:09:00.000 --> 00:09:02.000]  既然領受了這份生命
[00:09:02.000 --> 00:09:05.000]  就應該叫你們的行為
[00:09:05.000 --> 00:09:07.000]  配合這種生命
[00:09:07.000 --> 00:09:08.000]  去棄絕
[00:09:08.000 --> 00:09:11.000]  去放棄了以前舊的生活習慣
[00:09:11.000 --> 00:09:14.000]  神不喜悅的生活方式
[00:09:14.000 --> 00:09:16.000]  而是穿上新人
[00:09:16.000 --> 00:09:21.000]  活出一種新生命的行為和榜樣
[00:09:21.000 --> 00:09:24.000]  當聖經來到呼籲人去做的時候
[00:09:24.000 --> 00:09:25.000]  不是叫我們做一件
[00:09:25.000 --> 00:09:28.000]  我們自己做不到的事情
[00:09:28.000 --> 00:09:30.000]  不是說明知道自己做不到
[00:09:30.000 --> 00:09:31.000]  還叫我們去做
[00:09:31.000 --> 00:09:32.000]  不是
[00:09:32.000 --> 00:09:33.000]  當聖經說到
[00:09:33.000 --> 00:09:36.000]  神已經將祂的生命賜給你
[00:09:36.000 --> 00:09:39.000]  你裏面已經經歷了那種改變
[00:09:39.000 --> 00:09:42.000]  但是你的信心
[00:09:42.000 --> 00:09:44.000]  如果是真實的話
[00:09:44.000 --> 00:09:48.000]  是會必然產生一種改變
[00:09:48.000 --> 00:09:49.000]  但是在過程當中
[00:09:49.000 --> 00:09:52.000]  你信服上帝對你的心意
[00:09:52.000 --> 00:09:54.000]  而按照神的心意
[00:09:54.000 --> 00:09:59.000]  配合著這種恩賜來活出來
[00:09:59.000 --> 00:10:01.000]  你記得我曾經說過
[00:10:01.000 --> 00:10:02.000]  有很多家庭
[00:10:02.000 --> 00:10:03.000]  很多弟兄姊妹
[00:10:03.000 --> 00:10:05.000]  他們這方面的見證
[00:10:05.000 --> 00:10:06.000]  一位姊妹
[00:10:06.000 --> 00:10:11.000]  她未信主之前跟丈夫的關係很惡劣
[00:10:11.000 --> 00:10:13.000]  之間經常吵架
[00:10:13.000 --> 00:10:16.000]  這位姊妹信了主之後
[00:10:16.000 --> 00:10:19.000]  有一次在家裏面有些事情
[00:10:19.000 --> 00:10:22.000]  先生突然間就罵她
[00:10:22.000 --> 00:10:24.000]  她當時剛剛在做家務
[00:10:24.000 --> 00:10:27.000]  心裏面很不開心
[00:10:27.000 --> 00:10:29.000]  按照她平時的習慣
[00:10:29.000 --> 00:10:32.000]  她就馬上會駁火
[00:10:32.000 --> 00:10:33.000]  通常她就說
[00:10:33.000 --> 00:10:35.000]  通常都是先生罵一句
[00:10:35.000 --> 00:10:38.000]  起碼罵她五句
[00:10:38.000 --> 00:10:41.000]  不會吃虧
[00:10:41.000 --> 00:10:42.000]  在那個時候
[00:10:42.000 --> 00:10:45.000]  她心裏面有一個衝動想罵她
[00:10:45.000 --> 00:10:47.000]  但是她後來講述她的見證
[00:10:47.000 --> 00:10:49.000]  她說當時她心裏面有一個很特別
[00:10:49.000 --> 00:10:52.000]  神給她的提醒
[00:10:52.000 --> 00:10:54.000]  她說你信了主
[00:10:54.000 --> 00:10:57.000]  神給了你新的生命
[00:10:57.000 --> 00:10:59.000]  在那個時候她心裏默默地祈禱
[00:10:59.000 --> 00:11:00.000]  神幫助我
[00:11:00.000 --> 00:11:04.000]  讓我可以知道愛護我的丈夫
[00:11:04.000 --> 00:11:06.000]  就在那個時候
[00:11:06.000 --> 00:11:08.000]  發覺自己的心平定了
[00:11:08.000 --> 00:11:10.000]  但是想不到先生突然在那個時候
[00:11:10.000 --> 00:11:13.000]  也都定下來看著她
[00:11:13.000 --> 00:11:15.000]  然後跟著跟她講了一句話
[00:11:15.000 --> 00:11:18.000]  為什麼你不罵我
[00:11:18.000 --> 00:11:20.000]  因為先生覺得很奇怪
[00:11:20.000 --> 00:11:23.000]  跟她日常的表現很不同
[00:11:23.000 --> 00:11:25.000]  然後這位姊妹就說
[00:11:25.000 --> 00:11:27.000]  她當時心裏面有一種很特別的感恩
[00:11:27.000 --> 00:11:29.000]  就跟先生說
[00:11:29.000 --> 00:11:34.000]  當然了 我信耶穌了
[00:11:34.000 --> 00:11:37.000]  當她內心裏面信了聖靈給她的感動
[00:11:37.000 --> 00:11:42.000]  她學習去放下自己那些憤恨
[00:11:42.000 --> 00:11:44.000]  然後她發覺自己竟然可以做到
[00:11:44.000 --> 00:11:49.000]  一個新人的一個行為
[00:11:49.000 --> 00:11:51.000]  這個不單是這位姊妹的經歷
[00:11:51.000 --> 00:11:54.000]  很多的基督徒當他們真的相信
[00:11:54.000 --> 00:11:57.000]  神已經給我新生命
[00:11:57.000 --> 00:12:01.000]  可以活出一種不同的生活方式
[00:12:01.000 --> 00:12:04.000]  但是雖然我們有一種信心
[00:12:04.000 --> 00:12:05.000]  但你發覺有些時候
[00:12:05.000 --> 00:12:08.000]  自己裏面有一種害怕
[00:12:08.000 --> 00:12:11.000]  會不知不覺地告訴自己
[00:12:11.000 --> 00:12:13.000]  我還是不行了
[00:12:13.000 --> 00:12:15.000]  還是算了
[00:12:15.000 --> 00:12:17.000]  好像一個人
[00:12:17.000 --> 00:12:20.000]  當他多年來坐在監獄裏面
[00:12:20.000 --> 00:12:21.000]  突然收到消息說
[00:12:21.000 --> 00:12:23.000]  現在放監了
[00:12:23.000 --> 00:12:26.000]  現在你得自由了
[00:12:26.000 --> 00:12:29.000]  他不太相信自己可以出監
[00:12:29.000 --> 00:12:30.000]  因此他就想
[00:12:30.000 --> 00:12:31.000]  我出去之後
[00:12:31.000 --> 00:12:34.000]  可能都會被抓回來
[00:12:34.000 --> 00:12:35.000]  算了 算了
[00:12:35.000 --> 00:12:37.000]  他坐在監獄裏面
[00:12:37.000 --> 00:12:42.000]  繼續過他做囚犯的生活
[00:12:42.000 --> 00:12:45.000]  他不相信他得到釋放
[00:12:45.000 --> 00:12:47.000]  因此他不會走出來
[00:12:47.000 --> 00:12:49.000]  去過新的生活
[00:12:49.000 --> 00:12:50.000]  第一姊妹
[00:12:50.000 --> 00:12:51.000]  當你看到聖經裏面
[00:12:51.000 --> 00:12:52.000]  講到信心的時候
[00:12:52.000 --> 00:12:54.000]  相信講的信心
[00:12:54.000 --> 00:12:55.000]  真實的信心
[00:12:55.000 --> 00:12:58.000]  是會有行動的
[00:12:58.000 --> 00:12:59.000]  他會按照信心
[00:12:59.000 --> 00:13:01.000]  神給我們的那種的應許
[00:13:01.000 --> 00:13:04.000]  來去活出那種新生的樣式
[00:13:04.000 --> 00:13:09.000]  產生到生命真實的改變和見證
[00:13:09.000 --> 00:13:11.000]  因此當保羅來去讚賞
[00:13:11.000 --> 00:13:13.000]  接受羅尼加教會的時候
[00:13:13.000 --> 00:13:15.000]  他特別是讚賞他們
[00:13:15.000 --> 00:13:18.000]  因為信心的工作
[00:13:18.000 --> 00:13:20.000]  因為愛心的奴婦
[00:13:20.000 --> 00:13:22.000]  那個愛心都不單是一種
[00:13:22.000 --> 00:13:24.000]  好像舌頭上說
[00:13:24.000 --> 00:13:26.000]  我是基督徒 我有愛心
[00:13:26.000 --> 00:13:28.000]  而他真的敢活出那種
[00:13:28.000 --> 00:13:32.000]  願意付代價的愛心的伏事
[00:13:32.000 --> 00:13:35.000]  甚至像奴婦伏事
[00:13:35.000 --> 00:13:36.000]  同樣也因為
[00:13:36.000 --> 00:13:39.000]  內心領受那份盼望
[00:13:39.000 --> 00:13:42.000]  因此知道上帝會保守我
[00:13:42.000 --> 00:13:43.000]  就算是面對著別人
[00:13:43.000 --> 00:13:46.000]  給自己一些衝擊
[00:13:46.000 --> 00:13:48.000]  對自己不好
[00:13:48.000 --> 00:13:51.000]  但仍然堅持著行善
[00:13:51.000 --> 00:13:53.000]  他待我是很差
[00:13:53.000 --> 00:13:56.000]  但我仍然是按著神給我的心意
[00:13:56.000 --> 00:13:59.000]  因為祂會保守著我
[00:13:59.000 --> 00:14:03.000]  仍然去堅忍著行正直的事
[00:14:03.000 --> 00:14:06.000]  這就是那種基督徒人生裏面
[00:14:06.000 --> 00:14:08.000]  領受神給我們的信心
[00:14:08.000 --> 00:14:10.000]  而真的去行出來
[00:14:10.000 --> 00:14:13.000]  而帶來真實的恩惠
[00:14:13.000 --> 00:14:16.000]  改變和見證
[00:14:16.000 --> 00:14:18.000]  因此當保羅讚賞他們的時候
[00:14:18.000 --> 00:14:20.000]  就說你們因為神給你們的恩惠
[00:14:20.000 --> 00:14:22.000]  活出那種愛心的奴婦
[00:14:22.000 --> 00:14:24.000]  信心的工作
[00:14:24.000 --> 00:14:27.000]  和是盼望當中的堅忍
[00:14:27.000 --> 00:14:31.000]  以致你們將神的道
[00:14:31.000 --> 00:14:35.000]  從你們中間傳開出來
[00:14:35.000 --> 00:14:36.000]  我想回很多
[00:14:36.000 --> 00:14:39.000]  底片節目有很多不同的生命見證
[00:14:39.000 --> 00:14:42.000]  每當想回他們的時候
[00:14:42.000 --> 00:14:43.000]  也都體會到
[00:14:43.000 --> 00:14:45.000]  上帝在我們生命當中
[00:14:45.000 --> 00:14:48.000]  做的奇妙的事情
[00:14:48.000 --> 00:14:50.000]  是要透過我們生命的改變
[00:14:50.000 --> 00:14:54.000]  來見證祂自己的真道
[00:14:54.000 --> 00:14:55.000]  所以你看到在下面
[00:14:55.000 --> 00:14:56.000]  我們剛才讀的時候
[00:14:56.000 --> 00:14:58.000]  第八節就說
[00:14:58.000 --> 00:15:01.000]  主的道在你們那裏全遍了
[00:15:01.000 --> 00:15:03.000]  而你們對神的信心
[00:15:03.000 --> 00:15:06.000]  也都全遍了各處
[00:15:06.000 --> 00:15:08.000]  正如剛才我們所說
[00:15:08.000 --> 00:15:10.000]  這個信心帶著行動
[00:15:10.000 --> 00:15:13.000]  承托著所傳講的真道
[00:15:13.000 --> 00:15:16.000]  叫神的名得榮耀
[00:15:16.000 --> 00:15:17.000]  北村家
[00:15:17.000 --> 00:15:19.000]  我們過去神恩待我們
[00:15:19.000 --> 00:15:22.000]  給我們很多方面的成長
[00:15:22.000 --> 00:15:24.000]  很多人讚賞教會
[00:15:24.000 --> 00:15:26.000]  是有很多的資源
[00:15:26.000 --> 00:15:28.000]  很多的頂尖的參與
[00:15:28.000 --> 00:15:30.000]  但我心裏面更加盼望
[00:15:30.000 --> 00:15:33.000]  神對北村家的讚賞
[00:15:33.000 --> 00:15:35.000]  對我們的感謝
[00:15:35.000 --> 00:15:38.000]  對神為我們的感謝
[00:15:38.000 --> 00:15:41.000]  是我們真實地行道
[00:15:41.000 --> 00:15:43.000]  這一群的人
[00:15:43.000 --> 00:15:45.000]  是領受了神給我們生命的改變
[00:15:45.000 --> 00:15:48.000]  由真實地行出來
[00:15:48.000 --> 00:15:51.000]  這個更加值得我們去感恩
[00:15:51.000 --> 00:15:54.000]  去尋求的一個方向
[00:15:54.000 --> 00:15:55.000]  我們再看
[00:15:55.000 --> 00:15:58.000]  神的道從接受尼加教會傳開
[00:15:58.000 --> 00:15:59.000]  因為他們行道
[00:15:59.000 --> 00:16:00.000]  第二
[00:16:00.000 --> 00:16:03.000]  因為他們很真實地依靠聖靈
[00:16:03.000 --> 00:16:06.000]  去工作、去生活
[00:16:06.000 --> 00:16:10.000]  我們看看聖經的第五節
[00:16:10.000 --> 00:16:12.000]  聖經提到保羅說
[00:16:12.000 --> 00:16:14.000]  因為福音傳到你們那裏
[00:16:14.000 --> 00:16:16.000]  不單是藉著言語
[00:16:16.000 --> 00:16:18.000]  也藉著權能
[00:16:18.000 --> 00:16:20.000]  聖帶來的能力
[00:16:20.000 --> 00:16:24.000]  藉著聖靈和聖靈給的充足的信心
[00:16:24.000 --> 00:16:26.000]  然後第六節
[00:16:26.000 --> 00:16:27.000]  你們效法了
[00:16:27.000 --> 00:16:28.000]  我們也效法了
[00:16:28.000 --> 00:16:30.000]  主在大患難中
[00:16:30.000 --> 00:16:34.000]  帶著聖靈的喜樂
[00:16:34.000 --> 00:16:37.000]  接受了真道
[00:16:37.000 --> 00:16:38.000]  在當時
[00:16:38.000 --> 00:16:39.000]  這間教會
[00:16:39.000 --> 00:16:41.000]  當保羅將福音帶給他們的時候
[00:16:41.000 --> 00:16:44.000]  其實他們面對很多的困難
[00:16:44.000 --> 00:16:45.000]  如果你留意聖經
[00:16:45.000 --> 00:16:48.000]  士大輪傳第十七章就講述這件事情
[00:16:48.000 --> 00:16:49.000]  當時
[00:16:49.000 --> 00:16:50.000]  當保羅傳福音的時候
[00:16:50.000 --> 00:16:52.000]  有很多人信主
[00:16:52.000 --> 00:16:54.000]  但當地的猶太人
[00:16:54.000 --> 00:16:55.000]  見到這樣的情況
[00:16:55.000 --> 00:16:57.000]  妒忌保羅
[00:16:57.000 --> 00:17:00.000]  好像很多人擁護他
[00:17:00.000 --> 00:17:04.000]  因此他們就開始去煽動很多群眾
[00:17:04.000 --> 00:17:05.000]  聖經提到
[00:17:05.000 --> 00:17:08.000]  他們煽動了很多流氓
[00:17:08.000 --> 00:17:10.000]  很多使者之人
[00:17:10.000 --> 00:17:12.000]  來發起很多騷亂
[00:17:12.000 --> 00:17:17.000]  去騷擾信主的群體
[00:17:17.000 --> 00:17:20.000]  所以當時的城市
[00:17:20.000 --> 00:17:22.000]  出現了很多的混亂
[00:17:22.000 --> 00:17:24.000]  去抗拒信仰
[00:17:24.000 --> 00:17:26.000]  去逼迫一些教徒
[00:17:26.000 --> 00:17:28.000]  但是這群屬主的人
[00:17:28.000 --> 00:17:32.000]  他們仍然很堅定地去跟隨主
[00:17:32.000 --> 00:17:33.000]  為什麼呢?
[00:17:33.000 --> 00:17:34.000]  保羅就說
[00:17:34.000 --> 00:17:36.000]  我傳福音給你們的時候
[00:17:36.000 --> 00:17:38.000]  不單是因為口才
