
[00:00:00.000 --> 00:00:04.340]  錯誤的控訴 或者無辜的一些指責
[00:05:24.560 --> 00:05:27.920]  上帝說 我要來這間教會好好教導聖經
[00:05:27.920 --> 00:05:29.080]  於是他就說 好
[00:05:29.080 --> 00:05:30.760]  他領受上帝的意象
[00:05:30.760 --> 00:05:32.040]  領受上帝的呼召
[00:05:32.040 --> 00:05:36.540]  他就好好地用聖經來教導這間教會的信徒
[00:05:36.540 --> 00:05:40.360]  他每一次講道 他很盡心盡義地預備每篇講章
[00:05:40.360 --> 00:05:44.360]  每一次查經 他也是很用心地預備每篇查經
[00:05:44.360 --> 00:05:47.080]  希望能夠信徒得到幫助
[00:05:47.080 --> 00:05:49.040]  終於信徒得到幫助
[00:05:49.040 --> 00:05:52.960]  教會就開始慢慢慢慢地增長人數
[00:05:52.960 --> 00:05:55.000]  你知道教會增長人數最大的問題
[00:05:55.000 --> 00:05:57.480]  也是一個好的問題 就需要地方
[00:05:57.480 --> 00:06:00.000]  但這間教會因為經過很大的創傷
[00:06:00.000 --> 00:06:03.440]  以致到教會裏面的人的經濟狀況並不是好的
[00:06:03.440 --> 00:06:07.400]  不過當中有位兄弟很有錢
[00:06:07.400 --> 00:06:09.640]  但這位兄弟從來不奉獻
[00:06:09.640 --> 00:06:12.140]  從來不看過文 不過問教會的事
[00:06:12.140 --> 00:06:14.600]  也不理會教會的事 不過他來聚會
[00:06:14.600 --> 00:06:19.800]  但這位兄弟在整個社會當中的名聲是非常壞的
[00:06:19.800 --> 00:06:25.980]  有一天 他哥哥死了
[00:06:25.980 --> 00:06:30.780]  哥哥死了 弟弟就帶著信封去找這位主教牧師
[00:06:30.780 --> 00:06:32.020]  這位年輕的主教牧師
[00:06:32.020 --> 00:06:35.460]  是一位著重聖經的主教牧師
[00:06:35.460 --> 00:06:38.020]  他去到牧師面前 跟牧師說
[00:06:38.020 --> 00:06:40.460]  牧師 這是信封
[00:06:40.460 --> 00:06:42.260]  信封裏面有一張支票
[00:06:42.260 --> 00:06:43.860]  這張支票是一百萬美金
[00:06:43.860 --> 00:06:47.340]  是足夠你現在去曠唐之用
[00:06:47.340 --> 00:06:49.820]  你要拿這張信封 你幫我做兩件事
[00:06:49.820 --> 00:06:52.040]  你只要肯做兩件事
[00:06:52.040 --> 00:06:54.220]  這張信封就是你的
[00:06:54.220 --> 00:06:55.500]  第一件事
[00:06:55.500 --> 00:06:57.780]  他說你幫我哥哥主持安息禮拜
[00:06:57.780 --> 00:07:00.340]  這沒問題 我主持安息禮拜很簡單
[00:07:00.340 --> 00:07:03.780]  他畢竟是基督徒 都是我的會友
[00:07:03.780 --> 00:07:05.420]  主持安息禮拜沒問題
[00:07:05.420 --> 00:07:06.740]  第二件事
[00:07:06.740 --> 00:07:09.620]  你要在安息禮拜講道的時候
[00:07:09.620 --> 00:07:12.740]  你要公開去說
[00:07:12.740 --> 00:07:17.900]  我的哥哥是一個聖人
[00:07:17.900 --> 00:07:21.020]  只要你肯公開說我的哥哥是聖人
[00:07:21.020 --> 00:07:22.900]  這張信封就是你的
[00:07:22.900 --> 00:07:25.060]  各位弟兄姊妹 人生交叉點
[00:07:25.060 --> 00:07:29.340]  你覺得這位牧師會不會拿這張信封
[00:07:29.340 --> 00:07:30.340]  大部份人突然說
[00:07:30.340 --> 00:07:32.620]  當然不會 一個這麼忠於聖經的人
[00:07:32.620 --> 00:07:36.060]  怎會為五斗米折腰
[00:07:36.060 --> 00:07:37.780]  但這位牧師拿了
[00:07:37.780 --> 00:07:40.660]  嘩 拿了
[00:07:40.660 --> 00:07:43.580]  當他拿了那一刻
[00:07:43.580 --> 00:07:45.900]  如果用今天教會的情況
[00:07:45.900 --> 00:07:48.980]  一定已經有很多的控訴在外面
[00:07:48.980 --> 00:07:50.540]  有沒有搞錯 這位牧師
[00:07:50.540 --> 00:07:53.740]  又說忠於聖經 又說愛主
[00:07:53.740 --> 00:07:55.620]  居然為教會的增長
[00:07:55.620 --> 00:07:59.380]  去拿這張支票
[00:07:59.380 --> 00:08:02.540]  終於去到安息禮拜
[00:08:02.540 --> 00:08:04.620]  去到殯儀館
[00:08:04.620 --> 00:08:06.140]  這位牧師出來講道
[00:08:06.140 --> 00:08:09.740]  但他完成了第一個要做的事
[00:08:09.740 --> 00:08:11.220]  於是開始講道
[00:08:11.220 --> 00:08:14.620]  他就講道 聽以下這篇講章
[00:08:14.620 --> 00:08:17.420]  我講完之後就講完了
[00:08:17.420 --> 00:08:20.020]  他說 各位弟兄姊妹
[00:08:20.020 --> 00:08:25.220]  這位哥哥是一位無賴
[00:08:25.220 --> 00:08:27.540]  他對家庭不忠
[00:08:27.540 --> 00:08:30.700]  他虛偽 他不道德
[00:08:30.700 --> 00:08:34.140]  他做生意不誠實
[00:08:34.140 --> 00:08:37.660]  不過 比起他弟弟
[00:08:37.660 --> 00:08:41.860]  他是一位聖人
[00:08:41.860 --> 00:08:47.020]  你想想 由他拿支票
[00:08:47.020 --> 00:08:48.300]  去到安息禮拜
[00:08:48.300 --> 00:08:49.700]  如果今天有這件事
[00:08:49.700 --> 00:08:51.900]  我們教會需要一億去建堂的
[00:08:51.900 --> 00:08:53.620]  當作我欺騙一下
[00:08:53.620 --> 00:08:54.500]  需要一億
[00:08:54.500 --> 00:08:55.980]  有個弟兄走出來
[00:08:55.980 --> 00:08:58.820]  我有一億
[00:08:58.820 --> 00:09:00.140]  明明是一個罪人
[00:09:00.140 --> 00:09:02.140]  你要公開說他是聖人
[00:09:02.140 --> 00:09:05.140]  你以為何牧師是我的嗎
[00:09:05.140 --> 00:09:07.100]  一億啊
[00:09:07.100 --> 00:09:09.020]  我們需要擴堂
[00:09:09.020 --> 00:09:10.220]  弟兄姊妹
[00:09:10.220 --> 00:09:11.660]  一件事的發生
[00:09:11.660 --> 00:09:13.940]  在我們教會裏面
[00:09:13.940 --> 00:09:16.500]  很快就有很多控訴
[00:09:16.500 --> 00:09:17.900]  但我們的控訴
[00:09:17.900 --> 00:09:21.260]  從來沒有去想這個後果
[00:09:21.260 --> 00:09:23.220]  我們很多時候就說
[00:09:23.220 --> 00:09:26.100]  說了算
[00:09:26.100 --> 00:09:27.340]  但弟兄姊妹
[00:09:27.340 --> 00:09:28.860]  當我自己看《約伯記》
[00:09:28.860 --> 00:09:31.340]  到今天20章 21章
[00:09:31.340 --> 00:09:32.180]  這個所法
[00:09:32.180 --> 00:09:34.460]  他第二輪的說話
[00:09:34.460 --> 00:09:37.540]  他對約伯的控訴
[00:09:37.540 --> 00:09:39.060]  其實沒有新意
[00:09:39.060 --> 00:09:41.380]  他控訴他有三件事
[00:09:41.380 --> 00:09:42.340]  第一件事
[00:09:42.340 --> 00:09:44.940]  惡人的壽命是短暫的
[00:09:44.940 --> 00:09:46.860]  他說惡人的壽命一定是短暫的
[00:09:46.860 --> 00:09:48.860]  以致當我們看這個惡人
[00:09:48.860 --> 00:09:50.340]  因為他大前提是覺得
[00:09:50.340 --> 00:09:52.180]  這個約伯就是一個罪人
[00:09:52.180 --> 00:09:53.860]  約伯就是一個惡人
[00:09:53.860 --> 00:09:54.820]  一會兒他會說
[00:09:54.820 --> 00:09:56.180]  究竟約伯怎樣惡
[00:09:56.180 --> 00:09:57.980]  他說這個約伯既然是惡人
[00:09:57.980 --> 00:09:59.900]  而惡人的壽命一定是短暫的
[00:09:59.900 --> 00:10:00.980]  所以第五節他就說
[00:10:00.980 --> 00:10:03.060]  惡人跨性是暫時的
[00:10:03.060 --> 00:10:04.260]  不經其人起惡
[00:10:04.260 --> 00:10:05.620]  不過是轉眼之間
[00:10:05.620 --> 00:10:07.580]  他全部用一些很短暫的
[00:10:07.580 --> 00:10:09.820]  一些形容詞去形容時間
[00:10:09.820 --> 00:10:12.660]  他說這個惡人的壽命是短暫的
[00:10:12.660 --> 00:10:13.380]  弟兄姊妹
[00:10:13.380 --> 00:10:14.540]  因為他大前提
[00:10:14.540 --> 00:10:16.220]  已經覺得他是一個惡人
[00:10:16.220 --> 00:10:17.700]  今天你和我很多時候
[00:10:17.700 --> 00:10:19.020]  都是一個所法
[00:10:19.020 --> 00:10:19.740]  因為很多時候
[00:10:19.740 --> 00:10:21.500]  我們對人的觀感
[00:10:21.500 --> 00:10:23.500]  很多時候是有先入為主的
[00:10:23.500 --> 00:10:24.820]  我們從小到大看電影
[00:10:24.820 --> 00:10:25.780]  看一些語場片
[00:10:25.780 --> 00:10:27.460]  見到石堅就一定是奸的
[00:10:27.460 --> 00:10:29.060]  見到黃飛鴻一定是中的
[00:10:29.060 --> 00:10:30.620]  永遠看著石堅一定是奸的
[00:10:30.620 --> 00:10:31.060]  不用這樣
[00:10:31.060 --> 00:10:32.460]  他做中的角色
[00:10:32.460 --> 00:10:34.100]  都覺得他是奸的
[00:10:34.100 --> 00:10:36.060]  其實在教會裏面是一樣的
[00:10:36.060 --> 00:10:36.700]  教會有時
[00:10:36.700 --> 00:10:38.660]  我們都發生過在教會的情況
[00:10:38.660 --> 00:10:40.340]  有一次見到一個弟兄走進教會
[00:10:40.340 --> 00:10:41.340]  這個弟兄
[00:10:41.340 --> 00:10:42.820]  這個男士
[00:10:42.820 --> 00:10:44.100]  一定回來教會
[00:10:44.100 --> 00:10:45.340]  做甚麼
[00:10:45.340 --> 00:10:47.300]  認識女孩子
[00:10:47.300 --> 00:10:50.140]  他回來教會認識女孩子
[00:10:50.140 --> 00:10:51.180]  我對他受鎮壓
[00:10:51.180 --> 00:10:53.740]  誒 難道認識了女孩子
[00:10:53.740 --> 00:10:55.260]  準備結婚 受鎮壓
[00:10:55.260 --> 00:10:56.700]  我對他做執事
[00:10:56.700 --> 00:10:58.580]  用不著玩得這麼大
[00:10:58.580 --> 00:11:00.540]  做執事 不是吧
[00:11:00.540 --> 00:11:02.700]  這個不是我
[00:11:02.700 --> 00:11:05.660]  如果我做主就玩得更大
[00:11:05.660 --> 00:11:08.540]  但這個是和我有關係
[00:11:08.540 --> 00:11:10.140]  因為我真的曾經
[00:11:10.140 --> 00:11:11.100]  看著一個弟兄
[00:11:11.100 --> 00:11:12.220]  一個男士
[00:11:12.220 --> 00:11:13.220]  進來教會
[00:11:13.220 --> 00:11:14.580]  整個團體都覺得
[00:11:14.580 --> 00:11:16.980]  他進來教會是認識女孩子
[00:11:16.980 --> 00:11:17.780]  對他受鎮壓
[00:11:17.780 --> 00:11:18.900]  整個團體都覺得
[00:11:18.900 --> 00:11:21.340]  他是因為要結婚
[00:11:21.340 --> 00:11:22.740]  到他做執事的時候
[00:11:22.740 --> 00:11:24.460]  我們整班人才認罪悔改
[00:11:24.460 --> 00:11:28.660]  覺得他真的挺好圖
[00:11:28.660 --> 00:11:29.500]  幾年前
[00:11:29.500 --> 00:11:31.220]  全香港出現一個
[00:11:31.220 --> 00:11:34.900]  你和我都不喜歡的一位姓陳的朋友
[00:11:34.900 --> 00:11:36.380]  全香港都覺得
[00:11:36.380 --> 00:11:38.940]  香港第一乜男
[00:11:38.940 --> 00:11:41.860]  陳振聰先生
[00:11:41.860 --> 00:11:43.620]  最近大家如果看回Facebook
[00:11:43.620 --> 00:11:44.500]  看回WhatsApp
[00:11:44.500 --> 00:11:45.940]  看回Message
[00:11:45.940 --> 00:11:48.940]  說他信耶穌
[00:11:48.940 --> 00:11:50.940]  整個見證放在WhatsApp
[00:11:50.940 --> 00:11:52.300]  我昨天回家一開電腦
[00:11:52.300 --> 00:11:53.420]  Facebook又有見證
[00:11:53.420 --> 00:11:55.580]  又是陳振聰的見證
[00:11:55.580 --> 00:11:56.780]  說他怎樣信耶穌
[00:11:56.780 --> 00:11:57.580]  誰帶他去信耶穌
[00:11:57.580 --> 00:11:59.500]  誰牧師帶他去信耶穌
[00:11:59.500 --> 00:12:02.180]  真還是假
[00:12:02.180 --> 00:12:04.140]  我公開和鄧影前輩說
[00:12:04.140 --> 00:12:05.420]  是真的
[00:12:05.420 --> 00:12:05.940]  為什麼是真的
[00:12:05.940 --> 00:12:08.140]  因為兩月之前
[00:12:08.140 --> 00:12:09.940]  千脈浸信會的會友
[00:12:09.940 --> 00:12:11.300]  已經和我說了
[00:12:11.300 --> 00:12:13.180]  他說陳振聰先生
[00:12:13.180 --> 00:12:14.940]  他的司機和他的傳福音
[00:12:14.940 --> 00:12:16.460]  送了一本聖經給他
[00:12:16.460 --> 00:12:18.060]  接著劉曉康牧師
[00:12:18.060 --> 00:12:19.260]  劉爾納牧師
[00:12:19.260 --> 00:12:21.660]  潘文信牧師來幫他成長
[00:12:21.660 --> 00:12:23.540]  終於他四月會受浸
[00:12:23.540 --> 00:12:25.460]  但是當時我聽完之後
[00:12:25.460 --> 00:12:27.620]  這樣的人
[00:12:27.620 --> 00:12:30.340]  這樣的人都信耶穌
[00:12:30.340 --> 00:12:31.420]  這樣的人都信耶穌
[00:12:31.420 --> 00:12:33.580]  好像覺得不太順氣
[00:12:33.580 --> 00:12:37.180]  但是另一方面
[00:12:37.180 --> 00:12:38.660]  聖經說什麼
[00:12:38.660 --> 00:12:40.380]  就是這樣的人
[00:12:40.380 --> 00:12:44.860]  先需要什麼 耶穌
[00:12:44.860 --> 00:12:45.900]  就是這樣的人
[00:12:45.900 --> 00:12:47.020]  耶穌說什麼
[00:12:47.020 --> 00:12:50.380]  耶穌說病人先需要什麼
[00:12:50.380 --> 00:12:52.500]  醫生
[00:12:52.500 --> 00:12:53.460]  但是我們會說
[00:12:53.460 --> 00:12:54.700]  這樣的人
[00:12:54.700 --> 00:12:57.140]  全香港都覺得他是這樣的男人
[00:12:57.140 --> 00:12:58.500]  這樣都信耶穌
[00:12:58.500 --> 00:12:59.500]  真還是假
[00:12:59.500 --> 00:13:00.380]  我們高官說
[00:13:00.380 --> 00:13:00.940]  當然是這樣
[00:13:00.940 --> 00:13:01.740]  當然信耶穌
[00:13:01.740 --> 00:13:03.460]  希望教會和他求情
[00:13:03.460 --> 00:13:04.660]  我不用坐牢
[00:13:04.660 --> 00:13:05.980]  我們很多時候都這樣
[00:13:05.980 --> 00:13:08.860]  不斷在控訴他
[00:13:08.860 --> 00:13:09.860]  鄧影前輩
[00:13:09.860 --> 00:13:13.020]  你和我和所發沒有分別
[00:13:13.020 --> 00:13:14.460]  我和所發沒有分別
[00:13:14.460 --> 00:13:15.420]  我曾經說過
[00:13:15.420 --> 00:13:18.740]  這樣的人都信耶穌
[00:13:18.740 --> 00:13:19.300]  到底信耶穌
[00:13:19.300 --> 00:13:21.620]  我也覺得不太順氣
[00:13:21.620 --> 00:13:23.700]  但是另一方面
[00:13:23.700 --> 00:13:26.940]  惡人的壽命是短暫的
[00:13:26.940 --> 00:13:27.620]  第二
[00:13:27.620 --> 00:13:30.140]  惡人的歡樂也是短暫的
[00:13:30.140 --> 00:13:32.540]  所發繼續控訴約伯
[00:13:32.540 --> 00:13:34.420]  他說約伯貪得無厭
[00:13:34.420 --> 00:13:36.860]  他在黑衣兜那邊拿飯吃
[00:13:36.860 --> 00:13:37.740]  他已經有錢了
[00:13:37.740 --> 00:13:39.100]  還欺壓貧窮人
[00:13:39.100 --> 00:13:40.900]  將貧窮人的屋具為己有
[00:13:40.900 --> 00:13:42.020]  多壞的人
[00:13:42.020 --> 00:13:43.420]  多惡
[00:13:43.420 --> 00:13:46.420]  但是他的歡樂都是短暫的
[00:13:46.420 --> 00:13:46.980]  第三
[00:13:46.980 --> 00:13:49.620]  他說惡人一定要面對神的審判
[00:13:49.620 --> 00:13:52.100]  所以所發的大前提
[00:13:52.100 --> 00:13:54.860]  就是惡人一定有審判
[00:13:54.860 --> 00:13:56.380]  惡人一定有苦難
[00:13:56.380 --> 00:13:58.420]  所以他的觀點沒有變過
[00:13:58.420 --> 00:14:01.260]  他仍然持守他自己的神的觀點
[00:14:01.260 --> 00:14:03.020]  唯有罪就帶來審判
[00:14:03.020 --> 00:14:04.940]  唯有罪就帶來苦難
[00:14:04.940 --> 00:14:05.820]  於是他說
[00:14:05.820 --> 00:14:09.860]  惡人一定會面對神的審判
[00:14:09.860 --> 00:14:11.860]  沒有任何新意
[00:14:11.860 --> 00:14:12.860]  以致我們發覺
[00:14:12.860 --> 00:14:15.780]  原來舌頭是這麼危險
[00:14:15.780 --> 00:14:17.980]  今天說話是很危險
[00:14:17.980 --> 00:14:20.300]  曾然在前幾天的TWA我們說
[00:14:20.300 --> 00:14:21.980]  他說多言多語
[00:14:21.980 --> 00:14:23.140]  難免有過
[00:14:23.140 --> 00:14:24.180]  禁止嘴唇
[00:14:24.180 --> 00:14:25.180]  是有智慧
[00:14:25.180 --> 00:14:27.020]  二人的舌乃似高銀
[00:14:27.020 --> 00:14:28.940]  惡人的心所值無幾
[00:14:28.940 --> 00:14:30.660]  二人的口教養多人
[00:14:30.660 --> 00:14:32.860]  愚昧人因無知而死亡
[00:14:32.860 --> 00:14:33.900]  但是聽完之後
[00:14:33.900 --> 00:14:35.500]  今天我們說話的時候
[00:14:35.500 --> 00:14:37.620]  到底有沒有經過深思
[00:14:37.620 --> 00:14:38.660]  我們說話的時候
[00:14:38.660 --> 00:14:40.780]  有沒有衡量過自己的語氣
[00:14:40.780 --> 00:14:42.780]  跟一個說話語氣不同
[00:14:42.780 --> 00:14:44.780]  所帶出的結果是不同的
[00:14:44.780 --> 00:14:46.140]  這樣的人也可以信耶穌
[00:14:46.140 --> 00:14:48.060]  跟這樣的人也需要信耶穌
[00:14:48.060 --> 00:14:49.900]  是兩回事
[00:14:49.900 --> 00:14:50.620]  但是弟兄姊妹
[00:14:50.620 --> 00:14:53.420]  我的心態究竟是什麼呢
[00:14:53.420 --> 00:14:56.260]  但另一方面當約伯回應
[00:14:56.260 --> 00:15:00.100]  約伯回應所發的指控控訴的時候
[00:15:00.100 --> 00:15:01.780]  他的回應怎麼回應呢
[00:15:01.780 --> 00:15:02.580]  他一開始的時候
[00:15:02.580 --> 00:15:04.700]  由第一節到第五節有一章
[00:15:04.700 --> 00:15:06.820]  他就用了三個動詞
[00:15:06.820 --> 00:15:08.380]  這三個動詞在解經家就說
[00:15:08.380 --> 00:15:10.980]  這三個動詞是一個命令式的動詞
[00:15:10.980 --> 00:15:12.020]  這三個動詞就說什麼呢
[00:15:12.020 --> 00:15:14.260]  他說第一
[00:15:14.260 --> 00:15:16.420]  細聽我的言語
[00:15:16.420 --> 00:15:18.180]  Listen to me
[00:15:18.180 --> 00:15:19.980]  第二他說你寬容我
[00:15:19.980 --> 00:15:20.860]  忍耐我
[00:15:20.860 --> 00:15:22.020]  Bear with me
[00:15:22.020 --> 00:15:23.660]  第三他就說看著我
[00:15:23.660 --> 00:15:24.300]  Look at me
[00:15:24.300 --> 00:15:26.900]  就是這三個動詞
[00:15:26.900 --> 00:15:30.460]  但是要一個人同一時間做三件事
[00:15:30.460 --> 00:15:31.780]  又要聽他說話
[00:15:31.780 --> 00:15:33.500]  又要忍耐他
[00:15:33.500 --> 00:15:35.820]  又要看著他
[00:15:35.820 --> 00:15:38.700]  要怎樣才可以同一時間做三個動作呢
[00:15:38.700 --> 00:15:39.660]  約伯就教他
[00:15:39.660 --> 00:15:40.420]  教他一個動作
