
[00:00:00.000 --> 00:00:02.120]  各位弟兄姊妹平安好
[00:01:57.640 --> 00:01:59.120]  她馬上就回答我
[00:01:59.120 --> 00:02:03.660]  我最喜歡《羅馬書》第八章
[00:02:03.660 --> 00:02:06.620]  而《羅馬書》第八章裏面
[00:02:06.620 --> 00:02:14.840]  有一節聖經是被稱為最偉大的英許
[00:02:14.840 --> 00:02:19.800]  就是《羅馬書》八章的二十八節
[00:02:19.800 --> 00:02:22.740]  今日我想跟大家來講的
[00:02:22.740 --> 00:02:28.320]  這個就是一個五重的英許
[00:02:28.320 --> 00:02:32.440]  神的英許不單止是一致的
[00:02:32.440 --> 00:02:38.320]  而且是這個英許裏面帶有五層東西
[00:02:38.320 --> 00:02:40.280]  好像你拆開一份禮物
[00:02:40.280 --> 00:02:42.480]  揭開一份裏面還有
[00:02:42.480 --> 00:02:45.420]  揭開一份裏面還有一樣
[00:02:45.420 --> 00:02:50.820]  所以很想跟大家來到思想最偉大的英許
[00:02:50.820 --> 00:02:58.000]  讓我先讀一讀《羅馬書》第八章第二十八節
[00:02:58.000 --> 00:03:07.800]  它說「我們曉得萬事都互相效力
[00:03:07.800 --> 00:03:13.100]  叫愛神的人得益處
[00:03:13.100 --> 00:03:19.000]  就是按他旨意被召的人」
[00:03:19.000 --> 00:03:22.240]  這節聖經真是太豐富了
[00:03:22.240 --> 00:03:23.800]  很寶貴
[00:03:23.800 --> 00:03:26.500]  它提到五樣東西
[00:03:26.500 --> 00:03:29.580]  所以是五重的英許
[00:03:29.580 --> 00:03:32.100]  是五種的祝福
[00:03:32.100 --> 00:03:33.220]  第一
[00:03:33.220 --> 00:03:37.420]  它說「我們應該曉得」
[00:03:37.420 --> 00:03:40.160]  你必須要知道
[00:03:40.160 --> 00:03:42.420]  你不可以不知道
[00:03:42.420 --> 00:03:45.780]  如果人人都知道的一件事
[00:03:45.780 --> 00:03:48.800]  你不知道那就很倒霉
[00:03:48.800 --> 00:03:50.820]  那就很吃虧
[00:03:50.820 --> 00:03:53.300]  因為人人都知道
[00:03:53.300 --> 00:03:56.260]  所以原來你作為一個基督徒
[00:03:56.260 --> 00:03:58.800]  你必須知道
[00:03:58.800 --> 00:04:01.820]  你一定要曉得
[00:04:01.820 --> 00:04:03.620]  不單止要曉得
[00:04:03.620 --> 00:04:07.300]  你要擁有、你要掌握
[00:04:07.300 --> 00:04:11.160]  如果那天你來參加一個活動
[00:04:11.160 --> 00:04:13.460]  那個活動的主持人說
[00:04:13.460 --> 00:04:15.060]  各位參加者
[00:04:15.060 --> 00:04:16.460]  待會兒散會的時候
[00:04:16.460 --> 00:04:19.820]  大家在門口都可以拿一份禮物的
[00:04:19.820 --> 00:04:22.240]  於是人人散會的時候
[00:04:22.240 --> 00:04:24.520]  都在門口拿一份禮物
[00:04:24.520 --> 00:04:26.520]  那你覺得我當然有份
[00:04:26.520 --> 00:04:28.320]  因為人人有份
[00:04:28.320 --> 00:04:30.800]  誰知走到門口的時候
[00:04:30.800 --> 00:04:32.840]  他們說派完了
[00:04:32.840 --> 00:04:33.940]  沒有
[00:04:33.940 --> 00:04:36.300]  那你就覺得很不服氣
[00:04:36.300 --> 00:04:37.140]  有什麼理由?
[00:04:37.140 --> 00:04:38.460]  人人都有的
[00:04:38.460 --> 00:04:40.380]  為什麼我沒有呢?
[00:04:40.380 --> 00:04:42.880]  你就會在爭取
[00:04:42.880 --> 00:04:46.740]  你就說我也要拿這一份禮物
[00:04:46.740 --> 00:04:49.260]  我們很感謝神
[00:04:49.260 --> 00:04:52.320]  神送這個英許給我們
[00:04:52.320 --> 00:04:57.740]  是每一個基督徒都應該知道的
[00:04:57.740 --> 00:05:02.000]  所以希望你不要錯過這個英許
[00:05:02.000 --> 00:05:04.300]  不單止不要錯過
[00:05:04.300 --> 00:05:07.720]  你是要很認識這個英許
[00:05:07.720 --> 00:05:11.420]  你要活在這個英許裏面
[00:05:11.420 --> 00:05:15.340]  知道神有很寶貴的恩典
[00:05:15.340 --> 00:05:19.640]  祂的恩典、祂的祝福要隨伴你
[00:05:19.640 --> 00:05:24.520]  第二重的英許是什麼呢?
[00:05:24.520 --> 00:05:30.680]  就是有特定的對象
[00:05:30.680 --> 00:05:35.960]  這個英許是給一群人的
[00:05:35.960 --> 00:05:37.660]  哪一群人呢?
[00:05:37.660 --> 00:05:41.500]  就是愛神的人
[00:05:41.500 --> 00:05:48.300]  我不知道你有沒有覺得自己是一個愛神的人
[00:05:48.300 --> 00:05:54.460]  到底什麼人可以叫做愛神的人呢?
[00:05:54.460 --> 00:06:00.060]  我相信每一個認識神的人
[00:06:00.060 --> 00:06:02.460]  信靠神的人
[00:06:02.460 --> 00:06:05.560]  就是說每一位基督徒
[00:06:05.560 --> 00:06:10.540]  都應該是一個愛神的人
[00:06:10.540 --> 00:06:13.140]  如果你說我知道這個神
[00:06:13.140 --> 00:06:15.460]  神又這麼愛我們
[00:06:15.460 --> 00:06:19.220]  甚至將祂的獨生子都賜給我們
[00:06:19.220 --> 00:06:22.060]  叫我們得著永遠的生命
[00:06:22.060 --> 00:06:29.100]  是不能動搖、不能扭壞、永不碎殘的生命
[00:06:29.100 --> 00:06:31.860]  神就是這麼愛我們
[00:06:31.860 --> 00:06:37.540]  那你是不是很應該對神作出愛的回應呢?
[00:06:37.540 --> 00:06:39.260]  如果有人愛你
[00:06:39.260 --> 00:06:42.100]  你不理他
[00:06:42.100 --> 00:06:43.840]  那對方當然很生氣
[00:06:43.840 --> 00:06:46.820]  我這麼愛你,為什麼你不愛我?
[00:06:46.820 --> 00:06:49.140]  所以我們每一個基督徒
[00:06:49.140 --> 00:06:53.600]  其實我們對神之間和神之間的關係
[00:06:53.600 --> 00:06:56.980]  應該是神很愛我們
[00:06:56.980 --> 00:06:59.400]  神愛我們愛到不得了
[00:06:59.400 --> 00:07:03.300]  神將一切的東西祂都沒有保留賜給我們
[00:07:03.300 --> 00:07:07.160]  因此我們很自然對神的回應
[00:07:07.160 --> 00:07:10.940]  就說「神啊,我愛你」
[00:07:10.940 --> 00:07:15.220]  在聖經最後的一本書就是《啟示錄》
[00:07:15.220 --> 00:07:18.820]  《啟示錄》裏面有一個很重要的信息
[00:07:18.820 --> 00:07:23.700]  就是主耶穌回來的日子很近很近
[00:07:23.700 --> 00:07:28.100]  所以在最後第22章那裏怎麼說呢?
[00:07:28.100 --> 00:07:33.080]  它說「主耶穌啊,我願祢來」
[00:07:33.080 --> 00:07:35.860]  這個是每一個基督徒的心願
[00:07:35.860 --> 00:07:39.020]  主耶穌啊,祢快點回來
[00:07:39.020 --> 00:07:41.120]  因為我渴望見祢
[00:07:41.120 --> 00:07:42.680]  因為我愛祢
[00:07:42.680 --> 00:07:44.200]  我等著見祢
[00:07:44.200 --> 00:07:45.700]  我等不及了
[00:07:45.700 --> 00:07:47.740]  我很想很想見祢
[00:07:47.740 --> 00:07:50.800]  因為我想表達我對主的愛
[00:07:50.800 --> 00:07:52.760]  對神的愛
[00:07:52.760 --> 00:07:54.980]  各位親愛的弟兄姊妹
[00:07:54.980 --> 00:07:57.960]  你是不是一個愛主的人?
[00:07:57.960 --> 00:08:00.980]  你有沒有在你的生活裏面去表達
[00:08:00.980 --> 00:08:04.060]  你真的很掛念主
[00:08:04.060 --> 00:08:06.460]  你很想親近主
[00:08:06.460 --> 00:08:09.580]  你在禱告裏面向祂傾訴
[00:08:09.580 --> 00:08:16.540]  你在禱告裏面向祂來表達你對祂的愛慕
[00:08:16.540 --> 00:08:19.040]  你很喜歡讀聖經
[00:08:19.040 --> 00:08:22.720]  去聽神跟我們說的話
[00:08:22.720 --> 00:08:26.680]  所以當兩個人彼此相愛的時候
[00:08:26.680 --> 00:08:28.340]  是互相的
[00:08:28.340 --> 00:08:30.000]  是彼此的
[00:08:30.000 --> 00:08:32.640]  我又表達對對方的愛
[00:08:32.640 --> 00:08:36.140]  對方又表達對我的愛
[00:08:36.140 --> 00:08:40.460]  有時我們會見到一些很恩愛的夫婦
[00:08:40.460 --> 00:08:44.120]  丈夫很疼愛太太
[00:08:44.120 --> 00:08:48.640]  而太太又很敬重
[00:08:48.640 --> 00:08:52.020]  很愛慕她的丈夫
[00:08:52.020 --> 00:08:56.620]  我們就覺得這對真的是恩愛夫婦
[00:08:56.620 --> 00:09:01.480]  兩個人真的很疼愛對方
[00:09:01.480 --> 00:09:03.940]  很愛對方
[00:09:03.940 --> 00:09:08.040]  今天我們跟神的關係
[00:09:08.040 --> 00:09:13.580]  我們能不能說我是愛神的人呢?
[00:09:13.580 --> 00:09:18.180]  所以原來這個「應許」是給一些特定的對象
[00:09:18.180 --> 00:09:19.260]  甚麼人呢?
[00:09:19.260 --> 00:09:22.740]  就是那些愛祂的人
[00:09:22.740 --> 00:09:25.460]  盼望我們每一個信徒
[00:09:25.460 --> 00:09:28.820]  我們都可以被指定為
[00:09:28.820 --> 00:09:32.540]  我們就是一群愛神的人
[00:09:32.540 --> 00:09:34.540]  愛神的人
[00:09:34.540 --> 00:09:37.460]  「必蒙神所悅立」
[00:09:37.460 --> 00:09:39.880]  「必蒙神所照顧」
[00:09:39.880 --> 00:09:42.960]  第三重的「應許」是甚麼呢?
[00:09:42.960 --> 00:09:46.480]  這個不單止是有特定的對象
[00:09:46.480 --> 00:09:53.080]  是有神在掌管一切
[00:09:53.080 --> 00:09:58.740]  神是叫「萬事都效力」
[00:09:58.740 --> 00:10:00.560]  神掌管甚麼呢?
[00:10:00.560 --> 00:10:02.640]  就是所有的事
[00:10:02.640 --> 00:10:07.760]  原來都是彼此幫助、彼此建立
[00:10:07.760 --> 00:10:10.380]  彼此在維繫
[00:10:10.380 --> 00:10:15.400]  彼此有秩序地安排的
[00:10:15.400 --> 00:10:20.480]  我不知道每天你都會發生不同的事
[00:10:20.480 --> 00:10:22.260]  這個社會
[00:10:22.260 --> 00:10:25.900]  我們所住的社區也都會發生不同的事
[00:10:25.900 --> 00:10:29.960]  有時在街上會有交通意外
[00:10:29.960 --> 00:10:35.720]  有時我們有些親友教會的弟兄姊妹會患病
[00:10:35.720 --> 00:10:40.200]  有些人會出生
[00:10:40.200 --> 00:10:43.660]  哪個太太最近她的嬰兒出生了
[00:10:43.660 --> 00:10:48.380]  最近有哪位長者離開這個世界
[00:10:48.380 --> 00:10:52.660]  今天每天都有很多事情發生
[00:10:52.660 --> 00:10:54.180]  我想問你
[00:10:54.180 --> 00:10:58.280]  這些事是不是偶然的?
[00:10:58.280 --> 00:11:05.360]  這些事是不是在一定的次序底下出現的呢?
[00:11:05.360 --> 00:11:07.260]  有甚麼方法?
[00:11:07.260 --> 00:11:11.260]  是誰在看著這些事呢?
[00:11:11.260 --> 00:11:13.080]  我們大家都知道
[00:11:13.080 --> 00:11:17.980]  這個天地萬物是神所創造的
[00:11:17.980 --> 00:11:19.680]  我想問你
[00:11:19.680 --> 00:11:21.700]  神創造完這個世界
[00:11:21.700 --> 00:11:26.600]  是不是任由這個世界自己運作呢?
[00:11:26.600 --> 00:11:30.520]  還是神在看顧
[00:11:30.520 --> 00:11:35.400]  神在維繫整個宇宙
[00:11:35.400 --> 00:11:37.920]  原來在創世紀裏面
[00:11:37.920 --> 00:11:42.020]  有一個很重要的神學觀念
[00:11:42.020 --> 00:11:47.680]  神不單創造這個宇宙萬物
[00:11:47.680 --> 00:11:52.280]  祂在管理整個宇宙
[00:11:52.280 --> 00:11:58.280]  祂不單管理 祂在維繫整個宇宙
[00:11:58.280 --> 00:12:02.280]  所以那些日月星辰的運行
[00:12:02.280 --> 00:12:05.980]  都是各有軌道的
[00:12:05.980 --> 00:12:11.480]  這個宇宙之間有很多的定律
[00:12:11.480 --> 00:12:16.660]  這些都是神所設立的規範
[00:12:16.660 --> 00:12:21.200]  所以萬有都是在神的掌管
[00:12:21.200 --> 00:12:23.200]  在神的看顧
[00:12:23.200 --> 00:12:26.500]  在神的引導下
[00:12:26.500 --> 00:12:30.400]  一切都是很有次序
[00:12:30.400 --> 00:12:32.800]  按神的計劃
[00:12:32.800 --> 00:12:36.880]  按神的旨意來運作
[00:12:36.880 --> 00:12:39.280]  所以原來一切的事
[00:12:39.280 --> 00:12:43.400]  神都在管理
[00:12:43.400 --> 00:12:46.680]  所以今天各個事情的出現
[00:12:46.680 --> 00:12:49.000]  沒有偶然的
[00:12:49.000 --> 00:12:50.680]  神都知道
[00:12:50.680 --> 00:12:52.680]  當然我們明白有時候
[00:12:52.680 --> 00:12:55.880]  基督徒都會發出疑問
[00:12:55.880 --> 00:13:00.380]  突然之間聽見某某主內的弟兄
[00:13:00.380 --> 00:13:03.880]  他竟然碰到交通意外
[00:13:03.880 --> 00:13:05.680]  他過馬路的時候
[00:13:05.680 --> 00:13:07.580]  被一輛車撞上來
[00:13:07.580 --> 00:13:09.080]  就撞了他受傷
[00:13:09.080 --> 00:13:10.480]  現在進了醫院
[00:13:10.480 --> 00:13:12.680]  請大家為他祈禱
[00:13:12.680 --> 00:13:15.080]  有時候我們就覺得很出奇
[00:13:15.080 --> 00:13:17.680]  為什麼神不是保守我們的嗎?
[00:13:17.680 --> 00:13:20.480]  為什麼這位弟兄會有交通意外?
[00:13:20.480 --> 00:13:23.480]  為什麼那輛車的司機有這麼大意
[00:13:23.480 --> 00:13:25.680]  會撞上去的呢?
[00:13:25.680 --> 00:13:27.880]  他不會殺車的嗎?
[00:13:27.880 --> 00:13:31.080]  有時候有些事情我們覺得很突然
[00:13:31.080 --> 00:13:33.280]  為什麼有些意外
[00:13:33.280 --> 00:13:37.680]  會發生在一些好人的身上?
[00:13:37.680 --> 00:13:40.680]  我都記得有一位神學家
[00:13:40.680 --> 00:13:43.080]  都寫過一些書
[00:13:43.080 --> 00:13:49.880]  為什麼壞事會發生在好人身上?
[00:13:49.880 --> 00:13:52.080]  通常我們的觀念就是
[00:13:52.080 --> 00:13:55.880]  好人只會碰到好事
[00:13:55.880 --> 00:13:57.880]  萬事順利
[00:13:57.880 --> 00:13:59.680]  一切都很好
[00:13:59.680 --> 00:14:03.480]  好人為什麼會有些不好的事
[00:14:03.480 --> 00:14:05.480]  一些意外的事
[00:14:05.480 --> 00:14:07.880]  發生在他身上?
[00:14:07.880 --> 00:14:10.480]  聖經告訴我們
[00:14:10.480 --> 00:14:16.280]  萬事都在神的掌管下
[00:14:16.280 --> 00:14:20.480]  因為他是控制萬事的
[00:14:20.480 --> 00:14:24.480]  所以神掌管一切
[00:14:24.480 --> 00:14:29.680]  一切都是神在安排
[00:14:29.680 --> 00:14:32.280]  神洗
[00:14:32.280 --> 00:14:34.680]  神在掌管
[00:14:34.680 --> 00:14:37.080]  神在管理
[00:14:37.080 --> 00:14:38.680]  神在帶領
[00:14:38.680 --> 00:14:40.280]  神使
[00:14:40.280 --> 00:14:42.080]  萬事是怎樣?
[00:14:42.080 --> 00:14:44.880]  互相效力
[00:14:44.880 --> 00:14:47.080]  所以第四
[00:14:47.080 --> 00:14:50.280]  神是叫所有的事
[00:14:50.280 --> 00:14:54.680]  好像有一個很好的配合
[00:14:54.680 --> 00:14:57.080]  有一個很好的默契
[00:14:57.080 --> 00:15:01.280]  有一個很好的結緣一樣
[00:15:01.280 --> 00:15:07.280]  就叫愛他的人得益處
[00:15:07.280 --> 00:15:11.280]  所以第五就叫我們得益處
[00:15:11.280 --> 00:15:13.880]  萬事是互相效力
[00:15:13.880 --> 00:15:18.680]  這裡我要解釋一下第四重的應許
[00:15:18.680 --> 00:15:24.080]  萬事是指所有的事
[00:15:24.080 --> 00:15:26.680]  當然包括好事
[00:15:26.680 --> 00:15:30.080]  但也包括一些次好的事
[00:15:30.080 --> 00:15:31.880]  一些不好的事
[00:15:31.880 --> 00:15:34.680]  有時候我們會說一些很壞的事
[00:15:34.680 --> 00:15:35.880]  很差的事
[00:15:35.880 --> 00:15:38.280]  很不應該發生的事
[00:15:38.280 --> 00:15:42.280]  神都是叫這一切的事
[00:15:42.280 --> 00:15:45.880]  是為我們效力
[00:15:45.880 --> 00:15:47.680]  目的是什麼?
[00:15:47.680 --> 00:15:50.880]  叫我們得益處
[00:15:50.880 --> 00:15:52.680]  可能大家馬上會問
[00:15:52.680 --> 00:15:57.080]  牧師難道我遇到交通意外
[00:15:57.080 --> 00:15:59.280]  難道我的腳跛了
[00:15:59.280 --> 00:16:01.480]  難道我有癌症
[00:16:01.480 --> 00:16:05.480]  都是神叫我得益處嗎?
[00:16:05.480 --> 00:16:07.880]  當然我們有很多時候
[00:16:07.880 --> 00:16:11.280]  我們很自然人的反應
[00:16:11.280 --> 00:16:13.880]  一聽到一些不好的事
[00:16:13.880 --> 00:16:17.280]  我們心情會很煩躁
[00:16:17.280 --> 00:16:18.880]  會很惡劣
[00:16:18.880 --> 00:16:20.080]  當時的反應就是
[00:16:20.080 --> 00:16:20.880]  什麼?
[00:16:20.880 --> 00:16:22.080]  什麼是我?
[00:16:22.080 --> 00:16:23.880]  你去檢查身體
[00:16:23.880 --> 00:16:26.880]  醫生說我幫你抽血驗一驗
[00:16:26.880 --> 00:16:29.480]  看看癌指數是怎樣
[00:16:29.480 --> 00:16:32.480]  誰知道驗血結果一回來
[00:16:32.480 --> 00:16:33.480]  什麼?
[00:16:33.480 --> 00:16:36.680]  原來那些指數在飆升
[00:16:36.680 --> 00:16:38.680]  你很危險
[00:16:38.680 --> 00:16:41.880]  醫生說你去做biopsy
[00:16:41.880 --> 00:16:44.480]  抽一些組織出來檢查
[00:16:44.480 --> 00:16:48.280]  我當堂的心就沉一沉
[00:16:48.280 --> 00:16:50.080]  難道
[00:16:50.080 --> 00:16:54.480]  難道我有癌症?
[00:16:54.480 --> 00:16:58.480]  癌症好像一個判決一樣
[00:16:58.480 --> 00:17:02.080]  好像一個宣佈
[00:17:02.080 --> 00:17:04.280]  你這個傢伙
[00:17:04.280 --> 00:17:06.680]  你這次嚴重了
[00:17:06.680 --> 00:17:09.880]  你有問題了
[00:17:09.880 --> 00:17:12.480]  是不是這樣?
[00:17:12.480 --> 00:17:14.880]  在教會裏面
[00:17:14.880 --> 00:17:18.080]  我們都有很多不同的弟兄姐妹
[00:17:18.080 --> 00:17:20.880]  是患有癌症的
[00:17:20.880 --> 00:17:24.080]  我記得其中一位的姐妹
[00:17:24.080 --> 00:17:26.880]  後來她已經回到天家
[00:17:26.880 --> 00:17:30.280]  但在她患癌症期間
[00:17:30.280 --> 00:17:34.080]  她有非常之美好的見證
[00:17:34.080 --> 00:17:36.880]  她就進了瑪麗醫院
[00:17:36.880 --> 00:17:40.880]  接受開刀做了手術
[00:17:40.880 --> 00:17:42.880]  但那些癌細胞
[00:17:42.880 --> 00:17:47.680]  仍然有一些散播在其它地方
[00:17:47.680 --> 00:17:51.080]  所以醫生就叫她要繼續留院
[00:17:51.080 --> 00:17:54.680]  繼續接受電療
[00:17:54.680 --> 00:17:58.080]  當時電療她很辛苦
[00:17:58.080 --> 00:17:59.880]  有很多時候嘔吐
[00:17:59.880 --> 00:18:02.880]  有很多時候吃不到東西
[00:18:02.880 --> 00:18:06.080]  但這位姐妹很堅強
[00:18:06.080 --> 00:18:08.480]  她在病房裏面
[00:18:08.480 --> 00:18:12.880]  時時向她隔壁床的那位姐妹
[00:18:12.880 --> 00:18:16.880]  去傳福音鼓勵她
[00:18:16.880 --> 00:18:21.880]  將她自己的經歷跟她分享
[00:18:21.880 --> 00:18:25.880]  原來這位姐妹信耶穌的經過
[00:18:25.880 --> 00:18:28.680]  是很奇妙的
[00:18:28.680 --> 00:18:34.880]  她在中環開了一間小店賣化妝品
[00:18:34.880 --> 00:18:39.680]  很多女士去光顧她
[00:18:39.680 --> 00:18:42.480]  其中有一位太太
[00:18:42.480 --> 00:18:45.480]  也是我們教會的姐妹
[00:18:45.480 --> 00:18:48.480]  很喜歡光顧她這間店
[00:18:48.480 --> 00:18:52.480]  向這位老闆傳福音
[00:18:52.480 --> 00:18:55.280]  她最初不想聽
[00:18:55.280 --> 00:18:58.880]  她說信耶穌 信耶穌 這些不適合我
[00:18:58.880 --> 00:19:02.880]  但這位太太很恆心
[00:19:02.880 --> 00:19:07.880]  每次去她店裏都跟她聊幾句
[00:19:07.880 --> 00:19:11.680]  後來她覺得好像很有興趣
[00:19:11.680 --> 00:19:14.680]  於是就帶她來我們教會
[00:19:14.680 --> 00:19:17.880]  參加一些福音聖的聚會
[00:19:17.880 --> 00:19:20.480]  很感謝神的恩典
[00:19:20.480 --> 00:19:23.880]  這位太太就信了耶穌
[00:19:23.880 --> 00:19:25.880]  後來她又受了針
[00:19:25.880 --> 00:19:29.880]  連她的丈夫也受了針
[00:19:29.880 --> 00:19:32.880]  這一對夫婦
[00:19:32.880 --> 00:19:34.880]  我見到他們
[00:19:34.880 --> 00:19:41.880]  他們經歷在生命裏面有很多的難處
[00:19:41.880 --> 00:19:44.880]  這位太太因為癌症的緣故
[00:19:44.880 --> 00:19:47.880]  這間店要結束
[00:19:47.880 --> 00:19:49.880]  把店舖交出來
[00:19:49.880 --> 00:19:53.880]  因為交租很貴
[00:19:53.880 --> 00:19:57.880]  他們的生活受到很大的影響
[00:19:57.880 --> 00:20:00.880]  因為收入少了很多
[00:20:00.880 --> 00:20:04.880]  但他們卻經歷天父的愛
[00:20:04.880 --> 00:20:08.880]  經歷天父的公益
[00:20:08.880 --> 00:20:13.880]  今天這位丈夫仍然在教會裏面
[00:20:13.880 --> 00:20:15.880]  他來到服侍
[00:20:15.880 --> 00:20:20.880]  仍然在教會裏面很忠心的參與各項活動
[00:20:20.880 --> 00:20:24.880]  我們見到原來神是叫「萬事」
[00:20:24.880 --> 00:20:26.880]  是彼此效力的
[00:20:26.880 --> 00:20:29.880]  沒錯有些事我們聽起來
[00:20:29.880 --> 00:20:32.880]  好像是不好的事
[00:20:32.880 --> 00:20:36.880]  表面上看是不好的事
[00:20:36.880 --> 00:20:40.880]  但記得曾經有人說過
[00:20:40.880 --> 00:20:46.880]  苦難是化了妝的祝福
[00:20:46.880 --> 00:20:49.880]  化妝的祝福
[00:20:49.880 --> 00:20:55.880]  突破這個機構的創辦人蘇恩佩女士
[00:20:55.880 --> 00:21:00.880]  就是一位對文字工作很有熱誠的姐妹
[00:21:00.880 --> 00:21:04.880]  她在台灣的時候又創辦雜誌
[00:21:04.880 --> 00:21:07.880]  然後她來到香港的時候
[00:21:07.880 --> 00:21:10.880]  又跟一群有心的人創辦
[00:21:10.880 --> 00:21:15.880]  突破這本雜誌的運動
[00:21:15.880 --> 00:21:19.880]  她患了癌症
[00:21:19.880 --> 00:21:23.880]  她透過文字寫書
[00:21:23.880 --> 00:21:27.880]  透過文字將她的經歷
[00:21:27.880 --> 00:21:32.880]  去鼓勵其他患難當中的人
[00:21:32.880 --> 00:21:38.880]  她就說死亡我不怕你
[00:21:38.880 --> 00:21:43.880]  苦難是化了妝的祝福
[00:21:43.880 --> 00:21:45.880]  各位親愛的弟兄姊妹
[00:21:45.880 --> 00:21:49.880]  原來萬事是彼此效力的
[00:21:49.880 --> 00:21:51.880]  只有一個目的是什麼
[00:21:51.880 --> 00:21:54.880]  就是第五重的祝福
[00:21:54.880 --> 00:21:59.880]  叫我們得著益處
[00:21:59.880 --> 00:22:02.880]  每一件事發生
[00:22:02.880 --> 00:22:06.880]  我們都不知道後來有什麼影響
[00:22:06.880 --> 00:22:10.880]  在我們中國很出名的一個成語就是
[00:22:10.880 --> 00:22:16.880]  「塞翁失馬燕自飛馥」
[00:22:16.880 --> 00:22:20.880]  這個塞翁走了一隻馬
[00:22:20.880 --> 00:22:25.880]  其他人就說你真是糟糕了
[00:22:25.880 --> 00:22:28.880]  一隻馬很貴的沒有了
[00:22:28.880 --> 00:22:31.880]  誰知道後來那隻馬又回來了
[00:22:31.880 --> 00:22:33.880]  誰知道那隻馬回來
[00:22:33.880 --> 00:22:35.880]  她的兒子騎上去
[00:22:35.880 --> 00:22:37.880]  那隻馬亂跳
[00:22:37.880 --> 00:22:40.880]  她的兒子掉下馬斷了一隻腳
[00:22:40.880 --> 00:22:46.880]  於是有人來徵士兵
[00:22:46.880 --> 00:22:48.880]  因為兒子斷了一隻腳
[00:22:48.880 --> 00:22:51.880]  就不用去當兵了
[00:22:51.880 --> 00:22:54.880]  這個故事我們大家都知道
[00:22:54.880 --> 00:22:59.880]  塞翁失馬燕自飛馥
[00:22:59.880 --> 00:23:03.880]  表面上看好像是一件不好的事
[00:23:03.880 --> 00:23:09.880]  在世人的眼中好像是一件很差的事
[00:23:09.880 --> 00:23:12.880]  不是一件美事
[00:23:12.880 --> 00:23:18.880]  但是神卻能夠扭轉情況
[00:23:18.880 --> 00:23:23.880]  神能夠改變那個境況
[00:23:23.880 --> 00:23:26.880]  成為一個祝福
[00:23:26.880 --> 00:23:29.880]  一個Blessing
[00:23:29.880 --> 00:23:34.880]  所以各位原來羅馬書八章二十八節
[00:23:34.880 --> 00:23:37.880]  給我們五重的應許
[00:23:37.880 --> 00:23:41.880]  第一就是你應該要知道
[00:23:41.880 --> 00:23:43.880]  你不能不知道
[00:23:43.880 --> 00:23:47.880]  第二是有特定的對象
[00:23:47.880 --> 00:23:49.880]  就是那些愛神的人
[00:23:49.880 --> 00:23:54.880]  第三是神在這裡掌管一切
[00:23:54.880 --> 00:23:56.880]  臣使
[00:23:56.880 --> 00:24:00.880]  第四是萬事互相效力
[00:24:00.880 --> 00:24:03.880]  萬事都在這裡配合
[00:24:03.880 --> 00:24:08.880]  然後第五就是叫我們可以得益處
[00:24:08.880 --> 00:24:14.880]  就是按照祂旨意被召的人
[00:24:14.880 --> 00:24:21.880]  各位原來你是有召命在身的
[00:24:21.880 --> 00:24:23.880]  神呼召你
[00:24:23.880 --> 00:24:25.880]  神委託你
