
[00:00:00.000 --> 00:00:02.300]  教會的講道系列的
[00:02:49.460 --> 00:02:52.780]  他知道說那個教會的人很沮喪 糟糕
[00:02:52.780 --> 00:02:55.860]  如果今天你看到張牧師被坐到監牢去 你就覺得
[00:02:56.380 --> 00:02:58.420]  創立這個教會的人
[00:02:58.420 --> 00:02:59.700]  走了怎麼辦
[00:02:59.700 --> 00:03:02.780]  那保羅告訴他們說為什麼他要坐監
[00:03:02.780 --> 00:03:05.080]  他解釋得很清楚 他說因為
[00:03:05.080 --> 00:03:07.640]  神要使用他 也把這個奧秘
[00:03:07.640 --> 00:03:09.940]  能夠在監獄裡面也傳開去
[00:03:09.940 --> 00:03:12.500]  所以到第三章 保羅解釋給他們聽
[00:03:12.500 --> 00:03:15.840]  不要因為我坐監牢 你們就沮喪
[00:03:15.840 --> 00:03:16.600]  喪膽
[00:03:16.600 --> 00:03:19.160]  他說神的計畫還在進行中
[00:03:19.160 --> 00:03:22.740]  我被坐到監獄裡面 只是神的計畫的其中一部分
[00:03:22.740 --> 00:03:24.020]  因為保羅在
[00:03:24.020 --> 00:03:25.300]  進了監獄之後 後來
[00:03:25.560 --> 00:03:29.660]  在監獄裡面羅馬的賓丁 看守他的野性主了
[00:03:29.660 --> 00:03:32.220]  他說神有他的計畫在他身上
[00:03:32.220 --> 00:03:34.520]  目的就是把這個奧秘
[00:03:34.520 --> 00:03:39.640]  講開傳給所有人聽 這個奧秘很簡單就是原來我們得救
[00:03:39.640 --> 00:03:40.920]  是因著恩
[00:03:40.920 --> 00:03:43.220]  本恩 本著恩也因著信
[00:03:43.220 --> 00:03:45.280]  這個奧秘很重要
[00:03:45.280 --> 00:03:49.120]  我記得你知道我以前讀書的時候 有一個人很衰
[00:03:49.120 --> 00:03:50.660]  怎麼衰呢
[00:03:50.660 --> 00:03:54.740]  我們老師告訴我們要考試
[00:03:55.260 --> 00:03:59.100]  那麼後來老師改變主意 就說考試取消
[00:03:59.100 --> 00:04:01.660]  可是他老師只告訴那個同學
[00:04:01.660 --> 00:04:03.200]  叫那個同學告訴我們
[00:04:03.200 --> 00:04:05.500]  可是那個同學就很賤
[00:04:05.500 --> 00:04:07.540]  他明知道是沒有考試的
[00:04:07.540 --> 00:04:08.580]  他不告訴我們
[00:04:08.580 --> 00:04:15.220]  那個weekend他自己玩得很輕鬆很開心 因為他知道禮拜一沒有考試 可是他不告訴我們每一個人
[00:04:15.220 --> 00:04:21.380]  我們每一個人那個weekend都過得非常不愉快 因為我們知道禮拜 我們以為禮拜一有考試
[00:04:21.620 --> 00:04:25.460]  所以禮拜六禮拜天沒有人敢去玩 就大家一起讀書啊什麼
[00:04:25.460 --> 00:04:28.540]  只有他一個輕輕鬆鬆的在那邊 他就看好戲
[00:04:28.540 --> 00:04:30.840]  看你們禮拜一沒有考試 你們這群
[00:04:30.840 --> 00:04:33.400]  笨蛋還在那邊讀書
[00:04:33.400 --> 00:04:36.980]  只有他知道這個奧秘 可是他沒有告訴我們
[00:04:36.980 --> 00:04:40.820]  可是保羅不是 保羅知道一個奧秘說 你知道
[00:04:40.820 --> 00:04:42.880]  你今天的得救
[00:04:42.880 --> 00:04:44.920]  是神預先安排好
[00:04:44.920 --> 00:04:48.240]  跟你的行為沒有關係 跟你的
[00:04:48.240 --> 00:04:50.040]  道德沒有關係
[00:04:50.300 --> 00:04:52.600]  不是因為你很好 不是因為你很乖
[00:04:52.600 --> 00:04:56.440]  是因為完全因著神的恩典 你今天可以得救
[00:04:56.440 --> 00:04:58.240]  他說保羅沒有說
[00:04:58.240 --> 00:04:59.780]  我就不把這個奧秘給你
[00:04:59.780 --> 00:05:01.300]  我讓你自己去掙扎
[00:05:01.300 --> 00:05:03.360]  看你怎麼try
[00:05:03.360 --> 00:05:04.900]  try to get save
[00:05:04.900 --> 00:05:06.180]  我看你怎麼辦
[00:05:06.180 --> 00:05:10.260]  他沒有這樣 他沒有像那個很賤的同學 到禮拜一被我們圍毆
[00:05:10.260 --> 00:05:12.060]  他沒有學那個 他就說
[00:05:12.060 --> 00:05:14.100]  開宗明義的告訴我們說
[00:05:14.100 --> 00:05:15.140]  你要知道
[00:05:15.140 --> 00:05:16.420]  教會的存在
[00:05:16.420 --> 00:05:17.180]  每一個
[00:05:17.180 --> 00:05:19.480]  都是神在創始以前
[00:05:19.740 --> 00:05:20.760]  已經揀選
[00:05:20.760 --> 00:05:22.040]  已經預定的
[00:05:22.040 --> 00:05:23.320]  他是這樣說
[00:05:23.320 --> 00:05:25.360]  所以他第二就馬上解釋
[00:05:25.360 --> 00:05:27.920]  所以到了第三章的結束的時候
[00:05:27.920 --> 00:05:30.240]  他是這麼說的 我讀給大家聽
[00:05:30.240 --> 00:05:31.520]  他說他為
[00:05:31.520 --> 00:05:33.040]  彝福所的
[00:05:33.040 --> 00:05:36.380]  的聖徒有一個禱告的教會 他說希望
[00:05:36.380 --> 00:05:39.700]  所有的聖徒能夠一同明白
[00:05:39.700 --> 00:05:42.520]  主耶穌的愛是何等的長厚高深
[00:05:42.520 --> 00:05:43.280]  他說
[00:05:43.280 --> 00:05:47.640]  如果我們知道這愛是過於人所能測度的
[00:05:47.900 --> 00:05:50.960]  便教神一切所充滿的充滿你們
[00:05:50.960 --> 00:05:55.580]  神能夠藉著運行在我們裡面的大能大力
[00:05:55.580 --> 00:06:00.180]  能夠幫助我們充充足足的成就一切超過我們所求所想
[00:06:00.180 --> 00:06:04.020]  所以第三章的結束他基本上是用一個禱告來結束
[00:06:04.020 --> 00:06:06.320]  那麼今天我們是第四章
[00:06:06.320 --> 00:06:07.600]  我們來看看說
[00:06:07.600 --> 00:06:09.900]  保祿已經告訴我們原來我們是
[00:06:09.900 --> 00:06:12.980]  今天站在這邊蒙了神很多的恩典
[00:06:12.980 --> 00:06:16.300]  那麼今天到了第四章他就告訴我們說
[00:06:16.300 --> 00:06:17.340]  接下來
[00:06:17.580 --> 00:06:18.860]  有些的application
[00:06:18.860 --> 00:06:21.940]  有些的應用我們應該怎麼樣回應這些恩典
[00:06:21.940 --> 00:06:25.020]  那我們先來看彝福所說的四章
[00:06:25.020 --> 00:06:26.300]  四到六節
[00:06:26.300 --> 00:06:28.080]  我們再跳回去看一到
[00:06:28.080 --> 00:06:29.100]  三節
[00:06:29.100 --> 00:06:30.900]  我們看四到六節
[00:06:30.900 --> 00:06:32.700]  那邊講到說我們需要
[00:06:32.700 --> 00:06:35.000]  在真道裡面有一個合一
[00:06:35.000 --> 00:06:38.320]  我們一起來讀好不好很短的一段經文很短的
[00:06:38.320 --> 00:06:39.340]  我們一起來讀
[00:06:39.340 --> 00:06:42.160]  唯有一個身體唯有一位聖靈
[00:06:42.160 --> 00:06:46.000]  正如上帝呼召你們來享有同一個盼望
[00:06:46.260 --> 00:06:49.340]  唯有一位主一個信仰一個洗禮
[00:06:49.340 --> 00:06:53.940]  唯有一位上帝就是人類的父親他在萬有之中
[00:06:53.940 --> 00:06:55.480]  同仇萬有
[00:06:55.480 --> 00:06:57.020]  貫徹萬有
[00:06:57.020 --> 00:07:00.860]  那麼保祿在這邊告訴我們說原來我們聚在一起
[00:07:00.860 --> 00:07:04.180]  我們有同一個信仰因為同一個信仰我們聚在一起
[00:07:04.180 --> 00:07:05.720]  彼此的聯合
[00:07:05.720 --> 00:07:11.860]  我們之所以合一是因為這一個真理就是我們是被檢選的是蒙恩的我們聚在這裡
[00:07:11.860 --> 00:07:14.940]  因為這個信仰的緣故我們可以很密切
[00:07:16.460 --> 00:07:18.000]  其實當保祿說
[00:07:18.000 --> 00:07:22.100]  當我們因為同一個信仰在一起變得很密切的時候
[00:07:22.100 --> 00:07:24.140]  他講的那個合一
[00:07:24.140 --> 00:07:26.440]  有點像比方說
[00:07:26.440 --> 00:07:27.220]  在
[00:07:27.220 --> 00:07:31.820]  如果你回去看約翰福音17章主耶穌為他的門徒有個禱告
[00:07:31.820 --> 00:07:32.860]  在臨走之前
[00:07:32.860 --> 00:07:38.220]  他禱告求神說神你叫他們能夠合一就像我跟你合一一樣
[00:07:38.220 --> 00:07:42.580]  負在我裡面就像他們一樣合一
[00:07:43.100 --> 00:07:46.940]  所以從那段經文加上這段經文我希望大家明白第一點
[00:07:46.940 --> 00:07:50.520]  在教會裡面我們這群蒙恩的人聚在一起
[00:07:50.520 --> 00:07:51.300]  相處
[00:07:51.300 --> 00:07:56.160]  神希望我們是很合一的而且那種合一不只是說不吵架
[00:07:56.160 --> 00:07:58.200]  聽清楚不是不吵架
[00:07:58.200 --> 00:08:00.260]  不是不吵架就是合一
[00:08:00.260 --> 00:08:05.380]  聖經裡面當他講到說主耶穌為門徒禱告希望他們合一
[00:08:05.380 --> 00:08:10.240]  那個合一的字講的不是和諧不是沒有吵架不是沒有conflict
[00:08:10.500 --> 00:08:13.820]  他講的是一種很親密的關係因為他
[00:08:13.820 --> 00:08:16.380]  接下來的例子是說就像我
[00:08:16.380 --> 00:08:19.980]  跟負的關係一樣就像負在我裡面我在負裡面
[00:08:19.980 --> 00:08:23.300]  就像三維體的神他本身是一個有
[00:08:23.300 --> 00:08:24.580]  relational god
[00:08:24.580 --> 00:08:26.620]  他是一個很重關係的神
[00:08:26.620 --> 00:08:31.740]  所以聖父跟聖子的關係聖子跟聖靈的關係他們三個之間
[00:08:31.740 --> 00:08:35.080]  的那種密切的關係那種intimate的關係
[00:08:35.080 --> 00:08:38.400]  神說希望我們每一個人在
[00:08:39.420 --> 00:08:41.200]  小組裡面在教會裡面
[00:08:41.200 --> 00:08:44.280]  也能夠像那種合一一樣
[00:08:44.280 --> 00:08:45.300]  的來相處
[00:08:45.300 --> 00:08:46.320]  懂我意思嗎
[00:08:46.320 --> 00:08:49.900]  說這個合一句不只是說那我跟你不要吵架那我們就合一了
[00:08:49.900 --> 00:08:50.680]  不是
[00:08:50.680 --> 00:08:51.960]  不單只是這樣
[00:08:51.960 --> 00:08:54.260]  他是更深層次的
[00:08:54.260 --> 00:08:55.280]  他指的說
[00:08:55.280 --> 00:08:58.100]  神照我們原來我們每一個人
[00:08:58.100 --> 00:09:00.920]  內心層面有一個渴望
[00:09:00.920 --> 00:09:03.480]  因為我們是照著神的形象照的
[00:09:03.480 --> 00:09:04.760]  所以我們內心
[00:09:04.760 --> 00:09:08.600]  也是渴望說有一段非常密切的關係是
[00:09:09.100 --> 00:09:11.920]  我們兩個好像可以合而為一一樣這樣親密
[00:09:11.920 --> 00:09:13.720]  我跟你可以無話不談
[00:09:13.720 --> 00:09:15.260]  我說的事情可以
[00:09:15.260 --> 00:09:17.300]  毫無懼怕的跟你分享
[00:09:17.300 --> 00:09:19.100]  你的事情也願意跟我分享
[00:09:19.100 --> 00:09:20.380]  我講的時候你願意聽
[00:09:20.380 --> 00:09:21.660]  你也聽明白
[00:09:21.660 --> 00:09:23.960]  你講的時候我也聽明白我也care
[00:09:23.960 --> 00:09:28.820]  就是他希望他的門徒相處是這種的合一
[00:09:28.820 --> 00:09:30.360]  這不只是說
[00:09:30.360 --> 00:09:32.920]  很和諧沒有吵架就搞定不是
[00:09:32.920 --> 00:09:36.240]  他的那個level是expectation是更加
[00:09:36.240 --> 00:09:37.260]  更深一層
[00:09:38.040 --> 00:09:42.380]  就像主耶穌跟天父的關係他希望門徒也是像這樣的合一
[00:09:42.380 --> 00:09:44.180]  所以那邊的合一講的是
[00:09:44.180 --> 00:09:47.000]  intimacy多過於只是no conflict
[00:09:47.000 --> 00:09:49.300]  所以我希望你們了解這個
[00:09:49.300 --> 00:09:51.340]  所以在教會裡面第一個
[00:09:51.340 --> 00:09:54.420]  保羅希望我們的教會
[00:09:54.420 --> 00:09:56.220]  他所建立的教會
[00:09:56.220 --> 00:10:00.820]  因為真理的緣故我們的合一可以到一種程度有點
[00:10:00.820 --> 00:10:02.860]  反映出當初
[00:10:03.120 --> 00:10:08.500]  主耶穌基督跟附身的關係到底有多密切那麼那種就非常的合一了
[00:10:08.500 --> 00:10:10.020]  那種就非常密切
[00:10:10.020 --> 00:10:13.100]  那我們今年如果你看我們的程序單
[00:10:13.100 --> 00:10:14.120]  程序單
[00:10:14.120 --> 00:10:16.940]  上面有我們的主題對不對
[00:10:16.940 --> 00:10:19.760]  上面寫著we are the church doing life together
[00:10:19.760 --> 00:10:23.340]  其實今年我們希望我們的life group每一個小組
[00:10:23.340 --> 00:10:26.920]  我們都真的可以做到doing life together
[00:10:26.920 --> 00:10:30.000]  什麼叫doing life together 我跟你舉個例子
[00:10:30.500 --> 00:10:34.080]  我今天早上去了一個retreat就是去了一個one day retreat
[00:10:34.080 --> 00:10:38.440]  那麼所有的我們教會所有的小組長都來了我們有大概50幾個人
[00:10:38.440 --> 00:10:41.760]  我們有很多不同的組他們組長都來
[00:10:41.760 --> 00:10:47.660]  那麼有很多組就開始分享說在2014年他們做了什麼他們覺得他們的組怎麼樣
[00:10:47.660 --> 00:10:49.960]  那其中有一組是最棒的
[00:10:49.960 --> 00:10:52.260]  這一組怎麼棒呢就是
[00:10:52.260 --> 00:10:56.620]  是三股的組就是tri-valley我們開了新的教會在tri-valley
[00:10:56.620 --> 00:10:58.400]  那麼這一組呢
[00:10:58.920 --> 00:11:01.480]  據說是我們so far教會最大的一組
[00:11:01.480 --> 00:11:05.060]  他們光是他們那一組的成年人
[00:11:05.060 --> 00:11:06.080]  有60個人
[00:11:06.080 --> 00:11:07.880]  就一組有60個人
[00:11:07.880 --> 00:11:09.160]  還沒算他們的孩子
[00:11:09.160 --> 00:11:11.720]  就成年人60加上孩子就
[00:11:11.720 --> 00:11:13.260]  大概8、90
[00:11:13.260 --> 00:11:15.560]  基本上他是一個教會的size
[00:11:15.560 --> 00:11:17.100]  可是他算是一個小組
[00:11:17.100 --> 00:11:18.640]  他在成立
[00:11:18.640 --> 00:11:20.420]  不是很長的時間可是很快
[00:11:20.420 --> 00:11:25.800]  你知道他分享的時候他們組有一個我很欣賞的地方就是
[00:11:26.320 --> 00:11:29.900]  他們組就是真的給你一種感覺他們是doing life together
[00:11:29.900 --> 00:11:31.440]  他們不是那種
[00:11:31.440 --> 00:11:35.020]  禮拜天來meet一meet就聚一下就散了那種組
[00:11:35.020 --> 00:11:37.580]  他們自己有一個whatsapp的group
[00:11:37.580 --> 00:11:41.420]  在那個group裡面每天都非常開心的在裡面聊天
[00:11:41.420 --> 00:11:43.220]  特別是那群媽媽
[00:11:43.220 --> 00:11:46.040]  每天都是發一些信息出來有些是發出來
[00:11:46.040 --> 00:11:49.880]  發信息出來說我去哪裡吃了一間很好的餐館你們去試試
[00:11:49.880 --> 00:11:53.200]  有些是發信息出來說你知道safer最近減價什麼
[00:11:53.200 --> 00:11:55.000]  所有的那些topic
[00:11:55.240 --> 00:11:57.800]  有些是屬靈的topic有些是不是屬靈的topic
[00:11:57.800 --> 00:12:01.140]  有些是他分享他的靈修有些是分享我今天去
[00:12:01.140 --> 00:12:03.960]  醫院check up我發現有問題馬上為我禱告
[00:12:03.960 --> 00:12:04.980]  any topic
[00:12:04.980 --> 00:12:08.040]  他們都在裡面講得很開心
[00:12:08.040 --> 00:12:11.120]  從那個group你就看到說這個group
[00:12:11.120 --> 00:12:13.940]  不是只是一個禮拜天回來聚一聚的group
[00:12:13.940 --> 00:12:17.000]  這是一個doing life together的group
[00:12:17.000 --> 00:12:19.320]  在
[00:12:19.320 --> 00:12:21.620]  我們希望我們的小組
[00:12:21.880 --> 00:12:25.460]  也能夠真的做成像那個組一樣可以doing life
[00:12:25.460 --> 00:12:26.480]  together
[00:12:26.480 --> 00:12:30.320]  我們希望我們的小組因為doing life together我們可以
[00:12:30.320 --> 00:12:31.340]  有增長
[00:12:31.340 --> 00:12:32.880]  你知道在
[00:12:32.880 --> 00:12:34.420]  近年有一個
[00:12:34.420 --> 00:12:36.720]  有其中有一種的industry
[00:12:36.720 --> 00:12:38.260]  有一種的生意
[00:12:38.260 --> 00:12:40.560]  成長得非常快
[00:12:40.560 --> 00:12:43.120]  他是每一年倍增
[00:12:43.120 --> 00:12:47.720]  連續幾年我foresee到這個industry在未來的十年
[00:12:47.720 --> 00:12:50.280]  應該每一年也會開始倍增
[00:12:50.540 --> 00:12:52.320]  你知道這個industry是什麼嗎
[00:12:52.320 --> 00:12:55.140]  就越來越多customer越來越多
[00:12:55.140 --> 00:12:56.940]  exponential growth
[00:12:56.940 --> 00:12:59.500]  online game
[00:12:59.500 --> 00:13:02.560]  網上的video game
[00:13:02.560 --> 00:13:08.960]  對現在網上的video game的customer是越來越都是倍增的exponential growth
[00:13:08.960 --> 00:13:13.320]  尤其是有些game設計的好的話賣的不得了
[00:13:13.320 --> 00:13:14.340]  賣的不得了
[00:13:14.340 --> 00:13:18.440]  而且現在的video game我知道online是不分年齡層的
[00:13:19.200 --> 00:13:20.980]  不但只是說大學生
[00:13:20.980 --> 00:13:22.260]  中學生現在是
[00:13:22.260 --> 00:13:24.320]  我有個uncle五十幾歲了
[00:13:24.320 --> 00:13:26.880]  這孩子已經長大了
[00:13:26.880 --> 00:13:28.420]  還是professional gamer
[00:13:28.420 --> 00:13:29.940]  就每天回到家還是
[00:13:29.940 --> 00:13:30.720]  average
[00:13:30.720 --> 00:13:32.000]  八個小時在打game
[00:13:32.000 --> 00:13:37.880]  對有些是永遠都在打game有些不分年齡層也不分性別
[00:13:37.880 --> 00:13:42.740]  有很多是女生在上面打的很厲害的是女生在打
[00:13:42.740 --> 00:13:45.560]  有一個父母
[00:13:45.560 --> 00:13:47.100]  來問我說
[00:13:47.360 --> 00:13:51.700]  他的孩子一天到晚關在房間裡面打game就不肯出來
[00:13:51.700 --> 00:13:54.520]  就叫他說
[00:13:54.520 --> 00:13:55.300]  可不可以
[00:13:55.300 --> 00:13:58.360]  他知道我處理很多這種就喜歡打game的人他說
[00:13:58.360 --> 00:14:02.200]  問我說你要不要去跟他聊聊看他為什麼就不肯出來
[00:14:02.200 --> 00:14:08.100]  媽媽年紀大了也不肯去教會就一天到晚在躲在房間裡面打game這樣子
[00:14:08.100 --> 00:14:12.700]  我就去跟他聊了聊聊聊聊完之後我大概了解
[00:14:12.700 --> 00:14:15.000]  我也跟很多不同的人聊過
[00:14:15.520 --> 00:14:17.560]  我自己在game裡面也有個group
[00:14:17.560 --> 00:14:22.180]  那麼我現在慢慢了解為什麼這個industry為什麼
[00:14:22.180 --> 00:14:24.220]  online game這件事情
[00:14:24.220 --> 00:14:26.780]  他的customer會倍增每一年
[00:14:26.780 --> 00:14:28.320]  你知道為什麼嗎
[00:14:28.320 --> 00:14:31.900]  你知道凡是設計好的game他有一個
[00:14:31.900 --> 00:14:32.920]  特性
[00:14:32.920 --> 00:14:33.960]  就是
[00:14:33.960 --> 00:14:36.260]  他把這個game設計成
[00:14:36.260 --> 00:14:38.040]  只要你sign up
[00:14:38.040 --> 00:14:42.400]  參加這個game你基本上是sign up一個mini facebook
[00:14:43.420 --> 00:14:48.280]  就是你去進入一個group那麼那個group的人呢不只是打game
[00:14:48.280 --> 00:14:50.580]  他們是很有愛心的
[00:14:50.580 --> 00:14:53.140]  我告訴你一個
[00:14:53.140 --> 00:14:55.960]  statistic好不好
[00:14:55.960 --> 00:14:58.020]  我有很多不同的group
[00:14:58.020 --> 00:15:00.580]  我有whatsapp group有一個是籃球的group
[00:15:00.580 --> 00:15:01.340]  就是
[00:15:01.340 --> 00:15:04.420]  叫他們打籃球的有一個是看電影的group
[00:15:04.420 --> 00:15:08.000]  我們教會有些人很喜歡看電影就有個whatsapp的group
[00:15:08.000 --> 00:15:12.600]  就每個禮拜說這個禮拜有什麼新片上映什麼大家就約去看
[00:15:12.860 --> 00:15:13.880]  有個group是
[00:15:13.880 --> 00:15:15.160]  吃貨的group
[00:15:15.160 --> 00:15:17.200]  就是有些人很喜歡吃
[00:15:17.200 --> 00:15:21.040]  到處哪裡吃了好東西就post上來說我們今天去哪裡吃哪裡吃
[00:15:21.040 --> 00:15:23.860]  我教會有不同的group我廣東話的
[00:15:23.860 --> 00:15:25.140]  的學生有facebook的group
[00:15:25.140 --> 00:15:26.940]  我play team有個group
[00:15:26.940 --> 00:15:27.960]  然後
[00:15:27.960 --> 00:15:29.240]  我很多的group
[00:15:29.240 --> 00:15:31.540]  我跟你compare一個group好不好
[00:15:31.540 --> 00:15:35.120]  我們教會有個live group對不對其中一個live group
[00:15:35.120 --> 00:15:38.720]  我一個禮拜前發了一個信息出來
[00:15:38.720 --> 00:15:40.240]  發了一個信息
[00:15:40.240 --> 00:15:42.560]  一個禮拜之後我回去看
[00:15:43.320 --> 00:15:44.600]  zero response
[00:15:44.600 --> 00:15:49.720]  一個response都沒有沒有人回我你知道嗎就我發個信息沒人回我
[00:15:49.720 --> 00:15:51.000]  就沒人聊我
[00:15:51.000 --> 00:15:53.300]  然後你知道
[00:15:53.300 --> 00:15:54.840]  我game的那個group
[00:15:54.840 --> 00:15:57.920]  一個晚上我醒來
[00:15:57.920 --> 00:16:00.740]  355條信息
[00:16:00.740 --> 00:16:03.300]  你覺得哪一個group
[00:16:03.300 --> 00:16:05.080]  是doing live together
[00:16:05.080 --> 00:16:08.400]  tell me
[00:16:10.200 --> 00:16:13.540]  你知道那個game為什麼那些孩子喜歡在裡面嗎
[00:16:13.540 --> 00:16:15.080]  我告訴你為什麼
[00:16:15.080 --> 00:16:17.880]  在這個game的group裡面
[00:16:17.880 --> 00:16:19.420]  只要有一個人
[00:16:19.420 --> 00:16:21.980]  兩天沒有online打game
[00:16:21.980 --> 00:16:26.840]  那group裡面的人就會問說那個誰誰誰兩天沒上來他跑去哪了
[00:16:26.840 --> 00:16:29.660]  他們馬上assign一個人說你去關心他
[00:16:29.660 --> 00:16:34.020]  有時候assign我說你是教會的嗎你最有愛心
[00:16:34.020 --> 00:16:35.800]  關我什麼事
[00:16:36.840 --> 00:16:40.420]  你知道任何人在裡面post一條東西我今天
[00:16:40.420 --> 00:16:42.980]  太忙不能上線打game因為我
[00:16:42.980 --> 00:16:46.560]  我最近工作腰痠背痛馬上有人
[00:16:46.560 --> 00:16:49.900]  recommend說哪裡的按摩最好哪裡按摩便宜
[00:16:49.900 --> 00:16:54.000]  我們教會的group我發一個出來兩個禮拜
[00:16:54.000 --> 00:16:55.520]  zero response
[00:16:55.520 --> 00:16:58.080]  你覺得
[00:16:58.080 --> 00:17:00.140]  為什麼這個industry
[00:17:00.140 --> 00:17:01.920]  會exponential growth
[00:17:01.920 --> 00:17:04.740]  it's not about the game
[00:17:05.520 --> 00:17:07.060]  不是因為那個遊戲
[00:17:07.060 --> 00:17:10.380]  是因為藉著這個遊戲你加入一個團體
[00:17:10.380 --> 00:17:11.920]  這個團體
[00:17:11.920 --> 00:17:13.720]  is doing live together
[00:17:13.720 --> 00:17:16.280]  雖然這不是一個real life
[00:17:16.280 --> 00:17:18.840]  但是他們的關心是涉及到real life
[00:17:18.840 --> 00:17:21.140]  我有時候看他們的sharing
[00:17:21.140 --> 00:17:24.980]  他們跟老婆吵架也在group裡面講什麼都講
[00:17:24.980 --> 00:17:27.540]  他們的sharing有時候還deep過我們的live group
[00:17:27.540 --> 00:17:33.420]  我說有沒有搞錯啊他們全部都不是基督徒只有我一個是基督徒他們全部都是打game而已
[00:17:33.940 --> 00:17:36.500]  可是他們的conversation a lot deeper
[00:17:36.500 --> 00:17:37.520]  than ours
[00:17:37.520 --> 00:17:41.100]  神創造我們在一個教會
[00:17:41.100 --> 00:17:42.380]  他期待
[00:17:42.380 --> 00:17:45.980]  我們教會的group應該是doing live together
