
[00:00:00.000 --> 00:00:04.500]  其實我們過去一直都是用「出埃及記」
[00:02:24.500 --> 00:02:28.500]  所以我從來都不相信我們的聖經是離地的
[00:02:28.500 --> 00:02:31.500]  我們的聖經是教會做生意的 知不知道
[00:02:31.500 --> 00:02:33.500]  因為我們有個才德婦人挺厲害的
[00:02:33.500 --> 00:02:35.500]  不用睡的 這些才德婦人 知不知道
[00:02:35.500 --> 00:02:37.500]  晚上煮完菜 煮完菜
[00:02:37.500 --> 00:02:40.500]  早上做個職步 多開心
[00:02:40.500 --> 00:02:42.500]  因為聖經其實好到地
[00:02:42.500 --> 00:02:44.500]  我經常覺得不離地的聖經
[00:02:44.500 --> 00:02:47.500]  連一個機構的架構
[00:02:47.500 --> 00:02:51.500]  居然出埃及記十八章
[00:02:51.500 --> 00:02:53.500]  當然出埃及記
[00:02:53.500 --> 00:02:56.500]  我們說一個主角一定是摩西
[00:02:56.500 --> 00:02:59.500]  和亞倫在一段頗長時間
[00:02:59.500 --> 00:03:04.500]  而摩西和亞倫在頭那十三章的時候
[00:03:04.500 --> 00:03:08.500]  就帶領了以色列八聖離開了埃及
[00:03:08.500 --> 00:03:11.500]  當時去到第十三章的時候
[00:03:11.500 --> 00:03:15.500]  摩西就強調上帝一個要求
[00:03:15.500 --> 00:03:19.500]  他說要將最好的給我們的神
[00:03:19.500 --> 00:03:22.500]  所謂守身的給我們的神
[00:03:22.500 --> 00:03:24.500]  而去到十四章的時候
[00:03:24.500 --> 00:03:26.500]  他們經歷了紅海的分開
[00:03:26.500 --> 00:03:27.500]  一個很特別的神蹟
[00:03:27.500 --> 00:03:31.500]  因為初初以為前無去路 後有追兵的時候
[00:03:31.500 --> 00:03:34.500]  誰知摩西用一支槍打打過紅海
[00:03:34.500 --> 00:03:35.500]  紅海就分開
[00:03:35.500 --> 00:03:39.500]  於是一班以色列民就衝過去對面
[00:03:39.500 --> 00:03:42.500]  當他們一過了紅海之後
[00:03:42.500 --> 00:03:47.500]  紅海就合起來 結果就死了很多後面的追兵
[00:03:47.500 --> 00:03:50.500]  很多埃及人就死了在紅海裏面
[00:03:50.500 --> 00:03:51.500]  以至到第十五章
[00:03:51.500 --> 00:03:57.500]  摩西就帶領摩聖高唱德聖的海歌
[00:03:57.500 --> 00:04:00.500]  去到十六章離開了埃及
[00:04:00.500 --> 00:04:03.500]  只是短短一個月
[00:04:03.500 --> 00:04:05.500]  那班百姓開始埋怨
[00:04:05.500 --> 00:04:07.500]  埋怨什麼?
[00:04:07.500 --> 00:04:09.500]  那些東西不好吃
[00:04:09.500 --> 00:04:11.500]  天天都吃晚餐
[00:04:11.500 --> 00:04:15.500]  等於我們天天都吃薄餅
[00:04:15.500 --> 00:04:18.500]  早餐薄餅 午餐薄餅 晚餐薄餅
[00:04:18.500 --> 00:04:20.500]  三十天到吃薄餅 你會不會埋怨?
[00:04:20.500 --> 00:04:22.500]  你問一下你會不會埋怨?
[00:04:22.500 --> 00:04:25.500]  吃了三十天薄餅你都會埋怨
[00:04:25.500 --> 00:04:27.500]  我們不要怪他們
[00:04:27.500 --> 00:04:28.500]  不要怪以色列百姓
[00:04:28.500 --> 00:04:31.500]  於是就開始有肉食
[00:04:31.500 --> 00:04:34.500]  但到了十七章又埋怨
[00:04:34.500 --> 00:04:35.500]  埋怨什麼?
[00:04:35.500 --> 00:04:36.500]  沒有水喝
[00:04:36.500 --> 00:04:37.500]  當然沒有水喝
[00:04:37.500 --> 00:04:38.500]  什麼礦也沒有水喝
[00:04:38.500 --> 00:04:39.500]  大家明白我的意思嗎?
[00:04:39.500 --> 00:04:41.500]  離開了一個月
[00:04:41.500 --> 00:04:43.500]  你可以拿多少水出來嗎?
[00:04:43.500 --> 00:04:47.500]  但是聖經亦都提醒我們
[00:04:47.500 --> 00:04:49.500]  出現另一個神蹟
[00:04:49.500 --> 00:04:52.500]  就叫摩西擊打盆石
[00:04:52.500 --> 00:04:54.500]  盆石就出水
[00:04:54.500 --> 00:04:57.500]  這個背景就到了第十八章
[00:04:57.500 --> 00:04:59.500]  而第十八章就是
[00:04:59.500 --> 00:05:05.500]  當時摩西的岳父葉緹羅
[00:05:05.500 --> 00:05:09.500]  和他的太太和摩西會合
[00:05:09.500 --> 00:05:11.500]  今天很多解經家就說
[00:05:11.500 --> 00:05:15.500]  摩西並沒有帶著太太回到埃及
[00:05:15.500 --> 00:05:17.500]  因為他不知道自己的生死
[00:05:17.500 --> 00:05:19.500]  也不知道生死未卜
[00:05:19.500 --> 00:05:20.500]  所以還是不要害人
[00:05:20.500 --> 00:05:21.500]  自己去
[00:05:21.500 --> 00:05:22.500]  他跟阿倫自己去
[00:05:22.500 --> 00:05:25.500]  所以離開埃及一個月之後
[00:05:25.500 --> 00:05:27.500]  他見回岳父
[00:05:27.500 --> 00:05:28.500]  見回他自己的太太
[00:05:28.500 --> 00:05:30.500]  所以一至十二節
[00:05:30.500 --> 00:05:33.500]  十八章就是講述他們的重遇
[00:05:33.500 --> 00:05:35.500]  但是由十三節到二十七節
[00:05:35.500 --> 00:05:41.500]  就開始他的岳父和摩西的對話
[00:05:41.500 --> 00:05:44.500]  在對話的第一句
[00:05:44.500 --> 00:05:46.500]  就是第十四節
[00:05:46.500 --> 00:05:48.500]  我們一起看一看
[00:05:48.500 --> 00:05:51.500]  或者一起讀一讀十八章
[00:05:51.500 --> 00:05:52.500]  十四節好嗎?
[00:05:52.500 --> 00:05:53.500]  我們來讀一讀
[00:05:53.500 --> 00:05:54.500]  準備一二三
[00:05:54.500 --> 00:05:57.500]  你在這裡能做什麼呢?
[00:05:57.500 --> 00:06:01.500]  你為什麼一個人做所有人的事
[00:06:01.500 --> 00:06:08.500]  其他人卻從早到晚在你身邊站著
[00:06:08.500 --> 00:06:12.500]  他岳父作為一個旁觀者
[00:06:12.500 --> 00:06:14.500]  他望著摩西
[00:06:14.500 --> 00:06:15.500]  他對摩西說
[00:06:15.500 --> 00:06:18.500]  他說你在這裡做什麼呢?
[00:06:18.500 --> 00:06:22.500]  你為什麼一個人做所有的事?
[00:06:22.500 --> 00:06:23.500]  大家明白嗎?
[00:06:23.500 --> 00:06:26.500]  一個人做所有的事
[00:06:26.500 --> 00:06:28.500]  我們記住「事」這個字
[00:06:28.500 --> 00:06:34.500]  其他人卻從早到晚在你身邊站著
[00:06:34.500 --> 00:06:35.500]  意思是什麼呢?
[00:06:35.500 --> 00:06:42.500]  當摩西在做一些審判的過程中
[00:06:42.500 --> 00:06:45.500]  他一天不止審判一個個案
[00:06:45.500 --> 00:06:47.500]  如果去法庭
[00:06:47.500 --> 00:06:50.500]  法官一天審多少個個案呢?
[00:06:50.500 --> 00:06:51.500]  香港有很多法官
[00:06:51.500 --> 00:06:53.500]  不只是一個法官做
[00:06:53.500 --> 00:06:55.500]  但是他一個人
[00:06:55.500 --> 00:06:57.500]  每天審多少個個案
[00:06:57.500 --> 00:06:59.500]  於是有些人在排隊
[00:06:59.500 --> 00:07:03.500]  很多人從早到晚等他解決這些問題
[00:07:03.500 --> 00:07:05.500]  他說你一個人做這麼多事
[00:07:05.500 --> 00:07:07.500]  這裡出現了一個字
[00:07:07.500 --> 00:07:10.500]  「所有的事」這個字
[00:07:10.500 --> 00:07:13.500]  這個字如果看回聖經的原文
[00:07:13.500 --> 00:07:15.500]  這個希伯的文
[00:07:15.500 --> 00:07:16.500]  很多的戒經家說
[00:07:16.500 --> 00:07:22.500]  這個字的原文意思是預表十戒
[00:07:22.500 --> 00:07:26.500]  我們都知道十戒是出埃及記二十章才出現
[00:07:26.500 --> 00:07:29.500]  當時沒有十戒
[00:07:29.500 --> 00:07:31.500]  但是很多的戒經家說
[00:07:31.500 --> 00:07:35.500]  這個字原文有預表十戒
[00:07:35.500 --> 00:07:37.500]  為什麼不是錯的
[00:07:37.500 --> 00:07:38.500]  某個情況是對的
[00:07:38.500 --> 00:07:40.500]  因為摩西
[00:07:40.500 --> 00:07:43.500]  如果我們看回十八章的下文
[00:07:43.500 --> 00:07:49.500]  其實摩西一直在用神的準則
[00:07:49.500 --> 00:07:52.500]  或者他的律例和典章
[00:07:52.500 --> 00:07:55.500]  來判決所有的紛爭
[00:07:55.500 --> 00:07:58.500]  他不會用他自己的標準
[00:07:58.500 --> 00:07:59.500]  很多戒經家說
[00:07:59.500 --> 00:08:03.500]  其實摩西已經知道了神的一些標準
[00:08:03.500 --> 00:08:05.500]  於是用神的標準
[00:08:05.500 --> 00:08:06.500]  用神的律例
[00:08:06.500 --> 00:08:07.500]  神的典章
[00:08:07.500 --> 00:08:12.500]  來判決解決百姓的難題
[00:08:12.500 --> 00:08:14.500]  所以很多人說
[00:08:14.500 --> 00:08:16.500]  到二十章的十戒
[00:08:16.500 --> 00:08:20.500]  某個情況是神將整個律例典章
[00:08:20.500 --> 00:08:23.500]  一套的完整的律例典章
[00:08:23.500 --> 00:08:26.500]  到二十章才頒布給摩西
[00:08:26.500 --> 00:08:30.500]  但是不是說在摩西十八章的時代
[00:08:30.500 --> 00:08:32.500]  沒有這些觀念
[00:08:32.500 --> 00:08:34.500]  就是摩西不會用他自己的標準
[00:08:34.500 --> 00:08:36.500]  來審判這些百姓
[00:08:36.500 --> 00:08:39.500]  他一定是用神的一些標準
[00:08:39.500 --> 00:08:40.500]  所以很多的戒經家說
[00:08:40.500 --> 00:08:44.500]  這個字其實已經是預表十戒
[00:08:44.500 --> 00:08:48.500]  而摩西本身也是很清楚
[00:08:48.500 --> 00:08:53.500]  是在用神的準則來作這些事
[00:08:53.500 --> 00:08:56.500]  而摩西的岳父就跟他說
[00:08:56.500 --> 00:08:59.500]  喂 你在幹什麼
[00:08:59.500 --> 00:09:02.500]  你在這裡從早到晚做這麼多事
[00:09:02.500 --> 00:09:05.500]  其他的百姓在等你
[00:09:05.500 --> 00:09:08.500]  等累不累
[00:09:08.500 --> 00:09:10.500]  其實等也累
[00:09:10.500 --> 00:09:12.500]  其實岳父就在說
[00:09:12.500 --> 00:09:14.500]  你也累
[00:09:14.500 --> 00:09:16.500]  百姓也累
[00:09:16.500 --> 00:09:18.500]  你想一想
[00:09:18.500 --> 00:09:21.500]  但是摩西不夠聰明
[00:09:21.500 --> 00:09:24.500]  摩西是這件事不夠聰明
[00:09:24.500 --> 00:09:25.500]  他怎樣回應呢
[00:09:25.500 --> 00:09:27.500]  我們讀一讀他的回應
[00:09:27.500 --> 00:09:29.500]  就是摩西自己的回應
[00:09:29.500 --> 00:09:30.500]  我們讀一讀準備
[00:09:30.500 --> 00:09:31.500]  一二三
[00:09:31.500 --> 00:09:33.500]  民眾到我這裡來
[00:09:33.500 --> 00:09:36.500]  是要得到上帝的裁決
[00:09:36.500 --> 00:09:38.500]  每當發生糾紛
[00:09:38.500 --> 00:09:41.500]  他們就到我這裡來
[00:09:41.500 --> 00:09:44.500]  我替雙方排難
[00:09:44.500 --> 00:09:46.500]  我把上帝的律例
[00:09:46.500 --> 00:09:48.500]  和指示告訴民眾
[00:09:48.500 --> 00:09:51.500]  出現多少次的「我」字
[00:09:51.500 --> 00:09:52.500]  四次
[00:09:52.500 --> 00:09:55.500]  我 我 我
[00:09:55.500 --> 00:09:58.500]  其實他岳父是一個旁觀者
[00:09:58.500 --> 00:10:01.500]  他說喂 你要不要這樣做
[00:10:01.500 --> 00:10:02.500]  你又辛苦
[00:10:02.500 --> 00:10:03.500]  那些人又辛苦
[00:10:03.500 --> 00:10:05.500]  但是他不聰明
[00:10:05.500 --> 00:10:06.500]  他說不關我的事
[00:10:06.500 --> 00:10:08.500]  是那些人來我這裡
[00:10:08.500 --> 00:10:10.500]  是我懂這些
[00:10:10.500 --> 00:10:12.500]  是我可以解決這些問題
[00:10:12.500 --> 00:10:14.500]  所以我才會做這麼多事
[00:10:14.500 --> 00:10:16.500]  那位弟兄姊妹說
[00:10:16.500 --> 00:10:17.500]  摩西真是蠢
[00:10:17.500 --> 00:10:19.500]  為什麼不交給下面的人做
[00:10:19.500 --> 00:10:20.500]  但是其實
[00:10:20.500 --> 00:10:23.500]  這些同學很多時候都是這樣
[00:10:23.500 --> 00:10:25.500]  你做得這麼慢
[00:10:25.500 --> 00:10:27.500]  我幫你做完它
[00:10:27.500 --> 00:10:28.500]  你都不懂切菜
[00:10:28.500 --> 00:10:29.500]  我幫你
[00:10:29.500 --> 00:10:30.500]  不要在廚房
[00:10:30.500 --> 00:10:31.500]  走一步走一步
[00:10:31.500 --> 00:10:32.500]  讓我做完它
[00:10:32.500 --> 00:10:34.500]  其實這些同學都是這樣
[00:10:34.500 --> 00:10:36.500]  覺得別人做得不好
[00:10:36.500 --> 00:10:38.500]  我做得好
[00:10:38.500 --> 00:10:39.500]  那位弟兄姊妹
[00:10:39.500 --> 00:10:41.500]  我經常都說
[00:10:41.500 --> 00:10:44.500]  一代是應該精彩過一代
[00:10:44.500 --> 00:10:45.500]  是嗎
[00:10:45.500 --> 00:10:46.500]  但是為什麼我們過去
[00:10:46.500 --> 00:10:48.500]  一直說一代不如一代
[00:10:48.500 --> 00:10:49.500]  有沒有這樣過
[00:10:49.500 --> 00:10:50.500]  我們中國人很喜歡說
[00:10:50.500 --> 00:10:51.500]  一代不如一代
[00:10:51.500 --> 00:10:52.500]  為什麼
[00:10:52.500 --> 00:10:54.500]  如果我用七十二歲
[00:10:54.500 --> 00:10:56.500]  去看著一個二十五歲的港島人
[00:10:56.500 --> 00:10:58.500]  說港島人這麼差
[00:10:58.500 --> 00:10:59.500]  我聽聽看
[00:10:59.500 --> 00:11:00.500]  讓我說
[00:11:00.500 --> 00:11:01.500]  我
[00:11:01.500 --> 00:11:02.500]  因為我懂聖經
[00:11:02.500 --> 00:11:05.500]  因為我懂上帝的禮
[00:11:05.500 --> 00:11:06.500]  有個牧師
[00:11:06.500 --> 00:11:08.500]  我不說是誰
[00:11:08.500 --> 00:11:09.500]  不過他們不懂
[00:11:09.500 --> 00:11:11.500]  你跟隔壁那幾個牧師不懂
[00:11:11.500 --> 00:11:13.500]  這個牧師有一次
[00:11:13.500 --> 00:11:15.500]  在一個地方港島
[00:11:15.500 --> 00:11:17.500]  他真的這樣
[00:11:17.500 --> 00:11:19.500]  他說各位弟兄姊妹
[00:11:19.500 --> 00:11:20.500]  你知不知道
[00:11:20.500 --> 00:11:22.500]  只有我懂得說普通話
[00:11:22.500 --> 00:11:26.500]  是我懂得去普通話群體港島
[00:11:26.500 --> 00:11:28.500]  是我可以去
[00:11:28.500 --> 00:11:30.500]  所以你們個個都要支持我
[00:11:30.500 --> 00:11:35.500]  下面可能很多人懂得說普通話
[00:11:35.500 --> 00:11:37.500]  你怎知道下面誰不懂得說普通話
[00:11:37.500 --> 00:11:40.500]  這裡誰懂得說普通話舉手
[00:11:40.500 --> 00:11:41.500]  是不是
[00:11:41.500 --> 00:11:42.500]  這麼多人
[00:11:42.500 --> 00:11:43.500]  我跟大家說
[00:11:43.500 --> 00:11:44.500]  各位弟兄姊妹
[00:11:44.500 --> 00:11:46.500]  只有我懂得說普通話
[00:11:46.500 --> 00:11:48.500]  是我懂得去做身家餘事工
[00:11:48.500 --> 00:11:50.500]  是我每個星期港島
[00:11:50.500 --> 00:11:52.500]  傻的
[00:11:52.500 --> 00:11:55.500]  其實我們很多時候說摩西傻
[00:11:55.500 --> 00:11:57.500]  其實很多時候我們一樣
[00:11:57.500 --> 00:11:58.500]  我們見到
[00:11:58.500 --> 00:12:00.500]  下一代的人這麼差
[00:12:00.500 --> 00:12:01.500]  等我來吧
[00:12:01.500 --> 00:12:03.500]  但是如果等我來
[00:12:03.500 --> 00:12:06.500]  永遠不能夠讓我們的下一代可以起來
[00:12:06.500 --> 00:12:08.500]  如果五十歲的時候
[00:12:08.500 --> 00:12:09.500]  韓國不去請我港島
[00:12:09.500 --> 00:12:11.500]  我根本沒有這個機會
[00:12:11.500 --> 00:12:12.500]  去經歷這麼多的祝福
[00:12:12.500 --> 00:12:13.500]  是嗎
[00:12:13.500 --> 00:12:15.500]  但是他們要有個信心
[00:12:15.500 --> 00:12:17.500]  這個人五十歲
[00:12:17.500 --> 00:12:19.500]  當時港島的人已經說五歲
[00:12:19.500 --> 00:12:21.500]  他要信得過一個五十歲的人
[00:12:21.500 --> 00:12:22.500]  可以在那裡
[00:12:22.500 --> 00:12:23.500]  同樣將上帝的說話
[00:12:23.500 --> 00:12:24.500]  講出來
[00:12:24.500 --> 00:12:25.500]  如果他們說
[00:12:25.500 --> 00:12:26.500]  一代不如一代
[00:12:26.500 --> 00:12:27.500]  他聽完我一次之後
[00:12:27.500 --> 00:12:28.500]  就不會再請我
[00:12:28.500 --> 00:12:29.500]  是嗎
[00:12:29.500 --> 00:12:30.500]  但是他請我十次
[00:12:30.500 --> 00:12:31.500]  就因為我有進步
[00:12:31.500 --> 00:12:32.500]  我只是這麼說
[00:12:32.500 --> 00:12:33.500]  是不是
[00:12:33.500 --> 00:12:34.500]  我願意去學習
[00:12:34.500 --> 00:12:36.500]  我願意去用心去做
[00:12:36.500 --> 00:12:38.500]  但是弟兄姊妹
[00:12:38.500 --> 00:12:39.500]  這個世界
[00:12:39.500 --> 00:12:40.500]  不只是一個人
[00:12:40.500 --> 00:12:42.500]  可以做所有事情
[00:12:42.500 --> 00:12:44.500]  我從來不相信有超人
[00:12:44.500 --> 00:12:46.500]  你信不信有超人
[00:12:46.500 --> 00:12:47.500]  我不信
[00:12:47.500 --> 00:12:49.500]  雖然我很喜歡看超人
[00:12:49.500 --> 00:12:52.500]  我很喜歡去迪士尼玩
[00:12:52.500 --> 00:12:53.500]  去看Ironman
[00:12:53.500 --> 00:12:54.500]  我也很喜歡
[00:12:54.500 --> 00:12:55.500]  但是這個世界沒有Ironman
[00:12:55.500 --> 00:12:57.500]  這個世界沒有超人
[00:12:57.500 --> 00:12:58.500]  這個世界沒有可能
[00:12:58.500 --> 00:13:00.500]  一個人可以救全世界
[00:13:00.500 --> 00:13:02.500]  教會一樣
[00:13:02.500 --> 00:13:05.500]  每一個牧師可以做所有事情
[00:13:05.500 --> 00:13:06.500]  你知到
[00:13:06.500 --> 00:13:08.500]  當時他的岳父就說
[00:13:08.500 --> 00:13:10.500]  莫世你想一想
[00:13:10.500 --> 00:13:11.500]  於是
[00:13:11.500 --> 00:13:14.500]  出現了一個團隊的觀念
[00:13:14.500 --> 00:13:15.500]  一個團隊
[00:13:15.500 --> 00:13:18.500]  在神的眼中的一個團隊
[00:13:18.500 --> 00:13:20.500]  祂所喜悅的團隊
[00:13:20.500 --> 00:13:22.500]  一定有這四樣東西
[00:13:22.500 --> 00:13:23.500]  這四樣東西
[00:13:23.500 --> 00:13:24.500]  第一
[00:13:24.500 --> 00:13:26.500]  就是信任
[00:13:26.500 --> 00:13:27.500]  信任
[00:13:27.500 --> 00:13:29.500]  和溝通
[00:13:29.500 --> 00:13:31.500]  我特意加溝通下去
[00:13:31.500 --> 00:13:33.500]  因為信任
[00:13:33.500 --> 00:13:36.500]  不是一見你就信任這個世界
[00:13:36.500 --> 00:13:40.500]  而是經過一段時間的關係
[00:13:40.500 --> 00:13:43.500]  產生一種信任
[00:13:43.500 --> 00:13:45.500]  這裡說
[00:13:45.500 --> 00:13:46.500]  莫世
[00:13:46.500 --> 00:13:49.500]  去到全體意識的人中間
[00:13:49.500 --> 00:13:52.500]  去挑選什麼
[00:13:52.500 --> 00:13:54.500]  有才能的人
[00:13:54.500 --> 00:13:56.500]  所以各位頂尖會
[00:13:56.500 --> 00:13:58.500]  如果教會有時要選人
[00:13:58.500 --> 00:14:00.500]  大家不要怪教會
[00:14:00.500 --> 00:14:04.500]  挑選是很合乎聖經原則的
[00:14:04.500 --> 00:14:07.500]  這裡要挑選有才能的人
[00:14:07.500 --> 00:14:10.500]  委任他們作千夫長
[00:14:10.500 --> 00:14:12.500]  作百夫長
[00:14:12.500 --> 00:14:14.500]  作五十夫長
[00:14:14.500 --> 00:14:16.500]  和十夫長
[00:14:16.500 --> 00:14:19.500]  按才能去做不同的崗位
[00:14:19.500 --> 00:14:21.500]  有些可以管一千人
[00:14:21.500 --> 00:14:22.500]  有些管一百人
[00:14:22.500 --> 00:14:23.500]  有些管五十人
[00:14:23.500 --> 00:14:24.500]  有些管十個人
[00:14:24.500 --> 00:14:25.500]  等於我們有區目
[00:14:25.500 --> 00:14:26.500]  有助理區目
[00:14:26.500 --> 00:14:27.500]  有組長
[00:14:27.500 --> 00:14:28.500]  有副組長
[00:14:28.500 --> 00:14:31.500]  一層一層下去
[00:14:31.500 --> 00:14:32.500]  但是
[00:14:32.500 --> 00:14:33.500]  聖經說
[00:14:33.500 --> 00:14:36.500]  要挑選有才能的人
[00:14:36.500 --> 00:14:37.500]  什麼是有才能呢
[00:14:37.500 --> 00:14:39.500]  其實這裡有解釋的
[00:14:39.500 --> 00:14:40.500]  如果大家回去看
[00:14:40.500 --> 00:14:41.500]  《出一九句十八章》
[00:14:41.500 --> 00:14:43.500]  才能包括三樣東西
[00:14:43.500 --> 00:14:46.500]  第一品格
[00:14:46.500 --> 00:14:49.500]  要挑選一些可靠的人
[00:14:49.500 --> 00:14:51.500]  講得最簡單
[00:14:51.500 --> 00:14:53.500]  是挑選一些
[00:14:53.500 --> 00:14:56.500]  講得出什麼
[00:14:56.500 --> 00:14:58.500]  能做到的人
[00:14:58.500 --> 00:15:01.500]  千萬不要下巴輕輕
[00:15:01.500 --> 00:15:03.500]  講「得閒飲茶」
[00:15:03.500 --> 00:15:05.500]  我們講「得閒飲茶」
[00:15:05.500 --> 00:15:06.500]  多數不會飲茶
[00:15:06.500 --> 00:15:07.500]  知道嗎
[00:15:07.500 --> 00:15:09.500]  「得閒飲茶」
[00:15:09.500 --> 00:15:11.500]  其實這是一個早晨
[00:15:11.500 --> 00:15:15.500]  這句話看似早晨一樣
[00:15:15.500 --> 00:15:17.500]  我在訪韓最後講完道
[00:15:17.500 --> 00:15:18.500]  已經十點多
[00:15:18.500 --> 00:15:19.500]  晚上
[00:15:19.500 --> 00:15:21.500]  其實都挺累
[00:15:21.500 --> 00:15:22.500]  因為我最後一次
[00:15:22.500 --> 00:15:23.500]  據知我最後一次
[00:15:23.500 --> 00:15:25.500]  很多人都想和我聊聊天
[00:15:25.500 --> 00:15:27.500]  到十點半我才離開場地
[00:15:27.500 --> 00:15:31.500]  回到住的地方
[00:15:31.500 --> 00:15:32.500]  當時看到一班
[00:15:32.500 --> 00:15:34.500]  我不認識的一班人在聊天
[00:15:34.500 --> 00:15:36.500]  他們在聊我講的道
[00:15:36.500 --> 00:15:37.500]  其實我不是偷聽
[00:15:37.500 --> 00:15:39.500]  他們很大聲
[00:15:39.500 --> 00:15:41.500]  我就問
[00:15:41.500 --> 00:15:42.500]  「怎麼會講我講的道」
[00:15:42.500 --> 00:15:44.500]  我就走過去和他們聊聊
[00:15:44.500 --> 00:15:45.500]  聊到十一點多
[00:15:45.500 --> 00:15:46.500]  我真的很累
[00:15:46.500 --> 00:15:48.500]  我說不如回香港再見面
[00:15:48.500 --> 00:15:50.500]  其實我不認識他們
[00:15:50.500 --> 00:15:52.500]  沒有一個認識的
[00:15:52.500 --> 00:15:55.500]  我說不如回香港見面
[00:15:55.500 --> 00:15:56.500]  我回到香港
[00:15:56.500 --> 00:15:57.500]  我先回到香港
[00:15:57.500 --> 00:15:59.500]  我就馬上WhatsApp給
[00:15:59.500 --> 00:16:01.500]  其中一個對口
[00:16:01.500 --> 00:16:03.500]  我都會找一個人對口
[00:16:03.500 --> 00:16:06.500]  「你們回到香港見一見面」
[00:16:06.500 --> 00:16:09.500]  結果真的在上星期見了
[00:16:09.500 --> 00:16:10.500]  他們一坐下
[00:16:10.500 --> 00:16:11.500]  第一個問題問我
[00:16:11.500 --> 00:16:14.500]  「為什麼你會WhatsApp給我們」
[00:16:14.500 --> 00:16:16.500]  我答應了和他們見面
[00:16:16.500 --> 00:16:18.500]  我不是空閒飲茶
[00:16:18.500 --> 00:16:22.500]  一個品格
[00:16:22.500 --> 00:16:23.500]  你一講得出
[00:16:23.500 --> 00:16:24.500]  你就要去做
[00:16:24.500 --> 00:16:25.500]  他們來不來
[00:16:25.500 --> 00:16:26.500]  他們的事
[00:16:26.500 --> 00:16:27.500]  大家明白嗎
[00:16:27.500 --> 00:16:29.500]  我答應了
[00:16:29.500 --> 00:16:30.500]  我一定見他們
