
[00:00:00.000 --> 00:00:02.800]  在智利教會系列的第一講裏
[00:03:03.560 --> 00:03:08.000]  這個說法是有很清楚和明確的聖經的基礎
[00:03:08.000 --> 00:03:10.360]  只不過從這些傳道人的分享裏面
[00:03:10.360 --> 00:03:11.840]  我們都可以體會到
[00:03:11.840 --> 00:03:13.320]  他口裏面所說到
[00:03:13.320 --> 00:03:15.280]  傳道人是神的僕人
[00:03:15.280 --> 00:03:17.200]  那個含義是甚麼
[00:03:17.200 --> 00:03:18.800]  他們另有所指
[00:03:18.800 --> 00:03:20.840]  他這句說話的意思就是表示
[00:03:20.840 --> 00:03:23.760]  傳道人的身份是極其的尊貴的
[00:03:23.760 --> 00:03:25.040]  既然是這麼尊貴
[00:03:25.040 --> 00:03:27.880]  就應該被教會來尊重
[00:03:27.880 --> 00:03:28.800]  換言之
[00:03:28.800 --> 00:03:30.280]  他們強調的是
[00:03:30.280 --> 00:03:32.440]  既然傳道人是神的僕人
[00:03:32.440 --> 00:03:34.640]  在教會裏面話事的那個
[00:03:34.640 --> 00:03:36.280]  應該就是傳道人
[00:03:36.280 --> 00:03:39.440]  所以常常都聽到他們在分享裏面說到
[00:03:39.440 --> 00:03:41.800]  應該由傳道人去帶領教會
[00:03:41.800 --> 00:03:43.680]  應該傳道人引導教會
[00:03:43.680 --> 00:03:47.600]  傳道人應該作為教會裏面堂委會的主席
[00:03:47.600 --> 00:03:51.320]  甚至乎所有執事的堂委都應該全聽傳道人的話
[00:03:51.320 --> 00:03:57.000]  因為他是在宣講和傳遞神的旨意
[00:03:57.000 --> 00:03:59.000]  有時候我又聽到一些童工分享
[00:03:59.000 --> 00:04:01.040]  最好的教會都可能是宣道會
[00:04:01.040 --> 00:04:02.600]  因為宣道會的堂委會
[00:04:02.600 --> 00:04:06.960]  那個主席是由傳道童工來負責做主席
[00:04:06.960 --> 00:04:08.680]  所以他可以話事
[00:04:08.680 --> 00:04:13.640]  我們的堂委會都曾經推薦考慮找我做堂委會主席
[00:04:13.640 --> 00:04:15.280]  我都馬上灑手令就推了
[00:04:15.280 --> 00:04:20.800]  所以我可能不適合在宣道會裏面侍奉
[00:04:20.800 --> 00:04:22.400]  剛才我說過
[00:04:22.400 --> 00:04:24.240]  傳道人是神的僕人
[00:04:24.240 --> 00:04:27.080]  這個說法是有聖經的基礎的
[00:04:27.080 --> 00:04:29.840]  但是聖經裏面對於傳道人是神的僕人
[00:04:29.840 --> 00:04:32.760]  究竟那個意思是甚麼呢?
[00:04:32.760 --> 00:04:34.400]  我們看見聖經裏面
[00:04:34.400 --> 00:04:36.560]  說到傳道人是神的僕人的時候
[00:04:36.560 --> 00:04:39.880]  那個意思和我剛才所提到的傳道人的理解
[00:04:39.880 --> 00:04:41.560]  其實很不相同
[00:04:41.560 --> 00:04:44.480]  司徒保羅是說到他自己就是神的僕人
[00:04:44.480 --> 00:04:46.360]  這個說法
[00:04:46.360 --> 00:04:48.680]  但是當他說到自己是神的僕人的時候
[00:04:48.680 --> 00:04:50.480]  他強調的是甚麼呢?
[00:04:50.480 --> 00:04:54.920]  他強調的不是他需要在教會裏面拿甚麼權柄
[00:04:54.920 --> 00:04:56.080]  他要話事
[00:04:56.080 --> 00:04:58.440]  他更多的強調的是
[00:04:58.440 --> 00:05:00.640]  他那份謙卑侍奉
[00:05:00.640 --> 00:05:02.280]  那份高舉耶穌基督
[00:05:02.280 --> 00:05:06.360]  那份甘心的讓教會裏面的信徒在神面前蒙恩
[00:05:06.360 --> 00:05:07.440]  得到祝福
[00:05:07.440 --> 00:05:11.520]  而不是去追求自身的榮耀和成就
[00:05:11.520 --> 00:05:14.600]  在耶穌基督所留下給我們的榜樣裏面
[00:05:14.600 --> 00:05:17.440]  他作為神的獨生子
[00:05:17.440 --> 00:05:19.480]  降世來成為人
[00:05:19.480 --> 00:05:21.000]  他作為神的僕人
[00:05:21.000 --> 00:05:22.920]  他如何留下榜樣呢?
[00:05:22.920 --> 00:05:26.080]  在聖經裏面讓我們看見他為門徒洗腳
[00:05:26.080 --> 00:05:27.720]  當他為門徒洗腳的時候
[00:05:27.720 --> 00:05:29.160]  他告訴門徒
[00:05:29.160 --> 00:05:30.600]  我是你們的主
[00:05:30.600 --> 00:05:31.920]  你們的夫子
[00:05:31.920 --> 00:05:33.840]  尚且洗你們的腳
[00:05:33.840 --> 00:05:37.440]  你們應該彼此的洗腳
[00:05:37.440 --> 00:05:39.640]  而在書裏面有四段經文
[00:05:39.640 --> 00:05:43.120]  這些四段經文被聖經學者稱為「僕人之歌」
[00:05:43.120 --> 00:05:46.840]  這四段經文分別是以賽亞書的四十二章一到四節
[00:05:46.840 --> 00:05:48.400]  四十九章一到六節
[00:05:48.400 --> 00:05:50.320]  五十章四到九節
[00:05:50.320 --> 00:05:54.480]  和五十二章十三節到五十三章的尾
[00:05:54.480 --> 00:05:59.560]  學者對於這四段經文所預言指到的那一個有很多的爭議
[00:05:59.560 --> 00:06:01.880]  不過普遍在方派的學者裏面
[00:06:01.880 --> 00:06:05.760]  都認為這幾段經文是指到耶穌基督
[00:06:05.760 --> 00:06:08.040]  有些經文我們都很熟悉的
[00:06:08.040 --> 00:06:10.040]  譬如第四十二章一到四節
[00:06:10.040 --> 00:06:11.640]  這段聖經我們都很熟悉
[00:06:11.640 --> 00:06:17.400]  因為其中幾節都成為了很出名的詩歌裏面的一些歌詞
[00:06:17.400 --> 00:06:18.680]  這段經文是這樣說
[00:06:18.680 --> 00:06:20.360]  「看下我的僕人
[00:06:20.360 --> 00:06:22.680]  我所扶持所揀選
[00:06:22.680 --> 00:06:24.600]  心裡所喜悅的
[00:06:24.600 --> 00:06:26.720]  我以將我的靈賜給他
[00:06:26.720 --> 00:06:30.040]  他必將功利傳給外邦
[00:06:30.040 --> 00:06:32.240]  他不怨揚不揚聲
[00:06:32.240 --> 00:06:35.000]  也不使街上聽見他的聲音
[00:06:35.000 --> 00:06:36.320]  壓傷的蘆葦
[00:06:36.320 --> 00:06:37.680]  他不折斷
[00:06:37.680 --> 00:06:39.120]  將塵的燈火
[00:06:39.120 --> 00:06:40.520]  他不催滅
[00:06:40.520 --> 00:06:43.480]  他憑真實將功利傳開
[00:06:43.480 --> 00:06:44.600]  他不灰心
[00:06:44.600 --> 00:06:45.920]  也不喪膽
[00:06:45.920 --> 00:06:48.120]  直到他在地上設立功利
[00:06:48.120 --> 00:06:50.960]  海島都等候他的訓喚」
[00:06:50.960 --> 00:06:53.280]  可能你對於其中壓傷的蘆葦
[00:06:53.280 --> 00:06:54.520]  他不折斷
[00:06:54.520 --> 00:06:55.600]  將塵的燈火
[00:06:55.600 --> 00:06:56.480]  他不催滅
[00:06:56.480 --> 00:06:58.240]  很熟悉
[00:06:58.240 --> 00:07:00.960]  五十三章第二第三節裏面
[00:07:00.960 --> 00:07:02.280]  亦都是我們比較熟悉的
[00:07:02.280 --> 00:07:03.960]  因為通常在受冷節的時候
[00:07:03.960 --> 00:07:06.120]  我們就會讀這段聖經
[00:07:06.120 --> 00:07:08.040]  「他無階型美容
[00:07:08.040 --> 00:07:09.560]  我們看見他的時候
[00:07:09.560 --> 00:07:12.560]  也無美貌使我們羨慕他
[00:07:12.560 --> 00:07:13.800]  他被藐視
[00:07:13.800 --> 00:07:17.640]  被人厭棄多受痛苦常經憂患
[00:07:17.640 --> 00:07:18.920]  他被藐視
[00:07:18.920 --> 00:07:21.640]  好像被人掩面不看的一樣
[00:07:21.640 --> 00:07:23.920]  我們也不尊重他」
[00:07:23.920 --> 00:07:25.880]  這兩段聖經
[00:07:25.880 --> 00:07:27.280]  「獨人之歌」
[00:07:27.280 --> 00:07:30.000]  預言的是神的獨人
[00:07:30.000 --> 00:07:31.440]  這位上主的獨人
[00:07:31.440 --> 00:07:32.960]  他來到世界上的時候
[00:07:32.960 --> 00:07:34.880]  他展示的是甚麼呢?
[00:07:34.880 --> 00:07:36.880]  他展示的是溫柔
[00:07:36.880 --> 00:07:38.080]  謙卑
[00:07:38.080 --> 00:07:39.640]  帶著憐憫
[00:07:39.640 --> 00:07:41.720]  帶著慈愛去服侍
[00:07:41.720 --> 00:07:44.440]  關心所需要的人
[00:07:44.440 --> 00:07:47.320]  司徒保羅同樣留下這樣的榜樣
[00:07:47.320 --> 00:07:49.600]  在剛才我們所讀過的經文裏面
[00:07:49.600 --> 00:07:52.320]  保羅說到作為神的獨人是怎樣的呢?
[00:07:52.320 --> 00:07:53.400]  就是作為神的獨人
[00:07:53.400 --> 00:07:55.880]  他不是要求被受尊重
[00:07:55.880 --> 00:07:57.440]  不是要求作為主席
[00:07:57.440 --> 00:07:59.200]  不是要求甚麼權力
[00:07:59.200 --> 00:08:01.200]  而是透過為神
[00:08:01.200 --> 00:08:03.320]  為教會來吃苦
[00:08:03.320 --> 00:08:06.560]  來表明他是神的獨人
[00:08:06.560 --> 00:08:09.520]  哥倫多後書六章三到十節
[00:08:09.520 --> 00:08:11.000]  這裏怎樣說呢?
[00:08:11.000 --> 00:08:14.040]  他說「我們凡事都不是叫人有妨礙
[00:08:14.040 --> 00:08:17.040]  免得這個積分被毀膨
[00:08:17.040 --> 00:08:18.360]  反倒在各樣的事上
[00:08:18.360 --> 00:08:20.640]  表明自己是神的用人」
[00:08:20.640 --> 00:08:22.560]  怎樣表明自己是神的用人呢?
[00:08:22.560 --> 00:08:24.240]  「就如在許多的忍耐
[00:08:24.240 --> 00:08:26.400]  患難 窮乏 困苦
[00:08:26.400 --> 00:08:28.480]  鞭打 監禁 擾亂
[00:08:28.480 --> 00:08:30.480]  勤勞 警醒 不食
[00:08:30.480 --> 00:08:33.400]  廉潔 知識 恆忍 恩慈
[00:08:33.400 --> 00:08:36.480]  心靈的感化 無偽的愛心
[00:08:36.480 --> 00:08:39.000]  真實的道理
[00:08:39.000 --> 00:08:42.360]  神的大能 仁義的兵器在左右
[00:08:42.360 --> 00:08:45.160]  榮耀 羞辱 惡名美名
[00:08:45.160 --> 00:08:48.160]  似乎是有還的 卻是誠實的
[00:08:48.160 --> 00:08:51.440]  似乎不為人知 但是人所共知
[00:08:51.440 --> 00:08:53.800]  似乎是要死 卻是活著的
[00:08:53.800 --> 00:08:56.640]  似乎受責罰 卻不至於喪命
[00:08:56.640 --> 00:08:59.520]  似乎憂愁 卻是常常快樂
[00:08:59.520 --> 00:09:02.840]  似乎貧窮 卻是叫許多人付足
[00:09:02.840 --> 00:09:06.800]  似乎一無所有 卻是樣樣都有
[00:09:06.800 --> 00:09:08.800]  要表明是神的僕人
[00:09:08.800 --> 00:09:10.640]  不是要有權
[00:09:10.640 --> 00:09:14.760]  而是全心地為教會 為神的家
[00:09:14.760 --> 00:09:19.160]  今天教會經常會聽到一些機構
[00:09:19.160 --> 00:09:23.160]  舉辦一些講座 講甚麼叫做領袖的訓練
[00:09:23.160 --> 00:09:25.160]  譬如我以前在機構侍奉
[00:09:25.160 --> 00:09:28.600]  那個機構久不久就會舉辦一些領袖的大會
[00:09:28.600 --> 00:09:30.800]  邀請從美國 不同的地方
[00:09:30.800 --> 00:09:34.400]  來的一些很有名的牧師 博士來分享
[00:09:34.400 --> 00:09:35.680]  講甚麼讓我們知道
[00:09:35.680 --> 00:09:38.200]  怎樣才可以成為國際性的領袖
[00:09:38.200 --> 00:09:41.040]  怎樣才可以成為一個時代的領袖
[00:09:41.040 --> 00:09:42.520]  不過我雖然在機構侍奉
[00:09:42.520 --> 00:09:45.960]  但我從來都不會聽這些講座 為甚麼呢
[00:09:45.960 --> 00:09:49.120]  因為我覺得今天的教會圈子裏面
[00:09:49.120 --> 00:09:52.120]  其實有太多太多的領袖
[00:09:52.120 --> 00:09:54.000]  個個都覺得自己是領袖
[00:09:54.000 --> 00:09:56.880]  個個都想做領袖 個個都說自己是領袖
[00:09:56.880 --> 00:09:59.400]  個個都要證明自己是領袖
[00:09:59.400 --> 00:10:01.280]  我沒有忘記在年輕的時候
[00:10:01.280 --> 00:10:03.600]  我的傳道人這樣來教我們
[00:10:03.600 --> 00:10:05.680]  他說神不是要領袖
[00:10:05.680 --> 00:10:07.560]  神要的是僕人
[00:10:07.560 --> 00:10:09.080]  今天太多領袖了
[00:10:09.080 --> 00:10:12.120]  個個都希望自己有權 話事
[00:10:12.120 --> 00:10:16.000]  但是真正的主 是耶穌基督
[00:10:16.000 --> 00:10:19.240]  神要的是僕人 是神的僕人
[00:10:19.240 --> 00:10:23.000]  是那些真心信服 全身的偉身
[00:10:23.000 --> 00:10:27.520]  甘心將自己加在手裏面的神的僕人
[00:10:27.520 --> 00:10:31.560]  當我們看看聖經裏面記載聖餐的時候
[00:10:31.560 --> 00:10:34.120]  耶穌基督用聖餐來表明
[00:10:34.120 --> 00:10:37.760]  祂將生命捨棄 讓人得到祝福
[00:10:37.760 --> 00:10:38.760]  當我們看看聖經裏面
[00:10:38.760 --> 00:10:40.960]  耶穌基督洗腳的榜樣的時候
[00:10:40.960 --> 00:10:44.800]  我們看到耶穌基督怎樣展現出一個僕人的態度
[00:10:44.800 --> 00:10:46.680]  就是透過捨己
[00:10:46.680 --> 00:10:49.160]  透過放棄自己的權利
[00:10:49.160 --> 00:10:52.280]  來展示甚麼是神的僕人
[00:10:52.280 --> 00:10:54.480]  神的僕人真正的標記
[00:10:54.480 --> 00:10:56.080]  不是有甚麼權
[00:10:56.080 --> 00:10:59.600]  而是願意在神面前放下權力
[00:10:59.600 --> 00:11:01.240]  不是要求更多的權力
[00:11:01.240 --> 00:11:03.120]  而是甘心的信服
[00:11:03.120 --> 00:11:06.560]  以至於死 且死在十字架上
[00:11:06.560 --> 00:11:10.000]  耶穌基督 祂展現著這個神的僕人
[00:11:10.000 --> 00:11:12.040]  祂放下所有權力
[00:11:12.040 --> 00:11:13.800]  祂放下天上的權力
[00:11:13.800 --> 00:11:17.240]  祂放下能夠分割天使 天君的權力
[00:11:17.240 --> 00:11:20.360]  祂願意將生命放在神的面前
[00:11:20.360 --> 00:11:21.480]  結果聖經告訴我們
[00:11:21.480 --> 00:11:23.720]  神將更大的權力給他
[00:11:23.720 --> 00:11:25.440]  將他升為至高
[00:11:25.440 --> 00:11:29.880]  賜給他超乎萬名之上的名
[00:11:29.880 --> 00:11:31.280]  今天不少傳道人
[00:11:31.280 --> 00:11:34.120]  用不同的方式來高舉自己
[00:11:34.120 --> 00:11:37.840]  來展示自己是多麼重要和有權
[00:11:37.840 --> 00:11:40.520]  但卻沒有耶穌基督和斯圖保羅
[00:11:40.520 --> 00:11:44.960]  所展現的那種甘心的謙卑
[00:11:44.960 --> 00:11:47.480]  願意教會在神面前蒙恩
[00:11:47.480 --> 00:11:50.480]  甚至捨己信服的態度
[00:11:50.480 --> 00:11:52.600]  我在讀路學碩士的時候
[00:11:52.600 --> 00:11:55.840]  在學院裡認識了一位同學
[00:11:55.840 --> 00:11:57.640]  他原本也是一位傳道人
[00:11:57.640 --> 00:11:59.320]  他進修
[00:11:59.320 --> 00:12:00.960]  他進修的是輔導
[00:12:00.960 --> 00:12:04.520]  畢業之後他就去教會裡侍奉
[00:12:04.520 --> 00:12:07.680]  再募會幾年 但不是很如意
[00:12:07.680 --> 00:12:11.200]  於是他就出來不再在教會裡工作了
[00:12:11.200 --> 00:12:13.920]  他因為讀完輔導
[00:12:13.920 --> 00:12:17.400]  所以就自行執業做輔導
[00:12:17.400 --> 00:12:19.600]  輔導是一個很特別的行業
[00:12:19.600 --> 00:12:21.440]  在這個行業裡有很多受助者
[00:12:21.440 --> 00:12:23.240]  我們叫做Client
[00:12:23.240 --> 00:12:26.440]  他們通常都會選擇一些輔導員
[00:12:26.440 --> 00:12:28.680]  譬如這個學歷高一點
[00:12:28.680 --> 00:12:30.320]  這個有經驗一點
[00:12:30.320 --> 00:12:32.120]  這個專業一點
[00:12:32.120 --> 00:12:35.200]  所以我經常聽到身邊有些年輕人說
[00:12:35.200 --> 00:12:39.440]  他們準備讀大學選心理學
[00:12:39.440 --> 00:12:43.080]  我跟著就說讀心理學很辛苦的
[00:12:43.080 --> 00:12:46.080]  因為你讀完心理學的學位之後
[00:12:46.080 --> 00:12:47.400]  沒什麼用的
[00:12:47.400 --> 00:12:50.080]  如果你真的要成為一個專業的輔導員
[00:12:50.080 --> 00:12:51.400]  你起碼要讀完碩士
[00:12:51.400 --> 00:12:54.080]  如果在美國那邊你甚至要讀完博士
[00:12:54.080 --> 00:12:56.680]  但大部份時間如果你是臨床心理學家
[00:12:56.680 --> 00:12:58.680]  你都要對著那些精神病患者
[00:12:58.680 --> 00:13:01.040]  那些監犯罪犯
[00:13:01.040 --> 00:13:03.640]  都挺辛苦的
[00:13:03.640 --> 00:13:06.360]  沒錯 因為這個行業受美國的影響
[00:13:06.360 --> 00:13:08.160]  很多輔導的人
[00:13:08.160 --> 00:13:10.320]  在美國那邊都要讀到博士
[00:13:10.320 --> 00:13:11.720]  才可以
[00:13:11.720 --> 00:13:14.200]  人家覺得你可以先做到
[00:13:14.200 --> 00:13:17.480]  所以香港很多從事輔導的人士
[00:13:17.480 --> 00:13:19.880]  他們都要展示自己的能力
[00:13:19.880 --> 00:13:21.720]  所以他們會拍一些照片
[00:13:21.720 --> 00:13:24.080]  拿出來那些照片都穿著黑色的西裝
[00:13:24.080 --> 00:13:25.880]  繞著手
[00:13:25.880 --> 00:13:28.160]  很有型的
[00:13:28.160 --> 00:13:30.160]  這樣拿出來
[00:13:30.160 --> 00:13:32.760]  然後在辦公室或者輔導室那裡
[00:13:32.760 --> 00:13:34.560]  要掛很多不同的證書
[00:13:34.560 --> 00:13:37.040]  證明自己的學歷和身份
[00:13:37.040 --> 00:13:40.360]  他們的卡片都要寫明自己的資歷
[00:13:40.360 --> 00:13:41.400]  那些學歷
[00:13:41.400 --> 00:13:45.000]  除了一些碩士 博士 學會的資歷
[00:13:45.000 --> 00:13:46.400]  來證明自己
[00:13:46.400 --> 00:13:48.160]  好讓受助者信他
[00:13:48.160 --> 00:13:51.480]  然後把問題請他幫助
[00:13:51.480 --> 00:13:53.760]  這個傳導人也不例外
[00:13:53.760 --> 00:13:56.080]  所以他卡片上面就寫著
[00:13:56.080 --> 00:13:57.760]  資深傳導人
[00:13:57.760 --> 00:13:59.560]  當他給我一張卡片的時候
[00:13:59.560 --> 00:14:01.320]  我心裡面就想
[00:14:01.320 --> 00:14:02.560]  你剛剛畢業而已
[00:14:02.560 --> 00:14:03.880]  畢業都不夠兩年了
[00:14:03.880 --> 00:14:06.080]  你還在教會裡面做傳導人
[00:14:06.080 --> 00:14:07.480]  我也做過教會傳導人
[00:14:07.480 --> 00:14:09.000]  雖然在教會裡面我們都要輔導
[00:14:09.000 --> 00:14:13.040]  但是輔導的個案永遠都不會及專業的輔導員
[00:14:13.040 --> 00:14:17.160]  每天都要見客
[00:14:17.160 --> 00:14:20.240]  所以你又稱自己為資深傳導
[00:14:20.240 --> 00:14:21.680]  真的讓我挺震驚
[00:14:21.680 --> 00:14:24.800]  所以我也應該稱自己為資深傳導人
[00:14:24.800 --> 00:14:26.000]  不過我應該改讀名字
[00:14:26.000 --> 00:14:28.920]  資深的傳導人
[00:14:28.920 --> 00:14:32.000]  後來他又和另一個同學合作
[00:14:32.000 --> 00:14:33.480]  成立了一個機構
[00:14:33.480 --> 00:14:36.720]  透過這個機構就安立了自己做牧師
[00:14:36.720 --> 00:14:38.000]  當時我心裡就想
[00:14:38.000 --> 00:14:40.920]  其實他的侍奉年資比較近來
[00:14:40.920 --> 00:14:42.280]  但是在過去的侍奉裡面
[00:14:42.280 --> 00:14:44.520]  他在很多的侍奉上有很多爭議
[00:14:44.520 --> 00:14:45.800]  所以在好幾間教會裡面
[00:14:45.800 --> 00:14:48.080]  雖然有一段很長的侍奉
[00:14:48.080 --> 00:14:50.520]  不過都沒有教會安立他
[00:14:50.520 --> 00:14:53.080]  所以他就繞個圈繞過了教會
[00:14:53.080 --> 00:14:55.440]  找人去安立了自己
[00:14:55.440 --> 00:14:57.960]  後來他又開了一個基督教的輔導學院
[00:14:57.960 --> 00:14:59.880]  出任這個院長
[00:14:59.880 --> 00:15:01.800]  為了證明自己的身價
[00:15:01.800 --> 00:15:05.080]  在網上找了一些美國的網上大學
[00:15:05.080 --> 00:15:06.920]  報了一些博士的課程
[00:15:06.920 --> 00:15:10.320]  上了幾課交了足夠的學費之後
[00:15:10.320 --> 00:15:12.280]  他就有了一個博士銜頭
[00:15:12.280 --> 00:15:14.840]  於是他的名稱裡面又多了
[00:15:14.840 --> 00:15:17.640]  XX牧師XX博士
[00:15:17.640 --> 00:15:19.640]  所以每一次這個機構寄一些刊物來
[00:15:19.640 --> 00:15:20.720]  我就會和同學說
[00:15:20.720 --> 00:15:22.240]  這些刊物可以扔掉
[00:15:22.240 --> 00:15:26.000]  不用把那些海報念出來
[00:15:26.000 --> 00:15:29.000]  哥倫多後書十一章二十一到三個字裡面
[00:15:29.000 --> 00:15:30.920]  保羅怎麼說呢
[00:15:30.920 --> 00:15:33.600]  他說人在何事上勇敢
[00:15:33.600 --> 00:15:37.440]  讓我恕他愚妄的話我也勇敢
[00:15:37.440 --> 00:15:40.160]  他們是希伯來人嗎我也是
[00:15:40.160 --> 00:15:42.640]  他們是以色列人嗎我也是
[00:15:42.640 --> 00:15:45.720]  他們是阿巴拉罕的後裔嗎我也是
[00:15:45.720 --> 00:15:47.640]  他們是基督的僕人嗎
[00:15:47.640 --> 00:15:50.680]  讓我恕他狂妄的話我更是
[00:15:50.680 --> 00:15:53.560]  我被他們多受勞苦多下監牢
[00:15:53.560 --> 00:15:55.480]  受鞭打是過重的
[00:15:55.480 --> 00:15:57.240]  冒死是屢次的
[00:15:57.240 --> 00:15:58.640]  被猶太人鞭打五次
[00:15:58.640 --> 00:16:00.440]  每次四十減去一下
[00:16:00.440 --> 00:16:01.720]  被棍打了三次
[00:16:01.720 --> 00:16:03.320]  被石頭打了一次
[00:16:03.320 --> 00:16:04.640]  被虐船壞三次
[00:16:04.640 --> 00:16:06.520]  一整晚在深海裡面
[00:16:06.520 --> 00:16:08.160]  有屢次走軟路
[00:16:08.160 --> 00:16:09.280]  租江河的危險
[00:16:09.280 --> 00:16:10.160]  渡賊的危險
[00:16:10.160 --> 00:16:10.920]  同眾的危險
[00:16:10.920 --> 00:16:11.760]  外邦人的危險
[00:16:11.760 --> 00:16:12.600]  城裡的危險
[00:16:12.600 --> 00:16:13.560]  抗爭的危險
[00:16:13.560 --> 00:16:14.520]  海中的危險
[00:16:14.520 --> 00:16:16.520]  假地形的危險
[00:16:16.520 --> 00:16:17.960]  受勞碌受困苦
[00:16:17.960 --> 00:16:20.120]  多次不得睡又飢又渴
[00:16:20.120 --> 00:16:21.000]  多次不得食
[00:16:21.000 --> 00:16:23.160]  受寒冷赤身怒體
[00:16:23.160 --> 00:16:24.640]  除了這些外面的事
