
[00:00:00.000 --> 00:00:04.000]  今天我們會繼續創世紀的講道系列
[00:03:11.800 --> 00:03:14.800]  因為她從男人出來
[00:03:14.800 --> 00:03:17.800]  因此男人要離開自己的父母
[00:03:17.800 --> 00:03:19.800]  跟他的妻子結合
[00:03:19.800 --> 00:03:22.800]  二人成為一體
[00:03:22.800 --> 00:03:26.800]  今天我想把焦點放在二章十八節
[00:03:26.800 --> 00:03:28.800]  二章十八節說
[00:03:28.800 --> 00:03:30.800]  上帝說乃人獨居不好
[00:03:30.800 --> 00:03:35.800]  我要為她做一個合適的伴侶來幫助她
[00:03:35.800 --> 00:03:38.800]  合適的伴侶指的是什麼呢
[00:03:38.800 --> 00:03:40.800]  因為他只說合適
[00:03:40.800 --> 00:03:42.800]  中文翻譯很簡單
[00:03:42.800 --> 00:03:44.800]  直接把結論翻譯出來
[00:03:44.800 --> 00:03:46.800]  就是合適
[00:03:46.800 --> 00:03:48.800]  就好像有時候請教人
[00:03:48.800 --> 00:03:50.800]  教你怎樣煮菜
[00:03:50.800 --> 00:03:52.800]  你問高手應該放多少鹽
[00:03:52.800 --> 00:03:54.800]  他說適量
[00:03:54.800 --> 00:03:56.800]  適量即是多少
[00:03:56.800 --> 00:03:58.800]  合適 合適即是什麼
[00:03:58.800 --> 00:04:00.800]  什麼是合適
[00:04:00.800 --> 00:04:03.800]  合適其實在希伯來文裡
[00:04:03.800 --> 00:04:05.800]  合適的幫助者
[00:04:05.800 --> 00:04:06.800]  Suitable Helper
[00:04:06.800 --> 00:04:08.800]  其實是兩個字
[00:04:08.800 --> 00:04:10.800]  一個是Answer Helper的意思
[00:04:10.800 --> 00:04:12.800]  在舊約其他地方應用
[00:04:12.800 --> 00:04:14.800]  是用在神身上
[00:04:14.800 --> 00:04:18.800]  指神是以色列民的幫助
[00:04:18.800 --> 00:04:21.800]  另外一個字叫Suitable翻譯成
[00:04:21.800 --> 00:04:23.800]  Suitable的意思是Can Ado
[00:04:23.800 --> 00:04:26.800]  這個字其實是兩個字拼在一起
[00:04:26.800 --> 00:04:28.800]  它的字頭的意思
[00:04:28.800 --> 00:04:30.800]  應該翻譯成Like
[00:04:30.800 --> 00:04:32.800]  就是說相似
[00:04:32.800 --> 00:04:34.800]  換句話說
[00:04:34.800 --> 00:04:37.800]  在聖經是直接把這個字翻譯成相似
[00:04:37.800 --> 00:04:39.800]  有些英文是說
[00:04:39.800 --> 00:04:41.800]  神要Make him a helper
[00:04:41.800 --> 00:04:42.800]  Like him
[00:04:42.800 --> 00:04:46.800]  就是做一個好像他相似
[00:04:46.800 --> 00:04:48.800]  Similar in nature
[00:04:48.800 --> 00:04:51.800]  一樣的一個生物
[00:04:51.800 --> 00:04:53.800]  來做他的伴侶
[00:04:53.800 --> 00:04:55.800]  相似在哪裡呢
[00:04:55.800 --> 00:04:57.800]  和夏文不難了解
[00:04:57.800 --> 00:04:59.800]  因為夏文先對比了動物
[00:04:59.800 --> 00:05:01.800]  就是把所有動物帶給亞當
[00:05:01.800 --> 00:05:03.800]  相似一段時間取名
[00:05:03.800 --> 00:05:05.800]  然後他找不到伴侶
[00:05:05.800 --> 00:05:07.800]  所以神做一個相似
[00:05:07.800 --> 00:05:08.800]  換句話說
[00:05:08.800 --> 00:05:11.800]  女人對比所有的生物
[00:05:11.800 --> 00:05:13.800]  是最像男人的
[00:05:13.800 --> 00:05:16.800]  大家都同為Homo sapiens
[00:05:16.800 --> 00:05:18.800]  DNA最接近
[00:05:18.800 --> 00:05:20.800]  同樣是人類
[00:05:20.800 --> 00:05:22.800]  所以是最像他的
[00:05:22.800 --> 00:05:23.800]  是一樣的
[00:05:23.800 --> 00:05:25.800]  但是下面那個字就不同了
[00:05:25.800 --> 00:05:27.800]  它字頭是相似
[00:05:27.800 --> 00:05:30.800]  字尾就是相反
[00:05:30.800 --> 00:05:32.800]  翻譯成英文是Opposite
[00:05:32.800 --> 00:05:33.800]  所以換句話說
[00:05:33.800 --> 00:05:35.800]  什麼是合適
[00:05:35.800 --> 00:05:36.800]  合適的意思就是
[00:05:36.800 --> 00:05:39.800]  神要做一個和你相似
[00:05:39.800 --> 00:05:42.800]  但是又不一樣的人
[00:05:42.800 --> 00:05:44.800]  當然你可以翻譯成
[00:05:44.800 --> 00:05:45.800]  Gender不一樣
[00:05:45.800 --> 00:05:47.800]  就是Opposite Gender
[00:05:47.800 --> 00:05:49.800]  就是做一個和你一模一樣
[00:05:49.800 --> 00:05:51.800]  是Homo sapiens
[00:05:51.800 --> 00:05:54.800]  但是又Totally Opposite Gender的人
[00:05:54.800 --> 00:05:56.800]  但是Opposite Gender
[00:05:56.800 --> 00:05:58.800]  不單止是Gender的問題
[00:05:58.800 --> 00:06:00.800]  他還是Implied背後
[00:06:00.800 --> 00:06:02.800]  你適合你的伴侶
[00:06:02.800 --> 00:06:04.800]  應該是和你怎樣
[00:06:04.800 --> 00:06:06.800]  是很不同的
[00:06:06.800 --> 00:06:08.800]  是不同的兩個人
[00:06:08.800 --> 00:06:11.800]  才成為互補的
[00:06:11.800 --> 00:06:14.800]  今天如果你看所有的雙親節目
[00:06:14.800 --> 00:06:16.800]  無論是《非塵密妖》
[00:06:16.800 --> 00:06:19.800]  《白女挑一》
[00:06:19.800 --> 00:06:21.800]  你發覺大部分的人上來
[00:06:21.800 --> 00:06:23.800]  找心儀的對象都是找什麼
[00:06:23.800 --> 00:06:25.800]  都喜歡找一些一模一樣的
[00:06:25.800 --> 00:06:27.800]  大家都有個觀念覺得
[00:06:27.800 --> 00:06:33.800]  Suppose是一模一樣才叫合適
[00:06:33.800 --> 00:06:34.800]  我喜歡旅遊
[00:06:34.800 --> 00:06:35.800]  你也喜歡旅遊
[00:06:35.800 --> 00:06:36.800]  對了
[00:06:36.800 --> 00:06:38.800]  最合適
[00:06:38.800 --> 00:06:40.800]  我是個Foodie
[00:06:40.800 --> 00:06:42.800]  我最喜歡吃東西
[00:06:42.800 --> 00:06:43.800]  你也喜歡吃東西
[00:06:43.800 --> 00:06:44.800]  合適
[00:06:44.800 --> 00:06:47.800]  我們喜歡找一些和我們一模一樣
[00:06:47.800 --> 00:06:48.800]  同樣興趣
[00:06:48.800 --> 00:06:50.800]  同樣性格
[00:06:50.800 --> 00:06:51.800]  想法一樣
[00:06:51.800 --> 00:06:54.800]  我們以為這樣就對了
[00:06:54.800 --> 00:06:56.800]  Perfect Match
[00:06:56.800 --> 00:06:59.800]  但其實聖經裡面所說的合適是相反的
[00:06:59.800 --> 00:07:01.800]  是那個似你
[00:07:01.800 --> 00:07:05.800]  但又和你完全不同的為之合適
[00:07:05.800 --> 00:07:07.800]  其實真正入了婚姻
[00:07:07.800 --> 00:07:08.800]  你會發覺
[00:07:08.800 --> 00:07:10.800]  是真的不同的人
[00:07:10.800 --> 00:07:12.800]  會彼此吸引
[00:07:12.800 --> 00:07:14.800]  然後成為一對夫妻
[00:07:14.800 --> 00:07:17.800]  其實不同才是互補才合適
[00:07:17.800 --> 00:07:20.800]  一模一樣幫不到你的
[00:07:20.800 --> 00:07:22.800]  我很喜歡吃東西
[00:07:22.800 --> 00:07:25.800]  我很喜歡吃一些不健康的東西
[00:07:25.800 --> 00:07:27.800]  如果Shirley喜歡吃不健康的東西
[00:07:27.800 --> 00:07:28.800]  又喜歡吃東西
[00:07:28.800 --> 00:07:29.800]  是不是一樣
[00:07:29.800 --> 00:07:30.800]  一樣開心嗎
[00:07:30.800 --> 00:07:32.800]  一樣是開心的
[00:07:32.800 --> 00:07:35.800]  但是一樣她幫不到我
[00:07:35.800 --> 00:07:39.800]  我那天去買外賣
[00:07:39.800 --> 00:07:41.800]  然後見到一對情侶
[00:07:41.800 --> 00:07:44.800]  兩個都超過300磅
[00:07:44.800 --> 00:07:46.800]  甚至我猜應該有400磅
[00:07:46.800 --> 00:07:51.800]  他們兩個分別各自點了五份餐在她面前
[00:07:51.800 --> 00:07:54.800]  我點一份已經吃不完的那五份
[00:07:54.800 --> 00:07:57.800]  如果我是一個很喜歡吃沒有節制的
[00:07:57.800 --> 00:07:59.800]  我喜歡吃不健康的東西
[00:07:59.800 --> 00:08:01.800]  我又選擇一個配偶
[00:08:01.800 --> 00:08:02.800]  跟我完全一樣
[00:08:02.800 --> 00:08:04.800]  你又對食物很有熱誠
[00:08:04.800 --> 00:08:06.800]  你又喜歡吃不健康的東西
[00:08:06.800 --> 00:08:08.800]  完美配合
[00:08:08.800 --> 00:08:10.800]  但問題是幫不幫到我
[00:08:10.800 --> 00:08:12.800]  幫不到
[00:08:12.800 --> 00:08:14.800]  Shirley對食物沒什麼熱誠
[00:08:14.800 --> 00:08:16.800]  她喜歡吃健康的東西
[00:08:16.800 --> 00:08:17.800]  少油少鹽
[00:08:17.800 --> 00:08:19.800]  我喜歡重口味
[00:08:19.800 --> 00:08:21.800]  這樣就幫到我
[00:08:21.800 --> 00:08:24.800]  有時我可以吃不健康的東西
[00:08:24.800 --> 00:08:28.800]  但大部份時間要迫吃健康的東西
[00:08:28.800 --> 00:08:31.800]  否則今天應該已經花天家了
[00:08:31.800 --> 00:08:34.800]  因為跟她一起起碼可以長壽多二十年
[00:08:34.800 --> 00:08:37.800]  就因為不同
[00:08:37.800 --> 00:08:39.800]  如果一樣怎樣幫我
[00:08:39.800 --> 00:08:43.800]  如果我最不喜歡理財又不懂理財
[00:08:43.800 --> 00:08:46.800]  剛好我又不懂理財
[00:08:46.800 --> 00:08:48.800]  我是一模一樣
[00:08:48.800 --> 00:08:49.800]  配合
[00:08:49.800 --> 00:08:51.800]  兩個不懂理財的人聚在一起
[00:08:51.800 --> 00:08:53.800]  怎樣過日子
[00:08:53.800 --> 00:08:55.800]  就等著睡街
[00:08:55.800 --> 00:08:57.800]  如果我要找一個跟我一模一樣
[00:08:57.800 --> 00:08:58.800]  開不開心
[00:08:58.800 --> 00:08:59.800]  開心
[00:08:59.800 --> 00:09:01.800]  大家都不用計劃金錢
[00:09:01.800 --> 00:09:04.800]  大家都可以大手大腳揮霍
[00:09:04.800 --> 00:09:06.800]  去吃很多很棒的東西
[00:09:06.800 --> 00:09:08.800]  大口大口地喝可樂
[00:09:08.800 --> 00:09:10.800]  但長期下來
[00:09:10.800 --> 00:09:11.800]  我只有兩個後果
[00:09:11.800 --> 00:09:13.800]  要不肥死要不窮死
[00:09:13.800 --> 00:09:15.800]  幫不到我
[00:09:15.800 --> 00:09:17.800]  跟你一模一樣適合做什麼
[00:09:17.800 --> 00:09:19.800]  不是適合做你的Soulmate
[00:09:19.800 --> 00:09:22.800]  適合做你的Playmate
[00:09:22.800 --> 00:09:24.800]  Playmate要選一個一樣
[00:09:24.800 --> 00:09:26.800]  臭味相投
[00:09:26.800 --> 00:09:28.800]  我喜歡看電影 你又喜歡嗎
[00:09:28.800 --> 00:09:29.800]  出來玩吧
[00:09:29.800 --> 00:09:32.800]  走肉朋友要選一樣開心
[00:09:32.800 --> 00:09:37.800]  但Playmate適合陪你開心地短暫地玩
[00:09:37.800 --> 00:09:40.800]  但你要找一個人陪你過一生
[00:09:40.800 --> 00:09:41.800]  成為你的Helper
[00:09:41.800 --> 00:09:43.800]  讓你去成長
[00:09:43.800 --> 00:09:47.800]  最終實現了神做你的所有Potential
[00:09:47.800 --> 00:09:49.800]  那你需要一個什麼人
[00:09:49.800 --> 00:09:52.800]  一個跟你不一樣的人
[00:09:52.800 --> 00:09:54.800]  我們要找一個像我
[00:09:54.800 --> 00:09:56.800]  但又跟我完全不一樣的人
[00:09:56.800 --> 00:09:59.800]  這樣才有互補性
[00:09:59.800 --> 00:10:03.800]  但問題就在於Human Nature
[00:10:03.800 --> 00:10:06.800]  我們天生喜歡歧視
[00:10:06.800 --> 00:10:08.800]  看不起跟我們不一樣的人
[00:10:08.800 --> 00:10:10.800]  我們覺得很厭煩
[00:10:10.800 --> 00:10:12.800]  我們會排斥
[00:10:12.800 --> 00:10:14.800]  所以婚姻所有的問題
[00:10:14.800 --> 00:10:16.800]  其實都是來自這節聖經
[00:10:16.800 --> 00:10:18.800]  神認為合適的伴侶
[00:10:18.800 --> 00:10:21.800]  就是那個跟你相似
[00:10:21.800 --> 00:10:23.800]  但完全不同
[00:10:23.800 --> 00:10:25.800]  但我們就覺得
[00:10:25.800 --> 00:10:26.800]  跟我完全不同
[00:10:26.800 --> 00:10:30.800]  很辛苦
[00:10:30.800 --> 00:10:33.800]  我很想吃一些很油膩的東西
[00:10:33.800 --> 00:10:35.800]  很渴望
[00:10:35.800 --> 00:10:39.800]  但Shirley就喜歡吃一些沒有油膩的東西
[00:10:39.800 --> 00:10:42.800]  每天的婚姻裡
[00:10:42.800 --> 00:10:44.800]  很多柴米油鹽嘈嘈鬧鬧
[00:10:44.800 --> 00:10:46.800]  就是這些小事
[00:10:46.800 --> 00:10:47.800]  就是不同
[00:10:47.800 --> 00:10:48.800]  不同是否舒服
[00:10:48.800 --> 00:10:50.800]  不同是不舒服的
[00:10:50.800 --> 00:10:55.800]  一定是一個很長時間的磨合期
[00:10:55.800 --> 00:10:57.800]  Tim Keller說他結婚之後
[00:10:57.800 --> 00:10:59.800]  大概20年之後
[00:10:59.800 --> 00:11:02.800]  才開始慢慢察覺到
[00:11:02.800 --> 00:11:04.800]  和Appreciate到
[00:11:04.800 --> 00:11:06.800]  他太太和他的不同
[00:11:06.800 --> 00:11:07.800]  原來你的不同
[00:11:07.800 --> 00:11:08.800]  神的設計
[00:11:08.800 --> 00:11:11.800]  就是互補我的不足
[00:11:11.800 --> 00:11:12.800]  我比他早一點
[00:11:12.800 --> 00:11:13.800]  我結婚大概10年之後
[00:11:13.800 --> 00:11:15.800]  開始慢慢接受到
[00:11:15.800 --> 00:11:19.800]  原來不同是一件好的事
[00:11:19.800 --> 00:11:22.800]  雖然感覺依然覺得厭煩
[00:11:22.800 --> 00:11:24.800]  但至少我明白
[00:11:24.800 --> 00:11:27.800]  原來不同是真的長時間來說是好的
[00:11:27.800 --> 00:11:29.800]  是互補的
[00:11:29.800 --> 00:11:32.800]  神不是要我們利用我們的不同
[00:11:32.800 --> 00:11:37.800]  來成為互相攻擊傷害的理由
[00:11:37.800 --> 00:11:39.800]  不同可以有兩種不同選擇
[00:11:39.800 --> 00:11:41.800]  我和你完全不同
[00:11:41.800 --> 00:11:43.800]  你可以將它變成互補
[00:11:43.800 --> 00:11:45.800]  或者彼此的傷害
[00:11:45.800 --> 00:11:47.800]  所以婚姻你越早進入
[00:11:47.800 --> 00:11:50.800]  開始去懂得接受
[00:11:50.800 --> 00:11:52.800]  接著慢慢去Appreciate
[00:11:52.800 --> 00:11:56.800]  最後你甚至享受對方的不同
[00:11:56.800 --> 00:11:59.800]  這樣婚姻就開始漸入佳境
[00:11:59.800 --> 00:12:02.800]  但這個是take a long time
[00:12:02.800 --> 00:12:04.800]  這是人一種的成熟和成長
[00:12:04.800 --> 00:12:06.800]  即是你開始謙卑下來
[00:12:06.800 --> 00:12:08.800]  開始接受對方的不同
[00:12:08.800 --> 00:12:10.800]  原來不是一個問題
[00:12:10.800 --> 00:12:12.800]  不是一個problem
[00:12:12.800 --> 00:12:15.800]  其實神的design應該就是這樣
[00:12:15.800 --> 00:12:17.800]  所以婚姻第一個的意義就是
[00:12:17.800 --> 00:12:19.800]  透過這種磨合
[00:12:19.800 --> 00:12:21.800]  偏偏兩個不同的人
[00:12:21.800 --> 00:12:24.800]  但神又要你們在主裡面成為一體
[00:12:24.800 --> 00:12:27.800]  這個過程是漫長的
[00:12:27.800 --> 00:12:29.800]  過程都挺痛苦的
[00:12:29.800 --> 00:12:31.800]  但如果你捱得過
[00:12:31.800 --> 00:12:33.800]  你越早進入
[00:12:33.800 --> 00:12:35.800]  不要排斥不要厭倦
[00:12:35.800 --> 00:12:37.800]  去踐踏對方的不同
[00:12:37.800 --> 00:12:39.800]  而是學會接受
[00:12:39.800 --> 00:12:40.800]  欣賞
[00:12:40.800 --> 00:12:43.800]  最後甚至享受他們的不同
[00:12:43.800 --> 00:12:46.800]  你越早change direction
[00:12:46.800 --> 00:12:48.800]  婚姻就越早進入
[00:12:48.800 --> 00:12:50.800]  一個不同的境界 佳境
[00:12:50.800 --> 00:12:52.800]  所以記得怎樣
[00:12:52.800 --> 00:12:56.800]  開始學會欣賞對方的不同
[00:12:56.800 --> 00:12:57.800]  是不同的
[00:12:57.800 --> 00:12:59.800]  男女相處感覺就是
[00:12:59.800 --> 00:13:02.800]  明明你和我是同類的
[00:13:02.800 --> 00:13:04.800]  你都是homo sapien
[00:13:04.800 --> 00:13:07.800]  感覺你好像來自另一個星球
[00:13:07.800 --> 00:13:10.800]  exactly就是適合的伴侶
[00:13:10.800 --> 00:13:13.800]  適合就是跟你很相似
[00:13:13.800 --> 00:13:15.800]  但又完全相反
[00:13:15.800 --> 00:13:18.800]  就是這個讓我們辛苦
[00:13:18.800 --> 00:13:25.800]  第二個婚姻的意義就是
[00:13:25.800 --> 00:13:28.800]  神是透過設計婚約
[00:13:28.800 --> 00:13:30.800]  婚姻是一個covenant
[00:13:30.800 --> 00:13:34.800]  最後讓我們開始體驗到
[00:13:34.800 --> 00:13:37.800]  神那種手約的愛
[00:13:37.800 --> 00:13:39.800]  神也是一位手約的神
[00:13:39.800 --> 00:13:42.800]  《歷代志》下六章十四節
[00:13:42.800 --> 00:13:44.800]  所羅門說
[00:13:44.800 --> 00:13:47.800]  耶路說 以色列的上帝
[00:13:47.800 --> 00:13:49.800]  天上地下沒有神明
[00:13:49.800 --> 00:13:51.800]  可與你相比
[00:13:51.800 --> 00:13:54.800]  你向那些盡心行在你面前的僕人
[00:13:54.800 --> 00:13:56.800]  手約私持愛
[00:13:56.800 --> 00:14:01.800]  和你納約 保持covenant的神
[00:14:01.800 --> 00:14:05.800]  這約是你向你僕人大衛守的
[00:14:05.800 --> 00:14:07.800]  是你認許他的
[00:14:07.800 --> 00:14:10.800]  約 說白了就是一個承諾
[00:14:10.800 --> 00:14:12.800]  我給你一個承諾
[00:14:12.800 --> 00:14:14.800]  然後我守這個承諾
[00:14:14.800 --> 00:14:17.800]  是你親口認許 親手成就
[00:14:17.800 --> 00:14:20.800]  正如今天一樣
[00:14:20.800 --> 00:14:23.800]  在approach婚姻這件事裡
[00:14:23.800 --> 00:14:25.800]  其實有兩個選擇
[00:14:25.800 --> 00:14:29.800]  一個是你用一個消費者的態度進去
[00:14:29.800 --> 00:14:32.800]  你把它當成一個consumer的relationship
[00:14:32.800 --> 00:14:34.800]  另外一個選擇就是
[00:14:34.800 --> 00:14:37.800]  把它當成一個covenant的relationship
[00:14:37.800 --> 00:14:40.800]  這是兩個完全不同的觀念
[00:14:40.800 --> 00:14:44.800]  近代的人比較將婚姻當成一件消費品
[00:14:44.800 --> 00:14:49.800]  我們是從一個消費者的角度去談價錢
[00:14:49.800 --> 00:14:53.800]  網上有很多奇奇怪怪的相親節目
[00:14:53.800 --> 00:14:57.800]  有些節目主持人很壞
[00:14:57.800 --> 00:15:02.800]  這些旁白就一板正經地說一些很搞笑的東西
[00:15:02.800 --> 00:15:04.800]  張大馬雖然已經65歲
[00:15:04.800 --> 00:15:07.800]  但他堅持找一個小鮮肉
[00:15:07.800 --> 00:15:10.800]  楊叔雖然已經50多歲
[00:15:10.800 --> 00:15:12.800]  但他堅持打扮年輕
[00:15:12.800 --> 00:15:15.800]  全身上下散發出一個中學生的氣質
[00:15:15.800 --> 00:15:18.800]  鏡頭就轉到楊叔那裡
[00:15:18.800 --> 00:15:21.800]  楊叔就出場了 滿頭白髮
[00:15:21.800 --> 00:15:23.800]  但他堅持穿衣服很年輕
[00:15:23.800 --> 00:15:26.800]  穿衣服停留在中學的程度
[00:15:26.800 --> 00:15:29.800]  很開心地蹦蹦跳跳出來
[00:15:29.800 --> 00:15:31.800]  「耶 相親了啦啦啦」
[00:15:31.800 --> 00:15:33.800]  然後就坐下來
[00:15:33.800 --> 00:15:36.800]  張大馬開始談條件
[00:15:36.800 --> 00:15:37.800]  大馬就說
[00:15:37.800 --> 00:15:43.800]  「我的要求就是每個月給我兩千元人民幣」
[00:15:43.800 --> 00:15:46.800]  「兩千元的家用」
[00:15:46.800 --> 00:15:49.800]  「我個人是沒有什麼安全感的」
[00:15:49.800 --> 00:15:52.800]  「總是有個房子拿在手上比較有安全感」
[00:15:52.800 --> 00:15:56.800]  「所以房子最好是寫我的名字」
[00:15:56.800 --> 00:16:00.800]  說到這裡 寫人旁白又出來說
[00:16:00.800 --> 00:16:03.800]  張大馬堅持要有個房子才有安全感
[00:16:03.800 --> 00:16:05.800]  但很可惜他找錯對象了
[00:16:05.800 --> 00:16:07.800]  不應該找婚姻中介
[00:16:07.800 --> 00:16:09.800]  他應該找房地產中介
[00:16:09.800 --> 00:16:11.800]  然後張大馬繼續說
[00:16:11.800 --> 00:16:14.800]  「除了房子要寫我的名字之外」
[00:16:14.800 --> 00:16:17.800]  「最好你也要供我女兒的學費」
[00:16:17.800 --> 00:16:20.800]  「我女兒習慣一個月至少要一千元的零用」
[00:16:20.800 --> 00:16:23.800]  「最好你也要供我一千元的零用」
[00:16:23.800 --> 00:16:26.800]  說到這裡 鏡頭就轉到楊叔那裡
[00:16:26.800 --> 00:16:30.800]  此時此刻的楊叔已經是面色蒼白
[00:16:30.800 --> 00:16:33.800]  雙手微微在顫抖
[00:16:33.800 --> 00:16:35.800]  最後楊叔實在受不了
[00:16:35.800 --> 00:16:38.800]  起床就扔咪走人
[00:16:38.800 --> 00:16:40.800]  主持又很難看地追上來
[00:16:40.800 --> 00:16:43.800]  「楊叔快點說一下你的感受」
[00:16:43.800 --> 00:16:46.800]  楊叔就說「你的世界真是現實」
[00:16:46.800 --> 00:16:52.800]  「當我們把婚姻當成一宗買賣來談」
[00:16:52.800 --> 00:16:55.800]  「我們是從一個消費者的角度」
[00:16:55.800 --> 00:16:57.800]  「進去談價錢」
[00:16:57.800 --> 00:17:01.800]  「談對了就交易」
[00:17:01.800 --> 00:17:04.800]  「如果把婚姻當成消費品」
[00:17:04.800 --> 00:17:07.800]  「基本上你的焦點是我的滿意度」
[00:17:07.800 --> 00:17:09.800]  「我滿意了就買」
[00:17:09.800 --> 00:17:11.800]  「價錢滿意就買」
[00:17:11.800 --> 00:17:14.800]  「用完就扔掉」
[00:17:14.800 --> 00:17:19.800]  「沒有人會和一件消費品納約」
[00:17:19.800 --> 00:17:20.800]  「你買個包包回來」
[00:17:20.800 --> 00:17:22.800]  「你不會和包包納約的」
[00:17:22.800 --> 00:17:23.800]  「包包我和你納約」
[00:17:23.800 --> 00:17:24.800]  「一輩子愛你」
[00:17:24.800 --> 00:17:26.800]  「不會的 你瘋了嗎」
[00:17:26.800 --> 00:17:28.800]  「人才是納約的」
[00:17:28.800 --> 00:17:30.800]  「神是與人納約」
[00:17:30.800 --> 00:17:34.800]  「但如果婚姻是把它當成一個契約」
[00:17:34.800 --> 00:17:37.800]  「一個約來處理」
[00:17:37.800 --> 00:17:39.800]  「祂在說的是一個承諾」
[00:17:39.800 --> 00:17:41.800]  「是守一個承諾」
[00:17:41.800 --> 00:17:47.800]  「祂說的不是你的感覺」
[00:17:47.800 --> 00:17:52.800]  「我今年想練習神的存在」
[00:17:52.800 --> 00:17:55.800]  「去反映很多有關神同在的經文」
[00:17:55.800 --> 00:17:57.800]  「其中一段經文我反映的就是」
[00:17:57.800 --> 00:17:58.800]  「以馬來尼」
[00:17:58.800 --> 00:18:02.800]  「因為神應許以馬來尼神同在」
[00:18:02.800 --> 00:18:05.800]  「馬太福音說主耶穌出生人」
[00:18:05.800 --> 00:18:06.800]  「要稱祂名為以馬來尼」
[00:18:06.800 --> 00:18:08.800]  「就是神與人同在」
[00:18:08.800 --> 00:18:11.800]  「他引用了以賽亞書第七章的引述」
[00:18:11.800 --> 00:18:13.800]  「我回去看以賽亞書第七章」
[00:18:13.800 --> 00:18:15.800]  「引述是很特別的」
