
[00:00:00.000 --> 00:00:02.000]  各位導演姊妹,早安!
[00:10:01.500 --> 00:10:03.500]  是不夠溝通
[00:10:03.500 --> 00:10:05.500]  不夠的那種透明度
[00:10:05.500 --> 00:10:09.500]  否則我們不會不斷講我們有這方面的訴求
[00:10:09.500 --> 00:10:13.500]  但你見到今天的處境是很有趣的
[00:10:13.500 --> 00:10:15.500]  就很高透明度
[00:10:15.500 --> 00:10:18.500]  因為這班領袖一起去敬拜的時候
[00:10:18.500 --> 00:10:22.500]  神就在這個處境下向他們啟示
[00:10:22.500 --> 00:10:27.500]  但你會發現他們並不是在開會
[00:10:27.500 --> 00:10:30.500]  他們在敬拜
[00:10:30.500 --> 00:10:34.500]  他們注意集中溝通的對象不是人
[00:10:34.500 --> 00:10:37.500]  其實是在指向神自己
[00:10:37.500 --> 00:10:42.500]  他們講說話的時候不是告訴你我有什麼想法
[00:10:42.500 --> 00:10:47.500]  其實他們是向主表達他們自己的心聲
[00:10:47.500 --> 00:10:49.500]  他們在禱告
[00:10:49.500 --> 00:10:54.500]  當我們今天要去討論一些事情的時候
[00:10:54.500 --> 00:10:56.500]  無論是關心到我們的工作
[00:10:56.500 --> 00:10:58.500]  或者社會的議題
[00:10:58.500 --> 00:11:00.500]  或者家庭的需要
[00:11:00.500 --> 00:11:04.500]  我們都會訂立一些議題和綱領
[00:11:04.500 --> 00:11:07.500]  我們會很集中地去解決
[00:11:07.500 --> 00:11:09.500]  究竟問題在哪裡
[00:11:09.500 --> 00:11:12.500]  我們就要集中資源去想一些策略
[00:11:12.500 --> 00:11:14.500]  怎樣去解決它
[00:11:14.500 --> 00:11:16.500]  但今天門徒
[00:11:16.500 --> 00:11:19.500]  他們流露他們幾個這麼懇切的心情
[00:11:19.500 --> 00:11:22.500]  是投入在敬拜當中
[00:11:22.500 --> 00:11:25.500]  他們在呼求主
[00:11:25.500 --> 00:11:27.500]  他們就在這個時間
[00:11:27.500 --> 00:11:31.500]  領受了異象又在禁食禱告的期間
[00:11:31.500 --> 00:11:33.500]  他們二話不說
[00:11:33.500 --> 00:11:36.500]  很快地就回應聖靈的引領
[00:11:36.500 --> 00:11:38.500]  巴拿巴和蘇羅
[00:11:38.500 --> 00:11:42.500]  就被差遣投入了宣教的工場當中
[00:11:42.500 --> 00:11:45.500]  在短短這幾節的聖經裡面
[00:11:45.500 --> 00:11:48.500]  我們看到這個活潑的屬靈的群體
[00:11:48.500 --> 00:11:50.500]  是能夠接納社會不同的階層
[00:11:50.500 --> 00:11:54.500]  學歷、種族和文化習慣的朋友
[00:11:54.500 --> 00:11:56.500]  成為侍奉的團隊
[00:11:56.500 --> 00:11:59.500]  當他們一起在教會裡面
[00:11:59.500 --> 00:12:01.500]  敬拜親近主的時候
[00:12:01.500 --> 00:12:03.500]  他們就領受異象
[00:12:03.500 --> 00:12:06.500]  確立了教會前行的方向
[00:12:06.500 --> 00:12:09.500]  可能我們今天都要再想一下
[00:12:09.500 --> 00:12:13.500]  其實敬拜、禱告
[00:12:13.500 --> 00:12:16.500]  這些是不是門徒最基本
[00:12:16.500 --> 00:12:19.500]  要去實踐的部分來的嗎?
[00:12:19.500 --> 00:12:21.500]  今天可能我們花最多的時間
[00:12:21.500 --> 00:12:25.500]  去周密去議定議會的內容
[00:12:25.500 --> 00:12:28.500]  究竟我們要討論些什麼
[00:12:28.500 --> 00:12:30.500]  但是我們有沒有想一下
[00:12:30.500 --> 00:12:32.500]  其實這些基礎
[00:12:32.500 --> 00:12:34.500]  敬拜、禱告的生活
[00:12:34.500 --> 00:12:37.500]  才是我們信徒走在一起的根源
[00:12:37.500 --> 00:12:40.500]  是我們信徒生命當中
[00:12:40.500 --> 00:12:43.500]  不可或缺的泉源嗎?
[00:12:43.500 --> 00:12:47.500]  當我們看完頭幾節的聖經的時候
[00:12:47.500 --> 00:12:49.500]  這一班弟兄姊妹
[00:12:49.500 --> 00:12:53.500]  就已經差遣了巴拿巴和蘇羅
[00:12:53.500 --> 00:12:55.500]  進入宣教的工作
[00:12:55.500 --> 00:12:57.500]  在第四節的聖經裡面
[00:12:57.500 --> 00:12:58.500]  更加告訴我們
[00:12:58.500 --> 00:13:01.500]  是奉聖靈差遣的他們
[00:13:01.500 --> 00:13:04.500]  他們就去到第一站的地方
[00:13:04.500 --> 00:13:07.500]  去到塞浦路斯居比路的地方
[00:13:07.500 --> 00:13:10.500]  因為今天我們要涵蓋的
[00:13:10.500 --> 00:13:13.500]  宣教的天空有兩個這麼多
[00:13:13.500 --> 00:13:15.500]  經文非常之長
[00:13:15.500 --> 00:13:17.500]  所以我會說得快一點
[00:13:17.500 --> 00:13:19.500]  你們可以的話
[00:13:19.500 --> 00:13:21.500]  都要請一起打開聖經
[00:13:21.500 --> 00:13:24.500]  我一路說,大家又一路可以看一下
[00:13:24.500 --> 00:13:27.500]  這個宣教的地點
[00:13:27.500 --> 00:13:29.500]  就由安提阿路出發
[00:13:29.500 --> 00:13:31.500]  在大家看到螢光幕的地圖
[00:13:31.500 --> 00:13:34.500]  你們的右手邊
[00:13:34.500 --> 00:13:36.500]  應該會看到安提阿
[00:13:36.500 --> 00:13:39.500]  而中間就會看到一個大的島
[00:13:39.500 --> 00:13:41.500]  就是居比路
[00:13:41.500 --> 00:13:44.500]  這個宣教的地點
[00:13:44.500 --> 00:13:46.500]  涵蓋在《史圖行傳》
[00:13:46.500 --> 00:13:49.500]  13章4到12節這麼長的經文
[00:13:49.500 --> 00:13:52.500]  就是講述巴拿巴和蘇羅
[00:13:52.500 --> 00:13:56.500]  去到這個地方發生了一些事情
[00:13:56.500 --> 00:13:58.500]  特別經文裡面敘述到
[00:13:58.500 --> 00:14:00.500]  在這一次宣教旅程裡面
[00:14:00.500 --> 00:14:02.500]  他們見到兩個朋友
[00:14:02.500 --> 00:14:06.500]  一個人物的名字叫做巴耶蘇
[00:14:06.500 --> 00:14:09.500]  形容他是一個術士
[00:14:09.500 --> 00:14:11.500]  他同時是一個猶太人
[00:14:11.500 --> 00:14:13.500]  自稱是一位先知
[00:14:13.500 --> 00:14:16.500]  巴耶蘇這個名字有點古怪
[00:14:16.500 --> 00:14:19.500]  為什麼巴一點接著耶蘇呢?
[00:14:19.500 --> 00:14:21.500]  因為直譯這個名字
[00:14:21.500 --> 00:14:24.500]  其實就是耶蘇的兒子
[00:14:24.500 --> 00:14:28.500]  你不要震驚
[00:14:28.500 --> 00:14:30.500]  因為耶蘇這個名字
[00:14:30.500 --> 00:14:32.500]  在當時的猶太文化當中
[00:14:32.500 --> 00:14:33.500]  第一世紀
[00:14:33.500 --> 00:14:35.500]  也是一個很普通的名字
[00:14:35.500 --> 00:14:38.500]  很多人都叫自己做耶蘇
[00:14:38.500 --> 00:14:43.500]  也許他這位巴耶蘇的爸爸
[00:14:43.500 --> 00:14:46.500]  就改了他的名字叫做巴耶蘇
[00:14:46.500 --> 00:14:48.500]  就是耶蘇的兒子
[00:14:48.500 --> 00:14:50.500]  一個最簡單的方法
[00:14:50.500 --> 00:14:51.500]  Johnson
[00:14:51.500 --> 00:14:53.500]  John的兒子
[00:14:53.500 --> 00:14:55.500]  可能是這個意思
[00:14:55.500 --> 00:14:57.500]  而他是一個術士
[00:14:57.500 --> 00:14:59.500]  為什麼會這樣說呢?
[00:14:59.500 --> 00:15:01.500]  因為如果我們繼續看聖經的話
[00:15:01.500 --> 00:15:02.500]  我們就會發現
[00:15:02.500 --> 00:15:06.500]  其實這位朋友有另外一個希臘文的名字
[00:15:06.500 --> 00:15:08.500]  就叫做爾裡瑪
[00:15:08.500 --> 00:15:10.500]  其實爾裡瑪這個名字
[00:15:10.500 --> 00:15:12.500]  直譯出來的意思就是
[00:15:12.500 --> 00:15:14.500]  行法術
[00:15:14.500 --> 00:15:16.500]  所以我們就會形容
[00:15:16.500 --> 00:15:18.500]  這個巴耶蘇
[00:15:18.500 --> 00:15:21.500]  其實是一個行法術的人
[00:15:21.500 --> 00:15:25.500]  他本身的組織是一個猶太人
[00:15:25.500 --> 00:15:28.500]  現在他在居比路
[00:15:28.500 --> 00:15:31.500]  柏弗這個城市當中
[00:15:31.500 --> 00:15:35.500]  他就以一個先知的名義出現
[00:15:35.500 --> 00:15:38.500]  他有一個他很想接近的人
[00:15:38.500 --> 00:15:40.500]  就是這個總督
[00:15:40.500 --> 00:15:42.500]  這個島
[00:15:42.500 --> 00:15:44.500]  這個居比路的總督
[00:15:44.500 --> 00:15:46.500]  名字就叫做事求保羅
[00:15:46.500 --> 00:15:49.500]  聖經裡面形容這位事求保羅
[00:15:49.500 --> 00:15:51.500]  在和合本
[00:15:51.500 --> 00:15:54.500]  他給他的封號就叫做方伯
[00:15:54.500 --> 00:15:56.500]  他是一個通達明理的人
[00:15:56.500 --> 00:16:00.500]  他很想認識更加多有關福音的東西
[00:16:00.500 --> 00:16:06.500]  所以可能巴耶蘇就很喜歡在他面前說一些歪理
[00:16:06.500 --> 00:16:08.500]  但是巴耶蘇
[00:16:08.500 --> 00:16:10.500]  這位事求保羅
[00:16:10.500 --> 00:16:13.500]  又很想去學習不同的東西
[00:16:13.500 --> 00:16:15.500]  聖經的背景就告訴我們
[00:16:15.500 --> 00:16:20.500]  現在事求保羅就邀請巴拿巴和蘇羅
[00:16:20.500 --> 00:16:22.500]  去到他面前那裡
[00:16:22.500 --> 00:16:25.500]  去講解有關耶穌基督的福音
[00:16:25.500 --> 00:16:28.500]  但是在第八節那裡就有這樣的敘述
[00:16:28.500 --> 00:16:32.500]  可視術士以呂馬反對
[00:16:32.500 --> 00:16:36.500]  他想阻止總督接受者信仰
[00:16:36.500 --> 00:16:39.500]  換句話說,聖經裡面很率直的告訴我們
[00:16:39.500 --> 00:16:44.500]  似乎巴耶蘇很擔心自己的地位不保
[00:16:44.500 --> 00:16:49.500]  所以他就阻止總督去認識福音
[00:16:49.500 --> 00:16:54.500]  或者聽巴拿巴他們講有關耶穌基督的福音
[00:16:54.500 --> 00:16:57.500]  但是在這個時候,聖經就敘述
[00:16:57.500 --> 00:16:59.500]  保羅就被聖靈充滿
[00:16:59.500 --> 00:17:03.500]  他就走出來指責以呂馬
[00:17:03.500 --> 00:17:06.500]  指責巴耶蘇
[00:17:06.500 --> 00:17:09.500]  指出他是一個詭詐的人
[00:17:09.500 --> 00:17:12.500]  並且行了一個特別的神蹟
[00:17:12.500 --> 00:17:16.500]  要叫巴耶蘇雙目瞎起來
[00:17:16.500 --> 00:17:18.500]  陷在昏暗裡面
[00:17:18.500 --> 00:17:20.500]  聖經就更加描述
[00:17:20.500 --> 00:17:23.500]  這件事情發生之後
[00:17:23.500 --> 00:17:25.500]  很微妙的就這樣表達
[00:17:25.500 --> 00:17:28.500]  方伯看見所作的事
[00:17:28.500 --> 00:17:32.500]  肯欺其主的道,就信了
[00:17:32.500 --> 00:17:36.500]  換句話說,這段宣教的旅程裡
[00:17:36.500 --> 00:17:40.500]  保羅就以神蹟騎士和宣講教導
[00:17:40.500 --> 00:17:42.500]  將福音傳開
[00:17:42.500 --> 00:17:44.500]  因為這位方伯
[00:17:44.500 --> 00:17:46.500]  不是說,哇,保羅你好厲害啊
[00:17:46.500 --> 00:17:50.500]  好吸引啊,可不可以變多幾次法術出來啊
[00:17:50.500 --> 00:17:52.500]  他並不是這樣描述
[00:17:52.500 --> 00:17:54.500]  是這位總督大人
[00:17:54.500 --> 00:17:57.500]  他欺其主的道
[00:17:57.500 --> 00:18:00.500]  並且信了耶穌
[00:18:00.500 --> 00:18:02.500]  這是一個很獨特的處境
[00:18:02.500 --> 00:18:06.500]  憑藉著神蹟騎士和宣講教導
[00:18:06.500 --> 00:18:09.500]  要叫這位外邦的總督大人
[00:18:09.500 --> 00:18:11.500]  信了耶穌基督
[00:18:11.500 --> 00:18:15.500]  接下來,經文又馬不停蹄
[00:18:15.500 --> 00:18:18.500]  繼續講到保羅和巴拿巴
[00:18:18.500 --> 00:18:20.500]  沒有停留在居比魯
[00:18:20.500 --> 00:18:23.500]  反而他們繼續向北方而行
[00:18:23.500 --> 00:18:25.500]  到了一個地方
[00:18:25.500 --> 00:18:29.500]  就是比西底的安提阿
[00:18:29.500 --> 00:18:31.500]  又是一個安提阿的地方
[00:18:31.500 --> 00:18:35.500]  不過就位於現在土耳其中南部的地方
[00:18:35.500 --> 00:18:37.500]  是比西底的安提阿
[00:18:37.500 --> 00:18:40.500]  這次宣教的點
[00:18:40.500 --> 00:18:43.500]  所涵蓋的經文就更加長了
[00:18:43.500 --> 00:18:47.500]  就是在《使徒行傳》13章13到52節
[00:18:47.500 --> 00:18:50.500]  這段聖經裡面記載了
[00:18:50.500 --> 00:18:52.500]  詳盡地記載了
[00:18:52.500 --> 00:18:54.500]  保羅在安息日
[00:18:54.500 --> 00:18:56.500]  在會堂當中
[00:18:56.500 --> 00:18:58.500]  他宣講的內容是怎麼樣
[00:18:58.500 --> 00:19:03.500]  也講到那群受眾的反應是怎麼樣的
[00:19:03.500 --> 00:19:05.500]  我們要看一看
[00:19:05.500 --> 00:19:06.500]  並且留意一下
[00:19:06.500 --> 00:19:10.500]  這次巴拿巴和訴羅去的地方
[00:19:10.500 --> 00:19:14.500]  並不是一個總督的府邸
[00:19:14.500 --> 00:19:16.500]  不同居比魯的處境
[00:19:16.500 --> 00:19:19.500]  他去到的是猶太的會堂
[00:19:19.500 --> 00:19:23.500]  我們從考古的角度知道
[00:19:23.500 --> 00:19:28.500]  這個比西底的安提阿的會堂
[00:19:28.500 --> 00:19:31.500]  都是有很多猶太人聚集的
[00:19:31.500 --> 00:19:37.500]  並且有一些外邦人歸順了猶太教
[00:19:37.500 --> 00:19:42.500]  並且有一些羨慕猶太教的教義的朋友
[00:19:42.500 --> 00:19:46.500]  在這個猶太的會堂當中聚集
[00:19:46.500 --> 00:19:49.500]  就在那個安息日當中
[00:19:49.500 --> 00:19:55.500]  保羅、訴羅、巴拿巴就重讀了聖經裡面的一些章節
[00:19:55.500 --> 00:19:59.500]  會堂的人就請他們去繼續講解
[00:19:59.500 --> 00:20:02.500]  他們所要講的一些內容
[00:20:02.500 --> 00:20:04.500]  你發覺那一段的講章
[00:20:04.500 --> 00:20:07.500]  保羅是非常巧妙的
[00:20:07.500 --> 00:20:10.500]  因為他明白到當中的聽眾
[00:20:10.500 --> 00:20:14.500]  是很明白到舊約猶太人的歷史
[00:20:14.500 --> 00:20:18.500]  所以他就引用了很多猶太的信仰
[00:20:18.500 --> 00:20:20.500]  聖經裡面的人物
[00:20:20.500 --> 00:20:24.500]  就講到有關大衛怎樣得著上主的應許
[00:20:24.500 --> 00:20:29.500]  要在他的後裔當中興起一位尼塞亞
[00:20:29.500 --> 00:20:32.500]  因為篇幅這麼長的緣故
[00:20:32.500 --> 00:20:36.500]  我又試一下將這段經文錯開幾個段落
[00:20:36.500 --> 00:20:40.500]  跟大家一起去看看是怎樣發展的
[00:20:40.500 --> 00:20:43.500]  在十七至三十七節裡面
[00:20:43.500 --> 00:20:46.500]  保羅就講了很多以色列人
[00:20:46.500 --> 00:20:48.500]  怎樣蒙上主的帶領
[00:20:48.500 --> 00:20:51.500]  怎樣離開這個圍爐之地
[00:20:51.500 --> 00:20:54.500]  建立了一個以色列的國家
[00:20:54.500 --> 00:20:57.500]  大衛成為了一個美好的君王
[00:20:57.500 --> 00:21:01.500]  將以色列的民族推到一個光輝的歲月
[00:21:01.500 --> 00:21:05.500]  但是縱使推到一個這麼光輝的歲月也好
[00:21:05.500 --> 00:21:06.500]  他都要過去
