
[00:00:00.000 --> 00:00:07.000]  我是筲箕灣鎮信會的五十年前的牧師
[00:06:40.000 --> 00:06:44.000]  如果
[00:06:44.000 --> 00:06:47.000]  你有個朋友在新加坡
[00:06:47.000 --> 00:06:49.000]  他未曾死
[00:06:49.000 --> 00:06:51.000]  他寄一封信給你
[00:06:51.000 --> 00:06:53.000]  那封信聖誕卡
[00:06:53.000 --> 00:06:56.000]  就是他活著的記號
[00:06:56.000 --> 00:06:58.000]  從那封信那裡
[00:06:59.000 --> 00:07:01.000]  你就知道他還活著
[00:07:01.000 --> 00:07:05.000]  以前我爸爸告訴我
[00:07:05.000 --> 00:07:08.000]  我們要選一隻靚貓
[00:07:08.000 --> 00:07:10.000]  什麼叫靚貓呢
[00:07:10.000 --> 00:07:12.000]  叫做四體搭船
[00:07:12.000 --> 00:07:15.000]  叫做油漿的貓
[00:07:15.000 --> 00:07:17.000]  那隻貓
[00:07:17.000 --> 00:07:19.000]  你見過嗎
[00:07:19.000 --> 00:07:22.000]  那隻貓走過的地方
[00:07:22.000 --> 00:07:24.000]  它的貓掌
[00:07:24.000 --> 00:07:26.000]  有些油在地上
[00:07:26.000 --> 00:07:28.000]  那些老鼠一聞見
[00:07:29.000 --> 00:07:30.000]  走都走不掉
[00:07:30.000 --> 00:07:32.000]  真的有
[00:07:32.000 --> 00:07:34.000]  我也見過
[00:07:34.000 --> 00:07:36.000]  我爸爸買了貓
[00:07:36.000 --> 00:07:38.000]  高價買了貓
[00:07:38.000 --> 00:07:40.000]  你不信問問神一句
[00:07:40.000 --> 00:07:43.000]  那些叫記號
[00:07:43.000 --> 00:07:45.000]  記號就是Sign
[00:07:45.000 --> 00:07:47.000]  為什麼這個微小呢
[00:07:47.000 --> 00:07:50.000]  以利亞
[00:07:50.000 --> 00:07:52.000]  怎麼見到神呢
[00:07:52.000 --> 00:07:54.000]  怎麼見到神蹟呢
[00:07:54.000 --> 00:07:57.000]  當它在黑門山
[00:07:58.000 --> 00:08:01.000]  和人鬥法的時候
[00:08:01.000 --> 00:08:03.000]  天下大雨
[00:08:03.000 --> 00:08:05.000]  大家看《聖經》就知道
[00:08:05.000 --> 00:08:07.000]  於是它就拼命走
[00:08:07.000 --> 00:08:09.000]  因為這個王
[00:08:09.000 --> 00:08:11.000]  要殺它
[00:08:11.000 --> 00:08:13.000]  要殺它
[00:08:13.000 --> 00:08:16.000]  它就走到山上
[00:08:16.000 --> 00:08:19.000]  它想自殺
[00:08:19.000 --> 00:08:21.000]  它求死
[00:08:21.000 --> 00:08:23.000]  它害怕得很
[00:08:23.000 --> 00:08:25.000]  於是它說
[00:08:26.000 --> 00:08:28.000]  我不配 我很害怕
[00:08:28.000 --> 00:08:30.000]  我不配再生
[00:08:30.000 --> 00:08:32.000]  我要死
[00:08:32.000 --> 00:08:34.000]  求你見見我
[00:08:34.000 --> 00:08:40.000]  於是它就躲在山上
[00:08:40.000 --> 00:08:42.000]  在山洞裡
[00:08:42.000 --> 00:08:44.000]  大風吹
[00:08:44.000 --> 00:08:46.000]  吹飛沙走石
[00:08:46.000 --> 00:08:48.000]  上帝不在那裡
[00:08:48.000 --> 00:08:51.000]  大雨下
[00:08:51.000 --> 00:08:54.000]  上帝不在那裡
[00:08:55.000 --> 00:08:56.000]  那些山震動
[00:08:56.000 --> 00:08:58.000]  上帝不在那裡
[00:08:58.000 --> 00:09:00.000]  以利亞就
[00:09:00.000 --> 00:09:02.000]  神啊
[00:09:02.000 --> 00:09:04.000]  我就要死了
[00:09:04.000 --> 00:09:07.000]  然後它聽到微小的聲音
[00:09:07.000 --> 00:09:09.000]  微小的聲音
[00:09:09.000 --> 00:09:12.000]  就是上帝和它聊天
[00:09:12.000 --> 00:09:14.000]  神蹟說
[00:09:14.000 --> 00:09:16.000]  你要去高立一個王
[00:09:16.000 --> 00:09:18.000]  你要去為我作見證
[00:09:18.000 --> 00:09:20.000]  你要去嗎
[00:09:20.000 --> 00:09:22.000]  以利亞就因此
[00:09:23.000 --> 00:09:25.000]  重新吃東西 有領
[00:09:25.000 --> 00:09:27.000]  於是它就奔走
[00:09:27.000 --> 00:09:29.000]  去做神的工作
[00:09:29.000 --> 00:09:33.000]  上帝往往和我們交通的時候
[00:09:33.000 --> 00:09:36.000]  是很微小的聲音
[00:09:36.000 --> 00:09:38.000]  微小的事件
[00:09:38.000 --> 00:09:40.000]  微小的動作
[00:09:40.000 --> 00:09:42.000]  我們會看到
[00:09:42.000 --> 00:09:44.000]  上帝在這裡
[00:09:44.000 --> 00:09:46.000]  弟兄姊妹
[00:09:46.000 --> 00:09:48.000]  你信耶穌
[00:09:48.000 --> 00:09:50.000]  是不是信一個
[00:09:53.000 --> 00:09:54.000]  死了的耶穌
[00:09:54.000 --> 00:09:57.000]  不是死過
[00:09:57.000 --> 00:09:59.000]  是死了
[00:09:59.000 --> 00:10:02.000]  在墳場那些十字架
[00:10:02.000 --> 00:10:04.000]  耶穌在這裡 不是
[00:10:04.000 --> 00:10:07.000]  耶穌三番四次
[00:10:07.000 --> 00:10:09.000]  祂說我還是活著
[00:10:09.000 --> 00:10:13.000]  我活的 我不是死的
[00:10:13.000 --> 00:10:15.000]  耶穌再復活
[00:10:15.000 --> 00:10:17.000]  耶穌復活
[00:10:17.000 --> 00:10:19.000]  而且屢次
[00:10:19.000 --> 00:10:22.000]  祂告訴祂的門徒
[00:10:23.000 --> 00:10:25.000]  祂說你不要憂愁
[00:10:25.000 --> 00:10:28.000]  你信神也當信我
[00:10:28.000 --> 00:10:31.000]  我是活著的
[00:10:31.000 --> 00:10:34.000]  我必不撇下你們做孤兒
[00:10:34.000 --> 00:10:36.000]  我是活著的
[00:10:36.000 --> 00:10:38.000]  但是
[00:10:38.000 --> 00:10:41.000]  很多人說你活著在哪裡
[00:10:41.000 --> 00:10:43.000]  我怎麼見到你
[00:10:43.000 --> 00:10:46.000]  耶穌就說
[00:10:46.000 --> 00:10:49.000]  我活著
[00:10:50.000 --> 00:10:54.000]  多少時候我看到很多
[00:10:54.000 --> 00:10:56.000]  甚至神樂院
[00:10:56.000 --> 00:10:58.000]  他沒有說神蹟
[00:10:58.000 --> 00:11:00.000]  為什麼呢
[00:11:00.000 --> 00:11:02.000]  因為耶穌在馬太第十六章說過
[00:11:02.000 --> 00:11:05.000]  他說這個世代再沒有神蹟給你看到
[00:11:05.000 --> 00:11:09.000]  但是有個微小的記號給你看到
[00:11:09.000 --> 00:11:12.000]  我在這裡
[00:11:12.000 --> 00:11:14.000]  我今年九十歲了
[00:11:14.000 --> 00:11:16.000]  拍手掌
[00:11:21.000 --> 00:11:26.000]  老人家當然講到很長氣
[00:11:26.000 --> 00:11:29.000]  我今天不是講到
[00:11:29.000 --> 00:11:31.000]  我是講故事
[00:11:31.000 --> 00:11:33.000]  老人家當然講故事
[00:11:33.000 --> 00:11:35.000]  我講
[00:11:35.000 --> 00:11:38.000]  就在這個筲箕灣浸水會
[00:11:38.000 --> 00:11:41.000]  我見到的神蹟
[00:11:41.000 --> 00:11:43.000]  來聽聽
[00:11:43.000 --> 00:11:49.000]  筲箕灣
[00:11:50.000 --> 00:11:53.000]  浸水會是神寵愛的教會
[00:11:53.000 --> 00:11:56.000]  我們的主耶穌在這裡
[00:11:56.000 --> 00:11:58.000]  表現了他自己
[00:11:58.000 --> 00:12:02.000]  我不配
[00:12:02.000 --> 00:12:06.000]  我見過他的神蹟
[00:12:06.000 --> 00:12:08.000]  第一個神蹟
[00:12:08.000 --> 00:12:10.000]  我今天講故事
[00:12:10.000 --> 00:12:13.000]  你說你很厲害嗎
[00:12:13.000 --> 00:12:15.000]  對不起
[00:12:15.000 --> 00:12:18.000]  我只是講我親身經歷的東西給你聽
[00:12:19.000 --> 00:12:20.000]  你也是筲箕灣
[00:12:20.000 --> 00:12:23.000]  我希望你也見到上帝
[00:12:23.000 --> 00:12:26.000]  希望你看到上帝的行蹟
[00:12:26.000 --> 00:12:29.000]  有一次我講到那一處
[00:12:29.000 --> 00:12:31.000]  有條光管掉下來
[00:12:31.000 --> 00:12:35.000]  那裡有誰記得嗎
[00:12:35.000 --> 00:12:38.000]  有條光管掉下來
[00:12:38.000 --> 00:12:41.000]  在我頭上搖搖搖
[00:12:41.000 --> 00:12:44.000]  那些人就
[00:12:44.000 --> 00:12:46.000]  你幹什麼
[00:12:46.000 --> 00:12:48.000]  我看不到
[00:12:49.000 --> 00:12:50.000]  搖搖搖搖
[00:12:50.000 --> 00:12:56.000]  第二個神蹟
[00:12:56.000 --> 00:13:00.000]  我們教會就說
[00:13:00.000 --> 00:13:03.000]  牧師不如我們開粉興會
[00:13:03.000 --> 00:13:05.000]  講一下神事愛
[00:13:05.000 --> 00:13:07.000]  我說好
[00:13:07.000 --> 00:13:11.000]  於是牧師就寫了一篇廣章
[00:13:11.000 --> 00:13:14.000]  講神事愛
[00:13:14.000 --> 00:13:17.000]  你們要彼此相愛
[00:13:18.000 --> 00:13:20.000]  當我講到這班唱賢師
[00:13:20.000 --> 00:13:23.000]  音樂唱詩的時候
[00:13:23.000 --> 00:13:25.000]  我打開我的廣章
[00:13:25.000 --> 00:13:27.000]  打開我的聖經
[00:13:27.000 --> 00:13:32.000]  空白的
[00:13:32.000 --> 00:13:34.000]  我看不到什麼
[00:13:34.000 --> 00:13:38.000]  我帶錯東西來嗎
[00:13:38.000 --> 00:13:41.000]  我不知道講什麼
[00:13:41.000 --> 00:13:43.000]  講什麼是神事愛
[00:13:43.000 --> 00:13:47.000]  我就告訴弟兄姊妹
[00:13:48.000 --> 00:13:49.000]  各位弟兄姊妹
[00:13:49.000 --> 00:13:51.000]  有事發生
[00:13:51.000 --> 00:13:53.000]  我帶錯了聖經
[00:13:53.000 --> 00:13:55.000]  整本聖經沒有字
[00:13:55.000 --> 00:13:58.000]  可不可以大家跪下
[00:13:58.000 --> 00:14:02.000]  我很喜歡三峽機灣
[00:14:02.000 --> 00:14:04.000]  各位弟兄姊妹
[00:14:04.000 --> 00:14:05.000]  立即跪下
[00:14:05.000 --> 00:14:07.000]  我們在這裡祈禱
[00:14:07.000 --> 00:14:10.000]  祈禱完
[00:14:10.000 --> 00:14:12.000]  我站起來
[00:14:12.000 --> 00:14:14.000]  看我的廣章
[00:14:14.000 --> 00:14:16.000]  有字了
[00:14:18.000 --> 00:14:20.000]  我不是講神事愛
[00:14:20.000 --> 00:14:23.000]  是講神的拯救
[00:14:23.000 --> 00:14:27.000]  那些字不是我寫的
[00:14:27.000 --> 00:14:29.000]  正在那個時候
[00:14:29.000 --> 00:14:34.000]  有人帶一班人進來
[00:14:34.000 --> 00:14:37.000]  那時候一九六幾年
[00:14:37.000 --> 00:14:39.000]  有很多浮屍
[00:14:39.000 --> 00:14:41.000]  很多大陸人來
[00:14:41.000 --> 00:14:44.000]  那些不信耶穌的人
[00:14:44.000 --> 00:14:46.000]  有福利部
[00:14:47.000 --> 00:14:49.000]  二十幾個大陸的
[00:14:49.000 --> 00:14:51.000]  不信耶穌的人進來
[00:14:51.000 --> 00:14:53.000]  他就坐下來
[00:14:53.000 --> 00:14:55.000]  聽我說
[00:14:55.000 --> 00:14:57.000]  上帝的拯救
[00:14:57.000 --> 00:14:59.000]  快點認罪
[00:14:59.000 --> 00:15:01.000]  我講另外一篇廣章
[00:15:01.000 --> 00:15:03.000]  是我未曾寫過的
[00:15:03.000 --> 00:15:05.000]  講完之後
[00:15:05.000 --> 00:15:07.000]  有沒有人信耶穌
[00:15:07.000 --> 00:15:09.000]  那二十幾人
[00:15:09.000 --> 00:15:11.000]  立即信耶穌走到前面
[00:15:11.000 --> 00:15:14.000]  你知道我當時怎樣嗎
[00:15:16.000 --> 00:15:18.000]  那些毛管都動起來了
[00:15:18.000 --> 00:15:20.000]  哇 神啊
[00:15:20.000 --> 00:15:22.000]  你真的在我中間
[00:15:22.000 --> 00:15:25.000]  你不准我講神事愛
[00:15:25.000 --> 00:15:28.000]  你要我講神的拯救
[00:15:28.000 --> 00:15:30.000]  信耶穌得永生
[00:15:30.000 --> 00:15:32.000]  這個是第二個神
[00:15:32.000 --> 00:15:35.000]  第三個神職
[00:15:35.000 --> 00:15:37.000]  在筲箕灣是怎樣的呢
[00:15:37.000 --> 00:15:40.000]  我知道筲箕灣還有很多
[00:15:40.000 --> 00:15:42.000]  二嫂等等
[00:15:42.000 --> 00:15:44.000]  水上人
[00:15:45.000 --> 00:15:46.000]  突然間打電話來
[00:15:46.000 --> 00:15:48.000]  陳牧師
[00:15:48.000 --> 00:15:50.000]  晚上打電話
[00:15:50.000 --> 00:15:51.000]  九點鐘打電話來
[00:15:51.000 --> 00:15:54.000]  我流牙血了
[00:15:54.000 --> 00:15:55.000]  阿馬
[00:15:55.000 --> 00:15:57.000]  你知道誰是阿馬嗎
[00:15:57.000 --> 00:15:59.000]  知道吧
[00:15:59.000 --> 00:16:00.000]  阿馬說
[00:16:00.000 --> 00:16:02.000]  陳牧師我流牙血了
[00:16:02.000 --> 00:16:05.000]  我從早上流牙血到現在
[00:16:05.000 --> 00:16:07.000]  我說是嗎
[00:16:07.000 --> 00:16:10.000]  你快點去找牙醫吧
[00:16:10.000 --> 00:16:12.000]  我介紹鄭君沛的牙醫
[00:16:12.000 --> 00:16:14.000]  不用了 我要你們
[00:16:15.000 --> 00:16:17.000]  你來給我止血
[00:16:17.000 --> 00:16:21.000]  如果你是牧師怎麼辦
[00:16:21.000 --> 00:16:24.000]  我說我不懂得止血
[00:16:24.000 --> 00:16:26.000]  我說
[00:16:26.000 --> 00:16:29.000]  鄭醫生教我
[00:16:29.000 --> 00:16:32.000]  你找個茶包
[00:16:32.000 --> 00:16:34.000]  放在牙裡
[00:16:34.000 --> 00:16:35.000]  咬緊它
[00:16:35.000 --> 00:16:37.000]  這樣就止血了
[00:16:37.000 --> 00:16:39.000]  不行
[00:16:39.000 --> 00:16:41.000]  我咬過幾個茶包都不行
[00:16:41.000 --> 00:16:43.000]  你快點來
[00:16:44.000 --> 00:16:46.000]  我做牧師不可以不來
[00:16:46.000 --> 00:16:49.000]  我腳都軟了
[00:16:49.000 --> 00:16:50.000]  我馬上祈禱
[00:16:50.000 --> 00:16:51.000]  神啊
[00:16:51.000 --> 00:16:53.000]  你在哪裡
[00:16:53.000 --> 00:16:56.000]  主耶穌啊
[00:16:56.000 --> 00:16:57.000]  你和我去吧
[00:16:57.000 --> 00:16:59.000]  於是我和師母
[00:16:59.000 --> 00:17:00.000]  馬上
[00:17:00.000 --> 00:17:02.000]  那時候師母有車
[00:17:02.000 --> 00:17:05.000]  師母是
[00:17:05.000 --> 00:17:07.000]  很有錢的師母
[00:17:07.000 --> 00:17:08.000]  她有自己
[00:17:08.000 --> 00:17:13.000]  很少人有汽車
[00:17:13.000 --> 00:17:15.000]  她自己有一輛私家車
[00:17:15.000 --> 00:17:18.000]  她馬上駕我去
[00:17:18.000 --> 00:17:20.000]  去到西灣
[00:17:20.000 --> 00:17:22.000]  去到那個
[00:17:22.000 --> 00:17:27.000]  整班水上的弟兄姊妹
[00:17:27.000 --> 00:17:28.000]  很有趣的
[00:17:28.000 --> 00:17:31.000]  你見過水上人嗎
[00:17:31.000 --> 00:17:34.000]  我來到筲箕灣港道
[00:17:34.000 --> 00:17:35.000]  第一次港道
[00:17:35.000 --> 00:17:37.000]  如果有時間告訴我
[00:17:37.000 --> 00:17:39.000]  我會告訴你
[00:17:39.000 --> 00:17:42.000]  我第一次來筲箕灣港道
[00:17:43.000 --> 00:17:44.000]  我蹲下來看看
[00:17:44.000 --> 00:17:46.000]  沒有腳
[00:17:46.000 --> 00:17:49.000]  每張椅子都沒有腳
[00:17:49.000 --> 00:17:52.000]  原來那些水上的弟兄姊妹
[00:17:52.000 --> 00:17:54.000]  把腳放在椅子上
[00:17:54.000 --> 00:17:56.000]  留一隻拖鞋在那裡
[00:17:56.000 --> 00:18:00.000]  怎麼辦
[00:18:00.000 --> 00:18:02.000]  我們以後都不用坐在地上了
[00:18:02.000 --> 00:18:05.000]  我去到的時候
[00:18:05.000 --> 00:18:07.000]  有三層屋架床
[00:18:07.000 --> 00:18:09.000]  住滿的
[00:18:09.000 --> 00:18:10.000]  坐滿的
[00:18:10.000 --> 00:18:11.000]  睡滿的
[00:18:11.000 --> 00:18:12.000]  都是水上的弟兄姊妹
[00:18:13.000 --> 00:18:14.000]  因為那時候
[00:18:14.000 --> 00:18:15.000]  他們是賣街
[00:18:15.000 --> 00:18:18.000]  拿完魚回來
[00:18:18.000 --> 00:18:20.000]  我說的術語是賣街
[00:18:20.000 --> 00:18:23.000]  他就在那裡
[00:18:23.000 --> 00:18:25.000]  整間屋都是魚香味
[00:18:25.000 --> 00:18:27.000]  中間有個碗
[00:18:27.000 --> 00:18:30.000]  那碗有一碗血
[00:18:30.000 --> 00:18:34.000]  是阿媽流出來的血
[00:18:34.000 --> 00:18:40.000]  穆斯尼
[00:18:40.000 --> 00:18:42.000]  我還在流血
[00:18:44.000 --> 00:18:45.000]  那我怎麼辦
[00:18:45.000 --> 00:18:46.000]  你祈禱吧
[00:18:46.000 --> 00:18:48.000]  我祈禱
[00:18:48.000 --> 00:18:49.000]  我心想
[00:18:49.000 --> 00:18:50.000]  可以祈禱嗎
[00:18:50.000 --> 00:18:52.000]  你祈禱吧
[00:18:52.000 --> 00:18:56.000]  我真的很誠心地祈禱
[00:18:56.000 --> 00:18:59.000]  主啊
[00:18:59.000 --> 00:19:01.000]  你說你是護著
[00:19:01.000 --> 00:19:03.000]  你說
[00:19:03.000 --> 00:19:05.000]  你未曾祈禱以前
[00:19:05.000 --> 00:19:07.000]  你已經知道
[00:19:07.000 --> 00:19:09.000]  你說
[00:19:09.000 --> 00:19:11.000]  你未曾祈禱
[00:19:11.000 --> 00:19:13.000]  我已經幫你成就
[00:19:13.000 --> 00:19:16.000]  求你給我信心
[00:19:16.000 --> 00:19:19.000]  信得過
[00:19:19.000 --> 00:19:20.000]  不是醫療
[00:19:20.000 --> 00:19:23.000]  是信得過你護著
[00:19:23.000 --> 00:19:25.000]  於是我
[00:19:25.000 --> 00:19:27.000]  我說阿媽
[00:19:27.000 --> 00:19:30.000]  我祈禱
[00:19:30.000 --> 00:19:31.000]  有信心
[00:19:31.000 --> 00:19:32.000]  你也要
[00:19:32.000 --> 00:19:34.000]  阿媽說
[00:19:34.000 --> 00:19:35.000]  是啊
[00:19:35.000 --> 00:19:37.000]  我就有信心才叫你來
[00:19:37.000 --> 00:19:39.000]  於是我們兩個人祈禱
[00:19:40.000 --> 00:19:42.000]  我真的很大件事
[00:19:42.000 --> 00:19:44.000]  感謝主
[00:19:44.000 --> 00:19:45.000]  一開聲
[00:19:45.000 --> 00:19:48.000]  哎呀
[00:19:48.000 --> 00:19:49.000]  沒有了
[00:19:49.000 --> 00:19:50.000]  沒有流血了
[00:19:50.000 --> 00:19:53.000]  我們唱贊美詩
[00:19:53.000 --> 00:19:54.000]  贊美詩
[00:19:54.000 --> 00:19:56.000]  我們唱贊美詩
[00:19:56.000 --> 00:19:57.000]  弟兄姊妹
[00:19:57.000 --> 00:19:59.000]  我所見過的
[00:19:59.000 --> 00:20:01.000]  微小的記號
[00:20:01.000 --> 00:20:04.000]  你信
[00:20:04.000 --> 00:20:07.000]  今天我們所讀的聖經
[00:20:07.000 --> 00:20:09.000]  馬可福音
[00:20:10.000 --> 00:20:11.000]  最後一章
[00:20:11.000 --> 00:20:14.000]  第十五到十九節
[00:20:14.000 --> 00:20:17.000]  我們再讀一次
[00:20:17.000 --> 00:20:19.000]  馬可福音
[00:20:19.000 --> 00:20:21.000]  第十六章
[00:20:21.000 --> 00:20:23.000]  最後一節
[00:20:23.000 --> 00:20:26.000]  信而受朕
[00:20:26.000 --> 00:20:31.000]  他有對他們說令王保天下去
[00:20:31.000 --> 00:20:33.000]  全福音給萬民聽
[00:20:33.000 --> 00:20:37.000]  信而受朕的必然得救
[00:20:38.000 --> 00:20:40.000]  不信的必被定罪
[00:20:40.000 --> 00:20:44.000]  信的人必有神蹟隨著他們
[00:20:44.000 --> 00:20:46.000]  就是奉我的名
[00:20:46.000 --> 00:20:47.000]  趕鬼
[00:20:47.000 --> 00:20:50.000]  偶然下石
[00:20:50.000 --> 00:20:53.000]  也必不受害
[00:20:53.000 --> 00:20:55.000]  守案病人
[00:20:55.000 --> 00:20:57.000]  病人就必好了
[00:20:57.000 --> 00:21:00.000]  主耶穌和他們說了這話
