
[00:00:00.000 --> 00:00:04.320]  又要和大家繼續說天國的比喻
[00:01:31.520 --> 00:01:34.800]  就將我們的寶貝都放進去
[00:01:34.800 --> 00:01:36.360]  古代沒有的
[00:01:36.360 --> 00:01:38.680]  古代的人怎樣辦
[00:01:38.680 --> 00:01:41.160]  他們就在地上掘一個洞
[00:01:41.160 --> 00:01:44.440]  然後就將他們的寶貝放進去
[00:01:44.440 --> 00:01:47.000]  我們聽起來好像很無稽
[00:01:47.000 --> 00:01:49.880]  其實古代真的這樣做
[00:01:49.880 --> 00:01:53.320]  令我想起在《針研》二章四節
[00:01:53.320 --> 00:01:56.320]  說尋求智慧和聰明
[00:01:56.320 --> 00:02:03.920]  就好像有人去尋找這些隱藏的珍寶一樣
[00:02:03.920 --> 00:02:06.000]  如果我們記得的話
[00:02:06.000 --> 00:02:09.600]  耶穌基督在《馬太福音》二十五章十四節
[00:02:09.600 --> 00:02:13.560]  也說了一個另外有關天國的比喻
[00:02:13.560 --> 00:02:18.120]  他說天國好像有一個主人要去旅行了
[00:02:18.120 --> 00:02:20.680]  他就叫了他的僕人來
[00:02:20.680 --> 00:02:23.440]  然後就將他的財產
[00:02:23.440 --> 00:02:28.640]  就照著這些僕人的財綱來分給他們
[00:02:28.640 --> 00:02:32.040]  要他們去幫他做買賣
[00:02:32.040 --> 00:02:34.960]  有人分到有五千兩
[00:02:34.960 --> 00:02:37.800]  他就去賺了五千兩做買賣
[00:02:37.800 --> 00:02:39.680]  有人分到二千兩
[00:02:39.680 --> 00:02:42.000]  他就賺了二千兩
[00:02:42.000 --> 00:02:44.000]  也有人分到一千兩
[00:02:44.000 --> 00:02:46.080]  分到一千兩那個怎樣
[00:02:46.080 --> 00:02:50.000]  就去掘個洞埋了一千兩進去
[00:02:50.000 --> 00:02:52.120]  就是今天我們所說的
[00:02:52.120 --> 00:02:54.520]  這一種藏寶的辦法
[00:02:54.520 --> 00:02:57.600]  這個人是怕著他做生意會失敗
[00:02:57.600 --> 00:02:59.400]  會虧了一些錢
[00:02:59.400 --> 00:03:00.720]  最好的辦法是怎樣
[00:03:00.720 --> 00:03:02.080]  藏在地上
[00:03:02.080 --> 00:03:03.080]  主人回來
[00:03:03.080 --> 00:03:06.000]  我就給他一千兩
[00:03:06.000 --> 00:03:07.760]  結果主人罵他
[00:03:07.760 --> 00:03:09.520]  還將他趕了出去
[00:03:09.520 --> 00:03:14.800]  在黑暗的地方哀哭切齒
[00:03:14.800 --> 00:03:19.960]  Josephus也是一個猶太人的歷史學家
[00:03:19.960 --> 00:03:22.040]  他也說過
[00:03:22.040 --> 00:03:25.000]  他說古代的人真的是這樣的
[00:03:25.000 --> 00:03:27.080]  猶太人當他們打仗的時候
[00:03:27.080 --> 00:03:29.880]  尤其是喜歡將他們的寶貝
[00:03:29.880 --> 00:03:31.680]  將他們的金銀財寶
[00:03:31.680 --> 00:03:34.080]  藏在地上
[00:03:34.080 --> 00:03:36.240]  兵荒馬亂打仗的時候
[00:03:36.240 --> 00:03:37.520]  很容易被一些兵走過來
[00:03:37.520 --> 00:03:39.880]  在我家裡搶了我的東西
[00:03:39.880 --> 00:03:43.320]  所以將這些寶貝埋藏在地上
[00:03:43.320 --> 00:03:46.800]  Josephus這個歷史學家也是這樣說
[00:03:46.800 --> 00:03:49.840]  另外有一個人叫做W.M.Thompson
[00:03:49.840 --> 00:03:53.400]  作了一本書叫做《The Land and the Book》
[00:03:53.400 --> 00:03:54.400]  在這本書裡面
[00:03:54.400 --> 00:03:57.480]  他說他自己曾經親力
[00:03:57.480 --> 00:04:01.240]  見到有七個尋寶的人
[00:04:01.240 --> 00:04:07.440]  有人真的去以色列地方尋寶
[00:04:07.440 --> 00:04:09.040]  這班人就是
[00:04:09.040 --> 00:04:13.600]  他們去馬其頓的西頓尋寶
[00:04:13.600 --> 00:04:17.720]  去到一個地方叫做相思樹的街
[00:04:17.720 --> 00:04:19.640]  我不知道在哪裡
[00:04:19.640 --> 00:04:23.560]  很明顯有一個地方有很多相思樹
[00:04:23.560 --> 00:04:25.680]  就是出名叫做相思樹的街
[00:04:25.680 --> 00:04:28.720]  找到好幾個銅罐
[00:04:28.720 --> 00:04:31.560]  銅罐裡面裝滿了金幣
[00:04:31.560 --> 00:04:35.280]  這些金幣都是亞歷山大大帝時期的金幣
[00:04:35.280 --> 00:04:39.240]  和亞歷山大大帝的父親時期的金幣
[00:04:39.240 --> 00:04:41.480]  這七個尋寶的人開心了
[00:04:41.480 --> 00:04:42.520]  找到這些寶藏
[00:04:42.520 --> 00:04:44.920]  這次還不發達
[00:04:44.920 --> 00:04:48.320]  高興到大叫歡呼
[00:04:48.320 --> 00:04:50.320]  還有一個好像暈倒了
[00:04:50.320 --> 00:04:53.480]  高興到突然間暈倒了
[00:04:53.480 --> 00:04:57.200]  結果驚動了馬其頓的政府
[00:04:57.200 --> 00:04:58.960]  馬其頓的政府來看看
[00:04:58.960 --> 00:05:04.000]  哦 這些是屬於國家的國寶
[00:05:04.000 --> 00:05:06.080]  你們不能拿的
[00:05:06.080 --> 00:05:13.200]  這是原來馬其頓知道亞歷山大大帝突然間暴斃去世
[00:05:13.200 --> 00:05:15.400]  怕著會有暴亂出現
[00:05:15.400 --> 00:05:20.400]  於是將那些金幣藏在銅罐裡
[00:05:20.400 --> 00:05:21.880]  埋在地上
[00:05:21.880 --> 00:05:23.920]  讓這班人找到出來
[00:05:23.920 --> 00:05:26.720]  結果他們打草驚蛇
[00:05:26.720 --> 00:05:31.200]  一個錢都拿不到
[00:05:31.200 --> 00:05:38.680]  我剛才說過有很多牧師 解經家都有解過這個比喻
[00:05:38.680 --> 00:05:40.480]  但都是解錯了
[00:05:40.480 --> 00:05:47.920]  通常解錯就是解釋這個尋寶人是我們的信徒
[00:05:47.920 --> 00:05:49.880]  是我們的基督徒
[00:05:49.880 --> 00:05:52.480]  相信大家都聽過這種解釋
[00:05:52.480 --> 00:05:56.720]  當一個基督徒 一個信徒找到耶穌基督之後
[00:05:56.720 --> 00:06:02.720]  就變賣一切 放棄一切來跟隨耶穌基督
[00:06:02.720 --> 00:06:05.120]  這是通常的解釋
[00:06:05.120 --> 00:06:08.560]  這個解釋不是憑空想像
[00:06:08.560 --> 00:06:10.480]  是有聖經根據的
[00:06:10.480 --> 00:06:13.840]  如果我們看到保羅在羅馬書十二章一節
[00:06:13.840 --> 00:06:14.960]  真是說
[00:06:14.960 --> 00:06:19.720]  「所以弟兄們 我以神的慈悲勸你們
[00:06:19.720 --> 00:06:22.160]  將身體獻上 當作活祭
[00:06:22.160 --> 00:06:24.920]  是聖潔的 是神所喜悅的
[00:06:24.920 --> 00:06:28.560]  你們如此侍奉乃是理所當然的」
[00:06:28.560 --> 00:06:33.760]  保羅叫我們要將自己獻上 當作活祭
[00:06:33.760 --> 00:06:36.120]  在菲勒比書三章八節
[00:06:36.120 --> 00:06:39.760]  保羅說自己願意放棄一切
[00:06:39.760 --> 00:06:42.640]  「我又將萬事當作有損
[00:06:42.640 --> 00:06:46.920]  因我已認識我主基督耶穌為至寶
[00:06:46.920 --> 00:06:50.800]  我為他已經凋棄萬事 看作糞土
[00:06:50.800 --> 00:06:53.040]  為要得著基督」
[00:06:53.040 --> 00:06:56.360]  這還不是我們說的比喻?
[00:06:56.360 --> 00:07:01.280]  「萬事看作糞土 為要得著基督」
[00:07:01.280 --> 00:07:03.960]  聽起來真是很有理由
[00:07:03.960 --> 00:07:07.000]  但當我們再去想深一層時
[00:07:07.000 --> 00:07:10.520]  就發覺這樣的解釋有很大的問題
[00:07:10.520 --> 00:07:13.280]  有很多不合理的地方
[00:07:13.280 --> 00:07:16.280]  第一個不合理的地方是
[00:07:16.280 --> 00:07:18.800]  他們說耶穌是寶藏
[00:07:18.800 --> 00:07:21.440]  但耶穌不是隱蔽的
[00:07:21.440 --> 00:07:26.480]  耶穌是世界上可以說得知名度最高的人
[00:07:26.480 --> 00:07:28.600]  祂不是隱蔽的
[00:07:28.600 --> 00:07:30.760]  第二 如果耶穌是寶藏
[00:07:30.760 --> 00:07:32.920]  我們找到耶穌
[00:07:32.920 --> 00:07:36.400]  就放棄一切跟隨祂的話
[00:07:36.400 --> 00:07:37.920]  如果耶穌是寶藏
[00:07:37.920 --> 00:07:41.920]  那就變成我們要尋求這個寶藏
[00:07:41.920 --> 00:07:43.480]  聖經說
[00:07:43.480 --> 00:07:48.280]  一個罪人能否找到耶穌基督?
[00:07:48.280 --> 00:07:51.920]  羅馬書三章十至十一節怎說?
[00:07:51.920 --> 00:07:53.480]  「就如經上所記
[00:07:53.480 --> 00:07:56.080]  沒有二人 連一個也沒有
[00:07:56.080 --> 00:07:59.600]  沒有明白的 沒有尋求神的」
[00:07:59.600 --> 00:08:02.800]  連一個尋求神的人都沒有
[00:08:02.800 --> 00:08:05.600]  我們怎能找到這個寶藏?
[00:08:05.600 --> 00:08:09.280]  我們怎能靠自己找到耶穌基督?
[00:08:09.280 --> 00:08:11.960]  聖經告訴我們剛剛相反
[00:08:11.960 --> 00:08:14.480]  不是我們去尋求耶穌基督
[00:08:14.480 --> 00:08:18.280]  是耶穌基督來尋找失喪的人
[00:08:18.280 --> 00:08:21.320]  就如在路加福音十九章十節說
[00:08:21.320 --> 00:08:27.320]  「人子來為要尋找拯救失喪的人」
[00:08:27.320 --> 00:08:29.160]  不是我們去找耶穌基督
[00:08:29.160 --> 00:08:32.160]  是耶穌基督來找我們
[00:08:32.160 --> 00:08:34.520]  第三個問題
[00:08:34.520 --> 00:08:37.400]  耶穌基督是無價的
[00:08:37.400 --> 00:08:40.200]  救恩是無價的
[00:08:40.200 --> 00:08:43.160]  不是我們有什麼值得放棄
[00:08:43.160 --> 00:08:45.720]  來追求耶穌基督
[00:08:45.720 --> 00:08:48.880]  二弗所書二章八至九節說
[00:08:48.880 --> 00:08:51.240]  「你們得救是本乎因
[00:08:51.240 --> 00:08:52.560]  也因著信
[00:08:52.560 --> 00:08:56.000]  這並不是出於自己乃是神所賜的
[00:08:56.000 --> 00:09:00.000]  也不是出於行為免得有人自誇」
[00:09:00.000 --> 00:09:03.960]  救恩不是買得到的
[00:09:03.960 --> 00:09:05.960]  救恩是禮物來的
[00:09:05.960 --> 00:09:07.400]  是神賜給我們
[00:09:07.400 --> 00:09:09.720]  救恩是恩典來的
[00:09:09.720 --> 00:09:12.440]  如果禮物是恩典的話
[00:09:12.440 --> 00:09:17.040]  就不是我們能夠買得到
[00:09:17.040 --> 00:09:21.280]  第四個問題是什麼
[00:09:21.280 --> 00:09:23.640]  第四個問題
[00:09:23.640 --> 00:09:26.240]  注意到英文說什麼
[00:09:26.240 --> 00:09:29.360]  這個人找到寶藏之後
[00:09:29.360 --> 00:09:32.640]  他去買了塊地
[00:09:32.640 --> 00:09:35.200]  啊?買了塊地?
[00:09:35.200 --> 00:09:37.120]  如果寶藏是耶穌基督
[00:09:37.120 --> 00:09:40.120]  那塊地是什麼?
[00:09:40.120 --> 00:09:42.840]  在《馬太福音》十三章三十八節
[00:09:42.840 --> 00:09:45.480]  第二個比喻的時候說得很清楚
[00:09:45.480 --> 00:09:47.920]  物質和敗質的比喻
[00:09:47.920 --> 00:09:51.440]  地是代表世界
[00:09:51.440 --> 00:09:53.440]  大件事了
[00:09:53.440 --> 00:09:59.160]  快點去找到耶穌基督你已經買了的世界
[00:09:59.160 --> 00:10:01.400]  聖經的教導是剛剛相反的
[00:10:01.400 --> 00:10:03.680]  《馬太福音》十六章二十六節
[00:10:03.680 --> 00:10:05.840]  「人若賺得全世界
[00:10:05.840 --> 00:10:09.040]  賠上自己的生命有什麼益處呢?
[00:10:09.040 --> 00:10:12.440]  人還能拿什麼換生命呢?」
[00:10:12.440 --> 00:10:14.880]  聖經說的剛剛相反
[00:10:14.880 --> 00:10:17.080]  你不要賺了整個世界
[00:10:17.080 --> 00:10:19.320]  你會喪失你的生命
[00:10:19.320 --> 00:10:21.960]  沒理由找到耶穌基督之後
[00:10:21.960 --> 00:10:24.400]  要去買世界回來
[00:10:24.400 --> 00:10:25.440]  很奇怪
[00:10:25.440 --> 00:10:28.160]  如果這樣解釋就非常奇怪
[00:10:28.160 --> 00:10:32.160]  最後這個人找到寶藏之後
[00:10:32.160 --> 00:10:36.080]  立刻把寶藏藏在地上
[00:10:36.080 --> 00:10:40.880]  咦?找到耶穌基督很快就藏起來了
[00:10:40.880 --> 00:10:44.760]  怪不得這麼多人不會去跟別人傳福音
[00:10:44.760 --> 00:10:48.360]  可能是看了這個比喻解錯了
[00:10:48.360 --> 00:10:51.080]  把耶穌基督藏在地上
[00:10:51.080 --> 00:10:54.880]  找到耶穌基督是跟別人分享的
[00:10:54.880 --> 00:10:58.360]  為什麼會把耶穌基督藏在地上
[00:10:58.360 --> 00:11:00.080]  有五個很大的問題
[00:11:00.080 --> 00:11:01.400]  如果我們解釋
[00:11:01.400 --> 00:11:04.080]  尋寶人就是我們的基督徒
[00:11:04.080 --> 00:11:05.720]  就是信徒
[00:11:05.720 --> 00:11:07.440]  但是一般的神學家
[00:11:07.440 --> 00:11:10.720]  一般的牧師都會怎麼說呢?
[00:11:10.720 --> 00:11:13.000]  不要理那麼多
[00:11:13.000 --> 00:11:15.480]  比喻只有一個信息
[00:11:15.480 --> 00:11:17.320]  這個信息就是基督徒
[00:11:17.320 --> 00:11:19.960]  找到耶穌基督就放棄一切
[00:11:19.960 --> 00:11:22.760]  其他的東西你五點、六點、七點、八點
[00:11:22.760 --> 00:11:24.600]  全部不要理它
[00:11:24.600 --> 00:11:28.480]  這是一般牧師的解釋
[00:11:28.480 --> 00:11:30.680]  也有人說
[00:11:30.680 --> 00:11:34.960]  這個寶藏不是耶穌基督是福音
[00:11:34.960 --> 00:11:37.360]  福音
[00:11:37.360 --> 00:11:39.480]  最初是不明白福音
[00:11:39.480 --> 00:11:45.320]  後來明白了就放棄一切來追求
[00:11:45.320 --> 00:11:50.200]  但這個也不是說沒有聖經根據
[00:11:50.200 --> 00:11:54.280]  聖經真的把神的話語和寶藏來比較
[00:11:54.280 --> 00:11:55.880]  有很多經文
[00:11:55.880 --> 00:11:58.000]  好像《雌篇》、《十九篇》、《十節》
[00:11:58.000 --> 00:12:01.400]  耶和華的道理潔淨傳到永遠
[00:12:01.400 --> 00:12:04.400]  耶和華的典章真實
[00:12:04.400 --> 00:12:08.320]  傳言公義都比金紙可羨慕
[00:12:08.320 --> 00:12:11.240]  且比極多的精金可羨慕
[00:12:11.240 --> 00:12:16.800]  比蜜金田且比瘋狂下敵的蜜金田
[00:12:16.800 --> 00:12:24.000]  哇!原來神的道比精金更好
[00:12:24.000 --> 00:12:28.080]  在《尊賢三章》十三至十五節也說
[00:12:28.080 --> 00:12:32.480]  得智慧、得聰明、得到神話語的
[00:12:32.480 --> 00:12:34.440]  這人便為有福
[00:12:34.440 --> 00:12:37.000]  因得智慧勝過銀紙
[00:12:37.000 --> 00:12:39.400]  其利益強如精金
[00:12:39.400 --> 00:12:41.280]  比珍珠寶貴
[00:12:41.280 --> 00:12:45.480]  你一切所喜愛的都不足與比較
[00:12:45.480 --> 00:12:49.240]  神的話語又好像是銀紙、精金
[00:12:49.240 --> 00:12:50.360]  甚至是珍珠
[00:12:50.360 --> 00:12:53.480]  下一次會和大家講珍珠的比喻
[00:12:53.480 --> 00:12:55.600]  真的有這樣的比較
[00:12:55.600 --> 00:12:58.800]  雖然不是憑空想像
[00:12:58.800 --> 00:13:06.960]  但無論你的解釋寶藏是耶穌基督還是福音
[00:13:06.960 --> 00:13:08.800]  都是換湯不換藥
[00:13:08.800 --> 00:13:16.080]  前面講的五點問題仍然存在
[00:13:16.080 --> 00:13:17.560]  而且重點
[00:13:17.560 --> 00:13:24.920]  如果你說寶藏是耶穌基督或者是福音
[00:13:24.920 --> 00:13:27.480]  而尋寶的人是我們的話
[00:13:27.480 --> 00:13:30.440]  便會有一個很尷尬的場面出現
[00:13:30.440 --> 00:13:34.800]  好像耶穌基督在教我們一些不太道德的東西
[00:13:34.800 --> 00:13:37.040]  耶穌基督在教我們什麼?
[00:13:37.040 --> 00:13:38.680]  好像我們經常說
[00:13:38.680 --> 00:13:41.000]  地上撿到寶又怎樣?
[00:13:41.000 --> 00:13:44.440]  問天問地都拿不到
[00:13:44.440 --> 00:13:46.880]  千萬不要出聲
[00:13:46.880 --> 00:13:48.160]  你出聲又怎樣?
[00:13:48.160 --> 00:13:51.920]  好像剛才馬其頓那七個尋寶的人
[00:13:51.920 --> 00:13:53.440]  沒有了
[00:13:53.440 --> 00:13:54.360]  不要出聲又怎樣?
[00:13:54.360 --> 00:13:57.440]  偷偷地去買了那塊地
[00:13:57.440 --> 00:13:59.760]  那寶藏就屬於你了
[00:13:59.760 --> 00:14:02.000]  為什麼買了地寶藏屬於你?
[00:14:02.000 --> 00:14:05.000]  原來猶太人的律例說
[00:14:05.000 --> 00:14:09.640]  如果在屬於你的田地找到寶藏的話
[00:14:09.640 --> 00:14:13.240]  寶藏是屬於地主
[00:14:13.240 --> 00:14:15.400]  所以你買了那塊地
[00:14:15.400 --> 00:14:19.720]  那就是名正言順的寶藏屬於你了
[00:14:19.720 --> 00:14:21.400]  所以這些人這樣解經
[00:14:21.400 --> 00:14:23.840]  不是沒有道德的
[00:14:23.840 --> 00:14:25.320]  沒有道德又怎樣?
[00:14:25.320 --> 00:14:27.320]  找到寶藏就拿走了
[00:14:27.320 --> 00:14:30.520]  埋在地上再去買那塊地做什麼?
[00:14:30.520 --> 00:14:33.080]  你以為是傻的嗎?
[00:14:33.080 --> 00:14:36.040]  你聽到都覺得不太像
[00:14:36.040 --> 00:14:37.960]  但多數人都會怎樣?
[00:14:37.960 --> 00:14:40.080]  拿了寶藏就走了
[00:14:40.080 --> 00:14:43.160]  有誰會將寶藏埋在地上
[00:14:43.160 --> 00:14:44.560]  然後去買那塊地
[00:14:44.560 --> 00:14:46.400]  很奇怪的事
[00:14:46.400 --> 00:14:50.160]  我也為了這件事做了很多查考
[00:14:50.160 --> 00:14:52.840]  查看是不是真的猶太人說
[00:14:52.840 --> 00:14:55.880]  在你的地上找到寶藏就屬於你
[00:14:55.880 --> 00:14:59.920]  有一本書叫《A Rabbi Looks at Jesus' Parables》
[00:14:59.920 --> 00:15:03.120]  是由一個拉比的角眼光來看
[00:15:03.120 --> 00:15:05.960]  耶穌基督的比喻
[00:15:05.960 --> 00:15:07.560]  根據這本書說什麼?
[00:15:07.560 --> 00:15:09.640]  原來猶太人的律法
[00:15:09.640 --> 00:15:15.000]  是在你的地上找到寶藏就是屬於你
[00:15:15.000 --> 00:15:19.520]  但在道德上你仍然有些事情要做
[00:15:19.520 --> 00:15:21.680]  如果寶藏不是屬於你的
[00:15:21.680 --> 00:15:26.360]  你要打鑼去找這個寶藏的主人
[00:15:26.360 --> 00:15:29.120]  可能是上一手的主人留在這裡
[00:15:29.120 --> 00:15:33.280]  也可能是前一手的主人將寶藏留在這裡
[00:15:33.280 --> 00:15:35.440]  有些主人留在這裡忘記了
[00:15:35.440 --> 00:15:37.480]  你要打鑼去找他
[00:15:37.480 --> 00:15:40.920]  如果這個寶藏的主人死了
[00:15:40.920 --> 00:15:42.200]  找不到了
[00:15:42.200 --> 00:15:44.960]  那這個寶藏才是屬於你的
[00:15:44.960 --> 00:15:47.680]  所以從這裡來看
[00:15:47.680 --> 00:15:52.400]  這個教導似乎是在教我們做一些不太道德的事情
[00:15:52.400 --> 00:15:54.080]  不出聲不告訴別人
[00:15:54.080 --> 00:15:56.240]  買了那塊地
[00:15:56.240 --> 00:15:59.080]  就拿了寶藏
[00:15:59.080 --> 00:16:01.680]  解經家又會怎麼說呢?
[00:16:01.680 --> 00:16:03.160]  不要管那麼多
[00:16:03.160 --> 00:16:05.920]  總之比喻就是一個信息
[00:16:05.920 --> 00:16:11.200]  就是一個基督徒找到了耶穌基督
[00:16:11.200 --> 00:16:13.880]  就放棄一切
[00:16:13.880 --> 00:16:17.080]  但我們不需要這樣來解經
[00:16:17.080 --> 00:16:19.000]  有一個更加合理
[00:16:19.000 --> 00:16:21.440]  有一個更加好的解釋的辦法
[00:16:21.440 --> 00:16:22.600]  是什麼?
[00:16:22.600 --> 00:16:25.360]  尋寶人不是我們
[00:16:25.360 --> 00:16:27.760]  不要那麼抬高自己
[00:16:27.760 --> 00:16:29.520]  尋寶人不是我們
[00:16:29.520 --> 00:16:33.200]  尋寶人是耶穌基督
[00:16:33.200 --> 00:16:36.400]  一切都是屬於耶穌基督的這個世界
[00:16:36.400 --> 00:16:39.680]  耶穌基督找到寶藏據為己有
[00:16:39.680 --> 00:16:41.760]  合情合理
[00:16:41.760 --> 00:16:44.840]  完全沒有道德上的問題
[00:16:44.840 --> 00:16:50.800]  而且耶穌基督是願意為寶藏付出一切
[00:16:50.800 --> 00:16:53.640]  問題就來了
[00:16:53.640 --> 00:16:56.040]  尋寶人是耶穌基督
[00:16:56.040 --> 00:16:59.320]  寶藏是什麼?
[00:16:59.320 --> 00:17:00.680]  這裡又有誤解
[00:17:00.680 --> 00:17:04.600]  所以我說有很多人誤解聖經
[00:17:04.600 --> 00:17:08.000]  這些人說尋寶者是耶穌基督
[00:17:08.000 --> 00:17:11.360]  但寶藏是以色列
[00:17:11.360 --> 00:17:12.840]  為什麼是以色列?
[00:17:12.840 --> 00:17:15.880]  他們說以色列是神的寶藏
[00:17:15.880 --> 00:17:17.760]  這些是有聖經根據的
[00:17:17.760 --> 00:17:20.800]  《創世紀》十二章一至三節
[00:17:20.800 --> 00:17:24.160]  我們見到神與伯蘭說
[00:17:24.160 --> 00:17:27.640]  「我必叫你成為大國
[00:17:27.640 --> 00:17:29.720]  凡祝福你的我就祝福他
[00:17:29.720 --> 00:17:33.160]  凡詛咒你的我就詛咒他
[00:17:33.160 --> 00:17:36.520]  地上的蠻族都要因你得福」
[00:17:36.520 --> 00:17:37.840]  到了出埃及記
[00:17:37.840 --> 00:17:39.560]  神與摩西說什麼?
[00:17:39.560 --> 00:17:43.080]  「如今你們若實在聽從我的話
[00:17:43.080 --> 00:17:44.560]  遵守我的約
[00:17:44.560 --> 00:17:47.640]  就在萬民中作屬我的子民
[00:17:47.640 --> 00:17:49.480]  因為全地都是我的
[00:17:49.480 --> 00:17:53.000]  你們要歸我作祭司的國度
[00:17:53.000 --> 00:17:55.600]  為聖潔的國民」
[00:17:55.600 --> 00:17:58.920]  這些說你要告訴以色列人
[00:17:58.920 --> 00:18:02.600]  神要以色列人成為他聖潔的國民
[00:18:02.600 --> 00:18:05.280]  成為祭司的國度
[00:18:05.280 --> 00:18:08.400]  接著在詩篇一百三十五篇四節
[00:18:08.400 --> 00:18:11.720]  耶和說「揀選瓦國歸自己
[00:18:11.720 --> 00:18:13.680]  他是揀選以色列
[00:18:13.680 --> 00:18:16.320]  特作自己的子民」
[00:18:16.320 --> 00:18:18.400]  所以這些人說
[00:18:18.400 --> 00:18:22.120]  保障很明顯就是以色列
[00:18:22.120 --> 00:18:24.400]  問題是
[00:18:24.400 --> 00:18:26.440]  保障是以色列
[00:18:26.440 --> 00:18:29.480]  為什麼會藏在地下?
[00:18:29.480 --> 00:18:31.760]  這群人又會解釋
[00:18:31.760 --> 00:18:33.240]  他會怎麼解釋?
[00:18:33.240 --> 00:18:37.040]  他說神將以色列放在這個世界
[00:18:37.040 --> 00:18:41.120]  是要來榮耀神的
[00:18:41.120 --> 00:18:43.360]  但是以色列人有沒有這樣做?
[00:18:43.360 --> 00:18:45.760]  使得外邦人都認識神
[00:18:45.760 --> 00:18:47.880]  來到榮耀神 有沒有這樣做?
[00:18:47.880 --> 00:18:49.880]  以色列人沒有這樣做
[00:18:49.880 --> 00:18:52.040]  如果以色列人沒有這樣做
[00:18:52.040 --> 00:18:55.600]  就等於你的保障藏在地下
[00:18:55.600 --> 00:18:59.560]  這就是他們的解釋
[00:18:59.560 --> 00:19:01.240]  另外還有
[00:19:01.240 --> 00:19:02.880]  為什麼
[00:19:02.880 --> 00:19:05.000]  我們說耶穌基督
[00:19:05.000 --> 00:19:07.080]  會為他付出一切
[00:19:07.080 --> 00:19:08.960]  正如這個寶藏
[00:19:08.960 --> 00:19:12.720]  尋寶人找到寶藏之後
[00:19:12.720 --> 00:19:18.640]  歡歡喜喜地購買這個寶藏
[00:19:18.640 --> 00:19:23.080]  所以我們見到在以塞瓦書53章8節經文說
[00:19:23.080 --> 00:19:26.400]  「因受欺壓和審判
[00:19:26.400 --> 00:19:27.720]  他被奪去
[00:19:27.720 --> 00:19:29.880]  至於他同世的人
[00:19:29.880 --> 00:19:32.160]  誰想他受鞭打
[00:19:32.160 --> 00:19:34.120]  從活人之地被剪除
[00:19:34.120 --> 00:19:36.840]  是因我百姓的罪過呢?」
[00:19:36.840 --> 00:19:39.800]  這一節的經文通常是基督徒
[00:19:39.800 --> 00:19:42.800]  說耶穌基督為我們被壓傷
[00:19:42.800 --> 00:19:44.480]  為我們被鞭傷
[00:19:44.480 --> 00:19:46.760]  以致我們得到醫治
[00:19:46.760 --> 00:19:48.280]  是說基督徒
[00:19:48.280 --> 00:19:50.920]  但如果你注意經文的確是說
[00:19:50.920 --> 00:19:53.160]  「因我百姓的罪過」
[00:19:53.160 --> 00:19:54.920]  這裡我不會去爭辯
[00:19:54.920 --> 00:19:58.280]  因為需要很多時間
[00:19:58.280 --> 00:20:01.120]  就是很多人用這一節的經文
[00:20:01.120 --> 00:20:04.240]  說耶穌基督為以色列人
[00:20:04.240 --> 00:20:06.080]  被鞭打被壓傷
[00:20:06.080 --> 00:20:08.000]  付出一切
[00:20:08.000 --> 00:20:10.400]  另外有一節經文很有趣
[00:20:10.400 --> 00:20:14.120]  在約翰福音11章49至51節
[00:20:14.120 --> 00:20:18.280]  說耶穌基督被拉去
[00:20:18.280 --> 00:20:20.320]  快要釘十字架
