
[00:00:00.000 --> 00:00:06.660]  今天進入法靈爲整的第三個課堂的主題
[00:04:27.700 --> 00:04:28.460]  在說什麼呢?
[00:04:28.460 --> 00:04:32.540]  就是那些懶的人很想得到一些東西
[00:04:32.540 --> 00:04:35.460]  懶的人很想得到的東西是什麼?
[00:04:35.460 --> 00:04:39.860]  不用做,就有得喫
[00:04:39.860 --> 00:04:41.820]  喜不喜歡,好不好?
[00:04:41.820 --> 00:04:43.900]  好的舉手
[00:04:43.900 --> 00:04:45.100]  好啊
[00:04:45.100 --> 00:04:47.060]  將來有機會的
[00:04:47.060 --> 00:04:48.340]  做基督徒那些不用怕
[00:04:48.340 --> 00:04:49.620]  暫時就沒有這個機會
[00:04:49.620 --> 00:04:51.620]  小勞多得就當然好
[00:04:51.620 --> 00:04:55.020]  但是聖經又說到一個智慧
[00:04:55.020 --> 00:04:56.980]  你善無也沒有用
[00:04:56.980 --> 00:04:59.620]  因爲你懶就得不到
[00:04:59.620 --> 00:05:01.460]  有理想也不會成功
[00:05:01.460 --> 00:05:03.940]  有誰"嚇"會成功呢?
[00:05:03.940 --> 00:05:06.100]  我就要拜他做師傅
[00:05:06.100 --> 00:05:08.260]  所以"嚇"是不會成功的
[00:05:08.260 --> 00:05:12.300]  只有那些殷勤的人才會得到成功、得到富裕
[00:05:12.300 --> 00:05:13.780]  這個大家都明白
[00:05:13.780 --> 00:05:15.500]  好了,笑完一頓之後
[00:05:15.500 --> 00:05:17.420]  就真的想進入去看看聖經
[00:05:17.420 --> 00:05:21.940]  究竟聖經有些故事其實都和"嚇"有關
[00:05:21.940 --> 00:05:25.940]  我想從這三個故事裏面去探討一下
[00:05:25.940 --> 00:05:32.100]  究竟在"嚇"裏面帶給我們一些什麼的影響
[00:05:32.100 --> 00:05:35.620]  然後透過這些影響的時候如何令我們能夠反省
[00:05:35.620 --> 00:05:36.860]  然後走出來
[00:05:36.860 --> 00:05:42.180]  進入一個神聖我們進入的一個無造的成長階段裏面
[00:05:42.180 --> 00:05:43.580]  三個故事
[00:05:43.580 --> 00:05:45.420]  我Tweet了一個故事
[00:05:45.420 --> 00:05:47.260]  你可能一聽就知道我想說什麼
[00:05:47.260 --> 00:05:48.580]  但是不要緊
[00:05:48.580 --> 00:05:51.500]  這個是現代版的故事
[00:05:51.500 --> 00:05:56.420]  第一個
[00:05:56.420 --> 00:06:00.140]  Steven是一家快餐店的老闆
[00:06:00.140 --> 00:06:02.380]  其實Steven本身是有一份正職的
[00:06:02.380 --> 00:06:03.340]  正職是做什麼呢?
[00:06:03.340 --> 00:06:06.220]  就是在一家寫字樓做一箇中產階級
[00:06:06.220 --> 00:06:08.620]  他有一份很好的收入
[00:06:08.620 --> 00:06:09.980]  但是他不滿足
[00:06:09.980 --> 00:06:10.700]  他爲什麼不滿足呢?
[00:06:10.700 --> 00:06:13.260]  他希望自己做一些小生意
[00:06:13.260 --> 00:06:16.180]  突破一下自己那種死板的生活
[00:06:16.180 --> 00:06:17.580]  於是開了一家快餐店
[00:06:17.580 --> 00:06:21.060]  請了一個員工叫做阿亮
[00:06:21.060 --> 00:06:23.860]  你開過飲食店都知道的
[00:06:23.860 --> 00:06:25.300]  廚房是很重要的
[00:06:25.300 --> 00:06:28.380]  阿亮是一個很厲害的廚房
[00:06:28.380 --> 00:06:30.620]  也很努力工作
[00:06:30.620 --> 00:06:32.140]  於是就請他回來之後
[00:06:32.140 --> 00:06:33.620]  他就沒怎麼請其他人
[00:06:33.620 --> 00:06:35.020]  只請了阿亮回來
[00:06:35.020 --> 00:06:38.780]  小小的一個鋪子在一間街角里面
[00:06:38.780 --> 00:06:42.460]  煮食和收銀都是他
[00:06:42.460 --> 00:06:43.220]  招呼人客
[00:06:43.220 --> 00:06:47.140]  最主要是外賣的食物
[00:06:47.140 --> 00:06:49.780]  阿亮就一直幫Steven在這家公司裏面
[00:06:49.780 --> 00:06:50.660]  一直賺錢
[00:06:50.660 --> 00:06:51.820]  賺得很好
[00:06:51.820 --> 00:06:55.100]  Steven就放了幾十萬下去投資
[00:06:55.100 --> 00:06:56.540]  大概在一年半里面
[00:06:56.540 --> 00:07:00.100]  阿亮已經和他找回歸本了
[00:07:00.100 --> 00:07:02.100]  於是生意都不錯
[00:07:02.100 --> 00:07:04.100]  但是這幾個月
[00:07:04.100 --> 00:07:07.500]  Steven就在看這盤數的時候
[00:07:07.500 --> 00:07:08.620]  就發覺了一些問題
[00:07:08.620 --> 00:07:13.060]  平時Steven放了工和午餐的時候
[00:07:13.060 --> 00:07:15.180]  他都會走到這家快餐店裏面
[00:07:15.180 --> 00:07:17.420]  去視察他的業務
[00:07:17.420 --> 00:07:21.100]  但是這段時間收到這個消息就說
[00:07:21.100 --> 00:07:22.500]  爲什麼這幾個月
[00:07:22.500 --> 00:07:24.700]  業績一路下降呢
[00:07:24.700 --> 00:07:26.580]  又下降 下降 下降 下降
[00:07:26.580 --> 00:07:28.500]  這個情況還收到人的投訴
[00:07:28.500 --> 00:07:32.060]  說他的食物臭和出現問題
[00:07:32.060 --> 00:07:34.380]  Steven又不是太好意思
[00:07:34.380 --> 00:07:38.700]  那怎麼去找這個原因出來呢
[00:07:38.700 --> 00:07:40.380]  於是他就想了一個方法
[00:07:40.380 --> 00:07:42.140]  就是下午三點鐘
[00:07:42.140 --> 00:07:44.380]  就下去突擊搜查
[00:07:44.380 --> 00:07:45.740]  看阿亮做成怎樣
[00:07:45.740 --> 00:07:48.060]  其實他都沒有想過阿亮發生什麼事
[00:07:48.060 --> 00:07:51.740]  一直他都很信任他
[00:07:51.740 --> 00:07:53.260]  誰知道發生什麼事呢
[00:07:53.260 --> 00:07:56.820]  他發現阿亮在他那家快餐店裏面
[00:07:56.820 --> 00:07:58.660]  污煙瘴氣
[00:07:58.660 --> 00:08:00.180]  在那裏倒馬
[00:08:00.180 --> 00:08:04.940]  在那裏倒到整家快餐店沒有人肯進來
[00:08:04.940 --> 00:08:07.100]  很髒 很垃圾
[00:08:07.100 --> 00:08:10.340]  於是Steven就拍桌子大罵
[00:08:10.340 --> 00:08:12.620]  就抓了阿亮進來的時候
[00:08:12.620 --> 00:08:14.220]  阿亮就很不好意思
[00:08:14.220 --> 00:08:16.540]  他說這半年的時候
[00:08:16.540 --> 00:08:19.540]  我開始已經不再喜歡在這份工作裏面做
[00:08:19.540 --> 00:08:20.540]  所以我自己去賭錢
[00:08:20.540 --> 00:08:23.300]  於是Steven就炒了阿亮
[00:08:23.300 --> 00:08:24.980]  阿亮就走了
[00:08:24.980 --> 00:08:26.380]  故事在這裏停
[00:08:26.380 --> 00:08:28.780]  但我想大家看這段經文
[00:08:28.780 --> 00:08:29.780]  這段經文說什麼呢
[00:08:29.780 --> 00:08:31.620]  他說在想不到的日子
[00:08:31.620 --> 00:08:32.860]  不知道的時辰
[00:08:32.860 --> 00:08:35.060]  捕人的主人要來
[00:08:35.060 --> 00:08:37.300]  重重的處置他
[00:08:37.300 --> 00:08:40.700]  定他和假冒偽善的人同罪
[00:08:40.700 --> 00:08:43.900]  在那裏必要哀哭切齒了
[00:08:43.900 --> 00:08:45.620]  正經怎麼形容這個人呢
[00:08:45.620 --> 00:08:46.620]  正經說這個人是什麼人呢
[00:08:46.620 --> 00:08:49.100]  是一個懶惰而且是假善
[00:08:49.100 --> 00:08:51.340]  偽善的人
[00:08:51.340 --> 00:08:55.020]  他形容這一類人是一種騙人的人
[00:08:55.020 --> 00:08:57.300]  你留意
[00:08:57.300 --> 00:08:59.060]  這個人有一個心態就是
[00:08:59.060 --> 00:09:00.340]  想不到的日子
[00:09:00.340 --> 00:09:01.420]  不知道的時辰
[00:09:01.420 --> 00:09:05.140]  捕人的主人就回來
[00:09:05.140 --> 00:09:06.620]  你仔細想想
[00:09:06.620 --> 00:09:09.420]  剛纔阿亮有沒有想過
[00:09:09.420 --> 00:09:12.540]  想過Steven會出現
[00:09:12.540 --> 00:09:13.500]  沒有
[00:09:13.500 --> 00:09:14.380]  他去到一個地步
[00:09:14.380 --> 00:09:16.620]  已經完全忘記了
[00:09:16.620 --> 00:09:19.220]  放縱了 肆無忌憚
[00:09:19.220 --> 00:09:20.180]  這樣告訴別人
[00:09:20.180 --> 00:09:22.060]  我在這裏倒馬是對的
[00:09:22.060 --> 00:09:24.940]  我爲自己想做的事情
[00:09:24.940 --> 00:09:26.020]  去做是對的
[00:09:26.020 --> 00:09:27.180]  他肆無忌憚
[00:09:27.180 --> 00:09:28.740]  所以我形容這種的懈
[00:09:28.740 --> 00:09:30.540]  這種的懈法叫什麼呢
[00:09:30.540 --> 00:09:32.100]  叫做放任的懈
[00:09:32.100 --> 00:09:33.220]  不理會老闆
[00:09:33.220 --> 00:09:34.580]  已經去到一個地步
[00:09:34.580 --> 00:09:37.860]  完全在那個懈的狀態裏面
[00:09:37.860 --> 00:09:42.260]  因爲他不會想到老闆會回來
[00:09:42.260 --> 00:09:43.860]  第二個故事
[00:09:43.860 --> 00:09:45.740]  第二個故事呢
[00:09:45.740 --> 00:09:49.420]  就是說到David和Megan
[00:09:49.420 --> 00:09:52.900]  這兩個是戀愛的情侶
[00:09:52.900 --> 00:09:54.460]  戀愛的情侶呢
[00:09:54.460 --> 00:09:58.900]  戀到一個地步就會怎樣
[00:09:58.900 --> 00:10:00.020]  進入婚姻裏面
[00:10:00.020 --> 00:10:02.180]  於是他們兩個就結婚了
[00:10:02.180 --> 00:10:03.940]  結婚的時候呢
[00:10:03.940 --> 00:10:05.780]  大宴稱臣
[00:10:05.780 --> 00:10:09.020]  Megan呢
[00:10:09.020 --> 00:10:11.300]  是一個人際關係很好的人
[00:10:11.300 --> 00:10:12.140]  很圓滑的人
[00:10:12.140 --> 00:10:14.780]  於是有很多姐妹幫她守
[00:10:14.780 --> 00:10:17.540]  她就請了十個姐妹
[00:10:17.540 --> 00:10:19.060]  幫她預備婚禮
[00:10:19.060 --> 00:10:21.260]  在婚禮期間裏面
[00:10:21.260 --> 00:10:24.220]  幫她迎接新郎David
[00:10:24.220 --> 00:10:26.500]  她有五個姐妹呢
[00:10:26.500 --> 00:10:28.540]  就沒那麼怠惰
[00:10:28.540 --> 00:10:29.420]  就是不怠惰的
[00:10:29.420 --> 00:10:31.980]  有五個就怠惰的
[00:10:31.980 --> 00:10:34.940]  他們就預備了一件事
[00:10:34.940 --> 00:10:38.300]  每個姐妹都要預備一些油燈
[00:10:38.300 --> 00:10:39.620]  點油燈的目的呢
[00:10:39.620 --> 00:10:43.460]  就是去祝福這對戀人
[00:10:43.460 --> 00:10:45.180]  在婚姻裏面
[00:10:45.180 --> 00:10:47.860]  你知道油燈要用什麼嗎
[00:10:47.860 --> 00:10:48.780]  油嘛
[00:10:48.780 --> 00:10:50.340]  沒有油
[00:10:50.340 --> 00:10:52.020]  燈就不亮
[00:10:52.020 --> 00:10:52.780]  好了
[00:10:52.780 --> 00:10:54.980]  所以你要預備足夠的油
[00:10:54.980 --> 00:10:57.100]  要令到這些燈不要熄滅
[00:10:57.100 --> 00:10:59.580]  你才能夠去持續那個祝福
[00:10:59.580 --> 00:11:01.180]  令到David來到的時候
[00:11:01.180 --> 00:11:05.460]  可以在婚禮裏面享受這種祝福
[00:11:05.460 --> 00:11:06.660]  但David何時來呢
[00:11:06.660 --> 00:11:08.780]  不知道
[00:11:08.780 --> 00:11:09.900]  所以你不知道的時候
[00:11:09.900 --> 00:11:14.540]  你就要預備這些足夠的油
[00:11:14.540 --> 00:11:17.620]  那五位不怠惰的姐妹呢
[00:11:17.620 --> 00:11:20.020]  很勤力的姐妹預備了
[00:11:20.020 --> 00:11:24.100]  多的油去點這些燈
[00:11:24.100 --> 00:11:25.860]  另外那五位姐妹呢
[00:11:25.860 --> 00:11:27.540]  就預備得不足夠
[00:11:27.540 --> 00:11:29.380]  不足夠的她們怎麼辦呢
[00:11:29.380 --> 00:11:31.980]  她們一路去到最後的時候
[00:11:31.980 --> 00:11:33.700]  發覺已經快要燒光了
[00:11:33.700 --> 00:11:37.580]  於是她們就走出去買
[00:11:37.580 --> 00:11:39.900]  發生了什麼事呢
[00:11:39.900 --> 00:11:44.340]  正正買完這些油回來的時候
[00:11:44.340 --> 00:11:46.540]  David就出現
[00:11:46.540 --> 00:11:48.460]  David就進去
[00:11:48.460 --> 00:11:49.700]  跟着那五位姐妹
[00:11:49.700 --> 00:11:53.660]  被她們接進了新娘的家裏
[00:11:53.660 --> 00:11:55.060]  就關門了
[00:11:55.060 --> 00:11:57.340]  到這五位怠惰的姐妹回來的時候
[00:11:57.340 --> 00:11:58.940]  想敲門進去
[00:11:58.940 --> 00:12:01.540]  進去這個家的時候
[00:12:01.540 --> 00:12:02.620]  David說不好意思
[00:12:02.620 --> 00:12:04.540]  時辰已經過了
[00:12:04.540 --> 00:12:06.460]  你不再能夠進來祝福我們
[00:12:06.460 --> 00:12:09.820]  於是她就失卻了祝福
[00:12:09.820 --> 00:12:12.620]  David這對戀人的關係
[00:12:12.620 --> 00:12:14.580]  姓紀怎麼形容這類的人
[00:12:14.580 --> 00:12:16.820]  他說所以你們要警醒
[00:12:16.820 --> 00:12:18.100]  因爲那日子
[00:12:18.100 --> 00:12:21.780]  那時辰你們不知道
[00:12:21.780 --> 00:12:24.460]  其實我問
[00:12:24.460 --> 00:12:27.300]  那五位姐妹知不知道David
[00:12:27.300 --> 00:12:28.260]  或者這麼說
[00:12:28.260 --> 00:12:31.060]  她知不知道David會回來
[00:12:31.060 --> 00:12:34.060]  她只不過不知道他什麼時候會回來
[00:12:34.060 --> 00:12:36.420]  她知道他會回來
[00:12:36.420 --> 00:12:39.540]  她知道他有個時限他要回來
[00:12:39.540 --> 00:12:40.700]  但她的問題是什麼
[00:12:40.700 --> 00:12:42.380]  她不警醒
[00:12:42.380 --> 00:12:43.940]  她不去預備
[00:12:43.940 --> 00:12:48.700]  結果每件事就推到最後一分鐘才做
[00:12:48.700 --> 00:12:50.140]  推到最後一分鐘的時候
[00:12:50.140 --> 00:12:52.460]  結果就失去了那個機會
[00:12:52.460 --> 00:12:56.140]  會不會很多時候在我們的生活裏都是這樣
[00:12:56.140 --> 00:13:00.660]  我們不會預備兩個禮拜之後的考試
[00:13:00.660 --> 00:13:01.580]  兩個禮拜之後的考試
[00:13:01.580 --> 00:13:04.380]  通常都會在最後一晚裏面
[00:13:04.380 --> 00:13:06.460]  弄起牀板的,我不問大家
[00:13:06.460 --> 00:13:10.220]  我相信有些叫last minute的情況出現
[00:13:10.220 --> 00:13:12.100]  推到最後才做
[00:13:12.100 --> 00:13:16.980]  這種心態的人有少少和前面那個差不多
[00:13:16.980 --> 00:13:18.420]  前面那個是什麼
[00:13:18.420 --> 00:13:22.300]  完全不理會老闆會回來
[00:13:22.300 --> 00:13:24.340]  而這個他知道
[00:13:24.340 --> 00:13:26.620]  但是他推
[00:13:26.620 --> 00:13:27.540]  推到最後
[00:13:27.540 --> 00:13:30.500]  敷衍到最後一分鐘才做
[00:13:30.500 --> 00:13:36.140]  所以我覺得這種叫做最後一分鐘的敷衍
[00:13:36.140 --> 00:13:37.580]  第三種人
[00:13:37.580 --> 00:13:40.140]  第三種故事
[00:13:40.140 --> 00:13:42.100]  有一家公司叫做Eternity
[00:13:42.100 --> 00:13:45.300]  投資顧問公司
[00:13:45.300 --> 00:13:47.780]  王老闆有三個
[00:13:47.780 --> 00:13:49.340]  這家公司是很大的
[00:13:49.340 --> 00:13:51.100]  他有很多投資帳戶
[00:13:51.100 --> 00:13:53.620]  因爲王老闆有三個大帳戶
[00:13:53.620 --> 00:13:55.580]  於是他分給下面的三個員工
[00:13:55.580 --> 00:14:01.140]  Jack、Robert和Henry去負責
[00:14:01.140 --> 00:14:02.420]  Jack的戶口
[00:14:02.420 --> 00:14:06.220]  他就給500萬的投資金額給他投資
[00:14:06.220 --> 00:14:08.620]  Robert給200萬的投資金額
[00:14:08.620 --> 00:14:12.500]  而Jack就給100萬的投資金額
[00:14:12.500 --> 00:14:13.220]  給他去投資
[00:14:13.220 --> 00:14:14.420]  投資是什麼意思
[00:14:14.420 --> 00:14:15.940]  就是給了錢你就要出去投資
[00:14:15.940 --> 00:14:17.780]  投資你就要把錢賺回來
[00:14:17.780 --> 00:14:20.260]  這樣才能幫公司賺錢
[00:14:20.260 --> 00:14:23.340]  於是王老闆就給了他們一個帳戶之後
[00:14:23.340 --> 00:14:27.500]  就離開了這個地方
[00:14:27.500 --> 00:14:29.100]  回來之後
[00:14:29.100 --> 00:14:31.740]  Jack的戶口就賺了500萬
[00:14:31.740 --> 00:14:33.620]  即是Jack的戶口現在有100萬
[00:14:33.620 --> 00:14:37.980]  Robert的戶口由200萬去到400萬
[00:14:37.980 --> 00:14:39.620]  王老闆就很開心
[00:14:39.620 --> 00:14:41.500]  這兩個員工
[00:14:41.500 --> 00:14:44.460]  Jack和Robert爲我賺了這麼多錢
[00:14:44.460 --> 00:14:48.700]  忠心耿耿去負責投資公司裏爲我們賺錢
[00:14:48.700 --> 00:14:49.780]  心裏就這麼說
[00:14:49.780 --> 00:14:53.180]  如果這兩個人繼續幫我做事的時候
[00:14:53.180 --> 00:14:56.020]  我就很放心地把我的東西交給他們
[00:14:56.020 --> 00:14:59.260]  這個就是王老闆給這兩個人
[00:14:59.260 --> 00:15:01.980]  Jack和Robert的那種評價
[00:15:01.980 --> 00:15:03.460]  第三個
[00:15:03.460 --> 00:15:05.020]  Henry怎麼樣呢
[00:15:05.020 --> 00:15:07.620]  Henry就很奇怪
[00:15:07.620 --> 00:15:10.220]  他的戶口是原封不動的
[00:15:10.220 --> 00:15:13.420]  仍然只剩下100萬在裏面
[00:15:13.420 --> 00:15:14.940]  於是老闆就去問他
[00:15:14.940 --> 00:15:17.140]  Henry 究竟什麼事
[00:15:17.140 --> 00:15:19.820]  爲什麼你的戶口裏仍然只剩下100萬
[00:15:19.820 --> 00:15:22.020]  是不是出現了什麼問題
[00:15:22.020 --> 00:15:23.380]  要Henry怎樣回答他呢
[00:15:23.380 --> 00:15:24.580]  Henry就說王老闆
[00:15:24.580 --> 00:15:27.780]  我知道你是一個要求很高的人
[00:15:27.780 --> 00:15:29.260]  你要賺到錢
[00:15:29.260 --> 00:15:31.260]  又要我小心翼翼
[00:15:31.260 --> 00:15:32.580]  不讓我出錯
[00:15:32.580 --> 00:15:36.140]  你知道我的人不及Jack和Robert那麼聰明
[00:15:36.140 --> 00:15:37.260]  我不是他聰明的人
[00:15:37.260 --> 00:15:38.980]  於是我就不敢做
[00:15:38.980 --> 00:15:40.460]  於是我不敢做
[00:15:40.460 --> 00:15:42.460]  我就把錢放在這裏
[00:15:42.460 --> 00:15:43.300]  不動
[00:15:43.300 --> 00:15:46.300]  但我每天都做兩件事
[00:15:46.300 --> 00:15:47.660]  第一件事是什麼呢
[00:15:47.660 --> 00:15:50.420]  我每天去他的戶口查一下
[00:15:50.420 --> 00:15:53.380]  他的100萬是否還在裏面
[00:15:53.380 --> 00:15:55.940]  第二件事我會做的呢
[00:15:55.940 --> 00:15:58.740]  我每天都會進去更改戶口
[00:15:58.740 --> 00:16:01.980]  確保沒有人進去偷了他的錢
[00:16:01.980 --> 00:16:03.180]  他做了兩件事
[00:16:03.180 --> 00:16:04.620]  所以我告訴他王老闆
[00:16:04.620 --> 00:16:05.340]  你不用怕
[00:16:05.340 --> 00:16:10.940]  這100萬仍然原封不動在這裏給你的
[00:16:10.940 --> 00:16:13.420]  於是王老闆聽到之後會怎樣呢
[00:16:13.420 --> 00:16:14.380]  啪啪
[00:16:14.380 --> 00:16:16.940]  意思就是很生氣
[00:16:16.940 --> 00:16:17.780]  他說Henry
[00:16:17.780 --> 00:16:22.220]  你知不知道我們開什麼公司
[00:16:22.220 --> 00:16:25.020]  我們是投資公司
[00:16:25.020 --> 00:16:27.340]  我們不是開保安公司
[00:16:27.340 --> 00:16:29.220]  不是把錢保住
[00:16:29.220 --> 00:16:31.300]  如果我們每個人的戶口
[00:16:31.300 --> 00:16:32.900]  每個人來投資
[00:16:32.900 --> 00:16:34.940]  每個人都放在這裏的時候
[00:16:34.940 --> 00:16:36.540]  我們喫穀種嗎
[00:16:36.540 --> 00:16:37.220]  是不是
[00:16:37.220 --> 00:16:39.140]  於是每個顧客來到的錢
[00:16:39.140 --> 00:16:40.820]  我們儘量賺錢
[00:16:40.820 --> 00:16:42.460]  我們公司纔會運營
[00:16:42.460 --> 00:16:44.180]  纔會運作
[00:16:44.180 --> 00:16:44.740]  是不是
[00:16:44.740 --> 00:16:47.420]  你既然知道我的要求那麼高的話
[00:16:47.420 --> 00:16:50.660]  爲什麼你不把錢放在銀行收息
[00:16:50.660 --> 00:16:52.740]  都賺到一些錢
[00:16:52.740 --> 00:16:53.780]  是不是
[00:16:53.780 --> 00:16:57.620]  於是乎Henry的收場是什麼呢
[00:16:57.620 --> 00:16:59.660]  被王老闆炒魷魚
[00:16:59.660 --> 00:17:00.060]  是不是
[00:17:00.060 --> 00:17:00.860]  都很正常
[00:17:00.860 --> 00:17:03.100]  你做不到老闆的要求
[00:17:03.100 --> 00:17:05.260]  聖經告訴我這些什麼人
[00:17:05.260 --> 00:17:07.260]  大家留意一下經文
[00:17:07.260 --> 00:17:11.180]  你這個又可惡又懶惰的僕人
[00:17:11.180 --> 00:17:14.420]  你就應該把我的錢存進去銀行裏
[00:17:14.420 --> 00:17:15.500]  到我回來的時候
[00:17:15.500 --> 00:17:16.900]  可以連本帶利收回
[00:17:16.900 --> 00:17:20.460]  因爲凡事有的還要給他
[00:17:20.460 --> 00:17:21.740]  他就充足有餘
[00:17:21.740 --> 00:17:22.980]  凡事沒有的
[00:17:22.980 --> 00:17:26.740]  就算他有什麼也要拿去
[00:17:26.740 --> 00:17:27.900]  如果照字面解釋
[00:17:27.900 --> 00:17:30.020]  你拿不到一個正義
[00:17:30.020 --> 00:17:31.340]  從另一個譯本
[00:17:31.340 --> 00:17:32.700]  你看到
[00:17:32.700 --> 00:17:34.940]  凡事有的
