
[00:00:00.000 --> 00:00:04.000]  各位聽衆姐妹朋友們早安
[00:01:53.000 --> 00:01:56.000]  我知道最近我們把隔壁
[00:01:56.000 --> 00:01:59.000]  旁邊那個水溝加上蓋子
[00:01:59.000 --> 00:02:01.000]  所以水就不會積在溝裏面
[00:02:01.000 --> 00:02:02.000]  就滲進來
[00:02:02.000 --> 00:02:04.000]  把那邊也整個清乾淨
[00:02:04.000 --> 00:02:07.000]  然後在地下室放了一個
[00:02:07.000 --> 00:02:09.000]  一個Dehumidifier
[00:02:09.000 --> 00:02:11.000]  就是除溼機
[00:02:11.000 --> 00:02:13.000]  所以現在開始
[00:02:13.000 --> 00:02:16.000]  不會在一進來就好像聞到
[00:02:16.000 --> 00:02:18.000]  貓尿的味道
[00:02:18.000 --> 00:02:20.000]  現在就開始慢慢慢慢
[00:02:20.000 --> 00:02:25.000]  越來越乾淨 越來越好了
[00:02:25.000 --> 00:02:26.000]  感謝神
[00:02:26.000 --> 00:02:28.000]  就看到神在我們身上
[00:02:28.000 --> 00:02:30.000]  給我們許許多多的恩典
[00:02:30.000 --> 00:02:32.000]  祝福與憐憫
[00:02:32.000 --> 00:02:34.000]  我們坐落在這條街上
[00:02:34.000 --> 00:02:36.000]  我們這是Front Street
[00:02:36.000 --> 00:02:37.000]  是不是
[00:02:37.000 --> 00:02:39.000]  我每次都比喻就是
[00:02:39.000 --> 00:02:42.000]  好像大馬士革的直街
[00:02:42.000 --> 00:02:45.000]  保羅被神所得到的時候
[00:02:45.000 --> 00:02:47.000]  他塞下馬 他眼睛瞎了
[00:02:47.000 --> 00:02:50.000]  有人帶他到大馬士革的直街
[00:02:50.000 --> 00:02:52.000]  住在一間家裏面
[00:02:52.000 --> 00:02:55.000]  結果神就差派亞拿尼
[00:02:55.000 --> 00:02:58.000]  去爲保羅按手禱告
[00:02:58.000 --> 00:03:01.000]  然後保羅眼睛就好了
[00:03:01.000 --> 00:03:02.000]  喫了飯
[00:03:02.000 --> 00:03:04.000]  就元氣就恢復了
[00:03:04.000 --> 00:03:07.000]  後來神又差派巴拿巴
[00:03:07.000 --> 00:03:10.000]  去把保羅從大樹再把他帶出來
[00:03:10.000 --> 00:03:14.000]  後來成爲外邦人的使徒
[00:03:14.000 --> 00:03:16.000]  神這樣子的重用他
[00:03:16.000 --> 00:03:18.000]  所以我說我們直街
[00:03:18.000 --> 00:03:19.000]  我們在Front Street
[00:03:19.000 --> 00:03:22.000]  也求神興起我們的亞拿尼亞
[00:03:22.000 --> 00:03:25.000]  求神興起我們的保羅
[00:03:25.000 --> 00:03:27.000]  求神興起我們的巴拿巴
[00:03:27.000 --> 00:03:29.000]  但在這個地方
[00:03:29.000 --> 00:03:33.000]  尤其是這個Front Street上面
[00:03:33.000 --> 00:03:35.000]  酒吧好幾間
[00:03:35.000 --> 00:03:37.000]  餐館好幾間
[00:03:37.000 --> 00:03:41.000]  還有特種營業場所等等
[00:03:41.000 --> 00:03:43.000]  隔壁我們甚至還有算命的
[00:03:43.000 --> 00:03:46.000]  但是我們都要求神來做那奇妙的工作
[00:03:46.000 --> 00:03:50.000]  讓這些全部要被轉化
[00:03:50.000 --> 00:03:51.000]  地圖要轉化
[00:03:51.000 --> 00:03:52.000]  氣候要轉化
[00:03:52.000 --> 00:03:54.000]  天氣要轉變
[00:03:54.000 --> 00:03:57.000]  就求神來興起我們的
[00:03:57.000 --> 00:03:59.000]  不光是亞拿尼亞
[00:03:59.000 --> 00:04:00.000]  保羅 巴拿巴
[00:04:00.000 --> 00:04:03.000]  興起我們的衝之奮
[00:04:03.000 --> 00:04:04.000]  感謝神
[00:04:04.000 --> 00:04:09.000]  而且讓我們以基督的心爲心
[00:04:09.000 --> 00:04:11.000]  這是我們上一次講的
[00:04:11.000 --> 00:04:13.000]  同心合一
[00:04:13.000 --> 00:04:16.000]  希望福音
[00:04:16.000 --> 00:04:19.000]  你如果去看約翰福音第17章
[00:04:19.000 --> 00:04:23.000]  這是耶穌在離世之前
[00:04:23.000 --> 00:04:25.000]  他對門徒講了
[00:04:25.000 --> 00:04:29.000]  他講了五個合一
[00:04:29.000 --> 00:04:30.000]  他講說你們要合一
[00:04:30.000 --> 00:04:33.000]  好像我與父合一等等
[00:04:33.000 --> 00:04:36.000]  爲什麼耶穌要講這個呢
[00:04:36.000 --> 00:04:38.000]  因爲那個時候門徒啊
[00:04:38.000 --> 00:04:40.000]  心裏面想的
[00:04:40.000 --> 00:04:42.000]  比如說是有些姐妹
[00:04:42.000 --> 00:04:43.000]  有媽媽的
[00:04:43.000 --> 00:04:46.000]  就是我的兒子雅各約耶翰
[00:04:46.000 --> 00:04:47.000]  父啊你得過的時候
[00:04:47.000 --> 00:04:49.000]  讓他們一個做你左丞相
[00:04:49.000 --> 00:04:51.000]  一個做你右丞相等等
[00:04:51.000 --> 00:04:53.000]  都在那邊討功勞
[00:04:53.000 --> 00:04:56.000]  或者是安慰子
[00:04:56.000 --> 00:05:00.000]  所以大家雖然是
[00:05:00.000 --> 00:05:05.000]  在耶穌的跟前與他同宮
[00:05:05.000 --> 00:05:07.000]  學習了三年半
[00:05:07.000 --> 00:05:09.000]  但是卻沒有同心合一
[00:05:09.000 --> 00:05:13.000]  所以耶穌離世前纔講了
[00:05:13.000 --> 00:05:16.000]  連講了五次同心合一
[00:05:16.000 --> 00:05:18.000]  合二爲一
[00:05:18.000 --> 00:05:20.000]  是的感謝神
[00:05:20.000 --> 00:05:22.000]  今天我們要來講
[00:05:22.000 --> 00:05:24.000]  同心合一
[00:05:24.000 --> 00:05:26.000]  希望福音
[00:05:26.000 --> 00:05:29.000]  合一跟合一有什麼不一樣啊
[00:05:29.000 --> 00:05:31.000]  有什麼差別啊
[00:05:31.000 --> 00:05:34.000]  那我再待會跟各位解釋一下
[00:05:34.000 --> 00:05:36.000]  讓我們低頭禱告
[00:05:36.000 --> 00:05:38.000]  愛我們的主
[00:05:38.000 --> 00:05:40.000]  求你教導我們
[00:05:40.000 --> 00:05:42.000]  讓我們來學習
[00:05:42.000 --> 00:05:45.000]  在你靈裏同心合一
[00:05:45.000 --> 00:05:48.000]  讓我們滿心有你的慈悲憐憫
[00:05:48.000 --> 00:05:49.000]  好像我們每一位
[00:05:49.000 --> 00:05:50.000]  屬於你的兒女
[00:05:50.000 --> 00:05:52.000]  有這樣的特質
[00:05:52.000 --> 00:05:54.000]  只能希望福音
[00:05:54.000 --> 00:05:57.000]  吸引萬人來歸向你
[00:05:57.000 --> 00:06:00.000]  聽我們的禱告是奉主耶穌的名
[00:06:00.000 --> 00:06:02.000]  阿們
[00:06:02.000 --> 00:06:03.000]  好的
[00:06:03.000 --> 00:06:05.000]  今天要講同心合一
[00:06:05.000 --> 00:06:07.000]  希望福音
[00:06:07.000 --> 00:06:09.000]  同心合一呢
[00:06:09.000 --> 00:06:12.000]  在舊約裏面也有講到
[00:06:12.000 --> 00:06:15.000]  譬如在耶穌亞紀九章二節
[00:06:15.000 --> 00:06:18.000]  他說迦南七族的諸王呢
[00:06:18.000 --> 00:06:21.000]  他們就都祭祭
[00:06:21.000 --> 00:06:22.000]  同心合一的
[00:06:22.000 --> 00:06:26.000]  要與耶穌亞和以色列人征戰
[00:06:26.000 --> 00:06:28.000]  他說你同心合一
[00:06:28.000 --> 00:06:29.000]  我去查原文
[00:06:29.000 --> 00:06:31.000]  他的意思是
[00:06:31.000 --> 00:06:33.000]  Gather together
[00:06:33.000 --> 00:06:36.000]  大家都聚在一起
[00:06:36.000 --> 00:06:39.000]  他就翻譯作同心合一的
[00:06:39.000 --> 00:06:40.000]  就是大家一條心
[00:06:40.000 --> 00:06:45.000]  要與耶穌亞與以色列人來征戰
[00:06:45.000 --> 00:06:48.000]  好像現在這個世界一樣
[00:06:48.000 --> 00:06:50.000]  世界與神征戰
[00:06:50.000 --> 00:06:53.000]  但是他們合的是誰的意啊
[00:06:53.000 --> 00:06:55.000]  撒旦的意
[00:06:55.000 --> 00:06:57.000]  所以我們來了神的面前
[00:06:57.000 --> 00:06:59.000]  我們再一次求神
[00:06:59.000 --> 00:07:02.000]  讓我們能夠聚集同心合一
[00:07:02.000 --> 00:07:04.000]  Gather together
[00:07:04.000 --> 00:07:07.000]  就是在和神的意了
[00:07:07.000 --> 00:07:09.000]  西方亞書上面說
[00:07:09.000 --> 00:07:12.000]  那時我必使萬民
[00:07:12.000 --> 00:07:14.000]  用清潔的言語
[00:07:14.000 --> 00:07:17.000]  好求告我耶和華的名
[00:07:17.000 --> 00:07:20.000]  同心合一地侍奉我
[00:07:20.000 --> 00:07:21.000]  好的
[00:07:21.000 --> 00:07:23.000]  他真的講同心合一的
[00:07:23.000 --> 00:07:25.000]  我看到原文他是講說
[00:07:25.000 --> 00:07:28.000]  Shoulder to shoulder
[00:07:28.000 --> 00:07:30.000]  肩膀靠肩膀
[00:07:30.000 --> 00:07:34.000]  假設說大家連成一系
[00:07:34.000 --> 00:07:36.000]  沒有間隙
[00:07:36.000 --> 00:07:38.000]  沒有任何隔閡的
[00:07:38.000 --> 00:07:40.000]  不像我們這裏
[00:07:40.000 --> 00:07:41.000]  間隙很大
[00:07:41.000 --> 00:07:42.000]  隔閡很大
[00:07:42.000 --> 00:07:44.000]  但是我相信
[00:07:44.000 --> 00:07:46.000]  我們的神
[00:07:46.000 --> 00:07:48.000]  他也要將來有一天
[00:07:48.000 --> 00:07:50.000]  要讓我們shoulder to shoulder
[00:07:50.000 --> 00:07:52.000]  在這個堂要坐滿人
[00:07:52.000 --> 00:07:54.000]  哈賴魯亞讚美神
[00:07:54.000 --> 00:07:56.000]  是的
[00:07:56.000 --> 00:07:59.000]  新約裏面也講到
[00:07:59.000 --> 00:08:00.000]  同心合一
[00:08:00.000 --> 00:08:02.000]  興旺福音
[00:08:02.000 --> 00:08:04.000]  馬來福音18到19節
[00:08:04.000 --> 00:08:05.000]  他說
[00:08:05.000 --> 00:08:07.000]  我又告訴你們
[00:08:07.000 --> 00:08:10.000]  若是你們中間有兩個人
[00:08:10.000 --> 00:08:11.000]  在地上
[00:08:11.000 --> 00:08:15.000]  同心合一地求什麼事
[00:08:15.000 --> 00:08:16.000]  我在天上的父
[00:08:16.000 --> 00:08:19.000]  必爲他們成全
[00:08:19.000 --> 00:08:21.000]  這裏講同心合一的
[00:08:21.000 --> 00:08:24.000]  他原文是講agreed
[00:08:24.000 --> 00:08:26.000]  agreed upon
[00:08:26.000 --> 00:08:28.000]  所以我們同心合一
[00:08:28.000 --> 00:08:29.000]  意思是說
[00:08:29.000 --> 00:08:31.000]  我們都有
[00:08:31.000 --> 00:08:32.000]  互相有了解
[00:08:32.000 --> 00:08:33.000]  互相有認識
[00:08:33.000 --> 00:08:35.000]  都同意的
[00:08:35.000 --> 00:08:36.000]  所以耶穌說
[00:08:36.000 --> 00:08:37.000]  你們這兩三個人
[00:08:37.000 --> 00:08:40.000]  你如果是大家都有一條心的話
[00:08:40.000 --> 00:08:42.000]  那麼你求什麼
[00:08:42.000 --> 00:08:44.000]  我都是爲你們成全
[00:08:44.000 --> 00:08:45.000]  我都在你們中間
[00:08:45.000 --> 00:08:47.000]  格林頓後世13章11節
[00:08:47.000 --> 00:08:49.000]  他保羅說
[00:08:49.000 --> 00:08:51.000]  要同心合一
[00:08:51.000 --> 00:08:53.000]  彼此和睦
[00:08:53.000 --> 00:08:55.000]  如此仁愛和平的神
[00:08:55.000 --> 00:08:59.000]  必常與你們同在
[00:08:59.000 --> 00:09:01.000]  他這裏講同心合一
[00:09:01.000 --> 00:09:04.000]  他用的是one mind
[00:09:04.000 --> 00:09:06.000]  一個心思意念
[00:09:06.000 --> 00:09:08.000]  只有一種心態
[00:09:08.000 --> 00:09:10.000]  不會有三心二意的
[00:09:10.000 --> 00:09:12.000]  這叫做同心合一
[00:09:12.000 --> 00:09:14.000]  菲利比書一章五節
[00:09:14.000 --> 00:09:17.000]  他說因爲從頭一天至到如今
[00:09:17.000 --> 00:09:20.000]  你們是同心合一的
[00:09:20.000 --> 00:09:22.000]  心望福音
[00:09:22.000 --> 00:09:23.000]  同心合一的
[00:09:23.000 --> 00:09:25.000]  他原文是說
[00:09:25.000 --> 00:09:26.000]  partnership
[00:09:26.000 --> 00:09:28.000]  他說你們倒好像是
[00:09:28.000 --> 00:09:30.000]  我的合夥人
[00:09:30.000 --> 00:09:32.000]  大家都合夥的來
[00:09:32.000 --> 00:09:33.000]  同心合一的
[00:09:33.000 --> 00:09:35.000]  來心望福音
[00:09:35.000 --> 00:09:37.000]  感謝神讚美神
[00:09:37.000 --> 00:09:39.000]  那麼最經典的
[00:09:39.000 --> 00:09:41.000]  是在使徒行傳裏面
[00:09:41.000 --> 00:09:44.000]  出現了最多次的同心合一
[00:09:44.000 --> 00:09:46.000]  而他翻譯成
[00:09:46.000 --> 00:09:48.000]  叫做one accord
[00:09:48.000 --> 00:09:50.000]  就好像那個
[00:09:50.000 --> 00:09:53.000]  Honda Accord
[00:09:53.000 --> 00:09:54.000]  one accord
[00:09:54.000 --> 00:09:56.000]  也就是同心合一
[00:09:56.000 --> 00:09:58.000]  就是一條心
[00:09:58.000 --> 00:10:00.000]  齊心一致的意思
[00:10:00.000 --> 00:10:02.000]  好的
[00:10:02.000 --> 00:10:04.000]  聽說一開始他說
[00:10:04.000 --> 00:10:06.000]  這些人同着幾個婦人
[00:10:06.000 --> 00:10:08.000]  和耶穌的母親瑪利亞
[00:10:08.000 --> 00:10:10.000]  並耶穌的弟兄
[00:10:10.000 --> 00:10:12.000]  都同心合一的
[00:10:12.000 --> 00:10:14.000]  one accord
[00:10:14.000 --> 00:10:16.000]  恆切禱告
[00:10:16.000 --> 00:10:17.000]  Hallelujah
[00:10:17.000 --> 00:10:18.000]  你知道嗎
[00:10:18.000 --> 00:10:20.000]  他這裏想說這些人
[00:10:20.000 --> 00:10:22.000]  同幾個婦人
[00:10:22.000 --> 00:10:24.000]  我去查了一下聖經
[00:10:24.000 --> 00:10:26.000]  實際上這幾個婦人呢
[00:10:26.000 --> 00:10:28.000]  有犯罪的
[00:10:28.000 --> 00:10:31.000]  有五餅二魚之後
[00:10:31.000 --> 00:10:34.000]  跟着耶穌要來有飯喫的
[00:10:34.000 --> 00:10:38.000]  所以還有耶穌的母親等
[00:10:38.000 --> 00:10:41.000]  所以這都是原來
[00:10:41.000 --> 00:10:43.000]  並沒有
[00:10:43.000 --> 00:10:45.000]  跟耶穌或者是
[00:10:45.000 --> 00:10:47.000]  大家同心合一的
[00:10:47.000 --> 00:10:49.000]  但是當
[00:10:49.000 --> 00:10:50.000]  很奇怪的事情
[00:10:50.000 --> 00:10:53.000]  耶穌在世上的時候
[00:10:53.000 --> 00:10:55.000]  門徒沒有同心合一
[00:10:55.000 --> 00:10:57.000]  但是耶穌死了復活了
[00:10:57.000 --> 00:10:58.000]  昇天了以後
[00:10:58.000 --> 00:11:00.000]  在使徒刑戰裏面
[00:11:00.000 --> 00:11:02.000]  忽然間
[00:11:02.000 --> 00:11:04.000]  門徒就開始one accord
[00:11:04.000 --> 00:11:06.000]  同心合一了
[00:11:06.000 --> 00:11:08.000]  而且第二章他說
[00:11:08.000 --> 00:11:10.000]  他們天天同心合一
[00:11:10.000 --> 00:11:11.000]  one accord
[00:11:11.000 --> 00:11:13.000]  恆切地在家裏
[00:11:13.000 --> 00:11:15.000]  在家中擺餅
[00:11:15.000 --> 00:11:17.000]  乘着歡喜誠實的心
[00:11:17.000 --> 00:11:19.000]  用飯
[00:11:19.000 --> 00:11:21.000]  今天我們在這裏是
[00:11:21.000 --> 00:11:23.000]  一個月只一次
[00:11:23.000 --> 00:11:24.000]  他們以前是
[00:11:24.000 --> 00:11:25.000]  大家同心合一
[00:11:25.000 --> 00:11:27.000]  天天在一起
[00:11:27.000 --> 00:11:28.000]  感謝神讚美神
[00:11:28.000 --> 00:11:29.000]  哈雷洛亞
[00:11:29.000 --> 00:11:30.000]  是的
[00:11:30.000 --> 00:11:31.000]  聖經上面又
[00:11:31.000 --> 00:11:32.000]  使徒刑戰又說
[00:11:32.000 --> 00:11:34.000]  他們聽見了
[00:11:34.000 --> 00:11:37.000]  就同心合一的one accord
[00:11:37.000 --> 00:11:39.000]  高聲向神說
[00:11:39.000 --> 00:11:41.000]  這話明是照天地
[00:11:41.000 --> 00:11:44.000]  海和其中萬物的神
[00:11:44.000 --> 00:11:47.000]  他們聽見了什麼呢
[00:11:47.000 --> 00:11:48.000]  他們是聽見了
[00:11:48.000 --> 00:11:50.000]  彼得和約翰
[00:11:50.000 --> 00:11:52.000]  因爲在美門口
[00:11:52.000 --> 00:11:54.000]  爲一個生來
[00:11:54.000 --> 00:11:56.000]  瘸腿的叫花子
[00:11:56.000 --> 00:11:58.000]  他看見彼得和約翰
[00:11:58.000 --> 00:12:00.000]  他就向他們祈禱
[00:12:00.000 --> 00:12:02.000]  祈求
[00:12:02.000 --> 00:12:04.000]  彼得就定睛看他說
[00:12:04.000 --> 00:12:06.000]  金銀我都沒有
[00:12:06.000 --> 00:12:08.000]  我把我所有的給你
[00:12:08.000 --> 00:12:09.000]  我奉耶穌基督的名
[00:12:09.000 --> 00:12:11.000]  叫你起來行走
[00:12:11.000 --> 00:12:13.000]  這個瘸子就忽然間
[00:12:13.000 --> 00:12:15.000]  脖子骨就堅硬了
[00:12:15.000 --> 00:12:16.000]  就有力量
[00:12:16.000 --> 00:12:17.000]  就起來行走
[00:12:17.000 --> 00:12:19.000]  又跳舞又歌唱
[00:12:19.000 --> 00:12:21.000]  高聲的讚美神
[00:12:21.000 --> 00:12:23.000]  結果官府呢
[00:12:23.000 --> 00:12:25.000]  就把他們捉拿了
[00:12:25.000 --> 00:12:28.000]  警告他們不可以亂講話
[00:12:28.000 --> 00:12:31.000]  不可以亂傳福音等
[00:12:31.000 --> 00:12:32.000]  這個事情
[00:12:32.000 --> 00:12:34.000]  傳遍了全城
[00:12:34.000 --> 00:12:36.000]  稀稀多的人就都信了
[00:12:36.000 --> 00:12:37.000]  感謝神
[00:12:37.000 --> 00:12:38.000]  哈雷洛亞
[00:12:38.000 --> 00:12:41.000]  所以耶穌走了
[00:12:41.000 --> 00:12:44.000]  門徒反而開始同心合一了
[00:12:44.000 --> 00:12:46.000]  one accord
[00:12:46.000 --> 00:12:49.000]  啓示錄裏面也有講到同心合一
[00:12:49.000 --> 00:12:52.000]  他用的字是one mind
[00:12:52.000 --> 00:12:54.000]  同一個心態
[00:12:54.000 --> 00:12:55.000]  但是啓示錄裏面
[00:12:55.000 --> 00:12:57.000]  講的就比較負面了
[00:12:57.000 --> 00:12:58.000]  他說
[00:12:58.000 --> 00:12:59.000]  這些
[00:12:59.000 --> 00:13:00.000]  獸
[00:13:00.000 --> 00:13:02.000]  跟或者假基督
[00:13:02.000 --> 00:13:03.000]  或者是假先知
[00:13:03.000 --> 00:13:06.000]  他們同心合一的one accord
[00:13:06.000 --> 00:13:08.000]  將自己的能力
[00:13:08.000 --> 00:13:11.000]  全比給那獸
[00:13:11.000 --> 00:13:12.000]  所以他們是有一種
[00:13:12.000 --> 00:13:13.000]  負面的想法
[00:13:13.000 --> 00:13:15.000]  意思就是說
[00:13:15.000 --> 00:13:17.000]  正面的講是同心合一
[00:13:17.000 --> 00:13:19.000]  負面的要怎麼講啊
[00:13:19.000 --> 00:13:20.000]  同流合污了
[00:13:20.000 --> 00:13:21.000]  對不對
[00:13:21.000 --> 00:13:22.000]  也是同心合一
[00:13:22.000 --> 00:13:24.000]  他不過他們是同流合污
[00:13:24.000 --> 00:13:26.000]  正面的講的是說
[00:13:26.000 --> 00:13:28.000]  橫切的同心合一
[00:13:28.000 --> 00:13:30.000]  負面的講是鐵了心腸了
[00:13:30.000 --> 00:13:32.000]  硬的緊槍了
[00:13:32.000 --> 00:13:33.000]  等等
[00:13:33.000 --> 00:13:36.000]  但是不管怎麼樣
[00:13:36.000 --> 00:13:39.000]  連撒旦魔鬼都知道
[00:13:39.000 --> 00:13:41.000]  要同流合污
[00:13:41.000 --> 00:13:42.000]  要同心合一
[00:13:42.000 --> 00:13:44.000]  連獸
[00:13:44.000 --> 00:13:47.000]  連假基督假先知都知道
[00:13:47.000 --> 00:13:48.000]  要把同心合一的
[00:13:48.000 --> 00:13:50.000]  把全比給那個獸
[00:13:50.000 --> 00:13:52.000]  集中力量
[00:13:52.000 --> 00:13:55.000]  來對付耶穌
[00:13:55.000 --> 00:13:58.000]  跟耶穌的使徒跟門徒
[00:13:58.000 --> 00:14:00.000]  跟基督徒等
[00:14:00.000 --> 00:14:02.000]  就好像以前我們
[00:14:02.000 --> 00:14:03.000]  唱了一條歌什麼
[00:14:03.000 --> 00:14:07.000]  團結團結就是力量
[00:14:07.000 --> 00:14:11.000]  團結團結就是力量
[00:14:11.000 --> 00:14:12.000]  更可惜
[00:14:12.000 --> 00:14:15.000]  我們基督徒全不知道
[00:14:15.000 --> 00:14:17.000]  有的時候我看到
[00:14:17.000 --> 00:14:19.000]  我心裏好難過
[00:14:19.000 --> 00:14:20.000]  一條街上
[00:14:20.000 --> 00:14:26.000]  耶穌教會走了三五十步
[00:14:26.000 --> 00:14:29.000]  又一家叫做真耶穌教會
[00:14:29.000 --> 00:14:30.000]  我都不敢再走下去
[00:14:30.000 --> 00:14:32.000]  說不定下一家真真耶穌教會
[00:14:32.000 --> 00:14:36.000]  前面兩家都是假的一樣
[00:14:36.000 --> 00:14:38.000]  我們基督徒勸反而
[00:14:38.000 --> 00:14:39.000]  我們教會勸反而
[00:14:39.000 --> 00:14:40.000]  沒有這個情形
[00:14:40.000 --> 00:14:42.000]  勸不知道團結團結
[00:14:42.000 --> 00:14:44.000]  就是力量
[00:14:44.000 --> 00:14:45.000]  基督的肢體
[00:14:45.000 --> 00:14:48.000]  勸不能夠同心合一
[00:14:48.000 --> 00:14:51.000]  最常見就是分門別派
[00:14:51.000 --> 00:14:52.000]  是不是
[00:14:52.000 --> 00:14:56.000]  最常見就是排解對抗
[00:14:56.000 --> 00:14:59.000]  前幾天我收到一個電話
[00:14:59.000 --> 00:15:02.000]  其實我常常收到電話
[00:15:02.000 --> 00:15:04.000]  偶爾就有人打電話來
[00:15:04.000 --> 00:15:05.000]  對某一個牧師
[00:15:05.000 --> 00:15:06.000]  對哪一個教會
[00:15:06.000 --> 00:15:08.000]  對哪一個教派
[00:15:08.000 --> 00:15:10.000]  許多的意見或者是
[00:15:10.000 --> 00:15:12.000]  怎麼樣怎麼樣怎麼樣
[00:15:12.000 --> 00:15:14.000]  我很耐心地聽完
[00:15:14.000 --> 00:15:15.000]  因爲他講的
[00:15:15.000 --> 00:15:18.000]  從某一個角度來講
[00:15:18.000 --> 00:15:21.000]  也是沒有什麼大錯
[00:15:21.000 --> 00:15:25.000]  但是真的不需要這麼講
[00:15:25.000 --> 00:15:27.000]  我聽他講完我就說
[00:15:27.000 --> 00:15:30.000]  你講給我聽是什麼意思
[00:15:30.000 --> 00:15:31.000]  他說你不幫我去傳了
[00:15:31.000 --> 00:15:33.000]  我說你講你自己
[00:15:33.000 --> 00:15:35.000]  我不會幫你去傳的
[00:15:35.000 --> 00:15:36.000]  是不是
[00:15:36.000 --> 00:15:37.000]  所以我們就變成
[00:15:37.000 --> 00:15:39.000]  而且那個打電話來
[00:15:39.000 --> 00:15:43.000]  也是還小有名氣的
[00:15:43.000 --> 00:15:44.000]  什麼人呢
[00:15:44.000 --> 00:15:46.000]  是不是
[00:15:46.000 --> 00:15:47.000]  我又聽了上個禮拜
[00:15:47.000 --> 00:15:51.000]  我打有人打電話來說
[00:15:51.000 --> 00:15:52.000]  不是啊
[00:15:52.000 --> 00:15:55.000]  我們準備請某某人來
[00:15:55.000 --> 00:15:57.000]  西雅圖地區辦什麼
[00:15:57.000 --> 00:16:00.000]  佈道會之類的
[00:16:00.000 --> 00:16:01.000]  你們有沒有意見
[00:16:01.000 --> 00:16:03.000]  我說沒有意見
[00:16:03.000 --> 00:16:06.000]  我說這都是神重用的僕人
[00:16:06.000 --> 00:16:08.000]  他們各有不同的恩事
[00:16:08.000 --> 00:16:09.000]  各有所長
[00:16:09.000 --> 00:16:11.000]  講的都不同的方向
[00:16:11.000 --> 00:16:14.000]  有的用科學的角度來探索
[00:16:14.000 --> 00:16:17.000]  有的是從福音的角度
[00:16:17.000 --> 00:16:19.000]  有的從靈恩的角度
[00:16:19.000 --> 00:16:21.000]  有的我說這都可以
[00:16:21.000 --> 00:16:22.000]  你如果有的話
[00:16:22.000 --> 00:16:25.000]  你就poster flyer寄來
[00:16:25.000 --> 00:16:26.000]  我們看我們能去
[00:16:26.000 --> 00:16:28.000]  我們就去等
[00:16:28.000 --> 00:16:31.000]  所以我們來了神的面前
[00:16:31.000 --> 00:16:36.000]  真要向保羅警戒
[00:16:36.000 --> 00:16:38.000]  保羅他在格林多前書
[00:16:38.000 --> 00:16:41.000]  他說你們個人說
[00:16:41.000 --> 00:16:43.000]  我是屬保羅的
[00:16:43.000 --> 00:16:45.000]  有的說我是屬亞波羅的
