
[00:00:00.000 --> 00:00:05.000]  今天跟大家分享很特別的一個題目
[00:02:34.000 --> 00:02:38.000]  祈禱的時候知道聽得到那一句
[00:02:38.000 --> 00:02:45.000]  依撒阿丁的話
[00:02:45.000 --> 00:02:47.000]  奉耶穌基督的名義祈禱
[00:02:47.000 --> 00:02:49.000]  我懂得說Amen
[00:02:49.000 --> 00:02:51.000]  他們不是叫阿門
[00:02:51.000 --> 00:02:52.000]  他們不是叫Amen
[00:02:52.000 --> 00:02:54.000]  他們叫Amen
[00:02:54.000 --> 00:02:55.000]  我只懂得聽這麼多
[00:02:55.000 --> 00:02:57.000]  其他的牧師講到
[00:02:57.000 --> 00:02:58.000]  他們唱的歌
[00:02:58.000 --> 00:03:00.000]  我都聽不懂
[00:03:00.000 --> 00:03:02.000]  但是我在他們當中慶拜的時候
[00:03:02.000 --> 00:03:06.000]  我發覺有一種活的感覺
[00:03:06.000 --> 00:03:08.000]  有一種活的感覺
[00:03:08.000 --> 00:03:10.000]  一條又新又活的道路
[00:03:10.000 --> 00:03:11.000]  這裡希伯來書說
[00:03:11.000 --> 00:03:14.000]  耶穌基督為我們開遷了
[00:03:14.000 --> 00:03:16.000]  這條又新又活的道路
[00:03:16.000 --> 00:03:19.000]  究竟是一條怎樣的道路呢
[00:03:19.000 --> 00:03:20.000]  如果我們說
[00:03:20.000 --> 00:03:23.000]  現在我們的生命是一種
[00:03:23.000 --> 00:03:27.000]  又已經生過又活過的道路的話
[00:03:27.000 --> 00:03:28.000]  我們就要留心了
[00:03:28.000 --> 00:03:30.000]  因為這裡告訴我們
[00:03:30.000 --> 00:03:31.000]  耶穌基督給我們的生命
[00:03:31.000 --> 00:03:33.000]  不是又曾經生過
[00:03:33.000 --> 00:03:34.000]  曾經活過的道路
[00:03:34.000 --> 00:03:37.000]  是一條歷久常生
[00:03:37.000 --> 00:03:40.000]  活潑的生命的道路
[00:03:40.000 --> 00:03:42.000]  究竟是怎樣的道路呢
[00:03:42.000 --> 00:03:47.000]  我們又需要從希伯來書
[00:03:47.000 --> 00:03:50.000]  我們再去看一看
[00:03:50.000 --> 00:03:54.000]  通常我們要去看希伯來書的時候
[00:03:54.000 --> 00:03:58.000]  我們往往很快就跳到舊約
[00:03:58.000 --> 00:04:00.000]  希伯來書很難明白
[00:04:00.000 --> 00:04:04.000]  因為裡面解釋了很多舊約的內容
[00:04:04.000 --> 00:04:05.000]  正如有很多聖經
[00:04:05.000 --> 00:04:07.000]  包括啟示錄也是一樣
[00:04:07.000 --> 00:04:09.000]  但是基本上呢
[00:04:09.000 --> 00:04:13.000]  我們要明白他們的背景
[00:04:13.000 --> 00:04:15.000]  希伯來書的讀者
[00:04:15.000 --> 00:04:17.000]  他們面對的困難
[00:04:17.000 --> 00:04:19.000]  而希伯來書的作者
[00:04:19.000 --> 00:04:21.000]  又想他們明白些什麼
[00:04:21.000 --> 00:04:23.000]  然後我們再進入到
[00:04:23.000 --> 00:04:25.000]  這段經文的內容
[00:04:25.000 --> 00:04:28.000]  首先希伯來書是寫給
[00:04:28.000 --> 00:04:30.000]  希伯來人
[00:04:30.000 --> 00:04:32.000]  希伯來人我們今天知道
[00:04:32.000 --> 00:04:34.000]  Hebrew就是猶太人
[00:04:34.000 --> 00:04:36.000]  寫給當時的猶太人
[00:04:36.000 --> 00:04:40.000]  特別是羅馬的猶太人信徒
[00:04:40.000 --> 00:04:43.000]  如果按照內容來分析的話
[00:04:43.000 --> 00:04:45.000]  第十三章 第二十四節
[00:04:45.000 --> 00:04:49.000]  可以說是寫給羅馬的基督徒
[00:04:49.000 --> 00:04:50.000]  在羅馬的基督徒
[00:04:50.000 --> 00:04:51.000]  有哪些人呢
[00:04:51.000 --> 00:04:54.000]  有猶太人 有外邦人
[00:04:54.000 --> 00:04:56.000]  你看回羅馬書你就知道了
[00:04:56.000 --> 00:04:59.000]  羅馬書的背景
[00:04:59.000 --> 00:05:01.000]  你看回保羅在後面問候
[00:05:01.000 --> 00:05:04.000]  很多都是猶太人的名字
[00:05:04.000 --> 00:05:06.000]  所以其實羅馬書主要
[00:05:06.000 --> 00:05:08.000]  很多時候有機會
[00:05:08.000 --> 00:05:10.000]  跟大家分享羅馬書的話
[00:05:10.000 --> 00:05:12.000]  再跟大家詳細說
[00:05:12.000 --> 00:05:15.000]  主要其實是對著一班
[00:05:15.000 --> 00:05:18.000]  猶太人的基督徒
[00:05:18.000 --> 00:05:20.000]  他們以前是猶太教的
[00:05:20.000 --> 00:05:23.000]  他們以前是一班
[00:05:23.000 --> 00:05:25.000]  有猶太背景的
[00:05:25.000 --> 00:05:27.000]  有舊約背景的
[00:05:27.000 --> 00:05:28.000]  他們現在信了主了
[00:05:28.000 --> 00:05:30.000]  跟隨了耶穌了
[00:05:30.000 --> 00:05:34.000]  但是他們面對著一些挑戰
[00:05:34.000 --> 00:05:36.000]  如果希伯來書是寫給猶太人
[00:05:36.000 --> 00:05:39.000]  不只是寫給羅馬的基督徒
[00:05:39.000 --> 00:05:42.000]  它也是寫給在巴勒斯坦的基督徒
[00:05:42.000 --> 00:05:44.000]  特別有濃厚猶太背景
[00:05:44.000 --> 00:05:45.000]  所以整個希伯來書
[00:05:45.000 --> 00:05:48.000]  有很多舊約的背景
[00:05:48.000 --> 00:05:50.000]  猶太人他們會明白
[00:05:50.000 --> 00:05:52.000]  正如這個所說的孟子是什麼呢
[00:05:52.000 --> 00:05:53.000]  這裡沒有說
[00:05:53.000 --> 00:05:57.000]  它只說孟子進入至聖所
[00:05:57.000 --> 00:05:58.000]  究竟這個是什麼呢
[00:05:58.000 --> 00:06:00.000]  這是聖殿
[00:06:00.000 --> 00:06:02.000]  聖殿進入到孟子
[00:06:02.000 --> 00:06:06.000]  不要以為聖殿的至聖所很大
[00:06:06.000 --> 00:06:08.000]  其實很小而已
[00:06:08.000 --> 00:06:10.000]  一個房間做西廣是在這裡的
[00:06:10.000 --> 00:06:12.000]  但是有一道孟子遮著
[00:06:12.000 --> 00:06:14.000]  裡面至聖所有什麼
[00:06:14.000 --> 00:06:16.000]  他們都明白
[00:06:16.000 --> 00:06:19.000]  說到祭司 說到摩西 說到天使
[00:06:19.000 --> 00:06:21.000]  他們都會明白
[00:06:21.000 --> 00:06:23.000]  因為他們是從舊約裡面
[00:06:23.000 --> 00:06:25.000]  一直都讀過來的
[00:06:25.000 --> 00:06:29.000]  但是他們面對的問題
[00:06:29.000 --> 00:06:32.000]  就是希伯來書的作者
[00:06:32.000 --> 00:06:35.000]  要寫給他們的一個很重要的問題
[00:06:35.000 --> 00:06:37.000]  希伯來書一共有
[00:06:37.000 --> 00:06:40.000]  有些學者認為有五個的勸勉段
[00:06:40.000 --> 00:06:42.000]  或者六個的勸勉段
[00:06:42.000 --> 00:06:44.000]  這些勸勉段
[00:06:44.000 --> 00:06:46.000]  安慰他們也好
[00:06:46.000 --> 00:06:48.000]  去勸勉他們也好
[00:06:48.000 --> 00:06:50.000]  都很難去解釋
[00:06:50.000 --> 00:06:51.000]  為什麼很難去解釋呢
[00:06:51.000 --> 00:06:53.000]  因為他們面對的神學上
[00:06:53.000 --> 00:06:56.000]  我們今天也討論不休的問題
[00:06:56.000 --> 00:06:58.000]  最明顯的就是第六章
[00:06:58.000 --> 00:07:01.000]  如果你們上天恩的滋味
[00:07:01.000 --> 00:07:04.000]  現在走回頭
[00:07:04.000 --> 00:07:06.000]  你將耶穌基督倒釘十字架
[00:07:06.000 --> 00:07:08.000]  從此再無贖罪制 為你存留
[00:07:08.000 --> 00:07:10.000]  我們今天 哎呀 如果我信主
[00:07:10.000 --> 00:07:12.000]  信完主之後我突然間又不信了
[00:07:12.000 --> 00:07:14.000]  那我究竟得救還是不得救呢
[00:07:14.000 --> 00:07:15.000]  那我們就很容易
[00:07:15.000 --> 00:07:17.000]  很喜歡討論這些問題
[00:07:17.000 --> 00:07:19.000]  但是希伯來書的讀者
[00:07:19.000 --> 00:07:21.000]  所面對的
[00:07:21.000 --> 00:07:23.000]  就是他們面對信仰上的挑戰
[00:07:23.000 --> 00:07:25.000]  真的有一班
[00:07:25.000 --> 00:07:27.000]  他們想回去
[00:07:27.000 --> 00:07:29.000]  他們想回去以前那裡
[00:07:29.000 --> 00:07:31.000]  不是回到舊時那裡
[00:07:31.000 --> 00:07:33.000]  不是回到舊時那裡
[00:07:33.000 --> 00:07:35.000]  是回到他們以前的信仰
[00:07:35.000 --> 00:07:37.000]  為什麼會有這樣的情況呢
[00:07:37.000 --> 00:07:40.000]  是因為當時的背景
[00:07:40.000 --> 00:07:42.000]  和啟示錄也很相似
[00:07:42.000 --> 00:07:47.000]  第一世紀的猶太人面對的
[00:07:47.000 --> 00:07:49.000]  羅馬政府
[00:07:49.000 --> 00:07:52.000]  蓋薩一般在開始的時候
[00:07:52.000 --> 00:07:55.000]  雖然說是信仰自由
[00:07:55.000 --> 00:07:57.000]  但是基本上他們有一個
[00:07:57.000 --> 00:08:02.000]  很重要的信息
[00:08:02.000 --> 00:08:05.000]  他們要拜羅馬皇帝
[00:08:05.000 --> 00:08:07.000]  如果你不拜蓋薩
[00:08:07.000 --> 00:08:10.000]  所以如果你今天去土耳其也好
[00:08:10.000 --> 00:08:13.000]  去聖地也好
[00:08:13.000 --> 00:08:15.000]  甚至去現在很混亂的地方
[00:08:15.000 --> 00:08:19.000]  像敘利亞那些古蹟
[00:08:19.000 --> 00:08:21.000]  去到一些古蹟
[00:08:21.000 --> 00:08:25.000]  你一定會找到拜蓋薩
[00:08:25.000 --> 00:08:28.000]  就是拜羅馬皇帝的廟宇
[00:08:28.000 --> 00:08:30.000]  拜羅馬皇帝
[00:08:30.000 --> 00:08:32.000]  當時的人
[00:08:32.000 --> 00:08:34.000]  羅馬國
[00:08:34.000 --> 00:08:36.000]  或者羅馬的蓋薩
[00:08:36.000 --> 00:08:38.000]  要求他們的百姓
[00:08:38.000 --> 00:08:40.000]  當他們是神去拜
[00:08:40.000 --> 00:08:43.000]  甚至羅馬皇帝蓋薩
[00:08:43.000 --> 00:08:46.000]  如果你看一些廟宇
[00:08:46.000 --> 00:08:48.000]  有三層的
[00:08:48.000 --> 00:08:50.000]  三層下面聚會
[00:08:50.000 --> 00:08:52.000]  第二層有很多希臘的神明
[00:08:52.000 --> 00:08:54.000]  但是最高那層
[00:08:54.000 --> 00:08:56.000]  就是羅馬皇帝
[00:08:56.000 --> 00:08:58.000]  所以羅馬皇帝
[00:08:58.000 --> 00:09:00.000]  用今天的說話來講
[00:09:00.000 --> 00:09:03.000]  就是一個叫做神運動
[00:09:03.000 --> 00:09:04.000]  怎樣做神運動
[00:09:04.000 --> 00:09:05.000]  你要拜
[00:09:05.000 --> 00:09:06.000]  有點像
[00:09:06.000 --> 00:09:08.000]  所以為什麼你看《啟示錄》
[00:09:08.000 --> 00:09:11.000]  用巴比倫來比喻羅馬
[00:09:11.000 --> 00:09:13.000]  為什麼
[00:09:13.000 --> 00:09:15.000]  巴比倫尼布加利薩王
[00:09:15.000 --> 00:09:17.000]  就做了一個金像要人拜
[00:09:17.000 --> 00:09:19.000]  他們很明白
[00:09:19.000 --> 00:09:22.000]  你要拜了羅馬皇帝
[00:09:22.000 --> 00:09:24.000]  你在生意上面
[00:09:24.000 --> 00:09:25.000]  生活上面
[00:09:25.000 --> 00:09:29.000]  就有很多的方便
[00:09:29.000 --> 00:09:32.000]  如果今天你有機會去土耳其
[00:09:32.000 --> 00:09:34.000]  我鼓勵你去
[00:09:34.000 --> 00:09:36.000]  去耳筆鎖
[00:09:36.000 --> 00:09:37.000]  耳筆鎖
[00:09:37.000 --> 00:09:39.000]  我們很喜歡看其他很多古蹟
[00:09:39.000 --> 00:09:42.000]  但是很多東西我一天看不完
[00:09:42.000 --> 00:09:45.000]  那裡有一個廣場
[00:09:45.000 --> 00:09:46.000]  叫做多米田廣場
[00:09:46.000 --> 00:09:49.000]  多米田就是羅馬的其中一個蓋薩
[00:09:49.000 --> 00:09:50.000]  你進去的時候
[00:09:50.000 --> 00:09:52.000]  在旁邊
[00:09:52.000 --> 00:09:55.000]  就有一個香壇
[00:09:55.000 --> 00:09:56.000]  你要向羅馬皇帝燒香
[00:09:56.000 --> 00:09:58.000]  你才可以進去
[00:09:58.000 --> 00:10:00.000]  你才可以進去做生意
[00:10:00.000 --> 00:10:01.000]  如果你不拜
[00:10:01.000 --> 00:10:03.000]  你就會在做生意
[00:10:03.000 --> 00:10:04.000]  生活上面也好
[00:10:04.000 --> 00:10:06.000]  買賣也好
[00:10:06.000 --> 00:10:09.000]  你會遇到很大的挑戰
[00:10:09.000 --> 00:10:13.000]  這個除了政治上面的問題之外
[00:10:13.000 --> 00:10:17.000]  還在經濟上面的生活
[00:10:17.000 --> 00:10:20.000]  這個不單單是拜羅馬皇帝
[00:10:20.000 --> 00:10:25.000]  有時候他們也有很多的工會
[00:10:25.000 --> 00:10:27.000]  去年我們知道
[00:10:27.000 --> 00:10:29.000]  去年是不是工會之年
[00:10:29.000 --> 00:10:32.000]  很多工會都出來抗議
[00:10:32.000 --> 00:10:34.000]  你加入工會
[00:10:34.000 --> 00:10:37.000]  就會有很多升遷的機會
[00:10:37.000 --> 00:10:40.000]  有很多你自己在職業上
[00:10:40.000 --> 00:10:43.000]  在薪金上的晉升等等
[00:10:43.000 --> 00:10:46.000]  我們今天也很明白工會的作用
[00:10:46.000 --> 00:10:49.000]  能夠有一個barkening power
[00:10:49.000 --> 00:10:51.000]  但是昔日的工會
[00:10:51.000 --> 00:10:56.000]  有點像今天的一些很獨特的行業
[00:10:56.000 --> 00:11:00.000]  他們一定會敬拜某一個希臘神明
[00:11:00.000 --> 00:11:02.000]  而敬拜這些希臘神明
[00:11:02.000 --> 00:11:08.000]  到最後是以男女之間的交合
[00:11:08.000 --> 00:11:10.000]  做結束的敬拜
[00:11:10.000 --> 00:11:12.000]  你加入這些工會嗎
[00:11:12.000 --> 00:11:14.000]  例如推瓦推拉
[00:11:14.000 --> 00:11:16.000]  用今天的說話來講
[00:11:16.000 --> 00:11:18.000]  就叫做建築業
[00:11:18.000 --> 00:11:19.000]  紡織業不是建築業
[00:11:19.000 --> 00:11:21.000]  推瓦推拉
[00:11:21.000 --> 00:11:23.000]  推瓦推拉最出名的工會
[00:11:23.000 --> 00:11:26.000]  所敬拜的神明就是亞波羅
[00:11:26.000 --> 00:11:28.000]  你拜不拜
[00:11:28.000 --> 00:11:30.000]  你是基督徒
[00:11:30.000 --> 00:11:33.000]  你知道我不可以拜偶像
[00:11:33.000 --> 00:11:35.000]  我不可以去做這些事情
[00:11:35.000 --> 00:11:37.000]  但是你拜不拜
[00:11:37.000 --> 00:11:38.000]  不拜的話
[00:11:38.000 --> 00:11:41.000]  那你就是工會以外的成員
[00:11:41.000 --> 00:11:43.000]  工會以外的成員會怎樣
[00:11:43.000 --> 00:11:46.000]  什麼都沒有你的份
[00:11:46.000 --> 00:11:50.000]  生活、經濟、職業
[00:11:50.000 --> 00:11:57.000]  你的專業都會蒙受很大的阻礙
[00:11:57.000 --> 00:12:00.000]  昔日如果你是猶太人
[00:12:00.000 --> 00:12:01.000]  好一點
[00:12:01.000 --> 00:12:03.000]  因為羅馬政府在開始的時候
[00:12:03.000 --> 00:12:06.000]  雖然有這些政策
[00:12:06.000 --> 00:12:10.000]  但是他對猶太人採取一種懷柔的政策
[00:12:10.000 --> 00:12:12.000]  開始的時候
[00:12:12.000 --> 00:12:15.000]  這種懷柔的政策
[00:12:15.000 --> 00:12:17.000]  他說我明白
[00:12:17.000 --> 00:12:21.000]  你們猶太人只是信奉獨一的真神
[00:12:21.000 --> 00:12:23.000]  你不會拜偶像
[00:12:23.000 --> 00:12:24.000]  明白
[00:12:24.000 --> 00:12:26.000]  為了要壟斷
[00:12:26.000 --> 00:12:32.000]  這幫猶太人的歸順心
[00:12:32.000 --> 00:12:35.000]  早期的羅馬皇帝蓋薩就說
[00:12:35.000 --> 00:12:37.000]  好 我給你們一個豁免
[00:12:37.000 --> 00:12:40.000]  凡是猶太教的信徒
[00:12:40.000 --> 00:12:43.000]  都可以豁免拜蓋薩
[00:12:43.000 --> 00:12:45.000]  意思就是說你不需要拜蓋薩
[00:12:45.000 --> 00:12:48.000]  生活上哪一樣都沒有問題
[00:12:48.000 --> 00:12:54.000]  那你怎樣證明你是猶太教徒
[00:12:54.000 --> 00:12:57.000]  你怎樣證明
[00:12:57.000 --> 00:12:59.000]  加入會堂
[00:12:59.000 --> 00:13:01.000]  在會堂裏面有本名冊
[00:13:01.000 --> 00:13:03.000]  我好像跟大家講過了
[00:13:03.000 --> 00:13:07.000]  這本名冊叫做生命冊
[00:13:07.000 --> 00:13:09.000]  你是會堂的成員
[00:13:09.000 --> 00:13:12.000]  你在這個名冊上面有名
[00:13:12.000 --> 00:13:15.000]  你就可以證明你自己是猶太教的一員
[00:13:15.000 --> 00:13:17.000]  那你就可以避免
[00:13:17.000 --> 00:13:21.000]  或者你豁免了這個要求
[00:13:21.000 --> 00:13:24.000]  OK 好了
[00:13:24.000 --> 00:13:27.000]  但如果你是信耶穌基督的呢
[00:13:27.000 --> 00:13:30.000]  你是信耶穌基督的猶太教信徒
[00:13:30.000 --> 00:13:31.000]  留意一下昔日
[00:13:31.000 --> 00:13:33.000]  耶穌基督的教會
[00:13:33.000 --> 00:13:36.000]  不是想著脫離猶太教的
[00:13:36.000 --> 00:13:38.000]  所以保羅去哪裏 會堂
[00:13:38.000 --> 00:13:40.000]  保羅去哪裏 聖殿祈禱
[00:13:40.000 --> 00:13:43.000]  彼得他們都去聖殿祈禱的
[00:13:43.000 --> 00:13:49.000]  但是這個耶穌的支派
[00:13:49.000 --> 00:13:51.000]  猶太教派卻發展得很快
[00:13:51.000 --> 00:13:56.000]  引來猶太教很大的挑戰和逼迫
[00:13:56.000 --> 00:13:57.000]  看回時代行傳
[00:13:57.000 --> 00:14:01.000]  其實就是猶太主義的人去逼迫
[00:14:01.000 --> 00:14:03.000]  他們最厲害的一招是什麼
[00:14:03.000 --> 00:14:06.000]  趕你出會堂
[00:14:06.000 --> 00:14:07.000]  趕你出會堂
[00:14:07.000 --> 00:14:10.000]  不是單單不讓你來敬拜
[00:14:10.000 --> 00:14:13.000]  不讓你來學習神的說話這麼簡單
[00:14:13.000 --> 00:14:14.000]  趕你出會堂
[00:14:14.000 --> 00:14:17.000]  你就失去了會堂的名冊
[00:14:17.000 --> 00:14:19.000]  你的名字
[00:14:19.000 --> 00:14:20.000]  你失去了這個名字
[00:14:20.000 --> 00:14:21.000]  你就要怎麼樣
[00:14:21.000 --> 00:14:24.000]  拜該殺
[00:14:24.000 --> 00:14:25.000]  如果你不拜
[00:14:25.000 --> 00:14:28.000]  你面對的是什麼
[00:14:28.000 --> 00:14:30.000]  如果你從這個角度來看
[00:14:30.000 --> 00:14:33.000]  你就會明白一幫猶太教的信徒
[00:14:33.000 --> 00:14:35.000]  除了是外在之外
[00:14:35.000 --> 00:14:38.000]  他們都面臨著裏面的一些掙扎
[00:14:38.000 --> 00:14:41.000]  自己是猶太教裏面的背景
[00:14:41.000 --> 00:14:42.000]  但是面對著
[00:14:42.000 --> 00:14:45.000]  他們要脫離這個會堂之後
[00:14:45.000 --> 00:14:47.000]  他們相信耶穌基督
[00:14:47.000 --> 00:14:48.000]  他們接受了耶穌基督
[00:14:48.000 --> 00:14:52.000]  但是面對的是生活上的挑戰和困難
[00:14:52.000 --> 00:14:57.000]  好像現在的伊斯蘭教徒
[00:14:57.000 --> 00:14:58.000]  這些長話短說
[00:14:58.000 --> 00:15:01.000]  回到希伯來書
[00:15:01.000 --> 00:15:05.000]  所以有一幫猶太教的基督徒
[00:15:05.000 --> 00:15:08.000]  算了
[00:15:08.000 --> 00:15:11.000]  舊的我們一向都是這樣信的
[00:15:11.000 --> 00:15:15.000]  回到舊時候
[00:15:15.000 --> 00:15:18.000]  回到以前我們的道路上
[00:15:18.000 --> 00:15:22.000]  回到憲制
[00:15:22.000 --> 00:15:26.000]  回到律法
[00:15:26.000 --> 00:15:27.000]  如果回到以前
[00:15:27.000 --> 00:15:28.000]  會不會好一點
[00:15:28.000 --> 00:15:31.000]  舒服一點
[00:15:31.000 --> 00:15:33.000]  希伯來書的作者
[00:15:33.000 --> 00:15:36.000]  就是面對這個問題
[00:15:36.000 --> 00:15:42.000]  面對著這幫猶太教的信徒
[00:15:42.000 --> 00:15:43.000]  他告訴你們
[00:15:43.000 --> 00:15:44.000]  沒有啊
[00:15:44.000 --> 00:15:49.000]  你們不可以回到舊時候
[00:15:49.000 --> 00:15:50.000]  耶穌基督已經為了你們
[00:15:50.000 --> 00:15:53.000]  開了一條又新又活的道路
[00:15:53.000 --> 00:15:56.000]  在後前面九章的聖經
[00:15:56.000 --> 00:15:58.000]  或者連第十章
[00:15:58.000 --> 00:16:00.000]  你可以這樣說
[00:16:00.000 --> 00:16:01.000]  希伯來書的作者
[00:16:01.000 --> 00:16:04.000]  正在證明給這幫信徒
[00:16:04.000 --> 00:16:06.000]  耶穌基督已經為了你們
[00:16:06.000 --> 00:16:09.000]  開了一條又新又活的道路
[00:16:09.000 --> 00:16:12.000]  你們為什麼要回去
[00:16:12.000 --> 00:16:16.000]  所以五個的勸勉很嚴厲
[00:16:16.000 --> 00:16:19.000]  很嚴重
[00:16:19.000 --> 00:16:20.000]  當然你說
[00:16:20.000 --> 00:16:23.000]  我們不信是不是真的沒有了生命
[00:16:23.000 --> 00:16:24.000]  沒有了新的生命
[00:16:24.000 --> 00:16:25.000]  這是神學問題
[00:16:25.000 --> 00:16:27.000]  希伯來書的作者告訴你們
[00:16:27.000 --> 00:16:30.000]  你們要小心
[00:16:30.000 --> 00:16:31.000]  希伯來書的作者
[00:16:31.000 --> 00:16:33.000]  然而你們還沒有到這個地步
[00:16:33.000 --> 00:16:36.000]  不過你們要小心
[00:16:36.000 --> 00:16:39.000]  就是說這幫人其實正在考慮
[00:16:39.000 --> 00:16:41.000]  正在轉想回去舊時候
[00:16:41.000 --> 00:16:42.000]  希伯來書的作者
[00:16:42.000 --> 00:16:43.000]  你想過了嗎
[00:16:43.000 --> 00:16:46.000]  想清楚了嗎
[00:16:46.000 --> 00:16:47.000]  希伯來書的作者
[00:16:47.000 --> 00:16:52.000]  發出這個嚴厲的警告
[00:16:52.000 --> 00:16:54.000]  對於我們今天的信徒來說
[00:16:54.000 --> 00:16:58.000]  其實有非常大的意義
[00:16:58.000 --> 00:17:01.000]  三年的疫情
[00:17:01.000 --> 00:17:04.000]  加上經濟的動盪
[00:17:04.000 --> 00:17:08.000]  現在加上政治的不穩定
[00:17:08.000 --> 00:17:12.000]  你想回去哪條道路
[00:17:12.000 --> 00:17:14.000]  還是回去以前
[00:17:14.000 --> 00:17:15.000]  不要理會那麼多
[00:17:15.000 --> 00:17:18.000]  我們以前生活得多好
[00:17:18.000 --> 00:17:21.000]  我以前未信主之前
[00:17:21.000 --> 00:17:24.000]  我那些都還可以
[00:17:24.000 --> 00:17:25.000]  面對這些
[00:17:25.000 --> 00:17:31.000]  我們在想是不是回去舊時候
[00:17:31.000 --> 00:17:33.000]  其實希伯來書告訴我們
[00:17:33.000 --> 00:17:35.000]  不要
[00:17:35.000 --> 00:17:37.000]  不要想著
[00:17:37.000 --> 00:17:40.000]  很嚴重的
[00:17:40.000 --> 00:17:41.000]  但是希伯來書的作者
[00:17:41.000 --> 00:17:43.000]  不只是告訴你們
[00:17:43.000 --> 00:17:45.000]  你們不要想那裡
[00:17:45.000 --> 00:17:47.000]  希伯來書的作者告訴你們
[00:17:47.000 --> 00:17:50.000]  你看看前面
[00:17:50.000 --> 00:17:51.000]  前面神位我們開的
[00:17:51.000 --> 00:17:57.000]  其實這條道路是又新又活的道路
[00:17:57.000 --> 00:17:58.000]  當我預備的時候
[00:17:58.000 --> 00:18:01.000]  我很感謝主
[00:18:01.000 --> 00:18:03.000]  我們面對這個時候
