
[00:00:00.000 --> 00:00:05.800]  有一個故事講到一位牧師在主一崇拜的報告
[00:04:08.760 --> 00:04:10.480]  但我擔心你
[00:04:10.480 --> 00:04:13.120]  可以說我是關心你
[00:04:13.120 --> 00:04:18.360]  關心你有沒有在金錢奉獻這個事上
[00:04:18.360 --> 00:04:20.680]  得到上帝的祝福
[00:04:20.680 --> 00:04:24.800]  因為上帝允許過每一個奉獻的人
[00:04:24.800 --> 00:04:26.520]  他都會賜福
[00:04:26.520 --> 00:04:31.440]  你說牧師 我有奉獻 但好像沒有得到福氣
[00:04:31.440 --> 00:04:34.640]  有些人說我沒有奉獻 也沒有福氣
[00:04:34.640 --> 00:04:36.760]  Fair and Square
[00:04:36.760 --> 00:04:39.360]  其實都不是好的
[00:04:39.360 --> 00:04:42.240]  上帝其實給你的福氣比你奉獻多
[00:04:42.240 --> 00:04:45.040]  所以今天我們講到《哥林多後書》
[00:04:45.040 --> 00:04:46.240]  過了幾個月
[00:04:46.240 --> 00:04:48.520]  今天我們講第八章、第九章
[00:04:48.520 --> 00:04:51.880]  是特別講這個問題
[00:04:51.880 --> 00:04:56.400]  我希望每一個信徒都在這兩章聖經裏面
[00:04:56.400 --> 00:04:58.800]  明白奉獻的意義
[00:04:58.800 --> 00:05:03.040]  和得到奉獻帶來的祝福
[00:05:03.040 --> 00:05:07.160]  這兩章經文《哥林多後書》第八、第九章
[00:05:07.160 --> 00:05:10.480]  是整本聖經裏面對奉獻
[00:05:10.480 --> 00:05:13.840]  有最清楚的展示
[00:05:13.840 --> 00:05:18.880]  可以說整本聖經對於有關奉獻的神學思想
[00:05:18.880 --> 00:05:20.480]  你在這兩章裏面找到
[00:05:20.480 --> 00:05:23.640]  如果你拿了聖經其它有關奉獻的經文
[00:05:23.640 --> 00:05:24.920]  留下這兩章
[00:05:24.920 --> 00:05:27.440]  你都會知道所有應該知道的東西
[00:05:27.440 --> 00:05:31.160]  所以很厲害
[00:05:31.160 --> 00:05:34.320]  奉獻的神學思想在裏面找到
[00:05:34.320 --> 00:05:36.080]  不知道大家記不記得
[00:05:36.080 --> 00:05:38.000]  幾年之前我講過一篇
[00:05:38.000 --> 00:05:40.240]  在裏面我講過一句話
[00:05:40.240 --> 00:05:41.320]  牧師有沒有搞錯
[00:05:41.320 --> 00:05:42.520]  你上個月講我都不記得
[00:05:42.520 --> 00:05:43.640]  你幾年之前
[00:05:43.640 --> 00:05:44.640]  這句話其實很厲害
[00:05:44.640 --> 00:05:45.720]  我自己想出來的
[00:05:45.720 --> 00:05:47.280]  或者你會記得
[00:05:47.280 --> 00:05:48.160]  那句話就是
[00:05:48.160 --> 00:05:51.120]  Theology determines everything
[00:05:51.120 --> 00:05:54.080]  你的神學思想決定你一切
[00:05:54.080 --> 00:05:55.880]  你對愛情的神學思想
[00:05:55.880 --> 00:05:57.920]  決定你和誰拍拖和誰結婚
[00:05:57.920 --> 00:05:59.960]  你對金錢的神學思想
[00:05:59.960 --> 00:06:02.400]  決定你怎樣投資
[00:06:02.400 --> 00:06:04.720]  你怎樣去用你的錢
[00:06:04.720 --> 00:06:06.840]  你對奉獻的神學思想
[00:06:06.840 --> 00:06:10.080]  又決定你怎樣過一個奉獻的人生
[00:06:10.080 --> 00:06:11.800]  所以今天我要和大家講到
[00:06:11.800 --> 00:06:14.320]  這個奉獻的神學思想
[00:06:14.320 --> 00:06:15.960]  我以前講奉獻
[00:06:15.960 --> 00:06:17.920]  未用過這兩章經文
[00:06:17.920 --> 00:06:20.920]  今次你所聽的和以前的不同
[00:06:20.920 --> 00:06:24.840]  這兩章經文實在是很厲害
[00:06:24.840 --> 00:06:26.920]  我們一起來思想一下
[00:06:26.920 --> 00:06:30.560]  究竟上帝要我們學到些甚麼
[00:06:30.560 --> 00:06:33.360]  這兩章經文裏面提到
[00:06:33.360 --> 00:06:35.560]  有關奉獻的兩個真理
[00:06:35.560 --> 00:06:38.480]  兩個啟示、兩個原則
[00:06:38.480 --> 00:06:41.200]  這兩個原則就是奉獻的神學思想
[00:06:41.200 --> 00:06:43.120]  你應該知道
[00:06:43.120 --> 00:06:44.760]  如果你明白的話
[00:06:44.760 --> 00:06:48.120]  你就是一個蒙福的人
[00:06:48.120 --> 00:06:49.440]  你以前沒有蒙福
[00:06:49.440 --> 00:06:50.520]  現在以後都會有
[00:06:50.520 --> 00:06:55.480]  如果你明白和實踐這兩個原則
[00:06:55.480 --> 00:06:57.240]  首先我要和大家解釋一下
[00:06:57.240 --> 00:06:59.360]  這兩章經文的背景
[00:06:59.360 --> 00:07:01.960]  大家知道福音是從耶路撒冷開始
[00:07:01.960 --> 00:07:04.720]  是否彼得講到五常志講到
[00:07:04.720 --> 00:07:07.240]  三千人信主、五千人信主
[00:07:07.240 --> 00:07:11.880]  之後教會就受到迫迫
[00:07:11.880 --> 00:07:15.960]  於是信徒就四散到羅馬帝國不同的地方
[00:07:15.960 --> 00:07:17.880]  福音就這樣傳開
[00:07:17.880 --> 00:07:21.000]  耶路撒冷的教會
[00:07:21.000 --> 00:07:21.960]  因為有些人走了
[00:07:21.960 --> 00:07:23.800]  其實開始約了一些人
[00:07:23.800 --> 00:07:26.240]  後來又發生大饑荒
[00:07:26.240 --> 00:07:28.640]  耶路撒冷的信徒需要幫助
[00:07:28.640 --> 00:07:31.760]  保羅就鼓勵各地的教會信徒
[00:07:31.760 --> 00:07:36.080]  支持捐助給耶路撒冷的信徒
[00:07:36.080 --> 00:07:38.560]  他在第三次的旅程
[00:07:38.560 --> 00:07:41.160]  就寫信給哥林多教會
[00:07:41.160 --> 00:07:42.800]  就是哥林多後書
[00:07:42.800 --> 00:07:45.760]  在那裏他就提到
[00:07:45.760 --> 00:07:47.480]  馬其頓的宗教會
[00:07:47.480 --> 00:07:48.880]  雖然自己很貧窮
[00:07:48.880 --> 00:07:52.440]  都盡力的捐贈給耶路撒冷的教會
[00:07:52.440 --> 00:07:54.440]  保羅鼓勵哥林多的信徒
[00:07:54.440 --> 00:07:56.480]  都同樣的這樣做
[00:07:56.480 --> 00:08:00.160]  這個就是背景
[00:08:00.160 --> 00:08:03.520]  我們一起看看這兩章聖經
[00:08:03.520 --> 00:08:10.800]  是上帝究竟有向我們啟示到什麼原則
[00:08:10.800 --> 00:08:13.680]  第一個原則就是
[00:08:13.680 --> 00:08:18.480]  奉獻和恩典是掛鉤的
[00:08:18.480 --> 00:08:21.920]  上帝透過信徒的奉獻
[00:08:21.920 --> 00:08:23.280]  賜恩典
[00:08:23.280 --> 00:08:25.320]  賜恩典給我們奉獻的人
[00:08:25.320 --> 00:08:29.240]  又賜恩典給得著幫助的人
[00:08:29.240 --> 00:08:33.000]  可以說今天你和我有力量奉獻
[00:08:33.000 --> 00:08:35.720]  和有個心意願意奉獻
[00:08:35.720 --> 00:08:38.600]  這個是上帝的恩典
[00:08:38.600 --> 00:08:39.720]  大家記不記得
[00:08:39.720 --> 00:08:41.760]  《已忽所書》第二章第八節
[00:08:41.760 --> 00:08:42.520]  它有句話
[00:08:42.520 --> 00:08:48.360]  「你們得救是本福恩」
[00:08:48.360 --> 00:08:50.080]  新譯本就好一點
[00:08:50.080 --> 00:08:52.720]  因為我們說「本」的「本」、「福」、「恩」
[00:08:52.720 --> 00:08:53.560]  我們不知道說什麼
[00:08:53.560 --> 00:08:54.880]  什麼叫「本」?什麼叫「福」?
[00:08:54.880 --> 00:08:56.360]  「福」就更加不明白
[00:08:56.360 --> 00:08:57.200]  原來新譯本說
[00:08:57.200 --> 00:09:00.640]  「你們得救是靠著恩典」
[00:09:00.640 --> 00:09:05.280]  我可以說你們奉獻都是靠著恩典
[00:09:05.280 --> 00:09:06.760]  為什麼我這樣看呢?
[00:09:06.760 --> 00:09:09.320]  如果你看第八章、第九章
[00:09:09.320 --> 00:09:10.960]  看原文、希臘文
[00:09:10.960 --> 00:09:14.520]  你會發現有十次提到「恩典」
[00:09:14.520 --> 00:09:15.720]  中文、英文翻譯
[00:09:15.720 --> 00:09:17.120]  有時候就變成「恩賜」
[00:09:17.120 --> 00:09:18.440]  變成其他那些字
[00:09:18.440 --> 00:09:21.560]  但是原文裏面講到「恩典」
[00:09:21.560 --> 00:09:22.880]  「恩典」的Grace
[00:09:22.880 --> 00:09:25.320]  G-R-A-C-E
[00:09:25.320 --> 00:09:29.760]  如果我們看一看第八章一至四節
[00:09:29.760 --> 00:09:32.240]  你會發現有三次提到「恩典」
[00:09:32.240 --> 00:09:33.160]  「弟兄們
[00:09:33.160 --> 00:09:36.440]  我把神賜給馬其頓宗教會的恩」
[00:09:36.440 --> 00:09:37.520]  這個G-R-A-C-E
[00:09:37.520 --> 00:09:38.640]  「告訴你們
[00:09:38.640 --> 00:09:41.840]  就是他們在患難中受大試煉的時候
[00:09:41.840 --> 00:09:43.320]  仍有滿足的快樂
[00:09:43.320 --> 00:09:44.760]  在極窮之間
[00:09:44.760 --> 00:09:48.960]  還格外顯出他們樂捐的口恩」
[00:09:48.960 --> 00:09:50.600]  我可以證明
[00:09:50.600 --> 00:09:52.280]  他們是按著力量
[00:09:52.280 --> 00:09:53.880]  而且是過了力量
[00:09:53.880 --> 00:09:56.360]  自己甘心樂意的捐助
[00:09:56.360 --> 00:09:57.960]  再三地求我們
[00:09:57.960 --> 00:10:02.920]  「准他們在這供給聖徒的恩情上有份」
[00:10:02.920 --> 00:10:04.280]  看到嗎?
[00:10:04.280 --> 00:10:07.000]  剛才主席領我們讀的經文
[00:10:07.000 --> 00:10:08.680]  第九章十五節
[00:10:08.680 --> 00:10:12.440]  上帝有說不盡的「恩賜」
[00:10:12.440 --> 00:10:14.480]  所以你看這兩段經文
[00:10:14.480 --> 00:10:17.080]  你看到有十次提到「恩典」
[00:10:17.080 --> 00:10:24.640]  你看到其實「恩典」和「奉獻」是有關係的
[00:10:24.640 --> 00:10:38.400]  我們看看剛才所讀的哥倫多後書
[00:10:38.400 --> 00:10:39.400]  的一段經文
[00:10:39.400 --> 00:10:41.320]  由第九節到十六節
[00:10:41.320 --> 00:10:46.520]  我們就看到「恩典」的意義
[00:10:46.520 --> 00:10:48.560]  到底「恩典」是什麼呢?
[00:10:48.560 --> 00:10:50.040]  很多解經家就說
[00:10:50.040 --> 00:10:52.680]  「恩典」就是我們不配得的
[00:10:52.680 --> 00:10:55.360]  好東西上帝給我們
[00:10:55.360 --> 00:10:58.520]  「憐憫」就是我們應該受的刑罰
[00:10:58.520 --> 00:10:59.400]  上帝不給我們
[00:10:59.400 --> 00:11:00.760]  這就是「憐憫」
[00:11:00.760 --> 00:11:02.360]  所以「恩典」是你不配得
[00:11:02.360 --> 00:11:03.520]  上帝給你的
[00:11:03.520 --> 00:11:05.680]  這個解釋是對的
[00:11:05.680 --> 00:11:07.920]  但是不夠完美
[00:11:07.920 --> 00:11:12.280]  因為沒有將「恩典」的意思
[00:11:12.280 --> 00:11:14.760]  淋漓盡致地說出來
[00:11:14.760 --> 00:11:17.440]  希臘文裏的「恩典」這個字
[00:11:17.440 --> 00:11:20.000]  是指美好、尊貴
[00:11:20.000 --> 00:11:22.880]  當聖經提到上帝向我們施恩
[00:11:22.880 --> 00:11:24.720]  聖經不單止說
[00:11:24.720 --> 00:11:26.080]  有些東西我們不配得
[00:11:26.080 --> 00:11:27.920]  上帝給我們這麼簡單
[00:11:27.920 --> 00:11:32.840]  而是上帝很熱情、很熱忱的
[00:11:32.840 --> 00:11:37.160]  很想將一切最好的東西
[00:11:37.160 --> 00:11:38.720]  毫無保留的給我們
[00:11:38.720 --> 00:11:42.480]  這就是「恩典」上帝施恩的深層意思
[00:11:42.480 --> 00:11:45.280]  上帝很想你得到一些很好的東西
[00:11:45.280 --> 00:11:46.840]  祂很想給你
[00:11:46.840 --> 00:11:48.080]  那祂怎樣給你呢?
[00:11:48.080 --> 00:11:50.360]  祂透過那個渠道
[00:11:50.360 --> 00:11:52.240]  那個途徑就是奉獻
[00:11:52.240 --> 00:11:54.640]  上帝要透過這個奉獻
[00:11:54.640 --> 00:11:56.040]  來將「恩典」給你
[00:11:56.040 --> 00:11:57.360]  所以「恩典」和「奉獻」
[00:11:57.360 --> 00:11:58.360]  為何掛勾?
[00:11:58.360 --> 00:12:00.000]  為何這兩章的聖經裏面
[00:12:00.000 --> 00:12:01.520]  有十次出現「恩典」呢?
[00:12:01.520 --> 00:12:03.640]  保羅很想哥倫多人知道
[00:12:03.640 --> 00:12:06.560]  你們奉獻是靠著「恩典」
[00:12:06.560 --> 00:12:08.600]  是上帝要施恩給你
[00:12:08.600 --> 00:12:10.400]  透過你的奉獻施恩給你
[00:12:10.400 --> 00:12:11.720]  所以今天我要大家看到
[00:12:11.720 --> 00:12:14.600]  上帝怎樣透過奉獻施恩給你
[00:12:14.600 --> 00:12:16.200]  在第九章第八節
[00:12:16.200 --> 00:12:19.840]  我們看一看哥倫多後書九章八節
[00:12:19.840 --> 00:12:24.720]  保羅說:神能將各樣的恩惠多多給你們
[00:12:24.720 --> 00:12:26.760]  叫你們凡事常常充足
[00:12:26.760 --> 00:12:28.840]  能多行各樣的善事
[00:12:28.840 --> 00:12:30.080]  在這裏告訴他們知道
[00:12:30.080 --> 00:12:31.680]  在我們未奉獻之前
[00:12:31.680 --> 00:12:33.240]  未幫助別人之前
[00:12:33.240 --> 00:12:35.480]  上帝已經給你有力量
[00:12:35.480 --> 00:12:36.480]  叫你凡事充足
[00:12:36.480 --> 00:12:38.280]  否則你沒有錢奉獻
[00:12:38.280 --> 00:12:42.040]  還有上帝給你慷慨的心
[00:12:42.040 --> 00:12:44.040]  叫你不單止有力量奉獻
[00:12:44.040 --> 00:12:45.640]  而且你願意奉獻
[00:12:45.640 --> 00:12:48.960]  所以你們奉獻是靠著恩典
[00:12:48.960 --> 00:12:50.560]  如果上帝不給你的恩典
[00:12:50.560 --> 00:12:52.120]  你們有錢都不會奉獻
[00:12:52.120 --> 00:12:54.120]  你們又未必有錢奉獻
[00:12:54.120 --> 00:12:55.720]  不單止這樣
[00:12:55.720 --> 00:12:57.280]  當你奉獻之後
[00:12:57.280 --> 00:12:59.120]  上帝給你更多的恩典
[00:12:59.120 --> 00:13:02.320]  我們看第九節到十一節
[00:13:02.320 --> 00:13:04.440]  即是跟著那兩節
[00:13:04.440 --> 00:13:06.320]  他說:那施捨錢財
[00:13:06.320 --> 00:13:07.200]  周濟貧窮
[00:13:07.200 --> 00:13:10.240]  他的仁義傳到永遠
[00:13:10.240 --> 00:13:12.040]  那次種給殺種的
[00:13:12.040 --> 00:13:12.920]  這個就是上帝
[00:13:12.920 --> 00:13:14.600]  上帝次種給殺種的
[00:13:14.600 --> 00:13:15.880]  次量給人吃的
[00:13:15.880 --> 00:13:19.240]  必多多加給你們種地的種子
[00:13:19.240 --> 00:13:21.600]  又增添你們仁義的果子
[00:13:21.600 --> 00:13:23.080]  叫你們凡事富足
[00:13:23.080 --> 00:13:24.240]  可以多多施捨
[00:13:24.240 --> 00:13:26.680]  就藉著我們使感謝
[00:13:26.680 --> 00:13:28.160]  貴衣臣
[00:13:28.160 --> 00:13:30.200]  這裡看到你奉獻之後
[00:13:30.200 --> 00:13:33.400]  上帝給你種地的種子
[00:13:33.400 --> 00:13:34.880]  又給你仁義的果子
[00:13:34.880 --> 00:13:36.880]  叫你凡事富足
[00:13:36.880 --> 00:13:39.720]  還可以有更多的捐贈奉獻
[00:13:39.720 --> 00:13:41.800]  這裡看到三樣東西
[00:13:41.800 --> 00:13:42.840]  是上帝的恩典
[00:13:42.840 --> 00:13:45.760]  第一就是給你種地的種子
[00:13:45.760 --> 00:13:47.160]  增添你仁義的果子
[00:13:47.160 --> 00:13:48.520]  不單止物質上
[00:13:48.520 --> 00:13:50.640]  上帝豐厚的賜給你
[00:13:50.640 --> 00:13:52.440]  仁義在你的靈命上
[00:13:52.440 --> 00:13:54.520]  上帝也豐厚的賜給你
[00:13:54.520 --> 00:13:56.520]  以致你凡事富足
[00:13:56.520 --> 00:13:59.240]  無論物質、屬靈方面
[00:13:59.240 --> 00:14:02.440]  身心靈都得著富足
[00:14:02.440 --> 00:14:04.600]  很多有錢的人
[00:14:04.600 --> 00:14:05.760]  身體未必好
[00:14:05.760 --> 00:14:09.600]  心靈又未必好
[00:14:09.600 --> 00:14:10.960]  有些人又沒錢又不好
[00:14:10.960 --> 00:14:12.200]  那就最慘了
[00:14:12.200 --> 00:14:14.680]  但上帝叫你凡事富足
[00:14:14.680 --> 00:14:16.880]  這些是上帝賜給你的
[00:14:16.880 --> 00:14:17.960]  總括來說
[00:14:17.960 --> 00:14:19.680]  上帝在你奉獻之前
[00:14:19.680 --> 00:14:21.160]  在你奉獻之後
[00:14:21.160 --> 00:14:23.400]  都要透過這個奉獻
[00:14:23.400 --> 00:14:25.000]  賜恩典給你
[00:14:25.000 --> 00:14:26.840]  為什麼上帝這樣做呢?
[00:14:26.840 --> 00:14:28.680]  最後那句十一節說
[00:14:28.680 --> 00:14:32.480]  是藉著我們使感謝歸於神
[00:14:32.480 --> 00:14:33.880]  上帝藉著你的奉獻
[00:14:33.880 --> 00:14:39.720]  藉著收到你那些捐贈的人的喜悅
[00:14:39.720 --> 00:14:42.000]  將感謝歸給上帝
[00:14:42.000 --> 00:14:43.880]  榮耀歸給神
[00:14:43.880 --> 00:14:45.400]  平安歸給人
[00:14:45.400 --> 00:14:50.160]  這個就是上帝的目的
[00:14:50.160 --> 00:14:51.280]  所以我們看到
[00:14:51.280 --> 00:14:52.720]  上帝要透過你的奉獻
[00:14:52.720 --> 00:14:53.720]  賜恩給你
[00:14:53.720 --> 00:14:56.200]  和賜恩給其他你所支持的人
[00:14:56.200 --> 00:14:59.040]  如果你對奉獻誤解了
[00:14:59.040 --> 00:15:02.080]  就失去了上帝的恩典
[00:15:02.080 --> 00:15:04.240]  那就很可惜
[00:15:04.240 --> 00:15:05.760]  在過去幾十年裏面
[00:15:05.760 --> 00:15:07.960]  我親身經歷過這個恩典
[00:15:07.960 --> 00:15:09.360]  是實實在在
[00:15:09.360 --> 00:15:11.640]  我很年輕的時候就決定
[00:15:11.640 --> 00:15:15.640]  將超過十分之一的收入奉獻給神
[00:15:15.640 --> 00:15:17.920]  回到這麼多年來看
[00:15:17.920 --> 00:15:21.880]  上帝賜給我屬靈生命的豐盛
[00:15:21.880 --> 00:15:24.160]  真是很美好
[00:15:24.160 --> 00:15:26.560]  我每一天起床都很開心
[00:15:26.560 --> 00:15:27.560]  我真是開心
[00:15:27.560 --> 00:15:29.040]  我見到你又更開心
[00:15:29.040 --> 00:15:31.320]  因為這是錢買不到的
[00:15:31.320 --> 00:15:32.440]  這是上帝賜給我的
[00:15:32.440 --> 00:15:33.440]  不僅如此
[00:15:33.440 --> 00:15:36.080]  上帝給我物質的豐盛
[00:15:36.080 --> 00:15:39.240]  是遠超過我所付出的
[00:15:39.240 --> 00:15:41.360]  所以你的牧師不是窮的牧師
[00:15:41.360 --> 00:15:42.160]  不是我厲害
[00:15:42.160 --> 00:15:45.800]  而是上帝真是按照祂的應許給我
[00:15:45.800 --> 00:15:47.280]  所以如果你問上帝
[00:15:47.280 --> 00:15:48.640]  要給你一個證明
[00:15:48.640 --> 00:15:50.720]  證明他《馬拉基書》第三章
[00:15:50.720 --> 00:15:52.120]  上帝所說的是對的
[00:15:52.120 --> 00:15:52.920]  是真的
[00:15:52.920 --> 00:15:55.440]  就是為你闖開天上的窗戶
[00:15:55.440 --> 00:15:56.440]  傾福於你們
[00:15:56.440 --> 00:15:57.760]  甚至無處可容
[00:15:57.760 --> 00:15:58.840]  你不用去好遠找
[00:15:58.840 --> 00:15:59.800]  你看著我就是
[00:15:59.800 --> 00:16:02.640]  我就是上帝那位傾福於我
[00:16:02.640 --> 00:16:04.200]  打開天上的窗戶
[00:16:04.200 --> 00:16:05.720]  因為我用一個很簡單的心
[00:16:05.720 --> 00:16:12.400]  我就決定將我所有的
[00:16:12.400 --> 00:16:19.400]  是按照聖經奉獻給上帝
[00:16:19.400 --> 00:16:21.280]  以致這個恩典
[00:16:21.280 --> 00:16:26.560]  臨到我又臨到其他的人
[00:16:26.560 --> 00:16:27.960]  上帝給的恩典
[00:16:27.960 --> 00:16:30.080]  不僅是賜給個別的信徒
[00:16:30.080 --> 00:16:32.360]  也賜給整個教會
[00:16:32.360 --> 00:16:34.440]  如果一個教會真是願意
[00:16:34.440 --> 00:16:37.760]  有個慷慨的心懷去幫助其他教會的話
[00:16:37.760 --> 00:16:39.760]  上帝特別恩待他
[00:16:39.760 --> 00:16:41.280]  在60年代
[00:16:41.280 --> 00:16:43.520]  深水埗
[00:16:43.520 --> 00:16:46.000]  60年代就是40年之前
[00:16:46.000 --> 00:16:49.920]  那時我太太有個禮拜堂的舞會
[00:16:49.920 --> 00:16:51.320]  就在深水埗
[00:16:51.320 --> 00:16:54.320]  60年代她在讀小學、中學的時候
[00:16:54.320 --> 00:16:56.160]  有哪個60年代已經在這裏的
[00:16:56.160 --> 00:16:58.760]  在世界上有沒有?
[00:16:58.760 --> 00:17:00.600]  有啊,有幾個
[00:17:00.600 --> 00:17:02.240]  不是很多
[00:17:02.240 --> 00:17:06.120]  有哪個60年代去過深水埗的?
[00:17:06.120 --> 00:17:08.400]  有啊
[00:17:08.400 --> 00:17:09.800]  你這麼年輕都去過?
[00:17:09.800 --> 00:17:11.960]  很難得
[00:17:11.960 --> 00:17:13.120]  那時很窮的
[00:17:13.120 --> 00:17:15.080]  那時其實深水埗又窮
[00:17:15.080 --> 00:17:17.040]  其實大部份香港都窮
[00:17:17.040 --> 00:17:21.160]  很多天台學校、天台教會
[00:17:21.160 --> 00:17:25.760]  但這間教會是他們的奉獻足夠
[00:17:25.760 --> 00:17:26.960]  他們怎樣呢?
[00:17:26.960 --> 00:17:28.600]  他們沒有很多雄圖大計
[00:17:28.600 --> 00:17:31.880]  他們足夠自己的傳道人
[00:17:31.880 --> 00:17:33.640]  和教會支出
[00:17:33.640 --> 00:17:36.160]  他將所有的錢給周圍的人
[00:17:36.160 --> 00:17:37.520]  不理他們是甚麼宗派
[00:17:37.520 --> 00:17:38.440]  就這樣給給給
[00:17:38.440 --> 00:17:41.240]  全部給,一個仙都不留
[00:17:41.240 --> 00:17:42.680]  上帝很奇妙
[00:17:42.680 --> 00:17:44.240]  上帝施恩給他們
[00:17:44.240 --> 00:17:46.280]  他叫他們的奉獻
[00:17:46.280 --> 00:17:48.880]  一路有,更多
[00:17:48.880 --> 00:17:50.000]  他們又是
[00:17:50.000 --> 00:17:50.960]  凡是多了
