
[00:00:00.000 --> 00:00:05.440]  多謝,各位早晨
[00:03:26.700 --> 00:03:36.700]  而這兩條誡命就是一切律法先知的總綱
[00:03:38.700 --> 00:03:45.700]  就是說整卷的聖經就是我們所指的舊約聖經
[00:03:45.700 --> 00:03:55.700]  那個核心統領一切的原則就是這兩條的誡命
[00:03:55.700 --> 00:03:59.700]  愛上帝,愛鄰舍
[00:04:02.700 --> 00:04:07.700]  而這個新命記第六章我們就看見第一條的誡命
[00:04:07.700 --> 00:04:21.700]  我首先要和大家思想的就是第四至第九節所說的這一條最大的誡命
[00:04:28.700 --> 00:04:33.700]  第六章的第四至第五節「以色列人,你要聽」
[00:04:33.700 --> 00:04:36.700]  「耶和華,我們上帝是獨一的主」
[00:04:36.700 --> 00:04:49.700]  就是昔日的猶太教到今時今日猶太人的信仰仍然以這個為核心
[00:04:49.700 --> 00:04:53.700]  他們叫這個司馬
[00:04:55.700 --> 00:04:59.700]  司馬就是希伯來經文的第一個字
[00:04:59.700 --> 00:05:06.700]  司馬,以色列,以色列要聽
[00:05:06.700 --> 00:05:14.700]  第四,第五是分兩部分的
[00:05:14.700 --> 00:05:21.700]  第四是關乎上帝的陳述
[00:05:25.700 --> 00:05:28.700]  第五是給予百姓的命令,要愛他
[00:05:28.700 --> 00:05:36.700]  是確認真理,也都召喚回應
[00:05:36.700 --> 00:05:45.700]  次下啟示,也都要求人與上帝建立關係
[00:05:45.700 --> 00:05:52.700]  這個是聖經一貫的表達
[00:05:53.700 --> 00:05:55.700]  我們需要認識真理
[00:05:55.700 --> 00:05:58.700]  同時需要回應真理
[00:05:58.700 --> 00:06:07.700]  在這一段的經文裡面,我和大家思想的就是
[00:06:07.700 --> 00:06:13.700]  只有一位主,只有專一的愛,涉及整個人生
[00:06:13.700 --> 00:06:19.700]  首先第四節的一主
[00:06:24.700 --> 00:06:29.700]  聽啊,以色列,耶和華我們上帝是一主
[00:06:29.700 --> 00:06:39.700]  這個不是說唯獨耶和華才是上帝
[00:06:39.700 --> 00:06:42.700]  當然這個是真
[00:06:42.700 --> 00:06:45.700]  昨天我們都提過這一點
[00:06:49.700 --> 00:06:53.700]  而是在這裡說,這位耶和華上帝是一
[00:06:53.700 --> 00:06:57.700]  是單數的
[00:06:57.700 --> 00:07:06.700]  祂不是一個集團,一個品牌的稱呼
[00:07:06.700 --> 00:07:15.700]  因為在迦南人的信仰裡面,有巴力
[00:07:15.700 --> 00:07:17.700]  巴力就是他們一個神奇的名字
[00:07:20.700 --> 00:07:22.700]  但是巴力有很多種
[00:07:22.700 --> 00:07:27.700]  因為他們是多神主義的
[00:07:27.700 --> 00:07:35.700]  這裡所說的是,耶和華並不是巴力那一種
[00:07:35.700 --> 00:07:43.700]  不是一種品牌
[00:07:43.700 --> 00:07:49.700]  你是一輛車,但是你的車可以有風乾,或者有落星,你不是車
[00:07:49.700 --> 00:07:54.700]  一個名字,但是有很多種的產品
[00:07:54.700 --> 00:07:58.700]  上帝不是這樣
[00:07:58.700 --> 00:08:06.700]  祂是一位,一位是有位格的
[00:08:06.700 --> 00:08:08.700]  是你能夠和祂有建立關係的
[00:08:14.700 --> 00:08:17.700]  多神主義的麻煩,就是多到你都不知道和誰來往
[00:08:17.700 --> 00:08:28.700]  就是有時候,好像你去一些政府部門進去,你都不知道找誰
[00:08:28.700 --> 00:08:33.700]  一個部門扔你去另一個部門
[00:08:33.700 --> 00:08:42.700]  如果你認識人就不同了,馬上知道找誰
[00:08:44.700 --> 00:08:48.700]  這個經文告訴我們,耶和華是只有一位
[00:08:48.700 --> 00:08:53.700]  而且祂是我們的上帝
[00:08:53.700 --> 00:08:59.700]  當你認識祂,你是認識一位活上帝
[00:08:59.700 --> 00:09:05.700]  這個是以色列古代的舊約信仰
[00:09:05.700 --> 00:09:10.700]  他們認識那獨一的耶和華上帝
[00:09:13.700 --> 00:09:18.700]  而且他們期待著,他們對這位上主的認識,也都要成為萬民的認識
[00:09:18.700 --> 00:09:34.700]  憧憬著全人類,所有世界萬國,都認識這一位獨一的耶和華
[00:09:39.700 --> 00:09:43.700]  撒加利亞先知是期盼著那一個日子的來臨
[00:09:43.700 --> 00:09:50.700]  在撒加利亞書第十四章的第九節
[00:09:50.700 --> 00:09:57.700]  這位的耶和華,祂要成為全地的主
[00:10:04.700 --> 00:10:09.700]  那日耶和華必為獨一無二的,祂的名也是獨一無二的
[00:10:09.700 --> 00:10:15.700]  而當我們來到這個新約聖經
[00:10:15.700 --> 00:10:21.700]  再一次見到這一番的真理得著重生
[00:10:21.700 --> 00:10:29.700]  但是所指的那一位,已經轉變為耶穌基督
[00:10:34.700 --> 00:10:39.700]  是耶穌的名,替代了撒加利亞書耶和華的名
[00:10:39.700 --> 00:10:43.700]  就是祂是獨一的主
[00:10:43.700 --> 00:10:45.700]  唯一的姓名
[00:10:45.700 --> 00:10:49.700]  就是超乎萬名之上的名
[00:10:49.700 --> 00:11:00.700]  就好像保羅所說,因耶穌基督的名,眾萬民都要在祂面前跪拜
[00:11:04.700 --> 00:11:15.700]  當然,新約對耶穌的肯定和摩西在這個生命記所說的,並不是矛盾的
[00:11:15.700 --> 00:11:19.700]  不是說現在有兩個上帝
[00:11:19.700 --> 00:11:31.700]  而是說,在拿撒勒人,耶穌基督裏面
[00:11:31.700 --> 00:11:35.700]  這一位耶和華上帝,已經來到人世間,親自與我們同在
[00:11:35.700 --> 00:11:46.700]  所以上主的獨一姓,就藉著耶穌基督,被我們可以體驗得到
[00:11:53.700 --> 00:12:02.700]  而藉著耶穌基督,我們認識這一位是父、子、聖靈,但依舊是獨一的耶和華上帝
[00:12:02.700 --> 00:12:14.700]  在哥倫多前書第八章,幫助我們看這個思想看得比較清楚
[00:12:14.700 --> 00:12:20.700]  哥倫多教會成立不久
[00:12:23.700 --> 00:12:26.700]  他們信仰耶穌基督都不久
[00:12:26.700 --> 00:12:37.700]  而他們滿城都是希臘人,其他人所敬拜的各種神祇
[00:12:37.700 --> 00:12:42.700]  他們面對一個很實際的問題
[00:12:42.700 --> 00:12:48.700]  到底去買肉的時候是怎樣呢?
[00:12:53.700 --> 00:12:58.700]  因為古代肉檔所賣的肉,全部都是在那些獻祭的那些動物那裏來的
[00:12:58.700 --> 00:13:18.700]  那這一隻的動物是獻過給那些偶像的,那基督徒可不可以吃祭過偶像的食物呢?
[00:13:21.700 --> 00:13:23.700]  保羅要處理這個問題
[00:13:23.700 --> 00:13:31.700]  基本上當然是吃,所有東西都是上帝創造的
[00:13:31.700 --> 00:13:38.700]  所有那些偶像、神祇全部都是沒有東西的
[00:13:38.700 --> 00:13:45.700]  雖然你看得到那個像,看得到那個廟
[00:13:50.700 --> 00:13:55.700]  然後他這樣說,他引述這個生命記的司馬篇
[00:13:55.700 --> 00:14:01.700]  我們知道是只有一位的主
[00:14:01.700 --> 00:14:08.700]  一位上帝就是父萬物都本於他,我們也歸於他
[00:14:08.700 --> 00:14:12.700]  而且只有一位主
[00:14:17.700 --> 00:14:22.700]  說到這一點,所有猶太人都同意保羅所說的話
[00:14:22.700 --> 00:14:26.700]  這個根本就是他們信仰的核心
[00:14:26.700 --> 00:14:30.700]  一位上帝,一位的主
[00:14:30.700 --> 00:14:33.700]  生命紀錄章嘛
[00:14:33.700 --> 00:14:42.700]  然後再加上一句,就是一位主,耶穌基督
[00:14:45.700 --> 00:14:50.700]  就是萬物都是藉著他有的,我們都是藉著他有的
[00:14:50.700 --> 00:15:00.700]  保羅將聖經裏面的一神的思想舉出來
[00:15:00.700 --> 00:15:07.700]  然後他在當中看見的核心就是耶穌基督
[00:15:16.700 --> 00:15:25.700]  他就將耶穌是上帝,耶和華是上帝,這兩件事是全部緊緊地結合起來
[00:15:25.700 --> 00:15:38.700]  所以我們作為基督的信徒,我們照樣可以重讀這個生命紀錄章第四節
[00:15:38.700 --> 00:15:41.700]  作為我們的信仰
[00:15:45.700 --> 00:15:49.700]  我們都是確認只有耶和華獨一的上帝
[00:15:49.700 --> 00:15:53.700]  而耶穌基督是獨一的主
[00:15:53.700 --> 00:16:00.700]  所以我們要藉著耶穌基督回應我們的上帝
[00:16:00.700 --> 00:16:02.700]  所以一主
[00:16:02.700 --> 00:16:09.700]  所以第五節就只可以愛他一位
[00:16:14.700 --> 00:16:19.700]  最專一的,盡心盡性盡力愛耶和華,你的上帝
[00:16:19.700 --> 00:16:27.700]  生命紀很喜歡這個愛字
[00:16:27.700 --> 00:16:32.700]  起碼有六至八次這麼多
[00:16:32.700 --> 00:16:39.700]  所說的就是向上帝守約
[00:16:39.700 --> 00:16:42.700]  是雙方的
[00:16:45.700 --> 00:16:47.700]  上帝愛百姓
[00:16:47.700 --> 00:16:51.700]  拯救保護他們
[00:16:51.700 --> 00:16:58.700]  百姓回應也去愛上帝
[00:16:58.700 --> 00:17:02.700]  是單單向他盡忠
[00:17:02.700 --> 00:17:04.700]  信服他
[00:17:12.700 --> 00:17:19.700]  事實上在生命紀裏面,人對上帝的愛和人對上帝的信服幾乎是一一而二的
[00:17:19.700 --> 00:17:22.700]  所以耶穌基督說什麼
[00:17:22.700 --> 00:17:26.700]  如果你愛我你就
[00:17:26.700 --> 00:17:29.700]  遵行我的命令
[00:17:29.700 --> 00:17:33.700]  就好像耶穌在這個約翰福音裏面所說
[00:17:33.700 --> 00:17:36.700]  這個是上主的話
[00:17:36.700 --> 00:17:40.700]  就是接由這個生命紀出來的話
[00:17:42.700 --> 00:17:44.700]  愛我嗎?守我的誡命
[00:17:44.700 --> 00:17:57.700]  其實約翰一書一章,約翰說你愛上帝,遵守他的命令就是愛他
[00:17:57.700 --> 00:18:00.700]  但是我們怎樣愛上帝呢?
[00:18:00.700 --> 00:18:05.700]  我們又回到我們生命紀的經文
[00:18:05.700 --> 00:18:11.700]  盡心盡性盡力
[00:18:13.700 --> 00:18:14.700]  就是你整個的人
[00:18:14.700 --> 00:18:21.700]  主祂是獨一的,整全的一位
[00:18:21.700 --> 00:18:29.700]  人的回應也是整全的,一整個的人
[00:18:29.700 --> 00:18:34.700]  那到底這幾個心性意是什麼意思呢?
[00:18:34.700 --> 00:18:38.700]  用你的心去愛主
[00:18:42.700 --> 00:18:47.700]  我們一講到心都是講感情,英文就是這樣
[00:18:47.700 --> 00:18:56.700]  但是希伯來人講心就不是真的講心
[00:18:56.700 --> 00:19:00.700]  他是講得比較深入一點
[00:19:00.700 --> 00:19:08.700]  如果真的跟你講心,是在講你的內臟,講低於心的那個
[00:19:13.700 --> 00:19:21.700]  所以希伯來人跟老婆講就不會說我用我的心愛你,他說我用我的腸胃愛你
[00:19:21.700 --> 00:19:37.700]  而心在希伯來人的思想裏面,是講到你的意志,講到你的大腦作決定的地方
[00:19:43.700 --> 00:19:48.700]  你記不記得曾言,人的心怎樣思量,他就是怎樣的人
[00:19:48.700 --> 00:19:58.700]  所以用心去愛上帝就是用你的腦袋,用你的思想去愛上帝
[00:19:58.700 --> 00:20:04.700]  又不是說你想想你愛不愛
[00:20:08.700 --> 00:20:12.700]  而是說你是不是照著你的思想這樣去愛他
[00:20:12.700 --> 00:20:21.700]  即是你花心思去想那些事的時候,其實是不是在愛上帝呢?
[00:20:21.700 --> 00:20:33.700]  是在你對人生各種事物的態度裏面,有沒有反映了你對上帝的愛呢?
[00:20:33.700 --> 00:20:37.700]  在你所作的決策裏面,有沒有愛上帝呢?
[00:20:39.700 --> 00:20:45.700]  在你怎樣看自己的工作,看自己的家庭,有沒有在愛上帝呢?
[00:20:45.700 --> 00:20:51.700]  在你怎樣看這個社會,看政治,你是不是在愛上帝呢?
[00:20:51.700 --> 00:20:59.700]  你在你對人生的思想裏面,有沒有表達出你對上帝的愛呢?
[00:21:04.700 --> 00:21:08.700]  當然這個不是叫我們高舉追求知識
[00:21:08.700 --> 00:21:13.700]  不是說我們所有基督徒都要成為學者
[00:21:13.700 --> 00:21:20.700]  而是說我們要成為有心思的基督徒
[00:21:20.700 --> 00:21:30.700]  是要求上帝來掌管我們的心思意念
[00:21:33.700 --> 00:21:35.700]  這個也是仕途保羅提醒我們的
[00:21:35.700 --> 00:21:39.700]  記得《羅馬書》十二章
[00:21:39.700 --> 00:21:48.700]  不要效法這個世俗的思想
[00:21:48.700 --> 00:21:54.700]  而是心意更新而變化
[00:21:59.700 --> 00:22:04.700]  就是盡心,就是盡你的意志,盡你的思想去愛上帝
[00:22:04.700 --> 00:22:07.700]  盡性是什麼意思呢?
[00:22:07.700 --> 00:22:18.700]  這個性或者魂不是在白萊文裏面一些抽象的東西
[00:22:25.700 --> 00:22:29.700]  那個字是在說裏面那個人,你的真我
[00:22:29.700 --> 00:22:36.700]  你的感情,你的渴求等等
[00:22:36.700 --> 00:22:45.700]  即是不是一個投射出來的理想,被人看到的自我
[00:22:45.700 --> 00:22:50.700]  而是你裏面那個真真正正的模樣
[00:22:55.700 --> 00:23:00.700]  所以說到這個心和說到這個性,這個魂,是講及整個的人
[00:23:00.700 --> 00:23:04.700]  你的思想和你的情感
[00:23:04.700 --> 00:23:09.700]  你的決定和你的關係
[00:23:09.700 --> 00:23:14.700]  你的智力思想和你的情感
[00:23:14.700 --> 00:23:21.700]  全人都要忠於上帝
[00:23:23.700 --> 00:23:25.700]  去愛祂,去信服祂
[00:23:25.700 --> 00:23:32.700]  心,性,最後一個是力
[00:23:32.700 --> 00:23:39.700]  力就是所有東西
[00:23:39.700 --> 00:23:43.700]  即是你要愛神是沒有限制的
[00:23:43.700 --> 00:23:47.700]  你永遠不會愛得祂太多
[00:23:53.700 --> 00:23:57.700]  一句講完,拼了老命都要去愛祂
[00:23:57.700 --> 00:24:06.700]  所以一主一愛一生
[00:24:06.700 --> 00:24:11.700]  我們去到第六節到第九節
[00:24:21.700 --> 00:24:27.700]  摩西就說這裏所講的東西不是寫在石頭上,好像這個十誡
[00:24:27.700 --> 00:24:32.700]  你們記住上帝的話,要記在心上面
[00:24:32.700 --> 00:24:44.700]  其實心藏上主的話並不是新約的觀念,新明紀已經有了
[00:24:50.700 --> 00:24:56.700]  所以不是單單你覺得屬靈或者在宗教活動的時候,才有這一切的說話
[00:24:56.700 --> 00:24:59.700]  而是這一切的說話要灌注在你整個人生裏面
[00:24:59.700 --> 00:25:02.700]  第七節
[00:25:02.700 --> 00:25:04.700]  坐在家裏
[00:25:04.700 --> 00:25:06.700]  走在路上
[00:25:06.700 --> 00:25:08.700]  睡下來
[00:25:08.700 --> 00:25:10.700]  起床
[00:25:10.700 --> 00:25:13.700]  是早餐到晚上
[00:25:13.700 --> 00:25:16.700]  即是整天
[00:25:21.700 --> 00:25:26.700]  不是只是早晨神庚的時候才覺得自己是在愛上帝
[00:25:26.700 --> 00:25:34.700]  不是去聚會,然後歌頌就說我愛你
[00:25:34.700 --> 00:25:45.700]  不是,愛是信服,是讓上帝管治我們整個人
[00:25:45.700 --> 00:25:48.700]  然後第八,第九節
[00:25:51.700 --> 00:25:53.700]  摩西就再詳細地講多一點
[00:25:53.700 --> 00:26:00.700]  他說將上主的話寫在手上,戴在額上
[00:26:00.700 --> 00:26:04.700]  這個是講個人生活
[00:26:04.700 --> 00:26:09.700]  你所做的,你所見的
[00:26:09.700 --> 00:26:15.700]  上帝的愛,上帝的律法,要管治著你個人
[00:26:19.700 --> 00:26:23.700]  寫在你門框上,就是你進出你的家
[00:26:23.700 --> 00:26:28.700]  上主的律法,要管治你的家庭生活
[00:26:28.700 --> 00:26:33.700]  然後寫在城門上
[00:26:33.700 --> 00:26:41.700]  我們中文就不是閘,就不是你家的閘,或者你大閘的門口
[00:26:41.700 --> 00:26:44.700]  這裡講的是城門
[00:26:47.700 --> 00:26:49.700]  那個就是公眾的生活,公共生活
[00:26:49.700 --> 00:26:52.700]  就是市場上的生活
[00:26:52.700 --> 00:26:54.700]  就是商業的地方
[00:26:54.700 --> 00:26:57.700]  就是律法的地方
[00:26:57.700 --> 00:27:00.700]  就是政治決策的地方
[00:27:00.700 --> 00:27:06.700]  當代他們所有事都是在城門口發生
[00:27:06.700 --> 00:27:15.700]  上帝說我的律法是要管治著人所有的生活範圍
[00:27:17.700 --> 00:27:19.700]  個人,家庭,公共都是
[00:27:19.700 --> 00:27:26.700]  我要我的子民是誠信整全的人
[00:27:26.700 --> 00:27:36.700]  在他們的生命裡面是沒有劏房的
[00:27:36.700 --> 00:27:39.700]  他們整個人生都是屬於上帝的
[00:27:44.700 --> 00:27:47.700]  不是這種現代人很流行的這種二分法的思想
[00:27:47.700 --> 00:27:56.700]  當他們被人捉到痛腳的時候,他們公共生活有事的時候
[00:27:56.700 --> 00:28:00.700]  特別是有淫亂的行為的時候
[00:28:00.700 --> 00:28:04.700]  那些是我私人生活的
[00:28:04.700 --> 00:28:11.700]  和我在教會的侍奉,和我的公職是沒有關係的
[00:28:13.700 --> 00:28:14.700]  是不可以這樣的
[00:28:14.700 --> 00:28:23.700]  如果那個人連答應老婆的事都信不過
[00:28:23.700 --> 00:28:26.700]  他公開跟你答應的事你信得過他嗎?
[00:28:26.700 --> 00:28:29.700]  所以這個是整個的生命
[00:28:29.700 --> 00:28:36.700]  全部服在耶穌基督主權之下
[00:28:36.700 --> 00:28:41.700]  一主一愛一生
[00:28:44.700 --> 00:28:46.700]  這個就是第四至第九節
[00:28:46.700 --> 00:28:56.700]  好像昨天所提的摩西其實是一個很好的牧者
[00:28:56.700 --> 00:29:05.700]  他知道我們對神的愛是會遭受到一些威脅
[00:29:12.700 --> 00:29:16.700]  十至十九節就會說出我們要防範一種的威脅
[00:29:16.700 --> 00:29:28.700]  司徒保羅在羅馬書第八章告訴我們
[00:29:28.700 --> 00:29:32.700]  沒有任何東西能夠叫我們與上帝的愛隔絕
[00:29:32.700 --> 00:29:39.700]  沒有任何東西能夠攔阻上帝繼續去愛我們
[00:29:43.700 --> 00:29:46.700]  但是攔阻人去愛上帝的事就層出不窮
[00:29:46.700 --> 00:29:56.700]  要不愛上帝的事物,妨礙我們的事物是多不勝數
[00:29:56.700 --> 00:30:01.700]  是能夠熄滅我們對上帝的愛
[00:30:01.700 --> 00:30:07.700]  使得我們走進去反叛離棄上帝的路
[00:30:12.700 --> 00:30:14.700]  摩西在這裡警告我們
[00:30:14.700 --> 00:30:21.700]  我看來他是提出有三個特別的危機
[00:30:21.700 --> 00:30:31.700]  因為如果你看十二,十四,十六,三節都這樣說
[00:30:31.700 --> 00:30:35.700]  免得
[00:30:35.700 --> 00:30:40.700]  免得忘記耶和華
[00:30:42.700 --> 00:30:44.700]  不要跟從別臣
[00:30:44.700 --> 00:30:48.700]  和不可試探上帝
[00:30:48.700 --> 00:30:53.700]  我想我們可以看看這三個的危險
[00:30:53.700 --> 00:31:02.700]  第一個就是發達了就不認識上帝
[00:31:02.700 --> 00:31:06.700]  第十至十二節
[00:31:12.700 --> 00:31:14.700]  你看你進去這個應許之地
[00:31:14.700 --> 00:31:16.700]  上帝有很多的恩賜給過你
[00:31:16.700 --> 00:31:32.700]  那些曠野的痛苦,那些剛學的日子,貧窮的日子,拋磚弄灰
[00:31:32.700 --> 00:31:38.700]  你們又飲又食,吃得很滿足
[00:31:38.700 --> 00:31:41.700]  豐富到不得了
[00:31:43.700 --> 00:31:44.700]  而危險是什麼呢
[00:31:44.700 --> 00:31:55.700]  上帝的恩典可以令到人豐富到忘記他
[00:31:55.700 --> 00:31:58.700]  是很悲哀
[00:31:58.700 --> 00:32:00.700]  不過事實是這樣的
[00:32:00.700 --> 00:32:07.700]  第八章會再提到這裡
[00:32:07.700 --> 00:32:11.700]  我們明天會再看多一點
[00:32:13.700 --> 00:32:16.700]  就是摩西說要小心這個危險
[00:32:16.700 --> 00:32:23.700]  就是飽戀富貴令到你驕傲
[00:32:23.700 --> 00:32:28.700]  飽戀富貴令到人不乾不勁
[00:32:28.700 --> 00:32:34.700]  因為你在窮的時候,你窮則呼天
[00:32:42.700 --> 00:32:44.700]  你很富貴的時候,上帝只不過是一種裝飾
[00:32:44.700 --> 00:32:56.700]  我什麼都有,全部都是我白手興家
[00:32:56.700 --> 00:32:58.700]  上帝只不過是我一個襟章
[00:32:58.700 --> 00:33:02.700]  只不過是一個象徵
[00:33:02.700 --> 00:33:06.700]  就是我額外得到的好處
[00:33:12.700 --> 00:33:13.700]  實際上不是
[00:33:13.700 --> 00:33:15.700]  當你富貴的時候
[00:33:15.700 --> 00:33:17.700]  是很容易忘記上帝
[00:33:17.700 --> 00:33:26.700]  這個我們就是說
[00:33:26.700 --> 00:33:28.700]  這個發達福音就在這裡
[00:33:28.700 --> 00:33:37.700]  那個瑕疵就在這裡
[00:33:37.700 --> 00:33:39.700]  當你有信心的時候
[00:33:39.700 --> 00:33:41.700]  你就又富又貴了
[00:33:42.700 --> 00:33:43.700]  不是的,不是的
[00:33:43.700 --> 00:33:49.700]  摩西說不是的,不是的
[00:33:49.700 --> 00:33:51.700]  你可以富貴到不得了
[00:33:51.700 --> 00:33:54.700]  但是你的生活裡面是忘記上帝
[00:33:54.700 --> 00:33:57.700]  所以這個是第一個危險
[00:33:57.700 --> 00:34:01.700]  我們明天會再說一點
[00:34:01.700 --> 00:34:06.700]  第二個危險就在第十四節
[00:34:12.700 --> 00:34:13.700]  就是因為四周圍社會的壓力
[00:34:13.700 --> 00:34:16.700]  以致你要離棄上帝
[00:34:16.700 --> 00:34:25.700]  不要跟隨其他的神
[00:34:25.700 --> 00:34:27.700]  就是你們四周圍國民的神
[00:34:27.700 --> 00:34:33.700]  我們都是置身一個文化裡面
[00:34:33.700 --> 00:34:40.700]  以色列人他們住在
[00:34:41.700 --> 00:34:42.700]  加南人的當中
[00:34:42.700 --> 00:34:46.700]  而當代的文化
[00:34:46.700 --> 00:34:48.700]  就是拜巴力的
[00:34:48.700 --> 00:34:52.700]  是土地的神
[00:34:52.700 --> 00:34:56.700]  也是商務的神
[00:34:56.700 --> 00:35:00.700]  也是性與生殖力的神
[00:35:00.700 --> 00:35:04.700]  也是風雨的神
[00:35:04.700 --> 00:35:08.700]  差不多所有人生關係的事情
[00:35:08.700 --> 00:35:10.700]  他都有關係
[00:35:12.700 --> 00:35:13.700]  所以以色列人會受使友
[00:35:13.700 --> 00:35:15.700]  去這樣想法
[00:35:15.700 --> 00:35:20.700]  我們是,還在拜耶和華
[00:35:20.700 --> 00:35:22.700]  我們的上帝
[00:35:22.700 --> 00:35:25.700]  他真的不錯
[00:35:25.700 --> 00:35:27.700]  是啊,又會爭戰
[00:35:27.700 --> 00:35:31.700]  挺好的,又有安息,又有教坊
[00:35:31.700 --> 00:35:38.700]  不過落地一點
[00:35:38.700 --> 00:35:40.700]  你真的要拜巴力
[00:35:42.700 --> 00:35:43.700]  因為我們四周圍的人
[00:35:43.700 --> 00:35:45.700]  都是拜他
[00:35:45.700 --> 00:35:49.700]  四周圍的人都很發達
[00:35:49.700 --> 00:35:54.700]  文化是這樣
[00:35:54.700 --> 00:35:56.700]  我們就跟著去
[00:35:56.700 --> 00:36:03.700]  舊約以色列民
[00:36:03.700 --> 00:36:05.700]  是不斷地重塗
[00:36:05.700 --> 00:36:07.700]  這種混合主義
[00:36:12.700 --> 00:36:13.700]  口就說在拜耶和華上帝
[00:36:13.700 --> 00:36:15.700]  實際上是在拜其他的神
[00:36:15.700 --> 00:36:23.700]  不過不要罵以色列人
[00:36:23.700 --> 00:36:25.700]  罵得太厲害
[00:36:25.700 --> 00:36:27.700]  我們基督徒其實都不相伯仲
[00:36:27.700 --> 00:36:33.700]  當然我是站在
[00:36:33.700 --> 00:36:35.700]  西方基督徒的立場來說這番話
[00:36:40.700 --> 00:36:41.700]  這個或者香港其實都差不多
[00:36:41.700 --> 00:36:43.700]  是不是
[00:36:43.700 --> 00:36:52.700]  我想今天基督徒
[00:36:52.700 --> 00:36:54.700]  是受著四周圍的神奇
[00:36:54.700 --> 00:36:57.700]  是將我們大量的俘虜走了
[00:36:57.700 --> 00:37:02.700]  特別是這個馬門
[00:37:02.700 --> 00:37:08.700]  我們今天
[00:37:09.700 --> 00:37:10.700]  這些商貿大廈
[00:37:10.700 --> 00:37:12.700]  是好像昔日的人
[00:37:12.700 --> 00:37:14.700]  在大教堂一樣
[00:37:14.700 --> 00:37:19.700]  那個建築物
[00:37:19.700 --> 00:37:21.700]  就是反映出你所拜的是什麼神
[00:37:21.700 --> 00:37:28.700]  中古歐洲最高的建築物
[00:37:28.700 --> 00:37:30.700]  是大教堂
[00:37:30.700 --> 00:37:32.700]  因為指引人歸向上帝
[00:37:32.700 --> 00:37:38.700]  世界各地現在最高的
[00:37:39.700 --> 00:37:40.700]  超級摩天大廈是什麼
[00:37:40.700 --> 00:37:42.700]  不用我說
[00:37:42.700 --> 00:37:44.700]  就是向馬門來敬拜
[00:37:44.700 --> 00:37:50.700]  當然在我們的文化裏面
[00:37:50.700 --> 00:37:52.700]  還有一個叫做自我的上帝
[00:37:52.700 --> 00:37:55.700]  我們拜自己
[00:37:55.700 --> 00:37:59.700]  一定要滿足我的欲求
[00:37:59.700 --> 00:38:04.700]  一定要堅持我的權利
[00:38:08.700 --> 00:38:09.700]  一定要醫治我所有的難處
[00:38:09.700 --> 00:38:13.700]  我的形象一定是完美的
[00:38:13.700 --> 00:38:17.700]  我一定要在念處
[00:38:17.700 --> 00:38:19.700]  有很多的朋友
[00:38:19.700 --> 00:38:21.700]  我們在說自我的上帝
