
[00:00:00.000 --> 00:00:04.000]  我本來想叫今天的訊息叫做
[00:01:54.000 --> 00:01:57.000]  就是他聚集南邊的諸王
[00:01:57.000 --> 00:02:01.000]  在對著基片的地方安營
[00:02:01.000 --> 00:02:06.000]  攻打基片最後和以色列人爭戰
[00:02:06.000 --> 00:02:09.000]  今天要跟大家講的是第十一章
[00:02:09.000 --> 00:02:11.000]  是北邊的戰爭
[00:02:11.000 --> 00:02:15.000]  下鎖王也是聚集諸王在下鎖
[00:02:15.000 --> 00:02:20.000]  在米倫水邊安營和以色列人爭戰
[00:02:20.000 --> 00:02:24.000]  經文在約書亞記十一章的第一節
[00:02:24.000 --> 00:02:27.000]  說下鎖王耶賓聽見者時
[00:02:27.000 --> 00:02:31.000]  就打發人去見馬頓王約巴
[00:02:31.000 --> 00:02:34.000]  聽見這個字很重要
[00:02:34.000 --> 00:02:39.000]  在約書亞記裡聽見這個字是重複地出現
[00:02:39.000 --> 00:02:44.000]  第一次首先出現就是在約書亞記的二章
[00:02:44.000 --> 00:02:47.000]  講到拉合是聽見耶和華的事
[00:02:47.000 --> 00:02:49.000]  他是敬畏耶和華
[00:02:49.000 --> 00:02:51.000]  在書第五章
[00:02:51.000 --> 00:02:54.000]  講到約旦河西的阿摩利諸王
[00:02:54.000 --> 00:02:58.000]  他們也聽見了以色列人的事
[00:02:58.000 --> 00:03:01.000]  令到他們的心都消化
[00:03:01.000 --> 00:03:03.000]  在書第九章
[00:03:03.000 --> 00:03:07.000]  講到希美人也是聽見了以色列人的事
[00:03:07.000 --> 00:03:08.000]  聽見了耶和華
[00:03:08.000 --> 00:03:12.000]  他們甚至知道耶和華的律例典章是怎樣講
[00:03:12.000 --> 00:03:17.000]  所以他們來到是希望跟以色列人立約
[00:03:17.000 --> 00:03:21.000]  上一次講到耶路撒冷王亞多尼洗德
[00:03:21.000 --> 00:03:26.000]  聽見耶利哥艾成怎樣被以色列人奪取
[00:03:26.000 --> 00:03:31.000]  聽見有關希美人反叛自己的事
[00:03:31.000 --> 00:03:35.000]  今天我們見到下鎖王同樣是聽見
[00:03:35.000 --> 00:03:39.000]  神是給世人聽見他的信息
[00:03:39.000 --> 00:03:41.000]  這個是神的恩典
[00:03:41.000 --> 00:03:43.000]  我們聽見神的信息
[00:03:43.000 --> 00:03:45.000]  如果能夠接受他的話
[00:03:45.000 --> 00:03:46.000]  這是我們的福氣
[00:03:46.000 --> 00:03:49.000]  就像是欺騙人
[00:03:49.000 --> 00:03:51.000]  就像是拉合一家
[00:03:51.000 --> 00:03:53.000]  他們願意接受神
[00:03:53.000 --> 00:03:54.000]  脫離加南人
[00:03:54.000 --> 00:03:57.000]  結果他們得救
[00:03:57.000 --> 00:03:59.000]  全部的加南人都聽見神
[00:03:59.000 --> 00:04:02.000]  怎樣帶領以色列人過約旦河
[00:04:02.000 --> 00:04:04.000]  河水都分開
[00:04:04.000 --> 00:04:09.000]  聽見神怎樣帶領以色列人攻打耶利哥城
[00:04:09.000 --> 00:04:11.000]  不費一兵一卒
[00:04:11.000 --> 00:04:13.000]  整個耶利哥城倒塌
[00:04:13.000 --> 00:04:15.000]  他們亦都聽見
[00:04:15.000 --> 00:04:18.000]  冰雹怎樣只是打在加南人身上
[00:04:18.000 --> 00:04:20.000]  沒有打在以色列人身上
[00:04:20.000 --> 00:04:22.000]  這是神蹟其事
[00:04:22.000 --> 00:04:24.000]  他們亦都見到
[00:04:24.000 --> 00:04:27.000]  白天怎樣在欺騙停留
[00:04:27.000 --> 00:04:30.000]  但有多少人願意悔改呢
[00:04:30.000 --> 00:04:32.000]  只有拉合一家
[00:04:32.000 --> 00:04:37.000]  和欺騙人希美人願意悔改
[00:04:37.000 --> 00:04:39.000]  今天我們要講
[00:04:39.000 --> 00:04:43.000]  在北邊約書亞和以色列人
[00:04:43.000 --> 00:04:47.000]  向珠王 北邊珠王對抗
[00:04:47.000 --> 00:04:49.000]  進行陣戰
[00:04:49.000 --> 00:04:52.000]  在約書亞記的十一章二至五節
[00:04:52.000 --> 00:04:54.000]  說新淪王 厄撒王
[00:04:54.000 --> 00:05:00.000]  與北方山地基尼列南邊的阿拉巴高原
[00:05:00.000 --> 00:05:04.000]  並西邊多爾山崗的珠王
[00:05:04.000 --> 00:05:07.000]  去見東方和西方的加南人
[00:05:07.000 --> 00:05:10.000]  與山地的阿摩利人 黑人
[00:05:10.000 --> 00:05:13.000]  比利西人 耶布斯人
[00:05:13.000 --> 00:05:17.000]  並黑門山跟米斯巴地的希美人
[00:05:17.000 --> 00:05:18.000]  很有趣
[00:05:18.000 --> 00:05:22.000]  原來在黑門山還有一些希美人
[00:05:22.000 --> 00:05:24.000]  他們沒有悔改
[00:05:24.000 --> 00:05:26.000]  他們沒有接受耶和華
[00:05:26.000 --> 00:05:30.000]  這些王和他們眾軍都出來
[00:05:30.000 --> 00:05:32.000]  人數多如海邊的沙
[00:05:32.000 --> 00:05:35.000]  並有許多馬匹車輛
[00:05:35.000 --> 00:05:38.000]  這些珠王會合來到米倫水邊
[00:05:38.000 --> 00:05:40.000]  一同安營
[00:05:40.000 --> 00:05:43.000]  要與以色列人爭戰
[00:05:43.000 --> 00:05:46.000]  經文講到基尼列
[00:05:46.000 --> 00:05:48.000]  基尼列這個名字
[00:05:48.000 --> 00:05:51.000]  就是伽利利古代的名字
[00:05:51.000 --> 00:05:54.000]  伽利利原來古代就是基尼列
[00:05:54.000 --> 00:05:57.000]  所以我們見到現在講的戰場
[00:05:57.000 --> 00:06:00.000]  其實在於以色列的北邊
[00:06:00.000 --> 00:06:02.000]  耶穌基督在世的時候
[00:06:02.000 --> 00:06:05.000]  祂都有兩個主要的工場
[00:06:05.000 --> 00:06:07.000]  一個是南邊的猶大
[00:06:07.000 --> 00:06:10.000]  一個是北邊的伽利利
[00:06:10.000 --> 00:06:16.000]  當北國的國家聽見南面珠王的事
[00:06:16.000 --> 00:06:18.000]  但他們沒有像
[00:06:18.000 --> 00:06:22.000]  欺騙人和拉合一家那樣
[00:06:22.000 --> 00:06:24.000]  都是認罪悔改
[00:06:24.000 --> 00:06:28.000]  反而是聯合希望對抗以色列
[00:06:28.000 --> 00:06:31.000]  這和我上次所講的很相似
[00:06:31.000 --> 00:06:34.000]  我們上次講到
[00:06:34.000 --> 00:06:36.000]  在處於末世
[00:06:36.000 --> 00:06:38.000]  末世的啟示錄
[00:06:38.000 --> 00:06:41.000]  當很多的災難臨到這個世上
[00:06:41.000 --> 00:06:44.000]  有冰雹打在人的身上
[00:06:44.000 --> 00:06:48.000]  還有就是有日頭停留敲人
[00:06:48.000 --> 00:06:50.000]  但他們都不會改
[00:06:50.000 --> 00:06:53.000]  他們仍然咒罵神
[00:06:53.000 --> 00:07:00.000]  這和我們今天所講的非常相似
[00:07:00.000 --> 00:07:05.000]  其實加拿大人非常曉用善戰
[00:07:05.000 --> 00:07:07.000]  他們不像以色列人
[00:07:07.000 --> 00:07:10.000]  以色列人在埃及四百年
[00:07:10.000 --> 00:07:12.000]  他們是勞捕
[00:07:12.000 --> 00:07:14.000]  他們絕對沒有軍事訓練
[00:07:14.000 --> 00:07:16.000]  他們也沒有武器
[00:07:16.000 --> 00:07:21.000]  在曠野中漂流了四十年
[00:07:21.000 --> 00:07:23.000]  他們能夠打贏加拿大人
[00:07:23.000 --> 00:07:25.000]  實在是神職其事
[00:07:25.000 --> 00:07:27.000]  是神幫助他們
[00:07:27.000 --> 00:07:31.000]  加拿大人的人數多如海邊的沙
[00:07:31.000 --> 00:07:35.000]  根據猶太人的歷史學家約瑟夫
[00:07:35.000 --> 00:07:39.000]  他統計當年可能有三十萬加拿大人
[00:07:39.000 --> 00:07:43.000]  所以好像海沙一樣多
[00:07:43.000 --> 00:07:45.000]  有一萬騎兵
[00:07:45.000 --> 00:07:47.000]  有二萬戰車
[00:07:47.000 --> 00:07:50.000]  加拿大人有很先進的戰車
[00:07:50.000 --> 00:07:53.000]  可以在戰車上發出長矛
[00:07:53.000 --> 00:07:57.000]  射出弓箭來攻擊以色列人
[00:07:57.000 --> 00:08:00.000]  面對這麼大的一支軍隊
[00:08:00.000 --> 00:08:03.000]  以色列人一定非常害怕
[00:08:03.000 --> 00:08:05.000]  但是神和以色列人說
[00:08:05.000 --> 00:08:10.000]  這場戰爭很快就會結束
[00:08:10.000 --> 00:08:14.000]  在約書亞記的十一章七至八節
[00:08:14.000 --> 00:08:17.000]  約書亞率領一切的兵丁
[00:08:17.000 --> 00:08:19.000]  在米倫水邊突然向前
[00:08:19.000 --> 00:08:21.000]  攻打他們
[00:08:21.000 --> 00:08:25.000]  耶和華將他們交在以色列人手裡
[00:08:25.000 --> 00:08:28.000]  以色列人就擊殺他們
[00:08:28.000 --> 00:08:31.000]  追趕他們到西頓大城
[00:08:31.000 --> 00:08:34.000]  到米斯利佛馬音
[00:08:34.000 --> 00:08:36.000]  直到東邊米斯巴的平原
[00:08:36.000 --> 00:08:38.000]  將他們擊殺
[00:08:38.000 --> 00:08:41.000]  沒有留下一個
[00:08:41.000 --> 00:08:43.000]  在這一天之內
[00:08:43.000 --> 00:08:45.000]  這麼強大的軍隊
[00:08:45.000 --> 00:08:50.000]  完全瓦解被以色列人擊敗
[00:08:50.000 --> 00:08:54.000]  我們看到約書亞命令他的士兵
[00:08:54.000 --> 00:08:56.000]  將馬匹殺死
[00:08:56.000 --> 00:08:59.000]  將戰車燒毀
[00:08:59.000 --> 00:09:01.000]  因為他們不要以色列人
[00:09:01.000 --> 00:09:04.000]  再用這些武器來攻擊自己
[00:09:04.000 --> 00:09:08.000]  然後捉住下鎖王處決
[00:09:08.000 --> 00:09:10.000]  約書亞記毫無疑問
[00:09:10.000 --> 00:09:14.000]  是一本充滿血腥的一本書
[00:09:14.000 --> 00:09:15.000]  有人會問
[00:09:15.000 --> 00:09:19.000]  為什麼神是容許有這麼多殺戮
[00:09:19.000 --> 00:09:21.000]  在約書亞記
[00:09:21.000 --> 00:09:22.000]  也有很多人問
[00:09:22.000 --> 00:09:25.000]  可不可以不讀約書亞記
[00:09:25.000 --> 00:09:27.000]  去讀一些比較屬靈的
[00:09:27.000 --> 00:09:29.000]  在聖經裡的書籍
[00:09:29.000 --> 00:09:32.000]  但是神就偏偏將約書亞記
[00:09:32.000 --> 00:09:34.000]  擺在聖經裡
[00:09:34.000 --> 00:09:36.000]  是要透過約書亞記
[00:09:36.000 --> 00:09:38.000]  來教我們怎樣能夠
[00:09:38.000 --> 00:09:42.000]  打那屬靈的真戰
[00:09:42.000 --> 00:09:44.000]  其實約書亞記裡所講的
[00:09:44.000 --> 00:09:47.000]  是屬靈的真戰
[00:09:47.000 --> 00:09:49.000]  我們首先看到第一點
[00:09:49.000 --> 00:09:53.000]  就是屬靈的真戰是屬於神
[00:09:53.000 --> 00:09:56.000]  所以這是上主的真戰
[00:09:56.000 --> 00:09:58.000]  在約書亞記的戰爭
[00:09:58.000 --> 00:10:00.000]  不是約書亞的戰爭
[00:10:00.000 --> 00:10:02.000]  甚至不是以色列人的戰爭
[00:10:02.000 --> 00:10:06.000]  是神自己的真戰
[00:10:06.000 --> 00:10:10.000]  最好證明這個戰爭是屬於神的
[00:10:10.000 --> 00:10:13.000]  這是約書亞記的第五章
[00:10:13.000 --> 00:10:16.000]  說約書亞在耶利歌城的外面
[00:10:16.000 --> 00:10:19.000]  他是看到耶和華的元帥
[00:10:19.000 --> 00:10:23.000]  耶和華的元帥和約書亞來見面
[00:10:23.000 --> 00:10:26.000]  教他怎樣打耶利歌城
[00:10:26.000 --> 00:10:28.000]  所以從這一點我們就看到
[00:10:28.000 --> 00:10:30.000]  這一場是耶和華的真戰
[00:10:30.000 --> 00:10:32.000]  他自己就是元帥
[00:10:32.000 --> 00:10:33.000]  他統領以色列人
[00:10:33.000 --> 00:10:36.000]  來攻打迦南人
[00:10:36.000 --> 00:10:39.000]  為什麼神要攻打迦南人呢?
[00:10:39.000 --> 00:10:42.000]  因為迦南人惡貫滿盈
[00:10:42.000 --> 00:10:44.000]  在《創世紀》的十五章
[00:10:44.000 --> 00:10:47.000]  十三節和十六節
[00:10:47.000 --> 00:10:49.000]  耶和華對亞伯蘭說
[00:10:49.000 --> 00:10:52.000]  你的後裔必寄居別人的地
[00:10:52.000 --> 00:10:54.000]  又服侍那地的人
[00:10:54.000 --> 00:10:57.000]  那地的人要輔代他們四百年
[00:10:57.000 --> 00:11:01.000]  到了第四代他們必回到此地
[00:11:01.000 --> 00:11:03.000]  因為亞摩利人的罪孽
[00:11:03.000 --> 00:11:05.000]  還沒有滿盈
[00:11:05.000 --> 00:11:10.000]  神是給了迦南人四百年來悔改
[00:11:10.000 --> 00:11:12.000]  他們都沒有悔改
[00:11:12.000 --> 00:11:15.000]  甚至神給他們四十年
[00:11:15.000 --> 00:11:18.000]  就是以色列人在曠野漂流四十年
[00:11:18.000 --> 00:11:20.000]  再給他們四十年
[00:11:20.000 --> 00:11:22.000]  他們都沒有悔改
[00:11:22.000 --> 00:11:24.000]  所以最後神的審判
[00:11:24.000 --> 00:11:29.000]  神的咒助就臨到迦南人身上
[00:11:29.000 --> 00:11:34.000]  神是要將迦南地給以色列人
[00:11:34.000 --> 00:11:37.000]  以色列人這個流淚雨墨的地
[00:11:37.000 --> 00:11:38.000]  但是
[00:11:38.000 --> 00:11:41.000]  這個地也是被迦南人所佔據
[00:11:41.000 --> 00:11:43.000]  有很多迦南人在那裡
[00:11:43.000 --> 00:11:46.000]  而他們是拜偶像
[00:11:46.000 --> 00:11:50.000]  他們甚至是將自己的子女獻給神
[00:11:50.000 --> 00:11:54.000]  神不要以色列人學迦南人
[00:11:54.000 --> 00:11:57.000]  其中迦南人當中有七個族
[00:11:57.000 --> 00:11:59.000]  是特別邪惡的
[00:11:59.000 --> 00:12:00.000]  所以在聖經裡面
[00:12:00.000 --> 00:12:05.000]  神叫以色列人要滅掉這七個族
[00:12:05.000 --> 00:12:07.000]  但是雖然如此
[00:12:07.000 --> 00:12:10.000]  神仍然是給迦南人機會來悔改
[00:12:10.000 --> 00:12:12.000]  接受自己
[00:12:12.000 --> 00:12:16.000]  他差派使者到拉合的家裡
[00:12:16.000 --> 00:12:18.000]  來救贖拉合
[00:12:18.000 --> 00:12:22.000]  他也給了欺騙人有悔改的機會
[00:12:22.000 --> 00:12:25.000]  其實欺騙或者欺媚人
[00:12:25.000 --> 00:12:27.000]  是迦南七族其中的一族
[00:12:27.000 --> 00:12:29.000]  就是神說要毀滅的
[00:12:29.000 --> 00:12:32.000]  但是當他們願意悔改的時候
[00:12:32.000 --> 00:12:36.000]  神一樣是給他們機會來接受他們
[00:12:36.000 --> 00:12:40.000]  其他的人又怎樣呢
[00:12:40.000 --> 00:12:43.000]  我們看看約書亞記的十一章二十節
[00:12:43.000 --> 00:12:45.000]  因為耶和華的義師
[00:12:45.000 --> 00:12:48.000]  是要使他們心裡剛硬
[00:12:48.000 --> 00:12:50.000]  來與以色列人爭戰
[00:12:50.000 --> 00:12:52.000]  好叫他們盡被殺滅
[00:12:52.000 --> 00:12:54.000]  不蒙憐憫
[00:12:54.000 --> 00:12:58.000]  正如耶和華所吩咐摩世
[00:12:58.000 --> 00:13:03.000]  有人說 你這位神真是殘忍
[00:13:03.000 --> 00:13:05.000]  令人的心剛硬
[00:13:05.000 --> 00:13:08.000]  然後就毀滅他們
[00:13:08.000 --> 00:13:10.000]  其實這件事
[00:13:10.000 --> 00:13:13.000]  和出哀及忌那位法老王
[00:13:13.000 --> 00:13:14.000]  是很相似的
[00:13:14.000 --> 00:13:16.000]  記不記得那個法老王
[00:13:16.000 --> 00:13:19.000]  是他自己的心才剛硬
[00:13:19.000 --> 00:13:22.000]  神就令他的心更加剛硬
[00:13:22.000 --> 00:13:24.000]  神跟他說 你的心剛硬
[00:13:24.000 --> 00:13:26.000]  你是沒有藉口
[00:13:26.000 --> 00:13:29.000]  你要為自己的心剛硬來負責任
[00:13:29.000 --> 00:13:33.000]  就像羅馬書的二章五至六節
[00:13:33.000 --> 00:13:36.000]  說你僅任著你剛硬不悔改的心
[00:13:36.000 --> 00:13:38.000]  為自己積蓄憤怒
[00:13:38.000 --> 00:13:43.000]  以至神震怒顯他公義審判的日子來到
[00:13:43.000 --> 00:13:47.000]  他必照各人的行為報應各人
[00:13:47.000 --> 00:13:50.000]  心硬不接受神的人
[00:13:50.000 --> 00:13:52.000]  絕對不可以是怪神
[00:13:52.000 --> 00:13:55.000]  他們要為自己來負責任
[00:13:55.000 --> 00:13:58.000]  這就是神的經濟學
[00:13:58.000 --> 00:14:00.000]  神的經濟學很有趣
[00:14:00.000 --> 00:14:03.000]  你有的時候 神會給你更多
[00:14:03.000 --> 00:14:05.000]  如果沒有的時候
[00:14:05.000 --> 00:14:08.000]  連你有的神也會給你
[00:14:08.000 --> 00:14:12.000]  就像一個人願意尋求神
[00:14:12.000 --> 00:14:14.000]  願意接受神
[00:14:14.000 --> 00:14:16.000]  神會給他有亮光
[00:14:16.000 --> 00:14:18.000]  越來越多的亮光
[00:14:18.000 --> 00:14:20.000]  甚至會差派使者
[00:14:20.000 --> 00:14:22.000]  來救贖你
[00:14:22.000 --> 00:14:26.000]  就像拉合和他的家人一樣
[00:14:26.000 --> 00:14:28.000]  當你願意尋求神
[00:14:28.000 --> 00:14:31.000]  神會給你越來越多的亮光
[00:14:31.000 --> 00:14:34.000]  但如果你拒絕接受神
[00:14:34.000 --> 00:14:37.000]  你不相信你的心光亮的時候
[00:14:37.000 --> 00:14:40.000]  神會令你的心更加光亮
[00:14:40.000 --> 00:14:42.000]  這就是神的經濟學
[00:14:42.000 --> 00:14:43.000]  很有趣
[00:14:43.000 --> 00:14:47.000]  這也是聖經所教我們
[00:14:47.000 --> 00:14:49.000]  其實神是沒有叫意識利人
[00:14:49.000 --> 00:14:52.000]  把全部的迦南人都殺了
[00:14:52.000 --> 00:14:55.000]  只是叫意識利人殺迦南的七族
[00:14:55.000 --> 00:14:58.000]  這個在新明記的七章一節
[00:14:58.000 --> 00:15:01.000]  二十章的十六至十八節
[00:15:01.000 --> 00:15:03.000]  使徒行傳的十三章十九節
[00:15:03.000 --> 00:15:05.000]  都講得很清楚
[00:15:05.000 --> 00:15:09.000]  我們怎知道還有其他的迦南人呢
[00:15:09.000 --> 00:15:11.000]  在《約書亞記》的十二章
[00:15:11.000 --> 00:15:12.000]  告訴我們
[00:15:12.000 --> 00:15:16.000]  一共有三十三個迦南國
[00:15:16.000 --> 00:15:18.000]  有兩個在約旦河的東面
[00:15:18.000 --> 00:15:22.000]  有三十一個在約旦河的西面
[00:15:22.000 --> 00:15:25.000]  但我們見到神是滿有憐憫
[00:15:25.000 --> 00:15:27.000]  祂只是叫意識利人殺了
[00:15:27.000 --> 00:15:32.000]  七個非常邪惡的迦南族人
[00:15:32.000 --> 00:15:36.000]  為何要將這七個族毀滅
[00:15:36.000 --> 00:15:37.000]  我剛才講過
[00:15:37.000 --> 00:15:39.000]  是因為他們的邪惡
[00:15:39.000 --> 00:15:40.000]  他們不願意悔改
[00:15:40.000 --> 00:15:44.000]  神給了他們四百多年來悔改
[00:15:44.000 --> 00:15:47.000]  但我相信另外是有一個原因
[00:15:47.000 --> 00:15:50.000]  為何神要滅絕他們
[00:15:50.000 --> 00:15:54.000]  其實在《約書亞記》所講的這個真戰
[00:15:54.000 --> 00:15:59.000]  是末世真戰的一個預演
[00:15:59.000 --> 00:16:00.000]  我們見到在末世
[00:16:00.000 --> 00:16:01.000]  我們講過
[00:16:01.000 --> 00:16:03.000]  敵基督是會崛起
[00:16:03.000 --> 00:16:08.000]  他是會和十個羅馬帝國的國家立約
[00:16:08.000 --> 00:16:11.000]  這個就是《彈爾里書》第二章
[00:16:11.000 --> 00:16:13.000]  我們講那個人像
[00:16:13.000 --> 00:16:15.000]  金的頭 銀的身體
[00:16:15.000 --> 00:16:16.000]  銅的土腹
[00:16:16.000 --> 00:16:18.000]  鐵的腳就是羅馬帝國
[00:16:18.000 --> 00:16:21.000]  十隻腳只半鐵半泥
[00:16:21.000 --> 00:16:25.000]  就是由羅馬帝國延伸出來的十個國家
[00:16:25.000 --> 00:16:28.000]  他們會和敵基督聯盟
[00:16:28.000 --> 00:16:31.000]  《彈爾里書》七章七至八節
[00:16:31.000 --> 00:16:35.000]  說這獸與前三獸大不相同
[00:16:35.000 --> 00:16:36.000]  頭有十角
[00:16:36.000 --> 00:16:38.000]  我靜觀看這些角
[00:16:38.000 --> 00:16:41.000]  見其中又長起一個小角
[00:16:41.000 --> 00:16:42.000]  先前的角中
[00:16:42.000 --> 00:16:46.000]  有三角在這角前連根被他拔出來
[00:16:46.000 --> 00:16:47.000]  這角有眼
[00:16:47.000 --> 00:16:51.000]  將人的眼有口說誇大的話
[00:16:51.000 --> 00:16:55.000]  很明顯這個小角說誇大的話
[00:16:55.000 --> 00:16:57.000]  就是敵基督的國
[00:16:57.000 --> 00:17:01.000]  他是會把先前十個國裏面的三個國滅了
[00:17:01.000 --> 00:17:04.000]  變成七個國
[00:17:04.000 --> 00:17:07.000]  這七個國亦都是非常邪惡
[00:17:07.000 --> 00:17:10.000]  他們和敵基督是聯盟
[00:17:10.000 --> 00:17:14.000]  所以在末世這七個國亦都會被滅絕
[00:17:14.000 --> 00:17:18.000]  這就和《約書亞記》非常相似
[00:17:18.000 --> 00:17:22.000]  大家都是七個國或者是七個族
[00:17:22.000 --> 00:17:25.000]  正如《約書亞記》告訴我們
[00:17:25.000 --> 00:17:27.000]  還有很多其他的國
[00:17:27.000 --> 00:17:29.000]  《約書亞記》的十二章
[00:17:29.000 --> 00:17:31.000]  末世都是一樣
[00:17:31.000 --> 00:17:33.000]  不單止是這七個國
[00:17:33.000 --> 00:17:36.000]  來和敵基督聯盟
[00:17:36.000 --> 00:17:38.000]  還有萬民
[00:17:38.000 --> 00:17:42.000]  很多的國都會和敵基督聯盟
[00:17:42.000 --> 00:17:45.000]  在《薩加利亞書》的十二章三節
[00:17:45.000 --> 00:17:48.000]  那日我必使耶路撒冷
[00:17:48.000 --> 00:17:52.000]  向聚集攻擊他的萬民
[00:17:52.000 --> 00:17:54.000]  當作一塊重石頭
[00:17:54.000 --> 00:17:57.000]  凡舉起的必受重傷
[00:17:57.000 --> 00:17:59.000]  有沒有見到除了這七個國
[00:17:59.000 --> 00:18:02.000]  撒旦還會煽動萬民列國
[00:18:02.000 --> 00:18:04.000]  來攻打以色列
[00:18:04.000 --> 00:18:09.000]  這就和《約書亞記》所記載的一模一樣
[00:18:09.000 --> 00:18:12.000]  所以我相信《約書亞記》所說的
[00:18:12.000 --> 00:18:16.000]  完全是末世這場真戰的一個預演
[00:18:16.000 --> 00:18:19.000]  為何要滅了這七個族
[00:18:19.000 --> 00:18:20.000]  這七個家南族
[00:18:20.000 --> 00:18:23.000]  第一他們自己是邪惡
[00:18:23.000 --> 00:18:25.000]  應該要滅了他們
[00:18:25.000 --> 00:18:27.000]  第二這是一個預演
[00:18:27.000 --> 00:18:32.000]  和末世的情形一模一樣
[00:18:32.000 --> 00:18:36.000]  這一場是一場很有趣的戰爭
[00:18:36.000 --> 00:18:39.000]  在《約書亞記》的十章上一次我們說到
[00:18:39.000 --> 00:18:44.000]  南國的真戰是否充滿神蹟奇事
[00:18:44.000 --> 00:18:47.000]  我們見到兵搏打在了加南人身上
[00:18:47.000 --> 00:18:49.000]  不在以色列人身上
[00:18:49.000 --> 00:18:52.000]  我們見到白天都會停在基片
[00:18:52.000 --> 00:18:54.000]  充滿神蹟奇事
[00:18:54.000 --> 00:18:56.000]  但是今天我們說十一章
[00:18:56.000 --> 00:18:58.000]  北國的戰爭
[00:18:58.000 --> 00:19:01.000]  完全沒有神蹟奇事
[00:19:01.000 --> 00:19:05.000]  但是靠著以色列人來攻打敵人
[00:19:05.000 --> 00:19:07.000]  毫無神蹟奇事
[00:19:07.000 --> 00:19:11.000]  這就和我們做神的工作很相似
[00:19:11.000 --> 00:19:15.000]  有時神會透過神蹟奇事來幫助我們
[00:19:15.000 --> 00:19:20.000]  但也有時神會透過我們的工作來完成祂的侍功
[00:19:20.000 --> 00:19:22.000]  有時兩者並行
[00:19:22.000 --> 00:19:24.000]  神又用祂的神蹟
[00:19:24.000 --> 00:19:26.000]  我們又用我們的力量
[00:19:26.000 --> 00:19:29.000]  大部份的時間都是這樣
[00:19:29.000 --> 00:19:32.000]  有人會問剛才說末世有一場真戰
[00:19:32.000 --> 00:19:35.000]  若書亞記就是這句預言
[00:19:35.000 --> 00:19:39.000]  究竟末世那場真戰是靠我們信徒來打
[00:19:39.000 --> 00:19:43.000]  還是耶穌基督是用神蹟奇事來真戰?
[00:19:43.000 --> 00:19:47.000]  我相信末世是一場神蹟奇事的真戰
[00:19:47.000 --> 00:19:49.000]  因為啟示六個十九章
[00:19:49.000 --> 00:19:53.000]  說有劍從耶穌基督的口中來戰勝敵人
[00:19:53.000 --> 00:19:55.000]  在樹爾弗所書的第六章
[00:19:55.000 --> 00:19:57.000]  說寶劍是什麼?
[00:19:57.000 --> 00:19:59.000]  是神的話語
[00:19:59.000 --> 00:20:01.000]  所以我相信末世那場真戰
[00:20:01.000 --> 00:20:06.000]  耶穌基督用祂口中的話語就能夠戰勝敵人
[00:20:06.000 --> 00:20:09.000]  就好像祂用話語來創造一切
[00:20:09.000 --> 00:20:11.000]  祂的話語是非常非常有力
[00:20:11.000 --> 00:20:14.000]  祂自己就是神的話語
[00:20:14.000 --> 00:20:21.000]  所以我相信末世這場真戰是一場神蹟奇事的戰爭
[00:20:21.000 --> 00:20:24.000]  除了我們看到這是神的真戰
