
[00:00:00.000 --> 00:00:05.860]  大家好,今天繼續滿分系列講道
[00:01:45.480 --> 00:01:48.680]  就算走到聖所裡面抱著壇也是沒有用的
[00:01:48.680 --> 00:01:53.500]  打人致死必被處死
[00:01:53.500 --> 00:01:57.880]  為什麼要在百姓中間設立屠城?
[00:01:57.880 --> 00:02:03.100]  另一段經文《文素記》三十五章九到十三節講得再清楚些
[00:02:03.100 --> 00:02:07.180]  你們過了若旦河進入迦南地要指定幾座城
[00:02:07.180 --> 00:02:09.180]  作為你們的屠城
[00:02:09.180 --> 00:02:12.120]  使誤殺人的可以屠到那裡
[00:02:12.120 --> 00:02:16.060]  這些城作為逃避報仇者的城
[00:02:16.060 --> 00:02:18.860]  使誤殺人不致於死
[00:02:18.860 --> 00:02:22.340]  讓他站在會眾面前受審判
[00:02:22.340 --> 00:02:27.020]  你們指定的城要作你們的六座城
[00:02:27.020 --> 00:02:30.220]  這段經文很清楚告訴你們屠城的設立
[00:02:30.220 --> 00:02:35.980]  是要防止用私了的方式去處理問題
[00:02:35.980 --> 00:02:37.260]  私了有什麼問題?
[00:02:37.260 --> 00:02:40.380]  私了就是執行家法的人
[00:02:40.380 --> 00:02:41.820]  他是審判官
[00:02:41.820 --> 00:02:44.660]  他用自己的標準去衡量事情
[00:02:44.660 --> 00:02:46.820]  很多時都是血氣行事
[00:02:46.820 --> 00:02:48.820]  都是充滿怒火
[00:02:48.820 --> 00:02:50.820]  通常都不客觀的
[00:02:50.820 --> 00:02:55.220]  設立屠城是為了讓誤殺了人的人
[00:02:55.220 --> 00:02:58.740]  可以得到公開公平的審判
[00:02:58.740 --> 00:03:03.420]  公開公平的審判是設立屠城一個最主要的目的
[00:03:03.420 --> 00:03:07.860]  怎樣才構成誤殺呢?
[00:03:07.860 --> 00:03:13.500]  《新命記》十九章四到六節就用了一個案例去講清楚
[00:03:13.500 --> 00:03:18.420]  那裡講到凡素母仇恨無意中殺了鄰舍
[00:03:18.420 --> 00:03:23.100]  怎樣才算是素母仇恨無意中殺了鄰舍呢?
[00:03:23.100 --> 00:03:25.580]  這裡用了一個案例去講
[00:03:25.580 --> 00:03:30.340]  就如人與鄰舍同入林中伐木
[00:03:30.340 --> 00:03:32.460]  手拿斧子一砍
[00:03:32.460 --> 00:03:34.460]  本想砍下樹木
[00:03:34.460 --> 00:03:36.380]  斧頭卻脫了靶
[00:03:36.380 --> 00:03:39.020]  飛落在鄰舍身上
[00:03:39.020 --> 00:03:40.620]  以致那人死去
[00:03:40.620 --> 00:03:44.500]  砍下樹木,斧頭卻脫了靶
[00:03:44.500 --> 00:03:47.340]  飛落在鄰舍身上,以致那人死去
[00:03:47.340 --> 00:03:51.660]  這個人逃到屠城其中一座,得以存活
[00:03:51.660 --> 00:03:57.820]  免得報血仇的心中發火去追趕殺了人的
[00:03:57.820 --> 00:04:02.940]  因為路途遙遠,可以追到他,將他殺死
[00:04:02.940 --> 00:04:04.700]  其實他不該死
[00:04:04.700 --> 00:04:08.860]  因為他與被殺者素母仇恨
[00:04:08.860 --> 00:04:11.980]  這段經文的案例給我們看得很清楚
[00:04:11.980 --> 00:04:14.620]  構成誤殺有兩個主要的條件
[00:04:14.620 --> 00:04:16.740]  第一,素母仇恨
[00:04:16.740 --> 00:04:20.740]  大家之前沒有過節,沒有仇恨
[00:04:20.740 --> 00:04:25.740]  第二,無意中
[00:04:25.740 --> 00:04:27.820]  就著這兩個基本的條件
[00:04:27.820 --> 00:04:31.060]  其實都有很多東西可以討論去深究
[00:04:31.060 --> 00:04:33.060]  什麼叫素母仇恨
[00:04:33.060 --> 00:04:36.060]  怎樣衡量,怎樣去界定
[00:04:36.060 --> 00:04:39.620]  什麼叫仇恨,這個問題都很複雜
[00:04:39.620 --> 00:04:42.620]  怎樣構成有意圖的行為
[00:04:42.620 --> 00:04:45.260]  怎樣去斷定一個行動是有意還是無意
[00:04:45.260 --> 00:04:50.260]  這些複雜問題,其實都可以討論很多天
[00:04:50.260 --> 00:04:53.420]  需要在座當中有些律師姐妹來幫忙
[00:04:53.420 --> 00:04:56.380]  大家一起去討論這些複雜的問題
[00:04:56.380 --> 00:04:58.180]  不過回到最基本的問題
[00:04:58.180 --> 00:05:00.700]  為什麼要設立屠城
[00:05:00.700 --> 00:05:05.140]  設立屠城其實是為了執行紀律
[00:05:05.140 --> 00:05:10.660]  讓做錯事的人可以得到公開公平的審判
[00:05:10.660 --> 00:05:12.980]  執行紀律是大前提
[00:05:12.980 --> 00:05:14.740]  沒有這個大前提
[00:05:14.740 --> 00:05:17.460]  設立屠城其實沒有什麼意思
[00:05:17.460 --> 00:05:18.860]  正正因為要執行紀律
[00:05:18.860 --> 00:05:25.220]  所以才需要很仔細去定定各個執行的具體細節
[00:05:25.220 --> 00:05:26.740]  不要殺錯良民
[00:05:26.740 --> 00:05:30.940]  不要流無辜人的血
[00:05:30.940 --> 00:05:34.420]  在聖約下,摩西作為百姓的領袖
[00:05:34.420 --> 00:05:37.940]  他有責任去教導上帝的律法
[00:05:37.940 --> 00:05:41.780]  以及律法各國的要求
[00:05:41.780 --> 00:05:43.620]  除了教導律法之外
[00:05:43.620 --> 00:05:47.300]  其實他平日都要用不少時間來審理
[00:05:47.300 --> 00:05:50.620]  發生在百姓當中不同的案件
[00:05:50.620 --> 00:05:53.060]  當然一個人時間有限、力量有限
[00:05:53.060 --> 00:05:54.900]  那麼多案件怎麼審呢?
[00:05:54.900 --> 00:05:58.100]  所以摩西就聽從他岳父的意見
[00:05:58.100 --> 00:06:02.060]  在百姓中間選出百夫長、千夫長、五十夫長、十夫長
[00:06:02.060 --> 00:06:03.740]  去管理百姓
[00:06:03.740 --> 00:06:07.500]  重大難斷的事就送到摩西去審理
[00:06:07.500 --> 00:06:13.940]  小事就由這些千夫長、百夫長、五十夫長來解決
[00:06:13.940 --> 00:06:15.340]  在摩西的時代
[00:06:15.340 --> 00:06:17.940]  宗教事務、民政事務、刑事檢控
[00:06:17.940 --> 00:06:20.500]  這三件事基本上是分割不了的
[00:06:20.500 --> 00:06:22.380]  摩西要處理宗教事務
[00:06:22.380 --> 00:06:27.020]  同時也要審理百姓不同的案件
[00:06:27.020 --> 00:06:29.460]  這個那麼複雜、那麼緊密的聯繫
[00:06:29.460 --> 00:06:32.860]  到了王國的時代開始有些切割
[00:06:32.860 --> 00:06:36.060]  祭司主要專責在宗教事務上
[00:06:36.060 --> 00:06:39.060]  譬如憲制、教導律法
[00:06:39.060 --> 00:06:41.700]  君王就處理國家的政事
[00:06:41.700 --> 00:06:44.900]  同時要審理百姓不同的案件
[00:06:44.900 --> 00:06:48.060]  我們記得所羅門有一宗很出名的案件
[00:06:48.060 --> 00:06:52.900]  兩個妓女都說活生生的嬰兒是自己的
[00:06:52.900 --> 00:06:54.340]  那怎麼解決呢?
[00:06:54.340 --> 00:06:58.740]  所羅門說:劈開它,分了它,就處理了
[00:06:58.740 --> 00:06:59.940]  在王國時期
[00:06:59.940 --> 00:07:03.540]  君王除了要處理國家的政事
[00:07:03.540 --> 00:07:06.580]  也要審理百姓的案件
[00:07:06.580 --> 00:07:10.380]  祭司就專責在宗教事務上
[00:07:10.380 --> 00:07:12.420]  雖然有一個很明顯的分工
[00:07:12.420 --> 00:07:16.500]  那時候君王的治國、立法、司法
[00:07:16.500 --> 00:07:20.620]  基本上都離不開聖約的精神和律法
[00:07:20.620 --> 00:07:24.020]  聖約、上帝的律法在上面
[00:07:24.020 --> 00:07:27.180]  君王的治國、立法、司法在下面
[00:07:27.180 --> 00:07:32.020]  這個秩序是不可以顛倒、不可以擾亂的
[00:07:32.020 --> 00:07:35.540]  不過到現在,到現代的時候
[00:07:35.540 --> 00:07:39.940]  國家、政府、立法機關、司法部門
[00:07:39.940 --> 00:07:43.260]  通通從宗教脫離出來
[00:07:43.260 --> 00:07:46.620]  基本上不受信仰的規管
[00:07:46.620 --> 00:07:49.180]  今天是一個講求法治的社會
[00:07:49.180 --> 00:07:52.300]  有什麼涉及犯法的問題
[00:07:52.300 --> 00:07:55.460]  都要交給外面相關的部門去處理
[00:07:55.460 --> 00:07:59.380]  信徒群體是絕對不可以私下解決的
[00:07:59.380 --> 00:08:02.060]  於是乎《新命紀》十九章
[00:08:02.060 --> 00:08:05.260]  基本上是不可以直接應用出來的
[00:08:05.260 --> 00:08:07.420]  至少我們今天不可以為一些嫌疑犯
[00:08:07.420 --> 00:08:12.820]  去找一個庇護所、一個避難的地方
[00:08:12.820 --> 00:08:14.940]  我們可以按這段經文去要求
[00:08:14.940 --> 00:08:19.020]  外面的執法部門要公開公平去審判每一件案件
[00:08:19.020 --> 00:08:21.220]  不要流無辜人的血
[00:08:21.220 --> 00:08:23.820]  所有事情都要公公道道、有證有據的
[00:08:23.820 --> 00:08:26.340]  不可以冤枉人的
[00:08:26.340 --> 00:08:29.100]  當有不公平、不公義的審判出現
[00:08:29.100 --> 00:08:32.900]  教會作為公民可以表達意見
[00:08:32.900 --> 00:08:36.500]  不過表達意見之前都要查清楚
[00:08:36.500 --> 00:08:38.580]  我們都要講證據、講理據
[00:08:38.580 --> 00:08:39.980]  我們不是訴諸情感
[00:08:39.980 --> 00:08:43.020]  不是憑血氣去講話
[00:08:43.020 --> 00:08:44.020]  在《執行紀律》上
[00:08:44.020 --> 00:08:48.140]  社會有法律、有程序可以跟
[00:08:48.140 --> 00:08:49.620]  我們教會群體
[00:08:49.620 --> 00:08:53.060]  宣認上帝是絕對效忠的對象
[00:08:53.060 --> 00:08:57.380]  不過都要在國家社會的法律底下生活
[00:08:57.380 --> 00:09:00.700]  我們都要依法去生活
[00:09:00.700 --> 00:09:06.860]  不過法律都應該尊重某些人道的價值和原則
[00:09:06.860 --> 00:09:12.260]  譬如人人都享有公平、公開、公正審判的權利
[00:09:12.260 --> 00:09:14.980]  人人在法律面前都是平等
[00:09:14.980 --> 00:09:17.100]  不應該流無辜人的血
[00:09:17.100 --> 00:09:20.140]  這些人道的價值原則
[00:09:20.140 --> 00:09:23.860]  我們作為宗教群體有東西可以講
[00:09:23.860 --> 00:09:31.740]  外面是需要聽我們一些意見和看法
[00:09:31.740 --> 00:09:34.460]  屠城的設立是為了公平、公開
[00:09:34.460 --> 00:09:39.220]  去審理一切發生在子民中間的事件
[00:09:39.220 --> 00:09:40.700]  不要冤枉好人
[00:09:40.700 --> 00:09:43.180]  不要流無辜人的血
[00:09:43.180 --> 00:09:44.980]  公平、公正、執行紀律
[00:09:44.980 --> 00:09:48.860]  是設立屠城的一個大前提
[00:09:48.860 --> 00:09:50.700]  今天在政教分離底下
[00:09:50.700 --> 00:09:53.460]  國家有既定的執法程序
[00:09:53.460 --> 00:09:56.540]  有既定的執法原則標準
[00:09:56.540 --> 00:09:58.740]  任何涉及違法的事情
[00:09:58.740 --> 00:10:02.780]  原則上都要交給外面相關的部門去處理
[00:10:02.780 --> 00:10:05.980]  我們不可以私下去解決
[00:10:05.980 --> 00:10:08.420]  當然有些事情可以庭外和解
[00:10:08.420 --> 00:10:10.380]  不是每件事都要罵上法庭
[00:10:10.380 --> 00:10:14.620]  不過哪些事情可以在法庭以外解決
[00:10:14.620 --> 00:10:15.620]  哪些事情不可以
[00:10:15.620 --> 00:10:19.700]  這些都是由外面的立法機關去決定
[00:10:19.700 --> 00:10:26.980]  國家政府大致上包攬了一切跟違法有關的事情
[00:10:26.980 --> 00:10:28.500]  在這樣的情況下
[00:10:28.500 --> 00:10:34.020]  教會還有沒有需要講執行紀律呢?
[00:10:34.020 --> 00:10:39.900]  教會需要針對什麼事情去執行紀律呢?
[00:10:39.900 --> 00:10:41.740]  當我們去看新約的時候
[00:10:41.740 --> 00:10:46.020]  你會發現有很多經文都講到教會執行紀律
[00:10:46.020 --> 00:10:47.900]  其中一段經文我們比較熟悉
[00:10:47.900 --> 00:10:52.580]  記載在《馬太福音》十八章十五到二十節
[00:10:52.580 --> 00:10:56.140]  那裡說到「如果你的弟兄得罪你」
[00:10:56.140 --> 00:10:59.540]  另一個翻譯是「如果你的弟兄犯了罪」
[00:10:59.540 --> 00:11:00.820]  那怎麼辦呢?
[00:11:00.820 --> 00:11:05.220]  你要趁著只有他和你在一起的時候
[00:11:05.220 --> 00:11:08.020]  指出他的錯
[00:11:08.020 --> 00:11:08.900]  他如果聽你的話
[00:11:08.900 --> 00:11:10.980]  你就贏得這個弟兄
[00:11:10.980 --> 00:11:12.580]  如果他不聽的話
[00:11:12.580 --> 00:11:15.820]  你就另外帶一個或兩個人跟他去
[00:11:15.820 --> 00:11:23.300]  因為任何指控都要憑兩個或三個證人的口才能成立
[00:11:23.300 --> 00:11:25.620]  如果這樣都不聽的話
[00:11:25.620 --> 00:11:28.300]  你就去告訴教會
[00:11:28.300 --> 00:11:30.180]  如果這樣教會都不聽的話
[00:11:30.180 --> 00:11:35.820]  就將他看作外邦人和瑞利
[00:11:35.820 --> 00:11:39.180]  耶穌這裡引用一個原則
[00:11:39.180 --> 00:11:44.140]  這個原則正正出自在《新命紀》十九章十五節
[00:11:44.140 --> 00:11:46.780]  「人無論犯什麼罪
[00:11:46.780 --> 00:11:47.940]  作什麼惡
[00:11:47.940 --> 00:11:50.540]  不可單憑一個人的見證
[00:11:50.540 --> 00:11:56.940]  總要憑兩個證人或三個證人口才可以定案」
[00:11:56.940 --> 00:12:00.020]  耶穌在這裡用一個本來是
[00:12:00.020 --> 00:12:05.060]  舊約審理全國百姓訴訟的關於經文
[00:12:05.060 --> 00:12:08.500]  拉到教會群體裡面
[00:12:08.500 --> 00:12:10.580]  耶穌也告訴門徒
[00:12:10.580 --> 00:12:13.220]  教會是有責任去處理
[00:12:13.220 --> 00:12:16.620]  發生在弟兄姊妹之間的過犯
[00:12:16.620 --> 00:12:20.500]  若有弟兄或姊妹犯了罪
[00:12:20.500 --> 00:12:24.020]  就要將他指證出來
[00:12:24.020 --> 00:12:27.060]  耶穌不單單用《新命紀》十九章十五節
[00:12:27.060 --> 00:12:31.220]  去教導我們怎樣去處理有過犯的弟兄姊妹
[00:12:31.220 --> 00:12:33.380]  他更加在《瑪達福音》十八章十八節
[00:12:33.380 --> 00:12:36.060]  賦予教會一個很大的權柄
[00:12:36.060 --> 00:12:37.860]  「我實在高收你們
[00:12:37.860 --> 00:12:40.060]  凡你們在地上所捆綁的
[00:12:40.060 --> 00:12:41.860]  在天上也要捆綁
[00:12:41.860 --> 00:12:43.740]  凡你們在地上釋放的
[00:12:43.740 --> 00:12:46.740]  在天上也要釋放」
[00:12:46.740 --> 00:12:51.660]  意思是說經過很詳細的調查了解之後
[00:12:51.660 --> 00:12:56.980]  假如教會最終判定某個弟兄或姊妹的過犯是屬實的
[00:12:56.980 --> 00:13:01.540]  他就要真誠在上帝面前認罪悔改
[00:13:01.540 --> 00:13:05.500]  不悔改就等候上帝的審判
[00:13:05.500 --> 00:13:07.420]  如果他悔改
[00:13:07.420 --> 00:13:11.220]  教會就要同心合意為這個人祈禱
[00:13:11.220 --> 00:13:12.780]  祈禱什麼呢?
[00:13:12.780 --> 00:13:17.020]  就是尋求上帝赦免他的罪
[00:13:17.020 --> 00:13:19.220]  耶穌說:若你們中間
[00:13:19.220 --> 00:13:23.620]  有兩個人在地上同心合意求什麼事
[00:13:23.620 --> 00:13:27.220]  我在天上的父必為他們成全
[00:13:27.220 --> 00:13:30.380]  因為那裡有兩三個人奉我的名聚會
[00:13:30.380 --> 00:13:34.260]  那裡就有我在他們中間
[00:13:34.260 --> 00:13:37.700]  我們很多時候都以為這段經文是說教會是什麼
[00:13:37.700 --> 00:13:39.900]  以為耶穌在定義什麼是教會
[00:13:39.900 --> 00:13:40.780]  教會是什麼呢?
[00:13:40.780 --> 00:13:44.580]  教會就是有兩三個人奉主的名聚集的地方
[00:13:44.580 --> 00:13:46.060]  頂尖我們看回上下文
[00:13:46.060 --> 00:13:49.340]  其實這段經文不是說教會是什麼
[00:13:49.340 --> 00:13:51.700]  不是定義教會是什麼
[00:13:51.700 --> 00:13:54.580]  這段經文說的是執行紀律
[00:13:54.580 --> 00:13:58.580]  當有弟兄有姊妹有過犯
[00:13:58.580 --> 00:14:00.300]  被教會指證出來
[00:14:00.300 --> 00:14:03.540]  他願意真誠悔改
[00:14:03.540 --> 00:14:09.220]  教會就要同心合意為願意悔改的弟兄姊妹祈禱
[00:14:09.220 --> 00:14:11.740]  祈求上帝的赦免
[00:14:11.740 --> 00:14:14.980]  上帝在天上必定垂聽
[00:14:14.980 --> 00:14:17.380]  使罪得赦
[00:14:17.380 --> 00:14:20.740]  這是說執行紀律的問題
[00:14:20.740 --> 00:14:21.940]  教會要執行紀律
[00:14:21.940 --> 00:14:26.300]  因為這是耶穌基督讓教會有權柄去做
[00:14:26.300 --> 00:14:27.980]  我實實在在告訴你們
[00:14:27.980 --> 00:14:30.900]  凡你們在地上捆綁的
[00:14:30.900 --> 00:14:33.300]  在天上要捆綁
[00:14:33.300 --> 00:14:35.460]  凡你們在地上釋放的
[00:14:35.460 --> 00:14:39.260]  在天上也要釋放
[00:14:39.260 --> 00:14:43.540]  教會有責任有權柄去審理弟兄姊妹的事
[00:14:43.540 --> 00:14:48.500]  當教會判定某個弟兄或姊妹有過犯
[00:14:48.500 --> 00:14:50.100]  他就要在上帝
[00:14:50.100 --> 00:14:53.540]  在弟兄姊妹面前認罪悔改
[00:14:53.540 --> 00:14:59.660]  接著我們同心合意為他祈求上帝的赦免
[00:14:59.660 --> 00:15:01.100]  是否要停下來呢?
[00:15:01.100 --> 00:15:03.700]  是否祈完禱就算了呢?
[00:15:03.700 --> 00:15:05.060]  不是的 弟兄姊妹
[00:15:05.060 --> 00:15:07.460]  接著是要接納他
[00:15:07.460 --> 00:15:10.060]  去饒恕他
[00:15:10.060 --> 00:15:11.500]  饒恕多少次?
[00:15:11.500 --> 00:15:13.060]  七次?
[00:15:13.060 --> 00:15:14.780]  七十個七次
[00:15:14.780 --> 00:15:16.900]  接著《馬太福音》十九章就說
[00:15:16.900 --> 00:15:20.140]  饒恕這個故事
[00:15:20.140 --> 00:15:22.940]  《馬太福音》十八十九章說的是
[00:15:22.940 --> 00:15:25.860]  教會執行紀律
[00:15:25.860 --> 00:15:28.220]  執行紀律除了要定他罪
[00:15:28.220 --> 00:15:29.860]  指出他的錯誤
[00:15:29.860 --> 00:15:31.940]  最重要的是什麼?
[00:15:31.940 --> 00:15:34.420]  希望他悔改
[00:15:34.420 --> 00:15:38.100]  然後我們彼此饒恕
[00:15:38.100 --> 00:15:40.300]  彼此接納
[00:15:40.300 --> 00:15:43.140]  建立那個關係
[00:15:43.140 --> 00:15:47.780]  建立關係才是重點
[00:15:47.780 --> 00:15:50.220]  沒錯 今天是一個講求法治的社會
[00:15:50.220 --> 00:15:52.140]  所有涉及法律的事情
[00:15:52.140 --> 00:15:54.980]  都要交給外面的部門處理
[00:15:54.980 --> 00:15:57.020]  但是不表示教會
[00:15:57.020 --> 00:16:00.140]  不需要處理弟兄姊妹的過犯
[00:16:00.140 --> 00:16:02.180]  弟兄姊妹有過犯
[00:16:02.180 --> 00:16:03.380]  如果牽涉法律的問題
[00:16:03.380 --> 00:16:07.460]  當然要交給外面的執法部門處理
[00:16:07.460 --> 00:16:09.460]  但是犯法的人
[00:16:09.460 --> 00:16:10.580]  犯罪的人
[00:16:10.580 --> 00:16:13.220]  都要處理自己
[00:16:13.220 --> 00:16:14.380]  跟上帝
[00:16:14.380 --> 00:16:16.180]  跟弟兄姊妹之間
[00:16:16.180 --> 00:16:19.580]  那個關係破裂的問題
[00:16:19.580 --> 00:16:21.860]  法律做的是伸張正義
[00:16:21.860 --> 00:16:23.500]  維護社會秩序
[00:16:23.500 --> 00:16:26.060]  教會都重視伸張正義
[00:16:26.060 --> 00:16:28.260]  重視維護社會秩序
[00:16:28.260 --> 00:16:30.380]  不過教會更加重視的是
[00:16:30.380 --> 00:16:33.900]  關係的復和
[00:16:33.900 --> 00:16:36.460]  在那麼多的考慮因素之中
[00:16:36.460 --> 00:16:39.780]  復和是壓倒一切的
[00:16:39.780 --> 00:16:41.260]  耶穌基督來到這個世界上
[00:16:41.260 --> 00:16:43.300]  是要做什麼?
[00:16:43.300 --> 00:16:45.420]  不是定我們的罪
[00:16:45.420 --> 00:16:47.420]  不是讓我們有自由那麼簡單
[00:16:47.420 --> 00:16:51.140]  是叫我們的關係得到修復
[00:16:51.140 --> 00:16:52.940]  《耳福所書》二章十四節這樣說
[00:16:52.940 --> 00:16:56.100]  因為祂自己是我們的和平
[00:16:56.100 --> 00:16:57.940]  使雙方合二為一
[00:16:57.940 --> 00:17:01.020]  拆毀了中間隔絕的牆
[00:17:01.020 --> 00:17:06.420]  而且以自己的身體廢掉冤仇
[00:17:06.420 --> 00:17:08.340]  教會要維護秩序
[00:17:08.340 --> 00:17:09.900]  要伸張正義
[00:17:09.900 --> 00:17:11.260]  但是
[00:17:11.260 --> 00:17:12.660]  復和
[00:17:12.660 --> 00:17:13.860]  廢掉冤仇
[00:17:13.860 --> 00:17:16.340]  才是我們最關注的事情
[00:17:16.340 --> 00:17:18.500]  是不是?
[00:17:18.500 --> 00:17:21.700]  外面說的是定罪
[00:17:21.700 --> 00:17:25.420]  你要接受應有的懲罰
[00:17:25.420 --> 00:17:26.460]  接受了
[00:17:26.460 --> 00:17:28.460]  然後大家各走各路
[00:17:28.460 --> 00:17:31.340]  其實是沒什麼意思的
[00:17:31.340 --> 00:17:34.060]  基督教信仰最寶貴的就是
[00:17:34.060 --> 00:17:35.860]  定了你有罪
[00:17:35.860 --> 00:17:37.780]  你接受了審判
[00:17:37.780 --> 00:17:39.700]  但是
[00:17:39.700 --> 00:17:41.940]  關係可以修復
[00:17:41.940 --> 00:17:45.900]  過去你做了傷害別人的事情
[00:17:45.900 --> 00:17:48.580]  在基督裡面得到饒恕
[00:17:48.580 --> 00:17:53.980]  然後與被你傷害的人可以重新建立關係
[00:17:53.980 --> 00:17:57.780]  這才是最重要的事情
[00:17:57.780 --> 00:18:01.100]  外面有法律部門去審理案件
[00:18:01.100 --> 00:18:05.340]  但是教會也要執行紀律
[00:18:05.340 --> 00:18:11.540]  我們重視的是要顯出上帝的正義
[00:18:11.540 --> 00:18:13.020]  羅馬書四章二十五節這樣說
[00:18:13.020 --> 00:18:15.420]  上帝設立耶穌基督作贖罪制
[00:18:15.420 --> 00:18:16.900]  是憑著耶穌的血
[00:18:16.900 --> 00:18:18.140]  藉著信
[00:18:18.140 --> 00:18:21.700]  要顯明上帝的義
[00:18:21.700 --> 00:18:25.580]  上帝的義如何顯明出來呢?
[00:18:25.580 --> 00:18:27.460]  除了定我們有罪
[00:18:27.460 --> 00:18:30.260]  就是通過耶穌基督的救贖
[00:18:30.260 --> 00:18:32.260]  叫我們與上帝
[00:18:32.260 --> 00:18:34.340]  與我們身邊的人
[00:18:34.340 --> 00:18:36.580]  恢復關係
[00:18:36.580 --> 00:18:38.140]  上帝的正義
[00:18:38.140 --> 00:18:42.420]  遠遠超過我們對正義的了解
[00:18:42.420 --> 00:18:45.380]  我們的正義就是做錯事
[00:18:45.380 --> 00:18:49.620]  你就要得到應有的刑罰
[00:18:49.620 --> 00:18:51.460]  上帝的義
[00:18:51.460 --> 00:18:55.420]  說的是關係的修復
[00:18:55.420 --> 00:18:58.060]  我們要執行紀律
[00:18:58.060 --> 00:19:01.500]  是因為要修復那個關係
[00:19:01.500 --> 00:19:07.020]  這是外面法律部門做不到的
[00:19:07.020 --> 00:19:08.780]  為什麼呢?
[00:19:08.780 --> 00:19:10.620]  因為所有關係的修復
[00:19:10.620 --> 00:19:13.420]  是從認罪悔改開始的
[00:19:13.420 --> 00:19:15.300]  在上帝面前
[00:19:15.300 --> 00:19:19.380]  誠心認罪悔改開始的
[00:19:19.380 --> 00:19:20.660]  另一段相關經文
[00:19:20.660 --> 00:19:22.340]  出現在《哥林多前書》
[00:19:22.340 --> 00:19:24.820]  五章十二到十三節
[00:19:24.820 --> 00:19:27.740]  「審判教外的人與我何干?
[00:19:27.740 --> 00:19:31.540]  教內的人豈不是你們要審判嗎?
[00:19:31.540 --> 00:19:34.020]  至於外人有上帝審判他們
[00:19:34.020 --> 00:19:35.260]  如經上說
[00:19:35.260 --> 00:19:41.140]  要從你們中間把那些邪惡的人趕出去」
[00:19:41.140 --> 00:19:43.020]  這裡保羅區分了兩種人
[00:19:43.020 --> 00:19:45.740]  教外的人和教內的人
[00:19:45.740 --> 00:19:47.700]  教外的人就是那些不信耶穌的人
[00:19:47.700 --> 00:19:49.180]  不跟隨主的人
[00:19:49.180 --> 00:19:51.060]  他們做錯事犯了罪
[00:19:51.060 --> 00:19:54.500]  就由外面的法律部門去處理
[00:19:54.500 --> 00:19:56.060]  去定他們的罪
[00:19:56.060 --> 00:19:58.180]  但是對於那些教內的人
[00:19:58.180 --> 00:20:00.140]  那些跟隨主的人
[00:20:00.140 --> 00:20:02.220]  那些信耶穌的人
[00:20:02.220 --> 00:20:06.740]  保羅說教會有權並有責任去執行紀律
[00:20:06.740 --> 00:20:09.580]  目的是什麼?
[00:20:09.580 --> 00:20:14.420]  保羅說到除了修復關係之外
[00:20:14.420 --> 00:20:20.980]  就是要從你們中間把那些邪惡的人趕出去
[00:20:20.980 --> 00:20:23.260]  教會為什麼要執行紀律?
[00:20:23.260 --> 00:20:24.500]  除了修復關係之外
[00:20:24.500 --> 00:20:26.620]  就是要保護教會
[00:20:26.620 --> 00:20:29.940]  不要讓一些惡人和惡事
[00:20:29.940 --> 00:20:33.500]  在教會繼續存在發酵
[00:20:33.500 --> 00:20:35.820]  執行紀律是為了杜絕邪惡的事
[00:20:35.820 --> 00:20:38.820]  在我們中間存在
