
[00:00:00.000 --> 00:00:02.780]  所以我們今天要繼續
[00:02:04.260 --> 00:02:07.720]  第二件事情 就是以至於你們
[00:02:07.720 --> 00:02:10.460]  漸漸的多知道神 對不對
[00:02:10.460 --> 00:02:13.340]  那麼第三件事情 今天我們要講的是什麼
[00:02:13.340 --> 00:02:19.000]  就是照他榮耀的群人
[00:02:19.000 --> 00:02:22.300]  得以在各樣的什麼
[00:02:22.720 --> 00:02:25.260]  力上加力
[00:02:25.260 --> 00:02:30.220]  不要看別的 單單看力上加力
[00:02:30.220 --> 00:02:33.140]  這個字就值得我們興奮
[00:02:33.140 --> 00:02:35.020]  需不需要力量
[00:02:35.020 --> 00:02:36.580]  需不需要
[00:02:36.580 --> 00:02:40.440]  你看見一個人唱歌的時候精神飽滿
[00:02:40.440 --> 00:02:44.300]  講話的時候精神飽滿 你自己會不會也跟著精神飽滿
[00:02:44.300 --> 00:02:47.160]  會不會 一個人講話的時候
[00:02:47.160 --> 00:02:49.980]  軟弱無力
[00:02:50.760 --> 00:02:53.400]  唱起歌來 有氣無力
[00:02:53.400 --> 00:02:56.100]  請問 你看的人會怎麼樣
[00:02:56.100 --> 00:02:58.120]  會怎麼樣
[00:02:58.120 --> 00:03:04.280]  會怎麼樣 你根本就軟弱無力了 是不是
[00:03:04.280 --> 00:03:07.040]  所以千秋之輩 你可以看見很重要
[00:03:07.040 --> 00:03:09.320]  是不是 我們何等的需要
[00:03:09.320 --> 00:03:13.020]  力上加力 跟你旁邊說你需要力上加力
[00:03:19.500 --> 00:03:22.500]  這個力上加力 其實按照原文翻譯
[00:03:22.500 --> 00:03:25.620]  等一下我會仔細解釋 按照原文翻譯就是說
[00:03:25.620 --> 00:03:28.980]  能夠得著各樣的能力
[00:03:28.980 --> 00:03:33.180]  當我們真知道神的旨意的時候
[00:03:33.180 --> 00:03:36.180]  我們就能夠得著各樣的能力
[00:03:36.180 --> 00:03:39.320]  跟你旁邊說 你可以得著各樣的能力
[00:03:39.320 --> 00:03:42.480]  講的時候斬釘截鐵 非常有力的講
[00:03:42.480 --> 00:03:43.480]  好嗎
[00:03:46.680 --> 00:03:49.820]  要講啊 你要講出來才有力量
[00:03:49.820 --> 00:03:52.000]  講出來就是你的 Amen
[00:03:52.000 --> 00:03:55.060]  神的話你要宣告出來 Amen
[00:03:55.060 --> 00:03:59.700]  你要得著各樣的能力 千秋之輩
[00:03:59.700 --> 00:04:02.540]  現在你不對別人說 對你自己說
[00:04:02.540 --> 00:04:04.520]  你再舉起手來
[00:04:04.520 --> 00:04:10.980]  你說 說啊 今天我要得著各樣的能力
[00:04:14.700 --> 00:04:16.740]  Amen
[00:04:16.740 --> 00:04:19.800]  今天你要得著各樣的能力 Amen
[00:04:19.800 --> 00:04:21.940]  這是今天我們所需要的
[00:04:21.940 --> 00:04:24.100]  這是今天我們要講的主題
[00:04:24.100 --> 00:04:27.080]  為什麼我們要得著各樣的能力
[00:04:27.080 --> 00:04:30.420]  在這段聖經裡面告訴我們說
[00:04:30.420 --> 00:04:36.900]  好教你們凡事歡歡喜喜的 忍耐寬容
[00:04:36.900 --> 00:04:39.500]  得能力真好啊 是不是
[00:04:39.500 --> 00:04:42.180]  我們很喜歡得能力 等一下我會講怎麼得能力
[00:04:42.180 --> 00:04:44.180]  但是呢 得能力是為了什麼呢
[00:04:44.180 --> 00:04:46.180]  它說 凡事怎麼樣
[00:04:46.180 --> 00:04:51.700]  歡歡喜喜的 忍耐寬容
[00:04:51.700 --> 00:04:54.940]  這個我們就有點不太喜歡喔
[00:04:54.940 --> 00:04:56.660]  忍耐寬容
[00:04:56.660 --> 00:04:58.860]  牧師你又要講什麼
[00:04:58.860 --> 00:05:02.020]  千秋之輩 不管你喜歡不喜歡
[00:05:02.020 --> 00:05:04.180]  人生當中會不會有患難
[00:05:04.180 --> 00:05:06.860]  人生當中會不會有難處 會不會
[00:05:06.860 --> 00:05:10.260]  會不會 家家有本難念的什麼
[00:05:10.260 --> 00:05:12.740]  不是聖經啊
[00:05:14.300 --> 00:05:16.660]  有沒有說 今天結了婚之後
[00:05:16.660 --> 00:05:19.540]  從此就過著幸福美滿的生活 有沒有
[00:05:19.540 --> 00:05:22.860]  有這樣子的家庭 請舉手 我們要特別為你禱告
[00:05:22.860 --> 00:05:26.140]  希望你們能夠持守到底
[00:05:26.140 --> 00:05:29.940]  千秋之輩 人生當中不是都是這麼美滿的 是不是
[00:05:29.940 --> 00:05:32.940]  是不是 有的人是學霸
[00:05:32.940 --> 00:05:36.540]  從小讀書 一路讀上去 通通都是第一名
[00:05:36.540 --> 00:05:39.660]  從來沒有第二名過的 有沒有這樣的人 請舉手
[00:05:41.940 --> 00:05:45.180]  不敢舉手啊 應該很光榮的舉一下手啊
[00:05:45.180 --> 00:05:47.300]  OK 好 那千秋之輩
[00:05:47.300 --> 00:05:49.860]  人生不是都是這麼順利的 是不是
[00:05:49.860 --> 00:05:52.540]  我也考試失敗過
[00:05:52.540 --> 00:05:57.860]  我小學的時候 別人都是九十分以上
[00:05:57.860 --> 00:06:00.980]  我三科不及格
[00:06:00.980 --> 00:06:07.540]  但是 千秋之輩 當我今天提起來的時候
[00:06:07.540 --> 00:06:10.740]  我一點都沒有覺得不好意思啊 為什麼
[00:06:11.980 --> 00:06:12.980]  為什麼
[00:06:12.980 --> 00:06:21.020]  當你認識祖師父 你就會發現說
[00:06:21.020 --> 00:06:25.540]  一切過去的這些不好 一切過去這些你覺得不好的事情
[00:06:25.540 --> 00:06:27.500]  都要成為你的祝福 Amen
[00:06:27.500 --> 00:06:30.180]  Amen 千秋之輩
[00:06:30.180 --> 00:06:32.780]  所以呢 保羅在這裡告訴我們說
[00:06:32.780 --> 00:06:35.780]  保羅為什麼要特別 你要注意看格羅西書
[00:06:35.780 --> 00:06:39.500]  你要記得 保羅在寫這些東西的時候呢
[00:06:41.140 --> 00:06:43.740]  他知道這些信徒們正在面臨到的
[00:06:43.740 --> 00:06:45.900]  各式各樣的人生當中的攔住
[00:06:45.900 --> 00:06:49.660]  那麼 他自己也在攔住的中間
[00:06:49.660 --> 00:06:53.260]  保羅自己是在那樣子的一個困難
[00:06:53.260 --> 00:06:56.140]  各式各樣 為了傳福音 他經歷各式各樣的攔住
[00:06:56.140 --> 00:07:00.220]  所以他知道 人生當中一定是充滿了各樣的攔住
[00:07:00.220 --> 00:07:01.820]  因此他為他們禱告
[00:07:01.820 --> 00:07:04.340]  希望你們能夠照他榮耀的權能
[00:07:04.340 --> 00:07:06.180]  得以在各樣的力上加力
[00:07:06.180 --> 00:07:09.980]  好教你們凡事歡歡喜喜的 忍耐寬容
[00:07:10.300 --> 00:07:11.300]  忍耐
[00:07:11.300 --> 00:07:15.740]  忍耐是今天我們非常需要的一件事情
[00:07:15.740 --> 00:07:19.020]  你看見聖經裡面充滿了忍耐的事情
[00:07:19.020 --> 00:07:21.380]  我們剛講完啟示錄 啟示錄裡面
[00:07:21.380 --> 00:07:25.140]  講的很多的忍耐 聖徒的忍耐就在此
[00:07:25.140 --> 00:07:26.140]  看到沒有
[00:07:26.140 --> 00:07:28.500]  面臨到逼迫 面臨到苦難
[00:07:28.500 --> 00:07:31.260]  在末世你可以看見 真的是需要苦難
[00:07:31.260 --> 00:07:33.260]  剛才我們在這個敬拜之後
[00:07:33.260 --> 00:07:34.980]  這個 Mary 師母提到
[00:07:34.980 --> 00:07:36.900]  今天你看見發生了這個戰爭
[00:07:36.900 --> 00:07:41.900]  今天俄羅斯攻打烏克蘭已經多少了
[00:07:41.900 --> 00:07:45.140]  它不叫攻打 他們叫做軍事行動 是不是
[00:07:45.140 --> 00:07:48.900]  做壞事還要把它美化
[00:07:48.900 --> 00:07:52.580]  請問 第幾天了
[00:07:52.580 --> 00:07:55.500]  如果你是烏克蘭人
[00:07:55.500 --> 00:07:57.380]  如果你在那個環境當中
[00:07:57.380 --> 00:07:59.100]  千秋之輩你如何感覺
[00:07:59.100 --> 00:08:01.700]  如果你是一個基督徒
[00:08:01.700 --> 00:08:04.620]  在烏克蘭在這樣子的一個環境之下
[00:08:04.620 --> 00:08:06.220]  你會怎麼禱告
[00:08:07.900 --> 00:08:10.900]  什麼時候 卒阿
[00:08:10.900 --> 00:08:12.900]  這個災難可以截止
[00:08:12.900 --> 00:08:15.900]  什麼時候俄羅斯不再侵略我們的國家
[00:08:15.900 --> 00:08:18.900]  什麼時候戰爭可以止息 對不對
[00:08:18.900 --> 00:08:20.900]  千秋之輩 可能也許今天
[00:08:20.900 --> 00:08:22.900]  你不是面臨著戰爭的問題
[00:08:22.900 --> 00:08:24.900]  但是你可能也在婚姻當中
[00:08:24.900 --> 00:08:26.900]  經歷了很長時間的suffer
[00:08:26.900 --> 00:08:28.900]  對不對 你suffer這個婚姻
[00:08:28.900 --> 00:08:30.900]  你覺得這個婚姻好困難啊
[00:08:30.900 --> 00:08:32.900]  卒阿 我真走不下去了
[00:08:32.900 --> 00:08:34.900]  什麼時候才可以
[00:08:34.900 --> 00:08:36.900]  可以怎麼樣
[00:08:36.900 --> 00:08:38.900]  不是解鎖
[00:08:38.900 --> 00:08:41.900]  什麼時候開始可以解決啊
[00:08:41.900 --> 00:08:43.900]  什麼時候我的婚姻的問題
[00:08:43.900 --> 00:08:45.900]  才可以得以好轉啊
[00:08:45.900 --> 00:08:47.900]  千秋之輩 有時候你看見你為了孩子
[00:08:47.900 --> 00:08:49.900]  你看見孩子的問題
[00:08:49.900 --> 00:08:51.900]  怎麼搞得從小看著他
[00:08:51.900 --> 00:08:52.900]  一直這樣子 這樣子 這樣子
[00:08:52.900 --> 00:08:54.900]  什麼時候他才能夠不這樣子呢
[00:08:54.900 --> 00:08:56.900]  千秋之輩
[00:08:56.900 --> 00:08:59.900]  人生當中需不需要忍耐
[00:08:59.900 --> 00:09:02.900]  忍耐 在這裡告訴我們說
[00:09:02.900 --> 00:09:04.900]  忍耐 這個忍耐
[00:09:04.900 --> 00:09:06.900]  原文的意思就是堅忍
[00:09:06.900 --> 00:09:10.900]  還不單單是忍耐 堅忍
[00:09:10.900 --> 00:09:12.900]  所以在雅各書第五章
[00:09:12.900 --> 00:09:14.900]  第一十一節裡面提到說
[00:09:14.900 --> 00:09:15.900]  他就特別提到說
[00:09:15.900 --> 00:09:17.900]  他說你們知道雅各
[00:09:17.900 --> 00:09:20.900]  不是 約博的忍耐
[00:09:20.900 --> 00:09:22.900]  就有一個人叫約博
[00:09:22.900 --> 00:09:24.900]  如果你讀過他的故事
[00:09:24.900 --> 00:09:26.900]  你就知道 約博經歷了人生當中
[00:09:26.900 --> 00:09:28.900]  所有一切你所想得到的
[00:09:28.900 --> 00:09:31.900]  家破人亡 是不是
[00:09:31.900 --> 00:09:34.900]  身體長了一種奇奇怪怪的
[00:09:34.900 --> 00:09:37.900]  長了瘡 全身都是瘡
[00:09:37.900 --> 00:09:39.900]  哎呀 真是很慘
[00:09:39.900 --> 00:09:42.900]  不僅他這個人慘 身體慘
[00:09:42.900 --> 00:09:44.900]  而且他的家庭也慘
[00:09:44.900 --> 00:09:46.900]  家破人亡 是不是
[00:09:46.900 --> 00:09:47.900]  到最後一個結果
[00:09:47.900 --> 00:09:50.900]  連這麼樣子一個完全正直
[00:09:50.900 --> 00:09:51.900]  一個敬畏神的人
[00:09:51.900 --> 00:09:56.900]  他竟然也會發出怨言來了
[00:09:56.900 --> 00:09:58.900]  你說 哎呀 約博啊
[00:09:58.900 --> 00:10:01.900]  你看 苦難就把你吃出來了吧
[00:10:01.900 --> 00:10:03.900]  你先不要笑他
[00:10:03.900 --> 00:10:06.900]  你還不需要等家破人亡
[00:10:06.900 --> 00:10:09.900]  是不是 稍微別人講一句話
[00:10:09.900 --> 00:10:11.900]  讓我們不舒服 有沒有
[00:10:11.900 --> 00:10:12.900]  有沒有這種經驗
[00:10:12.900 --> 00:10:14.900]  別人講一句話讓你不舒服的
[00:10:14.900 --> 00:10:16.900]  你怎麼反應
[00:10:16.900 --> 00:10:19.900]  你通常怎麼反應
[00:10:19.900 --> 00:10:21.900]  如果這人是你老闆
[00:10:21.900 --> 00:10:23.900]  你怎麼反應
[00:10:23.900 --> 00:10:24.900]  忍耐
[00:10:24.900 --> 00:10:30.900]  跟旁邊說 忍耐
[00:10:30.900 --> 00:10:31.900]  結果呢
[00:10:31.900 --> 00:10:33.900]  老闆一再找你麻煩
[00:10:33.900 --> 00:10:35.900]  一再找你麻煩
[00:10:35.900 --> 00:10:37.900]  一再地找你毛病
[00:10:37.900 --> 00:10:41.900]  忍了七個月 怎麼辦
[00:10:41.900 --> 00:10:44.900]  怎麼辦
[00:10:44.900 --> 00:10:47.900]  把老闆fire掉
[00:10:47.900 --> 00:10:50.900]  老子不幹了 是不是
[00:10:50.900 --> 00:10:55.900]  對
[00:10:55.900 --> 00:10:58.900]  講得非常慷慨激昂
[00:10:58.900 --> 00:11:00.900]  親愛的柳子妹
[00:11:00.900 --> 00:11:02.900]  人生當中很多時候
[00:11:02.900 --> 00:11:05.900]  你必須要忍耐
[00:11:05.900 --> 00:11:07.900]  你可以把老闆fire掉
[00:11:07.900 --> 00:11:09.900]  所以今天很多人
[00:11:09.900 --> 00:11:11.900]  老闆對我不好把他fire掉
[00:11:11.900 --> 00:11:14.900]  先生對我不好怎麼樣
[00:11:14.900 --> 00:11:20.900]  換一個
[00:11:20.900 --> 00:11:22.900]  越不忍耐
[00:11:22.900 --> 00:11:24.900]  越不忍耐
[00:11:24.900 --> 00:11:27.900]  越不到最後忍耐到最後一個地步
[00:11:27.900 --> 00:11:29.900]  他能夠說
[00:11:29.900 --> 00:11:31.900]  賞賜的是耶和華
[00:11:31.900 --> 00:11:34.900]  收起的也是耶和華
[00:11:34.900 --> 00:11:38.900]  耶和華的名是應當承頌的
[00:11:38.900 --> 00:11:40.900]  我過去所有一切的
[00:11:40.900 --> 00:11:41.900]  不管我的家產
[00:11:41.900 --> 00:11:43.900]  不管我家庭的這些東西
[00:11:43.900 --> 00:11:45.900]  甚至我的妻子兒女
[00:11:45.900 --> 00:11:47.900]  通通都被人家
[00:11:47.900 --> 00:11:49.900]  強匪把他殺掉了
[00:11:49.900 --> 00:11:50.900]  但是我知道
[00:11:50.900 --> 00:11:52.900]  這一切都是從你而來的
[00:11:52.900 --> 00:11:54.900]  你收取了你還會怎麼樣
[00:11:54.900 --> 00:11:55.900]  你還會賞賜
[00:11:55.900 --> 00:11:59.900]  他就是對神這樣子的一個信心
[00:11:59.900 --> 00:12:01.900]  其實親愛的柳子妹
[00:12:01.900 --> 00:12:03.900]  我們中國人也很懂這個道理
[00:12:03.900 --> 00:12:04.900]  是不是
[00:12:04.900 --> 00:12:05.900]  聽過這句話嗎
[00:12:05.900 --> 00:12:10.900]  孟子講了什麼話
[00:12:10.900 --> 00:12:13.900]  他說故天將降大任
[00:12:13.900 --> 00:12:17.900]  於是人也必先
[00:12:17.900 --> 00:12:18.900]  我應該先不要
[00:12:18.900 --> 00:12:20.900]  來背一下
[00:12:20.900 --> 00:12:22.900]  看看大家可以背到什麼程度
[00:12:22.900 --> 00:12:24.900]  故天將降大任
[00:12:24.900 --> 00:12:33.900]  於是人也必先
[00:12:33.900 --> 00:12:41.900]  行夫亂其所為
[00:12:41.900 --> 00:12:43.900]  所以動心忍性
[00:12:43.900 --> 00:12:46.900]  爭議其所不能
[00:12:46.900 --> 00:12:47.900]  是不是
[00:12:47.900 --> 00:12:49.900]  這段話在講什麼
[00:12:49.900 --> 00:12:51.900]  簡單的說
[00:12:51.900 --> 00:12:52.900]  他就是在講到說
[00:12:52.900 --> 00:12:54.900]  透過這些的
[00:12:54.900 --> 00:12:56.900]  我把它稍微簡單翻譯好
[00:12:56.900 --> 00:12:58.900]  他說上天將要落重大責任
[00:12:58.900 --> 00:12:59.900]  在這樣的身上
[00:12:59.900 --> 00:13:01.900]  一定要先使他的內心痛苦
[00:13:01.900 --> 00:13:02.900]  使他筋骨勞累
[00:13:02.900 --> 00:13:04.900]  使他經受飢餓
[00:13:04.900 --> 00:13:05.900]  肌膚消瘦
[00:13:05.900 --> 00:13:07.900]  使他受貧困之苦
[00:13:07.900 --> 00:13:09.900]  使他所做的事顛倒出爛
[00:13:09.900 --> 00:13:10.900]  總不如意
[00:13:10.900 --> 00:13:12.900]  通過那些使他內心警覺
[00:13:12.900 --> 00:13:13.900]  使他的性格堅定
[00:13:13.900 --> 00:13:15.900]  增加他不具備的才能
[00:13:15.900 --> 00:13:16.900]  人經常犯錯誤
[00:13:16.900 --> 00:13:17.900]  然後才能改正
[00:13:17.900 --> 00:13:18.900]  內心
[00:13:18.900 --> 00:13:20.900]  好等等等等一直下去
[00:13:20.900 --> 00:13:21.900]  簡單的說
[00:13:21.900 --> 00:13:23.900]  孟子也清楚的知道一件事情
[00:13:23.900 --> 00:13:25.900]  透過人生當中的
[00:13:25.900 --> 00:13:26.900]  種種不如意事情
[00:13:26.900 --> 00:13:27.900]  苦爛的事情
[00:13:27.900 --> 00:13:28.900]  讓我們的
[00:13:28.900 --> 00:13:29.900]  怎麼樣
[00:13:29.900 --> 00:13:31.900]  性格更堅定
[00:13:31.900 --> 00:13:33.900]  爭議其所不能
[00:13:33.900 --> 00:13:34.900]  是嗎
[00:13:34.900 --> 00:13:38.900]  苦爛可以塑造一個人
[00:13:38.900 --> 00:13:40.900]  Tough time
[00:13:40.900 --> 00:13:42.900]  make people tough
[00:13:42.900 --> 00:13:44.900]  聽過嗎
[00:13:44.900 --> 00:13:47.900]  是不是
[00:13:47.900 --> 00:13:48.900]  但是你會發現
[00:13:48.900 --> 00:13:49.900]  今天在我們北美
[00:13:49.900 --> 00:13:51.900]  這樣一個舒適的環境以下
[00:13:51.900 --> 00:13:53.900]  甚至在中國這一帶的裡面
[00:13:53.900 --> 00:13:55.900]  在台灣這一帶的孩子們
[00:13:55.900 --> 00:13:56.900]  沒受過什麼太多的苦
[00:13:56.900 --> 00:13:57.900]  所以上次師母說
[00:13:57.900 --> 00:14:00.900]  這個叫做什麼族
[00:14:00.900 --> 00:14:03.900]  韋德之民少數民族
[00:14:03.900 --> 00:14:04.900]  草莓族
[00:14:04.900 --> 00:14:07.900]  多了一個族
[00:14:07.900 --> 00:14:08.900]  現在就是沒
[00:14:08.900 --> 00:14:09.900]  為什麼是草莓族
[00:14:09.900 --> 00:14:14.900]  沒經過風浪
[00:14:14.900 --> 00:14:16.900]  你到那個高山距離去看
[00:14:16.900 --> 00:14:19.900]  那個高的樹
[00:14:19.900 --> 00:14:21.900]  能夠在那個高山距離當中
[00:14:21.900 --> 00:14:22.900]  寒風吹襲
[00:14:22.900 --> 00:14:24.900]  在那樣子一個寒冷的
[00:14:24.900 --> 00:14:25.900]  溫度之下
[00:14:25.900 --> 00:14:26.900]  他還能夠
[00:14:26.900 --> 00:14:30.900]  這個長得越來越高
[00:14:30.900 --> 00:14:32.900]  越高大
[00:14:32.900 --> 00:14:36.900]  這樣的樹不會是草莓
[00:14:36.900 --> 00:14:37.900]  是不是
[00:14:37.900 --> 00:14:38.900]  親愛的同學們
[00:14:38.900 --> 00:14:39.900]  人生也是如此
[00:14:39.900 --> 00:14:40.900]  透過苦爛
[00:14:40.900 --> 00:14:42.900]  神要來塑造我們
[00:14:42.900 --> 00:14:44.900]  Amen
[00:14:44.900 --> 00:14:45.900]  你不要說
[00:14:45.900 --> 00:14:46.900]  今天信了耶穌之後
[00:14:46.900 --> 00:14:48.900]  還要苦爛
[00:14:48.900 --> 00:14:49.900]  那我不要信耶穌了
[00:14:49.900 --> 00:14:51.900]  好 你去信菩薩看看
[00:14:51.900 --> 00:14:54.900]  你信菩薩就沒苦爛了嗎
[00:14:54.900 --> 00:14:55.900]  一樣的
[00:14:55.900 --> 00:14:56.900]  上帝在掌權
[00:14:56.900 --> 00:14:57.900]  不管你信什麼
[00:14:57.900 --> 00:14:58.900]  都有苦爛
[00:14:58.900 --> 00:14:59.900]  為什麼
[00:14:59.900 --> 00:15:00.900]  因為苦爛
[00:15:00.900 --> 00:15:03.900]  是神所命定的
[00:15:03.900 --> 00:15:06.900]  為什麼
[00:15:06.900 --> 00:15:08.900]  神接著苦爛
[00:15:08.900 --> 00:15:10.900]  萬事互相效力
[00:15:10.900 --> 00:15:12.900]  叫愛他的人得益處
[00:15:12.900 --> 00:15:13.900]  得什麼益處
[00:15:13.900 --> 00:15:14.900]  後面就說
[00:15:14.900 --> 00:15:18.900]  效法他兒子的模樣
[00:15:18.900 --> 00:15:19.900]  別的我不知道
[00:15:19.900 --> 00:15:20.900]  但是這些經驗
[00:15:20.900 --> 00:15:22.900]  讓我們看見一件事情
[00:15:22.900 --> 00:15:24.900]  神要透過這些的攔住
[00:15:24.900 --> 00:15:26.900]  使得我們越來越像基督
[00:15:26.900 --> 00:15:30.900]  這是他一個非常重要的目的
[00:15:30.900 --> 00:15:31.900]  所以一個基督徒
[00:15:31.900 --> 00:15:34.900]  愛主一定要經過苦爛
[00:15:34.900 --> 00:15:35.900]  沒有經過苦爛的人
[00:15:35.900 --> 00:15:37.900]  很難愛主
[00:15:37.900 --> 00:15:39.900]  我可以講到這麼一句話
[00:15:39.900 --> 00:15:40.900]  這不是我說的
[00:15:40.900 --> 00:15:45.900]  這是聖經上說的
[00:15:45.900 --> 00:15:46.900]  所以建中之輩
[00:15:46.900 --> 00:15:48.900]  透過苦爛
[00:15:48.900 --> 00:15:50.900]  神要磨練我們
[00:15:50.900 --> 00:15:53.900]  所以我們需要忍耐
[00:15:53.900 --> 00:15:55.900]  我們需要懂得在患難中間
[00:15:55.900 --> 00:15:58.900]  能夠忍耐是不是
[00:15:58.900 --> 00:15:59.900]  接著他講什麼呢
[00:15:59.900 --> 00:16:02.900]  講寬容
[00:16:02.900 --> 00:16:04.900]  凡事忍耐寬容
[00:16:04.900 --> 00:16:06.900]  其實寬容這個字
[00:16:06.900 --> 00:16:07.900]  原文的意思
[00:16:07.900 --> 00:16:09.900]  也是在講忍耐
[00:16:09.900 --> 00:16:10.900]  講得堅定不移
[00:16:10.900 --> 00:16:12.900]  但是它有一個地方的翻譯
[00:16:12.900 --> 00:16:13.900]  它翻譯成什麼
[00:16:13.900 --> 00:16:16.900]  翻譯成溫柔
[00:16:16.900 --> 00:16:18.900]  你看《真言》
[00:16:18.900 --> 00:16:34.900]  《真言》二十五
[00:16:34.900 --> 00:16:36.900]  他說恆常忍耐
[00:16:36.900 --> 00:16:38.900]  可以勸動君王
[00:16:38.900 --> 00:16:39.900]  下一句我們一起來練
[00:16:39.900 --> 00:16:42.900]  柔和的舌頭
[00:16:42.900 --> 00:16:47.900]  能夠折斷骨頭
[00:16:47.900 --> 00:16:49.900]  姐妹
[00:16:49.900 --> 00:16:51.900]  姐妹
[00:16:51.900 --> 00:16:53.900]  你的先生怎麼樣子會
[00:16:53.900 --> 00:16:56.900]  被你折服啊
[00:16:56.900 --> 00:16:57.900]  柔和的舌頭
[00:16:57.900 --> 00:17:00.900]  Amen
[00:17:00.900 --> 00:17:01.900]  弟兄
[00:17:01.900 --> 00:17:02.900]  你的太太怎麼會
[00:17:02.900 --> 00:17:05.900]  服服貼貼的
[00:17:05.900 --> 00:17:08.900]  怎麼樣
[00:17:08.900 --> 00:17:11.900]  柔和的舌頭
[00:17:11.900 --> 00:17:14.900]  Amen
[00:17:14.900 --> 00:17:16.900]  親愛的兄弟們
[00:17:16.900 --> 00:17:18.900]  我們的社會不是如此
[00:17:18.900 --> 00:17:20.900]  我們的社會是什麼
[00:17:20.900 --> 00:17:21.900]  你不聽話
[00:17:21.900 --> 00:17:23.900]  怎麼樣
[00:17:23.900 --> 00:17:26.900]  大聲罵你
[00:17:26.900 --> 00:17:28.900]  甚至有些男人怎麼樣
[00:17:28.900 --> 00:17:29.900]  你不聽話
[00:17:29.900 --> 00:17:33.900]  你再不聽
[00:17:33.900 --> 00:17:35.900]  馬上警察就來了
[00:17:35.900 --> 00:17:37.900]  在美國千萬不要動手
[00:17:37.900 --> 00:17:39.900]  我們拐小孩是不是也是如此
[00:17:39.900 --> 00:17:41.900]  不聽話怎麼辦
[00:17:41.900 --> 00:17:43.900]  打
[00:17:43.900 --> 00:17:45.900]  親愛的兄弟妹
[00:17:45.900 --> 00:17:46.900]  那你可以看見屬靈的原則
[00:17:46.900 --> 00:17:48.900]  聖經的原則不是如此
[00:17:48.900 --> 00:17:50.900]  神告訴我們說
[00:17:50.900 --> 00:17:52.900]  他這裡提到恆常忍耐
[00:17:52.900 --> 00:17:55.900]  他提到柔和
[00:17:55.900 --> 00:17:57.900]  事實上這個寬容
[00:17:57.900 --> 00:17:59.900]  它原來的意思是
[00:17:59.900 --> 00:18:00.900]  是指的說
[00:18:00.900 --> 00:18:03.900]  對惡人不急於報復
