
[00:00:00.000 --> 00:00:03.400]  我們一起禱告 求主帶領我們以下的時間
[00:04:26.300 --> 00:04:29.940]  來提供一些情緒支援的講座
[00:04:29.940 --> 00:04:33.260]  或者輔導的服務 醫療的服務
[00:04:33.260 --> 00:04:35.620]  舉辦一些親子講座等等
[00:04:35.620 --> 00:04:38.780]  甚至在這些地方開始了分堂
[00:04:38.780 --> 00:04:43.380]  來到90年代中至2000年代的時候
[00:04:43.380 --> 00:04:46.100]  大家知道97移民潮很厲害
[00:04:47.700 --> 00:04:50.740]  香港經歷過98年的亞洲金融風暴
[00:04:50.740 --> 00:04:55.500]  然後有一場我們都很難忘的2003年的沙士
[00:04:55.500 --> 00:04:58.380]  2007年的金融海嘯
[00:04:58.380 --> 00:05:01.700]  香港人出現一個很負面的氣氛
[00:05:01.700 --> 00:05:03.700]  每個人人心惶惶
[00:05:03.700 --> 00:05:06.020]  對生命覺得毫無保障
[00:05:06.020 --> 00:05:07.620]  毫無安全感
[00:05:07.620 --> 00:05:09.820]  生活亦都很大壓力
[00:05:09.820 --> 00:05:14.500]  但是我們看回數字的時候就會發覺
[00:05:15.180 --> 00:05:17.460]  其實在這些人心惶惶的日子
[00:05:17.460 --> 00:05:20.860]  窩福堂的聚會人數是不斷增長
[00:05:20.860 --> 00:05:25.140]  所謂最黑暗的時間亦都是最光明的時間
[00:05:25.140 --> 00:05:27.100]  在最黑暗的時間
[00:05:27.100 --> 00:05:29.460]  藉著謝宇文醫生的見證
[00:05:29.460 --> 00:05:33.140]  有很多人看到嬌教信仰的正面訊息
[00:05:33.140 --> 00:05:37.180]  於是窩福藉著這個機會舉辦很多心理講座
[00:05:37.180 --> 00:05:39.100]  很多情緒支援的講座
[00:05:39.100 --> 00:05:42.700]  吸引了很多有興趣的人來認識嬌教信仰
[00:05:42.700 --> 00:05:44.980]  同時大家亦都知道
[00:05:45.420 --> 00:05:46.420]  從2000年開始
[00:05:46.420 --> 00:05:49.260]  其實香港亦都有很多內地的留學生
[00:05:49.260 --> 00:05:50.980]  來到香港的大學讀書
[00:05:50.980 --> 00:05:54.460]  窩福亦都因為這樣開始了普通話時工
[00:05:54.460 --> 00:05:58.220]  踏入2010年開始
[00:05:58.220 --> 00:06:00.020]  即是我們現在這十年
[00:06:00.020 --> 00:06:02.700]  香港發生甚麼事呢
[00:06:02.700 --> 00:06:06.860]  最大的就是中港的矛盾日趨嚴重
[00:06:06.860 --> 00:06:12.940]  香港社會上引來很多越來越爭議的話題去爭論
[00:06:13.380 --> 00:06:17.100]  大家有記得的就是港大的校委會事件
[00:06:17.100 --> 00:06:19.380]  國民教育事件
[00:06:19.380 --> 00:06:22.260]  銅鑼灣書店理波事件
[00:06:22.260 --> 00:06:25.260]  2014年的佔中事件
[00:06:25.260 --> 00:06:29.020]  以至最近的逃犯條例的修訂事件
[00:06:29.020 --> 00:06:31.540]  香港人面對很大的衝擊
[00:06:31.540 --> 00:06:35.180]  其實香港的教會都面對很多衝擊
[00:06:35.180 --> 00:06:38.940]  教會裏面開始引發很多的討論
[00:06:38.940 --> 00:06:43.140]  究竟我們經常說的政教分離是甚麼意思呢
[00:06:43.900 --> 00:06:47.700]  教會應不應該為這些爭議的事去表態呢
[00:06:47.700 --> 00:06:50.580]  信徒又應該怎樣去參與
[00:06:50.580 --> 00:06:53.260]  從信仰的角度去看這些事呢
[00:06:53.260 --> 00:06:58.060]  這些都是我們現在香港的教會面對的挑戰
[00:06:58.060 --> 00:06:59.740]  亦都是一些需要
[00:06:59.740 --> 00:07:03.620]  其實我簡單講了窩福的歷史
[00:07:03.620 --> 00:07:07.260]  我覺得窩福的歷史只不過是一個很典型的例子
[00:07:07.260 --> 00:07:09.980]  其實教會在不同的時代
[00:07:09.980 --> 00:07:13.300]  都會面對內外不同的挑戰
[00:07:14.020 --> 00:07:18.300]  這些需要可以說是可以引發教會的撕裂
[00:07:18.300 --> 00:07:23.020]  但亦都可以說是帶來教會成長的機會
[00:07:23.020 --> 00:07:26.740]  問題是我們懂不懂得去正視和回應
[00:07:26.740 --> 00:07:29.540]  今天我們看了這一段經文
[00:07:29.540 --> 00:07:33.500]  第一個世紀裏面教會亦都面對著一些需要
[00:07:33.500 --> 00:07:36.500]  這個需要可以帶來教會的分裂
[00:07:36.500 --> 00:07:39.460]  但亦都可以帶來教會的成長
[00:07:39.900 --> 00:07:43.580]  很感恩我們看到使徒很懂得去處理的時候
[00:07:43.580 --> 00:07:45.660]  帶來了教會的成長
[00:07:45.660 --> 00:07:49.780]  我們今天透過這個例子來當中學習
[00:07:49.780 --> 00:07:53.540]  剛才大家讀的六章一至七節
[00:07:53.540 --> 00:07:58.380]  當時教會成長仍然在耶路撒冷
[00:07:58.380 --> 00:08:00.980]  教會仍然在耶路撒冷這個地方
[00:08:00.980 --> 00:08:04.540]  之前已經面對外面的一些衝擊
[00:08:04.540 --> 00:08:06.820]  就是他們受逼迫
[00:08:07.260 --> 00:08:11.020]  因為彼得·約翰在聖殿附近
[00:08:11.020 --> 00:08:13.700]  去醫好一個生來是瘸腿的人
[00:08:13.700 --> 00:08:16.380]  結果帶領了五千人信主
[00:08:16.380 --> 00:08:20.860]  引來猶太的公會覺得受威脅去逼迫他們
[00:08:20.860 --> 00:08:23.820]  然後內在第五章我們看到
[00:08:23.820 --> 00:08:27.100]  有亞勒尼亞薩菲拉欺控聖靈的事件
[00:08:27.100 --> 00:08:32.460]  對教會的聖潔行在真理裏面受到妥協有衝擊
[00:08:32.460 --> 00:08:36.180]  今天我們又看一個裏面的事件
[00:08:37.140 --> 00:08:38.460]  但是很奇怪
[00:08:38.460 --> 00:08:43.580]  雖然耶路撒冷的教會不斷面對外來的壓力
[00:08:43.580 --> 00:08:48.420]  在路加作者寫詩行傳一直到現在
[00:08:48.420 --> 00:08:52.140]  你發覺對教會的描述都是很正面
[00:08:52.140 --> 00:08:54.900]  發覺有些字眼經常出現
[00:08:54.900 --> 00:08:58.580]  譬如說聽道的人有許多信了
[00:08:58.580 --> 00:09:01.460]  信主的人愈發增添
[00:09:01.460 --> 00:09:04.380]  門徒數目增加得很多
[00:09:05.580 --> 00:09:11.260]  儘管一件又一件壓力的事件對教會有影響
[00:09:11.260 --> 00:09:16.140]  但是我們發覺教會在這些風雨飄搖的日子裏面
[00:09:16.140 --> 00:09:18.260]  反而是不斷成長
[00:09:18.260 --> 00:09:22.620]  所以弟兄姊妹 教會有問題不是問題
[00:09:22.620 --> 00:09:25.380]  問題是我們懂不懂得去解決
[00:09:25.380 --> 00:09:27.820]  靠著神的心意去解決
[00:09:27.820 --> 00:09:30.740]  亦都可能是一個成長的機會
[00:09:30.740 --> 00:09:33.220]  今天我們見到一個內部的問題
[00:09:33.660 --> 00:09:39.780]  我看這段經文時會將今天的分享分成三個部份
[00:09:39.780 --> 00:09:41.940]  第一個問題我們想解決的就是
[00:09:41.940 --> 00:09:47.060]  究竟初期的教會面對這個問題的本質是甚麼
[00:09:47.060 --> 00:09:53.620]  第二個問題是十二使徒處理這件事處理得那麼好
[00:09:53.620 --> 00:09:56.460]  背後有甚麼原則我們可以參考
[00:09:56.460 --> 00:10:00.180]  他們處理完之後對教會又有甚麼影響
[00:10:01.100 --> 00:10:06.540]  第三就是有甚麼地方契福堂今天可以應用
[00:10:06.540 --> 00:10:09.980]  第二個問題是解經的問題
[00:10:09.980 --> 00:10:12.940]  第三個問題是關乎到今天的應用
[00:10:12.940 --> 00:10:15.020]  首先我們看第六章第一節
[00:10:15.020 --> 00:10:18.340]  我們先看看這個問題是甚麼問題
[00:10:18.340 --> 00:10:21.500]  我請弟兄幫我讀 第六章第一節
[00:10:31.100 --> 00:10:41.220]  這裏說的是當時的耶路撒冷教會正在面對逼迫
[00:10:41.220 --> 00:10:43.540]  但聖經告訴他們
[00:10:43.540 --> 00:10:47.260]  越逼迫那些日子門徒增多
[00:10:47.260 --> 00:10:49.940]  教會越受逼迫越增長
[00:10:49.940 --> 00:10:54.780]  亦都是因為門徒增長的原因帶來了一個問題
[00:10:54.780 --> 00:11:00.420]  就是有講希臘話的猶太人向希伯來人發怨言
[00:11:00.580 --> 00:11:05.260]  因為他們在日常的供給上忽略了他們的寡婦
[00:11:05.260 --> 00:11:09.100]  這個問題可以說是一個好問題
[00:11:09.100 --> 00:11:10.220]  Good problem
[00:11:10.220 --> 00:11:13.580]  因為人數增長了才會產生問題
[00:11:13.580 --> 00:11:19.140]  就好像現在的契福堂都是100人左右聚會
[00:11:19.140 --> 00:11:23.180]  但假設我們有一天已經去到140人的時候
[00:11:23.180 --> 00:11:26.180]  我們就發覺不夠地方坐了
[00:11:26.180 --> 00:11:28.260]  你說這是不是一個good problem
[00:11:28.260 --> 00:11:29.460]  是一個好問題
[00:11:29.740 --> 00:11:32.700]  如果教會不增長就不會有這些問題
[00:11:32.700 --> 00:11:37.740]  所以在這裏我們看到不是有人去犯罪帶來一些問題
[00:11:37.740 --> 00:11:40.700]  你可以說神容許這些事發生
[00:11:40.700 --> 00:11:44.740]  是要讓教會懂得學習怎樣去處理 去成長
[00:11:44.740 --> 00:11:47.500]  要解釋一下背景
[00:11:47.500 --> 00:11:52.660]  當時在耶路撒冷教會裏面有兩批人在聚會
[00:11:52.660 --> 00:11:56.940]  第一批是講希臘話的猶太人
[00:11:56.940 --> 00:11:58.580]  這班是甚麼人呢
[00:11:59.140 --> 00:12:05.300]  就是他們一向都是在巴勒斯坦以外的地方居住的猶太人
[00:12:05.300 --> 00:12:09.140]  他們主要的語言是希臘話
[00:12:09.140 --> 00:12:13.660]  但很多猶太人都有一個觀念
[00:12:13.660 --> 00:12:18.980]  就是他們很想回到耶路撒冷的地方中路
[00:12:18.980 --> 00:12:22.420]  我們3月份去耶路撒冷的時候
[00:12:22.420 --> 00:12:27.860]  我們發現在耶路撒冷聖殿的東門那邊有很多墳墓
[00:12:28.420 --> 00:12:35.340]  因為很多猶太人相信尼塞亞將會在那裏降臨
[00:12:35.340 --> 00:12:39.860]  所以他們很想在中路的時候回到耶路撒冷
[00:12:39.860 --> 00:12:44.420]  但這些在巴勒斯坦以外回來的猶太人
[00:12:44.420 --> 00:12:47.420]  他們沒有甚麼親戚在耶路撒冷
[00:12:47.420 --> 00:12:49.940]  也可以說他們是比較窮的
[00:12:49.940 --> 00:12:56.540]  但有另一批人就是講希伯來話的猶太人
[00:12:57.100 --> 00:13:00.660]  他們是土生土長在巴勒斯坦地區居住的人
[00:13:00.660 --> 00:13:04.620]  他們講的是用阿蘭文
[00:13:04.620 --> 00:13:07.180]  他們用的是希伯來語的聖經
[00:13:07.180 --> 00:13:09.380]  他們經常出入聖殿
[00:13:09.380 --> 00:13:12.940]  因為文化語言的通訊的緣故
[00:13:12.940 --> 00:13:15.860]  他們很多時候第一時間會收到消息
[00:13:15.860 --> 00:13:22.340]  據估計當時在耶路撒冷居住的
[00:13:22.620 --> 00:13:27.180]  講希臘話的猶太人大約有10-20%
[00:13:27.180 --> 00:13:30.900]  也就是說他們都是屬於少數
[00:13:30.900 --> 00:13:34.100]  他們信了耶穌之後就一起聚會了
[00:13:34.100 --> 00:13:39.180]  兩個不同文化不同語言的猶太人一起聚會
[00:13:39.180 --> 00:13:42.260]  以前可能他們分開有希臘話的會堂
[00:13:42.260 --> 00:13:44.580]  有希伯來話的會堂聚會
[00:13:44.580 --> 00:13:48.540]  還有一件事想和大家分享
[00:13:49.500 --> 00:13:54.780]  在當時的耶路撒冷是一個貧富懸殊得很厲害的地方
[00:13:54.780 --> 00:13:57.220]  窮的人很多
[00:13:57.220 --> 00:13:58.860]  很多孤兒寡婦
[00:13:58.860 --> 00:14:01.060]  他們都需要被周制
[00:14:01.060 --> 00:14:05.060]  大家知道在猶太人的社會裏面
[00:14:05.060 --> 00:14:07.940]  舊約聖經給我們很多的教導
[00:14:07.940 --> 00:14:14.020]  告訴我們一定要去關顧那些弱勢社群
[00:14:14.020 --> 00:14:17.300]  在《出埃及記》第22章也說到
[00:14:17.780 --> 00:14:20.260]  不可苛待寡婦和孤兒
[00:14:20.260 --> 00:14:22.620]  若你確實苛待她
[00:14:22.620 --> 00:14:24.580]  她向我苦苦哀求
[00:14:24.580 --> 00:14:26.780]  我一定會聽她的呼求
[00:14:26.780 --> 00:14:29.860]  並要發烈怒用刀殺你們
[00:14:29.860 --> 00:14:32.340]  使你們的妻子成為寡婦
[00:14:32.340 --> 00:14:34.500]  兒女成為孤兒
[00:14:34.500 --> 00:14:35.620]  很害怕的
[00:14:35.620 --> 00:14:36.900]  這樣兇法
[00:14:36.900 --> 00:14:42.460]  所以猶太人真的會去關心那些弱勢社群的孤兒寡婦
[00:14:42.460 --> 00:14:45.300]  在猶太人的會堂裏面
[00:14:45.420 --> 00:14:49.700]  他們本身已經長久以來設立了一些很完善的制度
[00:14:49.700 --> 00:14:51.860]  去看顧這些孤兒寡婦
[00:14:51.860 --> 00:14:57.260]  他們每個星期會派食物和衣物給那些寡婦
[00:14:57.260 --> 00:14:59.420]  大家知道在猶太人的社會裏面
[00:14:59.420 --> 00:15:01.740]  如果老公去世了
[00:15:01.740 --> 00:15:04.780]  其實當時的女人是很慘的
[00:15:04.780 --> 00:15:08.700]  不像我們現在香港女人賺錢那麼多的男人
[00:15:08.700 --> 00:15:12.700]  所以他們真的需要去救濟
[00:15:13.260 --> 00:15:17.420]  他們每個星期都會派食物和衣物給這些寡婦
[00:15:17.420 --> 00:15:21.500]  而且可能每天也會有些不時之需的時候
[00:15:21.500 --> 00:15:23.100]  都會供應他們的需要
[00:15:23.100 --> 00:15:26.900]  在這裏第一節所說到日常的供給上
[00:15:26.900 --> 00:15:32.100]  也就是說教會當時也有一些辭位侍工
[00:15:32.100 --> 00:15:36.060]  但是這些寡婦信了耶穌之後
[00:15:36.060 --> 00:15:40.980]  可能當時的猶太會堂覺得你已經信了耶穌
[00:15:41.260 --> 00:15:43.860]  他就不再接濟你了
[00:15:43.860 --> 00:15:48.100]  又或者這班寡婦自己信了耶穌之後
[00:15:48.100 --> 00:15:51.940]  都覺得不想再去會堂被周濟了
[00:15:51.940 --> 00:15:55.780]  但是因為文化語言的障礙
[00:15:55.780 --> 00:16:00.940]  於是似乎這班說希臘話的寡婦就被忽略了
[00:16:00.940 --> 00:16:03.620]  忽略這個字是一個很中性的字
[00:16:03.620 --> 00:16:06.660]  不是說有人犯罪去做些什麼
[00:16:06.660 --> 00:16:08.860]  可能是說看漏眼
[00:16:08.860 --> 00:16:11.100]  或者一時關顧不了那麼多
[00:16:11.820 --> 00:16:13.820]  但是在經文裏面告訴你
[00:16:13.820 --> 00:16:17.660]  似乎這個情況都已經出現了一段時間
[00:16:17.660 --> 00:16:20.620]  你可以說這些很小事而已
[00:16:20.620 --> 00:16:22.340]  寡婦的需要被忽略
[00:16:22.340 --> 00:16:24.540]  為什麼要記載在聖經裏面呢
[00:16:24.540 --> 00:16:27.820]  二千年之後還要看這些情況
[00:16:27.820 --> 00:16:29.220]  不是的 弟兄姊妹
[00:16:29.220 --> 00:16:31.860]  原來忽略這個寡婦需要
[00:16:31.860 --> 00:16:35.140]  對於當時的教會來說是一件很重要的事
[00:16:35.140 --> 00:16:37.100]  會帶來影響
[00:16:37.340 --> 00:16:41.580]  第一個影響是到底他們有沒有踐行他們所信
[00:16:41.580 --> 00:16:46.980]  對於一個來自很強的猶太教背景的教會來說
[00:16:46.980 --> 00:16:50.100]  他們有沒有周濟孤兒寡婦呢
[00:16:50.100 --> 00:16:54.260]  其實是在表達他們是不是一個敬虔的標記
[00:16:54.260 --> 00:16:57.540]  之後的《雅各書》也有提到
[00:16:57.540 --> 00:16:59.380]  在神我們的父面前
[00:16:59.380 --> 00:17:01.900]  清潔沒有玷污的虔誠
[00:17:01.900 --> 00:17:05.100]  就是看顧在患難中的孤兒寡婦
[00:17:05.980 --> 00:17:07.460]  對於《雅各》來說
[00:17:07.460 --> 00:17:10.180]  你有沒有看顧孤兒寡婦呢
[00:17:10.180 --> 00:17:14.540]  是在表達你是不是真的在行你所信
[00:17:14.540 --> 00:17:17.540]  信心和行為是要一起
[00:17:17.540 --> 00:17:20.700]  你說你的神是愛的神
[00:17:20.700 --> 00:17:24.980]  為什麼你旁邊的寡婦有需要你都不去看顧呢
[00:17:24.980 --> 00:17:27.660]  你是不是真的表裡一致呢
[00:17:27.660 --> 00:17:29.780]  就好像今天
[00:17:29.780 --> 00:17:32.620]  回到我們的信仰的時候
[00:17:32.620 --> 00:17:35.500]  今天我們常常都會討論一個話題
[00:17:35.500 --> 00:17:36.000]  就是
[00:17:36.000 --> 00:17:38.260]  基督徒信了耶穌
[00:17:38.260 --> 00:17:41.020]  我們有沒有踐行我們所信
[00:17:41.020 --> 00:17:44.780]  就是說在地上去實踐這個社會公義
[00:17:44.780 --> 00:17:46.780]  Social Justice的問題
[00:17:46.780 --> 00:17:49.740]  信耶穌我們常常都說
[00:17:49.740 --> 00:17:51.020]  因信稱義
[00:17:51.020 --> 00:17:51.500]  是不是
[00:17:51.500 --> 00:17:52.740]  義
[00:17:52.740 --> 00:17:55.620]  就是說現在你已經被宣稱做一個義人了
[00:17:55.620 --> 00:17:59.060]  義的意思就是說正確
[00:17:59.060 --> 00:18:03.140]  就是說你除了拿了天國一個入場券
[00:18:03.620 --> 00:18:07.860]  永恆的身份和耶穌建立了一個正確的關係
[00:18:07.860 --> 00:18:09.380]  一個義的關係之外
[00:18:09.380 --> 00:18:11.700]  其實我們在地上
[00:18:11.700 --> 00:18:15.300]  都有責任去活出一個義的生命
[00:18:15.300 --> 00:18:16.700]  正確的生命
[00:18:16.700 --> 00:18:19.300]  包括我們和我們的家人
[00:18:19.300 --> 00:18:20.540]  朋友
[00:18:20.540 --> 00:18:21.660]  鄰舍
[00:18:21.660 --> 00:18:22.780]  同事
[00:18:22.780 --> 00:18:23.940]  甚至社會
[00:18:23.940 --> 00:18:26.740]  都要活出一個正確的關係
[00:18:26.740 --> 00:18:30.140]  所以基督徒關心社會
[00:18:30.140 --> 00:18:31.700]  是重要的
[00:18:32.140 --> 00:18:34.820]  我們要了解周遭所發生的事
[00:18:34.820 --> 00:18:38.060]  因為我們相信我們的神是全地的主
[00:18:38.060 --> 00:18:39.420]  是歷史的主
[00:18:39.420 --> 00:18:41.540]  祂是掌管所有的政權
[00:18:41.540 --> 00:18:43.700]  我們有責任去
[00:18:43.700 --> 00:18:45.140]  關心
[00:18:45.140 --> 00:18:46.180]  去了解
[00:18:46.180 --> 00:18:47.500]  和想
[00:18:47.500 --> 00:18:49.780]  怎樣可以在地上活出一個
[00:18:49.780 --> 00:18:51.620]  公義的關係
[00:18:51.620 --> 00:18:54.900]  另一方面除了說他們
[00:18:54.900 --> 00:18:58.820]  有沒有供給寡婦需要影響他們的見證之外
[00:18:58.820 --> 00:19:02.100]  第二就是影響教會的合一和成長
[00:19:02.700 --> 00:19:04.260]  這裡說到這一群
[00:19:04.260 --> 00:19:07.980]  他們已經一段時間忽略了這一群的寡婦
[00:19:07.980 --> 00:19:09.820]  導致他們發怨言
[00:19:09.820 --> 00:19:11.500]  發怨言
[00:19:11.500 --> 00:19:13.940]  原文的意思是說三道四
[00:19:13.940 --> 00:19:15.820]  在背後議論紛紛
[00:19:15.820 --> 00:19:18.220]  你看這個字
[00:19:18.220 --> 00:19:19.140]  發怨言
[00:19:19.140 --> 00:19:21.340]  在舊約裏經常在
[00:19:21.340 --> 00:19:22.380]  以色列人
[00:19:22.380 --> 00:19:23.860]  去漂流曠野
[00:19:23.860 --> 00:19:25.980]  四十年的時候向摩西
[00:19:25.980 --> 00:19:27.060]  發怨言
[00:19:27.060 --> 00:19:28.260]  經常會出現
[00:19:28.260 --> 00:19:30.940]  同時在新約聖經裏面
[00:19:30.940 --> 00:19:32.620]  其實在菲勒比書和
[00:19:32.620 --> 00:19:34.700]  彼得前書也有出過
[00:19:34.700 --> 00:19:35.540]  這個字
[00:19:35.540 --> 00:19:36.580]  發怨言
[00:19:36.580 --> 00:19:37.420]  都是和
[00:19:37.420 --> 00:19:38.820]  教道
[00:19:38.820 --> 00:19:40.620]  教會合一有關
[00:19:40.620 --> 00:19:43.020]  你發覺
[00:19:43.020 --> 00:19:44.100]  咦 原來
[00:19:44.100 --> 00:19:46.140]  寡婦的需要被忽略
[00:19:46.140 --> 00:19:49.900]  原來慢慢地已經成為教會合一的一個危機
[00:19:49.900 --> 00:19:51.540]  還有
[00:19:51.540 --> 00:19:53.620]  現在似乎
[00:19:53.620 --> 00:19:55.700]  都影響到
[00:19:55.700 --> 00:19:57.700]  因為要供應寡婦的需要
[00:19:57.700 --> 00:19:58.940]  導致使徒
[00:19:58.940 --> 00:20:00.180]  分身不暇
[00:20:00.260 --> 00:20:02.980]  不能夠專心傳道和祈禱
[00:20:02.980 --> 00:20:04.700]  以至影響
[00:20:04.700 --> 00:20:06.420]  他們能否完成
[00:20:06.420 --> 00:20:07.860]  教會的核心使命
[00:20:07.860 --> 00:20:09.620]  就是傳揚天國的福音
[00:20:09.620 --> 00:20:11.780]  大家還記得
[00:20:11.780 --> 00:20:13.300]  約翰福音第十七章裏面
[00:20:13.300 --> 00:20:13.940]  耶穌
[00:20:13.940 --> 00:20:16.060]  去為教會祈禱的時候
[00:20:16.060 --> 00:20:17.980]  有兩點是很重要的
[00:20:17.980 --> 00:20:18.700]  第一
[00:20:18.700 --> 00:20:22.260]  祂為教會用真理使教會成性
[00:20:22.260 --> 00:20:23.100]  去祈禱
[00:20:23.100 --> 00:20:24.100]  即是說
[00:20:24.100 --> 00:20:25.380]  耶穌覺得
[00:20:25.380 --> 00:20:27.740]  教會的聖潔是很重要
[00:20:27.740 --> 00:20:29.300]  所以不斷去禱告
[00:20:29.660 --> 00:20:30.860]  在這裏我們看到
[00:20:30.860 --> 00:20:32.820]  阿娜尼亞撒菲拉的事件
[00:20:32.820 --> 00:20:34.340]  是在挑戰這件事
[00:20:34.340 --> 00:20:36.060]  第二
[00:20:36.060 --> 00:20:40.180]  耶穌更加地為教會能夠合二為一去祈禱
[00:20:40.180 --> 00:20:41.980]  在這裏我們看到
[00:20:41.980 --> 00:20:44.900]  在供應寡婦的這件事上
[00:20:44.900 --> 00:20:46.420]  教會受到挑戰
[00:20:46.420 --> 00:20:48.340]  所以必須要去正視
[00:20:48.340 --> 00:20:51.140]  說回我們現在
[00:20:51.140 --> 00:20:52.380]  我們未必
[00:20:52.380 --> 00:20:53.780]  現在香港的教會
[00:20:53.780 --> 00:20:57.460]  有需要去供應寡婦的需要
[00:20:57.580 --> 00:21:00.820]  因為香港的福利網的遮蓋範圍很廣
[00:21:00.820 --> 00:21:03.380]  這個供應寡婦的需要
[00:21:03.380 --> 00:21:05.620]  可能是當時處境性的需要
[00:21:05.620 --> 00:21:08.460]  又不像五十年代
