
[00:00:00.000 --> 00:00:05.820]  各位弟兄姊妹 現在就踏入十二月了
[00:03:59.840 --> 00:04:02.480]  他不是一個美好的世界
[00:04:02.480 --> 00:04:06.800]  他出生於一個貧窮的社區
[00:04:06.800 --> 00:04:10.320]  早年他父親就拋棄了一家
[00:04:10.320 --> 00:04:15.200]  五歲之前 他是由祖母去照顧
[00:04:15.200 --> 00:04:21.040]  他成長於一個被人稱之爲戰場的小社區
[00:04:21.040 --> 00:04:23.040]  爲了生活
[00:04:23.040 --> 00:04:30.000]  一家人就記住在一個猶太人的家庭裏面做工人
[00:04:30.000 --> 00:04:33.200]  他的成長是被歧視的
[00:04:33.200 --> 00:04:37.200]  他也曾經因爲犯事被人帶走
[00:04:37.200 --> 00:04:39.200]  要由其他人去監護
[00:04:39.200 --> 00:04:44.720]  但偏偏在這段時間他就學會了音樂
[00:04:44.720 --> 00:04:46.720]  他很有名的
[00:04:46.720 --> 00:04:48.720]  有博物館紀念他的
[00:04:48.720 --> 00:04:51.600]  你也很大機會聽過他的歌
[00:04:51.600 --> 00:04:56.400]  只是我們聽過或者不知道原來就是他
[00:04:56.400 --> 00:04:59.440]  其實不知道一個有這樣經歷的人
[00:04:59.440 --> 00:05:03.440]  唱出這首What a Wonderful World的時候
[00:05:03.440 --> 00:05:05.440]  有什麼感受呢?
[00:05:05.440 --> 00:05:07.920]  不知道大家此時此刻
[00:05:07.920 --> 00:05:13.200]  去聽這首甚至一起去唱What a Wonderful World
[00:05:13.200 --> 00:05:15.200]  你有什麼感受啊?
[00:05:15.200 --> 00:05:19.200]  今天的信息的一箇中心
[00:05:19.200 --> 00:05:23.200]  其實只是想告訴你們
[00:05:23.200 --> 00:05:25.200]  神是怎樣的神?
[00:05:25.200 --> 00:05:31.200]  很想借着這個信息讓你對這個世界
[00:05:31.200 --> 00:05:33.200]  對你的人生 對你的將來
[00:05:33.200 --> 00:05:37.200]  對你的家庭 對你所有期盼的事情
[00:05:37.200 --> 00:05:39.200]  重拾一種盼望
[00:05:39.200 --> 00:05:45.200]  或者我們可以再一次在心裏去說
[00:05:45.200 --> 00:05:49.200]  這是一個多麼美好的世界
[00:05:49.200 --> 00:05:51.200]  讓我們低頭祈禱
[00:05:51.200 --> 00:05:53.200]  聖靈幫助
[00:05:53.200 --> 00:05:55.200]  親愛的恩主
[00:05:55.200 --> 00:05:57.200]  求主禰的聖靈
[00:05:57.200 --> 00:05:59.200]  開我們的眼 打開我們的心
[00:05:59.200 --> 00:06:03.200]  讓我們用主禰的眼光去看自己
[00:06:03.200 --> 00:06:05.200]  看世界 去看身邊的人
[00:06:05.200 --> 00:06:09.200]  無論現在來到年尾
[00:06:09.200 --> 00:06:11.200]  我們所經歷的是什麼
[00:06:11.200 --> 00:06:13.200]  是歡喜還是眼淚
[00:06:13.200 --> 00:06:15.200]  還是何種的經歷
[00:06:15.200 --> 00:06:17.200]  或者甚至是對將來的憂心
[00:06:17.200 --> 00:06:19.200]  讓我們相信主禰
[00:06:19.200 --> 00:06:21.200]  助助爲王 主禰掌權
[00:06:21.200 --> 00:06:23.200]  讓我們相信
[00:06:23.200 --> 00:06:25.200]  我們作兒女的
[00:06:25.200 --> 00:06:27.200]  就在主禰的手中
[00:06:27.200 --> 00:06:29.200]  主禰必定
[00:06:29.200 --> 00:06:31.200]  打點一切
[00:06:31.200 --> 00:06:33.200]  爲我們安排適合的
[00:06:33.200 --> 00:06:35.200]  主禰讓我們看見
[00:06:35.200 --> 00:06:37.200]  有神 美的世界
[00:06:37.200 --> 00:06:39.200]  就是一個美好的世界
[00:06:39.200 --> 00:06:41.200]  我們祈禱奉耶穌基督的名求
[00:06:41.200 --> 00:06:43.200]  阿們
[00:06:43.200 --> 00:06:45.200]  關於神是一個什麼樣的神
[00:06:45.200 --> 00:06:49.200]  我今天想和大家彼此提醒
[00:06:49.200 --> 00:06:53.200]  祂是會爲了你來到你那裏的
[00:06:53.200 --> 00:06:57.200]  無論你身處什麼時空
[00:06:57.200 --> 00:07:01.200]  無論你是否預備好迎接神
[00:07:01.200 --> 00:07:05.200]  無論你認識神還是不認識神
[00:07:05.200 --> 00:07:09.200]  無論你歡喜神還是不歡喜神
[00:07:09.200 --> 00:07:11.200]  無論你相信祂還是不相信祂
[00:07:11.200 --> 00:07:13.200]  無論你行事多麼正直
[00:07:13.200 --> 00:07:17.200]  或是行事有多麼的罪惡
[00:07:17.200 --> 00:07:19.200]  對神來說
[00:07:19.200 --> 00:07:25.200]  這一切不能起一絲作用
[00:07:25.200 --> 00:07:29.200]  祂願意爲你來到你那裏
[00:07:29.200 --> 00:07:31.200]  以蔡阿書的經文說
[00:07:31.200 --> 00:07:33.200]  剛纔讀過
[00:07:33.200 --> 00:07:37.200]  在黑暗中行走的百姓看見了大光
[00:07:37.200 --> 00:07:39.200]  住在死陰之地的人
[00:07:39.200 --> 00:07:41.200]  有光照耀他們
[00:07:41.200 --> 00:07:43.200]  這節經文是
[00:07:43.200 --> 00:07:47.200]  舊約聖經對主耶穌救主降臨的語言
[00:07:47.200 --> 00:07:49.200]  但你要留意一下
[00:07:49.200 --> 00:07:53.200]  在黑暗中行走
[00:07:53.200 --> 00:07:57.200]  住在死陰之地
[00:07:57.200 --> 00:07:59.200]  有兩個片語
[00:07:59.200 --> 00:08:01.200]  有一次冬天快要入夜了
[00:08:01.200 --> 00:08:05.200]  晚上我自己就帶着狗
[00:08:05.200 --> 00:08:09.200]  去家裏附近的一條山徑行狗
[00:08:09.200 --> 00:08:13.200]  山徑裏面沒有燈照明
[00:08:13.200 --> 00:08:15.200]  很黑
[00:08:15.200 --> 00:08:19.200]  走到裏面我也有少少後悔
[00:08:19.200 --> 00:08:23.200]  因爲多了很多不知什麼昆蟲的叫聲
[00:08:23.200 --> 00:08:25.200]  我走着走着看着地上
[00:08:25.200 --> 00:08:30.200]  又好像有些不知什麼昆蟲在地上爬來爬去
[00:08:30.200 --> 00:08:32.200]  通常是反光的
[00:08:32.200 --> 00:08:34.200]  我發覺好像我的狗
[00:08:34.200 --> 00:08:38.200]  走着走着也覺得不太對勁
[00:08:38.200 --> 00:08:40.200]  它自己也走快了兩步
[00:08:40.200 --> 00:08:44.200]  在黑暗中行走是可以很可怕的
[00:08:44.200 --> 00:08:48.200]  當然這並非只是自然的意思
[00:08:48.200 --> 00:08:54.200]  也是象徵着人生當中黑暗的時刻
[00:08:54.200 --> 00:08:58.200]  並且不單止要在黑暗當中行走
[00:08:58.200 --> 00:09:02.200]  要住在死陰之地
[00:09:02.200 --> 00:09:08.200]  即是長期身處於這種黑暗的時刻
[00:09:08.200 --> 00:09:12.200]  住在當中沒有其他地方可以居住
[00:09:12.200 --> 00:09:14.200]  你也再也沒有出路
[00:09:14.200 --> 00:09:16.200]  幾年前有一部電影
[00:09:16.200 --> 00:09:19.200]  港英國前首相邱吉爾
[00:09:19.200 --> 00:09:23.200]  面對二次世界大戰的那種掙扎和恐懼
[00:09:23.200 --> 00:09:28.200]  電影的名稱叫Darkest Hour
[00:09:28.200 --> 00:09:30.200]  今天對你來說
[00:09:30.200 --> 00:09:36.200]  黑暗或者缺乏一種安全感
[00:09:36.200 --> 00:09:39.200]  覺得自己很失敗
[00:09:39.200 --> 00:09:41.200]  家庭可能給你有壓力
[00:09:41.200 --> 00:09:44.200]  可能家庭破碎
[00:09:44.200 --> 00:09:46.200]  或者你覺得很孤單
[00:09:46.200 --> 00:09:49.200]  甚至我們沉溺於一些
[00:09:49.200 --> 00:09:55.200]  我們自己都不想繼續沉溺的事之中
[00:09:55.200 --> 00:10:00.200]  聖經比我們所想象更加老實和坦白
[00:10:00.200 --> 00:10:05.200]  從來沒有美化過這個世界
[00:10:05.200 --> 00:10:08.200]  耶穌基督出生的第一個聖誕
[00:10:08.200 --> 00:10:11.200]  那個世界是沒有公義的
[00:10:11.200 --> 00:10:15.200]  因爲當時怕耶穌出生
[00:10:15.200 --> 00:10:20.200]  政府的官員屠殺了無數的英雄
[00:10:20.200 --> 00:10:22.200]  事後甚至可能會說
[00:10:22.200 --> 00:10:23.200]  我只是想象而已
[00:10:23.200 --> 00:10:25.200]  沒有任何傷亡
[00:10:25.200 --> 00:10:27.200]  沒有殺過一個人
[00:10:27.200 --> 00:10:30.200]  追究?沒有公義的
[00:10:30.200 --> 00:10:31.200]  怎麼追究?
[00:10:31.200 --> 00:10:36.200]  第一個聖誕的世界是沒有憐憫的
[00:10:36.200 --> 00:10:39.200]  耶穌的媽媽瑪尼亞戴着那套
[00:10:39.200 --> 00:10:41.200]  找了幾間旅館
[00:10:41.200 --> 00:10:43.200]  想有個瓦遮頭
[00:10:43.200 --> 00:10:44.200]  你沒有房間
[00:10:44.200 --> 00:10:49.200]  可不可以給我一條走廊坐坐呢
[00:10:49.200 --> 00:10:51.200]  有沒有雜物房呢
[00:10:51.200 --> 00:10:54.200]  旅館的主人我經常都說
[00:10:54.200 --> 00:10:56.200]  他一定有房間的
[00:10:56.200 --> 00:10:59.200]  只差他肯不肯分享自己的房間
[00:10:59.200 --> 00:11:00.200]  可不可以幫幫忙呢
[00:11:00.200 --> 00:11:02.200]  沒有 沒有房間
[00:11:02.200 --> 00:11:05.200]  你過主 拜託
[00:11:05.200 --> 00:11:07.200]  沒有憐憫的
[00:11:07.200 --> 00:11:12.200]  第一個聖誕是一個沒有幫助的世界
[00:11:12.200 --> 00:11:16.200]  耶穌的父母逐家逐家砰門
[00:11:16.200 --> 00:11:18.200]  但是沒有人問候過
[00:11:18.200 --> 00:11:20.200]  沒有人關心
[00:11:20.200 --> 00:11:24.200]  沒有一家平常人打開門
[00:11:24.200 --> 00:11:26.200]  讓他們過一晚
[00:11:26.200 --> 00:11:32.200]  寧願他們在外面又餓又冷又危險
[00:11:32.200 --> 00:11:34.200]  甚至可能會死
[00:11:34.200 --> 00:11:35.200]  總之我告訴你
[00:11:35.200 --> 00:11:39.200]  總之你們不要搞到我
[00:11:39.200 --> 00:11:43.200]  他們不是當時唯一一個需要幫助的人
[00:11:43.200 --> 00:11:46.200]  其實他們是當時社會的社長
[00:11:46.200 --> 00:11:49.200]  當時的社會大把這樣的人
[00:11:49.200 --> 00:11:53.200]  沒有公義 沒有憐憫 沒有幫助
[00:11:53.200 --> 00:11:58.200]  其實難道不是和我們現在的世界差不多嗎
[00:11:58.200 --> 00:12:02.200]  你有沒有見過惡人說話越來越大聲
[00:12:02.200 --> 00:12:04.200]  網上不難找到
[00:12:04.200 --> 00:12:08.200]  你有沒有見過有人睡在街上沒人可憐
[00:12:08.200 --> 00:12:10.200]  或者也見過
[00:12:10.200 --> 00:12:13.200]  你有沒有試過自己想找人幫忙
[00:12:13.200 --> 00:12:16.200]  誰知道身邊沒有人在
[00:12:16.200 --> 00:12:19.200]  有的也不肯幫忙
[00:12:19.200 --> 00:12:23.200]  這個世界是否真是一個What a wonderful world
[00:12:23.200 --> 00:12:28.200]  有一個這樣的英文字
[00:12:28.200 --> 00:12:31.200]  它的讀音是Holodomor
[00:12:31.200 --> 00:12:33.200]  大家有沒有見過這個字
[00:12:33.200 --> 00:12:34.200]  很少見吧
[00:12:34.200 --> 00:12:38.200]  我這次第一次見也是在歷史書當中見到
[00:12:38.200 --> 00:12:41.200]  不是日文 不是地方名
[00:12:41.200 --> 00:12:42.200]  也不是人名
[00:12:42.200 --> 00:12:45.200]  是一件事件的名稱
[00:12:45.200 --> 00:12:48.200]  1932年至33年
[00:12:48.200 --> 00:12:54.200]  蘇聯政府令到一個位於歐洲的國家出現了饑荒
[00:12:54.200 --> 00:12:57.200]  有史學家就說死了幾百萬人
[00:12:57.200 --> 00:12:59.200]  有人說一百萬人
[00:12:59.200 --> 00:13:01.200]  無論實際數字怎麼都好
[00:13:01.200 --> 00:13:03.200]  死了很多人 餓死
[00:13:03.200 --> 00:13:06.200]  饑荒的英文字是什麼
[00:13:06.200 --> 00:13:07.200]  Famine
[00:13:07.200 --> 00:13:09.200]  是大自然所造成的
[00:13:09.200 --> 00:13:11.200]  Holodomor
[00:13:11.200 --> 00:13:13.200]  也是饑荒
[00:13:13.200 --> 00:13:18.200]  但是是人爲因素所造成的饑荒
[00:13:18.200 --> 00:13:20.200]  1986年
[00:13:20.200 --> 00:13:24.200]  蘇聯在同一個歐洲國家建立了一個核電廠
[00:13:24.200 --> 00:13:26.200]  然後它爆了
[00:13:26.200 --> 00:13:33.200]  史學家就說六十多萬人受輻射 四千多萬人壞銀
[00:13:33.200 --> 00:13:35.200]  爆了之後兩天
[00:13:35.200 --> 00:13:37.200]  是爆了之後的兩天
[00:13:37.200 --> 00:13:41.200]  蘇聯新聞的電視臺是沒有提及任何傷亡報告的
[00:13:41.200 --> 00:13:43.200]  即是一個人都沒有受傷
[00:13:43.200 --> 00:13:45.200]  到了1994年
[00:13:45.200 --> 00:13:47.200]  同一個國家
[00:13:47.200 --> 00:13:49.200]  因爲蘇聯瓦解
[00:13:49.200 --> 00:13:51.200]  大家記不記得歷史
[00:13:51.200 --> 00:13:58.200]  就被美國和俄羅斯建議將當時存放在這個國家裏的大量的核子武器
[00:13:58.200 --> 00:14:00.200]  原本是屬於蘇聯的
[00:14:00.200 --> 00:14:02.200]  歸還給俄羅斯
[00:14:02.200 --> 00:14:04.200]  換取和平
[00:14:04.200 --> 00:14:06.200]  他也有做
[00:14:06.200 --> 00:14:09.200]  最近這十年同一個國家
[00:14:09.200 --> 00:14:12.200]  就和蘇聯俄羅斯有戰爭
[00:14:12.200 --> 00:14:14.200]  說到這裏
[00:14:14.200 --> 00:14:17.200]  我不說大家都應該知道哪個國家了
[00:14:17.200 --> 00:14:19.200]  我無意分析對錯
[00:14:19.200 --> 00:14:21.200]  不是說政治分析
[00:14:21.200 --> 00:14:23.200]  不是評論
[00:14:23.200 --> 00:14:25.200]  無意站在哪一方
[00:14:25.200 --> 00:14:27.200]  我只是想你想一想
[00:14:27.200 --> 00:14:30.200]  如果你現在身處於這個國家
[00:14:30.200 --> 00:14:33.200]  你父母在這個國家出生
[00:14:33.200 --> 00:14:39.200]  你父母的父母都在這個國家出生
[00:14:39.200 --> 00:14:42.200]  加上姨媽叔叔舅父等等
[00:14:42.200 --> 00:14:45.200]  早幾代所有的親人
[00:14:45.200 --> 00:14:49.200]  都是經歷光彩的災難
[00:14:49.200 --> 00:14:53.200]  如何能夠看到這個世界是一個美麗的世界
[00:14:53.200 --> 00:14:56.200]  人類所製造出來的問題
[00:14:56.200 --> 00:15:00.200]  總是比人類所能解決的問題多
[00:15:00.200 --> 00:15:03.200]  人類所製造出來的破裂
[00:15:03.200 --> 00:15:07.200]  總是比人類所能夠修復的破裂更多
[00:15:07.200 --> 00:15:11.200]  如果人類每一個人的出路或者盼望
[00:15:11.200 --> 00:15:15.200]  都是在人的之中 無論這個人是自己還是其他的人
[00:15:15.200 --> 00:15:17.200]  還是一大羣人
[00:15:17.200 --> 00:15:23.200]  我想我們最終都只會成爲一個極度失望的人
[00:15:23.200 --> 00:15:25.200]  所以經文說
[00:15:25.200 --> 00:15:28.200]  在黑暗行走的百姓
[00:15:28.200 --> 00:15:30.200]  看見了大光
[00:15:30.200 --> 00:15:33.200]  住在死陰之地的人
[00:15:33.200 --> 00:15:35.200]  有光照耀他們
[00:15:35.200 --> 00:15:38.200]  看見了大光
[00:15:38.200 --> 00:15:40.200]  有光照耀他們
[00:15:40.200 --> 00:15:45.200]  光是象徵溫暖
[00:15:45.200 --> 00:15:48.200]  幫助和希望
[00:15:48.200 --> 00:15:51.200]  神就是拿光
[00:15:51.200 --> 00:15:53.200]  約翰福音說
[00:15:53.200 --> 00:15:57.200]  神是願意來到你那裏
[00:15:57.200 --> 00:16:00.200]  無論現在的你
[00:16:00.200 --> 00:16:03.200]  身處在多麼黑暗的困境當中
[00:16:03.200 --> 00:16:05.200]  多少事情的憂慮
[00:16:05.200 --> 00:16:10.200]  你隱藏自己在心裏隱藏得多麼深、多麼黑暗
[00:16:10.200 --> 00:16:12.200]  無論何等的光景
[00:16:12.200 --> 00:16:16.200]  甚至你拒絕神來到你那裏
[00:16:16.200 --> 00:16:18.200]  神都是說同一句
[00:16:18.200 --> 00:16:22.200]  我願意爲你來到你那裏
[00:16:22.200 --> 00:16:25.200]  一個wonderful world應當是光明的
[00:16:25.200 --> 00:16:29.200]  不應該是黑暗的
[00:16:29.200 --> 00:16:34.200]  剛纔的一段經文是一個預言
[00:16:34.200 --> 00:16:38.200]  現在大家見到的這個經文就是預言的發生
[00:16:38.200 --> 00:16:40.200]  是路加福音
[00:16:40.200 --> 00:16:43.200]  那天使對他們說不要懼怕
[00:16:43.200 --> 00:16:47.200]  我報給你們大喜的信息
[00:16:47.200 --> 00:16:49.200]  是關乎萬民的
[00:16:49.200 --> 00:16:52.200]  因爲今天在大位的城裏
[00:16:52.200 --> 00:16:54.200]  爲你們生了救主
[00:16:54.200 --> 00:16:57.200]  就是主基督
[00:16:57.200 --> 00:17:00.200]  接着我想和大家彼此提醒的是
[00:17:00.200 --> 00:17:05.200]  神是願意爲你與你同歸
[00:17:05.200 --> 00:17:07.200]  我聽過有人說
[00:17:07.200 --> 00:17:12.200]  我未預備好決志信主做基督徒
[00:17:12.200 --> 00:17:15.200]  不過我相信的
[00:17:15.200 --> 00:17:17.200]  我又聽過有人說
[00:17:17.200 --> 00:17:22.200]  我從前見過的基督徒不是多麼理想
[00:17:22.200 --> 00:17:24.200]  我想預備好先
[00:17:24.200 --> 00:17:28.200]  我怕自己做得不好
[00:17:28.200 --> 00:17:33.200]  這個思想有一種混淆的地方
[00:17:33.200 --> 00:17:37.200]  彷彿人是需要做些什麼事情
[00:17:37.200 --> 00:17:42.200]  去預備自己纔可以做一個基督徒
[00:17:42.200 --> 00:17:45.200]  但是人是否真的要預備自己
[00:17:45.200 --> 00:17:47.200]  達到某一個程度
[00:17:47.200 --> 00:17:52.200]  一個神都覺得可以接受的程度
[00:17:52.200 --> 00:17:54.200]  人纔可以做基督徒
[00:17:54.200 --> 00:17:59.200]  還是神的愛大到一個地步
[00:17:59.200 --> 00:18:02.200]  無論人的預備是有還是沒有
[00:18:02.200 --> 00:18:05.200]  是多還是少
[00:18:05.200 --> 00:18:09.200]  神都願意與人一起
[00:18:09.200 --> 00:18:16.200]  假如人真的能夠預備些什麼
[00:18:16.200 --> 00:18:18.200]  會不會我們能夠預備的
[00:18:18.200 --> 00:18:22.200]  只不過是一顆單純願意的心呢?
[00:18:22.200 --> 00:18:25.200]  經文裏面是這樣說的
[00:18:25.200 --> 00:18:30.200]  天使其實是在和牧羊人這個對象說話
[00:18:30.200 --> 00:18:34.200]  牧羊人當時沒有任何的預備
[00:18:34.200 --> 00:18:36.200]  經文就說他們很害怕
[00:18:36.200 --> 00:18:38.200]  害怕自己不好
[00:18:38.200 --> 00:18:40.200]  害怕天使不知道會怎麼樣
[00:18:40.200 --> 00:18:42.200]  但是天使和他們說
[00:18:42.200 --> 00:18:44.200]  你不用害怕
[00:18:44.200 --> 00:18:48.200]  不用怕有沒有預備
[00:18:48.200 --> 00:18:52.200]  還有你要留意經文裏面說的是萬民
[00:18:52.200 --> 00:18:55.200]  萬民就是所有人
[00:18:55.200 --> 00:18:57.200]  這個世界
[00:18:57.200 --> 00:19:01.200]  什麼時候發生過地球上所有人
[00:19:01.200 --> 00:19:05.200]  每一個人都會預備好去迎接一件事的
[00:19:05.200 --> 00:19:07.200]  是沒有可能的
[00:19:07.200 --> 00:19:08.200]  從前沒有
[00:19:08.200 --> 00:19:09.200]  現在沒有
[00:19:09.200 --> 00:19:12.200]  我相信將來都沒有
[00:19:12.200 --> 00:19:17.200]  人從來都不能夠預備好
[00:19:17.200 --> 00:19:19.200]  還有你要留意
[00:19:19.200 --> 00:19:21.200]  爲你們
[00:19:21.200 --> 00:19:24.200]  大衛城裏面的意思
[00:19:24.200 --> 00:19:26.200]  即是人所居住的地方
[00:19:26.200 --> 00:19:29.200]  就是剛纔所說
[00:19:29.200 --> 00:19:34.200]  那個很黑暗世界裏面的城市
[00:19:34.200 --> 00:19:37.200]  生了耶穌基督救主
[00:19:37.200 --> 00:19:39.200]  爲了什麼?
[00:19:39.200 --> 00:19:41.200]  爲了你們
[00:19:41.200 --> 00:19:44.200]  耶穌基督成爲救主在人的當中
[00:19:44.200 --> 00:19:46.200]  是爲了人
[00:19:46.200 --> 00:19:50.200]  爲了與人同行
[00:19:50.200 --> 00:19:52.200]  弟兄姊妹
[00:19:52.200 --> 00:19:55.200]  我手上這本書
[00:19:55.200 --> 00:19:57.200]  畫面看得清楚
[00:19:57.200 --> 00:19:59.200]  是我在香港讀神學的時候
[00:19:59.200 --> 00:20:01.200]  神學院的一位老師所寫的
[00:20:01.200 --> 00:20:04.200]  書名叫《傷痛記事》
[00:20:04.200 --> 00:20:06.200]  畫面上你看到這些字
[00:20:06.200 --> 00:20:08.200]  這本書你看到嗎?
[00:20:08.200 --> 00:20:10.200]  這個老師很有性格
[00:20:10.200 --> 00:20:12.200]  粉藍色底白色字
[00:20:12.200 --> 00:20:14.200]  他好像不想賣
[00:20:14.200 --> 00:20:16.200]  看不到
[00:20:16.200 --> 00:20:18.200]  有一晚我在牀上讀這本書
[00:20:18.200 --> 00:20:20.200]  我太太問我
[00:20:20.200 --> 00:20:23.200]  你是不是在看書哭呢?
[00:20:23.200 --> 00:20:25.200]  的確我是一直看
[00:20:25.200 --> 00:20:28.200]  我看到有點心酸流眼淚
[00:20:28.200 --> 00:20:31.200]  這個老師和我都相熟
[00:20:31.200 --> 00:20:34.200]  他和太太結婚30年
[00:20:34.200 --> 00:20:36.200]  他們兩個在神學院
[00:20:36.200 --> 00:20:38.200]  是衆所周知
[00:20:38.200 --> 00:20:41.200]  出鄉入對的夫妻
[00:20:41.200 --> 00:20:43.200]  兩個人經常走在一起
[00:20:43.200 --> 00:20:46.200]  男主外就女主內
[00:20:46.200 --> 00:20:51.200]  五六年前
[00:20:51.200 --> 00:20:53.200]  太太患了癌症
[00:20:53.200 --> 00:20:57.200]  將整個胃切除
[00:20:57.200 --> 00:20:59.200]  經過兩年
[00:20:59.200 --> 00:21:02.200]  突然之間癌症又復發
[00:21:02.200 --> 00:21:04.200]  這次很急
[00:21:04.200 --> 00:21:06.200]  一個月
[00:21:06.200 --> 00:21:08.200]  太太離世了
[00:21:08.200 --> 00:21:10.200]  這本書
[00:21:10.200 --> 00:21:12.200]  一方面只是日記
[00:21:12.200 --> 00:21:14.200]  另一方面
[00:21:14.200 --> 00:21:16.200]  其實是書信
[00:21:16.200 --> 00:21:18.200]  好像情書一樣
[00:21:18.200 --> 00:21:20.200]  記載着這位老師
[00:21:20.200 --> 00:21:23.200]  在太太不在人世的時候
[00:21:23.200 --> 00:21:26.200]  他所經歷的傷痛和情緒
[00:21:26.200 --> 00:21:28.200]  這個老師原本
[00:21:28.200 --> 00:21:29.200]  我認識他
[00:21:29.200 --> 00:21:31.200]  他是義氣豐範的
[00:21:31.200 --> 00:21:33.200]  紅遍滔滔
[00:21:33.200 --> 00:21:35.200]  風流倜儻
[00:21:35.200 --> 00:21:37.200]  但太太離去
[00:21:37.200 --> 00:21:39.200]  令他進入了抑鬱
[00:21:39.200 --> 00:21:42.200]  其中一段是寫着
[00:21:42.200 --> 00:21:45.200]  在太太離世之後的兩個星期
[00:21:45.200 --> 00:21:49.200]  我就讀給大家聽聽
[00:21:49.200 --> 00:21:51.200]  真的好像情信一樣
[00:21:51.200 --> 00:21:53.200]  你的離去
[00:21:53.200 --> 00:21:55.200]  留下了空間
[00:21:55.200 --> 00:21:57.200]  只兩個星期
[00:21:57.200 --> 00:22:01.200]  會有什麼可以填補
[00:22:01.200 --> 00:22:04.200]  什麼時候我再想起
[00:22:04.200 --> 00:22:06.200]  自己對你的愧疚
[00:22:06.200 --> 00:22:09.200]  可以不再愧恨自己
[00:22:09.200 --> 00:22:11.200]  我這一刻的心痛
[00:22:11.200 --> 00:22:14.200]  真的叫我呼叫天父
[00:22:14.200 --> 00:22:16.200]  接我到主那裏
[00:22:16.200 --> 00:22:20.200]  我心痛得要喫掉地上的老虎
[00:22:20.200 --> 00:22:22.200]  人就是這樣
