
[00:00:00.000 --> 00:00:03.800]  講道系列 講道真基督徒的講道系列三
[00:01:50.000 --> 00:01:51.000]  說他們很便宜的房租
[00:01:51.000 --> 00:01:52.000]  照顧他們飲食
[00:01:52.000 --> 00:01:54.000]  幫助他們弄很多的東西
[00:01:54.000 --> 00:01:56.000]  因為他們剛去英文也不好
[00:01:56.000 --> 00:01:57.000]  所以這幾年下來
[00:01:57.000 --> 00:02:01.000]  他們收了牧師很多的恩惠
[00:02:01.000 --> 00:02:04.000]  那麼牧師也從來沒有提出任何的要求
[00:02:04.000 --> 00:02:07.000]  那後來等到他畢業了
[00:02:07.000 --> 00:02:09.000]  畢業就快要走
[00:02:09.000 --> 00:02:10.000]  那麼臨走前
[00:02:10.000 --> 00:02:11.000]  他就問牧師說
[00:02:11.000 --> 00:02:13.000]  這幾年收了你不少恩惠啊
[00:02:13.000 --> 00:02:16.000]  我們總得有點表示表示啊
[00:02:16.000 --> 00:02:18.000]  要送你一點什麼好呢
[00:02:18.000 --> 00:02:19.000]  那牧師說
[00:02:19.000 --> 00:02:21.000]  其實我也沒有想要你什麼禮物
[00:02:21.000 --> 00:02:23.000]  他說不過我倒是有個心願
[00:02:23.000 --> 00:02:26.000]  他說我真的希望你們走之前
[00:02:26.000 --> 00:02:27.000]  能夠受敬
[00:02:27.000 --> 00:02:29.000]  能夠受喜
[00:02:29.000 --> 00:02:30.000]  那他們想一想說
[00:02:30.000 --> 00:02:33.000]  因為這幾年他們也從來很少去教會
[00:02:33.000 --> 00:02:35.000]  就是一年去兩次的那種
[00:02:35.000 --> 00:02:37.000]  就是復活節一次
[00:02:37.000 --> 00:02:38.000]  聖誕節一次
[00:02:38.000 --> 00:02:40.000]  他們也不知道福音是什麼
[00:02:40.000 --> 00:02:41.000]  不過他們覺得
[00:02:41.000 --> 00:02:43.000]  四年來收了牧師這麼多恩惠
[00:02:43.000 --> 00:02:45.000]  人家提一個最好小小的心願
[00:02:45.000 --> 00:02:47.000]  那不就下個水嘛對不對
[00:02:47.000 --> 00:02:48.000]  那後來想一想
[00:02:48.000 --> 00:02:49.000]  算了算了
[00:02:49.000 --> 00:02:50.000]  也不好意思再拒絕
[00:02:50.000 --> 00:02:52.000]  人家老人家對我們這麼好四年
[00:02:52.000 --> 00:02:54.000]  他說好那我們受喜就是受喜
[00:02:54.000 --> 00:02:56.000]  結果他就受喜了
[00:02:56.000 --> 00:02:57.000]  所以今天他就說
[00:02:57.000 --> 00:03:00.000]  怎麼說我就是一個受了喜的非基督徒
[00:03:00.000 --> 00:03:02.000]  就是這樣來的
[00:03:02.000 --> 00:03:04.000]  所以我們有這個系列是因為說
[00:03:04.000 --> 00:03:08.000]  我不希望任何在我們教會受過喜的基督徒
[00:03:08.000 --> 00:03:09.000]  你最後跟別人說
[00:03:09.000 --> 00:03:11.000]  我是一個受了喜的非基督徒
[00:03:11.000 --> 00:03:14.000]  我希望你們每個人都成為一個真的基督徒
[00:03:14.000 --> 00:03:17.000]  能夠活出一個真基督徒的樣式
[00:03:17.000 --> 00:03:19.000]  所以在這個系列裡面我們就
[00:03:19.000 --> 00:03:22.000]  從不同的經文不同的方面來告訴你說
[00:03:22.000 --> 00:03:24.000]  如果你是一個真的基督徒
[00:03:24.000 --> 00:03:26.000]  你的生命成長出來的時候
[00:03:26.000 --> 00:03:28.000]  到底有些什麼樣的表現
[00:03:28.000 --> 00:03:29.000]  讓你知道說
[00:03:29.000 --> 00:03:30.000]  我看來是真的
[00:03:30.000 --> 00:03:32.000]  我不是受了喜的非基督徒
[00:03:32.000 --> 00:03:36.000]  我的生命裡面有神的性情在裡面
[00:03:36.000 --> 00:03:39.000]  這個長出來是怎麼樣的
[00:03:39.000 --> 00:03:40.000]  那麼這個系列
[00:03:40.000 --> 00:03:41.000]  我有一點要提醒大家
[00:03:41.000 --> 00:03:43.000]  第一就是
[00:03:43.000 --> 00:03:46.000]  這個系列以上所說的每一點
[00:03:46.000 --> 00:03:51.000]  是對我們牧師從不同的經文講的每一點
[00:03:51.000 --> 00:03:53.000]  有關真基督徒的表現
[00:03:53.000 --> 00:03:56.000]  請你拿回去只要鼓勵自己就好了
[00:03:56.000 --> 00:03:58.000]  不要拿去審判別人
[00:03:58.000 --> 00:04:02.000]  這幾個禮拜牧師講的幾點
[00:04:02.000 --> 00:04:04.000]  好像在你身上都沒看到
[00:04:04.000 --> 00:04:06.000]  我看你樣子就像個受了喜的非基督徒
[00:04:06.000 --> 00:04:08.000]  不要這樣子好不好
[00:04:08.000 --> 00:04:11.000]  你只能夠拿著這些來對照一下自己
[00:04:11.000 --> 00:04:13.000]  要自己問自己說
[00:04:13.000 --> 00:04:15.000]  我到底是真的基督徒嗎
[00:04:15.000 --> 00:04:17.000]  我真的是有這個生命在裡面
[00:04:17.000 --> 00:04:19.000]  所以只能對自己而不對別人
[00:04:19.000 --> 00:04:22.000]  這禮拜有沒有看新聞
[00:04:22.000 --> 00:04:25.000]  你知道現在今年是美國總統大選對不對
[00:04:25.000 --> 00:04:27.000]  然後民主黨共和黨兩邊都派人出來
[00:04:27.000 --> 00:04:30.000]  想要有幾個候選人想要競選
[00:04:30.000 --> 00:04:32.000]  代表他們的黨出來競選
[00:04:32.000 --> 00:04:35.000]  那共和黨其中有個候選人叫Donald Trump
[00:04:35.000 --> 00:04:37.000]  就是叫最entertaining的那一個
[00:04:37.000 --> 00:04:39.000]  最做娛樂新聞的那一個
[00:04:39.000 --> 00:04:43.000]  這個禮拜Donald Trump跟教皇教宗
[00:04:43.000 --> 00:04:45.000]  在隔空罵戰
[00:04:45.000 --> 00:04:47.000]  那緣由是怎麼起來的呢
[00:04:47.000 --> 00:04:49.000]  是因為教宗被訪問的時候
[00:04:49.000 --> 00:04:53.000]  教宗說Donald Trump的這種政策
[00:04:53.000 --> 00:04:55.000]  就不像是個基督徒的政策
[00:04:55.000 --> 00:04:57.000]  他一定不是個基督徒
[00:04:57.000 --> 00:04:59.000]  那Donald Trump一聽就氣了嘛
[00:04:59.000 --> 00:05:02.000]  就趕快召開記者招待會說
[00:05:02.000 --> 00:05:04.000]  教宗亂講話我就是個基督徒
[00:05:04.000 --> 00:05:07.000]  我每次都為我基督徒的身分感到驕傲
[00:05:07.000 --> 00:05:09.000]  所以他就一直罵
[00:05:09.000 --> 00:05:12.000]  後來我們的前總統George W. Bush
[00:05:12.000 --> 00:05:14.000]  他弟弟不是其中一個候選人嗎
[00:05:14.000 --> 00:05:16.000]  他弟也出來支持Donald Trump
[00:05:16.000 --> 00:05:18.000]  他弟說這教宗亂講話
[00:05:18.000 --> 00:05:21.000]  不應該評判別人是不是基督徒對不對
[00:05:21.000 --> 00:05:23.000]  因為你是不是基督徒
[00:05:23.000 --> 00:05:25.000]  只有你跟上帝自己知道
[00:05:25.000 --> 00:05:26.000]  別人不知道
[00:05:26.000 --> 00:05:28.000]  所以我們也一樣就是
[00:05:28.000 --> 00:05:31.000]  這個系列的講道真基督徒
[00:05:31.000 --> 00:05:34.000]  你聽完之後拿回去自己對照就好
[00:05:34.000 --> 00:05:36.000]  不要跑去審判別人說
[00:05:36.000 --> 00:05:38.000]  看他的樣子就不像個真基督徒
[00:05:38.000 --> 00:05:39.000]  那不關你的事
[00:05:39.000 --> 00:05:41.000]  他跟上帝之間的事
[00:05:41.000 --> 00:05:43.000]  你只能夠自己對照說
[00:05:43.000 --> 00:05:45.000]  我到底是真還是假
[00:05:45.000 --> 00:05:47.000]  第二點要提醒的是
[00:05:47.000 --> 00:05:49.000]  假如很不幸的
[00:05:49.000 --> 00:05:51.000]  在這幾個禮拜裡面
[00:05:51.000 --> 00:05:54.000]  講所有這些真基督徒的表現
[00:05:54.000 --> 00:05:55.000]  你最後對照發現
[00:05:55.000 --> 00:05:59.000]  奇怪沒有一點像我
[00:05:59.000 --> 00:06:01.000]  也不需要覺得很恐怖
[00:06:01.000 --> 00:06:03.000]  懷疑我到底是不是真的
[00:06:03.000 --> 00:06:04.000]  也不需要很恐怖
[00:06:04.000 --> 00:06:06.000]  因為我告訴你
[00:06:06.000 --> 00:06:08.000]  屬靈生命的成長
[00:06:08.000 --> 00:06:11.000]  是一朝一夜就能夠長出來的
[00:06:11.000 --> 00:06:14.000]  很多這邊說的表現是
[00:06:14.000 --> 00:06:17.000]  透過歲月的洗禮
[00:06:17.000 --> 00:06:18.000]  一定要看神的時間
[00:06:18.000 --> 00:06:20.000]  因為你生命的成長是
[00:06:20.000 --> 00:06:23.000]  神按照不同的時間幫你成長
[00:06:23.000 --> 00:06:24.000]  所以神的時間到的時候
[00:06:24.000 --> 00:06:26.000]  你或許突然間就成長
[00:06:26.000 --> 00:06:27.000]  就很快
[00:06:27.000 --> 00:06:28.000]  時間不到的時候
[00:06:28.000 --> 00:06:30.000]  或許你還在掙扎當中
[00:06:30.000 --> 00:06:31.000]  所以如果這個系列裡面
[00:06:31.000 --> 00:06:32.000]  講的有些的表現
[00:06:32.000 --> 00:06:34.000]  你發現我不太像怎麼辦
[00:06:34.000 --> 00:06:36.000]  我是不是真基督徒
[00:06:36.000 --> 00:06:39.000]  不要自己嚇自己
[00:06:39.000 --> 00:06:41.000]  你需要知道的是
[00:06:41.000 --> 00:06:44.000]  你真的有耶穌基督在你心裡面
[00:06:44.000 --> 00:06:45.000]  你真的相信耶穌基督
[00:06:45.000 --> 00:06:47.000]  你真的開始改變
[00:06:47.000 --> 00:06:48.000]  無論速度快慢
[00:06:48.000 --> 00:06:50.000]  你經歷過某一個方面的改變
[00:06:50.000 --> 00:06:52.000]  你就有確確知道說
[00:06:52.000 --> 00:06:53.000]  我是真的
[00:06:53.000 --> 00:06:54.000]  我不是假的
[00:06:54.000 --> 00:06:56.000]  所以這兩方面提醒
[00:06:56.000 --> 00:06:57.000]  記得第一個
[00:06:57.000 --> 00:06:59.000]  不要拿著這個跑去跟別人說
[00:06:59.000 --> 00:07:00.000]  你是假的
[00:07:00.000 --> 00:07:02.000]  第二個萬一你覺得你是假的
[00:07:02.000 --> 00:07:04.000]  你不要害怕
[00:07:04.000 --> 00:07:06.000]  當算自己是個反省
[00:07:06.000 --> 00:07:07.000]  說我好像不是真的
[00:07:07.000 --> 00:07:08.000]  是時候來到神面前
[00:07:08.000 --> 00:07:11.000]  說神幫助我有些的改變
[00:07:11.000 --> 00:07:12.000]  讓我知道說
[00:07:12.000 --> 00:07:13.000]  我生命真的成長了
[00:07:13.000 --> 00:07:14.000]  我每一年過去
[00:07:14.000 --> 00:07:15.000]  我看到我生命不一樣
[00:07:15.000 --> 00:07:18.000]  我就知道我是一個真的基督徒
[00:07:18.000 --> 00:07:20.000]  那麼今天我們會看一段經文
[00:07:20.000 --> 00:07:23.000]  這段經文我們大概來看三點
[00:07:23.000 --> 00:07:25.000]  第一點我們來看
[00:07:25.000 --> 00:07:26.000]  門徒在這段經文裡面
[00:07:26.000 --> 00:07:28.000]  有個錯誤的觀念
[00:07:28.000 --> 00:07:30.000]  這錯誤的觀念到底是什麼
[00:07:30.000 --> 00:07:31.000]  它如何影響我們的生活
[00:07:31.000 --> 00:07:32.000]  第二點
[00:07:32.000 --> 00:07:33.000]  我們看耶穌正確的教導是什麼
[00:07:33.000 --> 00:07:34.000]  第三
[00:07:34.000 --> 00:07:35.000]  如何能夠活出
[00:07:35.000 --> 00:07:38.000]  耶穌所說真正的那種生命
[00:07:38.000 --> 00:07:39.000]  那麼我們看的這段經文
[00:07:39.000 --> 00:07:40.000]  記載在
[00:07:40.000 --> 00:07:43.000]  馬可福音9章33到37節
[00:07:43.000 --> 00:07:45.000]  那段經文是這麼說的
[00:07:45.000 --> 00:07:47.000]  他說他們來到加百農
[00:07:47.000 --> 00:07:48.000]  進屋子後
[00:07:48.000 --> 00:07:50.000]  耶穌問他的門徒
[00:07:50.000 --> 00:07:53.000]  你們在路上爭論些什麼
[00:07:53.000 --> 00:07:54.000]  他們都不作聲
[00:07:54.000 --> 00:07:55.000]  因為不好意思
[00:07:55.000 --> 00:07:56.000]  覺得很shame
[00:07:56.000 --> 00:07:57.000]  因為一路上
[00:07:57.000 --> 00:07:59.000]  他們在爭論誰最偉大
[00:07:59.000 --> 00:08:01.000]  就他們在爭權奪利
[00:08:01.000 --> 00:08:04.000]  耶穌坐下叫十二使徒到他面前
[00:08:04.000 --> 00:08:05.000]  對他們說
[00:08:05.000 --> 00:08:06.000]  誰要居首
[00:08:06.000 --> 00:08:08.000]  誰就得居後
[00:08:08.000 --> 00:08:10.000]  做大眾的僕人
[00:08:10.000 --> 00:08:12.000]  於是他找了一個小孩子
[00:08:12.000 --> 00:08:14.000]  叫他站在他們中間
[00:08:14.000 --> 00:08:15.000]  又抱起他
[00:08:15.000 --> 00:08:16.000]  對他們說
[00:08:16.000 --> 00:08:18.000]  為了我而接待這樣一個小孩子的
[00:08:18.000 --> 00:08:20.000]  就是接待我
[00:08:20.000 --> 00:08:21.000]  接待我的
[00:08:21.000 --> 00:08:23.000]  不僅僅是接待我
[00:08:23.000 --> 00:08:26.000]  也是接待差我來的那一位
[00:08:26.000 --> 00:08:28.000]  就是這段的經文
[00:08:28.000 --> 00:08:29.000]  那麼第一個跟你們分享
[00:08:29.000 --> 00:08:32.000]  這段經文首先我們看到是
[00:08:32.000 --> 00:08:34.000]  門徒有個很錯誤的觀念
[00:08:34.000 --> 00:08:36.000]  他們就是
[00:08:36.000 --> 00:08:38.000]  他們一路上就一直在吵一個問題
[00:08:38.000 --> 00:08:39.000]  誰最偉大
[00:08:39.000 --> 00:08:42.000]  因為你看前後文就知道
[00:08:42.000 --> 00:08:44.000]  耶穌剛剛登山
[00:08:44.000 --> 00:08:46.000]  變相帶了三個門徒
[00:08:46.000 --> 00:08:47.000]  他有十二個門徒
[00:08:47.000 --> 00:08:48.000]  只帶了三個去
[00:08:48.000 --> 00:08:49.000]  所以那三個大概
[00:08:49.000 --> 00:08:51.000]  包括彼得在內就開始
[00:08:51.000 --> 00:08:53.000]  他們第一個錯誤的觀念是
[00:08:53.000 --> 00:08:55.000]  他們以為耶穌來
[00:08:55.000 --> 00:08:56.000]  耶穌很有能力
[00:08:56.000 --> 00:08:57.000]  使人復活
[00:08:57.000 --> 00:08:58.000]  那可以平靜風浪
[00:08:58.000 --> 00:09:00.000]  他覺得跟著他沒錯
[00:09:00.000 --> 00:09:02.000]  我們到耶路撒冷去闖天下
[00:09:02.000 --> 00:09:04.000]  他們一直覺得
[00:09:04.000 --> 00:09:06.000]  耶穌來是帶領他們
[00:09:06.000 --> 00:09:08.000]  在地上建立一個王國
[00:09:08.000 --> 00:09:10.000]  就是他們要推翻羅馬政權
[00:09:10.000 --> 00:09:12.000]  建立一個屬於神的國度
[00:09:12.000 --> 00:09:14.000]  在地上現在就要
[00:09:14.000 --> 00:09:16.000]  一個新的政黨會出現
[00:09:16.000 --> 00:09:18.000]  會推翻舊的政黨
[00:09:18.000 --> 00:09:20.000]  所以他們就一路上就開始吵
[00:09:20.000 --> 00:09:22.000]  就說這革命完成以後
[00:09:22.000 --> 00:09:24.000]  大家得搶個位置吧
[00:09:24.000 --> 00:09:26.000]  黨主席得我呀
[00:09:26.000 --> 00:09:28.000]  約翰就說不是啊
[00:09:28.000 --> 00:09:30.000]  耶穌說了他最愛的是我
[00:09:30.000 --> 00:09:32.000]  至少國務院總理是我吧
[00:09:32.000 --> 00:09:34.000]  這是尤大爺出來說
[00:09:34.000 --> 00:09:36.000]  不要爭不要爭
[00:09:36.000 --> 00:09:38.000]  財政部長就在這裡
[00:09:38.000 --> 00:09:40.000]  耶穌叫我管錢
[00:09:40.000 --> 00:09:41.000]  你知道耶穌叫你管錢
[00:09:41.000 --> 00:09:42.000]  表示他信得過我
[00:09:42.000 --> 00:09:44.000]  所以他們就一直在搶
[00:09:44.000 --> 00:09:46.000]  已經在分配位置了
[00:09:46.000 --> 00:09:48.000]  到底誰最大誰最厲害
[00:09:48.000 --> 00:09:49.000]  革命成功之後
[00:09:49.000 --> 00:09:50.000]  到底誰做總理
[00:09:50.000 --> 00:09:51.000]  誰做副總理
[00:09:51.000 --> 00:09:52.000]  誰做部長
[00:09:52.000 --> 00:09:54.000]  他們就在爭這些東西
[00:09:54.000 --> 00:09:57.000]  他們當初所爭的
[00:09:57.000 --> 00:09:59.000]  其實就代表這整個世代
[00:09:59.000 --> 00:10:01.000]  的一個錯誤的觀念
[00:10:01.000 --> 00:10:02.000]  我們都要爭對不對
[00:10:02.000 --> 00:10:03.000]  我們都要爭
[00:10:03.000 --> 00:10:05.000]  從你從小學開始爭
[00:10:05.000 --> 00:10:07.000]  考第一考上名校對不對
[00:10:07.000 --> 00:10:09.000]  從婚姻也要爭
[00:10:09.000 --> 00:10:10.000]  生孩子也要爭
[00:10:10.000 --> 00:10:11.000]  到公司要爭
[00:10:11.000 --> 00:10:13.000]  連死的時候那塊墓地多
[00:10:13.000 --> 00:10:14.000]  當然你得都得爭
[00:10:14.000 --> 00:10:16.000]  所以一直爭到老
[00:10:16.000 --> 00:10:17.000]  一直爭
[00:10:17.000 --> 00:10:19.000]  然後我告訴你們
[00:10:19.000 --> 00:10:21.000]  為什麼耶穌特別
[00:10:21.000 --> 00:10:23.000]  要這裡糾正他們一個錯誤的觀念
[00:10:23.000 --> 00:10:25.000]  是因為
[00:10:25.000 --> 00:10:27.000]  如果你去看
[00:10:27.000 --> 00:10:28.000]  創世紀第二章的時候
[00:10:28.000 --> 00:10:30.000]  你發現神造人的時候
[00:10:30.000 --> 00:10:32.000]  人的設計
[00:10:32.000 --> 00:10:34.000]  神特別給人一個使命
[00:10:34.000 --> 00:10:36.000]  祂說人被造是因為
[00:10:36.000 --> 00:10:39.000]  為了要管理天空的飛鳥
[00:10:39.000 --> 00:10:41.000]  地上一切爬行的動物
[00:10:41.000 --> 00:10:44.000]  跟植物就整個地球
[00:10:44.000 --> 00:10:46.000]  是我們人管理的
[00:10:46.000 --> 00:10:47.000]  可是你知道那段聖經
[00:10:47.000 --> 00:10:49.000]  有一個很特別的地方就是
[00:10:49.000 --> 00:10:51.000]  神從來沒有說
[00:10:51.000 --> 00:10:54.000]  你要管理人
[00:10:54.000 --> 00:10:56.000]  就是人的設計出來
[00:10:56.000 --> 00:10:57.000]  不是要管理人的
[00:10:57.000 --> 00:10:58.000]  我們是要管理地球
[00:10:58.000 --> 00:10:59.000]  管理空中的飛鳥
[00:10:59.000 --> 00:11:01.000]  地上的昆蟲
[00:11:01.000 --> 00:11:03.000]  一切爬行的動物
[00:11:03.000 --> 00:11:05.000]  跟植物整個地球
[00:11:05.000 --> 00:11:07.000]  但是神從來沒有說
[00:11:07.000 --> 00:11:09.000]  你要have dominion
[00:11:09.000 --> 00:11:11.000]  over other human being
[00:11:11.000 --> 00:11:13.000]  祂沒有說你要管理
[00:11:13.000 --> 00:11:15.000]  你要比另外一個人更高級
[00:11:15.000 --> 00:11:19.000]  用這個高級的身分來管理他
[00:11:19.000 --> 00:11:22.000]  這不是神當初的設計
[00:11:22.000 --> 00:11:24.000]  所以你發現說
[00:11:24.000 --> 00:11:25.000]  這世上的事情
[00:11:25.000 --> 00:11:29.000]  任何涉及人要管理人的事情
[00:11:29.000 --> 00:11:32.000]  都幾乎沒有好下場
[00:11:32.000 --> 00:11:34.000]  真的幾乎沒有好下場
[00:11:34.000 --> 00:11:36.000]  比方說
[00:11:36.000 --> 00:11:37.000]  人要管理
[00:11:37.000 --> 00:11:39.000]  現實生活必須要人管理人
[00:11:39.000 --> 00:11:40.000]  我要搶著高的位置
[00:11:40.000 --> 00:11:42.000]  我要管理下面的
[00:11:42.000 --> 00:11:44.000]  這種事情從來沒有好結果過
[00:11:44.000 --> 00:11:46.000]  比方說舉個例子
[00:11:46.000 --> 00:11:48.000]  只要這種事情去到家庭
[00:11:48.000 --> 00:11:51.000]  去到家庭就沒有好結果
[00:11:51.000 --> 00:11:52.000]  任何一對夫婦
[00:11:52.000 --> 00:11:54.000]  無論是丈夫想要管妻子
[00:11:54.000 --> 00:11:55.000]  妻子想要管丈夫
[00:11:55.000 --> 00:11:56.000]  我信不過你
[00:11:56.000 --> 00:11:57.000]  趕快把你手機的密碼給我
[00:11:57.000 --> 00:11:59.000]  每天check你的email
[00:11:59.000 --> 00:12:01.000]  只要這樣一管
[00:12:01.000 --> 00:12:03.000]  你們兩個感情就破碎
[00:12:03.000 --> 00:12:05.000]  就沒有辦法相愛
[00:12:05.000 --> 00:12:07.000]  就沒有辦法享受感情那種
[00:12:07.000 --> 00:12:09.000]  愛情的純真
[00:12:09.000 --> 00:12:10.000]  只要一對夫婦
[00:12:10.000 --> 00:12:11.000]  無論多麼相愛
[00:12:11.000 --> 00:12:15.000]  只要出現有人想要管另外一個
[00:12:15.000 --> 00:12:17.000]  一定出現問題
[00:12:17.000 --> 00:12:19.000]  孩子都一樣
[00:12:19.000 --> 00:12:22.000]  我也跟我神聖畢業有個同學
[00:12:22.000 --> 00:12:24.000]  他最近到三藩市講到
[00:12:24.000 --> 00:12:25.000]  很有種
[00:12:25.000 --> 00:12:28.000]  他挑戰三藩市所有華人的家庭
[00:12:28.000 --> 00:12:29.000]  他說
[00:12:29.000 --> 00:12:30.000]  他在講到的最後
[00:12:30.000 --> 00:12:31.000]  他對所有的父母說
[00:12:31.000 --> 00:12:32.000]  他說
[00:12:32.000 --> 00:12:33.000]  我給你們一個挑戰
[00:12:33.000 --> 00:12:35.000]  他說我問你們一個問題
[00:12:35.000 --> 00:12:36.000]  你知道華人家庭都是
[00:12:36.000 --> 00:12:38.000]  要小孩子去搶分數的嗎
[00:12:38.000 --> 00:12:39.000]  你知道就是
[00:12:39.000 --> 00:12:40.000]  我們慢慢
[00:12:40.000 --> 00:12:41.000]  你知道最近跑到高中
[00:12:41.000 --> 00:12:43.000]  不是每一年都很多人自殺嗎
[00:12:43.000 --> 00:12:46.000]  因為慢慢華人的學生越來越多
[00:12:46.000 --> 00:12:49.000]  華人家庭把華人要搶分數的文化
[00:12:49.000 --> 00:12:50.000]  帶到美國
[00:12:50.000 --> 00:12:52.000]  開始自殺
[00:12:52.000 --> 00:12:53.000]  壓力好大
[00:12:53.000 --> 00:12:55.000]  最後那個牧師挑戰所有的家庭
[00:12:55.000 --> 00:12:56.000]  他說
[00:12:56.000 --> 00:12:59.000]  他說你到底是愛你孩子的分數
[00:12:59.000 --> 00:13:01.000]  還是愛你的孩子
[00:13:01.000 --> 00:13:03.000]  他說你只能選一個
[00:13:03.000 --> 00:13:04.000]  如果你要愛你孩子的分數
[00:13:04.000 --> 00:13:05.000]  你就得管他
[00:13:05.000 --> 00:13:06.000]  你一管他
[00:13:06.000 --> 00:13:08.000]  你跟孩子是沒有愛的
[00:13:08.000 --> 00:13:09.000]  只有監管
[00:13:09.000 --> 00:13:11.000]  你是他的監管人
[00:13:11.000 --> 00:13:12.000]  他是被你所監管的
[00:13:12.000 --> 00:13:14.000]  你不是他父母
[00:13:14.000 --> 00:13:16.000]  你到底是愛孩子還是愛他的分數
[00:13:16.000 --> 00:13:18.000]  自己選一個
[00:13:18.000 --> 00:13:20.000]  他就挑戰完之後
[00:13:20.000 --> 00:13:21.000]  有一個父母
[00:13:21.000 --> 00:13:22.000]  有一個媽媽
[00:13:22.000 --> 00:13:24.000]  過來就哭著跟他說
[00:13:24.000 --> 00:13:26.000]  他說牧師我今天好感動
[00:13:26.000 --> 00:13:28.000]  他說因為
[00:13:28.000 --> 00:13:30.000]  他的孩子是一個鋼琴的天才
[00:13:30.000 --> 00:13:32.000]  聽說很厲害
[00:13:32.000 --> 00:13:33.000]  還聽說
[00:13:33.000 --> 00:13:35.000]  要被邀請去
[00:13:35.000 --> 00:13:36.000]  那個什麼
[00:13:36.000 --> 00:13:37.000]  華盛頓首府的
[00:13:37.000 --> 00:13:39.000]  Kennedy Hall去表演
[00:13:39.000 --> 00:13:42.000]  所以能夠到那個等級的是
[00:13:42.000 --> 00:13:43.000]  一級棒
[00:13:43.000 --> 00:13:45.000]  這是為了那個表演
[00:13:45.000 --> 00:13:47.000]  他逼他的孩子
[00:13:47.000 --> 00:13:50.000]  每天必須要練八小時的鋼琴
