
[00:00:00.000 --> 00:00:10.000]  《錄音》或《錄影》的版權是屬於基督教宣導會畢國堂所有
[00:06:20.000 --> 00:06:26.000]  當然,任何人聽見這個吩咐的時候,會覺得難以接受
[00:06:26.000 --> 00:06:31.000]  亦好像與他所有的理念完全違背
[00:06:31.000 --> 00:06:36.000]  因為聖經裡從無講述到神要求將人獻作繁祭
[00:06:36.000 --> 00:06:39.000]  或者會提及將動物獻作繁祭
[00:06:39.000 --> 00:06:43.000]  但神不會要人作為繁祭
[00:06:43.000 --> 00:06:47.000]  好像很難理解的事情,但神接著說
[00:06:47.000 --> 00:06:52.000]  你要帶你的兒子,就是你所愛的獨子,以殺
[00:06:52.000 --> 00:06:56.000]  這兩句話其實有三個層次
[00:06:56.000 --> 00:06:59.000]  在經文原來的編排有三步
[00:06:59.000 --> 00:07:02.000]  第一步是將你的兒子
[00:07:02.000 --> 00:07:06.000]  第二,將你獨一的兒子
[00:07:06.000 --> 00:07:09.000]  沒有其他的了,是唯一你的兒子
[00:07:09.000 --> 00:07:13.000]  第三步,是你所愛的
[00:07:13.000 --> 00:07:18.000]  這三個層次很清楚將阿伯拉罕與兒子的關係
[00:07:18.000 --> 00:07:21.000]  很清楚地描述出來
[00:07:21.000 --> 00:07:25.000]  是很親密的關係,一步比一步更親密地表達
[00:07:25.000 --> 00:07:32.000]  但神就是要他將他最愛的獻情
[00:07:32.000 --> 00:07:36.000]  或者說神是很明白這種關係
[00:07:36.000 --> 00:07:40.000]  因此祂提出這個吩咐
[00:07:40.000 --> 00:07:44.000]  在過程中我們會覺得不可能
[00:07:44.000 --> 00:07:49.000]  但聖經說到阿伯拉罕清楚、願意聽從
[00:07:49.000 --> 00:07:52.000]  所以當你讀下面的經文的時候
[00:07:52.000 --> 00:07:57.000]  你會發覺聖經說到,翌日清早他就起來了
[00:07:57.000 --> 00:08:01.000]  當聖經描述一個人在清早做一件事情的時候
[00:08:01.000 --> 00:08:05.000]  是表示他沒有任何的猶豫
[00:08:05.000 --> 00:08:12.000]  不會拖延,他就馬上執行神吩咐他做的事情
[00:08:12.000 --> 00:08:15.000]  而且他自己親自去劈柴
[00:08:15.000 --> 00:08:19.000]  去預備各種物品,預備爐等等
[00:08:19.000 --> 00:08:23.000]  這些事情一般來說是僕人才會去做
[00:08:23.000 --> 00:08:25.000]  但阿伯拉罕不是叫僕人去做
[00:08:25.000 --> 00:08:27.000]  他自己親自去做
[00:08:27.000 --> 00:08:31.000]  表明他是真正願意聽神的話
[00:08:31.000 --> 00:08:34.000]  然後聖經說當他預備好一切之後
[00:08:34.000 --> 00:08:39.000]  就起身往神指示的地方去
[00:08:39.000 --> 00:08:43.000]  同樣清楚地表示他沒有半點的猶豫
[00:08:43.000 --> 00:08:45.000]  也沒有與神爭論
[00:08:45.000 --> 00:08:49.000]  神啊,能不能商量一下,其他方法也可以
[00:08:49.000 --> 00:08:51.000]  我獻其他給你
[00:08:51.000 --> 00:08:54.000]  聖經很簡單很直接地說
[00:08:54.000 --> 00:08:58.000]  就起身往神指示他的地方
[00:08:58.000 --> 00:09:00.000]  然後行了三天
[00:09:00.000 --> 00:09:04.000]  你可以想像那三天其實是不短的時間
[00:09:04.000 --> 00:09:11.000]  過程當中很可能會有一些內心的後悔感受
[00:09:11.000 --> 00:09:15.000]  但聖經說他完全沒有後悔
[00:09:15.000 --> 00:09:19.000]  一直去到他要去的地方
[00:09:19.000 --> 00:09:21.000]  這句說話很簡單
[00:09:21.000 --> 00:09:24.000]  但你見到這位阿伯拉罕
[00:09:24.000 --> 00:09:28.000]  他是真實願意聽從神
[00:09:28.000 --> 00:09:32.000]  然後來到後面第九第十節的時候
[00:09:32.000 --> 00:09:36.000]  這裡也是很簡單地描述這個過程
[00:09:36.000 --> 00:09:42.000]  但其實你會感受到裡面是風濤駭浪
[00:09:42.000 --> 00:09:44.000]  你會發覺在阿伯拉罕的內心裡面
[00:09:44.000 --> 00:09:48.000]  一定是會有很多很多的掙扎
[00:09:48.000 --> 00:09:50.000]  很多的感受
[00:09:50.000 --> 00:09:52.000]  聖經提到他去到這個地方
[00:09:52.000 --> 00:09:56.000]  就將壇捉好,將柴放上去
[00:09:56.000 --> 00:10:00.000]  然後自己親手綁著自己的兒子
[00:10:00.000 --> 00:10:02.000]  我不知道你有什麼感受
[00:10:02.000 --> 00:10:05.000]  假設你是阿伯拉罕
[00:10:05.000 --> 00:10:07.000]  這個是你的兒子
[00:10:07.000 --> 00:10:10.000]  你親手將他綑綁著
[00:10:10.000 --> 00:10:13.000]  知道接著他會死的
[00:10:13.000 --> 00:10:15.000]  你的感覺是怎樣?
[00:10:15.000 --> 00:10:17.000]  他一定有很多的掙扎
[00:10:17.000 --> 00:10:21.000]  雖然是掙扎,但他仍然去做
[00:10:21.000 --> 00:10:25.000]  仍然按神的吩咐去做
[00:10:25.000 --> 00:10:30.000]  大家不要以為這個小朋友很聽話
[00:10:30.000 --> 00:10:32.000]  按很多的估計
[00:10:32.000 --> 00:10:35.000]  阿伯拉罕當時已殺已經25歲
[00:10:35.000 --> 00:10:38.000]  阿伯拉罕125歲
[00:10:38.000 --> 00:10:40.000]  不要說掙扎
[00:10:40.000 --> 00:10:42.000]  這個兒子如果突然間發覺
[00:10:42.000 --> 00:10:45.000]  老爸,你搞什麼鬼?
[00:10:45.000 --> 00:10:48.000]  然後跟著和他有些掙扎
[00:10:48.000 --> 00:10:51.000]  反抗他,砸自己
[00:10:51.000 --> 00:10:53.000]  我想125歲的老人家
[00:10:53.000 --> 00:10:59.000]  沒有力量能夠抗拒這個青壯的兒子
[00:10:59.000 --> 00:11:02.000]  聖經就是這樣描述
[00:11:02.000 --> 00:11:04.000]  聖經就跟著說
[00:11:04.000 --> 00:11:05.000]  砸完之後
[00:11:05.000 --> 00:11:10.000]  阿伯拉罕就伸手拿刀要殺他的兒子
[00:11:10.000 --> 00:11:14.000]  沒有絲毫的猶豫
[00:11:14.000 --> 00:11:18.000]  然後伸手就預備殺他的兒子
[00:11:18.000 --> 00:11:19.000]  各位頂尖的姐妹
[00:11:19.000 --> 00:11:22.000]  你看的時候你會知道
[00:11:22.000 --> 00:11:25.000]  他是沒有任何的猶豫
[00:11:25.000 --> 00:11:29.000]  但是他肯定有很多內心的掙扎
[00:11:29.000 --> 00:11:32.000]  他很難受,這是肯定
[00:11:32.000 --> 00:11:39.000]  但是他內心堅定要遵從上帝
[00:11:39.000 --> 00:11:40.000]  當他這樣做的時候
[00:11:40.000 --> 00:11:43.000]  你後來馬上看到
[00:11:43.000 --> 00:11:46.000]  神就因為他遵從他的旨意
[00:11:46.000 --> 00:11:47.000]  阿伯就說
[00:11:47.000 --> 00:11:53.000]  我現在知道你是敬畏耶和華的
[00:11:53.000 --> 00:11:55.000]  一個人去敬畏神
[00:11:55.000 --> 00:11:56.000]  是怎樣敬畏呢?
[00:11:56.000 --> 00:11:59.000]  我們常常說你要敬畏上帝
[00:11:59.000 --> 00:12:04.000]  敬畏上帝就是因為相信神的吩咐
[00:12:04.000 --> 00:12:07.000]  然後去遵從
[00:12:07.000 --> 00:12:09.000]  知道是神的意思
[00:12:09.000 --> 00:12:12.000]  然後無論在什麼處境之下
[00:12:12.000 --> 00:12:14.000]  仍然去遵從
[00:12:14.000 --> 00:12:17.000]  這是敬畏
[00:12:17.000 --> 00:12:19.000]  我過去看到一本書
[00:12:19.000 --> 00:12:20.000]  這本書很有趣
[00:12:20.000 --> 00:12:23.000]  講到關於在美國的基督徒的情況
[00:12:23.000 --> 00:12:28.000]  這本書是由一位叫George Gallup的作者所寫
[00:12:28.000 --> 00:12:29.000]  大家可能聽過Gallup
[00:12:29.000 --> 00:12:34.000]  是一個很重要的在美國的民調機構
[00:12:34.000 --> 00:12:36.000]  研究很多不同的基督徒
[00:12:36.000 --> 00:12:37.000]  他們的生活狀況
[00:12:37.000 --> 00:12:39.000]  他們的信念等等
[00:12:39.000 --> 00:12:41.000]  接著按照這個研究
[00:12:41.000 --> 00:12:43.000]  這位作者寫了一本書
[00:12:43.000 --> 00:12:44.000]  這本書的書名叫
[00:12:44.000 --> 00:12:46.000]  《The Saints Among Us》
[00:12:46.000 --> 00:12:49.000]  《在我們中間的聖徒》
[00:12:49.000 --> 00:12:51.000]  在他的研究中發覺
[00:12:51.000 --> 00:12:53.000]  很多的基督徒
[00:12:53.000 --> 00:12:56.000]  他們的言語行為和一般非基督徒
[00:12:56.000 --> 00:12:59.000]  基本上沒有分別
[00:12:59.000 --> 00:13:02.000]  很多都是掛名的基督徒
[00:13:02.000 --> 00:13:04.000]  但是發覺有一組的基督徒
[00:13:04.000 --> 00:13:07.000]  他們很明顯是不同的
[00:13:07.000 --> 00:13:09.000]  他們的生活行為
[00:13:09.000 --> 00:13:12.000]  和一般所說的基督徒不同
[00:13:12.000 --> 00:13:15.000]  最大的分別是因為他們的行事行為
[00:13:15.000 --> 00:13:19.000]  是真的會去實在關心別人
[00:13:19.000 --> 00:13:20.000]  很多的發現
[00:13:20.000 --> 00:13:23.000]  他們是真的願意付代價去關心別人
[00:13:23.000 --> 00:13:26.000]  也都是很多時候對別人有一種尊重
[00:13:26.000 --> 00:13:28.000]  無論是不同的民族
[00:13:28.000 --> 00:13:29.000]  不同的年齡
[00:13:29.000 --> 00:13:31.000]  不同的背景
[00:13:31.000 --> 00:13:34.000]  他們都沒有任何的所謂歧視
[00:13:34.000 --> 00:13:37.000]  是願意尊重不同身邊的人
[00:13:37.000 --> 00:13:38.000]  研究繼續再問
[00:13:38.000 --> 00:13:42.000]  為什麼他們有這麼不同的行為表現呢?
[00:13:42.000 --> 00:13:45.000]  發覺有一個共通的地方
[00:13:45.000 --> 00:13:47.000]  就是他們都有一個很清晰的
[00:13:47.000 --> 00:13:49.000]  很明顯的信念
[00:13:49.000 --> 00:13:50.000]  什麼信念?
[00:13:50.000 --> 00:13:52.000]  就是他們相信
[00:13:52.000 --> 00:13:55.000]  只要相信是神的旨意
[00:13:55.000 --> 00:13:57.000]  他們就會去做
[00:13:57.000 --> 00:14:00.000]  就算感受上不想做
[00:14:00.000 --> 00:14:02.000]  都會去做
[00:14:02.000 --> 00:14:05.000]  只要相信是神的旨意
[00:14:05.000 --> 00:14:09.000]  他們就會去做
[00:14:09.000 --> 00:14:12.000]  弟兄姊妹,這是敬畏
[00:14:12.000 --> 00:14:14.000]  真正的敬畏
[00:14:14.000 --> 00:14:16.000]  不是說我有什麼事
[00:14:16.000 --> 00:14:19.000]  要求神指示我才行
[00:14:19.000 --> 00:14:21.000]  不單是尋求
[00:14:21.000 --> 00:14:23.000]  而是真的知道神的旨意
[00:14:23.000 --> 00:14:26.000]  就會付一切代價去聽從
[00:14:26.000 --> 00:14:31.000]  這正是阿伯特罕信心的表達
[00:14:31.000 --> 00:14:33.000]  阿伯特罕聖經提到
[00:14:33.000 --> 00:14:35.000]  他是信心之父
[00:14:35.000 --> 00:14:37.000]  在他的生命的榜樣裡
[00:14:37.000 --> 00:14:39.000]  明明讓我們看見
[00:14:39.000 --> 00:14:41.000]  他是真的付上代價
[00:14:41.000 --> 00:14:44.000]  願意聽從神的旨意
[00:14:44.000 --> 00:14:46.000]  今天你和我
[00:14:46.000 --> 00:14:49.000]  可能都信了一段時間
[00:14:49.000 --> 00:14:53.000]  但是求神給你一份真誠的信心
[00:14:53.000 --> 00:14:55.000]  當你明白神的旨意的時候
[00:14:55.000 --> 00:14:59.000]  放膽去遵從
[00:14:59.000 --> 00:15:01.000]  你會經歷奇妙的恩惠
[00:15:01.000 --> 00:15:04.000]  在你身上出現
[00:15:04.000 --> 00:15:05.000]  我們再看的時候
[00:15:05.000 --> 00:15:07.000]  你看到聖經提到
[00:15:07.000 --> 00:15:09.000]  在神的山上
[00:15:09.000 --> 00:15:11.000]  神會有「預備」
[00:15:11.000 --> 00:15:14.000]  「預備」是英文翻譯為
[00:15:14.000 --> 00:15:16.000]  Provision 供應
[00:15:16.000 --> 00:15:18.000]  神有很奇妙的預備
[00:15:18.000 --> 00:15:19.000]  很奇妙的供應
[00:15:19.000 --> 00:15:21.000]  是意想不到的
[00:15:21.000 --> 00:15:22.000]  當聖經提到
[00:15:22.000 --> 00:15:24.000]  在第七節第八節提到
[00:15:24.000 --> 00:15:29.000]  父子兩個人走到山上的時候
[00:15:29.000 --> 00:15:31.000]  兒子很奇怪地問
[00:15:31.000 --> 00:15:34.000]  「爸爸,為什麼有火有柴了?」
[00:15:34.000 --> 00:15:38.000]  「但是獻繁祭的羔羊在哪裡呢?」
[00:15:38.000 --> 00:15:40.000]  然後父親說了一句話
[00:15:40.000 --> 00:15:44.000]  這句話我想大家和我一起讀出來
[00:15:44.000 --> 00:15:50.000]  「我兒臣必自己預備繁祭的羔羊」
[00:15:50.000 --> 00:15:53.000]  伯蘭說了一句很重要的話
[00:15:53.000 --> 00:15:57.000]  也是他信心的宣告
[00:15:57.000 --> 00:15:59.000]  他告訴兒子
[00:15:59.000 --> 00:16:02.000]  「臣必自己預備」
[00:16:02.000 --> 00:16:07.000]  是他自己會去預備繁祭所需要的羔羊
[00:16:07.000 --> 00:16:11.000]  可能伯蘭也不知道神會怎樣預備
[00:16:11.000 --> 00:16:16.000]  但他清楚相信神會預備
[00:16:16.000 --> 00:16:21.000]  大家會記得在《創世紀》二十一章前
[00:16:21.000 --> 00:16:23.000]  主人曾經和伯蘭說
[00:16:23.000 --> 00:16:27.000]  「從已殺生的,才要稱為你的後裔」
[00:16:27.000 --> 00:16:29.000]  所以伯蘭很清楚知道
[00:16:29.000 --> 00:16:34.000]  兒子會帶來很多後裔
[00:16:34.000 --> 00:16:37.000]  神的祝福會透過他的生存
[00:16:37.000 --> 00:16:40.000]  而帶來很多祝福
[00:16:40.000 --> 00:16:44.000]  因此當他聽到神要他殺自己的兒子的時候
[00:16:44.000 --> 00:16:47.000]  他心裡有一個信念
[00:16:47.000 --> 00:16:50.000]  就是兒子不會死
[00:16:50.000 --> 00:16:52.000]  否則之前神給他的應許
[00:16:52.000 --> 00:16:54.000]  不會成全
[00:16:54.000 --> 00:16:56.000]  如果神的應許是確實的
[00:16:56.000 --> 00:16:58.000]  兒子就不會死
[00:16:58.000 --> 00:16:59.000]  就算死
[00:16:59.000 --> 00:17:03.000]  神也不會叫他復活
[00:17:03.000 --> 00:17:05.000]  你不要以為復活就行了
[00:17:05.000 --> 00:17:07.000]  聖經也有說
[00:17:07.000 --> 00:17:09.000]  但在當時的歷史裡
[00:17:09.000 --> 00:17:12.000]  沒有提及有復活的事
[00:17:12.000 --> 00:17:17.000]  也不會聽過有人復活的事
[00:17:17.000 --> 00:17:18.000]  但在他心裡
[00:17:18.000 --> 00:17:21.000]  他只是相信神是無所不能
[00:17:21.000 --> 00:17:26.000]  所以他就想到人復活的可能性
[00:17:26.000 --> 00:17:28.000]  在後來聖經新約的希伯來書
[00:17:28.000 --> 00:17:30.000]  提及這件事情的時候
[00:17:30.000 --> 00:17:34.000]  在第十九節這篇經文的最後一句提及
[00:17:34.000 --> 00:17:40.000]  他認為神甚至能使人從死中復活
[00:17:40.000 --> 00:17:45.000]  意味著他得回了他的兒子
[00:17:45.000 --> 00:17:47.000]  新漢語的譯本提及
[00:17:47.000 --> 00:17:48.000]  用比喻來說
[00:17:48.000 --> 00:17:54.000]  他真的從死人中得回了自己的兒子
[00:17:54.000 --> 00:17:58.000]  意思是以實好像真的死了
[00:17:58.000 --> 00:18:01.000]  他真的好像經歷過死亡
[00:18:01.000 --> 00:18:07.000]  但是他的父親從死人中得回
[00:18:07.000 --> 00:18:13.000]  重新得回了這個好像已經死去的兒子
[00:18:13.000 --> 00:18:16.000]  他得回了神應許給他的兒子
[00:18:16.000 --> 00:18:19.000]  不單是他肉身生的兒子
[00:18:19.000 --> 00:18:21.000]  是神要透過他的兒子
[00:18:21.000 --> 00:18:24.000]  賜福萬代的一個應許
[00:18:24.000 --> 00:18:26.000]  他得回了這個應許
[00:18:26.000 --> 00:18:31.000]  也延伸這個應許的祝福去到萬代
[00:18:31.000 --> 00:18:32.000]  各位聽眾
[00:18:32.000 --> 00:18:34.000]  你記得我們剛才說
[00:18:34.000 --> 00:18:36.000]  阿伯拉罕回應孩子
[00:18:36.000 --> 00:18:42.000]  說神必自己預備繁祭的羔羊
[00:18:42.000 --> 00:18:45.000]  其實我相信當他說的時候
[00:18:45.000 --> 00:18:48.000]  他也不太知道神會如何預備
[00:18:48.000 --> 00:18:51.000]  後來突然間他發覺
[00:18:51.000 --> 00:18:55.000]  竟然有一隻綿羊在他眼前出現
[00:18:55.000 --> 00:18:56.000]  在山頭
[00:18:56.000 --> 00:19:00.000]  怎會突然有隻綿羊乖乖地站在那裡等他捉
[00:19:00.000 --> 00:19:02.000]  就是這樣在遠處的叢林
[00:19:02.000 --> 00:19:05.000]  看到一隻公綿羊
[00:19:05.000 --> 00:19:07.000]  各被樹叢扣住
[00:19:07.000 --> 00:19:11.000]  所以停在那裡等他們來
[00:19:11.000 --> 00:19:13.000]  然後他就將牠帶來
[00:19:13.000 --> 00:19:17.000]  讓牠代替了他的兒子
[00:19:17.000 --> 00:19:18.000]  各位靈姐妹
[00:19:18.000 --> 00:19:22.000]  有時候我們面對一個難處
[00:19:22.000 --> 00:19:26.000]  我們想不到有什麼可能的方法去解救
[00:19:26.000 --> 00:19:28.000]  祈禱的時候也會想
[00:19:28.000 --> 00:19:29.000]  沒有了
[00:19:29.000 --> 00:19:31.000]  哪裡還有辦法
[00:19:31.000 --> 00:19:33.000]  有時候你會覺得
[00:19:33.000 --> 00:19:35.000]  神沒可能了
[00:19:35.000 --> 00:19:37.000]  還是做不到
[00:19:37.000 --> 00:19:39.000]  但是你知道
[00:19:39.000 --> 00:19:43.000]  神用的方法是出乎你的意料
[00:19:43.000 --> 00:19:47.000]  甚至是你完全沒想過的方法
[00:19:47.000 --> 00:19:49.000]  但是重要的
[00:19:49.000 --> 00:19:51.000]  不是你知道什麼方法
[00:19:51.000 --> 00:19:53.000]  因為你不需要知道
[00:19:53.000 --> 00:19:55.000]  你需要知道的是
[00:19:55.000 --> 00:19:58.000]  信而遵從
[00:19:58.000 --> 00:20:00.000]  或者說你的責任
[00:20:00.000 --> 00:20:04.000]  就是去相信而去遵從
[00:20:04.000 --> 00:20:06.000]  然後神會用祂的方法
[00:20:06.000 --> 00:20:10.000]  去解決你以為解決不了的困難
[00:20:10.000 --> 00:20:12.000]  當聖經講述
[00:20:12.000 --> 00:20:15.000]  當時阿伯拉罕決心聽從神之後
[00:20:15.000 --> 00:20:16.000]  聖經就說
[00:20:16.000 --> 00:20:21.000]  他就立時間看見神的預備
[00:20:21.000 --> 00:20:22.000]  你會發覺
[00:20:22.000 --> 00:20:25.000]  之間有一個很特別的關係
[00:20:25.000 --> 00:20:26.000]  就是神告訴他
[00:20:26.000 --> 00:20:27.000]  我很清楚知道
[00:20:27.000 --> 00:20:30.000]  你現在是敬畏我的
[00:20:30.000 --> 00:20:32.000]  然後聖經跟著十三節
[00:20:32.000 --> 00:20:33.000]  就立刻說
[00:20:33.000 --> 00:20:35.000]  阿伯拉罕舉目觀看
[00:20:35.000 --> 00:20:37.000]  就見到夕陽
[00:20:37.000 --> 00:20:38.000]  然後他將牠帶來
[00:20:38.000 --> 00:20:42.000]  代替了兒子
[00:20:42.000 --> 00:20:46.000]  阿伯拉罕當他清楚信靠神的時候
[00:20:46.000 --> 00:20:50.000]  就看見神的預備
[00:20:50.000 --> 00:20:53.000]  我不知道怎麼說
[00:20:53.000 --> 00:20:55.000]  但是我聽過很多不同弟兄姊妹
[00:20:55.000 --> 00:20:58.000]  他們的經歷和見證
[00:20:58.000 --> 00:20:59.000]  很多時候很奇怪
[00:20:59.000 --> 00:21:03.000]  為什麼這麼久問題還沒解決
[00:21:03.000 --> 00:21:06.000]  但是往往去到一個關口
[00:21:06.000 --> 00:21:08.000]  這些弟兄姊妹
[00:21:08.000 --> 00:21:10.000]  他們很清楚向神表示
[00:21:10.000 --> 00:21:11.000]  神我信靠你
[00:21:11.000 --> 00:21:14.000]  我交托給你
[00:21:14.000 --> 00:21:15.000]  在那個時候
[00:21:15.000 --> 00:21:20.000]  他們就見到神的工作
[00:21:20.000 --> 00:21:21.000]  在那個時候
[00:21:21.000 --> 00:21:22.000]  你會看到
[00:21:22.000 --> 00:21:23.000]  聖經裡面講到
[00:21:23.000 --> 00:21:27.000]  神預備公綿陽代替他的兒子
[00:21:27.000 --> 00:21:29.000]  代替阿伯拉罕的兒子
[00:21:29.000 --> 00:21:31.000]  其實我想當阿伯拉罕講述
[00:21:31.000 --> 00:21:33.000]  神必有預備的時候
[00:21:33.000 --> 00:21:36.000]  他可能都不知道他的說話
[00:21:36.000 --> 00:21:37.000]  他信心的表達
[00:21:37.000 --> 00:21:42.000]  其實是指向神更終極的準備
[00:21:42.000 --> 00:21:43.000]  大家都會知道
[00:21:43.000 --> 00:21:45.000]  我們今天能夠蒙恩得救
[00:21:45.000 --> 00:21:47.000]  是因為神預備了耶穌基督
[00:21:47.000 --> 00:21:52.000]  成為了我們的代贖羔羊
[00:21:52.000 --> 00:21:54.000]  祂為我們所預備的
[00:21:54.000 --> 00:21:55.000]  是更加重要
[00:21:55.000 --> 00:22:00.000]  祂讓我們能夠領受神給我們的永恆的生命
[00:22:00.000 --> 00:22:03.000]  當我們信主
[00:22:03.000 --> 00:22:05.000]  我們聽從主之後
[00:22:05.000 --> 00:22:08.000]  我們經歷了那種出死入生
[00:22:08.000 --> 00:22:10.000]  是耶穌基督的受死
[00:22:10.000 --> 00:22:13.000]  代替了我們應該受的罪的刑罰
[00:22:13.000 --> 00:22:15.000]  就是自己的死亡
[00:22:15.000 --> 00:22:16.000]  所以你會發覺
[00:22:16.000 --> 00:22:19.000]  聖經裡面講述阿伯拉罕的時候
[00:22:19.000 --> 00:22:22.000]  其實是指向主耶穌
[00:22:22.000 --> 00:22:24.000]  祂是神的獨生兒子
[00:22:24.000 --> 00:22:28.000]  但是也甘願為我們犧牲
