
[00:00:00.000 --> 00:00:13.600]  聖誕節,我們很熟悉,在短短二十分鐘之內,我和大家透過這三個字來分析。
[00:05:15.040 --> 00:05:19.280]  有一首很傳統的歌,不知道大家有沒有聽過?
[00:05:19.280 --> 00:05:22.880]  叫做《Love Was When》。
[00:05:22.880 --> 00:05:25.200]  "愛就是"。
[00:05:25.200 --> 00:05:30.080]  "Love was when God became a man,
[00:05:30.080 --> 00:05:32.960]  locked in time and space,
[00:05:32.960 --> 00:05:35.280]  without land or place."
[00:05:35.280 --> 00:05:39.760]  它說到愛就是神成爲人。
[00:05:39.760 --> 00:05:48.800]  很特別,它說鎖住在一個肉體和空間裏面。
[00:05:48.800 --> 00:05:50.800]  這首歌唱中文就一般般了。
[00:05:50.800 --> 00:05:54.720]  這首歌唱中文就一般般了。
[00:05:54.720 --> 00:05:58.000]  "愛就是"是什麼來的呢?
[00:05:58.000 --> 00:06:02.080]  很難聽的,所以唱英文會好一點。
[00:06:02.080 --> 00:06:04.640]  原來神是零,
[00:06:04.640 --> 00:06:10.000]  但是它成爲人,它有肉體的限制。
[00:06:10.000 --> 00:06:12.880]  它有人的需要,
[00:06:12.880 --> 00:06:16.240]  它有累,它會有肚子餓,
[00:06:16.240 --> 00:06:20.240]  它也會有各種的煩惱。
[00:06:20.240 --> 00:06:24.320]  但是記住,神那三十幾年成爲人,
[00:06:24.320 --> 00:06:26.160]  是這個愛的表現。
[00:06:26.160 --> 00:06:29.680]  但是你要記住,神這三十幾年成爲人就是一個愛的表現。
[00:06:29.680 --> 00:06:33.040]  當特區政府說零加三的時候,
[00:06:33.040 --> 00:06:35.280]  當特區政府說零加三的時候,
[00:06:35.280 --> 00:06:37.440]  我就已經在永善論壇說了,
[00:06:37.440 --> 00:06:39.280]  我就要去那邊講了。
[00:06:39.280 --> 00:06:42.480]  有很多的人會回香港探望家人,
[00:06:42.480 --> 00:06:44.240]  就會有好多人回香港看家人,
[00:06:44.240 --> 00:06:46.160]  有很多香港人會出去旅行,
[00:06:46.160 --> 00:06:47.280]  很多香港人會出來旅行,
[00:06:47.280 --> 00:06:53.040]  但是就不會有很多外國人回去香港旅行的。
[00:06:53.040 --> 00:06:56.080]  我想有很多人都情願回了香港。
[00:06:56.080 --> 00:06:58.560]  我認識那些人回香港,
[00:06:58.560 --> 00:07:01.840]  他們回來,我問他們怎樣?
[00:07:01.840 --> 00:07:03.840]  哎呀,我不習慣了。
[00:07:03.840 --> 00:07:05.760]  什麼不習慣了?
[00:07:05.760 --> 00:07:07.200]  有什麼不習慣了?
[00:07:07.200 --> 00:07:08.880]  有兩件事。
[00:07:08.880 --> 00:07:11.360]  第一次回去要戴口罩,
[00:07:11.360 --> 00:07:13.600]  要戴口罩。
[00:07:13.600 --> 00:07:16.240]  是的,這裏不用戴。
[00:07:16.240 --> 00:07:20.400]  戴慣的那些來到這裏又很不習慣。
[00:07:20.400 --> 00:07:23.840]  我有會友來探望我的時候,
[00:07:23.840 --> 00:07:28.160]  他說來到英國最不習慣的是不用戴口罩。
[00:07:28.160 --> 00:07:30.560]  哇,出去不戴口罩就好像沒有穿衣服一樣,
[00:07:30.560 --> 00:07:35.120]  不是那麼誇張吧?
[00:07:35.120 --> 00:07:38.720]  好了,但是還有一個問題是什麼呢?
[00:07:38.720 --> 00:07:44.320]  不習慣住在一個很客衛的地方,
[00:07:44.320 --> 00:07:46.640]  住在一個很小的地方。
[00:07:46.640 --> 00:07:49.280]  因爲他住在公共屋村。
[00:07:49.280 --> 00:07:51.280]  他住在公共的屋村。
[00:07:51.280 --> 00:07:52.880]  啊,你們已經不知道了。
[00:07:52.880 --> 00:07:57.360]  這些很高貴,很富有的人不知道什麼是公共屋村。
[00:07:57.360 --> 00:08:00.240]  好的,好的,好的。
[00:08:00.240 --> 00:08:02.960]  他們很小的地方,
[00:08:02.960 --> 00:08:05.680]  他說我回去住了三個多星期,
[00:08:05.680 --> 00:08:11.120]  我要睡在那些所謂的客廳的沙發室,
[00:08:11.120 --> 00:08:14.240]  因爲自己的物業已經賣了,
[00:08:14.240 --> 00:08:16.240]  跟爸爸媽媽一起住。
[00:08:16.240 --> 00:08:18.400]  他這個最不習慣。
[00:08:18.400 --> 00:08:20.400]  他在英國呢,
[00:08:20.400 --> 00:08:25.120]  是住那些Semi-Detection,
[00:08:25.120 --> 00:08:29.600]  我不知道那些,總之有三間房的屋,
[00:08:29.600 --> 00:08:34.480]  但是回去住一個三百多尺的屋,
[00:08:34.480 --> 00:08:36.880]  就覺得很不習慣了。
[00:08:36.880 --> 00:08:40.640]  我想如果你回去也是有這樣的情況。
[00:08:40.640 --> 00:08:43.440]  所以那些人寧願住酒店。
[00:08:43.440 --> 00:08:46.960]  所以有些人寧願住酒店。
[00:08:46.960 --> 00:08:49.840]  好了,今天我們的神成爲人的時候,
[00:08:49.840 --> 00:08:55.600]  就會有這個困難在當中。
[00:08:55.600 --> 00:08:58.560]  但是這個就是愛的表現。
[00:08:58.560 --> 00:09:00.880]  爲什麼他要成爲人呢?
[00:09:00.880 --> 00:09:05.120]  他要讓我們認識他,
[00:09:05.120 --> 00:09:09.360]  他都要與我們有認同。
[00:09:09.360 --> 00:09:14.160]  因爲神不僅僅是高高在上,
[00:09:14.160 --> 00:09:17.360]  他願意來到我們人的中間。
[00:09:17.360 --> 00:09:21.360]  所以我們的神要成爲人的時候,
[00:09:21.360 --> 00:09:27.120]  也都要經歷人世間裏面的苦楚,
[00:09:27.120 --> 00:09:31.120]  特別面對那個試探和挑戰。
[00:09:31.120 --> 00:09:33.600]  所以希伯來書怎麼說呢?
[00:09:33.600 --> 00:09:35.360]  我們可以坦然無懼,
[00:09:35.360 --> 00:09:41.360]  到神的面前求神來憐憫我們,
[00:09:41.360 --> 00:09:45.040]  因爲他凡是受過試探,
[00:09:45.040 --> 00:09:48.640]  他會了解我們。
[00:09:48.640 --> 00:09:51.840]  我曾經質疑這段經文,
[00:09:51.840 --> 00:09:54.560]  當我面對會考的時候,
[00:09:54.560 --> 00:09:57.680]  功課壓力很重,
[00:09:57.680 --> 00:10:00.640]  被家裏人逼我讀書,
[00:10:00.640 --> 00:10:02.720]  我就問耶穌,
[00:10:02.720 --> 00:10:05.920]  有沒有考過會考?
[00:10:05.920 --> 00:10:10.400]  你知不知道考試的壓力?
[00:10:10.400 --> 00:10:12.960]  我的初戀失敗,
[00:10:12.960 --> 00:10:14.800]  被人拋棄,
[00:10:14.800 --> 00:10:17.280]  有剎那的痛苦,
[00:10:17.280 --> 00:10:20.080]  很短暫的痛苦。
[00:10:20.080 --> 00:10:22.400]  我都問主,
[00:10:22.400 --> 00:10:24.800]  禰有沒有失戀過?
[00:10:24.800 --> 00:10:26.720]  禰有沒有談過戀愛?
[00:10:26.720 --> 00:10:29.440]  禰瞭解我嗎?
[00:10:29.440 --> 00:10:33.280]  是否真的?神未必會了解我們。
[00:10:33.280 --> 00:10:35.440]  但其實不是,
[00:10:35.440 --> 00:10:38.080]  因爲我們的主,
[00:10:38.080 --> 00:10:40.400]  凡是受過試探,
[00:10:40.400 --> 00:10:42.000]  歷世歷代,
[00:10:42.000 --> 00:10:46.160]  最面對魔鬼的引誘和挑戰,
[00:10:46.160 --> 00:10:52.240]  最大的誰?就是主耶穌。
[00:10:52.240 --> 00:10:57.680]  所以祂完全瞭解我們所面對的衝擊。
[00:10:57.680 --> 00:11:00.240]  我再舉一個例子,
[00:11:00.240 --> 00:11:02.320]  一個小女孩,
[00:11:02.320 --> 00:11:06.960]  拿着白紙來寫東西,
[00:11:06.960 --> 00:11:09.600]  割到,
[00:11:09.600 --> 00:11:12.240]  紙是很厲害的,
[00:11:12.240 --> 00:11:15.200]  特別白紙有時是很有用的,
[00:11:15.200 --> 00:11:18.640]  可以阻止病毒傳染。
[00:11:18.640 --> 00:11:25.040]  這時候她流了一點血,
[00:11:25.040 --> 00:11:28.000]  媽媽都流血了。
[00:11:28.000 --> 00:11:30.640]  媽媽看了一眼,
[00:11:30.640 --> 00:11:32.960]  小事呢,
[00:11:32.960 --> 00:11:36.400]  我流的比你多。
[00:11:36.400 --> 00:11:39.120]  你怎麼會流那麼多血呢?
[00:11:39.120 --> 00:11:40.480]  媽媽怎麼說呢?
[00:11:40.480 --> 00:11:43.680]  我生你的時候流那麼多血,
[00:11:43.680 --> 00:11:45.840]  比你現在痛得多。
[00:11:45.840 --> 00:11:50.960]  我不需要割你的手,我已經知道怎麼叫痛了。
[00:11:50.960 --> 00:11:52.800]  你明白這個道理嗎?
[00:11:52.800 --> 00:11:56.320]  我們的主凡是受過試探,
[00:11:56.320 --> 00:11:58.240]  面對最大的衝擊,
[00:11:58.240 --> 00:12:00.400]  所以他了解我們。
[00:12:00.400 --> 00:12:04.560]  我還有主耶穌的降生,爲什麼那麼特別呢?
[00:12:04.560 --> 00:12:09.840]  就是因爲祂不是從人的情慾而生,
[00:12:09.840 --> 00:12:16.400]  是聖靈藉着瑪利亞的身體來孕育耶穌,
[00:12:16.400 --> 00:12:18.800]  所以祂完全沒有罪,
[00:12:18.800 --> 00:12:25.280]  祂正正是沒有罪,所以可以代替我們受罪的刑罰。
[00:12:25.280 --> 00:12:27.600]  一個人被拘留,
[00:12:27.600 --> 00:12:30.080]  如果可以擔保出外,
[00:12:30.080 --> 00:12:33.040]  祂是需要外面的人來擔保祂的嘛,
[00:12:33.040 --> 00:12:34.720]  而不是在拘留所大家遇到的,
[00:12:34.720 --> 00:12:38.000]  哎,你剛好又在這裏。
[00:12:38.000 --> 00:12:42.000]  是啊,我們四十幾人都在這裏啦。
[00:12:42.000 --> 00:12:45.440]  那不如你擔保我,我擔保你出去啊。
[00:12:45.440 --> 00:12:46.560]  行不行啊?
[00:12:46.560 --> 00:12:47.840]  是不行的嘛,
[00:12:47.840 --> 00:12:50.240]  是要外面的人擔保你啊。
[00:12:50.240 --> 00:12:52.320]  我們每一個都是罪人,
[00:12:52.320 --> 00:12:54.160]  所以只有主耶穌完全沒有罪,
[00:12:54.160 --> 00:12:58.400]  纔可以代替我們受罪的刑罰。
[00:12:58.400 --> 00:12:59.440]  而更加特別,
[00:12:59.440 --> 00:13:01.280]  耶穌的降生幾百年前,
[00:13:01.280 --> 00:13:09.440]  已經預告祂在哪個地方降生?
[00:13:09.440 --> 00:13:11.840]  在尼迦書裏面,
[00:13:11.840 --> 00:13:19.200]  一早已經說這位軍王是在伯利恆裏面出生。
[00:13:19.200 --> 00:13:21.920]  伯利恆是一個很小的地方,
[00:13:21.920 --> 00:13:26.880]  但祂是因爲耶穌的降生而成名。
[00:13:26.880 --> 00:13:31.600]  當時宗教領袖很熟悉這段經文,
[00:13:31.600 --> 00:13:36.640]  祂可以回應幾律的那個詢問,
[00:13:36.640 --> 00:13:43.840]  撕裂那個王,但是祂沒有去尋找耶穌,記不記得?
[00:13:43.840 --> 00:13:48.240]  所以那個宗教知識是沒有用的,
[00:13:48.240 --> 00:13:50.560]  看祂有沒有行動。
[00:13:50.560 --> 00:13:54.240]  爲什麼耶穌會在伯利恆出生呢?
[00:13:54.240 --> 00:13:56.320]  如果你留意到,
[00:13:56.320 --> 00:14:03.440]  伯利恆當時住在加利利的地區,
[00:14:03.440 --> 00:14:06.160]  在拿撒勒這個地方,
[00:14:06.160 --> 00:14:08.560]  他們腹大便便,
[00:14:08.560 --> 00:14:11.680]  人生十分鐘的時間就快到,
[00:14:11.680 --> 00:14:17.040]  還要走到南邊的伯利恆。
[00:14:17.040 --> 00:14:19.040]  爲什麼會是這樣呢?
[00:14:19.040 --> 00:14:22.560]  原來神是掌管歷史的,
[00:14:22.560 --> 00:14:25.280]  原來當時要人口普查,
[00:14:25.280 --> 00:14:30.000]  但是人口普查要回自己的家鄉登記,
[00:14:30.000 --> 00:14:40.320]  所以當日,他們雖然是新人已從,仍然要下去伯利恆,
[00:14:40.320 --> 00:14:43.280]  所以耶穌就在這個地方出生,
[00:14:43.280 --> 00:14:45.360]  所以爲什麼這麼特別?
[00:14:45.360 --> 00:14:51.600]  就是耶穌不是經情慾而生,
[00:14:51.600 --> 00:14:56.800]  而是因爲有那種的聖靈懷孕,
[00:14:56.800 --> 00:14:59.280]  那我們怎麼來回應呢?
[00:14:59.280 --> 00:15:02.880]  原來我們成爲神的兒女,
[00:15:02.880 --> 00:15:04.800]  我們都要分別出來,
[00:15:04.800 --> 00:15:10.240]  聖經裏說如果我們不聖潔,就不能見到神,
[00:15:10.240 --> 00:15:15.200]  所以我們要與未信的人有所分別,
[00:15:15.200 --> 00:15:18.800]  這不是生活習慣上的不同,
[00:15:18.800 --> 00:15:20.800]  而是我們的價值觀,
[00:15:20.800 --> 00:15:22.400]  我們的粗手,
[00:15:22.400 --> 00:15:26.320]  我們有沒有神所賜給我們這份的愛,
[00:15:26.320 --> 00:15:28.320]  那份的公義感,
[00:15:28.320 --> 00:15:30.320]  那份的堅持,
[00:15:30.320 --> 00:15:32.080]  信實,
[00:15:32.080 --> 00:15:34.880]  所以求神來幫助我們,
[00:15:34.880 --> 00:15:40.240]  主耶穌都說我們要分別爲聖出來,
[00:15:40.240 --> 00:15:44.400]  今天我們是在這個世界活着,
[00:15:44.400 --> 00:15:48.080]  但是我們和世人是有所分別的,
[00:15:48.080 --> 00:15:51.840]  但是什麼呢?
[00:15:51.840 --> 00:15:57.920]  如果我們知道清明節就是紀念祖先,
[00:15:57.920 --> 00:16:02.160]  啊,端午節就是紀念屈原,
[00:16:02.160 --> 00:16:04.960]  其實我不是很贊成這個日子,
[00:16:04.960 --> 00:16:07.760]  因爲我不贊成人自殺,
[00:16:07.760 --> 00:16:10.240]  是堅持纔有希望,
[00:16:10.240 --> 00:16:13.120]  跳下明羅光是沒用的,
[00:16:13.120 --> 00:16:15.360]  但就是紀念,
[00:16:15.360 --> 00:16:19.040]  所以我們要紀念耶穌基督的降生,
[00:16:19.040 --> 00:16:23.840]  主耶穌的降生是讓看不見的神,
[00:16:23.840 --> 00:16:26.640]  讓我們可以親眼見到,
[00:16:26.640 --> 00:16:29.200]  愛是看不見的,
[00:16:29.200 --> 00:16:37.040]  但是當你來到這裏去見到耶穌基督去憐憫那些患病的人,
[00:16:37.040 --> 00:16:39.840]  對着一個完全沒有社會地位的黑客,
[00:16:39.840 --> 00:16:41.200]  竟然很有禮貌地跟他說,
[00:16:41.200 --> 00:16:47.200]  我可以爲你做些什麼?
[00:16:47.200 --> 00:16:51.040]  你看到什麼叫愛的彰顯,
[00:16:51.040 --> 00:16:54.560]  你看到耶穌如何指責那些假冒違線的人,
[00:16:54.560 --> 00:17:00.720]  你要知道什麼是一個公義的指證,
[00:17:00.720 --> 00:17:05.440]  所以透過耶穌我們可以見到他,
[00:17:05.440 --> 00:17:09.920]  而我們如何來回應這個彈呢?
[00:17:09.920 --> 00:17:14.400]  我們一起讀很短的一句義經文,
[00:17:14.400 --> 00:17:16.320]  《約翰福音》第三章第三次一,
[00:17:16.320 --> 00:17:26.880]  我們一起讀,今天我們有肉體的生命,
[00:17:26.880 --> 00:17:29.280]  但是我們信了主的時候,
[00:17:29.280 --> 00:17:31.520]  我們有一個新的生命,
[00:17:31.520 --> 00:17:34.080]  一個屬靈的生命,
[00:17:34.080 --> 00:17:37.120]  這個生命是由神主動的,
[00:17:37.120 --> 00:17:39.200]  因爲神呼召我們,
[00:17:39.200 --> 00:17:43.120]  正如一個嬰兒出生,
[00:17:43.120 --> 00:17:49.840]  他絕對不是說,爸媽我想出生,你生我,現在沒有的,
[00:17:49.840 --> 00:17:55.600]  但是他有生命,但他的成長都需要怎麼樣呢?
[00:17:55.600 --> 00:18:00.720]  父母的愛,來都餵養他,培育他,
[00:18:00.720 --> 00:18:02.960]  但他自己都要盡責,
[00:18:02.960 --> 00:18:05.280]  他要喫東西,要吸收,
[00:18:05.280 --> 00:18:08.080]  他要學習,要做運動,
[00:18:08.080 --> 00:18:10.240]  他生命纔會成長,
[00:18:10.240 --> 00:18:12.640]  所以今天我們是信了主,
[00:18:12.640 --> 00:18:14.320]  我們有這個生命,
[00:18:14.320 --> 00:18:16.480]  但是我們要好好地追求,
[00:18:16.480 --> 00:18:19.360]  我們的生命纔會成熟,
[00:18:19.360 --> 00:18:22.640]  我們的生命纔會有改變,
[00:18:22.640 --> 00:18:24.880]  好了,最重要是什麼呢?
[00:18:24.880 --> 00:18:27.360]  我們怎麼來成長呢?
[00:18:27.360 --> 00:18:33.040]  我們一起讀,《哥羅西書》二章第六到第七節,
[00:18:33.040 --> 00:18:36.160]  你們既然接受了主基督耶穌,
[00:18:36.160 --> 00:18:38.000]  就當尊他而行,
[00:18:38.000 --> 00:18:40.240]  在他裏面生根建造,
[00:18:40.240 --> 00:18:44.080]  信心堅固,正如你們所領的教訓,
[00:18:44.080 --> 00:18:47.120]  感謝的心也更增長了。
[00:18:47.120 --> 00:18:53.120]  所以求神幫助我們好好地親近神,
[00:18:53.120 --> 00:18:55.680]  明後天應該是放假的,
[00:18:55.680 --> 00:18:57.920]  不要只想着去哪裏玩,
[00:18:57.920 --> 00:19:04.480]  不要想着明天會多一點時間來靈脩,
[00:19:04.480 --> 00:19:11.760]  我可不可以多一點時間在這特別的日子裏面紀念神呢?
[00:19:11.760 --> 00:19:15.040]  最後,就是節了,
[00:19:15.040 --> 00:19:18.400]  節就是在聖靈的培育底下,
[00:19:18.400 --> 00:19:26.160]  我們又跟隨聖靈的教導,
[00:19:26.160 --> 00:19:29.920]  那時候我們就會怎麼樣呢?
[00:19:29.920 --> 00:19:34.320]  就產生聖靈所產生的果子,
[00:19:34.320 --> 00:19:38.160]  請你記住,聖靈不僅僅只有九個果子,
[00:19:38.160 --> 00:19:40.800]  果子只有一個,
[00:19:40.800 --> 00:19:44.160]  但至少包含有九種特質,
[00:19:44.160 --> 00:19:48.720]  其中一個特質就是節制,
[00:19:48.720 --> 00:19:51.680]  要去節制不容易的,
[00:19:51.680 --> 00:19:53.920]  每個人都有他的軟弱,
[00:19:53.920 --> 00:19:55.120]  正如我見到一些肥的東西,
[00:19:55.120 --> 00:19:59.360]  我就自然不懂得如何節制,
[00:19:59.360 --> 00:20:03.920]  喫雞脯,喫雞皮和雞尾,
[00:20:03.920 --> 00:20:10.160]  但是每個人都未必一樣相同,
[00:20:10.160 --> 00:20:15.520]  但有時候基督徒最難控制的是什麼呢?
[00:20:15.520 --> 00:20:18.800]  就是我們的言語,
[00:20:18.800 --> 00:20:20.880]  我們很喜歡說謊話,
[00:20:20.880 --> 00:20:22.800]  背後批評,
[00:20:22.800 --> 00:20:25.680]  甚至在你說的時候內心有不安,
[00:20:25.680 --> 00:20:29.280]  但你會繼續說下去,
[00:20:29.280 --> 00:20:31.520]  就好像我已經知道過了一分鐘了,
[00:20:31.520 --> 00:20:32.560]  但我都繼續說下去,
[00:20:32.560 --> 00:20:38.720]  所以今天我們要學習什麼是節制,
[00:20:38.720 --> 00:20:41.920]  最後我們要學習節約,
[00:20:41.920 --> 00:20:47.440]  你不是沒有能力之下就要節約,
[00:20:47.440 --> 00:20:50.960]  你沒有能力那些就要捱下去,
[00:20:50.960 --> 00:20:55.680]  你有能力而學到節約是差很遠的,
[00:20:55.680 --> 00:20:57.760]  很簡單的舉個例子,
[00:20:57.760 --> 00:21:03.280]  我們有些電臂不是爲了錢的緣故,
[00:21:03.280 --> 00:21:06.480]  我們需要把燈關掉,
[00:21:06.480 --> 00:21:10.080]  但我們是要節約能源,
[00:21:10.080 --> 00:21:14.080]  因爲會浪費很多大自然的東西,
[00:21:14.080 --> 00:21:18.560]  在家裏就用很少的廁紙,
[00:21:18.560 --> 00:21:27.840]  出去就用很多紙巾扔掉,
[00:21:27.840 --> 00:21:35.360]  但你知不知道紙巾是如何破壞了很多大自然的樹木,
[00:21:35.360 --> 00:21:38.400]  我會用手寫講章,
[00:21:38.400 --> 00:21:42.480]  但你知不知道我用那些寄來的信,
[00:21:42.480 --> 00:21:43.520]  用來做紙巾,
[00:21:43.520 --> 00:21:46.160]  用來做草稿紙,
[00:21:46.160 --> 00:21:49.440]  英國多好,信封很大,
[00:21:49.440 --> 00:21:54.080]  我會割開信封用來做草稿紙,
[00:21:54.080 --> 00:22:00.480]  我穿這條褲子是在傳統裏面買的,
[00:22:00.480 --> 00:22:02.400]  我不是沒錢,
[00:22:02.400 --> 00:22:04.560]  但我會學習節約,
[00:22:04.560 --> 00:22:07.520]  但我會用在別人身上,
[00:22:07.520 --> 00:22:10.080]  求神幫助我們,
[00:22:10.080 --> 00:22:13.600]  我們要分別爲聖,
[00:22:13.600 --> 00:22:16.800]  我們要有重生的生命,
[00:22:16.800 --> 00:22:19.760]  也要有節制,
[00:22:19.760 --> 00:22:21.280]  這是很重要的,
[00:22:21.280 --> 00:22:22.320]  其實是人家的幫助。
